,PCAR
2009-04-13,11430747000
2009-04-14,11305374000
2009-04-15,11338080000
2009-04-16,11910435000
2009-04-17,12302907000
2009-04-20,11239962000
2009-04-21,11583375000
2009-04-22,12172083000
2009-04-23,11954043000
2009-04-24,12695379000
2009-04-27,12411927000
2009-04-28,12221142000
2009-04-29,13022439000
2009-04-30,12880713000
2009-05-01,12537300000
2009-05-04,12777144000
2009-05-05,12504594000
2009-05-06,12837105000
2009-05-07,11997651000
2009-05-08,12204789000
2009-05-11,11779611000
2009-05-12,11310825000
2009-05-13,10743921000
2009-05-14,10765725000
2009-05-15,10493175000
2009-05-18,11000118000
2009-05-19,11038275000
2009-05-20,10754823000
2009-05-21,10318743000
2009-05-22,10275135000
2009-05-26,10754823000
2009-05-27,10514979000
2009-05-28,10618548000
2009-05-29,10847490000
2009-06-01,12041259000
2009-06-02,12531849000
2009-06-03,12221142000
2009-06-04,12570006000
2009-06-05,12428280000
2009-06-08,12515496000
2009-06-09,12411927000
2009-06-10,12210240000
2009-06-11,12302907000
2009-06-12,12090318000
2009-06-15,11474355000
2009-06-16,11212707000
2009-06-17,11299923000
2009-06-18,11256315000
2009-06-19,11419845000
2009-06-22,10978314000
2009-06-23,11147295000
2009-06-24,11310825000
2009-06-25,11714199000
2009-06-26,11463453000
2009-06-29,11915886000
2009-06-30,11798034000
2009-07-01,11989029000
2009-07-02,11323275000
2009-07-06,11208678000
2009-07-07,10804860000
2009-07-08,10597494000
2009-07-09,10766661000
2009-07-10,10733919000
2009-07-13,10908543000
2009-07-14,11039511000
2009-07-15,11481528000
2009-07-16,11426958000
2009-07-17,11623410000
2009-07-20,11972658000
2009-07-21,12114540000
2009-07-22,12392847000
2009-07-23,12785751000
2009-07-24,12583842000
2009-07-27,12840321000
2009-07-28,11901717000
2009-07-29,11939916000
2009-07-30,12463788000
2009-07-31,12605670000
2009-08-03,12807579000
2009-08-04,12840321000
2009-08-05,12698439000
2009-08-06,12692982000
2009-08-07,13124085000
2009-08-10,13036773000
2009-08-11,12709353000
2009-08-12,13102257000
2009-08-13,13342365000
2009-08-14,12802122000
2009-08-17,12218223000
2009-08-18,12791208000
2009-08-19,12840321000
2009-08-20,12927633000
2009-08-21,13527903000
2009-08-24,13429677000
2009-08-25,13647957000
2009-08-26,13424220000
2009-08-27,13386021000
2009-08-28,13353279000
2009-08-31,13156827000
2009-09-01,12763923000
2009-09-02,12747552000
2009-09-03,12900348000
2009-09-04,13249596000
2009-09-08,13440591000
2009-09-09,13855323000
2009-09-10,13937178000
2009-09-11,14024490000
2009-09-14,14324625000
2009-09-15,14270055000
2009-09-16,14379195000
2009-09-17,14455593000
2009-09-18,14417394000
2009-09-21,14122716000
2009-09-22,13953549000
2009-09-23,13751640000
2009-09-24,13604301000
2009-09-25,13495161000
2009-09-28,13800753000
2009-09-29,13811667000
2009-09-30,13718898000
2009-10-01,12976746000
2009-10-02,12944004000
2009-10-05,13009488000
2009-10-06,13276881000
2009-10-07,13227768000
2009-10-08,13593387000
2009-10-09,13538817000
2009-10-12,13451505000
2009-10-13,13407849000
2009-10-14,13593387000
2009-10-15,13866237000
2009-10-16,13691613000
2009-10-19,13986291000
2009-10-20,14150001000
2009-10-21,14313711000
2009-10-22,14237313000
2009-10-23,14210028000
2009-10-26,14280969000
2009-10-27,13691613000
2009-10-28,13451505000
2009-10-29,13915350000
2009-10-30,13609758000
2009-11-02,13587930000
2009-11-03,13746183000
2009-11-04,13642500000
2009-11-05,14177286000
2009-11-06,14073603000
2009-11-09,14346453000
2009-11-10,14368281000
2009-11-11,14259141000
2009-11-12,14008119000
2009-11-13,14171829000
2009-11-16,14433765000
2009-11-17,14324625000
2009-11-18,14357367000
2009-11-19,14139087000
2009-11-20,14002662000
2009-11-23,14166372000
2009-11-24,13964463000
2009-11-25,13898979000
2009-11-27,13538817000
2009-11-30,13489704000
2009-12-01,13844409000
2009-12-02,13456962000
2009-12-03,13184112000
2009-12-04,13244139000
2009-12-07,13085886000
2009-12-08,13053144000
2009-12-09,13265967000
2009-12-10,13233225000
2009-12-11,13151370000
2009-12-14,13282338000
2009-12-15,12971289000
2009-12-16,12845778000
2009-12-17,12894891000
2009-12-18,13113171000
2009-12-21,13255053000
2009-12-22,13342365000
2009-12-23,13331451000
2009-12-24,13375107000
2009-12-28,13331451000
2009-12-29,13325994000
2009-12-30,13358736000
2009-12-31,13224042000
2010-01-04,13349829000
2010-01-05,13590465000
2010-01-06,13765473000
2010-01-07,13951419000
2010-01-08,13967826000
2010-01-11,14197524000
2010-01-12,14159241000
2010-01-13,14219400000
2010-01-14,14192055000
2010-01-15,13852977000
2010-01-19,14006109000
2010-01-20,13743597000
2010-01-21,13524837000
2010-01-22,13185759000
2010-01-25,13163883000
2010-01-26,13010751000
2010-01-27,13092786000
2010-01-28,12846681000
2010-01-29,13136538000
2010-02-01,13163883000
2010-02-02,13169352000
2010-02-03,13076379000
2010-02-04,12606045000
2010-02-05,12452913000
2010-02-08,12387285000
2010-02-09,12742770000
2010-02-10,12715425000
2010-02-11,13010751000
2010-02-12,12961530000
2010-02-16,13185759000
2010-02-17,13147476000
2010-02-18,13098255000
2010-02-19,13109193000
2010-02-22,12890433000
2010-02-23,12726363000
2010-02-24,13021689000
2010-02-25,13016220000
2010-02-26,12890433000
2010-03-01,13136538000
2010-03-02,13530306000
2010-03-03,13945950000
2010-03-04,14017047000
2010-03-05,14295966000
2010-03-08,14213931000
2010-03-09,14443629000
2010-03-10,14498319000
2010-03-11,14514726000
2010-03-12,15078033000
2010-03-15,15094440000
2010-03-16,15220227000
2010-03-17,15466332000
2010-03-18,15329607000
2010-03-19,15406173000
2010-03-22,15761658000
2010-03-23,15767127000
2010-03-24,15701499000
2010-03-25,15838224000
2010-03-26,15920259000
2010-03-29,15996825000
2010-03-30,15980418000
2010-03-31,15812941500
2010-04-01,15993567000
2010-04-05,16332924000
2010-04-06,16305556500
2010-04-07,16212507000
2010-04-08,16256295000
2010-04-09,16579231500
2010-04-12,16562811000
2010-04-13,16699648500
2010-04-14,16940482500
2010-04-15,17044479000
2010-04-16,16743436500
2010-04-19,17017111500
2010-04-20,16535443500
2010-04-21,16694175000
2010-04-22,16940482500
2010-04-23,17531620500
2010-04-26,17531620500
2010-04-27,16956903000
2010-04-28,16945956000
2010-04-29,17427624000
2010-04-30,16973323500
2010-05-03,17537094000
2010-05-04,16820065500
2010-05-05,16475235000
2010-05-06,15637789500
2010-05-07,15172542000
2010-05-10,16338397500
2010-05-11,16250821500
2010-05-12,16535443500
2010-05-13,16469761500
2010-05-14,16092090000
2010-05-17,15878623500
2010-05-18,15659683500
2010-05-19,15325800000
2010-05-20,14291308500
2010-05-21,14630665500
2010-05-24,14406252000
2010-05-25,14307729000
2010-05-26,14564983500
2010-05-27,15194436000
2010-05-28,14959075500
2010-06-01,14674453500
2010-06-02,15112333500
2010-06-03,15528319500
2010-06-04,14543089500
2010-06-07,14181838500
2010-06-08,14362464000
2010-06-09,14324149500
2010-06-10,15358641000
2010-06-11,15386008500
2010-06-14,15331273500
2010-06-15,16009987500
2010-06-16,15856729500
2010-06-17,15905991000
2010-06-18,15927885000
2010-06-21,16228927500
2010-06-22,15697998000
2010-06-23,15703471500
2010-06-24,15550213500
2010-06-25,15747259500
2010-06-28,15517372500
2010-06-29,14805817500
2010-06-30,14548563000
2010-07-01,14488354500
2010-07-02,14356990500
2010-07-06,14291308500
2010-07-07,14887920000
2010-07-08,15074019000
2010-07-09,15265591500
2010-07-12,15156121500
2010-07-13,15944305500
2010-07-14,16053775500
2010-07-15,16037355000
2010-07-16,15320326500
2010-07-19,15462637500
2010-07-20,15966199500
2010-07-21,16103037000
2010-07-22,16716069000
2010-07-23,16847433000
2010-07-26,17148475500
2010-07-27,16644913500
2010-07-28,16623019500
2010-07-29,16633966500
2010-07-30,16721542500
2010-08-02,17028058500
2010-08-03,16612072500
2010-08-04,16694175000
2010-08-05,16590178500
2010-08-06,16590178500
2010-08-09,16721542500
2010-08-10,16469761500
2010-08-11,15736312500
2010-08-12,15462637500
2010-08-13,15353167500
2010-08-16,15473584500
2010-08-17,15977146500
2010-08-18,15911464500
2010-08-19,15451690500
2010-08-20,15391482000
2010-08-23,15199909500
2010-08-24,14871499500
2010-08-25,14980969500
2010-08-26,14893393500
2010-08-27,15358641000
2010-08-30,14937181500
2010-08-31,14953602000
2010-09-01,15845782500
2010-09-02,16201560000
2010-09-03,16529970000
2010-09-07,16141351500
2010-09-08,16327450500
2010-09-09,16174192500
2010-09-10,16393132500
2010-09-13,16579231500
2010-09-14,16579231500
2010-09-15,16557337500
2010-09-16,16529970000
2010-09-17,16601125500
2010-09-20,17148475500
2010-09-21,17093740500
2010-09-22,17049952500
2010-09-23,16913115000
2010-09-24,17400256500
2010-09-27,17121108000
2010-09-28,17323627500
2010-09-29,17367415500
2010-09-30,17574750000
2010-10-01,17624025000
2010-10-04,17361225000
2010-10-05,18122250000
2010-10-06,17941575000
2010-10-07,17968950000
2010-10-08,18341250000
2010-10-11,18341250000
2010-10-12,18198900000
2010-10-13,18461700000
2010-10-14,18308400000
2010-10-15,18423375000
2010-10-18,18406950000
2010-10-19,18067500000
2010-10-20,18543825000
2010-10-21,18532875000
2010-10-22,18532875000
2010-10-25,18631425000
2010-10-26,18538350000
2010-10-27,18571200000
2010-10-28,18686175000
2010-10-29,18708075000
2010-11-01,18981825000
2010-11-02,19326750000
2010-11-03,19282950000
2010-11-04,20137050000
2010-11-05,20164425000
2010-11-08,19978275000
2010-11-09,19551225000
2010-11-10,19693575000
2010-11-11,19693575000
2010-11-12,19277475000
2010-11-15,19277475000
2010-11-16,18817575000
2010-11-17,18850425000
2010-11-18,19501950000
2010-11-19,19759275000
2010-11-22,19616925000
2010-11-23,19266525000
2010-11-24,20142525000
2010-11-26,19956375000
2010-11-29,19770225000
2010-11-30,19660725000
2010-12-01,20394375000
2010-12-02,20514825000
2010-12-03,20536725000
2010-12-06,20339625000
2010-12-07,20372475000
2010-12-08,20367000000
2010-12-09,20525775000
2010-12-10,20700975000
2010-12-13,20575050000
2010-12-14,20887125000
2010-12-15,20859750000
2010-12-16,20947350000
2010-12-17,20624325000
2010-12-20,20706450000
2010-12-21,20854275000
2010-12-22,20870700000
2010-12-23,20843325000
2010-12-27,20815950000
2010-12-28,20848800000
2010-12-29,20985675000
2010-12-30,20930925000
2010-12-31,20976801000
2011-01-03,21157872000
2011-01-04,20899983000
2011-01-05,21081054000
2011-01-06,21026184000
2011-01-07,20751834000
2011-01-10,20949366000
2011-01-11,21015210000
2011-01-12,20998749000
2011-01-13,20631120000
2011-01-14,20625633000
2011-01-18,20702451000
2011-01-19,20428101000
2011-01-20,20192160000
2011-01-21,20153751000
2011-01-24,20312874000
2011-01-25,20422614000
2011-01-26,20603685000
2011-01-27,20691477000
2011-01-28,20054985000
2011-01-31,20664042000
2011-02-01,19001481000
2011-02-02,18529599000
2011-02-03,18474729000
2011-02-04,18507651000
2011-02-07,18644826000
2011-02-08,18836871000
2011-02-09,18595443000
2011-02-10,18825897000
2011-02-11,19209987000
2011-02-14,19297779000
2011-02-15,19220961000
2011-02-16,19380084000
2011-02-17,19171578000
2011-02-18,19259370000
2011-02-22,18661287000
2011-02-23,18233301000
2011-02-24,18255249000
2011-02-25,18332067000
2011-02-28,18337554000
2011-03-01,17920542000
2011-03-02,17882133000
2011-03-03,18375963000
2011-03-04,17997360000
2011-03-07,17717523000
2011-03-08,17794341000
2011-03-09,17772393000
2011-03-10,17421225000
2011-03-11,17838237000
2011-03-14,17717523000
2011-03-15,17574861000
2011-03-16,17421225000
2011-03-17,17635218000
2011-03-18,17728497000
2011-03-21,18496677000
2011-03-22,18019308000
2011-03-23,17958951000
2011-03-24,18156483000
2011-03-25,18238788000
2011-03-28,17887620000
2011-03-29,18403398000
2011-03-30,18979533000
2011-03-31,19160353500
2011-04-01,19555525500
2011-04-04,19423801500
2011-04-05,19314031500
2011-04-06,19330497000
2011-04-07,19314031500
2011-04-08,18765181500
2011-04-11,18556618500
2011-04-12,18408429000
2011-04-13,18342567000
2011-04-14,18293170500
2011-04-15,18820066500
2011-04-18,18408429000
2011-04-19,19094491500
2011-04-20,19626876000
2011-04-21,19489663500
2011-04-25,19226215500
2011-04-26,19742134500
2011-04-27,19873858500
2011-04-28,19665295500
2011-04-29,19434778500
2011-05-02,19423801500
2011-05-03,19396359000
2011-05-04,19495152000
2011-05-05,19281100500
2011-05-06,19396359000
2011-05-09,19390870500
2011-05-10,19626876000
2011-05-11,19517106000
2011-05-12,19489663500
2011-05-13,18907882500
2011-05-16,18655411500
2011-05-17,18348055500
2011-05-18,18666388500
2011-05-19,18792624000
2011-05-20,18496245000
2011-05-23,18117538500
2011-05-24,18144981000
2011-05-25,18364521000
2011-05-26,18254751000
2011-05-27,18095584500
2011-05-31,18293170500
2011-06-01,17425987500
2011-06-02,17425987500
2011-06-03,17332683000
2011-06-06,17458918500
2011-06-07,17563200000
2011-06-08,17162539500
2011-06-09,17173516500
2011-06-10,16745413500
2011-06-13,16646620500
2011-06-14,17157051000
2011-06-15,16739925000
2011-06-16,16877137500
2011-06-17,17442453000
2011-06-20,17513803500
2011-06-21,17908975500
2011-06-22,17821159500
2011-06-23,17963860500
2011-06-24,17733343500
2011-06-27,17897998500
2011-06-28,18194377500
2011-06-29,18276705000
2011-06-30,18560997000
2011-07-01,18909765000
2011-07-05,18882517500
2011-07-06,18762628500
2011-07-07,19394770500
2011-07-08,18980608500
2011-07-11,18326668500
2011-07-12,18359365500
2011-07-13,18261274500
2011-07-14,17836213500
2011-07-15,17901607500
2011-07-18,17580087000
2011-07-19,18043294500
2011-07-20,18086890500
2011-07-21,18217678500
2011-07-22,18244926000
2011-07-25,18310320000
2011-07-26,16353949500
2011-07-27,15928888500
2011-07-28,15689110500
2011-07-29,15552873000
2011-08-01,15313095000
2011-08-02,14659155000
2011-08-03,14566513500
2011-08-04,14163250500
2011-08-05,14239543500
2011-08-08,12975259500
2011-08-09,13552906500
2011-08-10,13040653500
2011-08-11,13329477000
2011-08-12,13383972000
2011-08-15,13836280500
2011-08-16,13689144000
2011-08-17,13536558000
2011-08-18,12670087500
2011-08-19,12359466000
2011-08-22,12419410500
2011-08-23,13035204000
2011-08-24,13236835500
2011-08-25,12844471500
2011-08-26,13007956500
2011-08-29,13803583500
2011-08-30,13847179500
2011-08-31,13672795500
2011-09-01,13427568000
2011-09-02,12958911000
2011-09-06,12888067500
2011-09-07,13378522500
2011-09-08,13269532500
2011-09-09,12855370500
2011-09-12,12920764500
2011-09-13,13100598000
2011-09-14,13487512500
2011-09-15,13945270500
2011-09-16,13841730000
2011-09-19,13678245000
2011-09-20,13498411500
2011-09-21,12877168500
2011-09-22,12141486000
2011-09-23,12375814500
2011-09-26,12708234000
2011-09-27,13160542500
2011-09-28,12735481500
2011-09-29,12964360500
2011-09-30,12288622500
2011-10-03,11852662500
2011-10-04,12501153000
2011-10-05,12931663500
2011-10-06,13269532500
2011-10-07,13144194000
2011-10-10,13580154000
2011-10-11,13814482500
2011-10-12,14130553500
2011-10-13,14092407000
2011-10-14,14473872000
2011-10-17,14048811000
2011-10-18,14653705500
2011-10-19,14566513500
2011-10-20,14533816500
2011-10-21,14806291500
2011-10-24,15394837500
2011-10-25,15067867500
2011-10-26,15078766500
2011-10-27,15945237000
2011-10-28,16054227000
2011-10-31,15710908500
2011-11-01,15329443500
2011-11-02,15536524500
2011-11-03,15928888500
2011-11-04,15825348000
2011-11-07,15798100500
2011-11-08,15983383500
2011-11-09,15187756500
2011-11-10,15204105000
2011-11-11,15498378000
2011-11-14,15002473500
2011-11-15,14975226000
2011-11-16,14637357000
2011-11-17,14315836500
2011-11-18,14228644500
2011-11-21,13945270500
2011-11-22,13759987500
2011-11-23,13460265000
2011-11-25,13542007500
2011-11-28,13994316000
2011-11-29,13923472500
2011-11-30,14740897500
2011-12-01,14659155000
2011-12-02,14653705500
2011-12-05,14729998500
2011-12-06,14664604500
2011-12-07,14446624500
2011-12-08,14076058500
2011-12-09,14566513500
2011-12-12,14054260500
2011-12-13,13661896500
2011-12-14,13542007500
2011-12-15,13215037500
2011-12-16,13160542500
2011-12-19,12888067500
2011-12-20,13547457000
2011-12-21,13460265000
2011-12-22,13640098500
2011-12-23,13798134000
2011-12-27,13792684500
2011-12-28,13378522500
2011-12-29,13607401500
2011-12-30,13612851000
2012-01-03,13853385000
2012-01-04,13799835000
2012-01-05,14410305000
2012-01-06,14329980000
2012-01-09,14501340000
2012-01-10,15010065000
2012-01-11,15063615000
2012-01-12,15106455000
2012-01-13,15149295000
2012-01-17,15315300000
2012-01-18,15352785000
2012-01-19,15674085000
2012-01-20,15674085000
2012-01-23,15813315000
2012-01-24,16065000000
2012-01-25,16263135000
2012-01-26,15904350000
2012-01-27,15920415000
2012-01-30,15770475000
2012-01-31,15781185000
2012-02-01,15743700000
2012-02-02,15438465000
2012-02-03,15797250000
2012-02-06,15641955000
2012-02-07,15663375000
2012-02-08,15631245000
2012-02-09,15620535000
2012-02-10,15449175000
2012-02-13,15722280000
2012-02-14,15502725000
2012-02-15,15829380000
2012-02-16,16605855000
2012-02-17,16488045000
2012-02-21,16493400000
2012-02-22,16338105000
2012-02-23,16380945000
2012-02-24,16364880000
2012-02-27,16514820000
2012-02-28,16605855000
2012-02-29,16423785000
2012-03-01,16434495000
2012-03-02,16032870000
2012-03-05,16070355000
2012-03-06,15759765000
2012-03-07,15931125000
2012-03-08,16161390000
2012-03-09,16370235000
2012-03-12,16380945000
2012-03-13,16820055000
2012-03-14,16905735000
2012-03-15,17044965000
2012-03-16,16911090000
2012-03-19,16900380000
2012-03-20,16745085000
2012-03-21,16707600000
2012-03-22,16498755000
2012-03-23,16584435000
2012-03-26,16969995000
2012-03-27,16905735000
2012-03-28,16637985000
2012-03-29,16723665000
2012-03-30,16718310000
2012-04-02,16783620000
2012-04-03,16607400000
2012-04-04,16345740000
2012-04-05,16361760000
2012-04-09,15870480000
2012-04-10,15534060000
2012-04-11,15112200000
2012-04-12,15411240000
2012-04-13,15219000000
2012-04-16,15331140000
2012-04-17,15502020000
2012-04-18,15197640000
2012-04-19,15133560000
2012-04-20,15032100000
2012-04-23,14935980000
2012-04-24,15032100000
2012-04-25,15160260000
2012-04-26,15352500000
2012-04-27,15566100000
2012-04-30,15288420000
2012-05-01,15112200000
2012-05-02,15331140000
2012-05-03,14946660000
2012-05-04,14626260000
2012-05-07,14615580000
2012-05-08,14636940000
2012-05-09,14412660000
2012-05-10,14044200000
2012-05-11,14012160000
2012-05-14,14022840000
2012-05-15,13867980000
2012-05-16,13835940000
2012-05-17,13494180000
2012-05-18,13382040000
2012-05-21,13707780000
2012-05-22,13750500000
2012-05-23,13846620000
2012-05-24,13707780000
2012-05-25,13654380000
2012-05-29,13900020000
2012-05-30,13472820000
2012-05-31,13376700000
2012-06-01,12992220000
2012-06-04,12789300000
2012-06-05,13034940000
2012-06-06,13472820000
2012-06-07,13451460000
2012-06-08,13750500000
2012-06-11,13520880000
2012-06-12,14038860000
2012-06-13,13766520000
2012-06-14,13889340000
2012-06-15,14028180000
2012-06-18,14033520000
2012-06-19,14343240000
2012-06-20,14241780000
2012-06-21,13665060000
2012-06-22,13686420000
2012-06-25,13344660000
2012-06-26,13398060000
2012-06-27,13408740000
2012-06-28,13403400000
2012-06-29,13953420000
2012-07-02,13550247000
2012-07-03,13725328500
2012-07-05,13571469000
2012-07-06,13353943500
2012-07-09,13231917000
2012-07-10,12834004500
2012-07-11,12701367000
2012-07-12,12775644000
2012-07-13,13162945500
2012-07-16,12982558500
2012-07-17,12940114500
2012-07-18,13300888500
2012-07-19,13348638000
2012-07-20,13162945500
2012-07-23,13359249000
2012-07-24,13433526000
2012-07-25,13327416000
2012-07-26,13661662500
2012-07-27,14430960000
2012-07-30,14308933500
2012-07-31,14149768500
2012-08-01,14107324500
2012-08-02,13640440500
2012-08-03,14048964000
2012-08-06,14160379500
2012-08-07,14340766500
2012-08-08,14340766500
2012-08-09,14436265500
2012-08-10,14621958000
2012-08-13,14584819500
2012-08-14,14537070000
2012-08-15,14531764500
2012-08-16,14754595500
2012-08-17,14812956000
2012-08-20,14584819500
2012-08-21,14563597500
2012-08-22,14330155500
2012-08-23,14160379500
2012-08-24,14245267500
2012-08-27,14091408000
2012-08-28,14017131000
2012-08-29,14038353000
2012-08-30,13926937500
2012-08-31,14117935500
2012-09-04,13847355000
2012-09-05,13873882500
2012-09-06,14505237000
2012-09-07,14754595500
2012-09-10,14690929500
2012-09-11,14754595500
2012-09-12,14659096500
2012-09-13,14791734000
2012-09-14,15226785000
2012-09-17,15062314500
2012-09-18,14903149500
2012-09-19,14956204500
2012-09-20,14839483500
2012-09-21,14669707500
2012-09-24,14648485500
2012-09-25,14340766500
2012-09-26,14112630000
2012-09-27,14202823500
2012-09-28,14155074000
2012-10-01,14357928000
2012-10-02,14432184000
2012-10-03,14495832000
2012-10-04,14718600000
2012-10-05,14633736000
2012-10-08,14644344000
2012-10-09,14458704000
2012-10-10,14135160000
2012-10-11,14108640000
2012-10-12,14198808000
2012-10-15,14241240000
2012-10-16,14442792000
2012-10-17,14464008000
2012-10-18,14442792000
2012-10-19,14288976000
2012-10-22,14532960000
2012-10-23,14326104000
2012-10-24,13991952000
2012-10-25,15127008000
2012-10-26,15323256000
2012-10-31,15333864000
2012-11-01,16023384000
2012-11-02,15917304000
2012-11-05,15927912000
2012-11-06,15954432000
2012-11-07,15418728000
2012-11-08,15280824000
2012-11-09,15206568000
2012-11-12,15217176000
2012-11-13,15132312000
2012-11-14,14697384000
2012-11-15,14771640000
2012-11-16,14792856000
2012-11-19,14967888000
2012-11-20,14978496000
2012-11-21,15047448000
2012-11-23,15222480000
2012-11-26,15302040000
2012-11-27,15264912000
2012-11-28,15609672000
2012-11-29,15620280000
2012-11-30,15535416000
2012-12-03,15376296000
2012-12-04,15355080000
2012-12-05,15572544000
2012-12-06,15307344000
2012-12-07,15503592000
2012-12-10,15736968000
2012-12-11,16002168000
2012-12-12,15784704000
2012-12-13,15524808000
2012-12-14,15524808000
2012-12-17,15668016000
2012-12-18,15906696000
2012-12-19,15890784000
2012-12-20,15906696000
2012-12-21,15853656000
2012-12-24,15795312000
2012-12-26,15832440000
2012-12-27,15779400000
2012-12-28,15710448000
2012-12-31,16004340000
2013-01-02,16476930000
2013-01-03,16402590000
2013-01-04,16567200000
2013-01-07,16386660000
2013-01-08,16243290000
2013-01-09,16153020000
2013-01-10,16285770000
2013-01-11,16296390000
2013-01-14,16349490000
2013-01-15,16317630000
2013-01-16,16190190000
2013-01-17,16445070000
2013-01-18,16413210000
2013-01-22,16450380000
2013-01-23,16349490000
2013-01-24,16912350000
2013-01-25,17071650000
2013-01-28,17050410000
2013-01-29,17188470000
2013-01-30,17045100000
2013-01-31,16657470000
2013-02-01,16832700000
2013-02-04,16625610000
2013-02-05,16848630000
2013-02-06,16922970000
2013-02-07,16694640000
2013-02-08,16816770000
2013-02-11,16917660000
2013-02-12,16965450000
2013-02-13,17007930000
2013-02-14,17050410000
2013-02-15,17023860000
2013-02-19,17156610000
2013-02-20,16753050000
2013-02-21,16530030000
2013-02-22,16588440000
2013-02-25,16354800000
2013-02-26,16487550000
2013-02-27,16795530000
2013-02-28,16795530000
2013-03-01,16625610000
2013-03-04,16583130000
2013-03-05,17119440000
2013-03-06,17161920000
2013-03-07,17485830000
2013-03-08,17862840000
2013-03-11,18006210000
2013-03-12,17772570000
2013-03-13,17953110000
2013-03-14,18080550000
2013-03-15,18038070000
2013-03-18,17815050000
2013-03-19,17682300000
2013-03-20,17698230000
2013-03-21,17560170000
2013-03-22,17714160000
2013-03-25,17507070000
2013-03-26,17751330000
2013-03-27,17746020000
2013-03-28,17900010000
2013-04-01,17671360500
2013-04-02,17788213500
2013-04-03,17214571500
2013-04-04,17134898999
2013-04-05,17065849500
2013-04-08,17071161000
2013-04-09,17352670500
2013-04-10,17756344500
2013-04-11,17899755000
2013-04-12,17788213500
2013-04-15,17002111499
2013-04-16,17225194500
2013-04-17,16842766500
2013-04-18,16779028500
2013-04-19,17065849500
2013-04-22,17363293500
2013-04-23,17267686500
2013-04-24,17347359000
2013-04-25,17639491500
2013-04-26,17533261500
2013-04-29,17644803000
2013-04-30,17628868500
2013-05-01,17538573000
2013-05-02,18021919500
2013-05-03,18606184500
2013-05-06,18404347500
2013-05-07,18579627000
2013-05-08,18834579000
2013-05-09,18659299500
2013-05-10,18627430500
2013-05-13,18563692500
2013-05-14,18733660500
2013-05-15,18839890500
2013-05-16,18685857000
2013-05-17,19312614000
2013-05-20,19317925500
2013-05-21,19344483000
2013-05-22,19163892000
2013-05-23,19105465500
2013-05-24,18893005500
2013-05-28,19110777000
2013-05-29,19110777000
2013-05-30,19179826500
2013-05-31,18977989500
2013-06-03,19020481500
2013-06-04,19062973500
2013-06-05,18691168500
2013-06-06,18887694000
2013-06-07,19243564500
2013-06-10,19153269000
2013-06-11,18887694000
2013-06-12,18643365000
2013-06-13,19084219500
2013-06-14,18845202000
2013-06-17,19073596500
2013-06-18,19301991000
2013-06-19,19057662000
2013-06-20,18489331500
2013-06-21,18531823500
2013-06-24,18106903500
2013-06-25,18372478500
2013-06-26,18638053500
2013-06-27,18988612500
2013-06-28,18999235500
2013-07-01,19227972000
2013-07-02,19111020000
2013-07-03,18951540000
2013-07-05,19270500000
2013-07-08,19344924000
2013-07-09,19477824000
2013-07-10,19408716000
2013-07-11,20137008000
2013-07-12,20078532000
2013-07-15,20259276000
2013-07-16,20110428000
2013-07-17,20184852000
2013-07-18,20392176000
2013-07-19,20424072000
2013-07-22,20487864000
2013-07-23,20291172000
2013-07-24,19919052000
2013-07-25,19892472000
2013-07-26,19881840000
2013-07-29,19865892000
2013-07-30,19972212000
2013-07-31,19940316000
2013-08-01,20137008000
2013-08-02,20179536000
2013-08-05,19982844000
2013-08-06,19892472000
2013-08-07,19738308000
2013-08-08,19849944000
2013-08-09,19823364000
2013-08-12,19972212000
2013-08-13,19982844000
2013-08-14,19770204000
2013-08-15,19435296000
2013-08-16,19398084000
2013-08-19,19281132000
2013-08-20,19429980000
2013-08-21,19217340000
2013-08-22,19578828000
2013-08-23,19568196000
2013-08-26,19424664000
2013-08-27,18983436000
2013-08-28,19121652000
2013-08-29,19137600000
2013-08-30,18999384000
2013-09-03,18983436000
2013-09-04,19169496000
2013-09-05,19350240000
2013-09-06,19222656000
2013-09-09,19536300000
2013-09-10,19839312000
2013-09-11,19871208000
2013-09-12,19839312000
2013-09-13,19945632000
2013-09-16,20190168000
2013-09-17,20190168000
2013-09-18,20445336000
2013-09-19,20572920000
2013-09-20,20429388000
2013-09-23,20312436000
2013-09-24,20121060000
2013-09-25,19993476000
2013-09-26,20004108000
2013-09-27,19775520000
2013-09-30,19738809000
2013-10-01,19765404000
2013-10-02,19760085000
2013-10-03,19632429000
2013-10-04,19685619000
2013-10-07,19472859000
2013-10-08,19174995000
2013-10-09,19233504000
2013-10-10,19754766000
2013-10-11,19930293000
2013-10-14,20063268000
2013-10-15,19845189000
2013-10-16,20196243000
2013-10-17,20366451000
2013-10-18,20409003000
2013-10-21,20446236000
2013-10-22,20712186000
2013-10-23,20637720000
2013-10-24,20733462000
2013-10-25,20760057000
2013-10-28,20643039000
2013-10-29,20079225000
2013-10-30,19706895000
2013-10-31,19717533000
2013-11-01,19935612000
2013-11-04,20057949000
2013-11-05,20302623000
2013-11-06,20174967000
2013-11-07,19871784000
2013-11-08,20153691000
2013-11-11,20212200000
2013-11-12,20143053000
2013-11-13,20068587000
2013-11-14,20212200000
2013-11-15,20212200000
2013-11-18,19994121000
2013-11-19,19701576000
2013-11-20,19589877000
2013-11-21,19967526000
2013-11-22,20084544000
2013-11-25,20116458000
