,ALK
2014-07-23,6701441850
2014-07-24,6072970950
2014-07-25,6172771050
2014-07-28,6160633200
2014-07-29,6228065700
2014-07-30,6055438500
2014-07-31,5930014050
2014-08-01,5994749250
2014-08-04,5866627500
2014-08-05,5761432800
2014-08-06,5791103100
2014-08-07,5766827400
2014-08-08,5827516650
2014-08-11,5917876200
2014-08-12,5889554550
2014-08-13,6024419550
2014-08-14,6095898000
2014-08-15,6130962900
2014-08-18,6340003650
2014-08-19,6311682000
2014-08-20,6357536100
2014-08-21,6207835950
2014-08-22,6269873850
2014-08-25,6323819850
2014-08-26,6241552200
2014-08-27,6271222500
2014-08-28,6275268450
2014-08-29,6249644100
2014-09-02,6505887600
2014-09-03,6411482100
2014-09-04,6423619950
2014-09-05,6357536100
2014-09-08,6383160450
2014-09-09,6284709000
2014-09-10,6404738850
2014-09-11,6387206400
2014-09-12,6375068550
2014-09-15,6238854900
2014-09-16,6304938750
2014-09-17,6225368400
2014-09-18,6317076600
2014-09-19,6233460300
2014-09-22,6097246650
2014-09-23,5947546500
2014-09-24,6047346600
2014-09-25,5896297800
2014-09-26,5990703300
2014-09-29,5913830250
2014-09-30,5763302720
2014-10-01,5657408320
2014-10-02,5681234560
2014-10-03,5844047200
2014-10-06,5756684320
2014-10-07,5665350400
2014-10-08,5673292480
2014-10-09,5649466240
2014-10-10,5620345280
2014-10-13,5503861440
2014-10-14,5650789920
2014-10-15,5558132320
2014-10-16,5797718400
2014-10-17,5916849600
2014-10-20,6118048960
2014-10-21,6271595840
2014-10-22,6190851360
2014-10-23,6611781600
2014-10-24,6644873600
2014-10-27,6859309760
2014-10-28,6987706720
2014-10-29,7003590880
2014-10-30,6901667520
2014-10-31,7045948640
2014-11-03,7204790240
2014-11-04,7331863520
2014-11-05,7143900960
2014-11-06,7333187200
2014-11-07,7298771520
2014-11-10,7454965760
2014-11-11,7431139520
2014-11-12,7435110560
2014-11-13,7444376320
2014-11-14,7325245120
2014-11-17,7261708480
2014-11-18,7394076480
2014-11-19,7253766400
2014-11-20,7179640320
2014-11-21,7214056000
2014-11-24,7323921440
2014-11-25,7400694880
2014-11-26,7439081600
2014-11-28,7813683040
2014-12-01,7334510880
2014-12-02,7313332000
2014-12-03,7513207680
2014-12-04,7510560320
2014-12-05,7579391680
2014-12-08,7603217920
2014-12-09,7465555200
2014-12-10,7305389920
2014-12-11,7408636960
2014-12-12,7387458080
2014-12-15,7631015200
2014-12-16,7370250240
2014-12-17,7416579040
2014-12-18,7457613120
2014-12-19,7433786880
2014-12-22,7509236640
2014-12-23,7511884000
2014-12-24,7772648960
2014-12-26,7812359360
2014-12-29,7906340640
2014-12-30,7911635360
2014-12-31,7835731200
2015-01-02,7910469600
2015-01-05,7797706400
2015-01-06,7705922400
2015-01-07,7823930400
2015-01-08,7958984000
2015-01-09,7831797600
2015-01-12,7947183200
2015-01-13,8052079200
2015-01-14,8069124800
2015-01-15,8059946400
2015-01-16,8175332000
2015-01-20,8470351999
2015-01-21,8520177600
2015-01-22,8908292800
2015-01-23,9001388000
2015-01-26,9236092800
2015-01-27,9139064000
2015-01-28,9007944000
2015-01-29,9318698400
2015-01-30,8899114400
2015-02-02,8826998400
2015-02-03,8546401600
2015-02-04,8745704000
2015-02-05,8761438400
2015-02-06,8643430400
2015-02-09,8327431200
2015-02-10,8571314400
2015-02-11,8458551200
2015-02-12,8227780000
2015-02-13,8202867200
2015-02-17,8159597600
2015-02-18,8369389600
2015-02-19,8252692800
2015-02-20,8410036800
2015-02-23,8410036800
2015-02-24,8448061600
2015-02-25,8318252800
2015-02-26,8389057600
2015-02-27,8345788000
2015-03-02,8580492800
2015-03-03,8674899200
2015-03-04,8623762400
2015-03-05,8475596800
2015-03-06,8356277600
2015-03-09,8389057600
2015-03-10,8413970400
2015-03-11,8533289600
2015-03-12,8799463200
2015-03-13,8740459200
2015-03-16,8859778400
2015-03-17,9021056000
2015-03-18,8912226400
2015-03-19,8962052000
2015-03-20,9005321600
2015-03-23,8849288800
2015-03-24,8782417600
2015-03-25,8470351999
2015-03-26,8471663200
2015-03-27,8600160800
2015-03-30,8680144000
2015-03-31,8552838480
2015-04-01,8271104000
2015-04-02,8150914520
2015-04-06,8064326400
2015-04-07,8110851360
2015-04-08,8375785160
2015-04-09,8290489400
2015-04-10,8263349840
2015-04-13,8184515880
2015-04-14,8081127080
2015-04-15,8015216720
2015-04-16,8206486000
2015-04-17,8137990920
2015-04-20,8193562400
2015-04-21,8391293480
2015-04-22,8311167160
2015-04-23,8573516240
2015-04-24,8826818800
2015-04-27,8710506400
2015-04-28,8590316920
2015-04-29,8444280240
2015-04-30,8278858160
2015-05-01,8439110800
2015-05-04,8339599080
2015-05-05,8137990920
2015-05-06,8172884640
2015-05-07,8395170559
2015-05-08,8564469719
2015-05-11,8572223880
2015-05-12,8423602480
2015-05-13,8362861559
2015-05-14,8546376679
2015-05-15,8594194000
2015-05-18,8733768880
2015-05-19,8657519640
2015-05-20,8265934560
2015-05-21,8360276840
2015-05-22,8322798400
2015-05-26,8060449320
2015-05-27,8193562400
2015-05-28,8237502640
2015-05-29,8353815040
2015-06-01,8541207240
2015-06-02,8493389920
2015-06-03,8511482960
2015-06-04,8466250360
2015-06-05,8485635760
2015-06-08,8081127080
2015-06-09,7838163400
2015-06-10,7852379360
2015-06-11,7989369520
2015-06-12,8206486000
2015-06-15,8097927760
2015-06-16,8048818080
2015-06-17,8016509080
2015-06-18,8269811640
2015-06-19,8355107400
2015-06-22,8558007920
2015-06-23,8596778720
2015-06-24,8555423200
2015-06-25,8455911480
2015-06-26,8368031000
2015-06-29,8253010960
2015-06-30,8202454440
2015-07-01,8185904400
2015-07-02,8276293080
2015-07-06,8422697280
2015-07-07,8585651520
2015-07-08,8417604960
2015-07-09,8471074320
2015-07-10,8981579400
2015-07-13,9198003000
2015-07-14,9372414960
2015-07-15,9385145760
2015-07-16,9508634520
2015-07-17,9518819160
2015-07-20,9438615120
2015-07-21,9541734600
2015-07-22,9653765640
2015-07-23,9394057320
2015-07-24,9433522800
2015-07-27,9296030160
2015-07-28,9461530560
2015-07-29,9520092240
2015-07-30,9568469280
2015-07-31,9643581000
2015-08-03,9932570160
2015-08-04,9900743160
2015-08-05,10061151240
2015-08-06,9898197000
2015-08-07,9928750920
2015-08-10,10010228040
2015-08-11,10179547680
2015-08-12,9998770320
2015-08-13,10094251320
2015-08-14,10133716800
2015-08-17,10376875080
2015-08-18,10376875080
2015-08-19,10310674920
2015-08-20,10058605080
2015-08-21,9693231120
2015-08-24,9306214800
2015-08-25,9490811400
2015-08-26,9716146560
2015-08-27,9705961920
2015-08-28,9651219480
2015-08-31,9530276880
2015-09-01,9522638400
2015-09-02,10035689640
2015-09-03,9938935560
2015-09-04,10003862640
2015-09-08,10342501920
2015-09-09,10409975160
2015-09-10,10348867320
2015-09-11,10422705960
2015-09-14,10278847920
2015-09-15,10151539920
2015-09-16,10073882040
2015-09-17,10145174520
2015-09-18,10024231920
2015-09-21,10450713720
2015-09-22,10012774200
2015-09-23,10193551560
2015-09-24,10054785840
2015-09-25,10273755600
2015-09-28,9944027880
2015-09-29,9978401040
2015-09-30,10002755000
2015-10-01,10100957000
2015-10-02,9978834000
2015-10-05,10186569000
2015-10-06,9383327000
2015-10-07,9564623000
2015-10-08,9538184000
2015-10-09,9558328000
2015-10-12,9818941000
2015-10-13,9306528000
2015-10-14,9247355000
2015-10-15,9565882000
2015-10-16,9546997000
2015-10-19,9677933000
2015-10-20,9630091000
2015-10-21,9408507000
2015-10-22,9564623000
2015-10-23,9957431000
2015-10-26,9966244000
2015-10-27,9813905000
2015-10-28,9466421000
2015-10-29,9539443000
2015-10-30,9599875000
2015-11-02,9710667000
2015-11-03,9779912000
2015-11-04,9745919000
2015-11-05,9827754000
2015-11-06,9830272000
2015-11-09,9733329000
2015-11-10,9891963000
2015-11-11,9766063000
2015-11-12,9654012000
2015-11-13,9563364000
2015-11-16,9675415000
2015-11-17,9762286000
2015-11-18,9831531000
2015-11-19,9975057000
2015-11-20,10306174000
2015-11-23,10123619000
2015-11-24,10021640000
2015-11-25,10022899000
2015-11-27,10041784000
2015-11-30,10038007000
2015-12-01,10219303000
2015-12-02,10286030000
2015-12-03,10141245000
2015-12-04,10690169000
2015-12-07,10868947000
2015-12-08,10779558000
2015-12-09,10513909000
2015-12-10,10620924000
2015-12-11,10420743000
2015-12-14,10342685000
2015-12-15,10340167000
2015-12-16,10418225000
2015-12-17,10214267000
2015-12-18,10065705000
2015-12-21,10386750000
2015-12-22,10288548000
2015-12-23,10343944000
2015-12-24,10338908000
2015-12-28,10376678000
2015-12-29,10420743000
2015-12-30,10253296000
2015-12-31,10027520500
2016-01-04,9764720000
2016-01-05,9601559500
2016-01-06,9739810000
2016-01-07,9215454500
2016-01-08,8765829000
2016-01-11,8801948500
2016-01-12,8848032000
2016-01-13,8427053000
2016-01-14,8562812500
2016-01-15,8560321500
2016-01-19,8351077500
2016-01-20,8364778000
2016-01-21,9043575500
2016-01-22,9074713000
2016-01-25,8692344500
2016-01-26,8884151500
2016-01-27,8720991000
2016-01-28,8540393499
2016-01-29,8768320000
2016-02-01,8754619500
2016-02-02,8464417999
2016-02-03,8378478499
2016-02-04,8582740500
2016-02-05,8040948000
2016-02-08,7854123000
2016-02-09,8174216499
2016-02-10,8324922000
2016-02-11,8337377000
2016-02-12,8524202000
2016-02-16,8668680000
2016-02-17,8938953500
2016-02-18,9007456000
2016-02-19,9009947000
2016-02-22,9016174500
2016-02-23,9059767000
2016-02-24,9166880000
2016-02-25,9330040500
2016-02-26,9287693500
2016-02-29,9204245000
2016-03-01,9599068500
2016-03-02,9622733000
2016-03-03,9746037500
2016-03-04,9673798500
2016-03-07,9615260000
2016-03-08,9515620000
2016-03-09,9630206000
2016-03-10,9514374500
2016-03-11,10059903500
2016-03-14,9937844500
2016-03-15,9962754500
2016-03-16,10030011500
2016-03-17,10086059000
2016-03-18,10216836500
2016-03-21,10245483000
2016-03-22,10216836500
2016-03-23,10103496000
2016-03-24,10037484500
2016-03-28,10149579500
2016-03-29,10256692500
2016-03-30,10254201500
2016-03-31,10108965000
2016-04-01,10107732500
2016-04-04,9726890000
2016-04-05,9820560000
2016-04-06,9815630000
2016-04-07,9648010000
2016-04-08,9746610000
2016-04-11,9672660000
2016-04-12,9767562500
2016-04-13,10090477500
2016-04-14,10089245000
2016-04-15,10153335000
2016-04-18,10136080000
2016-04-19,10121290000
2016-04-20,10057200000
2016-04-21,9783585000
2016-04-22,9466832500
2016-04-25,9175962500
2016-04-26,9163637500
2016-04-27,9068735000
2016-04-28,8875232500
2016-04-29,8680497500
2016-05-02,8692822500
2016-05-03,8678032500
2016-05-04,8516574999
2016-05-05,8521505000
2016-05-06,8443857500
2016-05-09,8479600000
2016-05-10,8544922500
2016-05-11,8331699999
2016-05-12,8081502499
2016-05-13,8166545000
2016-05-16,8172707500
2016-05-17,8065480000
2016-05-18,8186265000
2016-05-19,8059317500
2016-05-20,8037132499
2016-05-23,8053155000
2016-05-24,8241727500
2016-05-25,8246657500
2016-05-26,8151755000
2016-05-27,8235564999
2016-05-31,8183800000
2016-06-01,8129569999
2016-06-02,8127105000
2016-06-03,8021110000
2016-06-06,8037132499
2016-06-07,8175172500
2016-06-08,8182567500
2016-06-09,8319375000
2016-06-10,8247890000
2016-06-13,7923742500
2016-06-14,7582340000
2016-06-15,7537970000
2016-06-16,7440602500
2016-06-17,7380210000
2016-06-20,7330910000
2016-06-21,7451695000
2016-06-22,7355560000
2016-06-23,7289005000
2016-06-24,6962392500
2016-06-27,6860095000
2016-06-28,6989507500
2016-06-29,7110292500
2016-06-30,7178355210
2016-07-01,7233772260
2016-07-05,7220225870
2016-07-06,7209142460
2016-07-07,7323671030
2016-07-08,7371699140
2016-07-11,7408643840
2016-07-12,7789174250
2016-07-13,7779322330
2016-07-14,7987444140
2016-07-15,8009610960
2016-07-18,7911091759
2016-07-19,7865526630
2016-07-20,7818730010
2016-07-21,7968971789
2016-07-22,7955425399
2016-07-25,8053944600
2016-07-26,8193102970
2016-07-27,8358122630
2016-07-28,8430780539
2016-07-29,8278075780
2016-08-01,8331029850
2016-08-02,7991138610
2016-08-03,8016999899
2016-08-04,8016999899
2016-08-05,8156158270
2016-08-08,8110593140
2016-08-09,8003453509
2016-08-10,7984981160
2016-08-11,8141380390
2016-08-12,8051481619
2016-08-15,8142611880
2016-08-16,8127834000
2016-08-17,8294085149
2016-08-18,8337187300
2016-08-19,8259603429
2016-08-22,8233742140
2016-08-23,8294085149
2016-08-24,8364280080
2016-08-25,8416002660
2016-08-26,8284233229
2016-08-29,8255908960
2016-08-30,8318714950
2016-08-31,8316251970
2016-09-01,8283001740
2016-09-02,8399993289
2016-09-06,8497281000
2016-09-07,8747273470
2016-09-08,8782986680
2016-09-09,8480040140
2016-09-12,8594568710
2016-09-13,8413539679
2016-09-14,8207880850
2016-09-15,8227584690
2016-09-16,8090889300
2016-09-19,8089657810
2016-09-20,8066259500
2016-09-21,8214038300
2016-09-22,8132759960
2016-09-23,8099509729
2016-09-26,7955425399
2016-09-27,8126602509
2016-09-28,8152463800
2016-09-29,8042861190
2016-09-30,8119615960
2016-10-03,8271257740
2016-10-04,8470981059
2016-10-05,8421666660
2016-10-06,8517829740
2016-10-07,8397009460
2016-10-10,8618924260
2016-10-11,8547418380
2016-10-12,8683032980
2016-10-13,8994946560
2016-10-14,8914810660
2016-10-17,8869194840
2016-10-18,8890153460
2016-10-19,9056589560
2016-10-20,9282202940
2016-10-21,9192204160
2016-10-24,9075082460
2016-10-25,8925906400
2016-10-26,8769333180
2016-10-27,8768100320
2016-10-28,8849469080
2016-10-31,8903714920
2016-11-01,8806318980
2016-11-02,8748374560
2016-11-03,8588102760
2016-11-04,8662074360
2016-11-07,8946865020
2016-11-08,8964125060
2016-11-09,9022069480
2016-11-10,9242751420
2016-11-11,9274805780
2016-11-14,9595349380
2016-11-15,9645896640
2016-11-16,9587952220
2016-11-17,9721101100
2016-11-18,9797538420
2016-11-21,9712471080
2016-11-22,10051507580
2016-11-23,10227806560
2016-11-25,10201916500
2016-11-28,10162464980
2016-11-29,10205615080
2016-11-30,10142739220
2016-12-01,10215477960
2016-12-02,10458351380
2016-12-05,10247532320
2016-12-06,10454652800
2016-12-07,10808483620
2016-12-08,10916975300
2016-12-09,11067384220
2016-12-12,10692594780
2016-12-13,10709854820
2016-12-14,10649444680
2016-12-15,11110534320
2016-12-16,10939166780
2016-12-19,11136424380
2016-12-20,11288066160
2016-12-21,11233820320
2016-12-22,10984782600
2016-12-23,11148752980
2016-12-27,11162314440
2016-12-28,10934235340
2016-12-29,10914509580
2016-12-30,10939166780
2017-01-03,10867560000
2017-01-04,11013284100
2017-01-05,10837921200
2017-01-06,10741595100
2017-01-09,10802107650
2017-01-10,11361540000
2017-01-11,11583831000
2017-01-12,11517143700
2017-01-13,11648048400
2017-01-17,11535667950
2017-01-18,11476390350
2017-01-19,11635698900
2017-01-20,11696211450
2017-01-23,11493679650
2017-01-24,11467745700
2017-01-25,11531963100
2017-01-26,11843170500
2017-01-27,11748079350
2017-01-30,11628289200
2017-01-31,11586300900
2017-02-01,11562836850
2017-02-02,11673982350
2017-02-03,11619644550
2017-02-06,11746844400
2017-02-07,11620879500
2017-02-08,12003714000
2017-02-09,12153142950
2017-02-10,12022238250
2017-02-13,12104979900
2017-02-14,11892568500
2017-02-15,11974075200
2017-02-16,11940731550
2017-02-17,11929617000
2017-02-21,11930851950
2017-02-22,12009888750
2017-02-23,11841935550
2017-02-24,11980249950
2017-02-27,12082750800
2017-02-28,12080280900
2017-03-01,12379138800
2017-03-02,11899978200
2017-03-03,12218595300
2017-03-06,11933321850
2017-03-07,11746844400
2017-03-08,11756724000
2017-03-09,11704856100
2017-03-10,11930851950
2017-03-13,11927147100
2017-03-14,11670277500
2017-03-15,11776483200
2017-03-16,11625819300
2017-03-17,11529493200
2017-03-20,11709795900
2017-03-21,11375124450
2017-03-22,11475155400
2017-03-23,11614704750
2017-03-24,11694976500
2017-03-27,11732025000
2017-03-28,11896273350
2017-03-29,11645578500
2017-03-30,11566541700
2017-03-31,11395902060
2017-04-03,11414438010
2017-04-04,11148756060
2017-04-05,11127748650
2017-04-06,11051133390
2017-04-07,11019004410
2017-04-10,11002939920
2017-04-11,10978225320
2017-04-12,10955982180
2017-04-13,10668057090
2017-04-17,10739729430
2017-04-18,10692771690
2017-04-19,10774329870
2017-04-20,10920146010
2017-04-21,11011590030
2017-04-24,11205599640
2017-04-25,11297043660
2017-04-26,10905317250
2017-04-27,10495054890
2017-04-28,10514826570
2017-05-01,10432032660
2017-05-02,10687828770
2017-05-03,10701421800
2017-05-04,10556841390
2017-05-05,10533362520
2017-05-08,10322052690
2017-05-09,10406082330
2017-05-10,10280037870
2017-05-11,10336881450
2017-05-12,10329467070
2017-05-15,10487640510
2017-05-16,10470340290
2017-05-17,10156464870
2017-05-18,10261501920
2017-05-19,10450568610
2017-05-22,10538305440
2017-05-23,10600091940
2017-05-24,10446861420
2017-05-25,10698950340
2017-05-26,10703893260
2017-05-30,10603799130
2017-05-31,10757029650
2017-06-01,10902845790
2017-06-02,11036304630
2017-06-05,11035068900
2017-06-06,11022711600
2017-06-07,11330408370
2017-06-08,11188299420
2017-06-09,11112919890
2017-06-12,11002939920
2017-06-13,10986875430
2017-06-14,11019004410
2017-06-15,10925088930
2017-06-16,10965868020
2017-06-19,11216721210
2017-06-20,11046190470
2017-06-21,11224135590
2017-06-22,11247614460
2017-06-23,11322993990
2017-06-26,11229078510
2017-06-27,10988111160
2017-06-28,10925088930
2017-06-29,11010354300
2017-06-30,11082397920
2017-07-03,11139192740
2017-07-05,11270067760
2017-07-06,11284883800
2017-07-07,11592316630
2017-07-10,11475022980
2017-07-11,11305873190
2017-07-12,11683682210
2017-07-13,11573796580
2017-07-14,11436748210
2017-07-17,11368841360
2017-07-18,11204630250
2017-07-19,11145366090
2017-07-20,11000909700
2017-07-21,10895962750
2017-07-24,10742863670
2017-07-25,10757679710
2017-07-26,10830525240
2017-07-27,10862626660
2017-07-28,10657671440
2017-07-31,10523092410
2017-08-01,10557663170
2017-08-02,10573713880
2017-08-03,10493460330
2017-08-04,10602111290
2017-08-07,10618162000
2017-08-08,10513215050
2017-08-09,10413206780
2017-08-10,10345299930
2017-08-11,10429257490
2017-08-14,10505807030
2017-08-15,10360115970
2017-08-16,10347769270
2017-08-17,9879829340
2017-08-18,9685986150
2017-08-21,9627956660
2017-08-22,9520540370
2017-08-23,9248912970
2017-08-24,9077293840
2017-08-25,9325462510
2017-08-28,9174832770
2017-08-29,9183475460
2017-08-30,9152608710
2017-08-31,9218046220
2017-09-01,9278545050
2017-09-05,9019264350
2017-09-06,9097048560
2017-09-07,9032845720
2017-09-08,9173598100
2017-09-11,9332870530
2017-09-12,9423001440
2017-09-13,9409420070
2017-09-14,9567457830
2017-09-15,9294595760
2017-09-18,9021733690
2017-09-19,8919256080
2017-09-20,9013091000
2017-09-21,9001978970
2017-09-22,9229158250
2017-09-25,9234096930
2017-09-26,9255086320
2017-09-27,9272371700
2017-09-28,9367441290
2017-09-29,9416828090
2017-10-02,9479360945
2017-10-03,9863310135
2017-10-04,9948221975
2017-10-05,9814085880
2017-10-06,9913764997
2017-10-09,9895305901
2017-10-10,9928532273
2017-10-11,10031903209
2017-10-12,9894075295
2017-10-13,9962989252
2017-10-16,9902689539
2017-10-17,9908842571
2017-10-18,9897767114
2017-10-19,9700870093
2017-10-20,9806702242
2017-10-23,9689794636
2017-10-24,9769784050
2017-10-25,8481339170
2017-10-26,8045704512
2017-10-27,8193377278
2017-10-30,8178610001
2017-10-31,8125693927
2017-11-01,8094928767
2017-11-02,7832809608
2017-11-03,7832809608
2017-11-06,7868497193
2017-11-07,7654371683
2017-11-08,7639604407
2017-11-09,7676522598
2017-11-10,7681445023
2017-11-13,7595302577
2017-11-14,7590380151
2017-11-15,7930027512
2017-11-16,8106004225
2017-11-17,8171226363
2017-11-20,8134308171
2017-11-21,8145383629
2017-11-22,8070316640
2017-11-24,8048165725
2017-11-27,8043243299
2017-11-28,8280750331
2017-11-29,8504720692
2017-11-30,8512104330
2017-12-01,8233987288
2017-12-04,8402580362
2017-12-05,8380429447
2017-12-06,8347203075
2017-12-07,8536716458
2017-12-08,8582248894
2017-12-11,8579787681
2017-12-12,8589632532
2017-12-13,8493645234
2017-12-14,8539177670
2017-12-15,8716384989
2017-12-18,9052340531
2017-12-19,9006808095
2017-12-20,9078183265
2017-12-21,9191399052
2017-12-22,9140944190
2017-12-26,9209858147
2017-12-27,9152019648
2017-12-28,9176631775
2017-12-29,9046187499
2018-01-02,9237856550
2018-01-03,9194752300
2018-01-04,9094996750
2018-01-05,9081449700
2018-01-08,8959526250
2018-01-09,8779719950
2018-01-10,8873317750
2018-01-11,9213225550
2018-01-12,9054355600
2018-01-16,8778488400
2018-01-17,8721837100
2018-01-18,8594987450
2018-01-19,8482916399
2018-01-22,8442275250
2018-01-23,8555577850
2018-01-24,7966896950
2018-01-25,7644230850
2018-01-26,7948423700
2018-01-29,8064189400
2018-01-30,7906551000
2018-01-31,8094978150
2018-02-01,7891772400
2018-02-02,7950886800
2018-02-05,7726744700
2018-02-06,7782164450
2018-02-07,7910245650
2018-02-08,7886846200
2018-02-09,7970591600
2018-02-12,8129461550
2018-02-13,8237837950
2018-02-14,8221827800
2018-02-15,8149166350
2018-02-16,8001380350
2018-02-20,7929950450
2018-02-21,7966896950
2018-02-22,7902856350
2018-02-23,8002611900
2018-02-26,8146703250
2018-02-27,7991527950
2018-02-28,7943497500
2018-03-01,7961970750
2018-03-02,7805563900
2018-03-05,7835121100
2018-03-06,7918866500
2018-03-07,7881920000
2018-03-08,7980444000
2018-03-09,7980444000
2018-03-12,8101135900
2018-03-13,8471832450
2018-03-14,8087588850
2018-03-15,8118377600
2018-03-16,8191039050
2018-03-19,8017390499
2018-03-20,8028474450
2018-03-21,7907782549
2018-03-22,7736597100
2018-03-23,7620831400
2018-03-26,7655314800
2018-03-27,7572800950
2018-03-28,7582653350
2018-03-29,7630683800
2018-04-02,7118727000
2018-04-03,7409639480
2018-04-04,7546466960
2018-04-05,7656175480
2018-04-06,7490996360
2018-04-09,7372659080
2018-04-10,7377589800
2018-04-11,7280208080
2018-04-12,7429362360
2018-04-13,7882988600
2018-04-16,8038306279
2018-04-17,8011187319
2018-04-18,8131989960
2018-04-19,8076519359
2018-04-20,8060494520
2018-04-23,8519051480
2018-04-24,8044469680
2018-04-25,8183762520
2018-04-26,8123361200
2018-04-27,8138153359
2018-04-30,8003791240
2018-05-01,8066657920
2018-05-02,7813958520
2018-05-03,7756022560
2018-05-04,7741230400
2018-05-07,7599472200
2018-05-08,7597006840
2018-05-09,7444154520
2018-05-10,7465110080
2018-05-11,7461412040
2018-05-14,7402243400
2018-05-15,7241995000
2018-05-16,7285138800
2018-05-17,7223504800
2018-05-18,7175430280
2018-05-21,7142147920
2018-05-22,7171732240
2018-05-23,7201316560
2018-05-24,7380055160
2018-05-25,7626591160
2018-05-29,7466342760
2018-05-30,7430595040
2018-05-31,7495927080
2018-06-01,7502090480
2018-06-04,7620427760
2018-06-05,7548932320
2018-06-06,7643848680
2018-06-07,7663571560
2018-06-08,7683294440
2018-06-11,7749859160
2018-06-12,7677131040
2018-06-13,7598239520
2018-06-14,7704250000
2018-06-15,7770814720
2018-06-18,7737532360
2018-06-19,7700551960
2018-06-20,7790537600
2018-06-21,7895315400
2018-06-22,7754789880
2018-06-25,7610566320
2018-06-26,7473738840
2018-06-27,7397312680
2018-06-28,7436758440
2018-06-29,7444154520
2018-07-02,7538844320
2018-07-03,7599224080
2018-07-05,7657139360
2018-07-06,7681784160
2018-07-09,7823491760
2018-07-10,7749557360
2018-07-11,7416852560
2018-07-12,7499412640
2018-07-13,7569650320
2018-07-16,7567185840
2018-07-17,7615243200
2018-07-18,7786524560
2018-07-19,7860458960
2018-07-20,7471071120
2018-07-23,7583204960
2018-07-24,7271448240
2018-07-25,7283770640
2018-07-26,7979986240
2018-07-27,7843207600
2018-07-30,7686713120
2018-07-31,7742163920
2018-08-01,7526521920
2018-08-02,7590598400
2018-08-03,7738467200
2018-08-06,7777898880
2018-08-07,7869084640
2018-08-08,7904819600
2018-08-09,7855530000
2018-08-10,7791453520
2018-08-13,7626333360
2018-08-14,7732306000
2018-08-15,7854297760
2018-08-16,7924535440
2018-08-17,8009560000
2018-08-20,8236292160
2018-08-21,8205486160
2018-08-22,7997237600
2018-08-23,7972592800
2018-08-24,7988611920
2018-08-27,8093352320
2018-08-28,8244917840
2018-08-29,8301600880
2018-08-30,8279420560
2018-08-31,8316387759
2018-09-04,8363212880
2018-09-05,8426057119
2018-09-06,8260936960
2018-09-07,8241221119
2018-09-10,8397715600
2018-09-11,8498759280
2018-09-12,8349658240
2018-09-13,8430986080
2018-09-14,8491365840
2018-09-17,8536958720
2018-09-18,8532029759
2018-09-19,8586248320
2018-09-20,8594874000
2018-09-21,8635537920
2018-09-24,8291742960
2018-09-25,8151267600
2018-09-26,8270794880
2018-09-27,8499991520
2018-09-28,8485204640
2018-10-01,8352842960
2018-10-02,8167936460
2018-10-03,8220942990
2018-10-04,8236968219
2018-10-05,8145747680
2018-10-08,8050829010
2018-10-09,7717997310
2018-10-10,7424612330
2018-10-11,7372838510
2018-10-12,7589795470
2018-10-15,7625544060
2018-10-16,7872086060
2018-10-17,7949746789
2018-10-18,7688412270
2018-10-19,7714299180
2018-10-22,7832639340
2018-10-23,7764840290
2018-10-24,7533090810
2018-10-25,7773469260
2018-10-26,7577468370
2018-10-29,7519531000
2018-10-30,7795658040
2018-10-31,7571304820
2018-11-01,7851129990
2018-11-02,7874551480
2018-11-05,7877016900
2018-11-06,7963306599
2018-11-07,8159307490
2018-11-08,8100137409
2018-11-09,8132187870
2018-11-12,8106300960
2018-11-13,8330654180
2018-11-14,8285043909
2018-11-15,8346679409
2018-11-16,8381195289
2018-11-19,8296138300
2018-11-20,8261622419
2018-11-21,8446528919
2018-11-23,8556240110
2018-11-26,8493371900
2018-11-27,8721423250
2018-11-28,9213274540
2018-11-29,8991386740
2018-11-30,9030833460
2018-12-03,8979059640
2018-12-04,8632668130
2018-12-06,8580894310
2018-12-07,8005218740
2018-12-10,7825243080
2018-12-11,7695808530
2018-12-12,7645267420
2018-12-13,7561443140
2018-12-14,7679783300
2018-12-17,7555279590
2018-12-18,7724160860
2018-12-19,7646500130
2018-12-20,7480084280
2018-12-21,7314901140
2018-12-24,7097944180
2018-12-26,7493644090
2018-12-27,7487480540
2018-12-28,7434474010
2018-12-31,7502257350
2019-01-02,7584862320
2019-01-03,7165672920
2019-01-04,7397460000
2019-01-07,7412254920
2019-01-08,7477599150
2019-01-09,7666234380
2019-01-10,7816649400
2019-01-11,7907884740
2019-01-14,7935008760
2019-01-15,7925145480
2019-01-16,8001585900
2019-01-17,7942406220
2019-01-18,7996654260
2019-01-22,7885692360
2019-01-23,7854869610
2019-01-24,8110081980
2019-01-25,7826512680
2019-01-28,7955968230
2019-01-29,7959666960
2019-01-30,7971996060
2019-01-31,7884459450
2019-02-01,7935008760
2019-02-04,7949803680
2019-02-05,7981859339
2019-02-06,7991722619
2019-02-07,8042271930
2019-02-08,8047203569
2019-02-11,8174193300
2019-02-12,8222276790
2019-02-13,8223509700
2019-02-14,8207481869
2019-02-15,8176659119
2019-02-19,7959666960
2019-02-20,7809251940
2019-02-21,7750072260
2019-02-22,7693358400
2019-02-25,7736510250
2019-02-26,7759935540
2019-02-27,7641576180
2019-02-28,7607054700
2019-03-01,7558971210
2019-03-04,7335814500
2019-03-05,7123753980
2019-03-06,6883336530
2019-03-07,6898131450
2019-03-08,6857445420
2019-03-11,6832787220
