,AJG
2009-04-15,1856494350
2009-04-16,1885675019
2009-04-17,1889699940
2009-04-20,1830332370
2009-04-21,1873600260
2009-04-22,1826307449
2009-04-23,1815238920
2009-04-24,1849450740
2009-04-27,1913849460
2009-04-28,1916868150
2009-04-29,2258986350
2009-04-30,2262005040
2009-05-01,2152325970
2009-05-04,2158363350
2009-05-05,2183519100
2009-05-06,2166413190
2009-05-07,2127170220
2009-05-08,2220749610
2009-05-11,2158363350
2009-05-12,2141257440
2009-05-13,2079877410
2009-05-14,2092958400
2009-05-15,2095977089
2009-05-18,2130188910
2009-05-19,2076858720
2009-05-20,2051702970
2009-05-21,2067802650
2009-05-22,2062771500
2009-05-26,2100002010
2009-05-27,2025540990
2009-05-28,2069815110
2009-05-29,2108051850
2009-06-01,2133207600
2009-06-02,2157357120
2009-06-03,2131195140
2009-06-04,2144276129
2009-06-05,2156350890
2009-06-08,2160375810
2009-06-09,2171444340
2009-06-10,2185531560
2009-06-11,2159369580
2009-06-12,2133207600
2009-06-15,2127170220
2009-06-16,2128176449
2009-06-17,2139244980
2009-06-18,2158363350
2009-06-19,2182512870
2009-06-22,2156350890
2009-06-23,2195593860
2009-06-24,2187544020
2009-06-25,2206662390
2009-06-26,2142263670
2009-06-29,2170438110
2009-06-30,2162851680
2009-07-01,2163865200
2009-07-02,2120283840
2009-07-06,2133459600
2009-07-07,2088864720
2009-07-08,2065553760
2009-07-09,2093932320
2009-07-10,2078729520
2009-07-13,2133459600
2009-07-14,2150689440
2009-07-15,2187176160
2009-07-16,2206433040
2009-07-17,2207446560
2009-07-20,2213527680
2009-07-21,2190216720
2009-07-22,2205419520
2009-07-23,2254068480
2009-07-24,2253054960
2009-07-27,2301703920
2009-07-28,2290555200
2009-07-29,2350352880
2009-07-30,2320960800
2009-07-31,2320960800
2009-08-03,2335150080
2009-08-04,2356434000
2009-08-05,2382785520
2009-08-06,2358461040
2009-08-07,2371636800
2009-08-10,2357447520
2009-08-11,2408123520
2009-08-12,2462853600
2009-08-13,2480083440
2009-08-14,2464880640
2009-08-17,2422312800
2009-08-18,2372650320
2009-08-19,2358461040
2009-08-20,2391907200
2009-08-21,2425353360
2009-08-24,2425353360
2009-08-25,2433461520
2009-08-26,2419272240
2009-08-27,2415218160
2009-08-28,2391907200
2009-08-31,2409137040
2009-09-01,2377717920
2009-09-02,2371636800
2009-09-03,2374677360
2009-09-04,2394947760
2009-09-08,2383799040
2009-09-09,2412177600
2009-09-10,2431434480
2009-09-11,2419272240
2009-09-14,2449677840
2009-09-15,2442583200
2009-09-16,2489205120
2009-09-17,2458799520
2009-09-18,2439542640
2009-09-21,2446637280
2009-09-22,2415218160
2009-09-23,2485151040
2009-09-24,2522651280
2009-09-25,2518597200
2009-09-28,2524678320
2009-09-29,2509475520
2009-09-30,2503700690
2009-10-01,2454386930
2009-10-02,2436921640
2009-10-05,2441031120
2009-10-06,2468770110
2009-10-07,2484180660
2009-10-08,2505755430
2009-10-09,2524248090
2009-10-12,2511919650
2009-10-13,2487262770
2009-10-14,2516029130
2009-10-15,2527330200
2009-10-16,2507810170
2009-10-19,2500618580
2009-10-20,2470824850
2009-10-21,2457469040
2009-10-22,2516029130
2009-10-23,2496509100
2009-10-26,2480071180
2009-10-27,2466715370
2009-10-28,2300281430
2009-10-29,2329047790
2009-10-30,2292062470
2009-11-02,2299254060
2009-11-03,2321856200
2009-11-04,2312609870
2009-11-05,2349595190
2009-11-06,2348567820
2009-11-09,2396854210
2009-11-10,2380416290
2009-11-11,2393772100
2009-11-12,2352677300
2009-11-13,2360896260
2009-11-16,2386580510
2009-11-17,2386580510
2009-11-18,2374252070
2009-11-19,2310555130
2009-11-20,2307473020
2009-11-23,2338294120
2009-11-24,2334184640
2009-11-25,2332129900
2009-11-27,2283843510
2009-11-30,2301308800
2009-12-01,2314664610
2009-12-02,2315691980
2009-12-03,2291035100
2009-12-04,2321856200
2009-12-07,2317746720
2009-12-08,2297199320
2009-12-09,2281788770
2009-12-10,2285898250
2009-12-11,2280761400
2009-12-14,2299254060
2009-12-15,2317746720
2009-12-16,2300281430
2009-12-17,2278706660
2009-12-18,2265350850
2009-12-21,2270487700
2009-12-22,2298226690
2009-12-23,2298226690
2009-12-24,2314664610
2009-12-28,2341376230
2009-12-29,2350622560
2009-12-30,2350622560
2009-12-31,2312609870
2010-01-04,2294117210
2010-01-05,2281788770
2010-01-06,2282816140
2010-01-07,2268432960
2010-01-08,2274597180
2010-01-11,2277679290
2010-01-12,2291035100
2010-01-13,2290007730
2010-01-14,2283843510
2010-01-15,2260214000
2010-01-19,2285898250
2010-01-20,2274597180
2010-01-21,2292062470
2010-01-22,2332129900
2010-01-25,2344458340
2010-01-26,2328020420
2010-01-27,2309527760
2010-01-28,2321856200
2010-01-29,2316719350
2010-02-01,2340348860
2010-02-02,2332129900
2010-02-03,2438976380
2010-02-04,2420483720
2010-02-05,2373224700
2010-02-08,2339321490
2010-02-09,2348567820
2010-02-10,2350622560
2010-02-11,2356786780
2010-02-12,2360896260
2010-02-16,2367060480
2010-02-17,2390689990
2010-02-18,2397881580
2010-02-19,2418428980
2010-02-22,2425620570
2010-02-23,2436921640
2010-02-24,2452332190
2010-02-25,2442058490
2010-02-26,2437949010
2010-03-01,2467742740
2010-03-02,2479043810
2010-03-03,2495481730
2010-03-04,2483153290
2010-03-05,2509864910
2010-03-08,2505755430
2010-03-09,2509864910
2010-03-10,2531439680
2010-03-11,2540686010
2010-03-12,2589999770
2010-03-15,2601300840
2010-03-16,2618766130
2010-03-17,2634176680
2010-03-18,2643423010
2010-03-19,2628012460
2010-03-22,2565342890
2010-03-23,2589999770
2010-03-24,2574589220
2010-03-25,2585890290
2010-03-26,2577671330
2010-03-29,2563288150
2010-03-30,2559178670
2010-03-31,2521285000
2010-04-01,2516150000
2010-04-05,2526420000
2010-04-06,2539771000
2010-04-07,2534636000
2010-04-08,2524366000
2010-04-09,2527447000
2010-04-12,2547987000
2010-04-13,2569554000
2010-04-14,2592148000
2010-04-15,2602418000
2010-04-16,2605499000
2010-04-19,2608580000
2010-04-20,2653768000
2010-04-21,2645552000
2010-04-22,2702037000
2010-04-23,2722577000
2010-04-26,2715388000
2010-04-27,2676362000
2010-04-28,2650687000
2010-04-29,2727712000
2010-04-30,2697929000
2010-05-03,2730793000
2010-05-04,2712307000
2010-05-05,2656849000
2010-05-06,2524366000
2010-05-07,2494583000
2010-05-10,2587013000
2010-05-11,2597283000
2010-05-12,2614742000
2010-05-13,2587013000
2010-05-14,2580851000
2010-05-17,2578797000
2010-05-18,2567500000
2010-05-19,2557230000
2010-05-20,2508961000
2010-05-21,2531555000
2010-05-24,2511015000
2010-05-25,2480205000
2010-05-26,2459665000
2010-05-27,2551068000
2010-05-28,2535663000
2010-06-01,2502799000
2010-06-02,2536690000
2010-06-03,2622958000
2010-06-04,2518204000
2010-06-07,2494583000
2010-06-08,2507934000
2010-06-09,2492529000
2010-06-10,2545933000
2010-06-11,2575716000
2010-06-14,2604472000
2010-06-15,2643498000
2010-06-16,2641444000
2010-06-17,2636309000
2010-06-18,2635282000
2010-06-21,2650687000
2010-06-22,2628093000
2010-06-23,2636309000
2010-06-24,2637336000
2010-06-25,2659930000
2010-06-28,2607553000
2010-06-29,2545933000
2010-06-30,2572065620
2010-07-01,2573120610
2010-07-02,2568900650
2010-07-06,2562570710
2010-07-07,2629035080
2010-07-08,2659629790
2010-07-09,2673344660
2010-07-12,2650134880
2010-07-13,2734534080
2010-07-14,2722929190
2010-07-15,2718709230
2010-07-16,2667014720
2010-07-19,2657519810
2010-07-20,2719764220
2010-07-21,2670179690
2010-07-22,2721874200
2010-07-23,2725039170
2010-07-26,2758798850
2010-07-27,2741919010
2010-07-28,2674399650
2010-07-29,2663849750
2010-07-30,2681784580
2010-08-02,2696554440
2010-08-03,2677564620
2010-08-04,2672289670
2010-08-05,2651189870
2010-08-06,2684949550
2010-08-09,2727149150
2010-08-10,2687059530
2010-08-11,2621650150
2010-08-12,2611100250
2010-08-13,2603715320
2010-08-16,2605825300
2010-08-17,2639584980
2010-08-18,2650134880
2010-08-19,2606880290
2010-08-20,2613210230
2010-08-23,2602660330
2010-08-24,2576285580
2010-08-25,2617430190
2010-08-26,2625870110
2010-08-27,2672289670
2010-08-30,2617430190
2010-08-31,2621650150
2010-09-01,2697609430
2010-09-02,2712379290
2010-09-03,2720819210
2010-09-07,2692334480
2010-09-08,2672289670
2010-09-09,2706049350
2010-09-10,2702884380
2010-09-13,2738754040
2010-09-14,2737699050
2010-09-15,2739809030
2010-09-16,2742974000
2010-09-17,2753523900
2010-09-20,2786228590
2010-09-21,2793613520
2010-09-22,2760908830
2010-09-23,2726094160
2010-09-24,2819988270
2010-09-27,2787283580
2010-09-28,2756688870
2010-09-29,2772513720
2010-09-30,2881318050
2010-10-01,2858372400
2010-10-04,2864928300
2010-10-05,2893337200
2010-10-06,2881318050
2010-10-07,2863835650
2010-10-08,2858372400
2010-10-11,2884596000
2010-10-12,2896615150
2010-10-13,2919560800
2010-10-14,2942506450
2010-10-15,2898800450
2010-10-18,2961081500
2010-10-19,2935950550
2010-10-20,2976378600
2010-10-21,2980749200
2010-10-22,2992768350
2010-10-25,3005880150
2010-10-26,2974193300
2010-10-27,3130442250
2010-10-28,3093292150
2010-10-29,3076902400
2010-11-01,3079087700
2010-11-02,3097662750
2010-11-03,3115145150
2010-11-04,3156665850
2010-11-05,3150109950
2010-11-08,3111867200
2010-11-09,3056142050
2010-11-10,3081273000
2010-11-11,3087828900
2010-11-12,3056142050
2010-11-15,3082365650
2010-11-16,3036474350
2010-11-17,3037567000
2010-11-18,3087828900
2010-11-19,3087828900
2010-11-22,3092199500
2010-11-23,3062697950
2010-11-24,3105311300
2010-11-26,3088921550
2010-11-29,3092199500
2010-11-30,3068161200
2010-12-01,3141368750
2010-12-02,3154480550
2010-12-03,3156665850
2010-12-06,3123886350
2010-12-07,3156665850
2010-12-08,3174148250
2010-12-09,3187260050
2010-12-10,3209113050
2010-12-13,3221132200
2010-12-14,3233151350
2010-12-15,3212391000
2010-12-16,3239707250
2010-12-17,3220039550
2010-12-20,3223317500
2010-12-21,3225502800
2010-12-22,3222224850
2010-12-23,3216761600
2010-12-27,3213483650
2010-12-28,3206927750
2010-12-29,3194908600
2010-12-30,3189445350
2010-12-31,3177426200
2011-01-03,3217854250
2011-01-04,3179611500
2011-01-05,3181796800
2011-01-06,3170870300
2011-01-07,3151202600
2011-01-10,3163221750
2011-01-11,3157758500
2011-01-12,3151202600
2011-01-13,3134812850
2011-01-14,3161036450
2011-01-18,3189445350
2011-01-19,3157758500
2011-01-20,3151202600
2011-01-21,3129349600
2011-01-24,3162129100
2011-01-25,3217854250
2011-01-26,3241892550
2011-01-27,3277950000
2011-01-28,3245170500
2011-01-31,3242985200
2011-02-01,3272486750
2011-02-02,3265930850
2011-02-03,3251726400
2011-02-04,3283413250
2011-02-07,3298710350
2011-02-08,3303080950
2011-02-09,3281227950
2011-02-10,3288876500
2011-02-11,3310729500
2011-02-14,3323841300
2011-02-15,3342416350
2011-02-16,3398141500
2011-02-17,3432013650
2011-02-18,3454959300
2011-02-22,3416716550
2011-02-23,3352250200
2011-02-24,3347879600
2011-02-25,3399234150
2011-02-28,3430921000
2011-03-01,3382844400
2011-03-02,3369732600
2011-03-03,3429828350
2011-03-04,3378473800
2011-03-07,3354435500
2011-03-08,3381751750
2011-03-09,3358806100
2011-03-10,3328211900
2011-03-11,3370825250
2011-03-14,3370825250
2011-03-15,3323841300
2011-03-16,3282320600
2011-03-17,3288876500
2011-03-18,3286691200
2011-03-21,3329304550
2011-03-22,3311822150
2011-03-23,3315100100
2011-03-24,3308544200
2011-03-25,3319470700
2011-03-28,3343509000
2011-03-29,3321656000
2011-03-30,3333675150
2011-03-31,3349904780
2011-04-01,3393967980
2011-04-04,3402780620
2011-04-05,3398374300
2011-04-06,3421507480
2011-04-07,3419304320
2011-04-08,3391764820
2011-04-11,3378545860
2011-04-12,3306943160
2011-04-13,3306943160
2011-04-14,3311349480
2011-04-15,3298130520
2011-04-18,3228730980
2011-04-19,3214410440
2011-04-20,3259575220
2011-04-21,3259575220
2011-04-25,3261778380
2011-04-26,3272794180
2011-04-27,3299232100
2011-04-28,3319060540
2011-04-29,3280505240
2011-05-02,3233137300
2011-05-03,3267286280
2011-05-04,3229832560
2011-05-05,3224324660
2011-05-06,3230934140
2011-05-09,3213308860
2011-05-10,3245254680
2011-05-11,3232035720
2011-05-12,3263981540
2011-05-13,3213308860
2011-05-16,3213308860
2011-05-17,3165940920
2011-05-18,3202293060
2011-05-19,3207800960
2011-05-20,3163737760
2011-05-23,3100947700
2011-05-24,3092135060
2011-05-25,3106455600
2011-05-26,3139503000
2011-05-27,3152721960
2011-05-31,3162636180
2011-06-01,3119674560
2011-06-02,3127385620
2011-06-03,3126284040
2011-06-06,3117471400
2011-06-07,3132893520
2011-06-08,3117471400
2011-06-09,3122979300
2011-06-10,3077814520
2011-06-13,3111963500
2011-06-14,3124080880
2011-06-15,3087728740
2011-06-16,3097642960
2011-06-17,3095439800
2011-06-20,3100947700
2011-06-21,3130690360
2011-06-22,3111963500
2011-06-23,3102049280
2011-06-24,3086627160
2011-06-27,3075611360
2011-06-28,3086627160
2011-06-29,3133995100
2011-06-30,3214517280
2011-07-01,3235917360
2011-07-05,3226906800
2011-07-06,3244927920
2011-07-07,3271959600
2011-07-08,3243801600
2011-07-11,3195369840
2011-07-12,3213390960
2011-07-13,3195369840
2011-07-14,3162706560
2011-07-15,3127790640
2011-07-18,3098506320
2011-07-19,3037685040
2011-07-20,3032053440
2011-07-21,3115401120
2011-07-22,3103011600
2011-07-25,3103011600
2011-07-26,3106390560
2011-07-27,3178475040
2011-07-28,3167211840
2011-07-29,3167211840
2011-08-01,3188611920
2011-08-02,3166085520
2011-08-03,3188611920
2011-08-04,3071474640
2011-08-05,2979116400
2011-08-08,2760610320
2011-08-09,2947579440
2011-08-10,2839452720
2011-08-11,3009527040
2011-08-12,2984748000
2011-08-15,3053453520
2011-08-16,3041064000
2011-08-17,3035432400
2011-08-18,2935189920
2011-08-19,2909284560
2011-08-22,2921674080
2011-08-23,3050074560
2011-08-24,3095127360
2011-08-25,3070348320
2011-08-26,3124411680
2011-08-29,3190864560
2011-08-30,3169464480
2011-08-31,3177348720
2011-09-01,3150317040
2011-09-02,3061337760
2011-09-06,3024169200
2011-09-07,3123285360
2011-09-08,3108643200
2011-09-09,3056832480
2011-09-12,3059085120
2011-09-13,3051200880
2011-09-14,3082737840
2011-09-15,3140180160
2011-09-16,3185232960
2011-09-19,3155948640
2011-09-20,3143559120
2011-09-21,3032053440
2011-09-22,3001642800
2011-09-23,2999390160
2011-09-26,3041064000
2011-09-27,3059085120
2011-09-28,2939695200
2011-09-29,3024169200
2011-09-30,3060688800
2011-10-03,2972243040
2011-10-04,3080472720
2011-10-05,3123531840
2011-10-06,3179392320
2011-10-07,3137496960
2011-10-10,3229434000
2011-10-11,3193357440
2011-10-12,3216632640
2011-10-13,3191029920
2011-10-14,3229434000
2011-10-17,3144479520
2011-10-18,3264346800
2011-10-19,3313224720
2011-10-20,3387705360
2011-10-21,3551795520
2011-10-24,3644896320
2011-10-25,3554123040
2011-10-26,3611147280
2011-10-27,3714721920
2011-10-28,3603000960
2011-10-31,3596018400
2011-11-01,3479642400
2011-11-02,3544812960
2011-11-03,3555286800
2011-11-04,3545976720
2011-11-07,3545976720
2011-11-08,3608819760
2011-11-09,3544812960
2011-11-10,3582053280
2011-11-11,3644896320
2011-11-14,3613474800
2011-11-15,3627439920
2011-11-16,3600673440
2011-11-17,3526192800
2011-11-18,3532011600
2011-11-21,3474987360
2011-11-22,3479642400
2011-11-23,3416799360
2011-11-25,3436583280
2011-11-28,3488952480
2011-11-29,3469168560
2011-11-30,3605328480
2011-12-01,3628603680
2011-12-02,3682136640
2011-12-05,3717049440
2011-12-06,3711230640
2011-12-07,3739160880
2011-12-08,3726359520
2011-12-09,3785711280
2011-12-12,3746143439
2011-12-13,3770582400
2011-12-14,3776401200
2011-12-15,3793857600
2011-12-16,3784547520
2011-12-19,3747307200
2011-12-20,3838080479
2011-12-21,3863683200
2011-12-22,3896268479
2011-12-23,3933508799
2011-12-27,3935836320
2011-12-28,3890449680
2011-12-29,3919543680
2011-12-30,3891613439
2012-01-03,3874157040
2012-01-04,3812477760
2012-01-05,3821787840
2012-01-06,3829934159
2012-01-09,3835752960
2012-01-10,3841571760
2012-01-11,3842735520
2012-01-12,3845063040
2012-01-13,3838080479
2012-01-17,3822951600
2012-01-18,3874157040
2012-01-19,3855536880
2012-01-20,3872993280
2012-01-23,3905578560
2012-01-24,3895104720
2012-01-25,3904414799
2012-01-26,3899759760
2012-01-27,3885794640
2012-01-30,3884630880
2012-01-31,3879975840
2012-02-01,3991696799
2012-02-02,4034755920
2012-02-03,4047557280
2012-02-06,4067341200
2012-02-07,4096435200
2012-02-08,4098762720
2012-02-09,4131348000
2012-02-10,4098762720
2012-02-13,4105745280
2012-02-14,4081306320
2012-02-15,4038247200
2012-02-16,4056867360
2012-02-17,4054539840
2012-02-21,4020790799
2012-02-22,4003334400
2012-02-23,4034755920
2012-02-24,4016135760
2012-02-27,3995188080
2012-02-28,3985878000
2012-02-29,3970749119
2012-03-01,4032428400
2012-03-02,3980059200
2012-03-05,4011480720
2012-03-06,3984714240
2012-03-07,4011480720
2012-03-08,4062686159
2012-03-09,4087125119
2012-03-12,4110400320
2012-03-13,4167424560
2012-03-14,4163933280
2012-03-15,4219793760
2012-03-16,4155786960
2012-03-19,4122037920
2012-03-20,4132511760
2012-03-21,4113891600
2012-03-22,4085961360
2012-03-23,4123201680
2012-03-26,4188372240
2012-03-27,4190699760
2012-03-28,4183717200
2012-03-29,4160442000
2012-03-30,4159278240
2012-04-02,4287797280
2012-04-03,4312935120
2012-04-04,4305752880
2012-04-05,4309344000
2012-04-09,4250689040
2012-04-10,4150137680
2012-04-11,4174078479
2012-04-12,4198019280
2012-04-13,4176472560
2012-04-16,4192034080
2012-04-17,4291388400
2012-04-18,4268644639
2012-04-19,4334481840
2012-04-20,4357225600
2012-04-23,4342861120
2012-04-24,4367998960
2012-04-25,4429048000
2012-04-26,4478126640
2012-04-27,4498476320
2012-04-30,4496082240
2012-05-01,4516431920
2012-05-02,4469747360
2012-05-03,4445806560
2012-05-04,4400319040
2012-05-07,4352437440
2012-05-08,4335678880
2012-05-09,4310541040
2012-05-10,4292585440
2012-05-11,4291388400
2012-05-14,4248294960
2012-05-15,4249492000
2012-05-16,4199216320
2012-05-17,4133379120
2012-05-18,4050783360
2012-05-21,4081906400
2012-05-22,4142955440
2012-05-23,4154925840
2012-05-24,4206398560
2012-05-25,4182457759
2012-05-29,4220763040
2012-05-30,4164502160
2012-05-31,4158516960
2012-06-01,4095073840
2012-06-04,4087891600
2012-06-05,4099862000
2012-06-06,4187245919
2012-06-07,4168093280
2012-06-08,4134576160
2012-06-11,4091482720
2012-06-12,4120211680
2012-06-13,4119014639
2012-06-14,4135773199
2012-06-15,4079512320
2012-06-18,4134576160
2012-06-19,4181260720
2012-06-20,4166896240
2012-06-21,4142955440
2012-06-22,4164502160
2012-06-25,4104650160
2012-06-26,4129788000
2012-06-27,4090285680
2012-06-28,4148940639
2012-06-29,4198019280
2012-07-02,4360962880
2012-07-03,4372037560
2012-07-05,4400339520
2012-07-06,4362193400
2012-07-09,4373268080
2012-07-10,4359732360
2012-07-11,4363423920
2012-07-12,4337583000
2012-07-13,4400339520
2012-07-16,4369576520
2012-07-17,4431102520
2012-07-18,4428641480
2012-07-19,4407722640
2012-07-20,4385573280
2012-07-23,4368346000
2012-07-24,4294514800
2012-07-25,4321586240
2012-07-26,4360962880
2012-07-27,4455712920
2012-07-30,4434794080
2012-07-31,4365884960
2012-08-01,4423719400
2012-08-02,4369576520
2012-08-03,4374498600
2012-08-06,4328969360
2012-08-07,4332660920
2012-08-08,4306820000
2012-08-09,4288362200
2012-08-10,4295745320
2012-08-13,4273595959
2012-08-14,4303128440
2012-08-15,4390495360
2012-08-16,4407722640
2012-08-17,4438485640
2012-08-20,4434794080
2012-08-21,4404031080
2012-08-22,4401570040
2012-08-23,4375729120
2012-08-24,4390495360
2012-08-27,4420027840
2012-08-28,4416336280
2012-08-29,4424949920
2012-08-30,4399109000
2012-08-31,4395417440
2012-09-04,4453251880
2012-09-05,4463096040
2012-09-06,4485245400
2012-09-07,4490167480
2012-09-10,4431102520
2012-09-11,4458173960
2012-09-12,4508625280
2012-09-13,4570151280
2012-09-14,4588609080
2012-09-17,4573842840
2012-09-18,4536927240
2012-09-19,4552924000
2012-09-20,4562768160
2012-09-21,4573842840
2012-09-24,4555385040
2012-09-25,4508625280
2012-09-26,4422488880
2012-09-27,4413875240
2012-09-28,4407722640
2012-10-01,4461643110
2012-10-02,4491628950
2012-10-03,4531610070
2012-10-04,4566593550
2012-10-05,4601577030
2012-10-08,4599078210
2012-10-09,4549101810
2012-10-10,4550351220
2012-10-11,4535358300
2012-10-12,4507871280
2012-10-15,4521614790
2012-10-16,4539106530
2012-10-17,4566593550
2012-10-18,4551600630
2012-10-19,4469139570
2012-10-22,4461643110
2012-10-23,4429158450
2012-10-24,4406669070
2012-10-25,4409167890
2012-10-26,4456645470
2012-10-31,4427909040
2012-11-01,4486631310
2012-11-02,4490379540
2012-11-05,4501624230
2012-11-06,4519115970
2012-11-07,4439153730
2012-11-08,4415414940
2012-11-09,4449149010
2012-11-12,4444151370
2012-11-13,4441652550
2012-11-14,4410417300
2012-11-15,4425410220
2012-11-16,4467890160
2012-11-19,4527861840
2012-11-20,4549101810
2012-11-21,4574090010
2012-11-23,4609073490
2012-11-26,4586584110
2012-11-27,4540355940
2012-11-28,4541605350
2012-11-29,4535358300
2012-11-30,4562845320
2012-12-03,4566593550
2012-12-04,4554099450
2012-12-05,4555348860
2012-12-06,4545353580
2012-12-07,4552850040
2012-12-10,4482883080
2012-12-11,4486631310
2012-12-12,4457894880
2012-12-13,4442901960
2012-12-14,4400422020
2012-12-17,4429158450
2012-12-18,4402920840
2012-12-19,4416664350
2012-12-20,4449149010
2012-12-21,4381680870
2012-12-24,4372935000
2012-12-26,4351695030
2012-12-27,4330455060
2012-12-28,4306716270
2012-12-31,4371617250
2013-01-02,4478857500
2013-01-03,4458671100
2013-01-04,4447316250
2013-01-07,4514183700
2013-01-08,4467502650
2013-01-09,4481380800
2013-01-10,4502828850
2013-01-11,4490212350
2013-01-14,4467502650
2013-01-15,4464979350
2013-01-16,4448577900
2013-01-17,4475072550
2013-01-18,4477595850
2013-01-22,4519230300
2013-01-23,4495258950
2013-01-24,4462456050
2013-01-25,4539416700
2013-01-28,4501567200
2013-01-29,4520491950
2013-01-30,4581051150
2013-01-31,4661796750
2013-02-01,4717309350
2013-02-04,4756420500
2013-02-05,4789223400
2013-02-06,4811933100
2013-02-07,4795531650
2013-02-08,4790485050
2013-02-11,4779130200
2013-02-12,4771560300
2013-02-13,4862399100
2013-02-14,4897725300
2013-02-15,4904033550
2013-02-19,4901510250
2013-02-20,4877538900
2013-02-21,4851044250
2013-02-22,4886370450
2013-02-25,4795531650
2013-02-26,4843474350
2013-02-27,4878800550
2013-02-28,4854829200
2013-03-01,4827072900
2013-03-04,4835904450
2013-03-05,4893940350
2013-03-06,4843474350
2013-03-07,4847259300
2013-03-08,4890155400
2013-03-11,4905295200
2013-03-12,4887632100
2013-03-13,4941883050
2013-03-14,4986040800
2013-03-15,5001180600
2013-03-18,4994872350
2013-03-19,5033983500
2013-03-20,5083187850
2013-03-21,5075617950
2013-03-22,5109682500
2013-03-25,5103374250
2013-03-26,5137438800
2013-03-27,5166456750
2013-03-28,5211876150
2013-04-01,5246929800
2013-04-02,5262201000
2013-04-03,5218932600
2013-04-04,5230386000
2013-04-05,5211297000
2013-04-08,5266018800
2013-04-09,5255838000
2013-04-10,5286380400
2013-04-11,5394551400
2013-04-12,5378007600
2013-04-15,5324558400
2013-04-16,5357646000
2013-04-17,5314377600
2013-04-18,5318195400
2013-04-19,5338557000
2013-04-22,5351283000
2013-04-23,5365281600
2013-04-24,5362736400
2013-04-25,5371644600
2013-04-26,5379280200
2013-04-29,5399641800
2013-04-30,5402187000
2013-05-01,5413640400
2013-05-02,5483633400
2013-05-03,5545990800
2013-05-06,5585441400
2013-05-07,5598167400
2013-05-08,5643981000
2013-05-09,5643981000
2013-05-10,5643981000
2013-05-13,5694885000
2013-05-14,5752152000
2013-05-15,5800510800
2013-05-16,5796693000
2013-05-17,5792875200
2013-05-20,5767423200
2013-05-21,5753424600
2013-05-22,5699975400
2013-05-23,5683431600
2013-05-24,5660524800
2013-05-28,5702520600
2013-05-29,5657979600
2013-05-30,5703793200
2013-05-31,5558716800
2013-06-03,5487451200
2013-06-04,5464544400
2013-06-05,5420003400
2013-06-06,5492541600
2013-06-07,5570170200
2013-06-10,5562534600
2013-06-11,5571442800
2013-06-12,5533264800
2013-06-13,5646526200
2013-06-14,5643981000
2013-06-17,5707611000
2013-06-18,5772513600
2013-06-19,5580351000
2013-06-20,5434002000
2013-06-21,5484906000
2013-06-24,5431456800
2013-06-25,5467089600
2013-06-26,5496359400
2013-06-27,5582896200
2013-06-28,5559989400
2013-07-01,5744358000
2013-07-02,5726183760
2013-07-03,5709307680
2013-07-05,5752146960
2013-07-08,5782004640
2013-07-09,5775513840
2013-07-10,5792389920
2013-07-11,5884559280
2013-07-12,5910522480
2013-07-15,5887155600
2013-07-16,5805371520
2013-07-17,5787197280
2013-07-18,5833931040
2013-07-19,5839123680
2013-07-22,5857297920
2013-07-23,5797582560
2013-07-24,5706711360
2013-07-25,5710605840
2013-07-26,5680748160
2013-07-29,5666468400
2013-07-30,5680748160
2013-07-31,5761234080
2013-08-01,5818353120
2013-08-02,5862490560
2013-08-05,5802775200
2013-08-06,5774215680
2013-08-07,5741761680
2013-08-08,5744358000
2013-08-09,5719692960
2013-08-12,5678151840
2013-08-13,5761234080
2013-08-14,5724885600
2013-08-15,5593771440
2013-08-16,5575597200
2013-08-19,5567808240
2013-08-20,5628821760
2013-08-21,5553528480
2013-08-22,5557422960
2013-08-23,5598964080
2013-08-26,5526267120
2013-08-27,5453570160
2013-08-28,5419818000
2013-08-29,5465253600
2013-08-30,5366593440
2013-09-03,5374382400
2013-09-04,5545739520
2013-09-05,5571702720
2013-09-06,5588578800
2013-09-09,5697624240
2013-09-10,5737867200
2013-09-11,5757339600
2013-09-12,5730078240
2013-09-13,5667766560
2013-09-16,5714500320
2013-09-17,5749550640
2013-09-18,5796284400
2013-09-19,5750848800
2013-09-20,5767724880
2013-09-23,5706711360
2013-09-24,5750848800
2013-09-25,5748252480
2013-09-26,5736569040
2013-09-27,5702816880
2013-09-30,5776379100
2013-10-01,5859749520
2013-10-02,5862396200
2013-10-03,5797552540
2013-10-04,5835929400
2013-10-07,5797552540
2013-10-08,5800199220
2013-10-09,5813432620
2013-10-10,5920623160
2013-10-11,5977526780
2013-10-14,6039723760
2013-10-15,6003993580
2013-10-16,6084717320
2013-10-17,6172057760
2013-10-18,6221021340
2013-10-21,6215727980
2013-10-22,6301745080
2013-10-23,6318948500
2013-10-24,6308361780
2013-10-25,6312331800
2013-10-28,6272631600
2013-10-29,6285865000
2013-10-30,6285865000
2013-10-31,6279248300
2013-11-01,6248811480
2013-11-04,6256751520
2013-11-05,6228961380
2013-11-06,6266014900
2013-11-07,6189261180
2013-11-08,6221021340
2013-11-11,6292481700
2013-11-12,6279248300
2013-11-13,6307038440
2013-11-14,6366588740
2013-11-15,6353355340
2013-11-18,6297775060
2013-11-19,6251458160
2013-11-20,6275278280
2013-11-21,6279248300
2013-11-22,6312331800
2013-11-25,6267338240
2013-11-26,6209111280
2013-11-27,6227638040
