,DISH
2009-04-13,6059448133
2009-04-14,5749972248
2009-04-15,5839675403
2009-04-16,6270250548
2009-04-17,6373409176
2009-04-20,6081873922
2009-04-21,6081873922
2009-04-22,6185032551
2009-04-23,5978715294
2009-04-24,6225398970
2009-04-27,6054962976
2009-04-28,5749972248
2009-04-29,5947319189
2009-04-30,5942834032
2009-05-01,6449656858
2009-05-04,6660459273
2009-05-05,6750162428
2009-05-06,6781558533
2009-05-07,6539360014
2009-05-08,6866776530
2009-05-11,8037402705
2009-05-12,7687560400
2009-05-13,7064123472
2009-05-14,7104489891
2009-05-15,7046182840
2009-05-18,7777263555
2009-05-19,7723441662
2009-05-20,7745867451
2009-05-21,7508154090
2009-05-22,7544035352
2009-05-26,7665134611
2009-05-27,7355658726
2009-05-28,7418450935
2009-05-29,7355658726
2009-06-01,7593372087
2009-06-02,7732411978
2009-06-03,6978905474
2009-06-04,7167282100
2009-06-05,7158311784
2009-06-08,7221103993
2009-06-09,7212133678
2009-06-10,7230074309
2009-06-11,6974420316
2009-06-12,6875746846
2009-06-15,6638033484
2009-06-16,6664944431
2009-06-17,6660459273
2009-06-18,6768103059
2009-06-19,6808469479
2009-06-22,6512449067
2009-06-23,6530389698
2009-06-24,6803984321
2009-06-25,7104489891
2009-06-26,7091034418
2009-06-29,7221103993
2009-06-30,7271596193
2009-07-01,7392714699
2009-07-02,7222251617
2009-07-06,6935155901
2009-07-07,6562828643
2009-07-08,6504512326
2009-07-09,6648060184
2009-07-10,6666003667
2009-07-13,6580772126
2009-07-14,6688433019
2009-07-15,7002443959
2009-07-16,7195336394
2009-07-17,7240195099
2009-07-20,7545234298
2009-07-21,7702239768
2009-07-22,7397200569
2009-07-23,7491403851
2009-07-24,7549720169
2009-07-27,7643923451
2009-07-28,7661866933
2009-07-29,7617008227
2009-07-30,7661866933
2009-07-31,7603550616
2009-08-03,7827844144
2009-08-04,8155312696
2009-08-05,7939990908
2009-08-06,7814386532
2009-08-07,8262973589
2009-08-10,8657730200
2009-08-11,8312318166
2009-08-12,8182227919
2009-08-13,8070081155
2009-08-14,7962420261
2009-08-17,7540748428
2009-08-18,7428601663
2009-08-19,7648409321
2009-08-20,7603550616
2009-08-21,7706725639
2009-08-24,7594578875
2009-08-25,7522804945
2009-08-26,7513833204
2009-08-27,7540748428
2009-08-28,7563177781
2009-08-31,7316454899
2009-09-01,7163935300
2009-09-02,7231223358
2009-09-03,7311969029
2009-09-04,7729154992
2009-09-08,7711211509
2009-09-09,7603550616
2009-09-10,7639437580
2009-09-11,7877188720
2009-09-14,8132883343
2009-09-15,8029708320
2009-09-16,8280917072
2009-09-17,8020736579
2009-09-18,8114939861
2009-09-21,8303346425
2009-09-22,8523154083
2009-09-23,8267459460
2009-09-24,8114939861
2009-09-25,8442408412
2009-09-28,8603899753
2009-09-29,8653244329
2009-09-30,8638027124
2009-10-01,8682876693
2009-10-02,8629057210
2009-10-05,8660451909
2009-10-06,8808455489
2009-10-07,8830880273
2009-10-08,8978883853
2009-10-09,8983368810
2009-10-12,8781545747
2009-10-13,8736696177
2009-10-14,8597662511
2009-10-15,8413779275
2009-10-16,8288200480
2009-10-19,8566267812
2009-10-20,8485538587
2009-10-21,8207471255
2009-10-22,8297170394
2009-10-23,8104317244
2009-10-26,7938373836
2009-10-27,7938373836
2009-10-28,7750005644
2009-10-29,7951828707
2009-10-30,7803825127
2009-11-02,7871099482
2009-11-03,7790370256
2009-11-04,7848674697
2009-11-05,8279230566
2009-11-06,8588692597
2009-11-09,9032703337
2009-11-10,9167252046
2009-11-11,9279375970
2009-11-12,9310770669
2009-11-13,9422894593
2009-11-16,9736841581
2009-11-17,9934179688
2009-11-18,8929549327
2009-11-19,8907124542
2009-11-20,8965428983
2009-11-23,9135857347
2009-11-24,9382529981
2009-11-25,9472229120
2009-11-27,9261436143
2009-11-30,9288345884
2009-12-01,9400469809
2009-12-02,9382529981
2009-12-03,9270406056
2009-12-04,9508108776
2009-12-07,9597807915
2009-12-08,9508108776
2009-12-09,9476714077
2009-12-10,9633687571
2009-12-11,9535018518
2009-12-14,9499138862
2009-12-15,9485683991
2009-12-16,9499138862
2009-12-17,9418409637
2009-12-18,9400469809
2009-12-21,9445319378
2009-12-22,9400469809
2009-12-23,9467744163
2009-12-24,9391499895
2009-12-28,9337680411
2009-12-29,9454289292
2009-12-30,9485683991
2009-12-31,9315255626
2010-01-04,9499138862
2010-01-05,9440834421
2010-01-06,9283860927
2010-01-07,9324225540
2010-01-08,9490168948
2010-01-11,9521563647
2010-01-12,9113432563
2010-01-13,9189676831
2010-01-14,9055128122
2010-01-15,8929549327
2010-01-19,9041673251
2010-01-20,8916094456
2010-01-21,8570752769
2010-01-22,8436204060
2010-01-25,8525903199
2010-01-26,8386869533
2010-01-27,8368929706
2010-01-28,8270260652
2010-01-29,8189531427
2010-02-01,8525903199
2010-02-02,8472083716
2010-02-03,8413779275
2010-02-04,8037042890
2010-02-05,7960798621
2010-02-08,7960798621
2010-02-09,8104317244
2010-02-10,8068437589
2010-02-11,8176076556
2010-02-12,8243350910
2010-02-16,8548327984
2010-02-17,8700816521
2010-02-18,8803970532
2010-02-19,8826395316
2010-02-22,8898154628
2010-02-23,8920579413
2010-02-24,8951974112
2010-02-25,8911609499
2010-02-26,8956459069
2010-03-01,9642657485
2010-03-02,9548473389
2010-03-03,9736841581
2010-03-04,9234526401
2010-03-05,9499138862
2010-03-08,9584353044
2010-03-09,9660597313
2010-03-10,9777206194
2010-03-11,9772721237
2010-03-12,9727871667
2010-03-15,9714416797
2010-03-16,9665082270
2010-03-17,9557443303
2010-03-18,9561928260
2010-03-19,9382529981
2010-03-22,9395984852
2010-03-23,9333195454
2010-03-24,9270406056
2010-03-25,9167252046
2010-03-26,9176221960
2010-03-29,9185191874
2010-03-30,9225556487
2010-03-31,9363891771
2010-04-01,9323413853
2010-04-05,9561783816
2010-04-06,9899099802
2010-04-07,9345901585
2010-04-08,9458340247
2010-04-09,9791158686
2010-04-12,9723695489
2010-04-13,9791158686
2010-04-14,9773168501
2010-04-15,9822641512
2010-04-16,9678720024
2010-04-19,9669724932
2010-04-20,9813646419
2010-04-21,9723695489
2010-04-22,9827139058
2010-04-23,10114982033
2010-04-26,10137469765
2010-04-27,9899099802
2010-04-28,9773168501
2010-04-29,9998045825
2010-04-30,9971060546
2010-05-03,10303878985
2010-05-04,9966562999
2010-05-05,9813646419
2010-05-06,9534798537
2010-05-07,9579774002
2010-05-10,9840631698
2010-05-11,9800153779
2010-05-12,10061011475
2010-05-13,9876612070
2010-05-14,10299381439
2010-05-17,10411820101
2010-05-18,10105986940
2010-05-19,9962065453
2010-05-20,9359394224
2010-05-21,9458340247
2010-05-24,9323413853
2010-05-25,9363891771
2010-05-26,9377384410
2010-05-27,9548291177
2010-05-28,9377384410
2010-06-01,9201980098
2010-06-02,9417862329
2010-06-03,9606759281
2010-06-04,9150258313
2010-06-07,8959112588
2010-06-08,8981600320
2010-06-09,9085043889
2010-06-10,9431354968
2010-06-11,9372886864
2010-06-14,9521305898
2010-06-15,9786661140
2010-06-16,9719197943
2010-06-17,9660729839
2010-06-18,9584271548
2010-06-21,9462837793
2010-06-22,9107531622
2010-06-23,9080546343
2010-06-24,9112029168
2010-06-25,8882654298
2010-06-28,8860166565
2010-06-29,8284480616
2010-06-30,8120699734
2010-07-01,8272823035
2010-07-02,8026741225
2010-07-06,8067009158
2010-07-07,8384678404
2010-07-08,8402575262
2010-07-09,8460740054
2010-07-12,8653131287
2010-07-13,8800780373
2010-07-14,8612863355
2010-07-15,8679976576
2010-07-16,8357833115
2010-07-19,8572595422
2010-07-20,8684450790
2010-07-21,8603914925
2010-07-22,8747089797
2010-07-23,8863419380
2010-07-26,9028965325
2010-07-27,9011068466
2010-07-28,8997645822
2010-07-29,8899213097
2010-07-30,8984223177
2010-08-02,9266098705
2010-08-03,9051336398
2010-08-04,9073707472
2010-08-05,9292943994
2010-08-06,9324263497
2010-08-09,8375729974
2010-08-10,8214658244
2010-08-11,8098328661
2010-08-12,7995421722
2010-08-13,7825401562
2010-08-16,7990947507
2010-08-17,8053586514
2010-08-18,8107277090
2010-08-19,7964102219
2010-08-20,7999895937
2010-08-23,8035689655
2010-08-24,7803030489
2010-08-25,7990947507
2010-08-26,7950679575
2010-08-27,8031215440
2010-08-30,7955153789
2010-08-31,8026741225
2010-09-01,8210184029
2010-09-02,8245977747
2010-09-03,8259400391
2010-09-07,8169916096
2010-09-08,8219132459
2010-09-09,8254926176
2010-09-10,8344410471
2010-09-13,8322039397
2010-09-14,8313090968
2010-09-15,8357833115
2010-09-16,8362307330
2010-09-17,8398101048
2010-09-20,8465214269
2010-09-21,8402575262
2010-09-22,8451791624
2010-09-23,8375729974
2010-09-24,8630760214
2010-09-27,8550224349
2010-09-28,8563646993
2010-09-29,8653131287
2010-09-30,8550570495
2010-10-01,8603983742
2010-10-04,8483803938
2010-10-05,8737516857
2010-10-06,8501608353
2010-10-07,8590630430
2010-10-08,8648494780
2010-10-11,8746419065
2010-10-12,8666299195
2010-10-13,8577277118
2010-10-14,8528314976
2010-10-15,8568374911
2010-10-18,8492706145
2010-10-19,8528314976
2010-10-20,8710810234
2010-10-21,8697456922
2010-10-22,8639592572
2010-10-25,8675201403
2010-10-26,8790930103
2010-10-27,8648494780
2010-10-28,8773125688
2010-10-29,8844343349
2010-11-01,9040191919
2010-11-02,9022387503
2010-11-03,9191529450
2010-11-04,9209333865
2010-11-05,9262747111
2010-11-08,8924463219
2010-11-09,8862147765
2010-11-10,8933365426
2010-11-11,8782027896
2010-11-12,8679652507
2010-11-15,8679652507
2010-11-16,8492706145
2010-11-17,8568374911
2010-11-18,8457097315
2010-11-19,8372526341
2010-11-22,8461548418
2010-11-23,8328015303
2010-11-24,8461548418
2010-11-26,8310210887
2010-11-29,8221188810
2010-11-30,8185579980
2010-12-01,8230091018
2010-12-02,8301308680
2010-12-03,8270150953
2010-12-06,8198933291
2010-12-07,8118813422
2010-12-08,8310210887
2010-12-09,8314661991
2010-12-10,8368075238
2010-12-13,8185579980
2010-12-14,8193369411
2010-12-15,8092106799
2010-12-16,8087655695
2010-12-17,7998633618
2010-12-20,8385879653
2010-12-21,8483803938
2010-12-22,8568374911
2010-12-23,8595081534
2010-12-27,8563923807
2010-12-28,8586179326
2010-12-29,8617337053
2010-12-30,8595081534
2010-12-31,8750870169
2011-01-03,8706359130
2011-01-04,9017936400
2011-01-05,9240491592
2011-01-06,9387378019
2011-01-07,9409633538
2011-01-10,9342866981
2011-01-11,9538715550
2011-01-12,9583226589
2011-01-13,9552068862
2011-01-14,9529813342
2011-01-18,9578775485
2011-01-19,9480851200
2011-01-20,9529813342
2011-01-21,9618835419
2011-01-24,9667797562
2011-01-25,9654444250
2011-01-26,9480851200
2011-01-27,9627737627
2011-01-28,9360671396
2011-01-31,9396280227
2011-02-01,9792428470
2011-02-02,9680038097
2011-02-03,9725661912
2011-02-04,9721210808
2011-02-07,9841390612
2011-02-08,9632188731
2011-02-09,9872548339
2011-02-10,10455642943
2011-02-11,10415583009
2011-02-14,10299854308
2011-02-15,10406680801
2011-02-16,10344365347
2011-02-17,10442289632
2011-02-18,10446740735
2011-02-22,10144065674
2011-02-23,10206381128
2011-02-24,10068396908
2011-02-25,10437838528
2011-02-28,10348816451
2011-03-01,10179674504
2011-03-02,10224185543
2011-03-03,10580273851
2011-03-04,10460094047
2011-03-07,10379974178
2011-03-08,10535762812
2011-03-09,10611431578
2011-03-10,10388876385
2011-03-11,10428936320
2011-03-14,10357718658
2011-03-15,10442289632
2011-03-16,10357718658
2011-03-17,10531311709
2011-03-18,10629235993
2011-03-21,10344365347
2011-03-22,10335463139
2011-03-23,10402229697
2011-03-24,10758318005
2011-03-25,10860693394
2011-03-28,10758318005
2011-03-29,10767220213
2011-03-30,10860693394
2011-03-31,10897157212
2011-04-01,10932944263
2011-04-04,10946364408
2011-04-05,10874790304
2011-04-06,10879263686
2011-04-07,10713748572
2011-04-08,10642174469
2011-04-11,10499026263
2011-04-12,10414032015
2011-04-13,10405085252
2011-04-14,10481132737
2011-04-15,10378244964
2011-04-18,10333511149
2011-04-19,10677961521
2011-04-20,10548233459
2011-04-21,10901630593
2011-04-25,10874790304
2011-04-26,10923997500
2011-04-27,10991098222
2011-04-28,11049252181
2011-04-29,11201347150
2011-05-02,13326203339
2011-05-03,13062273834
2011-05-04,12856498287
2011-05-05,13098060885
2011-05-06,13066747215
2011-05-09,12995173112
2011-05-10,13254629236
2011-05-11,13111481029
2011-05-12,13062273834
2011-05-13,12887811957
2011-05-16,12928072390
2011-05-17,12923599009
2011-05-18,13393304061
2011-05-19,13379883916
2011-05-20,13187528514
2011-05-23,13160688225
2011-05-24,13035433545
2011-05-25,13048853689
2011-05-26,13272522762
2011-05-27,13478298308
2011-05-31,13545399030
2011-06-01,13209895421
2011-06-02,13223315566
2011-06-03,12986226349
2011-06-06,12780450802
2011-06-07,12816237854
2011-06-08,12838604761
2011-06-09,12945965916
2011-06-10,12547834967
2011-06-13,12427053668
2011-06-14,12583622018
2011-06-15,12436000431
2011-06-16,12422580286
2011-06-17,12413633523
2011-06-20,12476260864
2011-06-21,12811764472
2011-06-22,12749137132
2011-06-23,12699929936
2011-06-24,12525468060
2011-06-27,12856498287
2011-06-28,13147268081
2011-06-29,13241209092
2011-06-30,13736919193
2011-07-01,13931753227
2011-07-05,13978782132
2011-07-06,13875766436
2011-07-07,14220645072
2011-07-08,14234081902
2011-07-11,13987740019
2011-07-12,13907119039
2011-07-13,14157939866
2011-07-14,13862329606
2011-07-15,13781708626
2011-07-18,13736919193
2011-07-19,14059403112
2011-07-20,14148981979
2011-07-21,14292308166
2011-07-22,14337097599
2011-07-25,14193771412
2011-07-26,14140024092
2011-07-27,14014613679
2011-07-28,13933992699
2011-07-29,13271109086
2011-08-01,13383082670
2011-08-02,12796341093
2011-08-03,12899356790
2011-08-04,11965497106
2011-08-05,11251105644
2011-08-08,10140327699
2011-08-09,10113454039
2011-08-10,9701391252
2011-08-11,10176159245
2011-08-12,10346359092
2011-08-15,10588222032
2011-08-16,10516558938
2011-08-17,10534474712
2011-08-18,9952212079
2011-08-19,9790970119
2011-08-22,9571501896
2011-08-23,9849196382
2011-08-24,9961169965
2011-08-25,9768575402
2011-08-26,9961169965
2011-08-29,10444895845
2011-08-30,10453853732
2011-08-31,11134653118
2011-09-01,11197358325
2011-09-02,10883832291
2011-09-06,10776337651
2011-09-07,11439221264
2011-09-08,11246626701
2011-09-09,10937579611
2011-09-12,10933100668
2011-09-13,11237668814
2011-09-14,11515363301
2011-09-15,11564631678
2011-09-16,11775142014
2011-09-19,12209599517
2011-09-20,12196162687
2011-09-21,11766184127
2011-09-22,11376516058
2011-09-23,11985652351
2011-09-26,12375320420
2011-09-27,12500730834
2011-09-28,12164810084
2011-09-29,11730352581
2011-09-30,11248825144
2011-10-03,10606676643
2011-10-04,11136561420
2011-10-05,11190448008
2011-10-06,11253315693
2011-10-07,11756257177
2011-10-10,12375952933
2011-10-11,12384934031
2011-10-12,12407386776
2011-10-13,12263689209
2011-10-14,12349009640
2011-10-17,11980784625
2011-10-18,11733804432
2011-10-19,11495805337
2011-10-20,11441918750
2011-10-21,11635012355
2011-10-24,11877501999
2011-10-25,11594597414
2011-10-26,11666446198
2011-10-27,11423956554
2011-10-28,10974901658
2011-10-31,10853656836
2011-11-01,10705468720
2011-11-02,10638110486
2011-11-03,10633619937
2011-11-04,10543808958
2011-11-07,11073693735
2011-11-08,10965920560
2011-11-09,10849166287
2011-11-10,11320673928
2011-11-11,11576635218
2011-11-14,11477843141
2011-11-15,10862637934
2011-11-16,10795279699
2011-11-17,11055731539
2011-11-18,11105127578
2011-11-21,10593204996
2011-11-22,10669544328
2011-11-23,10449507429
2011-11-25,10705468720
2011-11-28,10790789150
2011-11-29,10781808052
2011-11-30,11033278794
2011-12-01,11037769343
2011-12-02,11769728824
2011-12-05,12290632503
2011-12-06,12079576702
2011-12-07,11881992548
2011-12-08,11379051064
2011-12-09,11599087963
2011-12-12,11531729729
2011-12-13,11787691020
2011-12-14,11657465100
2011-12-15,11756257177
2011-12-16,11576635218
2011-12-19,11289240085
2011-12-20,12331047444
2011-12-21,12465763912
2011-12-22,12721725203
2011-12-23,13022591984
2011-12-27,12847460574
2011-12-28,12533122147
2011-12-29,12762140144
2011-12-30,12789083438
2012-01-03,13054025826
2012-01-04,13229157236
2012-01-05,13260591078
2012-01-06,12905837711
2012-01-09,12928290455
2012-01-10,12968705396
2012-01-11,12892366064
2012-01-12,12878894417
2012-01-13,12910328260
2012-01-17,13067497473
2012-01-18,13049535277
2012-01-19,13467156331
2012-01-20,12959724298
2012-01-23,12856441672
2012-01-24,12955233749
2012-01-25,12896856613
2012-01-26,12901347162
2012-01-27,12411877325
2012-01-30,12757649595
2012-01-31,12537612696
2012-02-01,12766630693
2012-02-02,12739687399
2012-02-03,12982177043
2012-02-06,12833988927
2012-02-07,12811536182
2012-02-08,12551084343
2012-02-09,12851951123
2012-02-10,12798064536
2012-02-13,12730706301
2012-02-14,12735196850
2012-02-15,13045044728
2012-02-16,13265081627
2012-02-17,13031573081
2012-02-21,12914818808
2012-02-22,13094440767
2012-02-23,13301006019
2012-02-24,12932781004
2012-02-27,13107912414
2012-02-28,13125874610
2012-02-29,13098931316
2012-03-01,12928290455
2012-03-02,13143836805
2012-03-05,13202213942
2012-03-06,13265081627
2012-03-07,14019493853
2012-03-08,14077870989
2012-03-09,14127267028
2012-03-12,13965607265
2012-03-13,14185644164
2012-03-14,14091342636
2012-03-15,14293417339
2012-03-16,14149719772
2012-03-19,14113795381
2012-03-20,14010512755
2012-03-21,14526925885
2012-03-22,14773906078
2012-03-23,14729000588
2012-03-26,14832283214
2012-03-27,14607755766
2012-03-28,14580812473
2012-03-29,14621227413
2012-03-30,14787377725
2012-04-02,15180502272
2012-04-03,15049402044
2012-04-04,14764598100
2012-04-05,14877615538
2012-04-09,14547604619
2012-04-10,14194990212
2012-04-11,14434587181
2012-04-12,14468492412
2012-04-13,14326090440
2012-04-16,14213073002
2012-04-17,14389380206
2012-04-18,13901144874
2012-04-19,14213073002
2012-04-20,14308007650
2012-04-23,14068410682
2012-04-24,14000600219
2012-04-25,14303486953
2012-04-26,14380338811
2012-04-27,14534042526
2012-04-30,14452669971
2012-05-01,14457190668
2012-05-02,14525001131
2012-05-03,14741994612
2012-05-04,14154303935
2012-05-07,13982517429
2012-05-08,13968955336
2012-05-09,13693192788
2012-05-10,13928269059
2012-05-11,13937310454
2012-05-14,13828813713
2012-05-15,13638944417
2012-05-16,13575654652
2012-05-17,13173312573
2012-05-18,12874946536
2012-05-21,12947277697
2012-05-22,12893029327
2012-05-23,12825218864
2012-05-24,12888508629
2012-05-25,12766449796
2012-05-29,13100981412
2012-05-30,12870425839
2012-05-31,12676035846
2012-06-01,12192321211
2012-06-04,12138072841
2012-06-05,12246569581
2012-06-06,12576580500
2012-06-07,12499728642
2012-06-08,12612746080
2012-06-11,12440959575
2012-06-12,12418356087
2012-06-13,12183279816
2012-06-14,12305338649
2012-06-15,12558497710
2012-06-18,12486166550
2012-06-19,12671515148
2012-06-20,12861384444
2012-06-21,12590142593
2012-06-22,12825218864
2012-06-25,12201362606
2012-06-26,12246569581
2012-06-27,12341504229
2012-06-28,12454521667
2012-06-29,12906591419
2012-07-02,13005068317
2012-07-03,13063935270
2012-07-05,12923560229
2012-07-06,12896390866
2012-07-09,12796769869
2012-07-10,12565830285
2012-07-11,12135648708
2012-07-12,11913765579
2012-07-13,12375644746
2012-07-16,12506963333
2012-07-17,13086576405
2012-07-18,13059407042
2012-07-19,13530342664
2012-07-20,13353741806
2012-07-23,13095632859
2012-07-24,12950729591
2012-07-25,13204310311
2012-07-26,13566568481
2012-07-27,14023919421
2012-07-30,14091842828
2012-07-31,13928826651
2012-08-01,13838262109
2012-08-02,13471475711
2012-08-03,13783923383
2012-08-06,13811092746
2012-08-07,13888072607
2012-08-08,13856375017
2012-08-09,14032975875
2012-08-10,13996750058
2012-08-13,14042032330
2012-08-14,13869959699
2012-08-15,14060145238
2012-08-16,14037504103
2012-08-17,14395234046
2012-08-20,14259387232
2012-08-21,14073729920
2012-08-22,14277500140
2012-08-23,14488062702
2012-08-24,14612588948
2012-08-27,14499383270
2012-08-28,14413346954
2012-08-29,14413346954
2012-08-30,14417875181
2012-08-31,14485798588
2012-09-04,14046560557
2012-09-05,14648814765
2012-09-06,14757492216
2012-09-07,14648814765
2012-09-10,14608060721
2012-09-11,14743907535
2012-09-12,14807302715
2012-09-13,15011027653
2012-09-14,14974847118
2012-09-17,14494855043
2012-09-18,14481270361
2012-09-19,14195992052
2012-09-20,14028447648
2012-09-21,14449572771
2012-09-24,14186935598
2012-09-25,14100899282
2012-09-26,13770338702
2012-09-27,14023919421
2012-09-28,13860903244
2012-10-01,13782901075
2012-10-02,13964913635
2012-10-03,14529152570
2012-10-04,14683863245
2012-10-05,14615608535
2012-10-08,14615608535
2012-10-09,14629259477
2012-10-10,14688413559
2012-10-11,15334558146
2012-10-12,15193498412
2012-10-15,15712234207
2012-10-16,15589375729
2012-10-17,15525671333
2012-10-18,16262822200
2012-10-19,16139963722
2012-10-22,16667800145
2012-10-23,16381130364
2012-10-24,16144514036
2012-10-25,16276473142
2012-10-26,16176366234
2012-10-31,16212768746
2012-11-01,16381130364
2012-11-02,16103561210
2012-11-05,15848743627
2012-11-06,16381130364
2012-11-07,15976152418
2012-11-08,16139963722
2012-11-09,16317425968
2012-11-12,16262822200
2012-11-13,16003454302
2012-11-14,15502919763
2012-11-15,15757737347
2012-11-16,16176366234
2012-11-19,15935199592
2012-11-20,15857844255
2012-11-21,15967051790
2012-11-23,16267372514
2012-11-26,16062608384
2012-11-27,15648529811
2012-11-28,15757737347
2012-11-29,16281023456
2012-11-30,16854363018
2012-12-03,16645048575
2012-12-04,16927168042
2012-12-05,16440284445
2012-12-06,16986322124
2012-12-07,17145583114
2012-12-10,16904416472
2012-12-11,16845262390
2012-12-12,16686001401
2012-12-13,16476686957
2012-12-14,16508812174
2012-12-17,16483512428
2012-12-18,16285573770
2012-12-19,16203668118
2012-12-20,16713303285
2012-12-21,16176366234
2012-12-24,15989803360
2012-12-26,15898797081
2012-12-27,16294674398
2012-12-28,16121762466
2012-12-31,16563142923
2013-01-02,16817960507
2013-01-03,16804309565
2013-01-04,16786108309
2013-01-07,16535841039
2013-01-08,16367479422
2013-01-09,16767907053
2013-01-10,16813410193
2013-01-11,16476686957
2013-01-14,16704202657
2013-01-15,16863463646
2013-01-16,16995422752
2013-01-17,17177435312
2013-01-18,17254790650
2013-01-22,17063677462
2013-01-23,16945369298
2013-01-24,16667800145
2013-01-25,17168334684
2013-01-28,17068227776
2013-01-29,17263891278
2013-01-30,17136482486
2013-01-31,16954469926
2013-02-01,17145583114
2013-02-04,16681451087
2013-02-05,16927168042
2013-02-06,16836161763
2013-02-07,16899866158
2013-02-08,17127381858
2013-02-11,16886215216
2013-02-12,17136482486
2013-02-13,16963570554
2013-02-14,16763356739
2013-02-15,16804309565
2013-02-19,16422083189
2013-02-20,16394781305
2013-02-21,15944300220
2013-02-22,15967051790
2013-02-25,15857844255
2013-02-26,15989803360
2013-02-27,15866944883
2013-02-28,15835092685
2013-03-01,15789589545
2013-03-04,15739536091
2013-03-05,15794139859
2013-03-06,15557523531
2013-03-07,15671281381
2013-03-08,15675831695
2013-03-11,15903347395
2013-03-12,15935199592
2013-03-13,15766837975
2013-03-14,15575724787
2013-03-15,15994353674
2013-03-18,15798690173
2013-03-19,15775938603
2013-03-20,16599545435
2013-03-21,16767907053
2013-03-22,17195636568
2013-03-25,17277542220
2013-03-26,17272991906
2013-03-27,17300293789
2013-03-28,17245690022
2013-04-01,17393794716
2013-04-02,17407512220
2013-04-03,16767362047
2013-04-04,16913682086
2013-04-05,17009704612
2013-04-08,16643904513
2013-04-09,16570744493
2013-04-10,16776507049
2013-04-11,16749072042
2013-04-12,17206322166
2013-04-15,16813087059
2013-04-16,17343497203
2013-04-17,17298229441
2013-04-18,17581267267
2013-04-19,17832754836
2013-04-22,18335729972
2013-04-23,18225989942
2013-04-24,17951639868
2013-04-25,18390599987
2013-04-26,18285432458
2013-04-29,18546065029
2013-04-30,17919632359
2013-05-01,17896769853
2013-05-02,17960784870
2013-05-03,18143684920
2013-05-06,18280859957
2013-05-07,18646660056
2013-05-08,18111677411
2013-05-09,17741304811
2013-05-10,17919632359
2013-05-13,17745877312
2013-05-14,17759594816
2013-05-15,17924204860
2013-05-16,17691007297
2013-05-17,17828182334
2013-05-20,17695579798
2013-05-21,18257997451
2013-05-22,17979074875
2013-05-23,18011082384
2013-05-24,17983647376
2013-05-28,18354019977
2013-05-29,17947067367
2013-05-30,18070524900
2013-05-31,17622419778
2013-06-03,17668144791
2013-06-04,17750449813
2013-06-05,17512679749
2013-06-06,17640709783
2013-06-07,17896769853
2013-06-10,17768739818
2013-06-11,17910487357
2013-06-12,17242902176
2013-06-13,17590412270
2013-06-14,18107104910
2013-06-17,17755022314
2013-06-18,17873907347
2013-06-19,17956212369
2013-06-20,17915059858
2013-06-21,18477477510
2013-06-24,17910487357
2013-06-25,18303722463
2013-06-26,18381454984
2013-06-27,18948445138
2013-06-28,19442275272
2013-07-01,19708122514
2013-07-02,19584143178
2013-07-03,19579551351
2013-07-05,19735673477
2013-07-08,19657612414
2013-07-09,19166286899
2013-07-10,19129552281
2013-07-11,19308633544
2013-07-12,19799959058
2013-07-15,20410672081
2013-07-16,20497916799
2013-07-17,21094854340
2013-07-18,21411690420
2013-07-19,20911181250
2013-07-22,20947915868
2013-07-23,20837712015
2013-07-24,20566794207
2013-07-25,20309651882
2013-07-26,20387712945
2013-07-29,20029550420
2013-07-30,19878020121
2013-07-31,20502508626
2013-08-01,20667814407
2013-08-02,20764242779
2013-08-05,20530059590
2013-08-06,20621896134
2013-08-07,20810161051
2013-08-08,20612712480
2013-08-09,20957099523
2013-08-12,21012201450
2013-08-13,20722916334
2013-08-14,20553018726
2013-08-15,20337202845
2013-08-16,20433631218
2013-08-19,20236182646
2013-08-20,20415263909
2013-08-21,20350978327
2013-08-22,20520875935
2013-08-23,20621896134
2013-08-26,20644855271
2013-08-27,20337202845
2013-08-28,20429039390
2013-08-29,20369345636
2013-08-30,20644855271
2013-09-03,21030568759
2013-09-04,21058119722
2013-09-05,21264751948
2013-09-06,21407098592
2013-09-09,21172915403
2013-09-10,21457608692
2013-09-11,21595363509
2013-09-12,21563220719
2013-09-13,21912199589
2013-09-16,21554037064
2013-09-17,21696383709
2013-09-18,22082097197
2013-09-19,21953526034
2013-09-20,21703271449
2013-09-23,21508118792
2013-09-24,21145364440
2013-09-25,20392304772
2013-09-26,20406080254
2013-09-27,20415263909
2013-09-30,20715035568
2013-10-01,21023390908
2013-10-02,22081924163
2013-10-03,21552657535
2013-10-04,22307437769
2013-10-07,22413291095
2013-10-08,21796580416
2013-10-09,21460611165
2013-10-10,21943854608
2013-10-11,22035900978
2013-10-14,21930047652
2013-10-15,22155561259
2013-10-16,22367267910
2013-10-17,22500735146
2013-10-18,22611190790
2013-10-21,22652611657
2013-10-22,22620395427
2013-10-23,22615793109
2013-10-24,22680225568
2013-10-25,22399484139
2013-10-28,22394881821
2013-10-29,22289028495
2013-10-30,22035900978
2013-10-31,22194680966
2013-11-01,22321244725
2013-11-04,22293630814
2013-11-05,22486928191
2013-11-06,22477723554
2013-11-07,22183175170
2013-11-08,22206186762
2013-11-11,21861012875
2013-11-12,23172673647
2013-11-13,23711144912
2013-11-14,23499438261
2013-11-15,23444210439
2013-11-18,23278526973
2013-11-19,22845909034
2013-11-20,22684827886
2013-11-21,23057615685
2013-11-22,24028704888
2013-11-25,23932056200
