,FDX
2009-04-13,15854779999
2009-04-14,15758370000
2009-04-15,15562440000
2009-04-16,16868640000
2009-04-17,16560750000
2009-04-20,15885880000
2009-04-21,16336830000
2009-04-22,16557640000
2009-04-23,17117440000
2009-04-24,17434660000
2009-04-27,16427020000
2009-04-28,16579410000
2009-04-29,17188970000
2009-04-30,17403560000
2009-05-01,17145430000
2009-05-04,18507610000
2009-05-05,18896360000
2009-05-06,19191810000
2009-05-07,18448520000
2009-05-08,18678660000
2009-05-11,17779870000
2009-05-12,17142320000
2009-05-13,16392810000
2009-05-14,16610509999
2009-05-15,16476779999
2009-05-18,16812660000
2009-05-19,16993040000
2009-05-20,17316480000
2009-05-21,16616730000
2009-05-22,16433240000
2009-05-26,17213850000
2009-05-27,16594960000
2009-05-28,16663380000
2009-05-29,17238730000
2009-06-01,18058560000
2009-06-02,17986800000
2009-06-03,17565600000
2009-06-04,17784000000
2009-06-05,17818320000
2009-06-08,17615520000
2009-06-09,17802720000
2009-06-10,17862000000
2009-06-11,17521920000
2009-06-12,16969680000
2009-06-15,16227120000
2009-06-16,16043040000
2009-06-17,15818400000
2009-06-18,16211520000
2009-06-19,16052400000
2009-06-22,15615600000
2009-06-23,15834000000
2009-06-24,16501680000
2009-06-25,17562480000
2009-06-26,17287920000
2009-06-29,17356560000
2009-06-30,17353440000
2009-07-01,17528160000
2009-07-02,16947840000
2009-07-06,17484480000
2009-07-07,16947840000
2009-07-08,16648320000
2009-07-09,16826160000
2009-07-10,17122560000
2009-07-13,17409600000
2009-07-14,17328480000
2009-07-15,17896320000
2009-07-16,19278480000
2009-07-17,18866640000
2009-07-20,19247280000
2009-07-21,18866640000
2009-07-22,19281600000
2009-07-23,20042880000
2009-07-24,20273760000
2009-07-27,20776080000
2009-07-28,20470320000
2009-07-29,20514000000
2009-07-30,21022560000
2009-07-31,21166080000
2009-08-03,21509280000
2009-08-04,21353280000
2009-08-05,21022560000
2009-08-06,20707440000
2009-08-07,21172320000
2009-08-10,20941440000
2009-08-11,20582640000
2009-08-12,20710560000
2009-08-13,20875920000
2009-08-14,20595120000
2009-08-17,19930560000
2009-08-18,20520240000
2009-08-19,20482800000
2009-08-20,20623200000
2009-08-21,21175440000
2009-08-24,21166080000
2009-08-25,21297120000
2009-08-26,21141120000
2009-08-27,21381360000
2009-08-28,21796320000
2009-08-31,21437519999
2009-09-01,21540480000
2009-09-02,21375120000
2009-09-03,21758880000
2009-09-04,22108320000
2009-09-08,22130160000
2009-09-09,22476480000
2009-09-10,22669920000
2009-09-11,24123839999
2009-09-14,24610560000
2009-09-15,24813360000
2009-09-16,24398400000
2009-09-17,23855519999
2009-09-18,23765040000
2009-09-21,23584080000
2009-09-22,23761920000
2009-09-23,23487360000
2009-09-24,23521680000
2009-09-25,22894560000
2009-09-28,23671440000
2009-09-29,23412480000
2009-09-30,23468640000
2009-10-01,22988160000
2009-10-02,22956960000
2009-10-05,23540400000
2009-10-06,23424960000
2009-10-07,23777519999
2009-10-08,24389040000
2009-10-09,24173760000
2009-10-12,24217440000
2009-10-13,24395280000
2009-10-14,25050480000
2009-10-15,25247040000
2009-10-16,24975600000
2009-10-19,24956880000
2009-10-20,25484160000
2009-10-21,24838320000
2009-10-22,24635519999
2009-10-23,24055200000
2009-10-26,23980320000
2009-10-27,23331360000
2009-10-28,22944480000
2009-10-29,23384400000
2009-10-30,22679280000
2009-11-02,22735440000
2009-11-03,23346960000
2009-11-04,22751040000
2009-11-05,23400000000
2009-11-06,24061440000
2009-11-09,25340640000
2009-11-10,25624560000
2009-11-11,25740000000
2009-11-12,25197120000
2009-11-13,25574640000
2009-11-16,26457600000
2009-11-17,26601120000
2009-11-18,26117519999
2009-11-19,25733760000
2009-11-20,25515360000
2009-11-23,25774320000
2009-11-24,25518480000
2009-11-25,26052000000
2009-11-27,25786800000
2009-11-30,26348400000
2009-12-01,26794560000
2009-12-02,27175200000
2009-12-03,26813280000
2009-12-04,27434160000
2009-12-07,27306240000
2009-12-08,28042560000
2009-12-09,27768000000
2009-12-10,27468480000
2009-12-11,27437280000
2009-12-14,28254720000
2009-12-15,28504320000
2009-12-16,28064400000
2009-12-17,26354640000
2009-12-18,26504400000
2009-12-21,26432640000
2009-12-22,26052000000
2009-12-23,26133120000
2009-12-24,25761839999
2009-12-28,25902240000
2009-12-29,26569920000
2009-12-30,26573040000
2009-12-31,26036400000
2010-01-04,26036400000
2010-01-05,26376480000
2010-01-06,26158080000
2010-01-07,25874160000
2010-01-08,26516880000
2010-01-11,27222000000
2010-01-12,27012960000
2010-01-13,26775839999
2010-01-14,26922480000
2010-01-15,26554320000
2010-01-19,26800800000
2010-01-20,26226720000
2010-01-21,25459200000
2010-01-22,25050480000
2010-01-25,25175280000
2010-01-26,25197120000
2010-01-27,25091040000
2010-01-28,24669839999
2010-01-29,24445200000
2010-02-01,25169040000
2010-02-02,25686960000
2010-02-03,25621440000
2010-02-04,24601200000
2010-02-05,23927280000
2010-02-08,23927280000
2010-02-09,24716640000
2010-02-10,24426480000
2010-02-11,24813360000
2010-02-12,24507600000
2010-02-16,24950640000
2010-02-17,24941280000
2010-02-18,24991200000
2010-02-19,25509120000
2010-02-22,25696320000
2010-02-23,25424880000
2010-02-24,25920960000
2010-02-25,25952160000
2010-02-26,26445120000
2010-03-01,26772720000
2010-03-02,26647920000
2010-03-03,26875680000
2010-03-04,26944320000
2010-03-05,27128400000
2010-03-08,27041040000
2010-03-09,27097200000
2010-03-10,27225120000
2010-03-11,26984880000
2010-03-12,26888160000
2010-03-15,27402960000
2010-03-16,27652560000
2010-03-17,28017600000
2010-03-18,28913040000
2010-03-19,28407600000
2010-03-22,27980160000
2010-03-23,28588560000
2010-03-24,28154880000
2010-03-25,28373280000
2010-03-26,28501200000
2010-03-29,28775760000
2010-03-30,28959839999
2010-03-31,29140800000
2010-04-01,28757040000
2010-04-05,28847519999
2010-04-06,28819440000
2010-04-07,28289040000
2010-04-08,28304640000
2010-04-09,28473120000
2010-04-12,28335839999
2010-04-13,28304640000
2010-04-14,29331120000
2010-04-15,29833440000
2010-04-16,29287440000
2010-04-19,28875600000
2010-04-20,28716480000
2010-04-21,28548000000
2010-04-22,28613519999
2010-04-23,28956720000
2010-04-26,28860000000
2010-04-27,27992640000
2010-04-28,28342080000
2010-04-29,28884960000
2010-04-30,28083120000
2010-05-03,28850640000
2010-05-04,27883440000
2010-05-05,27630720000
2010-05-06,26828880000
2010-05-07,25939680000
2010-05-10,27368640000
2010-05-11,27490320000
2010-05-12,28005120000
2010-05-13,27449760000
2010-05-14,26803920000
2010-05-17,26797680000
2010-05-18,26226720000
2010-05-19,26236080000
2010-05-20,25303200000
2010-05-21,25914720000
2010-05-24,25418640000
2010-05-25,25181519999
2010-05-26,25471680000
2010-05-27,26257920000
2010-05-28,26048880000
2010-06-01,25525060000
2010-06-02,26162479999
2010-06-03,26369720000
2010-06-04,24922180000
2010-06-07,24027280000
2010-06-08,24705520000
2010-06-09,24350700000
2010-06-10,25201640000
2010-06-11,25317820000
2010-06-14,25581580000
2010-06-15,26065140000
2010-06-16,24513979999
2010-06-17,24526540000
2010-06-18,24711800000
2010-06-21,24674120000
2010-06-22,23926800000
2010-06-23,24049260000
2010-06-24,23851439999
2010-06-25,23851439999
2010-06-28,23590820000
2010-06-29,22454140000
2010-06-30,22014540000
2010-07-01,22608000000
2010-07-02,22422740000
2010-07-06,22199800000
2010-07-07,22887460000
2010-07-08,23135520000
2010-07-09,23305080000
2010-07-12,23286240000
2010-07-13,24269060000
2010-07-14,24721220000
2010-07-15,24247080000
2010-07-16,23427540000
2010-07-19,23546860000
2010-07-20,23835740000
2010-07-21,23245420000
2010-07-22,24658420000
2010-07-23,24793439999
2010-07-26,26184460000
2010-07-27,25864180000
2010-07-28,26011760000
2010-07-29,25769979999
2010-07-30,25920700000
2010-08-02,26564400000
2010-08-03,26259820000
2010-08-04,26991439999
2010-08-05,26925500000
2010-08-06,26790479999
2010-08-09,27409060000
2010-08-10,27349400000
2010-08-11,26102820000
2010-08-12,25729160000
2010-08-13,25371200000
2010-08-16,25427720000
2010-08-17,26300640000
2010-08-18,26388560000
2010-08-19,25616120000
2010-08-20,25506220000
2010-08-23,25572160000
2010-08-24,24834260000
2010-08-25,24727500000
2010-08-26,24730640000
2010-08-27,25264439999
2010-08-30,24736920000
2010-08-31,24507700000
2010-09-01,25550180000
2010-09-02,25660080000
2010-09-03,25983500000
2010-09-07,25741720000
2010-09-08,26316340000
2010-09-09,26463920000
2010-09-10,26426240000
2010-09-13,26570680000
2010-09-14,26718260000
2010-09-15,26985160000
2010-09-16,25974080000
2010-09-17,25835920000
2010-09-20,26033740000
2010-09-21,26259820000
2010-09-22,26470200000
2010-09-23,25955240000
2010-09-24,26448220000
2010-09-27,26397979999
2010-09-28,26598939999
2010-09-29,27120180000
2010-09-30,26847000000
2010-10-01,26890960000
2010-10-04,26825020000
2010-10-05,27578620000
2010-10-06,27437320000
2010-10-07,27236360000
2010-10-08,27848660000
2010-10-11,27757600000
2010-10-12,27625720000
2010-10-13,28181500000
2010-10-14,28068460000
2010-10-15,28140680000
2010-10-18,28093580000
2010-10-19,27361960000
2010-10-20,27920880000
2010-10-21,27810979999
2010-10-22,27902040000
2010-10-25,28121840000
2010-10-26,28146960000
2010-10-27,27672820000
2010-10-28,27892620000
2010-10-29,27544080000
2010-11-01,27135880000
2010-11-02,27327420000
2010-11-03,27456160000
2010-11-04,27883200000
2010-11-05,28260000000
2010-11-08,28357340000
2010-11-09,27669680000
2010-11-10,27782720000
2010-11-11,27625720000
2010-11-12,27418479999
2010-11-15,27126460000
2010-11-16,26963180000
2010-11-17,26887820000
2010-11-18,27346260000
2010-11-19,27252060000
2010-11-22,27424760000
2010-11-23,27047960000
2010-11-24,27779580000
2010-11-26,27597460000
2010-11-29,28759260000
2010-11-30,28702800000
2010-12-01,29606850000
2010-12-02,29991149999
2010-12-03,29925000000
2010-12-06,29386350000
2010-12-07,29187900000
2010-12-08,29235150000
2010-12-09,29638350000
2010-12-10,29603700000
2010-12-13,29707650000
2010-12-14,29398950000
2010-12-15,29102850000
2010-12-16,29679300000
2010-12-17,29317049999
2010-12-20,29471400000
2010-12-21,29512350000
2010-12-22,29411550000
2010-12-23,29298150000
2010-12-27,29304450000
2010-12-28,29301300000
2010-12-29,29232000000
2010-12-30,29282399999
2010-12-31,29298150000
2011-01-03,29354850000
2011-01-04,29332800000
2011-01-05,29569050000
2011-01-06,29326500000
2011-01-07,29342250000
2011-01-10,29628900000
2011-01-11,29392650000
2011-01-12,29925000000
2011-01-13,30123450000
2011-01-14,30186450000
2011-01-18,30177000000
2011-01-19,29717100000
2011-01-20,29455650000
2011-01-21,29402100000
2011-01-24,29726550000
2011-01-25,29606850000
2011-01-26,29707650000
2011-01-27,29723400000
2011-01-28,28501200000
2011-01-31,28450799999
2011-02-01,29197350000
2011-02-02,28602000000
2011-02-03,28809899999
2011-02-04,28898100000
2011-02-07,28809899999
2011-02-08,28995750000
2011-02-09,28854000000
2011-02-10,29748600000
2011-02-11,30057300000
2011-02-14,29606850000
2011-02-15,30233700000
2011-02-16,30504600000
2011-02-17,30703050000
2011-02-18,30970799999
2011-02-22,29386350000
2011-02-23,28113750000
2011-02-24,28290150000
2011-02-25,28312200000
2011-02-28,28536340000
2011-03-01,27857960000
2011-03-02,27680439999
2011-03-03,28463430000
2011-03-04,28114730000
2011-03-07,27978420000
2011-03-08,28514150000
2011-03-09,28777260000
2011-03-10,28514150000
2011-03-11,28755069999
2011-03-14,28095710000
2011-03-15,27829430000
2011-03-16,27033760000
2011-03-17,27861130000
2011-03-18,28301760000
2011-03-21,28485620000
2011-03-22,27987930000
2011-03-23,28200319999
2011-03-24,28780430000
2011-03-25,28618760000
2011-03-28,29487340000
2011-03-29,29493680000
2011-03-30,29718750000
2011-03-31,29655350000
2011-04-01,30115000000
2011-04-04,30153040000
2011-04-05,29858230000
2011-04-06,29985030000
2011-04-07,29769470000
2011-04-08,28897720000
2011-04-11,29332010000
2011-04-12,29823360000
2011-04-13,29617310000
2011-04-14,29461980000
2011-04-15,29347860000
2011-04-18,29151319999
2011-04-19,29116450000
2011-04-20,29553910000
2011-04-21,29778980000
2011-04-25,29750450000
2011-04-26,29953330000
2011-04-27,30051600000
2011-04-28,30203760000
2011-04-29,30327390000
2011-05-02,29915290000
2011-05-03,29867740000
2011-05-04,29366880000
2011-05-05,30206930000
2011-05-06,30321050000
2011-05-09,30086470000
2011-05-10,30349580000
2011-05-11,30165720000
2011-05-12,30102319999
2011-05-13,29664860000
2011-05-16,29538060000
2011-05-17,29351030000
2011-05-18,29687050000
2011-05-19,29981860000
2011-05-20,29740939999
2011-05-23,29176680000
2011-05-24,28999160000
2011-05-25,29113280000
2011-05-26,28961120000
2011-05-27,29132300000
2011-05-31,29590240000
2011-06-01,28891880000
2011-06-02,28920320000
2011-06-03,28487400000
2011-06-06,27729000000
2011-06-07,27416160000
2011-06-08,27046440000
2011-06-09,27242359999
2011-06-10,26980080000
2011-06-13,27150720000
2011-06-14,27627880000
2011-06-15,27330840000
2011-06-16,27327680000
2011-06-17,27488840000
2011-06-20,27650000000
2011-06-21,28165080000
2011-06-22,28895040000
2011-06-23,29375359999
2011-06-24,29030920000
2011-06-27,29340600000
2011-06-28,29710320000
2011-06-29,29587080000
2011-06-30,29972600000
2011-07-01,30500320000
2011-07-05,30178000000
2011-07-06,30582480000
2011-07-07,31126000000
2011-07-08,30828960000
2011-07-11,30045280000
2011-07-12,29729280000
2011-07-13,29783000000
2011-07-14,29406960000
2011-07-15,29135200000
2011-07-18,28585359999
2011-07-19,28999320000
2011-07-20,29132040000
2011-07-21,29413280000
2011-07-22,29321640000
2011-07-25,29034080000
2011-07-26,28756000000
2011-07-27,28168240000
2011-07-28,27763760000
2011-07-29,27454080000
2011-08-01,27176000000
2011-08-02,26683040000
2011-08-03,27093840000
2011-08-04,25943600000
2011-08-05,26025760000
2011-08-08,24502640000
2011-08-09,25201000000
2011-08-10,23801119999
2011-08-11,25242080000
2011-08-12,25431680000
2011-08-15,25864600000
2011-08-16,25311600000
2011-08-17,25005080000
2011-08-18,23529359999
2011-08-19,23118560000
2011-08-22,23068000000
2011-08-23,23633640000
2011-08-24,24205600000
2011-08-25,23624160000
2011-08-26,23927520000
2011-08-29,24885000000
2011-08-30,24910280000
2011-08-31,24796800000
2011-09-01,24582600000
2011-09-02,23593500000
2011-09-06,23184000000
2011-09-07,24025050000
2011-09-08,23621850000
2011-09-09,23121000000
2011-09-12,23193450000
2011-09-13,23615550000
2011-09-14,23943150000
2011-09-15,24280200000
2011-09-16,24066000000
2011-09-19,23864400000
2011-09-20,23694300000
2011-09-21,22837500000
2011-09-22,20972700000
2011-09-23,21199500000
2011-09-26,21971250000
2011-09-27,22216950000
2011-09-28,21798000000
2011-09-29,21955500000
2011-09-30,21319200000
2011-10-03,20522250000
2011-10-04,21375900000
2011-10-05,22179150000
2011-10-06,22743000000
2011-10-07,22383900000
2011-10-10,23190300000
2011-10-11,23130450000
2011-10-12,23681700000
2011-10-13,23269050000
2011-10-14,23858100000
2011-10-17,23300550000
2011-10-18,23820300000
2011-10-19,23713200000
2011-10-20,24125850000
2011-10-21,24992100000
2011-10-24,25678800000
2011-10-25,25426800000
2011-10-26,25628400000
2011-10-27,26689950000
2011-10-28,26538750000
2011-10-31,25776450000
2011-11-01,25064549999
2011-11-02,25379549999
2011-11-03,25937100000
2011-11-04,25833150000
2011-11-07,25807950000
2011-11-08,26148150000
2011-11-09,24995250000
2011-11-10,25237800000
2011-11-11,25902450000
2011-11-14,25644150000
2011-11-15,26031600000
2011-11-16,25669350000
2011-11-17,25288200000
2011-11-18,25584300000
2011-11-21,25004700000
2011-11-22,24636149999
2011-11-23,24116400000
2011-11-25,23965200000
2011-11-28,24862950000
2011-11-29,24752700000
2011-11-30,26087120000
2011-12-01,25757420000
2011-12-02,25791960000
2011-12-05,26124800000
2011-12-06,25958380000
2011-12-07,26435660000
2011-12-08,25895580000
2011-12-09,26137360000
2011-12-12,25631820000
2011-12-13,24793439999
2011-12-14,24269060000
2011-12-15,26209580000
2011-12-16,26655460000
2011-12-19,25543900000
2011-12-20,26316340000
2011-12-21,26451360000
2011-12-22,26523580000
2011-12-23,26664880000
2011-12-27,26595800000
2011-12-28,26052580000
2011-12-29,26473340000
2011-12-30,26222140000
2012-01-03,26743380000
2012-01-04,26677439999
2012-01-05,26404260000
2012-01-06,26843860000
2012-01-09,26956900000
2012-01-10,27792140000
2012-01-11,28184640000
2012-01-12,28633660000
2012-01-13,28376180000
2012-01-17,28253720000
2012-01-18,28617960000
2012-01-19,29214560000
2012-01-20,28752979999
2012-01-23,28592840000
2012-01-24,28508060000
2012-01-25,29073260000
2012-01-26,29120360000
2012-01-27,29186300000
2012-01-30,28938240000
2012-01-31,28727860000
2012-02-01,29107800000
2012-02-02,29136060000
2012-02-03,29685560000
2012-02-06,29908500000
2012-02-07,29742080000
2012-02-08,29666720000
2012-02-09,29767200000
2012-02-10,29914780000
2012-02-13,30451720000
2012-02-14,30002700000
2012-02-15,29563100000
2012-02-16,29830000000
2012-02-17,29198860000
2012-02-21,28577140000
2012-02-22,28495500000
2012-02-23,28878580000
2012-02-24,28335360000
2012-02-27,28687040000
2012-02-28,28567720000
2012-02-29,28346850000
2012-03-01,28702800000
2012-03-02,28595700000
2012-03-05,28485450000
2012-03-06,27956250000
2012-03-07,28274400000
2012-03-08,28661850000
2012-03-09,28913850000
2012-03-12,28768950000
2012-03-13,29257200000
2012-03-14,29043000000
2012-03-15,29802150000
2012-03-16,29717100000
2012-03-19,29890350000
2012-03-20,29811600000
2012-03-21,30183299999
2012-03-22,29137500000
2012-03-23,29099700000
2012-03-26,29222550000
2012-03-27,28948500000
2012-03-28,28819350000
2012-03-29,28898100000
2012-03-30,28967399999
2012-04-02,29039850000
2012-04-03,28819350000
2012-04-04,28551600000
2012-04-05,28472850000
2012-04-09,27868050000
2012-04-10,27288450000
2012-04-11,27691650000
2012-04-12,28299600000
2012-04-13,27729450000
2012-04-16,27776700000
2012-04-17,28494899999
2012-04-18,28472850000
2012-04-19,28157850000
2012-04-20,28246050000
2012-04-23,27754650000
2012-04-24,28016100000
2012-04-25,27789300000
2012-04-26,27578250000
2012-04-27,27795600000
2012-04-30,27795600000
2012-05-01,28047600000
2012-05-02,28145250000
2012-05-03,27990900000
2012-05-04,28129500000
2012-05-07,28151550000
2012-05-08,28022399999
2012-05-09,27445950000
2012-05-10,27294750000
2012-05-11,27657000000
2012-05-14,27650700000
2012-05-15,27660150000
2012-05-16,27685350000
2012-05-17,27332550000
2012-05-18,26797049999
2012-05-21,27310500000
2012-05-22,27357750000
2012-05-23,27953100000
2012-05-24,28356300000
2012-05-25,28123200000
2012-05-29,28658700000
2012-05-30,28012950000
2012-05-31,28079100000
2012-06-01,26853750000
2012-06-04,26838000000
2012-06-05,26567100000
2012-06-06,27351450000
2012-06-07,27121500000
2012-06-08,27584549999
2012-06-11,27178200000
2012-06-12,27622350000
2012-06-13,27149850000
2012-06-14,27354600000
2012-06-15,27603450000
2012-06-18,27880650000
2012-06-19,28668150000
2012-06-20,28772100000
2012-06-21,28548450000
2012-06-22,28520100000
2012-06-25,27975150000
2012-06-26,27578250000
2012-06-27,27688500000
2012-06-28,27968850000
2012-06-29,28857150000
2012-07-02,28835100000
2012-07-03,29169000000
2012-07-05,29014650000
2012-07-06,28753200000
2012-07-09,28705950000
2012-07-10,28501200000
2012-07-11,28542150000
2012-07-12,28192500000
2012-07-13,29090250000
2012-07-16,28954800000
2012-07-17,28743750000
2012-07-18,29206800000
2012-07-19,29228850000
2012-07-20,28375200000
2012-07-23,28116900000
2012-07-24,27616050000
2012-07-25,27477450000
2012-07-26,27893250000
2012-07-27,28630350000
2012-07-30,28661850000
2012-07-31,28444500000
2012-08-01,27987750000
2012-08-02,27694800000
2012-08-03,28293299999
2012-08-06,28387800000
2012-08-07,28293299999
2012-08-08,28132650000
2012-08-09,27927900000
2012-08-10,27657000000
2012-08-13,27647550000
2012-08-14,27587700000
2012-08-15,28208250000
2012-08-16,28268100000
2012-08-17,28350000000
2012-08-20,28343700000
2012-08-21,28447650000
2012-08-22,28205100000
2012-08-23,27990900000
2012-08-24,28057049999
2012-08-27,27720000000
2012-08-28,27549899999
2012-08-29,27603450000
2012-08-30,27464850000
2012-08-31,27515820000
2012-09-04,27487560000
2012-09-05,26941200000
2012-09-06,27487560000
2012-09-07,27437320000
2012-09-10,27619439999
2012-09-11,27851800000
2012-09-12,27971120000
2012-09-13,28373040000
2012-09-14,28307100000
2012-09-17,28033920000
2012-09-18,27176700000
2012-09-19,27286600000
2012-09-20,26743380000
2012-09-21,26498460000
2012-09-24,26740240000
2012-09-25,26545560000
2012-09-26,26498460000
2012-09-27,26931780000
2012-09-28,26570680000
2012-10-01,26696280000
2012-10-02,26533000000
2012-10-03,26884680000
2012-10-04,27170420000
2012-10-05,27151580000
2012-10-08,27120180000
2012-10-09,26872120000
2012-10-10,28256860000
2012-10-11,28260000000
2012-10-12,28385600000
2012-10-15,28464100000
2012-10-16,28862880000
2012-10-17,29186300000
2012-10-18,29355860000
2012-10-19,28922540000
2012-10-22,28724720000
2012-10-23,28822060000
2012-10-24,28520620000
2012-10-25,28611680000
2012-10-26,28476660000
2012-10-31,28884860000
2012-11-01,29205140000
2012-11-02,29088960000
2012-11-05,29151760000
2012-11-06,29324460000
2012-11-07,28734140000
2012-11-08,28269420000
2012-11-09,28175220000
2012-11-12,28285120000
2012-11-13,28404439999
2012-11-14,27355680000
2012-11-15,27173560000
2012-11-16,27044820000
2012-11-19,27318000000
2012-11-20,27427900000
2012-11-21,27522100000
2012-11-23,27547220000
2012-11-26,27776439999
2012-11-27,27851800000
2012-11-28,28099860000
2012-11-29,28511200000
2012-11-30,28201950000
2012-12-03,27760950000
2012-12-04,27842850000
2012-12-05,28170450000
2012-12-06,28116900000
2012-12-07,28148400000
2012-12-10,28516950000
2012-12-11,28428750000
2012-12-12,28258649999
2012-12-13,28258649999
2012-12-14,28378350000
2012-12-17,28671300000
2012-12-18,29093400000
2012-12-19,29358000000
2012-12-20,29380050000
2012-12-21,29213100000
2012-12-24,29024100000
2012-12-26,29002049999
2012-12-27,28822500000
2012-12-28,28472850000
2012-12-31,28891800000
2013-01-02,29688750000
2013-01-03,29799000000
2013-01-04,29896650000
2013-01-07,29836800000
2013-01-08,29959650000
2013-01-09,30482550000
2013-01-10,30775500000
2013-01-11,30681000000
2013-01-14,31002300000
2013-01-15,31081050000
2013-01-16,31355100000
2013-01-17,31477950000
2013-01-18,31443299999
2013-01-22,31689000000
2013-01-23,31386600000
2013-01-24,32044950000
2013-01-25,32309549999
2013-01-28,32448150000
2013-01-29,32287500000
2013-01-30,31931550000
2013-01-31,31956750000
2013-02-01,32369400000
2013-02-04,32567850000
2013-02-05,33097049999
2013-02-06,33443550000
2013-02-07,33698700000
2013-02-08,33519150000
2013-02-11,33393150000
2013-02-12,33427800000
2013-02-13,33440400000
2013-02-14,33566400000
2013-02-15,33522300000
2013-02-19,33808950000
2013-02-20,33292350000
2013-02-21,33037200000
2013-02-22,33333299999
2013-02-25,32479650000
2013-02-26,32495400000
2013-02-27,33308100000
2013-02-28,33377500144
2013-03-01,33361670921
2013-03-04,33494636397
2013-03-05,34162629618
2013-03-06,34203785598
2013-03-07,33861874376
2013-03-08,34127805327
2013-03-11,34004337385
2013-03-12,33694084609
2013-03-13,34149966239
2013-03-14,34457053170
2013-03-15,34529867597
2013-03-18,33966347249
2013-03-19,33703582143
2013-03-20,31383018015
2013-03-21,30550400872
2013-03-22,31177238113
2013-03-25,30715024794
2013-03-26,30936633919
2013-03-27,30914473007
2013-03-28,31088594463
2013-04-01,30955628987
2013-04-02,30746683240
2013-04-03,30480752290
2013-04-04,30385776950
2013-04-05,30233816407
2013-04-08,30154670291
2013-04-09,30183162893
2013-04-10,31009448346
2013-04-11,30601054386
2013-04-12,30496581513
2013-04-15,29983714680
2013-04-16,30119846000
2013-04-17,29796929845
2013-04-18,29084614799
2013-04-19,29249238721
2013-04-22,29284063012
2013-04-23,29496174604
2013-04-24,29904568563
2013-04-25,29853915049
2013-04-26,29815924913
2013-04-29,29679793593
2013-04-30,29762105554
2013-05-01,29125770780
2013-05-02,29217580274
2013-05-03,29923563631
2013-05-06,30464923066
2013-05-07,31506485956
2013-05-08,32275786206
2013-05-09,31794577819
2013-05-10,31696436635
2013-05-13,31278545142
2013-05-14,31873723936
2013-05-15,31747090150
2013-05-16,31322866967
2013-05-17,31674275723
2013-05-20,32032016168
2013-05-21,32345434789
2013-05-22,31547641937
2013-05-23,31373520481
2013-05-24,30968292366
2013-05-28,30559898406
2013-05-29,30566230095
2013-05-30,30556732561
2013-05-31,30443440000
2013-06-03,30873200000
2013-06-04,31088080000
2013-06-05,30680440000
2013-06-06,30601440000
2013-06-07,31530480000
2013-06-10,31176560000
2013-06-11,30980640000
2013-06-12,30806840000
2013-06-13,31467280000
2013-06-14,31321920000
2013-06-17,31097560000
2013-06-18,31435680000
2013-06-19,31770640000
2013-06-20,30244359999
2013-06-21,30481359999
2013-06-24,30304400000
2013-06-25,30712040000
2013-06-26,31084920000
2013-06-27,31400920000
2013-06-28,31151280000
2013-07-01,31249240000
2013-07-02,31053320000
2013-07-03,30895320000
2013-07-05,31271359999
2013-07-08,31230280000
2013-07-09,32595400000
2013-07-10,32548000000
2013-07-11,32990400000
2013-07-12,32323640000
2013-07-15,32769200000
2013-07-16,32709160000
2013-07-17,32946160000
2013-07-18,34336560000
2013-07-19,34137480000
2013-07-22,34049000000
2013-07-23,33745640000
2013-07-24,33458080000
2013-07-25,33138920000
2013-07-26,33047280000
2013-07-29,32671240000
2013-07-30,32724960000
2013-07-31,33496000000
2013-08-01,34760000000
2013-08-02,34491400000
2013-08-05,34576720000
2013-08-06,34371320000
2013-08-07,34121680000
2013-08-08,34469280000
2013-08-09,34197520000
2013-08-12,34456640000
2013-08-13,34320760000
2013-08-14,34327080000
2013-08-15,34140640000
2013-08-16,34342880000
2013-08-19,34339720000
2013-08-20,34510360000
2013-08-21,34150119999
2013-08-22,34952760000
2013-08-23,34978040000
2013-08-26,35404640000
2013-08-27,34270200000
2013-08-28,34286000000
2013-08-29,34311280000
2013-08-30,33925760000
2013-09-03,33894000000
2013-09-04,33897150000
2013-09-05,34350750000
2013-09-06,34070400000
2013-09-09,34366500000
2013-09-10,34835850000
2013-09-11,34728750000
2013-09-12,34142850000
2013-09-13,33780600000
2013-09-16,34514550000
2013-09-17,34864200000
2013-09-18,36618750000
2013-09-19,36801450000
2013-09-20,36801450000
2013-09-23,36196650000
2013-09-24,36136800000
2013-09-25,35774550000
2013-09-26,35771400000
2013-09-27,35837550000
2013-09-30,35944650000
2013-10-01,36306900000
2013-10-02,36313200000
2013-10-03,35768250000
2013-10-04,36139950000
2013-10-07,35812350000
2013-10-08,35305200000
2013-10-09,35462700000
2013-10-10,36243900000
2013-10-11,36499050000
2013-10-14,36341550000
2013-10-15,37825200000
2013-10-16,38826900000
2013-10-17,39434850000
2013-10-18,39828600000
2013-10-21,40134150000
2013-10-22,40852350000
2013-10-23,40893300000
2013-10-24,41444550000
2013-10-25,41598900000
2013-10-28,41746950000
2013-10-29,41939099999
2013-10-30,41835150000
2013-10-31,41265000000
2013-11-01,42414750000
2013-11-04,42562800000
2013-11-05,42912450000
2013-11-06,41822550000
2013-11-07,41123250000
2013-11-08,41759550000
2013-11-11,41743800000
2013-11-12,42408450000
2013-11-13,42616350000
2013-11-14,42978600000
2013-11-15,43674750000
2013-11-18,43199099999
2013-11-19,42210000000
2013-11-20,42392700000
2013-11-21,43589700000
2013-11-22,43177050000
2013-11-25,43224300000
