,BMY
2009-04-13,39877200000
2009-04-14,39283200000
2009-04-15,40233600000
2009-04-16,40293000000
2009-04-17,40926600000
2009-04-20,39897000000
2009-04-21,39600000000
2009-04-22,39223800000
2009-04-23,39936600000
2009-04-24,39798000000
2009-04-27,40669200000
2009-04-28,38907000000
2009-04-29,37917000000
2009-04-30,38016000000
2009-05-01,38194200000
2009-05-04,38669400000
2009-05-05,38966400000
2009-05-06,39223800000
2009-05-07,39441600000
2009-05-08,40392000000
2009-05-11,40174200000
2009-05-12,40550400000
2009-05-13,40293000000
2009-05-14,40510800000
2009-05-15,39619800000
2009-05-18,40510800000
2009-05-19,40312800000
2009-05-20,40669200000
2009-05-21,40372200000
2009-05-22,39639600000
2009-05-26,39402000000
2009-05-27,38649600000
2009-05-28,38748600000
2009-05-29,39441600000
2009-06-01,39817800000
2009-06-02,40392000000
2009-06-03,39580200000
2009-06-04,39560400000
2009-06-05,39461400000
2009-06-08,39124800000
2009-06-09,38511000000
2009-06-10,38431800000
2009-06-11,39600000000
2009-06-12,39223800000
2009-06-15,38451600000
2009-06-16,38372400000
2009-06-17,39441600000
2009-06-18,40471200000
2009-06-19,40748400000
2009-06-22,40194000000
2009-06-23,39897000000
2009-06-24,39976200000
2009-06-25,41362200000
2009-06-26,41500800000
2009-06-29,40728600000
2009-06-30,40213800000
2009-07-01,40075200000
2009-07-02,39144600000
2009-07-06,39006000000
2009-07-07,38966400000
2009-07-08,38966400000
2009-07-09,38610000000
2009-07-10,38352600000
2009-07-13,38570400000
2009-07-14,38550600000
2009-07-15,39322800000
2009-07-16,39857400000
2009-07-17,39600000000
2009-07-20,39362400000
2009-07-21,39817800000
2009-07-22,40174200000
2009-07-23,41302800000
2009-07-24,42372000000
2009-07-27,42332400000
2009-07-28,41936400000
2009-07-29,42748200000
2009-07-30,42688800000
2009-07-31,43045200000
2009-08-03,43223400000
2009-08-04,43401600000
2009-08-05,43065000000
2009-08-06,43025400000
2009-08-07,43362000000
2009-08-10,43322400000
2009-08-11,43500600000
2009-08-12,43342200000
2009-08-13,43282800000
2009-08-14,43183800000
2009-08-17,42906600000
2009-08-18,43104600000
2009-08-19,43936200000
2009-08-20,44055000000
2009-08-21,44688600000
2009-08-24,44708400000
2009-08-25,45441000000
2009-08-26,45361800000
2009-08-27,45104400000
2009-08-28,43797600000
2009-08-31,43817400000
2009-09-01,42946200000
2009-09-02,43025400000
2009-09-03,43104600000
2009-09-04,43560000000
2009-09-08,43619400000
2009-09-09,44114400000
2009-09-10,44074800000
2009-09-11,44154000000
2009-09-14,44332200000
2009-09-15,44055000000
2009-09-16,44470800000
2009-09-17,44233200000
2009-09-18,44589600000
2009-09-21,44688600000
2009-09-22,44094600000
2009-09-23,44035200000
2009-09-24,44411400000
2009-09-25,44391600000
2009-09-28,44926200000
2009-09-29,45302400000
2009-09-30,44116680000
2009-10-01,43293900000
2009-10-02,43607340000
2009-10-05,43489800000
2009-10-06,43999140000
2009-10-07,43724880000
2009-10-08,43764060000
2009-10-09,44018730000
2009-10-12,44469300000
2009-10-13,44273400000
2009-10-14,44939460000
2009-10-15,45468390000
2009-10-16,44821920000
2009-10-19,44998230000
2009-10-20,45135360000
2009-10-21,44449710000
2009-10-22,43999140000
2009-10-23,43568160000
2009-10-26,42941280000
2009-10-27,43333080000
2009-10-28,43411440000
2009-10-29,43489800000
2009-10-30,42706200000
2009-11-02,42647430000
2009-11-03,42823740000
2009-11-04,43450620000
2009-11-05,44077500000
2009-11-06,44351760000
2009-11-09,45154950000
2009-11-10,45723060000
2009-11-11,45546750000
2009-11-12,45292080000
2009-11-13,45409620000
2009-11-16,47603700000
2009-11-17,47466570000
2009-11-18,48034680000
2009-11-19,47074770000
2009-11-20,47917140000
2009-11-23,49072950000
2009-11-24,49288440000
2009-11-25,50248350000
2009-11-27,49719420000
2009-11-30,49582290000
2009-12-01,48289350000
2009-12-02,48524430000
2009-12-03,49288440000
2009-12-04,49249260000
2009-12-07,49523520000
2009-12-08,48779100000
2009-12-09,49190490000
2009-12-10,50032860000
2009-12-11,50542200000
2009-12-14,50855640000
2009-12-15,50424660000
2009-12-16,50561790000
2009-12-17,50483430000
2009-12-18,50503020000
2009-12-21,50679330000
2009-12-22,50130810000
2009-12-23,50346300000
2009-12-24,50463840000
2009-12-28,50836050000
2009-12-29,50640150000
2009-12-30,50169990000
2009-12-31,43303750000
2010-01-04,43955450000
2010-01-05,43269450000
2010-01-06,43252300000
2010-01-07,43286600000
2010-01-08,42566300000
2010-01-11,43012200000
2010-01-12,42549150000
2010-01-13,42857850000
2010-01-14,42960750000
2010-01-15,42995050000
2010-01-19,43989750000
2010-01-20,43663900000
2010-01-21,42789250000
2010-01-22,42189000000
2010-01-25,41725950000
2010-01-26,41674500000
2010-01-27,41674500000
2010-01-28,41331500000
2010-01-29,41777400000
2010-02-01,41811700000
2010-02-02,42497700000
2010-02-03,42017500000
2010-02-04,41142850000
2010-02-05,41108550000
2010-02-08,41091400000
2010-02-09,41588750000
2010-02-10,41022800000
2010-02-11,40971350000
2010-02-12,41005650000
2010-02-16,41520150000
2010-02-17,42034650000
2010-02-18,42600600000
2010-02-19,42789250000
2010-02-22,42326200000
2010-02-23,41914600000
2010-02-24,42377650000
2010-02-25,41983200000
2010-02-26,42034650000
2010-03-01,41828850000
2010-03-02,42394800000
2010-03-03,41725950000
2010-03-04,41966050000
2010-03-05,43355200000
2010-03-08,43406650000
2010-03-09,43218000000
2010-03-10,43989750000
2010-03-11,44521400000
2010-03-12,44401350000
2010-03-15,44504250000
2010-03-16,44572850000
2010-03-17,44555700000
2010-03-18,44710050000
2010-03-19,44607150000
2010-03-22,45413200000
2010-03-23,45944850000
2010-03-24,45773350000
2010-03-25,45927700000
2010-03-26,45773350000
2010-03-29,46305000000
2010-03-30,45893400000
2010-03-31,45870600000
2010-04-01,46300100000
2010-04-05,45990860000
2010-04-06,45320840000
2010-04-07,45612900000
2010-04-08,44960060000
2010-04-09,45097500000
2010-04-12,45166220000
2010-04-13,44633640000
2010-04-14,44152600000
2010-04-15,43534120000
2010-04-16,43774640000
2010-04-19,44341580000
2010-04-20,43688740000
2010-04-21,43121800000
2010-04-22,41987920000
2010-04-23,42503320000
2010-04-26,42091000000
2010-04-27,41592780000
2010-04-28,41816120000
2010-04-29,43585660000
2010-04-30,43482580000
2010-05-03,43173340000
2010-05-04,43413860000
2010-05-05,43053080000
2010-05-06,41713040000
2010-05-07,41816120000
2010-05-10,41472520000
2010-05-11,41867660000
2010-05-12,41987920000
2010-05-13,41232000000
2010-05-14,40476080000
2010-05-17,40716600000
2010-05-18,40458900000
2010-05-19,40733780000
2010-05-20,39668620000
2010-05-21,39445280000
2010-05-24,39496820000
2010-05-25,39273480000
2010-05-26,39032960000
2010-05-27,40098120000
2010-05-28,39874780000
2010-06-01,39548360000
2010-06-02,39514000000
2010-06-03,39307840000
2010-06-04,38551920000
2010-06-07,40991480000
2010-06-08,41747400000
2010-06-09,41472520000
2010-06-10,42331520000
2010-06-11,43087440000
2010-06-14,43448220000
2010-06-15,44032340000
2010-06-16,44461840000
2010-06-17,44427480000
2010-06-18,44290040000
2010-06-21,43705920000
2010-06-22,43705920000
2010-06-23,43362320000
2010-06-24,43551300000
2010-06-25,43929260000
2010-06-28,43929260000
2010-06-29,43448220000
2010-06-30,42697280000
2010-07-01,42389120000
2010-07-02,42269280000
2010-07-06,43210880000
2010-07-07,44169600000
2010-07-08,43792960000
2010-07-09,43827200000
2010-07-12,43245120000
2010-07-13,43330720000
2010-07-14,42954080000
2010-07-15,43656000000
2010-07-16,43091040000
2010-07-19,42526080000
2010-07-20,42834240000
2010-07-21,42372000000
2010-07-22,42680160000
2010-07-23,42200800000
2010-07-26,42748640000
2010-07-27,43347840000
2010-07-28,43005440000
2010-07-29,42936960000
2010-07-30,42663040000
2010-08-02,43707360000
2010-08-03,43964160000
2010-08-04,44563360000
2010-08-05,45162560000
2010-08-06,45145440000
2010-08-09,45385120000
2010-08-10,45641920000
2010-08-11,44940000000
2010-08-12,45076960000
2010-08-13,45059840000
2010-08-16,44991360000
2010-08-17,45522080000
2010-08-18,44991360000
2010-08-19,44614720000
2010-08-20,45265280000
2010-08-23,45333760000
2010-08-24,44546240000
2010-08-25,44648960000
2010-08-26,44255200000
2010-08-27,44717440000
2010-08-30,44255200000
2010-08-31,44648960000
2010-09-01,45213920000
2010-09-02,45248160000
2010-09-03,45504960000
2010-09-07,45556320000
2010-09-08,45796000000
2010-09-09,46001440000
2010-09-10,46309600000
2010-09-13,46497920000
2010-09-14,46155520000
2010-09-15,46241120000
2010-09-16,46138400000
2010-09-17,46754720000
2010-09-20,47610720000
2010-09-21,47576480000
2010-09-22,47627840000
2010-09-23,47388160000
2010-09-24,47285440000
2010-09-27,47251200000
2010-09-28,47816160000
2010-09-29,46857440000
2010-09-30,46276770000
2010-10-01,46566960000
2010-10-04,45628110000
2010-10-05,46327980000
2010-10-06,46413330000
2010-10-07,46601100000
2010-10-08,46362120000
2010-10-11,46703520000
2010-10-12,46481610000
2010-10-13,46669380000
2010-10-14,46959570000
2010-10-15,46430400000
2010-10-18,46652310000
2010-10-19,45815880000
2010-10-20,45901230000
2010-10-21,46276770000
2010-10-22,46020720000
2010-10-25,46362120000
2010-10-26,45850020000
2010-10-27,45867090000
2010-10-28,46071930000
2010-10-29,45918300000
2010-11-01,46208490000
2010-11-02,45918300000
2010-11-03,45491550000
2010-11-04,45798810000
2010-11-05,45559830000
2010-11-08,45184290000
2010-11-09,44808750000
2010-11-10,44911170000
2010-11-11,44842890000
2010-11-12,44416140000
2010-11-15,44928240000
2010-11-16,44450280000
2010-11-17,44313720000
2010-11-18,44928240000
2010-11-19,44296650000
2010-11-22,44211300000
2010-11-23,43630920000
2010-11-24,43784550000
2010-11-26,43630920000
2010-11-29,43391940000
2010-11-30,43084680000
2010-12-01,43630920000
2010-12-02,44108880000
2010-12-03,44228370000
2010-12-06,44194230000
2010-12-07,44091810000
2010-12-08,44211300000
2010-12-09,44211300000
2010-12-10,44450280000
2010-12-13,44825820000
2010-12-14,45320850000
2010-12-15,45491550000
2010-12-16,45611040000
2010-12-17,45218430000
2010-12-20,45252570000
2010-12-21,44996520000
2010-12-22,44962380000
2010-12-23,44928240000
2010-12-27,45235500000
2010-12-28,45389130000
2010-12-29,45320850000
2010-12-30,45150150000
2010-12-31,45068960000
2011-01-03,45239160000
2011-01-04,45103000000
2011-01-05,44354120000
2011-01-06,43979680000
2011-01-07,43911600000
2011-01-10,43809480000
2011-01-11,43588220000
2011-01-12,44166900000
2011-01-13,44081800000
2011-01-14,43979680000
2011-01-18,43843520000
2011-01-19,43588220000
2011-01-20,43962660000
2011-01-21,44354120000
2011-01-24,44252000000
2011-01-25,44303060000
2011-01-26,44132860000
2011-01-27,44847700000
2011-01-28,43894580000
2011-01-31,42856360000
2011-02-01,43009540000
2011-02-02,43026560000
2011-02-03,43401000000
2011-02-04,43741400000
2011-02-07,43962660000
2011-02-08,43826500000
2011-02-09,43775440000
2011-02-10,43469080000
2011-02-11,42924440000
2011-02-14,43503120000
2011-02-15,43588220000
2011-02-16,43605240000
2011-02-17,43860540000
2011-02-18,43383980000
2011-02-22,43196760000
2011-02-23,42924440000
2011-02-24,43230800000
2011-02-25,43383980000
2011-02-28,43928620000
2011-03-01,43537160000
2011-03-02,43213780000
2011-03-03,44490280000
2011-03-04,44983860000
2011-03-07,44779620000
2011-03-08,45017900000
2011-03-09,44847700000
2011-03-10,44694520000
2011-03-11,44949820000
2011-03-14,44592400000
2011-03-15,43520140000
2011-03-16,42498940000
2011-03-17,43281860000
2011-03-18,43792460000
2011-03-21,44252000000
2011-03-22,44745580000
2011-03-23,44524320000
2011-03-24,44983860000
2011-03-25,46447580000
2011-03-28,45919960000
2011-03-29,45681680000
2011-03-30,45051940000
2011-03-31,45116010000
2011-04-01,45167220000
2011-04-04,45611040000
2011-04-05,45867090000
2011-04-06,46413330000
2011-04-07,46225560000
2011-04-08,46959570000
2011-04-11,46771800000
2011-04-12,46840080000
2011-04-13,46652310000
2011-04-14,47130270000
2011-04-15,47591160000
2011-04-18,47079060000
2011-04-19,46857150000
2011-04-20,47283900000
2011-04-21,47488740000
2011-04-25,47352180000
2011-04-26,48000840000
2011-04-27,48273960000
2011-04-28,48291030000
2011-04-29,47966700000
2011-05-02,48564150000
2011-05-03,49212810000
2011-05-04,49007970000
2011-05-05,48632430000
2011-05-06,48888480000
2011-05-09,49025040000
2011-05-10,49178670000
2011-05-11,49093320000
2011-05-12,49349370000
2011-05-13,49178670000
2011-05-16,49144530000
2011-05-17,48905550000
2011-05-18,49264020000
2011-05-19,48820200000
2011-05-20,48427590000
2011-05-23,48137400000
2011-05-24,48222750000
2011-05-25,48273960000
2011-05-26,48495870000
2011-05-27,48598290000
2011-05-31,49093320000
2011-06-01,48256890000
2011-06-02,47949630000
2011-06-03,47761860000
2011-06-06,47744790000
2011-06-07,47778930000
2011-06-08,47659440000
2011-06-09,47557020000
2011-06-10,46857150000
2011-06-13,47113200000
2011-06-14,47266830000
2011-06-15,46805940000
2011-06-16,46891290000
2011-06-17,46976640000
2011-06-20,47471670000
2011-06-21,47761860000
2011-06-22,47352180000
2011-06-23,50066310000
2011-06-24,49383510000
2011-06-27,48598290000
2011-06-28,48820200000
2011-06-29,48717780000
2011-06-30,49174080000
2011-07-01,49496700000
2011-07-05,49513680000
2011-07-06,49615560000
2011-07-07,49870260000
2011-07-08,49445760000
2011-07-11,49055220000
2011-07-12,49258980000
2011-07-13,49292940000
2011-07-14,49411800000
2011-07-15,49191060000
2011-07-18,48664680000
2011-07-19,48919380000
2011-07-20,49055220000
2011-07-21,50192880000
2011-07-22,50074020000
2011-07-25,49598580000
2011-07-26,49309920000
2011-07-27,48579780000
2011-07-28,49326900000
2011-07-29,48664680000
2011-08-01,48477900000
2011-08-02,47611920000
2011-08-03,48036420000
2011-08-04,46151640000
2011-08-05,46576140000
2011-08-08,44793240000
2011-08-09,46015800000
2011-08-10,44929080000
2011-08-11,47204400000
2011-08-12,47493060000
2011-08-15,47832660000
2011-08-16,48206220000
2011-08-17,48409980000
2011-08-18,47289300000
2011-08-19,47340240000
2011-08-22,47628900000
2011-08-23,48834480000
2011-08-24,49089180000
2011-08-25,48359040000
2011-08-26,48766560000
2011-08-29,49734420000
2011-08-30,49445760000
2011-08-31,50515500000
2011-09-01,50413620000
2011-09-02,49258980000
2011-09-06,49649520000
2011-09-07,50787180000
2011-09-08,50668320000
2011-09-09,49513680000
2011-09-12,49989120000
2011-09-13,50175900000
2011-09-14,50311740000
2011-09-15,50872080000
2011-09-16,51839940000
2011-09-19,52162560000
2011-09-20,53470020000
2011-09-21,52553100000
2011-09-22,51992760000
2011-09-23,52451220000
2011-09-26,52536120000
2011-09-27,53045520000
2011-09-28,52366320000
2011-09-29,52841760000
2011-09-30,53063580000
2011-10-03,53249590000
2011-10-04,54264190000
2011-10-05,55346429999
2011-10-06,54872950000
2011-10-07,54754580000
2011-10-10,55515530000
2011-10-11,55735360000
2011-10-12,55498620000
2011-10-13,55397160000
2011-10-14,54856039999
2011-10-17,54856039999
2011-10-18,55058960000
2011-10-19,54703850000
2011-10-20,54856039999
2011-10-21,55058960000
2011-10-24,55008230000
2011-10-25,54298010000
2011-10-26,54974410000
2011-10-27,55786090000
2011-10-28,54264190000
2011-10-31,53418690000
2011-11-01,52945210000
2011-11-02,52708470000
2011-11-03,53672340000
2011-11-04,52995940000
2011-11-07,53080490000
2011-11-08,53655430000
2011-11-09,52370270000
2011-11-10,52962120000
2011-11-11,53756890000
2011-11-14,53283410000
2011-11-15,52776110000
2011-11-16,52150440000
2011-11-17,51795330000
2011-11-18,52099710000
2011-11-21,51440220000
2011-11-22,51592410000
2011-11-23,50983650000
2011-11-25,51000560000
2011-11-28,52607010000
2011-11-29,53266500000
2011-11-30,55329520000
2011-12-01,55633900000
2011-12-02,55414070000
2011-12-05,55515530000
2011-12-06,56005919999
2011-12-07,56699230000
2011-12-08,56327210000
2011-12-09,56716140000
2011-12-12,56107380000
2011-12-13,56699230000
2011-12-14,57054340000
2011-12-15,57950570000
2011-12-16,57866020000
2011-12-19,57950570000
2011-12-20,59235730000
2011-12-21,59675390000
2011-12-22,59337190000
2011-12-23,59371010000
2011-12-27,59573929999
2011-12-28,59286460000
2011-12-29,59641570000
2011-12-30,59590840000
2012-01-03,59061870000
2012-01-04,57931580000
2012-01-05,57627919999
2012-01-06,57729140000
2012-01-09,57206169999
2012-01-10,58403939999
2012-01-11,57526700000
2012-01-12,57560439999
2012-01-13,57020599999
2012-01-17,56885640000
2012-01-18,56902509999
2012-01-19,55181770000
2012-01-20,55080550000
2012-01-23,54776890000
2012-01-24,54405750000
2012-01-25,55164900000
2012-01-26,54793759999
2012-01-27,54473230000
2012-01-30,54405750000
2012-01-31,54388880000
2012-02-01,54709410000
2012-02-02,54506970000
2012-02-03,54422620000
2012-02-06,54203310000
2012-02-07,54237050000
2012-02-08,54118960000
2012-02-09,53967130000
2012-02-10,53815300000
2012-02-13,53967130000
2012-02-14,53730950000
2012-02-15,53764690000
2012-02-16,54051480000
2012-02-17,55873439999
2012-02-21,54523840000
2012-02-22,54372009999
2012-02-23,54574450000
2012-02-24,54996200000
2012-02-27,55080550000
2012-02-28,54743150000
2012-02-29,54270790000
2012-03-01,55063680000
2012-03-02,54979330000
2012-03-05,55536040000
2012-03-06,54540710000
2012-03-07,54793759999
2012-03-08,55299860000
2012-03-09,55519169999
2012-03-12,55755349999
2012-03-13,56379540000
2012-03-14,56598849999
2012-03-15,56059009999
2012-03-16,55974660000
2012-03-19,55924050000
2012-03-20,55805960000
2012-03-21,55873439999
2012-03-22,55502300000
2012-03-23,55603520000
2012-03-26,56666330000
2012-03-27,56801290000
2012-03-28,56801290000
2012-03-29,56615720000
2012-03-30,56936250000
2012-04-02,57036870000
2012-04-03,57003209999
2012-04-04,56717100000
2012-04-05,56683440000
2012-04-09,55606320000
2012-04-10,54647010000
2012-04-11,54848970000
2012-04-12,54781649999
2012-04-13,54764820000
2012-04-16,55421190000
2012-04-17,56195370000
2012-04-18,56498310000
2012-04-19,57104190000
2012-04-20,57609089999
2012-04-23,57121019999
2012-04-24,57171510000
2012-04-25,57710070000
2012-04-26,56818080000
2012-04-27,56077560000
2012-04-30,56161709999
2012-05-01,56414160000
2012-05-02,56363670000
2012-05-03,56380500000
2012-05-04,56161709999
2012-05-07,56313180000
2012-05-08,55892430000
2012-05-09,55219230000
2012-05-10,55858769999
2012-05-11,55724130000
2012-05-14,55387529999
2012-05-15,55505339999
2012-05-16,55572660000
2012-05-17,55118250000
2012-05-18,55067760000
2012-05-21,55050930000
2012-05-22,55252890000
2012-05-23,54731160000
2012-05-24,55522170000
2012-05-25,55690470000
2012-05-29,56111220000
2012-05-30,56346839999
2012-05-31,56111220000
2012-06-01,56094390000
2012-06-04,56649779999
2012-06-05,57053700000
2012-06-06,57289320000
2012-06-07,57642750000
2012-06-08,57844709999
2012-06-11,57524940000
2012-06-12,57642750000
2012-06-13,57575430000
2012-06-14,58147649999
2012-06-15,57609089999
2012-06-18,58198140000
2012-06-19,58618890000
2012-06-20,58467420000
2012-06-21,58551570000
2012-06-22,59510880000
2012-06-25,57440790000
2012-06-26,58097160000
2012-06-27,59056470000
2012-06-28,59039640000
2012-06-29,60503850000
2012-07-02,59608255810
2012-07-03,57723279066
2012-07-05,57491790694
2012-07-06,57227232554
2012-07-09,57905162787
2012-07-10,57409116275
2012-07-11,57194162787
2012-07-12,57723279066
2012-07-13,58483883717
2012-07-16,58583093019
2012-07-17,59492511624
2012-07-18,59674395345
2012-07-19,59773604647
2012-07-20,58566558136
2012-07-23,57822488368
2012-07-24,57425651159
2012-07-25,57789418601
2012-07-26,59194883717
2012-07-27,59608255810
2012-07-30,58913790694
2012-07-31,58864186043
2012-08-01,58864186043
2012-08-02,53821046508
2012-08-03,53969860462
2012-08-06,53887186043
2012-08-07,53804511624
2012-08-08,53076976741
2012-08-09,52531325578
2012-08-10,52465186043
2012-08-13,52200627904
2012-08-14,52465186043
2012-08-15,52713209299
2012-08-16,52779348834
2012-08-17,52200627904
2012-08-20,52415581392
2012-08-21,52283302322
2012-08-22,52597465113
2012-08-23,53159651159
2012-08-24,53854116276
2012-08-27,54383232555
2012-08-28,54498976741
2012-08-29,54399767438
2012-08-30,54350162787
2012-08-31,54581651159
2012-09-04,54796604648
2012-09-05,54697395345
2012-09-06,55391860462
2012-09-07,55061162787
2012-09-10,54796604648
2012-09-11,55491069764
2012-09-12,55557209299
2012-09-13,55739093020
2012-09-14,54961953485
2012-09-17,54680860462
2012-09-18,54399767438
2012-09-19,54399767438
2012-09-20,54697395345
2012-09-21,55573744182
2012-09-24,56003651159
2012-09-25,56168999996
2012-09-26,55656418601
2012-09-27,55970581392
2012-09-28,55805232555
2012-10-01,55748039999
2012-10-02,55813800000
2012-10-03,55172640000
2012-10-04,55386360000
2012-10-05,55304160000
2012-10-08,55172640000
2012-10-09,54630119999
2012-10-10,54679440000
2012-10-11,54169800000
2012-10-12,54399960000
2012-10-15,55780920000
2012-10-16,56109720000
2012-10-17,56520720000
2012-10-18,56372760000
2012-10-19,55583640000
2012-10-22,55961760000
2012-10-23,54646560000
2012-10-24,54334199999
2012-10-25,55452119999
2012-10-26,55271279999
2012-10-31,54663000000
2012-11-01,55041119999
2012-11-02,54547920000
2012-11-05,54399960000
2012-11-06,54695880000
2012-11-07,53627279999
2012-11-08,52805279999
2012-11-09,52986119999
2012-11-12,52509360000
2012-11-13,52394280000
2012-11-14,51753120000
2012-11-15,50651640000
2012-11-16,52131240000
2012-11-19,52657320000
2012-11-20,52854600000
2012-11-21,53282039999
2012-11-23,53627279999
2012-11-26,53808119999
2012-11-27,53610840000
2012-11-28,53808119999
2012-11-29,53956080000
2012-11-30,53643720000
2012-12-03,53709480000
2012-12-04,53758800000
2012-12-05,53906760000
2012-12-06,53791680000
2012-12-07,53528640000
2012-12-10,53939640000
2012-12-11,54367080000
2012-12-12,54597240000
2012-12-13,53906760000
2012-12-14,53808119999
2012-12-17,53923199999
2012-12-18,54284880000
2012-12-19,53545080000
2012-12-20,53545080000
2012-12-21,53528640000
2012-12-24,53364240000
2012-12-26,53183400000
2012-12-27,52838160000
2012-12-28,52443600000
2012-12-31,53382420000
2013-01-02,53578980000
2013-01-03,54447120000
2013-01-04,54627300000
2013-01-07,54709200000
2013-01-08,54856620000
2013-01-09,55167840000
2013-01-10,55839420000
2013-01-11,55904940000
2013-01-14,56052360000
2013-01-15,56183399999
2013-01-16,56232540000
2013-01-17,56134260000
2013-01-18,56445480000
2013-01-22,57084300000
2013-01-23,57166200000
2013-01-24,58656780000
2013-01-25,60098220000
2013-01-28,59639579999
2013-01-29,59852520000
2013-01-30,59983559999
2013-01-31,59197320000
2013-02-01,60458579999
2013-02-04,59819760000
2013-02-05,59803380000
2013-02-06,59868899999
2013-02-07,59770620000
2013-02-08,60655140000
2013-02-11,60491340000
2013-02-12,59819760000
2013-02-13,59164559999
2013-02-14,59918040000
2013-02-15,59918040000
2013-02-19,60507720000
2013-02-20,60098220000
2013-02-21,60098220000
2013-02-22,60442200000
2013-02-25,59524920000
2013-02-26,59606820000
2013-02-27,60769800000
2013-02-28,60556860000
2013-03-01,60851700000
2013-03-04,60507720000
2013-03-05,61539660000
2013-03-06,61850880000
2013-03-07,61474140000
2013-03-08,61261200000
2013-03-11,61457760000
2013-03-12,62604360000
2013-03-13,63046620000
2013-03-14,63030239999
2013-03-15,63816480000
2013-03-18,63685440000
2013-03-19,64438920000
2013-03-20,65307059999
2013-03-21,65044980000
2013-03-22,66158820000
2013-03-25,65945880000
2013-03-26,66633840000
2013-03-27,66797640000
2013-03-28,67469220000
2013-04-01,67634160000
2013-04-02,68521920000
2013-04-03,67519080000
2013-04-04,67042320000
2013-04-05,66762840000
2013-04-08,66960119999
2013-04-09,67124520000
2013-04-10,67716360000
2013-04-11,67897199999
2013-04-12,68094480000
2013-04-15,66993000000
2013-04-16,67502640000
2013-04-17,67091640000
2013-04-18,66664199999
2013-04-19,67650600000
2013-04-22,68932920000
2013-04-23,69541200000
2013-04-24,68143800000
2013-04-25,66121680000
2013-04-26,66220320000
2013-04-29,65612039999
2013-04-30,65299680000
2013-05-01,65299680000
2013-05-02,65776440000
2013-05-03,66088800000
2013-05-06,65792880000
2013-05-07,65792880000
2013-05-08,65233920000
2013-05-09,65644920000
2013-05-10,66565560000
2013-05-13,67305360000
2013-05-14,69393240000
2013-05-15,72894960000
2013-05-16,70313880000
2013-05-17,71185200000
2013-05-20,71941440000
2013-05-21,72434640000
2013-05-22,76281600000
2013-05-23,77268000000
2013-05-24,77925600000
2013-05-28,78385920000
2013-05-29,76791240000
2013-05-30,77300880000
2013-05-31,75640440000
2013-06-03,78237960000
2013-06-04,76988520000
2013-06-05,75903480000
2013-06-06,77268000000
2013-06-07,78090000000
2013-06-10,77777640000
2013-06-11,77744760000
2013-06-12,76561080000
2013-06-13,77547480000
2013-06-14,76939200000
2013-06-17,76347360000
2013-06-18,77021400000
2013-06-19,75706200000
2013-06-20,73289520000
2013-06-21,75180120000
2013-06-24,74752680000
2013-06-25,74275920000
2013-06-26,76396680000
2013-06-27,76117200000
2013-06-28,73470360000
2013-07-01,73773720000
2013-07-02,72407540000
2013-07-03,71304720000
2013-07-05,72720280000
2013-07-08,72374620000
2013-07-09,73312840000
2013-07-10,73839560000
2013-07-11,75765380000
2013-07-12,75403260000
2013-07-15,74333360000
2013-07-16,74053540000
2013-07-17,73263460000
2013-07-18,72341700000
2013-07-19,72736740000
2013-07-22,74070000000
2013-07-23,74382740000
2013-07-24,73395140000
2013-07-25,72308780000
2013-07-26,72786120000
2013-07-29,72028960000
2013-07-30,71321180000
2013-07-31,71173040000
2013-08-01,72407540000
2013-08-02,72160640000
2013-08-05,71798520000
2013-08-06,72654440000
2013-08-07,71996040000
2013-08-08,72424000000
2013-08-09,71913740000
2013-08-12,70959060000
2013-08-13,71321180000
2013-08-14,70662780000
2013-08-15,69099080000
2013-08-16,68605280000
2013-08-19,69049700000
2013-08-20,68424220000
2013-08-21,68012720000
2013-08-22,68572359999
2013-08-23,69527040000
2013-08-26,69823320000
2013-08-27,68588820000
2013-08-28,69181380000
2013-08-29,68786340000
2013-08-30,68621740000
2013-09-03,68671120000
2013-09-04,69115540000
2013-09-05,68671120000
2013-09-06,68950940000
2013-09-09,69625800000
2013-09-10,69987920000
2013-09-11,71205960000
2013-09-12,71897280000
2013-09-13,71699760000
2013-09-16,74300440000
2013-09-17,74728400000
2013-09-18,76571920000
2013-09-19,78234380000
2013-09-20,76999880000
2013-09-23,76621300000
2013-09-24,77065720000
2013-09-25,76720060000
2013-09-26,77246780000
2013-09-27,76045200000
2013-09-30,76269440000
2013-10-01,77851520000
2013-10-02,77340640000
2013-10-03,76730880000
2013-10-04,78312960000
2013-10-07,77488960000
2013-10-08,76796800000
2013-10-09,76483680000
2013-10-10,78840320000
2013-10-11,78576640000
2013-10-14,78560160000
2013-10-15,78098720000
2013-10-16,80422400000
2013-10-17,81856160000
2013-10-18,81938560000
2013-10-21,81196960000
2013-10-22,81955040000
2013-10-23,80686080000
2013-10-24,81361760000
2013-10-25,80372960000
2013-10-28,85728960000
2013-10-29,87871360000
2013-10-30,87558240000
2013-10-31,86552960000
2013-11-01,86487040000
2013-11-04,87409920000
2013-11-05,86552960000
2013-11-06,85761920000
2013-11-07,84542400000
2013-11-08,86272800000
2013-11-11,86651840000
2013-11-12,86585920000
2013-11-13,85465280000
2013-11-14,86915520000
2013-11-15,86388160000
2013-11-18,85465280000
2013-11-19,85663040000
2013-11-20,85349920000
2013-11-21,86272800000
2013-11-22,88019680000
2013-11-25,87096800000
