,IDXX
2014-02-14,6400508000
2014-02-18,6483095200
2014-02-19,6456770530
2014-02-20,6520775610
2014-02-21,6433542880
2014-02-24,6474836480
2014-02-25,6479998180
2014-02-26,6510452210
2014-02-27,6521807950
2014-02-28,6498580300
2014-03-03,6430445860
2014-03-04,6508387530
2014-03-05,6503742000
2014-03-06,6538325390
2014-03-07,6541422410
2014-03-10,6583748350
2014-03-11,6585813030
2014-03-12,6620396420
2014-03-13,6508387530
2014-03-14,6602330470
2014-03-17,6383990560
2014-03-18,6449027980
2014-03-19,6387087580
2014-03-20,6376764180
2014-03-21,6284369750
2014-03-24,6283337410
2014-03-25,6306565060
2014-03-26,6274046350
2014-03-27,6274046350
2014-03-28,6276111030
2014-03-31,6206575000
2014-04-01,6219356250
2014-04-02,6253610000
2014-04-03,6349725000
2014-04-04,6234693750
2014-04-07,6136022500
2014-04-08,6184591250
2014-04-09,6264857500
2014-04-10,6116595000
2014-04-11,6007187500
2014-04-14,6052688750
2014-04-15,6039907500
2014-04-16,6045020000
2014-04-17,6029682500
2014-04-21,6049621250
2014-04-22,6071093750
2014-04-23,6128865000
2014-04-24,6168231250
2014-04-25,6326718750
2014-04-28,6344101250
2014-04-29,6467823750
2014-04-30,6464245000
2014-05-01,6529685000
2014-05-02,6563427500
2014-05-05,6640115000
2014-05-06,6642671250
2014-05-07,6614552500
2014-05-08,6689706250
2014-05-09,6712712500
2014-05-12,6772017500
2014-05-13,6588990000
2014-05-14,6542977500
2014-05-15,6482138750
2014-05-16,6497476250
2014-05-19,6529173750
2014-05-20,6521505000
2014-05-21,6525595000
2014-05-22,6556270000
2014-05-23,6574163750
2014-05-27,6605349999
2014-05-28,6520993750
2014-05-29,6549112500
2014-05-30,6568539999
2014-06-02,6603816249
2014-06-03,6637558750
2014-06-04,6685616250
2014-06-05,6695841250
2014-06-06,6715268750
2014-06-09,6686638750
2014-06-10,6681015000
2014-06-11,6745432500
2014-06-12,6698397500
2014-06-13,6696352499
2014-06-16,6661076250
2014-06-17,6683060000
2014-06-18,6715268750
2014-06-19,6682037499
2014-06-20,6745432500
2014-06-23,6780197500
2014-06-24,6870177500
2014-06-25,6895740000
2014-06-26,6859441249
2014-06-27,6835923750
2014-06-30,6644372865
2014-07-01,6800570595
2014-07-02,6740877195
2014-07-03,6785647245
2014-07-07,6716004945
2014-07-08,6664270665
2014-07-09,6680686350
2014-07-10,6635418854
2014-07-11,6646362645
2014-07-14,6729933405
2014-07-15,6606567045
2014-07-16,6537919635
2014-07-17,6476733899
2014-07-18,6528965625
2014-07-21,6464795220
2014-07-22,6543888975
2014-07-23,6641388195
2014-07-24,6618505725
2014-07-25,6420025170
2014-07-28,6436938300
2014-07-29,6380727015
2014-07-30,6303125595
2014-07-31,6192195360
2014-08-01,6201646815
2014-08-04,6283725240
2014-08-05,6255868320
2014-08-06,6278253345
2014-08-07,6281238015
2014-08-08,6361326660
2014-08-11,6262832550
2014-08-12,6300140925
2014-08-13,6346652032
2014-08-14,6332474850
2014-08-15,6284720130
2014-08-18,6335956965
2014-08-19,6406096710
2014-08-20,6210103380
2014-08-21,6088229355
2014-08-22,6123547950
2014-08-25,6193687695
2014-08-26,6211595715
2014-08-27,6168318000
2014-08-28,6153892095
2014-08-29,6166825665
2014-09-02,6169312890
2014-09-03,6303623040
2014-09-04,6293176695
2014-09-05,6246416865
2014-09-08,6214580385
2014-09-09,6212590605
2014-09-10,6200651925
2014-09-11,6174287340
2014-09-12,6152399760
2014-09-15,6057885210
2014-09-16,6104147595
2014-09-17,6014110050
2014-09-18,5958893655
2014-09-19,5809162710
2014-09-22,5704201815
2014-09-23,5733053625
2014-09-24,5905169595
2014-09-25,5835527295
2014-09-26,5857912320
2014-09-29,5945462640
2014-09-30,5626382500
2014-10-01,5775840000
2014-10-02,5804490000
2014-10-03,5823112500
2014-10-06,5827887500
2014-10-07,5801625000
2014-10-08,5872295000
2014-10-09,5770110000
2014-10-10,5729522500
2014-10-13,5656226250
2014-10-14,5625427500
2014-10-15,5618742500
2014-10-16,5643572500
2014-10-17,5698962500
2014-10-20,5757695000
2014-10-21,5940100000
2014-10-22,5956335000
2014-10-23,6033212500
2014-10-24,6455799999
2014-10-27,6625790000
2014-10-28,6808672500
2014-10-29,6778112499
2014-10-30,6821565000
2014-10-31,6764742499
2014-11-03,6820132500
2014-11-04,6889847500
2014-11-05,6881252500
2014-11-06,6967202500
2014-11-07,6931390000
2014-11-10,7027845000
2014-11-11,7267072500
2014-11-12,7300020000
2014-11-13,7281875000
2014-11-14,7173005000
2014-11-17,7134327500
2014-11-18,7161067500
2014-11-19,7094695000
2014-11-20,7060315000
2014-11-21,7055062500
2014-11-24,7142922500
2014-11-25,7072730000
2014-11-26,7111885000
2014-11-28,7131462500
2014-12-01,7045512500
2014-12-02,7118092500
2014-12-03,7098037500
2014-12-04,7101141250
2014-12-05,7096605000
2014-12-08,7059360000
2014-12-09,7127165000
2014-12-10,7021160000
2014-12-11,7119047500
2014-12-12,7108065000
2014-12-15,6995375000
2014-12-16,6845917500
2014-12-17,6899875000
2014-12-18,7066044999
2014-12-19,7078460000
2014-12-22,7089919999
2014-12-23,7030232499
2014-12-24,7099470000
2014-12-26,7097559999
2014-12-29,7174437500
2014-12-30,7148174999
2014-12-31,6989447800
2015-01-02,6945136200
2015-01-05,6897053400
2015-01-06,6919209200
2015-01-07,7058743600
2015-01-08,7110126200
2015-01-09,7070528600
2015-01-12,7130867800
2015-01-13,7353840000
2015-01-14,7563612999
2015-01-15,7463676200
2015-01-16,7518358600
2015-01-20,7542400000
2015-01-21,7534386200
2015-01-22,7794127600
2015-01-23,7875208400
2015-01-26,7829954000
2015-01-27,7772443200
2015-01-28,7642572500
2015-01-29,7698904800
2015-01-30,7467918799
2015-02-02,7460376400
2015-02-03,7396737400
2015-02-04,7324141800
2015-02-05,7352897199
2015-02-06,7294443600
2015-02-09,7206291800
2015-02-10,7273702000
2015-02-11,7413707800
2015-02-12,7417950400
2015-02-13,7499031200
2015-02-17,7354311400
2015-02-18,7385895200
2015-02-19,7379295600
2015-02-20,7455191000
2015-02-23,7469804400
2015-02-24,7400508600
2015-02-25,7405222600
2015-02-26,7449534200
2015-02-27,7392966200
2015-03-02,7516944400
2015-03-03,7411822199
2015-03-04,7427849800
2015-03-05,7442934599
2015-03-06,7284544200
2015-03-09,7185078799
2015-03-10,7093627199
2015-03-11,7069585800
2015-03-12,7086084800
2015-03-13,7023860000
2015-03-16,7185550200
2015-03-17,7150195200
2015-03-18,7148781000
2015-03-19,7280772999
2015-03-20,7202992000
2015-03-23,7279830200
2015-03-24,7192149800
2015-03-25,7075714000
2015-03-26,7078071000
2015-03-27,7220433799
2015-03-30,7359025400
2015-03-31,7212980159
2015-04-01,7085977920
2015-04-02,7147611360
2015-04-06,7147611360
2015-04-07,7053760440
2015-04-08,7163019720
2015-04-09,7133603760
2015-04-10,7170023520
2015-04-13,7135004520
2015-04-14,7088312520
2015-04-15,7050025080
2015-04-16,7096717080
2015-04-17,6976718639
2015-04-20,7102787040
2015-04-21,7247532240
2015-04-22,7282551240
2015-04-23,7442704800
2015-04-24,7659822600
2015-04-27,7520213520
2015-04-28,6236183520
2015-04-29,6097041360
2015-04-30,5853776040
2015-05-01,6206767560
2015-05-04,6094239840
2015-05-05,5928016320
2015-05-06,5971906800
2015-05-07,6082099920
2015-05-08,6079298399
2015-05-11,6095173680
2015-05-12,6148869480
2015-05-13,6104512080
2015-05-14,6223109760
2015-05-15,6314626080
2015-05-18,6328633680
2015-05-19,6319762200
2015-05-20,6403340879
2015-05-21,6444896760
2015-05-22,6477114240
2015-05-26,6434624520
2015-05-27,6412679280
2015-05-28,6352446600
2015-05-29,6331435200
2015-06-01,6328166760
2015-06-02,6259996440
2015-06-03,6171281639
2015-06-04,6182487720
2015-06-05,6125990399
2015-06-08,6116185080
2015-06-09,6035407920
2015-06-10,6083500680
2015-06-11,6107313600
2015-06-12,6052683960
2015-06-15,6183888480
2015-06-16,6203966040
2015-06-17,6200697600
2015-06-18,6281007840
2015-06-19,6210036000
2015-06-22,6210969840
2015-06-23,6141865680
2015-06-24,6049415520
2015-06-25,6012061920
2015-06-26,5947626960
2015-06-29,5931751680
2015-06-30,5897288160
2015-07-01,5804424720
2015-07-02,5737305600
2015-07-06,5754774960
2015-07-07,5759372160
2015-07-08,5696850240
2015-07-09,5780519280
2015-07-10,5892690960
2015-07-13,5967165600
2015-07-14,5950615680
2015-07-15,5895449280
2015-07-16,5868785520
2015-07-17,5815458000
2015-07-20,5829249600
2015-07-21,5883496560
2015-07-22,6469179840
2015-07-23,6164845200
2015-07-24,6093128880
2015-07-27,6095887200
2015-07-28,6053592960
2015-07-29,6110598239
2015-07-30,6559284960
2015-07-31,6687087120
2015-08-03,6819486480
2015-08-04,6753286800
2015-08-05,6906833280
2015-08-06,6915108239
2015-08-07,7038313200
2015-08-10,7122901680
2015-08-11,7100835120
2015-08-12,7091640720
2015-08-13,7094399040
2015-08-14,7135773840
2015-08-17,7232315040
2015-08-18,7208409600
2015-08-19,7190940239
2015-08-20,6972113520
2015-08-21,6822244800
2015-08-24,6515151840
2015-08-25,6430563360
2015-08-26,6613531920
2015-08-27,6750528480
2015-08-28,6731220239
2015-08-31,6571237680
2015-09-01,6485729760
2015-09-02,6703637040
2015-09-03,6709153680
2015-09-04,6671456640
2015-09-08,6873733440
2015-09-09,6836036399
2015-09-10,6926141520
2015-09-11,7019924399
2015-09-14,6960160800
2015-09-15,7074171360
2015-09-16,7076010239
2015-09-17,7164276480
2015-09-18,7046588160
2015-09-21,7029118800
2015-09-22,7002455040
2015-09-23,7047507600
2015-09-24,6995099520
2015-09-25,6853505760
2015-09-28,6661342800
2015-09-29,6622726320
2015-09-30,6744944250
2015-10-01,6693164880
2015-10-02,6863945960
2015-10-05,6813983410
2015-10-06,6513299700
2015-10-07,6598690240
2015-10-08,6649561200
2015-10-09,6726776050
2015-10-12,6832151609
2015-10-13,6607774340
2015-10-14,6501490369
2015-10-15,6664095760
2015-10-16,6694981700
2015-10-19,6742219020
2015-10-20,6746761070
2015-10-21,6784005880
2015-10-22,6658645300
2015-10-23,6814891820
2015-10-26,6898465540
2015-10-27,6971138340
2015-10-28,6260761720
2015-10-29,6355236359
2015-10-30,6233509420
2015-11-02,6322533599
2015-11-03,6361595230
2015-11-04,6397023220
2015-11-05,6422458700
2015-11-06,6407924140
2015-11-09,6420641880
2015-11-10,6436084849
2015-11-11,6335251340
2015-11-12,6105423609
2015-11-13,6082713359
2015-11-16,6169920720
2015-11-17,6193539380
2015-11-18,6210799170
2015-11-19,6273479460
2015-11-20,6288922430
2015-11-23,6275296280
2015-11-24,6268937410
2015-11-25,6380671840
2015-11-27,6419733470
2015-11-30,6433359619
2015-12-01,6498765140
2015-12-02,6529651080
2015-12-03,6360686820
2015-12-04,6395206400
2015-12-07,6376129790
2015-12-08,6317083140
2015-12-09,6268937410
2015-12-10,6272571050
2015-12-11,6218066450
2015-12-14,6251677619
2015-12-15,6286197200
2015-12-16,6342518619
2015-12-17,6343427030
2015-12-18,6355236359
2015-12-21,6480596940
2015-12-22,6558720200
2015-12-23,6583247270
2015-12-24,6626850950
2015-12-28,6736768560
2015-12-29,6749486300
2015-12-30,6719508770
2015-12-31,6557258080
2016-01-04,6395394880
2016-01-05,6459240920
2016-01-06,6413379679
2016-01-07,6277594440
2016-01-08,6213748399
2016-01-11,6157096280
2016-01-12,6228136240
2016-01-13,6060877600
2016-01-14,6123824399
2016-01-15,6035698880
2016-01-19,6020411800
2016-01-20,5973651320
2016-01-21,5897215920
2016-01-22,5967356640
2016-01-25,5923293880
2016-01-26,5916099960
2016-01-27,5862145560
2016-01-28,5815385080
2016-01-29,6307269360
2016-02-01,6420573600
2016-02-02,6424170560
2016-02-03,6425969039
2016-02-04,6377410080
2016-02-05,6388200960
2016-02-08,6256911920
2016-02-09,6158894760
2016-02-10,6264105840
2016-02-11,6049187480
2016-02-12,6101343399
2016-02-16,6241624840
2016-02-17,6431364480
2016-02-18,6351332120
2016-02-19,6415178160
2016-02-22,6422372080
2016-02-23,6447550800
2016-02-24,6479923440
2016-02-25,6578839840
2016-02-26,6607615520
2016-02-29,6578839840
2016-03-01,6787463520
2016-03-02,6797355160
2016-03-03,6789262000
2016-03-04,6872891320
2016-03-07,6993389480
2016-03-08,6940334320
2016-03-09,7005978840
2016-03-10,6961016840
2016-03-11,7027560600
2016-03-14,7030258320
2016-03-15,6927744960
2016-03-16,6686748640
2016-03-17,6710128880
2016-03-18,6784765800
2016-03-21,6848611840
2016-03-22,6888178399
2016-03-23,6785665039
2016-03-24,6797355160
2016-03-28,6821634640
2016-03-29,7025762120
2016-03-30,6991591000
2016-03-31,7035015679
2016-04-01,7129330880
2016-04-04,7163464000
2016-04-05,7113162560
2016-04-06,7200291840
2016-04-07,7229035520
2016-04-08,7234424960
2016-04-11,7215561920
2016-04-12,7216460160
2016-04-13,7226340800
2016-04-14,7169751679
2016-04-15,7161667520
2016-04-18,7179632320
2016-04-19,7214663679
2016-04-20,7274845760
2016-04-21,7251491520
2016-04-22,7285624640
2016-04-25,7295505280
2016-04-26,7351196160
2016-04-27,7359280320
2016-04-28,7256880960
2016-04-29,7576654399
2016-05-02,7660190720
2016-05-03,7648513600
2016-05-04,7635040000
2016-05-05,7736541120
2016-05-06,7777860160
2016-05-09,7832652800
2016-05-10,7887445440
2016-05-11,7825466880
2016-05-12,7828161600
2016-05-13,7785046080
2016-05-16,7945831039
2016-05-17,7835347520
2016-05-18,7934153920
2016-05-19,7920680320
2016-05-20,7991641280
2016-05-23,7915290880
2016-05-24,8103921280
2016-05-25,8091345920
2016-05-26,8060805760
2016-05-27,8090447679
2016-05-31,7865887679
2016-06-01,7920680320
2016-06-02,7984455360
2016-06-03,7913494399
2016-06-06,7908104960
2016-06-07,7977269440
2016-06-08,7983557120
2016-06-09,8106616000
2016-06-10,7983557120
2016-06-13,7987150080
2016-06-14,8045535679
2016-06-15,7993437760
2016-06-16,7995234240
2016-06-17,7873971840
2016-06-20,8006013120
2016-06-21,8053619840
2016-06-22,8087752960
2016-06-23,8234166080
2016-06-24,7882954240
2016-06-27,7780554880
2016-06-28,7952118720
2016-06-29,8183864640
2016-06-30,8347556840
2016-07-01,8366434579
2016-07-05,8394301720
2016-07-06,8411381579
2016-07-07,8437450840
2016-07-08,8536334239
2016-07-11,8503972399
2016-07-12,8469812680
2016-07-13,8418573100
2016-07-14,8379019739
2016-07-15,8404190060
2016-07-18,8428461440
2016-07-19,8455429640
2016-07-20,8562403500
2016-07-21,8473408440
2016-07-22,8489589360
2016-07-25,8366434579
2016-07-26,8423067800
2016-07-27,8339466380
2016-07-28,8379019739
2016-07-29,8431158260
2016-08-01,8405987940
2016-08-02,9517976720
2016-08-03,9705855180
2016-08-04,9706754120
2016-08-05,9802940700
2016-08-08,9764286280
2016-08-09,9976436120
2016-08-10,9878451660
2016-08-11,9974638240
2016-08-12,9958457320
2016-08-15,10060936480
2016-08-16,9972840360
2016-08-17,9961154140
2016-08-18,9963850960
2016-08-19,9993515980
2016-08-22,9929691240
2016-08-23,9949467920
2016-08-24,9866765440
2016-08-25,9880249540
2016-08-26,9901824100
2016-08-29,10076218460
2016-08-30,10163415640
2016-08-31,10129255920
2016-09-01,10172405040
2016-09-02,10256006460
2016-09-06,10243421300
2016-09-07,10316235440
2016-09-08,10265894800
2016-09-09,9885643180
2016-09-12,10035766160
2016-09-13,9723833980
2016-09-14,9759791580
2016-09-15,9848786640
2016-09-16,9846988760
2016-09-19,9945872160
2016-09-20,10052846020
2016-09-21,10074420580
2016-09-22,10166112460
2016-09-23,10010595840
2016-09-26,9974638240
2016-09-27,10182293380
2016-09-28,10194878540
2016-09-29,10056441780
2016-09-30,10066112620
2016-10-03,10100937280
2016-10-04,10083971420
2016-10-05,10083078480
2016-10-06,10100044340
2016-10-07,10297384080
2016-10-10,10450969760
2016-10-11,10075934960
2016-10-12,9976818620
2016-10-13,9887524620
2016-10-14,9920563400
2016-10-17,9935743380
2016-10-18,10051825580
2016-10-19,10070577320
2016-10-20,10006285640
2016-10-21,9865201120
2016-10-24,10124153720
2016-10-25,9909848120
2016-10-26,9524990980
2016-10-27,9367833540
2016-10-28,9380334700
2016-10-31,9566959160
2016-11-01,9284790120
2016-11-02,9415159360
2016-11-03,9382120580
2016-11-04,9483915740
2016-11-07,9691077820
2016-11-08,9773228300
2016-11-09,9742868340
2016-11-10,9711615440
2016-11-11,9748225980
2016-11-14,9759834200
2016-11-15,10098258460
2016-11-16,10067898500
2016-11-17,10285775860
2016-11-18,10369712220
2016-11-21,10584910760
2016-11-22,10704564720
2016-11-23,10729567040
2016-11-25,10739389380
2016-11-28,10668847120
2016-11-29,10745639960
2016-11-30,10505439100
2016-12-01,10194695980
2016-12-02,10231306520
2016-12-05,10188445400
2016-12-06,10333101680
2016-12-07,10538477880
2016-12-08,10607234260
2016-12-09,10558122560
2016-12-12,10741175260
2016-12-13,10789394020
2016-12-14,10694742380
2016-12-15,10707243540
2016-12-16,10664382420
2016-12-19,10628664820
2016-12-20,10572409600
2016-12-21,10675990640
2016-12-22,10634022460
2016-12-23,10704564720
2016-12-27,10692956500
2016-12-28,10514368500
2016-12-29,10543835520
2016-12-30,10471507380
2017-01-03,10362559200
2017-01-04,10217166150
2017-01-05,10218047320
2017-01-06,10429528120
2017-01-09,10487685340
2017-01-10,10636603070
2017-01-11,10672731040
2017-01-12,10630434880
2017-01-13,10644533600
2017-01-17,10574921170
2017-01-18,10477111300
2017-01-19,10598712760
2017-01-20,10475348960
2017-01-23,10374895580
2017-01-24,10442745670
2017-01-25,10697403800
2017-01-26,10539674370
2017-01-27,10720314220
2017-01-30,10618098500
2017-01-31,10779352610
2017-02-01,10820767600
2017-02-02,12254431190
2017-02-03,12514376340
2017-02-06,12513495170
2017-02-07,12612186210
2017-02-08,12434189870
2017-02-09,12522306870
2017-02-10,12497634110
2017-02-13,12486178899
2017-02-14,12477367200
2017-02-15,12489703580
2017-02-16,12508208149
2017-02-17,12532880910
2017-02-21,12547860800
2017-02-22,12534643250
2017-02-23,12602493340
2017-02-24,12606018020
2017-02-27,12654482370
2017-02-28,12771677980
2017-03-01,12954080170
2017-03-02,12873893700
2017-03-03,12964654210
2017-03-06,12960248360
2017-03-07,12955842510
2017-03-08,12942624960
2017-03-09,13165560970
2017-03-10,13242222760
2017-03-13,13358537200
2017-03-14,13324171570
2017-03-15,13541820560
2017-03-16,13360299540
2017-03-17,13389378149
2017-03-20,13353250180
2017-03-21,13227242870
2017-03-22,13471326960
2017-03-23,13472208129
2017-03-24,13547107580
2017-03-27,13566493320
2017-03-28,13553275770
2017-03-29,13633462240
2017-03-30,13615838840
2017-03-31,13606298440
2017-04-03,13665261120
2017-04-04,13651180480
2017-04-05,13615978880
2017-04-06,13601898240
2017-04-07,13682861920
2017-04-10,13603658320
2017-04-11,13613338760
2017-04-12,13570216799
2017-04-13,13517414400
2017-04-17,13665261120
2017-04-18,13700462720
2017-04-19,13823668320
2017-04-20,14038398080
2017-04-21,14003196480
2017-04-24,14245207480
2017-04-25,14294489720
2017-04-26,14328811280
2017-04-27,14323531040
2017-04-28,14760910920
2017-05-01,14408894920
2017-05-02,14408894920
2017-05-03,14105281120
2017-05-04,14121121840
2017-05-05,14298009880
2017-05-08,14226726640
2017-05-09,14261928240
2017-05-10,14345532040
2017-05-11,14359612679
2017-05-12,14364012880
2017-05-15,14474897920
2017-05-16,14496018880
2017-05-17,14172164160
2017-05-18,14220566360
2017-05-19,14224086520
2017-05-22,14342011880
2017-05-23,14450256799
2017-05-24,14485458400
2017-05-25,14731869600
2017-05-26,14745950240
2017-05-30,14778511720
2017-05-31,14818993559
2017-06-01,14806673000
2017-06-02,14948359440
2017-06-05,14959799960
2017-06-06,15038123520
2017-06-07,15131407760
2017-06-08,15078605360
2017-06-09,14481938240
2017-06-12,13923992880
2017-06-13,14195045200
2017-06-14,14136082520
2017-06-15,14130802280
2017-06-16,14143122840
2017-06-19,14466097520
2017-06-20,14610424080
2017-06-21,14662346440
2017-06-22,14654426080
2017-06-23,14727469400
2017-06-26,14606023880
2017-06-27,14295369760
2017-06-28,14489858600
2017-06-29,14128162160
2017-06-30,14130222539
2017-07-03,13946394840
2017-07-05,14126721060
2017-07-06,13941142620
2017-07-07,14131097910
2017-07-10,14138100870
2017-07-11,14156483640
2017-07-12,14411216310
2017-07-13,14320177830
2017-07-14,14574910500
2017-07-17,14533768110
2017-07-18,14489999610
2017-07-19,14686957860
2017-07-20,14644064730
2017-07-21,14585414940
2017-07-24,14897046660
2017-07-25,14579287350
2017-07-26,14603797710
2017-07-27,14391082800
2017-07-28,14664198240
2017-07-31,14571409020
2017-08-01,13540223160
2017-08-02,13236469770
2017-08-03,13488576330
2017-08-04,13358146200
2017-08-07,13611128130
2017-08-08,13548101490
2017-08-09,13525341870
2017-08-10,13223339220
2017-08-11,13394911740
2017-08-14,13596246840
2017-08-15,13539347789
2017-08-16,13586617770
2017-08-17,13296870300
2017-08-18,13169066280
2017-08-21,13166440170
2017-08-22,13377404340
2017-08-23,13446558570
2017-08-24,13355520090
2017-08-25,13225089960
2017-08-28,13169066280
2017-08-29,13158561840
2017-08-30,13367775270
2017-08-31,13605875910
2017-09-01,13566484260
2017-09-05,13639139970
2017-09-06,13731929190
2017-09-07,13826469149
2017-09-08,13786202130
2017-09-11,14026053510
2017-09-12,13916632260
2017-09-13,13918383000
2017-09-14,13900875600
2017-09-15,13915756890
2017-09-18,14189747700
2017-09-19,14052314610
2017-09-20,13872863760
2017-09-21,13634763120
2017-09-22,13787077500
2017-09-25,13526217240
2017-09-26,13414169880
2017-09-27,13695163649
2017-09-28,13513086690
2017-09-29,13611128130
2017-10-02,13740901589
2017-10-03,13498728800
2017-10-04,13761884070
2017-10-05,13823082970
2017-10-06,13898270190
2017-10-09,13838819830
2017-10-10,13754889910
2017-10-11,13820460160
2017-10-12,14142191520
2017-10-13,13953349200
2017-10-16,13861550850
2017-10-17,13988320000
2017-10-18,14254972350
2017-10-19,14126454660
2017-10-20,14400101170
2017-10-23,14375621610
2017-10-24,14224372899
2017-10-25,14166671080
2017-10-26,14359884750
2017-10-27,14720083990
2017-10-30,14373873070
2017-10-31,14527744589
2017-11-01,13921875480
2017-11-02,13274041410
2017-11-03,13594024230
2017-11-06,13244316230
2017-11-07,13121044160
2017-11-08,13120169890
2017-11-09,13130661130
2017-11-10,12911219360
2017-11-13,12920836330
2017-11-14,13073833580
2017-11-15,13236447800
2017-11-16,13470752160
2017-11-17,13540693760
2017-11-20,13586155800
2017-11-21,13602766930
2017-11-22,13469003620
2017-11-24,13534573870
2017-11-27,13588778610
2017-11-28,13552933540
2017-11-29,13463758000
2017-11-30,13674457070
2017-12-01,13551185000
2017-12-04,13927121100
2017-12-05,13969086060
2017-12-06,13987445730
2017-12-07,13969086060
2017-12-08,14038153390
2017-12-11,13962091899
2017-12-12,13924498290
2017-12-13,13830951399
2017-12-14,13573041750
2017-12-15,13691068200
2017-12-18,13752267100
2017-12-19,13760135529
2017-12-20,13872916360
2017-12-21,13750518560
2017-12-22,13782866550
2017-12-26,13732158890
2017-12-27,13698936630
2017-12-28,13882533330
2017-12-29,13671834260
2018-01-02,13781705110
2018-01-03,14151988550
2018-01-04,14318790760
2018-01-05,14549344600
2018-01-08,14416601480
2018-01-09,14473366630
2018-01-10,14509172339
2018-01-11,14978139810
2018-01-12,15129222440
2018-01-16,15378989100
2018-01-17,15663688160
2018-01-18,15632249000
2018-01-19,15774598530
2018-01-22,15802544449
2018-01-23,15914328130
2018-01-24,16075890480
2018-01-25,16219986630
2018-01-26,16333516930
2018-01-29,16311684180
2018-01-30,16295091290
2018-01-31,16334390240
2018-02-01,16937847449
2018-02-02,16275005160
2018-02-05,15751019160
2018-02-06,15723946550
2018-02-07,15442740730
2018-02-08,14783391680
2018-02-09,15103896449
2018-02-12,15288164860
2018-02-13,15316984089
2018-02-14,15567624060
2018-02-15,15846209949
2018-02-16,15936160880
2018-02-20,15995545960
2018-02-21,16063664140
2018-02-22,16056677660
2018-02-23,16384168910
2018-02-26,16251425790
2018-02-27,16416481380
2018-02-28,16350983130
2018-03-01,15938780810
2018-03-02,16223479870
2018-03-05,16692447339
2018-03-06,16644415290
2018-03-07,16978893019
2018-03-08,17243505950
2018-03-09,17743039270
2018-03-12,17846089850
2018-03-13,17861809430
2018-03-14,17778844980
2018-03-15,17760505470
2018-03-16,17879275630
2018-03-19,17384108860
2018-03-20,17529078320
2018-03-21,17486286130
2018-03-22,16931734280
2018-03-23,16619962610
2018-03-26,17230406300
2018-03-27,16671487900
2018-03-28,16487219490
2018-03-29,16714280089
2018-04-02,16236686480
2018-04-03,16418524840
2018-04-04,16602973320
2018-04-05,16607323520
2018-04-06,16144462240
2018-04-09,16281058520
2018-04-10,16814393040
2018-04-11,16740439640
2018-04-12,16897046840
2018-04-13,16685627120
2018-04-16,17019722480
2018-04-17,17367738480
2018-04-18,17473883360
2018-04-19,17211131280
2018-04-20,17118037000
2018-04-23,17194600520
2018-04-24,16865725400
2018-04-25,16931848440
2018-04-26,17319016240
2018-04-27,17156318760
2018-04-30,16921407960
2018-05-01,16971000240
2018-05-02,16806562679
2018-05-03,17033643120
2018-05-04,18462248800
2018-05-07,18055940120
2018-05-08,17832339840
2018-05-09,17976766480
2018-05-10,18192536400
2018-05-11,18390905520
2018-05-14,18347403520
2018-05-15,18176875680
2018-05-16,17350337680
2018-05-17,17017112360
2018-05-18,17466923040
2018-05-21,17504334760
2018-05-22,17399929960
2018-05-23,17762736640
2018-05-24,17606999480
2018-05-25,17722714800
2018-05-29,17857571000
2018-05-30,18190796320
2018-05-31,18115102840
2018-06-01,18737181440
2018-06-04,19037345240
2018-06-05,18919019800
2018-06-06,19098248040
2018-06-07,18970352160
2018-06-08,19116518880
2018-06-11,19233974280
2018-06-12,19344469360
2018-06-13,19365350320
2018-06-14,19669864320
2018-06-15,19828211600
2018-06-18,19684655000
2018-06-19,19608961520
2018-06-20,19574159920
2018-06-21,19307057640
2018-06-22,19393191600
2018-06-25,18922499960
2018-06-26,18909449360
2018-06-27,18509230960
2018-06-28,18920759880
2018-06-29,18961651760
2018-07-02,19197367680
2018-07-03,18983947920
2018-07-05,19245951040
2018-07-06,19566080680
2018-07-09,19911369560
2018-07-10,20309579600
2018-07-11,20314784960
2018-07-12,20601079760
2018-07-13,20660941400
2018-07-16,20640987520
2018-07-17,20803221240
2018-07-18,20743359600
2018-07-19,21066091920
2018-07-20,21527633840
2018-07-23,21563203800
2018-07-24,21521560920
2018-07-25,21787034280
2018-07-26,21513752880
2018-07-27,20931620120
2018-07-30,20627106560
2018-07-31,21249147080
2018-08-01,20487429400
2018-08-02,20890844800
2018-08-03,21050475840
2018-08-06,21073899960
2018-08-07,21300333120
2018-08-08,21361062320
2018-08-09,21223120280
2018-08-10,21126821120
2018-08-13,20870890920
2018-08-14,21113807720
2018-08-15,20957646920
2018-08-16,21104264560
2018-08-17,21125086000
2018-08-20,21036594880
2018-08-21,21040065120
2018-08-22,21332432840
2018-08-23,21339373320
2018-08-24,21645622000
2018-08-27,21805253040
2018-08-28,21836485200
2018-08-29,22075931760
2018-08-30,21990910880
2018-08-31,22039494240
2018-09-04,21775756000
2018-09-05,21311611400
2018-09-06,21191020560
2018-09-07,21042667800
2018-09-10,21351519160
2018-09-11,21032257080
2018-09-12,21311611400
2018-09-13,21627403240
2018-09-14,21510282640
2018-09-17,21076502640
2018-09-18,21274306320
2018-09-19,20899520400
2018-09-20,20996687120
2018-09-21,20919474280
2018-09-24,21056548760
2018-09-25,21328095040
2018-09-26,21202298840
2018-09-27,21574482080
2018-09-28,21659502960
2018-10-01,21501460680
