,UST
2014-05-02,10301326.0
2014-05-05,10284234.0
2014-05-06,10319387.0
2014-05-07,10325246.0
2014-05-08,10352587.0
2014-05-09,10338917.0
2014-05-12,10298294.0
2014-05-13,10372608.0
2014-05-14,10468433.0
2014-05-15,10542747.0
2014-05-16,10503635.0
2014-05-19,10486696.0
2014-05-20,10559153.0
2014-05-21,10521945.0
2014-05-22,10502362.0
2014-05-23,10535654.0
2014-05-27,10563799.0
2014-05-28,10677536.0
2014-05-29,10648121.0
2014-05-30,10622628.0
2014-06-02,10550691.0
2014-06-03,10446618.0
2014-06-04,10423054.0
2014-06-05,10454472.0
2014-06-06,10440727.0
2014-06-09,10423515.0
2014-06-10,10384188.0
2014-06-11,10401885.0
2014-06-12,10490370.0
2014-06-13,10445144.0
2014-06-16,10469173.0
2014-06-17,10382537.0
2014-06-18,10486894.0
2014-06-19,10445545.0
2014-06-20,10469173.0
2014-06-23,10459762.0
2014-06-24,10548488.0
2014-06-25,10542572.0
2014-06-26,10587921.0
2014-06-27,10589893.0
2014-06-30,10620028.0
2014-07-01,10546977.0
2014-07-02,10460106.0
2014-07-03,10422593.0
2014-07-07,10494075.0
2014-07-08,10583041.0
2014-07-09,10586995.0
2014-07-10,10636421.0
2014-07-11,10666076.0
2014-07-14,10638961.0
2014-07-15,10621144.0
2014-07-16,10650839.0
2014-07-17,10777541.0
2014-07-18,10732007.0
2014-07-21,10752429.0
2014-07-22,10768288.0
2014-07-23,10766305.0
2014-07-24,10696922.0
2014-07-25,10760358.0
2014-07-28,10751084.0
2014-07-29,10784830.0
2014-07-30,10629996.0
2014-07-31,10616100.0
2014-08-01,10753070.0
2014-08-04,10767533.0
2014-08-05,10783435.0
2014-08-06,10797349.0
2014-08-07,10906674.0
2014-08-08,10876858.0
2014-08-11,10891523.0
2014-08-12,10857686.0
2014-08-13,10917398.0
2014-08-14,10963178.0
2014-08-15,11044785.0
2014-08-18,11005842.0
2014-08-19,10977939.0
2014-08-20,10920140.0
2014-08-21,10954022.0
2014-08-22,10956015.0
2014-08-25,10984663.0
2014-08-26,10980671.0
2014-08-27,11042540.0
2014-08-28,11076468.0
2014-08-29,11076468.0
2014-09-02,10957446.0
2014-09-03,10983426.0
2014-09-04,10911482.0
2014-09-05,10909483.0
2014-09-08,10900046.0
2014-09-09,10856021.0
2014-09-10,10799990.0
2014-09-11,10769974.0
2014-09-12,10683926.0
2014-09-15,10736306.0
2014-09-16,10734303.0
2014-09-17,10678196.0
2014-09-18,10654151.0
2014-09-19,10728291.0
2014-09-22,10790795.0
2014-09-23,10830925.0
2014-09-24,10539986.0
2014-09-25,10636297.0
2014-09-26,10590148.0
2014-09-29,10670542.0
2014-09-30,10654469.0
2014-10-01,10839310.0
2014-10-02,10773008.0
2014-10-03,10764972.0
2014-10-06,10811520.0
2014-10-07,10944300.0
2014-10-08,11020749.0
2014-10-09,10984537.0
2014-10-10,11046903.0
2014-10-13,11186462.0
2014-10-14,11228767.0
2014-10-15,11369781.0
2014-10-16,11303303.0
2014-10-17,11234810.0
2014-10-20,11275980.0
2014-10-21,11225551.0
2014-10-22,11211430.0
2014-10-23,11116623.0
2014-10-24,11132761.0
2014-10-27,11167750.0
2014-10-28,11111194.0
2014-10-29,11040500.0
2014-10-30,11062718.0
2014-10-31,11030400.0
2014-11-03,11026779.0
2014-11-04,11036891.0
2014-11-05,11034869.0
2014-11-06,10976216.0
2014-11-07,11111724.0
2014-11-10,11045440.0
2014-11-11,11033289.0
2014-11-12,11031264.0
2014-11-13,11065692.0
2014-11-14,11110247.0
2014-11-17,11098532.0
2014-11-18,11128950.0
2014-11-19,11064058.0
2014-11-20,11100560.0
2014-11-21,11137062.0
2014-11-24,11184269.0
2014-11-25,11241124.0
2014-11-26,11277674.0
2014-11-28,11367018.0
2014-12-01,11341356.0
2014-12-02,11231562.0
2014-12-03,11229529.0
2014-12-04,11302725.0
2014-12-05,11188864.0
2014-12-08,11278886.0
2014-12-09,11352178.0
2014-12-10,11453973.0
2014-12-11,11419363.0
2014-12-12,11602594.0
2014-12-15,11538362.0
2014-12-16,11662716.0
2014-12-17,11497591.0
2014-12-18,11365083.0
2014-12-19,11436433.0
2014-12-22,11347308.0
2014-12-23,11165637.0
2014-12-24,11177885.0
2014-12-26,11194215.0
2014-12-29,11272273.0
2014-12-30,11313152.0
2014-12-31,11341767.0
2015-01-02,11450095.0
2015-01-05,11612408.0
2015-01-06,11767950.0
2015-01-07,11749530.0
2015-01-08,11657433.0
2015-01-09,11776136.0
2015-01-12,11871479.0
2015-01-13,11908366.0
2015-01-14,12012879.0
2015-01-15,12219856.0
2015-01-16,12037470.0
2015-01-20,12110667.0
2015-01-21,11995758.0
2015-01-22,11928043.0
2015-01-23,12090148.0
2015-01-26,12052459.0
2015-01-27,12077115.0
2015-01-28,12262031.0
2015-01-29,12175737.0
2015-01-30,12385309.0
2015-02-02,12368547.0
2015-02-03,12168988.0
2015-02-04,12197790.0
2015-02-05,12115498.0
2015-02-06,11837761.0
2015-02-09,11842825.0
2015-02-10,11787205.0
2015-02-11,11772785.0
2015-02-12,11778965.0
2015-02-13,11713046.0
2015-02-17,11555021.0
2015-02-18,11654029.0
2015-02-19,11608650.0
2015-02-20,11579773.0
2015-02-23,11704281.0
2015-02-24,11863312.0
2015-02-25,11894293.0
2015-02-26,11760045.0
2015-02-27,11838528.0
2015-03-02,11675984.0
2015-03-03,11616012.0
2015-03-04,11634624.0
2015-03-05,11651168.0
2015-03-06,11415415.0
2015-03-09,11527531.0
2015-03-10,11633136.0
2015-03-11,11674550.0
2015-03-12,11680762.0
2015-03-13,11676620.0
2015-03-16,11743511.0
2015-03-17,11805711.0
2015-03-18,12044148.0
2015-03-19,11957067.0
2015-03-20,12052441.0
2015-03-23,12097085.0
2015-03-24,12171822.0
2015-03-25,12055564.0
2015-03-26,11901937.0
2015-03-27,11993283.0
2015-03-30,12008765.0
2015-03-31,12064890.0
2015-04-01,12187535.0
2015-04-02,12123095.0
2015-04-06,12151154.0
2015-04-07,12165724.0
2015-04-08,12151154.0
2015-04-09,12059573.0
2015-04-10,12063736.0
2015-04-13,12127203.0
2015-04-14,12185557.0
2015-04-15,12202229.0
2015-04-16,12231406.0
2015-04-17,12266836.0
2015-04-20,12240816.0
2015-04-21,12186561.0
2015-04-22,12046750.0
2015-04-23,12121872.0
2015-04-24,12192821.0
2015-04-27,12183408.0
2015-04-28,12066400.0
2015-04-29,11966108.0
2015-04-30,11974466.0
2015-05-01,11840743.0
2015-05-04,11803628.0
2015-05-05,11776430.0
2015-05-06,11663457.0
2015-05-07,11751325.0
2015-05-08,11847562.0
2015-05-11,11625973.0
2015-05-12,11638542.0
2015-05-13,11609215.0
2015-05-14,11684627.0
2015-05-15,11854303.0
2015-05-18,11710063.0
2015-05-19,11600995.0
2015-05-20,11653432.0
2015-05-21,11787669.0
2015-05-22,11747817.0
2015-05-26,11892979.0
2015-05-27,11884579.0
2015-05-28,11901380.0
2015-05-29,11922381.0
2015-06-01,11821941.0
2015-06-02,11670540.0
2015-06-03,11466568.0
2015-06-04,11575914.0
2015-06-05,11422409.0
2015-06-08,11460127.0
2015-06-09,11392752.0
2015-06-10,11304322.0
2015-06-11,11468549.0
2015-06-12,11462233.0
2015-06-15,11531580.0
2015-06-16,11615906.0
2015-06-17,11641204.0
2015-06-18,11622230.0
2015-06-19,11733962.0
2015-06-22,11544129.0
2015-06-23,11480804.0
2015-06-24,11527242.0
2015-06-25,11478693.0
2015-06-26,11343600.0
2015-06-29,11636931.0
2015-06-30,11584093.0
2015-07-01,11453056.0
2015-07-02,11535483.0
2015-07-06,11704591.0
2015-07-07,11778657.0
2015-07-08,11863305.0
2015-07-09,11687662.0
2015-07-10,11522600.0
2015-07-13,11479983.0
2015-07-14,11541430.0
2015-07-15,11641016.0
2015-07-16,11647373.0
2015-07-17,11634660.0
2015-07-20,11604769.0
2015-07-21,11664171.0
2015-07-22,11695994.0
2015-07-23,11787220.0
2015-07-24,11810557.0
2015-07-27,11904072.0
2015-07-28,11842470.0
2015-07-29,11799986.0
2015-07-30,11833973.0
2015-07-31,11969923.0
2015-08-03,12061536.0
2015-08-04,11919035.0
2015-08-05,11846721.0
2015-08-06,11899893.0
2015-08-07,12006237.0
2015-08-10,11929795.0
2015-08-11,12093771.0
2015-08-12,12089512.0
2015-08-13,12014977.0
2015-08-14,11970256.0
2015-08-17,12040702.0
2015-08-18,11998058.0
2015-08-19,12153711.0
2015-08-20,12228339.0
2015-08-21,12311496.0
2015-08-24,12363263.0
2015-08-25,12222359.0
2015-08-26,12083590.0
2015-08-27,12072916.0
2015-08-28,12083590.0
2015-08-31,12058145.0
2015-09-01,12145786.0
2015-09-02,12100896.0
2015-09-03,12147923.0
2015-09-04,12218464.0
2015-09-08,12120292.0
2015-09-09,12148115.0
2015-09-10,12081767.0
2015-09-11,12156676.0
2015-09-14,12186899.0
2015-09-15,11998321.0
2015-09-16,11985463.0
2015-09-17,12180470.0
2015-09-18,12304761.0
2015-09-21,12184919.0
2015-09-22,12292199.0
2015-09-23,12262161.0
2015-09-24,12300782.0
2015-09-25,12240705.0
2015-09-28,12391336.0
2015-09-29,12475120.0
2015-09-30,12490158.0
2015-10-01,12511640.0
2015-10-02,12616907.0
2015-10-05,12501437.0
2015-10-06,12555211.0
2015-10-07,12494984.0
2015-10-08,12434757.0
2015-10-09,12439059.0
2015-10-12,12527723.0
2015-10-13,12564335.0
2015-10-14,12691400.0
2015-10-15,12616023.0
2015-10-16,12581564.0
2015-10-19,12588596.0
2015-10-20,12510968.0
2015-10-21,12584283.0
2015-10-22,12597221.0
2015-10-23,12474311.0
2015-10-26,12548049.0
2015-10-27,12612819.0
2015-10-28,12472485.0
2015-10-29,12319196.0
2015-10-30,12366694.0
2015-11-02,12310710.0
2015-11-03,12243698.0
2015-11-04,12219920.0
2015-11-05,12200465.0
2015-11-06,12031855.0
2015-11-09,12001320.0
2015-11-10,12048936.0
2015-11-11,12038114.0
2015-11-12,12068415.0
2015-11-13,12144167.0
2015-11-16,12193821.0
2015-11-17,12187320.0
2015-11-18,12176485.0
2015-11-19,12226326.0
2015-11-20,12193821.0
2015-11-23,12230598.0
2015-11-24,12254465.0
2015-11-25,12267483.0
2015-11-27,12293520.0
2015-11-30,12332544.0
2015-12-01,12452024.0
2015-12-02,12395543.0
2015-12-03,12137031.0
2015-12-04,12215236.0
2015-12-07,12315133.0
2015-12-08,12315133.0
2015-12-09,12362984.0
2015-12-10,12319483.0
2015-12-11,12504362.0
2015-12-14,12343373.0
2015-12-15,12256264.0
2015-12-16,12201821.0
2015-12-17,12308529.0
2015-12-18,12393461.0
2015-12-21,12421738.0
2015-12-22,12310538.0
2015-12-23,12266930.0
2015-12-24,12282193.0
2015-12-28,12334402.0
2015-12-29,12199051.0
2015-12-30,12205600.0
2015-12-31,12253628.0
2016-01-04,12366973.0
2016-01-05,12356044.0
2016-01-06,12502490.0
2016-01-07,12548390.0
2016-01-08,12629263.0
2016-01-11,12552834.0
2016-01-12,12657879.0
2016-01-13,12776054.0
2016-01-14,12706024.0
2016-01-15,12824199.0
2016-01-19,12826757.0
2016-01-20,12927549.0
2016-01-21,12885917.0
2016-01-22,12813611.0
2016-01-25,12916976.0
2016-01-26,12934526.0
2016-01-27,12952077.0
2016-01-28,12989371.0
2016-01-29,13125385.0
2016-02-01,13084312.0
2016-02-02,13271011.0
2016-02-03,13238064.0
2016-02-04,13284190.0
2016-02-05,13321529.0
2016-02-08,13535645.0
2016-02-09,13537844.0
2016-02-10,13623610.0
2016-02-11,13744562.0
2016-02-12,13546640.0
2016-02-16,13475077.0
2016-02-17,13398013.0
2016-02-18,13525718.0
2016-02-19,13512507.0
2016-02-22,13522341.0
2016-02-23,13551000.0
2016-02-24,13553204.0
2016-02-25,13654611.0
2016-02-26,13515728.0
2016-02-29,13574034.0
2016-03-01,13364353.0
2016-03-02,13315796.0
2016-03-03,13335660.0
2016-03-04,13258410.0
2016-03-07,13212633.0
2016-03-08,13373951.0
2016-03-09,13263459.0
2016-03-10,13166226.0
2016-03-11,13088882.0
2016-03-14,13117971.0
2016-03-15,13142309.0
2016-03-16,13228597.0
2016-03-17,13279485.0
2016-03-18,13339222.0
2016-03-21,13268988.0
2016-03-22,13211393.0
2016-03-23,13313291.0
2016-03-24,13282279.0
2016-03-28,13349299.0
2016-03-29,13524510.0
2016-03-30,13502331.0
2016-03-31,13588828.0
2016-04-01,13582174.0
2016-04-04,13634115.0
2016-04-05,13722937.0
2016-04-06,13678526.0
2016-04-07,13827302.0
2016-04-08,13767348.0
2016-04-11,13790633.0
2016-04-12,13666133.0
2016-04-13,13686142.0
2016-04-14,13626115.0
2016-04-15,13708374.0
2016-04-18,13689223.0
2016-04-19,13664738.0
2016-04-20,13566799.0
2016-04-21,13464408.0
2016-04-22,13442149.0
2016-04-25,13433819.0
2016-04-26,13349134.0
2016-04-27,13505134.0
2016-04-28,13607648.0
2016-04-29,13569762.0
2016-05-02,13536933.0
2016-05-03,13679732.0
2016-05-04,13728819.0
2016-05-05,13791294.0
2016-05-06,13746669.0
2016-05-09,13807859.0
2016-05-10,13801157.0
2016-05-11,13843602.0
2016-05-12,13787754.0
2016-05-13,13870409.0
2016-05-16,13775219.0
2016-05-17,13766273.0
2016-05-18,13547086.0
2016-05-19,13556032.0
2016-05-20,13580635.0
2016-05-23,13632675.0
2016-05-24,13565497.0
2016-05-25,13549822.0
2016-05-26,13648350.0
2016-05-27,13585651.0
2016-05-31,13640023.0
2016-06-01,13622088.0
2016-06-02,13707282.0
2016-06-03,13949412.0
2016-06-06,13921133.0
2016-06-07,13939090.0
2016-06-08,13961536.0
2016-06-09,14017651.0
2016-06-10,14109681.0
2016-06-13,14180463.0
2016-06-14,14191699.0
2016-06-15,14247882.0
2016-06-16,14279344.0
2016-06-17,14198441.0
2016-06-20,14080374.0
2016-06-21,14012875.0
2016-06-22,14057875.0
2016-06-23,13929626.0
2016-06-24,14312122.0
2016-06-27,14567887.0
2016-06-28,14576898.0
2016-06-29,14509318.0
2016-06-30,14522834.0
2016-07-01,14615193.0
2016-07-05,14788198.0
2016-07-06,14772411.0
2016-07-07,14747602.0
2016-07-08,14792709.0
2016-07-11,14654420.0
2016-07-12,14462490.0
2016-07-13,14543778.0
2016-07-14,14446684.0
2016-07-15,14308946.0
2016-07-18,14323668.0
2016-07-19,14402792.0
2016-07-20,14341753.0
2016-07-21,14391488.0
2016-07-22,14366621.0
2016-07-25,14372336.0
2016-07-26,14399496.0
2016-07-27,14523981.0
2016-07-28,14510400.0
2016-07-29,14643939.0
2016-08-01,14552444.0
2016-08-02,14482197.0
2016-08-03,14507124.0
2016-08-04,14577370.0
2016-08-05,14384758.0
2016-08-08,14397233.0
2016-08-09,14494788.0
2016-08-10,14558312.0
2016-08-11,14408577.0
2016-08-12,14528818.0
2016-08-15,14457333.0
2016-08-16,14409634.0
2016-08-17,14452790.0
2016-08-18,14491404.0
2016-08-19,14405091.0
2016-08-22,14497132.0
2016-08-23,14476665.0
2016-08-24,14483488.0
2016-08-25,14438006.0
2016-08-26,14319755.0
2016-08-29,14468682.0
2016-08-30,14450468.0
2016-08-31,14423147.0
2016-09-01,14439085.0
2016-09-02,14382166.0
2016-09-06,14524400.0
2016-09-07,14547194.0
2016-09-08,14387635.0
2016-09-09,14259988.0
2016-09-12,14310986.0
2016-09-13,14187753.0
2016-09-14,14279037.0
2016-09-15,14256216.0
2016-09-16,14315550.0
2016-09-19,14293458.0
2016-09-20,14307167.0
2016-09-21,14350577.0
2016-09-22,14421405.0
2016-09-23,14439683.0
2016-09-26,14541256.0
2016-09-27,14589292.0
2016-09-28,14573280.0
2016-09-29,14587004.0
2016-09-30,14504657.0
2016-10-03,14480428.0
2016-10-04,14349891.0
2016-10-05,14272027.0
2016-10-06,14210194.0
2016-10-07,14265157.0
2016-10-10,14185491.0
2016-10-11,14196955.0
2016-10-12,14190077.0
2016-10-13,14272617.0
2016-10-14,14157978.0
2016-10-17,14229618.0
2016-10-18,14305369.0
2016-10-19,14291596.0
2016-10-20,14275527.0
2016-10-21,14303073.0
2016-10-24,14282940.0
2016-10-25,14285238.0
2016-10-26,14218592.0
2016-10-27,14112877.0
2016-10-28,14124368.0
2016-10-31,14168449.0
2016-11-01,14156945.0
2016-11-02,14235173.0
2016-11-03,14225970.0
2016-11-04,14306498.0
2016-11-07,14205622.0
2016-11-08,14106572.0
2016-11-09,13680427.0
2016-11-10,13509968.0
2016-11-11,13463899.0
2016-11-14,13311213.0
2016-11-15,13297376.0
2016-11-16,13325050.0
2016-11-17,13202823.0
2016-11-18,13078290.0
2016-11-21,13123503.0
2016-11-22,13146591.0
2016-11-23,13056546.0
2016-11-25,13038075.0
2016-11-28,13157171.0
2016-11-29,13208025.0
2016-11-30,13020792.0
2016-12-01,12905216.0
2016-12-02,13020792.0
2016-12-05,13061344.0
2016-12-06,13047459.0
2016-12-07,13128456.0
2016-12-08,13028946.0
2016-12-09,12892408.0
2016-12-12,12914233.0
2016-12-13,12930451.0
2016-12-14,12712665.0
2016-12-15,12643159.0
2016-12-16,12682546.0
2016-12-19,12806235.0
2016-12-20,12759844.0
2016-12-21,12766803.0
2016-12-22,12762164.0
2016-12-23,12794637.0
2016-12-27,12756009.0
2016-12-28,12804776.0
2016-12-29,12923209.0
2016-12-30,13025388.0
2017-01-03,13019440.0
2017-01-04,12989216.0
2017-01-05,13184507.0
2017-01-06,13077562.0
2017-01-09,13188068.0
2017-01-10,13185740.0
2017-01-11,13232292.0
2017-01-12,13220654.0
2017-01-13,13153154.0
2017-01-17,13312718.0
2017-01-18,13151931.0
2017-01-19,13047069.0
2017-01-20,13047069.0
2017-01-23,13209049.0
2017-01-24,13097069.0
2017-01-25,12980422.0
2017-01-26,13022415.0
2017-01-27,13048077.0
2017-01-30,13049053.0
2017-01-31,13135470.0
2017-02-01,13081751.0
2017-02-02,13091094.0
2017-02-03,13098100.0
2017-02-06,13251032.0
2017-02-07,13300136.0
2017-02-08,13388991.0
2017-02-09,13234664.0
2017-02-10,13220635.0
2017-02-13,13198332.0
2017-02-14,13097671.0
2017-02-15,13043829.0
2017-02-16,13153854.0
2017-02-17,13226424.0
2017-02-21,13215729.0
2017-02-22,13257914.0
2017-02-23,13311818.0
2017-02-24,13447748.0
2017-02-27,13364581.0
2017-02-28,13348157.0
2017-03-01,13169838.0
2017-03-02,13085370.0
2017-03-03,13094756.0
2017-03-06,13105015.0
2017-03-07,13072129.0
2017-03-08,12973471.0
2017-03-09,12917096.0
2017-03-10,12999310.0
2017-03-13,12927075.0
2017-03-14,12981163.0
2017-03-15,13152834.0
2017-03-16,13117559.0
2017-03-17,13190460.0
2017-03-20,13259642.0
2017-03-21,13356170.0
2017-03-22,13396194.0
2017-03-23,13365588.0
2017-03-24,13377359.0
2017-03-27,13439671.0
2017-03-28,13371317.0
2017-03-29,13437314.0
2017-03-30,13378388.0
2017-03-31,13416100.0
2017-04-03,13563498.0
2017-04-04,13539901.0
2017-04-05,13584735.0
2017-04-06,13568217.0
2017-04-07,13487988.0
2017-04-10,13526930.0
2017-04-11,13659223.0
2017-04-12,13779704.0
2017-04-13,13796240.0
2017-04-17,13785818.0
2017-04-18,13946640.0
2017-04-19,13882784.0
2017-04-20,13818928.0
2017-04-21,13854404.0
2017-04-24,13775394.0
2017-04-25,13638067.0
2017-04-26,13678318.0
2017-04-27,13728040.0
2017-04-28,13751717.0
2017-05-01,13717446.0
2017-05-02,13764854.0
2017-05-03,13767225.0
2017-05-04,13641594.0
2017-05-05,13641594.0
2017-05-08,13590571.0
2017-05-09,13545483.0
2017-05-10,13540737.0
2017-05-11,13571587.0
2017-05-12,13735329.0
2017-05-15,13696198.0
2017-05-16,13736586.0
2017-05-17,13950404.0
2017-05-18,13938525.0
2017-05-19,13917143.0
2017-05-22,13909000.0
2017-05-23,13873323.0
2017-05-24,13920892.0
2017-05-25,13913757.0
2017-05-26,13928027.0
2017-05-30,13993724.0
2017-05-31,14029441.0
2017-06-01,13991343.0
2017-06-02,14165163.0
2017-06-05,14114302.0
2017-06-06,14216804.0
2017-06-07,14140523.0
2017-06-08,14104767.0
2017-06-09,14083313.0
2017-06-12,14091987.0
2017-06-13,14082441.0
2017-06-14,14237560.0
2017-06-15,14175513.0
2017-06-16,14218469.0
2017-06-19,14153146.0
2017-06-20,14224820.0
2017-06-21,14179427.0
2017-06-22,14198540.0
2017-06-23,14210485.0
2017-06-26,14257519.0
2017-06-27,14102052.0
2017-06-28,14066175.0
2017-06-29,13980071.0
2017-06-30,13908317.0
2017-07-03,13806571.0
2017-07-05,13854461.0
2017-07-06,13773048.0
2017-07-07,13741920.0
2017-07-10,13797995.0
2017-07-11,13831555.0
2017-07-12,13901072.0
2017-07-13,13872307.0
2017-07-14,13927441.0
2017-07-17,13959811.0
2017-07-18,14060603.0
2017-07-19,14058204.0
2017-07-20,14063003.0
2017-07-21,14077402.0
2017-07-24,14105077.0
2017-07-25,13963330.0
2017-07-26,14042612.0
2017-07-27,14006575.0
2017-07-28,14054625.0
2017-07-31,14060682.0
2017-08-01,14137648.0
2017-08-02,14118406.0
2017-08-03,14221829.0
2017-08-04,14113596.0
2017-08-07,14150993.0
2017-08-08,14110059.0
2017-08-09,14206374.0
2017-08-10,14268978.0
2017-08-11,14305096.0
2017-08-14,14282390.0
2017-08-15,14157042.0
2017-08-16,14239000.0
2017-08-17,14299263.0
2017-08-18,14318548.0
2017-08-21,14370665.0
2017-08-22,14295856.0
2017-08-23,14402037.0
2017-08-24,14351359.0
2017-08-25,14385144.0
2017-08-28,14405892.0
2017-08-29,14490448.0
2017-08-30,14454210.0
2017-08-31,14512191.0
2017-09-01,14434883.0
2017-09-05,14658892.0
2017-09-06,14574242.0
2017-09-07,14704844.0
2017-09-08,14673403.0
2017-09-11,14517755.0
2017-09-12,14466909.0
2017-09-13,14382165.0
2017-09-14,14406378.0
2017-09-15,14348268.0
2017-09-18,14315612.0
2017-09-19,14286525.0
2017-09-20,14213808.0
2017-09-21,14204112.0
2017-09-22,14247742.0
2017-09-25,14355706.0
2017-09-26,14319307.0
2017-09-27,14159152.0
2017-09-28,14166432.0
2017-09-29,14100914.0
2017-10-02,14089708.0
2017-10-03,14128576.0
2017-10-04,14128576.0
2017-10-05,14092137.0
2017-10-06,14055698.0
2017-10-09,14093092.0
2017-10-10,14102820.0
2017-10-11,14117411.0
2017-10-12,14153890.0
2017-10-13,14263328.0
2017-10-16,14232788.0
2017-10-17,14223050.0
2017-10-18,14132969.0
2017-10-19,14186530.0
2017-10-20,14050192.0
2017-10-23,14092410.0
2017-10-24,14019292.0
2017-10-25,13980295.0
2017-10-26,13980295.0
2017-10-27,14002231.0
2017-10-30,14122546.0
2017-10-31,14139626.0
2017-11-01,14120106.0
2017-11-02,14166465.0
2017-11-03,14195745.0
2017-11-06,14277230.0
2017-11-07,14287001.0
2017-11-08,14257689.0
2017-11-09,14218607.0
2017-11-10,14054950.0
2017-11-13,14109496.0
2017-11-14,14143730.0
2017-11-15,14195082.0
2017-11-16,14155957.0
2017-11-17,14185301.0
2017-11-20,14159232.0
2017-11-21,14164128.0
2017-11-22,14225328.0
2017-11-24,14217984.0
2017-11-27,14257998.0
2017-11-28,14245744.0
2017-11-29,14157520.0
2017-11-30,14066845.0
2017-12-01,14196731.0
2017-12-04,14182816.0
2017-12-05,14204896.0
2017-12-06,14253963.0
2017-12-07,14199989.0
2017-12-08,14180363.0
2017-12-11,14183515.0
2017-12-12,14151587.0
2017-12-13,14269476.0
2017-12-14,14276844.0
2017-12-15,14254740.0
2017-12-18,14196533.0
2017-12-19,14066222.0
2017-12-20,13977709.0
2017-12-21,14004755.0
2017-12-22,14002296.0
2017-12-26,13990427.0
2017-12-27,14103650.0
2017-12-28,14076575.0
2017-12-29,14130725.0
2018-01-02,14067261.0
2018-01-03,14079581.0
2018-01-04,14057405.0
2018-01-05,14000732.0
2018-01-08,14013493.0
2018-01-09,13900023.0
2018-01-10,13885223.0
2018-01-11,13917290.0
2018-01-12,13872889.0
2018-01-16,13905191.0
2018-01-17,13838517.0
2018-01-18,13764435.0
2018-01-19,13678006.0
2018-01-22,13690379.0
2018-01-23,13764541.0
2018-01-24,13712627.0
2018-01-25,13774429.0
2018-01-26,13690379.0
2018-01-29,13645771.0
2018-01-30,13569054.0
2018-01-31,13544306.0
2018-02-01,13410670.0
2018-02-02,13341377.0
2018-02-05,13526767.0
2018-02-06,13462354.0
2018-02-07,13358302.0
2018-02-08,13385554.0
2018-02-09,13363257.0
2018-02-12,13345471.0
2018-02-13,13390113.0
2018-02-14,13211545.0
2018-02-15,13233866.0
2018-02-16,13278508.0
2018-02-20,13270459.0
2018-02-21,13176113.0
2018-02-22,13223286.0
2018-02-23,13322597.0
2018-02-26,13354376.0
2018-02-27,13292240.0
2018-02-28,13339463.0
2018-03-01,13471193.0
2018-03-02,13354376.0
2018-03-05,13358769.0
2018-03-06,13341353.0
2018-03-07,13333888.0
2018-03-08,13381163.0
2018-03-09,13333888.0
2018-03-12,13408030.0
2018-03-13,13455355.0
2018-03-14,13507662.0
2018-03-15,13487736.0
2018-03-16,13492717.0
2018-03-19,13452378.0
2018-03-20,13402508.0
2018-03-21,13360119.0
2018-03-22,13509728.0
2018-03-23,13527183.0
2018-03-26,13451806.0
2018-03-27,13606568.0
2018-03-28,13596583.0
2018-03-29,13691437.0
2018-04-02,13716132.0
2018-04-03,13596188.0
2018-04-04,13583694.0
2018-04-05,13546211.0
2018-04-06,13643666.0
2018-04-09,13653241.0
2018-04-10,13595706.0
2018-04-11,13633229.0
2018-04-12,13533169.0
2018-04-13,13543175.0
2018-04-16,13522626.0
2018-04-17,13577718.0
2018-04-18,13475046.0
2018-04-19,13374878.0
2018-04-20,13299753.0
2018-04-23,13261342.0
2018-04-24,13241287.0
2018-04-25,13178615.0
2018-04-26,13256328.0
2018-04-27,13306465.0
2018-04-30,13348243.0
2018-05-01,13293033.0
2018-05-02,13318128.0
2018-05-03,13360790.0
2018-05-04,13363300.0
2018-05-07,13370034.0
2018-05-08,13322302.0
2018-05-09,13262009.0
2018-05-10,13319790.0
2018-05-11,13309741.0
2018-05-14,13276104.0
2018-05-15,13102576.0
2018-05-16,13064853.0
2018-05-17,13062338.0
2018-05-18,13155389.0
2018-05-21,13184514.0
2018-05-22,13181996.0
2018-05-23,13290252.0
2018-05-24,13345638.0
2018-05-25,13461446.0
2018-05-29,13773166.0
2018-05-30,13652194.0
2018-05-31,13632032.0
2018-06-01,13538783.0
2018-06-04,13457255.0
2018-06-05,13522851.0
2018-06-06,13414365.0
2018-06-07,13522851.0
2018-06-08,13485007.0
2018-06-11,13469024.0
2018-06-12,13446294.0
2018-06-13,13388205.0
2018-06-14,13479127.0
2018-06-15,13514485.0
2018-06-18,13559112.0
2018-06-19,13614733.0
2018-06-20,13483263.0
2018-06-21,13561640.0
2018-06-22,13548998.0
2018-06-25,13593732.0
2018-06-26,13611449.0
2018-06-27,13700032.0
2018-06-28,13679784.0
2018-06-29,13672191.0
2018-07-02,13676534.0
2018-07-03,13714539.0
2018-07-05,13722140.0
2018-07-06,13744942.0
2018-07-09,13696020.0
2018-07-10,13670657.0
2018-07-11,13721383.0
2018-07-12,13698556.0
2018-07-13,13754354.0
2018-07-16,13723186.0
2018-07-17,13682563.0
2018-07-18,13690180.0
2018-07-19,13746037.0
2018-07-20,13659712.0
2018-07-23,13536827.0
2018-07-24,13549536.0
2018-07-25,13531744.0
2018-07-26,13506328.0
2018-07-27,13539369.0
2018-07-30,13523113.0
2018-07-31,13548557.0
2018-08-01,13472227.0
2018-08-02,13512936.0
2018-08-03,13579089.0
2018-08-06,13593339.0
2018-08-07,13550040.0
2018-08-08,13550040.0
