,VIAV
2009-04-29,685002242
2009-04-30,566940827
2009-05-01,585387876
2009-05-04,633350333
2009-05-05,625971643
2009-05-06,638269531
2009-05-07,601375434
2009-05-08,627201388
2009-05-11,606294632
2009-05-12,585387876
2009-05-13,547264033
2009-05-14,574319733
2009-05-15,576779224
2009-05-18,605064887
2009-05-19,612443793
2009-05-20,613673538
2009-05-21,593996528
2009-05-22,613673538
2009-05-26,644418692
2009-05-27,635810040
2009-05-28,635810040
2009-05-29,662865740
2009-06-01,693610894
2009-06-02,696070601
2009-06-03,705908998
2009-06-04,756331162
2009-06-05,750182002
2009-06-08,742803096
2009-06-09,764939598
2009-06-10,762480107
2009-06-11,739113859
2009-06-12,752641709
2009-06-15,747722511
2009-06-16,725585793
2009-06-17,723126302
2009-06-18,732964699
2009-06-19,721896556
2009-06-22,673934099
2009-06-23,666555193
2009-06-24,669014685
2009-06-25,675163845
2009-06-26,700989800
2009-06-29,707679097
2009-06-30,707679097
2009-07-01,692832765
2009-07-02,650767830
2009-07-06,634684357
2009-07-07,617363527
2009-07-08,600042697
2009-07-09,623549445
2009-07-10,624786585
2009-07-13,647056410
2009-07-14,650767830
2009-07-15,679223572
2009-07-16,696544402
2009-07-17,696544402
2009-07-20,710153595
2009-07-21,705204817
2009-07-22,695307262
2009-07-23,718814010
2009-07-24,711390735
2009-07-27,717576870
2009-07-28,717576870
2009-07-29,707679097
2009-07-30,721288290
2009-07-31,724999927
2009-08-03,731186062
2009-08-04,744795255
2009-08-05,738609120
2009-08-06,726237285
2009-08-07,741083617
2009-08-10,733660342
2009-08-11,720051150
2009-08-12,718814010
2009-08-13,742320757
2009-08-14,726237285
2009-08-17,705204817
2009-08-18,718814010
2009-08-19,716339512
2009-08-20,774488137
2009-08-21,806655300
2009-08-24,812841217
2009-08-25,812841217
2009-08-26,812841217
2009-08-27,825213270
2009-08-28,859854930
2009-08-31,849957375
2009-09-01,826450410
2009-09-02,831399405
2009-09-03,853669012
2009-09-04,868515345
2009-09-08,894496590
2009-09-09,911817420
2009-09-10,940272945
2009-09-11,922952115
2009-09-14,924189472
2009-09-15,943984582
2009-09-16,942747442
2009-09-17,941510302
2009-09-18,932849887
2009-09-21,914291917
2009-09-22,977389102
2009-09-23,934087027
2009-09-24,898208227
2009-09-25,867278205
2009-09-28,894496590
2009-09-29,852431655
2009-09-30,879650257
2009-10-01,832636545
2009-10-02,823976130
2009-10-05,850600055
2009-10-06,846874766
2009-10-07,856808944
2009-10-08,859292325
2009-10-09,864259305
2009-10-12,851841964
2009-10-13,853083655
2009-10-14,879160463
2009-10-15,875435173
2009-10-16,853083655
2009-10-19,843149695
2009-10-20,825765156
2009-10-21,819556267
2009-10-22,838182497
2009-10-23,794721368
2009-10-26,778578519
2009-10-27,758710382
2009-10-28,721457923
2009-10-29,720216233
2009-10-30,694139425
2009-11-02,685447155
2009-11-03,715249253
2009-11-04,717732634
2009-11-05,753743402
2009-11-06,802171729
2009-11-09,861775924
2009-11-10,854325345
2009-11-11,894061402
2009-11-12,957390887
2009-11-13,947456709
2009-11-16,972291827
2009-11-17,959874268
2009-11-18,949940308
2009-11-19,917654830
2009-11-20,905237271
2009-11-23,918896520
2009-11-24,918896520
2009-11-25,957390887
2009-11-27,922621810
2009-11-30,917654830
2009-12-01,943731420
2009-12-02,944973328
2009-12-03,941248039
2009-12-04,977258807
2009-12-07,971050137
2009-12-08,977258807
2009-12-09,1010786194
2009-12-10,1012027885
2009-12-11,982225787
2009-12-14,995885036
2009-12-15,972291827
2009-12-16,978500497
2009-12-17,966083157
2009-12-18,972291827
2009-12-21,992159747
2009-12-22,1021961844
2009-12-23,1024445443
2009-12-24,1056730922
2009-12-28,1040588074
2009-12-29,1034379403
2009-12-30,1053005632
2009-12-31,1024445443
2010-01-04,1055815767
2010-01-05,1059559828
2010-01-06,1113224191
2010-01-07,1119464146
2010-01-08,1113224191
2010-01-11,1074535853
2010-01-12,1027111446
2010-01-13,1042087690
2010-01-14,1047079698
2010-01-15,1024615551
2010-01-19,1099496113
2010-01-20,1077031747
2010-01-21,1059559828
2010-01-22,1008391360
2010-01-25,1010887474
2010-01-26,1022119438
2010-01-27,1029607560
2010-01-28,1022119438
2010-01-29,980935205
2010-02-01,1018375377
2010-02-02,1044583584
2010-02-03,1087015983
2010-02-04,1003399352
2010-02-05,987175161
2010-02-08,1014631316
2010-02-09,1017127430
2010-02-10,1030855507
2010-02-11,1083271922
2010-02-12,1154408423
2010-02-16,1198088769
2010-02-17,1176872570
2010-02-18,1194344708
2010-02-19,1191848594
2010-02-22,1233033046
2010-02-23,1229288985
2010-02-24,1285449461
2010-02-25,1280457233
2010-02-26,1339113823
2010-03-01,1411498271
2010-03-02,1386538011
2010-03-03,1407754210
2010-03-04,1416490280
2010-03-05,1425226349
2010-03-08,1415242332
2010-03-09,1447690495
2010-03-10,1431466524
2010-03-11,1442698487
2010-03-12,1421482288
2010-03-15,1412746219
2010-03-16,1418986393
2010-03-17,1430218357
2010-03-18,1406506263
2010-03-19,1367817925
2010-03-22,1381546003
2010-03-23,1413994385
2010-03-24,1396522247
2010-03-25,1445194601
2010-03-26,1470154642
2010-03-29,1492618789
2010-03-30,1496362850
2010-03-31,1562507342
2010-04-01,1568747517
2010-04-05,1641420919
2010-04-06,1680532465
2010-04-07,1679270867
2010-04-08,1662869200
2010-04-09,1705765542
2010-04-12,1710812379
2010-04-13,1698195730
2010-04-14,1743615490
2010-04-15,1733522260
2010-04-16,1688102499
2010-04-19,1654037568
2010-04-20,1688102499
2010-04-21,1717120593
2010-04-22,1729737243
2010-04-23,1728475644
2010-04-26,1742353892
2010-04-27,1666654217
2010-04-28,1659084183
2010-04-29,1704503944
2010-04-30,1641420919
2010-05-03,1734783858
2010-05-04,1714597175
2010-05-05,1728475644
2010-05-06,1380257185
2010-05-07,1318435759
2010-05-10,1473620125
2010-05-11,1506423236
2010-05-12,1606094389
2010-05-13,1545534782
2010-05-14,1492544988
2010-05-17,1473620125
2010-05-18,1439555194
2010-05-19,1411798698
2010-05-20,1308342528
2010-05-21,1401705245
2010-05-24,1394135433
2010-05-25,1390350416
2010-05-26,1380257185
2010-05-27,1455956860
2010-05-28,1450910023
2010-06-01,1348715673
2010-06-02,1387826998
2010-06-03,1421891929
2010-06-04,1339884040
2010-06-07,1288155844
2010-06-08,1290679263
2010-06-09,1298249075
2010-06-10,1355023887
2010-06-11,1400443647
2010-06-14,1404228664
2010-06-15,1473620125
2010-06-16,1474881723
2010-06-17,1478666740
2010-06-18,1466050091
2010-06-21,1447125228
2010-06-22,1433246980
2010-06-23,1434508578
2010-06-24,1378995365
2010-06-25,1397920450
2010-06-28,1392873613
2010-06-29,1295725878
2010-06-30,1241474486
2010-07-01,1220026204
2010-07-02,1222549401
2010-07-06,1172083025
2010-07-07,1257875930
2010-07-08,1278062614
2010-07-09,1302034092
2010-07-12,1304557511
2010-07-13,1347453853
2010-07-14,1338622220
2010-07-15,1329790588
2010-07-16,1280585810
2010-07-19,1280585810
2010-07-20,1310865725
2010-07-21,1278062614
2010-07-22,1334837425
2010-07-23,1381518784
2010-07-26,1413060296
2010-07-27,1382780382
2010-07-28,1362593921
2010-07-29,1414321895
2010-07-30,1368902134
2010-08-02,1389088818
2010-08-03,1367640536
2010-08-04,1437031775
2010-08-05,1429461963
2010-08-06,1437031775
2010-08-09,1448386826
2010-08-10,1426938544
2010-08-11,1399182049
2010-08-12,1319697357
2010-08-13,1295725878
2010-08-16,1271754178
2010-08-17,1302034092
2010-08-18,1320958955
2010-08-19,1308342528
2010-08-20,1314650742
2010-08-23,1291940861
2010-08-24,1270492580
2010-08-25,1289417443
2010-08-26,1228857836
2010-08-27,1257875930
2010-08-30,1198577922
2010-08-31,1159466375
2010-09-01,1212456170
2010-09-02,1250306118
2010-09-03,1298249075
2010-09-07,1283109229
2010-09-08,1324743972
2010-09-09,1400443647
2010-09-10,1450910023
2010-09-13,1481189937
2010-09-14,1488759971
2010-09-15,1492544988
2010-09-16,1531656535
2010-09-17,1527871518
2010-09-20,1569506261
2010-09-21,1558151210
2010-09-22,1540487945
2010-09-23,1534179731
2010-09-24,1560674629
2010-09-27,1534179731
2010-09-28,1548057979
2010-09-29,1617449440
2010-09-30,1563198047
2010-10-01,1549319578
2010-10-04,1564610886
2010-10-05,1631810555
2010-10-06,1576022251
2010-10-07,1564610886
2010-10-08,1557003309
2010-10-11,1564610886
2010-10-12,1586165538
2010-10-13,1583629605
2010-10-14,1569682529
2010-10-15,1553199743
2010-10-18,1537984589
2010-10-19,1445426701
2010-10-20,1469517065
2010-10-21,1456837844
2010-10-22,1468249209
2010-10-25,1498679072
2010-10-26,1459373777
2010-10-27,1465713276
2010-10-28,1298348142
2010-10-29,1331313938
2010-11-01,1314831152
2010-11-02,1350332658
2010-11-03,1387102464
2010-11-04,1409924973
2010-11-05,1445426701
2010-11-08,1516429936
2010-11-09,1470784920
2010-11-10,1492339573
2010-11-11,1482196285
2010-11-12,1479660352
2010-11-15,1478392497
2010-11-16,1445426701
2010-11-17,1458105699
2010-11-18,1507554504
2010-11-19,1525305368
2010-11-22,1548127876
2010-11-23,1520233725
2010-11-24,1546860021
2010-11-26,1564610886
2010-11-29,1531645090
2010-11-30,1505018793
2010-12-01,1537984589
2010-12-02,1602648548
2010-12-03,1614059690
2010-12-06,1629274844
2010-12-07,1605184258
2010-12-08,1648293564
2010-12-09,1707885656
2010-12-10,1702814012
2010-12-13,1757334461
2010-12-14,1734511953
2010-12-15,1758602316
2010-12-16,1810587054
2010-12-17,1823266275
2010-12-20,1827070063
2010-12-21,1854964215
2010-12-22,1820730341
2010-12-23,1808051121
2010-12-27,1846088783
2010-12-28,1844820927
2010-12-29,1844820927
2010-12-30,1851160426
2010-12-31,1835945495
2011-01-03,1918498339
2011-01-04,1896682593
2011-01-05,1928764492
2011-01-06,2058375528
2011-01-07,2084040911
2011-01-10,2113556385
2011-01-11,2096873716
2011-01-12,2145638284
2011-01-13,2240600769
2011-01-14,2280382171
2011-01-18,2180286609
2011-01-19,2119972675
2011-01-20,2069924894
2011-01-21,2055808876
2011-01-24,2116122811
2011-01-25,2071208107
2011-01-26,2121255888
2011-01-27,2149488148
2011-01-28,2171303668
2011-01-31,2177720184
2011-02-01,2261133076
2011-02-02,2299631491
2011-02-03,2300914704
2011-02-04,2920737168
2011-02-07,2905337937
2011-02-08,2931003321
2011-02-09,3133761096
2011-02-10,3240272947
2011-02-11,3613706822
2011-02-14,3579058046
2011-02-15,3214607563
2011-02-16,3395549592
2011-02-17,3416081899
2011-02-18,3233856657
2011-02-22,3147877113
2011-02-23,3023399380
2011-02-24,3123494942
2011-02-25,3182525664
2011-02-28,3165842995
2011-03-01,3223590504
2011-03-02,3147877113
2011-03-03,3226156929
2011-03-04,3512327596
2011-03-07,3271071633
2011-03-08,3256955616
2011-03-09,2712846316
2011-03-10,2729528985
2011-03-11,2728245772
2011-03-14,2756477808
2011-03-15,2708996678
2011-03-16,2705146814
2011-03-17,2587085371
2011-03-18,2429242300
2011-03-21,2486989809
2011-03-22,2401010265
2011-03-23,2440791892
2011-03-24,2612750755
2011-03-25,2539604016
2011-03-28,2485706596
2011-03-29,2529337862
2011-03-30,2548586956
2011-03-31,2674348128
2011-04-01,2452341259
2011-04-04,2465856582
2011-04-05,2474903232
2011-04-06,2530475443
2011-04-07,2454225305
2011-04-08,2494289072
2011-04-11,2443886342
2011-04-12,2376682627
2011-04-13,2414161539
2011-04-14,2407699744
2011-04-15,2390898758
2011-04-18,2331449379
2011-04-19,2331449379
2011-04-20,2443886342
2011-04-21,2584755340
2011-04-25,2535645152
2011-04-26,2552445910
2011-04-27,2707531267
2011-04-28,2661005705
2011-04-29,2693315136
2011-05-02,2692022822
2011-05-03,2619649625
2011-05-04,2584755340
2011-05-05,2763103478
2011-05-06,2785073945
2011-05-09,2772150128
2011-05-10,2850985120
2011-05-11,2751472201
2011-05-12,2808336726
2011-05-13,2734671216
2011-05-16,2629988588
2011-05-17,2544691801
2011-05-18,2639035238
2011-05-19,2641620092
2011-05-20,2626111420
2011-05-23,2531767984
2011-05-24,2503335721
2011-05-25,2542106947
2011-05-26,2566662041
2011-05-27,2589924822
2011-05-31,2609310662
2011-06-01,2478780400
2011-06-02,2471026064
2011-06-03,2396068240
2011-06-06,2321110416
2011-06-07,2379267254
2011-06-08,2248737219
2011-06-09,2242275424
2011-06-10,2178948876
2011-06-13,2145346905
2011-06-14,2222889584
2011-06-15,2136300256
2011-06-16,2012232016
2011-06-17,2004477907
2011-06-20,2039371964
2011-06-21,2124668979
2011-06-22,2093651862
2011-06-23,2153101241
2011-06-24,2069096768
2011-06-27,2114330016
2011-06-28,2168609686
2011-06-29,2089774694
2011-06-30,2153101241
2011-07-01,2198334489
2011-07-05,2161874748
2011-07-06,2121599605
2011-07-07,2169670040
2011-07-08,2070930664
2011-07-11,2003372000
2011-07-12,1952703059
2011-07-13,1959198983
2011-07-14,1913727056
2011-07-15,1937112703
2011-07-18,1868254900
2011-07-19,1926718904
2011-07-20,1896837332
2011-07-21,1905931763
2011-07-22,1992978430
2011-07-25,1915026195
2011-07-26,1948805413
2011-07-27,1790302665
2011-07-28,1711051291
2011-07-29,1708452784
2011-08-01,1707153645
2011-08-02,1620106979
2011-08-03,1668177413
2011-08-04,1509674665
2011-08-05,1477194586
2011-08-08,1279715607
2011-08-09,1405738276
2011-08-10,1313494825
2011-08-11,1483690511
2011-08-12,1496682588
2011-08-15,1603217256
2011-08-16,1547351529
2011-08-17,1520068236
2011-08-18,1326486902
2011-08-19,1283613253
2011-08-22,1284912392
2011-08-23,1407037644
2011-08-24,1409635922
2011-08-25,1373258197
2011-08-26,1453808939
2011-08-29,1595421964
2011-08-30,1746129648
2011-08-31,1685067136
2011-09-01,1686366276
2011-09-02,1660382350
2011-09-06,1625303764
2011-09-07,1727940786
2011-09-08,1672075059
2011-09-09,1603217256
2011-09-12,1651287918
2011-09-13,1692862428
2011-09-14,1755224079
2011-09-15,1759121725
2011-09-16,1721444861
2011-09-19,1699358353
2011-09-20,1695460707
2011-09-21,1618807840
2011-09-22,1499281095
2011-09-23,1507076158
2011-09-26,1490186664
2011-09-27,1499281095
2011-09-28,1371959058
2011-09-29,1377155843
2011-09-30,1295305962
2011-10-03,1173097920
2011-10-04,1246171684
2011-10-05,1287928219
2011-10-06,1324465216
2011-10-07,1312721312
2011-10-10,1377965884
2011-10-11,1409283343
2011-10-12,1404063804
2011-10-13,1374051173
2011-10-14,1423637130
2011-10-17,1341428887
2011-10-18,1404063804
2011-10-19,1340124060
2011-10-20,1347953253
2011-10-21,1372746346
2011-10-24,1461478954
2011-10-25,1341428887
2011-10-26,1385795306
2011-10-27,1547601908
2011-10-28,1649383476
2011-10-31,1565870406
2011-11-01,1498015951
2011-11-02,1625895440
2011-11-03,1621980729
2011-11-04,1598492692
2011-11-07,1565870406
2011-11-08,1631114978
2011-11-09,1516284449
2011-11-10,1514979622
2011-11-11,1533248120
2011-11-14,1544992024
2011-11-15,1560650639
2011-11-16,1539772486
2011-11-17,1478442625
2011-11-18,1434076206
2011-11-21,1368831635
2011-11-22,1351867964
2011-11-23,1289233276
2011-11-25,1247476741
2011-11-28,1337514176
2011-11-29,1333599465
2011-11-30,1432771379
2011-12-01,1410588170
2011-12-02,1423637130
2011-12-05,1397539210
2011-12-06,1366221751
2011-12-07,1376661057
2011-12-08,1355782675
2011-12-09,1409283343
2011-12-12,1384490249
2011-12-13,1315330967
2011-12-14,1256610990
2011-12-15,1248781568
2011-12-16,1243562030
2011-12-19,1209634917
2011-12-20,1293147987
2011-12-21,1278793970
2011-12-22,1358392558
2011-12-23,1376661057
2011-12-27,1387100133
2011-12-28,1362307269
2011-12-29,1371441519
2011-12-30,1362307269
2012-01-03,1421902198
2012-01-04,1400914601
2012-01-05,1442889566
2012-01-06,1458630322
2012-01-09,1503228592
2012-01-10,1497981750
2012-01-11,1529463032
2012-01-12,1526839496
2012-01-13,1504540476
2012-01-17,1545203557
2012-01-18,1658011463
2012-01-19,1696051239
2012-01-20,1764260413
2012-01-23,1740649510
2012-01-24,1780001169
2012-01-25,1780001169
2012-01-26,1766883949
2012-01-27,1684245672
2012-01-30,1682934019
2012-01-31,1664569958
2012-02-01,1722285448
2012-02-02,1598984089
2012-02-03,1625218529
2012-02-06,1660634769
2012-02-07,1738026204
2012-02-08,1797053578
2012-02-09,1808858914
2012-02-10,1828534629
2012-02-13,1846898690
2012-02-14,1839028543
2012-02-15,1877068319
2012-02-16,1924290125
2012-02-17,1958394712
2012-02-21,1915108095
2012-02-22,1827222976
2012-02-23,1857392604
2012-02-24,1840340196
2012-02-27,1837716659
2012-02-28,1832469818
2012-02-29,1709168459
2012-03-01,1765572296
2012-03-02,1759013571
2012-03-05,1690804397
2012-03-06,1638335518
2012-03-07,1678998830
2012-03-08,1724908984
2012-03-09,1773442444
2012-03-12,1751143424
2012-03-13,1824599440
2012-03-14,1797053578
2012-03-15,1856080721
2012-03-16,1863951099
2012-03-19,1875756435
2012-03-20,1850833879
2012-03-21,1856080721
2012-03-22,1806235609
2012-03-23,1820664481
2012-03-26,1878379971
2012-03-27,1940030651
2012-03-28,1913796442
2012-03-29,1911172906
2012-03-30,1900679222
2012-04-02,1921265726
2012-04-03,1896245669
2012-04-04,1826453280
2012-04-05,1776413629
2012-04-09,1715839108
2012-04-10,1664482453
2012-04-11,1693452826
2012-04-12,1746126253
2012-04-13,1711888560
2012-04-16,1701353921
2012-04-17,1752710576
2012-04-18,1750076800
2012-04-19,1738225158
2012-04-20,1705304237
2012-04-23,1617076115
2012-04-24,1615759343
2012-04-25,1663165450
2012-04-26,1609175251
2012-04-27,1647363491
2012-04-30,1602590928
2012-05-01,1617076115
2012-05-02,1585472198
2012-05-03,1526214448
2012-05-04,1460372607
2012-05-07,1457738832
2012-05-08,1431402234
2012-05-09,1423501139
2012-05-10,1414283272
2012-05-11,1407699181
2012-05-14,1398481314
2012-05-15,1389263447
2012-05-16,1356342526
2012-05-17,1316837283
2012-05-18,1298401549
2012-05-21,1345807656
2012-05-22,1345807656
2012-05-23,1364243390
2012-05-24,1304985872
2012-05-25,1294451001
2012-05-29,1339223564
2012-05-30,1316837283
2012-05-31,1336589789
2012-06-01,1270747948
2012-06-04,1244411350
2012-06-05,1283916362
2012-06-06,1362926618
2012-06-07,1353708751
2012-06-08,1385312899
2012-06-11,1308936188
2012-06-12,1344490884
2012-06-13,1303668868
2012-06-14,1297084777
2012-06-15,1330005697
2012-06-18,1374778260
2012-06-19,1383996127
2012-06-20,1428768459
2012-06-21,1352391979
2012-06-22,1368193937
2012-06-25,1314203739
2012-06-26,1320787830
2012-06-27,1369510709
2012-06-28,1380045580
2012-06-29,1448520965
2012-07-02,1446061411
2012-07-03,1488436831
2012-07-05,1467249237
2012-07-06,1401037658
2012-07-09,1353365107
2012-07-10,1346744042
2012-07-11,1240805376
2012-07-12,1195781623
2012-07-13,1191808891
2012-07-16,1169296898
2012-07-17,1142812173
2012-07-18,1230211579
2012-07-19,1268614267
2012-07-20,1232860144
2012-07-23,1162675833
2012-07-24,1182539260
2012-07-25,1212996484
2012-07-26,1265965934
2012-07-27,1317610984
2012-07-30,1307016955
2012-07-31,1303044456
2012-08-01,1288477927
2012-08-02,1251399405
2012-08-03,1304368622
2012-08-06,1361310571
2012-08-07,1390443628
2012-08-08,1402361824
2012-08-09,1426197984
2012-08-10,1443413078
2012-08-13,1464600672
2012-08-14,1414279788
2012-08-15,1530812251
2012-08-16,1567890772
2012-08-17,1590402765
2012-08-20,1550675678
2012-08-21,1561269708
2012-08-22,1552000077
2012-08-23,1538757715
2012-08-24,1546703179
2012-08-27,1567890772
2012-08-28,1577160403
2012-08-29,1555972809
2012-08-30,1465924838
2012-08-31,1481815766
2012-09-04,1481815766
2012-09-05,1480491367
2012-09-06,1561269708
2012-09-07,1627481287
2012-09-10,1627481287
2012-09-11,1676477772
2012-09-12,1680450504
2012-09-13,1709583561
2012-09-14,1781092039
2012-09-17,1746662083
2012-09-18,1747986249
2012-09-19,1746662083
2012-09-20,1725474489
2012-09-21,1708259395
2012-09-24,1689720134
2012-09-25,1634102352
2012-09-26,1607617860
2012-09-27,1689720134
2012-09-28,1639399250
2012-10-01,1589333260
2012-10-02,1557333441
2012-10-03,1566666780
2012-10-04,1537333261
2012-10-05,1514666781
2012-10-08,1450666674
2012-10-09,1413333317
2012-10-10,1394666639
2012-10-11,1397333408
2012-10-12,1373333426
2012-10-15,1382666765
2012-10-16,1427999960
2012-10-17,1442666602
2012-10-18,1397333408
2012-10-19,1356000015
2012-10-22,1364000087
2012-10-23,1389333336
2012-10-24,1356000015
2012-10-25,1373333426
2012-10-26,1377333228
2012-10-31,1293333409
2012-11-01,1393333372
2012-11-02,1362666585
2012-11-05,1394666639
2012-11-06,1417333353
2012-11-07,1486666764
2012-11-08,1474666656
2012-11-09,1486666764
2012-11-12,1488000031
2012-11-13,1460000013
2012-11-14,1483999995
2012-11-15,1458666746
2012-11-16,1440000068
2012-11-19,1473333388
2012-11-20,1462666782
2012-11-21,1497333370
2012-11-23,1550666636
2012-11-26,1535999994
2012-11-27,1523999886
2012-11-28,1587999993
2012-11-29,1601333368
2012-11-30,1617333278
2012-12-03,1625333350
2012-12-04,1646666563
2012-12-05,1649333332
2012-12-06,1645333296
2012-12-07,1642666761
2012-12-10,1662666707
2012-12-11,1706666634
2012-12-12,1677333349
2012-12-13,1668000010
2012-12-14,1677333349
2012-12-17,1682666652
2012-12-18,1758666633
2012-12-19,1761333402
2012-12-20,1773333276
2012-12-21,1759999900
2012-12-24,1754666597
2012-12-26,1774666777
2012-12-27,1772000008
2012-12-28,1754666597
2012-12-31,1791808897
2013-01-02,1862153997
2013-01-03,1839590430
2013-01-04,1835608597
2013-01-07,1876753897
2013-01-08,1836935797
2013-01-09,1794463297
2013-01-10,1787827064
2013-01-11,1754645430
2013-01-14,1749336397
2013-01-15,1773227164
2013-01-16,1791808897
2013-01-17,1806408797
2013-01-18,1751990797
2013-01-22,1779863397
2013-01-23,1778536197
2013-01-24,1761281664
2013-01-25,1785172430
2013-01-28,1811717830
2013-01-29,1733409064
2013-01-30,1645809664
2013-01-31,1925862630
2013-02-01,1961698897
2013-02-04,1993553330
2013-02-05,2014789463
2013-02-06,2036025830
2013-02-07,2024080330
2013-02-08,2018771297
2013-02-11,2025407763
2013-02-12,2029389363
2013-02-13,2037353030
2013-02-14,2054607563
2013-02-15,2013462263
2013-02-19,2045316697
2013-02-20,1963026097
2013-02-21,1911262730
2013-02-22,1941789963
2013-02-25,1878081097
2013-02-26,1890026597
2013-02-27,1917899197
2013-02-28,1879408530
2013-03-01,1866135830
2013-03-04,1855517530
2013-03-05,1878081097
2013-03-06,1878081097
2013-03-07,2021425930
2013-03-08,2054607563
2013-03-11,2043989263
2013-03-12,2028062163
2013-03-13,1997535163
2013-03-14,2025407763
2013-03-15,2020098497
2013-03-18,1986916863
2013-03-19,1900644663
2013-03-20,1897990030
2013-03-21,1819681497
2013-03-22,1787827064
2013-03-25,1810390630
2013-03-26,1797117930
2013-03-27,1798445130
2013-03-28,1774554364
2013-04-01,1786856627
2013-04-02,1784161653
2013-04-03,1750472578
2013-04-04,1766643372
2013-04-05,1722174162
2013-04-08,1759905462
2013-04-09,1797636999
2013-04-10,1885228168
2013-04-11,1916221795
2013-04-12,1883880444
2013-04-15,1794942024
2013-04-16,1777423743
2013-04-17,1735649508
2013-04-18,1695222997
2013-04-19,1711393554
2013-04-22,1736997232
2013-04-23,1813807793
2013-04-24,1803027421
2013-04-25,1832673561
2013-04-26,1811112581
2013-04-29,1831325837
2013-04-30,1819197978
2013-05-01,1687137600
2013-05-02,1751820302
2013-05-03,1794942024
2013-05-06,1851539330
2013-05-07,1852886817
2013-05-08,1823240677
2013-05-09,1784161653
2013-05-10,1813807793
2013-05-13,1789551839
2013-05-14,1792246813
2013-05-15,1800332210
2013-05-16,1889270866
2013-05-17,1882532957
2013-05-20,1871752585
2013-05-21,1866362399
2013-05-22,1790899326
2013-05-23,1774728769
2013-05-24,1761253186
2013-05-28,1801679697
2013-05-29,1827283375
2013-05-30,1850191605
2013-05-31,1835368536
2013-06-03,1808417607
2013-06-04,1794942024
2013-06-05,1769338346
2013-06-06,1916221795
2013-06-07,1974166587
2013-06-10,1987642170
2013-06-11,1957996030
2013-06-12,1891965841
2013-06-13,1925654679
2013-06-14,1909484122
2013-06-17,1913526820
2013-06-18,1943172960
2013-06-19,1922959705
2013-06-20,1878490258
2013-06-21,1891965841
2013-06-24,1842106445
2013-06-25,1848844118
2013-06-26,1856929515
2013-06-27,1917569282
2013-06-28,1939130262
2013-07-01,1932725728
2013-07-02,1940756517
2013-07-03,1943433525
2013-07-05,1994294562
2013-07-08,1992956175
2013-07-09,1920679780
2013-07-10,1932725728
2013-07-11,2002325351
2013-07-12,2026417482
2013-07-15,2006340745
2013-07-16,1994294562
2013-07-17,2005002359
2013-07-18,2029094490
2013-07-19,2031771263
2013-07-22,2027755869
2013-07-23,1944771912
2013-07-24,1956817860
2013-07-25,1943433525
2013-07-26,1942094904
2013-07-29,1939418131
2013-07-30,1960833254
2013-07-31,1963510262
2013-08-01,2015709920
2013-08-02,2019725315
2013-08-05,1976894832
2013-08-06,1911310605
2013-08-07,1971541052
2013-08-08,1975556211
2013-08-09,1963510262
2013-08-12,1980910227
2013-08-13,1980910227
2013-08-14,1904618202
2013-08-15,1800218886
2013-08-16,1828326412
2013-08-19,1793526719
2013-08-20,1793526719
2013-08-21,1768096201
2013-08-22,1797542113
2013-08-23,1813603456
2013-08-26,1805572902
2013-08-27,1748019228
2013-08-28,1748019228
2013-08-29,1753373245
2013-08-30,1717234929
2013-09-03,1730619499
2013-09-04,1833680429
2013-09-05,1868480122
2013-09-06,1927371947
2013-09-09,1991617789
2013-09-10,2025079096
2013-09-11,2018386693
2013-09-12,2006340745
2013-09-13,2009017518
2013-09-16,2005002359
2013-09-17,2034448271
2013-09-18,2037125044
2013-09-19,2041140439
2013-09-20,2005002359
2013-09-23,1960833254
2013-09-24,1966187035
2013-09-25,1954141087
2013-09-26,1960833254
2013-09-27,1962171876
2013-09-30,1949618879
2013-10-01,1973475516
2013-10-02,1996006849
2013-10-03,1965523226
2013-10-04,1998657456
2013-10-07,1992030704
2013-10-08,1929738387
2013-10-09,1887326562
2013-10-10,1932388994
2013-10-11,1944317429
2013-10-14,1958896472
2013-10-15,1958896472
2013-10-16,1996006849
2013-10-17,2010585891
2013-10-18,2060950007
2013-10-21,2156376555
2013-10-22,2148424265
2013-10-23,2099385687
2013-10-24,2026490239
2013-10-25,2027815776
2013-10-28,2013236733
2013-10-29,2011911196
2013-10-30,1954920328
2013-10-31,1734908913
2013-11-01,1722980711
2013-11-04,1736234450
2013-11-05,1732258305
2013-11-06,1703100219
2013-11-07,1639482365
2013-11-08,1651410800
2013-11-11,1650085263
2013-11-12,1650085263
2013-11-13,1655386712
2013-11-14,1615625728
2013-11-15,1643458510
2013-11-18,1624903322
2013-11-19,1593094395
2013-11-20,1590443787
2013-11-21,1632855612
2013-11-22,1582491497
2013-11-25,1593094395
2013-11-26,1608998975
2013-11-27,1608998975
2013-11-29,1608998975
2013-12-02,1603697293
2013-12-03,1579840656
2013-12-04,1623578018
2013-12-05,1632855612
2013-12-06,1676592741
2013-12-09,1675267437
2013-12-10,1632855612
2013-12-11,1614300424
2013-12-12,1563936309
2013-12-13,1566586917
2013-12-16,1615625728
2013-12-17,1632855612
2013-12-18,1642133206
2013-12-19,1638157061
2013-12-20,1664664306
2013-12-23,1671291292
2013-12-24,1720329870
2013-12-26,1692497088
2013-12-27,1726956856
2013-12-30,1734368688
2013-12-31,1729044252
2014-01-02,1703754234
