,HIG
2009-04-13,3761624000
2009-04-14,3280032000
2009-04-15,3524082000
2009-04-16,3543606000
2009-04-17,3637972000
2009-04-20,2964394000
2009-04-21,3302810000
2009-04-22,3149872000
2009-04-23,3198682000
2009-04-24,3120586000
2009-04-27,3120586000
2009-04-28,3172650000
2009-04-29,3540352000
2009-04-30,3732338000
2009-05-01,3436224000
2009-05-04,4093532000
2009-05-05,4158612000
2009-05-06,4903778000
2009-05-07,5141320000
2009-05-08,5909264000
2009-05-11,5209654000
2009-05-12,4721554000
2009-05-13,4087024000
2009-05-14,4799650000
2009-05-15,4750840000
2009-05-18,5339814000
2009-05-19,5235686000
2009-05-20,5108780000
2009-05-21,5017668000
2009-05-22,4887508000
2009-05-26,4812666000
2009-05-27,4789888000
2009-05-28,4659728000
2009-05-29,4666236000
2009-06-01,4939572000
2009-06-02,5112034000
2009-06-03,4841952000
2009-06-04,4858222000
2009-06-05,4848460000
2009-06-08,4812666000
2009-06-09,4646712000
2009-06-10,4461234000
2009-06-11,4581632000
2009-06-12,4213930000
2009-06-15,3742100000
2009-06-16,3885276000
2009-06-17,3644480000
2009-06-18,3898292000
2009-06-19,4018690000
2009-06-22,3572892000
2009-06-23,3660750000
2009-06-24,3777894000
2009-06-25,3937340000
2009-06-26,3862497999
2009-06-29,3937340000
2009-06-30,4226906999
2009-07-01,4262517000
2009-07-02,3984759000
2009-07-06,3981198000
2009-07-07,3842318999
2009-07-08,3625098000
2009-07-09,3831636000
2009-07-10,3746172000
2009-07-13,4027491000
2009-07-14,3981198000
2009-07-15,4234029000
2009-07-16,4287443999
2009-07-17,4223346000
2009-07-20,4273200000
2009-07-21,4305249000
2009-07-22,4380030000
2009-07-23,5120718000
2009-07-24,5348622000
2009-07-27,5672673000
2009-07-28,5256036000
2009-07-29,5327256000
2009-07-30,6050138999
2009-07-31,5872088999
2009-08-03,5815112999
2009-08-04,5797308000
2009-08-05,5875650000
2009-08-06,6338580000
2009-08-07,6815754000
2009-08-10,6623460000
2009-08-11,6481020000
2009-08-12,6943950000
2009-08-13,6997364999
2009-08-14,6933267000
2009-08-17,6584288999
2009-08-18,6876291000
2009-08-19,6808632000
2009-08-20,7065024000
2009-08-21,7321416000
2009-08-24,7495905000
2009-08-25,8054982000
2009-08-26,8176056000
2009-08-27,8418204000
2009-08-28,8603376000
2009-08-31,8446692000
2009-09-01,7488783000
2009-09-02,7442489999
2009-09-03,7759419000
2009-09-04,7908981000
2009-09-08,7987323000
2009-09-09,8193861000
2009-09-10,8902500000
2009-09-11,8767182000
2009-09-14,9169575000
2009-09-15,9059184000
2009-09-16,10027776000
2009-09-17,9735774000
2009-09-18,9689481000
2009-09-21,9532797000
2009-09-22,9721530000
2009-09-23,9561285000
2009-09-24,9315576000
2009-09-25,9201624000
2009-09-28,10191582000
2009-09-29,9771384000
2009-09-30,10146850000
2009-10-01,9568671000
2009-10-02,9614619000
2009-10-05,10051125000
2009-10-06,10843728000
2009-10-07,10958598000
2009-10-08,11180680000
2009-10-09,11176851000
2009-10-12,10924137000
2009-10-13,10185140000
2009-10-14,10893505000
2009-10-15,10809267000
2009-10-16,10510605000
2009-10-19,10533579000
2009-10-20,10185140000
2009-10-21,9932426000
2009-10-22,10300010000
2009-10-23,9917110000
2009-10-26,9312128000
2009-10-27,9224061000
2009-10-28,8910083000
2009-10-29,9829043000
2009-10-30,9388708000
2009-11-02,9499749000
2009-11-03,9886478000
2009-11-04,9358076000
2009-11-05,9235548000
2009-11-06,9224061000
2009-11-09,9702686000
2009-11-10,9572500000
2009-11-11,9832872000
2009-11-12,9499749000
2009-11-13,9449972000
2009-11-16,9687370000
2009-11-17,9714173000
2009-11-18,9943913000
2009-11-19,9695028000
2009-11-20,9572500000
2009-11-23,9702686000
2009-11-24,9622277000
2009-11-25,9610790000
2009-11-27,9082388000
2009-11-30,9365734000
2009-12-01,9373392000
2009-12-02,9683541000
2009-12-03,9277667000
2009-12-04,9446143000
2009-12-07,9158968000
2009-12-08,9113020000
2009-12-09,9097704000
2009-12-10,9201087000
2009-12-11,9235548000
2009-12-14,9281496000
2009-12-15,9047927000
2009-12-16,9239377000
2009-12-17,8913912000
2009-12-18,8994321000
2009-12-21,8867964000
2009-12-22,8975176000
2009-12-23,8936886000
2009-12-24,9067072000
2009-12-28,9074730000
2009-12-29,9174284000
2009-12-30,9074730000
2009-12-31,9157462000
2010-01-04,9393682000
2010-01-05,10114153000
2010-01-06,10283444000
2010-01-07,10440924000
2010-01-08,10322814000
2010-01-11,10303129000
2010-01-12,10677144000
2010-01-13,10960608000
2010-01-14,10732262000
2010-01-15,10543286000
2010-01-19,10818876000
2010-01-20,10618089000
2010-01-21,10062972000
2010-01-22,9688957000
2010-01-25,9708642000
2010-01-26,9610217000
2010-01-27,9826752000
2010-01-28,9535414000
2010-01-29,9444863000
2010-02-01,9602343000
2010-02-02,9996043000
2010-02-03,9677146000
2010-02-04,9129903000
2010-02-05,9263761000
2010-02-08,9236202000
2010-02-09,8795258000
2010-02-10,9082659000
2010-02-11,9070848000
2010-02-12,9232265000
2010-02-16,9429115000
2010-02-17,9480296000
2010-02-18,9503918000
2010-02-19,9582658000
2010-02-22,9767697000
2010-02-23,9389745000
2010-02-24,9578721000
2010-02-25,9582658000
2010-02-26,9594469000
2010-03-01,9767697000
2010-03-02,10125964000
2010-03-03,9984232000
2010-03-04,10373995000
2010-03-05,10574782000
2010-03-08,10602341000
2010-03-09,10464546000
2010-03-10,10732262000
2010-03-11,10744073000
2010-03-12,10531475000
2010-03-15,10559034000
2010-03-16,10732262000
2010-03-17,11251946000
2010-03-18,10960608000
2010-03-19,10732262000
2010-03-22,10877931000
2010-03-23,10968482000
2010-03-24,11078718000
2010-03-25,10964545000
2010-03-26,11011789000
2010-03-29,11094466000
2010-03-30,11039348000
2010-03-31,12615638000
2010-04-01,12819832000
2010-04-05,13024026000
2010-04-06,12886417000
2010-04-07,12651150000
2010-04-08,12673345000
2010-04-09,12429200000
2010-04-12,12380371000
2010-04-13,12411444000
2010-04-14,12495785000
2010-04-15,12327103000
2010-04-16,11994178000
2010-04-19,12251640000
2010-04-20,12771003000
2010-04-21,12762125000
2010-04-22,12810954000
2010-04-23,13121684000
2010-04-26,13148318000
2010-04-27,12628955000
2010-04-28,12837588000
2010-04-29,13157196000
2010-04-30,12682223000
2010-05-03,12868661000
2010-05-04,12278274000
2010-05-05,12109592000
2010-05-06,11568034000
2010-05-07,11230670000
2010-05-10,11994178000
2010-05-11,11869886000
2010-05-12,12131787000
2010-05-13,11892081000
2010-05-14,11634619000
2010-05-17,11523644000
2010-05-18,11204036000
2010-05-19,11283938000
2010-05-20,10493796000
2010-05-21,10791209000
2010-05-24,10622527000
2010-05-25,10737941000
2010-05-26,10582576000
2010-05-27,11328328000
2010-05-28,11128573000
2010-06-01,10844477000
2010-06-02,11315011000
2010-06-03,11159646000
2010-06-04,10462723000
2010-06-07,9894531000
2010-06-08,10098725000
2010-06-09,10094286000
2010-06-10,10609210000
2010-06-11,10658039000
2010-06-14,11044232000
2010-06-15,11328328000
2010-06-16,11101939000
2010-06-17,11070866000
2010-06-18,11150768000
2010-06-21,10999842000
2010-06-22,10875550000
2010-06-23,10933257000
2010-06-24,10524869000
2010-06-25,10684673000
2010-06-28,10484918000
2010-06-29,9836824000
2010-06-30,9827933000
2010-07-01,9703585000
2010-07-02,9641411000
2010-07-06,9610324000
2010-07-07,9952281000
2010-07-08,10067747000
2010-07-09,10449673000
2010-07-12,10280915000
2010-07-13,10631754000
2010-07-14,10320884000
2010-07-15,10116598000
2010-07-16,9668057000
2010-07-19,9716908000
2010-07-20,9841256000
2010-07-21,9659175000
2010-07-22,10232064000
2010-07-23,10405263000
2010-07-26,10391940000
2010-07-27,10343089000
2010-07-28,10129921000
2010-07-29,10347530000
2010-07-30,10396381000
2010-08-02,10711692000
2010-08-03,10409704000
2010-08-04,10587344000
2010-08-05,10072188000
2010-08-06,9996691000
2010-08-09,10147685000
2010-08-10,10018896000
2010-08-11,9263926000
2010-08-12,9179547000
2010-08-13,9272808000
2010-08-16,9032994000
2010-08-17,9334982000
2010-08-18,9414920000
2010-08-19,9041876000
2010-08-20,8939733000
2010-08-23,8917528000
2010-08-24,8566689000
2010-08-25,8664391000
2010-08-26,8477869000
2010-08-27,9024112000
2010-08-30,8699919000
2010-08-31,8957497000
2010-09-01,9521504000
2010-09-02,9668057000
2010-09-03,9996691000
2010-09-07,9601442000
2010-09-08,9859020000
2010-09-09,9916753000
2010-09-10,10192095000
2010-09-13,10418586000
2010-09-14,10258710000
2010-09-15,10200977000
2010-09-16,10085511000
2010-09-17,9992250000
2010-09-20,10183213000
2010-09-21,10285356000
2010-09-22,9912312000
2010-09-23,9703585000
2010-09-24,10076629000
2010-09-27,9992250000
2010-09-28,10409704000
2010-09-29,10365294000
2010-09-30,10198980000
2010-10-01,10407848000
2010-10-04,10332300000
2010-10-05,10563388000
2010-10-06,10550056000
2010-10-07,10394516000
2010-10-08,10625604000
2010-10-11,10678932000
2010-10-12,10838916000
2010-10-13,10892244000
2010-10-14,10816696000
2010-10-15,10545612000
2010-10-18,10781144000
2010-10-19,10456732000
2010-10-20,10550056000
2010-10-21,10754480000
2010-10-22,10643380000
2010-10-25,10918908000
2010-10-26,11105556000
2010-10-27,10905576000
2010-10-28,10683376000
2010-10-29,10643380000
2010-11-01,10536724000
2010-11-02,10407848000
2010-11-03,11363308000
2010-11-04,11665500000
2010-11-05,11741048000
2010-11-08,11661056000
2010-11-09,11296648000
2010-11-10,11536624000
2010-11-11,11265540000
2010-11-12,10843360000
2010-11-15,10727816000
2010-11-16,10496728000
2010-11-17,10523392000
2010-11-18,10558944000
2010-11-19,10474508000
2010-11-22,10305636000
2010-11-23,10038996000
2010-11-24,10252308000
2010-11-26,10118988000
2010-11-29,10052328000
2010-11-30,9892344000
2010-12-01,10336744000
2010-12-02,10674488000
2010-12-03,10638936000
2010-12-06,10661156000
2010-12-07,10732260000
2010-12-08,11110000000
2010-12-09,11225544000
2010-12-10,11438856000
2010-12-13,11367752000
2010-12-14,11412192000
2010-12-15,11305536000
2010-12-16,11483296000
2010-12-17,11629948000
2010-12-20,11781044000
2010-12-21,12047684000
2010-12-22,12189892000
2010-12-23,11865480000
2010-12-27,11958804000
2010-12-28,11834372000
2010-12-29,11785488000
2010-12-30,11692164000
2010-12-31,11777454000
2011-01-03,12346542000
2011-01-04,12422124000
2011-01-05,12599964000
2011-01-06,12373218000
2011-01-07,12342096000
2011-01-10,12262068000
2011-01-11,12417678000
2011-01-12,12519936000
2011-01-13,12573288000
2011-01-14,12662208000
2011-01-18,12653316000
2011-01-19,12226500000
2011-01-20,12182040000
2011-01-21,12391002000
2011-01-24,12319866000
2011-01-25,12382110000
2011-01-26,12484368000
2011-01-27,12746682000
2011-01-28,12310974000
2011-01-31,12350988000
2011-02-01,12782250000
2011-02-02,12417678000
2011-02-03,12764466000
2011-02-04,12995658000
2011-02-07,13231296000
2011-02-08,13400244000
2011-02-09,13089024000
2011-02-10,13004550000
2011-02-11,13226850000
2011-02-14,12991212000
2011-02-15,13022334000
2011-02-16,13426920000
2011-02-17,13689234000
2011-02-18,13693680000
2011-02-22,13106808000
2011-02-23,12991212000
2011-02-24,12764466000
2011-02-25,13080132000
2011-02-28,13160160000
2011-03-01,12853386000
2011-03-02,12417678000
2011-03-03,12875616000
2011-03-04,12720006000
2011-03-07,12364326000
2011-03-08,12657762000
2011-03-09,12551058000
2011-03-10,12195378000
2011-03-11,12270960000
2011-03-14,11924172000
2011-03-15,11381760000
2011-03-16,11003850000
2011-03-17,11199474000
2011-03-18,11332854000
2011-03-21,11777454000
2011-03-22,11750778000
2011-03-23,11710764000
2011-03-24,11835252000
2011-03-25,11879712000
2011-03-28,11817468000
2011-03-29,11893050000
2011-03-30,11919726000
2011-03-31,11986543000
2011-04-01,12351525000
2011-04-04,12271407000
2011-04-05,12133426000
2011-04-06,12449447000
2011-04-07,12200191000
2011-04-08,12093367000
2011-04-11,12151230000
2011-04-12,11897523000
2011-04-13,11804052000
2011-04-14,11746189000
2011-04-15,11928680000
2011-04-18,11906425000
2011-04-19,11772895000
2011-04-20,12097818000
2011-04-21,12258054000
2011-04-25,12088916000
2011-04-26,12244701000
2011-04-27,12462800000
2011-04-28,12876743000
2011-04-29,12894547000
2011-05-02,12827782000
2011-05-03,12720958000
2011-05-04,12485055000
2011-05-05,12062210000
2011-05-06,12231348000
2011-05-09,11990994000
2011-05-10,12284760000
2011-05-11,12266956000
2011-05-12,12440545000
2011-05-13,12271407000
2011-05-16,12307015000
2011-05-17,12195740000
2011-05-18,12253603000
2011-05-19,12235799000
2011-05-20,12057759000
2011-05-23,11812954000
2011-05-24,11755091000
2011-05-25,11741738000
2011-05-26,11741738000
2011-05-27,11808503000
2011-05-31,11861915000
2011-06-01,11412364000
2011-06-02,11501384000
2011-06-03,11318893000
2011-06-06,11087441000
2011-06-07,11020676000
2011-06-08,10869342000
2011-06-09,10971715000
2011-06-10,10798126000
2011-06-13,10896048000
2011-06-14,11131951000
2011-06-15,10597831000
2011-06-16,10731361000
2011-06-17,10878244000
2011-06-20,10802577000
2011-06-21,11087441000
2011-06-22,10958362000
2011-06-23,10838185000
2011-06-24,11002872000
2011-06-27,11016225000
2011-06-28,11305540000
2011-06-29,11577051000
2011-06-30,11742561000
2011-07-01,12045365000
2011-07-05,11804903000
2011-07-06,11804903000
2011-07-07,12036459000
2011-07-08,11698031000
2011-07-11,11177030000
2011-07-12,11381868000
2011-07-13,11399680000
2011-07-14,11079064000
2011-07-15,10856414000
2011-07-18,10451191000
2011-07-19,10571422000
2011-07-20,10642670000
2011-07-21,10762901000
2011-07-22,10629311000
2011-07-25,10544704000
2011-07-26,10513533000
2011-07-27,10277524000
2011-07-28,10411114000
2011-07-29,10428926000
2011-08-01,10241900000
2011-08-02,9752070000
2011-08-03,9948002000
2011-08-04,9324582000
2011-08-05,9159821000
2011-08-08,7855092000
2011-08-09,9075214000
2011-08-10,8082194999
2011-08-11,8990607000
2011-08-12,8848111000
2011-08-15,9217710000
2011-08-16,9017325000
2011-08-17,8995060000
2011-08-18,8126725000
2011-08-19,7890715999
2011-08-22,7587912000
2011-08-23,7507758000
2011-08-24,7774938000
2011-08-25,7547835000
2011-08-26,7654707000
2011-08-29,8647726000
2011-08-30,8576478000
2011-08-31,8523042000
2011-09-01,8148990000
2011-09-02,7672519000
2011-09-06,7440963000
2011-09-07,7939698999
2011-09-08,7703690000
2011-09-09,7409792000
2011-09-12,7650254000
2011-09-13,7725955000
2011-09-14,8095554000
2011-09-15,8425076000
2011-09-16,8433982000
2011-09-19,8157896000
2011-09-20,7984229000
2011-09-21,7378621000
2011-09-22,7120347000
2011-09-23,7155971000
2011-09-26,7383073999
2011-09-27,7378621000
2011-09-28,7044646000
2011-09-29,7619083000
2011-09-30,7112898000
2011-10-03,6575244000
2011-10-04,6998316000
2011-10-05,7469865000
2011-10-06,7782762000
2011-10-07,7474272000
2011-10-10,7840053000
2011-10-11,7888529999
2011-10-12,8130915000
2011-10-13,7914972000
2011-10-14,8139728999
2011-10-17,7826832000
2011-10-18,8267532000
2011-10-19,8091252000
2011-10-20,8280753000
2011-10-21,8457033000
2011-10-24,8457033000
2011-10-25,7910565000
2011-10-26,8170578000
2011-10-27,8932989000
2011-10-28,8928582000
2011-10-31,8483475000
2011-11-01,8025147000
2011-11-02,8368892999
2011-11-03,7888529999
2011-11-04,7857680999
2011-11-07,7875309000
2011-11-08,7910565000
2011-11-09,7509528000
2011-11-10,7535970000
2011-11-11,7751913000
2011-11-14,7725471000
2011-11-15,7800390000
2011-11-16,7751913000
2011-11-17,7584447000
2011-11-18,7610889000
2011-11-21,7337654999
2011-11-22,7209852000
2011-11-23,6901362000
2011-11-25,6813222000
2011-11-28,7245108000
2011-11-29,7223073000
2011-11-30,7826832000
2011-12-01,7875309000
2011-12-02,7892937000
2011-12-05,8152950000
2011-12-06,8161764000
2011-12-07,8254311000
2011-12-08,7580040000
2011-12-09,7707842999
2011-12-12,7280364000
2011-12-13,7104084000
2011-12-14,7148153999
2011-12-15,7037979000
2011-12-16,6901362000
2011-12-19,6592872000
2011-12-20,7011537000
2011-12-21,7165782000
2011-12-22,7324434000
2011-12-23,7403760000
2011-12-27,7205445000
2011-12-28,7082049000
2011-12-29,7223073000
2011-12-30,7161375000
2012-01-03,7408166999
2012-01-04,7297991999
2012-01-05,7359690000
2012-01-06,7214259000
2012-01-09,7355283000
2012-01-10,7778354999
2012-01-11,7884123000
2012-01-12,8025147000
2012-01-13,7853274000
2012-01-17,7778354999
2012-01-18,7981077000
2012-01-19,8082438000
2012-01-20,8166171000
2012-01-23,8210241000
2012-01-24,8197020000
2012-01-25,8020740000
2012-01-26,7738691999
2012-01-27,7743099000
2012-01-30,7694622000
2012-01-31,7721064000
2012-02-01,8025147000
2012-02-02,8161764000
2012-02-03,8536359000
2012-02-06,8518730999
2012-02-07,8426184000
2012-02-08,9069606000
2012-02-09,8999094000
2012-02-10,8769930000
2012-02-13,8915361000
2012-02-14,8730267000
2012-02-15,8932989000
2012-02-16,9338433000
2012-02-17,9541155000
2012-02-21,9237072000
2012-02-22,8862477000
2012-02-23,9078420000
2012-02-24,9025536000
2012-02-27,9029943000
2012-02-28,9091641000
2012-02-29,9126897000
2012-03-01,9104862000
2012-03-02,8999094000
2012-03-05,8871291000
2012-03-06,8527545000
2012-03-07,8589242999
2012-03-08,8778744000
2012-03-09,8844849000
2012-03-12,8836035000
2012-03-13,9193002000
2012-03-14,9166560000
2012-03-15,9558783000
2012-03-16,9620481000
2012-03-19,9563190000
2012-03-20,9567597000
2012-03-21,9704214000
2012-03-22,9386910000
2012-03-23,9435387000
2012-03-26,9699807000
2012-03-27,9475050000
2012-03-28,9408945000
2012-03-29,9267921000
2012-03-30,9289956000
2012-04-02,9618490000
2012-04-03,9491412000
2012-04-04,9289840000
2012-04-05,9219728000
2012-04-09,8939280000
2012-04-10,8676360000
2012-04-11,8742090000
2012-04-12,9013774000
2012-04-13,8829730000
2012-04-16,8807820000
2012-04-17,9000628000
2012-04-18,8790292000
2012-04-19,8794674000
2012-04-20,8781528000
2012-04-23,8825348000
2012-04-24,8926134000
2012-04-25,9092650000
2012-04-26,9105796000
2012-04-27,9101414000
2012-04-30,9005010000
2012-05-01,9140852000
2012-05-02,8952426000
2012-05-03,8733326000
2012-05-04,8615012000
2012-05-07,8619394000
2012-05-08,8632540000
2012-05-09,8641304000
2012-05-10,8654450000
2012-05-11,8645686000
2012-05-14,8365238000
2012-05-15,8281979999
2012-05-16,8001532000
2012-05-17,7580860000
2012-05-18,7480074000
2012-05-21,7532658000
2012-05-22,7493220000
2012-05-23,7563332000
2012-05-24,7554567999
2012-05-25,7594005999
2012-05-29,7769286000
2012-05-30,7418726000
2012-05-31,7370524000
2012-06-01,7090076000
2012-06-04,7055020000
2012-06-05,7138278000
2012-06-06,7519512000
2012-06-07,7576478000
2012-06-08,7523894000
2012-06-11,7313558000
2012-06-12,7445017999
2012-06-13,7344232000
2012-06-14,7396816000
2012-06-15,7453782000
2012-06-18,7309176000
2012-06-19,7567714000
2012-06-20,7607152000
2012-06-21,7339850000
2012-06-22,7458164000
2012-06-25,7164570000
2012-06-26,7243446000
2012-06-27,7423108000
2012-06-28,7431872000
2012-06-29,7725466000
2012-07-02,7604710000
2012-07-03,7752882000
2012-07-05,7521908000
2012-07-06,7412958000
2012-07-09,7330156000
2012-07-10,7273502000
2012-07-11,7277860000
2012-07-12,7129688000
2012-07-13,7356304000
2012-07-16,7212490000
2012-07-17,7338872000
2012-07-18,7356304000
2012-07-19,7347588000
2012-07-20,7090466000
2012-07-23,7007663999
2012-07-24,6942294000
2012-07-25,6959726000
2012-07-26,7042528000
2012-07-27,7168910000
2012-07-30,7138404000
2012-07-31,7168910000
2012-08-01,7112256000
2012-08-02,7042528000
2012-08-03,7369378000
2012-08-06,7460896000
2012-08-07,7478328000
2012-08-08,7439106000
2012-08-09,7539340000
2012-08-10,7587278000
2012-08-13,7565488000
2012-08-14,7530624000
2012-08-15,7643932000
2012-08-16,7748524000
2012-08-17,7718018000
2012-08-20,7896696000
2012-08-21,8084090000
2012-08-22,7944634000
2012-08-23,7848758000
2012-08-24,7909769999
2012-08-27,7818252000
2012-08-28,7757240000
2012-08-29,7761597999
2012-08-30,7735450000
2012-08-31,7813894000
2012-09-04,7713660000
2012-09-05,7866190000
2012-09-06,8114596000
2012-09-07,8485025999
2012-09-10,8297632000
2012-09-11,8376075999
2012-09-12,8424013999
2012-09-13,8676778000
2012-09-14,8864172000
2012-09-17,8724716000
2012-09-18,8576544000
2012-09-19,8572186000
2012-09-20,8389150000
2012-09-21,8450162000
2012-09-24,8432730000
2012-09-25,8197397999
2012-09-26,8140744000
2012-09-27,8410940000
2012-09-28,8471952000
2012-10-01,8466642000
2012-10-02,8588778000
2012-10-03,8658570000
2012-10-04,9051150000
2012-10-05,9247440000
2012-10-08,9286698000
2012-10-09,9151476000
2012-10-10,9168924000
2012-10-11,9378300000
2012-10-12,9304146000
2012-10-15,9404472000
2012-10-16,9552780000
2012-10-17,9635658000
2012-10-18,9823224000
2012-10-19,9631296000
2012-10-22,9626934000
2012-10-23,9530970000
2012-10-24,9635658000
2012-10-25,9805776000
2012-10-26,9469902000
2012-10-31,9469902000
2012-11-01,9561504000
2012-11-02,9273612000
2012-11-05,9352128000
2012-11-06,9474264000
2012-11-07,9064236000
2012-11-08,8915928000
2012-11-09,9077322000
2012-11-12,9112218000
2012-11-13,8963910000
2012-11-14,8824326000
2012-11-15,8915928000
2012-11-16,8881032000
2012-11-19,9099132000
2012-11-20,9138390000
2012-11-21,9238716000
2012-11-23,9295422000
2012-11-26,9247440000
2012-11-27,9112218000
2012-11-28,9186372000
2012-11-29,9221268000
2012-11-30,9238716000
2012-12-03,9212544000
2012-12-04,9129666000
2012-12-05,9395748000
2012-12-06,9439368000
2012-12-07,9548418000
2012-12-10,9517884000
2012-12-11,9631296000
2012-12-12,9565866000
2012-12-13,9378300000
2012-12-14,9286698000
2012-12-17,9618210000
2012-12-18,9814500000
2012-12-19,9823224000
2012-12-20,9980256000
2012-12-21,9701088000
2012-12-24,9735984000
2012-12-26,9727260000
2012-12-27,9818862000
2012-12-28,9666192000
2012-12-31,9790572000
2013-01-02,10344673000
2013-01-03,10545371000
2013-01-04,10698076000
2013-01-07,10562823000
2013-01-08,10405755000
2013-01-09,10414481000
2013-01-10,10501741000
2013-01-11,10427570000
2013-01-14,10392666000
2013-01-15,10423207000
2013-01-16,10527919000
2013-01-17,10628268000
2013-01-18,10641357000
2013-01-22,10746069000
2013-01-23,10715528000
2013-01-24,10641357000
2013-01-25,10828966000
2013-01-28,10815877000
2013-01-29,10859507000
2013-01-30,10737343000
2013-01-31,10820240000
2013-02-01,10999123000
2013-02-04,10776610000
2013-02-05,10641357000
2013-02-06,10676261000
2013-02-07,10575912000
2013-02-08,10545371000
2013-02-11,10650083000
2013-02-12,10645720000
2013-02-13,10667535000
2013-02-14,10684987000
2013-02-15,10558460000
2013-02-19,10802788000
2013-02-20,10606453000
2013-02-21,10340310000
2013-02-22,10510467000
2013-02-25,10056715000
2013-02-26,10187605000
2013-02-27,10353399000
2013-02-28,10301043000
2013-03-01,10331584000
2013-03-04,10335947000
2013-03-05,10536645000
2013-03-06,10584638000
2013-03-07,10623905000
2013-03-08,11103835000
2013-03-11,11178006000
2013-03-12,11191095000
2013-03-13,11234725000
2013-03-14,11544498000
2013-03-15,11474690000
2013-03-18,11308896000
2013-03-19,11134376000
2013-03-20,11409245000
2013-03-21,11343800000
2013-03-22,11518320000
2013-03-25,11348163000
2013-03-26,11452875000
2013-03-27,11321985000
2013-03-28,11256540000
2013-04-01,11546812000
2013-04-02,11533270000
2013-04-03,11203748000
2013-04-04,11668690000
2013-04-05,11361738000
2013-04-08,11772512000
2013-04-09,11808624000
2013-04-10,12196828000
2013-04-11,12359332000
2013-04-12,12408986000
2013-04-15,11876334000
2013-04-16,12354818000
2013-04-17,12183286000
2013-04-18,11975642000
2013-04-19,12115576000
2013-04-22,12038838000
2013-04-23,12368360000
2013-04-24,12539892000
2013-04-25,12440584000
2013-04-26,12241968000
2013-04-29,12282594000
2013-04-30,12679826000
2013-05-01,12530864000
2013-05-02,12837816000
2013-05-03,13000320000
2013-05-06,13104142000
2013-05-07,13221506000
2013-05-08,13406580000
2013-05-09,13302758000
2013-05-10,13388524000
2013-05-13,13492346000
2013-05-14,13808326000
2013-05-15,13916662000
2013-05-16,13898606000
2013-05-17,14065624000
2013-05-20,14038540000
2013-05-21,14002428000
2013-05-22,13830896000
2013-05-23,13713532000
2013-05-24,13650336000
2013-05-28,13826382000
2013-05-29,13907634000
2013-05-30,14187502000
2013-05-31,13826382000
2013-06-03,13505888000
2013-06-04,13420122000
2013-06-05,13086086000
2013-06-06,13311786000
2013-06-07,13767700000
2013-06-10,13876036000
2013-06-11,13433664000
2013-06-12,13284702000
2013-06-13,13564570000
2013-06-14,13180880000
2013-06-17,13415608000
2013-06-18,13699990000
2013-06-19,13402066000
2013-06-20,13388524000
2013-06-21,13257618000
2013-06-24,12937124000
2013-06-25,13171852000
2013-06-26,13537486000
2013-06-27,14097222000
2013-06-28,13957288000
2013-07-01,14105520000
2013-07-02,13974411000
2013-07-03,13694109000
2013-07-05,14177856000
2013-07-08,14214024000
2013-07-09,14263755000
2013-07-10,14363217000
2013-07-11,14381301000
2013-07-12,14562141000
2013-07-15,14467200000
2013-07-16,14376780000
2013-07-17,14308965000
2013-07-18,14435553000
2013-07-19,14349654000
2013-07-22,14516931000
2013-07-23,14272797000
2013-07-24,14110041000
2013-07-25,14200461000
2013-07-26,14177856000
2013-07-29,13915638000
2013-07-30,13816176000
2013-07-31,13951806000
2013-08-01,14440074000
2013-08-02,14480763000
2013-08-05,14412948000
2013-08-06,14295402000
2013-08-07,14177856000
2013-08-08,14155251000
2013-08-09,14155251000
2013-08-12,14033184000
2013-08-13,14241150000
2013-08-14,14132646000
2013-08-15,13983453000
2013-08-16,13942764000
2013-08-19,13766445000
2013-08-20,13811655000
2013-08-21,13752882000
2013-08-22,13865907000
2013-08-23,13856865000
2013-08-26,13811655000
2013-08-27,13413807000
2013-08-28,13459017000
2013-08-29,13535874000
2013-08-30,13382160000
2013-09-03,13653420000
2013-09-04,13816176000
2013-09-05,13897554000
2013-09-06,13956327000
2013-09-09,14304444000
2013-09-10,14354175000
2013-09-11,14426511000
2013-09-12,14254713000
2013-09-13,14295402000
2013-09-16,14412948000
2013-09-17,14602829999
2013-09-18,14444595000
2013-09-19,14078394000
2013-09-20,14024142000
2013-09-23,13974411000
2013-09-24,14204982000
2013-09-25,14345133000
2013-09-26,14259234000
2013-09-27,14137167000
2013-09-30,14038232000
2013-10-01,14114919000
2013-10-02,14011166000
2013-10-03,13911924000
2013-10-04,14241227000
2013-10-07,14056276000
2013-10-08,13839748000
2013-10-09,14480310000
2013-10-10,14746458999
2013-10-11,14809613000
2013-10-14,14967498000
2013-10-15,14886300000
2013-10-16,15165981999
2013-10-17,15396043000
2013-10-18,15337400000
2013-10-21,15287779000
2013-10-22,15206581000
2013-10-23,14940431999
2013-10-24,15102827999
2013-10-25,15143427000
2013-10-28,15292290000
2013-10-29,15364466000
2013-10-30,15423108999
2013-10-31,15202070000
2013-11-01,15179515000
2013-11-04,15332889000
2013-11-05,15197558999
2013-11-06,15310333999
2013-11-07,14904344000
2013-11-08,15472729999
2013-11-11,15590016000
2013-11-12,15463708000
2013-11-13,15761433999
2013-11-14,16023072000
2013-11-15,15986983999
2013-11-18,15815566000
2013-11-19,15666702999
2013-11-20,15774967000
2013-11-21,15968940000
2013-11-22,16041116000
2013-11-25,16176446000
