,DVN
2009-04-13,21427590000
2009-04-14,21835860000
2009-04-15,21910490000
2009-04-16,21910490000
2009-04-17,22893850000
2009-04-20,21203700000
2009-04-21,21941220000
2009-04-22,21853420000
2009-04-23,22397780000
2009-04-24,22986040000
2009-04-27,22353880000
2009-04-28,22389000000
2009-04-29,23069450000
2009-04-30,22762150000
2009-05-01,23767460000
2009-05-04,25102020000
2009-05-05,23916720000
2009-05-06,26783390000
2009-05-07,26489260000
2009-05-08,28016980000
2009-05-11,27810650000
2009-05-12,28473540000
2009-05-13,27318970000
2009-05-14,27222390000
2009-05-15,25681500000
2009-05-18,27007280000
2009-05-19,27283850000
2009-05-20,27134590000
2009-05-21,26296100000
2009-05-22,26230250000
2009-05-26,26963380000
2009-05-27,26467310000
2009-05-28,27354090000
2009-05-29,27762360000
2009-06-01,29171550000
2009-06-02,29031069999
2009-06-03,27841380000
2009-06-04,28732550000
2009-06-05,28412080000
2009-06-08,28052100000
2009-06-09,28161850000
2009-06-10,27986250000
2009-06-11,29057410000
2009-06-12,28767670000
2009-06-15,27959910000
2009-06-16,27490180000
2009-06-17,27038010000
2009-06-18,26963380000
2009-06-19,26181960000
2009-06-22,24720090000
2009-06-23,24742040000
2009-06-24,24500590000
2009-06-25,24943980000
2009-06-26,24324990000
2009-06-29,24360110000
2009-06-30,24066814140
2009-07-01,24322938033
2009-07-02,23059982282
2009-07-06,22649300866
2009-07-07,22039902637
2009-07-08,22017822991
2009-07-09,22454999982
2009-07-10,22322522106
2009-07-13,22896592902
2009-07-14,23311690246
2009-07-15,24004991131
2009-07-16,24415672546
2009-07-17,24587893785
2009-07-20,24839601750
2009-07-21,25100141572
2009-07-22,24980911484
2009-07-23,25656548652
2009-07-24,25815522103
2009-07-27,25917088474
2009-07-28,25108973431
2009-07-29,24830769891
2009-07-30,25290026528
2009-07-31,25652132722
2009-08-03,26685460155
2009-08-04,27038734491
2009-08-05,27935168119
2009-08-06,27983743340
2009-08-07,28178044225
2009-08-10,28465079623
2009-08-11,28372345110
2009-08-12,28253115021
2009-08-13,28579893782
2009-08-14,27701123871
2009-08-17,27135884934
2009-08-18,27365513252
2009-08-19,27705539800
2009-08-20,28041150420
2009-08-21,28407672543
2009-08-24,28434168118
2009-08-25,27767362809
2009-08-26,27612805287
2009-08-27,27436168119
2009-08-28,27630469004
2009-08-31,27104973429
2009-09-01,26416088474
2009-09-02,27034318562
2009-09-03,26888592898
2009-09-04,27281610597
2009-09-08,28116221216
2009-09-09,28142716791
2009-09-10,28893424755
2009-09-11,28990575198
2009-09-14,29224619445
2009-09-15,30244699090
2009-09-16,31887424753
2009-09-17,31419336258
2009-09-18,31247115019
2009-09-21,30854097320
2009-09-22,31459079620
2009-09-23,30854097320
2009-09-24,29970911480
2009-09-25,29661796436
2009-09-28,30037150418
2009-09-29,29882592896
2009-09-30,30096510000
2009-10-01,28751039999
2009-10-02,28831500000
2009-10-05,29653980000
2009-10-06,29698680000
2009-10-07,29725500000
2009-10-08,30851940000
2009-10-09,30574800000
2009-10-12,30914520000
2009-10-13,31285529999
2009-10-14,31441980000
2009-10-15,32036490000
2009-10-16,31862160000
2009-10-19,32143770000
2009-10-20,32179529999
2009-10-21,31678890000
2009-10-22,31450920000
2009-10-23,30494340000
2009-10-26,29877480000
2009-10-27,30279779999
2009-10-28,29278500000
2009-10-29,30346830000
2009-10-30,28925369999
2009-11-02,29046060000
2009-11-03,29703150000
2009-11-04,29980289999
2009-11-05,30811710000
2009-11-06,30413880000
2009-11-09,30887699999
2009-11-10,31191660000
2009-11-11,30798300000
2009-11-12,30083100000
2009-11-13,30302130000
2009-11-16,31732529999
2009-11-17,31567140000
2009-11-18,32032020000
2009-11-19,30918990000
2009-11-20,30172500000
2009-11-23,30364710000
2009-11-24,30239550000
2009-11-25,30753600000
2009-11-27,30163560000
2009-11-30,30105449999
2009-12-01,30659730000
2009-12-02,30208260000
2009-12-03,29618220000
2009-12-04,29573520000
2009-12-07,29408130000
2009-12-08,28518600000
2009-12-09,28366620000
2009-12-10,28625880000
2009-12-11,28558830000
2009-12-14,29859600000
2009-12-15,29667390000
2009-12-16,30337890000
2009-12-17,30708900000
2009-12-18,31093320000
2009-12-21,31580550000
2009-12-22,31777230000
2009-12-23,32251050000
2009-12-24,32639940000
2009-12-28,33104820000
2009-12-29,33167400000
2009-12-30,33113760000
2009-12-31,32854500000
2010-01-04,34226789999
2010-01-05,34262550000
2010-01-06,34159740000
2010-01-07,33958590000
2010-01-08,34025640000
2010-01-11,33560760000
2010-01-12,33162930000
2010-01-13,33556289999
2010-01-14,33064590000
2010-01-15,32644410000
2010-01-19,32885789999
2010-01-20,32201880000
2010-01-21,31929210000
2010-01-22,30977100000
2010-01-25,31723590000
2010-01-26,31182720000
2010-01-27,30999449999
2010-01-28,30628440000
2010-01-29,29908770000
2010-02-01,31182720000
2010-02-02,31880039999
2010-02-03,31509029999
2010-02-04,29886420000
2010-02-05,29828310000
2010-02-08,29564580000
2010-02-09,30083100000
2010-02-10,29685270000
2010-02-11,29998170000
2010-02-12,29984760000
2010-02-16,30887699999
2010-02-17,31196130000
2010-02-18,31383869999
2010-02-19,31924740000
2010-02-22,31298940000
2010-02-23,30413880000
2010-02-24,30570330000
2010-02-25,30758070000
2010-02-26,30780420000
2010-03-01,31012859999
2010-03-02,31361520000
2010-03-03,31486680000
2010-03-04,31088850000
2010-03-05,31267650000
2010-03-08,31151430000
2010-03-09,31669949999
2010-03-10,32116949999
2010-03-11,32201880000
2010-03-12,31526910000
2010-03-15,30722310000
2010-03-16,30302130000
2010-03-17,30024990000
2010-03-18,29229330000
2010-03-19,28746570000
2010-03-22,28608000000
2010-03-23,29046060000
2010-03-24,29108640000
2010-03-25,28129710000
2010-03-26,28250400000
2010-03-29,28862789999
2010-03-30,28791270000
2010-03-31,28671350000
2010-04-01,29294350000
2010-04-05,29908449999
2010-04-06,29588049999
2010-04-07,29294350000
2010-04-08,29334400000
2010-04-09,29930700000
2010-04-12,29957399999
2010-04-13,29570250000
2010-04-14,29872849999
2010-04-15,29632550000
2010-04-16,29009550000
2010-04-19,29009550000
2010-04-20,29993000000
2010-04-21,30077550000
2010-04-22,30135400000
2010-04-23,31167800000
2010-04-26,30500300000
2010-04-27,29628100000
2010-04-28,30015250000
2010-04-29,29970749999
2010-04-30,29961850000
2010-05-03,30317849999
2010-05-04,29525749999
2010-05-05,30041950000
2010-05-06,29414499999
2010-05-07,28738100000
2010-05-10,30179899999
2010-05-11,30202150000
2010-05-12,30958649999
2010-05-13,30090900000
2010-05-14,29396700000
2010-05-17,29089650000
2010-05-18,28813750000
2010-05-19,28738100000
2010-05-20,27367500000
2010-05-21,28066150000
2010-05-24,27140550000
2010-05-25,27087150000
2010-05-26,26829050000
2010-05-27,28204100000
2010-05-28,28413250000
2010-06-01,27425350000
2010-06-02,28947250000
2010-06-03,29543550000
2010-06-04,28973950000
2010-06-07,28039450000
2010-06-08,28898300000
2010-06-09,28724750000
2010-06-10,30184350000
2010-06-11,30331200000
2010-06-14,30130949999
2010-06-15,31207849999
2010-06-16,30842950000
2010-06-17,30923049999
2010-06-18,31114400000
2010-06-21,30709450000
2010-06-22,29890650000
2010-06-23,29352199999
2010-06-24,28462200000
2010-06-25,28324250000
2010-06-28,27994950000
2010-06-29,27158350000
2010-06-30,26500200000
2010-07-01,26395800000
2010-07-02,26408850000
2010-07-06,26591550000
2010-07-07,27165750000
2010-07-08,27513750000
2010-07-09,27557250000
2010-07-12,27622500000
2010-07-13,27618150000
2010-07-14,27700800000
2010-07-15,27557250000
2010-07-16,26604600000
2010-07-19,26582850000
2010-07-20,27348450000
2010-07-21,27261450000
2010-07-22,27744300000
2010-07-23,27813900000
2010-07-26,27983550000
2010-07-27,27596400000
2010-07-28,27252750000
2010-07-29,27187500000
2010-07-30,27183150000
2010-08-02,28014000000
2010-08-03,27987900000
2010-08-04,28570800000
2010-08-05,28570800000
2010-08-06,28166250000
2010-08-09,28375050000
2010-08-10,28522949999
2010-08-11,27831300000
2010-08-12,27631200000
2010-08-13,27709500000
2010-08-16,27613800000
2010-08-17,27753000000
2010-08-18,27370200000
2010-08-19,27405000000
2010-08-20,27030900000
2010-08-23,27087450000
2010-08-24,26517600000
2010-08-25,26291400000
2010-08-26,26008650000
2010-08-27,26613300000
2010-08-30,26304450000
2010-08-31,26221800000
2010-09-01,27100500000
2010-09-02,27378900000
2010-09-03,27631200000
2010-09-07,27318000000
2010-09-08,27435450000
2010-09-09,27344100000
2010-09-10,27200550000
2010-09-13,26852550000
2010-09-14,26961300000
2010-09-15,27022200000
2010-09-16,27017850000
2010-09-17,26956950000
2010-09-20,27374550000
2010-09-21,27265800000
2010-09-22,27213600000
2010-09-23,27074400000
2010-09-24,27866100000
2010-09-27,27835650000
2010-09-28,27992249999
2010-09-29,28201050000
2010-09-30,27385019999
2010-10-01,27600750000
2010-10-04,27220049999
2010-10-05,27655739999
2010-10-06,28044900000
2010-10-07,27846090000
2010-10-08,28243710000
2010-10-11,28400220000
2010-10-12,28273320000
2010-10-13,28594799999
2010-10-14,28560960000
2010-10-15,28620180000
2010-10-18,29127780000
2010-10-19,28290239999
2010-10-20,28535579999
2010-10-21,28074510000
2010-10-22,27592290000
2010-10-25,27503460000
2010-10-26,27321570000
2010-10-27,27363870000
2010-10-28,27380790000
2010-10-29,27503460000
2010-11-01,27638820000
2010-11-02,27888390000
2010-11-03,28857060000
2010-11-04,29440799999
2010-11-05,29939940000
2010-11-08,30269880000
2010-11-09,29961090000
2010-11-10,30413700000
2010-11-11,30777480000
2010-11-12,30659040000
2010-11-15,30214890000
2010-11-16,29796120000
2010-11-17,29758049999
2010-11-18,30426390000
2010-11-19,30963600000
2010-11-22,30629430000
2010-11-23,29978010000
2010-11-24,30337560000
2010-11-26,30007620000
2010-11-29,29804579999
2010-11-30,29851109999
2010-12-01,30460230000
2010-12-02,31060890000
2010-12-03,31263930000
2010-12-06,31272390000
2010-12-07,31166640000
2010-12-08,30955140000
2010-12-09,30781710000
2010-12-10,31001670000
2010-12-13,31251239999
2010-12-14,31137030000
2010-12-15,30950910000
2010-12-16,31027049999
2010-12-17,30917070000
2010-12-20,31293540000
2010-12-21,31471200000
2010-12-22,32156460000
2010-12-23,32731739999
2010-12-27,32630220000
2010-12-28,32807880000
2010-12-29,32994000000
2010-12-30,33078600000
2010-12-31,33209730000
2011-01-03,33281640000
2011-01-04,33078600000
2011-01-05,33290100000
2011-01-06,33091290000
2011-01-07,33188579999
2011-01-10,33120900000
2011-01-11,34203780000
2011-01-12,34681770000
2011-01-13,34660620000
2011-01-14,35020170000
2011-01-18,35540460000
2011-01-19,34893270000
2011-01-20,34825590000
2011-01-21,35324730000
2011-01-24,36251100000
2011-01-25,35756190000
2011-01-26,36276480000
2011-01-27,35489700000
2011-01-28,36009990000
2011-01-31,37515870000
2011-02-01,37837350000
2011-02-02,37854270000
2011-02-03,37642770000
2011-02-04,37515870000
2011-02-07,36792540000
2011-02-08,36657180000
2011-02-09,36323010000
2011-02-10,36750240000
2011-02-11,36564120000
2011-02-14,37325520000
2011-02-15,37266300000
2011-02-16,36471060000
2011-02-17,36851760000
2011-02-18,37308600000
2011-02-22,36995580000
2011-02-23,37930410000
2011-02-24,37372050000
2011-02-25,38218050000
2011-02-28,38679120000
2011-03-01,37545480000
2011-03-02,37811970000
2011-03-03,38137680000
2011-03-04,38543760000
2011-03-07,38294190000
2011-03-08,38053080000
2011-03-09,37947330000
2011-03-10,36411840000
2011-03-11,37245150000
2011-03-14,37465110000
2011-03-15,37033650000
2011-03-16,36229950000
2011-03-17,37837350000
2011-03-18,38129220000
2011-03-21,39207870000
2011-03-22,39381300000
2011-03-23,39322080000
2011-03-24,39237480000
2011-03-25,39343230000
2011-03-28,38704500000
2011-03-29,38789100000
2011-03-30,38742570000
2011-03-31,38726940000
2011-04-01,38824000000
2011-04-04,38815560000
2011-04-05,38410440000
2011-04-06,38342920000
2011-04-07,38532820000
2011-04-08,38570800000
2011-04-11,37659280000
2011-04-12,36283560000
2011-04-13,37017840000
2011-04-14,37038940000
2011-04-15,37060040000
2011-04-18,36372180000
2011-04-19,36701340000
2011-04-20,37490480000
2011-04-21,37604420000
2011-04-25,37224620000
2011-04-26,37659280000
2011-04-27,37211960000
2011-04-28,37477820000
2011-04-29,38402000000
2011-05-02,37714140000
2011-05-03,36849040000
2011-05-04,35853120000
2011-05-05,35220120000
2011-05-06,35287640000
2011-05-09,36102100000
2011-05-10,36072560000
2011-05-11,35093520000
2011-05-12,34667300000
2011-05-13,34612440000
2011-05-16,34511160000
2011-05-17,34528040000
2011-05-18,35030220000
2011-05-19,34827660000
2011-05-20,34962700000
2011-05-23,34030080000
2011-05-24,34409880000
2011-05-25,35076640000
2011-05-26,34916280000
2011-05-27,35169480000
2011-05-31,35477540000
2011-06-01,34928940000
2011-06-02,34920500000
2011-06-03,34722160000
2011-06-06,34401440000
2011-06-07,34068060000
2011-06-08,33755779999
2011-06-09,34359240000
2011-06-10,33561660000
2011-06-13,32709220000
2011-06-14,33401300000
2011-06-15,32531980000
2011-06-16,32544640000
2011-06-17,32472900000
2011-06-20,32380060000
2011-06-21,33008840000
2011-06-22,32953980000
2011-06-23,32700779999
2011-06-24,32329420000
2011-06-27,32080440000
2011-06-28,32907560000
2011-06-29,32882240000
2011-06-30,32312100000
2011-07-01,32291600000
2011-07-05,32718000000
2011-07-06,32804100000
2011-07-07,33435500000
2011-07-08,32931199999
2011-07-11,32086600000
2011-07-12,31885700000
2011-07-13,32103000000
2011-07-14,31930800000
2011-07-15,32988599999
2011-07-18,32787700000
2011-07-19,33751199999
2011-07-20,33628200000
2011-07-21,34312900000
2011-07-22,34583500000
2011-07-25,34341600000
2011-07-26,33943900000
2011-07-27,33460100000
2011-07-28,32787700000
2011-07-29,32267000000
2011-08-01,32111199999
2011-08-02,30893499999
2011-08-03,31073900000
2011-08-04,29376500000
2011-08-05,28659000000
2011-08-08,26793499999
2011-08-09,28179300000
2011-08-10,27174800000
2011-08-11,28035800000
2011-08-12,27880000000
2011-08-15,28609800000
2011-08-16,28265400000
2011-08-17,28158800000
2011-08-18,26473699999
2011-08-19,26055500000
2011-08-22,25817700000
2011-08-23,26510600000
2011-08-24,26592600000
2011-08-25,25998100000
2011-08-26,26395800000
2011-08-29,27064100000
2011-08-30,27539700000
2011-08-31,27810300000
2011-09-01,27297800000
2011-09-02,26490100000
2011-09-06,26174400000
2011-09-07,27215800000
2011-09-08,26904200000
2011-09-09,25907900000
2011-09-12,26149800000
2011-09-13,26293300000
2011-09-14,26543399999
2011-09-15,27055899999
2011-09-16,27105100000
2011-09-19,26465500000
2011-09-20,26596700000
2011-09-21,25260100000
2011-09-22,23333100000
2011-09-23,22701700000
2011-09-26,23546300000
2011-09-27,24042400000
2011-09-28,23132200000
2011-09-29,23644700000
2011-09-30,22009680000
2011-10-03,21175980000
2011-10-04,22053350000
2011-10-05,22366980000
2011-10-06,22930720000
2011-10-07,22422560000
2011-10-10,23327720000
2011-10-11,23335660000
2011-10-12,23907340000
2011-10-13,23438880000
2011-10-14,24101870000
2011-10-17,23692960000
2011-10-18,24427410000
2011-10-19,24733100000
2011-10-20,24927630000
2011-10-21,25570770000
2011-10-24,25304780000
2011-10-25,24455200000
2011-10-26,24895870000
2011-10-27,26348890000
2011-10-28,27055550000
2011-10-31,25785150000
2011-11-01,24776770000
2011-11-02,25987619999
2011-11-03,26225820000
2011-11-04,25955860000
2011-11-07,26154360000
2011-11-08,27539890000
2011-11-09,26067020000
2011-11-10,26694279999
2011-11-11,27182590000
2011-11-14,26551360000
2011-11-15,26587090000
2011-11-16,26265520000
2011-11-17,25384180000
2011-11-18,25296840000
2011-11-21,24895870000
2011-11-22,24494900000
2011-11-23,23629440000
2011-11-25,23256260000
2011-11-28,24153480000
2011-11-29,24578270000
2011-11-30,25987619999
2011-12-01,25844699999
2011-12-02,25959830000
2011-12-05,26340949999
2011-12-06,26606940000
2011-12-07,26400500000
2011-12-08,25300810000
2011-12-09,26424320000
2011-12-12,25499310000
2011-12-13,25161860000
2011-12-14,24244790000
2011-12-15,23958950000
2011-12-16,23998650000
2011-12-19,23442850000
2011-12-20,24300370000
2011-12-21,24792650000
2011-12-22,24959390000
2011-12-23,24816470000
2011-12-27,24756920000
2011-12-28,24280520000
2011-12-29,24729130000
2011-12-30,24614000000
2012-01-03,26444000000
2012-01-04,26152000000
2012-01-05,26148000000
2012-01-06,25900000000
2012-01-09,26336000000
2012-01-10,26280000000
2012-01-11,25472000000
2012-01-12,25352000000
2012-01-13,25240000000
2012-01-17,25472000000
2012-01-18,25760000000
2012-01-19,25660000000
2012-01-20,25316000000
2012-01-23,26112000000
2012-01-24,25668000000
2012-01-25,26468000000
2012-01-26,25927999999
2012-01-27,26004000000
2012-01-30,25844000000
2012-01-31,25524000000
2012-02-01,25500000000
2012-02-02,25568000000
2012-02-03,25384000000
2012-02-06,25783999999
2012-02-07,26408000000
2012-02-08,26504000000
2012-02-09,26492000000
2012-02-10,25860000000
2012-02-13,26256000000
2012-02-14,26760000000
2012-02-15,28680000000
2012-02-16,30008000000
2012-02-17,29980000000
2012-02-21,30092000000
2012-02-22,29904000000
2012-02-23,30036000000
2012-02-24,30076000000
2012-02-27,30060000000
2012-02-28,29592000000
2012-02-29,29324000000
2012-03-01,29652000000
2012-03-02,29200000000
2012-03-05,29072000000
2012-03-06,28400000000
2012-03-07,28872000000
2012-03-08,28860000000
2012-03-09,28724000000
2012-03-12,28444000000
2012-03-13,28839999999
2012-03-14,28527999999
2012-03-15,29016000000
2012-03-16,29492000000
2012-03-19,30324000000
2012-03-20,29560000000
2012-03-21,29120000000
2012-03-22,28339999999
2012-03-23,28816000000
2012-03-26,29060000000
2012-03-27,28464000000
2012-03-28,28420000000
2012-03-29,28244000000
2012-03-30,28448000000
2012-04-02,29221320000
2012-04-03,28744600000
2012-04-04,28797120000
2012-04-05,28752680000
2012-04-09,28397160000
2012-04-10,27851760000
2012-04-11,27358880000
2012-04-12,27928520000
2012-04-13,27407360000
2012-04-16,27068000000
2012-04-17,27548760000
2012-04-18,26946800000
2012-04-19,26627640000
2012-04-20,26352920000
2012-04-23,26643800000
2012-04-24,26983160000
2012-04-25,27350800000
2012-04-26,27896200000
2012-04-27,28142640000
2012-04-30,28219399999
2012-05-01,28542600000
2012-05-02,27496240000
2012-05-03,26853880000
2012-05-04,26272120000
2012-05-07,25997399999
2012-05-08,26062040000
2012-05-09,25868120000
2012-05-10,26098399999
2012-05-11,26049920000
2012-05-14,25763080000
2012-05-15,25189400000
2012-05-16,24922760000
2012-05-17,24797520000
2012-05-18,24817720000
2012-05-21,25407560000
2012-05-22,24894480000
2012-05-23,24708640000
2012-05-24,24413720000
2012-05-25,24248080000
2012-05-29,24704600000
2012-05-30,24139000000
2012-05-31,24046080000
2012-06-01,23427960000
2012-06-04,23577440000
2012-06-05,23864280000
2012-06-06,24276360000
2012-06-07,23957200000
2012-06-08,23718840000
2012-06-11,23133040000
2012-06-12,23250200000
2012-06-13,22761360000
2012-06-14,22906800000
2012-06-15,23169400000
2012-06-18,22975480000
2012-06-19,23359280000
2012-06-20,23019920000
2012-06-21,22175560000
2012-06-22,22422000000
2012-06-25,21945280000
2012-06-26,22050320000
2012-06-27,22704800000
2012-06-28,22963360000
2012-06-29,23427960000
2012-07-02,22852000000
2012-07-03,23392000000
2012-07-05,23196000000
2012-07-06,22900000000
2012-07-09,22696000000
2012-07-10,22148000000
2012-07-11,22332000000
2012-07-12,21860000000
2012-07-13,22160000000
2012-07-16,22504000000
2012-07-17,23252000000
2012-07-18,23492000000
2012-07-19,23580000000
2012-07-20,23596000000
2012-07-23,23340000000
2012-07-24,22752000000
2012-07-25,22636000000
2012-07-26,23180000000
2012-07-27,23552000000
2012-07-30,23684000000
2012-07-31,23648000000
2012-08-01,22824000000
2012-08-02,22164000000
2012-08-03,22528000000
2012-08-06,22988000000
2012-08-07,23628000000
2012-08-08,23780000000
2012-08-09,24168000000
2012-08-10,23952000000
2012-08-13,23604000000
2012-08-14,23500000000
2012-08-15,23360000000
2012-08-16,23556000000
2012-08-17,23588000000
2012-08-20,23704000000
2012-08-21,24064000000
2012-08-22,24492000000
2012-08-23,24208000000
2012-08-24,24416000000
2012-08-27,24080000000
2012-08-28,24116000000
2012-08-29,23492000000
2012-08-30,23056000000
2012-08-31,23132000000
2012-09-04,22980000000
2012-09-05,22804000000
2012-09-06,23360000000
2012-09-07,23736000000
2012-09-10,23748000000
2012-09-11,24248000000
2012-09-12,24572000000
2012-09-13,24876000000
2012-09-14,25396000000
2012-09-17,25256000000
2012-09-18,24784000000
2012-09-19,24384000000
2012-09-20,24388000000
2012-09-21,24452000000
2012-09-24,24096000000
2012-09-25,23792000000
2012-09-26,23600000000
2012-09-27,24252000000
2012-09-28,24200000000
2012-10-01,24615900000
2012-10-02,24935850000
2012-10-03,24352650000
2012-10-04,24632100000
2012-10-05,24308100000
2012-10-08,24291900000
2012-10-09,24733350000
2012-10-10,24494400000
2012-10-11,24952050000
2012-10-12,24850800000
2012-10-15,24688800000
2012-10-16,24891300000
2012-10-17,25438050000
2012-10-18,25373250000
2012-10-19,25110000000
2012-10-22,24854850000
2012-10-23,24133950000
2012-10-24,23801850000
2012-10-25,23846400000
2012-10-26,23607450000
2012-10-31,23575050000
2012-11-01,23700600000
2012-11-02,23409000000
2012-11-05,23421150000
2012-11-06,24146100000
2012-11-07,22441050000
2012-11-08,21878100000
2012-11-09,21801150000
2012-11-12,21845700000
2012-11-13,21748500000
2012-11-14,21489300000
2012-11-15,21254400000
2012-11-16,21222000000
2012-11-19,21663450000
2012-11-20,21359700000
2012-11-21,21420450000
2012-11-23,21558150000
2012-11-26,21412350000
2012-11-27,21513600000
2012-11-28,21513600000
2012-11-29,21303000000
2012-11-30,20926350000
2012-12-03,21019500000
2012-12-04,21011400000
2012-12-05,21311100000
2012-12-06,21501450000
2012-12-07,21432600000
2012-12-10,21189600000
2012-12-11,21246300000
2012-12-12,21428550000
2012-12-13,21193650000
2012-12-14,21027600000
2012-12-17,21112650000
2012-12-18,21926700000
2012-12-19,21776850000
2012-12-20,21946950000
2012-12-21,21651300000
2012-12-24,21412350000
2012-12-26,21205800000
2012-12-27,21165300000
2012-12-28,20715750000
2012-12-31,20920083278
2013-01-02,21088923304
2013-01-03,21462783363
2013-01-04,21941163438
2013-01-07,21949203439
2013-01-08,21792423415
2013-01-09,21446703361
2013-01-10,21659763394
2013-01-11,21812523418
2013-01-14,21635643390
2013-01-15,21575343381
2013-01-16,21651723393
2013-01-17,21764283410
2013-01-18,21820563419
2013-01-22,22105983464
2013-01-23,21824583420
2013-01-24,21824583420
2013-01-25,22101963463
2013-01-28,21933123437
2013-01-29,22897923588
2013-01-30,23215503638
2013-01-31,22990383602
2013-02-01,23324043655
2013-02-04,22986363602
2013-02-05,23352183659
2013-02-06,23356203660
2013-02-07,23919003748
2013-02-08,24288843806
2013-02-11,23999403761
2013-02-12,23931063750
2013-02-13,24714963873
2013-02-14,24385323821
2013-02-15,23818503732
2013-02-19,24349143815
2013-02-20,22741143563
2013-02-21,22061763457
2013-02-22,22101963463
2013-02-25,21708003402
2013-02-26,21599463384
2013-02-27,21764283410
2013-02-28,21812523418
2013-03-01,21659763394
2013-03-04,21519063372
2013-03-05,21740163407
2013-03-06,21836643422
2013-03-07,22427583514
2013-03-08,22608483543
2013-03-11,22495923525
2013-03-12,22455723519
2013-03-13,22387383508
2013-03-14,23187363633
2013-03-15,23340123657
2013-03-18,23303943652
2013-03-19,23018523607
2013-03-20,22958223597
2013-03-21,22877823585
2013-03-22,23038623610
2013-03-25,22922043592
2013-03-26,22998423604
2013-03-27,22970283599
2013-03-28,22680843554
2013-04-01,22319040000
2013-04-02,22089900000
2013-04-03,21647700000
2013-04-04,21462780000
2013-04-05,21708000000
2013-04-08,21884880000
2013-04-09,22202460000
2013-04-10,22431600000
2013-04-11,22729080000
2013-04-12,22130100000
2013-04-15,21346200000
2013-04-16,21720060000
2013-04-17,21225600000
2013-04-18,21346200000
2013-04-19,20678880000
2013-04-22,20783400000
2013-04-23,21277860000
2013-04-24,21478860000
2013-04-25,21494940000
2013-04-26,21551220000
2013-04-29,22017540000
2013-04-30,22134120000
2013-05-01,22206480000
2013-05-02,22769280000
2013-05-03,23376300000
2013-05-06,23476800000
2013-05-07,23364240000
2013-05-08,23488860000
2013-05-09,23472780000
2013-05-10,23790360000
2013-05-13,23786340000
2013-05-14,23898900000
2013-05-15,23621520000
2013-05-16,23408460000
2013-05-17,23633580000
2013-05-20,24063720000
2013-05-21,24188340000
2013-05-22,23778300000
2013-05-23,23432580000
2013-05-24,23251680000
2013-05-28,23408460000
2013-05-29,23581320000
2013-05-30,23472780000
2013-05-31,22853700000
2013-06-03,23135100000
2013-06-04,23014500000
2013-06-05,22769280000
2013-06-06,22443660000
2013-06-07,22853700000
2013-06-10,22600440000
2013-06-11,22214520000
2013-06-12,21925080000
2013-06-13,22126080000
2013-06-14,21836640000
2013-06-17,22110000000
2013-06-18,22230600000
2013-06-19,21760260000
2013-06-20,21189420000
2013-06-21,21478860000
2013-06-24,20916060000
2013-06-25,21334140000
2013-06-26,21301980000
2013-06-27,21048720000
2013-06-28,20855760000
2013-07-01,21016560000
2013-07-02,21326100000
2013-07-03,21507000000
2013-07-05,21933120000
2013-07-08,22037640000
2013-07-09,22355220000
2013-07-10,22218540000
2013-07-11,22499940000
2013-07-12,22371300000
2013-07-15,22552200000
2013-07-16,22588380000
2013-07-17,22580340000
2013-07-18,22825560000
2013-07-19,23271780000
2013-07-22,23030580000
2013-07-23,23074800000
2013-07-24,22648680000
2013-07-25,22713000000
2013-07-26,22447680000
2013-07-29,22005480000
2013-07-30,22065780000
2013-07-31,22114020000
2013-08-01,22644660000
2013-08-02,22495920000
2013-08-05,22512000000
2013-08-06,22431600000
2013-08-07,22785360000
2013-08-08,23585340000
2013-08-09,23517000000
2013-08-12,23271780000
2013-08-13,23135100000
2013-08-14,23295900000
2013-08-15,23324040000
2013-08-16,23066760000
2013-08-19,22688880000
2013-08-20,22725060000
2013-08-21,22544160000
2013-08-22,23046660000
2013-08-23,23368260000
2013-08-26,23344140000
2013-08-27,22897920000
2013-08-28,23115000000
2013-08-29,22821540000
2013-08-30,22950180000
2013-09-03,23006460000
2013-09-04,23115000000
2013-09-05,23609460000
2013-09-06,23468760000
2013-09-09,23726040000
2013-09-10,23597400000
2013-09-11,23770260000
2013-09-12,23677800000
2013-09-13,23472780000
2013-09-16,23360220000
2013-09-17,23661720000
2013-09-18,24047640000
2013-09-19,23991360000
2013-09-20,23935080000
2013-09-23,23951160000
2013-09-24,24011460000
2013-09-25,23919000000
2013-09-26,23906940000
2013-09-27,23601420000
2013-09-30,23450560000
2013-10-01,23791600000
2013-10-02,23665740000
2013-10-03,23535820000
2013-10-04,23921520000
2013-10-07,23694160000
2013-10-08,23629200000
2013-10-09,23669800000
2013-10-10,24473680000
2013-10-11,24684800000
2013-10-14,24741640000
2013-10-15,24753820000
2013-10-16,25370940000
2013-10-17,25565820000
2013-10-18,25663260000
2013-10-21,26519919999
2013-10-22,26601120000
2013-10-23,26024599999
2013-10-24,26187000000
2013-10-25,26203240000
2013-10-28,25996180000
2013-10-29,26199180000
2013-10-30,25744460000
2013-10-31,25667320000
2013-11-01,25845960000
2013-11-04,26170759999
2013-11-05,25898740000
2013-11-06,24928400000
2013-11-07,24262560000
2013-11-08,24404660000
2013-11-11,24648260000
2013-11-12,24290980000
2013-11-13,24603600000
2013-11-14,24692920000
2013-11-15,24554880000
2013-11-18,24274740000
2013-11-19,25484620000
2013-11-20,25476500000
2013-11-21,25415600000
2013-11-22,25403420000
2013-11-25,25009600000
