,WEN
2009-10-20,1972865800
2009-10-21,1899456839
2009-10-22,2032510579
2009-10-23,1991218040
2009-10-26,1963689680
2009-10-27,1894868780
2009-10-28,1848988180
2009-10-29,1881104599
2009-10-30,1812283700
2009-11-02,1839812060
2009-11-03,1835224000
2009-11-04,1908632960
2009-11-05,1977453859
2009-11-06,2041686700
2009-11-09,2027922520
2009-11-10,1986629980
2009-11-11,1931573260
2009-11-12,1908632960
2009-11-13,1908632960
2009-11-16,1890280720
2009-11-17,1922397140
2009-11-18,1968277740
2009-11-19,1908632960
2009-11-20,1885692660
2009-11-23,1885692660
2009-11-24,1894868780
2009-11-25,1908632960
2009-11-27,1867340420
2009-11-30,1881104599
2009-12-01,1926985200
2009-12-02,1922397140
2009-12-03,1881104599
2009-12-04,1890280720
2009-12-07,1894868780
2009-12-08,1881104599
2009-12-09,1858164300
2009-12-10,1862752359
2009-12-11,1826047880
2009-12-14,1862752359
2009-12-15,1954513560
2009-12-16,1968277740
2009-12-17,1968277740
2009-12-18,1991218040
2009-12-21,2018746400
2009-12-22,2073803119
2009-12-23,2115095660
2009-12-24,2142624020
2009-12-28,2160976260
2009-12-29,2179328500
2009-12-30,2179328500
2009-12-31,2151800140
2010-01-04,2061465900
2010-01-05,2025999820
2010-01-06,1950634400
2010-01-07,1994967000
2010-01-08,1999400260
2010-01-11,1963934179
2010-01-12,1959500920
2010-01-13,2039299599
2010-01-14,2070332420
2010-01-15,2061465900
2010-01-19,2101365240
2010-01-20,2079198940
2010-01-21,2057032639
2010-01-22,2127964800
2010-01-25,2034866340
2010-01-26,2017133300
2010-01-27,2021566559
2010-01-28,2057032639
2010-01-29,2043732860
2010-02-01,2052599380
2010-02-02,2057032639
2010-02-03,2057032639
2010-02-04,2012700040
2010-02-05,2008266780
2010-02-08,1981667220
2010-02-09,2003833519
2010-02-10,2092498720
2010-02-11,2105798500
2010-02-12,2114665019
2010-02-16,2123531540
2010-02-17,2181163920
2010-02-18,2167864140
2010-02-19,2172297400
2010-02-22,2132398059
2010-02-23,2158997620
2010-02-24,2154564360
2010-02-25,2119098280
2010-02-26,2163430880
2010-03-01,2141264580
2010-03-02,2185597180
2010-03-03,2190030440
2010-03-04,2034866340
2010-03-05,2008266780
2010-03-08,2034866340
2010-03-09,2065899160
2010-03-10,2110231760
2010-03-11,2154564360
2010-03-12,2172297400
2010-03-15,2141264580
2010-03-16,2154564360
2010-03-17,2136831320
2010-03-18,2110231760
2010-03-19,2088065460
2010-03-22,2074765679
2010-03-23,2154564360
2010-03-24,2163430880
2010-03-25,2167864140
2010-03-26,2127964800
2010-03-29,2136831320
2010-03-30,2225496520
2010-03-31,2216630000
2010-04-01,2149249700
2010-04-05,2183297220
2010-04-06,2213088800
2010-04-07,2230112560
2010-04-08,2242880380
2010-04-09,2230112560
2010-04-12,2285439780
2010-04-13,2259904140
2010-04-14,2306719480
2010-04-15,2319487300
2010-04-16,2264160080
2010-04-19,2268416020
2010-04-20,2310975420
2010-04-21,2315231360
2010-04-22,2345022940
2010-04-23,2340767000
2010-04-26,2349278880
2010-04-27,2259904140
2010-04-28,2208832860
2010-04-29,2281183840
2010-04-30,2259904140
2010-05-03,2306719480
2010-05-04,2251392260
2010-05-05,2221600680
2010-05-06,2110946240
2010-05-07,2008803680
2010-05-10,2115202180
2010-05-11,2162017520
2010-05-12,2166273460
2010-05-13,2102434360
2010-05-14,2042851200
2010-05-17,1970500220
2010-05-18,1970500220
2010-05-19,1970500220
2010-05-20,1885381419
2010-05-21,1834310139
2010-05-24,1859845780
2010-05-25,1864101720
2010-05-26,1893893300
2010-05-27,1923684879
2010-05-28,1919428940
2010-06-01,1889637360
2010-06-02,1919428940
2010-06-03,1919428940
2010-06-04,1830054200
2010-06-07,1813030440
2010-06-08,1723655700
2010-06-09,1766215100
2010-06-10,1847077960
2010-06-11,1979012100
2010-06-14,1932196760
2010-06-15,1961988340
2010-06-16,1902405180
2010-06-17,1842822020
2010-06-18,1834310139
2010-06-21,1808774500
2010-06-22,1766215100
2010-06-23,1753447280
2010-06-24,1791750740
2010-06-25,1774726980
2010-06-28,1770471040
2010-06-29,1723655700
2010-06-30,1702376000
2010-07-01,1706631940
2010-07-02,1702376000
2010-07-06,1625961650
2010-07-07,1625961650
2010-07-08,1651040750
2010-07-09,1751357150
2010-07-12,1738817600
2010-07-13,1784795949
2010-07-14,1751357150
2010-07-15,1734637750
2010-07-16,1701198950
2010-07-19,1688659400
2010-07-20,1713738499
2010-07-21,1713738499
2010-07-22,1726278050
2010-07-23,1793155650
2010-07-26,1839134000
2010-07-27,1834954149
2010-07-28,1797335500
2010-07-29,1826594450
2010-07-30,1822414600
2010-08-02,1822414600
2010-08-03,1784795949
2010-08-04,1797335500
2010-08-05,1818234749
2010-08-06,1818234749
2010-08-09,1855853400
2010-08-10,1801515349
2010-08-11,1734637750
2010-08-12,1730457899
2010-08-13,1697019099
2010-08-16,1680299699
2010-08-17,1730457899
2010-08-18,1734637750
2010-08-19,1751357150
2010-08-20,1717918350
2010-08-23,1722098200
2010-08-24,1701198950
2010-08-25,1717918350
2010-08-26,1692839250
2010-08-27,1684479550
2010-08-30,1667760150
2010-08-31,1634321350
2010-09-01,1722098200
2010-09-02,1839134000
2010-09-03,1814054900
2010-09-07,1826594450
2010-09-08,1822414600
2010-09-09,1880932500
2010-09-10,1960349650
2010-09-13,1947810100
2010-09-14,1901831750
2010-09-15,1922730999
2010-09-16,1876752650
2010-09-17,1893472050
2010-09-20,1860033250
2010-09-21,1847493700
2010-09-22,1809875050
2010-09-23,1797335500
2010-09-24,1839134000
2010-09-27,1839134000
2010-09-28,1897651900
2010-09-29,1855853400
2010-09-30,1893472050
2010-10-01,1847493700
2010-10-04,1810303720
2010-10-05,1835388759
2010-10-06,1801942039
2010-10-07,1810303720
2010-10-08,1818665399
2010-10-11,1893920520
2010-10-12,1893920520
2010-10-13,1877197160
2010-10-14,1998441520
2010-10-15,2048611600
2010-10-18,1994260679
2010-10-19,1956633120
2010-10-20,1977537320
2010-10-21,1969175640
2010-10-22,2044430759
2010-10-25,1994260679
2010-10-26,1960813960
2010-10-27,1927367240
2010-10-28,1939909759
2010-10-29,1923186399
2010-11-01,1985899000
2010-11-02,1973356480
2010-11-03,1985899000
2010-11-04,2048611600
2010-11-05,2094600840
2010-11-08,2031888240
2010-11-09,1994260679
2010-11-10,2056973280
2010-11-11,2107143360
2010-11-12,2077877480
2010-11-15,1998441520
2010-11-16,1919005560
2010-11-17,1960813960
2010-11-18,1944090600
2010-11-19,1985899000
2010-11-22,1973356480
2010-11-23,1960813960
2010-11-24,2056973280
2010-11-26,2044430759
2010-11-29,2015164880
2010-11-30,1994260679
2010-12-01,2023526560
2010-12-02,1994260679
2010-12-03,2031888240
2010-12-06,2044430759
2010-12-07,2031888240
2010-12-08,2006803200
2010-12-09,1985899000
2010-12-10,2044430759
2010-12-13,1994260679
2010-12-14,1998441520
2010-12-15,1960813960
2010-12-16,1935728920
2010-12-17,1973356480
2010-12-20,1944090600
2010-12-21,1948271440
2010-12-22,1944090600
2010-12-23,1956633120
2010-12-27,1931548080
2010-12-28,1919005560
2010-12-29,1931548080
2010-12-30,1944090600
2010-12-31,1931548080
2011-01-03,1929377200
2011-01-04,1908451199
2011-01-05,1912636400
2011-01-06,1946118000
2011-01-07,1908451199
2011-01-10,1908451199
2011-01-11,1891710399
2011-01-12,1908451199
2011-01-13,1891710399
2011-01-14,1879154800
2011-01-18,1887525200
2011-01-19,1870784400
2011-01-20,2000525600
2011-01-21,2000525600
2011-01-24,2017266400
2011-01-25,1946118000
2011-01-26,1933562400
2011-01-27,1967044000
2011-01-28,1979599600
2011-01-31,2021451600
2011-02-01,2088414800
2011-02-02,2121896400
2011-02-03,2172118800
2011-02-04,2105155600
2011-02-07,2109340800
2011-02-08,2096785200
2011-02-09,2075859200
2011-02-10,2038192400
2011-02-11,2029821999
2011-02-14,2042377600
2011-02-15,2046562799
2011-02-16,2092600000
2011-02-17,2075859200
2011-02-18,2038192400
2011-02-22,2067488800
2011-02-23,2050748000
2011-02-24,2017266400
2011-02-25,2034007200
2011-02-28,1992155200
2011-03-01,1941932799
2011-03-02,1983784800
2011-03-03,2134451999
2011-03-04,2096785200
2011-03-07,2054933200
2011-03-08,2100970399
2011-03-09,2113526000
2011-03-10,2117711199
2011-03-11,2100970399
2011-03-14,2130266800
2011-03-15,2092600000
2011-03-16,2038192400
2011-03-17,2029821999
2011-03-18,2050748000
2011-03-21,2096785200
2011-03-22,2075859200
2011-03-23,2142822400
2011-03-24,2113526000
2011-03-25,2088414800
2011-03-28,2092600000
2011-03-29,2088414800
2011-03-30,2100970399
2011-03-31,2105155600
2011-04-01,2130266800
2011-04-04,2130147599
2011-04-05,2134324360
2011-04-06,2146854639
2011-04-07,2125970840
2011-04-08,2067496200
2011-04-11,1996491280
2011-04-12,2004844800
2011-04-13,2009021559
2011-04-14,1983961000
2011-04-15,2021551840
2011-04-18,2021551840
2011-04-19,1988137760
2011-04-20,1983961000
2011-04-21,1954723680
2011-04-25,1979784240
2011-04-26,1992314519
2011-04-27,2009021559
2011-04-28,2000668040
2011-04-29,2013198320
2011-05-02,2021551840
2011-05-03,2025728599
2011-05-04,2034082120
2011-05-05,2046612400
2011-05-06,2050789160
2011-05-09,2013198320
2011-05-10,2096733519
2011-05-11,2067496200
2011-05-12,2088380000
2011-05-13,2067496200
2011-05-16,2034082120
2011-05-17,2017375080
2011-05-18,2021551840
2011-05-19,2067496200
2011-05-20,2080026480
2011-05-23,2054965920
2011-05-24,2054965920
2011-05-25,2038258880
2011-05-26,2054965920
2011-05-27,2067496200
2011-05-31,2100910280
2011-06-01,2059142680
2011-06-02,2013198320
2011-06-03,1971430720
2011-06-06,1938016639
2011-06-07,1912956080
2011-06-08,1900425800
2011-06-09,1892072280
2011-06-10,1887895519
2011-06-13,1904602559
2011-06-14,2025728599
2011-06-15,2038258880
2011-06-16,2046612400
2011-06-17,2075849720
2011-06-20,2100910280
2011-06-21,2130147599
2011-06-22,2105087040
2011-06-23,2113440559
2011-06-24,2088380000
2011-06-27,2084203240
2011-06-28,2096733519
2011-06-29,2125970840
2011-06-30,2117617320
2011-07-01,2167738440
2011-07-05,2041693320
2011-07-06,2140612570
2011-07-07,2211834430
2011-07-08,2180180270
2011-07-11,2116871949
2011-07-12,2132699029
2011-07-13,2128742260
2011-07-14,2105001640
2011-07-15,2105001640
2011-07-18,2073347480
2011-07-19,2116871949
2011-07-20,2120828720
2011-07-21,2160396420
2011-07-22,2184137040
2011-07-25,2156439650
2011-07-26,2140612570
2011-07-27,2077304250
2011-07-28,2093131330
2011-07-29,2085217789
2011-08-01,2077304250
2011-08-02,2010039160
2011-08-03,2053563630
2011-08-04,1938817300
2011-08-05,1934860529
2011-08-08,1748892340
2011-08-09,1883422520
2011-08-10,1800330350
2011-08-11,1966514690
2011-08-12,1974428230
2011-08-15,2002125619
2011-08-16,1962557920
2011-08-17,1958601150
2011-08-18,1843854820
2011-08-19,1808243890
2011-08-22,1851768360
2011-08-23,1911119910
2011-08-24,1938817300
2011-08-25,1875508980
2011-08-26,1879465750
2011-08-29,1974428230
2011-08-30,1954644380
2011-08-31,1926946990
2011-09-01,1958601150
2011-09-02,1926946990
2011-09-06,1942774070
2011-09-07,1998168850
2011-09-08,1950687610
2011-09-09,1907163140
2011-09-12,1934860529
2011-09-13,1922990220
2011-09-14,1958601150
2011-09-15,1966514690
2011-09-16,1934860529
2011-09-19,1946730840
2011-09-20,1982341770
2011-09-21,1946730840
2011-09-22,1911119910
2011-09-23,1930903760
2011-09-26,1974428230
2011-09-27,1982341770
2011-09-28,1926946990
2011-09-29,1899249600
2011-09-30,1816157430
2011-10-03,1738066460
2011-10-04,1734169450
2011-10-05,1765345530
2011-10-06,1812109650
2011-10-07,1761448519
2011-10-10,1812109650
2011-10-11,1808212639
2011-10-12,1819903670
2011-10-13,1835491710
2011-10-14,1843285730
2011-10-17,1827697690
2011-10-18,1874461809
2011-10-19,1839388720
2011-10-20,1800418620
2011-10-21,1812109650
2011-10-24,1851079750
2011-10-25,1905637889
2011-10-26,1929019950
2011-10-27,2018651180
2011-10-28,1983578090
2011-10-31,1971887059
2011-11-01,1983578090
2011-11-02,2006960150
2011-11-03,2112179420
2011-11-04,2143355500
2011-11-07,2147252510
2011-11-08,2139458490
2011-11-09,2049827260
2011-11-10,2014754170
2011-11-11,2049827260
2011-11-14,2100488389
2011-11-15,2116076430
2011-11-16,2092694370
2011-11-17,2022548190
2011-11-18,2034239220
2011-11-21,1983578090
2011-11-22,1971887059
2011-11-23,1905637889
2011-11-25,1897843870
2011-11-28,1874461809
2011-11-29,1870564800
2011-11-30,1932916960
2011-12-01,1979681080
2011-12-02,1975784070
2011-12-05,1987475099
2011-12-06,2069312309
2011-12-07,2100488389
2011-12-08,2003063139
2011-12-09,2049827260
2011-12-12,2038136230
2011-12-13,2006960150
2011-12-14,1948505000
2011-12-15,2018651180
2011-12-16,1991372110
2011-12-19,1960196030
2011-12-20,1967990050
2011-12-21,2049827260
2011-12-22,2084900349
2011-12-23,2081003340
2011-12-27,2104385400
2011-12-28,2073209320
2011-12-29,2092694370
2011-12-30,2088797360
2012-01-03,2049827260
2012-01-04,2057621280
2012-01-05,2092694370
2012-01-06,2116076430
2012-01-09,2088797360
2012-01-10,2112179420
2012-01-11,2100488389
2012-01-12,2100488389
2012-01-13,2096591380
2012-01-17,2069312309
2012-01-18,2104385400
2012-01-19,2084900349
2012-01-20,2045930250
2012-01-23,1999166130
2012-01-24,2053724269
2012-01-25,2045930250
2012-01-26,2049827260
2012-01-27,2030342210
2012-01-30,1952402010
2012-01-31,1827697690
2012-02-01,1847182740
2012-02-02,1866667790
2012-02-03,1882255830
2012-02-06,1925122940
2012-02-07,1948505000
2012-02-08,1964093040
2012-02-09,1991372110
2012-02-10,2030342210
2012-02-13,2026445200
2012-02-14,2006960150
2012-02-15,1999166130
2012-02-16,2022548190
2012-02-17,2022548190
2012-02-21,2010857160
2012-02-22,1979681080
2012-02-23,1979681080
2012-02-24,1975784070
2012-02-27,1948505000
2012-02-28,2018651180
2012-02-29,1975784070
2012-03-01,1960196030
2012-03-02,1948505000
2012-03-05,1897843870
2012-03-06,1847182740
2012-03-07,1866667790
2012-03-08,1874461809
2012-03-09,1905637889
2012-03-12,1874461809
2012-03-13,1886152840
2012-03-14,1886152840
2012-03-15,1913431910
2012-03-16,1964093040
2012-03-19,1960196030
2012-03-20,1967990050
2012-03-21,1964093040
2012-03-22,1944607990
2012-03-23,1921225930
2012-03-26,1967990050
2012-03-27,1944607990
2012-03-28,1932916960
2012-03-29,1932916960
2012-03-30,1952402010
2012-04-02,1953789780
2012-04-03,1973288679
2012-04-04,1949890000
2012-04-05,1945990220
2012-04-09,1922591540
2012-04-10,1871894400
2012-04-11,1906992419
2012-04-12,1949890000
2012-04-13,1930391100
2012-04-16,1906992419
2012-04-17,1891393299
2012-04-18,1883593740
2012-04-19,1867994620
2012-04-20,1875794179
2012-04-23,1871894400
2012-04-24,1836796380
2012-04-25,1883593740
2012-04-26,1891393299
2012-04-27,1887493520
2012-04-30,1899192860
2012-05-01,1922591540
2012-05-02,1883593740
2012-05-03,1879693960
2012-05-04,1875794179
2012-05-07,1899192860
2012-05-08,1821197260
2012-05-09,1754901000
2012-05-10,1754901000
2012-05-11,1747101440
2012-05-14,1758800780
2012-05-15,1766600340
2012-05-16,1747101440
2012-05-17,1747101440
2012-05-18,1751001220
2012-05-21,1778299679
2012-05-22,1719802980
2012-05-23,1762700559
2012-05-24,1747101440
2012-05-25,1805598140
2012-05-29,1821197260
2012-05-30,1762700559
2012-05-31,1789999020
2012-06-01,1821197260
2012-06-04,1758800780
2012-06-05,1743201660
2012-06-06,1762700559
2012-06-07,1766600340
2012-06-08,1762700559
2012-06-11,1743201660
2012-06-12,1735402100
2012-06-13,1719802980
2012-06-14,1735402100
2012-06-15,1758800780
2012-06-18,1782199460
2012-06-19,1782199460
2012-06-20,1782199460
2012-06-21,1758800780
2012-06-22,1770500120
2012-06-25,1739301880
2012-06-26,1739301880
2012-06-27,1747101440
2012-06-28,1782199460
2012-06-29,1840696160
2012-07-02,1788363996
2012-07-03,1807429710
2012-07-05,1815055996
2012-07-06,1815055996
2012-07-09,1780737710
2012-07-10,1746419425
2012-07-11,1788363996
2012-07-12,1815055996
2012-07-13,1815055996
2012-07-16,1811242853
2012-07-17,1826495425
2012-07-18,1818869139
2012-07-19,1799803425
2012-07-20,1761671996
2012-07-23,1719727425
2012-07-24,1681595996
2012-07-25,1689222282
2012-07-26,1708287996
2012-07-27,1734979996
2012-07-30,1750232568
2012-07-31,1750232568
2012-08-01,1723540568
2012-08-02,1704474853
2012-08-03,1712101139
2012-08-06,1731166853
2012-08-07,1734979996
2012-08-08,1731166853
2012-08-09,1746419425
2012-08-10,1696848568
2012-08-13,1666343425
2012-08-14,1670156568
2012-08-15,1677782854
2012-08-16,1673969711
2012-08-17,1666343425
2012-08-20,1658717139
2012-08-21,1658717139
2012-08-22,1651090854
2012-08-23,1624398854
2012-08-24,1666343425
2012-08-27,1662530282
2012-08-28,1658717139
2012-08-29,1666343425
2012-08-30,1643464568
2012-08-31,1628211996
2012-09-04,1647277711
2012-09-05,1685409139
2012-09-06,1704474853
2012-09-07,1696848568
2012-09-10,1673969711
2012-09-11,1696848568
2012-09-12,1727353711
2012-09-13,1738793139
2012-09-14,1746419425
2012-09-17,1681595996
2012-09-18,1685409139
2012-09-19,1719727425
2012-09-20,1731166853
2012-09-21,1742606282
2012-09-24,1742606282
2012-09-25,1761671996
2012-09-26,1757858853
2012-09-27,1734979996
2012-09-28,1727353711
2012-10-01,1661805250
2012-10-02,1673535640
2012-10-03,1669625509
2012-10-04,1657895120
2012-10-05,1642254600
2012-10-08,1657895120
2012-10-09,1646164730
2012-10-10,1646164730
2012-10-11,1646164730
2012-10-12,1646164730
2012-10-15,1665715380
2012-10-16,1669625509
2012-10-17,1677445770
2012-10-18,1685266029
2012-10-19,1638344470
2012-10-22,1630524210
2012-10-23,1622703950
2012-10-24,1618793819
2012-10-25,1673535640
2012-10-26,1626614080
2012-10-31,1665715380
2012-11-01,1696996420
2012-11-02,1685266029
2012-11-05,1681355900
2012-11-06,1700906549
2012-11-07,1665715380
2012-11-08,1716547069
2012-11-09,1740007850
2012-11-12,1696996420
2012-11-13,1708726810
2012-11-14,1704816680
2012-11-15,1685266029
2012-11-16,1732187590
2012-11-19,1771288890
2012-11-20,1759558500
2012-11-21,1798659799
2012-11-23,1833850970
2012-11-26,1833850970
2012-11-27,1818210450
2012-11-28,1849491490
2012-11-29,1829940840
2012-11-30,1822120580
2012-12-03,1802569930
2012-12-04,1833850970
2012-12-05,1857311750
2012-12-06,1861221880
2012-12-07,1841671230
2012-12-10,1853401620
2012-12-11,1853401620
2012-12-12,1845581360
2012-12-13,1849491490
2012-12-14,1841671230
2012-12-17,1869042140
2012-12-18,1876862400
2012-12-19,1880772529
2012-12-20,1876862400
2012-12-21,1861221880
2012-12-24,1861221880
2012-12-26,1837761100
2012-12-27,1845581360
2012-12-28,1849491490
2012-12-31,1844740600
2013-01-02,1844740600
2013-01-03,1864365500
2013-01-04,1868290480
2013-01-07,1880065420
2013-01-08,1860440520
2013-01-09,1880065420
2013-01-10,1883990400
2013-01-11,1891840360
2013-01-14,1903615299
2013-01-15,1923240200
2013-01-16,1993889840
2013-01-17,1997814820
2013-01-18,2001739799
2013-01-22,2033139640
2013-01-23,2021364700
2013-01-24,2013514740
2013-01-25,2029214660
2013-01-28,2021364700
2013-01-29,2013514740
2013-01-30,2017439719
2013-01-31,2017439719
2013-02-01,2013514740
2013-02-04,2005664780
2013-02-05,2001739799
2013-02-06,1982114900
2013-02-07,1974264940
2013-02-08,1970339959
2013-02-11,2040989600
2013-02-12,2072389440
2013-02-13,2060614500
2013-02-14,2076314420
2013-02-15,2068464459
2013-02-19,2119489200
2013-02-20,2194063820
2013-02-21,2154814020
2013-02-22,2154814020
2013-02-25,2139114100
2013-02-26,2170513940
2013-02-27,2158739000
2013-02-28,2237238600
2013-03-01,2162663980
2013-03-04,2146964060
2013-03-05,2170513940
2013-03-06,2150889040
2013-03-07,2146964060
2013-03-08,2162663980
2013-03-11,2146964060
2013-03-12,2139114100
2013-03-13,2154814020
2013-03-14,2158739000
2013-03-15,2166588960
2013-03-18,2150889040
2013-03-19,2182288880
2013-03-20,2197988800
2013-03-21,2205838760
2013-03-22,2201913780
2013-03-25,2209763740
2013-03-26,2264713460
2013-03-27,2268638440
2013-03-28,2229388640
2013-04-01,2248955280
2013-04-02,2245023540
2013-04-03,2209637880
2013-04-04,2217501360
2013-04-05,2178183960
2013-04-08,2166388740
2013-04-09,2170320480
2013-04-10,2189979180
2013-04-11,2229296580
2013-04-12,2260750500
2013-04-15,2201774400
2013-04-16,2174252220
2013-04-17,2099549160
2013-04-18,2103480899
2013-04-19,2123139600
2013-04-22,2131003080
2013-04-23,2150661780
2013-04-24,2182115700
2013-04-25,2221433100
2013-04-26,2241091800
2013-04-29,2233228320
2013-04-30,2237160060
2013-05-01,2233228320
2013-05-02,2272545720
2013-05-03,2319726600
2013-05-06,2414088360
2013-05-07,2406224880
2013-05-08,2272545720
2013-05-09,2276477460
2013-05-10,2272545720
2013-05-13,2276477460
2013-05-14,2323658340
2013-05-15,2382634440
2013-05-16,2374770960
2013-05-17,2374770960
2013-05-20,2382634440
2013-05-21,2382634440
2013-05-22,2366907480
2013-05-23,2359044000
2013-05-24,2390497920
2013-05-28,2402293140
2013-05-29,2378702700
2013-05-30,2374770960
2013-05-31,2339385300
2013-06-03,2307931380
2013-06-04,2292204420
2013-06-05,2197842660
2013-06-06,2248955280
2013-06-07,2307931380
2013-06-10,2351180520
2013-06-11,2339385300
2013-06-12,2331521820
2013-06-13,2351180520
2013-06-14,2343317040
2013-06-17,2335453560
2013-06-18,2355112260
2013-06-19,2351180520
2013-06-20,2268613980
2013-06-21,2248955280
2013-06-24,2229296580
2013-06-25,2248955280
2013-06-26,2284340940
2013-06-27,2300067900
2013-06-28,2292204420
2013-07-01,2320141890
2013-07-02,2320141890
2013-07-03,2300512940
2013-07-05,2327993470
2013-07-08,2327993470
2013-07-09,2359399790
2013-07-10,2394731900
2013-07-11,2406509270
2013-07-12,2543911920
2013-07-15,2555689290
2013-07-16,2579244030
2013-07-17,2598872980
2013-07-18,2673462990
2013-07-19,2626353510
2013-07-22,2622427720
2013-07-23,2838346170
2013-07-24,2795162480
2013-07-25,2755904580
2013-07-26,2803014060
2013-07-29,2775533530
2013-07-30,2779459320
2013-07-31,2791236690
2013-08-01,2885455650
2013-08-02,2877604070
2013-08-05,2916861970
2013-08-06,2916861970
2013-08-07,3062116200
2013-08-08,3089596730
2013-08-09,3105299890
2013-08-12,3132780420
2013-08-13,3097448310
2013-08-14,3066041990
2013-08-15,3026784090
2013-08-16,3054264620
2013-08-19,3050338830
2013-08-20,3113151470
2013-08-21,3089596730
2013-08-22,3109225680
2013-08-23,3121003050
2013-08-26,3132780420
2013-08-27,2979674610
2013-08-28,3011080930
2013-08-29,2999303560
2013-08-30,2967897240
2013-09-03,3018932510
2013-09-04,3050338830
2013-09-05,3085670940
2013-09-06,3077819360
2013-09-09,3121003050
2013-09-10,3215222010
2013-09-11,3238776750
2013-09-12,3384030979
2013-09-13,3368327820
2013-09-16,3325144130
2013-09-17,3352624659
2013-09-18,3332995710
2013-09-19,3336921500
2013-09-20,3301589390
2013-09-23,3242702540
2013-09-24,3274108860
2013-09-25,3321218340
2013-09-26,3325144130
2013-09-27,3356550450
2013-09-30,3324906240
2013-10-01,3458216160
2013-10-02,3379798559
2013-10-03,3336668880
2013-10-04,3270013920
2013-10-07,3266093040
2013-10-08,3305301840
2013-10-09,3191596320
2013-10-10,3273934800
2013-10-11,3348431519
2013-10-14,3344510639
2013-10-15,3277855680
2013-10-16,3332748000
2013-10-17,3320985360
2013-10-18,3368035920
2013-10-21,3387640320
2013-10-22,3371956800
2013-10-23,3328827120
2013-10-24,3399402960
2013-10-25,3403323840
2013-10-28,3407244720
2013-10-29,3387640320
2013-10-30,3419007360
2013-10-31,3407244720
2013-11-01,3422928240
2013-11-04,3571921680
2013-11-05,3618972240
2013-11-06,3564079920
2013-11-07,3156308400
2013-11-08,3270013920
2013-11-11,3270013920
2013-11-12,3332748000
2013-11-13,3387640320
2013-11-14,3426849120
2013-11-15,3509187599
2013-11-18,3407244720
2013-11-19,3332748000
2013-11-20,3332748000
2013-11-21,3426849120
2013-11-22,3403323840
2013-11-25,3411165599
2013-11-26,3426849120
2013-11-27,3395482080
2013-11-29,3375877680
2013-12-02,3368035920
2013-12-03,3368035920
2013-12-04,3348431519
2013-12-05,3352352400
2013-12-06,3352352400
2013-12-09,3273934800
2013-12-10,3324906240
2013-12-11,3281776559
2013-12-12,3215121599
2013-12-13,3281776559
2013-12-16,3336668880
2013-12-17,3273934800
2013-12-18,3313143599
2013-12-19,3317064480
2013-12-20,3403323840
2013-12-23,3434690880
2013-12-24,3473899680
2013-12-26,3485662320
2013-12-27,3438611760
2013-12-30,3330940230
2013-12-31,3327124720
2014-01-02,3350017779
2014-01-03,3311862680
2014-01-06,3205028400
2014-01-07,3231736970
2014-01-08,3208843910
2014-01-09,3205028400
2014-01-10,3220290440
2014-01-13,3426327980
2014-01-14,3361464310
2014-01-15,3456852060
2014-01-16,3460667570
2014-01-17,3426327980
2014-01-21,3468298590
2014-01-22,3525531240
2014-01-23,3517900220
2014-01-24,3453036550
2014-01-27,3388172880
2014-01-28,3411065940
2014-01-29,3395803900
2014-01-30,3460667570
2014-01-31,3460667570
2014-02-03,3323309210
2014-02-04,3369095330
2014-02-05,3384357369
2014-02-06,3403434920
2014-02-07,3483560630
2014-02-10,3468298590
2014-02-11,3491191650
2014-02-12,3529346750
2014-02-13,3571317360
2014-02-14,3559870830
2014-02-18,3594210420
2014-02-19,3659074090
2014-02-20,3746830820
2014-02-21,3777354900
2014-02-24,3811694490
2014-02-25,3872742650
2014-02-26,3888004690
2014-02-27,3792616940
2014-02-28,3655258580
2014-03-03,3567501850
2014-03-04,3613287970
2014-03-05,3609472460
2014-03-06,3590394910
2014-03-07,3617103480
2014-03-10,3586579400
2014-03-11,3536977770
2014-03-12,3529346750
2014-03-13,3460667570
2014-03-14,3525531240
2014-03-17,3575132869
2014-03-18,3575132869
2014-03-19,3510269199
2014-03-20,3536977770
2014-03-21,3498822670
2014-03-24,3433959000
2014-03-25,3407250430
2014-03-26,3372910840
2014-03-27,3384357369
2014-03-28,3437774510
2014-03-31,3344413439
2014-04-01,3344413439
2014-04-02,3366416160
2014-04-03,3311409360
2014-04-04,3274738160
2014-04-07,3164724560
2014-04-08,3150056080
2014-04-09,3164724560
2014-04-10,3201395760
2014-04-11,3120719120
2014-04-14,3069379439
2014-04-15,3076713680
2014-04-16,3109717760
2014-04-17,3120719120
2014-04-21,3106050640
2014-04-22,3135387600
2014-04-23,3098716399
2014-04-24,3069379439
2014-04-25,3036375360
2014-04-28,3029041120
2014-04-29,3043709600
2014-04-30,3047376720
2014-05-01,3051043840
2014-05-02,3087715040
2014-05-05,3117052000
2014-05-06,3073046560
2014-05-07,3054710960
2014-05-08,3043709600
2014-05-09,3029041120
2014-05-12,3040042479
2014-05-13,3091382160
2014-05-14,2999704160
2014-05-15,2963032960
2014-05-16,2959365840
2014-05-19,3003371280
2014-05-20,2966700080
2014-05-21,3029041120
2014-05-22,3054710960
2014-05-23,3036375360
2014-05-27,3065712320
2014-05-28,3036375360
2014-05-29,3018039760
2014-05-30,3007038399
2014-06-02,3051043840
2014-06-03,3018039760
2014-06-04,3036375360
2014-06-05,3069379439
2014-06-06,3069379439
2014-06-09,3095049280
