,LRCX
2009-04-14,3288227040
2009-04-15,3235191120
2009-04-16,3394298880
2009-04-17,3511735560
2009-04-20,3271811160
2009-04-21,3198571080
2009-04-22,3257920800
2009-04-23,3134170320
2009-04-24,3244030440
2009-04-27,3409452000
2009-04-28,3336211920
2009-04-29,3374094720
2009-04-30,3520574880
2009-05-01,3468801720
2009-05-04,3649376400
2009-05-05,3490268640
2009-05-06,3534465240
2009-05-07,3375357480
2009-05-08,3232665600
2009-05-11,3261709080
2009-05-12,3180892440
2009-05-13,3069769560
2009-05-14,3111440640
2009-05-15,3079871640
2009-05-18,3247818720
2009-05-19,3310956720
2009-05-20,3283176000
2009-05-21,3208673160
2009-05-22,3095024760
2009-05-26,3218775240
2009-05-27,3232665600
2009-05-28,3280650480
2009-05-29,3307168440
2009-06-01,3581187360
2009-06-02,3456174120
2009-06-03,3351365040
2009-06-04,3409452000
2009-06-05,3242767680
2009-06-08,3207410400
2009-06-09,3329898120
2009-06-10,3293278080
2009-06-11,3252869760
2009-06-12,3237716640
2009-06-15,3126593760
2009-06-16,3054616440
2009-06-17,3113966160
2009-06-18,3087448200
2009-06-19,3102601320
2009-06-22,3036937800
2009-06-23,2986427400
2009-06-24,3059667480
2009-06-25,3125331000
2009-06-26,3127856520
2009-06-29,3225130560
2009-06-30,3296124000
2009-07-01,3340494900
2009-07-02,3416559300
2009-07-06,3472339860
2009-07-07,3324014280
2009-07-08,3308801400
2009-07-09,3383598060
2009-07-10,3331620720
2009-07-13,3517978500
2009-07-14,3591507420
2009-07-15,3717013680
2009-07-16,3786739380
2009-07-17,3829842540
2009-07-20,3871677960
2009-07-21,3902103720
2009-07-22,3988310040
2009-07-23,4113816300
2009-07-24,4059303480
2009-07-27,4169596860
2009-07-28,4116351780
2009-07-29,4077051839
2009-07-30,3782936160
2009-07-31,3810826440
2009-08-03,3875481180
2009-08-04,3823503840
2009-08-05,3791810340
2009-08-06,3752510400
2009-08-07,3728423340
2009-08-10,3672642780
2009-08-11,3600381600
2009-08-12,3781668420
2009-08-13,3842519940
2009-08-14,3697997580
2009-08-17,3586436460
2009-08-18,3684052440
2009-08-19,3710674980
2009-08-20,3728423340
2009-08-21,3796881300
2009-08-24,3741100740
2009-08-25,3793078080
2009-08-26,3888158580
2009-08-27,3884355360
2009-08-28,3971829420
2009-08-31,3891961800
2009-09-01,3817165140
2009-09-02,3823503840
2009-09-03,3885623100
2009-09-04,3998451960
2009-09-08,4085926019
2009-09-09,4239322559
2009-09-10,4435822260
2009-09-11,4406664240
2009-09-14,4463712540
2009-09-15,4354686900
2009-09-16,4338206280
2009-09-17,4189880699
2009-09-18,4319190180
2009-09-21,4315386960
2009-09-22,4401593280
2009-09-23,4364828820
2009-09-24,4307780520
2009-09-25,4278622500
2009-09-28,4358615040
2009-09-29,4273326720
2009-09-30,4348431360
2009-10-01,4182946560
2009-10-02,4137120000
2009-10-05,4255505280
2009-10-06,4373890560
2009-10-07,4336974720
2009-10-08,4405714560
2009-10-09,4606842240
2009-10-12,4825791360
2009-10-13,4827064320
2009-10-14,4815607680
2009-10-15,4762143360
2009-10-16,4641212160
2009-10-19,4687038720
2009-10-20,4709952000
2009-10-21,4563561600
2009-10-22,4722681600
2009-10-23,4624663680
2009-10-26,4562288640
2009-10-27,4410806400
2009-10-28,4260597120
2009-10-29,4473181440
2009-10-30,4292421120
2009-11-02,4331882880
2009-11-03,4232592000
2009-11-04,4238956799
2009-11-05,4339520640
2009-11-06,4345885440
2009-11-09,4429900800
2009-11-10,4433719680
2009-11-11,4534283520
2009-11-12,4478273280
2009-11-13,4525372800
2009-11-16,4617025920
2009-11-17,4679400960
2009-11-18,4536829440
2009-11-19,4366252800
2009-11-20,4330609920
2009-11-23,4423536000
2009-11-24,4412079360
2009-11-25,4448995200
2009-11-27,4390439040
2009-11-30,4326791040
2009-12-01,4448995200
2009-12-02,4685765760
2009-12-03,4810515840
2009-12-04,4862707200
2009-12-07,4866526080
2009-12-08,4914898560
2009-12-09,4891985280
2009-12-10,4913625600
2009-12-11,4842339840
2009-12-14,4955633280
2009-12-15,4951814400
2009-12-16,4968362880
2009-12-17,4847431680
2009-12-18,4841066880
2009-12-21,4984911360
2009-12-22,4950541440
2009-12-23,4928901120
2009-12-24,4953087360
2009-12-28,4893681080
2009-12-29,4940784670
2009-12-30,5026080360
2009-12-31,4991707470
2010-01-04,5077003160
2010-01-05,5042630270
2010-01-06,5019715010
2010-01-07,5010803520
2010-01-08,5136837450
2010-01-11,5274329010
2010-01-12,4931873180
2010-01-13,4947150020
2010-01-14,4880950380
2010-01-15,4687443740
2010-01-19,4715451280
2010-01-20,4710359000
2010-01-21,4645432430
2010-01-22,4365357030
2010-01-25,4441741230
2010-01-26,4455745000
2010-01-27,4524490780
2010-01-28,4249507660
2010-01-29,4202404069
2010-02-01,4280061339
2010-02-02,4319526510
2010-02-03,4227865470
2010-02-04,4105650750
2010-02-05,4238050030
2010-02-08,4197311790
2010-02-09,4288972829
2010-02-10,4288972829
2010-02-11,4426464390
2010-02-12,4462110350
2010-02-16,4546132970
2010-02-17,4490117890
2010-02-18,4472294910
2010-02-19,4539767620
2010-02-22,4487571750
2010-02-23,4220227050
2010-02-24,4292792040
2010-02-25,4297884320
2010-02-26,4316980370
2010-03-01,4473567980
2010-03-02,4516852360
2010-03-03,4481206400
2010-03-04,4394637640
2010-03-05,4420099040
2010-03-08,4449379650
2010-03-09,4423918250
2010-03-10,4527036920
2010-03-11,4422645180
2010-03-12,4361537820
2010-03-15,4160392760
2010-03-16,4295338180
2010-03-17,4314434230
2010-03-18,4315707300
2010-03-19,4313161160
2010-03-22,4570321300
2010-03-23,4737093470
2010-03-24,4626336380
2010-03-25,4715451280
2010-03-26,4646705500
2010-03-29,4698993690
2010-03-30,4729317930
2010-03-31,4715419320
2010-04-01,4739426010
2010-04-05,4850614890
2010-04-06,4837979790
2010-04-07,4874621580
2010-04-08,4811446080
2010-04-09,4861986480
2010-04-12,4878412110
2010-04-13,4891047210
2010-04-14,5052776490
2010-04-15,5007290130
2010-04-16,5046458940
2010-04-19,5035087350
2010-04-20,5105843910
2010-04-21,5052776490
2010-04-22,5330748690
2010-04-23,5420457900
2010-04-26,5376235050
2010-04-27,5186708550
2010-04-28,5238512460
2010-04-29,5362336440
2010-04-30,5122269540
2010-05-03,5258728620
2010-05-04,5041404900
2010-05-05,4918844430
2010-05-06,4777331310
2010-05-07,4669932960
2010-05-10,4932743040
2010-05-11,4928952510
2010-05-12,5035087350
2010-05-13,4927689000
2010-05-14,4824081180
2010-05-17,4913790390
2010-05-18,4824081180
2010-05-19,4827871710
2010-05-20,4680041040
2010-05-21,4771013760
2010-05-24,4640872230
2010-05-25,4659824880
2010-05-26,4621919580
2010-05-27,4792493430
2010-05-28,4783648860
2010-06-01,4709101770
2010-06-02,4999709070
2010-06-03,5177863980
2010-06-04,4934006550
2010-06-07,4710365280
2010-06-08,4757115150
2010-06-09,4683831570
2010-06-10,4979492910
2010-06-11,5072992650
2010-06-14,5104580400
2010-06-15,5371181010
2010-06-16,5400241740
2010-06-17,5391397170
2010-06-18,5305478490
2010-06-21,5290316370
2010-06-22,5128587090
2010-06-23,5119742520
2010-06-24,5050249470
2010-06-25,5085627750
2010-06-28,5044295350
2010-06-29,4826644950
2010-06-30,4706689900
2010-07-01,4701743300
2010-07-02,4644857400
2010-07-06,4633727550
2010-07-07,4907027200
2010-07-08,4792018750
2010-07-09,4907027200
2010-07-12,4972569650
2010-07-13,5177853550
2010-07-14,5234739450
2010-07-15,5205059850
2010-07-16,4951546600
2010-07-19,5073974950
2010-07-20,5046768650
2010-07-21,4957729850
2010-07-22,5138280750
2010-07-23,5231029500
2010-07-26,5297808600
2010-07-27,5273075600
2010-07-28,5151883900
2010-07-29,5265655700
2010-07-30,5217426350
2010-08-02,5286678750
2010-08-03,5195166650
2010-08-04,5197639950
2010-08-05,5216189700
2010-08-06,5177853550
2010-08-09,5227319550
2010-08-10,4926813600
2010-08-11,4728949600
2010-08-12,4647330700
2010-08-13,4657223900
2010-08-16,4690613450
2010-08-17,4768522400
2010-08-18,4847668000
2010-08-19,4790782100
2010-08-20,4714109800
2010-08-23,4626307650
2010-08-24,4522429050
2010-08-25,4575605000
2010-08-26,4492749450
2010-08-27,4621361050
2010-08-30,4469253100
2010-08-31,4465543150
2010-09-01,4550872000
2010-09-02,4665880450
2010-09-03,4690613450
2010-09-07,4511299200
2010-09-08,4526139000
2010-09-09,4517482450
2010-09-10,4481619600
2010-09-13,4662170500
2010-09-14,4777178950
2010-09-15,4858797850
2010-09-16,4882294200
2010-09-17,4842721400
2010-09-20,4916920400
2010-09-21,4929286900
2010-09-22,4839011450
2010-09-23,4871164350
2010-09-24,5138280750
2010-09-27,5082840290
2010-09-28,5234254520
2010-09-29,5240409570
2010-09-30,5151776850
2010-10-01,5193631190
2010-10-04,5113615540
2010-10-05,5314270170
2010-10-06,5159162910
2010-10-07,5101305440
2010-10-08,4916653940
2010-10-11,4965894340
2010-10-12,5045909990
2010-10-13,5077916250
2010-10-14,5079147260
2010-10-15,5091457360
2010-10-18,5102536450
2010-10-19,5018827770
2010-10-20,5077916250
2010-10-21,5135773720
2010-10-22,5401671880
2010-10-25,5540776010
2010-10-26,5486611570
2010-10-27,5721734480
2010-10-28,5601095500
2010-10-29,5636794790
2010-11-01,5549393080
2010-11-02,5660183980
2010-11-03,5750047710
2010-11-04,5926082140
2010-11-05,5863300630
2010-11-08,5954395370
2010-11-09,5783284980
2010-11-10,5687266200
2010-11-11,5585092370
2010-11-12,5577706310
2010-11-15,5523541870
2010-11-16,5445988240
2010-11-17,5506307730
2010-11-18,5666339030
2010-11-19,5725427510
2010-11-22,5769743870
2010-11-23,5663877010
2010-11-24,5810367200
2010-11-26,5737737610
2010-11-29,5681111150
2010-11-30,5588785400
2010-12-01,5871917700
2010-12-02,5976553550
2010-12-03,6059031220
2010-12-06,6092268490
2010-12-07,6120581720
2010-12-08,6180901210
2010-12-09,6311388270
2010-12-10,6353242610
2010-12-13,6417255130
2010-12-14,6441875330
2010-12-15,6255992820
2010-12-16,6307695240
2010-12-17,6382786850
2010-12-20,6413562100
2010-12-21,6470188560
2010-12-22,6488653710
2010-12-23,6414793110
2010-12-27,6506489140
2010-12-28,6478044120
2010-12-29,6464439980
2010-12-30,6480517600
2010-12-31,6403839720
2011-01-03,6175042820
2011-01-04,6110732340
2011-01-05,5844833240
2011-01-06,5848543460
2011-01-07,5837412800
2011-01-10,6027870760
2011-01-11,6119389520
2011-01-12,6210908280
2011-01-13,6233169600
2011-01-14,6516383060
2011-01-18,6485464560
2011-01-19,6264088100
2011-01-20,6209671540
2011-01-21,6181226520
2011-01-24,6459493020
2011-01-25,6517619800
2011-01-26,6684579700
2011-01-27,6405076460
2011-01-28,6137940620
2011-01-31,6170095860
2011-02-01,6459493020
2011-02-02,6387762100
2011-02-03,6379104920
2011-02-04,6505252400
2011-02-07,6586877240
2011-02-08,6580693540
2011-02-09,6674685780
2011-02-10,6675922520
2011-02-11,6673449040
2011-02-14,6726628860
2011-02-15,6640057060
2011-02-16,6638820320
2011-02-17,6798359780
2011-02-18,6938111400
2011-02-22,6692000140
2011-02-23,6452072580
2011-02-24,6585640500
2011-02-25,6845355900
2011-02-28,6789702600
2011-03-01,6768678020
2011-03-02,7014789280
2011-03-03,7221324860
2011-03-04,7206483980
2011-03-07,7014789280
2011-03-08,7153304160
2011-03-09,6663555120
2011-03-10,6407549940
2011-03-11,6450835840
2011-03-14,6429811260
2011-03-15,6450835840
2011-03-16,6314794440
2011-03-17,6355606860
2011-03-18,6283875940
2011-03-21,6443415400
2011-03-22,6317267920
2011-03-23,6572036360
2011-03-24,6746416700
2011-03-25,6755073880
2011-03-28,6785772900
2011-03-29,6900786000
2011-03-30,7043006500
2011-03-31,7007142200
2011-04-01,6963857700
2011-04-04,6789483000
2011-04-05,6805560100
2011-04-06,6965094400
2011-04-07,6618818400
2011-04-08,6482781400
2011-04-11,6544616400
2011-04-12,6423419800
2011-04-13,6335614100
2011-04-14,6305933300
2011-04-15,6418473000
2011-04-18,6174843100
2011-04-19,6162476100
2011-04-20,6435786800
2011-04-21,6057356600
2011-04-25,6099404400
2011-04-26,6113008100
2011-04-27,6088274100
2011-04-28,6017782200
2011-04-29,5974497700
2011-05-02,5947290300
2011-05-03,5806306500
2011-05-04,5858247900
2011-05-05,5881745200
2011-05-06,6014072100
2011-05-09,5979444500
2011-05-10,5970787600
2011-05-11,5849591000
2011-05-12,5870614900
2011-05-13,5869378200
2011-05-16,5829803800
2011-05-17,5782809200
2011-05-18,5834750600
2011-05-19,5764258700
2011-05-20,5835987300
2011-05-23,5722210900
2011-05-24,5631931800
2011-05-25,5613381300
2011-05-26,5657902500
2011-05-27,5683873200
2011-05-31,5812490000
2011-06-01,5737051300
2011-06-02,5781572500
2011-06-03,5666559400
2011-06-06,5610907900
2011-06-07,5690056700
2011-06-08,5599777600
2011-06-09,5575043600
2011-06-10,5500841600
2011-06-13,5467450700
2011-06-14,5556493100
2011-06-15,5448900200
2011-06-16,5362331200
2011-06-17,5247318100
2011-06-20,5199086800
2011-06-21,5259685100
2011-06-22,5307916400
2011-06-23,5359857800
2011-06-24,5345017400
2011-06-27,5335222900
2011-06-28,5346304600
2011-06-29,5327835100
2011-06-30,5452196400
2011-07-01,5574095100
2011-07-05,5482978900
2011-07-06,5322909900
2011-07-07,5508836200
2011-07-08,5438652100
2011-07-11,5523611800
2011-07-12,5246569300
2011-07-13,5255188400
2011-07-14,5152990500
2011-07-15,5178847800
2011-07-18,5098813300
2011-07-19,5217018100
2011-07-20,5187466900
2011-07-21,5311828200
2011-07-22,5449733800
2011-07-25,5420182600
2011-07-26,5396787900
2011-07-27,5198548600
2011-07-28,5249031900
2011-07-29,5033554400
2011-08-01,5017547500
2011-08-02,4874716700
2011-08-03,4911655700
2011-08-04,4625994100
2011-08-05,4580436000
2011-08-08,4356339400
2011-08-09,4558272600
2011-08-10,4493013700
2011-08-11,4756511900
2011-08-12,4768824900
2011-08-15,4904267900
2011-08-16,4770056200
2011-08-17,4720804200
2011-08-18,4449918200
2011-08-19,4431448700
2011-08-22,4415441800
2011-08-23,4605062000
2011-08-24,4619837600
2011-08-25,4479469400
2011-08-26,4592749000
2011-08-29,4770056200
2011-08-30,4646926200
2011-08-31,4575510800
2011-09-01,4504095400
2011-09-02,4459768600
2011-09-06,4377271500
2011-09-07,4584129900
2011-09-08,4531184000
2011-09-09,4577973400
2011-09-12,4579204700
2011-09-13,4714647700
2011-09-14,4904267900
2011-09-15,4872254100
2011-09-16,4894417500
2011-09-19,4741736300
2011-09-20,4797144800
2011-09-21,4694946900
2011-09-22,4542265700
2011-09-23,4543497000
2011-09-26,4581214140
2011-09-27,4680597510
2011-09-28,4533318540
2011-09-29,4588398480
2011-09-30,4547687220
2011-10-03,4389631740
2011-10-04,4608754110
2011-10-05,4785967830
2011-10-06,4879364250
2011-10-07,4887745980
2011-10-10,5079328380
2011-10-11,5073341430
2011-10-12,5206251720
2011-10-13,5262529050
2011-10-14,5245765590
2011-10-17,5115250080
2011-10-18,5209843890
2011-10-19,5104473570
2011-10-20,4802731290
2011-10-21,4862600790
2011-10-24,5081723160
2011-10-25,5079328380
2011-10-26,4989524130
2011-10-27,5248160370
2011-10-28,5306832480
2011-10-31,5147579610
2011-11-01,5051788410
2011-11-02,5088907500
2011-11-03,5236186470
2011-11-04,5248160370
2011-11-07,5224212570
2011-11-08,5199067380
2011-11-09,5018261490
2011-11-10,5068551870
2011-11-11,5373886320
2011-11-14,5334372450
2011-11-15,5389452390
2011-11-16,5263726440
2011-11-17,4981142400
2011-11-18,4847034720
2011-11-21,4668623610
2011-11-22,4553674170
2011-11-23,4426750830
2011-11-25,4401605640
2011-11-28,4522542030
2011-11-29,4528528980
2011-11-30,4881759030
2011-12-01,4985931960
2011-12-02,5057775360
2011-12-05,5130816150
2011-12-06,5132013540
2011-12-07,5135605710
2011-12-08,4997905860
2011-12-09,5104473570
2011-12-12,5041011900
2011-12-13,4811113020
2011-12-14,4727295720
2011-12-15,4330959630
2011-12-16,4301024880
2011-12-19,4174101540
2011-12-20,4316590950
2011-12-21,4395618690
2011-12-22,4400408250
2011-12-23,4421961270
2011-12-27,4447299510
2011-12-28,4386180600
2011-12-29,4440109050
2011-12-30,4436513820
2012-01-03,4404156750
2012-01-04,4392172650
2012-01-05,4478458170
2012-01-06,4534783440
2012-01-09,4639045110
2012-01-10,4673799000
2012-01-11,4780457490
2012-01-12,4779259080
2012-01-13,4613878500
2012-01-17,4802028870
2012-01-18,4990179240
2012-01-19,5071671120
2012-01-20,5060885430
2012-01-23,5050099740
2012-01-24,5195107350
2012-01-25,5219075550
2012-01-26,5068075890
2012-01-27,5165147100
2012-01-30,5089647270
2012-01-31,5104028190
2012-02-01,5269408770
2012-02-02,5334122910
2012-02-03,5295773790
2012-02-06,5180726430
2012-02-07,5198702580
2012-02-08,5227464420
2012-02-09,5166345510
2012-02-10,5072869530
2012-02-13,5076464760
2012-02-14,5022536310
2012-02-15,5003361750
2012-02-16,5147170950
2012-02-17,5030925180
2012-02-21,4863147780
2012-02-22,4848766860
2012-02-23,4853560500
2012-02-24,4860750960
2012-02-27,4871536650
2012-02-28,5048901330
2012-02-29,4997369700
2012-03-01,5002163340
2012-03-02,4918274640
2012-03-05,4733719500
2012-03-06,4738513140
2012-03-07,4824798660
2012-03-08,4925465100
2012-03-09,5027329950
2012-03-12,4999766520
2012-03-13,5145972540
2012-03-14,5102829780
2012-03-15,5189115300
2012-03-16,5186718480
2012-03-19,5222670780
2012-03-20,5282591280
2012-03-21,5243043750
2012-03-22,5207091450
2012-03-23,5251432620
2012-03-26,5961526530
2012-03-27,6017805270
2012-03-28,5879788360
2012-03-29,5926687310
2012-03-30,5978946140
2012-04-02,5918647490
2012-04-03,5836909320
2012-04-04,5685492710
2012-04-05,5692192560
2012-04-09,5622514120
2012-04-10,5548815770
2012-04-11,5706932230
2012-04-12,5818149740
2012-04-13,5651993460
2012-04-16,5647973550
2012-04-17,5732391660
2012-04-18,5633233880
2012-04-19,5552835680
2012-04-20,5412138830
2012-04-23,5346480300
2012-04-24,5359880000
2012-04-25,5449657990
2012-04-26,5590354840
2012-04-27,5637253790
2012-04-30,5583654990
2012-05-01,5653333430
2012-05-02,5626534030
2012-05-03,5517996460
2012-05-04,5392039280
2012-05-07,5377299610
2012-05-08,5370599760
2012-05-09,5436258290
2012-05-10,5420178650
2012-05-11,5550155740
2012-05-14,5520676400
2012-05-15,5479137330
2012-05-16,5208463390
2012-05-17,5058386750
2012-05-18,5034267290
2012-05-21,5111985550
2012-05-22,5121365340
2012-05-23,5111985550
2012-05-24,5042307110
2012-05-25,5141464890
2012-05-29,5197743630
2012-05-30,5058386750
2012-05-31,4998088100
2012-06-01,4841311610
2012-06-04,4822552030
2012-06-05,5000768040
2012-06-06,5121365340
2012-06-07,5015507710
2012-06-08,5040967140
2012-06-11,4977988550
2012-06-12,5004787950
2012-06-13,4945829270
2012-06-14,4894910410
2012-06-15,5059726720
2012-06-18,5034267290
2012-06-19,5110645580
2012-06-20,5192383750
2012-06-21,5065086600
2012-06-22,5085186150
2012-06-25,6556576320
2012-06-26,6515192880
2012-06-27,6578167680
2012-06-28,6534984960
2012-06-29,6790482720
2012-07-02,6770690640
2012-07-03,6804876960
2012-07-05,6653737439
2012-07-06,6385644720
2012-07-09,6328067760
2012-07-10,6250698720
2012-07-11,6117552000
2012-07-12,6072570000
2012-07-13,6158935439
2012-07-16,6148139760
2012-07-17,6149939040
2012-07-18,6302877840
2012-07-19,6329867040
2012-07-20,6261494399
2012-07-23,6198519600
2012-07-24,6151738320
2012-07-25,6160734720
2012-07-26,6184125360
2012-07-27,6142741920
2012-07-30,6153537600
2012-07-31,6191322479
2012-08-01,6193121760
2012-08-02,6058175760
2012-08-03,6220110960
2012-08-06,6229107360
2012-08-07,6425228880
2012-08-08,6398239680
2012-08-09,6398239680
2012-08-10,6394641120
2012-08-13,6346060560
2012-08-14,6266892240
2012-08-15,6277687920
2012-08-16,6331666320
2012-08-17,6335264880
2012-08-20,6338863439
2012-08-21,6319071360
2012-08-22,6295680720
2012-08-23,6216512399
2012-08-24,6229107360
2012-08-27,6128347680
2012-08-28,6160734720
2012-08-29,6144541200
2012-08-30,6007795920
2012-08-31,6140942640
2012-09-04,6050978640
2012-09-05,5984405280
2012-09-06,6169731120
2012-09-07,6247100160
2012-09-10,6176928240
2012-09-11,6130146960
2012-09-12,6077967840
2012-09-13,6101358479
2012-09-14,6180526800
2012-09-17,6128347680
2012-09-18,6063573600
2012-09-19,5910634800
2012-09-20,5872849920
2012-09-21,5921430479
2012-09-24,5547717500
2012-09-25,5435056160
2012-09-26,5342878700
2012-09-27,5424814220
2012-09-28,5424814220
2012-10-01,5388967430
2012-10-02,5479437900
2012-10-03,5419693250
2012-10-04,5424814220
2012-10-05,5506749740
2012-10-08,5482851880
2012-10-09,5484558870
2012-10-10,5443591110
2012-10-11,5583564290
2012-10-12,5540889540
2012-10-15,5576736330
2012-10-16,5708174560
2012-10-17,5732072420
2012-10-18,6146870990
2012-10-19,6037623630
2012-10-22,6119559150
2012-10-23,6064935470
2012-10-24,6051279550
2012-10-25,6090540320
2012-10-26,6035916640
2012-10-31,6042744600
2012-11-01,6302207080
2012-11-02,6155405940
2012-11-05,6288551160
2012-11-06,6433645310
2012-11-07,6174182830
2012-11-08,6134922060
2012-11-09,6218564570
2012-11-12,6261239320
2012-11-13,6198080690
2012-11-14,6044451589
2012-11-15,5909599380
2012-11-16,5892529480
2012-11-19,5919841320
2012-11-20,5897650449
2012-11-21,5889115500
2012-11-23,6032502660
2012-11-26,6017139750
2012-11-27,5959102089
2012-11-28,6046158580
2012-11-29,6001776839
2012-11-30,5994948880
2012-12-03,5950567140
2012-12-04,6061521490
2012-12-05,6018846740
2012-12-06,5991534900
2012-12-07,6052986540
2012-12-10,6153698949
2012-12-11,6204908650
2012-12-12,6153698949
2012-12-13,6186131760
2012-12-14,6208322630
2012-12-17,6192959720
2012-12-18,6291965140
2012-12-19,6230513500
2012-12-20,6245876410
2012-12-21,6186131760
2012-12-24,6024106300
2012-12-26,5942589300
2012-12-27,5865963319
2012-12-28,5815422780
2012-12-31,5890418420
2013-01-02,6314306819
2013-01-03,6192031319
2013-01-04,6206704380
2013-01-07,6125187380
2013-01-08,6028997319
2013-01-09,6079537860
2013-01-10,6170836900
2013-01-11,6267026960
2013-01-14,6231159480
2013-01-15,6208334720
2013-01-16,6247462880
2013-01-17,6532772380
2013-01-18,6540924080
2013-01-22,6534402720
2013-01-23,6537663400
2013-01-24,6443103680
2013-01-25,6821342560
2013-01-28,6805039160
2013-01-29,6803408819
2013-01-30,6788735760
2013-01-31,6707218760
2013-02-01,6801778480
2013-02-04,6840906640
2013-02-05,6943618060
2013-02-06,6940357380
2013-02-07,6911011260
2013-02-08,6946878740
2013-02-11,6963182140
2013-02-12,6984376560
2013-02-13,6999049620
2013-02-14,6994158600
2013-02-15,6928945000
2013-02-19,6968073160
2013-02-20,6840906640
2013-02-21,6669720939
2013-02-22,6852319020
2013-02-25,6661569240
2013-02-26,6790366100
2013-02-27,6928945000
2013-02-28,6896338200
2013-03-01,6958291120
2013-03-04,6943618060
2013-03-05,7030026080
2013-03-06,7028395740
2013-03-07,6977855200
2013-03-08,6990897920
2013-03-11,6914271939
2013-03-12,6899598880
2013-03-13,6873513439
2013-03-14,6915902280
2013-03-15,6791996439
2013-03-18,6702327740
2013-03-19,6671351280
2013-03-20,6710479439
2013-03-21,6624071420
2013-03-22,6612659040
2013-03-25,6672981620
2013-03-26,6710479439
2013-03-27,6666460260
2013-03-28,6759389640
2013-04-01,6630816000
2013-04-02,6612938800
2013-04-03,6577184400
2013-04-04,6700699599
2013-04-05,6625940400
2013-04-08,6703950000
2013-04-09,6689323199
2013-04-10,6837216400
2013-04-11,6955856000
2013-04-12,6794961200
2013-04-15,6569058400
2013-04-16,6741329599
2013-04-17,6744580000
2013-04-18,6708825600
2013-04-19,6765707600
2013-04-22,6801462000
2013-04-23,6910350400
2013-04-24,6993235600
2013-04-25,7414162400
2013-04-26,7422288400
2013-04-29,7407661600
2013-04-30,7511674400
2013-05-01,7410912000
2013-05-02,7419038000
2013-05-03,7477545200
2013-05-06,7521425600
2013-05-07,7484046000
2013-05-08,7607561200
2013-05-09,7675819599
2013-05-10,7625438400
2013-05-13,7627063600
2013-05-14,7722950400
2013-05-15,7830213600
2013-05-16,7726200800
2013-05-17,7807460800
2013-05-20,7791208800
2013-05-21,7787958400
2013-05-22,7630314000
2013-05-23,7607561200
2013-05-24,7575057200
2013-05-28,7722950400
2013-05-29,7597810000
2013-05-30,7752204000
2013-05-31,7602685600
2013-06-03,7841590000
2013-06-04,7797709599
2013-06-05,7683945600
2013-06-06,7698572400
2013-06-07,7865968000
2013-06-10,7887095600
2013-06-11,7615687200
2013-06-12,7537677600
2013-06-13,7713199200
2013-06-14,7651441600
2013-06-17,7682320400
2013-06-18,7748953600
2013-06-19,7656317200
2013-06-20,7282521200
2013-06-21,7313400000
2013-06-24,7071245200
2013-06-25,7341028400
2013-06-26,7254892800
2013-06-27,7287396800
2013-06-28,7206136800
2013-07-01,7201632160
2013-07-02,7284709120
2013-07-03,7371044000
2013-07-05,7489958079
2013-07-08,7436202400
2013-07-09,7737560000
2013-07-10,8066609920
2013-07-11,8141542079
2013-07-12,8214845280
2013-07-15,8081270560
2013-07-16,8064980960
2013-07-17,8138284160
2013-07-18,8128510400
2013-07-19,8240908640
2013-07-22,8135026240
2013-07-23,8152944800
2013-07-24,7988419840
2013-07-25,8007967359
2013-07-26,8058465120
2013-07-29,7941180000
2013-07-30,8094302240
2013-07-31,8017741120
2013-08-01,8289777440
2013-08-02,8165976480
2013-08-05,8071496800
2013-08-06,7957469600
2013-08-07,7902084960
2013-08-08,7898827040
2013-08-09,7770139200
2013-08-12,7815750079
2013-08-13,7898827040
2013-08-14,7856474079
2013-08-15,7688691200
2013-08-16,7792944640
2013-08-19,7794573600
2013-08-20,7859732000
2013-08-21,7765252320
2013-08-22,7845071359
2013-08-23,7861360960
2013-08-26,7801089440
2013-08-27,7556745440
2013-08-28,7558374400
2013-08-29,7691949120
2013-08-30,7602356320
2013-09-03,7631677600
2013-09-04,8058465120
2013-09-05,8071496800
2013-09-06,8007967359
2013-09-09,8029143840
2013-09-10,8179008160
2013-09-11,8179008160
2013-09-12,8209958400
2013-09-13,8120365600
2013-09-16,8179008160
2013-09-17,8133397280
2013-09-18,8180637120
2013-09-19,8117107680
2013-09-20,8030772800
2013-09-23,8050320320
2013-09-24,8307696000
2013-09-25,8468963040
2013-09-26,8408691520
2013-09-27,8330501440
2013-09-30,8310016000
2013-10-01,8374938000
2013-10-02,8337607850
2013-10-03,8310016000
2013-10-04,8439860000
2013-10-07,8399283750
2013-10-08,8235355700
2013-10-09,8207763850
2013-10-10,8556719600
2013-10-11,8574573150
2013-10-14,8650856500
2013-10-15,8540489100
2013-10-16,8689809700
2013-10-17,8686563600
2013-10-18,8740124250
2013-10-21,8743370350
2013-10-22,8775831350
2013-10-23,8473944050
2013-10-24,8602165000
2013-10-25,8889444850
2013-10-28,8777454400
2013-10-29,8917036700
2013-10-30,8819653700
2013-10-31,8808292350
2013-11-01,8702794100
2013-11-04,8725516800
2013-11-05,8788815750
2013-11-06,8777454400
2013-11-07,8454467450
2013-11-08,8577819250
2013-11-11,8556719600
2013-11-12,8499912850
2013-11-13,8496666750
2013-11-14,8490174550
2013-11-15,8538866050
2013-11-18,8361953600
2013-11-19,8150957100
2013-11-20,8074673750
2013-11-21,8253209250
2013-11-22,8371691900
2013-11-25,8422006450
2013-11-26,8524258600
