,BBWI
2009-04-13,2670720000
2009-04-14,2606519999
2009-04-15,2693190000
2009-04-16,2783070000
2009-04-17,2808750000
2009-04-20,2606519999
2009-04-21,2767019999
2009-04-22,2783070000
2009-04-23,2770230000
2009-04-24,2866530000
2009-04-27,2799120000
2009-04-28,2828010000
2009-04-29,2908260000
2009-04-30,2962830000
2009-05-01,2879370000
2009-05-04,3168269999
2009-05-05,3296670000
2009-05-06,3428280000
2009-05-07,3113700000
2009-05-08,3213210000
2009-05-11,2991720000
2009-05-12,2985300000
2009-05-13,2872950000
2009-05-14,2889000000
2009-05-15,2856900000
2009-05-18,3068760000
2009-05-19,3100860000
2009-05-20,3027030000
2009-05-21,3052710000
2009-05-22,3120120000
2009-05-26,3238890000
2009-05-27,3277410000
2009-05-28,3213210000
2009-05-29,3245310000
2009-06-01,3514950000
2009-06-02,3486060000
2009-06-03,3447540000
2009-06-04,3325560000
2009-06-05,3351240000
2009-06-08,3325560000
2009-06-09,3322350000
2009-06-10,3267780000
2009-06-11,3187530000
2009-06-12,3325560000
2009-06-15,3245310000
2009-06-16,3068760000
2009-06-17,3078390000
2009-06-18,3062339999
2009-06-19,3071970000
2009-06-22,2985300000
2009-06-23,2933940000
2009-06-24,2972460000
2009-06-25,3081600000
2009-06-26,3036660000
2009-06-29,3132960000
2009-06-30,3107280000
2009-07-01,3190740000
2009-07-02,3001350000
2009-07-06,2985300000
2009-07-07,2972460000
2009-07-08,2943570000
2009-07-09,2824800000
2009-07-10,2744550000
2009-07-13,2837640000
2009-07-14,2885790000
2009-07-15,3004560000
2009-07-16,2985300000
2009-07-17,3027030000
2009-07-20,3071970000
2009-07-21,3052710000
2009-07-22,3123330000
2009-07-23,3248519999
2009-07-24,3267780000
2009-07-27,3203580000
2009-07-28,3235680000
2009-07-29,3206790000
2009-07-30,3306300000
2009-07-31,3357660000
2009-08-03,3418650000
2009-08-04,3338400000
2009-08-05,3306300000
2009-08-06,3733230000
2009-08-07,3880890000
2009-08-10,3778170000
2009-08-11,3730019999
2009-08-12,3813480000
2009-08-13,3758910000
2009-08-14,3678660000
2009-08-17,3611250000
2009-08-18,3624089999
2009-08-19,3784589999
2009-08-20,3723600000
2009-08-21,3983610000
2009-08-24,3912990000
2009-08-25,4009290000
2009-08-26,3964350000
2009-08-27,3957930000
2009-08-28,3912990000
2009-08-31,3871260000
2009-09-01,3826320000
2009-09-02,3819900000
2009-09-03,4028550000
2009-09-04,3986820000
2009-09-08,4015710000
2009-09-09,4083120000
2009-09-10,4076700000
2009-09-11,4002870000
2009-09-14,4112010000
2009-09-15,4179420000
2009-09-16,4301400000
2009-09-17,4282140000
2009-09-18,4375230000
2009-09-21,4436220000
2009-09-22,4484370000
2009-09-23,4513260000
2009-09-24,4529310000
2009-09-25,4426590000
2009-09-28,4461900000
2009-09-29,4449060000
2009-09-30,4407330000
2009-10-01,4320660000
2009-10-02,4185839999
2009-10-05,4510050000
2009-10-06,4651290000
2009-10-07,4625610000
2009-10-08,4808580000
2009-10-09,4737960000
2009-10-12,4834260000
2009-10-13,4789320000
2009-10-14,5017230000
2009-10-15,4943400000
2009-10-16,4885620000
2009-10-19,5042910000
2009-10-20,4949820000
2009-10-21,4875990000
2009-10-22,5039700000
2009-10-23,4988340000
2009-10-26,5058960000
2009-10-27,4648080000
2009-10-28,4426590000
2009-10-29,4734750000
2009-10-30,4567830000
2009-11-02,4656120000
2009-11-03,4672220000
2009-11-04,4627140000
2009-11-05,4656120000
2009-11-06,4733400000
2009-11-09,4875080000
2009-11-10,4875080000
2009-11-11,4784920000
2009-11-12,4617480000
2009-11-13,4707640000
2009-11-16,4781700000
2009-11-17,4694760000
2009-11-18,4755940000
2009-11-19,4601380000
2009-11-20,4491900000
2009-11-23,4485460000
2009-11-24,4330900000
2009-11-25,4556300000
2009-11-27,4404960000
2009-11-30,4318020000
2009-12-01,4569180000
2009-12-02,4627140000
2009-12-03,4723740000
2009-12-04,4768820000
2009-12-07,4743060000
2009-12-08,4697980000
2009-12-09,4643240000
2009-12-10,4778480000
2009-12-11,4855760000
2009-12-14,4949140000
2009-12-15,4923380000
2009-12-16,4939480000
2009-12-17,4891180000
2009-12-18,4920160000
2009-12-21,5016760000
2009-12-22,5158440000
2009-12-23,5074720000
2009-12-24,5084380000
2009-12-28,5087600000
2009-12-29,5094040000
2009-12-30,5084380000
2009-12-31,5007100000
2010-01-04,5026420000
2010-01-05,4862200000
2010-01-06,4965240000
2010-01-07,4884740000
2010-01-08,5100480000
2010-01-11,5325880000
2010-01-12,5319440000
2010-01-13,5264700000
2010-01-14,5184200000
2010-01-15,5048960000
2010-01-19,5032860000
2010-01-20,4920160000
2010-01-21,4862200000
2010-01-22,4784920000
2010-01-25,4842880000
2010-01-26,5048960000
2010-01-27,5129460000
2010-01-28,5000660000
2010-01-29,4952360000
2010-02-01,5164250000
2010-02-02,5339750000
2010-02-03,5323500000
2010-02-04,5261750000
2010-02-05,5378750000
2010-02-08,5258500000
2010-02-09,5343000000
2010-02-10,5277999999
2010-02-11,5343000000
2010-02-12,5382000000
2010-02-16,5473000000
2010-02-17,5531500000
2010-02-18,5606250000
2010-02-19,5622500000
2010-02-22,5648500000
2010-02-23,5525000000
2010-02-24,5658250000
2010-02-25,5820750000
2010-02-26,5807750000
2010-03-01,5918250000
2010-03-02,5892250000
2010-03-03,5950750000
2010-03-04,6038499999
2010-03-05,6116500000
2010-03-08,6165250000
2010-03-09,6197750000
2010-03-10,6171749999
2010-03-11,6204250000
2010-03-12,6236750000
2010-03-15,6230250000
2010-03-16,6493500000
2010-03-17,6483750000
2010-03-18,6503250000
2010-03-19,6480500000
2010-03-22,6643000000
2010-03-23,6688499999
2010-03-24,6561750000
2010-03-25,6659249999
2010-03-26,6711250000
2010-03-29,6773000000
2010-03-30,6799000000
2010-03-31,6467500000
2010-04-01,6516250000
2010-04-05,6760000000
2010-04-06,6756750000
2010-04-07,6747000000
2010-04-08,6902999999
2010-04-09,6994000000
2010-04-12,7065499999
2010-04-13,7143500000
2010-04-14,7101250000
2010-04-15,7241000000
2010-04-16,7111000000
2010-04-19,7163000000
2010-04-20,7247500000
2010-04-21,7364500000
2010-04-22,7510750000
2010-04-23,7481500000
2010-04-26,7507500000
2010-04-27,7289750000
2010-04-28,7133750000
2010-04-29,7237750000
2010-04-30,7042750000
2010-05-03,7257810000
2010-05-04,7015560000
2010-05-05,6918660000
2010-05-06,6563360000
2010-05-07,6508450000
2010-05-10,7028480000
2010-05-11,7093080000
2010-05-12,7122150000
2010-05-13,6786230000
2010-05-14,6644110000
2010-05-17,6624730000
2010-05-18,6388940000
2010-05-19,6395400000
2010-05-20,6233900000
2010-05-21,6479380000
2010-05-24,6463230000
2010-05-25,6440620000
2010-05-26,6353410000
2010-05-27,6640880000
2010-05-28,6492300000
2010-06-01,6589200000
2010-06-02,6776540000
2010-06-03,6857290000
2010-06-04,6450310000
2010-06-07,6237130000
2010-06-08,6227440000
2010-06-09,6317880000
2010-06-10,6511680000
2010-06-11,6547210000
2010-06-14,6666720000
2010-06-15,6779769999
2010-06-16,6624730000
2010-06-17,6534290000
2010-06-18,6440620000
2010-06-21,6301730000
2010-06-22,6056250000
2010-06-23,6114390000
2010-06-24,5988420000
2010-06-25,6030410000
2010-06-28,5991650000
2010-06-29,5736480000
2010-06-30,5762320000
2010-07-01,5930280000
2010-07-02,5894750000
2010-07-06,5904440000
2010-07-07,6182220000
2010-07-08,6321110000
2010-07-09,6376019999
2010-07-12,6250050000
2010-07-13,6421240000
2010-07-14,6482610000
2010-07-15,6540750000
2010-07-16,6137000000
2010-07-19,6188680000
2010-07-20,6376019999
2010-07-21,6337260000
2010-07-22,6585970000
2010-07-23,6689330000
2010-07-26,6854060000
2010-07-27,6640880000
2010-07-28,6621500000
2010-07-29,6653800000
2010-07-30,6695790000
2010-08-02,6805200000
2010-08-03,6622230000
2010-08-04,6757050000
2010-08-05,6834090000
2010-08-06,6779520000
2010-08-09,6952860000
2010-08-10,6689640000
2010-08-11,6519510000
2010-08-12,6561240000
2010-08-13,6458520000
2010-08-16,6455310000
2010-08-17,6631860000
2010-08-18,6689640000
2010-08-19,6712110000
2010-08-20,6631860000
2010-08-23,6445679999
2010-08-24,6346170000
2010-08-25,6362220000
2010-08-26,6310860000
2010-08-27,6477780000
2010-08-30,6262710000
2010-08-31,6124679999
2010-09-01,6298020000
2010-09-02,6683220000
2010-09-03,6801990000
2010-09-07,6718530000
2010-09-08,6519510000
2010-09-09,6548400000
2010-09-10,6586920000
2010-09-13,6680010000
2010-09-14,6879030000
2010-09-15,6859770000
2010-09-16,6862980000
2010-09-17,6946440000
2010-09-20,7110150000
2010-09-21,6872610000
2010-09-22,6792360000
2010-09-23,6805200000
2010-09-24,7052370000
2010-09-27,7001010000
2010-09-28,7074840000
2010-09-29,7158300000
2010-09-30,6949650000
2010-10-01,6959280000
2010-10-04,6907920000
2010-10-05,7216080000
2010-10-06,7158300000
2010-10-07,7431150000
2010-10-08,7476090000
2010-10-11,7604490000
2010-10-12,7710420000
2010-10-13,7617330000
2010-10-14,7572390000
2010-10-15,7591650000
2010-10-18,7617330000
2010-10-19,7427940000
2010-10-20,7537080000
2010-10-21,7472880000
2010-10-22,7540289999
2010-10-25,7565970000
2010-10-26,7630170000
2010-10-27,7578810000
2010-10-28,7598070000
2010-10-29,7626960000
2010-11-01,7516799999
2010-11-02,7715200000
2010-11-03,7718400000
2010-11-04,8131200000
2010-11-05,8230400000
2010-11-08,8300800000
2010-11-09,8115200000
2010-11-10,8227200000
2010-11-11,8313600000
2010-11-12,8185599999
2010-11-15,8134400000
2010-11-16,8041600000
2010-11-17,8243200000
2010-11-18,8604800000
2010-11-19,8540800000
2010-11-22,8595200000
2010-11-23,8534400000
2010-11-24,8739200000
2010-11-26,8729600000
2010-11-29,8659200000
2010-11-30,8710400000
2010-12-01,8960000000
2010-12-02,9027200000
2010-12-03,8233600000
2010-12-06,8230400000
2010-12-07,8131200000
2010-12-08,8044800000
2010-12-09,8099200000
2010-12-10,8160000000
2010-12-13,7961600000
2010-12-14,7977600000
2010-12-15,7900800000
2010-12-16,7996799999
2010-12-17,8080000000
2010-12-20,8041600000
2010-12-21,8208000000
2010-12-22,8035200000
2010-12-23,8035200000
2010-12-27,8051200000
2010-12-28,7929600000
2010-12-29,7939200000
2010-12-30,8067200000
2010-12-31,7948800000
2011-01-03,7939200000
2011-01-04,7740800000
2011-01-05,7651200000
2011-01-06,7472000000
2011-01-07,7420800000
2011-01-10,7536000000
2011-01-11,7494400000
2011-01-12,7484800000
2011-01-13,7612800000
2011-01-14,7529600000
2011-01-18,7526400000
2011-01-19,7414400000
2011-01-20,7520000000
2011-01-21,7420800000
2011-01-24,7452800000
2011-01-25,7350400000
2011-01-26,7424000000
2011-01-27,7609600000
2011-01-28,7481600000
2011-01-31,7281120000
2011-02-01,7382760000
2011-02-02,7253400000
2011-02-03,7792400000
2011-02-04,7934080000
2011-02-07,7952560000
2011-02-08,8063440000
2011-02-09,8128120000
2011-02-10,8109639999
2011-02-11,8223600000
2011-02-14,8168160000
2011-02-15,8097320000
2011-02-16,8235919999
2011-02-17,8254400000
2011-02-18,8340639999
2011-02-22,8149680000
2011-02-23,7909440000
2011-02-24,8001840000
2011-02-25,8048040000
2011-02-28,7974120000
2011-03-01,7860160000
2011-03-02,8001840000
2011-03-03,8060360000
2011-03-04,8044960000
2011-03-07,7869400000
2011-03-08,7820120000
2011-03-09,7826280000
2011-03-10,7755440000
2011-03-11,7878639999
2011-03-14,7736960000
2011-03-15,7607600000
2011-03-16,7530600000
2011-03-17,7570639999
2011-03-18,7589120000
2011-03-21,7780080000
2011-03-22,7767760000
2011-03-23,7860160000
2011-03-24,7986440000
2011-03-25,8038800000
2011-03-28,7977200000
2011-03-29,8103480000
2011-03-30,8272880000
2011-03-31,8186639999
2011-04-01,8214360000
2011-04-04,8297520000
2011-04-05,8587040000
2011-04-06,8771840000
2011-04-07,8913520000
2011-04-08,9255400000
2011-04-11,9323160000
2011-04-12,9252320000
2011-04-13,9449440000
2011-04-14,9378600000
2011-04-15,9430960000
2011-04-18,9427880000
2011-04-19,9483320000
2011-04-20,9757440000
2011-04-21,9803640000
2011-04-25,10025400000
2011-04-26,10154760000
2011-04-27,10244080000
2011-04-28,10210200000
2011-04-29,10247160000
2011-05-02,9963100000
2011-05-03,10032330000
2011-05-04,9809590000
2011-05-05,9836680000
2011-05-06,9993200000
2011-05-09,10014270000
2011-05-10,10230990000
2011-05-11,10212930000
2011-05-12,10246040000
2011-05-13,10179820000
2011-05-16,10101560000
2011-05-17,10128650000
2011-05-18,10330320000
2011-05-19,9929990000
2011-05-20,9650060000
2011-05-23,9650060000
2011-05-24,9505580000
2011-05-25,9442370000
2011-05-26,9734340000
2011-05-27,9622970000
2011-05-31,9722300000
2011-06-01,9418290000
2011-06-02,9213610000
2011-06-03,9111270000
2011-06-06,8807260000
2011-06-07,8810270000
2011-06-08,8698900000
2011-06-09,8837360000
2011-06-10,8668800000
2011-06-13,8783180000
2011-06-14,8966790000
2011-06-15,8605590000
2011-06-16,8590540000
2011-06-17,8629670000
2011-06-20,8849400000
2011-06-21,9120300000
2011-06-22,8933680000
2011-06-23,9014950000
2011-06-24,9045050000
2011-06-27,9099230000
2011-06-28,9318960000
2011-06-29,9264780000
2011-06-30,9355080000
2011-07-01,9469460000
2011-07-05,9556750000
2011-07-06,9565780000
2011-07-07,9821630000
2011-07-08,9884840000
2011-07-11,9583840000
2011-07-12,9499560000
2011-07-13,9595880000
2011-07-14,9619960000
2011-07-15,9695210000
2011-07-18,9632000000
2011-07-19,9884840000
2011-07-20,9800560000
2011-07-21,9818620000
2011-07-22,9776480000
2011-07-25,9355080000
2011-07-26,9315950000
2011-07-27,9120300000
2011-07-28,9099230000
2011-07-29,9213610000
2011-08-01,8942670000
2011-08-02,8589240000
2011-08-03,8716950000
2011-08-04,8604090000
2011-08-05,8339759999
2011-08-08,7612110000
2011-08-09,8125920000
2011-08-10,7855650000
2011-08-11,8271450000
2011-08-12,8301150000
2011-08-15,8428860000
2011-08-16,8363520000
2011-08-17,8244720000
2011-08-18,8099190000
2011-08-19,7962570000
2011-08-22,8069490000
2011-08-23,8574390000
2011-08-24,8577360000
2011-08-25,8526870000
2011-08-26,8740710000
2011-08-29,9055530000
2011-08-30,9198090000
2011-08-31,9061470000
2011-09-01,8901090000
2011-09-02,8607060000
2011-09-06,8583300000
2011-09-07,9037710000
2011-09-08,8886240000
2011-09-09,8788230000
2011-09-12,8915940000
2011-09-13,9198090000
2011-09-14,9245610000
2011-09-15,9530730000
2011-09-16,9670320000
2011-09-19,9815850000
2011-09-20,9901980000
2011-09-21,9501030000
2011-09-22,9400050000
2011-09-23,9694080000
2011-09-26,10148490000
2011-09-27,9943560000
2011-09-28,9833670000
2011-09-29,9587160000
2011-09-30,9245610000
2011-10-03,9013950000
2011-10-04,9542610000
2011-10-05,9670320000
2011-10-06,9744570000
2011-10-07,9705960000
2011-10-10,10142550000
2011-10-11,9964350000
2011-10-12,10151460000
2011-10-13,10083150000
2011-10-14,10243530000
2011-10-17,10059390000
2011-10-18,10095030000
2011-10-19,10014840000
2011-10-20,10071269999
2011-10-21,10255410000
2011-10-24,10513800000
2011-10-25,10341540000
2011-10-26,10332630000
2011-10-27,10858320000
2011-10-28,10537560000
2011-10-31,10186350000
2011-11-01,10274850000
2011-11-02,10307300000
2011-11-03,10245350000
2011-11-04,10165700000
2011-11-07,10139150000
2011-11-08,10295500000
2011-11-09,9888400000
2011-11-10,10089000000
2011-11-11,10478400000
2011-11-14,10419400000
2011-11-15,10543300000
2011-11-16,10248300000
2011-11-17,9920850000
2011-11-18,9743850000
2011-11-21,9572750000
2011-11-22,9528500000
2011-11-23,9239400000
2011-11-25,9142050000
2011-11-28,9501950000
2011-11-29,9779250000
2011-11-30,10094900000
2011-12-01,10162750000
2011-12-02,10162750000
2011-12-05,10274850000
2011-12-06,10280750000
2011-12-07,10496100000
2011-12-08,9761550000
2011-12-09,9737950000
2011-12-12,9664200000
2011-12-13,9407550000
2011-12-14,9375100000
2011-12-15,9180400000
2011-12-16,9156800000
2011-12-19,8991600000
2011-12-20,9298400000
2011-12-21,9360350000
2011-12-22,9437050000
2011-12-23,9599300000
2011-12-27,9761550000
2011-12-28,9740900000
2011-12-29,9714350000
2011-12-30,9622900000
2012-01-03,9336750000
2012-01-04,9457700000
2012-01-05,9381000000
2012-01-06,9268900000
2012-01-09,9295450000
2012-01-10,9357400000
2012-01-11,9416400000
2012-01-12,9611100000
2012-01-13,9655350000
2012-01-17,9823500000
2012-01-18,9923800000
2012-01-19,9914950000
2012-01-20,9829400000
2012-01-23,9861850000
2012-01-24,9973950000
2012-01-25,10015250000
2012-01-26,9838250000
2012-01-27,9888400000
2012-01-30,9676880000
2012-01-31,9881280000
2012-02-01,9890040000
2012-02-02,10269640000
2012-02-03,10447760000
2012-02-06,10479880000
2012-02-07,10579160000
2012-02-08,10582080000
2012-02-09,10637560000
2012-02-10,10614200000
2012-02-13,10669680000
2012-02-14,10763120000
2012-02-15,10672600000
2012-02-16,10844880000
2012-02-17,10976280000
2012-02-21,10839040000
2012-02-22,10736840000
2012-02-23,10859480000
2012-02-24,10920800000
2012-02-27,11060960000
2012-02-28,11119360000
2012-02-29,10985040000
2012-03-01,10964600000
2012-03-02,10912040000
2012-03-05,10786480000
2012-03-06,10675520000
2012-03-07,10804000000
2012-03-08,10891600000
2012-03-09,11031760000
2012-03-12,10993800000
2012-03-13,11157320000
2012-03-14,11186520000
2012-03-15,11218640000
2012-03-16,11078480000
2012-03-19,11096000000
2012-03-20,11154400000
2012-03-21,11364640000
2012-03-22,11569040000
2012-03-23,11461000000
2012-03-26,11755920000
2012-03-27,11712120000
2012-03-28,11458080000
2012-03-29,11399680000
2012-03-30,11329600000
2012-04-02,11420120000
2012-04-03,11513560000
2012-04-04,11493120000
2012-04-05,11390920000
2012-04-09,11309160000
2012-04-10,10985040000
2012-04-11,11180680000
2012-04-12,11285800000
2012-04-13,11253680000
2012-04-16,11309160000
2012-04-17,11534000000
2012-04-18,11624520000
2012-04-19,11574880000
2012-04-20,11627440000
2012-04-23,11423040000
2012-04-24,11370480000
2012-04-25,11674160000
2012-04-26,11861040000
2012-04-27,12030400000
2012-04-30,11571840000
2012-05-01,11563200000
2012-05-02,11741760000
2012-05-03,12035520000
2012-05-04,11704320000
2012-05-07,11646720000
2012-05-08,11352960000
2012-05-09,11283840000
2012-05-10,11332800000
2012-05-11,11272320000
2012-05-14,11174400000
2012-05-15,11185920000
2012-05-16,11165760000
2012-05-17,10676160000
2012-05-18,10503360000
2012-05-21,10676160000
2012-05-22,10589760000
2012-05-23,10621440000
2012-05-24,10696320000
2012-05-25,10805760000
2012-05-29,11007360000
2012-05-30,10673280000
2012-05-31,10327680000
2012-06-01,9984960000
2012-06-04,9843840000
2012-06-05,9872640000
2012-06-06,9938880000
2012-06-07,9745920000
2012-06-08,9964800000
2012-06-11,9748800000
2012-06-12,9947520000
2012-06-13,9766079999
2012-06-14,9846720000
2012-06-15,9930240000
2012-06-18,9970560000
2012-06-19,10126079999
2012-06-20,10140480000
2012-06-21,9743040000
2012-06-22,9714240000
2012-06-25,9544320000
2012-06-26,9544320000
2012-06-27,9506880000
2012-06-28,9581760000
2012-06-29,9901440000
2012-07-02,10232640000
2012-07-03,10275840000
2012-07-05,10736640000
2012-07-06,10667520000
2012-07-09,10635840000
2012-07-10,10572480000
2012-07-11,10477440000
2012-07-12,10514880000
2012-07-13,10722240000
2012-07-16,10664640000
2012-07-17,10823040000
2012-07-18,10895040000
2012-07-19,10975680000
2012-07-20,10782720000
2012-07-23,10638720000
2012-07-24,10408320000
2012-07-25,10635840000
2012-07-26,10719360000
2012-07-27,10969920000
2012-07-30,11162880000
2012-07-31,11070720000
2012-08-01,10900800000
2012-08-02,11111040000
2012-08-03,11442240000
2012-08-06,11514240000
2012-08-07,11756160000
2012-08-08,11551680000
2012-08-09,11537280000
2012-08-10,11476800000
2012-08-13,11514240000
2012-08-14,11387520000
2012-08-15,11404800000
2012-08-16,11376000000
2012-08-17,11525760000
2012-08-20,11678400000
2012-08-21,11185920000
2012-08-22,11185920000
2012-08-23,11122560000
2012-08-24,11367360000
2012-08-27,11136960000
2012-08-28,11090880000
2012-08-29,11122560000
2012-08-30,11151360000
2012-08-31,11315520000
2012-09-04,11283840000
2012-09-05,11252160000
2012-09-06,11364480000
2012-09-07,11295360000
2012-09-10,11370240000
2012-09-11,11275200000
2012-09-12,11344320000
2012-09-13,11594880000
2012-09-14,11712960000
2012-09-17,11695680000
2012-09-18,11543040000
2012-09-19,11640960000
2012-09-20,12049920000
2012-09-21,12047040000
2012-09-24,11669760000
2012-09-25,11482560000
2012-09-26,11471040000
2012-09-27,11557440000
2012-09-28,11468160000
2012-10-01,11537280000
2012-10-02,11502720000
2012-10-03,11695680000
2012-10-04,11695680000
2012-10-05,11770560000
2012-10-08,11721600000
2012-10-09,11430720000
2012-10-10,11335680000
2012-10-11,11324160000
2012-10-12,11234880000
2012-10-15,11257920000
2012-10-16,11551680000
2012-10-17,11350079999
2012-10-18,11410560000
2012-10-19,11315520000
2012-10-22,11185920000
2012-10-23,11125440000
2012-10-24,11105280000
2012-10-25,11237760000
2012-10-26,11082240000
2012-10-31,11435824330
2012-11-01,11361968580
2012-11-02,11474229320
2012-11-05,11542176610
2012-11-06,11559901990
2012-11-07,11308792440
2012-11-08,11093133650
2012-11-09,11099042110
2012-11-12,11087225190
2012-11-13,11299929750
2012-11-14,11128584410
2012-11-15,10865657940
2012-11-16,11034049050
2012-11-19,11536268150
2012-11-20,11545130840
2012-11-21,11503771620
2012-11-23,11639666200
2012-11-26,11805103080
2012-11-27,11728293100
2012-11-28,12130068380
2012-11-29,12319139100
2012-11-30,12455033679
2012-12-03,12310276410
2012-12-04,12251191810
2012-12-05,12233466429
2012-12-06,12248237580
2012-12-07,12221649510
2012-12-10,12097571850
2012-12-11,12094617620
2012-12-12,11982356880
2012-12-13,11991219570
2012-12-14,12041441480
2012-12-17,12283688340
2012-12-18,11545130840
2012-12-19,11518542770
2012-12-20,11624895050
2012-12-21,11282204370
2012-12-24,11311746670
2012-12-26,10948376380
2012-12-27,11084270960
2012-12-28,10963147530
2012-12-31,11237890920
2013-01-02,11320609360
2013-01-03,10676587220
2013-01-04,10717946440
2013-01-07,10664770300
2013-01-08,10525921490
2013-01-09,10537738410
2013-01-10,10579097630
2013-01-11,10599777240
2013-01-14,10865657940
2013-01-15,11087225190
2013-01-16,11131538640
2013-01-17,11211302850
2013-01-18,11202440160
2013-01-22,11288112830
2013-01-23,11205394390
2013-01-24,11388556650
2013-01-25,11530359690
2013-01-28,11450595480
2013-01-29,11530359690
2013-01-30,11486046240
2013-01-31,11468320860
2013-02-01,11285158600
2013-02-04,11314441050
2013-02-05,11453178000
2013-02-06,11273115150
2013-02-07,10901182050
2013-02-08,10930700550
2013-02-11,10800819150
2013-02-12,10700456250
2013-02-13,10670937750
2013-02-14,10511537850
2013-02-15,10514489700
2013-02-19,10653226650
2013-02-20,10502682300
2013-02-21,10381656450
2013-02-22,10375752750
2013-02-25,10225208400
2013-02-26,10411174950
2013-02-27,10617804450
2013-02-28,10862808000
2013-03-01,10741782150
2013-03-04,10741782150
2013-03-05,10797867300
2013-03-06,10750637700
2013-03-07,10706359950
2013-03-08,10806722850
2013-03-11,10774252500
2013-03-12,10676841450
2013-03-13,10632563700
2013-03-14,10709311800
2013-03-15,10789011750
2013-03-18,10656178500
2013-03-19,10393463850
2013-03-20,10455452700
2013-03-21,10263582450
2013-03-22,10514489700
2013-03-25,10676841450
2013-03-26,10535152650
2013-03-27,10529248950
2013-03-28,10656178500
2013-04-01,10659130350
2013-04-02,10977930150
2013-04-03,10768348800
2013-04-04,10927748700
2013-04-05,11025159750
2013-04-08,11190463349
2013-04-09,11311489200
2013-04-10,11494503900
2013-04-11,11990414700
2013-04-12,12034692450
2013-04-15,11680470450
2013-04-16,11774929650
2013-04-17,11580107550
2013-04-18,11426611350
2013-04-19,11553540900
2013-04-22,11515166850
2013-04-23,11524022400
2013-04-24,11630289000
2013-04-25,11999270250
2013-04-26,12049451700
2013-04-29,11916618450
2013-04-30,12028788750
2013-05-01,11963848050
2013-05-02,12014029500
2013-05-03,12211803450
2013-05-06,12025213086
2013-05-07,12416229478
2013-05-08,12553377019
2013-05-09,12284918003
2013-05-10,12182786856
2013-05-13,11996032758
2013-05-14,11961016365
2013-05-15,11998950791
2013-05-16,11911409807
2013-05-17,11861803250
2013-05-20,12220721282
2013-05-21,12255737676
2013-05-22,12141934397
2013-05-23,12074819643
2013-05-24,11745081939
2013-05-28,11756754070
2013-05-29,11532065546
2013-05-30,11704229480
2013-05-31,11797606529
2013-06-03,11966852430
2013-06-04,12252819643
2013-06-05,12185704889
2013-06-06,11949344234
2013-06-07,12001868824
2013-06-10,11955180299
2013-06-11,11812196693
2013-06-12,11797606529
2013-06-13,12028131119
2013-06-14,11981442594
2013-06-17,12031049151
2013-06-18,12343278659
2013-06-19,12223639315
2013-06-20,12071901610
2013-06-21,12150688495
2013-06-24,11628360628
2013-06-25,11730491775
2013-06-26,11730491775
2013-06-27,11605016366
2013-06-28,11616688497
2013-07-01,11698393415
2013-07-02,11745081939
2013-07-03,11605016366
2013-07-05,11715901611
2013-07-08,11882229480
2013-07-09,11928918004
2013-07-10,11937672102
2013-07-11,12343278659
2013-07-12,12223639315
2013-07-15,12281999971
2013-07-16,12220721282
2013-07-17,12249901610
2013-07-18,12401639315
2013-07-19,12381213085
2013-07-22,12480426200
2013-07-23,12541704888
2013-07-24,12416229478
2013-07-25,12562131117
2013-07-26,12664262265
2013-07-29,13069868821
2013-07-30,13049442592
2013-07-31,13154491772
2013-08-01,13574688492
2013-08-02,13776032754
2013-08-05,13777434240
2013-08-06,13655851200
2013-08-07,13735918080
2013-08-08,14444658240
2013-08-09,14687824320
2013-08-12,14670031680
2013-08-13,14708582400
2013-08-14,14572172160
2013-08-15,14400176640
2013-08-16,14162941440
2013-08-19,14154045120
2013-08-20,14542517760
2013-08-21,14346798720
2013-08-22,14047289280
2013-08-23,14195561280
2013-08-26,14017634880
2013-08-27,13643989440
2013-08-28,13712194560
2013-08-29,13774468800
2013-08-30,13750745280
2013-09-03,13768537920
2013-09-04,13937568000
2013-09-05,13641024000
2013-09-06,13531302720
2013-09-09,13842673920
2013-09-10,13964256960
2013-09-11,14071012800
2013-09-12,13795226880
2013-09-13,14041358400
2013-09-16,14133287039
2013-09-17,14373487680
2013-09-18,14628515520
2013-09-19,14480243520
2013-09-20,14382384000
2013-09-23,14299351680
2013-09-24,14358660480
2013-09-25,14254870080
2013-09-26,14465416320
2013-09-27,14649273600
2013-09-30,14646308160
2013-10-01,14830165440
2013-10-02,14773822080
2013-10-03,14773822080
2013-10-04,14883543360
2013-10-07,14506932480
2013-10-08,14044323840
2013-10-09,14145148800
2013-10-10,13569853440
2013-10-11,13498682880
2013-10-14,13783365120
2013-10-15,13557991680
2013-10-16,13703298240
2013-10-17,13869362880
2013-10-18,14198526720
2013-10-21,14459485440
2013-10-22,14646308160
2013-10-23,14595895680
2013-10-24,14847958080
2013-10-25,14753064000
2013-10-28,14684858880
2013-10-29,14853888960
2013-10-30,14895405120
2013-10-31,15008091840
2013-11-01,14996230080
2013-11-04,15133067100
2013-11-05,15100395120
2013-11-06,15133067100
2013-11-07,14841989460
2013-11-08,15109305660
2013-11-11,15284546280
2013-11-12,15139007460
2013-11-13,15427114920
2013-11-14,15566713379
2013-11-15,15525130860
2013-11-18,15438995640
2013-11-19,15370681500
2013-11-20,15465727260
2013-11-21,15554832660
2013-11-22,15352860420
2013-11-25,15433055280
