,GLW
2009-04-13,22924500000
2009-04-14,22614500000
2009-04-15,22785000000
2009-04-16,23343000000
2009-04-17,23668500000
2009-04-20,22614500000
2009-04-21,23374000000
2009-04-22,22862500000
2009-04-23,23436000000
2009-04-24,23761500000
2009-04-27,24552000000
2009-04-28,22769500000
2009-04-29,23017500000
2009-04-30,22661000000
2009-05-01,22149500000
2009-05-04,23095000000
2009-05-05,23715000000
2009-05-06,24350500000
2009-05-07,22723000000
2009-05-08,22583500000
2009-05-11,21808500000
2009-05-12,21560500000
2009-05-13,20863000000
2009-05-14,21824000000
2009-05-15,21514000000
2009-05-18,21932500000
2009-05-19,22056500000
2009-05-20,22552500000
2009-05-21,21793000000
2009-05-22,22072000000
2009-05-26,22909000000
2009-05-27,22661000000
2009-05-28,21979000000
2009-05-29,22785000000
2009-06-01,24211000000
2009-06-02,24040500000
2009-06-03,23637500000
2009-06-04,24226500000
2009-06-05,24149000000
2009-06-08,24071500000
2009-06-09,24986000000
2009-06-10,24939500000
2009-06-11,24738000000
2009-06-12,24629500000
2009-06-15,24397000000
2009-06-16,23947500000
2009-06-17,23684000000
2009-06-18,23808000000
2009-06-19,23715000000
2009-06-22,23498000000
2009-06-23,23761500000
2009-06-24,23901000000
2009-06-25,25001500000
2009-06-26,25373500000
2009-06-29,25218500000
2009-06-30,24892999999
2009-07-01,24149000000
2009-07-02,23467000000
2009-07-06,23544500000
2009-07-07,22273500000
2009-07-08,22041000000
2009-07-09,22382000000
2009-07-10,22878000000
2009-07-13,23358500000
2009-07-14,23885500000
2009-07-15,24815500000
2009-07-16,25435500000
2009-07-17,25776500000
2009-07-20,26194999999
2009-07-21,25900500000
2009-07-22,25497500000
2009-07-23,26024500000
2009-07-24,26350000000
2009-07-27,25575000000
2009-07-28,26148500000
2009-07-29,26009000000
2009-07-30,26210500000
2009-07-31,26350000000
2009-08-03,26086499999
2009-08-04,25978000000
2009-08-05,25698999999
2009-08-06,25745500000
2009-08-07,26272500000
2009-08-10,25389000000
2009-08-11,24815500000
2009-08-12,25156500000
2009-08-13,25544000000
2009-08-14,24598500000
2009-08-17,23498000000
2009-08-18,24614000000
2009-08-19,24397000000
2009-08-20,24629500000
2009-08-21,24939500000
2009-08-24,24676000000
2009-08-25,25063500000
2009-08-26,24877500000
2009-08-27,24660500000
2009-08-28,24660500000
2009-08-31,23374000000
2009-09-01,23002000000
2009-09-02,23374000000
2009-09-03,23560000000
2009-09-04,23746000000
2009-09-08,23839000000
2009-09-09,24505500000
2009-09-10,25063500000
2009-09-11,24877500000
2009-09-14,24521000000
2009-09-15,24490000000
2009-09-16,24459000000
2009-09-17,24102500000
2009-09-18,23668500000
2009-09-21,24164500000
2009-09-22,24118000000
2009-09-23,23994000000
2009-09-24,23141500000
2009-09-25,23002000000
2009-09-28,23374000000
2009-09-29,23529000000
2009-09-30,23776430000
2009-10-01,23201820000
2009-10-02,22611680000
2009-10-05,22999930000
2009-10-06,24071500000
2009-10-07,23885140000
2009-10-08,24040440000
2009-10-09,24351040000
2009-10-12,24459750000
2009-10-13,23854080000
2009-10-14,24801410000
2009-10-15,24071500000
2009-10-16,23869610000
2009-10-19,24133620000
2009-10-20,24149150000
2009-10-21,24087030000
2009-10-22,24226800000
2009-10-23,24304450000
2009-10-26,24087030000
2009-10-27,23450300000
2009-10-28,22968870000
2009-10-29,23512420000
2009-10-30,22689330000
2009-11-02,22549560000
2009-11-03,22658270000
2009-11-04,23093110000
2009-11-05,23714310000
2009-11-06,23760900000
2009-11-09,24537400000
2009-11-10,24537400000
2009-11-11,25298370000
2009-11-12,25531320000
2009-11-13,25857449999
2009-11-16,26168050000
2009-11-17,26338880000
2009-11-18,26168050000
2009-11-19,25733210000
2009-11-20,25484730000
2009-11-23,25608969999
2009-11-24,25671090000
2009-11-25,26183580000
2009-11-27,25748739999
2009-11-30,25904040000
2009-12-01,26711600000
2009-12-02,27674460000
2009-12-03,27317270000
2009-12-04,28466489999
2009-12-07,28559670000
2009-12-08,27783170000
2009-12-09,28078239999
2009-12-10,28280130000
2009-12-11,28683910000
2009-12-14,29242989999
2009-12-15,29274050000
2009-12-16,29087690000
2009-12-17,28668380000
2009-12-18,28683910000
2009-12-21,29475940000
2009-12-22,29879719999
2009-12-23,29910780000
2009-12-24,29957370000
2009-12-28,29879719999
2009-12-29,29833130000
2009-12-30,30035020000
2009-12-31,30027049999
2010-01-04,30415799999
2010-01-05,30524650000
2010-01-06,30135900000
2010-01-07,30431350000
2010-01-08,30928950000
2010-01-11,31861949999
2010-01-12,31364350000
2010-01-13,31582049999
2010-01-14,31411000000
2010-01-15,30571300000
2010-01-19,30773450000
2010-01-20,30742350000
2010-01-21,30493550000
2010-01-22,28860799999
2010-01-25,29109600000
2010-01-26,29000749999
2010-01-27,29762700000
2010-01-28,28938550000
2010-01-29,28114399999
2010-02-01,28238800000
2010-02-02,29094050000
2010-02-03,29467250000
2010-02-04,28378750000
2010-02-05,28067750000
2010-02-08,27741200000
2010-02-09,27616800000
2010-02-10,27243600000
2010-02-11,27912250000
2010-02-12,27818950000
2010-02-16,28223249999
2010-02-17,28005550000
2010-02-18,27974449999
2010-02-19,28440950000
2010-02-22,27616800000
2010-02-23,26761550000
2010-02-24,27212500000
2010-02-25,27212500000
2010-02-26,27414650000
2010-03-01,27632350000
2010-03-02,27383550000
2010-03-03,27383550000
2010-03-04,27228050000
2010-03-05,28145500000
2010-03-08,28534250000
2010-03-09,28611999999
2010-03-10,28736400000
2010-03-11,28534250000
2010-03-12,28052200000
2010-03-15,28114399999
2010-03-16,28736400000
2010-03-17,29358400000
2010-03-18,29918199999
2010-03-19,30151450000
2010-03-22,30198100000
2010-03-23,30602400000
2010-03-24,30260300000
2010-03-25,30617950000
2010-03-26,30773450000
2010-03-29,31255500000
2010-03-30,31364350000
2010-03-31,31487180000
2010-04-01,31752040000
2010-04-05,32188280000
2010-04-06,31861100000
2010-04-07,31269060000
2010-04-08,30879560000
2010-04-09,30645860000
2010-04-12,31128840000
2010-04-13,31206740000
2010-04-14,31642979999
2010-04-15,31502760000
2010-04-16,31004199999
2010-04-19,31128840000
2010-04-20,31315800000
2010-04-21,31783199999
2010-04-22,32235020000
2010-04-23,32468720000
2010-04-26,32593360000
2010-04-27,31346960000
2010-04-28,31269060000
2010-04-29,31066520000
2010-04-30,29991500000
2010-05-03,30863979999
2010-05-04,29508520000
2010-05-05,29087860000
2010-05-06,27265000000
2010-05-07,27327320000
2010-05-10,28682780000
2010-05-11,28386760000
2010-05-12,28869740000
2010-05-13,28854160000
2010-05-14,27981680000
2010-05-17,28542560000
2010-05-18,28106320000
2010-05-19,27327320000
2010-05-20,26189979999
2010-05-21,26454840000
2010-05-24,26267880000
2010-05-25,26408100000
2010-05-26,26236720000
2010-05-27,27296160000
2010-05-28,27155940000
2010-06-01,25551199999
2010-06-02,26221139999
2010-06-03,26189979999
2010-06-04,25286340000
2010-06-07,24928000000
2010-06-08,26563900000
2010-06-09,26937820000
2010-06-10,27747979999
2010-06-11,28262120000
2010-06-14,28620460000
2010-06-15,29196919999
2010-06-16,28449080000
2010-06-17,28526979999
2010-06-18,28402340000
2010-06-21,28698360000
2010-06-22,28246540000
2010-06-23,28262120000
2010-06-24,27561020000
2010-06-25,27000139999
2010-06-28,26875500000
2010-06-29,25644680000
2010-06-30,25145549999
2010-07-01,25145549999
2010-07-02,25425809999
2010-07-06,25503660000
2010-07-07,26593559999
2010-07-08,27091799999
2010-07-09,27263070000
2010-07-12,26951669999
2010-07-13,27605610000
2010-07-14,27558900000
2010-07-15,27434340000
2010-07-16,26406720000
2010-07-19,26437860000
2010-07-20,25939620000
2010-07-21,26157600000
2010-07-22,28181700000
2010-07-23,28041570000
2010-07-26,27870299999
2010-07-27,28026000000
2010-07-28,27496620000
2010-07-29,28275120000
2010-07-30,28212840000
2010-08-02,29816549999
2010-08-03,29645280000
2010-08-04,29956679999
2010-08-05,29925540000
2010-08-06,29271600000
2010-08-09,29489580000
2010-08-10,28882350000
2010-08-11,28103850000
2010-08-12,27247500000
2010-08-13,26266590000
2010-08-16,25768350000
2010-08-17,25799490000
2010-08-18,26033040000
2010-08-19,24958710000
2010-08-20,25067700000
2010-08-23,24818580000
2010-08-24,24476040000
2010-08-25,25192260000
2010-08-26,24616170000
2010-08-27,24880860000
2010-08-30,24834150000
2010-08-31,24413760000
2010-09-01,25410240000
2010-09-02,25612650000
2010-09-03,26173169999
2010-09-07,26235450000
2010-09-08,26001900000
2010-09-09,25379100000
2010-09-10,25036559999
2010-09-13,26173169999
2010-09-14,27418770000
2010-09-15,26686980000
2010-09-16,26515710000
2010-09-17,26469000000
2010-09-20,27418770000
2010-09-21,27418770000
2010-09-22,26718120000
2010-09-23,27091799999
2010-09-24,27636750000
2010-09-27,27652320000
2010-09-28,28446390000
2010-09-29,28617660000
2010-09-30,28480240000
2010-10-01,28402340000
2010-10-04,27919360000
2010-10-05,28838580000
2010-10-06,28604880000
2010-10-07,28386760000
2010-10-08,28620460000
2010-10-11,28526979999
2010-10-12,28745100000
2010-10-13,29134600000
2010-10-14,28651620000
2010-10-15,29259240000
2010-10-18,29383880000
2010-10-19,28495820000
2010-10-20,28885320000
2010-10-21,28869740000
2010-10-22,28978800000
2010-10-25,29150180000
2010-10-26,28760680000
2010-10-27,28713940000
2010-10-28,28807419999
2010-10-29,28480240000
2010-11-01,28823000000
2010-11-02,28558139999
2010-11-03,28963220000
2010-11-04,29477360000
2010-11-05,29415040000
2010-11-08,29570840000
2010-11-09,29555260000
2010-11-10,29274820000
2010-11-11,28994380000
2010-11-12,28620460000
2010-11-15,28277699999
2010-11-16,27187100000
2010-11-17,27171520000
2010-11-18,27623340000
2010-11-19,27779139999
2010-11-22,28044000000
2010-11-23,27638919999
2010-11-24,28277699999
2010-11-26,28215380000
2010-11-29,27779139999
2010-11-30,27514280000
2010-12-01,28106320000
2010-12-02,29165760000
2010-12-03,29196919999
2010-12-06,29119020000
2010-12-07,29041120000
2010-12-08,29383880000
2010-12-09,29602000000
2010-12-10,29337139999
2010-12-13,30069400000
2010-12-14,29399460000
2010-12-15,29041120000
2010-12-16,29212500000
2010-12-17,29586419999
2010-12-20,29477360000
2010-12-21,29975919999
2010-12-22,30271940000
2010-12-23,30209620000
2010-12-27,30240780000
2010-12-28,30131720000
2010-12-29,30022660000
2010-12-30,30147300000
2010-12-31,30235800000
2011-01-03,30032350000
2011-01-04,29844550000
2011-01-05,29703700000
2011-01-06,30533150000
2011-01-07,30454900000
2011-01-10,30517500000
2011-01-11,30486200000
2011-01-12,31190450000
2011-01-13,31065250000
2011-01-14,31002649999
2011-01-18,31049600000
2011-01-19,30767900000
2011-01-20,30329700000
2011-01-21,30251449999
2011-01-24,30736600000
2011-01-25,33193650000
2011-01-26,34085700000
2011-01-27,34680400000
2011-01-28,34117000000
2011-01-31,34758650000
2011-02-01,35509850000
2011-02-02,35666350000
2011-02-03,35322050000
2011-02-04,36574050000
2011-02-07,35509850000
2011-02-08,35384650000
2011-02-09,35682000000
2011-02-10,34680400000
2011-02-11,34993400000
2011-02-14,34805600000
2011-02-15,34195250000
2011-02-16,34868200000
2011-02-17,35932400000
2011-02-18,36354950000
2011-02-22,35369000000
2011-02-23,35024700000
2011-02-24,35619400000
2011-02-25,35369000000
2011-02-28,36088900000
2011-03-01,34476950000
2011-03-02,34930800000
2011-03-03,35760250000
2011-03-04,35869800000
2011-03-07,35353350000
2011-03-08,35509850000
2011-03-09,34696050000
2011-03-10,33365800000
2011-03-11,33350149999
2011-03-14,33522300000
2011-03-15,33005850000
2011-03-16,32129450000
2011-03-17,32411150000
2011-03-18,32473750000
2011-03-21,32505050000
2011-03-22,32552000000
2011-03-23,32630250000
2011-03-24,33412750000
2011-03-25,33584900000
2011-03-28,33569250000
2011-03-29,33037150000
2011-03-30,32552000000
2011-03-31,32347840000
2011-04-01,32316480000
2011-04-04,32269439999
2011-04-05,31987199999
2011-04-06,31971520000
2011-04-07,31673600000
2011-04-08,30701439999
2011-04-11,30732800000
2011-04-12,30074240000
2011-04-13,30325120000
2011-04-14,30764160000
2011-04-15,30999360000
2011-04-18,30560319999
2011-04-19,30873920000
2011-04-20,32096960000
2011-04-21,31971520000
2011-04-25,31783360000
2011-04-26,32300800000
2011-04-27,33053439999
2011-04-28,32990720000
2011-04-29,32833920000
2011-05-02,32551680000
2011-05-03,32316480000
2011-05-04,31971520000
2011-05-05,31532480000
2011-05-06,31830400000
2011-05-09,32661439999
2011-05-10,32849600000
2011-05-11,32567360000
2011-05-12,33006400000
2011-05-13,32504640000
2011-05-16,32253760000
2011-05-17,31799040000
2011-05-18,31846079999
2011-05-19,31720640000
2011-05-20,31281600000
2011-05-23,30544640000
2011-05-24,30654400000
2011-05-25,30701439999
2011-05-26,30936640000
2011-05-27,31156160000
2011-05-31,31595199999
2011-06-01,30920960000
2011-06-02,30528960000
2011-06-03,29839040000
2011-06-06,29572480000
2011-06-07,29619520000
2011-06-08,29258880000
2011-06-09,29337280000
2011-06-10,28804160000
2011-06-13,28663040000
2011-06-14,29055040000
2011-06-15,28192640000
2011-06-16,28145600000
2011-06-17,27910400000
2011-06-20,28098560000
2011-06-21,27690880000
2011-06-22,27800640000
2011-06-23,27894720000
2011-06-24,27518400000
2011-06-27,27236160000
2011-06-28,27518400000
2011-06-29,27706560000
2011-06-30,28477349999
2011-07-01,29089260000
2011-07-05,28728389999
2011-07-06,28618559999
2011-07-07,28540110000
2011-07-08,28022340000
2011-07-11,27065250000
2011-07-12,26500410000
2011-07-13,26531790000
2011-07-14,25982639999
2011-07-15,26265059999
2011-07-18,25888500000
2011-07-19,26437650000
2011-07-20,26453340000
2011-07-21,26673000000
2011-07-22,26892660000
2011-07-25,26704380000
2011-07-26,27128010000
2011-07-27,25166760000
2011-07-28,25104000000
2011-07-29,24962790000
2011-08-01,24523470000
2011-08-02,23738970000
2011-08-03,24131220000
2011-08-04,22734810000
2011-08-05,22468080000
2011-08-08,21008910000
2011-08-09,22499460000
2011-08-10,20710800000
2011-08-11,22342560000
2011-08-12,22593600000
2011-08-15,24413640000
2011-08-16,23786040000
2011-08-17,23644830000
2011-08-18,22593600000
2011-08-19,22468080000
2011-08-22,22217040000
2011-08-23,22891710000
2011-08-24,22687740000
2011-08-25,21997380000
2011-08-26,22546530000
2011-08-29,23676210000
2011-08-30,23283960000
2011-08-31,23582070000
2011-09-01,23127060000
2011-09-02,22154280000
2011-09-06,22028760000
2011-09-07,22797570000
2011-09-08,22530840000
2011-09-09,21307020000
2011-09-12,21197190000
2011-09-13,21495300000
2011-09-14,21526680000
2011-09-15,21840480000
2011-09-16,21871860000
2011-09-19,20977530000
2011-09-20,21055980000
2011-09-21,20224410000
2011-09-22,19031970000
2011-09-23,19377150000
2011-09-26,19361460000
2011-09-27,20051820000
2011-09-28,19596810000
2011-09-29,19863540000
2011-09-30,19108560000
2011-10-03,18366480000
2011-10-04,18397400000
2011-10-05,19479600000
2011-10-06,20871000000
2011-10-07,20716400000
2011-10-10,21226580000
2011-10-11,21180200000
2011-10-12,20963760000
2011-10-13,20963760000
2011-10-14,21195660000
2011-10-17,20190760000
2011-10-18,21025600000
2011-10-19,20484500000
2011-10-20,20376280000
2011-10-21,21242040000
2011-10-24,22092340000
2011-10-25,21211120000
2011-10-26,21844980000
2011-10-27,23839320000
2011-10-28,23669260000
2011-10-31,22092340000
2011-11-01,21473940000
2011-11-02,21582160000
2011-11-03,22200560000
2011-11-04,22478840000
2011-11-07,22818960000
2011-11-08,23019940000
2011-11-09,21984120000
2011-11-10,22525220000
2011-11-11,23483740000
2011-11-14,23715640000
2011-11-15,24009380000
2011-11-16,23854780000
2011-11-17,23251840000
2011-11-18,23190000000
2011-11-21,22463380000
2011-11-22,22339700000
2011-11-23,21721300000
2011-11-25,21566700000
2011-11-28,22849880000
2011-11-29,20391740000
2011-11-30,20515420000
2011-12-01,20824620000
2011-12-02,20438120000
2011-12-05,21056520000
2011-12-06,21458480000
2011-12-07,21644000000
2011-12-08,20901920000
2011-12-09,21319340000
2011-12-12,20840080000
2011-12-13,20314440000
2011-12-14,20314440000
2011-12-15,20360820000
2011-12-16,20221680000
2011-12-19,19433220000
2011-12-20,19448680000
2011-12-21,19402300000
2011-12-22,20144380000
2011-12-23,20685480000
2011-12-27,20407200000
2011-12-28,19989780000
2011-12-29,20175300000
2011-12-30,20067080000
2012-01-03,19768640000
2012-01-04,19965720000
2012-01-05,20132480000
2012-01-06,20496320000
2012-01-09,20829840000
2012-01-10,21208840000
2012-01-11,21709120000
2012-01-12,21527200000
2012-01-13,21224000000
2012-01-17,21451400000
2012-01-18,21648480000
2012-01-19,21906200000
2012-01-20,21860720000
2012-01-23,21784920000
2012-01-24,22163920000
2012-01-25,19783800000
2012-01-26,19207720000
2012-01-27,19131920000
2012-01-30,19116760000
2012-01-31,19510920000
2012-02-01,19556400000
2012-02-02,19617040000
2012-02-03,20587280000
2012-02-06,20814680000
2012-02-07,20845000000
2012-02-08,20845000000
2012-02-09,20905640000
2012-02-10,20617600000
2012-02-13,20723720000
2012-02-14,20435680000
2012-02-15,20496320000
2012-02-16,20935960000
2012-02-17,20981440000
2012-02-21,20875320000
2012-02-22,20556960000
2012-02-23,20587280000
2012-02-24,20845000000
2012-02-27,20496320000
2012-02-28,20223440000
2012-02-29,19768640000
2012-03-01,19662520000
2012-03-02,19692840000
2012-03-05,19526080000
2012-03-06,19419960000
2012-03-07,19647360000
2012-03-08,20329560000
2012-03-09,20147640000
2012-03-12,20390200000
2012-03-13,21072400000
2012-03-14,21299800000
2012-03-15,21527200000
2012-03-16,21724280000
2012-03-19,21648480000
2012-03-20,21299800000
2012-03-21,21117880000
2012-03-22,21011760000
2012-03-23,21254320000
2012-03-26,21845560000
2012-03-27,21542360000
2012-03-28,21254320000
2012-03-29,21269480000
2012-03-30,21345280000
2012-04-02,20933400000
2012-04-03,20888220000
2012-04-04,20632200000
2012-04-05,20391240000
2012-04-09,20300880000
2012-04-10,20165340000
2012-04-11,20376180000
2012-04-12,20677380000
2012-04-13,20451480000
2012-04-16,20436420000
2012-04-17,20632200000
2012-04-18,20391240000
2012-04-19,20376180000
2012-04-20,19849080000
2012-04-23,19894260000
2012-04-24,20105100000
2012-04-25,21535800000
2012-04-26,21535800000
2012-04-27,21761700000
2012-04-30,21611100000
2012-05-01,21565920000
2012-05-02,21475560000
2012-05-03,21084000000
2012-05-04,20587020000
2012-05-07,20481600000
2012-05-08,20120160000
2012-05-09,20150280000
2012-05-10,20059920000
2012-05-11,20044860000
2012-05-14,20044860000
2012-05-15,19818960000
2012-05-16,19457520000
2012-05-17,19306920000
2012-05-18,19201500000
2012-05-21,19849080000
2012-05-22,19743660000
2012-05-23,19231620000
2012-05-24,19291860000
2012-05-25,19442460000
2012-05-29,19728600000
2012-05-30,19367160000
2012-05-31,19562940000
2012-06-01,18990660000
2012-06-04,18433440000
2012-06-05,18779820000
2012-06-06,19321980000
2012-06-07,19427400000
2012-06-08,19773780000
2012-06-11,19442460000
2012-06-12,19849080000
2012-06-13,19653300000
2012-06-14,19608120000
2012-06-15,19593060000
2012-06-18,19728600000
2012-06-19,19954500000
2012-06-20,19969560000
2012-06-21,19246680000
2012-06-22,19367160000
2012-06-25,18749700000
2012-06-26,18719580000
2012-06-27,18960540000
2012-06-28,18960540000
2012-06-29,19472580000
2012-07-02,19145530000
2012-07-03,19397640000
2012-07-05,19279000000
2012-07-06,18967570000
2012-07-09,18789610000
2012-07-10,18596820000
2012-07-11,18418860000
2012-07-12,18285390000
2012-07-13,18270560000
2012-07-16,18166750000
2012-07-17,18300220000
2012-07-18,18374370000
2012-07-19,18478180000
2012-07-20,18196410000
2012-07-23,17973960000
2012-07-24,17899810000
2012-07-25,16520620000
2012-07-26,16654090000
2012-07-27,17098990000
2012-07-30,16935860000
2012-07-31,16921030000
2012-08-01,16772730000
2012-08-02,16654090000
2012-08-03,16817220000
2012-08-06,16728240000
2012-08-07,17098990000
2012-08-08,17217630000
2012-08-09,17187970000
2012-08-10,17158310000
2012-08-13,17084160000
2012-08-14,17084160000
2012-08-15,17187970000
2012-08-16,17425250000
2012-08-17,17781170000
2012-08-20,17781170000
2012-08-21,17588380000
2012-08-22,17395590000
2012-08-23,17128650000
2012-08-24,17084160000
2012-08-27,17187970000
2012-08-28,17321440000
2012-08-29,17440080000
2012-08-30,17232460000
2012-08-31,17781170000
2012-09-04,17662530000
2012-09-05,17573550000
2012-09-06,18240900000
2012-09-07,18611650000
2012-09-10,18656140000
2012-09-11,18937910000
2012-09-12,18834100000
2012-09-13,19071380000
2012-09-14,19456960000
2012-09-17,19101040000
2012-09-18,18878590000
2012-09-19,19101040000
2012-09-20,19427300000
2012-09-21,19605260000
2012-09-24,19649750000
2012-09-25,19175190000
2012-09-26,19071380000
2012-09-27,19723900000
2012-09-28,19501450000
2012-10-01,19255390000
2012-10-02,19476040000
2012-10-03,19681980000
2012-10-04,19711400000
2012-10-05,19564300000
2012-10-08,19549590000
2012-10-09,19181840000
2012-10-10,19049450000
2012-10-11,19152420000
2012-10-12,19093580000
2012-10-15,19240680000
2012-10-16,19946760000
2012-10-17,20343930000
2012-10-18,20211540000
2012-10-19,19887920000
2012-10-22,19887920000
2012-10-23,19726110000
2012-10-24,17872650000
2012-10-25,17784390000
2012-10-26,17387220000
2012-10-31,17284250000
2012-11-01,17269540000
2012-11-02,17210700000
2012-11-05,17431350000
2012-11-06,17504900000
2012-11-07,16931210000
2012-11-08,16769400000
2012-11-09,16681140000
2012-11-12,16578170000
2012-11-13,16416360000
2012-11-14,16092740000
2012-11-15,16004480000
2012-11-16,16033900000
2012-11-19,16254550000
2012-11-20,16445780000
2012-11-21,16357519999
2012-11-23,16607589999
2012-11-26,16695850000
2012-11-27,17843230000
2012-11-28,17975620000
2012-11-29,18137430000
2012-11-30,17990330000
2012-12-03,17872650000
2012-12-04,17975620000
2012-12-05,18210980000
2012-12-06,18358080000
2012-12-07,18446340000
2012-12-10,18578730000
2012-12-11,18534600000
2012-12-12,18725830000
2012-12-13,18740540000
2012-12-14,18564020000
2012-12-17,18608150000
2012-12-18,19108290000
2012-12-19,18784670000
2012-12-20,18814090000
2012-12-21,18534600000
2012-12-24,18740540000
2012-12-26,18519890000
2012-12-27,18505180000
2012-12-28,18343370000
2012-12-31,18576640000
2013-01-02,18929920000
2013-01-03,18797440000
2013-01-04,18738560000
2013-01-07,18591360000
2013-01-08,18370560000
2013-01-09,18252800000
2013-01-10,18606080000
2013-01-11,18326400000
2013-01-14,18400000000
2013-01-15,18576640000
2013-01-16,18429440000
2013-01-17,18105600000
2013-01-18,17811200000
2013-01-22,18120320000
2013-01-23,18002560000
2013-01-24,17899520000
2013-01-25,18017280000
2013-01-28,17884800000
2013-01-29,18002560000
2013-01-30,17664000000
2013-01-31,17664000000
2013-02-01,17531520000
2013-02-04,17354880000
2013-02-05,17605120000
2013-02-06,17928960000
2013-02-07,18135040000
2013-02-08,18076160000
2013-02-11,18311680000
2013-02-12,18503040000
2013-02-13,18812160000
2013-02-14,19062400000
2013-02-15,18826880000
2013-02-19,18988800000
2013-02-20,18591360000
2013-02-21,18414720000
2013-02-22,18561920000
2013-02-25,18179200000
2013-02-26,18090880000
2013-02-27,18532480000
2013-02-28,18561920000
2013-03-01,18429440000
2013-03-04,18223360000
2013-03-05,18429440000
2013-03-06,18488320000
2013-03-07,18635520000
2013-03-08,18709120000
2013-03-11,18591360000
2013-03-12,18650240000
2013-03-13,18606080000
2013-03-14,18856320000
2013-03-15,19018240000
2013-03-18,18915200000
2013-03-19,18885760000
2013-03-20,19400960000
2013-03-21,19121280000
2013-03-22,19209600000
2013-03-25,19150720000
2013-03-26,19297920000
2013-03-27,19356800000
2013-03-28,19621760000
2013-04-01,19581770000
2013-04-02,19581770000
2013-04-03,19596460000
2013-04-04,19596460000
2013-04-05,19552390000
2013-04-08,19611150000
2013-04-09,19611150000
2013-04-10,19684600000
2013-04-11,19640530000
2013-04-12,19537700000
2013-04-15,19287970000
2013-04-16,19361420000
2013-04-17,19038240000
2013-04-18,19185140000
2013-04-19,18861960000
2013-04-22,18832580000
2013-04-23,19287970000
2013-04-24,20345650000
2013-04-25,20903870000
2013-04-26,20903870000
2013-04-29,21168290000
2013-04-30,21300500000
2013-05-01,21050770000
2013-05-02,21109530000
2013-05-03,21844030000
2013-05-06,21858720000
2013-05-07,21844030000
2013-05-08,21858720000
2013-05-09,22123140000
2013-05-10,22181900000
2013-05-13,22387560000
2013-05-14,22813570000
2013-05-15,23033920000
2013-05-16,22696050000
2013-05-17,23709660000
2013-05-20,23959390000
2013-05-21,23783110000
2013-05-22,23210200000
2013-05-23,23136750000
2013-05-24,23004540000
2013-05-28,23151440000
2013-05-29,22901710000
2013-05-30,22901710000
2013-05-31,22578530000
2013-06-03,23063300000
2013-06-04,22872330000
2013-06-05,22020310000
2013-06-06,22049690000
2013-06-07,22593220000
2013-06-10,22358180000
2013-06-11,22020310000
2013-06-12,21711820000
2013-06-13,22167210000
2013-06-14,21917480000
2013-06-17,22196590000
2013-06-18,22314110000
2013-06-19,21932170000
2013-06-20,21021390000
2013-06-21,20947940000
2013-06-24,20507240000
2013-06-25,20874490000
2013-06-26,21050770000
2013-06-27,21006700000
2013-06-28,20903870000
2013-07-01,21010300000
2013-07-02,20966680000
2013-07-03,20763120000
2013-07-05,21112080000
2013-07-08,21155700000
2013-07-09,21475580000
2013-07-10,21519200000
2013-07-11,21868160000
2013-07-12,21853620000
2013-07-15,21940860000
2013-07-16,21839080000
2013-07-17,21548280000
2013-07-18,21504660000
2013-07-19,21969940000
2013-07-22,21795460000
2013-07-23,21839080000
2013-07-24,22013560000
2013-07-25,22217120000
2013-07-26,22173500000
2013-07-29,22377060000
2013-07-30,22086260000
2013-07-31,22086260000
2013-08-01,22464300000
2013-08-02,22391600000
2013-08-05,22304360000
2013-08-06,21911780000
2013-08-07,21853620000
2013-08-08,21999020000
2013-08-09,21940860000
2013-08-12,21969940000
2013-08-13,22115340000
2013-08-14,21984480000
2013-08-15,21679140000
2013-08-16,21853620000
2013-08-19,21402880000
2013-08-20,21039380000
2013-08-21,21155700000
2013-08-22,21257480000
2013-08-23,21475580000
2013-08-26,21446500000
2013-08-27,20675880000
2013-08-28,20603180000
2013-08-29,20617720000
2013-08-30,20414160000
2013-09-03,20239680000
2013-09-04,20617720000
2013-09-05,21010300000
2013-09-06,20937600000
2013-09-09,21272020000
2013-09-10,21606440000
2013-09-11,21650060000
2013-09-12,21068460000
2013-09-13,21286560000
2013-09-16,21068460000
2013-09-17,21301100000
2013-09-18,21839080000
2013-09-19,21620980000
2013-09-20,21330180000
2013-09-23,21548280000
2013-09-24,21635520000
2013-09-25,21693680000
2013-09-26,21722760000
2013-09-27,21417420000
2013-09-30,20630260000
2013-10-01,20842360000
2013-10-02,20545420000
2013-10-03,20220200000
2013-10-04,20686820000
2013-10-07,20474720000
2013-10-08,19796000000
2013-10-09,19810140000
2013-10-10,20446440000
2013-10-11,20432300000
2013-10-14,20375740000
2013-10-15,20177780000
2013-10-16,20389880000
2013-10-17,20969620000
2013-10-18,21210000000
2013-10-21,21337260000
2013-10-22,21704900000
2013-10-23,24773280000
2013-10-24,24716720000
2013-10-25,24532900000
2013-10-28,24462200000
2013-10-29,24759140000
2013-10-30,24038000000
2013-10-31,24165260000
2013-11-01,24221820000
2013-11-04,24405640000
2013-11-05,23331000000
2013-11-06,23401700000
2013-11-07,23062340000
2013-11-08,23444119999
2013-11-11,23458260000
2013-11-12,23656220000
2013-11-13,23825900000
2013-11-14,23741060000
2013-11-15,24052140000
2013-11-18,23726920000
2013-11-19,23840040000
2013-11-20,23811760000
2013-11-21,24235960000
2013-11-22,24405640000
2013-11-25,24151119999
