,GNW
2013-09-06,5992220000
2013-09-09,6145360000
2013-09-10,6209580000
2013-09-11,6175000000
2013-09-12,6091020000
2013-09-13,6041620000
2013-09-16,6071260000
2013-09-17,6016920000
2013-09-18,6011980000
2013-09-19,6031740000
2013-09-20,6002100000
2013-09-23,5913180000
2013-09-24,6051500000
2013-09-25,6288620000
2013-09-26,6417060000
2013-09-27,6387420000
2013-09-30,6332160000
2013-10-01,6391524000
2013-10-02,6356895000
2013-10-03,6317319000
2013-10-04,6376683000
2013-10-07,6262902000
2013-10-08,6243114000
2013-10-09,6282690000
2013-10-10,6431100000
2013-10-11,6495411000
2013-10-14,6465729000
2013-10-15,6401418000
2013-10-16,6633927000
2013-10-17,6747708000
2013-10-18,6871383000
2013-10-21,6955482000
2013-10-22,6955482000
2013-10-23,6915906000
2013-10-24,7044528000
2013-10-25,7049475000
2013-10-28,7113786000
2013-10-29,7207779000
2013-10-30,7098945000
2013-10-31,7187991000
2013-11-01,7153362000
2013-11-04,7183044000
2013-11-05,7217673000
2013-11-06,7049475000
2013-11-07,6812019000
2013-11-08,7089051000
2013-11-11,7133574000
2013-11-12,7000005000
2013-11-13,7111312500
2013-11-14,7207779000
2013-11-15,7192938000
2013-11-18,7183044000
2013-11-19,7306719000
2013-11-20,7341348000
2013-11-21,7519440000
2013-11-22,7559016000
2013-11-25,7559016000
2013-11-26,7489758000
2013-11-27,7524387000
2013-11-29,7474917000
2013-12-02,7618380000
2013-12-03,7489758000
2013-12-04,7544175000
2013-12-05,7460076000
2013-12-06,7519440000
2013-12-09,7509546000
2013-12-10,7563963000
2013-12-11,7469970000
2013-12-12,7351242000
2013-12-13,7400712000
2013-12-16,7440288000
2013-12-17,7361136000
2013-12-18,7489758000
2013-12-19,7559016000
2013-12-20,7618380000
2013-12-23,7712373000
2013-12-24,7732161000
2013-12-26,7702479000
2013-12-27,7672797000
2013-12-30,7633221000
2013-12-31,7699774000
2014-01-02,7684900000
2014-01-03,7630362000
2014-01-06,7823724000
2014-01-07,7972463999
2014-01-08,8101372000
2014-01-09,8284818000
2014-01-10,8260028000
2014-01-13,8051791999
2014-01-14,8141036000
2014-01-15,8145994000
2014-01-16,8136078000
2014-01-17,7977422000
2014-01-21,7942716000
2014-01-22,7972463999
2014-01-23,7848514000
2014-01-24,7451874000
2014-01-27,7412210000
2014-01-28,7541118000
2014-01-29,7372546000
2014-01-30,7412210000
2014-01-31,7313050000
2014-02-03,7089940000
2014-02-04,7203974000
2014-02-05,7402294000
2014-02-06,7531202000
2014-02-07,7684900000
2014-02-10,7585740000
2014-02-11,7699774000
2014-02-12,7650194000
2014-02-13,7684900000
2014-02-14,7714648000
2014-02-18,7774144000
2014-02-19,7541118000
2014-02-20,7551034000
2014-02-21,7541118000
2014-02-24,7610530000
2014-02-25,7511370000
2014-02-26,7565908000
2014-02-27,7605572000
2014-02-28,7704732000
2014-03-03,7575824000
2014-03-04,7818766000
2014-03-05,8126162000
2014-03-06,8304650000
2014-03-07,8403810000
2014-03-10,8433558000
2014-03-11,8309608000
2014-03-12,8329440000
2014-03-13,8289775999
2014-03-14,8240196000
2014-03-17,8383978000
2014-03-18,8483138000
2014-03-19,8706248000
2014-03-20,8864904000
2014-03-21,8924400000
2014-03-24,8889694000
2014-03-25,8800450000
2014-03-26,8562466000
2014-03-27,8468263999
2014-03-28,8537675999
2014-03-31,8804718000
2014-04-01,8884174000
2014-04-02,9053018000
2014-04-03,9053018000
2014-04-04,8849412000
2014-04-07,8476962000
2014-04-08,8551451999
2014-04-09,8566350000
2014-04-10,8263424000
2014-04-11,7945600000
2014-04-14,7935668000
2014-04-15,8000226000
2014-04-16,8238594000
2014-04-17,8382607999
2014-04-21,8392539999
2014-04-22,8784854000
2014-04-23,8630908000
2014-04-24,8705398000
2014-04-25,8611044000
2014-04-28,8437233999
2014-04-29,8635874000
2014-04-30,8864310000
2014-05-01,8913970000
2014-05-02,8844446000
2014-05-05,8824582000
2014-05-06,8755058000
2014-05-07,9043086000
2014-05-08,9018256000
2014-05-09,9048052000
2014-05-12,9236760000
2014-05-13,9226828000
2014-05-14,9053018000
2014-05-15,8844446000
2014-05-16,8760024000
2014-05-19,8710364000
2014-05-20,8735194000
2014-05-21,8685534000
2014-05-22,8556418000
2014-05-23,8581248000
2014-05-27,8665670000
2014-05-28,8591180000
2014-05-29,8531588000
2014-05-30,8437233999
2014-06-02,8596146000
2014-06-03,8606078000
2014-06-04,8730228000
2014-06-05,8740160000
2014-06-06,8913970000
2014-06-09,8909004000
2014-06-10,8928868000
2014-06-11,8675602000
2014-06-12,8566350000
2014-06-13,8655738000
2014-06-16,8591180000
2014-06-17,8769956000
2014-06-18,8809684000
2014-06-19,8740160000
2014-06-20,8764990000
2014-06-23,8700432000
2014-06-24,8586214000
2014-06-25,8655738000
2014-06-26,8596146000
2014-06-27,8601112000
2014-06-30,8640840000
2014-07-01,8764990000
2014-07-02,8695466000
2014-07-03,8750092000
2014-07-07,8531588000
2014-07-08,8496826000
2014-07-09,8531588000
2014-07-10,8471995999
2014-07-11,8253492000
2014-07-14,8308118000
2014-07-15,8293220000
2014-07-16,8084648000
2014-07-17,8015124000
2014-07-18,8188933999
2014-07-21,8159138000
2014-07-22,8159138000
2014-07-23,8213764000
2014-07-24,8193900000
2014-07-25,8119410000
2014-07-28,8104512000
2014-07-29,8074716000
2014-07-30,6942468000
2014-07-31,6505460000
2014-08-01,6490562000
2014-08-04,6445868000
2014-08-05,6445868000
2014-08-06,6455800000
2014-08-07,6316752000
2014-08-08,6411106000
2014-08-11,6470698000
2014-08-12,6430970000
2014-08-13,6570018000
2014-08-14,6679270000
2014-08-15,6659406000
2014-08-18,6858046000
2014-08-19,6853080000
2014-08-20,6843148000
2014-08-21,6957366000
2014-08-22,6892808000
2014-08-25,6942468000
2014-08-26,6967298000
2014-08-27,7011992000
2014-08-28,6982196000
2014-08-29,7046754000
2014-09-02,7061652000
2014-09-03,7002060000
2014-09-04,6718998000
2014-09-05,6570018000
2014-09-08,6599814000
2014-09-09,6510426000
2014-09-10,6594848000
2014-09-11,6510426000
2014-09-12,6540222000
2014-09-15,6550154000
2014-09-16,6545188000
2014-09-17,6560086000
2014-09-18,6584916000
2014-09-19,6550154000
2014-09-22,6599814000
2014-09-23,6540222000
2014-09-24,6659406000
2014-09-25,6619678000
2014-09-26,6654440000
2014-09-29,6584916000
2014-09-30,6503267715
2014-10-01,6513196368
2014-10-02,6552910980
2014-10-03,6637304530
2014-10-06,6642268857
2014-10-07,6418874164
2014-10-08,6458588776
2014-10-09,6274908696
2014-10-10,6250087063
2014-10-13,6195479472
2014-10-14,6225265431
2014-10-15,6180586492
2014-10-16,6195479472
2014-10-17,6304694655
2014-10-20,6339444940
2014-10-21,6627375877
2014-10-22,6523125021
2014-10-23,6592625592
2014-10-24,6642268857
2014-10-27,6672054816
2014-10-28,6766377019
2014-10-29,6776305672
2014-10-30,6806091631
2014-10-31,6945092773
2014-11-03,6950057100
2014-11-04,6900413835
2014-11-05,6984807385
2014-11-06,4299106749
2014-11-07,4174998586
2014-11-10,4031033117
2014-11-11,4170034260
2014-11-12,4368607320
2014-11-13,4616823645
2014-11-14,4671431236
2014-11-17,4631716624
2014-11-18,4646609604
2014-11-19,4532430094
2014-11-20,4681359889
2014-11-21,4745896134
2014-11-24,4656538257
2014-11-25,4621787971
2014-11-26,4522501441
2014-11-28,4512572788
2014-12-01,4562216053
2014-12-02,4294142422
2014-12-03,4353714340
2014-12-04,4274285116
2014-12-05,4284213769
2014-12-08,4229606178
2014-12-09,4204784545
2014-12-10,4050890424
2014-12-11,4090605036
2014-12-12,3931746588
2014-12-15,3872174670
2014-12-16,3792745446
2014-12-17,3936710914
2014-12-18,3966496873
2014-12-19,4264356463
2014-12-22,4130319648
2014-12-23,4165069933
2014-12-24,4170034260
2014-12-26,4165069933
2014-12-29,4199820219
2014-12-30,4249463484
2014-12-31,4224500000
2015-01-02,4189710000
2015-01-05,4090310000
2015-01-06,3995879999
2015-01-07,3891510000
2015-01-08,4050550000
2015-01-09,3936240000
2015-01-12,3807020000
2015-01-13,3792110000
2015-01-14,3633070000
2015-01-15,3543610000
2015-01-16,3628100000
2015-01-20,3528700000
2015-01-21,3533670000
2015-01-22,3672830000
2015-01-23,3588340000
2015-01-26,3652950000
2015-01-27,3573430000
2015-01-28,3444210000
2015-01-29,3449180000
2015-01-30,3469060000
2015-02-02,3687740000
2015-02-03,3797080000
2015-02-04,3707620000
2015-02-05,3772230000
2015-02-06,3856720000
2015-02-09,3916360000
2015-02-10,3881570000
2015-02-11,4140010000
2015-02-12,4224500000
2015-02-13,4308990000
2015-02-17,4383540000
2015-02-18,3985940000
2015-02-19,4020730000
2015-02-20,3971030000
2015-02-23,3931270000
2015-02-24,3976000000
2015-02-25,3911390000
2015-02-26,3861690000
2015-02-27,3851750000
2015-03-02,3643010000
2015-03-03,3732470000
2015-03-04,3767260000
2015-03-05,3782170000
2015-03-06,3811990000
2015-03-09,3697680000
2015-03-10,3553550000
2015-03-11,3613190000
2015-03-12,3667860000
2015-03-13,3652950000
2015-03-16,3692710000
2015-03-17,3652950000
2015-03-18,3643010000
2015-03-19,3608220000
2015-03-20,3667860000
2015-03-23,3851750000
2015-03-24,3777200000
2015-03-25,3652950000
2015-03-26,3628100000
2015-03-27,3623130000
2015-03-30,3647980000
2015-03-31,3635994000
2015-04-01,3645942000
2015-04-02,3859824000
2015-04-06,3854850000
2015-04-07,3854850000
2015-04-08,3834954000
2015-04-09,3924486000
2015-04-10,3844902000
2015-04-13,3949356000
2015-04-14,3969252000
2015-04-15,4023966000
2015-04-16,3974226000
2015-04-17,3989148000
2015-04-20,3874746000
2015-04-21,3805110000
2015-04-22,3899616000
2015-04-23,3959304000
2015-04-24,3909564000
2015-04-27,3924486000
2015-04-28,3974226000
2015-04-29,4436808000
2015-04-30,4372146000
2015-05-01,4491522000
2015-05-04,4551210000
2015-05-05,4297536000
2015-05-06,4143342000
2015-05-07,4103550000
2015-05-08,4118471999
2015-05-11,4178160000
2015-05-12,4068732000
2015-05-13,3994121999
2015-05-14,3969252000
2015-05-15,3934434000
2015-05-18,3994121999
2015-05-19,3929460000
2015-05-20,3844902000
2015-05-21,3869772000
2015-05-22,3944382000
2015-05-26,3805110000
2015-05-27,3854850000
2015-05-28,3909564000
2015-05-29,3949356000
2015-06-01,3839928000
2015-06-02,3934434000
2015-06-03,4004070000
2015-06-04,3904590000
2015-06-05,3919512000
2015-06-08,3815058000
2015-06-09,3894642000
2015-06-10,3979200000
2015-06-11,4004070000
2015-06-12,3954330000
2015-06-15,3914538000
2015-06-16,3954330000
2015-06-17,3939408000
2015-06-18,3944382000
2015-06-19,3914538000
2015-06-22,3979200000
2015-06-23,4014018000
2015-06-24,3944382000
2015-06-25,3874746000
2015-06-26,3874746000
2015-06-29,3790188000
2015-06-30,3756433961
2015-07-01,3736584904
2015-07-02,3840792452
2015-07-06,3711773584
2015-07-07,3766358489
2015-07-08,3577792452
2015-07-09,3617490565
2015-07-10,3716735848
2015-07-13,3806056603
2015-07-14,3850716980
2015-07-15,3870566037
2015-07-16,3890415093
2015-07-17,3865603772
2015-07-20,3761396225
2015-07-21,3791169810
2015-07-22,3677037735
2015-07-23,3686962263
2015-07-24,3592679244
2015-07-27,3498396225
2015-07-28,3552981131
2015-07-29,3577792452
2015-07-30,3508320754
2015-07-31,3478547169
2015-08-03,3458698112
2015-08-04,3483509433
2015-08-05,2803679244
2015-08-06,2590301886
2015-08-07,2391811320
2015-08-10,2714358490
2015-08-11,2600226414
2015-08-12,2615113207
2015-08-13,2590301886
2015-08-14,2625037735
2015-08-17,2605188678
2015-08-18,2496018867
2015-08-19,2451358490
2015-08-20,2366999999
2015-08-21,2277679244
2015-08-24,2173471697
2015-08-25,2163547169
2015-08-26,2307452829
2015-08-27,2505943395
2015-08-28,2565490565
2015-08-31,2570452829
2015-09-01,2406698112
2015-09-02,2505943395
2015-09-03,2550603773
2015-09-04,2491056603
2015-09-08,2535716980
2015-09-09,2496018867
2015-09-10,2525792452
2015-09-11,2530754716
2015-09-14,2486094339
2015-09-15,2520830188
2015-09-16,2585339622
2015-09-17,2496018867
2015-09-18,2391811320
2015-09-21,2426547169
2015-09-22,2347150942
2015-09-23,2292566037
2015-09-24,2357075471
2015-09-25,2456320754
2015-09-28,2237981131
2015-09-29,2267754716
2015-09-30,2298912000
2015-10-01,2323792000
2015-10-02,2343696000
2015-10-05,2428288000
2015-10-06,2577568000
2015-10-07,2736800000
2015-10-08,2806464000
2015-10-09,2692016000
2015-10-12,2632304000
2015-10-13,2597472000
2015-10-14,2582544000
2015-10-15,2731824000
2015-10-16,2517856000
2015-10-19,2492976000
2015-10-20,2522832000
2015-10-21,2458144000
2015-10-22,2403408000
2015-10-23,2463120000
2015-10-26,2428288000
2015-10-27,2378528000
2015-10-28,2622352000
2015-10-29,2597472000
2015-10-30,2328768000
2015-11-02,2423312000
2015-11-03,2413360000
2015-11-04,2254128000
2015-11-05,2199392000
2015-11-06,2353648000
2015-11-09,2363600000
2015-11-10,2368576000
2015-11-11,2358624000
2015-11-12,2293936000
2015-11-13,2328768000
2015-11-16,2408384000
2015-11-17,2303888000
2015-11-18,2348672000
2015-11-19,2378528000
2015-11-20,2517856000
2015-11-23,2502928000
2015-11-24,2537760000
2015-11-25,2537760000
2015-11-27,2473072000
2015-11-30,2512880000
2015-12-01,2468096000
2015-12-02,2343696000
2015-12-03,2343696000
2015-12-04,2283984000
2015-12-07,2239200000
2015-12-08,2079967999
2015-12-09,1980448000
2015-12-10,2010304000
2015-12-11,1895856000
2015-12-14,1821216000
2015-12-15,1890880000
2015-12-16,1985424000
2015-12-17,1811264000
2015-12-18,1751552000
2015-12-21,1781408000
2015-12-22,1726672000
2015-12-23,1940640000
2015-12-24,1955568000
2015-12-28,1885904000
2015-12-29,1890880000
2015-12-30,1866000000
2015-12-31,1857540000
2016-01-04,1892400000
2016-01-05,1812720000
2016-01-06,1743000000
2016-01-07,1583640000
2016-01-08,1538820000
2016-01-11,1379460000
2016-01-12,1254960000
2016-01-13,1195200000
2016-01-14,1225080000
2016-01-15,1235040000
2016-01-19,1170300000
2016-01-20,1254960000
2016-01-21,1200180000
2016-01-22,1225080000
2016-01-25,1105560000
2016-01-26,1120500000
2016-01-27,1130460000
2016-01-28,1304760000
2016-01-29,1384440000
2016-02-01,1344600000
2016-02-02,1269900000
2016-02-03,1235040000
2016-02-04,1389420000
2016-02-05,1085640000
2016-02-08,926280000
2016-02-09,831660000
2016-02-10,861540000
2016-02-11,801780000
2016-02-12,846600000
2016-02-16,891420000
2016-02-17,961140000
2016-02-18,1015920000
2016-02-19,961140000
2016-02-22,1000979999
2016-02-23,981060000
2016-02-24,966120000
2016-02-25,981060000
2016-02-26,1085640000
2016-02-29,1055760000
2016-03-01,1155360000
2016-03-02,1235040000
2016-03-03,1344600000
2016-03-04,1434240000
2016-03-07,1484040000
2016-03-08,1369500000
2016-03-09,1389420000
2016-03-10,1334640000
2016-03-11,1394400000
2016-03-14,1454160000
2016-03-15,1354560000
2016-03-16,1399380000
2016-03-17,1469100000
2016-03-18,1508940000
2016-03-21,1623480000
2016-03-22,1518900000
2016-03-23,1399380000
2016-03-24,1329660000
2016-03-28,1339620000
2016-03-29,1389420000
2016-03-30,1364520000
2016-03-31,1360905000
2016-04-01,1365890000
2016-04-04,1345950000
2016-04-05,1296100000
2016-04-06,1316040000
2016-04-07,1246250000
2016-04-08,1266190000
2016-04-11,1251235000
2016-04-12,1296100000
2016-04-13,1385830000
2016-04-14,1380845000
2016-04-15,1316040000
2016-04-18,1326010000
2016-04-19,1360905000
2016-04-20,1440665000
2016-04-21,1440665000
2016-04-22,1490515000
2016-04-25,1440665000
2016-04-26,1465590000
2016-04-27,1470575000
2016-04-28,1425710000
2016-04-29,1709855000
2016-05-02,2023909999
2016-05-03,2023909999
2016-05-04,1989015000
2016-05-05,1939165000
2016-05-06,1899285000
2016-05-09,1834480000
2016-05-10,1899285000
2016-05-11,1904270000
2016-05-12,1824510000
2016-05-13,1774660000
2016-05-16,1724810000
2016-05-17,1739765000
2016-05-18,1804570000
2016-05-19,1754720000
2016-05-20,1804570000
2016-05-23,1784630000
2016-05-24,1819525000
2016-05-25,1874360000
2016-05-26,1779645000
2016-05-27,1829495000
2016-05-31,1844450000
2016-06-01,1769675000
2016-06-02,1779645000
2016-06-03,1749735000
2016-06-06,1834480000
2016-06-07,1854420000
2016-06-08,1814540000
2016-06-09,1734780000
2016-06-10,1679945000
2016-06-13,1630095000
2016-06-14,1535380000
2016-06-15,1570275000
2016-06-16,1500485000
2016-06-17,1550335000
2016-06-20,1605170000
2016-06-21,1645050000
2016-06-22,1610155000
2016-06-23,1674960000
2016-06-24,1520425000
2016-06-27,1276160000
2016-06-28,1296100000
2016-06-29,1321025000
2016-06-30,1285614000
2016-07-01,1285614000
2016-07-05,1185954000
2016-07-06,1171005000
2016-07-07,1210869000
2016-07-08,1280631000
2016-07-11,1320495000
2016-07-12,1385274000
2016-07-13,1370325000
2016-07-14,1380291000
2016-07-15,1375308000
2016-07-18,1415172000
2016-07-19,1425138000
2016-07-20,1435104000
2016-07-21,1425138000
2016-07-22,1435104000
2016-07-25,1430121000
2016-07-26,1450053000
2016-07-27,1445070000
2016-07-28,1405206000
2016-07-29,1425138000
2016-08-01,1395240000
2016-08-02,1370325000
2016-08-03,1749033000
2016-08-04,1664322000
2016-08-05,1739067000
2016-08-08,1734084000
2016-08-09,1793880000
2016-08-10,1758999000
2016-08-11,1763982000
2016-08-12,1778931000
2016-08-15,1843710000
2016-08-16,1903506000
2016-08-17,1903506000
2016-08-18,1928421000
2016-08-19,1953336000
2016-08-22,1943370000
2016-08-23,2033064000
2016-08-24,2112792000
2016-08-25,2192520000
2016-08-26,2302146000
2016-08-29,2456619000
2016-08-30,2556279000
2016-08-31,2356959000
2016-09-01,2346993000
2016-09-02,2391840000
2016-09-06,2346993000
2016-09-07,2371908000
2016-09-08,2441670000
2016-09-09,2431704000
2016-09-12,2456619000
2016-09-13,2361942000
2016-09-14,2396823000
2016-09-15,2506449000
2016-09-16,2471568000
2016-09-19,2461602000
2016-09-20,2431704000
2016-09-21,2456619000
2016-09-22,2466585000
2016-09-23,2436687000
2016-09-26,2401806000
2016-09-27,2441670000
2016-09-28,2471568000
2016-09-29,2416755000
2016-09-30,2439164662
2016-10-03,2444082332
2016-10-04,2493259039
2016-10-05,2527682734
2016-10-06,2517847393
2016-10-07,2508012051
2016-10-10,2562106429
2016-10-11,2527682734
2016-10-12,2537518076
2016-10-13,2473588357
2016-10-14,2483423698
2016-10-17,2463753015
2016-10-18,2503094381
2016-10-19,2567024100
2016-10-20,2537518076
2016-10-21,2562106429
2016-10-24,2355564260
2016-10-25,2247375505
2016-10-26,2183445786
2016-10-27,2119516067
2016-10-28,1957232934
2016-10-31,2035915665
2016-11-01,1976903617
2016-11-02,2060504019
2016-11-03,2021162653
2016-11-04,1976903617
2016-11-07,2001491970
2016-11-08,1986738958
2016-11-09,1952315263
2016-11-10,1967068276
2016-11-11,2070339360
2016-11-14,2119516067
2016-11-15,2124433738
2016-11-16,2119516067
2016-11-17,2129351408
2016-11-18,2149022091
2016-11-21,2183445786
2016-11-22,2149022091
2016-11-23,2168692774
2016-11-25,2144104420
2016-11-28,2090010043
2016-11-29,2090010043
2016-11-30,2104763055
2016-12-01,2065421689
2016-12-02,2026080324
2016-12-05,2075257031
2016-12-06,2129351408
2016-12-07,2109680726
2016-12-08,2104763055
2016-12-09,2075257031
2016-12-12,2065421689
2016-12-13,2090010043
2016-12-14,2011327312
2016-12-15,1952315263
2016-12-16,1908056227
2016-12-19,1908056227
2016-12-20,2085092372
2016-12-21,2080174701
2016-12-22,2035915665
2016-12-23,1986738958
2016-12-27,1962150605
2016-12-28,1903138557
2016-12-29,1898220886
2016-12-30,1873632532
2017-01-03,1929582000
2017-01-04,2014344000
2017-01-05,1969470000
2017-01-06,1964484000
2017-01-09,1914624000
2017-01-10,1909638000
2017-01-11,1919610000
2017-01-12,1924596000
2017-01-13,1934568000
2017-01-17,1929582000
2017-01-18,1914624000
2017-01-19,1914624000
2017-01-20,1894680000
2017-01-23,1879722000
2017-01-24,1715184000
2017-01-25,1780002000
2017-01-26,1690254000
2017-01-27,1710198000
2017-01-30,1645380000
2017-01-31,1675296000
2017-02-01,1745100000
2017-02-02,1710198000
2017-02-03,1794960000
2017-02-06,1745100000
2017-02-07,1735128000
2017-02-08,1690254000
2017-02-09,1700226000
2017-02-10,1710198000
2017-02-13,1814904000
2017-02-14,1864764000
2017-02-15,1949526000
2017-02-16,2034288000
2017-02-17,1984428000
2017-02-21,1969470000
2017-02-22,1974456000
2017-02-23,2004371999
2017-02-24,2019330000
2017-02-27,2039274000
2017-02-28,2039274000
2017-03-01,2059218000
2017-03-02,2019330000
2017-03-03,2019330000
2017-03-06,2019330000
2017-03-07,2004371999
2017-03-08,2039274000
2017-03-09,1984428000
2017-03-10,2024315999
2017-03-13,1974456000
2017-03-14,1959498000
2017-03-15,1999386000
2017-03-16,2024315999
2017-03-17,2074176000
2017-03-20,2024315999
2017-03-21,1959498000
2017-03-22,1979442000
2017-03-23,2004371999
2017-03-24,1959498000
2017-03-27,1994400000
2017-03-28,2034288000
2017-03-29,2009358000
2017-03-30,2049246000
2017-03-31,2055880000
2017-04-03,2055880000
2017-04-04,2035920000
2017-04-05,1971050000
2017-04-06,2020950000
2017-04-07,2015960000
2017-04-10,2065859999
2017-04-11,2075840000
2017-04-12,2065859999
2017-04-13,1996000000
2017-04-17,2000990000
2017-04-18,2020950000
2017-04-19,1986020000
2017-04-20,2030930000
2017-04-21,2030930000
2017-04-24,2015960000
2017-04-25,2045899999
2017-04-26,2045899999
2017-04-27,2045899999
2017-04-28,2015960000
2017-05-01,1876240000
2017-05-02,1846300000
2017-05-03,1901190000
2017-05-04,1856280000
2017-05-05,1891210000
2017-05-08,1896200000
2017-05-09,1826340000
2017-05-10,1841310000
2017-05-11,1856280000
2017-05-12,1836320000
2017-05-15,1861270000
2017-05-16,1871250000
2017-05-17,1831330000
2017-05-18,1791410000
2017-05-19,1816360000
2017-05-22,1801390000
2017-05-23,1831330000
2017-05-24,1811370000
2017-05-25,1791410000
2017-05-26,1776440000
2017-05-30,1761470000
2017-05-31,1826340000
2017-06-01,1831330000
2017-06-02,1776440000
2017-06-05,1776440000
2017-06-06,1756480000
2017-06-07,1746500000
2017-06-08,1786420000
2017-06-09,1811370000
2017-06-12,1866260000
2017-06-13,1886220000
2017-06-14,1896200000
2017-06-15,1856280000
2017-06-16,1821350000
2017-06-19,1831330000
2017-06-20,1821350000
2017-06-21,1751490000
2017-06-22,1856280000
2017-06-23,1846300000
2017-06-26,1856280000
2017-06-27,1841310000
2017-06-28,1861270000
2017-06-29,1871250000
2017-06-30,1881607000
2017-07-03,1881607000
2017-07-05,1861643000
2017-07-06,1831697000
2017-07-07,1821715000
2017-07-10,1781787000
2017-07-11,1716904000
2017-07-12,1736868000
2017-07-13,1716904000
2017-07-14,1781787000
2017-07-17,1721895000
2017-07-18,1701931000
2017-07-19,1731877000
2017-07-20,1746850000
2017-07-21,1746850000
2017-07-24,1706922000
2017-07-25,1701931000
2017-07-26,1681967000
2017-07-27,1696940000
2017-07-28,1691949000
2017-07-31,1711913000
2017-08-01,1691949000
2017-08-02,1686958000
2017-08-03,1662003000
2017-08-04,1706922000
2017-08-07,1781787000
2017-08-08,1856652000
2017-08-09,1806742000
2017-08-10,1741859000
2017-08-11,1736868000
2017-08-14,1731877000
2017-08-15,1736868000
2017-08-16,1746850000
2017-08-17,1706922000
2017-08-18,1721895000
2017-08-21,1671985000
2017-08-22,1671985000
2017-08-23,1706922000
2017-08-24,1741859000
2017-08-25,1706922000
2017-08-28,1701931000
2017-08-29,1711913000
2017-08-30,1711913000
2017-08-31,1711913000
2017-09-01,1751841000
2017-09-05,1691949000
2017-09-06,1691949000
2017-09-07,1711913000
2017-09-08,1721895000
2017-09-11,1836688000
2017-09-12,1981427000
2017-09-13,2001391000
2017-09-14,1986418000
2017-09-15,1996400000
2017-09-18,1991409000
2017-09-19,1961463000
2017-09-20,1911553000
2017-09-21,1891589000
2017-09-22,1906562000
2017-09-25,1836688000
2017-09-26,1916544000
2017-09-27,1936508000
2017-09-28,1941499000
2017-09-29,1921535000
2017-10-02,1682304000
2017-10-03,1742208000
2017-10-04,1737216000
2017-10-05,1737216000
2017-10-06,1812096000
2017-10-09,1847040000
2017-10-10,1911936000
2017-10-11,1891968000
2017-10-12,1916928000
2017-10-13,1966848000
2017-10-16,1946880000
2017-10-17,1911936000
2017-10-18,1941888000
2017-10-19,1946880000
2017-10-20,1901952000
2017-10-23,1847040000
2017-10-24,1762176000
2017-10-25,1707264000
2017-10-26,1717248000
2017-10-27,1697280000
2017-10-30,1667328000
2017-10-31,1652352000
2017-11-01,1697280000
2017-11-02,1687296000
2017-11-03,1712256000
2017-11-06,1727232000
2017-11-07,1722240000
2017-11-08,1727232000
2017-11-09,1777152000
2017-11-10,1782144000
2017-11-13,1782144000
2017-11-14,1727232000
2017-11-15,1712256000
2017-11-16,1577472000
2017-11-17,1687296000
2017-11-20,1707264000
2017-11-21,1737216000
2017-11-22,1722240000
2017-11-24,1722240000
2017-11-27,1712256000
2017-11-28,1697280000
2017-11-29,1672320000
2017-11-30,1692288000
2017-12-01,1702272000
2017-12-04,1667328000
2017-12-05,1657344000
2017-12-06,1662336000
2017-12-07,1687296000
2017-12-08,1677312000
2017-12-11,1697280000
2017-12-12,1687296000
2017-12-13,1702272000
2017-12-14,1682304000
2017-12-15,1652352000
2017-12-18,1642368000
2017-12-19,1582464000
2017-12-20,1612416000
2017-12-21,1617408000
2017-12-22,1597440000
2017-12-26,1582464000
2017-12-27,1567488000
2017-12-28,1567488000
2017-12-29,1552512000
2018-01-02,1613708000
2018-01-03,1523780000
2018-01-04,1573740000
2018-01-05,1603716000
2018-01-08,1603716000
2018-01-09,1558752000
2018-01-10,1543764000
2018-01-11,1598720000
2018-01-12,1613708000
2018-01-16,1598720000
2018-01-17,1583732000
2018-01-18,1588728000
2018-01-19,1668664000
2018-01-22,1658672000
2018-01-23,1678656000
2018-01-24,1638688000
2018-01-25,1593724000
2018-01-26,1578736000
2018-01-29,1568744000
2018-01-30,1558752000
2018-01-31,1528776000
2018-02-01,1543764000
2018-02-02,1513788000
2018-02-05,1438848000
2018-02-06,1373900000
2018-02-07,1478816000
2018-02-08,1388888000
2018-02-09,1378896000
2018-02-12,1393884000
2018-02-13,1368904000
2018-02-14,1433852000
2018-02-15,1453836000
2018-02-16,1483812000
2018-02-20,1473820000
2018-02-21,1453836000
2018-02-22,1423860000
2018-02-23,1443844000
2018-02-26,1423860000
2018-02-27,1408872000
2018-02-28,1358912000
2018-03-01,1358912000
2018-03-02,1413868000
2018-03-05,1458832000
2018-03-06,1608712000
2018-03-07,1538768000
2018-03-08,1523780000
2018-03-09,1563748000
2018-03-12,1533772000
2018-03-13,1478816000
2018-03-14,1453836000
2018-03-15,1458832000
2018-03-16,1478816000
2018-03-19,1448840000
2018-03-20,1428856000
2018-03-21,1528776000
2018-03-22,1473820000
2018-03-23,1448840000
2018-03-26,1438848000
2018-03-27,1403876000
2018-03-28,1398880000
2018-03-29,1413868000
2018-04-02,1376650000
2018-04-03,1406686000
2018-04-04,1401680000
2018-04-05,1391668000
2018-04-06,1376650000
2018-04-09,1346614000
2018-04-10,1376650000
2018-04-11,1406686000
2018-04-12,1371644000
2018-04-13,1366638000
2018-04-16,1391668000
2018-04-17,1411692000
2018-04-18,1396674000
2018-04-19,1361632000
2018-04-20,1356626000
2018-04-23,1351620000
2018-04-24,1406686000
2018-04-25,1406686000
