,SNA
2009-04-13,1673300000
2009-04-14,1603483000
2009-04-15,1636949000
2009-04-16,1661183000
2009-04-17,1714267000
2009-04-20,1598290000
2009-04-21,1637526000
2009-04-22,1831975000
2009-04-23,1927180000
2009-04-24,2002190000
2009-04-27,1913331999
2009-04-28,1853323999
2009-04-29,1949106000
2009-04-30,1957184000
2009-05-01,1964684999
2009-05-04,1990073000
2009-05-05,1908716000
2009-05-06,1900637999
2009-05-07,1857940000
2009-05-08,1903523000
2009-05-11,1826782000
2009-05-12,1784661000
2009-05-13,1703304000
2009-05-14,1673877000
2009-05-15,1680224000
2009-05-18,1759850000
2009-05-19,1752349000
2009-05-20,1769082000
2009-05-21,1739078000
2009-05-22,1744271000
2009-05-26,1801394000
2009-05-27,1758119000
2009-05-28,1785238000
2009-05-29,1797355000
2009-06-01,1886790000
2009-06-02,1920256000
2009-06-03,1885636000
2009-06-04,1893137000
2009-06-05,1893714000
2009-06-08,1861402000
2009-06-09,1859094000
2009-06-10,1836014000
2009-06-11,1846977000
2009-06-12,1855055000
2009-06-15,1804279000
2009-06-16,1721191000
2009-06-17,1741963000
2009-06-18,1731000000
2009-06-19,1718883000
2009-06-22,1686571000
2009-06-23,1673877000
2009-06-24,1671569000
2009-06-25,1704458000
2009-06-26,1689456000
2009-06-29,1683686000
2009-06-30,1658298000
2009-07-01,1650797000
2009-07-02,1608676000
2009-07-06,1586750000
2009-07-07,1530204000
2009-07-08,1529050000
2009-07-09,1548668000
2009-07-10,1568286000
2009-07-13,1565978000
2009-07-14,1604637000
2009-07-15,1655990000
2009-07-16,1709651000
2009-07-17,1697534000
2009-07-20,1784084000
2009-07-21,1779468000
2009-07-22,1799663000
2009-07-23,1886790000
2009-07-24,1922564000
2009-07-27,1945644000
2009-07-28,1904100000
2009-07-29,1889675000
2009-07-30,1917370999
2009-07-31,2055851000
2009-08-03,2099703000
2009-08-04,2112973999
2009-08-05,2129130000
2009-08-06,2145862999
2009-08-07,2228951000
2009-08-10,2202986000
2009-08-11,2172982000
2009-08-12,2200101000
2009-08-13,2194908000
2009-08-14,2145286000
2009-08-17,2071430000
2009-08-18,2108358000
2009-08-19,2107781000
2009-08-20,2115859000
2009-08-21,2193754000
2009-08-24,2190869000
2009-08-25,2209910000
2009-08-26,2201832000
2009-08-27,2216257000
2009-08-28,2202409000
2009-08-31,2153364000
2009-09-01,2104319000
2009-09-02,2098548999
2009-09-03,2134900000
2009-09-04,2145862999
2009-09-08,2133745999
2009-09-09,2164327000
2009-09-10,2092202000
2009-09-11,2085855000
2009-09-14,2092202000
2009-09-15,2112973999
2009-09-16,2120475000
2009-09-17,2107781000
2009-09-18,2122206000
2009-09-21,2128553000
2009-09-22,2144709000
2009-09-23,2096818000
2009-09-24,2051234999
2009-09-25,2025270000
2009-09-28,1956030000
2009-09-29,1995266000
2009-09-30,2005652000
2009-10-01,1964684999
2009-10-02,1931795999
2009-10-05,1971494999
2009-10-06,2012604000
2009-10-07,2016078000
2009-10-08,2078610000
2009-10-09,2100612000
2009-10-12,2158512000
2009-10-13,2134772999
2009-10-14,2168934000
2009-10-15,2176461000
2009-10-16,2138825999
2009-10-19,2170671000
2009-10-20,2181672000
2009-10-21,2178198000
2009-10-22,2181093000
2009-10-23,2186304000
2009-10-26,2159670000
2009-10-27,2111613000
2009-10-28,2058344999
2009-10-29,2177619000
2009-10-30,2115087000
2009-11-02,2088453000
2009-11-03,2184567000
2009-11-04,2166039000
2009-11-05,2223360000
2009-11-06,2199621000
2009-11-09,2252889000
2009-11-10,2238993000
2009-11-11,2247678000
2009-11-12,2190936000
2009-11-13,2208306000
2009-11-16,2233782000
2009-11-17,2208885000
2009-11-18,2190936000
2009-11-19,2150985000
2009-11-20,2132457000
2009-11-23,2153880000
2009-11-24,2139405000
2009-11-25,2155038000
2009-11-27,2109875999
2009-11-30,2093085000
2009-12-01,2122035000
2009-12-02,2194410000
2009-12-03,2194410000
2009-12-04,2232045000
2009-12-07,2238993000
2009-12-08,2229729000
2009-12-09,2222781000
2009-12-10,2242467000
2009-12-11,2267943000
2009-12-14,2300367000
2009-12-15,2314842000
2009-12-16,2327580000
2009-12-17,2307894000
2009-12-18,2318316000
2009-12-21,2339739000
2009-12-22,2448591000
2009-12-23,2507070000
2009-12-24,2522703000
2009-12-28,2507070000
2009-12-29,2499543000
2009-12-30,2479857000
2009-12-31,2446854000
2010-01-04,2477308000
2010-01-05,2476152000
2010-01-06,2490024000
2010-01-07,2531640000
2010-01-08,2584238000
2010-01-11,2595220000
2010-01-12,2540888000
2010-01-13,2557072000
2010-01-14,2548980000
2010-01-15,2508520000
2010-01-19,2543778000
2010-01-20,2513722000
2010-01-21,2507942000
2010-01-22,2497538000
2010-01-25,2489446000
2010-01-26,2466326000
2010-01-27,2439160000
2010-01-28,2384828000
2010-01-29,2362864000
2010-02-01,2409682000
2010-02-02,2484822000
2010-02-03,2481354000
2010-02-04,2335120000
2010-02-05,2329918000
2010-02-08,2318936000
2010-02-09,2370378000
2010-02-10,2370378000
2010-02-11,2394654000
2010-02-12,2405058000
2010-02-16,2442050000
2010-02-17,2454766000
2010-02-18,2460546000
2010-02-19,2479620000
2010-02-22,2477886000
2010-02-23,2436848000
2010-02-24,2443206000
2010-02-25,2434536000
2010-02-26,2440316000
2010-03-01,2474418000
2010-03-02,2486556000
2010-03-03,2483088000
2010-03-04,2489446000
2010-03-05,2511410000
2010-03-08,2495226000
2010-03-09,2495804000
2010-03-10,2522970000
2010-03-11,2515456000
2010-03-12,2503318000
2010-03-15,2495226000
2010-03-16,2503318000
2010-03-17,2516034000
2010-03-18,2528172000
2010-03-19,2478464000
2010-03-22,2487134000
2010-03-23,2507364000
2010-03-24,2481354000
2010-03-25,2462858000
2010-03-26,2473840000
2010-03-29,2488868000
2010-03-30,2519502000
2010-03-31,2505052000
2010-04-01,2524126000
2010-04-05,2576360000
2010-04-06,2579260000
2010-04-07,2584480000
2010-04-08,2585640000
2010-04-09,2604200000
2010-04-12,2619280000
2010-04-13,2627400000
2010-04-14,2643060000
2010-04-15,2634940000
2010-04-16,2606520000
2010-04-19,2598400000
2010-04-20,2818220000
2010-04-21,2808360000
2010-04-22,2862880000
2010-04-23,2854760000
2010-04-26,2834460000
2010-04-27,2780520000
2010-04-28,2810680000
2010-04-29,2873320000
2010-04-30,2794440000
2010-05-03,2828080000
2010-05-04,2739920000
2010-05-05,2685980000
2010-05-06,2586800000
2010-05-07,2523000000
2010-05-10,2697580000
2010-05-11,2699320000
2010-05-12,2759060000
2010-05-13,2709180000
2010-05-14,2651760000
2010-05-17,2663360000
2010-05-18,2605940000
2010-05-19,2565340000
2010-05-20,2447020000
2010-05-21,2495160000
2010-05-24,2481820000
2010-05-25,2494580000
2010-05-26,2509660000
2010-05-27,2585640000
2010-05-28,2563600000
2010-06-01,2483560000
2010-06-02,2564760000
2010-06-03,2568240000
2010-06-04,2456880000
2010-06-07,2371040000
2010-06-08,2389020000
2010-06-09,2395980000
2010-06-10,2474280000
2010-06-11,2494580000
2010-06-14,2506180000
2010-06-15,2557220000
2010-06-16,2540980000
2010-06-17,2537500000
2010-06-18,2538660000
2010-06-21,2534600000
2010-06-22,2465000000
2010-06-23,2470220000
2010-06-24,2427880000
2010-06-25,2444120000
2010-06-28,2444120000
2010-06-29,2394820000
2010-06-30,2372780000
2010-07-01,2384380000
2010-07-02,2340880000
2010-07-06,2357117000
2010-07-07,2445429000
2010-07-08,2466926000
2010-07-09,2490166000
2010-07-12,2479708000
2010-07-13,2556400000
2010-07-14,2545361000
2010-07-15,2531417000
2010-07-16,2414636000
2010-07-19,2449496000
2010-07-20,2505853000
2010-07-21,2516892000
2010-07-22,2587193000
2010-07-23,2640064000
2010-07-26,2639483000
2010-07-27,2630768000
2010-07-28,2592422000
2010-07-29,2584869000
2010-07-30,2595327000
2010-08-02,2672600000
2010-08-03,2635997000
2010-08-04,2631930000
2010-08-05,2595327000
2010-08-06,2565115000
2010-08-09,2563953000
2010-08-10,2512825000
2010-08-11,2432647000
2010-08-12,2424513000
2010-08-13,2427418000
2010-08-16,2408245000
2010-08-17,2451820000
2010-08-18,2440781000
2010-08-19,2382681000
2010-08-20,2378033000
2010-08-23,2358279000
2010-08-24,2317028000
2010-08-25,2336782000
2010-08-26,2335620000
2010-08-27,2394882000
2010-08-30,2373385000
2010-08-31,2395463000
2010-09-01,2487842000
2010-09-02,2519216000
2010-09-03,2585450000
2010-09-07,2553495000
2010-09-08,2570925000
2010-09-09,2574992000
2010-09-10,2586031000
2010-09-13,2634254000
2010-09-14,2637159000
2010-09-15,2644131000
2010-09-16,2638902000
2010-09-17,2647036000
2010-09-20,2726052000
2010-09-21,2701069000
2010-09-22,2672600000
2010-09-23,2629025000
2010-09-24,2724890000
2010-09-27,2683639000
2010-09-28,2703393000
2010-09-29,2690030000
2010-09-30,2702231000
2010-10-01,2709784000
2010-10-04,2685400000
2010-10-05,2751520000
2010-10-06,2743400000
2010-10-07,2728900000
2010-10-08,2746300000
2010-10-11,2761380000
2010-10-12,2766020000
2010-10-13,2811260000
2010-10-14,2799080000
2010-10-15,2813580000
2010-10-18,2827500000
2010-10-19,2757900000
2010-10-20,2803720000
2010-10-21,2829820000
2010-10-22,2900000000
2010-10-25,2925520000
2010-10-26,2929000000
2010-10-27,2895360000
2010-10-28,2929580000
2010-10-29,2958000000
2010-11-01,2963800000
2010-11-02,3001500000
2010-11-03,3002660000
2010-11-04,3076320000
2010-11-05,3071680000
2010-11-08,3074000000
2010-11-09,3024700000
2010-11-10,3045000000
2010-11-11,3045000000
2010-11-12,3007880000
2010-11-15,3045580000
2010-11-16,2999760000
2010-11-17,2993960000
2010-11-18,3063560000
2010-11-19,3067620000
2010-11-22,3083280000
2010-11-23,3016000000
2010-11-24,3078640000
2010-11-26,3065880000
2010-11-29,3076900000
2010-11-30,3069940000
2010-12-01,3163320000
2010-12-02,3225380000
2010-12-03,3220740000
2010-12-06,3195800000
2010-12-07,3232340000
2010-12-08,3224800000
2010-12-09,3216100000
2010-12-10,3235820000
2010-12-13,3279320000
2010-12-14,3304840000
2010-12-15,3308320000
2010-12-16,3325720000
2010-12-17,3318180000
2010-12-20,3307740000
2010-12-21,3321080000
2010-12-22,3328620000
2010-12-23,3316440000
2010-12-27,3325720000
2010-12-28,3315860000
2010-12-29,3319340000
2010-12-30,3308900000
2010-12-31,3281640000
2011-01-03,3373854000
2011-01-04,3337770000
2011-01-05,3303432000
2011-01-06,3238830000
2011-01-07,3202746000
2011-01-10,3215550000
2011-01-11,3253380000
2011-01-12,3297612000
2011-01-13,3284808000
2011-01-14,3317400000
2011-01-18,3312744000
2011-01-19,3254544000
2011-01-20,3239994000
2011-01-21,3246396000
2011-01-24,3310998000
2011-01-25,3301104000
2011-01-26,3324966000
2011-01-27,3347664000
2011-01-28,3268512000
2011-01-31,3295866000
2011-02-01,3357558000
2011-02-02,3347664000
2011-02-03,3322638000
2011-02-04,3398880000
2011-02-07,3425070000
2011-02-08,3427980000
2011-02-09,3430308000
2011-02-10,3444276000
2011-02-11,3434382000
2011-02-14,3416340000
2011-02-15,3408192000
2011-02-16,3480360000
2011-02-17,3563586000
2011-02-18,3566496000
2011-02-22,3426816000
2011-02-23,3294120000
2011-02-24,3229518000
2011-02-25,3309834000
2011-02-28,3342426000
2011-03-01,3292956000
2011-03-02,3320892000
2011-03-03,3416340000
2011-03-04,3367452000
2011-03-07,3346500000
2011-03-08,3432054000
2011-03-09,3429726000
2011-03-10,3344172000
2011-03-11,3374436000
2011-03-14,3349410000
2011-03-15,3329622000
2011-03-16,3288882000
2011-03-17,3305178000
2011-03-18,3355812000
2011-03-21,3425652000
2011-03-22,3395970000
2011-03-23,3384912000
2011-03-24,3407610000
2011-03-25,3448350000
2011-03-28,3430890000
2011-03-29,3476286000
2011-03-30,3503640000
2011-03-31,3495492000
2011-04-01,3554856000
2011-04-04,3561840000
2011-04-05,3582792000
2011-04-06,3575808000
2011-04-07,3550782000
2011-04-08,3495492000
2011-04-11,3492000000
2011-04-12,3463482000
2011-04-13,3482688000
2011-04-14,3473376000
2011-04-15,3512952000
2011-04-18,3443694000
2011-04-19,3477450000
2011-04-20,3550782000
2011-04-21,3592686000
2011-04-25,3584538000
2011-04-26,3621204000
2011-04-27,3623532000
2011-04-28,3601998000
2011-04-29,3595014000
2011-05-02,3576390000
2011-05-03,3549036000
2011-05-04,3519936000
2011-05-05,3492000000
2011-05-06,3491418000
2011-05-09,3514116000
2011-05-10,3546708000
2011-05-11,3518190000
2011-05-12,3531576000
2011-05-13,3481524000
2011-05-16,3458826000
2011-05-17,3431472000
2011-05-18,3501894000
2011-05-19,3555438000
2011-05-20,3528666000
2011-05-23,3460572000
2011-05-24,3471630000
2011-05-25,3472212000
2011-05-26,3466392000
2011-05-27,3494910000
2011-05-31,3510624000
2011-06-01,3401790000
2011-06-02,3384330000
2011-06-03,3321474000
2011-06-06,3306342000
2011-06-07,3300522000
2011-06-08,3288300000
2011-06-09,3315072000
2011-06-10,3232428000
2011-06-13,3223698000
2011-06-14,3315654000
2011-06-15,3268512000
2011-06-16,3300522000
2011-06-17,3344754000
2011-06-20,3380838000
2011-06-21,3478032000
2011-06-22,3488508000
2011-06-23,3511788000
2011-06-24,3495492000
2011-06-27,3508878000
2011-06-28,3557184000
2011-06-29,3584538000
2011-06-30,3636336000
2011-07-01,3703266000
2011-07-05,3693372000
2011-07-06,3677658000
2011-07-07,3730038000
2011-07-08,3701520000
2011-07-11,3650886000
2011-07-12,3632262000
2011-07-13,3618294000
2011-07-14,3579882000
2011-07-15,3585702000
2011-07-18,3573480000
2011-07-19,3606072000
2011-07-20,3629352000
2011-07-21,3603162000
2011-07-22,3528084000
2011-07-25,3514116000
2011-07-26,3433800000
2011-07-27,3340098000
2011-07-28,3321474000
2011-07-29,3309252000
2011-08-01,3304014000
2011-08-02,3170736000
2011-08-03,3194598000
2011-08-04,3063648000
2011-08-05,3030474000
2011-08-08,2765664000
2011-08-09,2884974000
2011-08-10,2706300000
2011-08-11,2847726000
2011-08-12,2914074000
2011-08-15,2980422000
2011-08-16,2925132000
2011-08-17,2907090000
2011-08-18,2701062000
2011-08-19,2672544000
2011-08-22,2691750000
2011-08-23,2821536000
2011-08-24,2883228000
2011-08-25,2802912000
2011-08-26,2884974000
2011-08-29,3010104000
2011-08-30,3017670000
2011-08-31,3079362000
2011-09-01,3049680000
2011-09-02,2930370000
2011-09-06,2894286000
2011-09-07,3006030000
2011-09-08,2968782000
2011-09-09,2860530000
2011-09-12,2834340000
2011-09-13,2877990000
2011-09-14,2955396000
2011-09-15,3011850000
2011-09-16,3014760000
2011-09-19,2953650000
2011-09-20,2905344000
2011-09-21,2758098000
2011-09-22,2605614000
2011-09-23,2619582000
2011-09-26,2661486000
2011-09-27,2754024000
2011-09-28,2681856000
2011-09-29,2675454000
2011-09-30,2584080000
2011-10-03,2470590000
2011-10-04,2571276000
2011-10-05,2616672000
2011-10-06,2688258000
2011-10-07,2650428000
2011-10-10,2767992000
2011-10-11,2781378000
2011-10-12,2833758000
2011-10-13,2819790000
2011-10-14,2869260000
2011-10-17,2798256000
2011-10-18,2866350000
2011-10-19,2873916000
2011-10-20,2879736000
2011-10-21,3004866000
2011-10-24,3079362000
2011-10-25,3018834000
2011-10-26,3046770000
2011-10-27,3200418000
2011-10-28,3191688000
2011-10-31,3123594000
2011-11-01,3002538000
2011-11-02,3076452000
2011-11-03,3214968000
2011-11-04,3198672000
2011-11-07,3198090000
2011-11-08,3262692000
2011-11-09,3127668000
2011-11-10,3150948000
2011-11-11,3221952000
2011-11-14,3252798000
2011-11-15,3246396000
2011-11-16,3163752000
2011-11-17,3070050000
2011-11-18,3035130000
2011-11-21,2941428000
2011-11-22,2905926000
2011-11-23,2818044000
2011-11-25,2796510000
2011-11-28,2868678000
2011-11-29,2883810000
2011-11-30,2985660000
2011-12-01,3000210000
2011-12-02,3001956000
2011-12-05,3020580000
2011-12-06,3025818000
2011-12-07,3011850000
2011-12-08,2922222000
2011-12-09,2992062000
2011-12-12,2955396000
2011-12-13,2925132000
2011-12-14,2854128000
2011-12-15,2853546000
2011-12-16,2886138000
2011-12-19,2852964000
2011-12-20,2978094000
2011-12-21,3019416000
2011-12-22,3030474000
2011-12-23,3020580000
2011-12-27,3000210000
2011-12-28,2942592000
2011-12-29,2971110000
2011-12-30,2946084000
2012-01-03,2982168000
2012-01-04,2975184000
2012-01-05,3014760000
2012-01-06,3026982000
2012-01-09,3049098000
2012-01-10,3106716000
2012-01-11,3115446000
2012-01-12,3143964000
2012-01-13,3086346000
2012-01-17,3091002000
2012-01-18,3125922000
2012-01-19,3159678000
2012-01-20,3166662000
2012-01-23,3170154000
2012-01-24,3197508000
2012-01-25,3269676000
2012-01-26,3269676000
2012-01-27,3303432000
2012-01-30,3270840000
2012-01-31,3288882000
2012-02-01,3320892000
2012-02-02,3386658000
2012-02-03,3468138000
2012-02-06,3480360000
2012-02-07,3482688000
2012-02-08,3492000000
2012-02-09,3534486000
2012-02-10,3549036000
2012-02-13,3618876000
2012-02-14,3613638000
2012-02-15,3519936000
2012-02-16,3607818000
2012-02-17,3617712000
2012-02-21,3602580000
2012-02-22,3553692000
2012-02-23,3568242000
2012-02-24,3534486000
2012-02-27,3554274000
2012-02-28,3567660000
2012-02-29,3557766000
2012-03-01,3561840000
2012-03-02,3511206000
2012-03-05,3509460000
2012-03-06,3406446000
2012-03-07,3437874000
2012-03-08,3504222000
2012-03-09,3518190000
2012-03-12,3516444000
2012-03-13,3567660000
2012-03-14,3567078000
2012-03-15,3618876000
2012-03-16,3579882000
2012-03-19,3550200000
2012-03-20,3517608000
2012-03-21,3520518000
2012-03-22,3505968000
2012-03-23,3525756000
2012-03-26,3596760000
2012-03-27,3595014000
2012-03-28,3549036000
2012-03-29,3554274000
2012-03-30,3548454000
2012-04-02,3568242000
2012-04-03,3528084000
2012-04-04,3508296000
2012-04-05,3475122000
2012-04-09,3444858000
2012-04-10,3355230000
2012-04-11,3416922000
2012-04-12,3477450000
2012-04-13,3449514000
2012-04-16,3465228000
2012-04-17,3528084000
2012-04-18,3471630000
2012-04-19,3582792000
2012-04-20,3588030000
2012-04-23,3530412000
2012-04-24,3601998000
2012-04-25,3622368000
2012-04-26,3641574000
2012-04-27,3698610000
2012-04-30,3639828000
2012-05-01,3645066000
2012-05-02,3655542000
2012-05-03,3654378000
2012-05-04,3628770000
2012-05-07,3636336000
2012-05-08,3604908000
2012-05-09,3563004000
2012-05-10,3548454000
2012-05-11,3569406000
2012-05-14,3517608000
2012-05-15,3510624000
2012-05-16,3501894000
2012-05-17,3388404000
2012-05-18,3381420000
2012-05-21,3465228000
2012-05-22,3493164000
2012-05-23,3531576000
2012-05-24,3528084000
2012-05-25,3498984000
2012-05-29,3548454000
2012-05-30,3506550000
2012-05-31,3521682000
2012-06-01,3408774000
2012-06-04,3354066000
2012-06-05,3408774000
2012-06-06,3534486000
2012-06-07,3592104000
2012-06-08,3646812000
2012-06-11,3569988000
2012-06-12,3668928000
2012-06-13,3618294000
2012-06-14,3632262000
2012-06-15,3677658000
2012-06-18,3703848000
2012-06-19,3738767999
2012-06-20,3687552000
2012-06-21,3605490000
2012-06-22,3614220000
2012-06-25,3508296000
2012-06-26,3492000000
2012-06-27,3491418000
2012-06-28,3459990000
2012-06-29,3622950000
2012-07-02,3610519000
2012-07-03,3645499000
2012-07-05,3644916000
2012-07-06,3594778000
2012-07-09,3601774000
2012-07-10,3539976000
2012-07-11,3503830000
2012-07-12,3495668000
2012-07-13,3568543000
2012-07-16,3521903000
2012-07-17,3492170000
2012-07-18,3576122000
2012-07-19,3920091999
2012-07-20,3943995000
2012-07-23,3917760000
2012-07-24,3900270000
2012-07-25,3945161000
2012-07-26,4033194000
2012-07-27,4092660000
2012-07-30,4019202000
2012-07-31,3951574000
2012-08-01,3873452000
2012-08-02,3842553000
2012-08-03,3932335000
2012-08-06,3932335000
2012-08-07,3973145000
2012-08-08,3989469000
2012-08-09,3978975000
2012-08-10,4001712000
2012-08-13,4000546000
2012-08-14,3995882000
2012-08-15,3971396000
2012-08-16,4072838000
2012-08-17,4099073000
2012-08-20,4075753000
2012-08-21,4082166000
2012-08-22,4103153999
2012-08-23,4067591000
2012-08-24,4078667999
2012-08-27,4055930999
2012-08-28,4049517999
2012-08-29,4054182000
2012-08-30,4045437000
2012-08-31,4047186000
2012-09-04,4082166000
2012-09-05,4078667999
2012-09-06,4254734000
2012-09-07,4269309000
2012-09-10,4227916000
2012-09-11,4209842999
2012-09-12,4222086000
2012-09-13,4234328999
2012-09-14,4280969000
2012-09-17,4226750000
2012-09-18,4252985000
2012-09-19,4250653000
2012-09-20,4215090000
2012-09-21,4196434000
2012-09-24,4169033000
2012-09-25,4152709000
2012-09-26,4101988000
2012-09-27,4152126000
2012-09-28,4190021000
2012-10-01,4161300000
2012-10-02,4181669999
2012-10-03,4168865999
2012-10-04,4213098000
2012-10-05,4235214000
2012-10-08,4236960000
2012-10-09,4163046000
2012-10-10,4166538000
2012-10-11,4181088000
2012-10-12,4148496000
2012-10-15,4228812000
2012-10-16,4285848000
2012-10-17,4321350000
2012-10-18,4479654000
2012-10-19,4414470000
2012-10-22,4379550000
2012-10-23,4391190000
2012-10-24,4424364000
2012-10-25,4444734000
2012-10-26,4452882000
2012-10-31,4500606000
2012-11-01,4607694000
2012-11-02,4583250000
2012-11-05,4621662000
2012-11-06,4647852000
2012-11-07,4510500000
2012-11-08,4483728000
2012-11-09,4491294000
2012-11-12,4492458000
2012-11-13,4452300000
2012-11-14,4332990000
2012-11-15,4315530000
2012-11-16,4351032000
2012-11-19,4469760000
2012-11-20,4525632000
2012-11-21,4522140000
2012-11-23,4529706000
2012-11-26,4551822000
2012-11-27,4521558000
2012-11-28,4572192000
2012-11-29,4657746000
2012-11-30,4623408000
2012-12-03,4594308000
2012-12-04,4577430000
2012-12-05,4559388000
2012-12-06,4570446000
2012-12-07,4543092000
2012-12-10,4639704000
2012-12-11,4615842000
2012-12-12,4656000000
2012-12-13,4597800000
2012-12-14,4533198000
2012-12-17,4604202000
2012-12-18,4643778000
2012-12-19,4590234000
2012-12-20,4605366000
2012-12-21,4552404000
2012-12-24,4575102000
2012-12-26,4537272000
2012-12-27,4547748000
2012-12-28,4501188000
2012-12-31,4605117000
2013-01-02,4714138000
2013-01-03,4697814000
2013-01-04,4662251000
2013-01-07,4643595000
2013-01-08,4617360000
2013-01-09,4644761000
2013-01-10,4634850000
2013-01-11,4640680000
2013-01-14,4647676000
2013-01-15,4684405000
2013-01-16,4683239000
2013-01-17,4715887000
2013-01-18,4724632000
2013-01-22,4740373000
2013-01-23,4735126000
2013-01-24,4757280000
2013-01-25,4764276000
2013-01-28,4715887000
2013-01-29,4810333000
2013-01-30,4759029000
2013-01-31,4723466000
2013-02-01,4785264000
2013-02-04,4715304000
2013-02-05,4710640000
2013-02-06,4721134000
2013-02-07,4503092000
2013-02-08,4613862000
2013-02-11,4570137000
2013-02-12,4593457000
2013-02-13,4608032000
2013-02-14,4615611000
2013-02-15,4630769000
2013-02-19,4662834000
2013-02-20,4602202000
2013-02-21,4543319000
2013-02-22,4594623000
2013-02-25,4492598000
2013-02-26,4534574000
2013-02-27,4630769000
2013-02-28,4679741000
2013-03-01,4644178000
2013-03-04,4643595000
2013-03-05,4698980000
2013-03-06,4770689000
2013-03-07,4732794000
2013-03-08,4778851000
2013-03-11,4799839000
2013-03-12,4766025000
2013-03-13,4710640000
2013-03-14,4743288000
2013-03-15,4735709000
2013-03-18,4732794000
2013-03-19,4745620000
2013-03-20,4770689000
2013-03-21,4736292000
2013-03-22,4756697000
2013-03-25,4768357000
2013-03-26,4813248000
2013-03-27,4762527000
2013-03-28,4821410000
2013-04-01,4764834000
2013-04-02,4758432000
2013-04-03,4717692000
2013-04-04,4774146000
2013-04-05,4749120000
2013-04-08,4800336000
2013-04-09,4836420000
2013-04-10,4928376000
2013-04-11,4961550000
2013-04-12,4939434000
2013-04-15,4752612000
2013-04-16,4810230000
2013-04-17,4802082000
2013-04-18,4707216000
2013-04-19,4724094000
2013-04-22,4770654000
2013-04-23,4791606000
2013-04-24,4910916000
2013-04-25,4952238000
2013-04-26,4918482000
2013-04-29,4955148000
2013-04-30,5016840000
2013-05-01,4909752000
2013-05-02,4983666000
2013-05-03,5077950000
2013-05-06,5080278000
2013-05-07,5157684000
2013-05-08,5196096000
2013-05-09,5181546000
2013-05-10,5199588000
2013-05-13,5186202000
2013-05-14,5324718000
2013-05-15,5407944000
2013-05-16,5286888000
2013-05-17,5335194000
2013-05-20,5339850000
2013-05-21,5370696000
2013-05-22,5282232000
2013-05-23,5258370000
2013-05-24,5251386000
2013-05-28,5320644000
2013-05-29,5282232000
2013-05-30,5323554000
2013-05-31,5301438000
2013-06-03,5339268000
2013-06-04,5331702000
2013-06-05,5259534000
2013-06-06,5280486000
2013-06-07,5343924000
2013-06-10,5341014000
2013-06-11,5256042000
2013-06-12,5189112000
2013-06-13,5289216000
2013-06-14,5299110000
2013-06-17,5346834000
2013-06-18,5366622000
2013-06-19,5306676000
2013-06-20,5180382000
2013-06-21,5125674000
2013-06-24,5020914000
2013-06-25,5109960000
2013-06-26,5173980000
2013-06-27,5232762000
2013-06-28,5201916000
2013-07-01,5306094000
2013-07-02,5267100000
2013-07-03,5274084000
2013-07-05,5358474000
2013-07-08,5329374000
2013-07-09,5374770000
2013-07-10,5338104000
2013-07-11,5436462000
2013-07-12,5427732000
2013-07-15,5510958000
2013-07-16,5429478000
2013-07-17,5419002000
2013-07-18,5529000000
2013-07-19,5554608000
2013-07-22,5556354000
2013-07-23,5529582000
2013-07-24,5526672000
2013-07-25,5509794000
2013-07-26,5476038000
2013-07-29,5503974000
2013-07-30,5521434000
2013-07-31,5520270000
2013-08-01,5584290000
2013-08-02,5575560000
2013-08-05,5584872000
2013-08-06,5559846000
2013-08-07,5558682000
2013-08-08,5587200000
2013-08-09,5614554000
2013-08-12,5686140000
2013-08-13,5735028000
2013-08-14,5687886000
2013-08-15,5599422000
2013-08-16,5726298000
2013-08-19,5585454000
2013-08-20,5601168000
2013-08-21,5535402000
2013-08-22,5577888000
2013-08-23,5567994000
2013-08-26,5539476000
2013-08-27,5480694000
2013-08-28,5480112000
2013-08-29,5517942000
2013-08-30,5447520000
2013-09-03,5438790000
2013-09-04,5520270000
2013-09-05,5591856000
2013-09-06,5580798000
2013-09-09,5643072000
2013-09-10,5704182000
2013-09-11,5758890000
2013-09-12,5731536000
2013-09-13,5792064000
2013-09-16,5796138000
2013-09-17,5804868000
2013-09-18,5820000000
2013-09-19,5877036000
2013-09-20,5868888000
2013-09-23,5824656000
2013-09-24,5844444000
2013-09-25,5795556000
2013-09-26,5828730000
2013-09-27,5803704000
2013-09-30,5780950000
2013-10-01,5853575000
2013-10-02,5833240000
2013-10-03,5758291000
2013-10-04,5786179000
2013-10-07,5647901000
2013-10-08,5556103000
2013-10-09,5567142000
2013-10-10,5728660000
2013-10-11,5747833000
2013-10-14,5755386000
2013-10-15,5708325000
2013-10-16,5720526000
2013-10-17,5833240000
2013-10-18,5902379000
2013-10-21,5929686000
2013-10-22,5920390000
2013-10-23,5885530000
2013-10-24,5890759000
2013-10-25,5931429000
2013-10-28,5911094000
2013-10-29,5960479000
2013-10-30,5887854000
2013-10-31,6046467000
2013-11-01,6030780000
2013-11-04,6099338000
2013-11-05,6095271000
2013-11-06,6099919000
2013-11-07,6033104000
2013-11-08,6098176000
2013-11-11,6101081000
2013-11-12,6062735000
2013-11-13,6157438000
2013-11-14,6216700000
2013-11-15,6219024000
2013-11-18,6169058000
2013-11-19,6118511000
2013-11-20,6077841000
2013-11-21,6154533000
2013-11-22,6172544000
2013-11-25,6183002000
