,PNC
2009-04-13,18175300000
2009-04-14,16547189999
2009-04-15,17647630000
2009-04-16,17616060000
2009-04-17,18761600000
2009-04-20,16632880000
2009-04-21,18220400000
2009-04-22,17165060000
2009-04-23,18459430000
2009-04-24,19492220000
2009-04-27,18594730000
2009-04-28,18242950000
2009-04-29,18148240000
2009-04-30,17904700000
2009-05-01,17056820000
2009-05-04,19505750000
2009-05-05,19122400000
2009-05-06,21404460000
2009-05-07,20055970000
2009-05-08,23939080000
2009-05-11,21052680000
2009-05-12,20200290000
2009-05-13,19032200000
2009-05-14,19447120000
2009-05-15,18847290000
2009-05-18,20105580000
2009-05-19,19510260000
2009-05-20,18969060000
2009-05-21,18572180000
2009-05-22,18572180000
2009-05-26,19505750000
2009-05-27,18540610000
2009-05-28,19690660000
2009-05-29,20543050000
2009-06-01,19997340000
2009-06-02,18883370000
2009-06-03,18188830000
2009-06-04,19708700000
2009-06-05,18951020000
2009-06-08,19564380000
2009-06-09,19925180000
2009-06-10,18851800000
2009-06-11,19135930000
2009-06-12,18644340000
2009-06-15,18292560000
2009-06-16,17764890000
2009-06-17,17133490000
2009-06-18,17828030000
2009-06-19,18121180000
2009-06-22,17363500000
2009-06-23,17674690000
2009-06-24,18062550000
2009-06-25,18139220000
2009-06-26,17769400000
2009-06-29,17850580000
2009-06-30,17852600000
2009-07-01,17622600000
2009-07-02,16969400000
2009-07-06,17296000000
2009-07-07,17250000000
2009-07-08,16721000000
2009-07-09,16826800000
2009-07-10,16440400000
2009-07-13,17452400000
2009-07-14,16882000000
2009-07-15,17884800000
2009-07-16,17820400000
2009-07-17,17332800000
2009-07-20,17558200000
2009-07-21,17351200000
2009-07-22,17208600000
2009-07-23,16463400000
2009-07-24,15718200000
2009-07-27,16072399999
2009-07-28,16790000000
2009-07-29,16210400000
2009-07-30,16352999999
2009-07-31,16863599999
2009-08-03,17461600000
2009-08-04,17742200000
2009-08-05,18961200000
2009-08-06,18961200000
2009-08-07,20345800000
2009-08-10,19715600000
2009-08-11,18763400000
2009-08-12,18933600000
2009-08-13,19568400000
2009-08-14,19251000000
2009-08-17,18354000000
2009-08-18,18542600000
2009-08-19,18372400000
2009-08-20,19186600000
2009-08-21,19715600000
2009-08-24,18910600000
2009-08-25,19329200000
2009-08-26,19333800000
2009-08-27,19425800000
2009-08-28,19715600000
2009-08-31,19591400000
2009-09-01,18593200000
2009-09-02,18156200000
2009-09-03,18390800000
2009-09-04,18611600000
2009-09-08,18496600000
2009-09-09,18975000000
2009-09-10,18988800000
2009-09-11,19425800000
2009-09-14,19642000000
2009-09-15,20787400000
2009-09-16,21583200000
2009-09-17,20999000000
2009-09-18,21150800000
2009-09-21,21316400000
2009-09-22,21555600000
2009-09-23,21150800000
2009-09-24,20640200000
2009-09-25,20833400000
2009-09-28,21413000000
2009-09-29,22075400000
2009-09-30,22351400000
2009-10-01,21311800000
2009-10-02,20396400000
2009-10-05,21270400000
2009-10-06,21035800000
2009-10-07,21035800000
2009-10-08,20373400000
2009-10-09,20562000000
2009-10-12,20525200000
2009-10-13,20483800000
2009-10-14,21514200000
2009-10-15,21068000000
2009-10-16,20566600000
2009-10-19,20539000000
2009-10-20,20640200000
2009-10-21,20681600000
2009-10-22,23299000000
2009-10-23,24108600000
2009-10-26,23326600000
2009-10-27,23326600000
2009-10-28,22816000000
2009-10-29,24053400000
2009-10-30,22512400000
2009-11-02,23418600000
2009-11-03,23906200000
2009-11-04,23354200000
2009-11-05,24205200000
2009-11-06,24596200000
2009-11-09,24927400000
2009-11-10,24771000000
2009-11-11,25162000000
2009-11-12,24996400000
2009-11-13,24757200000
2009-11-16,25364400000
2009-11-17,25433400000
2009-11-18,25741600000
2009-11-19,25410400000
2009-11-20,25226400000
2009-11-23,26036000000
2009-11-24,26118800000
2009-11-25,26160200000
2009-11-27,25474800000
2009-11-30,26224600000
2009-12-01,25870400000
2009-12-02,25985400000
2009-12-03,24329400000
2009-12-04,24596200000
2009-12-07,23933800000
2009-12-08,24610000000
2009-12-09,25001000000
2009-12-10,24449000000
2009-12-11,24265000000
2009-12-14,24545600000
2009-12-15,23837200000
2009-12-16,23920000000
2009-12-17,24278800000
2009-12-18,24904400000
2009-12-21,25024000000
2009-12-22,24918200000
2009-12-23,24633000000
2009-12-24,25005600000
2009-12-28,24697400000
2009-12-29,24481200000
2009-12-30,24495000000
2009-12-31,26289420000
2010-01-04,26647980000
2010-01-05,26916900000
2010-01-06,26916900000
2010-01-07,28376040000
2010-01-08,28450740000
2010-01-11,28530420000
2010-01-12,28236600000
2010-01-13,28405920000
2010-01-14,28804320000
2010-01-15,28226640000
2010-01-19,28799340000
2010-01-20,29277420000
2010-01-21,27738600000
2010-01-22,26702760000
2010-01-25,26896980000
2010-01-26,26224680000
2010-01-27,27071280000
2010-01-28,26961720000
2010-01-29,27604140000
2010-02-01,27818280000
2010-02-02,27215700000
2010-02-03,26747580000
2010-02-04,25412940000
2010-02-05,25791420000
2010-02-08,25273500000
2010-02-09,25427880000
2010-02-10,25537440000
2010-02-11,25597200000
2010-02-12,25656960000
2010-02-16,26115120000
2010-02-17,25821300000
2010-02-18,25831260000
2010-02-19,25746600000
2010-02-22,26478660000
2010-02-23,26174880000
2010-02-24,26782440000
2010-02-25,26712720000
2010-02-26,26772480000
2010-03-01,26797380000
2010-03-02,26647980000
2010-03-03,26767500000
2010-03-04,26991600000
2010-03-05,27673860000
2010-03-08,27653940000
2010-03-09,27982620000
2010-03-10,28585200000
2010-03-11,29103120000
2010-03-12,28814280000
2010-03-15,28535400000
2010-03-16,29192760000
2010-03-17,29860080000
2010-03-18,29481600000
2010-03-19,29685780000
2010-03-22,29805300000
2010-03-23,29785380000
2010-03-24,29815260000
2010-03-25,29845140000
2010-03-26,29665860000
2010-03-29,29616060000
2010-03-30,29227620000
2010-03-31,31282800000
2010-04-01,31565760000
2010-04-05,32309840000
2010-04-06,32791920000
2010-04-07,32750000000
2010-04-08,33588399999
2010-04-09,33955200000
2010-04-12,34201479999
2010-04-13,33336880000
2010-04-14,34143840000
2010-04-15,33619840000
2010-04-16,33022480000
2010-04-19,33274000000
2010-04-20,34018080000
2010-04-21,34217200000
2010-04-22,36061680000
2010-04-23,36491360000
2010-04-26,34987480000
2010-04-27,34631160000
2010-04-28,34306280000
2010-04-29,34615440000
2010-04-30,35218040000
2010-05-03,35930680000
2010-05-04,34825040000
2010-05-05,35417160000
2010-05-06,33750840000
2010-05-07,33609360000
2010-05-10,35548160000
2010-05-11,35951640000
2010-05-12,35904480000
2010-05-13,35102760000
2010-05-14,34379640000
2010-05-17,34505400000
2010-05-18,33368320000
2010-05-19,32896720000
2010-05-20,31728200000
2010-05-21,32886240000
2010-05-24,31733440000
2010-05-25,32383200000
2010-05-26,32294120000
2010-05-27,33782280000
2010-05-28,32881000000
2010-06-01,32047840000
2010-06-02,33373560000
2010-06-03,32508960000
2010-06-04,30748320000
2010-06-07,30554440000
2010-06-08,31041760000
2010-06-09,30397240000
2010-06-10,31743920000
2010-06-11,32095000000
2010-06-14,31544800000
2010-06-15,32467040000
2010-06-16,32671400000
2010-06-17,32587560000
2010-06-18,32896720000
2010-06-21,32419880000
2010-06-22,31770120000
2010-06-23,31812040000
2010-06-24,30952680000
2010-06-25,31979720000
2010-06-28,31350920000
2010-06-29,30171920000
2010-06-30,29549500000
2010-07-01,29455360000
2010-07-02,29115410000
2010-07-06,29675020000
2010-07-07,31981450000
2010-07-08,31976220000
2010-07-09,32368470000
2010-07-12,32159270000
2010-07-13,32813020000
2010-07-14,32054670000
2010-07-15,31840240000
2010-07-16,30454290000
2010-07-19,30318310000
2010-07-20,30825620000
2010-07-21,30616420000
2010-07-22,31264940000
2010-07-23,31913460000
2010-07-26,32347550000
2010-07-27,32059900000
2010-07-28,31186490000
2010-07-29,31170800000
2010-07-30,31060970000
2010-08-02,31882080000
2010-08-03,31563050000
2010-08-04,31552590000
2010-08-05,31468910000
2010-08-06,30768090000
2010-08-09,30344460000
2010-08-10,30705330000
2010-08-11,29680250000
2010-08-12,29335070000
2010-08-13,28812070000
2010-08-16,29099720000
2010-08-17,28984660000
2010-08-18,29423980000
2010-08-19,28393670000
2010-08-20,27577790000
2010-08-23,27274450000
2010-08-24,26442880000
2010-08-25,26432420000
2010-08-26,26427190000
2010-08-27,27180310000
2010-08-30,26338280000
2010-08-31,26667770000
2010-09-01,27818370000
2010-09-02,28299530000
2010-09-03,28728390000
2010-09-07,27708540000
2010-09-08,28210620000
2010-09-09,28608100000
2010-09-10,28639480000
2010-09-13,29465820000
2010-09-14,28911440000
2010-09-15,28676090000
2010-09-16,28487810000
2010-09-17,28425050000
2010-09-20,28231540000
2010-09-21,27483650000
2010-09-22,26814210000
2010-09-23,26897890000
2010-09-24,27760840000
2010-09-27,26918810000
2010-09-28,27457500000
2010-09-29,27091400000
2010-09-30,27200840000
2010-10-01,27688160000
2010-10-04,27300400000
2010-10-05,28023520000
2010-10-06,28180720000
2010-10-07,27824400000
2010-10-08,27813920000
2010-10-11,27688160000
2010-10-12,27798200000
2010-10-13,27730080000
2010-10-14,27117000000
2010-10-15,26891680000
2010-10-18,27777240000
2010-10-19,27792960000
2010-10-20,27635760000
2010-10-21,28065440000
2010-10-22,28673280000
2010-10-25,28296000000
2010-10-26,28296000000
2010-10-27,28165000000
2010-10-28,28107360000
2010-10-29,28243600000
2010-11-01,27861080000
2010-11-02,27719600000
2010-11-03,28327440000
2010-11-04,29307320000
2010-11-05,30606840000
2010-11-08,30208600000
2010-11-09,29475000000
2010-11-10,30035680000
2010-11-11,30292440000
2010-11-12,29679360000
2010-11-15,29847040000
2010-11-16,29139640000
2010-11-17,29029600000
2010-11-18,29464520000
2010-11-19,29495960000
2010-11-22,29123920000
2010-11-23,28636600000
2010-11-24,28641840000
2010-11-26,28358880000
2010-11-29,28463680000
2010-11-30,28217400000
2010-12-01,28909080000
2010-12-02,29642680000
2010-12-03,30004240000
2010-12-06,30030440000
2010-12-07,30318640000
2010-12-08,31534320000
2010-12-09,32262680000
2010-12-10,31791080000
2010-12-13,31440000000
2010-12-14,31654840000
2010-12-15,30685440000
2010-12-16,30612080000
2010-12-17,30654000000
2010-12-20,30722120000
2010-12-21,31497640000
2010-12-22,31764880000
2010-12-23,31497640000
2010-12-27,31649600000
2010-12-28,31853960000
2010-12-29,32063560000
2010-12-30,31901120000
2010-12-31,31938720000
2011-01-03,32327960000
2011-01-04,31891380000
2011-01-05,32506800000
2011-01-06,32759280000
2011-01-07,32580440000
2011-01-10,32412120000
2011-01-11,32464720000
2011-01-12,32717200000
2011-01-13,32154380000
2011-01-14,33779720000
2011-01-18,33264240000
2011-01-19,32512060000
2011-01-20,32086000000
2011-01-21,31996580000
2011-01-24,31812480000
2011-01-25,32022880000
2011-01-26,32175420000
2011-01-27,32438420000
2011-01-28,31617860000
2011-01-31,31560000000
2011-02-01,32764540000
2011-02-02,32785580000
2011-02-03,32669860000
2011-02-04,32612000000
2011-02-07,33006500000
2011-02-08,33827060000
2011-02-09,33774459999
2011-02-10,33585100000
2011-02-11,33921739999
2011-02-14,34158440000
2011-02-15,33984860000
2011-02-16,34132140000
2011-02-17,33679780000
2011-02-18,33658740000
2011-02-22,32538360000
2011-02-23,32380560000
2011-02-24,32175420000
2011-02-25,32548880000
2011-02-28,32454200000
2011-03-01,31744100000
2011-03-02,31554740000
2011-03-03,32059700000
2011-03-04,32059700000
2011-03-07,31928200000
2011-03-08,33332620000
2011-03-09,33190600000
2011-03-10,32722460000
2011-03-11,33090660000
2011-03-14,32906560000
2011-03-15,32680380000
2011-03-16,31959760000
2011-03-17,32617260000
2011-03-18,33011760000
2011-03-21,32769800000
2011-03-22,32312180000
2011-03-23,32228020000
2011-03-24,32301660000
2011-03-25,32491020000
2011-03-28,32333220000
2011-03-29,32627780000
2011-03-30,33101180000
2011-03-31,33006760000
2011-04-01,33389280000
2011-04-04,33326400000
2011-04-05,33017240000
2011-04-06,33415480000
2011-04-07,33268760000
2011-04-08,33132520000
2011-04-11,33148240000
2011-04-12,33080120000
2011-04-13,32770960000
2011-04-14,32419880000
2011-04-15,32435600000
2011-04-18,31948280000
2011-04-19,31948280000
2011-04-20,31833000000
2011-04-21,32288880000
2011-04-25,32058320000
2011-04-26,32493240000
2011-04-27,32619000000
2011-04-28,32755240000
2011-04-29,32666160000
2011-05-02,32954360000
2011-05-03,33604119999
2011-05-04,33279240000
2011-05-05,32750000000
2011-05-06,32760480000
2011-05-09,32529920000
2011-05-10,33253040000
2011-05-11,33242560000
2011-05-12,33111560000
2011-05-13,32383200000
2011-05-16,32435600000
2011-05-17,32886240000
2011-05-18,33027720000
2011-05-19,32996280000
2011-05-20,32315080000
2011-05-23,32011160000
2011-05-24,31796320000
2011-05-25,32021640000
2011-05-26,32351760000
2011-05-27,32770960000
2011-05-31,32708080000
2011-06-01,31424280000
2011-06-02,31539560000
2011-06-03,31094160000
2011-06-06,31005080000
2011-06-07,31225160000
2011-06-08,31020800000
2011-06-09,30989360000
2011-06-10,30952680000
2011-06-13,31047000000
2011-06-14,31366640000
2011-06-15,30654000000
2011-06-16,31162280000
2011-06-17,30281960000
2011-06-20,29689840000
2011-06-21,29815600000
2011-06-22,29663640000
2011-06-23,29705560000
2011-06-24,29663640000
2011-06-27,30313400000
2011-06-28,30344840000
2011-06-29,30884560000
2011-06-30,31235640000
2011-07-01,31906360000
2011-07-05,31581480000
2011-07-06,31324720000
2011-07-07,31749160000
2011-07-08,31350920000
2011-07-11,30643520000
2011-07-12,30418200000
2011-07-13,30397240000
2011-07-14,30004240000
2011-07-15,29773680000
2011-07-18,29307320000
2011-07-19,29254920000
2011-07-20,29129160000
2011-07-21,29747480000
2011-07-22,29653160000
2011-07-25,29611240000
2011-07-26,29249680000
2011-07-27,28558000000
2011-07-28,28605160000
2011-07-29,28447960000
2011-08-01,28767600000
2011-08-02,27887280000
2011-08-03,28185960000
2011-08-04,26896920000
2011-08-05,26818320000
2011-08-08,24622760000
2011-08-09,25843680000
2011-08-10,23726720000
2011-08-11,24968600000
2011-08-12,24565120000
2011-08-15,25036720000
2011-08-16,24648960000
2011-08-17,24790440000
2011-08-18,23580000000
2011-08-19,22594880000
2011-08-22,22521520000
2011-08-23,23580000000
2011-08-24,24559880000
2011-08-25,24407920000
2011-08-26,24544160000
2011-08-29,25838440000
2011-08-30,25812240000
2011-08-31,26273360000
2011-09-01,25434960000
2011-09-02,24224520000
2011-09-06,24104000000
2011-09-07,25717920000
2011-09-08,25047200000
2011-09-09,24303120000
2011-09-12,25241080000
2011-09-13,25487360000
2011-09-14,26074240000
2011-09-15,26865480000
2011-09-16,26902160000
2011-09-19,26168560000
2011-09-20,26299560000
2011-09-21,24989560000
2011-09-22,24491760000
2011-09-23,24779960000
2011-09-26,25896080000
2011-09-27,25780800000
2011-09-28,25099600000
2011-09-29,26089960000
2011-09-30,25251560000
2011-10-03,24229760000
2011-10-04,24413160000
2011-10-05,24738040000
2011-10-06,25817480000
2011-10-07,25021000000
2011-10-10,26357200000
2011-10-11,26147600000
2011-10-12,27232280000
2011-10-13,26870720000
2011-10-14,26807840000
2011-10-17,25681240000
2011-10-18,26839280000
2011-10-19,26896920000
2011-10-20,27824400000
2011-10-21,28327440000
2011-10-24,28809520000
2011-10-25,27782480000
2011-10-26,28238360000
2011-10-27,29328280000
2011-10-28,28856680000
2011-10-31,28144040000
2011-11-01,26923120000
2011-11-02,27562400000
2011-11-03,27986840000
2011-11-04,27599080000
2011-11-07,28170240000
2011-11-08,28589440000
2011-11-09,27148440000
2011-11-10,27588600000
2011-11-11,28227880000
2011-11-14,27672440000
2011-11-15,28091640000
2011-11-16,27677680000
2011-11-17,27258480000
2011-11-18,27609560000
2011-11-21,26708280000
2011-11-22,26310040000
2011-11-23,25613120000
2011-11-25,25712680000
2011-11-28,26331000000
2011-11-29,26634920000
2011-11-30,28406040000
2011-12-01,28018280000
2011-12-02,28280280000
2011-12-05,28914320000
2011-12-06,28804280000
2011-12-07,29323040000
2011-12-08,28505600000
2011-12-09,29296840000
2011-12-12,28620880000
2011-12-13,28217400000
2011-12-14,28322200000
2011-12-15,28243600000
2011-12-16,28867160000
2011-12-19,28495120000
2011-12-20,29422600000
2011-12-21,29805120000
2011-12-22,30392000000
2011-12-23,30690680000
2011-12-27,30585880000
2011-12-28,30119520000
2011-12-29,30549200000
2011-12-30,30219080000
2012-01-03,31049780000
2012-01-04,31149720000
2012-01-05,31460060000
2012-01-06,31512660000
2012-01-09,31770400000
2012-01-10,32385820000
2012-01-11,32427900000
2012-01-12,32659340000
2012-01-13,32469980000
2012-01-17,32212240000
2012-01-18,31370640000
2012-01-19,31244400000
2012-01-20,31365380000
2012-01-23,31417980000
2012-01-24,31307520000
2012-01-25,31360120000
2012-01-26,30981400000
2012-01-27,31076080000
2012-01-30,31044520000
2012-01-31,30991920000
2012-02-01,31486360000
2012-02-02,31460060000
2012-02-03,32717200000
2012-02-06,32122820000
2012-02-07,31928200000
2012-02-08,31786180000
2012-02-09,31765140000
2012-02-10,31386420000
2012-02-13,31607340000
2012-02-14,31328560000
2012-02-15,31302260000
2012-02-16,31928200000
2012-02-17,32159640000
2012-02-21,32222760000
2012-02-22,31407460000
2012-02-23,31391680000
2012-02-24,31233880000
2012-02-27,31254920000
2012-02-28,31318040000
2012-02-29,31307520000
2012-03-01,31712540000
2012-03-02,31354860000
2012-03-05,30907760000
2012-03-06,30055640000
2012-03-07,30465920000
2012-03-08,30891980000
2012-03-09,31244400000
2012-03-12,31297000000
2012-03-13,32580440000
2012-03-14,32270100000
2012-03-15,33138000000
2012-03-16,33358920000
2012-03-19,33474640000
2012-03-20,33395740000
2012-03-21,33374700000
2012-03-22,32927600000
2012-03-23,33327360000
2012-03-26,33658740000
2012-03-27,33195860000
2012-03-28,34032200000
2012-03-29,33637700000
2012-03-30,33921739999
2012-04-02,34107440000
2012-04-03,34096900000
2012-04-04,33659490000
2012-04-05,33480310000
2012-04-09,33011280000
2012-04-10,32542250000
2012-04-11,32921690000
2012-04-12,33417070000
2012-04-13,32294560000
2012-04-16,32747780000
2012-04-17,33417070000
2012-04-18,33612060000
2012-04-19,34044199999
2012-04-20,34455260000
2012-04-23,34244460000
2012-04-24,34555390000
2012-04-25,34919020000
2012-04-26,35424940000
2012-04-27,35166710000
2012-04-30,34950640000
2012-05-01,35482910000
2012-05-02,35166710000
2012-05-03,34924290000
2012-05-04,34392020000
2012-05-07,34808350000
2012-05-08,34724030000
2012-05-09,34060009999
2012-05-10,34534310000
2012-05-11,34507960000
2012-05-14,33865020000
2012-05-15,33406530000
2012-05-16,32948040000
2012-05-17,32484280000
2012-05-18,32320910000
2012-05-21,32811020000
2012-05-22,32684540000
2012-05-23,32626570000
2012-05-24,32779400000
2012-05-25,32721430000
2012-05-29,33095600000
2012-05-30,32331450000
2012-05-31,32368340000
2012-06-01,30602890000
2012-06-04,29954680000
2012-06-05,30160210000
2012-06-06,30934900000
2012-06-07,30898010000
2012-06-08,31277450000
2012-06-11,30655590000
2012-06-12,30302500000
2012-06-13,30465870000
2012-06-14,30513300000
2012-06-15,31098270000
2012-06-18,30597620000
2012-06-19,31377580000
2012-06-20,31546220000
2012-06-21,30903280000
2012-06-22,31172050000
2012-06-25,30861120000
2012-06-26,31019220000
2012-06-27,31409200000
2012-06-28,31361770000
2012-06-29,32204970000
2012-07-02,32343740000
2012-07-03,32685640000
2012-07-05,32133340000
2012-07-06,31928200000
2012-07-09,31686240000
2012-07-10,31381160000
2012-07-11,32301660000
2012-07-12,31744100000
2012-07-13,32306920000
2012-07-16,32143860000
2012-07-17,32396340000
2012-07-18,32091260000
2012-07-19,32254320000
2012-07-20,31107640000
2012-07-23,30302860000
2012-07-24,30176620000
2012-07-25,30334420000
2012-07-26,30739440000
2012-07-27,31328560000
2012-07-30,31465320000
2012-07-31,31086600000
2012-08-01,31086600000
2012-08-02,30771000000
2012-08-03,31691500000
2012-08-06,31628380000
2012-08-07,31965020000
2012-08-08,32107040000
2012-08-09,31965020000
2012-08-10,31943980000
2012-08-13,31780920000
2012-08-14,31786180000
2012-08-15,32070220000
2012-08-16,32375300000
2012-08-17,32638300000
2012-08-20,32448940000
2012-08-21,32717200000
2012-08-22,32696160000
2012-08-23,32522580000
2012-08-24,32638300000
2012-08-27,32617260000
2012-08-28,32596220000
2012-08-29,32911820000
2012-08-30,32633040000
2012-08-31,32696160000
2012-09-04,32790840000
2012-09-05,32527840000
2012-09-06,33143260000
2012-09-07,33558800000
2012-09-10,33600880000
2012-09-11,33642960000
2012-09-12,33742900000
2012-09-13,34579240000
2012-09-14,35126280000
2012-09-17,34537160000
2012-09-18,34542420000
2012-09-19,34800160000
2012-09-20,34579240000
2012-09-21,34637100000
2012-09-24,34500340000
2012-09-25,33948040000
2012-09-26,33406260000
2012-09-27,33574580000
2012-09-28,33190600000
2012-10-01,33011760000
2012-10-02,33632440000
2012-10-03,33863879999
2012-10-04,34058500000
2012-10-05,34084800000
2012-10-08,33921739999
2012-10-09,33874400000
2012-10-10,33953300000
2012-10-11,34163700000
2012-10-12,32995980000
2012-10-15,33101180000
2012-10-16,31770400000
2012-10-17,31439020000
2012-10-18,31475840000
2012-10-19,31254920000
2012-10-22,31081340000
2012-10-23,30844640000
2012-10-24,30508000000
2012-10-25,30739440000
2012-10-26,30381760000
2012-10-31,30613200000
2012-11-01,31165500000
2012-11-02,31133940000
2012-11-05,30891980000
2012-11-06,31076080000
2012-11-07,29771600000
2012-11-08,29587500000
2012-11-09,29592760000
2012-11-12,29619060000
2012-11-13,28908960000
2012-11-14,28240940000
2012-11-15,28598620000
2012-11-16,28582840000
2012-11-19,28882660000
2012-11-20,28824800000
2012-11-21,28830060000
2012-11-23,29324500000
2012-11-26,29219300000
2012-11-27,28945780000
2012-11-28,29114100000
2012-11-29,29114100000
2012-11-30,29529640000
2012-12-03,29093060000
2012-12-04,28972080000
2012-12-05,29398140000
2012-12-06,29103580000
2012-12-07,29350800000
2012-12-10,29392880000
2012-12-11,29582240000
2012-12-12,29824200000
2012-12-13,29740040000
2012-12-14,29377100000
2012-12-17,30439620000
2012-12-18,31307520000
2012-12-19,30839380000
2012-12-20,31123420000
2012-12-21,30671060000
2012-12-24,30807820000
2012-12-26,30534300000
2012-12-27,30481700000
2012-12-28,30223960000
2012-12-31,30671060000
2013-01-02,31318040000
2013-01-03,31428500000
2013-01-04,31812480000
2013-01-07,32101780000
2013-01-08,31691500000
2013-01-09,31649420000
2013-01-10,32159640000
2013-01-11,31586300000
2013-01-14,31270700000
2013-01-15,31439020000
2013-01-16,31444280000
2013-01-17,32617260000
2013-01-18,32527840000
2013-01-22,32675120000
2013-01-23,32527840000
2013-01-24,32538360000
2013-01-25,32596220000
2013-01-28,32596220000
2013-01-29,32564660000
2013-01-30,32517320000
2013-01-31,32506800000
2013-02-01,33243200000
2013-02-04,32869740000
2013-02-05,33237940000
2013-02-06,33316840000
2013-02-07,33479900000
2013-02-08,33322100000
2013-02-11,33664000000
2013-02-12,34069019999
2013-02-13,33753420000
2013-02-14,33595620000
2013-02-15,33595620000
2013-02-19,33406260000
2013-02-20,33227420000
2013-02-21,32817140000
2013-02-22,33085400000
2013-02-25,31991320000
2013-02-26,32159640000
2013-02-27,32443680000
2013-02-28,32817140000
2013-03-01,33022280000
2013-03-04,33411520000
2013-03-05,33485160000
2013-03-06,33748160000
2013-03-07,34090060000
2013-03-08,34200519999
2013-03-11,34647620000
2013-03-12,34410920000
2013-03-13,34679180000
2013-03-14,34852760000
2013-03-15,35136800000
2013-03-18,34847500000
2013-03-19,34847500000
2013-03-20,35084200000
2013-03-21,34731780000
2013-03-22,34826460000
2013-03-25,34789640000
2013-03-26,34863280000
2013-03-27,34815940000
2013-03-28,34979000000
2013-04-01,34737120000
2013-04-02,35275680000
2013-04-03,34388640000
2013-04-04,34636800000
2013-04-05,34446720000
2013-04-08,34884960000
2013-04-09,35032800000
2013-04-10,35476320000
2013-04-11,35539680000
2013-04-12,34747680000
2013-04-15,33660000000
2013-04-16,34209120000
2013-04-17,34346400000
2013-04-18,34446720000
2013-04-19,34441440000
2013-04-22,34536480000
2013-04-23,35486880000
2013-04-24,36136320000
2013-04-25,36273600000
2013-04-26,35956800000
2013-04-29,36120480000
2013-04-30,35840640000
2013-05-01,35465760000
2013-05-02,35471040000
2013-05-03,35962080000
2013-05-06,36041280000
2013-05-07,36305280000
2013-05-08,36416160000
2013-05-09,36284160000
2013-05-10,36204960000
2013-05-13,36305280000
2013-05-14,37049760000
2013-05-15,37408800000
2013-05-16,37202880000
2013-05-17,37757280000
2013-05-20,37635840000
2013-05-21,38121600000
2013-05-22,37614720000
2013-05-23,37456320000
2013-05-24,37546080000
2013-05-28,37503840000
2013-05-29,37910400000
2013-05-30,38480640000
2013-05-31,37825920000
2013-06-03,37926240000
2013-06-04,37535520000
2013-06-05,36870240000
2013-06-06,37102560000
2013-06-07,37540800000
2013-06-10,38507040000
2013-06-11,37884000000
2013-06-12,37403520000
2013-06-13,37889280000
2013-06-14,37488000000
2013-06-17,37641120000
2013-06-18,37878720000
2013-06-19,37424640000
2013-06-20,37514400000
2013-06-21,37862880000
2013-06-24,37239840000
2013-06-25,38385600000
2013-06-26,38639040000
2013-06-27,38876640000
2013-06-28,38501760000
2013-07-01,38876210000
2013-07-02,39066650000
2013-07-03,39130130000
2013-07-05,40161680000
2013-07-08,40389150000
2013-07-09,40341540000
2013-07-10,39458110000
2013-07-11,39198900000
2013-07-12,39627390000
2013-07-15,39706740000
2013-07-16,39410500000
2013-07-17,38907950000
2013-07-18,40156390000
2013-07-19,40833510000
2013-07-22,40828220000
2013-07-23,40807060000
2013-07-24,40785900000
2013-07-25,40204000000
2013-07-26,40151100000
2013-07-29,40135230000
2013-07-30,39960660000
2013-07-31,40230450000
2013-08-01,41076850000
2013-08-02,40960470000
2013-08-05,40817640000
2013-08-06,40484370000
2013-08-07,40092910000
2013-08-08,40320380000
2013-08-09,40182840000
2013-08-12,40262190000
2013-08-13,40193420000
2013-08-14,40140520000
2013-08-15,39632680000
2013-08-16,39627390000
2013-08-19,39108970000
2013-08-20,39458110000
2013-08-21,39357600000
2013-08-22,39669710000
2013-08-23,39685580000
2013-08-26,39257090000
2013-08-27,38214960000
2013-08-28,38378950000
2013-08-29,38394820000
2013-08-30,38230830000
2013-09-03,38341920000
2013-09-04,38373660000
2013-09-05,38802150000
2013-09-06,38717510000
2013-09-09,38590550000
2013-09-10,38960850000
2013-09-11,38913240000
2013-09-12,38675190000
2013-09-13,38749250000
2013-09-16,39246510000
2013-09-17,39553330000
2013-09-18,39357600000
2013-09-19,39172450000
2013-09-20,39172450000
2013-09-23,38595840000
2013-09-24,38468880000
2013-09-25,38643450000
2013-09-26,38320760000
2013-09-27,38421270000
2013-09-30,38398500000
2013-10-01,38515100000
2013-10-02,38520400000
2013-10-03,38382600000
2013-10-04,38674100000
2013-10-07,38096400000
2013-10-08,37598200000
2013-10-09,37561100000
2013-10-10,38488600000
2013-10-11,38668800000
2013-10-14,38679400000
2013-10-15,38430300000
2013-10-16,39151100000
2013-10-17,39580400000
2013-10-18,39771200000
2013-10-21,39813600000
2013-10-22,40046800000
2013-10-23,39877200000
2013-10-24,39654600000
2013-10-25,39940800000
2013-10-28,40015000000
2013-10-29,39856000000
2013-10-30,39649300000
2013-10-31,38970900000
2013-11-01,38886100000
2013-11-04,38780100000
2013-11-05,38843700000
2013-11-06,39156400000
2013-11-07,38637000000
2013-11-08,40025600000
2013-11-11,39972600000
2013-11-12,39315400000
2013-11-13,39363100000
2013-11-14,39580400000
2013-11-15,39824200000
2013-11-18,39914300000
2013-11-19,40015000000
2013-11-20,39856000000
2013-11-21,40454900000
2013-11-22,40714600000
2013-11-25,40449600000
