,META
2021-08-20,1026101794993
2021-08-23,1037465807415
2021-08-24,1043633211141
2021-08-25,1051856416110
2021-08-26,1040406745303
2021-08-27,1063962801202
2021-08-30,1086890695611
2021-08-31,1083235937848
2021-09-01,1090859534121
2021-09-02,1071529291885
2021-09-03,1074327465798
2021-09-07,1091230720456
2021-09-08,1078067881947
2021-09-09,1079295652134
2021-09-10,1081265794991
2021-09-13,1075041285674
2021-09-14,1075098391264
2021-09-15,1067646111761
2021-09-16,1065190571389
2021-09-17,1041377540334
2021-09-20,1015622919217
2021-09-21,1020705316732
2021-09-22,979960478224
2021-09-23,987812496857
2021-09-24,1007799453378
2021-09-27,1009569726670
2021-09-28,972650962696
2021-09-29,969681472013
2021-09-30,949300186348
2021-10-01,959425607470
2021-10-04,912490644369
2021-10-05,931314977007
2021-10-06,933216989815
2021-10-07,920853906566
2021-10-08,923175481022
2021-10-11,910308923796
2021-10-12,905609833330
2021-10-13,907763583127
2021-10-14,918923922982
2021-10-15,908378940212
2021-10-18,937972021833
2021-10-19,950978432943
2021-10-20,953188124293
2021-10-21,956264909717
2021-10-22,907959378563
2021-10-25,919371455408
2021-10-26,883345095172
2021-10-27,873303586380
2021-10-28,886449851373
2021-10-29,905050417799
2021-11-01,922979685586
2021-11-02,917665238036
2021-11-03,927566892945
2021-11-04,939398531439
2021-11-05,954167101473
2021-11-08,947146436551
2021-11-09,938055934163
2021-11-10,916434523867
2021-11-11,916714231632
2021-11-12,953495802835
2021-11-15,972152310814
2021-11-16,959285753587
2021-11-17,953160153516
2021-11-18,947342231988
2021-11-19,965830915307
2021-11-22,953831452154
2021-11-23,943314440160
2021-11-24,953971306037
2021-11-26,931762509432
2021-11-29,945496160733
2021-11-30,907539816914
2021-12-01,868772320574
2021-12-02,868184934266
2021-12-03,858255308580
2021-12-06,889107075148
2021-12-07,902924638778
2021-12-08,924601990628
2021-12-09,922532153161
2021-12-10,922336357725
2021-12-13,935594505824
2021-12-14,933496697580
2021-12-15,955649552632
2021-12-16,936741307664
2021-12-17,933636551463
2021-12-20,910308923796
2021-12-21,934783353303
2021-12-22,924294312086
2021-12-23,937692314067
2021-12-27,968292343646
2021-12-28,968404226752
2021-12-29,959229812034
2021-12-30,963201662308
2021-12-31,916553750000
2022-01-03,922521500000
2022-01-04,917044249999
2022-01-05,883363250000
2022-01-06,905953500000
2022-01-07,904127750000
2022-01-10,893990750000
2022-01-11,911158250000
2022-01-12,908133500000
2022-01-13,889658000000
2022-01-14,904427499999
2022-01-18,866958749999
2022-01-19,870882749999
2022-01-20,862626000000
2022-01-21,826138250000
2022-01-24,841234750000
2022-01-25,817908749999
2022-01-26,802866750000
2022-01-27,802894000000
2022-01-28,822159750000
2022-01-31,853633500000
2022-02-01,869275000000
2022-02-02,880175000000
2022-02-03,647896000000
2022-02-04,646070250000
2022-02-07,612879750000
2022-02-08,599990500000
2022-02-09,632200000000
2022-02-10,621490750000
2022-02-11,598273750000
2022-02-14,593232500000
2022-02-15,602225000000
2022-02-16,590071500000
2022-02-17,566009750000
2022-02-18,561786000000
2022-02-22,550668000000
2022-02-23,540776249999
2022-02-24,565710000000
2022-02-25,573558000000
2022-02-28,575056750000
2022-03-01,554510250000
2022-03-02,567099750000
2022-03-03,553093250000
2022-03-04,545163500000
2022-03-07,510855750000
2022-03-08,518540250000
2022-03-09,540912500000
2022-03-10,531947250000
2022-03-11,511237250000
2022-03-14,508566750000
2022-03-15,523281750000
2022-03-16,554891750000
2022-03-17,566364000000
2022-03-18,589935250000
2022-03-21,576310250000
2022-03-22,590371250000
2022-03-23,581678500000
2022-03-24,598328250000
2022-03-25,604459500000
2022-03-28,609282750000
2022-03-29,626368500000
2022-03-30,620891250000
2022-03-31,601261440000
2022-04-01,607994400000
2022-04-04,632438560000
2022-04-05,626895360000
2022-04-06,603803200000
2022-04-07,602856800000
2022-04-08,601180320000
2022-04-11,585307840000
2022-04-12,579034560000
2022-04-13,581332960000
2022-04-14,568326720000
2022-04-18,569922080000
2022-04-19,587606240000
2022-04-20,541935679999
2022-04-21,508541280000
2022-04-22,497833440000
2022-04-25,505620960000
2022-04-26,489288799999
2022-04-27,473064799999
2022-04-28,556293920000
2022-04-29,542070880000
2022-05-02,570895520000
2022-05-03,573329120000
2022-05-04,604100640000
2022-05-05,563189120000
2022-05-06,550994080000
2022-05-09,530551840000
2022-05-10,534445600000
2022-05-11,510352960000
2022-05-12,517112960000
2022-05-13,537068480000
2022-05-16,540908160000
2022-05-17,547884480000
2022-05-18,519816960000
2022-05-19,517248160000
2022-05-20,523332160000
2022-05-23,530605920000
2022-05-24,490181120000
2022-05-25,497076320000
2022-05-26,518167520000
2022-05-27,527631520000
2022-05-31,523602559999
2022-06-01,510082559999
2022-06-02,537717440000
2022-06-03,515869120000
2022-06-06,525252000000
2022-06-07,529037600000
2022-06-08,531714559999
2022-06-09,497536000000
2022-06-10,474741280000
2022-06-13,444159040000
2022-06-14,442725920000
2022-06-15,457922400000
2022-06-16,434992480000
2022-06-17,442752960000
2022-06-21,424663200000
2022-06-22,421418400000
2022-06-23,429260000000
2022-06-24,460112640000
2022-06-27,458300960000
2022-06-28,434478720000
2022-06-29,443293760000
2022-06-30,432472500000
2022-07-01,429200460000
2022-07-05,451085580000
2022-07-06,455323140000
2022-07-07,461813580000
2022-07-08,458300160000
2022-07-11,436844160000
2022-07-12,437890140000
2022-07-13,438480180000
2022-07-14,423890100000
2022-07-15,441725400000
2022-07-18,448510860000
2022-07-19,471441960000
2022-07-20,491047380000
2022-07-21,491261939999
2022-07-22,453982140000
2022-07-25,446955300000
2022-07-26,426840300000
2022-07-27,454813560000
2022-07-28,431051040000
2022-07-29,426706200000
2022-08-01,428932260000
2022-08-02,429629580000
2022-08-03,452721600000
2022-08-04,457468740000
2022-08-05,448189020000
2022-08-08,456610500000
2022-08-09,451997460000
2022-08-10,478307880000
2022-08-11,476028180000
2022-08-12,484101000000
2022-08-15,485146979999
2022-08-16,481338540000
2022-08-17,468947700000
2022-08-18,468438120000
2022-08-19,450468720000
2022-08-22,437300100000
2022-08-23,432097020000
2022-08-24,437863320000
2022-08-25,452667960000
2022-08-26,433893960000
2022-08-29,426893939999
2022-08-30,421503120000
2022-08-31,436978260000
2022-09-01,443495520000
2022-09-02,429978240000
2022-09-06,425204280000
2022-09-07,430165979999
2022-09-08,434644920000
2022-09-09,453660300000
2022-09-12,453150720000
2022-09-13,410694660000
2022-09-14,406242540000
2022-09-15,401093100000
2022-09-16,392349780000
2022-09-19,396989640000
2022-09-20,391813380000
2022-09-21,381165840000
2022-09-22,383043240000
2022-09-23,376579620000
2022-09-26,365744340000
2022-09-27,360460800000
2022-09-28,379798020000
2022-09-29,365851620000
2022-09-30,357923840000
2022-10-03,365653180000
2022-10-04,370058640000
2022-10-05,366629240000
2022-10-06,366866660000
2022-10-07,352041100000
2022-10-10,352938020000
2022-10-11,339088520000
2022-10-12,336345000000
2022-10-13,343705020000
2022-10-14,334392880000
2022-10-17,353597520000
2022-10-18,350326400000
2022-10-19,351460740000
2022-10-20,346976140000
2022-10-21,342966380000
2022-10-24,342201360000
2022-10-25,362751380000
2022-10-26,342465160000
2022-10-27,258365720000
2022-10-28,261689600000
2022-10-31,245756080000
2022-11-01,251137600000
2022-11-02,238844520000
2022-11-03,234544580000
2022-11-04,239504020000
2022-11-07,255147360000
2022-11-08,254487860000
2022-11-09,267677860000
2022-11-10,295113060000
2022-11-11,298146760000
2022-11-14,301312360000
2022-11-15,308857040000
2022-11-16,298700740000
2022-11-17,294005100000
2022-11-18,295587900000
2022-11-21,289810680000
2022-11-22,293978720000
2022-11-23,296089120000
2022-11-25,293899580000
2022-11-28,286961640000
2022-11-29,288755480000
2022-11-30,311547800000
2022-12-01,317720720000
2022-12-02,325766620000
2022-12-05,322970340000
2022-12-06,301048560000
2022-12-07,300547340000
2022-12-08,304240540000
2022-12-09,305744200000
2022-12-12,302604980000
2022-12-13,316955700000
2022-12-14,320754420000
2022-12-15,306403700000
2022-12-16,315056340000
2022-12-19,301998240000
2022-12-20,308883420000
2022-12-21,315926880000
2022-12-22,308962560000
2022-12-23,311389520000
2022-12-27,308329440000
2022-12-28,305005560000
2022-12-29,317245880000
2022-12-30,317456920000
2023-01-03,322702380000
2023-01-04,329506190000
2023-01-05,328393780000
2023-01-06,336361740000
2023-01-09,334938890000
2023-01-10,344045130000
2023-01-11,343786429999
2023-01-12,353668770000
2023-01-13,354367260000
2023-01-17,350176320000
2023-01-18,344122740000
2023-01-19,352220050000
2023-01-20,360550190000
2023-01-23,370639490000
2023-01-24,370303179999
2023-01-25,366060500000
2023-01-26,381065100000
2023-01-27,392551380000
2023-01-30,380444220000
2023-01-31,385385390000
2023-02-01,396121440000
2023-02-02,488347990000
2023-02-03,482553110000
2023-02-06,481337220000
2023-02-07,495720940000
2023-02-08,474533410000
2023-02-09,460279039999
2023-02-10,450526050000
2023-02-13,464185410000
2023-02-14,464314760000
2023-02-15,458312920000
2023-02-16,446102280000
2023-02-17,447240560000
2023-02-21,445170960000
2023-02-22,442687440000
2023-02-23,445067480000
2023-02-24,440798929999
2023-02-27,438599980000
2023-02-28,452569780000
2023-03-01,448637539999
2023-03-02,451509110000
2023-03-03,479241750000
2023-03-06,478336300000
2023-03-07,477327370000
2023-03-08,478517390000
2023-03-09,470032030000
2023-03-10,464392370000
2023-03-13,467988300000
2023-03-14,501929740000
2023-03-15,511579250000
2023-03-16,530153910000
2023-03-17,506043070000
2023-03-20,511734470000
2023-03-21,522987920000
2023-03-22,516908470000
2023-03-23,528472360000
2023-03-24,532947870000
2023-03-27,524747080000
2023-03-28,519159160000
2023-03-29,531240450000
2023-03-30,537682080000
2023-03-31,544261920000
2023-04-03,547163760000
2023-04-04,551400960000
2023-04-05,543080640000
2023-04-06,554944800000
2023-04-10,551478000000
2023-04-11,549166800000
2023-04-12,549552000000
2023-04-13,565858800000
2023-04-14,568786320000
2023-04-17,562032480000
2023-04-18,559541520000
2023-04-19,553917600000
2023-04-20,547163760000
2023-04-21,546701519999
2023-04-24,546444720000
2023-04-25,532988400000
2023-04-26,537739200000
2023-04-27,612622080000
2023-04-28,617141760000
2023-05-01,624486240000
2023-05-02,614368320000
2023-05-03,608693040000
2023-05-04,599679360000
2023-05-05,597779040000
2023-05-08,599037360000
2023-05-09,599294160000
2023-05-10,598549440000
2023-05-11,605508720000
2023-05-12,600424080000
2023-05-15,613392480000
2023-05-16,613289760000
2023-05-17,622714320000
2023-05-18,633910800000
2023-05-19,630803520000
2023-05-22,637685760000
2023-05-23,633628320000
2023-05-24,639971280000
2023-05-25,648907920000
2023-05-26,672918720000
2023-05-30,674151360000
2023-05-31,679800960000
2023-06-01,700062480000
2023-06-02,700062480000
2023-06-05,696929520000
2023-06-06,696236160000
2023-06-07,676924800000
2023-06-08,679441440000
2023-06-09,680391600000
2023-06-12,696056400000
2023-06-13,696749760000
2023-06-14,701962800000
2023-06-15,723739440000
2023-06-16,721608000000
2023-06-20,730159440000
2023-06-21,723251520000
2023-06-22,731571840000
2023-06-23,741458640000
2023-06-26,715110960000
2023-06-27,737144400000
2023-06-28,732624720000
2023-06-29,722969039999
2023-06-30,739260480000
2023-07-03,736787520000
2023-07-05,758297120000
2023-07-06,752166240000
2023-07-07,748405279999
2023-07-10,757601600000
2023-07-11,768395040000
2023-07-12,796859839999
2023-07-13,807344160000
2023-07-14,795649120000
2023-07-17,800157120000
2023-07-18,803840800000
2023-07-19,814041760000
2023-07-20,779291520000
2023-07-21,758013760000
2023-07-24,751187360000
2023-07-25,758554720000
2023-07-26,769116320000
2023-07-27,802964960000
2023-07-28,838436480000
2023-07-31,820713600000
2023-08-01,831300960000
2023-08-02,809662560000
2023-08-03,806777440000
2023-08-04,800440480000
2023-08-07,815458560000
2023-08-08,805360640000
2023-08-09,786220960000
2023-08-10,787586240000
2023-08-11,777024640000
2023-08-14,788745440000
2023-08-15,777823200000
2023-08-16,758091040000
2023-08-17,734391839999
2023-08-18,729652000000
2023-08-21,746782400000
2023-08-22,740857600000
2023-08-23,757962240000
2023-08-24,738668000000
2023-08-25,735448000000
2023-08-28,747709760000
2023-08-29,767622240000
2023-08-30,760177600000
2023-08-31,762212640000
2023-09-01,763474880000
2023-09-05,773186400000
2023-09-06,770661920000
2023-09-07,769373920000
2023-09-08,767364640000
2023-09-11,792274560000
2023-09-12,777076160000
2023-09-13,785834560000
2023-09-14,802990720000
2023-09-15,773598560000
2023-09-18,779368800000
2023-09-19,785860320000
2023-09-20,771949920000
2023-09-21,761800480000
2023-09-22,770430080000
2023-09-25,774938080000
2023-09-26,770120960000
2023-09-27,766978240000
2023-09-28,783000960000
2023-09-29,773340960000
2023-10-02,787300120000
2023-10-03,772212040000
2023-10-04,784118280000
2023-10-05,782091140000
2023-10-06,809393380000
2023-10-09,816911760000
2023-10-10,825841439999
2023-10-11,841186120000
2023-10-12,831794560000
2023-10-13,807494540000
2023-10-16,824070900000
2023-10-17,831384000000
2023-10-18,813345020000
2023-10-19,802670460000
2023-10-20,791995900000
2023-10-23,805749660000
2023-10-24,802003300000
2023-10-25,768593979999
2023-10-26,739906100000
2023-10-27,761409180000
2023-10-30,776625560000
2023-10-31,773058820000
2023-11-01,800207100000
2023-11-02,797692420000
2023-11-03,807263600000
2023-11-06,810342800000
2023-11-07,818092120000
2023-11-08,820555479999
2023-11-09,822531300000
2023-11-10,843623820000
2023-11-13,844701540000
2023-11-14,862971460000
2023-11-15,853733860000
2023-11-16,857531540000
2023-11-17,859712640000
2023-11-20,872363020000
2023-11-21,864690680000
2023-11-22,876263340000
2023-11-24,867898180000
2023-11-27,858840200000
2023-11-28,869848340000
2023-11-29,852425200000
2023-11-30,839466900000
2023-12-01,833488120000
2023-12-04,821171320000
2023-12-05,816732140000
2023-12-06,814576700000
2023-12-07,838029939999
2023-12-08,853836500000
2023-12-11,834668479999
2023-12-12,857608520000
2023-12-13,858942840000
2023-12-14,854914220000
2023-12-15,859404720000
2023-12-18,884294920000
2023-12-19,899023760000
2023-12-20,896252479999
2023-12-21,908594939999
2023-12-22,906798740000
2023-12-26,910493780000
2023-12-27,918191780000
2023-12-28,919449120000
2023-12-29,908261360000
2024-01-02,881308050000
2024-01-03,876676150000
2024-01-04,883420400000
2024-01-05,895712750000
2024-01-08,912789700000
2024-01-09,909659350000
2024-01-10,942846150000
2024-01-11,940810150000
2024-01-12,953077050000
2024-01-16,935185700000
2024-01-17,937501650000
2024-01-18,957250850000
2024-01-19,975880250000
2024-01-22,971630099999
2024-01-23,980334000000
2024-01-24,994331500000
2024-01-25,1000643100000
2024-01-26,1003086300000
2024-01-29,1020595900000
2024-01-30,1018152700000
2024-01-31,992906300000
2024-02-01,1004715099999
2024-02-02,1208849550000
2024-02-05,1169198450000
2024-02-06,1157262400000
2024-02-07,1195106550000
2024-02-08,1196150000000
2024-02-09,1191339950000
2024-02-12,1193350500000
2024-02-13,1171005400000
2024-02-14,1204497600000
2024-02-15,1231856350000
2024-02-16,1204599400000
2024-02-20,1200603750000
2024-02-21,1191136350000
2024-02-22,1237200850000
2024-02-23,1231856350000
2024-02-26,1226028300000
2024-02-27,1239542250000
2024-02-28,1231830900000
2024-02-29,1247380850000
2024-03-01,1278353500000
2024-03-04,1267893550000
2024-03-05,1247609900000
2024-03-06,1262549050000
2024-03-07,1303523550000
2024-03-08,1287642750000
2024-03-11,1230736550000
2024-03-12,1271863750000
2024-03-13,1261225650000
2024-03-14,1251707350000
2024-03-15,1232034500000
2024-03-18,1264814100000
2024-03-19,1262930800000
2024-03-20,1286548400000
2024-03-21,1292249200000
2024-03-22,1296881100000
2024-03-25,1280185900000
2024-03-26,1262040050000
2024-03-27,1256873700000
2024-03-28,1235801100000
2024-04-01,1250485750000
2024-04-02,1265806650000
2024-04-03,1289653300000
2024-04-04,1300291400000
2024-04-05,1342080300000
2024-04-08,1321491250000
2024-04-09,1315510500000
2024-04-10,1322967350000
2024-04-11,1331442200000
2024-04-12,1302785500000
2024-04-15,1273085350000
2024-04-16,1271889200000
2024-04-17,1257662650000
2024-04-18,1277081000000
2024-04-19,1224323150000
2024-04-22,1226002850000
2024-04-23,1262574500000
2024-04-24,1255957500000
2024-04-25,1123312100000
2024-04-26,1128173050000
2024-04-29,1101017900000
2024-04-30,1094782650000
2024-05-01,1117738550000
2024-05-02,1124075600000
2024-05-03,1150238200000
2024-05-06,1185155600000
2024-05-07,1191670800000
2024-05-08,1202767000000
2024-05-09,1209943900000
2024-05-10,1211929000000
2024-05-13,1191085450000
2024-05-14,1200858250000
2024-05-15,1225519300000
2024-05-16,1204370350000
2024-05-17,1201010950000
2024-05-20,1193197800000
2024-05-21,1182483350000
2024-05-22,1190500100000
2024-05-23,1185410100000
2024-05-24,1217069900000
2024-05-28,1221396400000
2024-05-29,1207246200000
2024-05-30,1188642250000
2024-05-31,1188082350000
2024-06-03,1215212050000
2024-06-04,1213939550000
2024-06-05,1259927700000
2024-06-06,1256619200000
2024-06-07,1254583200000
2024-06-10,1279117000000
2024-06-11,1291511150000
2024-06-12,1294997800000
2024-06-13,1282934500000
2024-06-14,1283087200000
2024-06-17,1289373350000
2024-06-18,1271202050000
2024-06-20,1276826500000
2024-06-21,1259215100000
2024-06-24,1269725950000
2024-06-25,1299477000000
2024-06-26,1305890400000
2024-06-27,1322280199999
2024-06-28,1283239900000
2024-07-01,1284410600000
2024-07-02,1296677500000
2024-07-03,1297848200000
2024-07-05,1374070950000
2024-07-08,1347119400000
2024-07-09,1348850000000
2024-07-10,1360786050000
2024-07-11,1304821500000
2024-07-12,1269624150000
2024-07-15,1262727200000
2024-07-16,1246515550000
2024-07-17,1175764550000
2024-07-18,1211038250000
2024-07-19,1213430550000
2024-07-22,1240433000000
2024-07-23,1243716050000
2024-07-24,1173932150000
2024-07-25,1153928450000
2024-07-26,1185206500000
2024-07-29,1180109140000
2024-07-30,1173723460000
2024-07-31,1203219220000
2024-08-01,1261273160000
2024-08-02,1236946760000
2024-08-05,1205499820000
2024-08-06,1252024060000
2024-08-07,1238923280000
2024-08-08,1291402420000
2024-08-09,1312029180000
