,AIG
2009-04-09,2777334122
2009-04-13,3399630126
2009-04-14,3639078806
2009-04-15,3831178876
2009-04-16,4046276843
2009-04-17,3878527485
2009-04-20,3088482124
2009-04-21,3495680161
2009-04-22,3423980839
2009-04-23,3591730197
2009-04-24,3495680161
2009-04-27,3352281517
2009-04-28,3208882872
2009-04-29,3376632230
2009-04-30,3303580090
2009-05-01,3303580090
2009-05-04,3495680161
2009-05-05,4142326878
2009-05-06,4406126271
2009-05-07,4668572847
2009-05-08,4811971491
2009-05-11,4549524916
2009-05-12,4334426949
2009-05-13,3831178876
2009-05-14,4406126271
2009-05-15,4117976165
2009-05-18,4381775558
2009-05-19,4334426949
2009-05-20,4261374810
2009-05-21,4310076236
2009-05-22,4070627556
2009-05-26,4070627556
2009-05-27,3974577521
2009-05-28,3998928234
2009-05-29,4046276843
2009-06-01,3974577521
2009-06-02,3735128841
2009-06-03,3520030874
2009-06-04,3927228912
2009-06-05,4094978269
2009-06-08,3974577521
2009-06-09,3950226808
2009-06-10,3831178876
2009-06-11,3855529590
2009-06-12,3855529590
2009-06-15,3663429519
2009-06-16,3543028770
2009-06-17,3352281517
2009-06-18,3520030874
2009-06-19,3663429519
2009-06-22,3327930804
2009-06-23,3376632230
2009-06-24,3399630126
2009-06-25,3495680161
2009-06-26,3495680161
2009-06-29,3184532159
2009-06-30,2777582555
2009-07-01,2164701456
2009-07-02,2184995532
2009-07-06,1938760741
2009-07-07,1646526044
2009-07-08,1568055617
2009-07-09,1135115325
2009-07-10,1405703007
2009-07-13,1743937610
2009-07-14,1714172965
2009-07-15,1701996519
2009-07-16,1526114526
2009-07-17,1618114338
2009-07-20,1611349646
2009-07-21,1595114385
2009-07-22,1570761494
2009-07-23,1515291019
2009-07-24,1492291066
2009-07-27,1555879171
2009-07-28,1597820262
2009-07-29,1562643863
2009-07-30,1572114432
2009-07-31,1573467370
2009-08-03,1628937845
2009-08-04,1618114338
2009-08-05,2634171084
2009-08-06,2697759189
2009-08-07,3249758060
2009-08-10,3436463561
2009-08-11,2983229194
2009-08-12,3033287915
2009-08-13,2995405639
2009-08-14,2918288150
2009-08-17,2804641323
2009-08-18,2939935164
2009-08-19,3188875832
2009-08-20,3866697975
2009-08-21,3932991957
2009-08-24,4053403476
2009-08-25,4066932860
2009-08-26,4512049597
2009-08-27,5728341227
2009-08-28,6013811232
2009-08-31,5426635962
2009-09-01,4310461774
2009-09-02,4543167180
2009-09-03,4999107424
2009-09-04,4794813725
2009-09-08,4292873574
2009-09-09,4656814007
2009-09-10,4532343673
2009-09-11,4495814336
2009-09-14,4921989935
2009-09-15,4645990499
2009-09-16,4827284246
2009-09-17,4720402112
2009-09-18,4778578464
2009-09-21,5794635210
2009-09-22,5483459375
2009-09-23,5593047386
2009-09-24,5387400748
2009-09-25,5340047904
2009-09-28,5524047528
2009-09-29,5414459516
2009-09-30,5296114867
2009-10-01,4909487629
2009-10-02,5171308881
2009-10-05,5131967864
2009-10-06,5381579835
2009-10-07,5510455581
2009-10-08,5252704089
2009-10-09,5308324148
2009-10-12,5330029537
2009-10-13,5346308578
2009-10-14,5331386124
2009-10-15,5355804686
2009-10-16,5186231336
2009-10-19,4942045712
2009-10-20,4853867570
2009-10-21,4685650807
2009-10-22,4981386729
2009-10-23,4669371765
2009-10-26,4351930454
2009-10-27,4083326268
2009-10-28,4242046923
2009-10-29,4351930454
2009-10-30,4035845730
2009-11-02,4118597524
2009-11-03,4708712782
2009-11-04,4346504107
2009-11-05,4715495716
2009-11-06,4259682552
2009-11-09,4343790933
2009-11-10,4513364283
2009-11-11,4411620273
2009-11-12,4353287041
2009-11-13,4368209496
2009-11-16,4292240635
2009-11-17,4334294826
2009-11-18,4341077760
2009-11-19,4281387940
2009-11-20,4213558600
2009-11-23,4235263989
2009-11-24,4201349319
2009-11-25,4163364889
2009-11-27,3997861299
2009-11-30,3409102628
2009-12-01,3702125377
2009-12-02,3744179568
2009-12-03,3588172086
2009-12-04,3615303822
2009-12-07,3622086756
2009-12-08,3600381367
2009-12-09,3561040350
2009-12-10,3472862208
2009-12-11,3406389454
2009-12-14,3490497836
2009-12-15,3472862208
2009-12-16,3475575381
2009-12-17,3386040652
2009-12-18,3384684066
2009-12-21,3368405024
2009-12-22,3727900526
2009-12-23,3531195440
2009-12-24,3615303822
2009-12-28,3782163998
2009-12-29,3801156213
2009-12-30,3673637054
2009-12-31,3599024780
2010-01-04,3588172086
2010-01-05,3521699332
2010-01-06,3498637357
2010-01-07,3430808017
2010-01-08,3521699332
2010-01-11,3556970589
2010-01-12,3417242149
2010-01-13,3489141249
2010-01-14,3433521190
2010-01-15,3368405024
2010-01-19,3391467000
2010-01-20,3356195743
2010-01-21,3307358618
2010-01-22,3181196046
2010-01-25,3132358921
2010-01-26,2928870901
2010-01-27,2989917307
2010-01-28,2900382578
2010-01-29,2908522099
2010-02-01,2875964016
2010-02-02,2877320602
2010-02-03,2855615214
2010-02-04,2711817013
2010-02-05,2690111624
2010-02-08,2660266714
2010-02-09,2778289766
2010-02-10,3231389757
2010-02-11,3156777483
2010-02-12,3219180476
2010-02-16,3292436163
2010-02-17,3230033170
2010-02-18,3206971195
2010-02-19,3185265806
2010-02-22,3413172388
2010-02-23,3212397542
2010-02-24,3360265503
2010-02-25,3301932271
2010-02-26,2973638265
2010-03-01,3094374490
2010-03-02,3004839762
2010-03-03,2987204133
2010-03-04,3206971195
2010-03-05,3371118198
2010-03-08,3493211010
2010-03-09,3934101720
2010-03-10,4350573867
2010-03-11,4214915187
2010-03-12,4109101417
2010-03-15,4119954111
2010-03-16,4034489143
2010-03-17,4130806806
2010-03-18,4157938542
2010-03-19,4178287344
2010-03-22,4008713994
2010-03-23,3995148126
2010-03-24,3981582258
2010-03-25,4143016087
2010-03-26,4106388243
2010-03-29,4136233153
2010-03-30,4105031656
2010-03-31,4098248722
2010-04-01,4095535549
2010-04-05,4209488840
2010-04-06,4311232850
2010-04-07,4764332841
2010-04-08,4513364283
2010-04-09,4578480450
2010-04-12,4948828646
2010-04-13,4819952900
2010-04-14,4771115775
2010-04-15,4799604098
2010-04-16,4700573262
2010-04-19,4692433741
2010-04-20,4997665771
2010-04-21,4909487629
2010-04-22,5191657683
2010-04-23,5327316363
2010-04-26,5343595405
2010-04-27,4486232547
2010-04-28,4742627452
2010-04-29,4829449008
2010-04-30,4669371765
2010-05-03,4746697213
2010-05-04,4592046318
2010-05-05,4525573564
2010-05-06,4411620273
2010-05-07,4646309790
2010-05-10,4920340323
2010-05-11,5149603492
2010-05-12,4970534035
2010-05-13,4879642719
2010-05-14,4768402602
2010-05-17,4681581046
2010-05-18,4535069672
2010-05-19,4482162787
2010-05-20,4179643930
2010-05-21,4316659197
2010-05-24,4145729260
2010-05-25,4140302913
2010-05-26,4087396028
2010-05-27,4377705603
2010-05-28,4247473270
2010-06-01,4111814590
2010-06-02,4209488840
2010-06-03,4225767882
2010-06-04,4171504410
2010-06-07,4091465788
2010-06-08,4118597524
2010-06-09,4107744830
2010-06-10,4237977163
2010-06-11,4210845427
2010-06-14,4452317877
2010-06-15,4547278953
2010-06-16,4545922366
2010-06-17,4533713085
2010-06-18,4551348714
2010-06-21,4653092724
2010-06-22,4594759491
2010-06-23,4539139432
2010-06-24,4414333447
2010-06-25,4436038836
2010-06-28,4366852909
2010-06-29,4144372674
2010-06-30,4141595730
2010-07-01,4073656167
2010-07-02,3979899571
2010-07-06,4053274298
2010-07-07,4248940238
2010-07-08,4269322107
2010-07-09,4316879801
2010-07-12,4277474855
2010-07-13,4568256182
2010-07-14,4512545741
2010-07-15,4494881455
2010-07-16,4285627602
2010-07-19,4255734195
2010-07-20,4365796286
2010-07-21,4246222656
2010-07-22,4387536946
2010-07-23,4421506727
2010-07-26,4653860031
2010-07-27,4708211681
2010-07-28,4693264977
2010-07-29,4686471021
2010-07-30,4625325415
2010-08-02,4814197398
2010-08-03,4761204540
2010-08-04,4812838607
2010-08-05,4797891903
2010-08-06,4921541907
2010-08-09,5007145756
2010-08-10,4833220476
2010-08-11,4550591896
2010-08-12,4460911673
2010-08-13,4409277606
2010-08-16,4323673757
2010-08-17,4379384198
2010-08-18,4428300683
2010-08-19,4274757272
2010-08-20,4228558370
2010-08-23,4213611666
2010-08-24,4121213861
2010-08-25,4136160565
2010-08-26,4087244080
2010-08-27,4232634743
2010-08-30,4088602871
2010-08-31,4080450123
2010-09-01,4288345185
2010-09-02,4319597383
2010-09-03,4413353980
2010-09-07,4277474855
2010-09-08,4363078703
2010-09-09,4363078703
2010-09-10,4371231451
2010-09-13,4439171013
2010-09-14,4344055626
2010-09-15,4348132000
2010-09-16,4293780350
2010-09-17,4285627602
2010-09-20,4401124858
2010-09-21,4402483650
2010-09-22,4289703976
2010-09-23,4217688040
2010-09-24,4384819363
2010-09-27,4464988047
2010-09-28,4488087498
2010-09-29,4503034202
2010-09-30,53898093013
2010-10-01,53570965859
2010-10-04,54147332750
2010-10-05,55050826795
2010-10-06,56156828125
2010-10-07,55782968520
2010-10-08,56390490378
2010-10-11,56577420180
2010-10-12,57589956610
2010-10-13,58882887743
2010-10-14,57808041379
2010-10-15,57169364555
2010-10-18,58259788402
2010-10-19,56530687730
2010-10-20,57356294357
2010-10-21,56904547335
2010-10-22,57293984423
2010-10-25,56655307598
2010-10-26,57932661248
2010-10-27,57652266544
2010-10-28,57870351313
2010-10-29,57917083764
2010-11-01,57792463896
2010-11-02,58057281116
2010-11-03,60066776491
2010-11-04,61671257295
2010-11-05,62870723527
2010-11-08,61531059943
2010-11-09,59085395029
2010-11-10,59256747348
2010-11-11,58602493039
2010-11-12,57636689061
2010-11-15,58477873171
2010-11-16,57496491709
2010-11-17,57589956610
2010-11-18,58664802973
2010-11-19,58898465226
2010-11-22,58088436083
2010-11-23,56312602960
2010-11-24,57574379126
2010-11-26,56857814884
2010-11-29,57247251972
2010-11-30,56920124818
2010-12-01,58290943369
2010-12-02,59116549996
2010-12-03,60331593711
2010-12-06,60097931458
2010-12-07,60580833448
2010-12-08,58197478468
2010-12-09,65861600364
2010-12-10,67481658651
2010-12-13,66889714277
2010-12-14,71360452050
2010-12-15,70566000390
2010-12-16,71827776556
2010-12-17,72450875898
2010-12-20,73634764646
2010-12-21,76064852076
2010-12-22,76859303737
2010-12-23,74896540812
2010-12-27,81859675950
2010-12-28,81236576608
2010-12-29,78946686530
2010-12-30,79304968651
2010-12-31,79429588519
2011-01-03,80021532893
2011-01-04,78276854738
2011-01-05,84024946160
2011-01-06,83339536885
2011-01-07,84336495831
2011-01-10,79118038848
2011-01-11,81392351444
2011-01-12,80504434883
2011-01-13,78837644145
2011-01-14,74444793789
2011-01-18,73292060008
2011-01-19,70332338137
2011-01-20,67263573882
2011-01-21,66983179179
2011-01-24,65347543408
2011-01-25,64428471880
2011-01-26,64817908968
2011-01-27,65378698375
2011-01-28,62714948691
2011-01-31,62855146043
2011-02-01,63961147374
2011-02-02,64132499693
2011-02-03,63213428164
2011-02-04,62309934120
2011-02-07,65705825529
2011-02-08,66001797716
2011-02-09,64039034791
2011-02-10,64303852011
2011-02-11,64849063935
2011-02-14,64335006978
2011-02-15,63945569890
2011-02-16,64303852011
2011-02-17,65518895727
2011-02-18,64662134133
2011-02-22,62418976504
2011-02-23,62309934120
2011-02-24,62979765911
2011-02-25,60035621524
2011-02-28,57730153962
2011-03-01,57169364555
2011-03-02,58104013566
2011-03-03,58431140721
2011-03-04,58244210918
2011-03-07,57792463896
2011-03-08,58119591050
2011-03-09,57808041379
2011-03-10,56826659917
2011-03-11,58181900984
2011-03-14,58415563237
2011-03-15,57293984423
2011-03-16,55440263883
2011-03-17,55611616202
2011-03-18,54443304937
2011-03-21,57683421511
2011-03-22,57558801643
2011-03-23,56935702302
2011-03-24,56577420180
2011-03-25,56904547335
2011-03-28,56639730115
2011-03-29,56359335411
2011-03-30,56156828125
2011-03-31,64542097244
2011-04-01,64284957415
2011-04-04,62338041561
2011-04-05,64248223153
2011-04-06,64027817585
2011-04-07,63678842102
2011-04-08,63348233749
2011-04-11,62852321221
2011-04-12,62595181391
2011-04-13,62191104516
2011-04-14,61603356334
2011-04-15,61456419288
2011-04-18,59895213180
2011-04-19,58995223776
2011-04-20,59417667782
2011-04-21,59068692299
2011-04-25,57801360281
2011-04-26,58536045509
2011-04-27,58223804287
2011-04-28,58407475594
2011-04-29,57213612099
2011-05-02,56662598178
2011-05-03,57176877837
2011-05-04,58113601503
2011-05-05,56552395394
2011-05-06,56387091218
2011-05-09,54550378149
2011-05-10,54403441103
2011-05-11,56295255564
2011-05-12,57250346360
2011-05-13,55872811558
2011-05-16,56938105139
2011-05-17,56570762525
2011-05-18,56625863917
2011-05-19,56644231047
2011-05-20,56570762525
2011-05-23,55064657808
2011-05-24,54109567012
2011-05-25,51942245591
2011-05-26,52805500733
2011-05-27,53044273432
2011-05-31,52346322466
2011-06-01,51519801585
2011-06-02,51446333062
2011-06-03,50785116357
2011-06-06,50013696868
2011-06-07,50362672351
2011-06-08,50179001045
2011-06-09,51611637238
2011-06-10,53191210478
2011-06-13,53227944739
2011-06-14,52364689597
2011-06-15,51225927494
2011-06-16,51501434454
2011-06-17,51391231670
2011-06-20,51464700193
2011-06-21,52860602125
2011-06-22,52897336387
2011-06-23,52658563688
2011-06-24,52254486813
2011-06-27,52915703517
2011-06-28,52860602125
2011-06-29,53521818830
2011-06-30,55693358412
2011-07-01,56947028827
2011-07-05,56377178639
2011-07-06,55807328450
2011-07-07,57383913971
2011-07-08,56871048802
2011-07-11,54952553168
2011-07-12,54553658036
2011-07-13,54781598111
2011-07-14,54135767898
2011-07-15,53622902728
2011-07-18,52521192364
2011-07-19,52939082502
2011-07-20,53774862778
2011-07-21,54990543180
2011-07-22,55256473268
2011-07-25,54990543180
2011-07-26,55978283507
2011-07-27,55275468274
2011-07-28,54971548174
2011-07-29,54515668023
2011-08-01,54306722954
2011-08-02,52711142427
2011-08-03,53546922703
2011-08-04,50146816579
2011-08-05,47677465762
2011-08-08,42890724180
2011-08-09,45550025059
2011-08-10,42054943903
2011-08-11,43992434544
2011-08-12,43935449525
2011-08-15,46575755398
2011-08-16,46556760392
2011-08-17,47202590605
2011-08-18,43118664255
2011-08-19,42092933916
2011-08-22,41390118684
2011-08-23,43536554393
2011-08-24,44733239789
2011-08-25,43688514444
2011-08-26,44182384607
2011-08-29,47487515700
2011-08-30,47297565637
2011-08-31,48114350907
2011-09-01,47088620568
2011-09-02,44942184858
2011-09-06,44296354644
2011-09-07,48228320944
2011-09-08,46708720442
2011-09-09,44372334670
2011-09-12,44790224808
2011-09-13,45891935172
2011-09-14,46518770379
2011-09-15,47563495725
2011-09-16,48323295976
2011-09-19,46841685486
2011-09-20,46727715448
2011-09-21,43593539412
2011-09-22,41048208571
2011-09-23,42149918935
2011-09-26,44562284732
2011-09-27,44410324682
2011-09-28,43137659261
2011-09-29,43479569374
2011-09-30,41177606691
2011-10-03,38382406966
2011-10-04,38551244533
2011-10-05,40070782639
2011-10-06,41308924799
2011-10-07,39339153180
2011-10-10,41627840204
2011-10-11,41965515338
2011-10-12,44573117767
2011-10-13,43203657499
2011-10-14,43841488308
2011-10-17,41721638852
2011-10-18,43972806416
2011-10-19,42303190473
2011-10-20,42978540742
2011-10-21,45042111009
2011-10-24,47161960465
2011-10-25,45361026414
2011-10-26,47499635600
2011-10-27,49750803164
2011-10-28,49413128029
2011-10-31,46317772629
2011-11-01,43935286957
2011-11-02,45379786144
2011-11-03,46205214251
2011-11-04,44854513712
2011-11-07,44498078848
2011-11-08,45135909658
2011-11-09,42284430743
2011-11-10,43428774255
2011-11-11,44741955334
2011-11-14,44160403713
2011-11-15,43372495066
2011-11-16,42115593176
2011-11-17,41046288583
2011-11-18,41046288583
2011-11-21,39414192099
2011-11-22,39414192099
2011-11-23,37707056697
2011-11-25,37650777507
2011-11-28,39151555883
2011-11-29,39639308856
2011-11-30,43728929930
2011-12-01,43147378310
2011-12-02,43485053444
2011-12-05,44216682902
2011-12-06,45135909658
2011-12-07,45886298846
2011-12-08,43353735336
2011-12-09,45229708306
2011-12-12,43691410471
2011-12-13,42828462905
2011-12-14,42734664256
2011-12-15,43560092363
2011-12-16,43822728579
2011-12-19,41946755609
2011-12-20,44554358037
2011-12-21,45173429117
2011-12-22,45342266684
2011-12-23,45398545874
2011-12-27,44704435875
2011-12-28,43091099120
2011-12-29,43597611822
2011-12-30,43522572904
2012-01-03,45154669387
2012-01-04,44873273442
2012-01-05,44854513712
2012-01-06,44160403713
2012-01-09,45023351280
2012-01-10,47030642357
2012-01-11,47593434248
2012-01-12,47705992627
2012-01-13,46805525601
2012-01-17,46073896143
2012-01-18,47330798033
2012-01-19,47931109383
2012-01-20,48118706680
2012-01-23,47724752356
2012-01-24,47499635600
2012-01-25,47480875870
2012-01-26,47161960465
2012-01-27,47368317492
2012-01-30,47274518844
2012-01-31,47105681276
2012-02-01,49900881002
2012-02-02,49356848840
2012-02-03,50970185594
2012-02-06,50276075596
2012-02-07,50088478299
2012-02-08,50726309108
2012-02-09,51307860729
2012-02-10,50013439380
2012-02-13,50313595055
2012-02-14,49900881002
2012-02-15,49694523975
2012-02-16,51176542621
2012-02-17,51082743973
2012-02-21,51270341270
2012-02-22,51908172079
2012-02-23,52508483430
2012-02-24,53296392077
2012-02-27,53765385320
2012-02-28,54328177211
2012-02-29,54815930183
2012-03-01,55247403966
2012-03-02,55903994506
2012-03-05,57010818558
2012-03-06,54497014778
2012-03-07,55247403966
2012-03-08,53108794780
2012-03-09,52996236402
2012-03-12,52808639105
2012-03-13,53277632348
2012-03-14,52996236402
2012-03-15,52677320997
2012-03-16,52583522349
2012-03-19,52152048566
2012-03-20,53127554510
2012-03-21,53446469915
2012-03-22,52489723700
2012-03-23,53033755861
2012-03-26,54515774508
2012-03-27,55660118019
2012-03-28,55716397209
2012-03-29,56166630721
2012-03-30,57836246665
2012-04-02,54755998218
2012-04-03,54228991498
2012-04-04,57127528458
2012-04-05,57777503413
2012-04-09,56196483253
2012-04-10,54878966453
2012-04-11,55985680565
2012-04-12,58374777696
2012-04-13,57057260896
2012-04-16,57636968288
2012-04-17,57478866272
2012-04-18,57250496693
2012-04-19,56688356192
2012-04-20,56319451488
2012-04-23,56372152160
2012-04-24,56916725770
2012-04-25,57672102069
2012-04-26,59217988448
2012-04-27,60535505248
2012-04-30,59780128950
2012-05-01,60324702560
2012-05-02,61062511968
2012-05-03,59973364747
2012-05-04,57672102069
2012-05-07,55932979893
2012-05-08,55687043423
2012-05-09,55915413002
2012-05-10,56459986613
2012-05-11,55774877877
2012-05-14,54984367797
2012-05-15,54387093514
2012-05-16,53491182090
2012-05-17,50012937737
2012-05-18,49767001268
2012-05-21,51716926132
2012-05-22,51523690335
2012-05-23,51400722100
2012-05-24,51664225460
2012-05-25,50926416052
2012-05-29,52314200415
2012-05-30,50750747145
2012-05-31,51260186975
2012-06-01,47799509513
2012-06-04,48361650014
2012-06-05,50329141769
2012-06-06,52525003103
2012-06-07,52964175370
2012-06-08,53543882762
2012-06-11,51892595039
2012-06-12,53034442932
2012-06-13,53227678730
2012-06-14,54510061749
2012-06-15,55300571829
2012-06-18,55353272501
2012-06-19,56108648799
2012-06-20,56301884597
2012-06-21,54527628639
2012-06-22,55230304266
2012-06-25,53807386122
2012-06-26,54106023263
2012-06-27,54141157044
2012-06-28,54176290826
2012-06-29,56372152160
2012-07-02,52296334397
2012-07-03,53199694445
2012-07-05,52509855863
2012-07-06,51852866737
2012-07-09,50834533593
2012-07-10,50867383049
2012-07-11,50637436855
2012-07-12,50046146642
2012-07-13,51639345272
2012-07-16,51376549621
2012-07-17,53035447164
2012-07-18,52296334397
2012-07-19,52164936572
2012-07-20,50965931418
2012-07-23,50391065933
2012-07-24,50128270283
2012-07-25,49520555342
2012-07-26,50407490661
2012-07-27,51852866737
2012-07-30,52099237660
2012-07-31,51360124893
2012-08-01,50653861583
2012-08-02,50653861583
2012-08-03,51475097990
2012-08-06,52706952601
2012-08-07,53133995532
2012-08-08,53183269717
2012-08-09,53396791183
2012-08-10,53544613736
2012-08-13,54382274871
2012-08-14,55548430569
2012-08-15,55893349860
2012-08-16,56845984092
2012-08-17,57158053927
2012-08-20,56928107733
2012-08-21,56057597141
2012-08-22,55104962909
2012-08-23,55449882200
2012-08-24,56616037898
2012-08-27,56796709908
2012-08-28,56287543335
2012-08-29,55745527307
2012-08-30,55499156385
2012-08-31,56386091704
2012-09-04,56763860451
2012-09-05,57174478655
2012-09-06,56205419695
2012-09-07,55827650947
2012-09-10,54694344706
2012-09-11,54940715628
2012-09-12,55515581113
2012-09-13,56566763714
2012-09-14,57519397946
2012-09-17,57075930286
2012-09-18,56501064801
2012-09-19,56271118607
2012-09-20,55548430569
2012-09-21,55236360734
2012-09-24,55679828394
2012-09-25,54333000687
2012-09-26,53790984658
2012-09-27,54530097424
2012-09-28,53856683571
2012-10-01,49107428686
2012-10-02,49417487616
2012-10-03,50510076228
2012-10-04,51602664840
2012-10-05,52016076747
2012-10-08,53005312382
2012-10-09,52340900388
2012-10-10,52399959232
2012-10-11,52680488740
2012-10-12,52355665099
2012-10-15,53581136110
2012-10-16,53669724375
2012-10-17,54422724635
2012-10-18,54939489519
2012-10-19,52710018162
2012-10-22,52488547498
2012-10-23,51307370620
2012-10-24,51573135418
2012-10-25,51646958973
2012-10-26,51263076487
2012-10-31,51573135418
2012-11-01,51971782614
2012-11-02,48251075449
2012-11-05,48428251981
2012-11-06,48900722732
2012-11-07,47247075104
2012-11-08,46375957156
2012-11-09,47498075190
2012-11-12,47217545682
2012-11-13,46287368890
2012-11-14,45298133255
2012-11-15,46124957070
2012-11-16,46951780884
2012-11-19,47822898831
2012-11-20,47852428253
2012-11-21,48236310738
2012-11-23,48472546114
2012-11-26,48679252068
2012-11-27,47970545941
2012-11-28,48132957762
2012-11-29,49240311084
2012-11-30,48915487443
2012-12-03,48900722732
2012-12-04,49196016952
2012-12-05,49875193656
2012-12-06,49107428686
2012-12-07,50391958540
2012-12-10,49255075795
2012-12-11,52060370880
2012-12-12,51455017730
2012-12-13,50554370361
2012-12-14,50111429032
2012-12-17,51602664840
2012-12-18,52414723943
2012-12-19,51514076574
2012-12-20,52459018076
2012-12-21,51292605909
2012-12-24,51971782614
2012-12-26,52193253278
2012-12-27,51632194262
2012-12-28,51056370534
2012-12-31,52119429724
2013-01-02,53861665618
2013-01-03,53418724289
2013-01-04,53595900821
2013-01-07,53049606515
2013-01-08,52636194608
2013-01-09,52798606428
2013-01-10,52857665272
2013-01-11,52016076747
2013-01-14,51750311949
2013-01-15,51440253019
2013-01-16,52473782787
2013-01-17,51986547325
2013-01-18,51809370793
2013-01-22,53020077093
2013-01-23,53832136196
2013-01-24,54038842150
2013-01-25,54186489259
2013-01-28,55072371918
2013-01-29,55840136888
2013-01-30,55618666223
2013-01-31,55854901599
2013-02-01,57375666829
2013-02-04,56386431194
2013-02-05,57213255008
2013-02-06,57213255008
2013-02-07,57050843188
2013-02-08,57272313852
2013-02-11,58246784776
2013-02-12,57036078477
2013-02-13,57390431540
2013-02-14,57892431713
2013-02-15,56622666569
2013-02-19,56991784344
2013-02-20,55471019114
2013-02-21,55042842496
2013-02-22,56770313679
2013-02-25,54718018854
2013-02-26,55648195645
2013-02-27,55766313333
2013-02-28,56120666396
2013-03-01,55884431021
2013-03-04,56209254662
2013-03-05,56475019460
2013-03-06,56770313679
2013-03-07,57597137493
2013-03-08,58438726019
2013-03-11,58276314198
2013-03-12,57744784603
2013-03-13,57419960962
2013-03-14,57611902204
2013-03-15,57538078650
2013-03-18,56991784344
2013-03-19,56666960702
2013-03-20,56548843015
2013-03-21,55810607466
2013-03-22,55795842755
2013-03-25,55662960356
2013-03-26,56755548968
2013-03-27,56475019460
2013-03-28,57316607985
2013-04-01,56447081285
2013-04-02,57583996080
2013-04-03,55871241324
2013-04-04,55649764416
2013-04-05,57022921246
2013-04-08,59193394944
2013-04-09,58514199093
2013-04-10,59208160072
2013-04-11,59710174396
2013-04-12,59252455453
2013-04-15,56963860737
2013-04-16,58410843203
2013-04-17,56934330483
2013-04-18,56609497684
2013-04-19,57406814553
2013-04-22,57008156119
2013-04-23,59975946686
2013-04-24,61422929152
2013-04-25,62426957801
2013-04-26,60345074866
2013-04-29,60994740463
2013-04-30,61157156862
2013-05-01,60817558936
2013-05-02,62205480893
2013-05-03,65734346294
2013-05-06,67151798505
2013-05-07,65852467312
2013-05-08,65483339132
2013-05-09,65069915570
2013-05-10,65232331969
2013-05-13,65911527820
2013-05-14,68037706137
2013-05-15,67299449777
2013-05-16,66310186255
2013-05-17,66782670325
2013-05-20,66280656000
2013-05-21,66384011891
2013-05-22,65424278623
2013-05-23,65749111421
2013-05-24,65985353456
2013-05-28,66694079562
2013-05-29,67210859014
2013-05-30,68229652791
2013-05-31,65645755531
2013-06-03,66073944220
2013-06-04,65114210952
2013-06-05,64818908408
2013-06-06,66236360619
2013-06-07,66856495961
2013-06-10,67845759484
2013-06-11,66324951382
2013-06-12,65941058075
2013-06-13,67830994356
2013-06-14,67004147233
2013-06-17,66664549308
2013-06-18,66649784180
2013-06-19,66162534983
2013-06-20,65365218114
2013-06-21,64508840736
2013-06-24,62486018310
2013-06-25,64006826412
2013-06-26,64405484846
2013-06-27,65675285785
2013-06-28,66000118584
2013-07-01,66510145451
2013-07-02,66215134826
2013-07-03,65226849231
2013-07-05,66657650763
2013-07-08,67144418295
2013-07-09,67527932108
2013-07-10,67439428920
2013-07-11,67734439545
2013-07-12,68943983109
2013-07-15,68884980984
2013-07-16,68206456546
2013-07-17,69076737890
2013-07-18,69312746390
2013-07-19,69150490546
2013-07-22,69991270828
2013-07-23,68737475671
2013-07-24,67793441670
2013-07-25,68589970359
2013-07-26,68648972484
2013-07-29,68250708140
2013-07-30,67690187952
2013-07-31,67129667764
2013-08-01,69430750640
2013-08-02,71289317579
2013-08-05,71643330329
2013-08-06,70891053235
2013-08-07,70758298454
2013-08-08,71687581923
2013-08-09,70846801641
2013-08-12,70433786766
2013-08-13,71245065985
2013-08-14,70891053235
2013-08-15,69386499047
2013-08-16,69475002234
2013-08-19,68324460796
2013-08-20,69209492671
2013-08-21,68914482046
2013-08-22,69548754890
2013-08-23,69902767641
2013-08-26,69858516047
2013-08-27,68088452296
2013-08-28,68457215577
2013-08-29,68707974609
2013-08-30,68530968233
2013-09-03,70315782516
2013-09-04,71230315454
2013-09-05,71790835642
2013-09-06,71068059610
2013-09-09,72557863267
2013-09-10,72897125486
2013-09-11,73383893018
2013-09-12,72690618049
2013-09-13,73310140362
2013-09-16,73295389830
2013-09-17,74431180737
2013-09-18,74593436581
2013-09-19,73546148862
2013-09-20,73678903643
2013-09-23,72513611674
2013-09-24,72631615924
2013-09-25,73074131862
2013-09-26,72941377080
2013-09-27,72498861142
2013-09-30,70963297981
2013-10-01,71649145196
2013-10-02,71824255123
2013-10-03,71284332848
2013-10-04,72276622435
2013-10-07,71109222920
2013-10-08,69606196046
2013-10-09,69649973527
2013-10-10,72349584904
2013-10-11,72962469650
2013-10-14,73298097010
2013-10-15,72991654637
2013-10-16,74801123885
2013-10-17,75662081027
2013-10-18,76318743253
2013-10-21,75880968436
2013-10-22,76304150759
2013-10-23,75676673520
2013-10-24,75589118557
2013-10-25,75662081027
2013-10-28,75049196281
2013-10-29,76245780784
2013-10-30,75837190954
2013-10-31,75370231148
2013-11-01,70452560694
2013-11-04,71619960208
2013-11-05,70467153187
2013-11-06,69445678612
2013-11-07,69022496288
2013-11-08,70831965536
2013-11-11,71269740354
2013-11-12,70321228248
2013-11-13,70890335511
2013-11-14,71955587568
2013-11-15,71940995074
2013-11-18,71444850281
2013-11-19,71182185390
2013-11-20,70423375706
2013-11-21,71386480305
2013-11-22,72364177398
