,AIG
2004-08-23,162054110000
2004-08-24,162377254000
2004-08-25,163968217000
2004-08-26,163116055000
2004-08-27,163553863000
2004-08-30,163461350000
2004-08-31,164291361000
2004-09-01,161915992000
2004-09-02,165791114000
2004-09-03,165491424000
2004-09-07,167565800000
2004-09-08,167336472000
2004-09-09,166043896000
2004-09-10,165836719000
2004-09-13,164153243000
2004-09-14,164890741000
2004-09-15,164245756000
2004-09-16,164821682000
2004-09-17,165306398000
2004-09-20,164291361000
2004-09-21,163599468000
2004-09-22,161247553000
2004-09-23,159749103000
2004-09-24,159425959000
2004-09-27,158296258000
2004-09-28,157649970000
2004-09-29,157973114000
2004-09-30,156254997500
2004-10-01,157932659500
2004-10-04,157404170000
2004-10-05,152830853000
2004-10-06,153060687500
2004-10-07,153543729500
2004-10-08,153750191000
2004-10-11,155082452000
2004-10-12,154852617500
2004-10-13,153956652500
2004-10-14,137892909000
2004-10-15,132950818000
2004-10-18,137156659500
2004-10-19,132606715500
2004-10-20,132376881000
2004-10-21,129734433500
2004-10-22,125711680500
2004-10-25,128929363500
2004-10-26,138651233000
2004-10-27,137938356500
2004-10-28,140672997500
2004-10-29,139523825000
2004-11-01,139661466000
2004-11-02,141270307500
2004-11-03,138352578000
2004-11-04,140350969500
2004-11-05,140305522000
2004-11-08,139132976500
2004-11-09,139616018500
2004-11-10,139501750500
2004-11-11,140075687500
2004-11-12,140260074500
2004-11-15,144419170000
2004-11-16,143982874000
2004-11-17,144971032500
2004-11-18,144833391500
2004-11-19,142028631500
2004-11-22,144442543000
2004-11-23,147544659500
2004-11-24,147613480000
2004-11-26,146648694500
2004-11-29,146579874000
2004-11-30,145591715500
2004-12-01,148762652500
2004-12-02,149728736500
2004-12-03,150601328500
2004-12-06,150188405500
2004-12-07,148809398500
2004-12-08,148809398500
2004-12-09,150923356500
2004-12-10,149383335500
2004-12-13,150072839000
2004-12-14,149636543000
2004-12-15,148740578000
2004-12-16,148165342500
2004-12-17,149383335500
2004-12-20,149498902000
2004-12-21,151222011500
2004-12-22,151544039500
2004-12-23,152347811000
2004-12-27,151015550000
2004-12-28,151428473000
2004-12-29,151222011500
2004-12-30,150601328500
2004-12-31,150923356500
2005-01-03,151750501000
2005-01-04,152255617500
2005-01-05,154783797000
2005-01-06,155037004500
2005-01-07,155312286500
2005-01-10,155588867000
2005-01-11,154324128000
2005-01-12,153474909000
2005-01-13,151681680500
2005-01-14,152003708500
2005-01-18,155588867000
2005-01-19,154003398500
2005-01-20,152945121000
2005-01-21,151956962500
2005-01-24,152555571000
2005-01-25,153980025500
2005-01-26,154094293500
2005-01-27,152601018500
2005-01-28,151359652500
2005-01-31,152347811000
2005-02-01,153382715500
2005-02-02,153634624500
2005-02-03,152325736500
2005-02-04,155174645500
2005-02-07,155588867000
2005-02-08,155657687500
2005-02-09,159288293500
2005-02-10,166827384500
2005-02-11,168045377500
2005-02-14,164299205000
2005-02-15,165126349500
2005-02-16,162254067500
2005-02-17,160138811000
2005-02-18,158415701500
2005-02-22,156048536000
2005-02-23,157771645500
2005-02-24,156714666500
2005-02-25,157082142000
2005-02-28,153520356500
2005-03-01,152945121000
2005-03-02,149520976500
2005-03-03,149291142000
2005-03-04,149613170000
2005-03-07,151267459000
2005-03-08,153382715500
2005-03-09,150762342500
2005-03-10,151956962500
2005-03-11,148717205000
2005-03-14,146740888000
2005-03-15,142305212000
2005-03-16,144556811000
2005-03-17,139731585000
2005-03-18,137341046500
2005-03-21,133066384500
2005-03-22,129159198000
2005-03-23,130308370500
2005-03-24,127803564000
2005-03-28,131043321500
2005-03-29,133755887999
2005-03-30,131365349500
2005-03-31,127294860000
2005-04-01,117048448000
2005-04-04,122446830000
2005-04-05,121757592000
2005-04-06,121735526000
2005-04-07,121207240000
2005-04-08,119253750000
2005-04-11,119689878000
2005-04-12,122217084000
2005-04-13,118564512000
2005-04-14,118059590000
2005-04-15,117415782000
2005-04-18,117761050000
2005-04-19,118495718000
2005-04-20,117186036000
2005-04-21,119230386000
2005-04-22,115669972000
2005-04-25,118909780000
2005-04-26,117324922000
2005-04-27,119116162000
2005-04-28,117484576000
2005-04-29,116818702000
2005-05-02,122768734000
2005-05-03,122446830000
2005-05-04,124905242000
2005-05-05,123872034000
2005-05-06,124376956000
2005-05-09,125388098000
2005-05-10,122378036000
2005-05-11,122240448000
2005-05-12,120563432000
2005-05-13,119575654000
2005-05-16,121321464000
2005-05-17,122631146000
2005-05-18,122332606000
2005-05-19,121757592000
2005-05-20,123503402000
2005-05-23,122792098000
2005-05-24,123595560000
2005-05-25,124239368000
2005-05-26,127984098000
2005-05-27,129568956000
2005-05-31,127616764000
2005-06-01,128879718000
2005-06-02,128396862000
2005-06-03,126558894000
2005-06-06,126008542000
2005-06-07,126880798000
2005-06-08,126238288000
2005-06-09,127616764000
2005-06-10,126558894000
2005-06-13,127501242000
2005-06-14,127662194000
2005-06-15,127294860000
2005-06-16,126880798000
2005-06-17,127616764000
2005-06-20,127915304000
2005-06-21,129315846000
2005-06-22,128535748000
2005-06-23,126812004000
2005-06-24,125295940000
2005-06-27,126421306000
2005-06-28,126743210000
2005-06-29,134346894000
2005-06-30,133526053500
2005-07-01,134697300499
2005-07-05,136720363500
2005-07-06,135916592000
2005-07-07,136215247000
2005-07-08,138007177000
2005-07-11,139087529000
2005-07-12,139064156000
2005-07-13,139248543000
2005-07-14,139386184000
2005-07-15,140672997500
2005-07-18,138122743500
2005-07-19,139501750500
2005-07-20,139386184000
2005-07-21,139156349500
2005-07-22,139592645500
2005-07-25,139042081500
2005-07-26,138582412500
2005-07-27,139708212000
2005-07-28,139570571000
2005-07-29,138352578000
2005-08-01,138099370500
2005-08-02,139616018500
2005-08-03,140260074500
2005-08-04,140489909000
2005-08-05,139777032500
2005-08-08,140191254000
2005-08-09,141156039500
2005-08-10,143040163000
2005-08-11,144028321500
2005-08-12,143177804000
2005-08-15,142857074500
2005-08-16,141661156000
2005-08-17,141339128000
2005-08-18,141087219000
2005-08-19,140672997500
2005-08-22,140191254000
2005-08-23,139501750500
2005-08-24,137547508000
2005-08-25,137203405500
2005-08-26,136215247000
2005-08-29,136812556999
2005-08-30,136237321500
2005-08-31,136054233000
2005-09-01,136398335500
2005-09-02,136352887999
2005-09-06,138122743500
2005-09-07,138260384500
2005-09-08,137341046500
2005-09-09,140719743500
2005-09-12,140213328500
2005-09-13,140191254000
2005-09-14,139661466000
2005-09-15,140075687500
2005-09-16,140880757500
2005-09-19,138696680500
2005-09-20,139064156000
2005-09-21,136513901999
2005-09-22,136441186000
2005-09-23,138030550000
2005-09-26,139478377500
2005-09-27,139639391500
2005-09-28,140075687500
2005-09-29,143086909000
2005-09-30,142836057500
2005-10-03,141866997500
2005-10-04,140991717500
2005-10-05,140875795000
2005-10-06,142120985000
2005-10-07,142627657500
2005-10-10,142582070000
2005-10-11,142259050000
2005-10-12,141821410000
2005-10-13,143549827500
2005-10-14,143941880000
2005-10-17,145463200000
2005-10-18,144795017500
2005-10-19,146339782500
2005-10-20,144771572500
2005-10-21,145049005000
2005-10-24,146893345000
2005-10-25,146962377500
2005-10-26,146385370000
2005-10-27,145532232500
2005-10-28,148229710000
2005-10-31,149382422500
2005-11-01,150028462500
2005-11-02,152655605000
2005-11-03,151963977500
2005-11-04,152125487500
2005-11-07,152933037500
2005-11-08,151803770000
2005-11-09,153002070000
2005-11-10,154891997500
2005-11-11,155007920000
2005-11-14,155607070000
2005-11-15,153717142500
2005-11-16,152909592500
2005-11-17,154615867500
2005-11-18,154846410000
2005-11-21,155906645000
2005-11-22,157589475000
2005-11-23,159226717500
2005-11-25,158765632500
2005-11-28,157289900000
2005-11-29,156897847500
2005-11-30,154777377500
2005-12-01,156322142500
2005-12-02,155122540000
2005-12-05,152933037500
2005-12-06,153232612500
2005-12-07,151941835000
2005-12-08,151825912500
2005-12-09,152194520000
2005-12-12,151642260000
2005-12-13,151987422500
2005-12-14,152125487500
2005-12-15,150535135000
2005-12-16,150189972500
2005-12-19,151733435000
2005-12-20,150811265000
2005-12-21,153163580000
2005-12-22,156529240000
2005-12-23,156990325000
2005-12-27,156643860000
2005-12-28,157704095000
2005-12-29,159295750000
2005-12-30,157289900000
2006-01-03,160494050000
2006-01-04,160724592500
2006-01-05,160931690000
2006-01-06,161623317500
2006-01-09,160862657500
2006-01-10,162292802500
2006-01-11,163284005000
2006-01-12,161969782500
2006-01-13,161485252500
2006-01-17,159156382500
2006-01-18,158165180000
2006-01-19,156990325000
2006-01-20,153786175000
2006-01-23,153555632500
2006-01-24,153394122500
2006-01-25,151711292500
2006-01-26,153163580000
2006-01-27,153646807500
2006-01-30,152310442500
2006-01-31,150903742500
2006-02-01,152771527500
2006-02-02,150927187500
2006-02-03,150651057500
2006-02-06,152172377500
2006-02-07,151687847500
2006-02-08,153025515000
2006-02-09,154730487500
2006-02-10,156529240000
2006-02-13,156621717500
2006-02-14,157658507500
2006-02-15,157427965000
2006-02-16,157173977500
2006-02-17,155422115000
2006-02-21,155053507500
2006-02-22,156552685000
2006-02-23,154915442500
2006-02-24,154385325000
2006-02-27,154708345000
2006-02-28,152978625000
2006-03-01,152655605000
2006-03-02,151687847500
2006-03-03,150950632500
2006-03-06,152172377500
2006-03-07,153278200000
2006-03-08,154361880000
2006-03-09,153508742500
2006-03-10,155952232500
2006-03-13,156921292500
2006-03-14,158165180000
2006-03-15,158281102500
2006-03-16,159617467500
2006-03-17,158649710000
2006-03-20,157704095000
2006-03-21,155215017500
2006-03-22,156505795000
2006-03-23,154822965000
2006-03-24,155445560000
2006-03-27,154799520000
2006-03-28,152217965000
2006-03-29,152564430000
2006-03-30,152310442500
2006-03-31,152414516000
2006-04-03,151446387000
2006-04-04,152368911000
2006-04-05,152092675000
2006-04-06,150916066000
2006-04-07,148471638000
2006-04-10,148032527000
2006-04-11,146188782000
2006-04-12,146188782000
2006-04-13,146210933000
2006-04-17,145104686000
2006-04-18,146395959000
2006-04-19,146810313000
2006-04-20,146902826000
2006-04-21,147156911000
2006-04-24,148241007000
2006-04-25,146764708000
2006-04-26,147687232000
2006-04-27,149762911000
2006-04-28,150478258000
2006-05-01,149185682000
2006-05-02,150638527000
2006-05-03,149924483000
2006-05-04,149855424000
2006-05-05,150224173000
2006-05-08,150685435000
2006-05-09,152692055000
2006-05-10,153453007000
2006-05-11,145635007000
2006-05-12,145704066000
2006-05-15,147318483000
2006-05-16,147710686000
2006-05-17,144135254000
2006-05-18,141944911000
2006-05-19,141045841000
2006-05-22,141253018000
2006-05-23,140630184000
2006-05-24,139293306000
2006-05-25,140468612000
2006-05-26,141759885000
2006-05-30,139754568000
2006-05-31,140215830000
2006-06-01,141067992000
2006-06-02,140929874000
2006-06-05,139269852000
2006-06-06,139039221000
2006-06-07,138901103000
2006-06-08,139453575000
2006-06-09,138854195000
2006-06-12,137217626999
2006-06-13,136387616000
2006-06-14,136687306000
2006-06-15,138439841000
2006-06-16,138071092000
2006-06-19,137148568000
2006-06-20,138024184000
2006-06-21,137955125000
2006-06-22,136917937000
2006-06-23,136663851999
2006-06-26,136525734000
2006-06-27,135441638000
2006-06-28,135303520000
2006-06-29,136687306000
2006-06-30,136231391999
2006-07-03,137431915499
2006-07-05,136901391000
2006-07-06,137177733000
2006-07-07,136047598500
2006-07-10,137731720500
2006-07-11,137177733000
2006-07-12,136024135500
2006-07-13,134639818500
2006-07-14,133255501500
2006-07-17,133855111500
2006-07-18,134685441000
2006-07-19,136901391000
2006-07-20,137292441000
2006-07-21,136485574499
2006-07-24,138053685000
2006-07-25,138284404500
2006-07-26,138954403500
2006-07-27,139346757000
2006-07-28,140500354500
2006-07-31,139968526500
2006-08-01,139230745500
2006-08-02,139069111500
2006-08-03,138354793500
2006-08-04,138585513000
2006-08-07,137984599500
2006-08-08,137684794500
2006-08-09,134939623500
2006-08-10,139161660000
2006-08-11,142045002000
2006-08-14,142344807000
2006-08-15,144399123000
2006-08-16,145367623500
2006-08-17,146682855000
2006-08-18,147420636000
2006-08-21,147075208500
2006-08-22,145598343000
2006-08-23,145805599500
2006-08-24,145344160500
2006-08-25,145690891500
2006-08-28,146544684000
2006-08-29,146728477500
2006-08-30,146613769500
2006-08-31,147236842500
2006-09-01,147951160500
2006-09-05,148181880000
2006-09-06,147651355500
2006-09-07,147420636000
2006-09-08,148205343000
2006-09-11,149313318000
2006-09-12,149958550500
2006-09-13,150536001000
2006-09-14,150719794500
2006-09-15,151619209500
2006-09-18,151228159500
2006-09-19,151319404500
2006-09-20,151297245000
2006-09-21,150857965500
2006-09-22,150074562000
2006-09-25,152265745500
2006-09-26,153373720500
2006-09-27,152934441000
2006-09-28,152819733000
2006-09-29,152865355500
2006-10-02,153251264000
2006-10-03,154152404000
2006-10-04,155215488000
2006-10-05,155424448000
2006-10-06,154915108000
2006-10-09,154430582000
2006-10-10,154522002000
2006-10-11,154938616000
2006-10-12,155677812000
2006-10-13,155493666000
2006-10-16,155747030000
2006-10-17,155355230000
2006-10-18,154915108000
2006-10-19,153968258000
2006-10-20,153667878000
2006-10-23,154499800000
2006-10-24,154175912000
2006-10-25,154476292000
2006-10-26,156671678000
2006-10-27,155770538000
2006-10-30,155770538000
2006-10-31,155262504000
2006-11-01,154337856000
2006-11-02,154130202000
2006-11-03,154452784000
2006-11-06,156025208000
2006-11-07,156880638000
2006-11-08,158058650000
2006-11-09,157273744000
2006-11-10,160948828000
2006-11-13,163306158000
2006-11-14,164669622000
2006-11-15,166403990000
2006-11-16,167259420000
2006-11-17,166542426000
2006-11-20,166242046000
2006-11-21,166056594000
2006-11-22,165432326000
2006-11-24,164576896000
2006-11-27,162381510000
2006-11-28,161456862000
2006-11-29,162104638000
2006-11-30,162543454000
2006-12-01,161272716000
2006-12-04,162035420000
2006-12-05,162497744000
2006-12-06,162405018000
2006-12-07,162427220000
2006-12-08,162612672000
2006-12-11,164114572000
2006-12-12,164345734000
2006-12-13,164461968000
2006-12-14,166495410000
2006-12-15,166726572000
2006-12-18,168298996000
2006-12-19,166957734000
2006-12-20,166311264000
2006-12-21,166311264000
2006-12-22,165663488000
2006-12-26,166449700000
2006-12-27,167097476000
2006-12-28,166149320000
2006-12-29,165641286000
2007-01-03,166773588000
2007-01-04,165293890000
2007-01-05,164531186000
2007-01-08,165340906000
2007-01-09,164785856000
2007-01-10,164993510000
2007-01-11,164785856000
2007-01-12,164276516000
2007-01-16,164507678000
2007-01-17,165062728000
2007-01-18,163976136000
2007-01-19,164970002000
2007-01-22,162867342000
2007-01-23,161341934000
2007-01-24,161526080000
2007-01-25,159237968000
2007-01-26,158544482000
2007-01-29,157989432000
2007-01-30,157643342000
2007-01-31,158220594000
2007-02-01,159283678000
2007-02-02,159654582000
2007-02-05,160186124000
2007-02-06,160648448000
2007-02-07,160971030000
2007-02-08,160856102000
2007-02-09,159352896000
2007-02-12,158498772000
2007-02-13,159769510000
2007-02-14,160093398000
2007-02-15,159769510000
2007-02-16,160786884000
2007-02-20,161595298000
2007-02-21,161087264000
2007-02-22,160277544000
2007-02-23,159006806000
2007-02-26,158752136000
2007-02-27,154337856000
2007-02-28,155124068000
2007-03-01,155817554000
2007-03-02,160739868000
2007-03-05,160139108000
2007-03-06,161202192000
2007-03-07,160186124000
2007-03-08,160324560000
2007-03-09,159654582000
2007-03-12,158983298000
2007-03-13,155701320000
2007-03-14,154869398000
2007-03-15,154984326000
2007-03-16,154569018000
2007-03-19,156857130000
2007-03-20,158058650000
2007-03-21,158775644000
2007-03-22,157665544000
2007-03-23,157457890000
2007-03-26,157064784000
2007-03-27,156232862000
2007-03-28,155215488000
2007-03-29,155331722000
2007-03-30,155377432000
2007-04-02,154621248000
2007-04-03,155750516000
2007-04-04,155012849000
2007-04-05,154805990000
2007-04-09,154805990000
2007-04-10,154046206000
2007-04-11,153101680000
2007-04-12,153447746000
2007-04-13,154069624000
2007-04-16,155681563000
2007-04-17,156924018000
2007-04-18,157614849000
2007-04-19,158789652000
2007-04-20,160102361000
2007-04-23,160147896000
2007-04-24,159848666000
2007-04-25,161137957000
2007-04-26,160700821000
2007-04-27,161506140000
2007-04-30,160976633000
2007-05-01,161253746000
2007-05-02,162151436000
2007-05-03,162680943000
2007-05-04,163141497000
2007-05-07,164867924000
2007-05-08,165213990000
2007-05-09,165789032000
2007-05-10,166249586000
2007-05-11,167125159000
2007-05-14,166871464000
2007-05-15,165950356000
2007-05-16,166849347000
2007-05-17,166249586000
2007-05-18,166296422000
2007-05-21,165766915000
2007-05-22,165651126000
2007-05-23,165582173000
2007-05-24,164730018000
2007-05-25,165674544000
2007-05-29,165536638000
2007-05-30,165997192000
2007-05-31,166572234000
2007-06-01,167286483000
2007-06-04,167056206000
2007-06-05,166526699000
2007-06-06,166180633000
2007-06-07,164361835000
2007-06-08,164707901000
2007-06-11,164983713000
2007-06-12,164730018000
2007-06-13,166963835000
2007-06-14,166572234000
2007-06-15,167032788000
2007-06-18,166940417000
2007-06-19,167194112000
2007-06-20,165835868000
2007-06-21,165904821000
2007-06-22,164062605000
2007-06-25,163739957000
2007-06-26,163348356000
2007-06-27,162566455000
2007-06-28,162220389000
2007-06-29,161253746000
2007-07-02,160030136000
2007-07-03,160576248000
2007-07-05,160188560000
2007-07-06,159755792000
2007-07-09,160098400000
2007-07-10,157134712000
2007-07-11,156473968000
2007-07-12,158000248000
2007-07-13,158547648000
2007-07-16,159095048000
2007-07-17,158798808000
2007-07-18,158434304000
2007-07-19,158798808000
2007-07-20,157384584000
2007-07-23,156951816000
2007-07-24,154353920000
2007-07-25,155379168000
2007-07-26,151868080000
2007-07-27,148995840000
2007-07-30,148654520000
2007-07-31,146306496000
2007-08-01,147195216000
2007-08-02,145462856000
2007-08-03,140515648000
2007-08-06,147172032000
2007-08-07,149429896000
2007-08-08,151549944000
2007-08-09,146579552000
2007-08-10,147423192000
2007-08-13,147674352000
2007-08-14,144596032000
2007-08-15,144118184000
2007-08-16,145782280000
2007-08-17,150363696000
2007-08-20,149885848000
2007-08-21,150022376000
2007-08-22,152027792000
2007-08-23,152916512000
2007-08-24,154102760000
2007-08-27,152848248000
2007-08-28,148699600000
2007-08-29,150751384000
2007-08-30,149543240000
2007-08-31,150455144000
2007-09-04,151731552000
2007-09-05,149315264000
2007-09-06,147582904000
2007-09-07,144870376000
2007-09-10,146238232000
2007-09-11,147970592000
2007-09-12,147468272000
2007-09-13,148403360000
2007-09-14,148083936000
2007-09-17,148107120000
2007-09-18,152392296000
2007-09-19,154011312000
2007-09-20,153054328000
2007-09-21,153259120000
2007-09-24,152187504000
2007-09-25,152916512000
2007-09-26,153943048000
2007-09-27,153806520000
2007-09-28,154216104000
2007-10-01,153445808000
2007-10-02,154250976000
2007-10-03,154161232000
2007-10-04,154183984000
2007-10-05,155235632000
2007-10-08,155191392000
2007-10-09,156845968000
2007-10-10,153311824000
2007-10-11,152416912000
2007-10-12,152327168000
2007-10-15,149418704000
2007-10-16,148188832000
2007-10-17,147204176000
2007-10-18,145146384000
2007-10-19,141543984000
2007-10-22,142148176000
2007-10-23,143781264000
2007-10-24,142819360000
2007-10-25,138233568000
2007-10-26,139038736000
2007-10-29,141387248000
2007-10-30,140515088000
2007-10-31,141209024000
2007-11-01,132640367999
2007-11-02,132259903999
2007-11-05,133177567999
2007-11-06,138815008000
2007-11-07,129530928000
2007-11-08,125280096000
2007-11-09,127651360000
2007-11-12,127025680000
2007-11-13,132393888000
2007-11-14,132953839999
2007-11-15,127404880000
2007-11-16,126264752000
2007-11-19,123826496000
2007-11-20,121790192000
2007-11-21,114833136000
2007-11-23,118635248000
2007-11-26,117584864000
2007-11-27,121902688000
2007-11-28,129127712000
2007-11-29,128255552000
2007-11-30,130045375999
2007-12-03,127293648000
2007-12-04,124497680000
2007-12-05,130089616000
2007-12-06,137248911999
2007-12-07,137472640000
2007-12-10,137606624000
2007-12-11,132550624000
2007-12-12,130224864000
2007-12-13,127628608000
2007-12-14,124497680000
2007-12-17,123065568000
2007-12-18,126846192000
2007-12-19,127270896000
2007-12-20,126935936000
2007-12-21,130492832000
2007-12-24,134183711999
2007-12-26,133154816000
2007-12-27,129777408000
2007-12-28,129620672000
2007-12-31,130425839999
2008-01-02,125951280000
2008-01-03,126287504000
2008-01-04,123714000000
2008-01-07,125951280000
2008-01-08,124273952000
2008-01-09,126354496000
2008-01-10,129329952000
2008-01-11,129037968000
2008-01-14,132707360000
2008-01-15,129441184000
2008-01-16,129553680000
2008-01-17,121409728000
2008-01-18,116443472000
2008-01-22,117248640000
2008-01-23,122618112000
2008-01-24,123132560000
2008-01-25,119061216000
2008-01-28,122484128000
2008-01-29,126913184000
2008-01-30,121633456000
2008-01-31,122975824000
2008-02-01,124675904000
2008-02-04,124004720000
2008-02-05,118411520000
2008-02-06,116554704000
2008-02-07,115548560000
2008-02-08,113378272000
2008-02-11,100089840000
2008-02-12,103222032000
2008-02-13,101835424000
2008-02-14,101789920000
2008-02-15,103155040000
2008-02-19,105212832000
2008-02-20,107159392000
2008-02-21,106465456000
2008-02-22,109351168000
2008-02-25,112707088000
2008-02-26,115034112000
2008-02-27,116890928000
2008-02-28,112192640000
2008-02-29,104832368000
2008-03-03,104451904000
2008-03-04,102528096000
2008-03-05,99799120000
2008-03-06,95928752000
2008-03-07,95928752000
2008-03-10,93848208000
2008-03-11,98434000000
2008-03-12,97651584000
2008-03-13,95033840000
2008-03-14,92125376000
2008-03-17,89038688000
2008-03-18,97695824000
2008-03-19,94362656000
2008-03-20,100694032000
2008-03-24,103155040000
2008-03-25,102483856000
2008-03-26,98569248000
2008-03-27,97226880000
2008-03-28,95749264000
2008-03-31,99702802433
2008-04-01,108347411041
2008-04-02,108047838948
2008-04-03,108323966269
2008-04-04,109039031829
2008-04-07,110745290271
2008-04-08,107771711628
2008-04-09,105027370760
2008-04-10,105027370760
2008-04-11,101547124535
2008-04-14,99795279035
2008-04-15,101685188195
2008-04-16,104820275270
2008-04-17,106434057109
2008-04-18,111182926024
2008-04-21,107287186330
2008-04-22,104359194745
2008-04-23,101109488782
2008-04-24,108278379211
2008-04-25,109569144185
2008-04-28,108439887644
2008-04-29,108347411041
2008-04-30,106503088939
2008-05-01,110997972819
2008-05-02,113050692898
2008-05-05,109246127320
2008-05-06,111574974719
2008-05-07,103921558992
2008-05-08,101777664797
2008-05-09,92855626381
2008-05-12,88453219104
2008-05-13,90274096434
2008-05-14,90920130164
2008-05-15,91219702257
2008-05-16,90689589902
2008-05-19,89789571136
2008-05-20,87876217204
2008-05-21,85202210654
2008-05-22,87162454131
2008-05-23,85180068369
2008-05-27,84419415751
2008-05-28,80476786512
2008-05-29,81467979393
2008-05-30,82989284629
2008-06-02,82689712536
2008-06-03,83012729402
2008-06-04,82344553386
2008-06-05,83934890453
2008-06-06,78216970942
2008-06-09,77203635776
2008-06-10,79024513105
2008-06-11,76673523421
2008-06-12,77641271529
2008-06-13,78793972843
2008-06-16,78401924147
2008-06-17,74413707851
2008-06-18,72661862352
2008-06-19,76234585180
2008-06-20,73999516871
2008-06-23,69849792142
2008-06-24,68766122658
2008-06-25,68559027168
2008-06-26,64754461589
2008-06-27,63971666686
2008-06-30,63301041689
2008-07-01,63947149992
2008-07-02,63995810868
2008-07-03,62775233886
2008-07-07,62057485960
2008-07-08,65550255529
2008-07-09,62535984577
2008-07-10,57392800284
2008-07-11,55215226067
2008-07-14,53947339900
2008-07-15,49378624286
2008-07-16,55693724685
2008-07-17,59617683687
2008-07-18,59975881804
2008-07-21,63468651374
2008-07-22,67320970753
2008-07-23,72009986866
2008-07-24,65621895153
2008-07-25,65167726974
2008-07-28,57321160661
2008-07-29,61842567089
2008-07-30,64018789615
2008-07-31,62321065707
2008-08-01,64090429239
2008-08-04,63851179930
2008-08-05,71507157811
2008-08-06,69593163340
2008-08-07,57033250475
2008-08-08,59497383187
2008-08-11,58540385952
2008-08-12,54665087826
2008-08-13,52751093356
2008-08-14,54593448202
2008-08-15,55000307196
2008-08-18,51675147312
2008-08-19,48612215483
2008-08-20,49761152842
2008-08-21,47321350569
2008-08-22,47536269439
2008-08-25,44928857481
2008-08-26,46986131198
2008-08-27,47847158371
2008-08-28,51458876750
2008-08-29,51411567565
2008-09-02,52536174485
2008-09-03,54018979523
2008-09-04,50765459262
2008-09-05,53444510844
2008-09-08,54450168955
2008-09-09,43947529808
2008-09-10,41865925652
2008-09-11,41986226152
2008-09-12,29043784731
2008-09-15,11387996759
2008-09-16,8971173233
2008-09-17,4903934984
2008-09-18,6435400898
2008-09-19,9210422542
2008-09-22,11292026697
2008-09-23,11961113747
2008-09-24,7918205936
2008-09-25,7224788448
2008-09-26,7535677380
2008-09-29,5981232719
2008-09-30,7948612682
2008-10-01,9428020234
2008-10-02,9548045095
2008-10-03,9213593798
2008-10-06,9236519895
2008-10-07,8377465555
2008-10-08,7614161385
2008-10-09,5704552366
2008-10-10,5561601408
2008-10-13,6134753833
2008-10-14,6683631566
2008-10-15,5800302535
2008-10-16,5800302535
2008-10-17,5012723674
2008-10-20,5513052026
2008-10-21,5274350899
2008-10-22,5035649771
2008-10-23,5012723674
2008-10-24,4057919165
2008-10-27,3221790922
2008-10-28,4368095771
2008-10-29,3699193177
2008-10-30,3890693516
2008-10-31,4558247517
2008-11-03,5108473844
2008-11-04,5751753154
2008-11-05,4916973505
2008-11-06,4463845941
2008-11-07,5035649771
2008-11-10,5441576547
2008-11-11,5394375760
2008-11-12,4845498026
2008-11-13,4916973505
2008-11-14,4964174293
2008-11-17,4558247517
2008-11-18,4653997686
2008-11-19,3723467868
2008-11-20,3437565953
2008-11-21,3819218038
2008-11-24,4225144814
2008-11-25,4225144814
2008-11-26,4653997686
2008-11-28,4796948644
2008-12-01,3937894304
2008-12-02,4463845941
2008-12-03,4796948644
2008-12-04,4392370462
2008-12-05,4631071589
2008-12-08,4606796899
2008-12-09,4606796899
2008-12-10,4176595432
2008-12-11,4129394644
2008-12-12,4296620292
2008-12-15,4153669335
2008-12-16,4296620292
2008-12-17,4176595432
2008-12-18,3986443686
2008-12-19,3819218038
2008-12-22,3843492729
2008-12-23,3699193177
2008-12-24,3723467868
2008-12-26,3747742559
2008-12-29,3699193177
2008-12-30,3723467868
2008-12-31,3758677229
2009-01-02,4045413311
2009-01-05,3973729291
2009-01-06,4165788365
2009-01-07,3926390787
2009-01-08,3949383774
2009-01-09,3877699754
2009-01-12,3686993208
2009-01-13,3781670217
2009-01-14,3566618155
2009-01-15,3375911610
2009-01-16,3398904597
2009-01-20,3279882073
2009-01-21,3470588618
2009-01-22,3136514032
2009-01-23,3279882073
2009-01-26,3016138978
2009-01-27,3231191040
2009-01-28,3375911610
2009-01-29,3087822999
2009-01-30,3063477482
2009-02-02,2944454958
2009-02-03,2584682326
2009-02-04,2465659801
2009-02-05,2393975781
2009-02-06,2490005318
2009-02-09,2490005318
2009-02-10,2201916707
2009-02-11,2297946244
2009-02-12,2154578203
2009-02-13,2034203149
2009-02-17,1867842120
2009-02-18,1747467067
2009-02-19,1412039952
2009-02-20,1293017427
2009-02-23,1268671911
2009-02-24,981935828
2009-02-25,1100958353
2009-02-26,1244326394
2009-02-27,1004928816
2009-03-02,1004928816
2009-03-03,1029274333
2009-03-04,1029274333
2009-03-05,837215259
2009-03-06,837215259
2009-03-09,837215259
2009-03-10,1004928816
2009-03-11,981935828
2009-03-12,981935828
2009-03-13,1196987890
2009-03-16,1986864645
2009-03-17,2297946244
2009-03-18,3302875060
2009-03-19,3877699754
2009-03-20,3016138978
2009-03-23,3542272639
2009-03-24,3327220577
2009-03-25,2872770937
2009-03-26,2633373359
2009-03-27,2441314285
2009-03-30,2273600727
2009-03-31,2394486798
2009-04-01,2562236155
2009-04-02,2729985513
2009-04-03,2729985513
2009-04-06,2633935477
2009-04-07,2513534729
2009-04-08,2585234051
