,FANG
2017-06-16,8329311540
2017-06-19,8429416380
2017-06-20,8542279680
2017-06-21,8513818500
2017-06-22,8438249160
2017-06-23,8675752800
2017-06-26,8567796600
2017-06-27,8635514580
2017-06-28,8499097199
2017-06-29,8566815180
2017-06-30,8716168640
2017-07-03,8867310400
2017-07-05,8684762560
2017-07-06,8436458239
2017-07-07,8449216960
2017-07-10,8639616320
2017-07-11,8697521280
2017-07-12,8647467840
2017-07-13,8776036480
2017-07-14,8880069120
2017-07-17,8879087680
2017-07-18,8873199040
2017-07-19,9218665920
2017-07-20,9066542720
2017-07-21,9028266560
2017-07-24,9148002240
2017-07-25,9394343680
2017-07-26,9468933120
2017-07-27,9477766080
2017-07-28,9485617600
2017-07-31,9410046720
2017-08-01,9358030400
2017-08-02,9406120960
2017-08-03,8802535360
2017-08-04,9344290240
2017-08-07,9425749760
2017-08-08,9321717120
2017-08-09,9282459520
2017-08-10,9035136640
2017-08-11,9114633280
2017-08-14,8906568000
2017-08-15,8638634880
2017-08-16,8642560640
2017-08-17,8450198399
2017-08-18,8564045440
2017-08-21,8546379520
2017-08-22,8580729920
2017-08-23,8721075840
2017-08-24,8746593280
2017-08-25,8709298560
2017-08-28,8639616320
2017-08-29,8653356480
2017-08-30,8682799680
2017-08-31,8910493760
2017-09-01,9021396480
2017-09-05,9003730560
2017-09-06,9094023040
2017-09-07,8991953280
2017-09-08,8725001600
2017-09-11,8778980800
2017-09-12,8873199040
2017-09-13,9175482560
2017-09-14,9206888640
2017-09-15,9222591680
2017-09-18,9338401600
2017-09-19,9253016320
2017-09-20,9551374080
2017-09-21,9555299840
2017-09-22,9396306560
2017-09-25,9498376320
2017-09-26,9534689600
2017-09-27,9508190720
2017-09-28,9533708160
2017-09-29,9614186240
2017-10-02,9816900000
2017-10-03,9824753520
2017-10-04,9890526750
2017-10-05,9792357750
2017-10-06,9727566210
2017-10-09,9811009860
2017-10-10,9891508440
2017-10-11,9966116880
2017-10-12,9926849280
2017-10-13,9951391530
2017-10-16,10072139400
2017-10-17,10073121090
2017-10-18,10031890110
2017-10-19,9972988710
2017-10-20,10065267570
2017-10-23,9851259150
2017-10-24,9784504230
2017-10-25,9904270410
2017-10-26,9903288720
2017-10-27,10265532330
2017-10-30,10425547800
2017-10-31,10519790040
2017-11-01,10776992820
2017-11-02,10697475930
2017-11-03,10911484350
2017-11-06,11160833610
2017-11-07,10975294200
2017-11-08,10802516760
2017-11-09,10899704070
2017-11-10,10981184340
2017-11-13,10893813930
2017-11-14,10628757630
2017-11-15,10466778780
2017-11-16,10457943570
2017-11-17,10557094260
2017-11-20,10599306930
2017-11-21,10715146350
2017-11-22,10724963250
2017-11-24,10828040700
2017-11-27,10529606940
2017-11-28,10624830870
2017-11-29,10616977350
2017-11-30,10730853390
2017-12-01,10887923790
2017-12-04,10702384380
2017-12-05,10706311140
2017-12-06,10438309770
2017-12-07,10695512550
2017-12-08,10874180130
2017-12-11,10926209700
2017-12-12,10948788570
2017-12-13,10954678710
2017-12-14,10899704070
2017-12-15,10751468880
2017-12-18,10764230850
2017-12-19,10976275890
2017-12-20,11509333560
2017-12-21,12084603900
2017-12-22,12209278530
2017-12-26,12366348930
2017-12-27,12093439110
2017-12-28,12322172880
2017-12-29,12393836250
2018-01-02,12603213400
2018-01-03,12730349349
2018-01-04,12824962150
2018-01-05,12810178899
2018-01-08,12909719450
2018-01-09,12564776950
2018-01-10,12545065950
2018-01-11,12802294500
2018-01-12,12825947699
2018-01-16,12617011100
2018-01-17,12559849200
2018-01-18,12539152650
2018-01-19,12572661350
2018-01-22,13029956550
2018-01-23,13039812050
2018-01-24,12847629800
2018-01-25,12501701750
2018-01-26,12821019950
2018-01-29,12718522750
2018-01-30,12444539850
2018-01-31,12368652500
2018-02-01,12481005200
2018-02-02,12069045300
2018-02-05,11853209850
2018-02-06,12013854500
2018-02-07,11678767500
2018-02-08,10972128150
2018-02-09,10891313050
2018-02-12,11433365550
2018-02-13,11336781650
2018-02-14,12105510650
2018-02-15,12334158250
2018-02-16,12208993400
2018-02-20,12103539550
2018-02-21,11923183900
2018-02-22,12152817050
2018-02-23,12608141150
2018-02-26,12587444600
2018-02-27,12434684350
2018-02-28,12283895200
2018-03-01,12458337550
2018-03-02,12721479400
2018-03-05,12836788750
2018-03-06,12525354950
2018-03-07,12444539850
2018-03-08,12339086000
2018-03-09,12707681700
2018-03-12,12556892550
2018-03-13,12531268250
2018-03-14,12399204550
2018-03-15,12279953000
2018-03-16,12369638050
2018-03-19,12085799650
2018-03-20,12372594700
2018-03-21,12829889900
2018-03-22,12593357900
2018-03-23,12611097800
2018-03-26,13130482649
2018-03-27,12731334900
2018-03-28,12286851850
2018-03-29,12469178600
2018-04-02,12056547640
2018-04-03,12172912160
2018-04-04,12088104120
2018-04-05,12268567740
2018-04-06,11500364680
2018-04-09,11171980060
2018-04-10,11575311320
2018-04-11,11492475560
2018-04-12,11472752760
2018-04-13,11705481800
2018-04-16,11739010560
2018-04-17,12060492200
2018-04-18,12533839400
2018-04-19,12709372320
2018-04-20,12662037600
2018-04-23,12646259360
2018-04-24,12398738220
2018-04-25,12400710500
2018-04-26,12511158180
2018-04-27,12410571900
2018-04-30,12666968299
2018-05-01,12632453400
2018-05-02,12713316879
2018-05-03,12475657140
2018-05-04,12553562200
2018-05-07,12843487360
2018-05-08,13285278080
2018-05-09,13462783280
2018-05-10,12799111060
2018-05-11,12210385480
2018-05-14,12251803360
2018-05-15,12674857420
2018-05-16,13029867820
2018-05-17,13437143640
2018-05-18,13271472120
2018-05-21,13486450640
2018-05-22,13039729219
2018-05-23,12784318959
2018-05-24,12325763860
2018-05-25,11868194900
2018-05-29,11932294000
2018-05-30,12109799200
2018-05-31,11908626640
2018-06-01,11389917000
2018-06-04,11015183800
2018-06-05,11000391700
2018-06-06,11066463080
2018-06-07,11253829680
2018-06-08,11238051440
2018-06-11,11225231620
2018-06-12,11723232320
2018-06-13,11670966900
2018-06-14,11434293300
2018-06-15,11397806120
2018-06-18,12088104120
2018-06-19,12581174120
2018-06-20,12776429840
2018-06-21,12201510220
2018-06-22,12381973840
2018-06-25,11991462400
2018-06-26,12478615560
2018-06-27,12832639820
2018-06-28,12902655760
2018-06-29,12974643980
2018-07-02,12753893400
2018-07-03,12827871900
2018-07-05,13020216000
2018-07-06,13313170860
2018-07-09,13480855459
2018-07-10,13213546480
2018-07-11,12897904880
2018-07-12,12850558640
2018-07-13,12955114920
2018-07-16,12821953620
2018-07-17,12887054700
2018-07-18,12881136420
2018-07-19,13029093420
2018-07-20,12936373700
2018-07-23,12938346459
2018-07-24,13163241099
2018-07-25,13284565840
2018-07-26,13271742900
2018-07-27,13053752920
2018-07-30,13188886980
2018-07-31,13015284099
2018-08-01,13107017440
2018-08-02,13265824620
2018-08-03,12901850400
2018-08-06,13180009560
2018-08-07,13290484120
2018-08-08,13196778020
2018-08-09,12936373700
2018-08-10,13296402400
2018-08-13,13007393060
2018-08-14,13192832500
2018-08-15,11609692600
2018-08-16,11881933480
2018-08-17,11854314840
2018-08-20,11934211620
2018-08-21,12092032420
2018-08-22,12253798740
2018-08-23,11994380800
2018-08-24,12009176500
2018-08-27,12105841740
2018-08-28,11947034560
2018-08-29,12024958580
2018-08-30,11986489760
2018-08-31,11943089040
2018-09-04,11868124160
2018-09-05,11586019480
2018-09-06,11293064620
2018-09-07,11111570700
2018-09-10,11058306180
2018-09-11,11481463200
2018-09-12,11886865380
2018-09-13,11719180780
2018-09-14,12007203740
2018-09-17,12101896220
2018-09-18,12305090500
2018-09-19,12682874040
2018-09-20,12499407360
2018-09-21,12679914900
2018-09-24,13105044680
2018-09-25,13267797380
2018-09-26,12954128540
2018-09-27,13223410280
2018-09-28,13334871220
2018-10-01,16759368000
2018-10-02,16789995500
2018-10-03,17141599199
2018-10-04,16569477500
2018-10-05,16704238500
2018-10-08,16279128800
2018-10-09,16554776300
2018-10-10,15838092800
2018-10-11,15268421300
2018-10-12,15450961200
2018-10-15,15672704300
2018-10-16,16026758200
2018-10-17,15866270099
2018-10-18,15553869600
2018-10-19,15571021000
2018-10-22,15259845600
2018-10-23,14592166100
2018-10-24,13831379000
2018-10-25,13995542400
2018-10-26,13936737600
2018-10-29,13251906700
2018-10-30,13461398800
2018-10-31,13765223600
2018-11-01,14143779500
2018-11-02,14005343200
2018-11-05,14209934900
2018-11-06,13888958700
2018-11-07,14195233700
2018-11-08,13555731500
2018-11-09,13947763500
2018-11-12,13504277300
2018-11-13,13212703500
2018-11-14,13318062100
2018-11-15,13750522400
2018-11-16,14004118100
2018-11-19,13942863100
2018-11-20,13320512300
2018-11-21,13381767300
2018-11-23,12848848800
2018-11-26,13391568100
2018-11-27,13456498400
2018-11-28,13451598000
2018-11-29,13721120000
2018-11-30,13522653800
2018-12-03,13741946700
2018-12-04,12873350800
2018-12-06,12473968200
2018-12-07,12581777000
2018-12-10,12328181300
2018-12-11,12255900400
2018-12-12,12066009900
2018-12-13,11800163200
2018-12-14,11357902100
2018-12-17,10847035400
2018-12-18,10772304300
2018-12-19,11099406000
2018-12-20,10907065300
2018-12-21,10875212700
2018-12-24,10495431700
2018-12-26,11269694900
2018-12-27,11378728800
2018-12-28,11257443900
2018-12-31,15281780400
2019-01-02,15697207440
2019-01-03,15852168320
2019-01-04,16473660360
2019-01-07,16918760760
2019-01-08,17301217400
2019-01-09,17604545080
2019-01-10,17495742760
2019-01-11,17161093200
2019-01-14,17228682520
2019-01-15,17311108520
2019-01-16,17414965280
2019-01-17,17416613800
2019-01-18,17621030280
2019-01-22,16725883919
2019-01-23,16704453160
2019-01-24,16742369120
2019-01-25,16849522919
2019-01-28,16534655600
2019-01-29,16511576320
2019-01-30,16857765520
2019-01-31,16999538240
2019-02-01,16961622280
2019-02-04,17235276600
2019-02-05,16795121760
2019-02-06,16757205800
2019-02-07,16148901919
2019-02-08,15924703200
2019-02-11,16132416720
2019-02-12,16267595360
2019-02-13,16653349040
2019-02-14,17116583160
2019-02-15,17391886000
2019-02-19,17276489600
2019-02-20,17548495400
2019-02-21,16837983280
2019-02-22,17149553560
2019-02-25,17357267080
2019-02-26,17393534520
2019-02-27,17390237480
2019-02-28,16968216360
2019-03-01,17274841080
2019-03-04,17255058840
2019-03-05,16917112240
2019-03-06,16493442600
2019-03-07,16115931520
2019-03-08,15743366000
2019-03-11,16086258160
2019-03-12,16567626000
2019-03-13,17048993840
2019-03-14,17179226919
2019-03-15,16879196280
2019-03-18,17233628080
2019-03-19,17009429360
2019-03-20,17339133360
2019-03-21,17459475320
2019-03-22,16711047240
2019-03-25,16646754960
2019-03-26,16915463720
2019-03-27,16872602200
2019-03-28,16903924080
2019-03-29,16737423560
2019-04-01,17092155910
2019-04-02,16894349110
2019-04-03,16477306439
2019-04-04,16457525760
2019-04-05,16887755550
2019-04-08,17200949650
2019-04-09,16952042760
2019-04-10,17121826930
2019-04-11,16470712880
2019-04-12,17519088920
2019-04-15,17466340440
2019-04-16,17616343930
2019-04-17,17842173360
2019-04-18,17683927920
2019-04-22,18330096800
2019-04-23,18430648590
2019-04-24,18303722560
2019-04-25,18068002790
2019-04-26,17672389190
2019-04-29,17621289100
2019-04-30,17537221210
2019-05-01,16709729430
2019-05-02,16338841680
2019-05-03,16561374330
2019-05-06,16599287300
2019-05-07,16192134970
2019-05-08,17448208150
2019-05-09,17842173360
2019-05-10,17784479710
2019-05-13,17670740800
2019-05-14,17985583290
2019-05-15,17977341340
2019-05-16,18236138570
2019-05-17,18300425780
2019-05-20,18076244740
2019-05-21,18758678200
2019-05-22,17947670320
2019-05-23,17148201170
2019-05-24,17161388290
2019-05-28,17064133280
2019-05-29,16699839090
2019-05-30,16541593650
2019-05-31,16164112340
2019-06-03,16182244630
2019-06-04,16340490070
2019-06-05,15844324680
2019-06-06,16084989620
2019-06-07,15992679780
2019-06-10,16088286400
2019-06-11,16444338640
2019-06-12,16188838189
2019-06-13,16511922630
2019-06-14,16310819050
2019-06-17,16744345620
2019-06-18,17232269060
2019-06-19,17163036680
2019-06-20,17735028010
2019-06-21,18097673810
2019-06-24,17743269960
2019-06-25,17344359580
2019-06-26,17675685970
2019-06-27,17718544110
2019-06-28,17962505830
2019-07-01,17774077050
2019-07-02,16932104310
2019-07-03,17099523600
2019-07-05,17458743630
2019-07-08,17385599280
2019-07-09,17387224710
2019-07-10,17827716240
2019-07-11,17769200760
2019-07-12,18014640690
2019-07-15,17296200630
2019-07-16,16922351730
2019-07-17,16545251970
2019-07-18,16836203940
2019-07-19,17003623230
2019-07-22,16821575070
2019-07-23,16975990920
2019-07-24,16977616350
2019-07-25,16481860200
2019-07-26,16577760570
2019-07-29,16210413390
2019-07-30,16714296690
2019-07-31,16811822490
2019-08-01,15831688200
2019-08-02,15846317070
2019-08-05,14864557350
2019-08-06,14801165580
2019-08-07,15074237820
2019-08-08,15474093600
2019-08-09,15672396060
2019-08-12,15747165840
2019-08-13,16244547420
2019-08-14,15654516330
2019-08-15,15573244830
2019-08-16,15808932180
2019-08-19,16247798279
2019-08-20,16137269040
2019-08-21,16270554300
2019-08-22,16129141890
2019-08-23,15376567800
2019-08-26,15197770500
2019-08-27,15014096910
2019-08-28,15706530090
2019-08-29,16023488940
2019-08-30,15942217440
2019-09-03,15766671000
2019-09-04,15899956259
2019-09-05,15872323950
2019-09-06,15539110800
2019-09-09,15691901220
2019-09-10,16166526779
2019-09-11,16046244960
2019-09-12,15631760310
2019-09-13,15722784390
2019-09-16,17073516720
2019-09-17,16327444350
2019-09-18,15969849750
2019-09-19,15820310190
2019-09-20,15737413259
2019-09-23,15976351470
2019-09-24,15358688070
2019-09-25,15155509320
2019-09-26,14648375160
2019-09-27,14627244570
2019-09-30,14385420180
2019-10-01,13599830000
2019-10-02,13299033760
2019-10-03,13742228220
2019-10-04,13667029160
2019-10-07,13339033260
2019-10-08,12931038359
2019-10-09,13047836900
2019-10-10,13206234920
2019-10-11,13382232720
2019-10-14,13433432079
2019-10-15,13574230320
2019-10-16,13348633140
2019-10-17,13446231920
2019-10-18,13115036060
2019-10-21,13238234520
2019-10-22,13710228620
2019-10-23,13945425680
2019-10-24,13905426180
2019-10-25,13993425079
2019-10-28,13855826800
2019-10-29,14067024160
2019-10-30,13500631240
2019-10-31,13721428480
2019-11-01,13886226420
2019-11-04,14457419280
2019-11-05,14436619540
2019-11-06,12351845600
2019-11-07,12089448880
2019-11-08,12068649140
2019-11-11,12284646440
2019-11-12,12481443980
2019-11-13,12321445980
2019-11-14,12206247420
2019-11-15,12334245820
2019-11-18,12116648540
2019-11-19,11870251620
2019-11-20,12046249420
2019-11-21,12091048859
2019-11-22,12052649340
2019-11-25,12340645740
2019-11-26,12335845800
2019-11-27,12563042960
2019-11-29,12374245320
2019-12-02,12460644240
2019-12-03,12305446180
2019-12-04,12889438880
2019-12-05,12790240120
2019-12-06,13316633540
2019-12-09,13404632440
2019-12-10,13353433079
2019-12-11,13412632340
2019-12-12,13803027460
2019-12-13,13614229820
2019-12-16,14030224620
2019-12-17,13857426780
2019-12-18,13932625840
2019-12-19,13996625040
2019-12-20,14083023960
2019-12-23,14244621940
2019-12-24,14428619640
2019-12-26,14609417380
2019-12-27,14523018460
2019-12-30,14571017859
2019-12-31,14698902260
2020-01-02,14665661150
2020-01-03,14944253310
2020-01-06,15021815900
2020-01-07,15262418220
2020-01-08,14773299030
2020-01-09,14903097650
2020-01-10,14603927660
2020-01-13,14322169680
2020-01-14,14445636660
2020-01-15,14453551210
2020-01-16,14363325340
2020-01-17,14173376140
2020-01-21,13980261119
2020-01-22,13532297590
2020-01-23,13407247700
2020-01-24,13112826440
2020-01-27,12563556670
2020-01-28,12523983920
2020-01-29,12278632869
2020-01-30,12107678590
2020-01-31,11776850400
2020-02-03,11567906280
2020-02-04,11590067020
2020-02-05,12251723400
2020-02-06,12066522930
2020-02-07,11751523840
2020-02-10,11396952000
2020-02-11,11477680410
2020-02-12,11768935850
2020-02-13,11799011140
2020-02-14,11867076270
2020-02-18,11802176960
2020-02-19,12550893390
2020-02-20,12422677680
2020-02-21,12093432400
2020-02-24,11251324280
2020-02-25,10630823560
2020-02-26,9994493740
2020-02-27,9415148680
2020-02-28,9814042000
2020-03-02,9836202740
2020-03-03,9776052160
2020-03-04,9666831370
2020-03-05,9214119110
2020-03-06,7686610960
2020-03-09,4254862080
2020-03-10,4698076880
2020-03-11,4147224200
2020-03-12,4055415420
2020-03-13,4303932290
2020-03-16,3718255589
2020-03-17,3202226930
2020-03-18,2463007960
2020-03-19,2958458790
2020-03-20,2942629690
2020-03-23,3224387670
2020-03-24,3817978920
2020-03-25,3825893470
2020-03-26,4107651450
2020-03-27,3778406170
2020-03-30,3734084690
2020-03-31,4135119800
2020-04-01,3956773030
2020-04-02,4584932450
2020-04-03,4985818110
2020-04-06,5066310900
2020-04-07,5209935290
2020-04-08,5915430919
2020-04-09,5501918940
2020-04-13,5220983320
2020-04-14,4995287850
2020-04-15,4771170670
2020-04-16,4423946870
2020-04-17,4974770080
2020-04-20,4870602940
2020-04-21,4955830600
2020-04-22,5404064960
2020-04-23,5855455900
2020-04-24,5647121620
2020-04-27,5716566380
2020-04-28,5997502000
2020-04-29,6974463510
2020-04-30,6871874660
2020-05-01,6357352120
2020-05-04,6710889080
2020-05-05,6365243570
2020-05-06,6142704680
2020-05-07,6371556730
2020-05-08,6641444320
2020-05-11,6474145580
2020-05-12,6450471230
2020-05-13,5964357910
2020-05-14,6025911220
2020-05-15,6120608620
2020-05-18,6856091760
2020-05-19,6603565360
2020-05-20,6890814139
2020-05-21,6769285810
2020-05-22,6777177260
2020-05-26,7086522100
2020-05-27,6991824700
2020-05-28,6789803580
2020-05-29,6720358820
2020-06-01,6901862169
2020-06-02,7198580690
2020-06-03,7509503820
2020-06-04,7525286720
2020-06-05,8240252090
2020-06-08,9441330780
2020-06-09,8510139680
2020-06-10,7918280930
2020-06-11,7001294440
2020-06-12,7411649840
2020-06-15,7594731480
2020-06-16,7886715130
2020-06-17,7346939950
2020-06-18,7353253110
2020-06-19,7375349169
2020-06-22,7274338610
2020-06-23,7309060990
2020-06-24,6613035100
2020-06-25,6884500980
2020-06-26,6491506770
2020-06-29,6538855470
2020-06-30,6600576060
2020-07-01,6250186800
2020-07-02,6559539480
2020-07-06,6767879040
2020-07-07,6332259960
2020-07-08,6349621589
2020-07-09,5918737500
2020-07-10,6144438690
2020-07-13,5855604300
2020-07-14,6199680240
2020-07-15,6297536700
2020-07-16,6235981830
2020-07-17,6158643660
2020-07-20,6089197140
2020-07-21,6646347630
2020-07-22,6581636100
2020-07-23,6482201310
2020-07-24,6428538089
2020-07-27,6321211650
2020-07-28,6136547040
2020-07-29,6433273080
2020-07-30,6235981830
2020-07-31,6291223380
2020-08-03,6314898330
2020-08-04,6482201310
2020-08-05,6570587790
2020-08-06,6428538089
2020-08-07,6630564330
2020-08-10,7050400110
2020-08-11,7015676850
2020-08-12,7034616810
2020-08-13,7036195140
2020-08-14,7182979830
2020-08-17,7115111640
2020-08-18,7021990170
2020-08-19,6834168900
2020-08-20,6412754790
2020-08-21,6188631930
2020-08-24,6321211650
2020-08-25,6480622980
2020-08-26,6217041870
2020-08-27,6277018410
2020-08-28,6335416620
2020-08-31,6149173680
2020-09-01,6073413839
2020-09-02,5732494560
2020-09-03,5645686410
2020-09-04,5607806490
2020-09-08,5049077670
2020-09-09,5080644270
2020-09-10,4747616640
2020-09-11,4675013460
2020-09-14,4902292980
2020-09-15,4813906500
2020-09-16,5194284029
2020-09-17,5333177070
2020-09-18,5330020410
2020-09-21,5063282640
2020-09-22,4989101130
2020-09-23,4719206700
2020-09-24,4733411670
2020-09-25,4719206700
2020-09-28,4970161170
2020-09-29,4924389600
2020-09-30,4757329724
2020-10-01,4594645474
2020-10-02,4812610780
2020-10-05,4875789130
2020-10-06,4613598979
2020-10-07,4654664906
2020-10-08,4915275598
2020-10-09,4847358873
2020-10-12,4927911268
2020-10-13,4803134028
2020-10-14,4815769698
2020-10-15,4837882120
2020-10-16,4626234649
2020-10-19,4428802306
2020-10-20,4493560115
2020-10-21,4376680168
2020-10-22,4607281144
2020-10-23,4585168722
2020-10-26,4348249911
2020-10-27,4196621872
2020-10-28,3885468500
2020-10-29,4033937621
2020-10-30,4100274889
2020-11-02,4376680168
2020-11-03,4441437976
2020-11-04,4283492102
2020-11-05,4138181898
2020-11-06,3907580922
2020-11-09,5117446317
2020-11-10,5327514330
2020-11-11,5188521960
2020-11-12,5000566370
2020-11-13,5306981366
2020-11-16,5674995252
2020-11-17,5892960558
2020-11-18,5960877284
2020-11-19,6229385270
2020-11-20,6292563620
2020-11-23,7027011934
2020-11-24,7445568500
2020-11-25,7169163220
2020-11-27,6873804436
2020-11-30,6311517125
2020-12-01,6294143078
2020-12-02,6399966814
2020-12-03,6619511579
2020-12-04,7458204170
2020-12-07,7208649689
2020-12-08,7287622626
2020-12-09,7475578216
2020-12-10,7887816947
2020-12-11,7914667746
2020-12-14,7415558784
2020-12-15,7606673291
2020-12-16,7526120896
2020-12-17,7485054968
2020-12-18,7240238864
2020-12-21,7110723247
2020-12-22,6957515749
2020-12-23,7549812777
2020-12-24,7620888420
2020-12-28,7522961978
2020-12-29,7423456078
2020-12-30,7781993211
2020-12-31,7945779600
2021-01-04,8034430860
2021-01-05,8810950230
2021-01-06,9245998080
2021-01-07,9323157510
2021-01-08,9318232440
2021-01-11,9571052700
2021-01-12,10321305030
2021-01-13,10102960260
2021-01-14,10166986170
2021-01-15,9725371560
2021-01-19,9853423380
2021-01-20,9951924780
2021-01-21,9978191820
2021-01-22,10464132060
2021-01-25,10068484770
2021-01-26,9786114090
2021-01-27,9290323710
2021-01-28,9901032390
2021-01-29,9306740610
2021-02-01,9518518620
2021-02-02,9590752980
2021-02-03,10437865020
2021-02-04,10728444150
2021-02-05,10580692050
2021-02-08,11316169170
2021-02-09,10994397930
2021-02-10,11307960720
2021-02-11,11125733130
2021-02-12,11347361280
2021-02-16,11322735930
2021-02-17,11301393960
2021-02-18,10693968660
2021-02-19,10764561329
2021-02-22,11229159600
2021-02-23,11657640690
2021-02-24,12115672200
2021-02-25,11337511140
2021-02-26,11373628320
2021-03-01,12092688540
2021-03-02,11657640690
2021-03-03,12220740360
2021-03-04,13340372940
2021-03-05,13998690630
2021-03-08,13818104730
2021-03-09,13302614070
2021-03-10,13287838860
2021-03-11,13796762760
2021-03-12,13463499690
2021-03-15,13837805010
2021-03-16,13476633210
2021-03-17,13364998290
2021-03-18,12340583730
2021-03-19,12445651890
2021-03-22,12363567390
2021-03-23,11841509970
2021-03-24,12212531910
2021-03-25,12115672200
2021-03-26,12442368510
2021-03-29,12187906560
2021-03-30,12227307120
2021-03-31,13302351410
2021-04-01,14701550980
2021-04-05,13648078600
2021-04-06,13658939139
2021-04-07,13812796790
2021-04-08,13611876800
2021-04-09,13539473200
2021-04-12,13372944920
2021-04-13,13713241840
2021-04-14,14542263060
2021-04-15,14314191720
2021-04-16,14035437860
2021-04-19,14058969030
2021-04-20,13443538430
2021-04-21,13622737340
2021-04-22,13626357520
2021-04-23,13780215170
2021-04-26,14020957139
2021-04-27,14357633879
2021-04-28,15146833120
2021-04-29,15266299060
2021-04-30,14793865570
2021-05-03,15190275280
2021-05-04,14335912800
2021-05-05,15045468080
2021-05-06,14887990250
2021-05-07,15242767889
2021-05-10,14980304840
2021-05-11,14444518200
2021-05-12,14386595320
2021-05-13,13792885800
2021-05-14,14245408300
2021-05-17,14545883240
2021-05-18,14480720000
2021-05-19,14104221280
2021-05-20,13852618770
2021-05-21,13812796790
2021-05-24,13991995700
2021-05-25,13662559320
2021-05-26,14171194610
2021-05-27,14361254060
2021-05-28,14493390629
2021-06-01,15677189490
2021-06-02,15646417960
2021-06-03,15660898680
2021-06-04,15534192379
2021-06-07,15782174710
2021-06-08,16225646760
2021-06-09,15979474520
2021-06-10,15745972910
2021-06-11,15796655430
2021-06-14,15646417960
2021-06-15,16444667649
2021-06-16,16357783330
2021-06-17,15727872010
2021-06-18,15599355620
2021-06-21,16562323500
2021-06-22,16531551970
2021-06-23,16636537190
2021-06-24,17060098250
2021-06-25,17432976790
2021-06-28,16737902230
2021-06-29,16765053580
2021-06-30,16996625030
2021-07-01,18030289200
2021-07-02,17751507620
2021-07-06,16504231590
2021-07-07,15928565730
2021-07-08,15964771130
2021-07-09,16187434340
2021-07-12,16261655410
2021-07-13,16299671080
2021-07-14,15311263660
2021-07-15,14797146980
2021-07-16,14185275720
2021-07-19,13249366130
2021-07-20,13562542840
2021-07-21,14362682180
2021-07-22,14241394090
2021-07-23,14163552480
2021-07-26,14527416750
2021-07-27,14219670850
2021-07-28,14406128660
2021-07-29,14398887580
2021-07-30,13962612510
2021-08-02,13893822250
2021-08-03,14578104310
2021-08-04,13834083340
2021-08-05,14451385410
2021-08-06,14491211350
2021-08-09,13980715210
2021-08-10,14141829240
2021-08-11,14302943270
2021-08-12,14368112990
2021-08-13,13692882280
2021-08-16,13131698580
2021-08-17,13012220760
2021-08-18,12637494870
2021-08-19,12288112760
2021-08-20,12342420860
2021-08-23,13070149400
2021-08-24,13432203400
2021-08-25,13578835270
2021-08-26,13229453160
2021-08-27,13875719550
2021-08-30,13808739560
2021-08-31,13964422780
2021-09-01,13424962320
2021-09-02,13861237389
2021-09-03,13678400120
2021-09-07,13564353110
2021-09-08,13522716900
2021-09-09,13696502820
2021-09-10,13584266080
2021-09-13,14083900600
2021-09-14,13700123360
2021-09-15,14768182660
2021-09-16,14494831889
2021-09-17,14956450740
2021-09-20,14321045970
2021-09-21,14489401080
2021-09-22,15275058260
2021-09-23,15905032220
2021-09-24,16060715440
2021-09-27,17284457960
2021-09-28,17193944460
2021-09-29,17387643350
2021-09-30,17054137810
2021-10-01,17808936980
2021-10-04,18623183340
2021-10-05,18763694880
2021-10-06,18754687730
2021-10-07,18936632160
2021-10-08,19797715700
2021-10-11,19947234390
2021-10-12,19815730000
2021-10-13,19489671170
2021-10-14,19604962690
2021-10-15,19505884040
2021-10-18,19682424180
2021-10-19,19985064420
2021-10-20,20022894450
2021-10-21,19622976990
2021-10-22,19695034190
2021-10-25,19709445630
2021-10-26,20120171670
2021-10-27,19379783940
2021-10-28,19637388430
2021-10-29,19309528170
2021-11-01,20105760230
2021-11-02,20617366350
2021-11-03,20141788830
2021-11-04,20312924680
2021-11-05,20498471970
2021-11-08,20844346530
2021-11-09,20354357570
2021-11-10,19304123880
2021-11-11,19594154110
2021-11-12,19806722850
2021-11-15,20026497310
2021-11-16,19848155740
2021-11-17,19318535320
2021-11-18,19448238280
2021-11-19,18405210310
2021-11-22,18999682210
2021-11-23,19849957170
2021-11-24,20572330600
2021-11-26,19361769640
2021-11-29,19803119990
2021-11-30,19226662390
2021-12-01,18554729000
2021-12-02,19172619490
2021-12-03,19095158000
2021-12-06,19496876890
2021-12-07,20822729370
2021-12-08,20469649090
2021-12-09,19875177190
2021-12-10,20028298740
2021-12-13,19205045230
2021-12-14,18747482010
2021-12-15,18689836250
2021-12-16,18969057900
2021-12-17,18452047490
2021-12-20,17855774160
2021-12-21,18897000700
2021-12-22,19039313670
2021-12-23,19084349420
2021-12-27,20021093020
2021-12-28,19844552880
2021-12-29,19583345530
2021-12-30,19331145330
2021-12-31,19150385250
2022-01-03,19858869600
2022-01-04,21165748000
2022-01-05,20972202150
2022-01-06,21955912250
2022-01-07,21577698800
2022-01-10,21547512750
2022-01-11,22081983400
2022-01-12,22119272050
2022-01-13,22032265200
2022-01-14,22943173650
2022-01-18,22362536100
2022-01-19,22321696150
2022-01-20,21646949150
2022-01-21,20950894350
2022-01-24,21204812300
2022-01-25,22547203700
2022-01-26,22621781000
2022-01-27,22841961599
2022-01-28,22856166800
2022-01-31,22401600400
2022-02-01,23120738650
