,WELL
2009-06-23,3687336640
2009-06-24,3719487199
2009-06-25,3753855040
2009-06-26,3733899520
2009-06-29,3767158719
2009-06-30,3917203400
2009-07-01,3948219379
2009-07-02,3798883180
2009-07-06,3952814339
2009-07-07,3918352140
2009-07-08,3953963080
2009-07-09,3910310960
2009-07-10,3935583240
2009-07-13,4061944640
2009-07-14,4078027000
2009-07-15,4196347220
2009-07-16,4221619500
2009-07-17,4176818640
2009-07-20,4292841379
2009-07-21,4320411140
2009-07-22,4290543900
2009-07-23,4460557420
2009-07-24,4457111200
2009-07-27,4526035600
2009-07-28,4504209540
2009-07-29,4492722140
2009-07-30,4608744880
2009-07-31,4601852440
2009-08-03,4684561720
2009-08-04,4879847520
2009-08-05,5039522380
2009-08-06,4753486120
2009-08-07,4951069400
2009-08-10,4825856740
2009-08-11,4712131480
2009-08-12,4716726440
2009-08-13,4660438180
2009-08-14,4682264240
2009-08-17,4567390240
2009-08-18,4637463380
2009-08-19,4651248260
2009-08-20,4823559260
2009-08-21,4940730740
2009-08-24,4878698780
2009-08-25,4870657600
2009-08-26,4853426500
2009-08-27,4918904680
2009-08-28,4948771920
2009-08-31,4906268540
2009-09-01,4604149920
2009-09-02,4594960000
2009-09-03,4594960000
2009-09-04,4611042360
2009-09-08,4682264240
2009-09-09,4754634860
2009-09-10,4725916360
2009-09-11,4741998720
2009-09-14,4821261780
2009-09-15,4892483660
2009-09-16,4991275300
2009-09-17,4972895460
2009-09-18,4990126560
2009-09-21,4938433260
2009-09-22,5052158520
2009-09-23,4905119800
2009-09-24,4825856740
2009-09-25,4809774380
2009-09-28,4943028220
2009-09-29,4877550040
2009-09-30,5106774000
2009-10-01,5030700000
2009-10-02,5077326000
2009-10-05,5198799000
2009-10-06,5191437000
2009-10-07,5218431000
2009-10-08,5271192000
2009-10-09,5360763000
2009-10-12,5390211000
2009-10-13,5358309000
2009-10-14,5498187000
2009-10-15,5499414000
2009-10-16,5429475000
2009-10-19,5580396000
2009-10-20,5471193000
2009-10-21,5388984000
2009-10-22,5530089000
2009-10-23,5458923000
2009-10-26,5525181000
2009-10-27,5546040000
2009-10-28,5403708000
2009-10-29,5577942000
2009-10-30,5444199000
2009-11-02,5525181000
2009-11-03,5516592000
2009-11-04,5365671000
2009-11-05,5263830000
2009-11-06,5170578000
2009-11-09,5364444000
2009-11-10,5278554000
2009-11-11,5331315000
2009-11-12,5257695000
2009-11-13,5295732000
2009-11-16,5337450000
2009-11-17,5304321000
2009-11-18,5431929000
2009-11-19,5369352000
2009-11-20,5379168000
2009-11-23,5424567000
2009-11-24,5404935000
2009-11-25,5404935000
2009-11-27,5251560000
2009-11-30,5466285000
2009-12-01,5514138000
2009-12-02,5588985000
2009-12-03,5543586000
2009-12-04,5655243000
2009-12-07,5593893000
2009-12-08,5571807000
2009-12-09,5581623000
2009-12-10,5568126000
2009-12-11,5577942000
2009-12-14,5655243000
2009-12-15,5600028000
2009-12-16,5569353000
2009-12-17,5520273000
2009-12-18,5539905000
2009-12-21,5580396000
2009-12-22,5607390000
2009-12-23,5591439000
2009-12-24,5667513000
2009-12-28,5663832000
2009-12-29,5623341000
2009-12-30,5635611000
2009-12-31,5463326400
2010-01-04,5428810800
2010-01-05,5505238200
2010-01-06,5478118800
2010-01-07,5489213100
2010-01-08,5432508900
2010-01-11,5444835900
2010-01-12,5395527900
2010-01-13,5511401700
2010-01-14,5470722600
2010-01-15,5460861000
2010-01-19,5600156100
2010-01-20,5577967500
2010-01-21,5446068600
2010-01-22,5326496700
2010-01-25,5340056400
2010-01-26,5311704300
2010-01-27,5352383400
2010-01-28,5336358300
2010-01-29,5300610000
2010-02-01,5308006200
2010-02-02,5344987200
2010-02-03,5268559800
2010-02-04,4982573400
2010-02-05,5056535400
2010-02-08,4962850200
2010-02-09,4970246400
2010-02-10,4989969600
2010-02-11,5052837300
2010-02-12,5024485200
2010-02-16,5141591700
2010-02-17,5179805400
2010-02-18,5220484500
2010-02-19,5160082200
2010-02-22,5177340000
2010-02-23,5120635800
2010-02-24,5209390200
2010-02-25,5255000100
2010-02-26,5221717200
2010-03-01,5263629000
2010-03-02,5242673100
2010-03-03,5219251800
2010-03-04,5255000100
2010-03-05,5320333200
2010-03-08,5349918000
2010-03-09,5378270100
2010-03-10,5428810800
2010-03-11,5483049600
2010-03-12,5520030600
2010-03-15,5542219200
2010-03-16,5667954600
2010-03-17,5696306700
2010-03-18,5659325700
2010-03-19,5639602500
2010-03-22,5702470200
2010-03-23,5701237500
2010-03-24,5708633700
2010-03-25,5703702900
2010-03-26,5655627600
2010-03-29,5649464100
2010-03-30,5634671700
2010-03-31,5599835840
2010-04-01,5582502720
2010-04-05,5619645120
2010-04-06,5684025280
2010-04-07,5587455040
2010-04-08,5582502720
2010-04-09,5649359040
2010-04-12,5608502400
2010-04-13,5713739200
2010-04-14,5685263360
2010-04-15,5479742080
2010-04-16,5358410240
2010-04-19,5354696000
2010-04-20,5428980800
2010-04-21,5497075200
2010-04-22,5541646080
2010-04-23,5599835840
2010-04-26,5628311680
2010-04-27,5503265600
2010-04-28,5524312960
2010-04-29,5667930240
2010-04-30,5562693440
2010-05-03,5687739520
2010-05-04,5495837120
2010-05-05,5389362240
2010-05-06,5043937920
2010-05-07,5020414400
2010-05-10,5310125120
2010-05-11,5312601280
2010-05-12,5328696320
2010-05-13,5276696960
2010-05-14,5201174080
2010-05-17,5209840640
2010-05-18,5128127360
2010-05-19,5086032640
2010-05-20,4952320000
2010-05-21,5139270080
2010-05-24,5139270080
2010-05-25,5276696960
2010-05-26,5182602880
2010-05-27,5398028800
2010-05-28,5333648640
2010-06-01,5244506880
2010-06-02,5295268160
2010-06-03,5270506560
2010-06-04,5102127680
2010-06-07,5094699200
2010-06-08,5218507200
2010-06-09,5248221120
2010-06-10,5425266560
2010-06-11,5447552000
2010-06-14,5474789760
2010-06-15,5549074560
2010-06-16,5469837440
2010-06-17,5497075200
2010-06-18,5364600640
2010-06-21,5329934400
2010-06-22,5211078720
2010-06-23,5250697280
2010-06-24,5175174400
2010-06-25,5292792000
2010-06-28,5295268160
2010-06-29,5245744960
2010-06-30,5277551760
2010-07-01,5260010040
2010-07-02,5232444480
2010-07-06,5172301440
2010-07-07,5338947780
2010-07-08,5369019300
2010-07-09,5410367640
2010-07-12,5424150420
2010-07-13,5528147760
2010-07-14,5500582200
2010-07-15,5479281540
2010-07-16,5385308040
2010-07-19,5488052400
2010-07-20,5573255040
2010-07-21,5494317300
2010-07-22,5614603380
2010-07-23,5648433840
2010-07-26,5717347740
2010-07-27,5701059000
2010-07-28,5699806020
2010-07-29,5654698740
2010-07-30,5677252380
2010-08-02,5833874880
2010-08-03,5767466940
2010-08-04,5764960980
2010-08-05,5701059000
2010-08-06,5699806020
2010-08-09,5713588800
2010-08-10,5711082840
2010-08-11,5602073580
2010-08-12,5595808680
2010-08-13,5603326560
2010-08-16,5574508020
2010-08-17,5687276220
2010-08-18,5682264300
2010-08-19,5620868280
2010-08-20,5648433840
2010-08-23,5597061660
2010-08-24,5615856360
2010-08-25,5667228540
2010-08-26,5622121260
2010-08-27,5724865620
2010-08-30,5693541120
2010-08-31,5754937140
2010-09-01,5867705340
2010-09-02,5927848380
2010-09-03,5982979500
2010-09-07,5902788780
2010-09-08,5911559640
2010-09-09,5841392760
2010-09-10,5851416600
2010-09-13,5932860300
2010-09-14,5944137120
2010-09-15,5982979500
2010-09-16,5970449700
2010-09-17,6003027180
2010-09-20,6068182140
2010-09-21,5889006000
2010-09-22,5882741100
2010-09-23,5803803360
2010-09-24,5935366260
2010-09-27,5870211300
2010-09-28,5927848380
2010-09-29,5887753020
2010-09-30,7335096300
2010-10-01,7341294100
2010-10-04,7397074300
2010-10-05,7556667650
2010-10-06,7547370950
2010-10-07,7567513800
2010-10-08,7547370950
2010-10-11,7567513800
2010-10-12,7610898400
2010-10-13,7643436850
2010-10-14,7663579700
2010-10-15,7663579700
2010-10-18,7789085150
2010-10-19,7764293950
2010-10-20,7871206000
2010-10-21,7883601600
2010-10-22,7886700500
2010-10-25,7936282900
2010-10-26,7928535650
2010-10-27,7868107100
2010-10-28,7878953250
2010-10-29,7917689500
2010-11-01,8012205950
2010-11-02,7939381800
2010-11-03,7806129100
2010-11-04,7908392800
2010-11-05,7790634600
2010-11-08,7820074150
2010-11-09,7446656700
2010-11-10,7510184150
2010-11-11,7411019350
2010-11-12,7282415000
2010-11-15,7248327100
2010-11-16,7028305200
2010-11-17,7039151350
2010-11-18,7034503000
2010-11-19,7108876600
2010-11-22,7111975500
2010-11-23,7054645850
2010-11-24,7178601850
2010-11-26,7146063400
2010-11-29,7180151300
2010-11-30,7170854600
2010-12-01,7065492000
2010-12-02,7138316150
2010-12-03,7096481000
2010-12-06,7070140350
2010-12-07,7094931550
2010-12-08,7019008500
2010-12-09,7003514000
2010-12-10,7056195300
2010-12-13,7056195300
2010-12-14,6938437100
2010-12-15,6856316250
2010-12-16,6879558000
2010-12-17,6989568950
2010-12-20,7079437050
2010-12-21,7229733699
2010-12-22,7314953450
2010-12-23,7319601800
2010-12-27,7341294100
2010-12-28,7367634750
2010-12-29,7364535850
2010-12-30,7381579800
2010-12-31,7381579800
2011-01-03,7503986350
2011-01-04,7398623750
2011-01-05,7412568800
2011-01-06,7390876500
2011-01-07,7344393000
2011-01-10,7336645750
2011-01-11,7324250150
2011-01-12,7282415000
2011-01-13,7296360050
2011-01-14,7290162250
2011-01-18,7367634750
2011-01-19,7398623750
2011-01-20,7412568800
2011-01-21,7372283100
2011-01-24,7414118250
2011-01-25,7514832500
2011-01-26,7525678650
2011-01-27,7618645650
2011-01-28,7514832500
2011-01-31,7604700600
2011-02-01,7683722550
2011-02-02,7609348950
2011-02-03,7644986300
2011-02-04,7485392950
2011-02-07,7548920400
2011-02-08,7598502800
2011-02-09,7654283000
2011-02-10,7654283000
2011-02-11,7652733550
2011-02-14,7623294000
2011-02-15,7669777500
2011-02-16,7744151099
2011-02-17,7675975300
2011-02-18,7785986250
2011-02-22,7768942300
2011-02-23,7710063200
2011-02-24,7711612650
2011-02-25,7880502700
2011-02-28,8091227900
2011-03-01,7878953250
2011-03-02,7882052150
2011-03-03,7953326850
2011-03-04,7968821350
2011-03-07,7945579600
2011-03-08,8054041099
2011-03-09,8080381750
2011-03-10,8001359800
2011-03-11,8081931199
2011-03-14,8074183950
2011-03-15,8018403750
2011-03-16,7847964250
2011-03-17,7886700500
2011-03-18,8009107050
2011-03-21,8018403750
2011-03-22,7897546650
2011-03-23,7816975250
2011-03-24,7863458750
2011-03-25,7950227950
2011-03-28,8002909250
2011-03-29,8035447700
2011-03-30,8116019100
2011-03-31,9252775800
2011-04-01,9228073500
2011-04-04,9247482450
2011-04-05,9316296000
2011-04-06,9305709300
2011-04-07,9251011350
2011-04-08,9166317750
2011-04-11,9175140000
2011-04-12,9141615450
2011-04-13,9127499850
2011-04-14,9205135650
2011-04-15,9330411600
2011-04-18,9295122600
2011-04-19,9353349450
2011-04-20,9400989600
2011-04-21,9429220800
2011-04-25,9430985250
2011-04-26,9552732300
2011-04-27,9625074750
2011-04-28,9700946100
2011-04-29,9487447650
2011-05-02,9538616700
2011-05-03,9439807500
2011-05-04,9418634100
2011-05-05,9281007000
2011-05-06,9042806250
2011-05-09,9030455100
2011-05-10,9051628500
2011-05-11,9051628500
2011-05-12,9123970950
2011-05-13,8936939250
2011-05-16,8963406000
2011-05-17,9023397300
2011-05-18,9085153050
2011-05-19,9123970950
2011-05-20,9071037450
2011-05-23,9056921850
2011-05-24,9171611100
2011-05-25,9139851000
2011-05-26,9178668900
2011-05-27,9228073500
2011-05-31,9385109550
2011-06-01,9199842300
2011-06-02,9102797550
2011-06-03,9166317750
2011-06-06,9033984000
2011-06-07,9079859700
2011-06-08,9099268650
2011-06-09,9021632850
2011-06-10,8795783250
2011-06-13,8906943600
2011-06-14,9088681950
2011-06-15,8984579400
2011-06-16,9120442050
2011-06-17,9210429000
2011-06-20,9348056100
2011-06-21,9425691900
2011-06-22,9383345100
2011-06-23,9199842300
2011-06-24,9222780150
2011-06-27,9212193450
2011-06-28,9252775800
2011-06-29,9323353800
2011-06-30,9294370960
2011-07-01,9351098000
2011-07-05,9379461520
2011-07-06,9448597600
2011-07-07,9535460880
2011-07-08,9482279280
2011-07-11,9354643440
2011-07-12,9344007120
2011-07-13,9248280240
2011-07-14,9207507680
2011-07-15,9319189040
2011-07-18,9305007280
2011-07-19,9453915760
2011-07-20,9492915600
2011-07-21,9620551440
2011-07-22,9643596800
2011-07-25,9579778880
2011-07-26,9579778880
2011-07-27,9379461520
2011-07-28,9320961760
2011-07-29,9356416160
2011-08-01,8564010320
2011-08-02,8535646800
2011-08-03,8583510240
2011-08-04,8384965599
2011-08-05,8101330400
2011-08-08,7287651920
2011-08-09,7959512800
2011-08-10,7693604800
2011-08-11,8007376240
2011-08-12,8133239360
2011-08-15,8461192559
2011-08-16,8470056160
2011-08-17,8494874240
2011-08-18,8166921040
2011-08-19,8126148480
2011-08-22,8228966240
2011-08-23,8445238080
2011-08-24,8579964800
2011-08-25,8487783360
2011-08-26,8618964640
2011-08-29,8870690880
2011-08-30,8982372240
2011-08-31,9033781120
2011-09-01,8844100080
2011-09-02,8728873280
2011-09-06,8792691200
2011-09-07,9088735440
2011-09-08,8961099600
2011-09-09,8716464240
2011-09-12,8721782400
2011-09-13,8720009680
2011-09-14,8783827600
2011-09-15,8876009040
2011-09-16,9074553680
2011-09-19,8927417920
2011-09-20,8982372240
2011-09-21,8521465040
2011-09-22,8292784160
2011-09-23,8314056800
2011-09-26,8509056000
2011-09-27,8604782880
2011-09-28,8404465519
2011-09-29,8626055520
2011-09-30,9344134800
2011-10-03,8990734830
2011-10-04,9282239890
2011-10-05,9286233110
2011-10-06,9423999200
2011-10-07,9202375490
2011-10-10,9623660200
2011-10-11,9443965300
2011-10-12,9489887330
2011-10-13,9429989030
2011-10-14,9609683930
2011-10-17,9406029710
2011-10-18,9615673760
2011-10-19,9567755120
2011-10-20,9651612740
2011-10-21,9963083900
2011-10-24,10154758460
2011-10-25,10070900840
2011-10-26,10202677100
2011-10-27,10540104190
2011-10-28,10689849940
2011-10-31,10520138090
2011-11-01,10266568620
2011-11-02,10430290640
2011-11-03,10580036390
2011-11-04,9983050000
2011-11-07,10030968640
2011-11-08,10210663540
2011-11-09,9923151700
2011-11-10,9893202550
2011-11-11,10202677100
2011-11-14,9969073730
2011-11-15,9993033050
2011-11-16,9931138140
2011-11-17,9743456800
2011-11-18,9807348320
2011-11-21,9609683930
2011-11-22,9615673760
2011-11-23,9416012760
2011-11-25,9545792410
2011-11-28,9717500870
2011-11-29,9679565280
2011-11-30,10016992370
2011-12-01,9939124580
2011-12-02,9889209330
2011-12-05,9905182210
2011-12-06,9945114410
2011-12-07,10032965250
2011-12-08,9911172040
2011-12-09,10130799140
2011-12-12,10064911010
2011-12-13,10054927960
2011-12-14,10116822870
2011-12-15,10218649980
2011-12-16,10390358440
2011-12-19,10274555060
2011-12-20,10502168600
2011-12-21,10534114360
2011-12-22,10719799090
2011-12-23,10787683830
2011-12-27,10891507550
2011-12-28,10789680440
2011-12-29,10909477040
2011-12-30,10887514330
2012-01-03,11001321100
2012-01-04,10735771970
2012-01-05,10829612640
2012-01-06,10827616030
2012-01-09,10873538060
2012-01-10,11045246520
2012-01-11,11081185500
2012-01-12,11031270250
2012-01-13,11087175330
2012-01-17,11121117700
2012-01-18,11125110920
2012-01-19,11009307540
2012-01-20,11001321100
2012-01-23,11011304150
2012-01-24,11075195670
2012-01-25,11308799040
2012-01-26,11446565130
2012-01-27,11430592250
2012-01-30,11344738020
2012-01-31,11422605810
2012-02-01,11416615980
2012-02-02,11426599030
2012-02-03,11358714290
2012-02-06,11362707510
2012-02-07,11442571910
2012-02-08,11452554960
2012-02-09,11396649880
2012-02-10,11270863450
2012-02-13,11418612590
2012-02-14,11308799040
2012-02-15,11228934640
2012-02-16,11105144820
2012-02-17,11073199060
2012-02-21,10819629590
2012-02-22,10679866890
2012-02-23,10857565180
2012-02-24,10841592300
2012-02-27,10923453310
2012-02-28,10825619420
2012-02-29,10869544840
2012-03-01,10973368560
2012-03-02,10917463480
2012-03-05,11001321100
2012-03-06,10793673660
2012-03-07,10821626200
2012-03-08,10767717730
2012-03-09,10851575350
2012-03-12,10879527890
2012-03-13,11015297370
2012-03-14,10893504160
2012-03-15,10871541450
2012-03-16,10943419410
2012-03-19,10973368560
2012-03-20,10929443140
2012-03-21,10851575350
2012-03-22,10711812650
2012-03-23,10797666880
2012-03-26,10869544840
2012-03-27,10943419410
2012-03-28,10959392290
2012-03-29,10863555010
2012-03-30,10973368560
2012-04-02,11723175180
2012-04-03,11618561160
2012-04-04,11432817900
2012-04-05,11413603080
2012-04-09,11370903480
2012-04-10,11187295200
2012-04-11,11330338860
2012-04-12,11460572640
2012-04-13,11362363560
2012-04-16,11496867300
2012-04-17,11571591600
2012-04-18,11488327380
2012-04-19,11518217100
2012-04-20,11682610560
2012-04-23,11554511760
2012-04-24,11755199880
2012-04-25,11953753020
2012-04-26,12092526720
2012-04-27,12109606560
2012-04-30,12105336600
2012-05-01,12269730060
2012-05-02,12141631260
2012-05-03,12165116040
2012-05-04,12000722580
2012-05-07,12094661700
2012-05-08,11934538200
2012-05-09,11953753020
2012-05-10,12007127520
2012-05-11,12015667440
2012-05-14,11919593340
2012-05-15,11864083860
2012-05-16,11759469840
2012-05-17,11575861560
2012-05-18,11505407220
2012-05-21,11727445140
2012-05-22,11763739800
2012-05-23,11840599080
2012-05-24,11876893740
2012-05-25,11789359560
2012-05-29,11934538200
2012-05-30,11684745540
2012-05-31,11842734060
2012-06-01,11580131520
2012-06-04,11490462360
2012-06-05,11644180920
2012-06-06,11851273980
2012-06-07,11785089600
2012-06-08,11947348080
2012-06-11,11757334860
2012-06-12,11829924180
2012-06-13,11917458360
2012-06-14,12081851820
2012-06-15,12126686400
2012-06-18,12301754760
2012-06-19,12233435400
2012-06-20,12169386000
2012-06-21,12045557160
2012-06-22,12062637000
2012-06-25,12030612300
2012-06-26,12041287200
2012-06-27,12081851820
2012-06-28,12254785200
2012-06-29,12446933400
2012-07-02,13254776370
2012-07-03,13279459380
2012-07-05,13129117410
2012-07-06,13241312910
2012-07-09,13344532770
2012-07-10,13160532150
2012-07-11,13272727650
2012-07-12,13364727960
2012-07-13,13600338510
2012-07-16,13676631450
2012-07-17,13809022140
2012-07-18,13654192350
2012-07-19,13631753250
2012-07-20,13568923770
2012-07-23,13654192350
2012-07-24,13654192350
2012-07-25,13658680170
2012-07-26,13699070550
2012-07-27,13874095530
2012-07-30,13966095840
2012-07-31,13963851930
2012-08-01,13894290720
2012-08-02,13954876290
2012-08-03,13732729200
2012-08-06,13598094600
2012-08-07,13286191110
2012-08-08,13257020280
2012-08-09,13416337890
2012-08-10,13387167060
2012-08-13,13351264500
2012-08-14,13351264500
2012-08-15,13375947510
2012-08-16,13501606470
2012-08-17,13452240450
2012-08-20,13436533080
2012-08-21,13407362250
2012-08-22,13046092740
2012-08-23,12839653020
2012-08-24,13046092740
2012-08-27,13097702670
2012-08-28,13064044020
2012-08-29,13075263570
2012-08-30,13084239210
2012-08-31,13113410040
2012-09-04,13236825090
2012-09-05,13207654260
2012-09-06,13283947200
2012-09-07,13162776060
2012-09-10,13014678000
2012-09-11,13115653950
2012-09-12,13111166130
2012-09-13,13319849760
2012-09-14,13126873500
2012-09-17,13061800110
2012-09-18,12720725790
2012-09-19,12846384750
2012-09-20,12850872570
2012-09-21,12956336340
2012-09-24,13021409730
2012-09-25,12819457830
2012-09-26,12942872880
2012-09-27,12945116790
2012-09-28,12956336340
2012-10-01,14911767900
2012-10-02,15196986900
2012-10-03,15430347900
2012-10-04,15448498200
2012-10-05,15461462700
2012-10-08,15466648500
2012-10-09,15451091100
2012-10-10,15427755000
2012-10-11,15399233100
2012-10-12,15308481600
2012-10-15,15479613000
2012-10-16,15549621300
2012-10-17,15378489900
2012-10-18,15694823700
2012-10-19,15497763300
2012-10-22,15513320700
2012-10-23,15298110000
2012-10-24,15272181000
2012-10-25,15233287500
2012-10-26,15106235400
2012-10-31,15409604700
2012-11-01,15394047300
2012-11-02,15324039000
2012-11-05,15129571500
2012-11-06,15212544300
2012-11-07,15362932500
2012-11-08,15207358500
2012-11-09,15204765600
2012-11-12,15282552600
2012-11-13,15394047300
2012-11-14,15251437800
2012-11-15,15241066200
2012-11-16,15443312400
2012-11-19,15578143200
2012-11-20,15674080500
2012-11-21,15523692300
2012-11-23,15624815400
2012-11-26,15539249700
2012-11-27,15373304100
2012-11-28,15311074500
2012-11-29,15300702900
2012-11-30,15269588100
2012-12-03,15370711200
2012-12-04,15365525400
2012-12-05,15308481600
2012-12-06,15451091100
2012-12-07,15492577500
2012-12-10,15479613000
2012-12-11,15513320700
2012-12-12,15435533700
2012-12-13,15228101700
2012-12-14,15103642500
2012-12-17,15176243700
2012-12-18,15368118300
2012-12-19,15339596400
2012-12-20,15622222500
2012-12-21,15687045000
2012-12-24,15687045000
2012-12-26,15666301800
2012-12-27,15746681700
2012-12-28,15772610700
2012-12-31,15937606440
2013-01-02,15896000680
2013-01-03,15966210400
2013-01-04,16052022280
2013-01-07,16007816160
2013-01-08,16039020480
2013-01-09,15989613640
2013-01-10,16119631640
2013-01-11,16104029480
2013-01-14,16106629840
2013-01-15,16072825160
2013-01-16,16000015080
2013-01-17,16140434520
2013-01-18,16130033080
2013-01-22,16374466920
2013-01-23,16358864760
2013-01-24,16356264400
2013-01-25,16369266200
2013-01-28,16431674840
2013-01-29,16455078080
2013-01-30,16384868360
2013-01-31,16340662240
2013-02-01,16236647840
2013-02-04,16171638840
2013-02-05,16117031280
2013-02-06,16137834160
2013-02-07,16109230200
2013-02-08,16200242800
2013-02-11,16215844960
2013-02-12,16304257200
2013-02-13,16314658640
2013-02-14,16239248200
2013-02-15,16371866560
2013-02-19,16626701840
2013-02-20,16670907960
2013-02-21,16655305800
2013-02-22,16798325599
2013-02-25,16431674840
2013-02-26,16462879160
2013-02-27,16644904360
2013-02-28,16678709040
2013-03-01,16803526320
2013-03-04,17014155480
2013-03-05,17047960160
2013-03-06,17032358000
2013-03-07,16943945760
2013-03-08,16990752240
2013-03-11,17016755840
2013-03-12,16930943960
2013-03-13,16899739639
2013-03-14,16962148280
2013-03-15,17068763040
2013-03-18,17034958360
2013-03-19,17006354400
2013-03-20,17115569519
2013-03-21,17125970960
2013-03-22,17180578520
2013-03-25,17214383200
2013-03-26,17404209480
2013-03-27,17464017760
2013-03-28,17659044760
2013-04-01,18690348040
2013-04-02,18835086270
2013-04-03,18824162630
2013-04-04,19105446360
2013-04-05,19059020890
2013-04-08,19173719110
2013-04-09,19269300960
2013-04-10,19468657390
2013-04-11,19356690080
2013-04-12,19419501010
2013-04-15,19201028210
2013-04-16,19624319260
2013-04-17,19460464660
2013-04-18,19419501010
2013-04-19,19831868420
2013-04-22,19867370250
2013-04-23,20072188500
2013-04-24,20170501260
2013-04-25,20063995770
2013-04-26,20063995770
2013-04-29,20274275840
2013-04-30,20473632270
2013-05-01,20498210460
2013-05-02,20640217780
2013-05-03,20454515900
2013-05-06,20514595920
2013-05-07,20651141420
2013-05-08,20249697650
2013-05-09,20399897700
2013-05-10,20612908680
2013-05-13,20708490530
2013-05-14,20754916000
2013-05-15,21109934300
2013-05-16,21033468820
2013-05-17,21287443450
2013-05-20,21230094340
2013-05-21,21568727180
2013-05-22,21107203390
2013-05-23,20296123120
2013-05-24,20219657640
2013-05-28,19637973810
2013-05-29,19045366340
2013-05-30,18957977220
2013-05-31,18578380730
2013-06-03,18676693490
2013-06-04,18460951600
2013-06-05,18256133350
2013-06-06,18551071630
2013-06-07,18649384390
2013-06-10,18384486120
2013-06-11,18247940620
2013-06-12,17887460500
2013-06-13,18286173360
2013-06-14,18398140670
2013-06-17,18458220690
2013-06-18,18611151650
2013-06-19,17860151400
2013-06-20,16958951100
2013-06-21,17300314850
2013-06-24,17278467570
2013-06-25,17584329490
2013-06-26,17884729590
2013-06-27,18332598830
2013-06-28,18305289730
2013-07-01,18988867800
2013-07-02,19126157400
2013-07-03,18894481200
2013-07-05,18654224400
2013-07-08,18519795000
2013-07-09,18797234400
2013-07-10,18785793600
2013-07-11,19620972000
2013-07-12,19194802200
2013-07-15,19326371399
2013-07-16,19392156000
2013-07-17,19477962000
2013-07-18,19589509800
2013-07-19,19383575400
2013-07-22,19280608200
2013-07-23,19406457000
2013-07-24,18785793600
2013-07-25,18814395600
2013-07-26,18914502600
2013-07-29,18748611000
2013-07-30,18757191600
2013-07-31,18445429800
2013-08-01,18185151600
2013-08-02,18125087400
2013-08-05,18116506800
2013-08-06,18090765000
2013-08-07,17944894800
2013-08-08,17964916200
2013-08-09,18230914800
2013-08-12,18059302800
2013-08-13,17750401200
2013-08-14,17504424000
2013-08-15,17129737800
2013-08-16,16752191400
2013-08-19,16680686400
2013-08-20,17164060200
2013-08-21,17364274200
2013-08-22,17381435400
2013-08-23,17578789200
2013-08-26,17467241400
2013-08-27,17593090200
2013-08-28,17644573800
2013-08-29,17527305600
2013-08-30,17573068800
2013-09-03,17401456800
2013-09-04,17504424000
2013-09-05,17166920400
2013-09-06,17398596600
2013-09-09,17773282800
2013-09-10,17573068800
2013-09-11,17667455400
2013-09-12,17530165800
2013-09-13,17664595200
2013-09-16,17964916200
2013-09-17,17967776400
2013-09-18,18760051800
2013-09-19,18702847800
2013-09-20,18228054600
2013-09-23,17996378400
2013-09-24,18039281400
2013-09-25,18139388400
2013-09-26,18225194400
2013-09-27,18070743600
2013-09-30,17973736540
2013-10-01,18299326830
2013-10-02,18088989740
2013-10-03,17743230140
2013-10-04,17821026050
2013-10-07,17875771320
2013-10-08,17754755460
2013-10-09,17697128860
2013-10-10,18178310970
2013-10-11,18342546780
2013-10-14,18261869540
2013-10-15,18215768260
2013-10-16,18598985150
2013-10-17,18806440910
2013-10-18,18685425050
2013-10-21,18570171850
2013-10-22,18760339630
2013-10-23,18812203570
2013-10-24,18895762140
2013-10-25,19152200510
2013-10-28,18964914059
2013-10-29,18812203570
2013-10-30,18619154460
2013-10-31,18685425050
2013-11-01,18725763670
2013-11-04,18760339630
2013-11-05,18109159050
2013-11-06,18230174910
2013-11-07,17700010190
2013-11-08,17406114530
2013-11-11,17311030640
2013-11-12,17184252120
2013-11-13,17285098670
2013-11-14,17449334480
2013-11-15,17434927830
2013-11-18,17316793300
2013-11-19,17126625520
2013-11-20,16850017840
2013-11-21,16922051090
2013-11-22,16642562080
2013-11-25,16518664890
2013-11-26,16187311940
2013-11-27,16357310410
2013-11-29,16132566670
2013-12-02,16063414750
2013-12-03,15945280220
2013-12-04,15879009630
2013-12-05,15899178940
2013-12-06,15893416279
2013-12-09,15956805540
2013-12-10,15997144160
2013-12-11,15622571260
2013-12-12,15455454120
2013-12-13,15533250029
2013-12-16,15466979440
2013-12-17,15510199390
2013-12-18,15749349779
2013-12-19,15150033140
2013-12-20,15302743630
2013-12-23,15259523680
2013-12-24,15296980970
2013-12-26,15285455650
2013-12-27,15328675600
2013-12-30,15397827520
2013-12-31,15514193420
2014-01-02,15505505240
2014-01-03,15363598300
2014-01-06,15722709740
2014-01-07,15714021560
2014-01-08,15609763400
2014-01-09,15644516120
2014-01-10,16067340880
2014-01-13,16203455700
2014-01-14,15968874840
2014-01-15,16087613300
2014-01-16,16235312360
2014-01-17,16099197540
2014-01-21,16345362640
2014-01-22,16374323240
2014-01-23,16226624180
2014-01-24,16194767520
2014-01-27,16290337500
2014-01-28,16446724740
2014-01-29,16417764140
2014-01-30,16522022300
2014-01-31,16773979520
2014-02-03,16649448940
2014-02-04,16689993780
2014-02-05,16481477459
2014-02-06,16299025680
2014-02-07,16475685340
