,VMC
2009-04-13,5370866410
2009-04-14,5331149460
2009-04-15,5520656050
2009-04-16,5972294510
2009-04-17,5938251410
2009-04-20,5553564380
2009-04-21,5572855470
2009-04-22,5586472710
2009-04-23,5635267820
2009-04-24,5842930730
2009-04-27,5728318960
2009-04-28,5752149130
2009-04-29,5695410630
2009-04-30,5395831350
2009-05-01,5135969020
2009-05-04,5730588500
2009-05-05,5483208640
2009-05-06,5645480750
2009-05-07,5358383940
2009-05-08,5407179050
2009-05-11,5280084810
2009-05-12,5221076770
2009-05-13,4809155260
2009-05-14,4707025960
2009-05-15,4695678260
2009-05-18,4931710420
2009-05-19,4882915310
2009-05-20,4806885720
2009-05-21,4599222810
2009-05-22,4568584020
2009-05-26,4758090610
2009-05-27,4632131140
2009-05-28,4767168770
2009-05-29,5025896330
2009-06-01,5421931060
2009-06-02,5479804330
2009-06-03,5249446020
2009-06-04,5249446020
2009-06-05,5230154930
2009-06-08,5067882820
2009-06-09,5063343740
2009-06-10,4989583690
2009-06-11,4845467900
2009-06-12,5356114400
2009-06-15,5219942000
2009-06-16,5140508100
2009-06-17,5013413860
2009-06-18,4937384270
2009-06-19,4944192890
2009-06-22,4877241460
2009-06-23,4920362720
2009-06-24,4955540590
2009-06-25,5109869310
2009-06-26,5048591730
2009-06-29,4919227950
2009-06-30,5403059100
2009-07-01,5369211630
2009-07-02,5400551880
2009-07-06,5485797360
2009-07-07,5139801000
2009-07-08,5240089800
2009-07-09,5351661090
2009-07-10,5089656600
2009-07-13,5183677350
2009-07-14,5151083490
2009-07-15,5280205320
2009-07-16,5293995030
2009-07-17,5287726980
2009-07-20,5421863250
2009-07-21,5331603330
2009-07-22,5584832550
2009-07-23,5863133970
2009-07-24,5954647500
2009-07-27,5959661940
2009-07-28,6068726010
2009-07-29,5805467910
2009-07-30,5942111400
2009-07-31,5952140280
2009-08-03,5992255800
2009-08-04,6214144770
2009-08-05,6221666430
2009-08-06,6108841530
2009-08-07,6318194400
2009-08-10,6175282860
2009-08-11,6053682690
2009-08-12,6161493150
2009-08-13,6172775640
2009-08-14,6022342440
2009-08-17,5780395710
2009-08-18,5909517540
2009-08-19,6021088830
2009-08-20,6047414640
2009-08-21,6231695310
2009-08-24,6093798210
2009-08-25,6143942610
2009-08-26,6162746760
2009-08-27,6212891160
2009-08-28,6389650170
2009-08-31,6273064440
2009-09-01,6143942610
2009-09-02,6063711570
2009-09-03,6087530160
2009-09-04,6169014810
2009-09-08,6423497640
2009-09-09,6548858640
2009-09-10,6645386610
2009-09-11,6916166370
2009-09-14,6867275580
2009-09-15,7062838740
2009-09-16,7603144650
2009-09-17,7509123900
2009-09-18,7198228620
2009-09-21,7111729530
2009-09-22,7106715090
2009-09-23,6962549940
2009-09-24,6756957900
2009-09-25,6647893830
2009-09-28,6844710600
2009-09-29,6848471430
2009-09-30,6810927550
2009-10-01,6354934250
2009-10-02,6305807900
2009-10-05,6353674600
2009-10-06,6535064200
2009-10-07,6453186950
2009-10-08,6618201100
2009-10-09,6526246650
2009-10-12,6518688750
2009-10-13,6493495750
2009-10-14,6469562400
2009-10-15,6739127500
2009-10-16,6610643200
2009-10-19,6700078350
2009-10-20,6764320500
2009-10-21,6589229150
2009-10-22,6609383550
2009-10-23,6390204450
2009-10-26,6199997300
2009-10-27,6087888450
2009-10-28,5876267250
2009-10-29,6021127000
2009-10-30,5798168950
2009-11-02,5935470800
2009-11-03,5675982900
2009-11-04,5750302250
2009-11-05,5920355000
2009-11-06,6041281400
2009-11-09,6138274450
2009-11-10,6075291950
2009-11-11,6128197250
2009-11-12,6003491900
2009-11-13,6082849850
2009-11-16,6322183350
2009-11-17,6351155300
2009-11-18,6328481600
2009-11-19,6235267500
2009-11-20,6269278050
2009-11-23,6362492150
2009-11-24,6285653500
2009-11-25,6302028950
2009-11-27,6133235850
2009-11-30,6106783200
2009-12-01,6119379700
2009-12-02,6226449950
2009-12-03,6109302500
2009-12-04,6176063950
2009-12-07,6111821800
2009-12-08,6051358600
2009-12-09,6007270850
2009-12-10,5995934000
2009-12-11,6031204200
2009-12-14,6109302500
2009-12-15,6062695450
2009-12-16,6155909550
2009-12-17,6150870950
2009-12-18,6270537700
2009-12-21,6454446600
2009-12-22,6662288850
2009-12-23,6647173050
2009-12-24,6742906450
2009-12-28,6710155550
2009-12-29,6745425750
2009-12-30,6747945050
2009-12-31,6672867640
2010-01-04,6680469160
2010-01-05,6705807560
2010-01-06,6822364200
2010-01-07,6736213640
2010-01-08,6670333800
2010-01-11,6610788560
2010-01-12,6598119360
2010-01-13,6688070680
2010-01-14,6670333800
2010-01-15,6481562720
2010-01-19,6560111760
2010-01-20,6456224320
2010-01-21,6136960480
2010-01-22,5962125520
2010-01-25,5925384840
2010-01-26,5946922480
2010-01-27,5855704240
2010-01-28,5722677640
2010-01-29,5598519480
2010-02-01,5694805400
2010-02-02,5807561280
2010-02-03,5716343040
2010-02-04,5485763600
2010-02-05,5531372720
2010-02-08,5511102000
2010-02-09,5400879960
2010-02-10,5426218360
2010-02-11,5454090600
2010-02-12,5440154480
2010-02-16,5635260160
2010-02-17,5618790200
2010-02-18,5631459400
2010-02-19,5764486000
2010-02-22,5805027440
2010-02-23,5723944560
2010-02-24,5685936960
2010-02-25,5644128600
2010-02-26,5499699720
2010-03-01,5449022920
2010-03-02,5407214560
2010-03-03,5560511880
2010-03-04,5545308840
2010-03-05,5712542280
2010-03-08,5821497400
2010-03-09,5788557480
2010-03-10,5753083720
2010-03-11,5782222880
2010-03-12,5734079920
2010-03-15,5761952160
2010-03-16,5889911080
2010-03-17,6290257800
2010-03-18,6130625880
2010-03-19,6153430440
2010-03-22,6277588600
2010-03-23,6357404560
2010-03-24,6300393160
2010-03-25,6114155920
2010-03-26,6053343760
2010-03-29,6109088240
2010-03-30,6040674560
2010-03-31,6054656320
2010-04-01,6291767120
2010-04-05,6334062560
2010-04-06,6263570160
2010-04-07,6143092240
2010-04-08,6162317440
2010-04-09,6205894560
2010-04-12,6316119040
2010-04-13,6378921360
2010-04-14,6594243600
2010-04-15,6828791040
2010-04-16,6780087200
2010-04-19,6781368880
2010-04-20,6900565120
2010-04-21,6976184240
2010-04-22,7170999600
2010-04-23,7340181360
2010-04-26,7413237120
2010-04-27,7095380480
2010-04-28,7185098080
2010-04-29,7464504320
2010-04-30,7341463040
2010-05-03,7547813520
2010-05-04,7113324000
2010-05-05,6923635360
2010-05-06,6632694000
2010-05-07,6546821440
2010-05-10,7055648400
2010-05-11,6986437680
2010-05-12,7012071280
2010-05-13,6905691840
2010-05-14,6777523840
2010-05-17,6830072720
2010-05-18,6721129920
2010-05-19,6657045920
2010-05-20,6266133520
2010-05-21,6376358000
2010-05-24,6314837360
2010-05-25,6325090800
2010-05-26,6395583200
2010-05-27,6658327600
2010-05-28,6469920640
2010-06-01,6381484720
2010-06-02,6541694720
2010-06-03,6591680240
2010-06-04,6145655600
2010-06-07,5877784480
2010-06-08,5912389840
2010-06-09,5817545520
2010-06-10,5994417360
2010-06-11,6025177680
2010-06-14,6011079200
2010-06-15,6131557120
2010-06-16,6118740320
2010-06-17,6064909760
2010-06-18,6091825040
2010-06-21,6244344960
2010-06-22,6003389120
2010-06-23,6025177680
2010-06-24,5911108160
2010-06-25,5904699760
2010-06-28,5866249360
2010-06-29,5670152320
2010-06-30,5636625660
2010-07-01,5614763320
2010-07-02,5578754760
2010-07-06,5698354620
2010-07-07,5625051480
2010-07-08,5644341780
2010-07-09,5718930940
2010-07-12,5644341780
2010-07-13,5817954480
2010-07-14,5796092140
2010-07-15,5718930940
2010-07-16,5560750480
2010-07-19,5555606400
2010-07-20,5761369600
2010-07-21,5677778300
2010-07-22,5808952340
2010-07-23,5942698420
2010-07-26,6093162760
2010-07-27,6030147780
2010-07-28,5915692000
2010-07-29,5789662040
2010-07-30,5817954480
2010-08-02,6025003700
2010-08-03,5473301120
2010-08-04,5434720520
2010-08-05,5349843200
2010-08-06,5352415240
2010-08-09,5349843200
2010-08-10,5221241200
2010-08-11,5110643480
2010-08-12,4975611380
2010-08-13,4928028640
2010-08-16,4919026500
2010-08-17,4965323220
2010-08-18,5041198400
2010-08-19,4947318940
2010-08-20,5002617800
2010-08-23,4926742620
2010-08-24,4758274000
2010-08-25,4835435200
2010-08-26,4848295400
2010-08-27,4948604960
2010-08-30,4816144900
2010-08-31,4727409520
2010-09-01,4843151320
2010-09-02,4937030780
2010-09-03,4957607100
2010-09-07,4920312520
2010-09-08,4919026500
2010-09-09,4901022220
2010-09-10,4946032920
2010-09-13,4948604960
2010-09-14,4870157740
2010-09-15,4863727640
2010-09-16,4778850320
2010-09-17,4710691260
2010-09-20,4710691260
2010-09-21,4858583560
2010-09-22,4732553600
2010-09-23,4591091400
2010-09-24,4688828920
2010-09-27,4656678420
2010-09-28,4724837480
2010-09-29,4755701960
2010-09-30,4750865600
2010-10-01,4825500000
2010-10-04,4747005200
2010-10-05,4842228400
2010-10-06,4888553200
2010-10-07,4774028000
2010-10-08,4734137200
2010-10-11,4698106800
2010-10-12,4633766800
2010-10-13,4698106800
2010-10-14,4687812400
2010-10-15,4700680400
2010-10-18,4698106800
2010-10-19,4618325200
2010-10-20,4656929200
2010-10-21,4680091600
2010-10-22,4722556000
2010-10-25,4753439200
2010-10-26,4728990000
2010-10-27,4662076400
2010-10-28,4665936800
2010-10-29,4698106800
2010-11-01,4658216000
2010-11-02,5055837200
2010-11-03,5003078400
2010-11-04,5319631200
2010-11-05,5454745200
2010-11-08,5588572400
2010-11-09,5420001600
2010-11-10,5380110800
2010-11-11,5356948400
2010-11-12,5232128800
2010-11-15,5097014800
2010-11-16,5037822000
2010-11-17,5010799200
2010-11-18,5098301600
2010-11-19,5089294000
2010-11-22,5147200000
2010-11-23,5044256000
2010-11-24,5134332000
2010-11-26,4987636800
2010-11-29,5077712800
2010-11-30,5162641600
2010-12-01,5396839200
2010-12-02,5449598000
2010-12-03,5404560000
2010-12-06,5362095600
2010-12-07,5440590400
2010-12-08,5441877200
2010-12-09,5471473600
2010-12-10,5569270400
2010-12-13,5762290400
2010-12-14,6095571600
2010-12-15,5969465200
2010-12-16,6090424400
2010-12-17,5927000800
2010-12-20,5854940000
2010-12-21,5856226800
2010-12-22,5818909600
2010-12-23,5767437600
2010-12-27,5717252400
2010-12-28,5704384400
2010-12-29,5812475600
2010-12-30,5768724400
2010-12-31,5725900080
2011-01-03,5738807880
2011-01-04,5439346920
2011-01-05,5325758280
2011-01-06,5226368220
2011-01-07,5227659000
2011-01-10,5210878860
2011-01-11,5227659000
2011-01-12,5254765380
2011-01-13,5228949780
2011-01-14,5299942680
2011-01-18,5240566800
2011-01-19,5210878860
2011-01-20,5247020700
2011-01-21,5228949780
2011-01-24,5423857560
2011-01-25,5450963940
2011-01-26,5555517120
2011-01-27,5571006480
2011-01-28,5385134160
2011-01-31,5493559680
2011-02-01,5565843360
2011-02-02,5530992300
2011-02-03,5598112860
2011-02-04,5543900100
2011-02-07,5758169580
2011-02-08,5777531280
2011-02-09,5689758240
2011-02-10,5692339800
2011-02-11,5740098660
2011-02-14,5738807880
2011-02-15,5648453280
2011-02-16,5862722760
2011-02-17,6064084440
2011-02-18,6031814940
2011-02-22,5706538380
2011-02-23,5603275980
2011-02-24,5589077400
2011-02-25,5804637660
2011-02-28,5918226300
2011-03-01,5631673140
2011-03-02,5663942640
2011-03-03,5724609300
2011-03-04,5636836260
2011-03-07,5541318540
2011-03-08,5679432000
2011-03-09,5671687320
2011-03-10,5465162520
2011-03-11,5439346920
2011-03-14,5501304360
2011-03-15,5550354000
2011-03-16,5418694440
2011-03-17,5479361100
2011-03-18,5552935560
2011-03-21,5631673140
2011-03-22,5540027760
2011-03-23,5558098680
2011-03-24,5773658940
2011-03-25,5845942620
2011-03-28,5785275960
2011-03-29,5813673120
2011-03-30,5888538360
2011-03-31,5902737600
2011-04-01,5990760880
2011-04-04,5935099100
2011-04-05,5960988300
2011-04-06,5970049520
2011-04-07,5927332340
2011-04-08,5825070000
2011-04-11,5768113760
2011-04-12,5689151700
2011-04-13,5654201280
2011-04-14,5624428700
2011-04-15,5646434520
2011-04-18,5507927300
2011-04-19,5478154720
2011-04-20,5535110960
2011-04-21,5651612360
2011-04-25,5674912640
2011-04-26,5693035080
2011-04-27,5724102120
2011-04-28,5739635640
2011-04-29,5850959200
2011-05-02,5883320700
2011-05-03,5840603520
2011-05-04,5721513200
2011-05-05,5356475480
2011-05-06,5296930320
2011-05-09,5246446380
2011-05-10,5405664960
2011-05-11,5299519240
2011-05-12,5252918680
2011-05-13,5175251080
2011-05-16,5219262720
2011-05-17,5251624220
2011-05-18,5268452200
2011-05-19,5258096520
2011-05-20,5211495960
2011-05-23,5089816720
2011-05-24,5142889580
2011-05-25,5021210340
2011-05-26,5061338600
2011-05-27,5117000380
2011-05-31,5241268540
2011-06-01,5050982920
2011-06-02,5036743860
2011-06-03,4890469880
2011-06-06,4871052980
2011-06-07,4871052980
2011-06-08,4824452420
2011-06-09,4845163780
2011-06-10,4785618620
2011-06-13,4863286220
2011-06-14,5013443580
2011-06-15,4890469880
2011-06-16,4918948000
2011-06-17,5031566020
2011-06-20,5052277380
2011-06-21,5124767140
2011-06-22,5058749680
2011-06-23,5003087900
2011-06-24,4961665180
2011-06-27,4951309500
2011-06-28,4979787620
2011-06-29,4987554380
2011-06-30,4989365290
2011-07-01,5143461960
2011-07-05,5122743080
2011-07-06,5092959690
2011-07-07,5139577170
2011-07-08,4924618790
2011-07-11,4800305510
2011-07-12,4779586630
2011-07-13,4782176490
2011-07-14,4651388560
2011-07-15,4619015310
2011-07-18,4523190490
2011-07-19,4580167410
2011-07-20,4584052200
2011-07-21,4678582090
2011-07-22,4642324050
2011-07-25,4626784890
2011-07-26,4598296430
2011-07-27,4461033850
2011-07-28,4380748190
2011-07-29,4440314970
2011-08-01,4343195220
2011-08-02,4071259920
2011-08-03,4273269000
2011-08-04,4343195220
2011-08-05,4370388750
2011-08-08,4214997149
2011-08-09,4183918830
2011-08-10,3908098740
2011-08-11,3972845240
2011-08-12,3917163250
2011-08-15,4251255190
2011-08-16,4292692950
2011-08-17,4198163060
2011-08-18,3880905210
2011-08-19,3827813080
2011-08-22,3887379860
2011-08-23,4130826700
2011-08-24,4350964800
2011-08-25,4347080010
2011-08-26,4466213570
2011-08-29,4558153600
2011-08-30,4533549930
2011-08-31,4536139790
2011-09-01,4432545390
2011-09-02,4204637710
2011-09-06,4516715840
2011-09-07,4608655870
2011-09-08,4471393290
2011-09-09,4119172330
2011-09-12,4186508690
2011-09-13,4269384210
2011-09-14,4299167600
2011-09-15,4306937180
2011-09-16,4296577740
2011-09-19,4060900480
2011-09-20,3984499610
2011-09-21,3874430560
2011-09-22,3711269380
2011-09-23,3739757840
2011-09-26,3858891400
2011-09-27,3910688600
2011-09-28,3809684060
2011-09-29,3748822350
2011-09-30,3569047560
2011-10-03,3391631190
2011-10-04,3550917420
2011-10-05,3679123410
2011-10-06,3764594070
2011-10-07,3631208040
2011-10-10,3877259940
2011-10-11,4018416030
2011-10-12,4074101460
2011-10-13,4067626410
2011-10-14,4159572119
2011-10-17,3903160140
2011-10-18,3996400860
2011-10-19,3910930200
2011-10-20,3918700260
2011-10-21,3997695870
2011-10-24,4154392080
2011-10-25,3992515830
2011-10-26,4085756550
2011-10-27,4484619630
2011-10-28,4300728210
2011-10-31,4052086290
2011-11-01,3913520220
2011-11-02,4000285890
2011-11-03,4039136190
2011-11-04,3962730600
2011-11-07,3925175310
2011-11-08,4059856350
2011-11-09,3762004050
2011-11-10,3857834790
2011-11-11,3951075510
2011-11-14,3957550560
2011-11-15,4173817229
2011-11-16,4085756550
2011-11-17,4040431200
2011-11-18,4167342180
2011-11-21,4071511440
2011-11-22,4002875910
2011-11-23,3883734990
2011-11-25,3809919420
2011-11-28,3868194870
2011-11-29,3948485490
2011-11-30,4201012439
2011-12-01,4180292280
2011-12-02,4229502659
2011-12-05,4265762939
2011-12-06,4390083900
2011-12-07,4431524220
2011-12-08,4208782500
2011-12-09,4344758550
2011-12-12,5011688700
2011-12-13,5011688700
2011-12-14,4917152970
2011-12-15,5009098680
2011-12-16,5022048780
2011-12-19,4937873130
2011-12-20,4959888300
2011-12-21,5034998880
2011-12-22,5079029220
2011-12-23,5124354570
2011-12-27,5126944590
2011-12-28,5002623630
2011-12-29,5068669140
2011-12-30,5095864350
2012-01-03,5142250240
2012-01-04,5093004900
2012-01-05,5134474660
2012-01-06,5091708970
2012-01-09,5118923500
2012-01-10,5144842100
2012-01-11,5235557200
2012-01-12,5248516500
2012-01-13,5269251380
2012-01-17,5301649630
2012-01-18,5348303110
2012-01-19,5396252520
2012-01-20,5536212960
2012-01-23,5461049020
2012-01-24,5471416460
2012-01-25,5607489110
2012-01-26,5604897250
2012-01-27,5630815850
2012-01-30,5674877470
2012-01-31,5683948980
2012-02-01,5703387930
2012-02-02,5695612350
2012-02-03,5804470470
2012-02-06,5857603600
2012-02-07,5926287890
2012-02-08,5941839050
2012-02-09,6142708200
2012-02-10,6083095420
2012-02-13,6105126230
2012-02-14,6109014020
2012-02-15,6128452970
2012-02-16,6159555290
2012-02-17,6178994240
2012-02-21,6066248330
2012-02-22,5978125090
2012-02-23,6013115200
2012-02-24,5983308810
2012-02-27,5957390210
2012-02-28,5878338480
2012-02-29,5774664080
2012-03-01,5720235020
2012-03-02,5654142590
2012-03-05,5677469330
2012-03-06,5629519920
2012-03-07,5678765260
2012-03-08,5820021630
2012-03-09,5959982070
2012-03-12,5867971040
2012-03-13,5988492530
2012-03-14,5904257080
2012-03-15,5959982070
2012-03-16,5924991960
2012-03-19,5936655330
2012-03-20,5871858830
2012-03-21,5847236160
2012-03-22,5725418740
2012-03-23,5722826880
2012-03-26,5739673970
2012-03-27,5717643160
2012-03-28,5540100750
2012-03-29,5496039130
2012-03-30,5537508890
2012-04-02,5600706440
2012-04-03,5576068000
2012-04-04,5511230000
2012-04-05,5511230000
2012-04-09,5448985520
2012-04-10,5347838240
2012-04-11,5410082720
2012-04-12,5460656360
2012-04-13,5398411880
2012-04-16,5385444280
2012-04-17,5489185080
2012-04-18,5362102600
2012-04-19,5319309520
2012-04-20,5340057680
2012-04-23,5297264600
2012-04-24,5330980360
2012-04-25,5416566520
2012-04-26,5437314680
2012-04-27,5493075360
2012-04-30,5551429560
2012-05-01,5577364760
2012-05-02,5542352240
2012-05-03,5537165200
2012-05-04,5364696120
2012-05-07,5377663720
2012-05-08,5301154880
2012-05-09,5188336760
2012-05-10,5185743240
2012-05-11,5189633520
2012-05-14,5061254280
2012-05-15,4975668120
2012-05-16,4572375760
2012-05-17,4396016400
2012-05-18,4485492840
2012-05-21,4713722600
2012-05-22,4564595200
2012-05-23,4482899320
2012-05-24,4542550280
2012-05-25,4637213760
2012-05-29,4680006840
2012-05-30,4541253520
2012-05-31,4493273400
2012-06-01,4275417720
2012-06-04,4223547320
2012-06-05,4268933920
2012-06-06,4322101080
2012-06-07,4380455280
2012-06-08,4438809480
2012-06-11,4311727000
2012-06-12,4402500200
2012-06-13,4275417720
2012-06-14,4337662200
2012-06-15,4454370600
2012-06-18,4497163680
2012-06-19,4526989160
2012-06-20,4469931720
2012-06-21,4450480320
2012-06-22,4574969280
2012-06-25,4498460440
2012-06-26,4598310960
2012-06-27,4839508320
2012-06-28,4890081960
2012-06-29,5149433960
2012-07-02,5175847170
2012-07-03,5283542160
2012-07-05,5336740890
2012-07-06,5335443360
2012-07-09,5356203840
2012-07-10,5254996500
2012-07-11,5332848300
2012-07-12,5408105040
2012-07-13,5596246890
2012-07-16,5610519720
2012-07-17,5688371520
2012-07-18,5714322120
2012-07-19,5724702360
2012-07-20,5719512240
2012-07-23,5703941880
2012-07-24,5544345690
2012-07-25,5472981540
2012-07-26,4908555990
2012-07-27,5162871870
2012-07-30,5033118870
2012-07-31,5026631220
2012-08-01,4861844910
2012-08-02,4787885700
2012-08-03,4983812730
2012-08-06,5016250980
2012-08-07,5130433620
2012-08-08,5081127480
2012-08-09,5175847170
2012-08-10,5161574340
2012-08-13,5114863260
2012-08-14,5077234890
2012-08-15,5078532420
2012-08-16,5166764460
2012-08-17,5242021200
2012-08-20,5242021200
2012-08-21,5200500240
2012-08-22,5231640960
2012-08-23,5136921270
2012-08-24,5328955710
2012-08-27,5223855780
2012-08-28,5235533550
2012-08-29,5188822470
2012-08-30,4995490500
2012-08-31,5049986760
2012-09-04,4891688100
2012-09-05,4922828820
2012-09-06,4994192970
2012-09-07,5235533550
2012-09-10,5376964320
2012-09-11,5445733410
2012-09-12,6028324380
2012-09-13,6093200880
2012-09-14,6379955010
2012-09-17,5997183660
2012-09-18,5995886130
2012-09-19,6172350210
2012-09-20,6199598340
2012-09-21,6291722970
2012-09-24,6263177310
2012-09-25,5982910830
2012-09-26,5937497280
2012-09-27,6219061290
2012-09-28,6137316900
2012-10-01,6119533860
2012-10-02,6210501660
2012-10-03,6127331100
2012-10-04,6232593840
2012-10-05,6265082340
2012-10-08,6181911780
2012-10-09,5923303320
2012-10-10,5970086760
2012-10-11,6070151340
2012-10-12,5996077560
2012-10-15,6051957780
2012-10-16,6209202120
2012-10-17,6417128520
2012-10-18,6341755200
2012-10-19,6049358700
2012-10-22,6100040760
2012-10-23,6001275720
2012-10-24,6024667440
2012-10-25,6093543060
2012-10-26,6041561460
2012-10-31,5973985380
2012-11-01,6168916380
2012-11-02,6023367900
2012-11-05,6055856400
2012-11-06,6300169920
2012-11-07,5986980780
2012-11-08,5979183540
2012-11-09,6022068360
2012-11-12,6111736620
2012-11-13,6159819600
2012-11-14,6126031560
2012-11-15,6036363300
2012-11-16,6049358700
2012-11-19,6270280500
2012-11-20,6267681420
2012-11-21,6305368080
2012-11-23,6398934960
2012-11-26,6432723000
2012-11-27,6340455660
2012-11-28,6457414260
2012-11-29,6667939740
2012-11-30,6866769360
2012-12-03,6797893740
2012-12-04,6856373040
2012-12-05,6643248480
2012-12-06,6760207080
2012-12-07,6757608000
2012-12-10,6769303860
2012-12-11,6790096500
2012-12-12,6666640200
2012-12-13,6716022720
2012-12-14,6705626400
2012-12-17,6849875340
2012-12-18,6912253260
2012-12-19,6900557400
2012-12-20,6920050500
2012-12-21,6791396040
2012-12-24,6883663380
2012-12-26,6862870740
2012-12-27,6718621800
2012-12-28,6653644800
2012-12-31,6776181300
2013-01-02,7014421680
2013-01-03,6964951000
2013-01-04,7010516100
2013-01-07,6994893780
2013-01-08,6998799360
2013-01-09,6997497500
2013-01-10,7056081200
2013-01-11,7105551880
2013-01-14,7013119820
2013-01-15,7078212820
2013-01-16,7045666320
2013-01-17,7178456040
2013-01-18,7380244340
2013-01-22,7624994020
2013-01-23,7484393140
2013-01-24,7485695000
2013-01-25,7446639200
2013-01-28,7398470380
2013-01-29,7647125640
2013-01-30,7398470380
2013-01-31,7363320160
2013-02-01,7404979680
2013-02-04,7326868080
2013-02-05,7337282960
2013-02-06,7319056920
2013-02-07,7213606260
2013-02-08,7300830880
2013-02-11,7244850900
2013-02-12,7306038320
2013-02-13,7272189960
2013-02-14,7143305820
2013-02-15,7164135580
2013-02-19,7135494660
2013-02-20,6811331520
2013-02-21,6768370140
2013-02-22,6764464560
2013-02-25,6441603280
2013-02-26,6584807880
2013-02-27,6652504600
2013-02-28,6630372980
2013-03-01,6768370140
2013-03-04,6782690600
2013-03-05,6989686340
2013-03-06,6964951000
2013-03-07,7027440280
2013-03-08,7123777920
2013-03-11,7113363040
2013-03-12,7066496080
2013-03-13,7088627700
2013-03-14,7135494660
2013-03-15,7102948160
2013-03-18,7043062600
2013-03-19,6905065440
2013-03-20,6996195640
2013-03-21,6802218500
2013-03-22,6695465980
2013-03-25,6704579000
2013-03-26,6704579000
2013-03-27,6651202740
2013-03-28,6730616200
2013-04-01,6543760000
2013-04-02,6371830000
2013-04-03,6279352500
2013-04-04,6313217500
2013-04-05,6360107500
2013-04-08,6373132500
2013-04-09,6466912500
2013-04-10,6496870000
2013-04-11,6614095000
2013-04-12,6366620000
2013-04-15,5938097500
2013-04-16,6341872500
2013-04-17,6216832500
2013-04-18,5995407500
2013-04-19,5998012500
2013-04-22,6078767500
2013-04-23,6119145000
2013-04-24,6220740000
2013-04-25,6176455000
2013-04-26,6059230000
2013-04-29,6348385000
2013-04-30,6496870000
2013-05-01,6301495000
2013-05-02,6640145000
2013-05-03,6965770000
2013-05-06,6997030000
2013-05-07,7094717500
2013-05-08,7148120000
2013-05-09,7112952500
2013-05-10,7107742500
2013-05-13,7043920000
2013-05-14,7128582500
2013-05-15,7154632500
2013-05-16,7097322500
2013-05-17,7171565000
2013-05-20,7174170000
2013-05-21,7159842500
2013-05-22,7019172500
2013-05-23,6969677500
2013-05-24,7000937500
2013-05-28,7125977500
2013-05-29,7066062500
2013-05-30,7119465000
2013-05-31,6978795000
2013-06-03,6930602500
2013-06-04,6784722500
2013-06-05,6640145000
2013-06-06,6735227500
2013-06-07,6797747500
2013-06-10,6963165000
2013-06-11,6873292500
2013-06-12,6914972500
2013-06-13,7097322500
2013-06-14,6993122500
2013-06-17,7101230000
2013-06-18,7053037500
2013-06-19,6964467500
2013-06-20,6714387500
2013-06-21,6538550000
2013-06-24,6254605000
2013-06-25,6332755000
2013-06-26,6392670000
2013-06-27,6545062500
2013-06-28,6305402500
2013-07-01,6355678140
2013-07-02,6225412140
2013-07-03,6182424360
2013-07-05,6114686040
2013-07-08,6110778060
2013-07-09,6368704740
2013-07-10,6426021780
2013-07-11,6605788860
2013-07-12,6601880880
2013-07-15,6547169160
2013-07-16,6414297840
2013-07-17,6510694680
2013-07-18,6541958520
2013-07-19,6575827680
2013-07-22,6543261180
2013-07-23,6470312220
2013-07-24,6373915380
2013-07-25,6263189280
2013-07-26,6377823360
2013-07-29,6243649380
2013-07-30,6158976480
2013-07-31,6145949880
2013-08-01,6471614880
2013-08-02,6412995180
2013-08-05,6439048380
2013-08-06,6214990860
2013-08-07,6148555200
2013-08-08,6278821200
2013-08-09,6302269080
2013-08-12,6280123860
2013-08-13,6291847800
2013-08-14,6310085040
2013-08-15,6162884460
2013-08-16,6233228100
2013-08-19,6218898840
2013-08-20,6465101580
2013-08-21,6379126020
2013-08-22,6475522860
2013-08-23,6282729180
2013-08-26,6256675980
2013-08-27,6224109480
2013-08-28,6234530760
2013-08-29,6207174900
2013-08-30,6226714800
2013-09-03,6316598340
2013-09-04,6358283460
2013-09-05,6409087200
2013-09-06,6401271240
2013-09-09,6543261180
2013-09-10,6708699000
2013-09-11,6827241060
2013-09-12,6734752200
2013-09-13,6848083620
2013-09-16,6819425100
2013-09-17,6763410720
2013-09-18,6953599080
2013-09-19,6894979380
2013-09-20,6772529340
2013-09-23,6657895260
2013-09-24,6715212300
2013-09-25,6797279880
2013-09-26,6784253280
2013-09-27,6682645800
2013-09-30,6755143230
2013-10-01,6869880270
2013-10-02,6998959440
2013-10-03,6865968780
2013-10-04,6885526230
2013-10-07,6846411330
2013-10-08,6696470880
2013-10-09,6616937250
2013-10-10,6825550050
2013-10-11,6888133890
2013-10-14,6901172190
2013-10-15,6725155140
2013-10-16,6749927910
2013-10-17,6779916000
2013-10-18,6790346640
2013-10-21,6766877700
2013-10-22,7058935620
2013-10-23,6979401990
2013-10-24,7151507550
2013-10-25,7150203720
2013-10-28,7148899890
2013-10-29,7100658180
2013-10-30,7039378170
2013-10-31,6982009650
2013-11-01,6997655610
2013-11-04,7533529740
2013-11-05,7358816520
2013-11-06,7324916940
2013-11-07,7216699050
2013-11-08,7379677800
2013-11-11,7337955240
2013-11-12,7280586720
2013-11-13,7309270980
2013-11-14,7296232680
2013-11-15,7405754400
2013-11-18,7215395220
2013-11-19,7261029270
2013-11-20,7266244590
2013-11-21,7347082050
2013-11-22,7404450570
2013-11-25,7487895690
