,DG
2019-02-22,30662906216
2019-02-25,30761334197
2019-02-26,30662906216
2019-02-27,30608511806
2019-02-28,30683627896
2019-03-01,30953009739
2019-03-04,30789826507
2019-03-05,30981502049
2019-03-06,30893434908
2019-03-07,30792416717
2019-03-08,30748383147
2019-03-11,31007404149
2019-03-12,30981502049
2019-03-13,31258654521
2019-03-14,28917104663
2019-03-15,29499901917
2019-03-18,30183717363
2019-03-19,30367622274
2019-03-20,30339129964
2019-03-21,30517854455
2019-03-22,30427197104
2019-03-25,30758743987
2019-03-26,30763924407
2019-03-27,30748383147
2019-03-28,30916746798
2019-03-29,30901205538
2019-04-01,30649955166
2019-04-02,30535985925
2019-04-03,30608511806
2019-04-04,31123963600
2019-04-05,31750794425
2019-04-08,31678268544
2019-04-09,31450330062
2019-04-10,31551348253
2019-04-11,31706760854
2019-04-12,31698990224
2019-04-15,32079751097
2019-04-16,32040897947
2019-04-17,32196310548
2019-04-18,32002044797
2019-04-22,32004635007
2019-04-23,32178179078
2019-04-24,32647007092
2019-04-25,32735074232
2019-04-26,32444970710
2019-04-29,32403527350
2019-04-30,32659958142
2019-05-01,32071980467
2019-05-02,32281787479
2019-05-03,32146787349
2019-05-06,32059137728
2019-05-07,31515194494
2019-05-08,31522928284
2019-05-09,31698227525
2019-05-10,31409499363
2019-05-13,30486600416
2019-05-14,30233963274
2019-05-15,30429885956
2019-05-16,30862978199
2019-05-17,30984140910
2019-05-20,30888757499
2019-05-21,31334739393
2019-05-22,31463635894
2019-05-23,31100147761
2019-05-24,31440434523
2019-05-28,30924848519
2019-05-29,30551048667
2019-05-30,32739711254
2019-05-31,32811893294
2019-06-03,33255297258
2019-06-04,33513090260
2019-06-05,33616207460
2019-06-06,33889468042
2019-06-07,34325138216
2019-06-10,34794321479
2019-06-11,34933529701
2019-06-12,35070159992
2019-06-13,35049536551
2019-06-14,34979932441
2019-06-17,35034068971
2019-06-18,35330530924
2019-06-19,35619259086
2019-06-20,35784246607
2019-06-21,35776512817
2019-06-24,35353732294
2019-06-25,35062426202
2019-06-26,35181010982
2019-06-27,35178433052
2019-06-28,34843302150
2019-07-01,35026335181
2019-07-02,35345998504
2019-07-03,35856428648
2019-07-05,36078130629
2019-07-08,35722376287
2019-07-09,35975013429
2019-07-10,36330767771
2019-07-11,36183825760
2019-07-12,36482865643
2019-07-15,36673632464
2019-07-16,37173750888
2019-07-17,37372251499
2019-07-18,36817996545
2019-07-19,36420995322
2019-07-22,35585745996
2019-07-23,35374355734
2019-07-24,35871896228
2019-07-25,35503252235
2019-07-26,35567700485
2019-07-29,35008289671
2019-07-30,34595820868
2019-07-31,34549418128
2019-08-01,34067345214
2019-08-02,34230121557
2019-08-05,33963838915
2019-08-06,34427273128
2019-08-07,34460558459
2019-08-08,35177473264
2019-08-09,34714039051
2019-08-12,34550172809
2019-08-13,34662830850
2019-08-14,34271088117
2019-08-15,34260846477
2019-08-16,34798532581
2019-08-19,35359262376
2019-08-20,35131385884
2019-08-21,35535930667
2019-08-22,35779169619
2019-08-23,35075056863
2019-08-26,35646028298
2019-08-27,35525689027
2019-08-28,36109462512
2019-08-29,39965440002
2019-08-30,39965440002
2019-09-03,39847661141
2019-09-04,40403270115
2019-09-05,40920472939
2019-09-06,41360863463
2019-09-09,41161151481
2019-09-10,40221481004
2019-09-11,39944956722
2019-09-12,40224041414
2019-09-13,40398149295
2019-09-16,39217800276
2019-09-17,40152349933
2019-09-18,40121625013
2019-09-19,40149789523
2019-09-20,40001285742
2019-09-23,40636267427
2019-09-24,40661871527
2019-09-25,40748925468
2019-09-26,40838539819
2019-09-27,40971681140
2019-09-30,40695156857
2019-10-01,40720760958
2019-10-02,40357182735
2019-10-03,40303414124
2019-10-04,41214920091
2019-10-07,40969120730
2019-10-08,40925593759
2019-10-09,41184195171
2019-10-10,41099701641
2019-10-11,41542652574
2019-10-14,41276369932
2019-10-15,41496565194
2019-10-16,41540092164
2019-10-17,41701397995
2019-10-18,42095701138
2019-10-21,42080338678
2019-10-22,42451598131
2019-10-23,41729562505
2019-10-24,41711639635
2019-10-25,41524729704
2019-10-28,41642508565
2019-10-29,41125305741
2019-10-30,41383907153
2019-10-31,41053614260
2019-11-01,40511784619
2019-11-04,40083611286
2019-11-05,40458579649
2019-11-06,40438311089
2019-11-07,40342035428
2019-11-08,39994936335
2019-11-11,39777049314
2019-11-12,39771982173
2019-11-13,40027872745
2019-11-14,40407908248
2019-11-15,40572590300
2019-11-18,40532053179
2019-11-19,40139349826
2019-11-20,40777809471
2019-11-21,40734738781
2019-11-22,40483915349
2019-11-25,40516851759
2019-11-26,40149484106
2019-11-27,40136816256
2019-11-29,39868257834
2019-12-02,39189261069
2019-12-03,38763621306
2019-12-04,38902967657
2019-12-05,39295671010
2019-12-06,39199395349
2019-12-09,39224731049
2019-12-10,39110720398
2019-12-11,39146190379
2019-12-12,39417282371
2019-12-13,39176593219
2019-12-16,38705349195
2019-12-17,39315939570
2019-12-18,39346342410
2019-12-19,39777049314
2019-12-20,39703575783
2019-12-23,39310872430
2019-12-24,39587031562
2019-12-26,39348875980
2019-12-27,39688374363
2019-12-30,39865724264
2019-12-31,39518625171
2020-01-02,39660505093
2020-01-03,39369144540
2020-01-06,39153791089
2020-01-07,38563469274
2020-01-08,38396253653
2020-01-09,38657211365
2020-01-10,38819359846
2020-01-13,39047381148
2020-01-14,40025339175
2020-01-15,39673172943
2020-01-16,40098812706
2020-01-17,40027872745
2020-01-21,39913862095
2020-01-22,39143656809
2020-01-23,39305805290
2020-01-24,39103119688
2020-01-27,39488222331
2020-01-28,39690907933
2020-01-29,39460353061
2020-01-30,39774515743
2020-01-31,38625570106
2020-02-03,38967990909
2020-02-04,39275162511
2020-02-05,39594923114
2020-02-06,39144236910
2020-02-07,39018346909
2020-02-10,39174450511
2020-02-11,39265091311
2020-02-12,39947415117
2020-02-13,40247033319
2020-02-14,39788793716
2020-02-18,40715344123
2020-02-19,41239046527
2020-02-20,41727499731
2020-02-21,42017046733
2020-02-24,41508451129
2020-02-25,40662470323
2020-02-26,40957052925
2020-02-27,39695635115
2020-02-28,37842534300
2020-03-02,40184088319
2020-03-03,39383427912
2020-03-04,40325085120
2020-03-05,39650314714
2020-03-06,39876916716
2020-03-09,40103518718
2020-03-10,41858425332
2020-03-11,39688081715
2020-03-12,35745206883
2020-03-13,36712042091
2020-03-16,34267258272
2020-03-17,38907563709
2020-03-18,37449757497
2020-03-19,36004540286
2020-03-20,35281931680
2020-03-23,35216468879
2020-03-24,35707439883
2020-03-25,34551769674
2020-03-26,35380125881
2020-03-27,36790093892
2020-03-30,36953750893
2020-03-31,38021298102
2020-04-01,38562625106
2020-04-02,40209266319
2020-04-03,40838716324
2020-04-06,42714477339
2020-04-07,42596140738
2020-04-08,42606211938
2020-04-09,42611247538
2020-04-13,43197894943
2020-04-14,44834464956
2020-04-15,44340976152
2020-04-16,45353131760
2020-04-17,45851656164
2020-04-20,45068620358
2020-04-21,45003157557
2020-04-22,45106387358
2020-04-23,44439170353
2020-04-24,44308244751
2020-04-27,45191992558
2020-04-28,44925105756
2020-04-29,44011144349
2020-04-30,44137034350
2020-05-01,43298613346
2020-05-04,43909298990
2020-05-05,43766638819
2020-05-06,43523866247
2020-05-07,43448781947
2020-05-08,44139557512
2020-05-11,45811434606
2020-05-12,45483566493
2020-05-13,45443521533
2020-05-14,45426001863
2020-05-15,45556147984
2020-05-18,45563656414
2020-05-19,45420996242
2020-05-20,44692678527
2020-05-21,44652633566
2020-05-22,44795293737
2020-05-26,45140681520
2020-05-27,46852603574
2020-05-28,46079235278
2020-05-29,47931314693
2020-06-01,47928811883
2020-06-02,47998890563
2020-06-03,47490820129
2020-06-04,46522232651
2020-06-05,46467170831
2020-06-08,46552266372
2020-06-09,46614836622
2020-06-10,47585926910
2020-06-11,47122907056
2020-06-12,46051704368
2020-06-15,47017789035
2020-06-16,47773637661
2020-06-17,47493322939
2020-06-18,47883761302
2020-06-19,47248047557
2020-06-22,48088991724
2020-06-23,47545881949
2020-06-24,48016410233
2020-06-25,47721078651
2020-06-26,47400718968
2020-06-29,47558396000
2020-06-30,47681033691
2020-07-01,47778643281
2020-07-02,47423244258
2020-07-06,46837586714
2020-07-07,47007777795
2020-07-08,46684915303
2020-07-09,47488317319
2020-07-10,47112895816
2020-07-13,46667395632
2020-07-14,47485814509
2020-07-15,47410730208
2020-07-16,47283086897
2020-07-17,47172963256
2020-07-20,48246668755
2020-07-21,48018913043
2020-07-22,48842337540
2020-07-23,47966354033
2020-07-24,47978868083
2020-07-27,47540876329
2020-07-28,47560898810
2020-07-29,47898778162
2020-07-30,47883761302
2020-07-31,47053742590
2020-08-03,47669098782
2020-08-04,48296811525
2020-08-05,48259741875
2020-08-06,47585074242
2020-08-07,48262213185
2020-08-10,47767951183
2020-08-11,47224262981
2020-08-12,48642794926
2020-08-13,48457446676
2020-08-14,49067860248
2020-08-17,49606605830
2020-08-18,48926995577
2020-08-19,49458327230
2020-08-20,48882511997
2020-08-21,49161770028
2020-08-24,49011020118
2020-08-25,49095044658
2020-08-26,50436965994
2020-08-27,49757355741
2020-08-28,49522581290
2020-08-31,49890806481
2020-09-01,49401487099
2020-09-02,50439437304
2020-09-03,48635380996
2020-09-04,48368479515
2020-09-08,47548004592
2020-09-09,48796016147
2020-09-10,48714462917
2020-09-11,49549765700
2020-09-14,49947646612
2020-09-15,50135466172
2020-09-16,50105810452
2020-09-17,50291158703
2020-09-18,51427961308
2020-09-21,50152765342
2020-09-22,51487272748
2020-09-23,50469093024
2020-09-24,50666797825
2020-09-25,51499629298
2020-09-28,51848084009
2020-09-29,51808543049
2020-09-30,51803600429
2020-10-01,52273149331
2020-10-02,52273149331
2020-10-05,52685858103
2020-10-06,52463440202
2020-10-07,53017013644
2020-10-08,54092033498
2020-10-09,54611008600
2020-10-12,54507213580
2020-10-13,55110213223
2020-10-14,54393533320
2020-10-15,55078086192
2020-10-16,54791414231
2020-10-19,53891857388
2020-10-20,53820189397
2020-10-21,54334221879
2020-10-22,52965116134
2020-10-23,53241902855
2020-10-26,52401657452
2020-10-27,52814366223
2020-10-28,52149583831
2020-10-29,52077915840
2020-10-30,50818798108
2020-11-02,51016025009
2020-11-03,52131209214
2020-11-04,52649842916
2020-11-05,53083255118
2020-11-06,53908686221
2020-11-09,51252210310
2020-11-10,51269254610
2020-11-11,52002159513
2020-11-12,51809802412
2020-11-13,52082511213
2020-11-16,51885284313
2020-11-17,50828537708
2020-11-18,50784709508
2020-11-19,51427523111
2020-11-20,51188902910
2020-11-23,51386129811
2020-11-24,51858500412
2020-11-25,52837330217
2020-11-27,53083255118
2020-11-30,53222044418
2020-12-01,53528841819
2020-12-02,52968814817
2020-12-03,52226170314
2020-12-04,51968070913
2020-12-07,51951026613
2020-12-08,51466481511
2020-12-09,50884540408
2020-12-10,50127286505
2020-12-11,50307469106
2020-12-14,50134591205
2020-12-15,50592352407
2020-12-16,51381260011
2020-12-17,51753799712
2020-12-18,51249775410
2020-12-21,51366650610
2020-12-22,51880414513
2020-12-23,51417783511
2020-12-24,51444567411
2020-12-28,51227861310
2020-12-29,51459176811
2020-12-30,51115855909
2020-12-31,51205947210
2021-01-04,51062288109
2021-01-05,50336687906
2021-01-06,52425832115
2021-01-07,53012643017
2021-01-08,52547577115
2021-01-11,52413657615
2021-01-12,53173346418
2021-01-13,53134388018
2021-01-14,51921807813
2021-01-15,51483525811
2021-01-19,50173549606
2021-01-20,49944669005
2021-01-21,50577743007
2021-01-22,50210073106
2021-01-25,50297729506
2021-01-26,50188159006
2021-01-27,48607908899
2021-01-28,48466684699
2021-01-29,46423826474
2021-02-01,45980127192
2021-02-02,46600351995
2021-02-03,46702927635
2021-02-04,46688614755
2021-02-05,46235373553
2021-02-08,47323152438
2021-02-09,48542132723
2021-02-10,48024483561
2021-02-11,47719142120
2021-02-12,47375632998
2021-02-16,47764466240
2021-02-17,48067422201
2021-02-18,48384691042
2021-02-19,47986315881
2021-02-22,47416186158
2021-02-23,46559798835
2021-02-24,45946730472
2021-02-25,45009236828
2021-02-26,45083186708
2021-03-01,46015909392
2021-03-02,44489202186
2021-03-03,43628043902
2021-03-04,42494940898
2021-03-05,42630913258
2021-03-08,43410965221
2021-03-09,44536911786
2021-03-10,44739677587
2021-03-11,45245399349
2021-03-12,45791674271
2021-03-15,46302166994
2021-03-16,46170965593
2021-03-17,44730135667
2021-03-18,42652382578
2021-03-19,44794543627
2021-03-22,46268770273
2021-03-23,47015425517
2021-03-24,47013040037
2021-03-25,47180023637
2021-03-26,48444328043
2021-03-29,48518277923
2021-03-30,48127059201
2021-03-31,48334595962
2021-04-01,48282115402
2021-04-05,49565503647
2021-04-06,49052625445
2021-04-07,49076480245
2021-04-08,49424760327
2021-04-09,49298329886
2021-04-12,49866074129
2021-04-13,50581718132
2021-04-14,50941925613
2021-04-15,51466731215
2021-04-16,51702893736
2021-04-19,51700508256
2021-04-20,52072643138
2021-04-21,51726748536
2021-04-22,51325987895
2021-04-23,50884674093
2021-04-26,50507768251
2021-04-27,50667595412
2021-04-28,50591260052
2021-04-29,51256808974
2021-04-30,50449929214
2021-05-03,50877490896
2021-05-04,50799965976
2021-05-05,50715393335
2021-05-06,51330894218
2021-05-07,51730265020
2021-05-10,51415466858
2021-05-11,50250243813
2021-05-12,48363804085
2021-05-13,48337962445
2021-05-14,48441329006
2021-05-17,47971481004
2021-05-18,48147674004
2021-05-19,47861066723
2021-05-20,47952687084
2021-05-21,48168817165
2021-05-24,46315266797
2021-05-25,46719336078
2021-05-26,46980101719
2021-05-27,48016116564
2021-05-28,47680175242
2021-06-01,47318392281
2021-06-02,47508680722
2021-06-03,48394344206
2021-06-04,48572886446
2021-06-07,48394344206
2021-06-08,48328565485
2021-06-09,48142975524
2021-06-10,48500060006
2021-06-11,49171942649
2021-06-14,49228324409
2021-06-15,49832079092
2021-06-16,49601853571
2021-06-17,50104590933
2021-06-18,49968335012
2021-06-21,50266688493
2021-06-22,50471072374
2021-06-23,50292530134
2021-06-24,50250243813
2021-06-25,49782745051
2021-06-28,50513358695
2021-06-29,50976158976
2021-06-30,50835204576
2021-07-01,51168796657
2021-07-02,51337941938
2021-07-06,51307401818
2021-07-07,52035666221
2021-07-08,51603406059
2021-07-09,51864171700
2021-07-12,51556421259
2021-07-13,51687978700
2021-07-14,51892362580
2021-07-15,52141382021
2021-07-16,52193065302
2021-07-19,52686405704
2021-07-20,53189143066
2021-07-21,52674659504
2021-07-22,52996505385
2021-07-23,53774103828
2021-07-26,54025472509
2021-07-27,54067758830
2021-07-28,54046615670
2021-07-29,54737292233
2021-07-30,54086706472
2021-08-02,54054157732
2021-08-03,54647009785
2021-08-04,54612136134
2021-08-05,54823702945
2021-08-06,54902749886
2021-08-09,54956222816
2021-08-10,55384006258
2021-08-11,55332858238
2021-08-12,54932973716
2021-08-13,55044569396
2021-08-16,55295659677
2021-08-17,53830966371
2021-08-18,53854215471
2021-08-19,54047183002
2021-08-20,54584237214
2021-08-23,54551688474
2021-08-24,54112280482
2021-08-25,54574937574
2021-08-26,52519717125
2021-08-27,52368597975
2021-08-30,52394171985
2021-08-31,51824569032
2021-09-01,51773421012
2021-09-02,52301175584
2021-09-03,51717623172
2021-09-07,51506056361
2021-09-08,52087283864
2021-09-09,51180568960
2021-09-10,50694662768
2021-09-13,50590041817
2021-09-14,50285478606
2021-09-15,50443572486
2021-09-16,51510706181
2021-09-17,51638576232
2021-09-20,51564179111
2021-09-21,51043399269
2021-09-22,50920179039
2021-09-23,50766734978
2021-09-24,50615615827
2021-09-27,50394749376
2021-09-28,50032063415
2021-09-29,50443572486
2021-09-30,49320640952
2021-10-01,48639442319
2021-10-04,47937319496
2021-10-05,47802474715
2021-10-06,48153536127
2021-10-07,49016077740
2021-10-08,48916106610
2021-10-11,48774287099
2021-10-12,48418575868
2021-10-13,48683615609
2021-10-14,49474085012
2021-10-15,49474085012
2021-10-18,49683326913
2021-10-19,49704251103
2021-10-20,50039038145
2021-10-21,50901579758
2021-10-22,51220092430
2021-10-25,51726922812
2021-10-26,51503731451
2021-10-27,51234041890
2021-10-28,51361911940
2021-10-29,51188620301
2021-11-01,50945987350
2021-11-02,51262565581
2021-11-03,51696994103
2021-11-04,52272380816
2021-11-05,52138354995
2021-11-08,51052283690
2021-11-09,50878974440
2021-11-10,51015311050
2021-11-11,51133161341
2021-11-12,51992775225
2021-11-15,52454933227
2021-11-16,53224426300
2021-11-17,51502887742
2021-11-18,51378105082
2021-11-19,51888789674
2021-11-22,52214611065
2021-11-23,52025126285
2021-11-24,51629981193
2021-11-26,51858749404
2021-11-29,52008950755
2021-11-30,51137782921
2021-12-01,51482090632
2021-12-02,49869159205
2021-12-03,51299538222
2021-12-06,52115247095
2021-12-07,51877235724
2021-12-08,51163201611
2021-12-09,51375794292
2021-12-10,51391969822
2021-12-13,52223854226
2021-12-14,52096760775
2021-12-15,52251583706
2021-12-16,52145287365
2021-12-17,51415077722
2021-12-20,50929811820
2021-12-21,51234836101
2021-12-22,50888217600
2021-12-23,51144715291
2021-12-27,51921140734
2021-12-28,52759957508
2021-12-29,53975433053
2021-12-30,54495360805
2021-12-31,54495360805
2022-01-03,54414483155
2022-01-04,54003162533
2022-01-05,54026270433
2022-01-06,54488428435
2022-01-07,55059193568
2022-01-10,54606278726
2022-01-11,52836213578
2022-01-12,52824659628
2022-01-13,51544481963
2022-01-14,50162629537
2022-01-18,49245245903
2022-01-19,50823515479
2022-01-20,49011856112
2022-01-21,48568184430
2022-01-24,50047090036
2022-01-25,48991059002
2022-01-26,47304182294
2022-01-27,47449762065
2022-01-28,46684705410
2022-01-31,47632884960
2022-02-01,47779110240
2022-02-02,47223911130
2022-02-03,46922321490
2022-02-04,46234605720
2022-02-07,45830201430
2022-02-08,46328281290
2022-02-09,47018281830
2022-02-10,46175201700
2022-02-11,45839340510
2022-02-14,45834770970
2022-02-15,45501194550
2022-02-16,45089935950
2022-02-17,45037386240
2022-02-18,45688545690
2022-02-22,43853875380
2022-02-23,43031358180
2022-02-24,43593411600
2022-02-25,45464638230
2022-02-28,45316128180
2022-03-01,45935300850
2022-03-02,46931460570
2022-03-03,47132520330
2022-03-04,48204077460
2022-03-07,46545334440
2022-03-08,45526327020
2022-03-09,47345003940
2022-03-10,47084540160
2022-03-11,46963447350
2022-03-14,47680865130
2022-03-15,48951197250
2022-03-16,48549077730
2022-03-17,50708185380
2022-03-18,52465173510
2022-03-21,52184146800
2022-03-22,51649510620
2022-03-23,50619079350
2022-03-24,50470569300
2022-03-25,50600801190
2022-03-28,51704345100
2022-03-29,52211564040
2022-03-30,51971663190
2022-03-31,50865834510
2022-04-01,51704345100
2022-04-04,51697490790
2022-04-05,52403484720
2022-04-06,54606003000
2022-04-07,55220606130
2022-04-08,56159646600
2022-04-11,55010407290
2022-04-12,55709546910
2022-04-13,56065971030
2022-04-14,56838223290
2022-04-18,57160375860
2022-04-19,58343886720
2022-04-20,59184682080
2022-04-21,58451270910
2022-04-22,56847362370
2022-04-25,56774249730
2022-04-26,55976865000
2022-04-27,55634149500
2022-04-28,56337858660
2022-04-29,53752801470
2022-05-02,53445034830
2022-05-03,53623811040
2022-05-04,54743991090
2022-05-05,52872498360
2022-05-06,52854394440
2022-05-09,52358799630
2022-05-10,51483022500
2022-05-11,51679902630
2022-05-12,52469686140
2022-05-13,52576046670
2022-05-16,52992436830
2022-05-17,51494337450
2022-05-18,45771235740
2022-05-19,45560777670
2022-05-20,42453692400
2022-05-23,43997051580
2022-05-24,44343289050
2022-05-25,44205246660
2022-05-26,50267796870
2022-05-27,51682165620
2022-05-31,49862721660
2022-06-01,49518747180
2022-06-02,50853911280
2022-06-03,51358558050
2022-06-06,52607728530
2022-06-07,53026381680
2022-06-08,52892865270
2022-06-09,53793535290
2022-06-10,52809134640
2022-06-13,52259228070
2022-06-14,52053295980
2022-06-15,52557942750
2022-06-16,52553416770
2022-06-17,52229809200
2022-06-21,54078672030
2022-06-22,54429435480
2022-06-23,55128699390
2022-06-24,56099522100
2022-06-27,55841541240
2022-06-28,55121910420
2022-06-29,55907167950
2022-06-30,55542826560
2022-07-01,55748758650
2022-07-05,56586064950
2022-07-06,57294380820
2022-07-07,57674563140
2022-07-08,57226491120
2022-07-11,57452790120
2022-07-12,56018054460
2022-07-13,55812122370
2022-07-14,56201356650
2022-07-15,55248637860
2022-07-18,55250900850
2022-07-19,55522459650
2022-07-20,55728391740
2022-07-21,55882275060
2022-07-22,56079155190
2022-07-25,56058788280
2022-07-26,54626315610
2022-07-27,55318790550
2022-07-28,55477199850
2022-07-29,55779242610
2022-08-01,56598766160
2022-08-02,56270956740
2022-08-03,56578558730
2022-08-04,56419144560
2022-08-05,56823293160
2022-08-08,57321743100
2022-08-09,57020876920
2022-08-10,57117423530
2022-08-11,56551615490
2022-08-12,56872689100
2022-08-15,56791859380
2022-08-16,57654043059
2022-08-17,57375629580
2022-08-18,57851626820
2022-08-19,56998424220
2022-08-22,55846600710
2022-08-23,55592885200
2022-08-24,55559206150
2022-08-25,55251604160
2022-08-26,53060220640
2022-08-29,53578878010
2022-08-30,53601330710
2022-08-31,53307200340
2022-09-01,54508419790
2022-09-02,54470250200
2022-09-06,53843819870
2022-09-07,55208944030
2022-09-08,55550225070
2022-09-09,55516546020
2022-09-12,55487357510
2022-09-13,53960573910
2022-09-14,54126723890
2022-09-15,54077327950
2022-09-16,54737437330
2022-09-19,55146076470
2022-09-20,55179755520
2022-09-21,53949347560
2022-09-22,53931385400
2022-09-23,54250213740
2022-09-26,53540708420
2022-09-27,52954692950
2022-09-28,54113252270
2022-09-29,53767480690
2022-09-30,53855046220
2022-10-03,55341414960
2022-10-04,55033812970
2022-10-05,54492702900
2022-10-06,54261440090
2022-10-07,53774216500
2022-10-10,53798914470
2022-10-11,53803405010
2022-10-12,53365577360
2022-10-13,54371458320
2022-10-14,53123088200
2022-10-17,53078182800
2022-10-18,53345369930
2022-10-19,53520500990
2022-10-20,53262294940
2022-10-21,53745027990
2022-10-24,55004624460
2022-10-25,56235032420
2022-10-26,56261975660
2022-10-27,56926575580
2022-10-28,57704128160
2022-10-31,56509898200
2022-11-01,56308274960
2022-11-02,55320099520
2022-11-03,55222611360
2022-11-04,54970028400
2022-11-07,55683464480
2022-11-08,55612564000
2022-11-09,53698251040
2022-11-10,56263962160
2022-11-11,55200454960
2022-11-14,54710798520
2022-11-15,56999554640
2022-11-16,56762481160
2022-11-17,56704874520
2022-11-18,57097042800
2022-11-21,57099258439
2022-11-22,57043867439
2022-11-23,56793500120
2022-11-25,56992907720
2022-11-28,56077848400
2022-11-29,56022457400
2022-11-30,56649483520
2022-12-01,52364435760
2022-12-02,54052753440
2022-12-05,54489234520
2022-12-06,54382883800
2022-12-07,55162789080
2022-12-08,55102966800
2022-12-09,53897658640
2022-12-12,54241082840
2022-12-13,53941971440
2022-12-14,54832658720
2022-12-15,54699720320
2022-12-16,55003263000
2022-12-19,53715976160
2022-12-20,53381414520
2022-12-21,54181260560
2022-12-22,54400608920
2022-12-23,54848168200
2022-12-27,54763973880
2022-12-28,54285395640
2022-12-29,54950087640
2022-12-30,54560135000
2023-01-03,54664270080
2023-01-04,53950834000
2023-01-05,54376236880
2023-01-06,55071947840
2023-01-09,53408002200
2023-01-10,53565312640
2023-01-11,52468570840
2023-01-12,51526923840
2023-01-13,51739625280
2023-01-17,51418357480
2023-01-18,50124423720
2023-01-19,49734471080
2023-01-20,51094874040
2023-01-23,51196793480
2023-01-24,51872563680
2023-01-25,52825288880
2023-01-26,52541686960
2023-01-27,52313476040
2023-01-30,51600039960
2023-01-31,51757350400
2023-02-01,52202694040
2023-02-02,51249968840
2023-02-03,49995731370
2023-02-06,50050529620
2023-02-07,50061489270
2023-02-08,49897094520
2023-02-09,50195197000
2023-02-10,50324520870
2023-02-13,51183757430
2023-02-14,50716876340
2023-02-15,50885654950
2023-02-16,50155742260
2023-02-17,49936549260
2023-02-21,49671325730
2023-02-22,49377607110
2023-02-23,47588992230
2023-02-24,46962100250
2023-02-27,47367607300
2023-02-28,47411445900
2023-03-01,46861271470
2023-03-02,47396102390
2023-03-03,47716124170
2023-03-06,48073408760
2023-03-07,48066832970
2023-03-08,47709548380
2023-03-09,47665709780
2023-03-10,47365415370
2023-03-13,47521042400
2023-03-14,47238283430
2023-03-15,47906822080
2023-03-16,46488643370
2023-03-17,45774074190
2023-03-20,46102863690
2023-03-21,46050257370
2023-03-22,45250202920
2023-03-23,44463300050
2023-03-24,45112111330
2023-03-27,45155949930
2023-03-28,45620639090
2023-03-29,45403638020
2023-03-30,45524194170
2023-03-31,46131358780
2023-04-03,46440420910
2023-04-04,46948948670
2023-04-05,46471107930
2023-04-06,46565360920
2023-04-10,47512274680
2023-04-11,47919973660
2023-04-12,47398294320
2023-04-13,47470628010
2023-04-14,46738523390
2023-04-17,46802089360
2023-04-18,47402678180
2023-04-19,47457476430
2023-04-20,47762154700
2023-04-21,47832296460
2023-04-24,48755098990
2023-04-25,48099711920
2023-04-26,48060257180
2023-04-27,48562209150
2023-04-28,48542481780
2023-05-01,48244379300
2023-05-02,48275066320
2023-05-03,47604335740
2023-05-04,47470628010
2023-05-05,48038286850
2023-05-08,48268660000
2023-05-09,48402495830
2023-05-10,47869346540
2023-05-11,47674077870
2023-05-12,47941749530
2023-05-15,47838630120
2023-05-16,47158480820
2023-05-17,47463450990
2023-05-18,47792555490
2023-05-19,47189197240
2023-05-22,46484913610
2023-05-23,45675316540
2023-05-24,45822316550
2023-05-25,44672644830
2023-05-26,44999555300
2023-05-30,44723107520
2023-05-31,44119749270
2023-06-01,35512569580
2023-06-02,36447226360
2023-06-05,34856554610
2023-06-06,34470405330
2023-06-07,34125942620
2023-06-08,34193957550
2023-06-09,33579629150
2023-06-12,33785867970
2023-06-13,35126420300
2023-06-14,35569614360
2023-06-15,35911883040
2023-06-16,36052300960
2023-06-20,36199300970
2023-06-21,36651271150
2023-06-22,37785584660
2023-06-23,37550823450
2023-06-26,36791689070
2023-06-27,37166868200
2023-06-28,36651271150
2023-06-29,36589838310
2023-06-30,37250241340
2023-07-03,37423569710
2023-07-05,37333614480
2023-07-06,37026450280
2023-07-07,37151509990
2023-07-10,37076912970
2023-07-11,37274375670
2023-07-12,36993539830
2023-07-13,36346300980
2023-07-14,35797793480
2023-07-17,35352405390
2023-07-18,36089599470
2023-07-19,36475748750
2023-07-20,37033032370
2023-07-21,36660047270
2023-07-24,36787301010
2023-07-25,36133480070
2023-07-26,36175166640
2023-07-27,36848733850
2023-07-28,37427957770
2023-07-31,37048390580
2023-08-01,36956241320
2023-08-02,36833375640
2023-08-03,37044002520
2023-08-04,36822159600
2023-08-07,36644380800
2023-08-08,36273459600
2023-08-09,36664134000
2023-08-10,36668523600
2023-08-11,36181278000
2023-08-14,35902538400
2023-08-15,35676474000
2023-08-16,35924486400
2023-08-17,35226540000
2023-08-18,35773045200
2023-08-21,35617214400
2023-08-22,35079488400
2023-08-23,34789774800
2023-08-24,33576050399
2023-08-25,34015010399
2023-08-28,34363983600
2023-08-29,34017205200
2023-08-30,34603216800
2023-08-31,30397980000
2023-09-01,28591659600
2023-09-05,27922245600
2023-09-06,27755440800
2023-09-07,27154065600
2023-09-08,27917856000
2023-09-11,27794947200
2023-09-12,27191377200
2023-09-13,26337600000
2023-09-14,25852549200
2023-09-15,25389446400
2023-09-18,24946096800
2023-09-19,25262148000
2023-09-20,25385056800
2023-09-21,24090124800
2023-09-22,23734567200
2023-09-25,23673112800
2023-09-26,23220984000
2023-09-27,22900543200
2023-09-28,23126607600
2023-09-29,23220984000
2023-10-02,22777634400
2023-10-03,23174893200
2023-10-04,23490944400
2023-10-05,23348282400
2023-10-06,22753491600
2023-10-09,22386960000
