,EBAY
2009-04-09,8145310800
2009-04-13,7939100400
2009-04-14,7797330750
2009-04-15,7771554450
2009-04-16,7810218899
2009-04-17,7810218899
2009-04-20,7629784800
2009-04-21,7745778150
2009-04-22,8016429300
2009-04-23,9008816850
2009-04-24,9099033900
2009-04-27,8931487950
2009-04-28,8789718300
2009-04-29,8931487950
2009-04-30,8931487950
2009-05-01,8957264250
2009-05-04,9086145750
2009-05-05,9318132450
2009-05-06,9305244300
2009-05-07,9086145750
2009-05-08,9421237650
2009-05-11,9343908750
2009-05-12,9253691700
2009-05-13,8776830150
2009-05-14,9137698350
2009-05-15,9176362800
2009-05-18,9601671750
2009-05-19,9691888800
2009-05-20,9601671750
2009-05-21,9305244300
2009-05-22,9421237650
2009-05-26,9511454700
2009-05-27,9176362800
2009-05-28,9408349500
2009-05-29,9563007300
2009-06-01,9898099200
2009-06-02,9743441400
2009-06-03,9743441400
2009-06-04,9769217700
2009-06-05,9679000650
2009-06-08,9563007300
2009-06-09,9601671750
2009-06-10,9563007300
2009-06-11,9704776950
2009-06-12,9653224350
2009-06-15,9434125800
2009-06-16,9343908750
2009-06-17,9266579850
2009-06-18,9292356150
2009-06-19,9369685050
2009-06-22,8918599800
2009-06-23,8905711650
2009-06-24,9086145750
2009-06-25,9292356150
2009-06-26,9408349500
2009-06-29,9421237650
2009-06-30,9326214310
2009-07-01,9132187660
2009-07-02,8899355680
2009-07-06,8951096120
2009-07-07,8666523700
2009-07-08,8718264140
2009-07-09,8757069470
2009-07-10,8873485460
2009-07-13,9119252550
2009-07-14,9300344090
2009-07-15,9701332500
2009-07-16,10115256020
2009-07-17,10102320910
2009-07-20,10257542230
2009-07-21,10309282670
2009-07-22,10593855090
2009-07-23,11719209660
2009-07-24,11563988340
2009-07-27,11848560760
2009-07-28,11887366090
2009-07-29,11654534110
2009-07-30,11796820319
2009-07-31,11563988340
2009-08-03,12003782080
2009-08-04,11887366090
2009-08-05,11770950100
2009-08-06,12236614060
2009-08-07,12275419390
2009-08-10,12249549170
2009-08-11,12042587410
2009-08-12,12159003400
2009-08-13,12068457630
2009-08-14,11783885210
2009-08-17,11344091470
2009-08-18,11408767020
2009-08-19,11499312790
2009-08-20,11654534110
2009-08-21,12016717189
2009-08-24,12107262960
2009-08-25,12146068290
2009-08-26,12120198069
2009-08-27,12197808730
2009-08-28,12223678950
2009-08-31,12055522520
2009-09-01,11796820319
2009-09-02,11628663890
2009-09-03,11667469220
2009-09-04,11926171420
2009-09-08,11887366090
2009-09-09,12353030050
2009-09-10,12792823790
2009-09-11,12831629120
2009-09-14,12973915330
2009-09-15,13142071760
2009-09-16,13245552640
2009-09-17,13297293080
2009-09-18,13245552640
2009-09-21,13142071760
2009-09-22,13310228189
2009-09-23,12960980220
2009-09-24,12818694010
2009-09-25,12766953569
2009-09-28,13025655770
2009-09-29,12999785550
2009-09-30,12858774060
2009-10-01,12664532760
2009-10-02,12366696100
2009-10-05,12483240880
2009-10-06,13053015360
2009-10-07,13273155500
2009-10-08,13519194480
2009-10-09,13312003760
2009-10-12,13506245060
2009-10-13,13726385200
2009-10-14,13868828820
2009-10-15,13570992160
2009-10-16,13350852020
2009-10-19,13713435780
2009-10-20,13661638100
2009-10-21,13635739260
2009-10-22,13065964780
2009-10-23,12845824640
2009-10-26,12716330440
2009-10-27,12612735080
2009-10-28,12392594940
2009-10-29,12535038560
2009-10-30,12133606539
2009-11-02,12224252480
2009-11-03,12263100740
2009-11-04,12288999580
2009-11-05,12664532760
2009-11-06,12716330440
2009-11-09,12677482179
2009-11-10,12768128120
2009-11-11,12949420000
2009-11-12,13027116520
2009-11-13,12936470580
2009-11-16,12962369420
2009-11-17,12884672900
2009-11-18,12638633920
2009-11-19,12638633920
2009-11-20,12418493780
2009-11-23,12781077539
2009-11-24,12858774060
2009-11-25,12871723480
2009-11-27,12651583340
2009-11-30,13337902600
2009-12-01,13078914200
2009-12-02,12949420000
2009-12-03,12858774060
2009-12-04,12897622320
2009-12-07,12599785660
2009-12-08,12301949000
2009-12-09,12379645520
2009-12-10,12276050160
2009-12-11,12366696100
2009-12-14,12353746679
2009-12-15,12224252480
2009-12-16,12470291460
2009-12-17,12418493780
2009-12-18,12353746679
2009-12-21,12470291460
2009-12-22,12496190300
2009-12-23,13065964780
2009-12-24,13014167100
2009-12-28,13014167100
2009-12-29,12910571740
2009-12-30,12975318840
2009-12-31,12882355200
2010-01-04,13090554880
2010-01-05,12947417600
2010-01-06,12869342720
2010-01-07,12726205440
2010-01-08,12869342720
2010-01-11,12843317759
2010-01-12,12700180480
2010-01-13,12921392640
2010-01-14,12531018240
2010-01-15,12309806080
2010-01-19,12739217919
2010-01-20,12179681280
2010-01-21,13220679680
2010-01-22,12908380160
2010-01-25,12973442560
2010-01-26,13181642240
2010-01-27,13129592320
2010-01-28,12778255360
2010-01-29,12609093120
2010-02-01,12687168000
2010-02-02,12635118080
2010-02-03,12726205440
2010-02-04,12296793600
2010-02-05,12439930880
2010-02-08,12322818560
2010-02-09,12257756160
2010-02-10,12023531520
2010-02-11,12114618880
2010-02-12,11919431680
2010-02-16,12335831040
2010-02-17,12426918400
2010-02-18,12504993280
2010-02-19,12830305280
2010-02-22,12752230400
2010-02-23,12531018240
2010-02-24,12739217919
2010-02-25,12596080640
2010-02-26,12609093120
2010-03-01,13077542400
2010-03-02,13142604800
2010-03-03,12869342720
2010-03-04,13025492480
2010-03-05,13493941759
2010-03-08,13598041600
2010-03-09,13975403520
2010-03-10,14001428480
2010-03-11,13936366080
2010-03-12,14222640640
2010-03-15,14391802880
2010-03-16,14678077440
2010-03-17,14782177280
2010-03-18,15042426880
2010-03-19,14886277120
2010-03-22,14821214720
2010-03-23,14808202240
2010-03-24,14756152320
2010-03-25,15094476800
2010-03-26,15029414400
2010-03-29,14938327040
2010-03-30,14860252160
2010-03-31,14868976700
2010-04-01,14646269560
2010-04-05,15091683840
2010-04-06,15039282160
2010-04-07,14803474600
2010-04-08,14593867880
2010-04-09,14646269560
2010-04-12,14685570820
2010-04-13,14685570820
2010-04-14,14908277960
2010-04-15,14882077120
2010-04-16,14515265360
2010-04-19,14515265360
2010-04-20,14554566620
2010-04-21,14489064520
2010-04-22,13663738060
2010-04-23,13532733860
2010-04-26,13545834280
2010-04-27,13113520420
2010-04-28,13231424200
2010-04-29,13362428400
2010-04-30,13113520420
2010-05-03,13179022520
2010-05-04,12720507820
2010-05-05,12497800679
2010-05-06,12275093539
2010-05-07,11842779679
2010-05-10,12314394800
2010-05-11,12340595640
2010-05-12,12406097740
2010-05-13,12510901100
2010-05-14,12261993120
2010-05-17,12406097740
2010-05-18,12222691860
2010-05-19,11934482620
2010-05-20,11475967920
2010-05-21,11816578840
2010-05-24,11777277580
2010-05-25,11908281780
2010-05-26,11790378000
2010-05-27,12078587240
2010-05-28,11803478420
2010-06-01,11554570440
2010-06-02,11711775480
2010-06-03,12235792280
2010-06-04,12130988920
2010-06-07,11882080940
2010-06-08,11960683460
2010-06-09,12013085140
2010-06-10,12288193960
2010-06-11,12484700260
2010-06-14,12248892700
2010-06-15,12340595640
2010-06-16,12196491020
2010-06-17,12183390600
2010-06-18,12222691860
2010-06-21,12052386400
2010-06-22,11882080940
2010-06-23,11764177160
2010-06-24,11502168760
2010-06-25,11554570440
2010-06-28,11423566240
2010-06-29,10860248179
2010-06-30,10798326000
2010-07-01,10824503760
2010-07-02,10615081680
2010-07-06,10654348320
2010-07-07,10916125920
2010-07-08,10955392559
2010-07-09,11177903519
2010-07-12,11138636880
2010-07-13,11570569920
2010-07-14,11622925440
2010-07-15,11583658800
2010-07-16,11073192480
2010-07-19,11243347920
2010-07-20,11452770000
2010-07-21,11112459120
2010-07-22,11531303280
2010-07-23,11622925440
2010-07-26,11649103200
2010-07-27,11596747680
2010-07-28,11596747680
2010-07-29,11439681120
2010-07-30,11518214400
2010-08-02,11819258640
2010-08-03,11557481040
2010-08-04,11622925440
2010-08-05,11609836559
2010-08-06,11819258640
2010-08-09,12107214000
2010-08-10,12067947360
2010-08-11,11701458720
2010-08-12,11897791920
2010-08-13,11845436400
2010-08-16,12146480640
2010-08-17,12316636080
2010-08-18,12526058160
2010-08-19,12748569120
2010-08-20,12879457920
2010-08-23,12814013519
2010-08-24,12604591440
2010-08-25,12761658000
2010-08-26,12526058160
2010-08-27,12774746880
2010-08-30,12735480240
2010-08-31,12800924640
2010-09-01,13232857680
2010-09-02,13259035440
2010-09-03,13298302080
2010-09-07,12957991200
2010-09-08,13533901920
2010-09-09,13389924240
2010-09-10,13272124320
2010-09-13,13389924240
2010-09-14,13363746480
2010-09-15,13324479840
2010-09-16,13167413280
2010-09-17,13337568720
2010-09-20,13573168559
2010-09-21,13625524080
2010-09-22,13403013120
2010-09-23,13363746480
2010-09-24,13625524080
2010-09-27,13651701840
2010-09-28,13704057360
2010-09-29,13769501760
2010-09-30,13323045060
2010-10-01,13348990619
2010-10-04,13141426140
2010-10-05,13426827300
2010-10-06,13348990619
2010-10-07,13517636760
2010-10-08,13439800080
2010-10-11,13258181160
2010-10-12,13348990619
2010-10-13,13582500660
2010-10-14,13803037920
2010-10-15,14023575180
2010-10-18,14036547960
2010-10-19,13945738500
2010-10-20,14010602400
2010-10-21,14853833100
2010-10-22,15320853180
2010-10-25,15255989280
2010-10-26,15697063800
2010-10-27,15982464960
2010-10-28,16228947780
2010-10-29,16306784460
2010-11-01,16034356080
2010-11-02,16410566700
2010-11-03,16436512260
2010-11-04,16462457820
2010-11-05,16851641220
2010-11-08,16838668440
2010-11-09,16670022300
2010-11-10,16890559560
2010-11-11,16812722880
2010-11-12,16462457820
2010-11-15,16410566700
2010-11-16,16254893340
2010-11-17,16462457820
2010-11-18,16695967859
2010-11-19,16540294500
2010-11-22,16734886200
2010-11-23,16475430600
2010-11-24,17046232920
2010-11-26,17007314580
2010-11-29,16501376160
2010-11-30,15904628280
2010-12-01,15969492180
2010-12-02,16332730020
2010-12-03,16164083880
2010-12-06,16099219980
2010-12-07,16384621140
2010-12-08,16462457820
2010-12-09,16566240060
2010-12-10,16760831760
2010-12-13,16527321720
2010-12-14,16786777320
2010-12-15,16488403380
2010-12-16,16670022300
2010-12-17,16280838900
2010-12-20,16151111100
2010-12-21,15645172680
2010-12-22,15606254340
2010-12-23,15463553760
2010-12-27,15463553760
2010-12-28,15476526540
2010-12-29,15489499320
2010-12-30,15359771520
2010-12-31,15187870000
2011-01-03,15654790000
2011-01-04,15538060000
2011-01-05,15680730000
2011-01-06,15512120000
2011-01-07,15123020000
2011-01-10,15421330000
2011-01-11,15486180000
2011-01-12,15732610000
2011-01-13,15667760000
2011-01-14,15927160000
2011-01-18,16069830000
2011-01-19,15888250000
2011-01-20,16796150000
2011-01-21,16381110000
2011-01-24,16653480000
2011-01-25,16873970000
2011-01-26,16951790000
2011-01-27,16899910000
2011-01-28,16549720000
2011-01-31,16575660000
2011-02-01,17276040000
2011-02-02,17405740000
2011-02-03,17496530000
2011-02-04,17587320000
2011-02-07,17600290000
2011-02-08,17820780000
2011-02-09,17444650000
2011-02-10,18832440000
2011-02-11,18832440000
2011-02-14,18482250000
2011-02-15,18806500000
2011-02-16,18806500000
2011-02-17,18936200000
2011-02-18,18845410000
2011-02-22,18365520000
2011-02-23,17937510000
2011-02-24,18067210000
2011-02-25,18352550000
2011-02-28,18287700000
2011-03-01,17626230000
2011-03-02,17833750000
2011-03-03,17976420000
2011-03-04,17470590000
2011-03-07,17198220000
2011-03-08,17289010000
2011-03-09,17107430000
2011-03-10,16964760000
2011-03-11,16873970000
2011-03-14,16796150000
2011-03-15,16614570000
2011-03-16,16225470000
2011-03-17,16355170000
2011-03-18,16627540000
2011-03-21,16692389999
2011-03-22,16497840000
2011-03-23,16744270000
2011-03-24,17340890000
2011-03-25,17301980000
2011-03-28,16562690000
2011-03-29,16964760000
2011-03-30,17263070000
2011-03-31,16938820000
2011-04-01,17120400000
2011-04-04,17133370000
2011-04-05,17379800000
2011-04-06,17379800000
2011-04-07,17211190000
2011-04-08,17003670000
2011-04-11,17029610000
2011-04-12,16757240000
2011-04-13,16744270000
2011-04-14,16835060000
2011-04-15,17250100000
2011-04-18,17003670000
2011-04-19,17003670000
2011-04-20,17340890000
2011-04-21,17444650000
2011-04-25,17989390000
2011-04-26,18054240000
2011-04-27,18573040000
2011-04-28,18560070000
2011-04-29,18767590000
2011-05-02,18365520000
2011-05-03,18313640000
2011-05-04,18015330000
2011-05-05,17833750000
2011-05-06,17859690000
2011-05-09,18080180000
2011-05-10,18521160000
2011-05-11,18183940000
2011-05-12,18326610000
2011-05-13,18326610000
2011-05-16,17665140000
2011-05-17,17820780000
2011-05-18,17950480000
2011-05-19,17950480000
2011-05-20,17729990000
2011-05-23,17263070000
2011-05-24,16822090000
2011-05-25,16757240000
2011-05-26,16731300000
2011-05-27,16744270000
2011-05-31,17016639999
2011-06-01,16718330000
2011-06-02,17081490000
2011-06-03,16536750000
2011-06-06,16134680000
2011-06-07,16329230000
2011-06-08,16679420000
2011-06-09,16731300000
2011-06-10,16355170000
2011-06-13,16303290000
2011-06-14,16251410000
2011-06-15,15641820000
2011-06-16,15538060000
2011-06-17,15732610000
2011-06-20,15732610000
2011-06-21,16251410000
2011-06-22,16017950000
2011-06-23,15966070000
2011-06-24,15473210000
2011-06-27,15667760000
2011-06-28,15810430000
2011-06-29,16848030000
2011-06-30,17518200000
2011-07-01,17776200000
2011-07-05,17724600000
2011-07-06,17879400000
2011-07-07,18098700000
2011-07-08,18150300000
2011-07-11,17866500000
2011-07-12,17518200000
2011-07-13,17582700000
2011-07-14,17479500000
2011-07-15,17814900000
2011-07-18,17750400000
2011-07-19,18330900000
2011-07-20,18008400000
2011-07-21,18150300000
2011-07-22,18189000000
2011-07-25,18356700000
2011-07-26,18692100000
2011-07-27,18111600000
2011-07-28,18111600000
2011-07-29,17776200000
2011-08-01,17931000000
2011-08-02,17234400000
2011-08-03,17505300000
2011-08-04,16305600000
2011-08-05,15905700000
2011-08-08,14628600000
2011-08-09,16370100000
2011-08-10,15828300000
2011-08-11,16395900000
2011-08-12,16576500000
2011-08-15,16770000000
2011-08-16,16486200000
2011-08-17,16421700000
2011-08-18,15170400000
2011-08-19,14744700000
2011-08-22,14860800000
2011-08-23,15699300000
2011-08-24,15776700000
2011-08-25,15376800000
2011-08-26,15996000000
2011-08-29,16550700000
2011-08-30,16808700000
2011-08-31,16757100000
2011-09-01,16499099999
2011-09-02,15970200000
2011-09-06,15892800000
2011-09-07,16150800000
2011-09-08,16563600000
2011-09-09,15454200000
2011-09-12,15970200000
2011-09-13,15957299999
2011-09-14,16370100000
2011-09-15,17389200000
2011-09-16,18292200000
2011-09-19,17969700000
2011-09-20,17776200000
2011-09-21,17505300000
2011-09-22,17195700000
2011-09-23,17415000000
2011-09-26,17673000000
2011-09-27,17660100000
2011-09-28,17182800000
2011-09-29,16653900000
2011-09-30,15990595250
2011-10-03,15243250750
2011-10-04,15913283750
2011-10-05,16557546250
2011-10-06,17047185750
2011-10-07,16853907000
2011-10-10,17511054750
2011-10-11,17807415500
2011-10-12,17755874500
2011-10-13,17755874500
2011-10-14,18271284500
2011-10-17,18013579500
2011-10-18,18374366500
2011-10-19,17987809000
2011-10-20,17433743250
2011-10-21,17420858000
2011-10-24,17549710500
2011-10-25,17176038250
2011-10-26,16853907000
2011-10-27,17511054750
2011-10-28,18026464750
2011-10-31,17266235000
2011-11-01,16750825000
2011-11-02,17240464500
2011-11-03,17923382750
2011-11-04,17742989250
2011-11-07,17614136750
2011-11-08,17858956500
2011-11-09,16905447999
2011-11-10,16673513500
2011-11-11,17227579250
2011-11-14,17034300500
2011-11-15,17060071000
2011-11-16,16557546250
2011-11-17,16080792000
2011-11-18,16170988750
2011-11-21,15591152500
2011-11-22,15745775500
2011-11-23,15488070500
2011-11-25,15307677000
2011-11-28,16080792000
2011-11-29,15591152500
2011-11-30,16042136250
2011-12-01,16093677250
2011-12-02,16055021500
2011-12-05,16647743000
2011-12-06,16763710250
2011-12-07,16776595500
2011-12-08,16828136500
2011-12-09,17163153000
2011-12-12,16879677500
2011-12-13,16725054500
2011-12-14,16415808500
2011-12-15,16055021500
2011-12-16,16480234749
2011-12-19,16145218250
2011-12-20,16609087250
2011-12-21,16454464250
2011-12-22,16596202000
2011-12-23,16725054500
2011-12-27,16763710250
2011-12-28,16493120000
2011-12-29,16467349500
2011-12-30,16454464250
2012-01-03,16988720000
2012-01-04,16344720000
2012-01-05,16653840000
2012-01-06,16602320000
2012-01-09,16537920000
2012-01-10,16911440000
2012-01-11,17091760000
2012-01-12,17117519999
2012-01-13,16602320000
2012-01-17,16550800000
2012-01-18,16447760000
2012-01-19,17078880000
2012-01-20,17310720000
2012-01-23,17336480000
2012-01-24,17323600000
2012-01-25,17310720000
2012-01-26,17194800000
2012-01-27,17259200000
2012-01-30,17117519999
2012-01-31,17130400000
2012-02-01,17452400000
2012-02-02,17722880000
2012-02-03,17864560000
2012-02-06,17697120000
2012-02-07,17813040000
2012-02-08,17916080000
2012-02-09,18032000000
2012-02-10,17903200000
2012-02-13,17980480000
2012-02-14,17864560000
2012-02-15,18057760000
2012-02-16,18701760000
2012-02-17,19010880000
2012-02-21,19049520000
2012-02-22,18791920000
2012-02-23,19526080000
2012-02-24,19706400000
2012-02-27,19822320000
2012-02-28,19848080000
2012-02-29,19371520000
2012-03-01,19719280000
2012-03-02,19654880000
2012-03-05,19358640000
2012-03-06,19023760000
2012-03-07,19294240000
2012-03-08,19397280000
2012-03-09,19654880000
2012-03-12,19616240000
2012-03-13,20234480000
2012-03-14,20389040000
2012-03-15,19964000000
2012-03-16,20427680000
2012-03-19,20479200000
2012-03-20,20273120000
2012-03-21,20286000000
2012-03-22,20389040000
2012-03-23,20105680000
2012-03-26,20646640000
2012-03-27,20530720000
2012-03-28,20195840000
2012-03-29,20054160000
2012-03-30,20002640000
2012-04-02,19881400000
2012-04-03,19907220000
2012-04-04,19416640000
2012-04-05,19352090000
2012-04-09,19726480000
2012-04-10,19274630000
2012-04-11,19429550000
2012-04-12,19816850000
2012-04-13,19623200000
2012-04-16,19287540000
2012-04-17,19610290000
2012-04-18,19494100000
2012-04-19,22076100000
2012-04-20,21895360000
2012-04-23,21546790000
2012-04-24,21353140000
2012-04-25,21662980000
2012-04-26,22308480000
2012-04-27,22398850000
2012-04-30,22282660000
2012-05-01,22140650000
2012-05-02,22360120000
2012-05-03,21947000000
2012-05-04,21430600000
2012-05-07,21766260000
2012-05-08,21843720000
2012-05-09,22037370000
2012-05-10,22385940000
2012-05-11,22140650000
2012-05-14,21869540000
2012-05-15,21766260000
2012-05-16,21662980000
2012-05-17,21211130000
2012-05-18,20836740000
2012-05-21,21469330000
2012-05-22,21314410000
2012-05-23,21559700000
2012-05-24,21559700000
2012-05-25,21921180000
2012-05-29,22540860000
2012-05-30,21508060000
2012-05-31,21288589999
2012-06-01,21094940000
2012-06-04,21275680000
2012-06-05,21598430000
2012-06-06,22243930000
2012-06-07,22218110000
2012-06-08,22308480000
2012-06-11,22243930000
2012-06-12,22231020000
2012-06-13,21830810000
2012-06-14,21804990000
2012-06-15,22101920000
2012-06-18,23083080000
2012-06-19,23638210000
2012-06-20,23341279999
2012-06-21,22734510000
2012-06-22,23250910000
2012-06-25,22708690000
2012-06-26,23095990000
2012-06-27,22979800000
2012-06-28,22153560000
2012-06-29,22824880000
2012-07-02,22416200000
2012-07-03,22403280000
2012-07-05,22261160000
2012-07-06,21976920000
2012-07-09,22119040000
2012-07-10,21576400000
2012-07-11,21279240000
2012-07-12,21369680000
2012-07-13,21718520000
2012-07-16,20995000000
2012-07-17,21240480000
2012-07-18,22002760000
2012-07-19,23902000000
2012-07-20,24392960000
2012-07-23,24057040000
2012-07-24,23669440000
2012-07-25,23488560000
2012-07-26,23811560000
2012-07-27,24586760000
2012-07-30,24793480000
2012-07-31,24082880000
2012-08-01,23863240000
2012-08-02,23798640000
2012-08-03,24199160000
2012-08-06,24341280000
2012-08-07,24806400000
2012-08-08,24431720000
2012-08-09,24069960000
2012-08-10,23914920000
2012-08-13,24638440000
2012-08-14,24664280000
2012-08-15,24457560000
2012-08-16,24896840000
2012-08-17,25491160000
2012-08-20,25232760000
2012-08-21,24935600000
2012-08-22,25555760000
2012-08-23,25452400000
2012-08-24,25607440000
2012-08-27,25542840000
2012-08-28,25529920000
2012-08-29,25827079999
2012-08-30,25310280000
2012-08-31,25814160000
2012-09-04,25749560000
2012-09-05,25646200000
2012-09-06,26602280000
2012-09-07,26770240000
2012-09-10,26395560000
2012-09-11,26279280000
2012-09-12,26098400000
2012-09-13,26576440000
2012-09-14,27170760000
2012-09-17,27455000000
2012-09-18,27170760000
2012-09-19,27403320000
2012-09-20,27235359999
2012-09-21,26899440000
2012-09-24,26809000000
2012-09-25,26111320000
2012-09-26,25852920000
2012-09-27,26705640000
2012-09-28,26305120000
2012-10-01,26268200000
2012-10-02,26358780000
2012-10-03,26462300000
2012-10-04,26954019999
2012-10-05,26539940000
2012-10-08,26099980000
2012-10-09,25168300000
2012-10-10,25465920000
2012-10-11,25867059999
2012-10-12,26061160000
2012-10-15,25815300000
2012-10-16,26268200000
2012-10-17,26255260000
2012-10-18,27678660000
2012-10-19,27212820000
2012-10-22,27316340000
2012-10-23,26876380000
2012-10-24,26617580000
2012-10-25,26332900000
2012-10-26,26966960000
2012-10-31,26281140000
2012-11-01,26811680000
2012-11-02,26514059999
2012-11-05,26876380000
2012-11-06,26954019999
2012-11-07,26358780000
2012-11-08,26074100000
2012-11-09,25996460000
2012-11-12,25854120000
2012-11-13,25996460000
2012-11-14,25310640000
2012-11-15,25336519999
2012-11-16,25737660000
2012-11-19,26099980000
2012-11-20,26281140000
2012-11-21,26488180000
2012-11-23,26695220000
2012-11-26,27989220000
2012-11-27,27859820000
2012-11-28,28028040000
2012-11-29,28429180000
2012-11-30,28765620000
2012-12-03,28338600000
2012-12-04,28312720000
2012-12-05,28325660000
2012-12-06,28312720000
2012-12-07,28183320000
2012-12-10,27859820000
2012-12-11,28312720000
2012-12-12,28248019999
2012-12-13,27782180000
2012-12-14,27432800000
2012-12-17,27950400000
2012-12-18,28273900000
2012-12-19,27963340000
2012-12-20,28390360000
2012-12-21,27963340000
2012-12-24,27821000000
2012-12-26,27355160000
2012-12-27,27393980000
2012-12-28,27122240000
2012-12-31,27790700000
2013-01-02,29202250000
2013-01-03,28580650000
2013-01-04,28761950000
2013-01-07,29163400000
2013-01-08,28710150000
2013-01-09,28761950000
2013-01-10,28891450000
2013-01-11,29267000000
2013-01-14,28982100000
2013-01-15,28619500000
2013-01-16,28826700000
2013-01-17,29526000000
2013-01-18,29551900000
2013-01-22,29085700000
2013-01-23,29098650000
2013-01-24,30082850000
2013-01-25,30808050000
2013-01-28,30497250000
2013-01-29,30341850000
2013-01-30,30406600000
2013-01-31,30510200000
2013-02-01,31183599999
2013-02-04,30354800000
2013-02-05,30756250000
2013-02-06,30587900000
2013-02-07,30587900000
2013-02-08,30859849999
2013-02-11,30743299999
2013-02-12,30950500000
2013-02-13,31092950000
2013-02-14,30976400000
2013-02-15,30898700000
2013-02-19,30898700000
2013-02-20,30264150000
2013-02-21,29772049999
2013-02-22,29992200000
2013-02-25,29215200000
2013-02-26,29331750000
2013-02-27,29513050000
2013-02-28,29823850000
2013-03-01,29927450000
2013-03-04,30238250000
2013-03-05,30121700000
2013-03-06,29202250000
2013-03-07,28878500000
2013-03-08,28956200000
2013-03-11,28761950000
2013-03-12,28865550000
2013-03-13,27790700000
2013-03-14,28231000000
2013-03-15,27479900000
2013-03-18,27311550000
2013-03-19,27842500000
2013-03-20,28567700000
2013-03-21,28839650000
2013-03-22,29033900000
2013-03-25,27972000000
2013-03-26,28386400000
2013-03-27,28386400000
2013-03-28,29551900000
2013-04-01,30414650000
2013-04-02,30661080000
2013-04-03,30297920000
2013-04-04,30453560000
2013-04-05,30310890000
2013-04-08,30492470000
2013-04-09,30609200000
2013-04-10,31283640000
2013-04-11,31543040000
2013-04-12,31283640000
2013-04-15,30479500000
2013-04-16,31115029999
2013-04-17,30622170000
2013-04-18,28832310000
2013-04-19,28598850000
2013-04-22,28183810000
2013-04-23,28650730000
2013-04-24,28910130000
2013-04-25,28585880000
2013-04-26,28676670000
2013-04-29,28845279999
2013-04-30,28598850000
2013-05-01,28598850000
2013-05-02,29234380000
2013-05-03,29597540000
2013-05-06,29532690000
2013-05-07,29441900000
2013-05-08,29999610000
2013-05-09,30116340000
2013-05-10,30375740000
2013-05-13,30207130000
2013-05-14,30712960000
2013-05-15,30920480000
2013-05-16,30453560000
2013-05-17,30959390000
2013-05-20,30544350000
2013-05-21,29999610000
2013-05-22,29701300000
2013-05-23,29740210000
2013-05-24,29831000000
2013-05-28,30310890000
2013-05-29,30051490000
2013-05-30,30077430000
2013-05-31,29532690000
2013-06-03,29156560000
2013-06-04,28702610000
2013-06-05,28041140000
2013-06-06,28118960000
2013-06-07,28093020000
2013-06-10,29065770000
2013-06-11,28417270000
2013-06-12,27703920000
2013-06-13,28105990000
2013-06-14,28002230000
2013-06-17,28430240000
2013-06-18,28689640000
2013-06-19,28508060000
2013-06-20,27703920000
2013-06-21,27911440000
2013-06-24,27742830000
2013-06-25,28183810000
2013-06-26,28015200000
2013-06-27,28456180000
2013-06-28,28235690000
2013-07-01,28839650000
2013-07-02,29072750000
2013-07-03,28982100000
2013-07-05,29344700000
2013-07-08,29279950000
2013-07-09,29694350000
2013-07-10,29914500000
2013-07-11,30458400000
2013-07-12,31092950000
2013-07-15,30769200000
2013-07-16,30963450000
2013-07-17,31274250000
2013-07-18,29176350000
2013-07-19,28438200000
2013-07-22,28515900000
2013-07-23,28140350000
2013-07-24,28399350000
2013-07-25,28075600000
2013-07-26,28477049999
2013-07-29,28140350000
2013-07-30,28334600000
2013-07-31,28179200000
2013-08-01,28567700000
2013-08-02,28632450000
2013-08-05,28723100000
2013-08-06,29267000000
2013-08-07,28891450000
2013-08-08,29202250000
2013-08-09,29072750000
2013-08-12,29033900000
2013-08-13,29500100000
2013-08-14,29551900000
2013-08-15,28982100000
2013-08-16,28839650000
2013-08-19,28386400000
2013-08-20,28334600000
2013-08-21,27777750000
2013-08-22,27842500000
2013-08-23,28153299999
2013-08-26,28321650000
2013-08-27,27583500000
2013-08-28,27479900000
2013-08-29,27790700000
2013-08-30,27246800000
2013-09-03,27428100000
2013-09-04,28036750000
2013-09-05,28308700000
2013-09-06,28787850000
2013-09-09,28710150000
2013-09-10,29150450000
2013-09-11,29590750000
2013-09-12,29448299999
2013-09-13,29331750000
2013-09-16,29241099999
2013-09-17,29772049999
2013-09-18,29797950000
2013-09-19,29681400000
2013-09-20,29953350000
2013-09-23,29849750000
2013-09-24,30069900000
2013-09-25,29551900000
2013-09-26,30872800000
2013-09-27,30406600000
2013-09-30,30406600000
2013-10-01,30510200000
2013-10-02,30315950000
2013-10-03,29927450000
2013-10-04,30290050000
2013-10-07,29746150000
2013-10-08,28865550000
2013-10-09,28515900000
2013-10-10,29111600000
2013-10-11,29629600000
2013-10-14,29849750000
2013-10-15,29409450000
2013-10-16,29176350000
2013-10-17,27997900000
2013-10-18,28451150000
2013-10-21,28308700000
2013-10-22,28243950000
2013-10-23,28192150000
2013-10-24,28528850000
2013-10-25,28140350000
2013-10-28,28321650000
2013-10-29,29072750000
2013-10-30,28736050000
2013-10-31,28723100000
2013-11-01,28308700000
2013-11-04,27997900000
2013-11-05,27842500000
2013-11-06,29033900000
2013-11-07,28658350000
2013-11-08,28891450000
2013-11-11,28787850000
2013-11-12,28787850000
2013-11-13,28904400000
2013-11-14,28826700000
2013-11-15,28671300000
2013-11-18,28386400000
2013-11-19,28412300000
2013-11-20,27466950000
2013-11-21,27363350000
2013-11-22,27428100000
