,EBAY
2004-08-23,45860205699
2004-08-24,46707018500
2004-08-25,47712608700
2004-08-26,48109552200
2004-08-27,47844923199
2004-08-30,47606757099
2004-08-31,48188940900
2004-09-01,48797587600
2004-09-02,49856103600
2004-09-03,49776714900
2004-09-07,49617937500
2004-09-08,49617937500
2004-09-09,48956365000
2004-09-10,50147195500
2004-09-13,51285100200
2004-09-14,52581782300
2004-09-15,52370079100
2004-09-16,51417414700
2004-09-17,51840821100
2004-09-20,50888156700
2004-09-21,50491213199
2004-09-22,49432697200
2004-09-23,50173658400
2004-09-24,49697326200
2004-09-27,49406234300
2004-09-28,50253047099
2004-09-29,51311563100
2004-09-30,25995602700
2004-10-01,26129946900
2004-10-04,26479241820
2004-10-05,26532979500
2004-10-06,27312175859
2004-10-07,26855405579
2004-10-08,26170250160
2004-10-11,26492676240
2004-10-12,26425504140
2004-10-13,26734495799
2004-10-14,26989749780
2004-10-15,26506110660
2004-10-18,26774799060
2004-10-19,26143381320
2004-10-20,25834389660
2004-10-21,28158544320
2004-10-22,27110659560
2004-10-25,27110659560
2004-10-26,26922577680
2004-10-27,27889855920
2004-10-28,27957028020
2004-10-29,27607733100
2004-11-01,28064503380
2004-11-02,28454101560
2004-11-03,28064503380
2004-11-04,28521273660
2004-11-05,28185413160
2004-11-08,29313904440
2004-11-09,29528855160
2004-11-10,29354207700
2004-11-11,30482698980
2004-11-12,31073813460
2004-11-15,30939469260
2004-11-16,30509567820
2004-11-17,30926034840
2004-11-18,31235026500
2004-11-19,30630477600
2004-11-22,30952903680
2004-11-23,30966338100
2004-11-24,31584321420
2004-11-26,31517149320
2004-11-29,31853009820
2004-11-30,31745534460
2004-12-01,32175435900
2004-12-02,33075542040
2004-12-03,32914329000
2004-12-06,32887460160
2004-12-07,32202304740
2004-12-08,32403821040
2004-12-09,32860591320
2004-12-10,32350083359
2004-12-13,32793419220
2004-12-14,32860591320
2004-12-15,33183017400
2004-12-16,32712812700
2004-12-17,32444124299
2004-12-20,32417255460
2004-12-21,32148567060
2004-12-22,32067960540
2004-12-23,32041091700
2004-12-27,31906747500
2004-12-28,32833722480
2004-12-29,33236755079
2004-12-30,33290492760
2004-12-31,32887460160
2005-01-03,32256042420
2005-01-04,31463411640
2005-01-05,31355936280
2005-01-06,30012494280
2005-01-07,30133404060
2005-01-10,30334920359
2005-01-11,29636330520
2005-01-12,30321485940
2005-01-13,29179560240
2005-01-14,29743805880
2005-01-18,30066231960
2005-01-19,29139256980
2005-01-20,23563972680
2005-01-21,24329734620
2005-01-24,23281849859
2005-01-25,22623563280
2005-01-26,23268415440
2005-01-27,23375890799
2005-01-28,22932554940
2005-01-31,23040030299
2005-02-01,22032448799
2005-02-02,22274268359
2005-02-03,21830932500
2005-02-04,21454768740
2005-02-07,21374162220
2005-02-08,22207096260
2005-02-09,22328006040
2005-02-10,22959423780
2005-02-11,23201243340
2005-02-14,23832661079
2005-02-15,24141652740
2005-02-16,24343169040
2005-02-17,24155087160
2005-02-18,24007308540
2005-02-22,23241546600
2005-02-23,23658013620
2005-02-24,23953570859
2005-02-25,23886398760
2005-02-28,24222259260
2005-03-01,24074480640
2005-03-02,23792357820
2005-03-03,23456497320
2005-03-04,23604275940
2005-03-07,23684882460
2005-03-08,23093767980
2005-03-09,22556391180
2005-03-10,21978711120
2005-03-11,21629416200
2005-03-14,20621834700
2005-03-15,20957695200
2005-03-16,20621834700
2005-03-17,20420318400
2005-03-18,19788900660
2005-03-21,20433752820
2005-03-22,20285974200
2005-03-23,20312843040
2005-03-24,20071023480
2005-03-28,20299408620
2005-03-29,20406883980
2005-03-30,21306990120
2005-03-31,21189560000
2005-04-01,21081450000
2005-04-04,21703082500
2005-04-05,21770651250
2005-04-06,21135505000
2005-04-07,20554413750
2005-04-08,20000350000
2005-04-11,19324662500
2005-04-12,19148983750
2005-04-13,18648975000
2005-04-14,18757085000
2005-04-15,18189507500
2005-04-18,18540865000
2005-04-19,18297617500
2005-04-20,18838167500
2005-04-21,18811140000
2005-04-22,17919232500
2005-04-25,17946260000
2005-04-26,17716526250
2005-04-27,17905718750
2005-04-28,18081397500
2005-04-29,18040856250
2005-05-02,17932746250
2005-05-03,18297617500
2005-05-04,19608451250
2005-05-05,19284121250
2005-05-06,19216552500
2005-05-09,19081415000
2005-05-10,18621947500
2005-05-11,18892222500
2005-05-12,19230066250
2005-05-13,19946295000
2005-05-16,20121973750
2005-05-17,20067918750
2005-05-18,20311166250
2005-05-19,20567927500
2005-05-20,20797661250
2005-05-23,21108477500
2005-05-24,20986853750
2005-05-25,21365238750
2005-05-26,21513890000
2005-05-27,21784165000
2005-05-31,21608486250
2005-06-01,22243632500
2005-06-02,22216605000
2005-06-03,21500376250
2005-06-06,21973357500
2005-06-07,21500376250
2005-06-08,21094963750
2005-06-09,21162532500
2005-06-10,20838202500
2005-06-13,21054422500
2005-06-14,21094963750
2005-06-15,21243615000
2005-06-16,21365238750
2005-06-17,21635513750
2005-06-20,21176046250
2005-06-21,20986853750
2005-06-22,20703065000
2005-06-23,19594937500
2005-06-24,19554396250
2005-06-27,19121956250
2005-06-28,19027360000
2005-06-29,18716543750
2005-06-30,18852049710
2005-07-01,18784187760
2005-07-05,19164214680
2005-07-06,19164214680
2005-07-07,19476379650
2005-07-08,19707110280
2005-07-11,20304295440
2005-07-12,20277150660
2005-07-13,19951413300
2005-07-14,20019275250
2005-07-15,20032847640
2005-07-18,19937840910
2005-07-19,20209288710
2005-07-20,19924268520
2005-07-21,24050275080
2005-07-22,23425945140
2005-07-25,23358083190
2005-07-26,23086635390
2005-07-27,23982413130
2005-07-28,24009557910
2005-07-29,23860261619
2005-08-01,24905335650
2005-08-02,25556810369
2005-08-03,25448231250
2005-08-04,25041059550
2005-08-05,24756039359
2005-08-08,24688177410
2005-08-09,24457446780
2005-08-10,23765254890
2005-08-11,23751682500
2005-08-12,23398800359
2005-08-15,23548096650
2005-08-16,23073063000
2005-08-17,23113780170
2005-08-18,22815187590
2005-08-19,22855904760
2005-08-22,22367298720
2005-08-23,22272291990
2005-08-24,22258719599
2005-08-25,22204430040
2005-08-26,22258719599
2005-08-29,22543739790
2005-08-30,22679463690
2005-08-31,23127352560
2005-09-01,22815187590
2005-09-02,22665891300
2005-09-06,22950911490
2005-09-07,23113780170
2005-09-08,22231574820
2005-09-09,22055133750
2005-09-12,22245147210
2005-09-13,21865120290
2005-09-14,21512238150
2005-09-15,21512238150
2005-09-16,21186500790
2005-09-19,21105066450
2005-09-20,20969342550
2005-09-21,21050776890
2005-09-22,21552955320
2005-09-23,22150140480
2005-09-26,22122995700
2005-09-27,22340153940
2005-09-28,22231574820
2005-09-29,23588813820
2005-09-30,24177578160
2005-10-03,24526159160
2005-10-04,23591962080
2005-10-05,23591962080
2005-10-06,23145778400
2005-10-07,23410699960
2005-10-10,23745337720
2005-10-11,23745337720
2005-10-12,23131835160
2005-10-13,23257324320
2005-10-14,23299154040
2005-10-17,23968429560
2005-10-18,23717451240
2005-10-19,24651648320
2005-10-20,22978459520
2005-10-21,23062118960
2005-10-24,23131835160
2005-10-25,22309184000
2005-10-26,22476502880
2005-10-27,22211581320
2005-10-28,22546219080
2005-10-31,23243381080
2005-11-01,23633791800
2005-11-02,24107861960
2005-11-03,24386726759
2005-11-04,24400670000
2005-11-07,24567988880
2005-11-08,24818967200
2005-11-09,24693478040
2005-11-10,25418526520
2005-11-11,25753164280
2005-11-14,25544015680
2005-11-15,25265150880
2005-11-16,24958399599
2005-11-17,25697391320
2005-11-18,26213291200
2005-11-21,27105658560
2005-11-22,27440296320
2005-11-23,27370580120
2005-11-25,27412409840
2005-11-28,26631588400
2005-11-29,26115688520
2005-11-30,26296950640
2005-12-01,26380610080
2005-12-02,26520042480
2005-12-05,26520042480
2005-12-06,26227234440
2005-12-07,26018085840
2005-12-08,25516129200
2005-12-09,25474299480
2005-12-12,26073858800
2005-12-13,26617645160
2005-12-14,26575815440
2005-12-15,27008055880
2005-12-16,26966226160
2005-12-19,26185404720
2005-12-20,25906539919
2005-12-21,25990199360
2005-12-22,25990199360
2005-12-23,26185404720
2005-12-27,25669504840
2005-12-28,26032029080
2005-12-29,25669504840
2005-12-30,25362753560
2006-01-03,26312041390
2006-01-04,26340167570
2006-01-05,27155826790
2006-01-06,27605845670
2006-01-09,27577719490
2006-01-10,27310520780
2006-01-11,26860501900
2006-01-12,26537050830
2006-01-13,27212079150
2006-01-17,26874564990
2006-01-18,26297978300
2006-01-19,27676161120
2006-01-20,26621429370
2006-01-23,25862022510
2006-01-24,26199536670
2006-01-25,25721391610
2006-01-26,26072968860
2006-01-27,26087031950
2006-01-30,25510445260
2006-01-31,25510445260
2006-02-01,25369814360
2006-02-02,24610407500
2006-02-03,24019757719
2006-02-06,24132262440
2006-02-07,23640054290
2006-02-08,23963505360
2006-02-09,23400981760
2006-02-10,23400981760
2006-02-13,23415044849
2006-02-14,23682243560
2006-02-15,24061946990
2006-02-16,24722912219
2006-02-17,24455713510
2006-02-21,24146325530
2006-02-22,24469776599
2006-02-23,24399461150
2006-02-24,24554155140
2006-02-27,24427587330
2006-02-28,23710369740
2006-03-01,23611928110
2006-03-02,23808811370
2006-03-03,23893189909
2006-03-06,23569738840
2006-03-07,23035341420
2006-03-08,22683764170
2006-03-09,22289997650
2006-03-10,22402502370
2006-03-13,22416565460
2006-03-14,23260350860
2006-03-15,23147846140
2006-03-16,22711890349
2006-03-17,22627511810
2006-03-20,22725953440
2006-03-21,22444691640
2006-03-22,22416565460
2006-03-23,22107177480
2006-03-24,22079051300
2006-03-27,21994672760
2006-03-28,23007215240
2006-03-29,23274413950
2006-03-30,23260350860
2006-03-31,23169689250
2006-04-03,23169689250
2006-04-04,23409716499
2006-04-05,22901423500
2006-04-06,23056735249
2006-04-07,22731992500
2006-04-10,22633157750
2006-04-11,22774350250
2006-04-12,22859065750
2006-04-13,22929661999
2006-04-17,22604919250
2006-04-18,23099093000
2006-04-19,23974486500
2006-04-20,21856599000
2006-04-21,20854132250
2006-04-24,20755297500
2006-04-25,20501151000
2006-04-26,20331720000
2006-04-27,20642343500
2006-04-28,20444674000
2006-05-01,20388197000
2006-05-02,20642343500
2006-05-03,20303481500
2006-05-04,20275243000
2006-05-05,19244537750
2006-05-08,18609171500
2006-05-09,18933914250
2006-05-10,19371611000
2006-05-11,19032749000
2006-05-12,18708006250
2006-05-15,18552694500
2006-05-16,17987924500
2006-05-17,17536108500
2006-05-18,17606704750
2006-05-19,17649062500
2006-05-22,17691420250
2006-05-23,17860851250
2006-05-24,17945566750
2006-05-25,20134050500
2006-05-26,20317600750
2006-05-30,19738711500
2006-05-31,19498684250
2006-06-01,19653996000
2006-06-02,19385730250
2006-06-05,19315134000
2006-06-06,18778602500
2006-06-07,18962152750
2006-06-08,18552694500
2006-06-09,18171474750
2006-06-12,17889089750
2006-06-13,18129117000
2006-06-14,18213832500
2006-06-15,18270309500
2006-06-16,17987924500
2006-06-19,17889089750
2006-06-20,17931447500
2006-06-21,18270309500
2006-06-22,17832612750
2006-06-23,17832612750
2006-06-26,17663181750
2006-06-27,16787788250
2006-06-28,17084292500
2006-06-29,17380796750
2006-06-30,17340690060
2006-07-03,17284434780
2006-07-05,16792201080
2006-07-06,15892116600
2006-07-07,15751478399
2006-07-10,15976499520
2006-07-11,16454669399
2006-07-12,16117137720
2006-07-13,15737414580
2006-07-14,15146734140
2006-07-17,15723350760
2006-07-18,15737414580
2006-07-19,15343627620
2006-07-20,14598245160
2006-07-21,14485734600
2006-07-24,14879521560
2006-07-25,14598245160
2006-07-26,14457606960
2006-07-27,14021628540
2006-07-28,14457606960
2006-07-31,14246649660
2006-08-01,13993500899
2006-08-02,13613777760
2006-08-03,14246649660
2006-08-04,14331032580
2006-08-07,14274777300
2006-08-08,14893585380
2006-08-09,14556053700
2006-08-10,14696691899
2006-08-11,14331032580
2006-08-14,14331032580
2006-08-15,14752947180
2006-08-16,15287372339
2006-08-17,16384350300
2006-08-18,16131201540
2006-08-21,15821797500
2006-08-22,16229648279
2006-08-23,15976499520
2006-08-24,15259244700
2006-08-25,14977968300
2006-08-28,15259244700
2006-08-29,16089010080
2006-08-30,16834392540
2006-08-31,16468733220
2006-09-01,16665626700
2006-09-05,16975030740
2006-09-06,16693754339
2006-09-07,16299967380
2006-09-08,16876584000
2006-09-11,16623435240
2006-09-12,16834392540
2006-09-13,16567179960
2006-09-14,16609371420
2006-09-15,16482797040
2006-09-18,15892116600
2006-09-19,15357691440
2006-09-20,15470202000
2006-09-21,15442074360
2006-09-22,15456138180
2006-09-25,15526457279
2006-09-26,16384350300
2006-09-27,16046818620
2006-09-28,16820328720
2006-09-29,16792201080
2006-10-02,15801537400
2006-10-03,16211611900
2006-10-04,17195790700
2006-10-05,17523850300
2006-10-06,16908738549
2006-10-09,16963415150
2006-10-10,17018091749
2006-10-11,16744708750
2006-10-12,17072768350
2006-10-13,17113775800
2006-10-16,16772047050
2006-10-17,16553340650
2006-10-18,16389310850
2006-10-19,17537519450
2006-10-20,17537519450
2006-10-23,18261984400
2006-10-24,18002270550
2006-10-25,18453352500
2006-10-26,18863427000
2006-10-27,18453352500
2006-10-30,18549036550
2006-10-31,18480690800
2006-11-01,18084285450
2006-11-02,18726735500
2006-11-03,18631051450
2006-11-06,18836088700
2006-11-07,18726735500
2006-11-08,18877096150
2006-11-09,18576374850
2006-11-10,18877096150
2006-11-13,18808750400
2006-11-14,19000118500
2006-11-15,19519546200
2006-11-16,19164148300
2006-11-17,19410193000
2006-11-20,19068464250
2006-11-21,19355516400
2006-11-22,19492207900
2006-11-24,19205155750
2006-11-27,18494359950
2006-11-28,18426014200
2006-11-29,18590044000
2006-11-30,18603713150
2006-12-01,18125292900
2006-12-04,18453352500
2006-12-05,18726735500
2006-12-06,18508029100
2006-12-07,18002270550
2006-12-08,18275653550
2006-12-11,18357668450
2006-12-12,18289322700
2006-12-13,18767742950
2006-12-14,18754073800
2006-12-15,18945441900
2006-12-18,18644720600
2006-12-19,18480690800
2006-12-20,18207307800
2006-12-21,17769895000
2006-12-22,17387158800
2006-12-26,17441835400
2006-12-27,17578526900
2006-12-28,17441835400
2006-12-29,17305143900
2007-01-03,17359820500
2007-01-04,18179969500
2007-01-05,17701549250
2007-01-08,17086437500
2007-01-09,17113775800
2007-01-10,16854061950
2007-01-11,17387158800
2007-01-12,17264136450
2007-01-16,17277805600
2007-01-17,17236798150
2007-01-18,16977084300
2007-01-19,17059099200
2007-01-22,16867731100
2007-01-23,16471325750
2007-01-24,17264136450
2007-01-25,18672058900
2007-01-26,18207307800
2007-01-29,18412345050
2007-01-30,18467021650
2007-01-31,18631051450
2007-02-01,18494359950
2007-02-02,18644720600
2007-02-05,18549036550
2007-02-06,18904434450
2007-02-07,19191486600
2007-02-08,19314508950
2007-02-09,19273501500
2007-02-12,18863427000
2007-02-13,18918103600
2007-02-14,19259832350
2007-02-15,19369185550
2007-02-16,19341847250
2007-02-20,19232494050
2007-02-21,19273501500
2007-02-22,19382854700
2007-02-23,19560553650
2007-02-26,19232494050
2007-02-27,18412345050
2007-02-28,18439683350
2007-03-01,18371337600
2007-03-02,17742556700
2007-03-05,17469173700
2007-03-06,18029608850
2007-03-07,17851909900
2007-03-08,17851909900
2007-03-09,17728887550
2007-03-12,17838240750
2007-03-13,17496512000
2007-03-14,17920255650
2007-03-15,18261984400
2007-03-16,18261984400
2007-03-19,18248315250
2007-03-20,18125292900
2007-03-21,18508029100
2007-03-22,18617382300
2007-03-23,18316661000
2007-03-26,19109471700
2007-03-27,19177817450
2007-03-28,19054795100
2007-03-29,19013787650
2007-03-30,19068464250
2007-04-02,18904928940
2007-04-03,19367684580
2007-04-04,19313242740
2007-04-05,19313242740
2007-04-09,19326853200
2007-04-10,19476568260
2007-04-11,19258800900
2007-04-12,19503789180
2007-04-13,19925713440
2007-04-16,20102649420
2007-04-17,20157091260
2007-04-18,19735167000
2007-04-19,19013812620
2007-04-20,19204359060
2007-04-23,19204359060
2007-04-24,19340463660
2007-04-25,19340463660
2007-04-26,19599062400
2007-04-27,19571841480
2007-04-30,19435736880
2007-05-01,19163527680
2007-05-02,19313242740
2007-05-03,19830440220
2007-05-04,19558231020
2007-05-07,19462957800
2007-05-08,19667114700
2007-05-09,20048207580
2007-05-10,19394905500
2007-05-11,19585451940
2007-05-14,19435736880
2007-05-15,19190748600
2007-05-16,19041033540
2007-05-17,18891318480
2007-05-18,18727992960
2007-05-21,18714382500
2007-05-22,18932149860
2007-05-23,18836876640
2007-05-24,18741603420
2007-05-25,18700772040
2007-05-29,18564667440
2007-05-30,19027423080
2007-05-31,18646330200
2007-06-01,18483004680
2007-06-04,18646330200
2007-06-05,18156353640
2007-06-06,17856923520
2007-06-07,17530272480
2007-06-08,17993028120
2007-06-11,18033859500
2007-06-12,17734429380
2007-06-13,18033859500
2007-06-14,18101911800
2007-06-15,18346900080
2007-06-18,18129132720
2007-06-19,17965807200
2007-06-20,17829702600
2007-06-21,17829702600
2007-06-22,18197185020
2007-06-25,18306068700
2007-06-26,18129132720
2007-06-27,18374121000
2007-06-28,18306068700
2007-06-29,18428562840
2007-07-02,18438637460
2007-07-03,18330254580
2007-07-05,18397993880
2007-07-06,19034743300
2007-07-09,19170221900
2007-07-10,18763786100
2007-07-11,19156674040
2007-07-12,19522466260
2007-07-13,19359891940
2007-07-16,19603753420
2007-07-17,19536014120
2007-07-18,19414083380
2007-07-19,19102482600
2007-07-20,19116030460
2007-07-23,18872168980
2007-07-24,18845073260
2007-07-25,19129578320
2007-07-26,18831525400
2007-07-27,18574116060
2007-07-30,18587663920
2007-07-31,18479281040
2007-08-01,18696046800
2007-08-02,18845073260
2007-08-03,18994099720
2007-08-06,19739232020
2007-08-07,20470816460
2007-08-08,20931443700
2007-08-09,20863704400
2007-08-10,20525007900
2007-08-13,20254050700
2007-08-14,19888258480
2007-08-15,19685040580
2007-08-16,19183769760
2007-08-17,19468274820
2007-08-20,19265056920
2007-08-21,19617301280
2007-08-22,19644397000
2007-08-23,19495370540
2007-08-24,19427631240
2007-08-27,19129578320
2007-08-28,18763786100
2007-08-29,19075386880
2007-08-30,19156674040
2007-08-31,19441179100
2007-09-04,19725684160
2007-09-05,20091476380
2007-09-06,20375981440
2007-09-07,20105024240
2007-09-10,19955997780
2007-09-11,20701130080
2007-09-12,20972087280
2007-09-13,21473358100
2007-09-14,21554645260
2007-09-17,21270140200
2007-09-18,21703671720
2007-09-19,22015272500
2007-09-20,21744315300
2007-09-21,22232038260
2007-09-24,22001724639
2007-09-25,22272681840
2007-09-26,22340421139
2007-09-27,22394612580
2007-09-28,22245586120
2007-10-01,22260971790
2007-10-02,22074241050
2007-10-03,22074241050
2007-10-04,21980875680
2007-10-05,21754131210
2007-10-08,21420683460
2007-10-09,21954199860
2007-10-10,22100916870
2007-10-11,21940861950
2007-10-12,22394350890
2007-10-15,21887510310
2007-10-16,21674103750
2007-10-17,22794488190
2007-10-18,21394007640
2007-10-19,20607070950
2007-10-22,20380326480
2007-10-23,20180257830
2007-10-24,20100230370
2007-10-25,19793458440
2007-10-26,20567057220
2007-10-29,20580395130
2007-10-30,20500367670
2007-10-31,20260285290
2007-11-01,19646741430
2007-11-02,19660079340
2007-11-05,19139900850
2007-11-06,19139900850
2007-11-07,18913156380
2007-11-08,18192909240
2007-11-09,18779777280
2007-11-12,18459667440
2007-11-13,18659736090
2007-11-14,18326288340
2007-11-15,18032854320
2007-11-16,18379639980
2007-11-19,18086205960
2007-11-20,18112881780
2007-11-21,17739420300
2007-11-23,17926151040
2007-11-26,17405972550
2007-11-27,18259598790
2007-11-28,18939832200
2007-11-29,18833128920
2007-11-30,18819791010
2007-12-03,18499681170
2007-12-04,18486343260
2007-12-05,18726425640
2007-12-06,18953170110
2007-12-07,18939832200
2007-12-10,19006521750
2007-12-11,18926494290
2007-12-12,19313293680
2007-12-13,19139900850
2007-12-14,18352964160
2007-12-17,17899475220
2007-12-18,17952826860
2007-12-19,17779434030
2007-12-20,18726425640
2007-12-21,19259942040
2007-12-24,19179914580
2007-12-26,19366645320
2007-12-27,18886480560
2007-12-28,18966508020
2007-12-31,18633060270
2008-01-02,18232922970
2008-01-03,18432991620
2008-01-04,17566027470
2008-01-07,17085862710
2008-01-08,16845780330
2008-01-09,16765752870
2008-01-10,17045848980
2008-01-11,16659049590
2008-01-14,16405629300
2008-01-15,15685382160
2008-01-16,15765409620
2008-01-17,15792085440
2008-01-18,15898788720
2008-01-22,15231893220
2008-01-23,16245574380
2008-01-24,15258569040
2008-01-25,15058500389
2008-01-28,15085176210
2008-01-29,14658363090
2008-01-30,14765066370
2008-01-31,15098514120
2008-02-01,16178884830
2008-02-04,16178884830
2008-02-05,15592016790
2008-02-06,15605354700
2008-02-07,15632030520
2008-02-08,15752071710
2008-02-11,15818761260
2008-02-12,15552003060
2008-02-13,15632030520
2008-02-14,15672044250
2008-02-15,15605354700
2008-02-19,15525327240
2008-02-20,15285244860
2008-02-21,15165203669
2008-02-22,15552003060
2008-02-25,15725395889
2008-02-26,15445299780
2008-02-27,15498651419
2008-02-28,15311920680
2008-02-29,14791742190
2008-03-03,14511646080
2008-03-04,14738390550
2008-03-05,15005148750
2008-03-06,14671701000
2008-03-07,14471632350
2008-03-10,14431618620
2008-03-11,14831755919
2008-03-12,14925121290
2008-03-13,14991810840
2008-03-14,14738390550
2008-03-17,14471632350
2008-03-18,15471975600
2008-03-19,15418623960
2008-03-20,16058843639
2008-03-24,16739077050
2008-03-25,16498994669
2008-03-26,16539008400
2008-03-27,17259255540
2008-03-28,16965821520
2008-03-31,16478807920
2008-04-01,17344732540
2008-04-02,17541533590
2008-04-03,17515293450
2008-04-04,18184417020
2008-04-07,17908895550
2008-04-08,17594013870
2008-04-09,17436573030
2008-04-10,17646494150
2008-04-11,17042970930
2008-04-14,17318492400
2008-04-15,17436573030
2008-04-16,17738334640
2008-04-17,17121691350
2008-04-18,17515293450
2008-04-21,16911770230
2008-04-22,17056091000
2008-04-23,16938010370
2008-04-24,17239771980
2008-04-25,17279132190
2008-04-28,17279132190
2008-04-29,17161051560
2008-04-30,17279132190
2008-05-01,17554653660
2008-05-02,17174171630
2008-05-05,17042970930
2008-05-06,17003610720
2008-05-07,16452567779
2008-05-08,16675608970
2008-05-09,16570648410
2008-05-12,17187291700
2008-05-13,17344732540
2008-05-14,17239771980
2008-05-15,17633374080
2008-05-16,17213531840
2008-05-19,17056091000
2008-05-20,16898650160
2008-05-21,16610008620
2008-05-22,16872410020
2008-05-23,16662488900
2008-05-27,16767449460
2008-05-28,16373847360
2008-05-29,16465687850
2008-05-30,16570648410
2008-06-02,16190166380
2008-06-03,16163926240
2008-06-04,16505048060
2008-06-05,16596888550
2008-06-06,16150806170
2008-06-09,16045845610
2008-06-10,16006485400
2008-06-11,15311121690
2008-06-12,15507922740
2008-06-13,15665363580
2008-06-16,15822804420
2008-06-17,15914644910
2008-06-18,15980245260
2008-06-19,16111445960
2008-06-20,15560403020
2008-06-23,15311121690
2008-06-24,15455442460
2008-06-25,15547282950
2008-06-26,15232401270
2008-06-27,15245521339
2008-06-30,14822775500
2008-07-01,15054784160
2008-07-02,14706771170
2008-07-03,14539209360
2008-07-07,14603656210
2008-07-08,15544580220
2008-07-09,15157899120
2008-07-10,15286792820
2008-07-11,15196567229
2008-07-14,14913001090
2008-07-15,14590766840
2008-07-16,15248124710
2008-07-17,13134268030
2008-07-18,13005374330
2008-07-21,13056931810
2008-07-22,13585395979
2008-07-23,13765847160
2008-07-24,13237382990
2008-07-25,13778736530
2008-07-28,13443612910
2008-07-29,13843183380
2008-07-30,13830294010
2008-07-31,13649842830
2008-08-01,13340497950
2008-08-04,13585395979
2008-08-05,13894740860
2008-08-06,13804515270
2008-08-07,13817404640
2008-08-08,14294311330
2008-08-11,14513430620
2008-08-12,14126749520
2008-08-13,13997855820
2008-08-14,14126749520
2008-08-15,14088081410
2008-08-18,13843183380
2008-08-19,13778736530
2008-08-20,13546727870
2008-08-21,13301829840
2008-08-22,13572506610
2008-08-25,13443612910
2008-08-26,13379166060
2008-08-27,13495170390
2008-08-28,13778736530
2008-08-29,13520949130
2008-09-02,13056931810
2008-09-03,13147157400
2008-09-04,12915148740
2008-09-05,12889370000
2008-09-08,12734697560
2008-09-09,12309348350
2008-09-10,12683140080
2008-09-11,12489799530
2008-09-12,12232012130
2008-09-15,11935556620
2008-09-16,12373795200
2008-09-17,11896888510
2008-09-18,12476910160
2008-09-19,12567135750
2008-09-22,11729326700
2008-09-23,11651990479
2008-09-24,11729326700
2008-09-25,12128897170
2008-09-26,12244901500
2008-09-29,10827070800
2008-09-30,12051128460
2008-10-01,11232368140
2008-10-02,10311262780
2008-10-03,10196124610
2008-10-06,9633226890
2008-10-07,8878432220
2008-10-08,9159881080
2008-10-09,8596983360
2008-10-10,9006363520
2008-10-13,9748365060
2008-10-14,9556468110
2008-10-15,8251568850
2008-10-16,8059671900
2008-10-17,8264361980
2008-10-20,8328327630
2008-10-21,8008499380
2008-10-22,8098051290
2008-10-23,8251568850
2008-10-24,8021292509
2008-10-27,7829395560
2008-10-28,8545810840
2008-10-29,8162016940
2008-10-30,8289948240
2008-10-31,8225982590
2008-11-03,8085258160
2008-11-04,8481845190
2008-11-05,7931740600
2008-11-06,7522360440
2008-11-07,7637498610
2008-11-10,7381636009
2008-11-11,7023428370
2008-11-12,6626841340
2008-11-13,7420015400
2008-11-14,6652427600
2008-11-17,6575668820
2008-11-18,6626841340
2008-11-19,6294219960
2008-11-20,6012771100
2008-11-21,6460530650
2008-11-24,6895497070
2008-11-25,6933876460
2008-11-26,7253704710
2008-11-28,7074600890
2008-12-01,6588461950
2008-12-02,7138566540
2008-12-03,7343256620
2008-12-04,7215325320
2008-12-05,7522360440
2008-12-08,7675878000
2008-12-09,7637498610
2008-12-10,7420015400
2008-12-11,7420015400
2008-12-12,7688671130
2008-12-15,7483981050
2008-12-16,8162016940
2008-12-17,8085258160
2008-12-18,7867774950
2008-12-19,7778223040
2008-12-22,7586326090
2008-12-23,7330463490
2008-12-24,7343256620
2008-12-26,7317670360
2008-12-29,7215325320
2008-12-30,7522360440
2008-12-31,7548802800
2009-01-02,7921107700
2009-01-05,7985298200
2009-01-06,8203545900
2009-01-07,7882593400
2009-01-08,7921107700
2009-01-09,7664345700
2009-01-12,7574479000
2009-01-13,7638669500
2009-01-14,6983926400
2009-01-15,7266364600
2009-01-16,7163659800
2009-01-20,6778516800
2009-01-21,7176497900
2009-01-22,6303507100
2009-01-23,6483240500
2009-01-26,6419050000
2009-01-27,6534592900
2009-01-28,6868383500
2009-01-29,6624459600
2009-01-30,6496078599
2009-02-02,6611621500
2009-02-03,6932574000
2009-02-04,6804193000
2009-02-05,7137983599
2009-02-06,7369069400
2009-02-09,7484612300
2009-02-10,7215012200
2009-02-11,7215012200
2009-02-12,7227850300
2009-02-13,7125145500
2009-02-17,6662973900
2009-02-18,6752840600
2009-02-19,6573107200
2009-02-20,6585945300
2009-02-23,6226478500
2009-02-24,6380535700
2009-02-25,6342021400
2009-02-26,6187964200
2009-02-27,5867011700
2009-03-02,5674440200
2009-03-03,5635925900
2009-03-04,5841335500
2009-03-05,5648764000
2009-03-06,5635925900
2009-03-09,5546059200
2009-03-10,5995392700
2009-03-11,6277830900
2009-03-12,6560269100
2009-03-13,6444726199
2009-03-16,6252154700
2009-03-17,6560269100
2009-03-18,6598783400
2009-03-19,6611621500
2009-03-20,6534592900
2009-03-23,7060955000
2009-03-24,6817031099
2009-03-25,6868383500
2009-03-26,7073793100
2009-03-27,6945412100
2009-03-30,6740002500
2009-03-31,6817831350
2009-04-01,7127146950
2009-04-02,7372021800
2009-04-03,7758666299
2009-04-06,7604008500
2009-04-07,7372021800
2009-04-08,7565344050
