,CMA
2004-08-23,10137460892
2004-08-24,10169843501
2004-08-25,10222678284
2004-08-26,10226086980
2004-08-27,10202226110
2004-08-30,10185182632
2004-08-31,10251652197
2004-09-01,10232904371
2004-09-02,10393113067
2004-09-03,10336869588
2004-09-07,10456173937
2004-09-08,10369252197
2004-09-09,10294260893
2004-09-10,10294260893
2004-09-13,10241426110
2004-09-14,10357321762
2004-09-15,10403339154
2004-09-16,10389704371
2004-09-17,10321530458
2004-09-20,10209043501
2004-09-21,10192000023
2004-09-22,10089739153
2004-09-23,10004521762
2004-09-24,10069286979
2004-09-27,10004521762
2004-09-28,10057356544
2004-09-29,10031791327
2004-09-30,10134524156
2004-10-01,10269423466
2004-10-04,10409445536
2004-10-05,10330896570
2004-10-06,10436766915
2004-10-07,10571666226
2004-10-08,10556297950
2004-10-11,10617771053
2004-10-12,10682659329
2004-10-13,10587034502
2004-10-14,10535806915
2004-10-15,10643384846
2004-10-18,10761208295
2004-10-19,10363340708
2004-10-20,10078173811
2004-10-21,10190874501
2004-10-22,10151600018
2004-10-25,10146477259
2004-10-26,10327481398
2004-10-27,10506777950
2004-10-28,10573373812
2004-10-29,10503362777
2004-11-01,10455550363
2004-11-02,10202827604
2004-11-03,10365048294
2004-11-04,10629724157
2004-11-05,10624601398
2004-11-08,10703150364
2004-11-09,10704857950
2004-11-10,10638262088
2004-11-11,10648507605
2004-11-12,10836342088
2004-11-15,10824388985
2004-11-16,10757793123
2004-11-17,10778284157
2004-11-18,10720226226
2004-11-19,10542637260
2004-11-22,10660460709
2004-11-23,10692904847
2004-11-24,10675828984
2004-11-26,10651922777
2004-11-29,10578496570
2004-11-30,10501655191
2004-12-01,10704857950
2004-12-02,10728764157
2004-12-03,10621186226
2004-12-06,10578496570
2004-12-07,10286499329
2004-12-08,10276253811
2004-12-09,10199412432
2004-12-10,10197704846
2004-12-13,10259177949
2004-12-14,10320651053
2004-12-15,10315528294
2004-12-16,10214780708
2004-12-17,10160137949
2004-12-20,10163553121
2004-12-21,10464088294
2004-12-22,10511900708
2004-12-23,10559713122
2004-12-27,10539222088
2004-12-28,10593864846
2004-12-29,10549467605
2004-12-30,10513608294
2004-12-31,10290661029
2005-01-03,10191161029
2005-01-04,10123703402
2005-01-05,10017457639
2005-01-06,10030949164
2005-01-07,9993847469
2005-01-10,10056245774
2005-01-11,10054559334
2005-01-12,9975296622
2005-01-13,9840381367
2005-01-14,9902779672
2005-01-18,10044440690
2005-01-19,9958432215
2005-01-20,9997220351
2005-01-21,9815084757
2005-01-24,9799906791
2005-01-25,9575610181
2005-01-26,9658245774
2005-01-27,9599220350
2005-01-28,9622830520
2005-01-31,9757745774
2005-02-01,9702093232
2005-02-02,9759432215
2005-02-03,9813398316
2005-02-04,9907838995
2005-02-07,9936508486
2005-02-08,9941567808
2005-02-09,9865677978
2005-02-10,9825203401
2005-02-11,9850500011
2005-02-14,9879169503
2005-02-15,9934822045
2005-02-16,9901093232
2005-02-17,9899406791
2005-02-18,9759432215
2005-02-22,9567177977
2005-02-23,9649813570
2005-02-24,9604279672
2005-02-25,9727389842
2005-02-28,9626203401
2005-03-01,9685228825
2005-03-02,9632949164
2005-03-03,9664991537
2005-03-04,9796533910
2005-03-07,9850500011
2005-03-08,9890974588
2005-03-09,9815084757
2005-03-10,9848813571
2005-03-11,9607652553
2005-03-14,9697033910
2005-03-15,9604279672
2005-03-16,9499720350
2005-03-17,9508152553
2005-03-18,9511525435
2005-03-21,9385042384
2005-03-22,9282169502
2005-03-23,9223144078
2005-03-24,9148940689
2005-03-28,9148940689
2005-03-29,9064618655
2005-03-30,9228203400
2005-03-31,9265395334
2005-04-01,9199790683
2005-04-04,9171193784
2005-04-05,9151007737
2005-04-06,9327635644
2005-04-07,9361279055
2005-04-08,9213248047
2005-04-11,9167829443
2005-04-12,9317542621
2005-04-13,9171193784
2005-04-14,9033255799
2005-04-15,8992883706
2005-04-18,9144279055
2005-04-19,9189697660
2005-04-20,9110635644
2005-04-21,9250255799
2005-04-22,9347821690
2005-04-25,9443705411
2005-04-26,9465573628
2005-04-27,9628744170
2005-04-28,9499217039
2005-04-29,9632108512
2005-05-02,9638837194
2005-05-03,9593418589
2005-05-04,9818829441
2005-05-05,9692666651
2005-05-06,9574914713
2005-05-09,9596782930
2005-05-10,9529496109
2005-05-11,9534542620
2005-05-12,9416790682
2005-05-13,9327635644
2005-05-16,9457162775
2005-05-17,9510992233
2005-05-18,9554728667
2005-05-19,9529496109
2005-05-20,9569868202
2005-05-23,9546317814
2005-05-24,9542953473
2005-05-25,9480713163
2005-05-26,9526131768
2005-05-27,9484077504
2005-05-31,9399968977
2005-06-01,9569868202
2005-06-02,9527813938
2005-06-03,9536224791
2005-06-06,9492488357
2005-06-07,9500899209
2005-06-08,9544635643
2005-06-09,9521085256
2005-06-10,9473984481
2005-06-13,9416790682
2005-06-14,9516038744
2005-06-15,9642201535
2005-06-16,9692666651
2005-06-17,9833968976
2005-06-20,9790232542
2005-06-21,9778457349
2005-06-22,9798643395
2005-06-23,9694348822
2005-06-24,9679209287
2005-06-27,9697713163
2005-06-28,9823875953
2005-06-29,9889480604
2005-06-30,9619860114
2005-07-01,9596559415
2005-07-05,9691426548
2005-07-06,9593230744
2005-07-07,9596559415
2005-07-08,9716391583
2005-07-11,9807930044
2005-07-12,9859524449
2005-07-13,9962713260
2005-07-14,9944405568
2005-07-15,9987678295
2005-07-18,9814587387
2005-07-19,9997664309
2005-07-20,10520265706
2005-07-21,10435384588
2005-07-22,10493636336
2005-07-25,10352167805
2005-07-26,10428727245
2005-07-27,10355496476
2005-07-28,10337188784
2005-07-29,10169090882
2005-08-01,10092531442
2005-08-02,10094195777
2005-08-03,10197384588
2005-08-04,10049258715
2005-08-05,9911118855
2005-08-08,9919440533
2005-08-09,9939412561
2005-08-10,9919440533
2005-08-11,10002657316
2005-08-12,10025958015
2005-08-15,10144125847
2005-08-16,10082545428
2005-08-17,10122489484
2005-08-18,10115832141
2005-08-19,10129146826
2005-08-22,10135804169
2005-08-23,10050923050
2005-08-24,10037608365
2005-08-25,10050923050
2005-08-26,9899468505
2005-08-29,9924433540
2005-08-30,9964377596
2005-08-31,10067566407
2005-09-01,10164097875
2005-09-02,10152447526
2005-09-06,10250643329
2005-09-07,10282265707
2005-09-08,10152447526
2005-09-09,10232335637
2005-09-12,10290587385
2005-09-13,10079216756
2005-09-14,10135804169
2005-09-15,9979356617
2005-09-16,10177412560
2005-09-19,10102517456
2005-09-20,9986013960
2005-09-21,9852867107
2005-09-22,9849538435
2005-09-23,9887818156
2005-09-26,9837888086
2005-09-27,9814587387
2005-09-28,9736363611
2005-09-29,9862853121
2005-09-30,9713969235
2005-10-03,9806326158
2005-10-04,9601821542
2005-10-05,9519360004
2005-10-06,9590276927
2005-10-07,9539150773
2005-10-10,9417107696
2005-10-11,9273624619
2005-10-12,9255483081
2005-10-13,9267027696
2005-10-14,9309907696
2005-10-17,9418756927
2005-10-18,9328049235
2005-10-19,9133440004
2005-10-20,9026240004
2005-10-21,9075716927
2005-10-24,9121895388
2005-10-25,9219200004
2005-10-26,9247236927
2005-10-27,9202707696
2005-10-28,9522658465
2005-10-31,9529255389
2005-11-01,9463286158
2005-11-02,9530904619
2005-11-03,9507815389
2005-11-04,9562240004
2005-11-07,9641403081
2005-11-08,9575433850
2005-11-09,9656246158
2005-11-10,9910227696
2005-11-11,9850855389
2005-11-14,9827766158
2005-11-15,9704073850
2005-11-16,9674387696
2005-11-17,9788184619
2005-11-18,9827766158
2005-11-21,9892086158
2005-11-22,9685932312
2005-11-23,9720566158
2005-11-25,9730461543
2005-11-28,9715618466
2005-11-29,9692529235
2005-11-30,9511113850
2005-12-01,9573784619
2005-12-02,9568836927
2005-12-05,9530904619
2005-12-06,9521009235
2005-12-07,9446793850
2005-12-08,9394018465
2005-12-09,9397316927
2005-12-12,9400615389
2005-12-13,9328049235
2005-12-14,9570486158
2005-12-15,9461636927
2005-12-16,9524307696
2005-12-19,9481427696
2005-12-20,9473181542
2005-12-21,9499569235
2005-12-22,9549046158
2005-12-23,9544098465
2005-12-27,9514412312
2005-12-28,9464935389
2005-12-29,9407212312
2005-12-30,9361033850
2006-01-03,9312000019
2006-01-04,9392833352
2006-01-05,9449416686
2006-01-06,9316850019
2006-01-09,9378283352
2006-01-10,9365350019
2006-01-11,9337866685
2006-01-12,9320083352
2006-01-13,9344333352
2006-01-17,9281283352
2006-01-18,9211766685
2006-01-19,9109916685
2006-01-20,8852866684
2006-01-23,8814066684
2006-01-24,8969266685
2006-01-25,8957950018
2006-01-26,9096983352
2006-01-27,9101833352
2006-01-30,9024233351
2006-01-31,8967650018
2006-02-01,8935316685
2006-02-02,8928850018
2006-02-03,8896516685
2006-02-06,8896516685
2006-02-07,8851250018
2006-02-08,8945016685
2006-02-09,8978966685
2006-02-10,8966033351
2006-02-13,8956333351
2006-02-14,9137400018
2006-02-15,9129316685
2006-02-16,9219850019
2006-02-17,9179433352
2006-02-21,9130933352
2006-02-22,9339483352
2006-02-23,9287750019
2006-02-24,9250566685
2006-02-27,9321700019
2006-02-28,9266733352
2006-03-01,9248950019
2006-03-02,9192366685
2006-03-03,9202066685
2006-03-06,9108300018
2006-03-07,9113150018
2006-03-08,9147100018
2006-03-09,9054950018
2006-03-10,9118000018
2006-03-13,9077583352
2006-03-14,9166500018
2006-03-15,9258650019
2006-03-16,9321700019
2006-03-17,9336250019
2006-03-20,9331400019
2006-03-21,9355650019
2006-03-22,9415466686
2006-03-23,9417083352
2006-03-24,9412233352
2006-03-27,9378283352
2006-03-28,9409000019
2006-03-29,9384750019
2006-03-30,9344333352
2006-03-31,9350000024
2006-04-03,9448387121
2006-04-04,9479032282
2006-04-05,9508064540
2006-04-06,9490322605
2006-04-07,9388709701
2006-04-10,9419354863
2006-04-11,9298387120
2006-04-12,9306451637
2006-04-13,9322580669
2006-04-17,9348387121
2006-04-18,9688709702
2006-04-19,9020967765
2006-04-20,8885483894
2006-04-21,8924193571
2006-04-24,8808064539
2006-04-25,8783870990
2006-04-26,8816129055
2006-04-27,9045161313
2006-04-28,9172580669
2006-05-01,8969354862
2006-05-02,8932258087
2006-05-03,8870967765
2006-05-04,8870967765
2006-05-05,9025806475
2006-05-08,9008064539
2006-05-09,9104838733
2006-05-10,9111290346
2006-05-11,9019354862
2006-05-12,8993548410
2006-05-15,9117741959
2006-05-16,9032258088
2006-05-17,8951612926
2006-05-18,8853225829
2006-05-19,8948387120
2006-05-22,8932258087
2006-05-23,8841935506
2006-05-24,8877419377
2006-05-25,8927419378
2006-05-26,8911290345
2006-05-30,8811290345
2006-05-31,8830645184
2006-06-01,8961290345
2006-06-02,8935483894
2006-06-05,8793548409
2006-06-06,8783870990
2006-06-07,8975806474
2006-06-08,9029032281
2006-06-09,9003225829
2006-06-12,8954838732
2006-06-13,8751612925
2006-06-14,8583870990
2006-06-15,8809677442
2006-06-16,8711290345
2006-06-19,8582258086
2006-06-20,8577419377
2006-06-21,8574193570
2006-06-22,8522580667
2006-06-23,8177419376
2006-06-26,8300000021
2006-06-27,8182258085
2006-06-28,8293548408
2006-06-29,8438709699
2006-06-30,8318400000
2006-07-03,8409600000
2006-07-05,8422400000
2006-07-06,8491200000
2006-07-07,8512000000
2006-07-10,8472000000
2006-07-11,8440000000
2006-07-12,8448000000
2006-07-13,8297600000
2006-07-14,8342400000
2006-07-17,8324800000
2006-07-18,8304000000
2006-07-19,8513600000
2006-07-20,8904000000
2006-07-21,8806400000
2006-07-24,8897600000
2006-07-25,9067200000
2006-07-26,9182400000
2006-07-27,9190400000
2006-07-28,9332800000
2006-07-31,9368000000
2006-08-01,9292800000
2006-08-02,9289600000
2006-08-03,9318400000
2006-08-04,9384000000
2006-08-07,9369600000
2006-08-08,9276800000
2006-08-09,9168000000
2006-08-10,9241600000
2006-08-11,9187200000
2006-08-14,9169600000
2006-08-15,9273600000
2006-08-16,9304000000
2006-08-17,9160000000
2006-08-18,9163200000
2006-08-21,9144000000
2006-08-22,9196800000
2006-08-23,9102400000
2006-08-24,9100800000
2006-08-25,9051200000
2006-08-28,9139200000
2006-08-29,9105600000
2006-08-30,9188800000
2006-08-31,9160000000
2006-09-01,9187200000
2006-09-05,9204800000
2006-09-06,9144000000
2006-09-07,9001600000
2006-09-08,9091200000
2006-09-11,9136000000
2006-09-12,9204800000
2006-09-13,9068800000
2006-09-14,9123200000
2006-09-15,9180800000
2006-09-18,9232000000
2006-09-19,9192000000
2006-09-20,9304000000
2006-09-21,9193600000
2006-09-22,9195200000
2006-09-25,9273600000
2006-09-26,9236800000
2006-09-27,9212800000
2006-09-28,9251200000
2006-09-29,9107200000
2006-10-02,8858926844
2006-10-03,8846360990
2006-10-04,8937463429
2006-10-05,8843219527
2006-10-06,8821229283
2006-10-09,8866780502
2006-10-10,8855785380
2006-10-11,8954741478
2006-10-12,8968878064
2006-10-13,8990868308
2006-10-16,9061551234
2006-10-17,9088253674
2006-10-18,9055268308
2006-10-19,9212341479
2006-10-20,9171502454
2006-10-23,9217053674
2006-10-24,9149512210
2006-10-25,9158936601
2006-10-26,9176214649
2006-10-27,9201346357
2006-10-30,9262604893
2006-10-31,9140087820
2006-11-01,9125951235
2006-11-02,9070975625
2006-11-03,9080400015
2006-11-06,9114956113
2006-11-07,9157365869
2006-11-08,9182497576
2006-11-09,9199775625
2006-11-10,9264175625
2006-11-13,9248468308
2006-11-14,9338000015
2006-11-15,9290878064
2006-11-16,9317580503
2006-11-17,9295590259
2006-11-20,9333287820
2006-11-21,9231190259
2006-11-22,9196634162
2006-11-24,9191921966
2006-11-27,9074117088
2006-11-28,9072546356
2006-11-29,9209200015
2006-11-30,9149512210
2006-12-01,9107102454
2006-12-04,9202917088
2006-12-05,9218624405
2006-12-06,9287736601
2006-12-07,9275170747
2006-12-08,9289307332
2006-12-11,9325434162
2006-12-12,9317580503
2006-12-13,9184068308
2006-12-14,9242185381
2006-12-15,9314439040
2006-12-18,9290878064
2006-12-19,9316009772
2006-12-20,9323863430
2006-12-21,9275170747
2006-12-22,9246897576
2006-12-26,9323863430
2006-12-27,9348995137
2006-12-28,9317580503
2006-12-29,9217053674
2007-01-03,9292727249
2007-01-04,9297437993
2007-01-05,9193801630
2007-01-08,9179669398
2007-01-09,9160826423
2007-01-10,9148264440
2007-01-11,9091735514
2007-01-12,9115289233
2007-01-16,9149834688
2007-01-17,9115289233
2007-01-18,9338264439
2007-01-19,9358677662
2007-01-22,9294297497
2007-01-23,9261322291
2007-01-24,9358677662
2007-01-25,9201652869
2007-01-26,9207933861
2007-01-29,9184380142
2007-01-30,9251900803
2007-01-31,9311570224
2007-02-01,9418347084
2007-02-02,9496859480
2007-02-05,9434049563
2007-02-06,9558099149
2007-02-07,9597355348
2007-02-08,9561239645
2007-02-09,9528264439
2007-02-12,9518842951
2007-02-13,9616198323
2007-02-14,9688429728
2007-02-15,9704132207
2007-02-16,9748099149
2007-02-20,9916115677
2007-02-21,9922396669
2007-02-22,9887851215
2007-02-23,9892561959
2007-02-26,9832892537
2007-02-27,9517272703
2007-02-28,9482727249
2007-03-01,9441900803
2007-03-02,9405785100
2007-03-05,9192231382
2007-03-06,9397933861
2007-03-07,9311570224
2007-03-08,9361818158
2007-03-09,9448181794
2007-03-12,9419917332
2007-03-13,9049338820
2007-03-14,9121570225
2007-03-15,9222066092
2007-03-16,9212644605
2007-03-19,9314710720
2007-03-20,9391652869
2007-03-21,9562809893
2007-03-22,9517272703
2007-03-23,9515702455
2007-03-26,9492148736
2007-03-27,9399504108
2007-03-28,9250330555
2007-03-29,9357107414
2007-03-30,9283305762
2007-04-02,8960875000
2007-04-03,9077250000
2007-04-04,9072656250
2007-04-05,9127781250
2007-04-09,9098687500
2007-04-10,9169125000
2007-04-11,9081843750
2007-04-12,9101750000
2007-04-13,9110937500
2007-04-16,9311531250
2007-04-17,9579500000
2007-04-18,9619312500
2007-04-19,9671375000
2007-04-20,9717312500
2007-04-23,9619312500
2007-04-24,9568781250
2007-04-25,9669843750
2007-04-26,9626968750
2007-04-27,9617781250
2007-04-30,9479968750
2007-05-01,9495281250
2007-05-02,9545812500
2007-05-03,9538156250
2007-05-04,9567250000
2007-05-07,9619312500
2007-05-08,9608593750
2007-05-09,9657593750
2007-05-10,9492218750
2007-05-11,9562656250
2007-05-14,9458531250
2007-05-15,9484562500
2007-05-16,9674437500
2007-05-17,9688218750
2007-05-18,9712718750
2007-05-21,9675968750
2007-05-22,9705062500
2007-05-23,9712718750
2007-05-24,9581031250
2007-05-25,9590218750
2007-05-29,9619312500
2007-05-30,9660656250
2007-05-31,9620843750
2007-06-01,9757125000
2007-06-04,9709656250
2007-06-05,9630031250
2007-06-06,9573375000
2007-06-07,9460062500
2007-06-08,9556531250
2007-06-11,9636156250
2007-06-12,9447812500
2007-06-13,9438625000
2007-06-14,9417187500
2007-06-15,9501406250
2007-06-18,9479968750
2007-06-19,9532031250
2007-06-20,9375843750
2007-06-21,9359000000
2007-06-22,9189031250
2007-06-25,9159937500
2007-06-26,9149218750
2007-06-27,9244156250
2007-06-28,9212000000
2007-06-29,9106343750
2007-07-02,9184241646
2007-07-03,9193291646
2007-07-05,9200833313
2007-07-06,9175191646
2007-07-09,9059049979
2007-07-10,8840341647
2007-07-11,8873524980
2007-07-12,9084691646
2007-07-13,9089216646
2007-07-16,9166141646
2007-07-17,9194799979
2007-07-18,8831291647
2007-07-19,8594483314
2007-07-20,8488899981
2007-07-23,8476833314
2007-07-24,8218908315
2007-07-25,8309408314
2007-07-26,8066566648
2007-07-27,7992658315
2007-07-30,8108799982
2007-07-31,7942883315
2007-08-01,7905174982
2007-08-02,7983608315
2007-08-03,7580883316
2007-08-06,8119358315
2007-08-07,8191758315
2007-08-08,8446666648
2007-08-09,8033383315
2007-08-10,8090699982
2007-08-13,8033383315
2007-08-14,7887074982
2007-08-15,7802608316
2007-08-16,8434599981
2007-08-17,8829783313
2007-08-20,8707608314
2007-08-21,8832799980
2007-08-22,8893133313
2007-08-23,8773974980
2007-08-24,8849391647
2007-08-27,8697049980
2007-08-28,8437616648
2007-08-29,8516049981
2007-08-30,8339574981
2007-08-31,8413483314
2007-09-04,8513033314
2007-09-05,8277733315
2007-09-06,8261141648
2007-09-07,8179691648
2007-09-10,8069583315
2007-09-11,8223433315
2007-09-12,8045449982
2007-09-13,8072599982
2007-09-14,8105783315
2007-09-17,8045449982
2007-09-18,8363708314
2007-09-19,8413483314
2007-09-20,8233991648
2007-09-21,8089191648
2007-09-24,7944391649
2007-09-25,7888583315
2007-09-26,7902158315
2007-09-27,7858416649
2007-09-28,7734733316
2007-10-01,8032987304
2007-10-02,8100948279
2007-10-03,8106989255
2007-10-04,8146255596
2007-10-05,8202134620
2007-10-08,8123601938
2007-10-09,8215726816
2007-10-10,8122091694
2007-10-11,8060171694
2007-10-12,7960495596
2007-10-15,7839676084
2007-10-16,7558770719
2007-10-17,7410766817
2007-10-18,7152515110
2007-10-19,7027164866
2007-10-22,7045287793
2007-10-23,7018103403
2007-10-24,6941080964
2007-10-25,6941080964
2007-10-26,7137412671
2007-10-29,7098146330
2007-10-30,7092105354
2007-10-31,7049818525
2007-11-01,6687359989
2007-11-02,6737198037
2007-11-05,6735687794
2007-11-06,6759851696
2007-11-07,6368698526
2007-11-08,6565030233
2007-11-09,6787036086
2007-11-12,6894263403
2007-11-13,7200842915
2007-11-14,6999980476
2007-11-15,6752300476
2007-11-16,6575601940
2007-11-19,6486497550
2007-11-20,6438169745
2007-11-21,6320370721
2007-11-23,6507640965
2007-11-26,6199551209
2007-11-27,6424577550
2007-11-28,6842915110
2007-11-29,6719075111
2007-11-30,6913896574
2007-12-03,6938060476
2007-12-04,6758341452
2007-12-05,6888222427
2007-12-06,7009041939
2007-12-07,6888222427
2007-12-10,7110228281
2007-12-11,6645073160
2007-12-12,6436659501
2007-12-13,6380780477
2007-12-14,6217674136
2007-12-17,6175387307
2007-12-18,6235797063
2007-12-19,6349065355
2007-12-20,6340003892
2007-12-21,6675278038
2007-12-24,6779484867
2007-12-26,6759851696
2007-12-27,6599765843
2007-12-28,6664706330
2007-12-31,6573030000
2008-01-02,6455250000
2008-01-03,6251400000
2008-01-04,6027920000
2008-01-07,6123050000
2008-01-08,5884470000
2008-01-09,6113990000
2008-01-10,6329920000
2008-01-11,6399380000
2008-01-14,6286130000
2008-01-15,6038490000
2008-01-16,6382770000
2008-01-17,5677600000
2008-01-18,5532640000
2008-01-22,5654950000
2008-01-23,5967520000
2008-01-24,6225730000
2008-01-25,6017350000
2008-01-28,6237810000
2008-01-29,6245360000
2008-01-30,6406930000
2008-01-31,6577560000
2008-02-01,6816140000
2008-02-04,6479409999
2008-02-05,6236300000
2008-02-06,6142680000
2008-02-07,6280090000
2008-02-08,6169860000
2008-02-11,5993190000
2008-02-12,6104930000
2008-02-13,6024900000
2008-02-14,5916180000
2008-02-15,5919200000
2008-02-19,5799909999
2008-02-20,5899570000
2008-02-21,5769710000
2008-02-22,5926750000
2008-02-25,5934300000
2008-02-26,5893530000
2008-02-27,5882960000
2008-02-28,5620220000
2008-02-29,5472240000
2008-03-03,5416370000
2008-03-04,5559820000
2008-03-05,5487340000
2008-03-06,5309159999
2008-03-07,5473750000
2008-03-10,5452610000
2008-03-11,5935810000
2008-03-12,5641360000
2008-03-13,5757630000
2008-03-14,5552270000
2008-03-17,5547740000
2008-03-18,5828600000
2008-03-19,5676090000
2008-03-20,5969030000
2008-03-24,5958460000
2008-03-25,5917690000
2008-03-26,5632300000
2008-03-27,5428450000
2008-03-28,5294060000
2008-03-31,5297080000
2008-04-01,5695720000
2008-04-02,5599080000
2008-04-03,5605120000
2008-04-04,5451100000
2008-04-07,5587000000
2008-04-08,5457140000
2008-04-09,5315200000
2008-04-10,5297080000
2008-04-11,5209500000
2008-04-14,5031320000
2008-04-15,5087190000
2008-04-16,5217050000
2008-04-17,5203460000
2008-04-18,5137020000
2008-04-21,5010180000
2008-04-22,4919580000
2008-04-23,4890890000
2008-04-24,5149100000
2008-04-25,5242720000
2008-04-28,5371070000
2008-04-29,5310670000
2008-04-30,5244230000
2008-05-01,5633810000
2008-05-02,5721390000
2008-05-05,5846720000
2008-05-06,6086810000
2008-05-07,5925240000
2008-05-08,5861820000
2008-05-09,5867860000
2008-05-12,5993190000
2008-05-13,5926750000
2008-05-14,5961480000
2008-05-15,5943360000
2008-05-16,5789340000
2008-05-19,5808970000
2008-05-20,5605120000
2008-05-21,5516030000
2008-05-22,5635320000
2008-05-23,5568880000
2008-05-27,5597570000
2008-05-28,5384659999
2008-05-29,5587000000
2008-05-30,5614180000
2008-06-02,5503950000
2008-06-03,5500930000
2008-06-04,5490360000
2008-06-05,5608140000
2008-06-06,5331810000
2008-06-09,5117390000
2008-06-10,5194400000
2008-06-11,4856159999
2008-06-12,4818410000
2008-06-13,4646270000
2008-06-16,4835020000
2008-06-17,4741400000
2008-06-18,4398630000
2008-06-19,4338230000
2008-06-20,4456010000
2008-06-23,4152500000
2008-06-24,4301990000
2008-06-25,4276320000
2008-06-26,4125320000
2008-06-27,4061900000
2008-06-30,3870130000
2008-07-01,4080020000
2008-07-02,3864090000
2008-07-03,3726680000
2008-07-07,3516790000
2008-07-08,3969790000
2008-07-09,3645140000
2008-07-10,3551520000
2008-07-11,3601350000
2008-07-14,3237440000
2008-07-15,3154390000
2008-07-16,3622490000
2008-07-17,4255180000
2008-07-18,4374470000
2008-07-21,4152500000
2008-07-22,4671940000
2008-07-23,4804820000
2008-07-24,4294440000
2008-07-25,4206860000
2008-07-28,4052840000
2008-07-29,4391080000
2008-07-30,4531510000
2008-07-31,4336720000
2008-08-01,4454500000
2008-08-04,4465070000
2008-08-05,4768580000
2008-08-06,4798780000
2008-08-07,4588890000
2008-08-08,4742910000
2008-08-11,4960350000
2008-08-12,4668920000
2008-08-13,4511880000
2008-08-14,4593420000
2008-08-15,4591910000
2008-08-18,4425810000
2008-08-19,4226490000
2008-08-20,4061900000
2008-08-21,3880700000
2008-08-22,4061900000
2008-08-25,3900329999
2008-08-26,3953180000
2008-08-27,3992440000
2008-08-28,4217430000
2008-08-29,4241590000
2008-09-02,4403160000
2008-09-03,4486210000
2008-09-04,4116260000
2008-09-05,4552650000
2008-09-08,5037360000
2008-09-09,4816900000
2008-09-10,4770090000
2008-09-11,4770090000
2008-09-12,4905990000
2008-09-15,4600970000
2008-09-16,4936190000
2008-09-17,4733850000
2008-09-18,5523580000
2008-09-19,6342000000
2008-09-22,5662500000
2008-09-23,5582470000
2008-09-24,5288020000
2008-09-25,5254800000
2008-09-26,5179300000
2008-09-29,4567750000
2008-09-30,4688970000
2008-10-01,5105100000
2008-10-02,4913480000
2008-10-03,4779060000
2008-10-06,4540250000
2008-10-07,4290000000
2008-10-08,3829540000
2008-10-09,3248960000
2008-10-10,3479189999
2008-10-13,3524950000
2008-10-14,4254250000
2008-10-15,4046900000
2008-10-16,4178460000
2008-10-17,4192760000
2008-10-20,4011150000
2008-10-21,4157010000
2008-10-22,3911050000
2008-10-23,3713710000
2008-10-24,3490630000
2008-10-27,3689400000
2008-10-28,4076930000
2008-10-29,3886740000
2008-10-30,3809520000
2008-10-31,3945370000
2008-11-03,3928210000
2008-11-04,4172740000
2008-11-05,3881020000
2008-11-06,3592160000
2008-11-07,3510650000
2008-11-10,3410550000
2008-11-11,3324750000
2008-11-12,3127410000
2008-11-13,3363360000
2008-11-14,3138850000
2008-11-17,3094520000
2008-11-18,3077360000
2008-11-19,2799939999
2008-11-20,2395250000
2008-11-21,2449590000
2008-11-24,2745600000
2008-11-25,2898610000
2008-11-26,3043040000
2008-11-28,3224650000
2008-12-01,2621189999
2008-12-02,2852850000
2008-12-03,2982980000
2008-12-04,2902900000
2008-12-05,3105960000
2008-12-08,3293290000
2008-12-09,3084510000
2008-12-10,3041610000
2008-12-11,2654080000
2008-12-12,2747030000
2008-12-15,2625480000
2008-12-16,2841410000
2008-12-17,2738450000
2008-12-18,2741310000
2008-12-19,2718430000
2008-12-22,2731300000
2008-12-23,2728439999
2008-12-24,2749890000
2008-12-26,2735590000
2008-12-29,2678390000
2008-12-30,2772770000
2008-12-31,2977500000
2009-01-02,3142500000
2009-01-05,2913000000
2009-01-06,3055500000
2009-01-07,2829000000
2009-01-08,2832000000
2009-01-09,2685000000
2009-01-12,2434500000
2009-01-13,2526000000
2009-01-14,2427000000
2009-01-15,2190000000
2009-01-16,2157000000
2009-01-20,1935000000
2009-01-21,2079000000
2009-01-22,2272500000
2009-01-23,2565000000
2009-01-26,2574000000
2009-01-27,2598000000
2009-01-28,2997000000
2009-01-29,2718000000
2009-01-30,2499000000
2009-02-02,2521500000
2009-02-03,2496000000
2009-02-04,2518500000
2009-02-05,2545500000
2009-02-06,2842500000
2009-02-09,2859000000
2009-02-10,2349000000
2009-02-11,2488500000
2009-02-12,2469000000
2009-02-13,2323500000
2009-02-17,2083500000
2009-02-18,2052000000
2009-02-19,1872000000
2009-02-20,2035500000
2009-02-23,2040000000
2009-02-24,2250000000
2009-02-25,2281500000
2009-02-26,2476500000
2009-02-27,2251500000
2009-03-02,2188500000
2009-03-03,2130000000
2009-03-04,2086500000
2009-03-05,1854000000
2009-03-06,1926000000
2009-03-09,2022000000
2009-03-10,2289000000
2009-03-11,2479500000
2009-03-12,2748000000
2009-03-13,2673000000
2009-03-16,2635500000
2009-03-17,2776500000
2009-03-18,3100500000
2009-03-19,2815500000
2009-03-20,2679000000
2009-03-23,3094500000
2009-03-24,2872500000
2009-03-25,3027000000
2009-03-26,2983500000
2009-03-27,2940000000
2009-03-30,2623500000
2009-03-31,2929600000
2009-04-01,3070400000
2009-04-02,3028800000
2009-04-03,3126400000
2009-04-06,2995200000
2009-04-07,2878399999
2009-04-08,2627200000
