,CMA
2009-04-09,3131200000
2009-04-13,3425600000
2009-04-14,3121600000
2009-04-15,3040000000
2009-04-16,3251200000
2009-04-17,3480000000
2009-04-20,2987200000
2009-04-21,3462400000
2009-04-22,3416000000
2009-04-23,3369600000
2009-04-24,3532799999
2009-04-27,3246400000
2009-04-28,3228800000
2009-04-29,3488000000
2009-04-30,3356800000
2009-05-01,3353600000
2009-05-04,3896000000
2009-05-05,3851200000
2009-05-06,4152000000
2009-05-07,3636800000
2009-05-08,3675200000
2009-05-11,3528000000
2009-05-12,3361600000
2009-05-13,3262400000
2009-05-14,3422400000
2009-05-15,3272000000
2009-05-18,3473600000
2009-05-19,3400000000
2009-05-20,3235200000
2009-05-21,3326400000
2009-05-22,3252799999
2009-05-26,3380800000
2009-05-27,3248000000
2009-05-28,3344000000
2009-05-29,3468800000
2009-06-01,3417600000
2009-06-02,3350400000
2009-06-03,3329600000
2009-06-04,3612799999
2009-06-05,3480000000
2009-06-08,3465600000
2009-06-09,3441600000
2009-06-10,3510400000
2009-06-11,3649600000
2009-06-12,3620800000
2009-06-15,3488000000
2009-06-16,3387200000
2009-06-17,3260800000
2009-06-18,3406400000
2009-06-19,3446400000
2009-06-22,3265600000
2009-06-23,3264000000
2009-06-24,3304000000
2009-06-25,3393600000
2009-06-26,3412799999
2009-06-29,3462400000
2009-06-30,3172500000
2009-07-01,3210000000
2009-07-02,3127500000
2009-07-06,3153000000
2009-07-07,3172500000
2009-07-08,3082500000
2009-07-09,3105000000
2009-07-10,3046500000
2009-07-13,3234000000
2009-07-14,3276000000
2009-07-15,3426000000
2009-07-16,3409500000
2009-07-17,3322500000
2009-07-20,3423000000
2009-07-21,3076500000
2009-07-22,3147000000
2009-07-23,3274499999
2009-07-24,3348000000
2009-07-27,3508500000
2009-07-28,3526500000
2009-07-29,3430500000
2009-07-30,3568500000
2009-07-31,3576000000
2009-08-03,3769500000
2009-08-04,3832500000
2009-08-05,4000500000
2009-08-06,3955500000
2009-08-07,4141500000
2009-08-10,4136999999
2009-08-11,3937500000
2009-08-12,4047000000
2009-08-13,4099499999
2009-08-14,4135500000
2009-08-17,3961500000
2009-08-18,4012500000
2009-08-19,3999000000
2009-08-20,4017000000
2009-08-21,4063500000
2009-08-24,3999000000
2009-08-25,3943500000
2009-08-26,3961500000
2009-08-27,3952500000
2009-08-28,4009500000
2009-08-31,4000500000
2009-09-01,3850500000
2009-09-02,3696000000
2009-09-03,3774000000
2009-09-04,3813000000
2009-09-08,3925500000
2009-09-09,4057500000
2009-09-10,4152000000
2009-09-11,4140000000
2009-09-14,4140000000
2009-09-15,4330500000
2009-09-16,4704000000
2009-09-17,4528500000
2009-09-18,4597500000
2009-09-21,4455000000
2009-09-22,4465500000
2009-09-23,4416000000
2009-09-24,4321500000
2009-09-25,4284000000
2009-09-28,4434000000
2009-09-29,4473000000
2009-09-30,4480170000
2009-10-01,4283870000
2009-10-02,4345780000
2009-10-05,4526980000
2009-10-06,4504330000
2009-10-07,4593420000
2009-10-08,4508860000
2009-10-09,4579830000
2009-10-12,4554160000
2009-10-13,4531510000
2009-10-14,4745930000
2009-10-15,4674960000
2009-10-16,4522450000
2009-10-19,4585870000
2009-10-20,4786700000
2009-10-21,4564730000
2009-10-22,4779150000
2009-10-23,4649290000
2009-10-26,4501310000
2009-10-27,4392590000
2009-10-28,4218940000
2009-10-29,4303500000
2009-10-30,4190250000
2009-11-02,4172130000
2009-11-03,4150990000
2009-11-04,4078510000
2009-11-05,4105690000
2009-11-06,4163070000
2009-11-09,4286890000
2009-11-10,4229510000
2009-11-11,4330680000
2009-11-12,4226490000
2009-11-13,4214410000
2009-11-16,4303500000
2009-11-17,4342760000
2009-11-18,4398630000
2009-11-19,4238570000
2009-11-20,4214410000
2009-11-23,4327660000
2009-11-24,4317090000
2009-11-25,4338230000
2009-11-27,4197800000
2009-11-30,4298970000
2009-12-01,4279340000
2009-12-02,4327660000
2009-12-03,4176660000
2009-12-04,4270280000
2009-12-07,4149480000
2009-12-08,4190250000
2009-12-09,4300480000
2009-12-10,4241590000
2009-12-11,4360880000
2009-12-14,4415240000
2009-12-15,4238570000
2009-12-16,4218940000
2009-12-17,4178170000
2009-12-18,4265750000
2009-12-21,4377490000
2009-12-22,4448460000
2009-12-23,4472620000
2009-12-24,4554160000
2009-12-28,4496780000
2009-12-29,4523960000
2009-12-30,4536040000
2009-12-31,4564065214
2010-01-04,4707608693
2010-01-05,4724586953
2010-01-06,4829543475
2010-01-07,5091934779
2010-01-08,5027108692
2010-01-11,4973086953
2010-01-12,5024021736
2010-01-13,5118173910
2010-01-14,5267891301
2010-01-15,5071869562
2010-01-19,5099652171
2010-01-20,5181456518
2010-01-21,5528739127
2010-01-22,5497869562
2010-01-25,5479347823
2010-01-26,5368217388
2010-01-27,5462369562
2010-01-28,5433043475
2010-01-29,5326543475
2010-02-01,5471630431
2010-02-02,5433043475
2010-02-03,5331173910
2010-02-04,5145956518
2010-02-05,5252456518
2010-02-08,5158304344
2010-02-09,5255543475
2010-02-10,5343521736
2010-02-11,5408347823
2010-02-12,5402173910
2010-02-16,5494782605
2010-02-17,5434586953
2010-02-18,5365130431
2010-02-19,5487065214
2010-02-22,5581217388
2010-02-23,5428413040
2010-02-24,5559608692
2010-02-25,5524108692
2010-02-26,5568869562
2010-03-01,5514847822
2010-03-02,5505586953
2010-03-03,5482434779
2010-03-04,5516391301
2010-03-05,5670739127
2010-03-08,5601282605
2010-03-09,5510217388
2010-03-10,5632152170
2010-03-11,5647586953
2010-03-12,5689260866
2010-03-15,5750999996
2010-03-16,5826630431
2010-03-17,5902260866
2010-03-18,5862130431
2010-03-19,5886826083
2010-03-22,5882195648
2010-03-23,5882195648
2010-03-24,5931586953
2010-03-25,5899173909
2010-03-26,5797304344
2010-03-29,5846695648
2010-03-30,5843608692
2010-03-31,6561900000
2010-04-01,6549825000
2010-04-05,6717150000
2010-04-06,6998325000
2010-04-07,7036275000
2010-04-08,7072500000
2010-04-09,7169100000
2010-04-12,7198424999
2010-04-13,7131150000
2010-04-14,7319175000
2010-04-15,7263975000
2010-04-16,7032825000
2010-04-19,7058700000
2010-04-20,7282950000
2010-04-21,7486500000
2010-04-22,7693500000
2010-04-23,7638300000
2010-04-26,7351950000
2010-04-27,7158750000
2010-04-28,7151850000
2010-04-29,7229474999
2010-04-30,7245000000
2010-05-03,7443375000
2010-05-04,7258800000
2010-05-05,7348500000
2010-05-06,7146675000
2010-05-07,6950025000
2010-05-10,7353675000
2010-05-11,7443375000
2010-05-12,7533075000
2010-05-13,7477875000
2010-05-14,7282950000
2010-05-17,7255350000
2010-05-18,7039725000
2010-05-19,7012125000
2010-05-20,6510150000
2010-05-21,6667125000
2010-05-24,6437700000
2010-05-25,6551549999
2010-05-26,6551549999
2010-05-27,6741300000
2010-05-28,6572250000
2010-06-01,6427350000
2010-06-02,6653325000
2010-06-03,6553275000
2010-06-04,6253125000
2010-06-07,6199650000
2010-06-08,6341100000
2010-06-09,6315225000
2010-06-10,6506700000
2010-06-11,6458400000
2010-06-14,6496349999
2010-06-15,6684375000
2010-06-16,6651600000
2010-06-17,6622275000
2010-06-18,6765450000
2010-06-21,6732675000
2010-06-22,6608475000
2010-06-23,6520499999
2010-06-24,6358350000
2010-06-25,6629175000
2010-06-28,6655050000
2010-06-29,6425625000
2010-06-30,6391088243
2010-07-01,6319941185
2010-07-02,6122117655
2010-07-06,6254000008
2010-07-07,6670470597
2010-07-08,6625352950
2010-07-09,6793676479
2010-07-12,6755500009
2010-07-13,6955058832
2010-07-14,6797147068
2010-07-15,6731205891
2010-07-16,6276558832
2010-07-19,6283500008
2010-07-20,6387617655
2010-07-21,6285235302
2010-07-22,6479588244
2010-07-23,6549000008
2010-07-26,6713852950
2010-07-27,6795411773
2010-07-28,6760705891
2010-07-29,6731205891
2010-07-30,6656588244
2010-08-02,6837058832
2010-08-03,6811029421
2010-08-04,6738147067
2010-08-05,6632294126
2010-08-06,6448352949
2010-08-09,6476117655
2010-08-10,6524705891
2010-08-11,6290441185
2010-08-12,6290441185
2010-08-13,6224500008
2010-08-16,6248794126
2010-08-17,6304323537
2010-08-18,6314735302
2010-08-19,6163764714
2010-08-20,6132529420
2010-08-23,6080470596
2010-08-24,5934705890
2010-08-25,5868764713
2010-08-26,5780264713
2010-08-27,5910411772
2010-08-30,5802823537
2010-08-31,5971147066
2010-09-01,6165500008
2010-09-02,6302588243
2010-09-03,6408441185
2010-09-07,6259205890
2010-09-08,6351176479
2010-09-09,6378941185
2010-09-10,6368529420
2010-09-13,6597588244
2010-09-14,6507352950
2010-09-15,6557676479
2010-09-16,6446617655
2010-09-17,6399764714
2010-09-20,6536852950
2010-09-21,6361588243
2010-09-22,6241852949
2010-09-23,6127323537
2010-09-24,6304323537
2010-09-27,6137735302
2010-09-28,6354647067
2010-09-29,6337294126
2010-09-30,6535648150
2010-10-01,6537407410
2010-10-04,6528611113
2010-10-05,6801296299
2010-10-06,6885740743
2010-10-07,6796018521
2010-10-08,6808333336
2010-10-11,6790740743
2010-10-12,6841759262
2010-10-13,6767870373
2010-10-14,6790740743
2010-10-15,6716851854
2010-10-18,6905092595
2010-10-19,6753796299
2010-10-20,6322777780
2010-10-21,6277037039
2010-10-22,6379074076
2010-10-25,6197870372
2010-10-26,6245370373
2010-10-27,6384351854
2010-10-28,6280555558
2010-10-29,6294629632
2010-11-01,6313981484
2010-11-02,6324537039
2010-11-03,6509259262
2010-11-04,6686944447
2010-11-05,6797777780
2010-11-08,6829444447
2010-11-09,6681666669
2010-11-10,6736203706
2010-11-11,6683425928
2010-11-12,6556759262
2010-11-15,6625370373
2010-11-16,6463518521
2010-11-17,6498703706
2010-11-18,6581388891
2010-11-19,6530370373
2010-11-22,6519814817
2010-11-23,6419537039
2010-11-24,6465277780
2010-11-26,6416018521
2010-11-29,6505740743
2010-11-30,6419537039
2010-12-01,6570833336
2010-12-02,6876944447
2010-12-03,6963148151
2010-12-06,6935000002
2010-12-07,6818888891
2010-12-08,7047592595
2010-12-09,7135555558
2010-12-10,7207685188
2010-12-13,7132037040
2010-12-14,7172500003
2010-12-15,7079259262
2010-12-16,7153148151
2010-12-17,7272777780
2010-12-20,7344907410
2010-12-21,7510277780
2010-12-22,7517314817
2010-12-23,7434629632
2010-12-27,7469814817
2010-12-28,7533148151
2010-12-29,7517314817
2010-12-30,7466296299
2010-12-31,7392000000
2011-01-03,7484750000
2011-01-04,7588000000
2011-01-05,7556500000
2011-01-06,7229250000
2011-01-07,7176750000
2011-01-10,7164500000
2011-01-11,7206500000
2011-01-12,7353500000
2011-01-13,7351750000
2011-01-14,7393750000
2011-01-18,6779500000
2011-01-19,6676250000
2011-01-20,6804000000
2011-01-21,6912500000
2011-01-24,6856500000
2011-01-25,6842500000
2011-01-26,6727000000
2011-01-27,6714750000
2011-01-28,6648250000
2011-01-31,6685000000
2011-02-01,6823250000
2011-02-02,6783000000
2011-02-03,6723500000
2011-02-04,6755000000
2011-02-07,6851250000
2011-02-08,6891500000
2011-02-09,6921249999
2011-02-10,6888000000
2011-02-11,6968500000
2011-02-14,6987750000
2011-02-15,6954500000
2011-02-16,6919500000
2011-02-17,6854750000
2011-02-18,6938750000
2011-02-22,6614999999
2011-02-23,6580000000
2011-02-24,6709500000
2011-02-25,6795250000
2011-02-28,6807500000
2011-03-01,6667500000
2011-03-02,6681500000
2011-03-03,6797000000
2011-03-04,6713000000
2011-03-07,6648250000
2011-03-08,6772500000
2011-03-09,6849500000
2011-03-10,6807500000
2011-03-11,6849500000
2011-03-14,6702499999
2011-03-15,6573000000
2011-03-16,6459249999
2011-03-17,6508250000
2011-03-18,6613250000
2011-03-21,6594000000
2011-03-22,6522250000
2011-03-23,6443500000
2011-03-24,6445250000
2011-03-25,6438250000
2011-03-28,6387500000
2011-03-29,6377000000
2011-03-30,6431250000
2011-03-31,6426000000
2011-04-01,6466250000
2011-04-04,6487250000
2011-04-05,6473250000
2011-04-06,6546749999
2011-04-07,6709500000
2011-04-08,6620250000
2011-04-11,6683250000
2011-04-12,6727000000
2011-04-13,6718250000
2011-04-14,6653500000
2011-04-15,6639500000
2011-04-18,6555500000
2011-04-19,6412000000
2011-04-20,6405000000
2011-04-21,6354250000
2011-04-25,6368250000
2011-04-26,6497750000
2011-04-27,6648250000
2011-04-28,6643000000
2011-04-29,6637750000
2011-05-02,6634249999
2011-05-03,6650000000
2011-05-04,6620250000
2011-05-05,6569500000
2011-05-06,6557250000
2011-05-09,6518750000
2011-05-10,6555500000
2011-05-11,6485500000
2011-05-12,6476750000
2011-05-13,6368250000
2011-05-16,6420750000
2011-05-17,6513500000
2011-05-18,6536250000
2011-05-19,6482000000
2011-05-20,6382250000
2011-05-23,6264999999
2011-05-24,6261500000
2011-05-25,6152999999
2011-05-26,6186250000
2011-05-27,6284249999
2011-05-31,6319250000
2011-06-01,6039250000
2011-06-02,6030500000
2011-06-03,5974500000
2011-06-06,5934249999
2011-06-07,5962250000
2011-06-08,5914999999
2011-06-09,5948250000
2011-06-10,5911500000
2011-06-13,5885250000
2011-06-14,6020000000
2011-06-15,5909750000
2011-06-16,5941250000
2011-06-17,6021749999
2011-06-20,5999000000
2011-06-21,6055000000
2011-06-22,5974500000
2011-06-23,5930750000
2011-06-24,5904500000
2011-06-27,5946499999
2011-06-28,5936000000
2011-06-29,5992000000
2011-06-30,6637440000
2011-07-01,6794880000
2011-07-05,6589440000
2011-07-06,6512640000
2011-07-07,6662400000
2011-07-08,6487680000
2011-07-11,6337920000
2011-07-12,6272640000
2011-07-13,6355200000
2011-07-14,6255360000
2011-07-15,6257280000
2011-07-18,6203520000
2011-07-19,6236159999
2011-07-20,6314880000
2011-07-21,6516480000
2011-07-22,6485760000
2011-07-25,6464640000
2011-07-26,6441599999
2011-07-27,6272640000
2011-07-28,6224640000
2011-07-29,6149760000
2011-08-01,6117120000
2011-08-02,5904000000
2011-08-03,5969280000
2011-08-04,5742720000
2011-08-05,5592960000
2011-08-08,5041920000
2011-08-09,5145600000
2011-08-10,4650240000
2011-08-11,4780800000
2011-08-12,4686720000
2011-08-15,4865280000
2011-08-16,4730880000
2011-08-17,4761600000
2011-08-18,4475520000
2011-08-19,4335360000
2011-08-22,4331520000
2011-08-23,4498560000
2011-08-24,4577280000
2011-08-25,4494720000
2011-08-26,4609920000
2011-08-29,4842240000
2011-08-30,4817280000
2011-08-31,4913280000
2011-09-01,4696320000
2011-09-02,4500480000
2011-09-06,4350720000
2011-09-07,4519680000
2011-09-08,4325760000
2011-09-09,4283519999
2011-09-12,4358400000
2011-09-13,4569600000
2011-09-14,4684800000
2011-09-15,4800000000
2011-09-16,4786560000
2011-09-19,4686720000
2011-09-20,4702080000
2011-09-21,4356480000
2011-09-22,4220160000
2011-09-23,4318080000
2011-09-26,4496640000
2011-09-27,4494720000
2011-09-28,4346880000
2011-09-29,4598400000
2011-09-30,4525090000
2011-10-03,4371430000
2011-10-04,4631470000
2011-10-05,4698450000
2011-10-06,4911210000
2011-10-07,4631470000
2011-10-10,4889540000
2011-10-11,4988040000
2011-10-12,5151550000
2011-10-13,5035320000
2011-10-14,5055020000
2011-10-17,4820590000
2011-10-18,5092450000
2011-10-19,4556610000
2011-10-20,4544790000
2011-10-21,4802860000
2011-10-24,4942730000
2011-10-25,4779220000
2011-10-26,4946670000
2011-10-27,5155490000
2011-10-28,5106240000
2011-10-31,5033350000
2011-11-01,4889540000
2011-11-02,5027440000
2011-11-03,5122000000
2011-11-04,5058960000
2011-11-07,5137760000
2011-11-08,5289450000
2011-11-09,5031380000
2011-11-10,5051080000
2011-11-11,5214590000
2011-11-14,5096390000
2011-11-15,5145640000
2011-11-16,5058960000
2011-11-17,4940760000
2011-11-18,4905300000
2011-11-21,4745730000
2011-11-22,4704360000
2011-11-23,4505390000
2011-11-25,4534940000
2011-11-28,4674810000
2011-11-29,4716180000
2011-11-30,4968340000
2011-12-01,4952580000
2011-12-02,4966370000
2011-12-05,5110180000
2011-12-06,5100330000
2011-12-07,5252020000
2011-12-08,5070780000
2011-12-09,5220500000
2011-12-12,5082600000
2011-12-13,4936820000
2011-12-14,4928940000
2011-12-15,4942730000
2011-12-16,4873780000
2011-12-19,4753610000
2011-12-20,4948640000
2011-12-21,4976220000
2011-12-22,5108210000
2011-12-23,5167310000
2011-12-27,5133820000
2011-12-28,5053050000
2011-12-29,5127910000
2011-12-30,5082600000
2012-01-03,5210400000
2012-01-04,5226000000
2012-01-05,5339100000
2012-01-06,5444400000
2012-01-09,5530200000
2012-01-10,5555550000
2012-01-11,5600400000
2012-01-12,5705700000
2012-01-13,5740800000
2012-01-17,5723250000
2012-01-18,5734950000
2012-01-19,5592600000
2012-01-20,5768100000
2012-01-23,5752500000
2012-01-24,5772000000
2012-01-25,5692050000
2012-01-26,5438550000
2012-01-27,5463900000
2012-01-30,5426850000
2012-01-31,5395650000
2012-02-01,5477550000
2012-02-02,5518500000
2012-02-03,5865600000
2012-02-06,5807100000
2012-02-07,5867550000
2012-02-08,5943600000
2012-02-09,5933850000
2012-02-10,5877300000
2012-02-13,5879250000
2012-02-14,5850000000
2012-02-15,5785650000
2012-02-16,5943600000
2012-02-17,6074250000
2012-02-21,5996250000
2012-02-22,5750550000
2012-02-23,5789550000
2012-02-24,5717400000
2012-02-27,5746650000
2012-02-28,5742750000
2012-02-29,5789550000
2012-03-01,5883150000
2012-03-02,5766150000
2012-03-05,5674500000
2012-03-06,5567250000
2012-03-07,5740800000
2012-03-08,5857800000
2012-03-09,5935800000
2012-03-12,5939700000
2012-03-13,6193200000
2012-03-14,6259500000
2012-03-15,6546150000
2012-03-16,6474000000
2012-03-19,6493499999
2012-03-20,6474000000
2012-03-21,6374550000
2012-03-22,6277050000
2012-03-23,6296550000
2012-03-26,6388200000
2012-03-27,6304350000
2012-03-28,6353100000
2012-03-29,6304350000
2012-03-30,6310200000
2012-04-02,6264260000
2012-04-03,6314699999
2012-04-04,6211880000
2012-04-05,6149800000
2012-04-09,6046980000
2012-04-10,5895660000
2012-04-11,5948040000
2012-04-12,6081900000
2012-04-13,5926700000
2012-04-16,5986840000
2012-04-17,6198300000
2012-04-18,6109060000
2012-04-19,6138160000
2012-04-20,6130400000
2012-04-23,6093540000
2012-04-24,6182780000
2012-04-25,6215760000
2012-04-26,6283660000
2012-04-27,6306940000
2012-04-30,6211880000
2012-05-01,6320520000
2012-05-02,6299180000
2012-05-03,6272020000
2012-05-04,6163380000
2012-05-07,6176960000
2012-05-08,6095480000
2012-05-09,6085780000
2012-05-10,6130400000
2012-05-11,6112940000
2012-05-14,5920880000
2012-05-15,5852980000
2012-05-16,5823880000
2012-05-17,5783140000
2012-05-18,5674500000
2012-05-21,5705540000
2012-05-22,5754040000
2012-05-23,5802540000
2012-05-24,5864620000
2012-05-25,5897600000
2012-05-29,6021760000
2012-05-30,5831640000
2012-05-31,5901480000
2012-06-01,5563920000
2012-06-04,5428120000
2012-06-05,5468860000
2012-06-06,5548400000
2012-06-07,5614360000
2012-06-08,5721060000
2012-06-11,5532880000
2012-06-12,5678380000
2012-06-13,5618240000
2012-06-14,5742400000
2012-06-15,5812240000
2012-06-18,5754040000
2012-06-19,5866560000
2012-06-20,5862680000
2012-06-21,5775380000
2012-06-22,5874320000
2012-06-25,5662860000
2012-06-26,5746280000
2012-06-27,5798660000
2012-06-28,5831640000
2012-06-29,5957740000
2012-07-02,5909000000
2012-07-03,5994500000
2012-07-05,5852000000
2012-07-06,5812100000
2012-07-09,5770300000
2012-07-10,5700000000
2012-07-11,5760800000
2012-07-12,5681000000
2012-07-13,5831100000
2012-07-16,5853900000
2012-07-17,6078100000
2012-07-18,6007800000
2012-07-19,5928000000
2012-07-20,5825400000
2012-07-23,5720900000
2012-07-24,5671500000
2012-07-25,5669600000
2012-07-26,5793100000
2012-07-27,5855800000
2012-07-30,5789300000
2012-07-31,5739900000
2012-08-01,5734200000
2012-08-02,5658200000
2012-08-03,5825400000
2012-08-06,5772200000
2012-08-07,5791200000
2012-08-08,5812100000
2012-08-09,5821600000
2012-08-10,5853900000
2012-08-13,5852000000
2012-08-14,5827300000
2012-08-15,5895700000
2012-08-16,5867200000
2012-08-17,5985000000
2012-08-20,5920400000
2012-08-21,5886200000
2012-08-22,5876700000
2012-08-23,5802600000
2012-08-24,5842500000
2012-08-27,5831100000
2012-08-28,5895700000
2012-08-29,5937500000
2012-08-30,5890000000
2012-08-31,5834900000
2012-09-04,5836800000
2012-09-05,5796900000
2012-09-06,6019200000
2012-09-07,6123699999
2012-09-10,6023000000
2012-09-11,6024900000
2012-09-12,6112300000
2012-09-13,6289000000
2012-09-14,6275700000
2012-09-17,6157899999
2012-09-18,6097100000
2012-09-19,6074300000
2012-09-20,6019200000
2012-09-21,5941300000
2012-09-24,5994500000
2012-09-25,5846300000
2012-09-26,5838700000
2012-09-27,5909000000
2012-09-28,5899500000
2012-10-01,5742400000
2012-10-02,5703550000
2012-10-03,5777550000
2012-10-04,5862650000
2012-10-05,5883000000
2012-10-08,5842300000
2012-10-09,5816400000
2012-10-10,5781250000
2012-10-11,5840450000
2012-10-12,5714650000
2012-10-15,5712800000
2012-10-16,5742400000
2012-10-17,5605500000
2012-10-18,5485250000
2012-10-19,5444550000
2012-10-22,5470450000
2012-10-23,5427900000
2012-10-24,5394600000
2012-10-25,5470450000
2012-10-26,5405700000
2012-10-31,5514850000
2012-11-01,5646200000
2012-11-02,5592550000
2012-11-05,5548150000
2012-11-06,5577750000
2012-11-07,5329850000
2012-11-08,5270650000
2012-11-09,5261400000
2012-11-12,5292850000
2012-11-13,5250300000
2012-11-14,5155950000
2012-11-15,5183700000
2012-11-16,5189250000
2012-11-19,5302100000
2012-11-20,5348350000
2012-11-21,5303950000
2012-11-23,5400150000
2012-11-26,5511150000
2012-11-27,5474150000
2012-11-28,5490800000
2012-11-29,5442700000
2012-11-30,5474150000
2012-12-03,5387200000
2012-12-04,5331700000
2012-12-05,5348350000
2012-12-06,5352050000
2012-12-07,5389050000
2012-12-10,5413100000
2012-12-11,5442700000
2012-12-12,5414950000
2012-12-13,5340950000
2012-12-14,5302100000
2012-12-17,5431600000
2012-12-18,5627700000
2012-12-19,5579600000
2012-12-20,5625850000
2012-12-21,5583300000
2012-12-24,5551850000
2012-12-26,5599950000
2012-12-27,5581450000
2012-12-28,5574050000
2012-12-31,5612900000
2013-01-02,5794200000
2013-01-03,5868200000
2013-01-04,6029150000
2013-01-07,5982900000
2013-01-08,5907050000
2013-01-09,5846000000
2013-01-10,5938500000
2013-01-11,5888550000
2013-01-14,5868200000
2013-01-15,5895950000
2013-01-16,6114249999
2013-01-17,6199350000
2013-01-18,6227099999
2013-01-22,6251150000
2013-01-23,6195650000
2013-01-24,6208600000
2013-01-25,6236350000
2013-01-28,6264100000
2013-01-29,6269650000
2013-01-30,6345499999
2013-01-31,6356600000
2013-02-01,6486100000
2013-02-04,6347350000
2013-02-05,6443550000
2013-02-06,6500900000
2013-02-07,6491650000
2013-02-08,6543450000
2013-02-11,6486100000
2013-02-12,6475000000
2013-02-13,6493500000
2013-02-14,6534200000
2013-02-15,6443550000
2013-02-19,6549000000
2013-02-20,6421350000
2013-02-21,6216000000
2013-02-22,6345499999
2013-02-25,6201200000
2013-02-26,6208600000
2013-02-27,6264100000
2013-02-28,6360300000
2013-03-01,6378799999
2013-03-04,6504599999
2013-03-05,6443550000
2013-03-06,6528650000
2013-03-07,6534200000
2013-03-08,6713650000
2013-03-11,6789500000
2013-03-12,6719200000
2013-03-13,6743250000
2013-03-14,6804300000
2013-03-15,6802450000
2013-03-18,6691450000
2013-03-19,6645200000
2013-03-20,6680350000
2013-03-21,6658150000
2013-03-22,6706250000
2013-03-25,6660000000
2013-03-26,6676650000
2013-03-27,6604500000
2013-03-28,6650750000
2013-04-01,6456240000
2013-04-02,6432450000
2013-04-03,6256770000
2013-04-04,6265920000
2013-04-05,6315330000
2013-04-08,6340950000
2013-04-09,6395850000
2013-04-10,6489180000
2013-04-11,6487350000
2013-04-12,6414149999
2013-04-15,6245790000
2013-04-16,6364740000
2013-04-17,6298860000
2013-04-18,6276899999
2013-04-19,6379380000
2013-04-22,6350100000
2013-04-23,6423300000
2013-04-24,6564210000
2013-04-25,6628260000
2013-04-26,6571529999
2013-04-29,6630089999
2013-04-30,6633750000
2013-05-01,6547740000
2013-05-02,6633750000
2013-05-03,6783810000
2013-05-06,6857010000
2013-05-07,6928380000
2013-05-08,6954000000
2013-05-09,6908250000
2013-05-10,6944850000
2013-05-13,7010730000
2013-05-14,7144320000
2013-05-15,7224839999
2013-05-16,7228500000
2013-05-17,7298040000
2013-05-20,7274250000
2013-05-21,7255950000
2013-05-22,7080270000
2013-05-23,7083930000
2013-05-24,7129680000
2013-05-28,7233990000
2013-05-29,7246800000
2013-05-30,7347450000
2013-05-31,7226670000
2013-06-03,7111380000
2013-06-04,7065630000
2013-06-05,6948510000
2013-06-06,6999750000
2013-06-07,7111380000
2013-06-10,7111380000
2013-06-11,6975960000
2013-06-12,6877140000
2013-06-13,6941190000
2013-06-14,6835050000
2013-06-17,6878970000
2013-06-18,6910080000
2013-06-19,6847860000
2013-06-20,6855180000
2013-06-21,7071120000
2013-06-24,7034520000
2013-06-25,7259610000
2013-06-26,7287060000
2013-06-27,7325490000
2013-06-28,7288890000
2013-07-01,7321859999
2013-07-02,7412859999
2013-07-03,7449260000
2013-07-05,7747740000
2013-07-08,7725900000
2013-07-09,7742280000
2013-07-10,7576660000
2013-07-11,7451080000
2013-07-12,7587580000
2013-07-15,7563920000
2013-07-16,7436520000
2013-07-17,7471099999
2013-07-18,7671300000
2013-07-19,7676760000
2013-07-22,7771400000
2013-07-23,7804160000
2013-07-24,7800520000
2013-07-25,7771400000
2013-07-26,7713160000
2013-07-29,7647640000
2013-07-30,7664020000
2013-07-31,7742280000
2013-08-01,7898800000
2013-08-02,7847840000
2013-08-05,7860580000
2013-08-06,7764119999
2013-08-07,7720440000
2013-08-08,7724080000
2013-08-09,7702240000
2013-08-12,7654920000
2013-08-13,7700420000
2013-08-14,7680400000
2013-08-15,7625800000
2013-08-16,7747740000
2013-08-19,7629440000
2013-08-20,7724080000
2013-08-21,7700420000
2013-08-22,7833280000
2013-08-23,7795060000
2013-08-26,7738640000
2013-08-27,7436520000
2013-08-28,7454720000
2013-08-29,7483840000
2013-08-30,7432880000
2013-09-03,7412859999
2013-09-04,7469280000
2013-09-05,7587580000
2013-09-06,7507500000
2013-09-09,7511140000
2013-09-10,7494760000
2013-09-11,7423780000
2013-09-12,7343700000
2013-09-13,7372820000
2013-09-16,7431060000
2013-09-17,7489300000
2013-09-18,7369180000
2013-09-19,7221760000
2013-09-20,7230859999
2013-09-23,7172619999
2013-09-24,7178080000
2013-09-25,7205380000
2013-09-26,7147140000
2013-09-27,7132580000
2013-09-30,7075800000
2013-10-01,7144200000
2013-10-02,7073999999
2013-10-03,7030800000
2013-10-04,7131600000
2013-10-07,6976800000
2013-10-08,6957000000
2013-10-09,7011000000
2013-10-10,7250400000
2013-10-11,7313400000
2013-10-14,7342200000
2013-10-15,7302600000
2013-10-16,7484400000
2013-10-17,7518600000
2013-10-18,7570800000
2013-10-21,7610400000
2013-10-22,7666200000
2013-10-23,7637400000
2013-10-24,7646399999
2013-10-25,7689600000
2013-10-28,7731000000
2013-10-29,7815600000
2013-10-30,7822800000
2013-10-31,7793999999
2013-11-01,7747200000
2013-11-04,7793999999
2013-11-05,7876800000
2013-11-06,7928999999
2013-11-07,7808400000
2013-11-08,8136000000
2013-11-11,8087400000
2013-11-12,8035200000
2013-11-13,8040600000
2013-11-14,8044200000
2013-11-15,8082000000
2013-11-18,8058600000
2013-11-19,8073000000
2013-11-20,8062200000
2013-11-21,8152200000
2013-11-22,8206200000
