,REG
2004-08-25,2805658186
2004-08-26,2802591893
2004-08-27,2810564255
2004-08-30,2820989652
2004-08-31,2820989652
2004-09-01,2817923358
2004-09-02,2820989652
2004-09-03,2851652583
2004-09-07,2888448100
2004-09-08,2918497772
2004-09-09,2843680220
2004-09-10,2825895720
2004-09-13,2806884703
2004-09-14,2750464910
2004-09-15,2755370979
2004-09-16,2813630548
2004-09-17,2817923358
2004-09-20,2799525600
2004-09-21,2795232789
2004-09-22,2767636152
2004-09-23,2759663790
2004-09-24,2765796376
2004-09-27,2774995255
2004-09-28,2804431669
2004-09-29,2819149876
2004-09-30,2825524450
2004-10-01,2844365331
2004-10-04,2841326479
2004-10-05,2857128509
2004-10-06,2858344050
2004-10-07,2807899109
2004-10-08,2820054516
2004-10-11,2807899109
2004-10-12,2823093368
2004-10-13,2826739990
2004-10-14,2905142368
2004-10-15,2920336627
2004-10-18,2923375479
2004-10-19,2888732568
2004-10-20,2879008242
2004-10-21,2902103516
2004-10-22,2880831553
2004-10-25,2863206213
2004-10-26,2947686294
2004-10-27,2968958257
2004-10-28,2956195079
2004-10-29,2969566027
2004-11-01,3018795427
2004-11-02,3007247790
2004-11-03,3057084961
2004-11-04,3126978553
2004-11-05,2984152516
2004-11-08,2984152516
2004-11-09,2999346775
2004-11-10,2999346775
2004-11-11,3066201516
2004-11-12,3133664027
2004-11-15,3177423494
2004-11-16,3173776872
2004-11-17,3076533612
2004-11-18,3063162664
2004-11-19,3046752864
2004-11-22,3019403198
2004-11-23,3027304212
2004-11-24,3111784294
2004-11-26,3101452198
2004-11-29,3124547472
2004-11-30,3160405924
2004-12-01,3198087686
2004-12-02,3180462346
2004-12-03,3236377220
2004-12-06,3236377220
2004-12-07,3187147820
2004-12-08,3209027553
2004-12-09,3242454923
2004-12-10,3263726886
2004-12-13,3284998849
2004-12-14,3255218101
2004-12-15,3263726886
2004-12-16,3233338368
2004-12-17,3284998849
2004-12-20,3281959998
2004-12-21,3289861012
2004-12-22,3294115405
2004-12-23,3264334657
2004-12-27,3249140398
2004-12-28,3256433642
2004-12-29,3281352227
2004-12-30,3313564057
2004-12-31,3493826207
2005-01-03,3439589915
2005-01-04,3383461660
2005-01-05,3237149805
2005-01-06,3262375987
2005-01-07,3248501587
2005-01-10,3233365877
2005-01-11,3184805477
2005-01-12,3186066786
2005-01-13,3197418568
2005-01-14,3239041768
2005-01-18,3277511696
2005-01-19,3307783114
2005-01-20,3300215260
2005-01-21,3285710205
2005-01-24,3239672423
2005-01-25,3175345659
2005-01-26,3161471259
2005-01-27,3119848058
2005-01-28,3140659659
2005-01-31,3115433477
2005-02-01,3126785258
2005-02-02,3107865622
2005-02-03,3097144495
2005-02-04,3159579295
2005-02-07,3156426022
2005-02-08,3179129586
2005-02-09,3204355768
2005-02-10,3182913513
2005-02-11,3162732568
2005-02-14,3192373332
2005-02-15,3200571841
2005-02-16,3244717659
2005-02-17,3282556932
2005-02-18,3251024205
2005-02-22,3169669768
2005-02-23,3162732568
2005-02-24,3159579295
2005-02-25,3210031659
2005-02-28,3216338205
2005-03-01,3216338205
2005-03-02,3169669768
2005-03-03,3209401004
2005-03-04,3240303077
2005-03-07,3242825696
2005-03-08,3235888496
2005-03-09,3138137040
2005-03-10,3162732568
2005-03-11,3121740022
2005-03-14,3175345659
2005-03-15,3181652204
2005-03-16,3137506386
2005-03-17,3143182277
2005-03-18,3123001331
2005-03-21,3104081695
2005-03-22,3060566531
2005-03-23,3000654348
2005-03-24,3020204639
2005-03-28,2986149294
2005-03-29,2982996021
2005-03-30,2995609112
2005-03-31,2993024523
2005-04-01,3008734288
2005-04-04,3003707163
2005-04-05,3020045319
2005-04-06,3025700835
2005-04-07,3030099569
2005-04-08,3029471179
2005-04-11,3043295772
2005-04-12,3110533569
2005-04-13,3121844600
2005-04-14,3089796678
2005-04-15,3089796678
2005-04-18,3109905178
2005-04-19,3129385287
2005-04-20,3204792162
2005-04-21,3207934115
2005-04-22,3229927786
2005-04-25,3267631224
2005-04-26,3239982036
2005-04-27,3271401567
2005-04-28,3299050755
2005-04-29,3308476614
2005-05-02,3324186379
2005-05-03,3311618567
2005-05-04,3317902473
2005-05-05,3374457629
2005-05-06,3339896145
2005-05-09,3418444972
2005-05-10,3406505551
2005-05-11,3422843707
2005-05-12,3421586925
2005-05-13,3417816582
2005-05-16,3417188191
2005-05-17,3451749675
2005-05-18,3484425987
2005-05-19,3537839190
2005-05-20,3537839190
2005-05-23,3547893440
2005-05-24,3458661972
2005-05-25,3424100488
2005-05-26,3408390722
2005-05-27,3425985660
2005-05-31,3509561612
2005-06-01,3575542627
2005-06-02,3571143893
2005-06-03,3559832862
2005-06-06,3600678252
2005-06-07,3630212611
2005-06-08,3625813877
2005-06-09,3657861799
2005-06-10,3680483861
2005-06-13,3715045345
2005-06-14,3747093267
2005-06-15,3742694532
2005-06-16,3720700861
2005-06-17,3721329251
2005-06-20,3710646611
2005-06-21,3670429611
2005-06-22,3652206283
2005-06-23,3638381689
2005-06-24,3629584221
2005-06-27,3611360893
2005-06-28,3589995612
2005-06-29,3578056190
2005-06-30,3753818068
2005-07-01,3782037329
2005-07-05,3830600710
2005-07-06,3817475472
2005-07-07,3822069305
2005-07-08,3888351757
2005-07-11,3925758685
2005-07-12,3919852328
2005-07-13,3904758305
2005-07-14,3841757162
2005-07-15,3877851567
2005-07-18,3868663900
2005-07-19,3887695495
2005-07-20,3885070448
2005-07-21,3868663900
2005-07-22,3904758305
2005-07-25,3908039614
2005-07-26,3940852709
2005-07-27,3972353280
2005-07-28,4026166756
2005-07-29,4049135923
2005-08-01,4071448827
2005-08-02,4141668850
2005-08-03,4131168660
2005-08-04,4057011065
2005-08-05,3959228042
2005-08-08,3769568353
2005-08-09,3782037329
2005-08-10,3791224996
2005-08-11,3760380687
2005-08-12,3735442734
2005-08-15,3795818829
2005-08-16,3824694353
2005-08-17,3791224996
2005-08-18,3782693591
2005-08-19,3768255829
2005-08-22,3817475472
2005-08-23,3800412662
2005-08-24,3814850424
2005-08-25,3846350995
2005-08-26,3765630782
2005-08-29,3772193401
2005-08-30,3738067782
2005-08-31,3827975662
2005-09-01,3839132115
2005-09-02,3848319781
2005-09-06,3947415328
2005-09-07,3895570638
2005-09-08,3885070448
2005-09-09,3923133638
2005-09-12,3898195686
2005-09-13,3876539043
2005-09-14,3870632686
2005-09-15,3894914376
2005-09-16,3908039614
2005-09-19,3873257733
2005-09-20,3847663519
2005-09-21,3757099377
2005-09-22,3747911710
2005-09-23,3739380306
2005-09-26,3724286282
2005-09-27,3707223473
2005-09-28,3679660473
2005-09-29,3711161044
2005-09-30,3864050289
2005-10-03,3855979166
2005-10-04,3795445741
2005-10-05,3738947877
2005-10-06,3682450014
2005-10-07,3645457366
2005-10-10,3603083968
2005-10-11,3586941722
2005-10-12,3533134233
2005-10-13,3521027548
2005-10-14,3612500279
2005-10-17,3650838115
2005-10-18,3578870598
2005-10-19,3644784772
2005-10-20,3618553621
2005-10-21,3666980361
2005-10-24,3740965658
2005-10-25,3718770069
2005-10-26,3657564051
2005-10-27,3597030626
2005-10-28,3702627823
2005-10-31,3744328626
2005-11-01,3625279557
2005-11-02,3689848544
2005-11-03,3666307768
2005-11-04,3623934370
2005-11-07,3664962580
2005-11-08,3632005494
2005-11-09,3691866325
2005-11-10,3740965658
2005-11-11,3790737585
2005-11-14,3798808709
2005-11-15,3792082773
2005-11-16,3767196809
2005-11-17,3840509513
2005-11-18,3861359915
2005-11-21,3890954033
2005-11-22,3944088929
2005-11-23,3953505239
2005-11-25,3949469677
2005-11-28,3881537723
2005-11-29,3896334782
2005-11-30,3904405906
2005-12-01,3968302299
2005-12-02,3950142271
2005-12-05,3915839997
2005-12-06,3901042938
2005-12-07,3901042938
2005-12-08,3942743741
2005-12-09,3954177833
2005-12-12,3939380773
2005-12-13,3968302299
2005-12-14,3976373422
2005-12-15,3979063796
2005-12-16,3968302299
2005-12-19,3899697750
2005-12-20,3876156974
2005-12-21,3911804435
2005-12-22,3945434116
2005-12-23,3949469677
2005-12-27,3940725960
2005-12-28,3958885988
2005-12-29,3918530371
2005-12-30,3964939330
2006-01-03,4105476648
2006-01-04,4131275906
2006-01-05,4176085143
2006-01-06,4254161845
2006-01-09,4282676814
2006-01-10,4368221722
2006-01-11,4343101392
2006-01-12,4358716732
2006-01-13,4247372567
2006-01-17,4254840773
2006-01-18,4279282175
2006-01-19,4366863866
2006-01-20,4319338918
2006-01-23,4328164980
2006-01-24,4368900650
2006-01-25,4324770340
2006-01-26,4329522835
2006-01-27,4387910629
2006-01-30,4368900650
2006-01-31,4375689928
2006-02-01,4394020980
2006-02-02,4358716732
2006-02-03,4313228567
2006-02-06,4314586423
2006-02-07,4266382546
2006-02-08,4214105102
2006-02-09,4233115082
2006-02-10,4216141886
2006-02-13,4197810834
2006-02-14,4237867577
2006-02-15,4267740402
2006-02-16,4280640031
2006-02-17,4293539660
2006-02-21,4320017845
2006-02-22,4392663124
2006-02-23,4389947413
2006-02-24,4380442423
2006-02-27,4391984196
2006-02-28,4379084568
2006-03-01,4413030960
2006-03-02,4406920609
2006-03-03,4378405640
2006-03-06,4484318383
2006-03-07,4384515990
2006-03-08,4413030960
2006-03-09,4465308403
2006-03-10,4501970507
2006-03-13,4441545929
2006-03-14,4444940568
2006-03-15,4559000445
2006-03-16,4612635744
2006-03-17,4670344611
2006-03-20,4598378260
2006-03-21,4547458672
2006-03-22,4560358301
2006-03-23,4560358301
2006-03-24,4544742960
2006-03-27,4467345187
2006-03-28,4501291579
2006-03-29,4601772899
2006-03-30,4504007290
2006-03-31,4592936863
2006-04-03,4547820948
2006-04-04,4541668778
2006-04-05,4579265374
2006-04-06,4581316097
2006-04-07,4510907927
2006-04-10,4431613289
2006-04-11,4406321033
2006-04-12,4405637459
2006-04-13,4316089203
2006-04-17,4289429799
2006-04-18,4352318650
2006-04-19,4368040863
2006-04-20,4374876608
2006-04-21,4363255842
2006-04-24,4310620607
2006-04-25,4300366990
2006-04-26,4257985373
2006-04-27,4283277629
2006-04-28,4312671331
2006-05-01,4294898395
2006-05-02,4187577203
2006-05-03,4185526479
2006-05-04,4218338054
2006-05-05,4267555416
2006-05-08,4286011926
2006-05-09,4298999841
2006-05-10,4341381458
2006-05-11,4273707586
2006-05-12,4210135160
2006-05-15,4275074735
2006-05-16,4251149628
2006-05-17,4177323586
2006-05-18,4128789798
2006-05-19,4168437118
2006-05-22,4160234224
2006-05-23,4134258394
2006-05-24,4179374309
2006-05-25,4273024011
2006-05-26,4326342820
2006-05-30,4306519161
2006-05-31,4211502309
2006-06-01,4275074735
2006-06-02,4325659246
2006-06-05,4308569884
2006-06-06,4275758309
2006-06-07,4286695501
2006-06-08,4267555416
2006-06-09,4288746224
2006-06-12,4238161714
2006-06-13,4191678650
2006-06-14,4139043415
2006-06-15,4195780096
2006-06-16,4175272862
2006-06-19,4119219756
2006-06-20,4094611075
2006-06-21,4131524096
2006-06-22,4087091756
2006-06-23,4057014479
2006-06-26,4084357458
2006-06-27,4087775330
2006-06-28,4119903330
2006-06-29,4200565118
2006-06-30,4295110179
2006-07-03,4353852636
2006-07-05,4328973478
2006-07-06,4313078460
2006-07-07,4360072425
2006-07-10,4427799022
2006-07-11,4432636636
2006-07-12,4411904004
2006-07-13,4318607162
2006-07-14,4237749899
2006-07-17,4220472706
2006-07-18,4264702320
2006-07-19,4322062600
2006-07-20,4319298250
2006-07-21,4250189478
2006-07-24,4343486320
2006-07-25,4389789197
2006-07-26,4418123793
2006-07-27,4423652495
2006-07-28,4463735583
2006-07-31,4431254460
2006-08-01,4426416846
2006-08-02,4409139653
2006-08-03,4417432706
2006-08-04,4478939513
2006-08-07,4438856425
2006-08-08,4387024846
2006-08-09,4353852636
2006-08-10,4373203092
2006-08-11,4341413057
2006-08-14,4357308074
2006-08-15,4394626811
2006-08-16,4388407022
2006-08-17,4382187232
2006-08-18,4416050530
2006-08-21,4456824706
2006-08-22,4532844355
2006-08-23,4519022601
2006-08-24,4532153267
2006-08-25,4557723513
2006-08-28,4594351162
2006-08-29,4580529408
2006-08-30,4645491653
2006-08-31,4648947092
2006-09-01,4590204636
2006-09-05,4645491653
2006-09-06,4622685759
2006-09-07,4587440285
2006-09-08,4646182741
2006-09-11,4659313408
2006-09-12,4742243934
2006-09-13,4747772636
2006-09-14,4654475794
2006-09-15,4671752987
2006-09-18,4638580776
2006-09-19,4710453899
2006-09-20,4714600425
2006-09-21,4673135162
2006-09-22,4727731092
2006-09-25,4698705408
2006-09-26,4698014320
2006-09-27,4751228075
2006-09-28,4741552846
2006-09-29,4751919162
2006-10-02,4674910852
2006-10-03,4694028350
2006-10-04,4706318169
2006-10-05,4760256822
2006-10-06,4659889962
2006-10-09,4706318169
2006-10-10,4703587098
2006-10-11,4681055762
2006-10-12,4691980046
2006-10-13,4763670661
2006-10-16,4773912177
2006-10-17,4775277713
2006-10-18,4777326016
2006-10-19,4801905656
2006-10-20,4818974850
2006-10-23,4829899134
2006-10-24,4825802527
2006-10-25,4855844309
2006-10-26,4887934393
2006-10-27,4874961806
2006-10-30,4926169388
2006-10-31,4926852156
2006-11-01,4876327341
2006-11-02,4850382167
2006-11-03,4803271191
2006-11-06,4861306451
2006-11-07,4795077978
2006-11-08,4793029675
2006-11-09,4822388688
2006-11-10,4844920024
2006-11-13,4830581902
2006-11-14,4922072781
2006-11-15,4928900459
2006-11-16,4967818221
2006-11-17,4946652421
2006-11-20,5103006238
2006-11-21,5230001041
2006-11-22,5255946216
2006-11-24,5309884869
2006-11-27,5158993194
2006-11-28,5152848284
2006-11-29,5257311752
2006-11-30,5392499768
2006-12-01,5403424052
2006-12-04,5553632959
2006-12-05,5500377074
2006-12-06,5434831369
2006-12-07,5382258252
2006-12-08,5387037626
2006-12-11,5383623787
2006-12-12,5383623787
2006-12-13,5356313077
2006-12-14,5363823522
2006-12-15,5348802631
2006-12-18,5309202101
2006-12-19,5285987997
2006-12-20,5308519334
2006-12-21,5234780415
2006-12-22,5193814350
2006-12-26,5263456661
2006-12-27,5324905760
2006-12-28,5332416205
2006-12-29,5337195579
2007-01-03,5459608187
2007-01-04,5450582893
2007-01-05,5365189734
2007-01-08,5293681641
2007-01-09,5397819640
2007-01-10,5479047280
2007-01-11,5523479493
2007-01-12,5550555373
2007-01-16,5659553146
2007-01-17,5688017532
2007-01-18,5635948532
2007-01-19,5680380746
2007-01-22,5645668079
2007-01-23,5681074999
2007-01-24,5766468158
2007-01-25,5875465931
2007-01-26,5903930318
2007-01-29,5933088958
2007-01-30,5991406237
2007-01-31,6046946504
2007-02-01,6140670703
2007-02-02,6149001743
2007-02-05,6144836223
2007-02-06,6235783410
2007-02-07,6441976649
2007-02-08,6361443262
2007-02-09,6298960463
2007-02-12,6133033917
2007-02-13,6216344316
2007-02-14,6110123557
2007-02-15,6145530477
2007-02-16,6126785637
2007-02-20,6179548890
2007-02-21,6161498303
2007-02-22,6153167263
2007-02-23,6052500530
2007-02-26,6041392477
2007-02-27,5835199238
2007-02-28,5952528051
2007-03-01,5937254478
2007-03-02,5824091185
2007-03-05,5549166866
2007-03-06,5746334812
2007-03-07,5643585319
2007-03-08,5738698025
2007-03-09,5803263585
2007-03-12,5839364758
2007-03-13,5678297986
2007-03-14,5710233639
2007-03-15,5759525625
2007-03-16,5676909479
2007-03-19,5744946305
2007-03-20,5780353225
2007-03-21,5875465931
2007-03-22,5890739505
2007-03-23,5893516518
2007-03-26,5778964718
2007-03-27,5705373865
2007-03-28,5688711786
2007-03-29,5669966946
2007-03-30,5800486572
2007-04-02,5821503460
2007-04-03,5815990020
2007-04-04,5788422820
2007-04-05,5760855620
2007-04-09,5800138880
2007-04-10,5851138200
2007-04-11,5747072020
2007-04-12,5691248440
2007-04-13,5756031360
2007-04-16,5757409720
2007-04-17,5815990020
2007-04-18,5750517920
2007-04-19,5704342860
2007-04-20,5761544800
2007-04-23,5855273280
2007-04-24,5806341500
2007-04-25,5798071340
2007-04-26,5773260860
2007-04-27,5802206420
2007-04-30,5678843200
2007-05-01,5615438640
2007-05-02,5647140920
2007-05-03,5685045820
2007-05-04,5660235340
2007-05-07,5661613700
2007-05-08,5625087160
2007-05-09,5647830100
2007-05-10,5553412440
2007-05-11,5599587500
2007-05-14,5527223600
2007-05-15,5415576440
2007-05-16,5337009920
2007-05-17,5223984400
2007-05-18,5136458540
2007-05-21,5152309680
2007-05-22,5212268340
2007-05-23,5159201480
2007-05-24,5057202840
2007-05-25,5091661840
2007-05-29,5254997500
2007-05-30,5441765280
2007-05-31,5414887260
2007-06-01,5421779060
2007-06-04,5489318700
2007-06-05,5407306280
2007-06-06,5337699100
2007-06-07,5212957520
2007-06-08,5263956840
2007-06-11,5146796240
2007-06-12,5066851360
2007-06-13,5143350340
2007-06-14,5082702500
2007-06-15,5126120840
2007-06-18,4992419920
2007-06-19,5019297940
2007-06-20,4913164220
2007-06-21,4893867180
2007-06-22,4831151800
2007-06-25,4736734140
2007-06-26,4720883000
2007-06-27,4864232440
2007-06-28,4849759660
2007-06-29,4858719000
2007-07-02,5004544740
2007-07-03,5016985260
2007-07-05,5087481540
2007-07-06,5090937240
2007-07-09,5078496720
2007-07-10,4940268720
2007-07-11,4912623120
2007-07-12,4981045980
2007-07-13,5090246100
2007-07-16,5066056200
2007-07-17,5025970080
2007-07-18,5010765000
2007-07-19,5010073860
2007-07-20,4875992700
2007-07-23,4795129320
2007-07-24,4703207700
2007-07-25,4645151940
2007-07-26,4564288560
2007-07-27,4403944080
2007-07-30,4441956780
2007-07-31,4483425180
2007-08-01,4509688500
2007-08-02,4598154420
2007-08-03,4561524000
2007-08-06,4685929200
2007-08-07,4711501380
2007-08-08,4855258500
2007-08-09,4864934460
2007-08-10,4664503860
2007-08-13,4549083480
2007-08-14,4406017500
2007-08-15,4321698420
2007-08-16,4354182000
2007-08-17,4528349280
2007-08-20,4726706460
2007-08-21,4805496420
2007-08-22,4849729380
2007-08-23,4799967300
2007-08-24,4811716680
2007-08-27,4685238060
2007-08-28,4537334100
2007-08-29,4647916500
2007-08-30,4679017800
2007-08-31,4801349580
2007-09-04,4902256020
2007-09-05,4826921760
2007-09-06,4865625600
2007-09-07,4751587500
2007-09-10,4707354540
2007-09-11,4789600200
2007-09-12,4806878700
2007-09-13,4859405340
2007-09-14,4969987740
2007-09-17,4918152240
2007-09-18,5051542260
2007-09-19,5207739900
2007-09-20,5091628380
2007-09-21,5070203040
2007-09-24,5186314560
2007-09-25,5093701800
2007-09-26,5125494240
2007-09-27,5248517160
2007-09-28,5304499500
2007-10-01,5348220130
2007-10-02,5421530790
2007-10-03,5420839180
2007-10-04,5453344850
2007-10-05,5514206530
2007-10-08,5472709930
2007-10-09,5537029660
2007-10-10,5481700860
2007-10-11,5409081810
2007-10-12,5394558000
2007-10-15,5315022850
2007-10-16,5224421940
2007-10-17,5164943480
2007-10-18,5113072730
2007-10-19,4922879980
2007-10-22,4943628280
2007-10-23,4998957080
2007-10-24,4906972950
2007-10-25,4845419660
2007-10-26,4888299480
2007-10-29,4856485420
2007-10-30,4866859570
2007-10-31,4943628280
2007-11-01,4832279070
2007-11-02,4812222380
2007-11-05,4805997890
2007-11-06,4864093130
2007-11-07,4756893580
2007-11-08,4857177030
2007-11-09,4846802880
2007-11-12,4799773400
2007-11-13,4924263200
2007-11-14,4840578390
2007-11-15,4776258660
2007-11-16,4672517160
2007-11-19,4615113530
2007-11-20,4522437790
2007-11-21,4579841420
2007-11-23,4675975210
2007-11-26,4330170210
2007-11-27,4428378830
2007-11-28,4505839150
2007-11-29,4456734840
2007-11-30,4595056840
2007-12-03,4588832350
2007-12-04,4531428720
2007-12-05,4678050040
2007-12-06,4819830090
2007-12-07,4776258660
2007-12-10,4899365240
2007-12-11,4667675890
2007-12-12,4599206500
2007-12-13,4542494480
2007-12-14,4388957060
2007-12-17,4303197420
2007-12-18,4331553430
2007-12-19,4426995610
2007-12-20,4472641870
2007-12-21,4561859560
2007-12-24,4707789270
2007-12-26,4633787000
2007-12-27,4488548900
2007-12-28,4404864090
2007-12-31,4470253330
2008-01-02,4459162610
2008-01-03,4308051550
2008-01-04,4069601070
2008-01-07,4032863060
2008-01-08,3871354450
2008-01-09,3930273900
2008-01-10,3919183180
2008-01-11,3935819260
2008-01-14,3913637820
2008-01-15,3812435000
2008-01-16,3882445170
2008-01-17,3840854970
2008-01-18,3791639900
2008-01-22,3878979320
2008-01-23,4128520520
2008-01-24,4154860980
2008-01-25,4084850810
2008-01-28,4242200400
2008-01-29,4221405300
2008-01-30,4165258530
2008-01-31,4258143310
2008-02-01,4384993420
2008-02-04,4304585700
2008-02-05,4176349250
2008-02-06,4100100550
2008-02-07,4256756970
2008-02-08,4129213690
2008-02-11,3968398250
2008-02-12,4080691790
2008-02-13,4116736630
2008-02-14,3991966030
2008-02-15,3972557270
2008-02-19,3920569520
2008-02-20,3984341160
2008-02-21,3943444130
2008-02-22,4068214730
2008-02-25,4183280950
2008-02-26,4216553110
2008-02-27,4190212650
2008-02-28,4124361500
2008-02-29,4113963950
2008-03-03,4152781470
2008-03-04,4066135220
2008-03-05,4088316660
2008-03-06,3953841680
2008-03-07,3964239230
2008-03-10,3929580730
2008-03-11,4160406340
2008-03-12,4107725420
2008-03-13,4134759050
2008-03-14,4082771300
2008-03-17,4100100550
2008-03-18,4345482730
2008-03-19,4384993420
2008-03-20,4518775230
2008-03-24,4603341970
2008-03-25,4596410270
2008-03-26,4529865950
2008-03-27,4494514280
2008-03-28,4441140190
2008-03-31,4494149720
2008-04-01,4742590980
2008-04-02,4869587490
2008-04-03,4998665910
2008-04-04,4987562390
2008-04-07,4912613630
2008-04-08,4863341760
2008-04-09,4677357800
2008-04-10,4754388470
2008-04-11,4687073380
2008-04-14,4648211060
2008-04-15,4714832180
2008-04-16,4847380450
2008-04-17,4893876440
2008-04-18,4895958350
2008-04-21,4785617120
2008-04-22,4786311090
2008-04-23,4847380450
2008-04-24,4983398570
2008-04-25,5016015160
2008-04-28,4986868420
2008-04-29,4982704600
2008-04-30,4966743290
2008-05-01,4993114150
2008-05-02,4921635240
2008-05-05,4920247300
2008-05-06,4952863890
2008-05-07,4791862850
2008-05-08,4733569370
2008-05-09,4695401020
2008-05-12,4789780940
2008-05-13,4805742250
2008-05-14,4850850300
2008-05-15,4875833220
2008-05-16,4861259850
2008-05-19,4785617120
2008-05-20,4709974390
2008-05-21,4617676380
2008-05-22,4585753760
2008-05-23,4553137170
2008-05-27,4590611550
2008-05-28,4595469340
2008-05-29,4650986940
2008-05-30,4614206530
2008-06-02,4527460280
2008-06-03,4591999490
2008-06-04,4623228140
2008-06-05,4731487460
2008-06-06,4525378370
2008-06-09,4439326090
2008-06-10,4462921070
2008-06-11,4364377330
2008-06-12,4352579840
2008-06-13,4433774330
2008-06-16,4489985900
2008-06-17,4335924560
2008-06-18,4281100930
2008-06-19,4401157740
2008-06-20,4255424040
2008-06-23,4137449140
2008-06-24,4214479810
2008-06-25,4274855200
2008-06-26,4163820000
2008-06-27,4091647120
2008-06-30,4110140640
2008-07-01,4141425540
2008-07-02,4008638520
2008-07-03,3886279800
2008-07-07,3834138300
2008-07-08,4122654600
2008-07-09,3837614400
2008-07-10,3973182300
2008-07-11,3924516900
2008-07-14,3747931020
2008-07-15,3675628140
2008-07-16,3890451120
2008-07-17,4046180400
2008-07-18,3994734120
2008-07-21,4055218260
2008-07-22,4186614840
2008-07-23,4320792300
2008-07-24,3982915380
2008-07-25,4047570840
2008-07-28,3976658400
2008-07-29,4115007180
2008-07-30,4133082900
2008-07-31,4136559000
2008-08-01,4085807940
2008-08-04,4018371600
2008-08-05,4223461500
2008-08-06,4170624780
2008-08-07,4007248080
2008-08-08,4155329940
2008-08-11,4243622880
2008-08-12,4171320000
2008-08-13,4161586920
2008-08-14,4287421740
2008-08-15,4304107020
2008-08-18,4161586920
2008-08-19,4067037000
2008-08-20,4093455360
2008-08-21,4067732220
2008-08-22,4246403760
2008-08-25,4071208320
2008-08-26,4124045040
2008-08-27,4137949440
2008-08-28,4347210660
2008-08-29,4308278340
2008-09-02,4305497460
2008-09-03,4361115060
2008-09-04,4217204520
2008-09-05,4287421740
2008-09-08,4509892140
2008-09-09,4390314300
2008-09-10,4412561340
2008-09-11,4453579320
2008-09-12,4552300560
2008-09-15,4291593060
2008-09-16,4557167100
2008-09-17,4369457700
2008-09-18,4922157600
2008-09-19,4932585900
2008-09-22,4432027500
2008-09-23,4500159060
2008-09-24,4430637060
2008-09-25,4488340320
2008-09-26,4584975900
2008-09-29,4306887900
2008-09-30,4646292300
2008-10-01,4533426900
2008-10-02,4170446200
2008-10-03,3884102500
2008-10-06,3677879300
2008-10-07,3479319800
2008-10-08,3448665000
2008-10-09,3140026900
2008-10-10,3520425100
2008-10-13,3627716900
2008-10-14,3344856700
2008-10-15,2875977600
2008-10-16,2900362100
2008-10-17,2900362100
2008-10-20,2921263100
2008-10-21,2842536000
2008-10-22,2584060300
2008-10-23,2502546400
2008-10-24,2290749600
2008-10-27,2133992100
2008-10-28,2503243100
2008-10-29,2393861200
2008-10-30,2488612400
2008-10-31,2749178200
2008-11-03,2643976500
2008-11-04,2875977600
2008-11-05,2579183400
2008-11-06,2440540100
2008-11-07,2625165600
2008-11-10,2345092200
2008-11-11,2456564200
2008-11-12,2345092200
2008-11-13,2543651700
2008-11-14,2278905700
2008-11-17,2166737000
2008-11-18,2160466700
2008-11-19,1908261300
2008-11-20,1765437800
2008-11-21,1883180100
2008-11-24,2299110000
2008-11-25,2280995800
2008-11-26,2501153000
2008-11-28,2480948700
2008-12-01,1931252400
2008-12-02,2256611300
2008-12-03,2403615000
2008-12-04,2316527500
2008-12-05,2532504500
2008-12-08,2887821500
2008-12-09,2490702500
2008-12-10,2754751800
2008-12-11,2291446300
2008-12-12,2579880100
2008-12-15,2558282400
2008-12-16,2925443300
2008-12-17,3105191900
2008-12-18,2796553800
2008-12-19,3042488900
2008-12-22,3137240100
2008-12-23,3197853000
2008-12-24,3093348000
2008-12-26,3078020600
2008-12-29,2914296100
2008-12-30,3040398800
2008-12-31,3253589000
2009-01-02,3069660200
2009-01-05,2958188200
2009-01-06,3242441800
2009-01-07,3061996500
2009-01-08,2963761800
2009-01-09,2808397700
2009-01-12,2647460000
2009-01-13,2788193400
2009-01-14,2583363600
2009-01-15,2583363600
2009-01-16,2680901600
2009-01-20,2386197500
2009-01-21,2620288700
2009-01-22,2538774800
2009-01-23,2590330600
2009-01-26,2566642800
2009-01-27,2655123700
2009-01-28,2781226400
2009-01-29,2579183400
2009-01-30,2459351000
2009-02-02,2464227900
2009-02-03,2440540100
2009-02-04,2333248300
2009-02-05,2272635400
2009-02-06,2372960200
2009-02-09,2415458900
2009-02-10,2173007300
2009-02-11,2251734400
2009-02-12,2217596100
2009-02-13,2039240900
2009-02-17,1913138200
2009-02-18,1958423700
2009-02-19,1881090000
2009-02-20,2022520100
2009-02-23,1844861600
2009-02-24,2045511200
2009-02-25,2003709200
2009-02-26,1883180100
2009-02-27,1879696600
2009-03-02,1669293200
2009-03-03,1655359200
2009-03-04,1699251300
2009-03-05,1569665100
2009-03-06,1534133400
2009-03-09,1570361800
2009-03-10,1876213100
2009-03-11,1881090000
2009-03-12,2051781500
2009-03-13,1955636900
2009-03-16,1810026600
2009-03-17,1967480800
2009-03-18,2054568300
2009-03-19,2007192700
2009-03-20,1736873100
2009-03-23,2037150800
2009-03-24,1843468200
2009-03-25,1880393300
2009-03-26,1935432600
2009-03-27,1854615400
2009-03-30,1711791900
2009-03-31,2048786130
2009-04-01,2047243950
2009-04-02,2235389910
2009-04-03,2443584210
2009-04-06,2512211220
2009-04-07,2391921180
2009-04-08,2408885160
2009-04-09,2829129210
2009-04-13,2805996510
