,RRC
2014-04-15,14464950060
2014-04-16,14690003570
2014-04-17,15042965190
2014-04-21,15135253320
2014-04-22,15002487940
2014-04-23,15062394270
2014-04-24,15148206040
2014-04-25,14851912570
2014-04-28,14811435320
2014-04-29,14641430870
2014-04-30,14644669050
2014-05-01,14447140070
2014-05-02,14566952730
2014-05-05,14670574490
2014-05-06,14620382700
2014-05-07,14617144520
2014-05-08,14256087450
2014-05-09,14309517420
2014-05-12,14395329190
2014-05-13,14447140070
2014-05-14,14422853720
2014-05-15,14489236410
2014-05-16,14328946500
2014-05-19,14451997340
2014-05-20,14341899220
2014-05-21,14681908120
2014-05-22,14395329190
2014-05-23,14358090120
2014-05-27,14720766280
2014-05-28,14623620879
2014-05-29,14884294370
2014-05-30,15049441550
2014-06-02,15008964300
2014-06-03,15104490610
2014-06-04,15062394270
2014-06-05,15170873300
2014-06-06,15115824240
2014-06-09,14934486160
2014-06-10,14490855500
2014-06-11,14474664600
2014-06-12,14204276570
2014-06-13,14278754710
2014-06-16,14299802879
2014-06-17,14215610200
2014-06-18,14223705650
2014-06-19,14296564700
2014-06-20,14241515639
2014-06-23,14251230180
2014-06-24,13870744030
2014-06-25,13927412180
2014-06-26,14026176670
2014-06-27,13916078550
2014-06-30,14419874950
2014-07-01,14157846170
2014-07-02,14199306420
2014-07-03,14227499390
2014-07-07,13935619230
2014-07-08,13942252869
2014-07-09,14041757470
2014-07-10,13615546100
2014-07-11,13474581250
2014-07-14,13595645180
2014-07-15,13355175730
2014-07-16,13409903260
2014-07-17,12834434990
2014-07-18,12927305950
2014-07-21,12720004700
2014-07-22,12698445369
2014-07-23,12816192480
2014-07-24,12836093400
2014-07-25,12721663109
2014-07-28,12648693070
2014-07-29,12960474150
2014-07-30,12613866460
2014-07-31,12535921190
2014-08-01,12487827300
2014-08-04,12724979930
2014-08-05,12532604369
2014-08-06,12449683869
2014-08-07,12318669480
2014-08-08,12575723030
2014-08-11,12471243200
2014-08-12,12368421780
2014-08-13,12399931570
2014-08-14,12552505290
2014-08-15,12592307130
2014-08-18,12476218430
2014-08-19,12779707460
2014-08-20,12761464950
2014-08-21,12801266790
2014-08-22,12729955160
2014-08-25,13076562850
2014-08-26,13063295570
2014-08-27,12938914820
2014-08-28,12977058250
2014-08-29,13033444190
2014-09-02,12648693070
2014-09-03,12628792150
2014-09-04,12305402200
2014-09-05,12471243200
2014-09-08,12373397010
2014-09-09,12443050230
2014-09-10,12380030650
2014-09-11,12212531240
2014-09-12,12020155680
2014-09-15,12073224800
2014-09-16,12161120530
2014-09-17,12141219609
2014-09-18,11918992670
2014-09-19,11865923550
2014-09-22,11650330250
2014-09-23,11605553180
2014-09-24,11433078540
2014-09-25,11162757710
2014-09-26,11227435700
2014-09-29,11388301470
2014-09-30,11249814620
2014-10-01,11190089900
2014-10-02,11274699919
2014-10-03,11077276540
2014-10-06,10929623760
2014-10-07,10689065860
2014-10-08,10878194139
2014-10-09,10523163860
2014-10-10,10519845820
2014-10-13,10264356740
2014-10-14,10445189920
2014-10-15,10901420419
2014-10-16,11470464280
2014-10-17,11168522639
2014-10-20,10997643580
2014-10-21,11377559160
2014-10-22,11064004380
2014-10-23,11382536220
2014-10-24,11052391240
2014-10-27,10808515300
2014-10-28,11180135780
2014-10-29,11098843800
2014-10-30,10959486120
2014-10-31,11347696800
2014-11-03,11077276540
2014-11-04,11161886560
2014-11-05,11626412160
2014-11-06,12077665600
2014-11-07,12125777180
2014-11-10,12007986760
2014-11-11,12275088980
2014-11-12,11994714600
2014-11-13,11730930419
2014-11-14,11931671840
2014-11-17,12007986760
2014-11-18,11855356919
2014-11-19,12110846000
2014-11-20,12127436200
2014-11-21,11978124400
2014-11-24,11709363160
2014-11-25,11432306820
2014-11-26,11407421520
2014-11-28,10891466300
2014-12-01,10841695700
2014-12-02,10631000160
2014-12-03,10697360960
2014-12-04,10045366100
2014-12-05,9776604860
2014-12-08,9174380600
2014-12-09,9214197080
2014-12-10,8673356560
2014-12-11,8789487960
2014-12-12,8988570360
2014-12-15,9190970800
2014-12-16,9658814440
2014-12-17,10270992820
2014-12-18,9969051180
2014-12-19,9932552740
2014-12-22,9468027140
2014-12-23,9456414000
2014-12-24,9245718460
2014-12-26,9053272140
2014-12-29,9290512000
2014-12-30,8900642300
2014-12-31,8874784550
2015-01-02,9198560600
2015-01-05,8627386440
2015-01-06,8399913010
2015-01-07,8155835680
2015-01-08,8310251950
2015-01-09,8350101310
2015-01-12,7906777180
2015-01-13,7807153780
2015-01-14,7961570050
2015-01-15,7795531050
2015-01-16,8232213620
2015-01-20,8024664870
2015-01-21,8262100640
2015-01-22,8140892170
2015-01-23,8076136960
2015-01-26,8222251280
2015-01-27,8180741530
2015-01-28,7800512219
2015-01-29,7553114110
2015-01-30,7682624530
2015-02-02,7938324590
2015-02-03,8532744210
2015-02-04,8291987660
2015-02-05,8585876690
2015-02-06,8577574739
2015-02-09,8441422760
2015-02-10,8708745550
2015-02-11,8516140310
2015-02-12,8429800030
2015-02-13,8441422760
2015-02-17,8707085160
2015-02-18,8615763710
2015-02-19,8637348780
2015-02-20,8607461760
2015-02-23,8526102650
2015-02-24,8507838360
2015-02-25,8951162490
2015-02-26,8438101980
2015-02-27,8225572060
2015-03-02,8207307770
2015-03-03,8346780530
2015-03-04,8320214290
2015-03-05,8262100640
2015-03-06,8094401250
2015-03-09,7739077790
2015-03-10,7634473219
2015-03-11,7818776510
2015-03-12,7538170600
2015-03-13,7519906310
2015-03-16,7649416730
2015-03-17,7749040130
2015-03-18,8139231780
2015-03-19,7911758350
2015-03-20,8194024650
2015-03-23,8029646040
2015-03-24,8240515570
2015-03-25,8451385100
2015-03-26,8487913680
2015-03-27,8569272790
2015-03-30,8585876690
2015-03-31,8660548840
2015-04-01,8592316230
2015-04-02,8948457170
2015-04-06,9098236070
2015-04-07,9364509670
2015-04-08,9193096040
2015-04-09,9297941270
2015-04-10,9194760250
2015-04-13,9168132890
2015-04-14,9607484330
2015-04-15,10218249400
2015-04-16,10145024160
2015-04-17,10106747330
2015-04-20,10053492610
2015-04-21,9950311590
2015-04-22,10105083120
2015-04-23,10308116740
2015-04-24,10211592560
2015-04-27,10198278880
2015-04-28,10368028300
2015-04-29,10328087260
2015-04-30,10577718760
2015-05-01,10775759750
2015-05-04,10667586100
2015-05-05,10446246170
2015-05-06,10328087260
2015-05-07,10118396800
2015-05-08,10699206090
2015-05-11,10471209320
2015-05-12,10619324010
2015-05-13,10434596700
2015-05-14,10158337840
2015-05-15,10178308360
2015-05-18,9948647380
2015-05-19,9710665350
2015-05-20,9695687460
2015-05-21,9773905330
2015-05-22,9758927440
2015-05-26,9490989630
2015-05-27,9532594880
2015-05-28,9233037080
2015-05-29,9221387610
2015-06-01,9148162370
2015-06-02,9249679180
2015-06-03,9249679180
2015-06-04,9238029710
2015-06-05,9103228700
2015-06-08,9011697150
2015-06-09,9048309770
2015-06-10,8808663530
2015-06-11,8770386700
2015-06-12,8793685640
2015-06-15,8738766710
2015-06-16,8970091900
2015-06-17,8777043540
2015-06-18,8520755200
2015-06-19,8372640510
2015-06-22,8419238390
2015-06-23,8372640510
2015-06-24,8469164690
2015-06-25,8494127840
2015-06-26,8257810020
2015-06-29,8089724810
2015-06-30,8213503590
2015-07-01,7954024740
2015-07-02,7978974630
2015-07-06,7845908553
2015-07-07,7791018796
2015-07-08,7534866598
2015-07-09,7699535868
2015-07-10,7529876620
2015-07-13,7669596001
2015-07-14,7935728155
2015-07-15,7712842476
2015-07-16,7686229261
2015-07-17,7172261539
2015-07-20,6778053287
2015-07-21,6851239629
2015-07-22,6886169474
2015-07-23,7143984998
2015-07-24,7039195462
2015-07-27,7025888855
2015-07-28,7310317594
2015-07-29,7092421893
2015-07-30,6628353950
2015-07-31,6543524326
2015-08-03,6357231819
2015-08-04,6302342062
2015-08-05,6067813102
2015-08-06,6312322018
2015-08-07,5941400329
2015-08-10,6254105609
2015-08-11,6412121575
2015-08-12,6430418161
2015-08-13,6144326096
2015-08-14,6071139754
2015-08-17,6079456383
2015-08-18,6157632703
2015-08-19,5984646804
2015-08-20,5901480506
2015-08-21,5928093721
2015-08-24,5522242187
2015-08-25,5622041744
2015-08-26,5790037666
2015-08-27,6322301973
2015-08-28,6375528404
2015-08-31,6423764857
2015-09-01,6313985344
2015-09-02,6333945255
2015-09-03,6382181708
2015-09-04,6071139754
2015-09-08,6014586671
2015-09-09,5977993500
2015-09-10,5996290085
2015-09-11,6067813102
2015-09-14,5996290085
2015-09-15,6089436339
2015-09-16,6465348006
2015-09-17,6483644592
2015-09-18,5996290085
2015-09-21,5973003522
2015-09-22,5836610793
2015-09-23,5763424451
2015-09-24,5798354296
2015-09-25,5819977534
2015-09-28,5297693182
2015-09-29,5167953757
2015-09-30,5350324760
2015-10-01,5255378150
2015-10-02,5456931480
2015-10-05,5716785360
2015-10-06,6031608330
2015-10-07,6101568990
2015-10-08,6231495929
2015-10-09,6004956650
2015-10-12,5743437039
2015-10-13,5565203929
2015-10-14,5700128060
2015-10-15,5800071860
2015-10-16,5828389270
2015-10-19,5745102770
2015-10-20,5976639240
2015-10-21,5546880900
2015-10-22,5381973630
2015-10-23,5217066360
2015-10-26,4833948460
2015-10-27,4792305210
2015-10-28,4802299590
2015-10-29,4937223720
2015-10-30,5070482120
2015-11-02,5223729280
2015-11-03,5162097270
2015-11-04,5676807840
2015-11-05,5893352740
2015-11-06,5731776929
2015-11-09,5545215170
2015-11-10,5353656220
2015-11-11,5002187190
2015-11-12,4940555180
2015-11-13,5283695560
2015-11-16,5766757260
2015-11-17,5496909000
2015-11-18,5336998920
2015-11-19,5280364100
2015-11-20,5065484930
2015-11-23,5133779860
2015-11-24,5127116940
2015-11-25,5043830440
2015-11-27,4747330500
2015-11-30,4760656340
2015-12-01,4755659150
2015-12-02,4807296780
2015-12-03,4690695680
2015-12-04,4620735020
2015-12-07,4289254750
2015-12-08,4289254750
2015-12-09,4354218220
2015-12-10,4232619930
2015-12-11,3789535750
2015-12-14,3641285780
2015-12-15,3611302640
2015-12-16,3602973990
2015-12-17,3526350410
2015-12-18,3553002089
2015-12-21,3566327930
2015-12-22,3637954320
2015-12-23,4027735140
2015-12-24,4064381200
2015-12-28,4047723900
2015-12-29,4091032880
2015-12-30,3821184620
2015-12-31,4105021830
2016-01-04,4295177250
2016-01-05,4281833010
2016-01-06,4008276090
2016-01-07,4019952300
2016-01-08,4295177250
2016-01-11,4165070910
2016-01-12,3878169750
2016-01-13,3988259730
2016-01-14,3859821420
2016-01-15,3644645550
2016-01-19,3411121350
2016-01-20,3667997969
2016-01-21,4341882090
2016-01-22,4420279500
2016-01-25,4153394700
2016-01-26,4567066140
2016-01-27,4543713720
2016-01-28,4645463550
2016-01-29,4930696680
2016-02-01,4713852780
2016-02-02,4502012970
2016-02-03,4790582160
2016-02-04,4974065460
2016-02-05,5097499680
2016-02-08,5114179980
2016-02-09,4677156120
2016-02-10,4503681000
2016-02-11,4488668730
2016-02-12,4575406290
2016-02-16,4343550120
2016-02-17,4476992520
2016-02-18,4343550120
2016-02-19,3959903219
2016-02-22,4151726670
2016-02-23,3771415830
2016-02-24,3896518080
2016-02-25,3894850050
2016-02-26,3984923670
2016-02-29,3958235190
2016-03-01,4293509219
2016-03-02,4747213380
2016-03-03,5125856190
2016-03-04,5391072960
2016-03-07,5629601250
2016-03-08,4987409700
2016-03-09,4929028650
2016-03-10,5009094090
2016-03-11,5189241330
2016-03-14,5114179980
2016-03-15,5309339490
2016-03-16,5577892320
2016-03-17,5607916860
2016-03-18,5662961850
2016-03-21,5492822790
2016-03-22,5467802340
2016-03-23,5200917540
2016-03-24,5124188160
2016-03-28,5311007520
2016-03-29,5529519450
2016-03-30,5397745080
2016-03-31,5396474761
2016-04-01,5408141013
2016-04-04,5506470849
2016-04-05,5273145813
2016-04-06,5296478317
2016-04-07,5471472094
2016-04-08,5819793040
2016-04-11,5799793752
2016-04-12,6334774727
2016-04-13,6291442935
2016-04-14,6163114165
2016-04-15,6199779528
2016-04-18,6179780239
2016-04-19,6379773127
2016-04-20,6403105630
2016-04-21,6194779705
2016-04-22,6624764415
2016-04-25,6499768860
2016-04-26,6621431200
2016-04-27,6979751791
2016-04-28,6791425155
2016-04-29,7351405241
2016-05-02,7256408619
2016-05-03,7028083405
2016-05-04,6961419109
2016-05-05,7069748590
2016-05-06,6984751613
2016-05-09,6949752858
2016-05-10,7186411108
2016-05-11,7191410931
2016-05-12,7043082872
2016-05-13,7001417687
2016-05-16,6281443290
2016-05-17,6546433867
2016-05-18,6454770460
2016-05-19,6658096563
2016-05-20,6729760681
2016-05-23,6874755525
2016-05-24,6886421776
2016-05-25,7166411820
2016-05-26,6934753391
2016-05-27,6893088206
2016-05-31,7098080916
2016-06-01,7183077894
2016-06-02,7209743612
2016-06-03,7206410397
2016-06-06,7506399729
2016-06-07,7703059402
2016-06-08,7411403107
2016-06-09,7701392795
2016-06-10,7201410575
2016-06-13,7256408619
2016-06-14,7198077360
2016-06-15,7176411464
2016-06-16,7139746101
2016-06-17,7383070782
2016-06-20,7538065270
2016-06-21,7741391373
2016-06-22,7574730633
2016-06-23,7573064025
2016-06-24,7219743256
2016-06-27,7081414842
2016-06-28,7419736144
2016-06-29,7331405952
2016-06-30,7794664620
2016-07-01,8036779839
2016-07-05,7633856750
2016-07-06,7772982660
2016-07-07,7688061649
2016-07-08,7973540790
2016-07-11,7848869520
2016-07-12,8085564250
2016-07-13,7966313470
2016-07-14,7772982660
2016-07-15,7787437300
2016-07-18,7870551480
2016-07-19,7839835370
2016-07-20,7585072339
2016-07-21,7353798100
2016-07-22,7431491790
2016-07-25,7411616660
2016-07-26,7565197210
2016-07-27,7314047839
2016-07-28,7362832250
2016-07-29,7283331730
2016-08-01,7068318960
2016-08-02,7033989190
2016-08-03,7342957120
2016-08-04,7247195130
2016-08-05,7229126830
2016-08-08,7351991270
2016-08-09,7017727720
2016-08-10,6894863279
2016-08-11,6958102330
2016-08-12,7001466250
2016-08-15,7071932620
2016-08-16,7080966770
2016-08-17,7017727720
2016-08-18,7370059570
2016-08-19,7299593200
2016-08-22,7124330690
2016-08-23,7454980580
2016-08-24,7303206860
2016-08-25,7249001960
2016-08-26,7164080950
2016-08-29,7187569740
2016-08-30,7176728760
2016-08-31,6968943310
2016-09-01,7059284810
2016-09-02,7312241010
2016-09-06,7512799140
2016-09-07,7554356230
2016-09-08,7782016810
2016-09-09,7632049920
2016-09-12,7754914360
2016-09-13,7483889860
2016-09-14,7099035070
2016-09-15,7113489710
2016-09-16,6753930540
2016-09-19,6712373450
2016-09-20,6609384140
2016-09-21,6912931580
2016-09-22,6925579390
2016-09-23,6894863279
2016-09-26,6961715990
2016-09-27,6679850510
2016-09-28,6977977460
2016-09-29,6786453480
2016-09-30,9406260017
2016-10-03,9493647207
2016-10-04,9479082675
2016-10-05,9466945566
2016-10-06,9333437359
2016-10-07,9530058536
2016-10-10,9525203692
2016-10-11,9413542283
2016-10-12,9233913059
2016-10-13,9566469865
2016-10-14,9219348528
2016-10-17,9163517823
2016-10-18,9241195325
2016-10-19,9277606654
2016-10-20,9367421266
2016-10-21,9030009616
2016-10-24,8775130313
2016-10-25,8712017342
2016-10-26,8483839680
2016-10-27,8653759216
2016-10-28,8377033114
2016-10-31,8202258735
2016-11-01,7908540680
2016-11-02,7748330832
2016-11-03,7758040520
2016-11-04,7772605051
2016-11-07,8160992562
2016-11-08,7728911456
2016-11-09,8097879591
2016-11-10,7876984195
2016-11-11,7765322786
2016-11-14,8158565140
2016-11-15,8420726709
2016-11-16,8347904051
2016-11-17,8260516861
2016-11-18,8258089439
2016-11-21,8835815861
2016-11-22,8651331794
2016-11-23,8928057895
2016-11-25,8806686798
2016-11-28,8862517502
2016-11-29,8828533595
2016-11-30,8539670384
2016-12-01,8881936878
2016-12-02,8826106173
2016-12-05,9326155093
2016-12-06,9318872827
2016-12-07,9277606654
2016-12-08,9311590561
2016-12-09,9413542283
2016-12-12,8731436718
2016-12-13,8809114220
2016-12-14,8459565460
2016-12-15,8413444444
2016-12-16,8323629832
2016-12-19,8245952330
2016-12-20,8068750528
2016-12-21,8304210456
2016-12-22,8306637878
2016-12-23,8423154131
2016-12-27,8440146085
2016-12-28,8330912098
2016-12-29,8316347566
2016-12-30,8340621785
2017-01-03,7975655200
2017-01-04,8208074599
2017-01-05,8367098400
2017-01-06,8374437959
2017-01-09,8014799519
2017-01-10,8161590720
2017-01-11,8203181560
2017-01-12,8315721480
2017-01-13,8230093280
2017-01-17,8259451519
2017-01-18,8403796200
2017-01-19,8433154440
2017-01-20,8450280080
2017-01-23,8352419280
2017-01-24,8332847120
2017-01-25,8276577160
2017-01-26,8425814879
2017-01-27,8736522920
2017-01-30,8156697680
2017-01-31,7912045680
2017-02-01,7782380120
2017-02-02,8019692560
2017-02-03,8188502440
2017-02-06,8296149319
2017-02-07,8110213800
2017-02-08,8046604280
2017-02-09,8271684120
2017-02-10,8107767280
2017-02-13,7958529560
2017-02-14,8027032120
2017-02-15,8073516000
2017-02-16,7642928480
2017-02-17,7650268040
2017-02-21,7442313840
2017-02-22,7322434360
2017-02-23,7080228880
2017-02-24,6762181280
2017-02-27,6781753440
2017-02-28,6757288240
2017-03-01,6833130360
2017-03-02,6720590440
2017-03-03,6688785680
2017-03-06,6965242440
2017-03-07,6828237320
2017-03-08,6737716080
2017-03-09,6801325600
2017-03-10,6735269560
2017-03-13,6869828160
2017-03-14,6715697400
2017-03-15,6874721200
2017-03-16,6774413880
2017-03-17,6730376520
2017-03-20,6781753440
2017-03-21,6708357840
2017-03-22,6556673600
2017-03-23,6661873960
2017-03-24,6771967360
2017-03-27,6806218640
2017-03-28,6798879080
2017-03-29,7082675400
2017-03-30,6999493720
2017-03-31,7134650700
2017-04-03,7004706890
2017-04-04,7296467520
2017-04-05,7208203800
2017-04-06,7330792300
2017-04-07,7225366190
2017-04-10,7325888760
2017-04-11,7208203800
2017-04-12,6997351580
2017-04-13,6808565290
2017-04-17,6833082990
2017-04-18,6722753340
2017-04-19,6703139180
2017-04-20,6769336970
2017-04-21,6735012190
2017-04-24,6676169710
2017-04-25,6757078120
2017-04-26,6769336970
2017-04-27,6705590950
2017-04-28,6494738730
2017-05-01,6504545810
2017-05-02,6504545810
2017-05-03,6379505540
2017-05-04,6244658190
2017-05-05,6428540940
2017-05-08,6330470140
2017-05-09,6161298010
2017-05-10,6249561730
2017-05-11,6237302880
2017-05-12,6278982970
2017-05-15,6207881640
2017-05-16,6168653320
2017-05-17,6131876770
2017-05-18,6065678980
2017-05-19,6264272350
2017-05-22,6205429870
2017-05-23,6151490930
2017-05-24,5918572780
2017-05-25,5832760830
2017-05-26,5933283400
2017-05-30,5737141800
2017-05-31,5653781620
2017-06-01,5673395780
2017-06-02,5452736480
2017-06-05,5379183380
2017-06-06,5523837810
2017-06-07,5464995330
2017-06-08,5440477630
2017-06-09,5680751090
2017-06-12,5683202860
2017-06-13,5869537380
2017-06-14,5683202860
2017-06-15,5663588700
2017-06-16,5732238260
2017-06-19,5440477630
2017-06-20,5418411700
2017-06-21,5202655940
2017-06-22,5254143110
2017-06-23,5457640020
2017-06-26,5617005070
2017-06-27,5553259050
2017-06-28,5602294450
2017-06-29,5783725430
2017-06-30,5682303480
2017-07-03,5760781560
2017-07-05,5437059480
2017-07-06,5319342360
2017-07-07,5231054520
2017-07-10,5338961880
2017-07-11,5429702160
2017-07-12,5341414320
2017-07-13,5451774120
2017-07-14,5471393640
2017-07-17,5515537560
2017-07-18,5429702160
2017-07-19,5537609520
2017-07-20,5307080160
2017-07-21,5152576440
2017-07-24,5007882480
2017-07-25,5351224080
2017-07-26,5361033840
2017-07-27,5449321680
2017-07-28,5363486280
2017-07-31,5177100840
2017-08-01,4978453200
2017-08-02,4389867600
2017-08-03,4360438320
2017-08-04,4384962720
2017-08-07,4254983400
2017-08-08,4161790679
2017-08-09,4127456519
2017-08-10,4149528480
2017-08-11,4122551639
2017-08-14,4149528480
2017-08-15,4318746840
2017-08-16,4299127320
2017-08-17,4281960240
2017-08-18,4399677360
2017-08-21,4316294400
2017-08-22,4404582240
2017-08-23,4507584720
2017-08-24,4561538400
2017-08-25,4456083480
2017-08-28,4313841960
2017-08-29,4267245599
2017-08-30,4257435840
2017-08-31,4257435840
2017-09-01,4377605400
2017-09-05,4402129800
2017-09-06,4492870080
2017-09-07,4392320040
2017-09-08,4066145519
2017-09-11,4161790679
2017-09-12,4394772480
2017-09-13,4475703000
2017-09-14,4605682320
2017-09-15,4546823760
2017-09-18,4693970160
2017-09-19,4669445760
2017-09-20,4723399440
2017-09-21,4610587200
2017-09-22,4640016480
2017-09-25,4716042120
2017-09-26,4850926320
2017-09-27,5005430040
2017-09-28,4836211680
2017-09-29,4799425080
2017-10-02,5008638020
2017-10-03,4905620000
2017-10-04,4957129010
2017-10-05,5047882980
2017-10-06,4903167190
2017-10-09,4839394130
2017-10-10,4809960410
2017-10-11,4888450330
2017-10-12,4856563800
2017-10-13,4768262640
2017-10-16,4785432310
2017-10-17,4770715450
2017-10-18,4660339000
2017-10-19,4660339000
2017-10-20,4625999660
2017-10-23,4525434450
2017-10-24,4559773790
2017-10-25,4434680480
2017-10-26,4346379320
2017-10-27,4429774860
2017-10-30,4402793950
2017-10-31,4442038910
2017-11-01,4520528830
2017-11-02,4383171470
2017-11-03,4446944530
2017-11-06,4704489580
2017-11-07,4652980570
2017-11-08,4567132220
2017-11-09,4635810900
2017-11-10,4716753630
2017-11-13,4557320980
2017-11-14,4255625350
2017-11-15,4189399479
2017-11-16,4218833200
2017-11-17,4422416430
2017-11-20,4243361300
2017-11-21,4213927580
2017-11-22,4339020890
2017-11-24,4260530970
2017-11-27,4329209650
2017-11-28,4410152380
2017-11-29,4415058000
2017-11-30,4419963620
2017-12-01,4537698500
2017-12-04,4383171470
2017-12-05,4238455680
2017-12-06,4047136500
2017-12-07,3912231950
2017-12-08,3944118479
2017-12-11,4096192700
2017-12-12,4010344350
2017-12-13,3983363439
2017-12-14,3922043190
2017-12-15,3833742030
2017-12-18,3902420710
2017-12-19,3850911700
2017-12-20,3877892610
2017-12-21,4047136500
2017-12-22,4037325260
2017-12-26,4167324189
2017-12-27,4159965760
2017-12-28,4319398410
2017-12-29,4184493859
2018-01-02,4403105280
2018-01-03,4376077290
2018-01-04,4275336599
2018-01-05,4118082840
2018-01-08,4140196650
2018-01-09,4191795539
2018-01-10,4122997020
2018-01-11,4243394430
2018-01-12,4319564220
2018-01-16,4122997020
2018-01-17,4122997020
2018-01-18,4046827229
2018-01-19,3951000719
2018-01-22,4066483950
2018-01-23,4258136969
2018-01-24,4177053000
2018-01-25,3764261880
2018-01-26,3759347700
2018-01-29,3707748810
2018-01-30,3594722670
2018-01-31,3501353250
2018-02-01,3422726370
2018-02-02,3329356950
2018-02-05,3218787900
2018-02-06,3388327110
2018-02-07,3223702080
2018-02-08,3149989380
2018-02-09,3122961390
2018-02-12,3206502450
2018-02-13,3127875570
2018-02-14,3228616260
2018-02-15,3349013670
2018-02-16,3263015520
2018-02-20,3213873720
2018-02-21,3174560280
2018-02-22,3194217000
2018-02-23,3304786050
2018-02-26,3329356950
2018-02-27,3233530440
2018-02-28,3265472610
2018-03-01,3383412930
2018-03-02,3599636850
2018-03-05,3712662990
2018-03-06,3739690980
2018-03-07,3749519340
2018-03-08,3700377540
2018-03-09,3867459660
2018-03-12,3833060400
2018-03-13,3830603310
2018-03-14,3695463360
2018-03-15,3621750660
2018-03-16,3712662990
2018-03-19,3602093940
2018-03-20,3516095790
2018-03-21,3783918600
2018-03-22,3717577170
2018-03-23,3599636850
2018-03-26,3715120080
2018-03-27,3513638700
2018-03-28,3523467060
2018-03-29,3572608860
2018-04-02,3378391200
2018-04-03,3430026000
2018-04-04,3388226400
2018-04-05,3570177600
2018-04-06,3434943600
2018-04-09,3425108400
2018-04-10,3634106400
2018-04-11,3685741200
2018-04-12,3607059600
2018-04-13,3599683200
2018-04-16,3565260000
2018-04-17,3481660800
2018-04-18,3572636400
2018-04-19,3501331200
2018-04-20,3366097200
2018-04-23,3366097200
2018-04-24,3302168400
2018-04-25,3329215200
2018-04-26,3479202000
2018-04-27,3417732000
2018-04-30,3405438000
2018-05-01,3417732000
2018-05-02,3385767600
2018-05-03,3299709600
2018-05-04,3348885600
2018-05-07,3471825600
2018-05-08,3530836800
2018-05-09,3636565200
2018-05-10,3629188800
2018-05-11,3513625200
2018-05-14,3629188800
2018-05-15,3636565200
2018-05-16,3801304800
2018-05-17,3852939600
2018-05-18,3729999600
2018-05-21,3953750399
2018-05-22,3798846000
2018-05-23,3803763600
2018-05-24,3717705600
2018-05-25,3737376000
2018-05-29,3712788000
2018-05-30,3857857200
2018-05-31,3894739200
2018-06-01,4027514399
2018-06-04,3840645600
2018-06-05,3892280400
2018-06-06,3879986400
2018-06-07,3995550000
2018-06-08,3948832799
2018-06-11,3980797200
2018-06-12,4029973200
2018-06-13,4086525600
2018-06-14,3970961999
2018-06-15,3929162400
2018-06-18,4025055600
2018-06-19,4086525600
2018-06-20,4189795200
2018-06-21,4140619200
2018-06-22,4150454399
2018-06-25,4081608000
2018-06-26,4177501199
2018-06-27,4093901999
2018-06-28,4177501199
2018-06-29,4113572400
2018-07-02,4123125230
2018-07-03,4150234840
2018-07-05,4100944640
2018-07-06,4206918570
2018-07-09,4322750540
2018-07-10,4189667000
2018-07-11,4091086600
2018-07-12,4012222280
2018-07-13,4041796399
2018-07-16,3977719140
2018-07-17,4017151300
2018-07-18,3980183649
2018-07-19,4054118950
2018-07-20,4022080320
2018-07-23,3960467570
2018-07-24,3938286980
2018-07-25,3918570900
2018-07-26,3916106390
2018-07-27,3566145970
2018-07-30,3590791070
2018-07-31,3802738930
2018-08-01,3790416380
2018-08-02,3760842260
2018-08-03,3837242070
2018-08-06,3901319330
2018-08-07,3955538550
2018-08-08,3923499920
2018-08-09,3970325610
2018-08-10,3869280700
2018-08-13,3758377750
2018-08-14,3792880890
2018-08-15,3617900680
2018-08-16,3605578130
2018-08-17,3662261860
2018-08-20,3686906960
2018-08-21,3884067760
2018-08-22,4041796399
2018-08-23,4073835030
2018-08-24,4105873660
2018-08-27,4061512480
2018-08-28,3977719140
2018-08-29,4083693070
2018-08-30,4059047969
2018-08-31,4046725420
2018-09-04,3908712860
2018-09-05,3852029130
2018-09-06,3684442450
2018-09-07,3610507150
2018-09-10,3588326560
2018-09-11,3691835980
2018-09-12,3805203440
2018-09-13,3847100110
2018-09-14,3874209720
2018-09-17,3955538550
2018-09-18,4031938360
2018-09-19,4236492690
2018-09-20,4391756820
2018-09-21,4310427990
2018-09-24,4295640930
2018-09-25,4278389360
2018-09-26,4073835030
2018-09-27,4192131510
2018-09-28,4187202489
2018-10-01,4201038907
2018-10-02,4262673868
2018-10-03,4311981836
2018-10-04,4289793250
2018-10-05,4294724047
2018-10-08,4415528570
2018-10-09,4556056280
2018-10-10,4267604665
2018-10-11,4092561377
2018-10-12,4132007751
2018-10-15,4351428211
2018-10-16,4324308828
2018-10-17,4252812274
2018-10-18,4230623688
2018-10-19,4287327852
2018-10-22,4117215361
2018-10-23,4060511197
2018-10-24,3875606316
2018-10-25,3937241276
2018-10-26,3905191097
2018-10-29,3767128785
2018-10-30,3836159941
2018-10-31,3907656495
2018-11-01,4072838189
2018-11-02,4040788010
2018-11-05,4331705023
2018-11-06,4287327852
2018-11-07,4304585641
2018-11-08,4205969704
2018-11-09,4363755203
2018-11-12,4339101219
2018-11-13,4393339984
2018-11-14,4299654844
2018-11-15,4203504306
2018-11-16,4171454126
2018-11-19,4161592532
2018-11-20,3875606316
2018-11-21,3966826057
2018-11-23,3846021535
2018-11-26,3784386574
2018-11-27,3658651255
2018-11-28,3695632231
