,CHIR
2023-03-20,11253960.0
2023-03-21,11363010.0
2023-03-22,11373915.0
2023-03-23,11532037.0
2023-03-24,11379367.0
2023-03-27,11101290.0
2023-03-28,11384820.0
2023-03-29,11352105.0
2023-03-30,11646540.0
2023-03-31,11292127.0
2023-04-03,11548395.0
2023-04-04,11439345.0
2023-04-05,11275770.0
2023-04-06,11335747.0
2023-04-10,11412082.0
2023-04-11,12028215.0
2023-04-12,12022762.0
2023-04-13,12268125.0
2023-04-14,12268125.0
2023-04-17,12126360.0
2023-04-18,12159075.0
2023-04-19,11750137.0
2023-04-20,11515680.0
2023-04-21,11308485.0
2023-04-24,11084932.0
2023-04-25,10801402.0
2023-04-26,10932262.0
2023-04-27,10992240.0
2023-04-28,11139457.0
2023-05-01,11139457.0
2023-05-02,10632375.0
2023-05-03,10468800.0
2023-05-04,10746877.0
2023-05-05,11008597.0
2023-05-08,10981335.0
2023-05-09,11068575.0
2023-05-10,10839570.0
2023-05-11,10779592.0
2023-05-12,10490610.0
2023-05-15,10675995.0
2023-05-16,10327035.0
2023-05-17,10141650.0
2023-05-18,9869025.0
2023-05-19,9934455.0
2023-05-22,9781785.0
2023-05-23,9640020.0
2023-05-24,9285607.5
2023-05-25,9160200.0
2023-05-26,9421920.0
2023-05-30,9236535.0
2023-05-31,9007530.0
2023-06-01,9051150.0
2023-06-02,9710902.5
2023-06-05,9612757.5
2023-06-06,10130745.0
2023-06-07,9869025.0
2023-06-08,10267057.0
2023-06-09,10087125.0
2023-06-12,10054410.0
2023-06-13,10130745.0
2023-06-14,10316130.0
2023-06-15,10583302.0
2023-06-16,10463347.0
2023-06-20,9988980.0
2023-06-21,9661830.0
2023-06-22,9596400.0
2023-06-23,9318322.5
2023-06-26,9269250.0
2023-06-27,9874477.5
2023-06-28,9836310.0
2023-06-29,9590947.5
2023-06-30,9558232.5
2023-07-03,9634567.5
2023-07-05,9372847.5
2023-07-06,9329227.5
2023-07-07,9421920.0
2023-07-10,9383752.5
2023-07-11,9443730.0
2023-07-12,9449182.5
2023-07-13,9601852.5
2023-07-14,9449182.5
2023-07-17,9356490.0
2023-07-18,9072960.0
2023-07-19,9182010.0
2023-07-20,9449182.5
2023-07-21,9241987.5
2023-07-24,9329227.5
2023-07-25,9950812.5
2023-07-26,10168912.0
2023-07-27,10098030.0
2023-07-28,10725067.0
2023-07-31,10616017.0
2023-08-01,10321582.0
2023-08-02,10261605.0
2023-08-03,10577850.0
2023-08-04,10468800.0
2023-08-07,10212532.0
2023-08-08,9814500.0
2023-08-09,9858120.0
2023-08-10,9749070.0
2023-08-11,9607305.0
2023-08-14,9492802.5
2023-08-15,9340132.5
2023-08-16,9345585.0
2023-08-17,9285607.5
2023-08-18,9089317.5
2023-08-21,8849407.5
2023-08-22,8920290.0
2023-08-23,8920290.0
2023-08-24,8865765.0
2023-08-25,9067507.5
2023-08-28,9225630.0
2023-08-29,9596400.0
2023-08-30,9541875.0
2023-08-31,9629115.0
2023-09-01,9879930.0
2023-09-05,9743617.5
2023-09-06,10288867.0
2023-09-07,9629115.0
2023-09-08,9732712.5
2023-09-11,9716355.0
2023-09-12,9727260.0
2023-09-13,9661830.0
2023-09-14,9678187.5
2023-09-15,9552780.0
2023-09-18,9236535.0
2023-09-19,9214725.0
2023-09-20,9274702.5
2023-09-21,9182010.0
2023-09-22,9209272.5
2023-09-25,8871217.5
2023-09-26,8822145.0
2023-09-27,8756715.0
2023-09-28,9002077.5
2023-09-29,8767620.0
2023-10-02,8805787.5
2023-10-03,8724000.0
2023-10-04,8582235.0
2023-10-05,8664022.5
2023-10-06,8816692.5
2023-10-09,8816692.5
2023-10-10,8604045.0
2023-10-11,8729452.5
2023-10-12,8669475.0
2023-10-13,8445922.5
2023-10-16,8391397.5
2023-10-17,8156940.0
2023-10-18,8036985.0
2023-10-19,7982460.0
2023-10-20,7933387.5
2023-10-23,7917030.0
2023-10-24,8118772.5
2023-10-25,8009722.5
2023-10-26,7977007.5
2023-10-27,7982460.0
2023-10-30,8047890.0
2023-10-31,7851600.0
2023-11-01,7938840.0
2023-11-02,7878862.5
2023-11-03,8042437.5
2023-11-06,8107867.5
2023-11-07,8069700.0
2023-11-08,8244180.0
2023-11-09,7987912.5
2023-11-10,7911577.5
2023-11-13,7906125.0
2023-11-14,8162392.5
2023-11-15,8358682.5
2023-11-16,8069700.0
2023-11-17,8031532.5
2023-11-20,8238727.5
2023-11-21,8211465.0
2023-11-22,8320515.0
2023-11-24,8838502.5
2023-11-27,8549520.0
2023-11-28,8440470.0
2023-11-29,8135130.0
2023-11-30,8151487.5
2023-12-01,8113320.0
2023-12-04,7895220.0
2023-12-05,7688025.0
2023-12-06,7709835.0
2023-12-07,7666215.0
2023-12-08,7524450.0
2023-12-11,7535355.0
2023-12-12,7797075.0
2023-12-13,7491735.0
2023-12-14,7666215.0
2023-12-15,7775265.0
2023-12-18,7535355.0
2023-12-19,7502640.0
2023-12-20,7317255.0
2023-12-21,7573522.5
2023-12-22,7477613.03
2023-12-26,7459020.0
2023-12-27,7393590.0
2023-12-28,7459020.0
2023-12-29,7476904.2
2024-01-02,7119329.25
2024-01-03,7208205.0
2024-01-04,7067257.87
2024-01-05,7076199.98
2024-01-08,7007443.95
2024-01-09,6881000.48
2024-01-10,6997629.45
2024-01-11,6924675.0
2024-01-12,6910062.3
2024-01-16,6673860.0
2024-01-17,6349436.25
2024-01-18,6341366.55
2024-01-19,6351290.1
2024-01-22,6032591.48
2024-01-23,6303744.3
2024-01-24,6389116.23
2024-01-25,6632618.04
2024-01-26,6696245.84
2024-01-29,6340525.35
2024-01-30,6292081.22
2024-01-31,6288481.33
2024-02-01,6276396.01
2024-02-02,6312909.11
2024-02-05,6335794.08
2024-02-06,6339856.81
2024-02-07,5666726.88
2024-02-08,5659830.25
2024-02-09,5656198.03
2024-02-12,5655232.5
2024-02-13,5659830.25
2024-02-14,5675922.38
2024-02-15,5664013.51
2024-02-16,5654794.48
2024-02-20,5655253.14
2024-02-23,5655253.14
2024-02-26,5655253.14
2024-02-27,5655253.14
2024-02-29,6287646.51
2024-03-01,6287646.51
2024-03-04,6287646.51
2024-03-05,6287646.51
