,JBL
2009-04-14,1352950700
2009-04-15,1398532500
2009-04-16,1477264700
2009-04-17,1508343200
2009-04-20,1402676300
2009-04-21,1487624200
2009-04-22,1508343200
2009-04-23,1533206000
2009-04-24,1597434900
2009-04-27,1537349800
2009-04-28,1547709300
2009-04-29,1624369600
2009-04-30,1678239000
2009-05-01,1663735699
2009-05-04,1798409200
2009-05-05,1767330699
2009-05-06,1852278600
2009-05-07,1711389400
2009-05-08,1742467900
2009-05-11,1676167100
2009-05-12,1611938200
2009-05-13,1450330000
2009-05-14,1551853100
2009-05-15,1551853100
2009-05-18,1605722500
2009-05-19,1661663800
2009-05-20,1694814200
2009-05-21,1622297700
2009-05-22,1580859700
2009-05-26,1643016700
2009-05-27,1622297700
2009-05-28,1624369600
2009-05-29,1622297700
2009-06-01,1744738800
2009-06-02,1746815870
2009-06-03,1674118420
2009-06-04,1740584660
2009-06-05,1782126060
2009-06-08,1732276380
2009-06-09,1603498040
2009-06-10,1537031800
2009-06-11,1580650270
2009-06-12,1568187850
2009-06-15,1514184030
2009-06-16,1458103140
2009-06-17,1441486580
2009-06-18,1433178300
2009-06-19,1422792950
2009-06-22,1372943270
2009-06-23,1478873840
2009-06-24,1520415240
2009-06-25,1497567470
2009-06-26,1487182120
2009-06-29,1549494220
2009-06-30,1541185940
2009-07-01,1593112690
2009-07-02,1495490400
2009-07-06,1480950910
2009-07-07,1414484670
2009-07-08,1397868110
2009-07-09,1447717790
2009-07-10,1416561740
2009-07-13,1460180210
2009-07-14,1503798680
2009-07-15,1613883390
2009-07-16,1703197399
2009-07-17,1694889120
2009-07-20,1767586570
2009-07-21,1755124149
2009-07-22,1815359180
2009-07-23,1848592300
2009-07-24,1879748350
2009-07-27,1883902490
2009-07-28,1867285930
2009-07-29,1829898670
2009-07-30,1873517140
2009-07-31,1902596120
2009-08-03,1985678920
2009-08-04,2054222230
2009-08-05,2056299300
2009-08-06,1975293570
2009-08-07,2033451529
2009-08-10,2002295480
2009-08-11,2025143250
2009-08-12,2133150890
2009-08-13,2089532420
2009-08-14,2050068089
2009-08-17,1937906310
2009-08-18,2023066180
2009-08-19,2018912040
2009-08-20,2006449620
2009-08-21,2224541970
2009-08-24,2193385920
2009-08-25,2243235600
2009-08-26,2207925410
2009-08-27,2245312670
2009-08-28,2318010120
2009-08-31,2339631750
2009-09-01,2339631750
2009-09-02,2256302400
2009-09-03,2290488800
2009-09-04,2367408200
2009-09-08,2375954800
2009-09-09,2527656950
2009-09-10,2516973700
2009-09-11,2514837050
2009-09-14,2544750150
2009-09-15,2540476850
2009-09-16,2606713000
2009-09-17,2544750150
2009-09-18,2651582650
2009-09-21,2649446000
2009-09-22,2636626100
2009-09-23,2711408850
2009-09-24,2677222450
2009-09-25,2536203550
2009-09-28,2645172700
2009-09-29,2623806200
2009-09-30,2865247650
2009-10-01,2754141850
2009-10-02,2764825100
2009-10-05,2905844000
2009-10-06,2965670200
2009-10-07,2974216800
2009-10-08,2980626750
2009-10-09,3066092750
2009-10-12,3110962400
2009-10-13,3128055600
2009-10-14,3286167700
2009-10-15,3247708000
2009-10-16,3157968700
2009-10-19,3243434700
2009-10-20,3230614800
2009-10-21,3196428400
2009-10-22,3179335200
2009-10-23,3196428400
2009-10-26,3204975000
2009-10-27,3130192250
2009-10-28,2925073850
2009-10-29,3048999550
2009-10-30,2858837700
2009-11-02,2927210500
2009-11-03,2893024100
2009-11-04,2912253950
2009-11-05,3042589600
2009-11-06,3053272850
2009-11-09,3168651950
2009-11-10,3155832050
2009-11-11,3140875500
2009-11-12,3087459250
2009-11-13,3093869200
2009-11-16,3102415800
2009-11-17,3081049300
2009-11-18,3040452950
2009-11-19,2937893750
2009-11-20,2912253950
2009-11-23,2976353450
2009-11-24,2856701050
2009-11-25,2890887450
2009-11-27,2850291100
2009-11-30,2843348750
2009-12-01,2834803750
2009-12-02,2798487500
2009-12-03,2747217500
2009-12-04,2764307500
2009-12-07,2830531250
2009-12-08,2830531250
2009-12-09,2926662500
2009-12-10,2997158750
2009-12-11,3003567500
2009-12-14,3089017500
2009-12-15,3071927500
2009-12-16,3089017500
2009-12-17,3080472500
2009-12-18,3161650000
2009-12-21,3208647500
2009-12-22,3670077500
2009-12-23,3644442499
2009-12-24,3721347500
2009-12-28,3751254999
2009-12-29,3808933749
2009-12-30,3774753750
2009-12-31,3710666250
2010-01-04,3774753750
2010-01-05,3729892500
2010-01-06,3746982500
2010-01-07,3753391250
2010-01-08,3746982500
2010-01-11,3640170000
2010-01-12,3629488749
2010-01-13,3663668749
2010-01-14,3796116250
2010-01-15,3640170000
2010-01-19,3670077500
2010-01-20,3629488749
2010-01-21,3608126250
2010-01-22,3351776250
2010-01-25,3373138750
2010-01-26,3343231250
2010-01-27,3375275000
2010-01-28,3197966250
2010-01-29,3093290000
2010-02-01,3283416250
2010-02-02,3306915000
2010-02-03,3326141250
2010-02-04,3071927500
2010-02-05,3067655000
2010-02-08,3031338750
2010-02-09,3046292500
2010-02-10,3125333750
2010-02-11,3161650000
2010-02-12,3148832500
2010-02-16,3259917500
2010-02-17,3266326250
2010-02-18,3281280000
2010-02-19,3238555000
2010-02-22,3262053750
2010-02-23,3189421250
2010-02-24,3264190000
2010-02-25,3206511250
2010-02-26,3240691250
2010-03-01,3330127170
2010-03-02,3462733390
2010-03-03,3518342450
2010-03-04,3556841030
2010-03-05,3576090319
2010-03-08,3625282950
2010-03-09,3648809859
2010-03-10,3751472740
2010-03-11,3742917500
2010-03-12,3768583220
2010-03-15,3715112970
2010-03-16,3789971319
2010-03-17,3828469899
2010-03-18,3792110130
2010-03-19,3708696540
2010-03-22,3800665370
2010-03-23,3926855160
2010-03-24,3535452930
2010-03-25,3516203640
2010-03-26,3501231970
2010-03-29,3501231970
2010-03-30,3531175310
2010-03-31,3462733390
2010-04-01,3479843870
2010-04-05,3565396270
2010-04-06,3601756040
2010-04-07,3584645560
2010-04-08,3578229130
2010-04-09,3593200800
2010-04-12,3642393430
2010-04-13,3586784370
2010-04-14,3584645560
2010-04-15,3576090319
2010-04-16,3518342450
2010-04-19,3419957190
2010-04-20,3503370780
2010-04-21,3580367939
2010-04-22,3614588899
2010-04-23,3640254620
2010-04-26,3591061990
2010-04-27,3404985520
2010-04-28,3430651240
2010-04-29,3469149819
2010-04-30,3276656920
2010-05-03,3345098840
2010-05-04,3253130010
2010-05-05,3300183830
2010-05-06,3133356650
2010-05-07,3013583290
2010-05-10,3293767400
2010-05-11,3261685250
2010-05-12,3308739070
2010-05-13,3195382140
2010-05-14,3019999720
2010-05-17,3032832580
2010-05-18,2928030890
2010-05-19,2908781600
2010-05-20,2750509660
2010-05-21,2812535150
2010-05-24,2765481330
2010-05-25,2786869430
2010-05-26,2761203710
2010-05-27,2990056380
2010-05-28,2928030890
2010-06-01,2767839450
2010-06-02,2922203850
2010-06-03,2947931250
2010-06-04,2714240700
2010-06-07,2587747650
2010-06-08,2562020250
2010-06-09,2682081450
2010-06-10,2763551550
2010-06-11,2806430550
2010-06-14,2827870050
2010-06-15,2920059900
2010-06-16,2956507050
2010-06-17,2973658650
2010-06-18,2992954200
2010-06-21,2947931250
2010-06-22,2913628050
2010-06-23,3222356850
2010-06-24,3089431950
2010-06-25,3087288000
2010-06-28,3048696900
2010-06-29,2926491750
2010-06-30,2851453500
2010-07-01,2815006350
2010-07-02,2791422900
2010-07-06,2761407600
2010-07-07,2894332500
2010-07-08,2939355450
2010-07-09,2995098150
2010-07-12,3018681600
2010-07-13,3153750450
2010-07-14,3220212900
2010-07-15,3269523750
2010-07-16,3170902050
2010-07-19,3200917350
2010-07-20,3224500800
2010-07-21,3130167000
2010-07-22,3235220550
2010-07-23,3282387450
2010-07-26,3378865200
2010-07-27,3265235850
2010-07-28,3215925000
2010-07-29,3158038350
2010-07-30,3110871450
2010-08-02,3203061300
2010-08-03,3145174650
2010-08-04,3194485500
2010-08-05,3050840850
2010-08-06,2849309550
2010-08-09,2922203850
2010-08-10,2776415250
2010-08-11,2654210100
2010-08-12,2510565450
2010-08-13,2476262250
2010-08-16,2456966700
2010-08-17,2521285200
2010-08-18,2581315800
2010-08-19,2478406200
2010-08-20,2394792150
2010-08-23,2384072400
2010-08-24,2311178100
2010-08-25,2317609950
2010-08-26,2300458350
2010-08-27,2319753900
2010-08-30,2274730950
2010-08-31,2197548750
2010-09-01,2343337350
2010-09-02,2444103000
2010-09-03,2514853350
2010-09-07,2465542500
2010-09-08,2542724700
2010-09-09,2607043200
2010-09-10,2619906900
2010-09-13,2703520950
2010-09-14,2679937500
2010-09-15,2703520950
2010-09-16,2643490350
2010-09-17,2742112050
2010-09-20,2812862400
2010-09-21,2780703150
2010-09-22,2722816500
2010-09-23,2718528600
2010-09-24,2909340150
2010-09-27,2977946550
2010-09-28,2950075200
2010-09-29,3074424300
2010-09-30,3089431950
2010-10-01,3065848500
2010-10-04,3119447250
2010-10-05,3245940300
2010-10-06,3162326250
2010-10-07,3119447250
2010-10-08,3153750450
2010-10-11,3123735150
2010-10-12,3149462550
2010-10-13,3220212900
2010-10-14,3155894400
2010-10-15,3162326250
2010-10-18,3181621800
2010-10-19,3020825550
2010-10-20,3067992450
2010-10-21,3044409000
2010-10-22,3040121100
2010-10-25,3098007750
2010-10-26,3067992450
2010-10-27,3067992450
2010-10-28,3198773400
2010-10-29,3288819300
2010-11-01,3196629450
2010-11-02,3215925000
2010-11-03,3164470200
2010-11-04,3280243500
2010-11-05,3350993850
2010-11-08,3357425700
2010-11-09,3293107200
2010-11-10,3237364500
2010-11-11,3087288000
2010-11-12,3085144050
2010-11-15,3119447250
2010-11-16,3020825550
2010-11-17,3003673950
2010-11-18,3188053650
2010-11-19,3222356850
2010-11-22,3138742800
2010-11-23,3052984800
2010-11-24,3132310950
2010-11-26,3128023050
2010-11-29,3128023050
2010-11-30,3251218700
2010-12-01,3328679900
2010-12-02,3453478500
2010-12-03,3477147200
2010-12-06,3518029500
2010-12-07,3668648500
2010-12-08,3627766200
2010-12-09,3629917900
2010-12-10,3595490700
2010-12-13,3595490700
2010-12-14,3688013800
2010-12-15,3640676400
2010-12-16,3670800199
2010-12-17,3759019899
2010-12-20,3799902200
2010-12-21,4206573500
2010-12-22,4327068700
2010-12-23,4288338100
2010-12-27,4327068700
2010-12-28,4307703400
2010-12-29,4296944900
2010-12-30,4273276200
2010-12-31,4322765300
2011-01-03,4494901300
2011-01-04,4475536000
2011-01-05,4574514200
2011-01-06,4615396500
2011-01-07,4533631900
2011-01-10,4497053000
2011-01-11,4488446200
2011-01-12,4509963200
2011-01-13,4520721700
2011-01-14,4591727800
2011-01-18,4651975400
2011-01-19,4497053000
2011-01-20,4443260500
2011-01-21,4268972800
2011-01-24,4339978900
2011-01-25,4251759200
2011-01-26,4271124500
2011-01-27,4434653700
2011-01-28,4262517699
2011-01-31,4348585700
2011-02-01,4458322400
2011-02-02,4441108800
2011-02-03,4501356400
2011-02-04,4565907400
2011-02-07,4636913500
2011-02-08,4583121000
2011-02-09,4611093100
2011-02-10,4598182900
2011-02-11,4660582200
2011-02-14,4815504600
2011-02-15,4735891700
2011-02-16,4843476700
2011-02-17,4944606600
2011-02-18,4856386900
2011-02-22,4531480200
2011-02-23,4260366000
2011-02-24,4361495900
2011-02-25,4503508100
2011-02-28,4622558150
2011-03-01,4551375500
2011-03-02,4635500450
2011-03-03,4689426700
2011-03-04,4700211950
2011-03-07,4600987650
2011-03-08,4607458800
2011-03-09,4411167250
2011-03-10,4361555100
2011-03-11,4417638400
2011-03-14,4406853150
2011-03-15,4402539050
2011-03-16,4217032750
2011-03-17,4055254000
2011-03-18,4009955950
2011-03-21,4208404550
2011-03-22,4083295650
2011-03-23,4527647950
2011-03-24,4620401100
2011-03-25,4590202400
2011-03-28,4611772900
2011-03-29,4609615850
2011-03-30,4570788950
2011-03-31,4406853150
2011-04-01,4322728200
2011-04-04,4415481350
2011-04-05,4409010200
2011-04-06,4402539050
2011-04-07,4389596750
2011-04-08,4268801950
2011-04-11,4156635350
2011-04-12,4117808450
2011-04-13,4156635350
2011-04-14,4087609750
2011-04-15,4137221900
2011-04-18,4053096950
2011-04-19,4098395000
2011-04-20,4234289150
2011-04-21,4294686550
2011-04-25,4307628850
2011-04-26,4419795450
2011-04-27,4512548600
2011-04-28,4493135150
2011-04-29,4279587200
2011-05-02,4376654450
2011-05-03,4350769850
2011-05-04,4204090449
2011-05-05,4415481350
2011-05-06,4527647950
2011-05-09,4609615850
2011-05-10,4689426700
2011-05-11,4654913900
2011-05-12,4657070950
2011-05-13,4654913900
2011-05-16,4557846650
2011-05-17,4473721700
2011-05-18,4501763350
2011-05-19,4499606300
2011-05-20,4473721700
2011-05-23,4437051850
2011-05-24,4396067900
2011-05-25,4409010200
2011-05-26,4508234500
2011-05-27,4577260100
2011-05-31,4432273040
2011-06-01,4208400119
2011-06-02,4267962640
2011-06-03,4097490600
2011-06-06,4068736279
2011-06-07,4085167320
2011-06-08,3961934520
2011-06-09,4011227640
2011-06-10,3918803039
2011-06-13,3935234080
2011-06-14,4054359119
2011-06-15,3885940960
2011-06-16,3820216800
2011-06-17,3756546520
2011-06-20,3750384880
2011-06-21,3871563800
2011-06-22,3994796600
2011-06-23,3922910800
2011-06-24,3931126320
2011-06-27,3974257800
2011-06-28,4013281520
2011-06-29,4044089720
2011-06-30,4148837600
2011-07-01,4265908760
2011-07-05,4198130720
2011-07-06,4278232039
2011-07-07,4378872160
2011-07-08,4385033800
2011-07-11,4146783720
2011-07-12,4097490600
2011-07-13,4150891480
2011-07-14,4048197480
2011-07-15,4064628520
2011-07-18,3961934520
2011-07-19,4113921640
2011-07-20,4072844039
2011-07-21,4072844039
2011-07-22,4161160880
2011-07-25,4093382840
2011-07-26,4099544480
2011-07-27,3892102600
2011-07-28,3812001279
2011-07-29,3760654279
2011-08-01,3649744760
2011-08-02,3427925720
2011-08-03,3514188680
2011-08-04,3220483840
2011-08-05,3191729520
2011-08-08,2891863040
2011-08-09,3189675640
2011-08-10,3000718680
2011-08-11,3339608880
2011-08-12,3337555000
2011-08-15,3415602440
2011-08-16,3372470960
2011-08-17,3323177840
2011-08-18,2930886760
2011-08-19,2920617360
2011-08-22,2900078560
2011-08-23,3056173440
2011-08-24,3084927760
2011-08-25,3033580760
2011-08-26,3175298480
2011-08-29,3390955880
2011-08-30,3407386920
2011-08-31,3460787800
2011-09-01,3438195119
2011-09-02,3362201560
2011-09-06,3267723080
2011-09-07,3458733920
2011-09-08,3374524840
2011-09-09,3236914880
2011-09-12,3292369640
2011-09-13,3442302880
2011-09-14,3588128360
2011-09-15,3623044320
2011-09-16,3627152080
2011-09-19,3596343880
2011-09-20,3551158520
2011-09-21,3458733920
2011-09-22,3302639039
2011-09-23,3343716640
2011-09-26,3436141240
2011-09-27,3569643440
2011-09-28,3869509920
2011-09-29,3830486199
2011-09-30,3653852520
2011-10-03,3499811520
2011-10-04,3703145640
2011-10-05,3840755600
2011-10-06,3875671560
2011-10-07,3820216800
2011-10-10,4138568199
2011-10-11,4072844039
2011-10-12,4144729840
2011-10-13,4115975520
2011-10-14,4122137160
2011-10-17,4027658680
2011-10-18,4120083279
2011-10-19,4013281520
2011-10-20,3963988400
2011-10-21,4091328960
2011-10-24,4224831160
2011-10-25,4052305240
2011-10-26,4140622080
2011-10-27,4337794560
2011-10-28,4378872160
2011-10-31,4222777279
2011-11-01,4048197480
2011-11-02,4066682400
2011-11-03,4233046680
2011-11-04,4228938920
2011-11-07,4253585480
2011-11-08,4315201880
2011-11-09,4072844039
2011-11-10,4163214760
2011-11-11,4294663080
2011-11-14,4249477720
2011-11-15,4341902320
2011-11-16,4284393680
2011-11-17,4154999240
2011-11-18,4173484160
2011-11-21,4204292360
2011-11-22,4124191039
2011-11-23,3770923680
2011-11-25,3766815920
2011-11-28,3908533640
2011-11-29,3916749160
2011-11-30,4201707490
2011-12-01,4228654799
2011-12-02,4292913770
2011-12-05,4377901440
2011-12-06,4324006820
2011-12-07,4282549420
2011-12-08,4162322959
2011-12-09,4280476549
2011-12-12,4203780360
2011-12-13,4089772510
2011-12-14,3984056140
2011-12-15,4044169370
2011-12-16,4025513540
2011-12-19,3930161520
2011-12-20,4135375650
2011-12-21,4021367799
2011-12-22,4098063990
2011-12-23,4127084170
2011-12-27,4168541570
2011-12-28,4052460850
2011-12-29,4127084170
2011-12-30,4075262420
2012-01-03,4168541570
2012-01-04,4183051660
2012-01-05,4303278120
2012-01-06,4326079690
2012-01-09,4421431710
2012-01-10,4442160410
2012-01-11,4452524760
2012-01-12,4456670500
2012-01-13,4361318480
2012-01-17,4493982160
2012-01-18,4634937320
2012-01-19,4798694050
2012-01-20,4767601000
2012-01-23,4790402570
2012-01-24,4802839790
2012-01-25,4780038220
2012-01-26,4688831940
2012-01-27,4726143600
2012-01-30,4663957500
2012-01-31,4697123420
2012-02-01,4825641360
2012-02-02,4794548310
2012-02-03,4999762440
2012-02-06,4937576340
2012-02-07,4939649210
2012-02-08,4968669390
2012-02-09,5155227690
2012-02-10,5124134640
2012-02-13,5215340920
2012-02-14,5188393610
2012-02-15,5256798320
2012-02-16,5368733300
2012-02-17,5395680610
2012-02-21,5370806170
2012-02-22,5325203030
2012-02-23,5387389130
2012-02-24,5391534870
2012-02-27,5356296080
2012-02-28,5439210880
2012-02-29,5328677340
2012-03-01,5388503760
2012-03-02,5359622040
2012-03-05,5239969200
2012-03-06,5099686560
2012-03-07,5178079800
2012-03-08,5270913900
2012-03-09,5396755680
2012-03-12,5409133560
2012-03-13,5553542160
2012-03-14,5532912360
2012-03-15,5576234940
2012-03-16,5532912360
2012-03-19,5596864740
2012-03-20,5464834020
2012-03-21,5338992240
2012-03-22,5262661980
2012-03-23,5260599000
2012-03-26,5301858600
2012-03-27,5270913900
2012-03-28,5184268740
2012-03-29,5192520660
2012-03-30,5182205760
2012-04-02,5242032180
2012-04-03,5157450000
2012-04-04,5035734180
2012-04-05,4992411600
2012-04-09,4903703460
2012-04-10,4726287180
2012-04-11,4738665060
2012-04-12,4821184260
2012-04-13,4751042940
2012-04-16,4759294860
2012-04-17,4831499160
2012-04-18,4691216520
2012-04-19,4629327120
2012-04-20,4658208840
2012-04-23,4571563680
2012-04-24,4499359380
2012-04-25,4761357840
2012-04-26,4841814060
2012-04-27,4864506840
2012-04-30,4837688100
2012-05-01,4841814060
2012-05-02,4889262600
2012-05-03,4715972280
2012-05-04,4468414680
2012-05-07,4348761840
2012-05-08,4369391640
2012-05-09,4305439260
2012-05-10,4144526820
2012-05-11,4134211920
2012-05-14,3985677360
2012-05-15,4072322519
2012-05-16,4006307160
2012-05-17,3913473060
2012-05-18,3901095180
2012-05-21,3981551400
2012-05-22,4022811000
2012-05-23,3998055240
2012-05-24,3899032199
2012-05-25,3971236500
2012-05-29,4138337879
2012-05-30,3958858620
2012-05-31,3934390580
2012-06-01,3741064540
2012-06-04,3691704700
2012-06-05,3825387600
2012-06-06,3938503899
2012-06-07,3917937300
2012-06-08,3928220600
2012-06-11,3845954200
2012-06-12,3979637100
2012-06-13,3831557580
2012-06-14,3800707680
2012-06-15,3934390580
2012-06-18,3909710660
2012-06-19,3994033720
2012-06-20,4267569500
2012-06-21,4127716620
2012-06-22,4063960160
2012-06-25,3866520800
2012-06-26,3911767320
2012-06-27,4045450220
2012-06-28,4016656980
2012-06-29,4181189779
2012-07-02,4121546640
2012-07-03,4212039680
2012-07-05,4205869700
2012-07-06,4082470100
2012-07-09,4035166920
2012-07-10,3919993959
2012-07-11,3858294160
2012-07-12,3866520800
2012-07-13,3911767320
2012-07-16,3895314040
2012-07-17,3944673880
2012-07-18,4172963140
2012-07-19,4284022779
2012-07-20,4226436300
2012-07-23,4164736500
2012-07-24,4047506880
2012-07-25,4113320000
2012-07-26,4247002899
2012-07-27,4364232520
2012-07-30,4362175860
2012-07-31,4462952200
2012-08-01,4370402500
2012-08-02,4349835900
2012-08-03,4528765320
2012-08-06,4549331920
2012-08-07,4633654980
2012-08-08,4627485000
2012-08-09,4627485000
2012-08-10,4662448220
2012-08-13,4633654980
2012-08-14,4590465120
2012-08-15,4641881620
2012-08-16,4738544640
2012-08-17,4763224560
2012-08-20,4781734500
2012-08-21,4831094340
2012-08-22,4785847820
2012-08-23,4792017800
2012-08-24,4785847820
2012-08-27,4808471080
2012-08-28,4740601300
2012-08-29,4787904480
2012-08-30,4674788180
2012-08-31,4654364040
2012-09-04,4384664280
2012-09-05,4388750640
2012-09-06,4480693740
2012-09-07,4474564200
2012-09-10,4468434660
2012-09-11,4537902780
2012-09-12,4492952820
2012-09-13,4525643700
2012-09-14,4638018600
2012-09-17,4574680020
2012-09-18,4556291400
2012-09-19,4523600520
2012-09-20,4484780100
2012-09-21,4403052900
2012-09-24,4366275660
2012-09-25,4284548460
2012-09-26,3861610199
2012-09-27,3861610199
2012-09-28,3824832960
2012-10-01,3773753460
2012-10-02,3757408020
2012-10-03,3702242160
2012-10-04,3687939900
2012-10-05,3687939900
2012-10-08,3553090020
2012-10-09,3577608180
2012-10-10,3473406000
2012-10-11,3508140060
2012-10-12,3479535540
2012-10-15,3497924160
2012-10-16,3595996800
2012-10-17,3620514960
2012-10-18,3526528680
2012-10-19,3512226420
2012-10-22,3524485500
2012-10-23,3483621900
2012-10-24,3479535540
2012-10-25,3502010520
2012-10-26,3530615040
2012-10-31,3542874120
2012-11-01,3616428600
2012-11-02,3555133199
2012-11-05,3698155800
2012-11-06,3775796640
2012-11-07,3647076300
2012-11-08,3575565000
2012-11-09,3600083160
2012-11-12,3555133199
2012-11-13,3467276460
2012-11-14,3508140060
2012-11-15,3559219560
2012-11-16,3602126340
2012-11-19,3730846680
2012-11-20,3730846680
2012-11-21,3790098900
2012-11-23,3871826100
2012-11-26,3867739740
2012-11-27,3826876140
2012-11-28,3863653380
2012-11-29,3892257900
2012-11-30,3846702000
2012-12-03,3785964600
2012-12-04,3802161240
2012-12-05,3806210400
2012-12-06,3745473000
2012-12-07,3719153460
2012-12-10,3698907660
2012-12-11,3844677419
2012-12-12,3775841699
2012-12-13,3751546740
2012-12-14,3545039580
2012-12-17,3601727820
2012-12-18,3727251780
2012-12-19,3759645060
2012-12-20,4039037100
2012-12-21,3925660620
2012-12-24,3905414820
2012-12-26,3889218180
2012-12-27,3881119860
2012-12-28,3767743380
2012-12-31,3905414820
2013-01-02,3968176800
2013-01-03,3947931000
2013-01-04,3935783520
2013-01-07,3956029320
2013-01-08,3854800320
2013-01-09,3860874060
2013-01-10,3974250540
2013-01-11,4032963360
2013-01-14,3956029320
2013-01-15,3998545500
2013-01-16,3994496340
2013-01-17,4002594660
2013-01-18,3974250540
2013-01-22,3984373440
2013-01-23,4000570080
2013-01-24,4049160000
2013-01-25,4037012520
2013-01-28,3968176800
2013-01-29,3877070699
2013-01-30,3866947800
2013-01-31,3828480780
2013-02-01,3919586880
2013-02-04,3895291919
2013-02-05,3990447180
2013-02-06,3970201380
2013-02-07,3921611460
2013-02-08,3919586880
2013-02-11,3976275120
2013-02-12,3992471760
2013-02-13,3992471760
2013-02-14,3998545500
2013-02-15,4002594660
2013-02-19,4002594660
2013-02-20,3879095280
2013-02-21,3806210400
2013-02-22,3860874060
2013-02-25,3765718800
2013-02-26,3743448419
2013-02-27,3769767960
2013-02-28,3795597040
2013-03-01,3742908560
2013-03-04,3702378960
2013-03-05,3757093920
2013-03-06,3771279280
2013-03-07,3791544080
2013-03-08,3828020720
2013-03-11,3898947519
2013-03-12,3854364960
2013-03-13,3882735680
2013-03-14,3927318240
2013-03-15,3900974000
2013-03-18,3917185839
2013-03-19,3886788640
2013-03-20,3947583040
2013-03-21,3769252800
2013-03-22,3761146879
2013-03-25,3742908560
2013-03-26,3732776160
2013-03-27,3722643760
2013-03-28,3744935040
2013-04-01,3678061199
2013-04-02,3653743440
2013-04-03,3688193600
2013-04-04,3726696720
2013-04-05,3710484879
2013-04-08,3669955280
2013-04-09,3663875839
2013-04-10,3690220080
2013-04-11,3698326000
2013-04-12,3649690480
2013-04-15,3499730960
2013-04-16,3554445920
2013-04-17,3451095440
2013-04-18,3384221600
2013-04-19,3357877360
2013-04-22,3390301040
2013-04-23,3471360240
2013-04-24,3515942800
2013-04-25,3554445920
2013-04-26,3507836879
2013-04-29,3564578320
2013-04-30,3607134400
2013-05-01,3546340000
2013-05-02,3601054960
2013-05-03,3694273040
2013-05-06,3781411680
2013-05-07,3858417920
2013-05-08,3921238800
2013-05-09,3892868080
2013-05-10,3907053440
2013-05-13,3858417920
2013-05-14,3990139120
2013-05-15,3971900800
2013-05-16,3982033199
2013-05-17,4063092400
2013-05-20,4061065920
2013-05-21,4050933519
2013-05-22,3963794879
2013-05-23,3892868080
2013-05-24,3900974000
2013-05-28,3992165600
2013-05-29,3984059680
2013-05-30,4091463120
2013-05-31,4071357539
2013-06-03,4083535080
2013-06-04,4047002460
2013-06-05,3913049520
2013-06-06,3911019930
2013-06-07,3945522960
2013-06-10,3927256650
2013-06-11,3929286240
2013-06-12,3844043460
2013-06-13,4000321890
2013-06-14,3941463780
2013-06-17,3998292300
2013-06-18,4042943280
2013-06-19,4022647380
2013-06-20,4083535080
2013-06-21,4105860570
2013-06-24,3943493370
2013-06-25,4044972870
2013-06-26,4071357539
2013-06-27,4134274830
2013-06-28,4136304420
2013-07-01,4176896219
2013-07-02,4193132940
2013-07-03,4193132940
2013-07-05,4247931870
2013-07-08,4136304420
2013-07-09,4306789980
2013-07-10,4369707270
2013-07-11,4410299070
2013-07-12,4454950050
2013-07-15,4467127590
2013-07-16,4528015290
2013-07-17,4544252010
2013-07-18,4505689800
2013-07-19,4515837750
2013-07-22,4538163240
2013-07-23,4536133650
2013-07-24,4548311190
2013-07-25,4578755040
2013-07-26,4586873400
2013-07-29,4566577500
2013-07-30,4625435610
2013-07-31,4666027410
2013-08-01,4741122240
2013-08-02,4747211010
2013-08-05,4761418140
2013-08-06,4733003880
2013-08-07,4745181420
2013-08-08,4741122240
2013-08-09,4795921170
2013-08-12,4848690510
2013-08-13,4850720100
2013-08-14,4846660920
2013-08-15,4716767160
2013-08-16,4741122240
2013-08-19,4739092650
2013-08-20,4759388550
2013-08-21,4749240600
2013-08-22,4771566090
2013-08-23,4747211010
2013-08-26,4712707980
2013-08-27,4554399960
2013-08-28,4649790690
2013-08-29,4710678390
2013-08-30,4631524380
2013-09-03,4660383120
2013-09-04,4748430780
2013-09-05,4723859340
2013-09-06,4709526000
2013-09-09,4787335560
2013-09-10,4922478480
2013-09-11,4885621320
2013-09-12,4842621300
2013-09-13,4846716540
2013-09-16,4856954640
2013-09-17,4836478440
2013-09-18,4836478440
2013-09-19,4846716540
2013-09-20,4732049820
2013-09-23,4813954620
2013-09-24,4854907020
2013-09-25,4914288000
2013-09-26,4426954440
2013-09-27,4386002040
2013-09-30,4439240160
2013-10-01,4484287800
2013-10-02,4480192560
2013-10-03,4445383020
2013-10-04,4527287820
2013-10-07,4494525900
2013-10-08,4467906840
2013-10-09,4435144920
2013-10-10,4527287820
2013-10-11,4502716380
2013-10-14,4504764000
2013-10-15,4443335400
2013-10-16,4502716380
2013-10-17,4517049720
2013-10-18,4611240240
2013-10-21,4644002160
2013-10-22,4623525960
2013-10-23,4594859280
2013-10-24,4588716420
2013-10-25,4611240240
2013-10-28,4641954540
2013-10-29,4500668760
2013-10-30,4285668660
2013-10-31,4271335320
2013-11-01,4240621020
2013-11-04,4254954360
2013-11-05,4285668660
2013-11-06,4216049580
2013-11-07,4136192400
2013-11-08,4199668620
2013-11-11,4230382920
2013-11-12,4261097219
2013-11-13,4232430540
2013-11-14,4068620940
2013-11-15,4058382840
2013-11-18,4105478100
2013-11-19,4033811400
2013-11-20,3960097080
2013-11-21,3976478040
2013-11-22,4017430440
2013-11-25,4037906640
2013-11-26,4097287620
