,TRIP
2021-04-20,6507500000
2021-04-21,6903430000
2021-04-22,6804105000
2021-04-23,6985630000
2021-04-26,6678750000
2021-04-27,6637650000
2021-04-28,6692450000
2021-04-29,6554080000
2021-04-30,6456810000
2021-05-03,6484210000
2021-05-04,6463660000
2021-05-05,6225280000
2021-05-06,6125270000
2021-05-07,6051290000
2021-05-10,6123900000
2021-05-11,6226650000
2021-05-12,5638920000
2021-05-13,5603300000
2021-05-14,5777290000
2021-05-17,5617000000
2021-05-18,5653990000
2021-05-19,5519730000
2021-05-20,5515620000
2021-05-21,5449860000
2021-05-24,5603300000
2021-05-25,5595080000
2021-05-26,5688240000
2021-05-27,5885520000
2021-05-28,5952650000
2021-06-01,5937580000
2021-06-02,5814280000
2021-06-03,5789620000
2021-06-04,5652620000
2021-06-07,5788250000
2021-06-08,5706050000
2021-06-09,5866340000
2021-06-10,5730710000
2021-06-11,5893740000
2021-06-14,5570420000
2021-06-15,5558090000
2021-06-16,5669060000
2021-06-17,5617000000
2021-06-18,5589600000
2021-06-21,5600560000
2021-06-22,5555350000
2021-06-23,5678650000
2021-06-24,5769070000
2021-06-25,5804690000
2021-06-28,5547130000
2021-06-29,5480000000
2021-06-30,5561400000
2021-07-01,5598660000
2021-07-02,5558640000
2021-07-06,5438580000
2021-07-07,5318520000
2021-07-08,5244000000
2021-07-09,5366820000
2021-07-12,5226060000
2021-07-13,5064600000
2021-07-14,4966620000
2021-07-15,4999740000
2021-07-16,4868640000
2021-07-19,4729260000
2021-07-20,4907280000
2021-07-21,5056320000
2021-07-22,4976280000
2021-07-23,5003880000
2021-07-26,5333700000
2021-07-27,5244000000
2021-07-28,5275740000
2021-07-29,5284020000
2021-07-30,5237100000
2021-08-02,5282640000
2021-08-03,5114280000
2021-08-04,4974900000
2021-08-05,5237100000
2021-08-06,5139120000
2021-08-09,4970760000
2021-08-10,4947300000
2021-08-11,5052180000
2021-08-12,4899000000
2021-08-13,4823100000
2021-08-16,4629900000
2021-08-17,4567800000
2021-08-18,4629900000
2021-08-19,4500180000
2021-08-20,4507080000
2021-08-23,4654740000
2021-08-24,4828620000
2021-08-25,4969380000
2021-08-26,4914180000
2021-08-27,4990080000
2021-08-30,4755480000
2021-08-31,4830000000
2021-09-01,4770660000
2021-09-02,4766520000
2021-09-03,4683720000
2021-09-07,4791360000
2021-09-08,4737540000
2021-09-09,4796880000
2021-09-10,4772040000
2021-09-13,5012160000
2021-09-14,4893480000
2021-09-15,4944540000
2021-09-16,4930740000
2021-09-17,4939020000
2021-09-20,4563660000
2021-09-21,4472580000
2021-09-22,4620240000
2021-09-23,4879680000
2021-09-24,5053560000
2021-09-27,4995600000
2021-09-28,4821720000
2021-09-29,4700280000
2021-09-30,4649527036
2021-10-01,5080827329
2021-10-04,4947591251
2021-10-05,4917372759
2021-10-06,5002533964
2021-10-07,4939349844
2021-10-08,4948964819
2021-10-11,4933855573
2021-10-12,5002533964
2021-10-13,4947591251
2021-10-14,5127528634
2021-10-15,5200327728
2021-10-18,5112419388
2021-10-19,4980556879
2021-10-20,4806113767
2021-10-21,4748423919
2021-10-22,4675624825
2021-10-25,4731941105
2021-10-26,4666009850
2021-10-27,4545135883
2021-10-28,4576727942
2021-10-29,4528653069
2021-11-01,4505302416
2021-11-02,4421514780
2021-11-03,4509423120
2021-11-04,4461348246
2021-11-05,4812981606
2021-11-08,4789630953
2021-11-09,4303387948
2021-11-10,4245698100
2021-11-11,4214106041
2021-11-12,4229215286
2021-11-15,4325365033
2021-11-16,4196249659
2021-11-17,4123450565
2021-11-18,4090484938
2021-11-19,3976478809
2021-11-22,3869340520
2021-11-23,3900932580
2021-11-24,3874834792
2021-11-26,3674293891
2021-11-29,3650943238
2021-11-30,3552046356
2021-12-01,3440787364
2021-12-02,3524575000
2021-12-03,3399580329
2021-12-06,3701765247
2021-12-07,3692150273
2021-12-08,3734730875
2021-12-09,3675667459
2021-12-10,3630339721
2021-12-13,3484741533
2021-12-14,3453149474
2021-12-15,3416063143
2021-12-16,3308924854
2021-12-17,3527322136
2021-12-20,3394086058
2021-12-21,3660558213
2021-12-22,3671546756
2021-12-23,3744345850
2021-12-27,3741598714
2021-12-28,3759455095
2021-12-29,3737478011
2021-12-30,3791047155
2021-12-31,3789140000
2022-01-03,3954550000
2022-01-04,4033780000
2022-01-05,3929530000
2022-01-06,3893390000
2022-01-07,3923970000
2022-01-10,3967060000
2022-01-11,4051850000
2022-01-12,3992080000
2022-01-13,3997640000
2022-01-14,4025440000
2022-01-18,3911460000
2022-01-19,3890610000
2022-01-20,3889220000
2022-01-21,3821110000
2022-01-24,3708520000
2022-01-25,3705740000
2022-01-26,3620950000
2022-01-27,3488900000
2022-01-28,3593150000
2022-01-31,3773850000
2022-02-01,3844740000
2022-02-02,3847520000
2022-02-03,3689060000
2022-02-04,3759950000
2022-02-07,3873930000
2022-02-08,3892000000
2022-02-09,4086600000
2022-02-10,4078260000
2022-02-11,3976790000
2022-02-14,3943430000
2022-02-15,4179730000
2022-02-16,4062970000
2022-02-17,3961500000
2022-02-18,3887830000
2022-02-22,3769680000
2022-02-23,3694620000
2022-02-24,3709910000
2022-02-25,3668210000
2022-02-28,3536160000
2022-03-01,3291520000
2022-03-02,3440250000
2022-03-03,3226190000
2022-03-04,2999620000
2022-03-07,2870350000
2022-03-08,3208120000
2022-03-09,3309590000
2022-03-10,3338780000
2022-03-11,3273450000
2022-03-14,3298470000
2022-03-15,3347120000
2022-03-16,3538940000
2022-03-17,3463880000
2022-03-18,3527820000
2022-03-21,3465270000
2022-03-22,3601490000
2022-03-23,3551450000
2022-03-24,3647360000
2022-03-25,3652920000
2022-03-28,3644580000
2022-03-29,3846130000
2022-03-30,3764120000
2022-03-31,3788447040
2022-04-01,3827560800
2022-04-04,3922551360
2022-04-05,3785653200
2022-04-06,3637579680
2022-04-07,3590084400
2022-04-08,3534207600
2022-04-11,3495093840
2022-04-12,3447598560
2022-04-13,3659930400
2022-04-14,3747936360
2022-04-18,3733967160
2022-04-19,3890422200
2022-04-20,3729776400
2022-04-21,3671105760
2022-04-22,3594275160
2022-04-25,3644564280
2022-04-26,3483918480
2022-04-27,3567733680
2022-04-28,3682281120
2022-04-29,3585893640
2022-05-02,3531413760
2022-05-03,3462964680
2022-05-04,3429438600
2022-05-05,3604053600
2022-05-06,3194756040
2022-05-09,2962867320
2022-05-10,3159833040
2022-05-11,3190565280
2022-05-12,3186374520
2022-05-13,3460170840
2022-05-16,3380546400
2022-05-17,3543986040
2022-05-18,3476933880
2022-05-19,3497887680
2022-05-20,3443407800
2022-05-23,3285555840
2022-05-24,3088590120
2022-05-25,3275777400
2022-05-26,3516047640
2022-05-27,3574718280
2022-05-31,3469949280
2022-06-01,3384737160
2022-06-02,3510459960
2022-06-03,3429438600
2022-06-06,3474140040
2022-06-07,3440613960
2022-06-08,3412675560
2022-06-09,3259014360
2022-06-10,3088590120
2022-06-13,2756123160
2022-06-14,2728184760
2022-06-15,2793840000
2022-06-16,2554966680
2022-06-17,2710024800
2022-06-21,2623415760
2022-06-22,2570332800
2022-06-23,2556363600
2022-06-24,2698849440
2022-06-27,2704437120
2022-06-28,2641575720
2022-06-29,2570332800
2022-06-30,2492000000
2022-07-01,2585800000
2022-07-05,2634800000
2022-07-06,2543800000
2022-07-07,2619400000
2022-07-08,2576000000
2022-07-11,2466800000
2022-07-12,2485000000
2022-07-13,2492000000
2022-07-14,2409400000
2022-07-15,2427600000
2022-07-18,2534000000
2022-07-19,2665600000
2022-07-20,2704800000
2022-07-21,2629200000
2022-07-22,2587200000
2022-07-25,2636199999
2022-07-26,2517200000
2022-07-27,2688000000
2022-07-28,2662800000
2022-07-29,2661400000
2022-08-01,2648800000
2022-08-02,2720200000
2022-08-03,2823800000
2022-08-04,2808400000
2022-08-05,3340400000
2022-08-08,3477600000
2022-08-09,3493000000
2022-08-10,3649800000
2022-08-11,3647000000
2022-08-12,3827600000
2022-08-15,3816400000
2022-08-16,3920000000
2022-08-17,3824800000
2022-08-18,3801000000
2022-08-19,3690400000
2022-08-22,3544800000
2022-08-23,3519600000
2022-08-24,3522400000
2022-08-25,3585400000
2022-08-26,3505600000
2022-08-29,3441199999
2022-08-30,3316600000
2022-08-31,3332000000
2022-09-01,3291400000
2022-09-02,3276000000
2022-09-06,3285800000
2022-09-07,3371199999
2022-09-08,3432800000
2022-09-09,3536400000
2022-09-12,3592400000
2022-09-13,3535000000
2022-09-14,3614800000
2022-09-15,3620400000
2022-09-16,3414600000
2022-09-19,3404800000
2022-09-20,3446800000
2022-09-21,3294200000
2022-09-22,3144400000
2022-09-23,3088400000
2022-09-26,3057600000
2022-09-27,3120600000
2022-09-28,3218600000
2022-09-29,3131800000
2022-09-30,3113279999
2022-10-03,3102000000
2022-10-04,3330420000
2022-10-05,3286710000
2022-10-06,3279660000
2022-10-07,3226080000
2022-10-10,3145710000
2022-10-11,3125970000
2022-10-12,3234540000
2022-10-13,3196470000
2022-10-14,3131610000
2022-10-17,3285300000
2022-10-18,3438990000
2022-10-19,3329010000
2022-10-20,3338880000
2022-10-21,3446040000
2022-10-24,3382590000
2022-10-25,3385410000
2022-10-26,3320550000
2022-10-27,3303630000
2022-10-28,3312090000
2022-10-31,3330420000
2022-11-01,3374130000
2022-11-02,3206340000
2022-11-03,3266970000
2022-11-04,3344520000
2022-11-07,3355800000
2022-11-08,2774880000
2022-11-09,2807310000
2022-11-10,2941260000
2022-11-11,3125970000
2022-11-14,3034320000
2022-11-15,3007529999
2022-11-16,2867940000
2022-11-17,2856660000
2022-11-18,2807310000
2022-11-21,2691690000
2022-11-22,2755140000
2022-11-23,2769240000
2022-11-25,2796029999
2022-11-28,2742450000
2022-11-29,2760779999
2022-11-30,2874990000
2022-12-01,2907420000
2022-12-02,2863710000
2022-12-05,2760779999
2022-12-06,2681820000
2022-12-07,2509800000
2022-12-08,2628240000
2022-12-09,2607090000
2022-12-12,2616960000
2022-12-13,2669130000
2022-12-14,2633880000
2022-12-15,2560560000
2022-12-16,2538000000
2022-12-19,2433660000
2022-12-20,2466090000
2022-12-21,2509800000
2022-12-22,2464680000
2022-12-23,2516850000
2022-12-27,2483010000
2022-12-28,2433660000
2022-12-29,2518260000
2022-12-30,2535180000
2023-01-03,2589967810
2023-01-04,2717273710
2023-01-05,2741320380
2023-01-06,2778097640
2023-01-09,2860139220
2023-01-10,2911061579
2023-01-11,2918134130
2023-01-12,2974714530
2023-01-13,3019978850
2023-01-17,3068072190
2023-01-18,3066657680
2023-01-19,3082217290
2023-01-20,3206694170
2023-01-23,3247714960
2023-01-24,3216595740
2023-01-25,3250543980
2023-01-26,3264689079
2023-01-27,3305709870
2023-01-30,3242056920
2023-01-31,3295808300
2023-02-01,3366533800
2023-02-02,3481109110
2023-02-03,3384922430
2023-02-06,3353803210
2023-02-07,3418870670
2023-02-08,3549005590
2023-02-09,3581539320
2023-02-10,3403311060
2023-02-13,3454233420
2023-02-14,3554663630
2023-02-15,3564565200
2023-02-16,3192549070
2023-02-17,3096362390
2023-02-21,3143041220
2023-02-22,3145870240
2023-02-23,3167087890
2023-02-24,3053927090
2023-02-27,3070901210
2023-02-28,3051098070
2023-03-01,3027051400
2023-03-02,3007248260
2023-03-03,3021393360
2023-03-06,3015735320
2023-03-07,2981787079
2023-03-08,2946424329
2023-03-09,2834678040
2023-03-10,2773854110
2023-03-13,2656449780
2023-03-14,2705957630
2023-03-15,2612599970
2023-03-16,2690398020
2023-03-17,2616843500
2023-03-20,2656449780
2023-03-21,2728589790
2023-03-22,2672009390
2023-03-23,2649377230
2023-03-24,2609770950
2023-03-27,2621087030
2023-03-28,2643719190
2023-03-29,2667765860
2023-03-30,2731418810
2023-03-31,2778036660
2023-04-03,2772441420
2023-04-04,2733274740
2023-04-05,2677322340
2023-04-06,2661935430
2023-04-10,2653542570
2023-04-11,2629762800
2023-04-12,2517858000
2023-04-13,2576608020
2023-04-14,2583602070
2023-04-17,2605983030
2023-04-18,2661935430
2023-04-19,2677322340
2023-04-20,2552828250
2023-04-21,2519256810
2023-04-24,2523453240
2023-04-25,2445119880
2023-04-26,2418542490
2023-04-27,2439524640
2023-04-28,2480090130
2023-05-01,2547233010
2023-05-02,2554227060
2023-05-03,2391965100
2023-05-04,2186340030
2023-05-05,2198929320
2023-05-08,2259078150
2023-05-09,2224107900
2023-05-10,2208720990
2023-05-11,2210119800
2023-05-12,2179345980
2023-05-15,2233899570
2023-05-16,2183542410
2023-05-17,2215715040
2023-05-18,2264673390
2023-05-19,2221310280
2023-05-22,2252084100
2023-05-23,2189137650
2023-05-24,2144375730
2023-05-25,2159762640
2023-05-26,2141578110
2023-05-30,2124792390
2023-05-31,2176548360
2023-06-01,2172351930
2023-06-02,2271667440
2023-06-05,2278661490
2023-06-06,2315030550
2023-06-07,2313631740
2023-06-08,2281459110
2023-06-09,2309435310
2023-06-12,2344405560
2023-06-13,2372381760
2023-06-14,2334613890
2023-06-15,2341607940
2023-06-16,2347203180
2023-06-20,2309435310
2023-06-21,2253482910
2023-06-22,2358393660
2023-06-23,2280060300
2023-06-26,2264673390
2023-06-27,2324822220
2023-06-28,2324822220
2023-06-29,2316429360
2023-06-30,2278753100
2023-07-03,2328501500
2023-07-05,2260788400
2023-07-06,2222095200
2023-07-07,2302245400
2023-07-10,2303627300
2023-07-11,2400360300
2023-07-12,2418325000
2023-07-13,2404506000
2023-07-14,2379631800
2023-07-17,2423852600
2023-07-18,2480510500
2023-07-19,2454254400
2023-07-20,2410033600
2023-07-21,2411415500
2023-07-24,2401742200
2023-07-25,2387923200
2023-07-26,2444581100
2023-07-27,2405887900
2023-07-28,2502620900
2023-07-31,2577243500
2023-08-01,2539932200
2023-08-02,2434907800
2023-08-03,2219331400
2023-08-04,2260788400
2023-08-07,2223477100
2023-08-08,2230386600
2023-08-09,2269079800
2023-08-10,2258024600
2023-08-11,2264934100
2023-08-14,2201366700
2023-08-15,2075613800
2023-08-16,2117070800
2023-08-17,2122598400
2023-08-18,2121216500
2023-08-21,2137799300
2023-08-22,2106015600
2023-08-23,2119834600
2023-08-24,2071468100
2023-08-25,2072850000
2023-08-28,2096342300
2023-08-29,2128126000
2023-08-30,2093578500
2023-08-31,2088050900
2023-09-01,2155764000
2023-09-05,2209658100
2023-09-06,2153000200
2023-09-07,2139181200
2023-09-08,2165437300
2023-09-11,2135035500
2023-09-12,2140563100
2023-09-13,2125362200
2023-09-14,2179256300
2023-09-15,2208276200
2023-09-18,2231768500
2023-09-19,2249733200
2023-09-20,2231768500
2023-09-21,2194457200
2023-09-22,2220713300
2023-09-25,2197221000
2023-09-26,2165437300
2023-09-27,2220713300
2023-09-28,2292572100
2023-09-29,2291190200
2023-10-02,2277000000
2023-10-03,2176260000
2023-10-04,2209380000
2023-10-05,2191440000
2023-10-06,2203860000
2023-10-09,2140380000
2023-10-10,2196960000
2023-10-11,2232840000
2023-10-12,2173500000
2023-10-13,2172120000
2023-10-16,2248020000
2023-10-17,2265960000
2023-10-18,2180400000
2023-10-19,2140380000
2023-10-20,2058960000
2023-10-23,2052060000
2023-10-24,2104500000
2023-10-25,2028600000
2023-10-26,1999620000
2023-10-27,1974780000
2023-10-30,1998240000
2023-10-31,2036880000
2023-11-01,1972020000
2023-11-02,2023080000
2023-11-03,2173500000
2023-11-06,2223180000
2023-11-07,2467440000
2023-11-08,2409480000
2023-11-09,2344620000
2023-11-10,2397060000
2023-11-13,2362560000
2023-11-14,2457780000
2023-11-15,2634420000
2023-11-16,2591640000
2023-11-17,2634420000
2023-11-20,2648220000
2023-11-21,2627520000
2023-11-22,2631660000
2023-11-24,2610960000
2023-11-27,2617860000
2023-11-28,2565420000
2023-11-29,2471580000
2023-11-30,2460540000
2023-12-01,2497800000
2023-12-04,2499180000
2023-12-05,2452260000
2023-12-06,2435700000
2023-12-07,2463300000
2023-12-08,2471580000
2023-12-11,2539200000
2023-12-12,2501940000
2023-12-13,2493660000
2023-12-14,2656500000
2023-12-15,2660640000
2023-12-18,2750340000
2023-12-19,2978040000
2023-12-20,2922840000
2023-12-21,2958720000
2023-12-22,2942160000
2023-12-26,2962860000
2023-12-27,2946300000
2023-12-28,2943540000
2023-12-29,2971140000
2024-01-02,2906280000
2024-01-03,2816580000
2024-01-04,2917320000
2024-01-05,2895240000
2024-01-08,2947680000
2024-01-09,2753100000
2024-01-10,2801400000
2024-01-11,2737920000
2024-01-12,2697900000
2024-01-16,2692380000
2024-01-17,2743440000
2024-01-18,2797260000
2024-01-19,2903520000
2024-01-22,2917320000
2024-01-23,2944920000
2024-01-24,2924220000
2024-01-25,2975280000
2024-01-26,2995980000
2024-01-29,3055320000
2024-01-30,3044280000
2024-01-31,2980800000
2024-02-01,3033240000
2024-02-02,3015300000
2024-02-05,2998740000
2024-02-06,2972520000
2024-02-07,2991840000
2024-02-08,3111900000
2024-02-09,2995980000
2024-02-12,3087060000
2024-02-13,3513480000
2024-02-14,3494160000
2024-02-15,3817080000
2024-02-16,3691500000
2024-02-20,3714960000
2024-02-21,3659760000
2024-02-22,3726000000
2024-02-23,3770160000
2024-02-26,3734280000
2024-02-27,3754980000
2024-02-28,3699780000
2024-02-29,3701160000
2024-03-01,3748080000
2024-03-04,3730140000
2024-03-05,3679080000
2024-03-06,3694260000
2024-03-07,3632160000
2024-03-08,3665280000
2024-03-11,3670800000
2024-03-12,3692880000
2024-03-13,3679080000
2024-03-14,3710820000
2024-03-15,3772920000
2024-03-18,3839160000
2024-03-19,3819840000
2024-03-20,3870900000
2024-03-21,3910920000
2024-03-22,3941280000
2024-03-25,3886080000
2024-03-26,3862620000
2024-03-27,3843300000
2024-03-28,3835020000
2024-04-01,3821220000
2024-04-02,3825360000
2024-04-03,3818460000
2024-04-04,3734280000
2024-04-05,3759120000
2024-04-08,3732900000
2024-04-09,3714960000
2024-04-10,3651480000
2024-04-11,3727380000
2024-04-12,3690120000
2024-04-15,3516240000
2024-04-16,3478980000
2024-04-17,3505200000
2024-04-18,3484500000
2024-04-19,3455520000
2024-04-22,3527280000
2024-04-23,3604560000
2024-04-24,3608700000
2024-04-25,3621120000
2024-04-26,3788100000
2024-04-29,3726000000
2024-04-30,3633540000
2024-05-01,3632160000
2024-05-02,3663900000
2024-05-03,3559020000
2024-05-06,3519000000
2024-05-07,3516240000
2024-05-08,2506080000
2024-05-09,2526780000
2024-05-10,2516802840
2024-05-13,2580484320
2024-05-14,2664931500
2024-05-15,2615093820
2024-05-16,2587406220
2024-05-17,2505727800
2024-05-20,2554181100
2024-05-21,2518187220
2024-05-22,2544490440
2024-05-23,2460043260
2024-05-24,2476655820
2024-05-28,2480808960
2024-05-29,2482193340
2024-05-30,2482193340
2024-05-31,2540337300
2024-06-03,2527877880
2024-06-04,2494652760
2024-06-05,2466965160
2024-06-06,2554181100
2024-06-07,2572178040
2024-06-10,2556949860
2024-06-11,2541721680
2024-06-12,2590174980
2024-06-13,2540337300
2024-06-14,2508496560
2024-06-17,2504343420
2024-06-18,2491884000
2024-06-20,2483577720
2024-06-21,2458658880
2024-06-24,2439277560
2024-06-25,2433740040
2024-06-26,2432355660
2024-06-27,2418511860
2024-06-28,2465580780
2024-07-01,2433740040
2024-07-02,2454505740
2024-07-03,2433740040
2024-07-05,2436508800
2024-07-08,2479424580
2024-07-09,2426818140
2024-07-10,2435124420
2024-07-11,2483577720
2024-07-12,2473887060
2024-07-15,2493268380
2024-07-16,2497421520
2024-07-17,2494652760
2024-07-18,2460043260
2024-07-19,2446199460
2024-07-22,2483577720
2024-07-23,2519571600
2024-07-24,2412974340
2024-07-25,2437893180
2024-07-26,2478040200
2024-07-29,2487730860
2024-07-30,2494652760
2024-07-31,2440661940
2024-08-01,2332680300
2024-08-02,2245464360
2024-08-05,2198504860
2024-08-06,2272298880
2024-08-07,1894974740
2024-08-08,1953453020
2024-08-09,1888013040
