,NOV
2009-04-09,12920960000
2009-04-13,13145600000
2009-04-14,13386880000
2009-04-15,13158080000
2009-04-16,13416000000
2009-04-17,13511679999
2009-04-20,12330240000
2009-04-21,12588160000
2009-04-22,12725440000
2009-04-23,11306880000
2009-04-24,12168000000
2009-04-27,11648000000
2009-04-28,11427520000
2009-04-29,11880960000
2009-04-30,11693760000
2009-05-01,12059840000
2009-05-04,12650560000
2009-05-05,12571520000
2009-05-06,13220480000
2009-05-07,13116480000
2009-05-08,13919360000
2009-05-11,13461760000
2009-05-12,13624000000
2009-05-13,12966720000
2009-05-14,13187200000
2009-05-15,12617280000
2009-05-18,13382720000
2009-05-19,13544960000
2009-05-20,14110720000
2009-05-21,13578240000
2009-05-22,13653120000
2009-05-26,14156480000
2009-05-27,14164799999
2009-05-28,14830400000
2009-05-29,14917760000
2009-06-01,15462720000
2009-06-02,15479360000
2009-06-03,14376960000
2009-06-04,15134080000
2009-06-05,14664000000
2009-06-08,14630720000
2009-06-09,14768000000
2009-06-10,14576640000
2009-06-11,15146559999
2009-06-12,14942720000
2009-06-15,14497600000
2009-06-16,14006720000
2009-06-17,13470080000
2009-06-18,13553280000
2009-06-19,13262080000
2009-06-22,12342720000
2009-06-23,12425920000
2009-06-24,12251200000
2009-06-25,12821120000
2009-06-26,12783680000
2009-06-29,12854400000
2009-06-30,12613120000
2009-07-01,12492480000
2009-07-02,11910080000
2009-07-06,11835200000
2009-07-07,11415040000
2009-07-08,11427520000
2009-07-09,11831040000
2009-07-10,11768640000
2009-07-13,12039040000
2009-07-14,12409280000
2009-07-15,12900160000
2009-07-16,13066560000
2009-07-17,13195520000
2009-07-20,13669760000
2009-07-21,13890240000
2009-07-22,13669760000
2009-07-23,14123200000
2009-07-24,14522559999
2009-07-27,14460160000
2009-07-28,14119040000
2009-07-29,13495040000
2009-07-30,13873600000
2009-07-31,13881919999
2009-08-03,14693120000
2009-08-04,14293760000
2009-08-05,14006720000
2009-08-06,13994240000
2009-08-07,14131520000
2009-08-10,14331200000
2009-08-11,13981760000
2009-08-12,14293760000
2009-08-13,14788799999
2009-08-14,14073280000
2009-08-17,13665600000
2009-08-18,14144000000
2009-08-19,14426880000
2009-08-20,14697280000
2009-08-21,15213120000
2009-08-24,15308799999
2009-08-25,14872000000
2009-08-26,14763840000
2009-08-27,14664000000
2009-08-28,14381120000
2009-08-31,14040000000
2009-09-01,13802880000
2009-09-02,13856960000
2009-09-03,14160640000
2009-09-04,14451840000
2009-09-08,14734720000
2009-09-09,14734720000
2009-09-10,15025919999
2009-09-11,15129919999
2009-09-14,15841280000
2009-09-15,16544320000
2009-09-16,17143360000
2009-09-17,16806400000
2009-09-18,16872960000
2009-09-21,16627520000
2009-09-22,17076799999
2009-09-23,16714880000
2009-09-24,16070080000
2009-09-25,16199040000
2009-09-28,16702400000
2009-09-29,16652480000
2009-09-30,16660799999
2009-10-01,15920320000
2009-10-02,15795520000
2009-10-05,16261440000
2009-10-06,16781440000
2009-10-07,16972799999
2009-10-08,17671680000
2009-10-09,17476160000
2009-10-12,17808960000
2009-10-13,17788160000
2009-10-14,18062720000
2009-10-15,18828160000
2009-10-16,18628480000
2009-10-19,19244160000
2009-10-20,18865600000
2009-10-21,18620160000
2009-10-22,18774080000
2009-10-23,18112640000
2009-10-26,17126720000
2009-10-27,16640000000
2009-10-28,15974400000
2009-10-29,16577600000
2009-10-30,15832960000
2009-11-02,15982720000
2009-11-03,16536000000
2009-11-04,16448640000
2009-11-05,16818880000
2009-11-06,16872960000
2009-11-09,17638400000
2009-11-10,17430400000
2009-11-11,17613440000
2009-11-12,17060160000
2009-11-13,17060160000
2009-11-16,17559360000
2009-11-17,17817280000
2009-11-18,17609280000
2009-11-19,16931200000
2009-11-20,16527679999
2009-11-23,16814720000
2009-11-24,16993600000
2009-11-25,17334720000
2009-11-27,16723200000
2009-11-30,16615040000
2009-12-01,17026880000
2009-12-02,16939520000
2009-12-03,16540160000
2009-12-04,16332160000
2009-12-07,16311360000
2009-12-08,15991040000
2009-12-09,16099200000
2009-12-10,16927040000
2009-12-11,16972799999
2009-12-14,17110080000
2009-12-15,17276480000
2009-12-16,17326400000
2009-12-17,17168320000
2009-12-18,16719040000
2009-12-21,16964480000
2009-12-22,16931200000
2009-12-23,17293120000
2009-12-24,17368000000
2009-12-28,17480320000
2009-12-29,17322240000
2009-12-30,17226560000
2009-12-31,17071980000
2010-01-04,17843430000
2010-01-05,18156180000
2010-01-06,18414720000
2010-01-07,18235410000
2010-01-08,18239580000
2010-01-11,18060270000
2010-01-12,17951850000
2010-01-13,17947680000
2010-01-14,18181200000
2010-01-15,17901810000
2010-01-19,18227070000
2010-01-20,17785050000
2010-01-21,17188740000
2010-01-22,16467330000
2010-01-25,16688340000
2010-01-26,16521539999
2010-01-27,16617450000
2010-01-28,16062840000
2010-01-29,15837659999
2010-02-01,16296360000
2010-02-02,16513200000
2010-02-03,17026110000
2010-02-04,16471500000
2010-02-05,16379760000
2010-02-08,16079520000
2010-02-09,16525710000
2010-02-10,16475670000
2010-02-11,16809270000
2010-02-12,16788420000
2010-02-16,17063640000
2010-02-17,17163719999
2010-02-18,17313840000
2010-02-19,17463960000
2010-02-22,17192910000
2010-02-23,16700849999
2010-02-24,16838460000
2010-02-25,16713360000
2010-02-26,16830120000
2010-03-01,16905180000
2010-03-02,17046960000
2010-03-03,17167890000
2010-03-04,16705020000
2010-03-05,16905180000
2010-03-08,16892670000
2010-03-09,16817610000
2010-03-10,16921860000
2010-03-11,16992750000
2010-03-12,17013599999
2010-03-15,16750890000
2010-03-16,17076150000
2010-03-17,17292990000
2010-03-18,16926030000
2010-03-19,16438140000
2010-03-22,16383930000
2010-03-23,16446480000
2010-03-24,16358909999
2010-03-25,15837659999
2010-03-26,15458190000
2010-03-29,15720900000
2010-03-30,15666690000
2010-03-31,15712560000
2010-04-01,16112880000
2010-04-05,16496520000
2010-04-06,16734210000
2010-04-07,16625789999
2010-04-08,16429800000
2010-04-09,16621620000
2010-04-12,16604940000
2010-04-13,16217130000
2010-04-14,16358909999
2010-04-15,16600770000
2010-04-16,16446480000
2010-04-19,16471500000
2010-04-20,17051130000
2010-04-21,17209590000
2010-04-22,17267970000
2010-04-23,17910150000
2010-04-26,17985210000
2010-04-27,16796760000
2010-04-28,17159550000
2010-04-29,17330520000
2010-04-30,17046960000
2010-05-03,17234610000
2010-05-04,16830120000
2010-05-05,16579920000
2010-05-06,15883530000
2010-05-07,15141270000
2010-05-10,16008630000
2010-05-11,15704219999
2010-05-12,15908550000
2010-05-13,15733409999
2010-05-14,15454020000
2010-05-17,15162120000
2010-05-18,14953620000
2010-05-19,14540789999
2010-05-20,13702620000
2010-05-21,14282250000
2010-05-24,13965330000
2010-05-25,14257230000
2010-05-26,14732610000
2010-05-27,15516570000
2010-05-28,14761800000
2010-06-01,13127160000
2010-06-02,13690110000
2010-06-03,13811039999
2010-06-04,13419060000
2010-06-07,13552500000
2010-06-08,13706789999
2010-06-09,13610880000
2010-06-10,14486580000
2010-06-11,14532450000
2010-06-14,14269740000
2010-06-15,15016170000
2010-06-16,14807670000
2010-06-17,14582490000
2010-06-18,14753460000
2010-06-21,14457390000
2010-06-22,13886099999
2010-06-23,13840230000
2010-06-24,13698450000
2010-06-25,13669260000
2010-06-28,13431570000
2010-06-29,12785220000
2010-06-30,12806070000
2010-07-01,12868620000
2010-07-02,12914490000
2010-07-06,13068780000
2010-07-07,13615050000
2010-07-08,13794360000
2010-07-09,13748490000
2010-07-12,13773510000
2010-07-13,13902780000
2010-07-14,13890270000
2010-07-15,14052900000
2010-07-16,13652580000
2010-07-19,13973670000
2010-07-20,14478240000
2010-07-21,14173830000
2010-07-22,14657550000
2010-07-23,14728440000
2010-07-26,14699250000
2010-07-27,14474070000
2010-07-28,14453219999
2010-07-29,15053700000
2010-07-30,15162120000
2010-08-02,15925230000
2010-08-03,15854340000
2010-08-04,16208789999
2010-08-05,16062840000
2010-08-06,16117050000
2010-08-09,15900210000
2010-08-10,15783450000
2010-08-11,15245520000
2010-08-12,15287219999
2010-08-13,15291390000
2010-08-16,15245520000
2010-08-17,15554099999
2010-08-18,15308070000
2010-08-19,14978640000
2010-08-20,14803500000
2010-08-23,14832690000
2010-08-24,14774310000
2010-08-25,14478240000
2010-08-26,14228039999
2010-08-27,14703420000
2010-08-30,14578320000
2010-08-31,14569980000
2010-09-01,15174630000
2010-09-02,15408150000
2010-09-03,15700050000
2010-09-07,15312240000
2010-09-08,15433170000
2010-09-09,15454020000
2010-09-10,15912719999
2010-09-13,16000289999
2010-09-14,16050330000
2010-09-15,15925230000
2010-09-16,15837659999
2010-09-17,15983610000
2010-09-20,16342230000
2010-09-21,16646640000
2010-09-22,16600770000
2010-09-23,16559070000
2010-09-24,17117849999
2010-09-27,16901010000
2010-09-28,17155380000
2010-09-29,17363880000
2010-09-30,17217930000
2010-10-01,17493150000
2010-10-04,17013599999
2010-10-05,17860110000
2010-10-06,17893470000
2010-10-07,17672460000
2010-10-08,18047760000
2010-10-11,18060270000
2010-10-12,18126990000
2010-10-13,18644070000
2010-10-14,18639900000
2010-10-15,18819210000
2010-10-18,18706620000
2010-10-19,18381360000
2010-10-20,18898440000
2010-10-21,18564840000
2010-10-22,18815040000
2010-10-25,18573180000
2010-10-26,20145270000
2010-10-27,20908380000
2010-10-28,20708220000
2010-10-29,20816640000
2010-11-01,21033480000
2010-11-02,21475500000
2010-11-03,21575580000
2010-11-04,22555530000
2010-11-05,22755690000
2010-11-08,22568040000
2010-11-09,22584720000
2010-11-10,22880790000
2010-11-11,23060100000
2010-11-12,22322010000
2010-11-15,22259460000
2010-11-16,22313670000
2010-11-17,22918320000
2010-11-18,23956650000
2010-11-19,23902440000
2010-11-22,23598030000
2010-11-23,23568840000
2010-11-24,24507090000
2010-11-26,23819040000
2010-11-29,23769000000
2010-11-30,23731470000
2010-12-01,24002520000
2010-12-02,24135960000
2010-12-03,24394500000
2010-12-06,24511260000
2010-12-07,24227700000
2010-12-08,23877420000
2010-12-09,24348630000
2010-12-10,24261060000
2010-12-13,24773970000
2010-12-14,24594660000
2010-12-15,24090090000
2010-12-16,24411180000
2010-12-17,24615510000
2010-12-20,24803160000
2010-12-21,25316070000
2010-12-22,25457850000
2010-12-23,25478700000
2010-12-27,25195140000
2010-12-28,25174290000
2010-12-29,25674690000
2010-12-30,25899870000
2010-12-31,26224800000
2011-01-03,26077800000
2011-01-04,26048400000
2011-01-05,25767000000
2011-01-06,24847200000
2011-01-07,25363800000
2011-01-10,25426800000
2011-01-11,25893000000
2011-01-12,26275200000
2011-01-13,26178600000
2011-01-14,27026999999
2011-01-18,27241200000
2011-01-19,26619600000
2011-01-20,26426400000
2011-01-21,26325600000
2011-01-24,26615400000
2011-01-25,26569200000
2011-01-26,27892200000
2011-01-27,27636000000
2011-01-28,27866999999
2011-01-31,28820400000
2011-02-01,28896000000
2011-02-02,29106000000
2011-02-03,29610000000
2011-02-04,29811600000
2011-02-07,30303000000
2011-02-08,30172800000
2011-02-09,29950200000
2011-02-10,30983400000
2011-02-11,30361800000
2011-02-14,31042200000
2011-02-15,30790200000
2011-02-16,31470600000
2011-02-17,31743600000
2011-02-18,31269000000
2011-02-22,31117800000
2011-02-23,30958199999
2011-02-24,30374399999
2011-02-25,31130400000
2011-02-28,31029599999
2011-03-01,30038400000
2011-03-02,31025400000
2011-03-03,31924200000
2011-03-04,31487400000
2011-03-07,31151400000
2011-03-08,31126200000
2011-03-09,30542400000
2011-03-10,28761600000
2011-03-11,29656200000
2011-03-14,29647800000
2011-03-15,29421000000
2011-03-16,29017800000
2011-03-17,30525600000
2011-03-18,29954399999
2011-03-21,30958199999
2011-03-22,30655799999
2011-03-23,31025400000
2011-03-24,31277400000
2011-03-25,31449599999
2011-03-28,31479000000
2011-03-29,32079599999
2011-03-30,31159800000
2011-03-31,31059199999
2011-04-01,31612020000
2011-04-04,31920080000
2011-04-05,31536060000
2011-04-06,30784900000
2011-04-07,30763800000
2011-04-08,31202680000
2011-04-11,30371340000
2011-04-12,29244600000
2011-04-13,29413400000
2011-04-14,29780539999
2011-04-15,29974660000
2011-04-18,29864940000
2011-04-19,30371340000
2011-04-20,30810220000
2011-04-21,31046539999
2011-04-25,31109840000
2011-04-26,31582480000
2011-04-27,30122359999
2011-04-28,30164560000
2011-04-29,30050619999
2011-05-02,29282580000
2011-05-03,28358400000
2011-05-04,27396240000
2011-05-05,26919380000
2011-05-06,26881400000
2011-05-09,27691640000
2011-05-10,28012359999
2011-05-11,26763240000
2011-05-12,26712600000
2011-05-13,26653520000
2011-05-16,26197760000
2011-05-17,25623840000
2011-05-18,26543800000
2011-05-19,26615540000
2011-05-20,26552240000
2011-05-23,26164000000
2011-05-24,26826540000
2011-05-25,28345740000
2011-05-26,28425920000
2011-05-27,28548300000
2011-05-31,28438580000
2011-06-01,28029240000
2011-06-02,28354180000
2011-06-03,28738199999
2011-06-06,27894199999
2011-06-07,27906859999
2011-06-08,27957500000
2011-06-09,28603160000
2011-06-10,27716960000
2011-06-13,27067080000
2011-06-14,28067220000
2011-06-15,27476420000
2011-06-16,27421560000
2011-06-17,27054420000
2011-06-20,27387800000
2011-06-21,28100980000
2011-06-22,28248680000
2011-06-23,28138960000
2011-06-24,27467980000
2011-06-27,27700080000
2011-06-28,29215060000
2011-06-29,29700359999
2011-06-30,30645640000
2011-07-01,30683619999
2011-07-05,31367260000
2011-07-06,31409460000
2011-07-07,31717520000
2011-07-08,31426340000
2011-07-11,30282720000
2011-07-12,29949340000
2011-07-13,30286940000
2011-07-14,29940900000
2011-07-15,30780680000
2011-07-18,30527480000
2011-07-19,31375699999
2011-07-20,30932600000
2011-07-21,31920080000
2011-07-22,32641699999
2011-07-25,32249240000
2011-07-26,32114199999
2011-07-27,31346160000
2011-07-28,31835680000
2011-07-29,31569820000
2011-08-01,31312400000
2011-08-02,30607660000
2011-08-03,30396660000
2011-08-04,26784340000
2011-08-05,26442520000
2011-08-08,23610900000
2011-08-09,26012080000
2011-08-10,24838920000
2011-08-11,25910800000
2011-08-12,26168220000
2011-08-15,27539720000
2011-08-16,26788560000
2011-08-17,26767460000
2011-08-18,24784060000
2011-08-19,23788140000
2011-08-22,23653100000
2011-08-23,24940200000
2011-08-24,25231380000
2011-08-25,24535080000
2011-08-26,24969740000
2011-08-29,26092260000
2011-08-30,26256840000
2011-08-31,25906580000
2011-09-01,25539440000
2011-09-02,24935980000
2011-09-06,24952860000
2011-09-07,25847500000
2011-09-08,25505680000
2011-09-09,24551960000
2011-09-12,24792500000
2011-09-13,25007720000
2011-09-14,25400180000
2011-09-15,25754660000
2011-09-16,25480360000
2011-09-19,24868460000
2011-09-20,24172160000
2011-09-21,22741580000
2011-09-22,21319440000
2011-09-23,20855240000
2011-09-26,21568420000
2011-09-27,22235180000
2011-09-28,21137980000
2011-09-29,20682220000
2011-09-30,20117880000
2011-10-03,19728720000
2011-10-04,20731230000
2011-10-05,21644910000
2011-10-06,23358060000
2011-10-07,23100030000
2011-10-10,24127920000
2011-10-11,24639750000
2011-10-12,24686280000
2011-10-13,24728580000
2011-10-14,26082180000
2011-10-17,24635520000
2011-10-18,25815690000
2011-10-19,25193880000
2011-10-20,25578810000
2011-10-21,25811460000
2011-10-24,26868960000
2011-10-25,26703990000
2011-10-26,27275040000
2011-10-27,29347739999
2011-10-28,29745359999
2011-10-31,28015290000
2011-11-01,26856270000
2011-11-02,27549989999
2011-11-03,28577880000
2011-11-04,27918000000
2011-11-07,27930690000
2011-11-08,28535579999
2011-11-09,26335980000
2011-11-10,27021240000
2011-11-11,27905310000
2011-11-14,27469620000
2011-11-15,27748799999
2011-11-16,27799560000
2011-11-17,26657460000
2011-11-18,26509410000
2011-11-21,25811460000
2011-11-22,25375770000
2011-11-23,25041600000
2011-11-25,25341930000
2011-11-28,25845300000
2011-11-29,26568630000
2011-11-30,28159109999
2011-12-01,28053359999
2011-12-02,27905310000
2011-12-05,28725930000
2011-12-06,28709010000
2011-12-07,28569420000
2011-12-08,27896850000
2011-12-09,28827450000
2011-12-12,27786870000
2011-12-13,27080460000
2011-12-14,25908750000
2011-12-15,25227720000
2011-12-16,25735320000
2011-12-19,25075440000
2011-12-20,26454420000
2011-12-21,26450190000
2011-12-22,26822430000
2011-12-23,26890110000
2011-12-27,26957790000
2011-12-28,26247150000
2011-12-29,26657460000
2011-12-30,26703990000
2012-01-03,27833400000
2012-01-04,27863010000
2012-01-05,27786870000
2012-01-06,27812250000
2012-01-09,28099890000
2012-01-10,29022030000
2012-01-11,28920510000
2012-01-12,28789380000
2012-01-13,28713239999
2012-01-17,29110859999
2012-01-18,29639609999
2012-01-19,29770739999
2012-01-20,29377350000
2012-01-23,29842650000
2012-01-24,29842650000
2012-01-25,30320640000
2012-01-26,29846880000
2012-01-27,30401010000
2012-01-30,29635380000
2012-01-31,29055870000
2012-02-01,29330820000
2012-02-02,30274109999
2012-02-03,32262210000
2012-02-06,32854410000
2012-02-07,32249519999
2012-02-08,32114160000
2012-02-09,32384880000
2012-02-10,32465250000
2012-02-13,32439870000
2012-02-14,32964390000
2012-02-15,32545620000
2012-02-16,33205500000
2012-02-17,32913630000
2012-02-21,33218190000
2012-02-22,34241850000
2012-02-23,33865380000
2012-02-24,33793470000
2012-02-27,33476220000
2012-02-28,33201269999
2012-02-29,32414489999
2012-03-01,33027840000
2012-03-02,32300280000
2012-03-05,31395060000
2012-03-06,30456000000
2012-03-07,31416210000
2012-03-08,32008410000
2012-03-09,31961880000
2012-03-12,31450049999
2012-03-13,32152230000
2012-03-14,31488120000
2012-03-15,31509269999
2012-03-16,32820570000
2012-03-19,32571000000
2012-03-20,32152230000
2012-03-21,31606560000
2012-03-22,31005900000
2012-03-23,31648859999
2012-03-26,31450049999
2012-03-27,30718260000
2012-03-28,30845160000
2012-03-29,30895920000
2012-03-30,31213170000
2012-04-02,31675250000
2012-04-03,31832500000
2012-04-04,31267249999
2012-04-05,31458500000
2012-04-09,30863500000
2012-04-10,29992249999
2012-04-11,30374750000
2012-04-12,31751749999
2012-04-13,30986750000
2012-04-16,30744500000
2012-04-17,31377750000
2012-04-18,31186499999
2012-04-19,30833750000
2012-04-20,30655249999
2012-04-23,30498000000
2012-04-24,30787000000
2012-04-25,30319500000
2012-04-26,30281250000
2012-04-27,29830750000
2012-04-30,29894500000
2012-05-01,29758500000
2012-05-02,29320749999
2012-05-03,28704500000
2012-05-04,28067000000
2012-05-07,27744000000
2012-05-08,27323250000
2012-05-09,26741000000
2012-05-10,26987500000
2012-05-11,27004500000
2012-05-14,26477500000
2012-05-15,25712500000
2012-05-16,25104750000
2012-05-17,25117500000
2012-05-18,25028250000
2012-05-21,26507250000
2012-05-22,26333000000
2012-05-23,26813250000
2012-05-24,26775000000
2012-05-25,26872750000
2012-05-29,27616500000
2012-05-30,26515750000
2012-05-31,26341500000
2012-06-01,25648750000
2012-06-04,25304500000
2012-06-05,25920750000
2012-06-06,26860000000
2012-06-07,26605000000
2012-06-08,26277750000
2012-06-11,25903750000
2012-06-12,26409500000
2012-06-13,26116250000
2012-06-14,26362750000
2012-06-15,26775000000
2012-06-18,26388250000
2012-06-19,26316000000
2012-06-20,26460500000
2012-06-21,25364000000
2012-06-22,24896500000
2012-06-25,23676750000
2012-06-26,24033750000
2012-06-27,24501250000
2012-06-28,24522500000
2012-06-29,25427750000
2012-07-02,25415000000
2012-07-03,26694250000
2012-07-05,26405250000
2012-07-06,26303250000
2012-07-09,26435000000
2012-07-10,26073750000
2012-07-11,26392500000
2012-07-12,26375500000
2012-07-13,26698500000
2012-07-16,27072500000
2012-07-17,26889750000
2012-07-18,27234000000
2012-07-19,27807750000
2012-07-20,27310500000
2012-07-23,27059750000
2012-07-24,26741000000
2012-07-25,26571000000
2012-07-26,28929749999
2012-07-27,29065750000
2012-07-30,29218750000
2012-07-31,28530249999
2012-08-01,29082750000
2012-08-02,28704500000
2012-08-03,29737250000
2012-08-06,29809500000
2012-08-07,30285500000
2012-08-08,30123999999
2012-08-09,30379000000
2012-08-10,30527750000
2012-08-13,30175000000
2012-08-14,30094250000
2012-08-15,30234500000
2012-08-16,30863500000
2012-08-17,30982500000
2012-08-20,30701999999
2012-08-21,30842249999
2012-08-22,30838000000
2012-08-23,30510750000
2012-08-24,30396000000
2012-08-27,30825250000
2012-08-28,30468250000
2012-08-29,30442749999
2012-08-30,30068750000
2012-08-31,31097250000
2012-09-04,30808249999
2012-09-05,31003750000
2012-09-06,31432999999
2012-09-07,32325500000
2012-09-10,31972750000
2012-09-11,32805750000
2012-09-12,32975750000
2012-09-13,33303000000
2012-09-14,33473000000
2012-09-17,33069250000
2012-09-18,32657000000
2012-09-19,32368000000
2012-09-20,31807000000
2012-09-21,32248999999
2012-09-24,31934500000
2012-09-25,31645499999
2012-09-26,30931500000
2012-09-27,31624250000
2012-09-28,31611499999
2012-10-01,31860540000
2012-10-02,31932959999
2012-10-03,31443060000
2012-10-04,31779599999
2012-10-05,31613459999
2012-10-08,31809420000
2012-10-09,31677360000
2012-10-10,30965940000
2012-10-11,31234319999
2012-10-12,30940379999
2012-10-15,31098000000
2012-10-16,31506959999
2012-10-17,32120400000
2012-10-18,32444160000
2012-10-19,31920180000
2012-10-22,32009640000
2012-10-23,31144860000
2012-10-24,30365280000
2012-10-25,29619780000
2012-10-26,29496239999
2012-10-31,29151180000
2012-11-01,28916879999
2012-11-02,28341780000
2012-11-05,28333260000
2012-11-06,28865760000
2012-11-07,28124520000
2012-11-08,27481260000
2012-11-09,27281040000
2012-11-12,28000980000
2012-11-13,27975420000
2012-11-14,27511080000
2012-11-15,27860400000
2012-11-16,27928560000
2012-11-19,28989300000
2012-11-20,28333260000
2012-11-21,28320480000
2012-11-23,28716660000
2012-11-26,28133040000
2012-11-27,27694260000
2012-11-28,27758160000
2012-11-29,27826319999
2012-11-30,27016920000
2012-12-03,26880600000
2012-12-04,27208620000
2012-12-05,27136200000
2012-12-06,26918940000
2012-12-07,27008400000
2012-12-10,26855040000
2012-12-11,26893380000
2012-12-12,26296980000
2012-12-13,25939140000
2012-12-14,25657980000
2012-12-17,26224560000
2012-12-18,27178800000
2012-12-19,27170280000
2012-12-20,27506819999
2012-12-21,27025440000
2012-12-24,26825220000
2012-12-26,26416260000
2012-12-27,26488680000
2012-12-28,26058420000
2012-12-31,27033960000
2013-01-02,27702780000
2013-01-03,27557940000
2013-01-04,28380120000
2013-01-07,28222500000
2013-01-08,27451440000
2013-01-09,27634620000
2013-01-10,27851879999
2013-01-11,28039319999
2013-01-14,27822060000
2013-01-15,27783720000
2013-01-16,27851879999
2013-01-17,28371599999
2013-01-18,28780560000
2013-01-22,29185260000
2013-01-23,29138400000
2013-01-24,29176739999
2013-01-25,29270459999
2013-01-28,29121360000
2013-01-29,29317319999
2013-01-30,29134140000
2013-01-31,29325840000
2013-02-01,28184160000
2013-02-04,27753900000
2013-02-05,26978580000
2013-02-06,26331060000
2013-02-07,26935980000
2013-02-08,27323640000
2013-02-11,26999880000
2013-02-12,27259740000
2013-02-13,27276780000
2013-02-14,27800760000
2013-02-15,27421620000
2013-02-19,27481260000
2013-02-20,26833740000
2013-02-21,26416260000
2013-02-22,26935980000
2013-02-25,26207520000
2013-02-26,26437560000
2013-02-27,27097860000
2013-02-28,26948760000
2013-03-01,26484420000
2013-03-04,26237340000
2013-03-05,26514240000
2013-03-06,26735760000
2013-03-07,26803920000
2013-03-08,26970060000
2013-03-11,26769840000
2013-03-12,26748540000
2013-03-13,26705940000
2013-03-14,27208620000
2013-03-15,27898739999
2013-03-18,27421620000
2013-03-19,26910420000
2013-03-20,27191580000
2013-03-21,26820960000
2013-03-22,26999880000
2013-03-25,27097860000
2013-03-26,27477000000
2013-03-27,27962640000
2013-03-28,27983940000
2013-04-01,27596280000
2013-04-02,27511080000
2013-04-03,26889120000
2013-04-04,26433300000
2013-04-05,26748540000
2013-04-08,26829480000
2013-04-09,27038220000
2013-04-10,27357720000
2013-04-11,27741120000
2013-04-12,27238440000
2013-04-15,26045640000
2013-04-16,26373660000
2013-04-17,25368300000
2013-04-18,25555740000
2013-04-19,25436460000
2013-04-22,25726140000
2013-04-23,26186220000
2013-04-24,26569620000
2013-04-25,26582400000
2013-04-26,26233080000
2013-04-29,26075460000
2013-04-30,25798560000
2013-05-01,25747440000
2013-05-02,25951920000
2013-05-03,26454600000
2013-05-06,26914680000
2013-05-07,27114900000
2013-05-08,27212880000
2013-05-09,27016920000
2013-05-10,26982840000
2013-05-13,26752800000
2013-05-14,26914680000
2013-05-15,26970060000
2013-05-16,26382180000
2013-05-17,27106380000
2013-05-20,27753900000
2013-05-21,27856140000
2013-05-22,27357720000
2013-05-23,27251220000
2013-05-24,27681480000
2013-05-28,28277879999
2013-05-29,28307700000
2013-05-30,28086180000
2013-05-31,27805020000
2013-06-03,27979680000
2013-06-04,27647400000
2013-06-05,27289560000
2013-06-06,27694260000
2013-06-07,27766680000
2013-06-10,27766680000
2013-06-11,27357720000
2013-06-12,27374760000
2013-06-13,27728340000
2013-06-14,27523860000
2013-06-17,27860400000
2013-06-18,28277879999
2013-06-19,28073400000
2013-06-20,27114900000
2013-06-21,26978580000
2013-06-24,26527020000
2013-06-25,26765580000
2013-06-26,27008400000
2013-06-27,27080820000
2013-06-28,27251220000
2013-07-01,27549420000
2013-07-02,27698520000
2013-07-03,27809280000
2013-07-05,28418459999
2013-07-08,28793340000
2013-07-09,28929660000
2013-07-10,28750739999
2013-07-11,29006340000
2013-07-12,28857239999
2013-07-15,28861500000
2013-07-16,28733700000
2013-07-17,28512180000
2013-07-18,28848720000
2013-07-19,29291760000
2013-07-22,29138400000
2013-07-23,28772040000
2013-07-24,28627200000
2013-07-25,28444020000
2013-07-26,28311959999
2013-07-29,28137300000
2013-07-30,27451440000
2013-07-31,27753900000
2013-08-01,28162860000
2013-08-02,28601640000
2013-08-05,28448280000
2013-08-06,28512180000
2013-08-07,28661280000
2013-08-08,28789080000
2013-08-09,28674060000
2013-08-12,28818900000
2013-08-13,29061720000
2013-08-14,29031900000
2013-08-15,29121360000
2013-08-16,28767780000
2013-08-19,28073400000
2013-08-20,28320480000
2013-08-21,27954120000
2013-08-22,28478099999
2013-08-23,28691099999
2013-08-26,29010599999
2013-08-27,28933920000
2013-08-28,29453640000
2013-08-29,29402520000
2013-08-30,29389739999
2013-09-03,29935020000
2013-09-04,30096900000
2013-09-05,30663480000
2013-09-06,30855180000
2013-09-09,31017060000
2013-09-10,31102260000
2013-09-11,31140599999
2013-09-12,30833879999
2013-09-13,30948900000
2013-09-16,31140599999
2013-09-17,31208760000
2013-09-18,31451580000
2013-09-19,31575120000
2013-09-20,31174680000
2013-09-23,31051140000
2013-09-24,31119300000
2013-09-25,31285440000
2013-09-26,31293959999
2013-09-27,30855180000
2013-09-30,30970310000
2013-10-01,31243590000
2013-10-02,31474169999
2013-10-03,31247860000
2013-10-04,31533949999
2013-10-07,31145380000
2013-10-08,30995930000
2013-10-09,30833669999
2013-10-10,31422930000
2013-10-11,31448550000
2013-10-14,31747449999
2013-10-15,31696210000
2013-10-16,32174449999
2013-10-17,32110400000
2013-10-18,32575830000
2013-10-21,32460540000
2013-10-22,32272660000
2013-10-23,31247860000
2013-10-24,31371690000
2013-10-25,32797870000
2013-10-28,32870460000
2013-10-29,32430650000
2013-10-30,32422110000
2013-10-31,32187259999
2013-11-01,32046350000
2013-11-04,32076240000
2013-11-05,31845660000
2013-11-06,32272660000
2013-11-07,31879820000
2013-11-08,32588639999
2013-11-11,32896080000
2013-11-12,32729550000
2013-11-13,32678310000
2013-11-14,33130930000
2013-11-15,33421290000
2013-11-18,33083960000
2013-11-19,32968669999
2013-11-20,33049800000
2013-11-21,33246220000
2013-11-22,33169360000
