,NOV
2004-08-23,2303838000
2004-08-24,2274632000
2004-08-25,2326172000
2004-08-26,2382866000
2004-08-27,2408636000
2004-08-30,2346788000
2004-08-31,2384584000
2004-09-01,2473920000
2004-09-02,2487664000
2004-09-03,2504844000
2004-09-07,2461894000
2004-09-08,2465330000
2004-09-09,2564974000
2004-09-10,2520306000
2004-09-13,2522024000
2004-09-14,2530614000
2004-09-15,2546076000
2004-09-16,2527178000
2004-09-17,2577000000
2004-09-20,2558102000
2004-09-21,2599334000
2004-09-22,2604488000
2004-09-23,2587308000
2004-09-24,2649156000
2004-09-27,2602770000
2004-09-28,2656028000
2004-09-29,2611360000
2004-09-30,3213756000
2004-10-01,3306420000
2004-10-04,3297996000
2004-10-05,3300102000
2004-10-06,3401189999
2004-10-07,3384342000
2004-10-08,3403296000
2004-10-11,3274830000
2004-10-12,3211650000
2004-10-13,3161106000
2004-10-14,3215862000
2004-10-15,3211650000
2004-10-18,3129516000
2004-10-19,3116880000
2004-10-20,3260088000
2004-10-21,3338010000
2004-10-22,3323268000
2004-10-25,3316950000
2004-10-26,3354858000
2004-10-27,3243240000
2004-10-28,3171636000
2004-10-29,3295890000
2004-11-01,3213756000
2004-11-02,3167424000
2004-11-03,3310632000
2004-11-04,3279042000
2004-11-05,3241134000
2004-11-08,3159000000
2004-11-09,3165318000
2004-11-10,3295890000
2004-11-11,3274830000
2004-11-12,3346434000
2004-11-15,3180060000
2004-11-16,3173742000
2004-11-17,3220074000
2004-11-18,3283254000
2004-11-19,3363282000
2004-11-22,3445416000
2004-11-23,3521231999
2004-11-24,3578093999
2004-11-26,3616002000
2004-11-29,3548610000
2004-11-30,3540185999
2004-12-01,3382235999
2004-12-02,3239028000
2004-12-03,3329586000
2004-12-06,3327480000
2004-12-07,3241134000
2004-12-08,3287466000
2004-12-09,3348540000
2004-12-10,3312738000
2004-12-13,3378024000
2004-12-14,3449628000
2004-12-15,3500172000
2004-12-16,3487535999
2004-12-17,3485430000
2004-12-20,3481218000
2004-12-21,3540185999
2004-12-22,3451734000
2004-12-23,3479112000
2004-12-27,3359070000
2004-12-28,3399084000
2004-12-29,3466476000
2004-12-30,3451734000
2004-12-31,3449628000
2005-01-03,3319056000
2005-01-04,3316950000
2005-01-05,3285360000
2005-01-06,3348540000
2005-01-07,3249558000
2005-01-10,3291678000
2005-01-11,3319056000
2005-01-12,3407508000
2005-01-13,3432780000
2005-01-14,3514914000
2005-01-18,3517020000
2005-01-19,3491747999
2005-01-20,3508596000
2005-01-21,3517020000
2005-01-24,3544397999
2005-01-25,3548610000
2005-01-26,3573881999
2005-01-27,3624426000
2005-01-28,3569670000
2005-01-31,3605472000
2005-02-01,3624426000
2005-02-02,3744468000
2005-02-03,3763422000
2005-02-04,3759210000
2005-02-07,3677076000
2005-02-08,3714984000
2005-02-09,3727620000
2005-02-10,3877146000
2005-02-11,3978234000
2005-02-14,3864510000
2005-02-15,3915054000
2005-02-16,4018247999
2005-02-17,3974022000
2005-02-18,4091958000
2005-02-22,4007718000
2005-02-23,4106700000
2005-02-24,4249908000
2005-02-25,4372056000
2005-02-28,4433130000
2005-03-01,4283604000
2005-03-02,4346784000
2005-03-03,4517370000
2005-03-04,4628988000
2005-03-07,4704804000
2005-03-08,4736394000
2005-03-09,4694274000
2005-03-10,4654260000
2005-03-11,4776408000
2005-03-14,4909086000
2005-03-15,4820634000
2005-03-16,4761666000
2005-03-17,4864860000
2005-03-18,4822740000
2005-03-21,4778514000
2005-03-22,4732182000
2005-03-23,4588974000
2005-03-24,4603716000
2005-03-28,4599504000
2005-03-29,4477356000
2005-03-30,4487886000
2005-03-31,7470928000
2005-04-01,7526064000
2005-04-04,7501942000
2005-04-05,7515726000
2005-04-06,7605322000
2005-04-07,7429576000
2005-04-08,7250384000
2005-04-11,7336534000
2005-04-12,7126328000
2005-04-13,6947136000
2005-04-14,6840310000
2005-04-15,6595644000
2005-04-18,6661117999
2005-04-19,6878216000
2005-04-20,6581860000
2005-04-21,6836864000
2005-04-22,6850648000
2005-04-25,6988488000
2005-04-26,6854094000
2005-04-27,6605982000
2005-04-28,6406114000
2005-04-29,6357870000
2005-05-02,6499156000
2005-05-03,6430236000
2005-05-04,6685239999
2005-05-05,6816188000
2005-05-06,6957474000
2005-05-09,7188356000
2005-05-10,7016056000
2005-05-11,7047070000
2005-05-12,6661117999
2005-05-13,6578414000
2005-05-16,6533616000
2005-05-17,6681794000
2005-05-18,6661117999
2005-05-19,6733484000
2005-05-20,6750714000
2005-05-23,6854094000
2005-05-24,6819634000
2005-05-25,6916122000
2005-05-26,6998826000
2005-05-27,7102206000
2005-05-31,7198694000
2005-06-01,7129774000
2005-06-02,7153896000
2005-06-03,7219370000
2005-06-06,7246938000
2005-06-07,7198694000
2005-06-08,7195248000
2005-06-09,7415792000
2005-06-10,7384778000
2005-06-13,7498496000
2005-06-14,7467482000
2005-06-15,7532956000
2005-06-16,7677688000
2005-06-17,7763838000
2005-06-20,7753500000
2005-06-21,7477820000
2005-06-22,7474374000
2005-06-23,7608767999
2005-06-24,7495050000
2005-06-27,7598430000
2005-06-28,7519172000
2005-06-29,7546739999
2005-06-30,7667118000
2005-07-01,7708806000
2005-07-05,7854714000
2005-07-06,7760916000
2005-07-07,7753968000
2005-07-08,7649748000
2005-07-11,7712280000
2005-07-12,7976304000
2005-07-13,7785234000
2005-07-14,7677540000
2005-07-15,7562898000
2005-07-18,7531632000
2005-07-19,7785234000
2005-07-20,7837344000
2005-07-21,7826922000
2005-07-22,8299386000
2005-07-25,8348022000
2005-07-26,8316756000
2005-07-27,8386236000
2005-07-28,8424450000
2005-07-29,8441820000
2005-08-01,8698896000
2005-08-02,9032400000
2005-08-03,9178308000
2005-08-04,9327690000
2005-08-05,9192204000
2005-08-08,9518760000
2005-08-09,9414540000
2005-08-10,9654246000
2005-08-11,9772362000
2005-08-12,9688986000
2005-08-15,9494442000
2005-08-16,9331164000
2005-08-17,9112302000
2005-08-18,9136620000
2005-08-19,9407592000
2005-08-22,9310320000
2005-08-23,9418014000
2005-08-24,9560448000
2005-08-25,9539604000
2005-08-26,9407592000
2005-08-29,9438858000
2005-08-30,9654246000
2005-08-31,10355994000
2005-09-01,10571382000
2005-09-02,10175346000
2005-09-06,10300410000
2005-09-07,10338624000
2005-09-08,10255248000
2005-09-09,10522746000
2005-09-12,10241352000
2005-09-13,10307358000
2005-09-14,10314306000
2005-09-15,10241352000
2005-09-16,10286514000
2005-09-19,10654758000
2005-09-20,10484532000
2005-09-21,10640862000
2005-09-22,10359468000
2005-09-23,10223982000
2005-09-26,10672128000
2005-09-27,10706868000
2005-09-28,10877094000
2005-09-29,10866672000
2005-09-30,10637510000
2005-10-03,10752416000
2005-10-04,10278864000
2005-10-05,9874952000
2005-10-06,9512824000
2005-10-07,9575500000
2005-10-10,9471040000
2005-10-11,9683442000
2005-10-12,9415328000
2005-10-13,8962668000
2005-10-14,9108912000
2005-10-17,9401400000
2005-10-18,8973114000
2005-10-19,9248192000
2005-10-20,8920884000
2005-10-21,9335242000
2005-10-24,9627730000
2005-10-25,9854060000
2005-10-26,9791384000
2005-10-27,9530234000
2005-10-28,9986376000
2005-10-31,10097800000
2005-11-01,10230116000
2005-11-02,10484302000
2005-11-03,10341540000
2005-11-04,9861024000
2005-11-07,9631212000
2005-11-08,9568536000
2005-11-09,9498896000
2005-11-10,8959186000
2005-11-11,9021862000
2005-11-14,9213372000
2005-11-15,9157660000
2005-11-16,9418810000
2005-11-17,9585946000
2005-11-18,9544162000
2005-11-21,9812276000
2005-11-22,10136102000
2005-11-23,10101282000
2005-11-25,10108246000
2005-11-28,9509342000
2005-11-29,9575500000
2005-11-30,9798348000
2005-12-01,10083872000
2005-12-02,10028160000
2005-12-05,10111728000
2005-12-06,10188332000
2005-12-07,10240562000
2005-12-08,10703668000
2005-12-09,10620100000
2005-12-12,10668848000
2005-12-13,10418144000
2005-12-14,10508676000
2005-12-15,10397252000
2005-12-16,10275382000
2005-12-19,10049052000
2005-12-20,10376360000
2005-12-21,10439036000
2005-12-22,10345022000
2005-12-23,10310202000
2005-12-27,9951556000
2005-12-28,10296274000
2005-12-29,10104764000
2005-12-30,10136102000
2006-01-03,10992816000
2006-01-04,11321064000
2006-01-05,11010276000
2006-01-06,11450268000
2006-01-09,11328048000
2006-01-10,11600424000
2006-01-11,11656296000
2006-01-12,11198844000
2006-01-13,11314080000
2006-01-17,11541059999
2006-01-18,11397888000
2006-01-19,11904228000
2006-01-20,11886768000
2006-01-23,12040415999
2006-01-24,11967084000
2006-01-25,11579471999
2006-01-26,11589948000
2006-01-27,11757564000
2006-01-30,12407076000
2006-01-31,12333744000
2006-02-01,11928671999
2006-02-02,11792484000
2006-02-03,11904228000
2006-02-06,12215015999
2006-02-07,11289636000
2006-02-08,11045196000
2006-02-09,10510920000
2006-02-10,10343304000
2006-02-13,10385208000
2006-02-14,9969660000
2006-02-15,9847440000
2006-02-16,10189656000
2006-02-17,10423620000
2006-02-21,10793772000
2006-02-22,10448064000
2006-02-23,10406160000
2006-02-24,10339812000
2006-02-27,9906804000
2006-02-28,9868392000
2006-03-01,9899820000
2006-03-02,10158228000
2006-03-03,10172196000
2006-03-06,9700776000
2006-03-07,9414432000
2006-03-08,9491256000
2006-03-09,9239832000
2006-03-10,9288720000
2006-03-13,9456336000
2006-03-14,9728712000
2006-03-15,9658872000
2006-03-16,9847440000
2006-03-17,9728712000
2006-03-20,9494748000
2006-03-21,9477288000
2006-03-22,9575064000
2006-03-23,9962676000
2006-03-24,10161720000
2006-03-27,10015056000
2006-03-28,10196640000
2006-03-29,10476000000
2006-03-30,10678536000
2006-03-31,10431408000
2006-04-03,10399872000
2006-04-04,10410384000
2006-04-05,10557552000
2006-04-06,10487472000
2006-04-07,10291248000
2006-04-10,10624128000
2006-04-11,10802832000
2006-04-12,10687200000
2006-04-13,10928976000
2006-04-17,11083152000
2006-04-18,11352960000
2006-04-19,11689344000
2006-04-20,11419536000
2006-04-21,11570208000
2006-04-24,11388000000
2006-04-25,11184768000
2006-04-26,11181264000
2006-04-27,10851888000
2006-04-28,11219808000
2006-05-01,11426544000
2006-05-02,11671824000
2006-05-03,11531663999
2006-05-04,11468591999
2006-05-05,11619263999
2006-05-08,11310912000
2006-05-09,11493119999
2006-05-10,11559696000
2006-05-11,11359968000
2006-05-12,10900944000
2006-05-15,10585584000
2006-05-16,10610112000
2006-05-17,10364832000
2006-05-18,10105536000
2006-05-19,10175616000
2006-05-22,10081008000
2006-05-23,10081008000
2006-05-24,9989904000
2006-05-25,10519008000
2006-05-26,10631136000
2006-05-30,10483968000
2006-05-31,10746768000
2006-06-01,10928976000
2006-06-02,11216304000
2006-06-05,10725744000
2006-06-06,10750272000
2006-06-07,10291248000
2006-06-08,10161600000
2006-06-09,10116048000
2006-06-12,9685056000
2006-06-13,9243552000
2006-06-14,9541392000
2006-06-15,10077504000
2006-06-16,9912816000
2006-06-19,9513360000
2006-06-20,9190992000
2006-06-21,9499344000
2006-06-22,9551904000
2006-06-23,9755136000
2006-06-26,9832224000
2006-06-27,9790176000
2006-06-28,9860256000
2006-06-29,10263216000
2006-06-30,10313520000
2006-07-03,10338076000
2006-07-05,10187232000
2006-07-06,10015340000
2006-07-07,9804860000
2006-07-10,9853972000
2006-07-11,10089008000
2006-07-12,10081992000
2006-07-13,10011832000
2006-07-14,10113564000
2006-07-17,9717160000
2006-07-18,9576840000
2006-07-19,9931148000
2006-07-20,9661032000
2006-07-21,9450552000
2006-07-24,9531236000
2006-07-25,9783812000
2006-07-26,10239852000
2006-07-27,10471380000
2006-07-28,10664320000
2006-07-31,10916896000
2006-08-01,10909880000
2006-08-02,10895848000
2006-08-03,10797624000
2006-08-04,10601176000
2006-08-07,10706416000
2006-08-08,10664320000
2006-08-09,10685368000
2006-08-10,10699400000
2006-08-11,10552064000
2006-08-14,10359124000
2006-08-15,10545048000
2006-08-16,10706416000
2006-08-17,10443316000
2006-08-18,10794116000
2006-08-21,10874800000
2006-08-22,11074756000
2006-08-23,10808148000
2006-08-24,10864276000
2006-08-25,11064232000
2006-08-28,10797624000
2006-08-29,10888832000
2006-08-30,10608192000
2006-08-31,10636256000
2006-09-01,10913388000
2006-09-05,11088788000
2006-09-06,10681860000
2006-09-07,10569604000
2006-09-08,10124088000
2006-09-11,9643492000
2006-09-12,9485632000
2006-09-13,9818892000
2006-09-14,9548776000
2006-09-15,9636476000
2006-09-18,9868004000
2006-09-19,9580348000
2006-09-20,9285676000
2006-09-21,9362852000
2006-09-22,9173420000
2006-09-25,9247088000
2006-09-26,9404948000
2006-09-27,9534744000
2006-09-28,9527728000
2006-09-29,9534744000
2006-10-02,9241830000
2006-10-03,8487180000
2006-10-04,8613540000
2006-10-05,8803080000
2006-10-06,8908380000
2006-10-09,8782020000
2006-10-10,8866260000
2006-10-11,8690760000
2006-10-12,9076860000
2006-10-13,9245340000
2006-10-16,9606870000
2006-10-17,9526140000
2006-10-18,9438390000
2006-10-19,9771840000
2006-10-20,9515610000
2006-10-23,9529650000
2006-10-24,9817470000
2006-10-25,10052640000
2006-10-26,10087740000
2006-10-27,9754290000
2006-10-30,9743760000
2006-10-31,9842040000
2006-11-01,9663030000
2006-11-02,9617400000
2006-11-03,9943830000
2006-11-06,10171980000
2006-11-07,10003500000
2006-11-08,10228140000
2006-11-09,10164960000
2006-11-10,9971910000
2006-11-13,9884160000
2006-11-14,9852570000
2006-11-15,10119330000
2006-11-16,9726210000
2006-11-17,9824490000
2006-11-20,9789390000
2006-11-21,10147410000
2006-11-22,10112310000
2006-11-24,10101780000
2006-11-27,10186020000
2006-11-28,10452780000
2006-11-29,10852920000
2006-11-30,10838880000
2006-12-01,10975770000
2006-12-04,11035440000
2006-12-05,10940670000
2006-12-06,10909080000
2006-12-07,10810800000
2006-12-08,10821330000
2006-12-11,10733580000
2006-12-12,10810800000
2006-12-13,10968750000
2006-12-14,11098620000
2006-12-15,10923120000
2006-12-18,10252710000
2006-12-19,10466820000
2006-12-20,10259730000
2006-12-21,10245690000
2006-12-22,10143900000
2006-12-26,10031580000
2006-12-27,10161450000
2006-12-28,10157940000
2006-12-29,9968400000
2007-01-03,9512672000
2007-01-04,9160872000
2007-01-05,9203088000
2007-01-08,9280484000
2007-01-09,9111620000
2007-01-10,9006080000
2007-01-11,8816108000
2007-01-12,9153836000
2007-01-16,9136246000
2007-01-17,9326218000
2007-01-18,9192534000
2007-01-19,9505636000
2007-01-22,9575996000
2007-01-23,9945386000
2007-01-24,9825774000
2007-01-25,9565442000
2007-01-26,9551370000
2007-01-29,9410650000
2007-01-30,9734306000
2007-01-31,9903170000
2007-02-01,9815220000
2007-02-02,9899652000
2007-02-05,9804666000
2007-02-06,10726382000
2007-02-07,10796742000
2007-02-08,11120398000
2007-02-09,10867102000
2007-02-12,10867102000
2007-02-13,11275189999
2007-02-14,11261118000
2007-02-15,11152060000
2007-02-16,11071146000
2007-02-20,10895246000
2007-02-21,11074664000
2007-02-22,11289262000
2007-02-23,11408874000
2007-02-26,11493306000
2007-02-27,11078182000
2007-02-28,11373694000
2007-03-01,11507378000
2007-03-02,11197794000
2007-03-05,11060592000
2007-03-06,11514413999
2007-03-07,11809926000
2007-03-08,12013970000
2007-03-09,11855660000
2007-03-12,11834552000
2007-03-13,11831034000
2007-03-14,12147654000
2007-03-15,11971754000
2007-03-16,11908430000
2007-03-19,12305963999
2007-03-20,12200424000
2007-03-21,12604994000
2007-03-22,12559260000
2007-03-23,12633137999
2007-03-26,12752750000
2007-03-27,12707016000
2007-03-28,12707016000
2007-03-29,12854772000
2007-03-30,12703498000
2007-04-02,12864719999
2007-04-03,12914336000
2007-04-04,13059640000
2007-04-05,13134064000
2007-04-09,13102168000
2007-04-10,13484919999
2007-04-11,13233296000
2007-04-12,13665664000
2007-04-13,13683384000
2007-04-16,13825144000
2007-04-17,13623136000
2007-04-18,13077360000
2007-04-19,12885984000
2007-04-20,13041919999
2007-04-23,13275824000
2007-04-24,13080903999
2007-04-25,13392776000
2007-04-26,13623136000
2007-04-27,14257511999
2007-04-30,13959816000
2007-05-01,14331936000
2007-05-02,14576472000
2007-05-03,14774936000
2007-05-04,14484328000
2007-05-07,14558752000
2007-05-08,14856448000
2007-05-09,14874168000
2007-05-10,14544576000
2007-05-11,15090352000
2007-05-14,15033648000
2007-05-15,14909608000
2007-05-16,14856448000
2007-05-17,15118703999
2007-05-18,15512088000
2007-05-21,15572336000
2007-05-22,15186040000
2007-05-23,15260464000
2007-05-24,14679248000
2007-05-25,15093896000
2007-05-29,15005296000
2007-05-30,15409311999
2007-05-31,15540440000
2007-06-01,15753080000
2007-06-04,16075584000
2007-06-05,16146464000
2007-06-06,15912560000
2007-06-07,15813328000
2007-06-08,15852311999
2007-06-11,16057864000
2007-06-12,16004703999
2007-06-13,16752488000
2007-06-14,17383320000
2007-06-15,17617224000
2007-06-18,17549888000
2007-06-19,17712912000
2007-06-20,16979303999
2007-06-21,17659752000
2007-06-22,17922008000
2007-06-25,17358512000
2007-06-26,16766664000
2007-06-27,17291176000
2007-06-28,16933232000
2007-06-29,17149416000
2007-07-02,17984745000
2007-07-03,18013185000
2007-07-05,17860320000
2007-07-06,18173160000
2007-07-09,18123390000
2007-07-10,17977635000
2007-07-11,18094950000
2007-07-12,18272700000
2007-07-13,18461115000
2007-07-16,18606870000
2007-07-17,18574875000
2007-07-18,19065465000
2007-07-19,19342755000
2007-07-20,19424520000
2007-07-23,19321425000
2007-07-24,18539325000
2007-07-25,20448360000
2007-07-26,20323935000
2007-07-27,19481400000
2007-07-30,19801350000
2007-07-31,19822680000
2007-08-01,19275210000
2007-08-02,18880605000
2007-08-03,18119835000
2007-08-06,18219375000
2007-08-07,19371195000
2007-08-08,18834390000
2007-08-09,18308250000
2007-08-10,19200555000
2007-08-13,19278765000
2007-08-14,19083240000
2007-08-15,18126945000
2007-08-16,17017785000
2007-08-17,17931420000
2007-08-20,18397125000
2007-08-21,18375795000
2007-08-22,18727740000
2007-08-23,19275210000
2007-08-24,19968435000
2007-08-27,19819125000
2007-08-28,19406745000
2007-08-29,20259945000
2007-08-30,20355930000
2007-08-31,21123810000
2007-09-04,21852585000
2007-09-05,21689055000
2007-09-06,22136985000
2007-09-07,21436650000
2007-09-10,21561075000
2007-09-11,22599135000
2007-09-12,22467600000
2007-09-13,22030335000
2007-09-14,22051665000
2007-09-17,21859695000
2007-09-18,22368060000
2007-09-19,22481820000
2007-09-20,23132384999
2007-09-21,23868270000
2007-09-24,23548320000
2007-09-25,23470110000
2007-09-26,24213105000
2007-09-27,24316200000
2007-09-28,23846940000
2007-10-01,24254585000
2007-10-02,24286616000
2007-10-03,24186963999
2007-10-04,24674547000
2007-10-05,25357875000
2007-10-08,24549982000
2007-10-09,25030447000
2007-10-10,25589210000
2007-10-11,25450409000
2007-10-12,25909520000
2007-10-15,26197799000
2007-10-16,25781396000
2007-10-17,25133658000
2007-10-18,25389906000
2007-10-19,23069437999
2007-10-22,22976904000
2007-10-23,24706578000
2007-10-24,24279498000
2007-10-25,24539305000
2007-10-26,23959187999
2007-10-29,24610485000
2007-10-30,23161972000
2007-10-31,24201200000
2007-11-01,23247387999
2007-11-02,24450330000
2007-11-05,24194082000
2007-11-06,26062557000
2007-11-07,24802671000
2007-11-08,23969864999
2007-11-09,23503636000
2007-11-12,21172491000
2007-11-13,21446534000
2007-11-14,21766844000
2007-11-15,20848622000
2007-11-16,21293497000
2007-11-19,21596012000
2007-11-20,22446613000
2007-11-21,21862937000
2007-11-23,22489321000
2007-11-26,22112067000
2007-11-27,21350441000
2007-11-28,21930558000
2007-11-29,22980462999
2007-11-30,22521352000
2007-12-03,23371953000
2007-12-04,23482282000
2007-12-05,23720735000
2007-12-06,24286616000
2007-12-07,24293734000
2007-12-10,24425417000
2007-12-11,23916480000
2007-12-12,24795553000
2007-12-13,25329403000
2007-12-14,25567856000
2007-12-17,23361276000
2007-12-18,23033848000
2007-12-19,22898606000
2007-12-20,23240270000
2007-12-21,24051722000
2007-12-24,24457448000
2007-12-26,24774199000
2007-12-27,24372032000
2007-12-28,24574895000
2007-12-31,24282759999
2008-01-02,24909320000
2008-01-03,25389919999
2008-01-04,24564000000
2008-01-07,23777240000
2008-01-08,23517360000
2008-01-09,24076280000
2008-01-10,23848440000
2008-01-11,23083040000
2008-01-14,23997960000
2008-01-15,22584640000
2008-01-16,21199800000
2008-01-17,19843440000
2008-01-18,19683240000
2008-01-22,19209760000
2008-01-23,19291640000
2008-01-24,21413400000
2008-01-25,21011120000
2008-01-28,21516640000
2008-01-29,21192680000
2008-01-30,21089440000
2008-01-31,19900400000
2008-02-01,20722760000
2008-02-04,21260320000
2008-02-05,20494920000
2008-02-06,19120760000
2008-02-07,19402000000
2008-02-08,18932080000
2008-02-11,19864800000
2008-02-12,20103320000
2008-02-13,21121480000
2008-02-14,20811760000
2008-02-15,20505600000
2008-02-19,21206920000
2008-02-20,21723120000
2008-02-21,21085880000
2008-02-22,21434760000
2008-02-25,21844160000
2008-02-26,22118280000
2008-02-27,21470360000
2008-02-28,21787200000
2008-02-29,20594600000
2008-03-03,20505600000
2008-03-04,20423720000
2008-03-05,21192680000
2008-03-06,20640880000
2008-03-07,19818520000
2008-03-10,19263160000
2008-03-11,20281320000
2008-03-12,19964480000
2008-03-13,20352520000
2008-03-14,19889720000
2008-03-17,18401640000
2008-03-18,19163480000
2008-03-19,17269560000
2008-03-20,17020360000
2008-03-24,17807120000
2008-03-25,18643720000
2008-03-26,19024640000
2008-03-27,18675760000
2008-03-28,18757640000
2008-03-31,21792420000
2008-04-01,22459740000
2008-04-02,23223540000
2008-04-03,24051660000
2008-04-04,24723000000
2008-04-07,24706920000
2008-04-08,25317960000
2008-04-09,25993320000
2008-04-10,26186280000
2008-04-11,25189320000
2008-04-14,25949100000
2008-04-15,26093820000
2008-04-16,27130979999
2008-04-17,26821440000
2008-04-18,27641520000
2008-04-21,28216380000
2008-04-22,27798300000
2008-04-23,27480720000
2008-04-24,27215400000
2008-04-25,27319919999
2008-04-28,26640540000
2008-04-29,25675740000
2008-04-30,25551120000
2008-05-01,24542100000
2008-05-02,25084800000
2008-05-05,24907920000
2008-05-06,25772220000
2008-05-07,25707900000
2008-05-08,28047540000
2008-05-09,28895760000
2008-05-12,28385220000
2008-05-13,28461600000
2008-05-14,27613380000
2008-05-15,28449540000
2008-05-16,29486699999
2008-05-19,29333940000
2008-05-20,30186180000
2008-05-21,31086660000
2008-05-22,30592199999
2008-05-23,30363060000
2008-05-27,30097740000
2008-05-28,31034400000
2008-05-29,30190199999
2008-05-30,31098720000
2008-06-02,31279620000
2008-06-03,30507780000
2008-06-04,30334919999
2008-06-05,32067540000
2008-06-06,31191180000
2008-06-09,32308740000
2008-06-10,31159020000
2008-06-11,31114800000
2008-06-12,30025380000
2008-06-13,31038419999
2008-06-16,31187160000
2008-06-17,31677600000
2008-06-18,31597199999
2008-06-19,31524840000
2008-06-20,31536900000
2008-06-23,34170000000
2008-06-24,33305699999
2008-06-25,33579060000
2008-06-26,33353940000
2008-06-27,33000180000
2008-06-30,34270080000
2008-07-01,34927360000
2008-07-02,33055359999
2008-07-03,32876480000
2008-07-07,31894720000
2008-07-08,30983680000
2008-07-09,30243200000
2008-07-10,31674240000
2008-07-11,32106880000
2008-07-14,33833280000
2008-07-15,31778240000
2008-07-16,30717440000
2008-07-17,29548480000
2008-07-18,30496960000
2008-07-21,31932160000
2008-07-22,30709119999
2008-07-23,29265599999
2008-07-24,28071680000
2008-07-25,28870400000
2008-07-28,28624960000
2008-07-29,28986880000
2008-07-30,32011200000
2008-07-31,30372160000
2008-08-01,30696640000
2008-08-04,28225599999
2008-08-05,28100800000
2008-08-06,29103359999
2008-08-07,28296320000
2008-08-08,27239680000
2008-08-11,26445120000
2008-08-12,26553280000
2008-08-13,28017599999
2008-08-14,27372800000
2008-08-15,26445120000
2008-08-18,25871040000
2008-08-19,27002560000
2008-08-20,28832960000
2008-08-21,29985280000
2008-08-22,29357119999
2008-08-25,28928640000
2008-08-26,29057599999
2008-08-27,29619200000
2008-08-28,29323839999
2008-08-29,28479359999
2008-09-02,25800320000
2008-09-03,24427520000
2008-09-04,24053120000
2008-09-05,23895040000
2008-09-08,23104640000
2008-09-09,20442240000
2008-09-10,21403200000
2008-09-11,21752640000
2008-09-12,22588800000
2008-09-15,19610240000
2008-09-16,20999680000
2008-09-17,19926400000
2008-09-18,20367360000
2008-09-19,23208640000
2008-09-22,23183680000
2008-09-23,21008000000
2008-09-24,21024640000
2008-09-25,21665280000
2008-09-26,21078720000
2008-09-29,17617600000
2008-09-30,19355600000
2008-10-01,18135500000
2008-10-02,15857150000
2008-10-03,15894499999
2008-10-06,14263549999
2008-10-07,12620150000
2008-10-08,13118150000
2008-10-09,11059750000
2008-10-10,9026250000
2008-10-13,11229900000
2008-10-14,11507950000
2008-10-15,9275250000
2008-10-16,9067750000
2008-10-17,9856250000
2008-10-20,12043300000
2008-10-21,11823350000
2008-10-22,9432950000
2008-10-23,10321050000
2008-10-24,9827200000
2008-10-27,9055300000
2008-10-28,9823050000
2008-10-29,10175800000
2008-10-30,11881450000
2008-10-31,11516250000
2008-11-03,11449850000
2008-11-04,12686550000
2008-11-05,11528700000
2008-11-06,10682100000
2008-11-07,10769250000
2008-11-10,10669650000
2008-11-11,10009800000
2008-11-12,9536700000
2008-11-13,10648900000
2008-11-14,9943400000
2008-11-17,9540850000
2008-11-18,9769100000
2008-11-19,8756500000
2008-11-20,6880699999
2008-11-21,8291700000
2008-11-24,9677800000
2008-11-25,10250500000
2008-11-26,11080500000
2008-11-28,10902050000
2008-12-01,8918350000
2008-12-02,8964000000
2008-12-03,8681800000
2008-12-04,7615250000
2008-12-05,8038550000
2008-12-08,8619550000
2008-12-09,9154900000
2008-12-10,9727600000
2008-12-11,9727600000
2008-12-12,9711000000
2008-12-15,9478600000
2008-12-16,9752500000
2008-12-17,10051300000
2008-12-18,8810450000
2008-12-19,9042850000
2008-12-22,8760650000
2008-12-23,8507500000
2008-12-24,8752350000
2008-12-26,8926650000
2008-12-29,9200550000
2008-12-30,9399750000
2008-12-31,9439040000
2009-01-02,10362560000
2009-01-05,10969920000
2009-01-06,11743680000
2009-01-07,11232000000
2009-01-08,11298560000
2009-01-09,10454080000
2009-01-12,9929920000
2009-01-13,10221120000
2009-01-14,9280960000
2009-01-15,9260160000
2009-01-16,9368320000
2009-01-20,8632000000
2009-01-21,9568000000
2009-01-22,9335040000
2009-01-23,9900800000
2009-01-26,10179520000
2009-01-27,10350080000
2009-01-28,11182080000
2009-01-29,10553920000
2009-01-30,10212800000
2009-02-02,10025600000
2009-02-03,9896640000
2009-02-04,10562240000
2009-02-05,10824320000
2009-02-06,11273600000
2009-02-09,11623040000
2009-02-10,10965760000
2009-02-11,10920000000
2009-02-12,10845120000
2009-02-13,10982400000
2009-02-17,9780160000
2009-02-18,9954880000
2009-02-19,10362560000
2009-02-20,10025600000
2009-02-23,9397440000
2009-02-24,10183680000
2009-02-25,10304320000
2009-02-26,10354240000
2009-02-27,10325120000
2009-03-02,9260160000
2009-03-03,9389120000
2009-03-04,10179520000
2009-03-05,9513920000
2009-03-06,9642880000
2009-03-09,10025600000
2009-03-10,10932480000
2009-03-11,10878400000
2009-03-12,11423360000
2009-03-13,11161280000
2009-03-16,11381760000
2009-03-17,11648000000
2009-03-18,11539840000
2009-03-19,12097280000
2009-03-20,11685440000
2009-03-23,12991680000
2009-03-24,12750400000
2009-03-25,12721280000
2009-03-26,12862720000
2009-03-27,12076480000
2009-03-30,11423360000
2009-03-31,11090560000
2009-04-01,11344320000
2009-04-02,12030720000
2009-04-03,12521600000
2009-04-06,12168000000
2009-04-07,11693760000
2009-04-08,12022400000
