,CAG
2009-04-13,6104720000
2009-04-14,6091352000
2009-04-15,6149280000
2009-04-16,6247312000
2009-04-17,6300784000
2009-04-20,6153736000
2009-04-21,6198296000
2009-04-22,6198296000
2009-04-23,6216120000
2009-04-24,6167104000
2009-04-27,6060160000
2009-04-28,6171560000
2009-04-29,6167104000
2009-04-30,6104720000
2009-05-01,6189384000
2009-05-04,6225032000
2009-05-05,6229488000
2009-05-06,6100264000
2009-05-07,6046792000
2009-05-08,6060160000
2009-05-11,6073528000
2009-05-12,6144824000
2009-05-13,6069072000
2009-05-14,6109176000
2009-05-15,6091352000
2009-05-18,6233944000
2009-05-19,6331976000
2009-05-20,6398816000
2009-05-21,6314152000
2009-05-22,6358712000
2009-05-26,6447832000
2009-05-27,6300784000
2009-05-28,6331976000
2009-05-29,6412184000
2009-06-01,6501744000
2009-06-02,6687888000
2009-06-03,6656864000
2009-06-04,6727776000
2009-06-05,6803120000
2009-06-08,6776528000
2009-06-09,6723344000
2009-06-10,6621408000
2009-06-11,6727776000
2009-06-12,6674592000
2009-06-15,6395376000
2009-06-16,6377648000
2009-06-17,6346624000
2009-06-18,6501744000
2009-06-19,6435264000
2009-06-22,6497312000
2009-06-23,6785392000
2009-06-24,6869600000
2009-06-25,6577088000
2009-06-26,6634704000
2009-06-29,6665728000
2009-06-30,6537200000
2009-07-01,6590384000
2009-07-02,6364352000
2009-07-06,6608112000
2009-07-07,6510608000
2009-07-08,6448560000
2009-07-09,6448560000
2009-07-10,6408672000
2009-07-13,6461856000
2009-07-14,6484016000
2009-07-15,6532768000
2009-07-16,6559360000
2009-07-17,6484016000
2009-07-20,6528336000
2009-07-21,6559360000
2009-07-22,6532768000
2009-07-23,6661296000
2009-07-24,6745504000
2009-07-27,6785392000
2009-07-28,6825280000
2009-07-29,6754368000
2009-07-30,6758800000
2009-07-31,6732208000
2009-08-03,6794256000
2009-08-04,6772096000
2009-08-05,6741072000
2009-08-06,6723344000
2009-08-07,6718912000
2009-08-10,6714480000
2009-08-11,6723344000
2009-08-12,6741072000
2009-08-13,6696752000
2009-08-14,6585952000
2009-08-17,6648000000
2009-08-18,6683456000
2009-08-19,6758800000
2009-08-20,6807552000
2009-08-21,6931648000
2009-08-24,6962672000
2009-08-25,7002560000
2009-08-26,7015856000
2009-08-27,7006992000
2009-08-28,6953808000
2009-08-31,7042448000
2009-09-01,6900624000
2009-09-02,6834144000
2009-09-03,6865168000
2009-09-04,7104496000
2009-09-08,7423600000
2009-09-09,7498944000
2009-09-10,7490079999
2009-09-11,7623040000
2009-09-14,7636336000
2009-09-15,7654064000
2009-09-16,7618608000
2009-09-17,7596448000
2009-09-18,7654064000
2009-09-21,7658496000
2009-09-22,7547696000
2009-09-23,7498944000
2009-09-24,7454624000
2009-09-25,7365984000
2009-09-28,7450191999
2009-09-29,7490079999
2009-09-30,7436896000
2009-10-01,7259616000
2009-10-02,7343824000
2009-10-05,7317232000
2009-10-06,7312800000
2009-10-07,7272912000
2009-10-08,7277344000
2009-10-09,7343824000
2009-10-12,7392576000
2009-10-13,7374848000
2009-10-14,7237455999
2009-10-15,7388144000
2009-10-16,7441328000
2009-10-19,7556560000
2009-10-20,7569855999
2009-10-21,7498944000
2009-10-22,7560991999
2009-10-23,7397008000
2009-10-26,7334960000
2009-10-27,7388144000
2009-10-28,7219728000
2009-10-29,7326096000
2009-10-30,7202000000
2009-11-02,7166544000
2009-11-03,7108928000
2009-11-04,7166544000
2009-11-05,7303936000
2009-11-06,7339391999
2009-11-09,7441328000
2009-11-10,7445760000
2009-11-11,7538832000
2009-11-12,7618608000
2009-11-13,7685088000
2009-11-16,7698384000
2009-11-17,7698384000
2009-11-18,7667360000
2009-11-19,7671791999
2009-11-20,7667360000
2009-11-23,7738272000
2009-11-24,7693952000
2009-11-25,7724976000
2009-11-27,7605312000
2009-11-30,7623480000
2009-12-01,7756679999
2009-12-02,7770000000
2009-12-03,7712280000
2009-12-04,7765559999
2009-12-07,7770000000
2009-12-08,7667880000
2009-12-09,7685639999
2009-12-10,7636800000
2009-12-11,7721160000
2009-12-14,7707840000
2009-12-15,7685639999
2009-12-16,7716720000
2009-12-17,7605720000
2009-12-18,7614599999
2009-12-21,7499160000
2009-12-22,7823280000
2009-12-23,7952040000
2009-12-24,7987559999
2009-12-28,8098559999
2009-12-29,8036400000
2009-12-30,8014200000
2009-12-31,7920960000
2010-01-04,7938720000
2010-01-05,7974240000
2010-01-06,7947599999
2010-01-07,7969800000
2010-01-08,7907639999
2010-01-11,8045280000
2010-01-12,8129639999
2010-01-13,8182920000
2010-01-14,8120760000
2010-01-15,7992000000
2010-01-19,8085240000
2010-01-20,8085240000
2010-01-21,8031960000
2010-01-22,7952040000
2010-01-25,7956480000
2010-01-26,7929840000
2010-01-27,7885440000
2010-01-28,7863240000
2010-01-29,7814400000
2010-02-01,7881000000
2010-02-02,7934280000
2010-02-03,7885440000
2010-02-04,7659000000
2010-02-05,7845480000
2010-02-08,7787760000
2010-02-09,7885440000
2010-02-10,7934280000
2010-02-11,8000880000
2010-02-12,8040840000
2010-02-16,8218440000
2010-02-17,8258400000
2010-02-18,8333880000
2010-02-19,8467080000
2010-02-22,8453760000
2010-02-23,8373840000
2010-02-24,8427120000
2010-02-25,8422679999
2010-02-26,8404920000
2010-03-01,8482929000
2010-03-02,8553953000
2010-03-03,8549514000
2010-03-04,8553953000
2010-03-05,8687123000
2010-03-08,8669367000
2010-03-09,8669367000
2010-03-10,8664928000
2010-03-11,8713757000
2010-03-12,8713757000
2010-03-15,8758147000
2010-03-16,8793659000
2010-03-17,8851366000
2010-03-18,8882439000
2010-03-19,8878000000
2010-03-22,8971219000
2010-03-23,9028926000
2010-03-24,8966780000
2010-03-25,8567270000
2010-03-26,8465173000
2010-03-29,8598343000
2010-03-30,8576148000
2010-03-31,8611660000
2010-04-01,8669367000
2010-04-05,8664928000
2010-04-06,8593904000
2010-04-07,8651611000
2010-04-08,8638294000
2010-04-09,8669367000
2010-04-12,8589465000
2010-04-13,8607221000
2010-04-14,8673806000
2010-04-15,8598343000
2010-04-16,8545075000
2010-04-19,8536197000
2010-04-20,8562831000
2010-04-21,8607221000
2010-04-22,8585026000
2010-04-23,8558392000
2010-04-26,8527319000
2010-04-27,8394149000
2010-04-28,8420782999
2010-04-29,8474051000
2010-04-30,8407466000
2010-05-03,8500684999
2010-05-04,8407466000
2010-05-05,8416344000
2010-05-06,8181077000
2010-05-07,8101175000
2010-05-10,8367515000
2010-05-11,8367515000
2010-05-12,8500684999
2010-05-13,8496246000
2010-05-14,8371954000
2010-05-17,8407466000
2010-05-18,8407466000
2010-05-19,8531757999
2010-05-20,8380832000
2010-05-21,8505124000
2010-05-24,8394149000
2010-05-25,8278734999
2010-05-26,8194394000
2010-05-27,8345320000
2010-05-28,8305369000
2010-06-01,8207485000
2010-06-02,8392915000
2010-06-03,8454724999
2010-06-04,8273709999
2010-06-07,8198655000
2010-06-08,8348765000
2010-06-09,8362010000
2010-06-10,8529780000
2010-06-11,8498875000
2010-06-14,8512120000
2010-06-15,8573930000
2010-06-16,8578345000
2010-06-17,8622495000
2010-06-18,8529780000
2010-06-21,8520950000
2010-06-22,8437065000
2010-06-23,8437065000
2010-06-24,8273709999
2010-06-25,8172165000
2010-06-28,8198655000
2010-06-29,8066205000
2010-06-30,7969075000
2010-07-01,7951415000
2010-07-02,7911680000
2010-07-06,7947000000
2010-07-07,8079450000
2010-07-08,8211900000
2010-07-09,8167750000
2010-07-12,8163334999
2010-07-13,8203069999
2010-07-14,8233974999
2010-07-15,8233974999
2010-07-16,8083864999
2010-07-19,8123599999
2010-07-20,8167750000
2010-07-21,8083864999
2010-07-22,8128015000
2010-07-23,8176580000
2010-07-26,8220730000
2010-07-27,8242805000
2010-07-28,8123599999
2010-07-29,7969075000
2010-07-30,8022055000
2010-08-02,8030885000
2010-08-03,7810135000
2010-08-04,7801305000
2010-08-05,7761569999
2010-08-06,7589385000
2010-08-09,7531989999
2010-08-10,7571724999
2010-08-11,7381879999
2010-08-12,7350974999
2010-08-13,7386295000
2010-08-16,7381879999
2010-08-17,7452520000
2010-08-18,7558480000
2010-08-19,7426030000
2010-08-20,7328900000
2010-08-23,7342145000
2010-08-24,7297995000
2010-08-25,7381879999
2010-08-26,7342145000
2010-08-27,7426030000
2010-08-30,7271858000
2010-08-31,7315638000
2010-09-01,7455734000
2010-09-02,7438221999
2010-09-03,7451356000
2010-09-07,7416332000
2010-09-08,7425088000
2010-09-09,7394442000
2010-09-10,7438221999
2010-09-13,7403198000
2010-09-14,7438221999
2010-09-15,7560806000
2010-09-16,7473246000
2010-09-17,7486380000
2010-09-20,7578317999
2010-09-21,7306882000
2010-09-22,7258723999
2010-09-23,7306882000
2010-09-24,7381308000
2010-09-27,7381308000
2010-09-28,7446978000
2010-09-29,7438221999
2010-09-30,7433844000
2010-10-01,7499514000
2010-10-04,7455734000
2010-10-05,7560806000
2010-10-06,7464490000
2010-10-07,7429465999
2010-10-08,7407576000
2010-10-11,7438221999
2010-10-12,7464490000
2010-10-13,7648365999
2010-10-14,7661500000
2010-10-15,7595830000
2010-10-18,7657121999
2010-10-19,7643988000
2010-10-20,7661500000
2010-10-21,7753438000
2010-10-22,7775328000
2010-10-25,7766571999
2010-10-26,7683390000
2010-10-27,7591452000
2010-10-28,7648365999
2010-10-29,7617719999
2010-11-01,7530160000
2010-11-02,7547671999
2010-11-03,7543294000
2010-11-04,7517026000
2010-11-05,7499514000
2010-11-08,7543294000
2010-11-09,7486380000
2010-11-10,7499514000
2010-11-11,7508269999
2010-11-12,7455734000
2010-11-15,7320015999
2010-11-16,7162408000
2010-11-17,7245590000
2010-11-18,7293748000
2010-11-19,7276236000
2010-11-22,7302504000
2010-11-23,7241212000
2010-11-24,7263102000
2010-11-26,7324394000
2010-11-29,7218540000
2010-11-30,7120008000
2010-12-01,7278515999
2010-12-02,7321356000
2010-12-03,7321356000
2010-12-06,7265664000
2010-12-07,7295652000
2010-12-08,7377047999
2010-12-09,7347059999
2010-12-10,7402752000
2010-12-13,7359912000
2010-12-14,7359912000
2010-12-15,7381332000
2010-12-16,7441308000
2010-12-17,7454159999
2010-12-20,7441308000
2010-12-21,7428456000
2010-12-22,7454159999
2010-12-23,7428456000
2010-12-27,7437024000
2010-12-28,7428456000
2010-12-29,7454159999
2010-12-30,7501284000
2010-12-31,7484147999
2011-01-03,7492715999
2011-01-04,7505568000
2011-01-05,7522703999
2011-01-06,7522703999
2011-01-07,7497000000
2011-01-10,7514136000
2011-01-11,7514136000
2011-01-12,7694064000
2011-01-13,7689780000
2011-01-14,7659792000
2011-01-18,7698347999
2011-01-19,7672644000
2011-01-20,7779744000
2011-01-21,7779744000
2011-01-24,7792596000
2011-01-25,7818300000
2011-01-26,7719768000
2011-01-27,7582680000
2011-01-28,7441308000
2011-01-31,7402752000
2011-02-01,7471296000
2011-02-02,7471296000
2011-02-03,7471296000
2011-02-04,7552692000
2011-02-07,7526988000
2011-02-08,7526988000
2011-02-09,7591247999
2011-02-10,7526988000
2011-02-11,7467012000
2011-02-14,7531271999
2011-02-15,7428456000
2011-02-16,7514136000
2011-02-17,7556976000
2011-02-18,7544124000
2011-02-22,7471296000
2011-02-23,7535556000
2011-02-24,7548408000
2011-02-25,7625520000
2011-02-28,7388416000
2011-03-01,7310079000
2011-03-02,7318325000
2011-03-03,7392539000
2011-03-04,7388416000
2011-03-07,7355432000
2011-03-08,7429646000
2011-03-09,7458507000
2011-03-10,7450261000
2011-03-11,7458507000
2011-03-14,7421400000
2011-03-15,7347186000
2011-03-16,7285341000
2011-03-17,7174019999
2011-03-18,7264726000
2011-03-21,7359555000
2011-03-22,7334817000
2011-03-23,7318325000
2011-03-24,7466753000
2011-03-25,7602812000
2011-03-28,7573951000
2011-03-29,7565705000
2011-03-30,7611058000
2011-03-31,7578074000
2011-04-01,7606935000
2011-04-04,7590443000
2011-04-05,7598689000
2011-04-06,7623426999
2011-04-07,7586319999
2011-04-08,7545090000
2011-04-11,7602812000
2011-04-12,7536844000
2011-04-13,7528598000
2011-04-14,7710010000
2011-04-15,7879053000
2011-04-18,7775978000
2011-04-19,7808962000
2011-04-20,7771855000
2011-04-21,7697641000
2011-04-25,7672903000
2011-04-26,7738871000
2011-04-27,7767732000
2011-04-28,7767732000
2011-04-29,7800716000
2011-05-02,7874930000
2011-05-03,7895544999
2011-05-04,8138801999
2011-05-05,7998619999
2011-05-06,8031604000
2011-05-09,8056342000
2011-05-10,8064587999
2011-05-11,8052219000
2011-05-12,8142925000
2011-05-13,8142925000
2011-05-16,8126433000
2011-05-17,8039850000
2011-05-18,8089326000
2011-05-19,8163540000
2011-05-20,8142925000
2011-05-23,8093449000
2011-05-24,8072833999
2011-05-25,7895544999
2011-05-26,7953267000
2011-05-27,7990374000
2011-05-31,8121936000
2011-06-01,8076539000
2011-06-02,7965110000
2011-06-03,7816538000
2011-06-06,7779395000
2011-06-07,7771140999
2011-06-08,7775268000
2011-06-09,7841300000
2011-06-10,7721617000
2011-06-13,7762886999
2011-06-14,7791776000
2011-06-15,7676220000
2011-06-16,7878443000
2011-06-17,7874315999
2011-06-20,7940347999
2011-06-21,7960983000
2011-06-22,8117809000
2011-06-23,8101301000
2011-06-24,8047650000
2011-06-27,8109554999
2011-06-28,8212729999
2011-06-29,8212729999
2011-06-30,8241619000
2011-07-01,8270508000
2011-07-05,8220984000
2011-07-06,8299397000
2011-07-07,8381936999
2011-07-08,8402572000
2011-07-11,8353047999
2011-07-12,8406699000
2011-07-13,8390190999
2011-07-14,8386064000
2011-07-15,8423207000
2011-07-18,8377810000
2011-07-19,8460350000
2011-07-20,8427334000
2011-07-21,8472731000
2011-07-22,8468604000
2011-07-25,8381936999
2011-07-26,8419079999
2011-07-27,8233365000
2011-07-28,8183840999
2011-07-29,8179714000
2011-08-01,8138444000
2011-08-02,8035269000
2011-08-03,8010507000
2011-08-04,7705109000
2011-08-05,7804157000
2011-08-08,7527647999
2011-08-09,7341933000
2011-08-10,7255265999
2011-08-11,7350186999
2011-08-12,7407965000
2011-08-15,7535902000
2011-08-16,7585426000
2011-08-17,7585426000
2011-08-18,7469870000
2011-08-19,7436854000
2011-08-22,7432727000
2011-08-23,7639077000
2011-08-24,7676220000
2011-08-25,7556536999
2011-08-26,7634950000
2011-08-29,7812904000
2011-08-30,7858400000
2011-08-31,7817039999
2011-09-01,7858400000
2011-09-02,7709504000
2011-09-06,7651600000
2011-09-07,7920439999
2011-09-08,7924576000
2011-09-09,7618512000
2011-09-12,7635056000
2011-09-13,7701232000
2011-09-14,7506839999
2011-09-15,7564744000
2011-09-16,7659872000
2011-09-19,7486160000
2011-09-20,7357944000
2011-09-21,7370352000
2011-09-22,7568880000
2011-09-23,7560608000
2011-09-26,7730184000
2011-09-27,7808768000
2011-09-28,7701232000
2011-09-29,7796360000
2011-09-30,7750863999
2011-10-03,7688824000
2011-10-04,7866672000
2011-10-05,7821176000
2011-10-06,7990752000
2011-10-07,8011432000
2011-10-10,8102424000
2011-10-11,8110696000
2011-10-12,8193415999
2011-10-13,8160328000
2011-10-14,8201687999
2011-10-17,8118968000
2011-10-18,8234776000
2011-10-19,8131376000
2011-10-20,8139648000
2011-10-21,8168600000
2011-10-24,8114832000
2011-10-25,8003160000
2011-10-26,8056928000
2011-10-27,8102424000
2011-10-28,8090015999
2011-10-31,8106560000
2011-11-01,8048656000
2011-11-02,8081744000
2011-11-03,8090015999
2011-11-04,8127239999
2011-11-07,8251320000
2011-11-08,8305087999
2011-11-09,8048656000
2011-11-10,8106560000
2011-11-11,7928712000
2011-11-14,7978344000
2011-11-15,7982480000
2011-11-16,7920439999
2011-11-17,7779815999
2011-11-18,7771544000
2011-11-21,7742592000
2011-11-22,7738456000
2011-11-23,7635056000
2011-11-25,7664008000
2011-11-28,7792982999
2011-11-29,7863414000
2011-11-30,8099565000
2011-12-01,8078850000
2011-12-02,8107851000
2011-12-05,8227998000
2011-12-06,8182425000
2011-12-07,8174139000
2011-12-08,8132709000
2011-12-09,8240427000
2011-12-12,8161710000
2011-12-13,8128566000
2011-12-14,8099565000
2011-12-15,8190711000
2011-12-16,8161710000
2011-12-19,8070564000
2011-12-20,8397861000
2011-12-21,8484864000
2011-12-22,8455863000
2011-12-23,8530437000
2011-12-27,8530437000
2011-12-28,8451719999
2011-12-29,8534580000
2011-12-30,8464149000
2012-01-03,8431005000
2012-01-04,8501436000
2012-01-05,8493150000
2012-01-06,8472435000
2012-01-09,8501436000
2012-01-10,8646441000
2012-01-11,8617440000
2012-01-12,8654727000
2012-01-13,8609154000
2012-01-17,8625726000
2012-01-18,8696157000
2012-01-19,8712729000
2012-01-20,8675442000
2012-01-23,8654727000
2012-01-24,8658870000
2012-01-25,8712729000
2012-01-26,8671299000
2012-01-27,8563581000
2012-01-30,8534580000
2012-01-31,8551152000
2012-02-01,8584296000
2012-02-02,8629869000
2012-02-03,8592582000
2012-02-06,8584296000
2012-02-07,8530437000
2012-02-08,8513865000
2012-02-09,8559438000
2012-02-10,8542866000
2012-02-13,8571867000
2012-02-14,8580153000
2012-02-15,8646441000
2012-02-16,8571867000
2012-02-17,8489006999
2012-02-21,8460006000
2012-02-22,8373003000
2012-02-23,8600868000
2012-02-24,8605011000
2012-02-27,8458372000
2012-02-28,8396752000
2012-02-29,8343347999
2012-03-01,8322808000
2012-03-02,8310484000
2012-03-05,8380319999
2012-03-06,8273512000
2012-03-07,8298160000
2012-03-08,8335132000
2012-03-09,8318700000
2012-03-12,8347456000
2012-03-13,8384428000
2012-03-14,8359780000
2012-03-15,8450156000
2012-03-16,8400860000
2012-03-19,8380319999
2012-03-20,8363888000
2012-03-21,8380319999
2012-03-22,8331024000
2012-03-23,8281728000
2012-03-26,8289944000
2012-03-27,8331024000
2012-03-28,8355672000
2012-03-29,8351563999
2012-03-30,8347456000
2012-04-02,8441940000
2012-04-03,8503560000
2012-04-04,8450156000
2012-04-05,8404968000
2012-04-09,8281728000
2012-04-10,8216000000
2012-04-11,8203676000
2012-04-12,8244756000
2012-04-13,8191352000
2012-04-16,8224216000
2012-04-17,8302268000
2012-04-18,8277619999
2012-04-19,8289944000
2012-04-20,8343347999
2012-04-23,8191352000
2012-04-24,8224216000
2012-04-25,8224216000
2012-04-26,8232432000
2012-04-27,8240647999
2012-04-30,8207784000
2012-05-01,8220108000
2012-05-02,8199568000
2012-05-03,8191352000
2012-05-04,8187244000
2012-05-07,8170812000
2012-05-08,8137947999
2012-05-09,8121516000
2012-05-10,8158488000
2012-05-11,8183136000
2012-05-14,8142056000
2012-05-15,8129732000
2012-05-16,8170812000
2012-05-17,8068112000
2012-05-18,7981844000
2012-05-21,7994168000
2012-05-22,8027032000
2012-05-23,8059896000
2012-05-24,8031140000
2012-05-25,8027032000
2012-05-29,7958805000
2012-05-30,7918095000
2012-05-31,7922166000
2012-06-01,7747113000
2012-06-04,7673835000
2012-06-05,7751184000
2012-06-06,7865172000
2012-06-07,7836675000
2012-06-08,7922166000
2012-06-11,7836675000
2012-06-12,7877385000
2012-06-13,7820391000
2012-06-14,7828533000
2012-06-15,7865172000
2012-06-18,7861100999
2012-06-19,7889598000
2012-06-20,7751184000
2012-06-21,7958805000
2012-06-22,7987302000
2012-06-25,7942521000
2012-06-26,7950663000
2012-06-27,7975089000
2012-06-28,8044296000
2012-06-29,8170497000
2012-07-02,8129787000
2012-07-03,8146071000
2012-07-05,8117574000
2012-07-06,8101289999
2012-07-09,8023941000
2012-07-10,8019870000
2012-07-11,8003586000
2012-07-12,7930308000
2012-07-13,7962875999
2012-07-16,7795964999
2012-07-17,7783752000
2012-07-18,7804107000
2012-07-19,7743042000
2012-07-20,7600557000
2012-07-23,7563917999
2012-07-24,7502853000
2012-07-25,7515066000
2012-07-26,7588344000
2012-07-27,7657550999
2012-07-30,7800036000
2012-07-31,7779681000
2012-08-01,7686048000
2012-08-02,7657550999
2012-08-03,7738971000
2012-08-06,7730828999
2012-08-07,7783752000
2012-08-08,7775610000
2012-08-09,7800036000
2012-08-10,7824462000
2012-08-13,7795964999
2012-08-14,7738971000
2012-08-15,7767467999
2012-08-16,7767467999
2012-08-17,7791894000
2012-08-20,7804107000
2012-08-21,7832603999
2012-08-22,7828533000
2012-08-23,7779681000
2012-08-24,7828533000
2012-08-27,7862283000
2012-08-28,7923168000
2012-08-29,7927227000
2012-08-30,7850106000
2012-08-31,7886637000
2012-09-04,8057115000
2012-09-05,7988112000
2012-09-06,8122059000
2012-09-07,8036820000
2012-09-10,8057115000
2012-09-11,8069292000
2012-09-12,8028702000
2012-09-13,8154531000
2012-09-14,8036820000
2012-09-17,8040878999
2012-09-18,8053056000
2012-09-19,8057115000
2012-09-20,8556371999
2012-09-21,8641611000
2012-09-24,8649729000
2012-09-25,8605080000
2012-09-26,8649729000
2012-09-27,8661906000
2012-09-28,8665965000
2012-10-01,8722791000
2012-10-02,8730909000
2012-10-03,8706555000
2012-10-04,8743086000
2012-10-05,8730909000
2012-10-08,8751204000
2012-10-09,8730909000
2012-10-10,8759322000
2012-10-11,8747145000
2012-10-12,8775558000
2012-10-15,8925741000
2012-10-16,8921682000
2012-10-17,8958213000
2012-10-18,9035334000
2012-10-19,8877033000
2012-10-22,8885151000
2012-10-23,8832384000
2012-10-24,8759322000
2012-10-25,8897328000
2012-10-26,8860797000
2012-10-31,8747145000
2012-11-01,8828325000
2012-11-02,8816148000
2012-11-05,8820207000
2012-11-06,8913564000
2012-11-07,8783676000
2012-11-08,8698437000
2012-11-09,8722791000
2012-11-12,8747145000
2012-11-13,8739027000
2012-11-14,8694378000
2012-11-15,8702496000
2012-11-16,8714673000
2012-11-19,8751204000
2012-11-20,8783676000
2012-11-21,8836443000
2012-11-23,8925741000
2012-11-26,8990223000
2012-11-27,9417351000
2012-11-28,9425565000
2012-11-29,9409137000
2012-11-30,9491277000
2012-12-03,9478956000
2012-12-04,9392709000
2012-12-05,9437886000
2012-12-06,9425565000
2012-12-07,9454314000
2012-12-10,9454314000
2012-12-11,9441993000
2012-12-12,9622701000
2012-12-13,9589845000
2012-12-14,9581631000
2012-12-17,9635022000
2012-12-18,9602166000
2012-12-19,9524133000
2012-12-20,9585738000
2012-12-21,9470742000
2012-12-24,9466635000
2012-12-26,9363960000
2012-12-27,9339318000
2012-12-28,9281820000
2012-12-31,9376281000
2013-01-02,9565203000
2013-01-03,9540561000
2013-01-04,9610380000
2013-01-07,9589845000
2013-01-08,9581631000
2013-01-09,9663771000
2013-01-10,9733590000
2013-01-11,9791088000
2013-01-14,9860907000
2013-01-15,9873228000
2013-01-16,9906084000
2013-01-17,10016973000
2013-01-18,10074471000
2013-01-22,10152504000
2013-01-23,10115541000
2013-01-24,10296249000
2013-01-25,10275714000
2013-01-28,10370175000
2013-01-29,10267500000
2013-01-30,10398924000
2013-01-31,10390710000
2013-02-01,10509813000
2013-02-04,10427673000
2013-02-05,10485171000
2013-02-06,10505706000
2013-02-07,10575525000
2013-02-08,10608381000
2013-02-11,10604274000
2013-02-12,10583739000
2013-02-13,10641237000
2013-02-14,10735698000
2013-02-15,10719270000
2013-02-19,10633023000
2013-02-20,10694628000
2013-02-21,10719270000
2013-02-22,10780875000
2013-02-25,10853296000
2013-02-26,10949528000
2013-02-27,11037392000
2013-02-28,11045760000
2013-03-01,11104336000
2013-03-04,11234040000
2013-03-05,11246592000
2013-03-06,11275880000
2013-03-07,11221488000
2013-03-08,11259144000
2013-03-11,11246592000
2013-03-12,11234040000
2013-03-13,11347008000
2013-03-14,11363744000
2013-03-15,11321904000
2013-03-18,11342824000
2013-03-19,11418136000
2013-03-20,11518552000
2013-03-21,11376296000
2013-03-22,11376296000
2013-03-25,11388848000
2013-03-26,11485080000
2013-03-27,11522736000
2013-03-28,11593864000
2013-04-01,11535288000
2013-04-02,11506000000
2013-04-03,11284248000
2013-04-04,11213120000
2013-04-05,11146176000
2013-04-08,11204752000
2013-04-09,11121072000
2013-04-10,11204752000
2013-04-11,11271696000
2013-04-12,11384664000
2013-04-15,11254960000
2013-04-16,11493448000
2013-04-17,11439056000
2013-04-18,11468344000
2013-04-19,11677544000
2013-04-22,11669176000
2013-04-23,11685912000
2013-04-24,11489264000
2013-04-25,11489264000
2013-04-26,11422320000
2013-04-29,11459976000
2013-04-30,11451608000
2013-05-01,11330272000
2013-05-02,11296800000
2013-05-03,11547840000
2013-05-06,11472528000
2013-05-07,11577128000
2013-05-08,11506000000
2013-05-09,11347008000
2013-05-10,11288432000
2013-05-13,11480896000
2013-05-14,11556208000
2013-05-15,11706832000
2013-05-16,11585496000
2013-05-17,11631520000
2013-05-20,11560392000
2013-05-21,11543656000
2013-05-22,11393032000
2013-05-23,11246592000
2013-05-24,11259144000
2013-05-28,11399177000
2013-05-29,11205471000
2013-05-30,11205471000
2013-05-31,10978077000
2013-06-03,10902279000
2013-06-04,10927545000
2013-06-05,10759105000
2013-06-06,10805426000
2013-06-07,10999132000
2013-06-10,11032820000
2013-06-11,11091774000
2013-06-12,11011765000
2013-06-13,11142306000
2013-06-14,11108618000
2013-06-17,11272847000
2013-06-18,11243370000
2013-06-19,10952811000
2013-06-20,10700151000
2013-06-21,10834903000
2013-06-24,10792793000
2013-06-25,10843325000
2013-06-26,10868591000
2013-06-27,11420232000
2013-06-28,11382333000
2013-07-01,11441287000
2013-07-02,11521296000
2013-07-03,11626571000
2013-07-05,11609727000
2013-07-08,11656048000
2013-07-09,11588672000
2013-07-10,11727635000
2013-07-11,11933974000
2013-07-12,11921341000
2013-07-15,12022405000
2013-07-16,11980295000
2013-07-17,12001350000
2013-07-18,11997139000
2013-07-19,12064515000
2013-07-22,12001350000
2013-07-23,12039249000
2013-07-24,11967662000
2013-07-25,12026616000
2013-07-26,11971873000
2013-07-29,11925552000
2013-07-30,11879231000
2013-07-31,11799222000
2013-08-01,11917130000
2013-08-02,12068726000
2013-08-05,12131891000
2013-08-06,12077148000
2013-08-07,11992928000
2013-08-08,11946607000
2013-08-09,11942396000
2013-08-12,11942396000
2013-08-13,11925552000
2013-08-14,11731846000
2013-08-15,11420232000
2013-08-16,11336012000
2013-08-19,11378122000
2013-08-20,11407599000
2013-08-21,11247581000
2013-08-22,11272847000
2013-08-23,11432865000
2013-08-26,11247581000
2013-08-27,11201260000
2013-08-28,11062297000
2013-08-29,11091774000
2013-08-30,11020187000
2013-09-03,11045453000
2013-09-04,11032820000
2013-09-05,11020187000
2013-09-06,10982288000
2013-09-09,10935967000
2013-09-10,10279051000
2013-09-11,10392748000
2013-09-12,10354849000
2013-09-13,10388537000
2013-09-16,10455913000
2013-09-17,10380115000
2013-09-18,10451702000
2013-09-19,10039024000
2013-09-20,10102189000
2013-09-23,10026391000
2013-09-24,10009547000
2013-09-25,9921116000
2013-09-26,9933749000
2013-09-27,9866373000
2013-09-30,9887428000
2013-10-01,9942171000
2013-10-02,9980070000
2013-10-03,9908483000
2013-10-04,9895850000
2013-10-07,9887428000
2013-10-08,9807419000
2013-10-09,9836896000
2013-10-10,10030602000
2013-10-11,10051657000
2013-10-14,10022180000
2013-10-15,10026391000
2013-10-16,10169565000
2013-10-17,10211675000
2013-10-18,10156932000
2013-10-21,10156932000
2013-10-22,10371693000
2013-10-23,10295895000
2013-10-24,10287473000
2013-10-25,10338005000
2013-10-28,10493812000
2013-10-29,10506445000
2013-10-30,10455913000
2013-10-31,10367482000
2013-11-01,10363271000
2013-11-04,10312739000
2013-11-05,10611720000
2013-11-06,10716995000
2013-11-07,10544344000
2013-11-08,10636986000
2013-11-11,10561188000
2013-11-12,10535922000
2013-11-13,10691729000
2013-11-14,10771738000
2013-11-15,10754894000
2013-11-18,10620142000
2013-11-19,10611720000
2013-11-20,10514867000
2013-11-21,10485390000
2013-11-22,10649619000
2013-11-25,10631088000
