,OKE
2013-12-26,10856505780
2013-12-27,10996802700
2013-12-30,11071077540
2013-12-31,11385037200
2014-01-02,11201002800
2014-01-03,11228189700
2014-01-06,11316024300
2014-01-07,11439411000
2014-01-08,11546067300
2014-01-09,11606715000
2014-01-10,11784475500
2014-01-13,11592075900
2014-01-14,11805388500
2014-01-15,11874401400
2014-01-16,12188096400
2014-01-17,12290570100
2014-01-21,12472513200
2014-01-22,12455782800
2014-01-23,12328213500
2014-01-24,11966418600
2014-01-27,11987331600
2014-01-28,12112809600
2014-01-29,12225739800
2014-01-30,12290570100
2014-01-31,12539434800
2014-02-03,12112809600
2014-02-04,12687917100
2014-02-05,12416048100
2014-02-06,12338670000
2014-02-07,12355400400
2014-02-10,12307300500
2014-02-11,12399317700
2014-02-12,12518521800
2014-02-13,12558256500
2014-02-14,12539434800
2014-02-18,12687917100
2014-02-19,12725560500
2014-02-20,12752747400
2014-02-21,12696282300
2014-02-24,12805029900
2014-02-25,12298935300
2014-02-26,12347035200
2014-02-27,12334487400
2014-02-28,12367948200
2014-03-03,12311483100
2014-03-04,12480878400
2014-03-05,12416048100
2014-03-06,12382587300
2014-03-07,12330304800
2014-03-10,12292661400
2014-03-11,12160909500
2014-03-12,12271748400
2014-03-13,12198552900
2014-03-14,12296844000
2014-03-17,12462056700
2014-03-18,12595899900
2014-03-19,12443235000
2014-03-20,12424413300
2014-03-21,12428595900
2014-03-24,12242470200
2014-03-25,12213192000
2014-03-26,12083531400
2014-03-27,12213192000
2014-03-28,12232013700
2014-03-31,12407127750
2014-04-01,12384093420
2014-04-02,12536957610
2014-04-03,12486700890
2014-04-04,12516017310
2014-04-07,12245887440
2014-04-08,12302426250
2014-04-09,12472042680
2014-04-10,12273109830
2014-04-11,12252169530
2014-04-14,12338024760
2014-04-15,12440632230
2014-04-16,12735890460
2014-04-17,12779865090
2014-04-21,12920165100
2014-04-22,13085593470
2014-04-23,13026960630
2014-04-24,13024866600
2014-04-25,13127474070
2014-04-28,13070935260
2014-04-29,13150508400
2014-04-30,13238457660
2014-05-01,13253115870
2014-05-02,13230081540
2014-05-05,13345253190
2014-05-06,13234269600
2014-05-07,13529527830
2014-05-08,13179824820
2014-05-09,12959951670
2014-05-12,13008114360
2014-05-13,12957857640
2014-05-14,13215423330
2014-05-15,13106533770
2014-05-16,13087687500
2014-05-19,13024866600
2014-05-20,13236363630
2014-05-21,13341065130
2014-05-22,13475083049
2014-05-23,13571408430
2014-05-27,13569314400
2014-05-28,13579784549
2014-05-29,13527433799
2014-05-30,13504399469
2014-06-02,13498117379
2014-06-03,13502305440
2014-06-04,13600724850
2014-06-05,13726366650
2014-06-06,13797563670
2014-06-09,13753589040
2014-06-10,13665639780
2014-06-11,13563032310
2014-06-12,13531621860
2014-06-13,13642605450
2014-06-16,13678203959
2014-06-17,13508587530
2014-06-18,13481365140
2014-06-19,13498117379
2014-06-20,13891795020
2014-06-23,14034189060
2014-06-24,14057223390
2014-06-25,14243592060
2014-06-26,14159830860
2014-06-27,14138890560
2014-06-30,14262011120
2014-07-01,14306003810
2014-07-02,14192879750
2014-07-03,14163551290
2014-07-07,13895405370
2014-07-08,13989675420
2014-07-09,14044142560
2014-07-10,13968726520
2014-07-11,13970821410
2014-07-14,13968726520
2014-07-15,13912164490
2014-07-16,14002244760
2014-07-17,13828368890
2014-07-18,13926828720
2014-07-21,13891215590
2014-07-22,14031573220
2014-07-23,14069281240
2014-07-24,14197069530
2014-07-25,14000149870
2014-07-28,14113273930
2014-07-29,14000149870
2014-07-30,13845128010
2014-07-31,13497376270
2014-08-01,13394726660
2014-08-04,13535084290
2014-08-05,13346544190
2014-08-06,13090967610
2014-08-07,12994602670
2014-08-08,13271128150
2014-08-11,13201996780
2014-08-12,13306741280
2014-08-13,13579076979
2014-08-14,13715244830
2014-08-15,13920544050
2014-08-18,13910069600
2014-08-19,14077660800
2014-08-20,14192879750
2014-08-21,14174025740
2014-08-22,14140507500
2014-08-25,14245252000
2014-08-26,14337427160
2014-08-27,14435886990
2014-08-28,14584624180
2014-08-29,14706127800
2014-09-02,14712412470
2014-09-03,14842295649
2014-09-04,14762689830
2014-09-05,14861149660
2014-09-08,14869529220
2014-09-09,14685178899
2014-09-10,14553200830
2014-09-11,14523872370
2014-09-12,14165646180
2014-09-15,14115368820
2014-09-16,14276675350
2014-09-17,14324857820
2014-09-18,14358376060
2014-09-19,14331142490
2014-09-22,14092325030
2014-09-23,13922638939
2014-09-24,13907974710
2014-09-25,13750857960
2014-09-26,13861887130
2014-09-29,13840938229
2014-09-30,13735412550
2014-10-01,13561493520
2014-10-02,13421101050
2014-10-03,13463009250
2014-10-06,13431578099
2014-10-07,13119362010
2014-10-08,13142411520
2014-10-09,12321010800
2014-10-10,12222526530
2014-10-13,11556186150
2014-10-14,11254447110
2014-10-15,11415793680
2014-10-16,11849543550
2014-10-17,12019271760
2014-10-20,12300056700
2014-10-21,12805050510
2014-10-22,12524265570
2014-10-23,12668848860
2014-10-24,12784096410
2014-10-27,12658371810
2014-10-28,12547315080
2014-10-29,12440449170
2014-10-30,12293770470
2014-10-31,12350346540
2014-11-03,12235098990
2014-11-04,11839066500
2014-11-05,11839066500
2014-11-06,11723818950
2014-11-07,11998317660
2014-11-10,11774108790
2014-11-11,11786681250
2014-11-12,11830684860
2014-11-13,11660956650
2014-11-14,11717532720
2014-11-17,11753154690
2014-11-18,11834875680
2014-11-19,11908215030
2014-11-20,12017176350
2014-11-21,12241385220
2014-11-24,12161759640
2014-11-25,12113565210
2014-11-26,12040225860
2014-11-28,11348740560
2014-12-01,10885654950
2014-12-02,10998807090
2014-12-03,11151772020
2014-12-04,11124531690
2014-12-05,11000902500
2014-12-08,10129211940
2014-12-09,10145975220
2014-12-10,9356005650
2014-12-11,9569737470
2014-12-12,9400009260
2014-12-15,9286857120
2014-12-16,9282666300
2014-12-17,9951102090
2014-12-18,10313608020
2014-12-19,10380661140
2014-12-22,10430950980
2014-12-23,10556675580
2014-12-24,10625824110
2014-12-26,10447714260
2014-12-29,10521053610
2014-12-30,10468668360
2014-12-31,10449626460
2015-01-02,10476910080
2015-01-05,9876670440
2015-01-06,9465317400
2015-01-07,9396058980
2015-01-08,9498897240
2015-01-09,9175691280
2015-01-12,8625821400
2015-01-13,8443231019
2015-01-14,8881867680
2015-01-15,8877670200
2015-01-16,9001495860
2015-01-20,9169395060
2015-01-21,9521983380
2015-01-22,9339393000
2015-01-23,9247048440
2015-01-26,9450626220
2015-01-27,9379269060
2015-01-28,8850386580
2015-01-29,9030878220
2015-01-30,9240752220
2015-02-02,9484206060
2015-02-03,9817905720
2015-02-04,9542970780
2015-02-05,9910250280
2015-02-06,9838893120
2015-02-09,9696178800
2015-02-10,9681487620
2015-02-11,9584945580
2015-02-12,9922842720
2015-02-13,9931237680
2015-02-17,10180987740
2015-02-18,10120124280
2015-02-19,9969015000
2015-02-20,10004693580
2015-02-23,9952225080
2015-02-24,9465317400
2015-02-25,9526180860
2015-02-26,9228159780
2015-02-27,9289023240
2015-03-02,9249147180
2015-03-03,9492601020
2015-03-04,9450626220
2015-03-05,9652105260
2015-03-06,9891361620
2015-03-09,9861979260
2015-03-10,9731857380
2015-03-11,9677290140
2015-03-12,9725561160
2015-03-13,9417046380
2015-03-16,9471613620
2015-03-17,9608031720
2015-03-18,9954323820
2015-03-19,9742351080
2015-03-20,9941731380
2015-03-23,10204073880
2015-03-24,9853584300
2015-03-25,9876670440
2015-03-26,9897657840
2015-03-27,9874571700
2015-03-30,10082346960
2015-03-31,10140240960
2015-04-01,10161261360
2015-04-02,10104506280
2015-04-06,10272669480
2015-04-07,10184383800
2015-04-08,10020424680
2015-04-09,10106608320
2015-04-10,10142343000
2015-04-13,10016220600
2015-04-14,10342036800
2015-04-15,10735118280
2015-04-16,10581669360
2015-04-17,10413506160
2015-04-20,10327322520
2015-04-21,10102404240
2015-04-22,10287383760
2015-04-23,10354649040
2015-04-24,10348342920
2015-04-27,10209608280
2015-04-28,10140240960
2015-04-29,10213812360
2015-04-30,10110812400
2015-05-01,10228526640
2015-05-04,10115016480
2015-05-05,10079281800
2015-05-06,9425547360
2015-05-07,9232159680
2015-05-08,9406629000
2015-05-11,9118649520
2015-05-12,9114445440
2015-05-13,9356180040
2015-05-14,9383506560
2015-05-15,9604220760
2015-05-18,9637853400
2015-05-19,9482302440
2015-05-20,9490710600
2015-05-21,9478098360
2015-05-22,9280506600
2015-05-26,9175404600
2015-05-27,9059792400
2015-05-28,8872710840
2015-05-29,8811751680
2015-06-01,8683527240
2015-06-02,8738180280
2015-06-03,8553200759
2015-06-04,8355609000
2015-06-05,8385037560
2015-06-08,8294649840
2015-06-09,8290445759
2015-06-10,8265221280
2015-06-11,8277833520
2015-06-12,8162221320
2015-06-15,8202160080
2015-06-16,8187445800
2015-06-17,8242098840
2015-06-18,8254711080
2015-06-19,8206364160
2015-06-22,8574221160
2015-06-23,8542690560
2015-06-24,8483833440
2015-06-25,8263119240
2015-06-26,8391343680
2015-06-29,8221078440
2015-06-30,8302486079
2015-07-01,8159484799
2015-07-02,8247809120
2015-07-06,7976527280
2015-07-07,8226779519
2015-07-08,8098498960
2015-07-09,8230985440
2015-07-10,8315103840
2015-07-13,8664195200
2015-07-14,8706254400
2015-07-15,8544326480
2015-07-16,8617930080
2015-07-17,8493855440
2015-07-20,8220470640
2015-07-21,8302486079
2015-07-22,8054336799
2015-07-23,8132146320
2015-07-24,7923953280
2015-07-27,7963909519
2015-07-28,8151072960
2015-07-29,8411840000
2015-07-30,7972321359
2015-07-31,7947085840
2015-08-03,7690524720
2015-08-04,7505464239
2015-08-05,7322506720
2015-08-06,7425551760
2015-08-07,7217358720
2015-08-10,7507567200
2015-08-11,7579067840
2015-08-12,7940776960
2015-08-13,7642156640
2015-08-14,7629538880
2015-08-17,7694730640
2015-08-18,7490743519
2015-08-19,7358257040
2015-08-20,7335124480
2015-08-21,7177402480
2015-08-24,6765222320
2015-08-25,6651662480
2015-08-26,6847237760
2015-08-27,7251006079
2015-08-28,7492846480
2015-08-31,7572758960
2015-09-01,7347742239
2015-09-02,7431860640
2015-09-03,7501258320
2015-09-04,7444478400
2015-09-08,7661083280
2015-09-09,7537008640
2015-09-10,7604303359
2015-09-11,7400316239
2015-09-14,7255212000
2015-09-15,7328815600
2015-09-16,7585376720
2015-09-17,7629538880
2015-09-18,7515979040
2015-09-21,7673701040
2015-09-22,7719966160
2015-09-23,7429757680
2015-09-24,7324609680
2015-09-25,7400316239
2015-09-28,6939768000
2015-09-29,6489734560
2015-09-30,6775427400
2015-10-01,6897469260
2015-10-02,7280428200
2015-10-05,7772803979
2015-10-06,7962179280
2015-10-07,8178908789
2015-10-08,8227304700
2015-10-09,8328304860
2015-10-12,8164179599
2015-10-13,8023200210
2015-10-14,7955866770
2015-10-15,8124200370
2015-10-16,8170492110
2015-10-19,8065283610
2015-10-20,8023200210
2015-10-21,7869595800
2015-10-22,7718095560
2015-10-23,7623407909
2015-10-26,7280428200
2015-10-27,7000573590
2015-10-28,7078427880
2015-10-29,7002677760
2015-10-30,7137344640
2015-11-02,7238344800
2015-11-03,7168907190
2015-11-04,7061594520
2015-11-05,6600781290
2015-11-06,6649177200
2015-11-09,6480843600
2015-11-10,6476635260
2015-11-11,6207301500
2015-11-12,5937967740
2015-11-13,5994780330
2015-11-16,6253593240
2015-11-17,5988467820
2015-11-18,6165218100
2015-11-19,6097884660
2015-11-20,6017926200
2015-11-23,6121030530
2015-11-24,6371426760
2015-11-25,6398780970
2015-11-27,6198884820
2015-11-30,6203093160
2015-12-01,6146280570
2015-12-02,5679154830
2015-12-03,5637071430
2015-12-04,5218341600
2015-12-07,4549215540
2015-12-08,4515548820
2015-12-09,4671257400
2015-12-10,4692299100
2015-12-11,4273569269
2015-12-14,4334590200
2015-12-15,4490298780
2015-12-16,4393506960
2015-12-17,4178881620
2015-12-18,3983193810
2015-12-21,4597611450
2015-12-22,4864841040
2015-12-23,5111028930
2015-12-24,5075258040
2015-12-28,5075258040
2015-12-29,5060528850
2015-12-30,4932174480
2015-12-31,5197859460
2016-01-04,5343298350
2016-01-05,5347513970
2016-01-06,5105115820
2016-01-07,4801591180
2016-01-08,4858502050
2016-01-11,4765758410
2016-01-12,4605564850
2016-01-13,4420077570
2016-01-14,4801591180
2016-01-15,4624535140
2016-01-19,4382136990
2016-01-20,4224051240
2016-01-21,4767866220
2016-01-22,5290603100
2016-01-25,4978647220
2016-01-26,5121978300
2016-01-27,4875364530
2016-01-28,5039773710
2016-01-29,5250554710
2016-02-01,4940706640
2016-02-02,4873256720
2016-02-03,5193643840
2016-02-04,5372807690
2016-02-05,5383346740
2016-02-08,4881687960
2016-02-09,4348412030
2016-02-10,4407430710
2016-02-11,4135523220
2016-02-12,4253560580
2016-02-16,4432724430
2016-02-17,4580271130
2016-02-18,4466449390
2016-02-19,4354735460
2016-02-22,4510713400
2016-02-23,4491743110
2016-02-24,4536007120
2016-02-25,4504389970
2016-02-26,4850070810
2016-02-29,5058744000
2016-03-01,5100900200
2016-03-02,5389670170
2016-03-03,5606774600
2016-03-04,5556187160
2016-03-07,5823879030
2016-03-08,5526677820
2016-03-09,5579373070
2016-03-10,5781722830
2016-03-11,5967210110
2016-03-14,5939808580
2016-03-15,5842849320
2016-03-16,6220147310
2016-03-17,6369801820
2016-03-18,6496270420
2016-03-21,6258087890
2016-03-22,6367694010
2016-03-23,5994611640
2016-03-24,6045199080
2016-03-28,5971425730
2016-03-29,5998827260
2016-03-30,6121080240
2016-03-31,6302699500
2016-04-01,6064184750
2016-04-04,5988197750
2016-04-05,6000862250
2016-04-06,6167611500
2016-04-07,6110621250
2016-04-08,6330139250
2016-04-11,6342803750
2016-04-12,6828276250
2016-04-13,6724849500
2016-04-14,6697409750
2016-04-15,6684745250
2016-04-18,6788171999
2016-04-19,7258869250
2016-04-20,7345409999
2016-04-21,7347520750
2016-04-22,7558595750
2016-04-25,7467833500
2016-04-26,7649358000
2016-04-27,7824550250
2016-04-28,7505827000
2016-04-29,7630361250
2016-05-02,7594478499
2016-05-03,7554374250
2016-05-04,8056732750
2016-05-05,8223482000
2016-05-06,8394452750
2016-05-09,8282583000
2016-05-10,8459886000
2016-05-11,8457775250
2016-05-12,8504211750
2016-05-13,8662518000
2016-05-16,8825045750
2016-05-17,8869371500
2016-05-18,8470439750
2016-05-19,8768055500
2016-05-20,8873593000
2016-05-23,8795495250
2016-05-24,8801827500
2016-05-25,9091000250
2016-05-26,8985462750
2016-05-27,9019234750
2016-05-31,9128993750
2016-06-01,9238752750
2016-06-02,9230309750
2016-06-03,9293632250
2016-06-06,9519482500
2016-06-07,9658792000
2016-06-08,9637684500
2016-06-09,9821319750
2016-06-10,9538479250
2016-06-13,9494153500
2016-06-14,9641906000
2016-06-15,9502596500
2016-06-16,9477267500
2016-06-17,9618687750
2016-06-20,9717893000
2016-06-21,9880420750
2016-06-22,9793880000
2016-06-23,9890974500
2016-06-24,9671456500
2016-06-27,9418166500
2016-06-28,9686231750
2016-06-29,9990179750
2016-06-30,10026612050
2016-07-01,10051969130
2016-07-05,9958993170
2016-07-06,10018159690
2016-07-07,9929409910
2016-07-08,10007594240
2016-07-11,10024498960
2016-07-12,10252712680
2016-07-13,10003368060
2016-07-14,10035064410
2016-07-15,10168189080
2016-07-18,10079439300
2016-07-19,10039290590
2016-07-20,9982237160
2016-07-21,9779380520
2016-07-22,9730779450
2016-07-25,9599767870
2016-07-26,9576523880
2016-07-27,9289143640
2016-07-28,9314500720
2016-07-29,9464530110
2016-08-01,9084173910
2016-08-02,9284917460
2016-08-03,9688517650
2016-08-04,9508905000
2016-08-05,9489887190
2016-08-08,9631464220
2016-08-09,9563845340
2016-08-10,9506791910
2016-08-11,9743457990
2016-08-12,9899826650
2016-08-15,9882921930
2016-08-16,9954766990
2016-08-17,10132266550
2016-08-18,10485152580
2016-08-19,10504170390
2016-08-22,10157623630
2016-08-23,10201998520
2016-08-24,9956880080
2016-08-25,9935749180
2016-08-26,9927296820
2016-08-29,10007594240
2016-08-30,9965332440
2016-08-31,9908279010
2016-09-01,9975897890
2016-09-02,10197772340
2016-09-06,10409081340
2016-09-07,10548545280
2016-09-08,10776759000
2016-09-09,10313992290
2016-09-12,10417533700
2016-09-13,9920957550
2016-09-14,9868130300
2016-09-15,9895600470
2016-09-16,9737118720
2016-09-19,10013933510
2016-09-20,9935749180
2016-09-21,10341462460
2016-09-22,10489378760
2016-09-23,10273843580
2016-09-26,10320331560
2016-09-27,10311879200
2016-09-28,10827473160
2016-09-29,10764080460
2016-09-30,10863743220
2016-10-03,10804551780
2016-10-04,10472656920
2016-10-05,10481112840
2016-10-06,10500138660
2016-10-07,10434605280
2016-10-10,10643889300
2016-10-11,10531848360
2016-10-12,10614293580
2016-10-13,10527620400
2016-10-14,10597381740
2016-10-17,10453631100
2016-10-18,10576241940
2016-10-19,10789753920
2016-10-20,10762272180
2016-10-21,10703080740
2016-10-24,10648117260
2016-10-25,10394439660
2016-10-26,10407123540
2016-10-27,10254916980
2016-10-28,10185155640
2016-10-31,10238005140
2016-11-01,10265486880
2016-11-02,9849032820
2016-11-03,9817323120
2016-11-04,9861716700
2016-11-07,10164015840
2016-11-08,10464201000
2016-11-09,10440947220
2016-11-10,10369071900
2016-11-11,10130192160
2016-11-14,10106938380
2016-11-15,10555102140
2016-11-16,10504366620
2016-11-17,10533962340
2016-11-18,10658687160
2016-11-21,11144902560
2016-11-22,11301337080
2016-11-23,11404922100
2016-11-25,11362642500
2016-11-28,11166042360
2016-11-29,11085711120
2016-11-30,11612092140
2016-12-01,11504279160
2016-12-02,11561356620
2016-12-05,11927075160
2016-12-06,11863655760
2016-12-07,12068711820
2016-12-08,12242058180
2016-12-09,12051799980
2016-12-12,12094079580
2016-12-13,12212462460
2016-12-14,12125789280
2016-12-15,12201892560
2016-12-16,12349871160
2016-12-19,12282223800
2016-12-20,12402720660
2016-12-21,12375238920
2016-12-22,12242058180
2016-12-23,12406948620
2016-12-27,12478823940
2016-12-28,12191322660
2016-12-29,12256856040
2016-12-30,12136359180
2017-01-03,12432616250
2017-01-04,12400873400
2017-01-05,12449545770
2017-01-06,12252740100
2017-01-09,12163860120
2017-01-10,11865477330
2017-01-11,12117303940
2017-01-12,11971286830
2017-01-13,11916265890
2017-01-17,11916265890
2017-01-18,11969170640
2017-01-19,11842199240
2017-01-20,11975519210
2017-01-23,11827385910
2017-01-24,11909917320
2017-01-25,11755435450
2017-01-26,11624231670
2017-01-27,11619999290
2017-01-30,11378753630
2017-01-31,11662323090
2017-02-01,11427426000
2017-02-02,11757551640
2017-02-03,11945892550
2017-02-06,11704646890
2017-02-07,11505725030
2017-02-08,11512073600
2017-02-09,11664439280
2017-02-10,11704646890
2017-02-13,11643277380
2017-02-14,11628464050
2017-02-15,11531119310
2017-02-16,11433774570
2017-02-17,11351243160
2017-02-21,11473982180
2017-02-22,11325848880
2017-02-23,11562862160
2017-02-24,11249666040
2017-02-27,11289873650
2017-02-28,11438006950
2017-03-01,11721576410
2017-03-02,11691949750
2017-03-03,11939543980
2017-03-06,11979751590
2017-03-07,11973403020
2017-03-08,11590372630
2017-03-09,11535351690
2017-03-10,11497260270
2017-03-13,11423193620
2017-03-14,11046511800
2017-03-15,11351243160
2017-03-16,11266595560
2017-03-17,11177715580
2017-03-20,11266595560
2017-03-21,11063441320
2017-03-22,11152321300
2017-03-23,11057092750
2017-03-24,11236968900
2017-03-27,11234852710
2017-03-28,11228504140
2017-03-29,11581907870
2017-03-30,11622115480
2017-03-31,11741360400
2017-04-03,11713828350
2017-04-04,11847252900
2017-04-05,11845135050
2017-04-06,11929849050
2017-04-07,11900199150
2017-04-10,11845135050
2017-04-11,11800660200
2017-04-12,11718064050
2017-04-13,11567696700
2017-04-17,11523221850
2017-04-18,11610053700
2017-04-19,11419447200
2017-04-20,11391915150
2017-04-21,11336851050
2017-04-24,11408857950
2017-04-25,11590993050
2017-04-26,11542282500
2017-04-27,11226722850
2017-04-28,11142008850
2017-05-01,11228840700
2017-05-02,11076355500
2017-05-03,11042469900
2017-05-04,10449471900
2017-05-05,10724792400
2017-05-08,10809506400
2017-05-09,10690906800
2017-05-10,10826449200
2017-05-11,10858216950
2017-05-12,10801035000
2017-05-15,10860334800
2017-05-16,10777738650
2017-05-17,10536303750
2017-05-18,10551128700
2017-05-19,10892102550
2017-05-22,10940813100
2017-05-23,11061530550
2017-05-24,11178012300
2017-05-25,10940813100
2017-05-26,10947166650
2017-05-30,10557482250
2017-05-31,10521478800
2017-06-01,10684553250
2017-06-02,10493946750
2017-06-05,10445236200
2017-06-06,10589250000
2017-06-07,10349932950
2017-06-08,10269454650
2017-06-09,10472768250
2017-06-12,10587132150
2017-06-13,10633724850
2017-06-14,10544775150
2017-06-15,10373229300
2017-06-16,10794681450
2017-06-19,10633724850
2017-06-20,10059787500
2017-06-21,10040726850
2017-06-22,10121205150
2017-06-23,10417704150
2017-06-26,10703613900
2017-06-27,10733263800
2017-06-28,10779856500
2017-06-29,10911163200
2017-06-30,19868109120
2017-07-03,19818591210
2017-07-05,19331030250
2017-07-06,20035708200
2017-07-07,19689082830
2017-07-10,19426257000
2017-07-11,19380548160
2017-07-12,19826209350
2017-07-13,19982381220
2017-07-14,20249016120
2017-07-17,20405187990
2017-07-18,20405187990
2017-07-19,20717531730
2017-07-20,20869894530
2017-07-21,20740386150
2017-07-24,20904176160
2017-07-25,21246992460
2017-07-26,21174620130
2017-07-27,21566954340
2017-07-28,21506009220
2017-07-31,21547908990
2017-08-01,21608854110
2017-08-02,21087011520
2017-08-03,20511841950
2017-08-04,20389951710
2017-08-07,20214734490
2017-08-08,20016662850
2017-08-09,20096653320
2017-08-10,19887154470
2017-08-11,19963335870
2017-08-14,19929054240
2017-08-15,19407211650
2017-08-16,19277703270
2017-08-17,19182476520
2017-08-18,19399593510
2017-08-21,19414829790
2017-08-22,20146171230
2017-08-23,20317579380
2017-08-24,20367097290
2017-08-25,20439469620
2017-08-28,20169025650
2017-08-29,20271870540
2017-08-30,20572787070
2017-08-31,20629923120
2017-09-01,20808949410
2017-09-05,20892748950
2017-09-06,21460300380
2017-09-07,21509818290
2017-09-08,21414591540
2017-09-11,21528863640
2017-09-12,21365073630
2017-09-13,21513627360
2017-09-14,21665990160
2017-09-15,21406973400
2017-09-18,21368882700
2017-09-19,21372691770
2017-09-20,21365073630
2017-09-21,20972739420
2017-09-22,20835612900
2017-09-25,21140338500
2017-09-26,21033684540
2017-09-27,21159383850
2017-09-28,21109865940
2017-09-29,21106056870
2017-10-02,21834751346
2017-10-03,21971609565
2017-10-04,22014622149
2017-10-05,22171031542
2017-10-06,21971609565
2017-10-09,21924686747
2017-10-10,21905135573
2017-10-11,22045904027
2017-10-12,22057634732
2017-10-13,22081096141
2017-10-16,21995070975
2017-10-17,22061544967
2017-10-18,21650970309
2017-10-19,21823020642
2017-10-20,21897315104
2017-10-23,21525842794
2017-10-24,21873853694
2017-10-25,21001871325
2017-10-26,20892384750
2017-10-27,21146550014
2017-10-30,21130909075
2017-10-31,21220844476
2017-11-01,21322510582
2017-11-02,20861102871
2017-11-03,20587386432
2017-11-06,20646039955
2017-11-07,20790718644
2017-11-08,20763347000
2017-11-09,20720334417
2017-11-10,20489630561
2017-11-13,20415336099
2017-11-14,20090786607
2017-11-15,19875723691
2017-11-16,19805339464
2017-11-17,19813159934
2017-11-20,19875723691
2017-11-21,19629378896
2017-11-22,19777967820
2017-11-24,19957838623
2017-11-27,19558994669
2017-11-28,19574635609
2017-11-29,19719314298
2017-11-30,20294118819
2017-12-01,20376233751
2017-12-04,20446617978
2017-12-05,20466169152
2017-12-06,20255016471
2017-12-07,20493540796
2017-12-08,20728154886
2017-12-11,20880654045
2017-12-12,20880654045
2017-12-13,20810269818
2017-12-14,20622578546
2017-12-15,20395784925
2017-12-18,20470079387
2017-12-19,20278477880
2017-12-20,20141619660
2017-12-21,20419246334
2017-12-22,20806359583
2017-12-26,20825910757
2017-12-27,20790718644
2017-12-28,20915846159
2017-12-29,20900205219
2018-01-02,22388793400
2018-01-03,22753405040
2018-01-04,23023791200
2018-01-05,22966436560
2018-01-08,23204048640
2018-01-09,23142597240
2018-01-10,23245016240
2018-01-11,23908691360
2018-01-12,24035690920
2018-01-16,24088948800
2018-01-17,24338851160
2018-01-18,23818562640
2018-01-19,23892304320
2018-01-22,24531398880
2018-01-23,24777204480
2018-01-24,24871429960
2018-01-25,24818172080
2018-01-26,24642011400
2018-01-29,24371625240
2018-01-30,24060271480
2018-01-31,24113529360
2018-02-01,24474044240
2018-02-02,23658789000
2018-02-05,22761598560
2018-02-06,23113919920
2018-02-07,23179468080
2018-02-08,22286374400
2018-02-09,22257697080
2018-02-12,23167177800
2018-02-13,23285983840
2018-02-14,23544079720
2018-02-15,23679272800
2018-02-16,23314661160
2018-02-20,23359725520
2018-02-21,22982823600
2018-02-22,23425273680
2018-02-23,23769401520
2018-02-26,23544079720
2018-02-27,23351532000
2018-02-28,23077049080
2018-03-01,23150790760
2018-03-02,23384306080
2018-03-05,23314661160
2018-03-06,23359725520
2018-03-07,23232725960
2018-03-08,23187661600
2018-03-09,23478531560
2018-03-12,23593240840
2018-03-13,23662885760
2018-03-14,23417080160
2018-03-15,23204048640
2018-03-16,23683369560
2018-03-19,23134403720
2018-03-20,23613724640
2018-03-21,23949658960
2018-03-22,23486725080
2018-03-23,23249113000
2018-03-26,23359725520
2018-03-27,23335144960
2018-03-28,22790275880
2018-03-29,23318757920
2018-04-02,23126648440
2018-04-03,23316143600
2018-04-04,23283187920
2018-04-05,23662178240
2018-04-06,23353218740
2018-04-09,23377935500
2018-04-10,24020571260
2018-04-11,24148274520
2018-04-12,24024690720
2018-04-13,24102960460
2018-04-16,24613773500
2018-04-17,24580817820
2018-04-18,24646729180
2018-04-19,24609654040
2018-04-20,24527264840
2018-04-23,24700282160
2018-04-24,24465472940
2018-04-25,24551981600
2018-04-26,24770312980
2018-04-27,24667326480
2018-04-30,24807388120
2018-05-01,24918613540
2018-05-02,25775461220
2018-05-03,25886686640
2018-05-04,26137973700
2018-05-07,26393380219
2018-05-08,26339827240
2018-05-09,26657025659
2018-05-10,26900073800
2018-05-11,27114285719
2018-05-14,27431484140
2018-05-15,27464439820
2018-05-16,27456200900
2018-05-17,27402647920
2018-05-18,27299661420
2018-05-21,27390289539
2018-05-22,27213152760
2018-05-23,27489156580
2018-05-24,27344975480
2018-05-25,27143121940
2018-05-29,27312019800
2018-05-30,28107075580
2018-05-31,28078239360
2018-06-01,28222420460
2018-06-04,28135911800
2018-06-05,28247137219
2018-06-06,27872266360
2018-06-07,28238898300
2018-06-08,28197703700
2018-06-11,28432512920
2018-06-12,28523141039
2018-06-13,28370721020
2018-06-14,28564335640
2018-06-15,27921699880
2018-06-18,28226539920
2018-06-19,28337765340
2018-06-20,28865056219
2018-06-21,28333645880
2018-06-22,28832100539
2018-06-25,28300690200
2018-06-26,28720875120
2018-06-27,28733233500
2018-06-28,28807383780
2018-06-29,28766189180
2018-07-02,28415467150
2018-07-03,28572071610
2018-07-05,28942976910
2018-07-06,29346851569
2018-07-09,29388063270
2018-07-10,29350972740
2018-07-11,28975946270
2018-07-12,29202610620
2018-07-13,29425153800
2018-07-16,28852311170
2018-07-17,28984188610
2018-07-18,28901765210
2018-07-19,29029521480
2018-07-20,28819341810
2018-07-23,28910007550
2018-07-24,29004794460
2018-07-25,29214974130
2018-07-26,29379820930
2018-07-27,28897644040
2018-07-30,29087217860
2018-07-31,29029521480
2018-08-01,28073410040
2018-08-02,28230014500
2018-08-03,27822018670
2018-08-06,28110500569
2018-08-07,28122864079
2018-08-08,28275347370
2018-08-09,28328922579
2018-08-10,28394861300
2018-08-13,28040440680
