,AZO
2009-04-13,8635562520
2009-04-14,8685842360
2009-04-15,8803890680
2009-04-16,9068406360
2009-04-17,9092999760
2009-04-20,9037254720
2009-04-21,9022498680
2009-04-22,8986974880
2009-04-23,8988614440
2009-04-24,8836135360
2009-04-27,8971672320
2009-04-28,9027963880
2009-04-29,8959102360
2009-04-30,9093546280
2009-05-01,8868380040
2009-05-04,8919752920
2009-05-05,8830123640
2009-05-06,8924671600
2009-05-07,8909369040
2009-05-08,8606050440
2009-05-11,7967624860
2009-05-12,7866895719
2009-05-13,7741610719
2009-05-14,7851360379
2009-05-15,7918513140
2009-05-18,7953592940
2009-05-19,8082385920
2009-05-20,7872909400
2009-05-21,7744617560
2009-05-22,7800244100
2009-05-26,8160563760
2009-05-27,7769674560
2009-05-28,7545163840
2009-05-29,7624845100
2009-06-01,7859378620
2009-06-02,7934048480
2009-06-03,7958103200
2009-06-04,7938057600
2009-06-05,7996690980
2009-06-08,7935050760
2009-06-09,8031770780
2009-06-10,7914002879
2009-06-11,7720061700
2009-06-12,7792727000
2009-06-15,7763159740
2009-06-16,7641382719
2009-06-17,7794731560
2009-06-18,7887943600
2009-06-19,7804253219
2009-06-22,7772681400
2009-06-23,7728079940
2009-06-24,7456963200
2009-06-25,7621838260
2009-06-26,7509582900
2009-06-29,7604799500
2009-06-30,7572726540
2009-07-01,7655414640
2009-07-02,7517100000
2009-07-06,7668444280
2009-07-07,7554184360
2009-07-08,7784207620
2009-07-09,7781200780
2009-07-10,7713546879
2009-07-13,7812271459
2009-07-14,7956599780
2009-07-15,7918012000
2009-07-16,7910494900
2009-07-17,7866895719
2009-07-20,7850358100
2009-07-21,7814276020
2009-07-22,7866394580
2009-07-23,7856872920
2009-07-24,7879925360
2009-07-27,7751633520
2009-07-28,7700016100
2009-07-29,7665437440
2009-07-30,7833319340
2009-07-31,7696006980
2009-08-03,7532635340
2009-08-04,7432407340
2009-08-05,7278557360
2009-08-06,7387805879
2009-08-07,7583250480
2009-08-10,7415869719
2009-08-11,7454457500
2009-08-12,7441427860
2009-08-13,7273044820
2009-08-14,7212406879
2009-08-17,7250994660
2009-08-18,7509081760
2009-08-19,7574731100
2009-08-20,7607806340
2009-08-21,7679970500
2009-08-24,7557191200
2009-08-25,7516097719
2009-08-26,7528125080
2009-08-27,7470493980
2009-08-28,7439423299
2009-08-31,7379286500
2009-09-01,7263523160
2009-09-02,7279058500
2009-09-03,7457464340
2009-09-04,7425892520
2009-09-08,7517100000
2009-09-09,7483022480
2009-09-10,7487031600
2009-09-11,7339195299
2009-09-14,7376780799
2009-09-15,7380789920
2009-09-16,7387304740
2009-09-17,7385300180
2009-09-18,7621838260
2009-09-21,7695004700
2009-09-22,7663432879
2009-09-23,7091131000
2009-09-24,7141245000
2009-09-25,7214912580
2009-09-28,7154775780
2009-09-29,7315641719
2009-09-30,7327669080
2009-10-01,7297600680
2009-10-02,7319149700
2009-10-05,7273545959
2009-10-06,7370767120
2009-10-07,7377281940
2009-10-08,7372771680
2009-10-09,7312634879
2009-10-12,7260015180
2009-10-13,7251495799
2009-10-14,7213910299
2009-10-15,7249992379
2009-10-16,7242475280
2009-10-19,7216416000
2009-10-20,7063067160
2009-10-21,6915230860
2009-10-22,6970857400
2009-10-23,6896688680
2009-10-26,6888670440
2009-10-27,6874137379
2009-10-28,6836551879
2009-10-29,6930265060
2009-10-30,6780925340
2009-11-02,6826529080
2009-11-03,6962338020
2009-11-04,6983385900
2009-11-05,7026483940
2009-11-06,7031996480
2009-11-09,7178329360
2009-11-10,7183841900
2009-11-11,7392316140
2009-11-12,7225937660
2009-11-13,7199878379
2009-11-16,7167805420
2009-11-17,7147258680
2009-11-18,7309628040
2009-11-19,7308124620
2009-11-20,7387805879
2009-11-23,7303180279
2009-11-24,7282417160
2009-11-25,7429736440
2009-11-27,7417871800
2009-11-30,7310101320
2009-12-01,7474723199
2009-12-02,7439129279
2009-12-03,7484610400
2009-12-04,7518226880
2009-12-07,7581504960
2009-12-08,7756508400
2009-12-09,7727341160
2009-12-10,7682354400
2009-12-11,7701140080
2009-12-14,7838572160
2009-12-15,7757002760
2009-12-16,7810393640
2009-12-17,7818303400
2009-12-18,7825224440
2009-12-21,7886030720
2009-12-22,7886030720
2009-12-23,7923602080
2009-12-24,7905310760
2009-12-28,7889491240
2009-12-29,7883558920
2009-12-30,7883558920
2009-12-31,7814348520
2010-01-04,7812371080
2010-01-05,7747115560
2010-01-06,7674444640
2010-01-07,7776282800
2010-01-08,7676422080
2010-01-11,7686309279
2010-01-12,7669501039
2010-01-13,7650221000
2010-01-14,7631929680
2010-01-15,7666534880
2010-01-19,7775294080
2010-01-20,7730307320
2010-01-21,7777765880
2010-01-22,7705589320
2010-01-25,7733767840
2010-01-26,7827696240
2010-01-27,7730801680
2010-01-28,7683343119
2010-01-29,7664063080
2010-02-01,7736734000
2010-02-02,7790124880
2010-02-03,7765901240
2010-02-04,7632918400
2010-02-05,7681365680
2010-02-08,7758485840
2010-02-09,7862795800
2010-02-10,7835606000
2010-02-11,7843021400
2010-02-12,7951780600
2010-02-16,7975915990
2010-02-17,8012198740
2010-02-18,7894642630
2010-02-19,7917863589
2010-02-22,7888837390
2010-02-23,7945438480
2010-02-24,7980269920
2010-02-25,8034452160
2010-02-26,8027195610
2010-03-01,8030582000
2010-03-02,7969626980
2010-03-03,7961402890
2010-03-04,8108952740
2010-03-05,8165553830
2010-03-08,8134592550
2010-03-09,8120563220
2010-03-10,8131689930
2010-03-11,8159264820
2010-03-12,8170391529
2010-03-15,8175713000
2010-03-16,8183937089
2010-03-17,8320844000
2010-03-18,8331003170
2010-03-19,8334389560
2010-03-22,8426789630
2010-03-23,8468393850
2010-03-24,8396795890
2010-03-25,8414211610
2010-03-26,8428240940
2010-03-29,8380347709
2010-03-30,8397279660
2010-03-31,8373574930
2010-04-01,8460169760
2010-04-05,8394860810
2010-04-06,8416146690
2010-04-07,8514352000
2010-04-08,8468393850
2010-04-09,8480004330
2010-04-12,8486293339
2010-04-13,8487260880
2010-04-14,8698184600
2010-04-15,8758655850
2010-04-16,8713181470
2010-04-19,8707860000
2010-04-20,8696249520
2010-04-21,8756237000
2010-04-22,8816224480
2010-04-23,8903786850
2010-04-26,8956034010
2010-04-27,8806065310
2010-04-28,8720438020
2010-04-29,8980706280
2010-04-30,8950228770
2010-05-03,9014086410
2010-05-04,8893143910
2010-05-05,8854442310
2010-05-06,8617395010
2010-05-07,8518222160
2010-05-10,8542116000
2010-05-11,8575230400
2010-05-12,8638660800
2010-05-13,8439507999
2010-05-14,8409658400
2010-05-17,8568700800
2010-05-18,8432512000
2010-05-19,8490345600
2010-05-20,8379342400
2010-05-21,8557040800
2010-05-24,8593420000
2010-05-25,9074744800
2010-05-26,8869995200
2010-05-27,8954880000
2010-05-28,8902643200
2010-06-01,8929694400
2010-06-02,8985196000
2010-06-03,8998255200
2010-06-04,8809829600
2010-06-07,8679237600
2010-06-08,8809829600
2010-06-09,8795837600
2010-06-10,8755260800
2010-06-11,8828952000
2010-06-14,8892382400
2010-06-15,9058887200
2010-06-16,9113922400
2010-06-17,9100863200
2010-06-18,9109258400
2010-06-21,9087804000
2010-06-22,8994524000
2010-06-23,9152167200
2010-06-24,9124649600
2010-06-25,9147503200
2010-06-28,9151234400
2010-06-29,9119519200
2010-06-30,9011780800
2010-07-01,9081740800
2010-07-02,9095266400
2010-07-06,9078942400
2010-07-07,9193210400
2010-07-08,9239384000
2010-07-09,9333596800
2010-07-12,9453461600
2010-07-13,9581255200
2010-07-14,9559334400
2010-07-15,9557002400
2010-07-16,9432940000
2010-07-19,9507564000
2010-07-20,9677800000
2010-07-21,9621365600
2010-07-22,9651681600
2010-07-23,9654480000
2010-07-26,9890478400
2010-07-27,9792534400
2010-07-28,9811656800
2010-07-29,9737032800
2010-07-30,9867624800
2010-08-02,9880684000
2010-08-03,9646551200
2010-08-04,9596646400
2010-08-05,9600844000
2010-08-06,9672669600
2010-08-09,9667072800
2010-08-10,9646551200
2010-08-11,9540678400
2010-08-12,9631160000
2010-08-13,9694590400
2010-08-16,9654480000
2010-08-17,9797664800
2010-08-18,9906336000
2010-08-19,9841040000
2010-08-20,9937584800
2010-08-23,9962770400
2010-08-24,9788803200
2010-08-25,9817720000
2010-08-26,9862494400
2010-08-27,10011276000
2010-08-30,9426499070
2010-08-31,9370662820
2010-09-01,9563186210
2010-09-02,9690492860
2010-09-03,9757943050
2010-09-07,9762409950
2010-09-08,9837900560
2010-09-09,9704786940
2010-09-10,9733375100
2010-09-13,9682005750
2010-09-14,9749902630
2010-09-15,9795911700
2010-09-16,9777597410
2010-09-17,9866488720
2010-09-20,9833433660
2010-09-21,9694066380
2010-09-22,9920984900
2010-09-23,9945106160
2010-09-24,10083133370
2010-09-27,10083580060
2010-09-28,10193465800
2010-09-29,10298884640
2010-09-30,10225180790
2010-10-01,10221607270
2010-10-04,10302011470
2010-10-05,10422617770
2010-10-06,10407877000
2010-10-07,10407877000
2010-10-08,10399389890
2010-10-11,10400283270
2010-10-12,10405643550
2010-10-13,10387775950
2010-10-14,10407877000
2010-10-15,10406090240
2010-10-18,10398943200
2010-10-19,10250195430
2010-10-20,10358741100
2010-10-21,10335066530
2010-10-22,10484707680
2010-10-25,10502575280
2010-10-26,10564218500
2010-10-27,10535183650
2010-10-28,10577619200
2010-10-29,10614694470
2010-11-01,10525803160
2010-11-02,10630775310
2010-11-03,10631222000
2010-11-04,10686611560
2010-11-05,10714753030
2010-11-08,10847866650
2010-11-09,10854567000
2010-11-10,11120347550
2010-11-11,11260608210
2010-11-12,11197624920
2010-11-15,11229339910
2010-11-16,11122581000
2010-11-17,11132854870
2010-11-18,11219512730
2010-11-19,11220852800
2010-11-22,11094954350
2010-11-23,11062839090
2010-11-24,11246416860
2010-11-26,11261172520
2010-11-29,11188262200
2010-11-30,11258134590
2010-12-01,11308043440
2010-12-02,11422616800
2010-12-03,11509414800
2010-12-06,11366632090
2010-12-07,11290249849
2010-12-08,11395275430
2010-12-09,11452996099
2010-12-10,11489451260
2010-12-13,11479035500
2010-12-14,11399181340
2010-12-15,11394407450
2010-12-16,11679104890
2010-12-17,11717296010
2010-12-20,11837945230
2010-12-21,11812773810
2010-12-22,11807131940
2010-12-23,11800188099
2010-12-27,11757657080
2010-12-28,11824925530
2010-12-29,11875702360
2010-12-30,11956424500
2010-12-31,11830133409
2011-01-03,11648291599
2011-01-04,11212565640
2011-01-05,11075424800
2011-01-06,10830220450
2011-01-07,10878827330
2011-01-10,10968663260
2011-01-11,10915716480
2011-01-12,10900092840
2011-01-13,10933510070
2011-01-14,10963455380
2011-01-18,10875355410
2011-01-19,10849316010
2011-01-20,10960851440
2011-01-21,10942189870
2011-01-24,10914414510
2011-01-25,10793331300
2011-01-26,10852787930
2011-01-27,11114483900
2011-01-28,10895752940
2011-01-31,11002948470
2011-02-01,11066745000
2011-02-02,10926132240
2011-02-03,11067178990
2011-02-04,11227321300
2011-02-07,11198243969
2011-02-08,11276362170
2011-02-09,11360122240
2011-02-10,11268116360
2011-02-11,11321931120
2011-02-14,10948701960
2011-02-15,10948282180
2011-02-16,11030978839
2011-02-17,10728317460
2011-02-18,10731255920
2011-02-22,10603223020
2011-02-23,10521365920
2011-02-24,10630928500
2011-02-25,10720761420
2011-02-28,10828225100
2011-03-01,11062042560
2011-03-02,11033497519
2011-03-03,11188396339
2011-03-04,11141800760
2011-03-07,11050708500
2011-03-08,11248424880
2011-03-09,11258919380
2011-03-10,11195952380
2011-03-11,11163209540
2011-03-14,11116194180
2011-03-15,11046090920
2011-03-16,10969271180
2011-03-17,10996137100
2011-03-18,11039374440
2011-03-21,11085970019
2011-03-22,11112416160
2011-03-23,11336578680
2011-03-24,11422633580
2011-03-25,11564519220
2011-03-28,11373099540
2011-03-29,11478464320
2011-03-30,11499453320
2011-03-31,11483501680
2011-04-01,11530097260
2011-04-04,11513725839
2011-04-05,11612793920
2011-04-06,11610695019
2011-04-07,11579211519
2011-04-08,11596842280
2011-04-11,11457055540
2011-04-12,11660229060
2011-04-13,11743765280
2011-04-14,11705565300
2011-04-15,11757198240
2011-04-18,11725294960
2011-04-19,11681637839
2011-04-20,11920072880
2011-04-21,11957433300
2011-04-25,11858785000
2011-04-26,11840734460
2011-04-27,11816807000
2011-04-28,11857945440
2011-04-29,11853747640
2011-05-02,11803374040
2011-05-03,11898244320
2011-05-04,11894466300
2011-05-05,11975483839
2011-05-06,11819325680
2011-05-09,11675648160
2011-05-10,11748251790
2011-05-11,11747021220
2011-05-12,11808959910
2011-05-13,11743739700
2011-05-16,11635039350
2011-05-17,11546028120
2011-05-18,11587867500
2011-05-19,11368415850
2011-05-20,11345855400
2011-05-23,11353238819
2011-05-24,12030872700
2011-05-25,12222841620
2011-05-26,12166645590
2011-05-27,12170747490
2011-05-31,12059586000
2011-06-01,12023079090
2011-06-02,11881153350
2011-06-03,11710104120
2011-06-06,11716667160
2011-06-07,11669905500
2011-06-08,11835212069
2011-06-09,11975086860
2011-06-10,11903713800
2011-06-13,11849568720
2011-06-14,11890177530
2011-06-15,11877051450
2011-06-16,11886485819
2011-06-17,11965652490
2011-06-20,11987392560
2011-06-21,11995186170
2011-06-22,12013234530
2011-06-23,12002569590
2011-06-24,11961140400
2011-06-27,12012003959
2011-06-28,12014465100
2011-06-29,11949655080
2011-06-30,12094452150
2011-07-01,12208074780
2011-07-05,12188385660
2011-07-06,12213407250
2011-07-07,12239249220
2011-07-08,12235147319
2011-07-11,12121114500
2011-07-12,12206844209
2011-07-13,12180181860
2011-07-14,12218739720
2011-07-15,12194128319
2011-07-18,12115371840
2011-07-19,12237198270
2011-07-20,12124806209
2011-07-21,12121934880
2011-07-22,12135471150
2011-07-25,12098143860
2011-07-26,12107168040
2011-07-27,11860643850
2011-07-28,11724870959
2011-07-29,11708873550
2011-08-01,11577612750
2011-08-02,11350367490
2011-08-03,11546848500
2011-08-04,11210082510
2011-08-05,11433636060
2011-08-08,11014011690
2011-08-09,11489421900
2011-08-10,11272841580
2011-08-11,11562845910
2011-08-12,11797474590
2011-08-15,11788860600
2011-08-16,11824547130
2011-08-17,11833161120
2011-08-18,11861054040
2011-08-19,11953756980
2011-08-22,12129318300
2011-08-23,12277396890
2011-08-24,12473877900
2011-08-25,12241300170
2011-08-26,12359024700
2011-08-29,12244136100
2011-08-30,12299548449
2011-08-31,12238555000
2011-09-01,12439873250
2011-09-02,12392035250
2011-09-06,12510832950
2011-09-07,12624049550
2011-09-08,12601326500
2011-09-09,12537143850
2011-09-12,12604515700
2011-09-13,12736070200
2011-09-14,12931408700
2011-09-15,12986821050
2011-09-16,13205281250
2011-09-19,13233186750
2011-09-20,13065753750
2011-09-21,12868023350
2011-09-22,12602522450
2011-09-23,12824570500
2011-09-26,13040638800
2011-09-27,12995990000
2011-09-28,12834138100
2011-09-29,12660326700
2011-09-30,12724509350
2011-10-03,12433096200
2011-10-04,12756800000
2011-10-05,12653948300
2011-10-06,12851280050
2011-10-07,12917057300
2011-10-10,13223220500
2011-10-11,13060172650
2011-10-12,13062165900
2011-10-13,13018314400
2011-10-14,13080503800
2011-10-17,13035855000
2011-10-18,12997185949
2011-10-19,12955726350
2011-10-20,13033861750
2011-10-21,13055787500
2011-10-24,13163024350
2011-10-25,13072929450
2011-10-26,13067348350
2011-10-27,13184551450
2011-10-28,13068544300
2011-10-31,12899915349
2011-11-01,12982834550
2011-11-02,12933800600
2011-11-03,12942570900
2011-11-04,12956125000
2011-11-07,13040240150
2011-11-08,13306538350
2011-11-09,12981638600
2011-11-10,13183754150
2011-11-11,13460815900
2011-11-14,13403808950
2011-11-15,13440484750
2011-11-16,13236774600
2011-11-17,13088476800
2011-11-18,13131531000
2011-11-21,12779287730
2011-11-22,12602130420
2011-11-23,12493714860
2011-11-25,12686191760
2011-11-28,12550672310
2011-11-29,12704653830
2011-11-30,12899094780
2011-12-01,13170919300
2011-12-02,12971371820
2011-12-05,13315080570
2011-12-06,13269514610
2011-12-07,13114354660
2011-12-08,12949767270
2011-12-09,12955659420
2011-12-12,12997690090
2011-12-13,12809534100
2011-12-14,12739613920
2011-12-15,12857456920
2011-12-16,12805606000
2011-12-19,12764753760
2011-12-20,12777716490
2011-12-21,12962730000
2011-12-22,12923449000
2011-12-23,12974514300
2011-12-27,12972550250
2011-12-28,12892809820
2011-12-29,12815426250
2011-12-30,12765146570
2012-01-03,12561670990
2012-01-04,12843315760
2012-01-05,13113961850
2012-01-06,13278549240
2012-01-09,13335899500
2012-01-10,13361039340
2012-01-11,13428995470
2012-01-12,13472597380
2012-01-13,13529947640
2012-01-17,13551945000
2012-01-18,13602224679
2012-01-19,13610866500
2012-01-20,13630507000
2012-01-23,13630899810
2012-01-24,13620686750
2012-01-25,13692570980
2012-01-26,13666252710
2012-01-27,13653289980
2012-01-30,13656825270
2012-01-31,13665074280
2012-02-01,13865800190
2012-02-02,13715746770
2012-02-03,13873263580
2012-02-06,13778203560
2012-02-07,13767204880
2012-02-08,13714961150
2012-02-09,13907045240
2012-02-10,13909402100
2012-02-13,13852328240
2012-02-14,13916090840
2012-02-15,13761901280
2012-02-16,13833006240
2012-02-17,13919955240
2012-02-21,13898701040
2012-02-22,13871263800
2012-02-23,13853874000
2012-02-24,13904111200
2012-02-27,14147181959
2012-02-28,14545988040
2012-02-29,14471405120
2012-03-01,14624435360
2012-03-02,14624821800
2012-03-05,14886441680
2012-03-06,14886828120
2012-03-07,14829248560
2012-03-08,14704042000
2012-03-09,14770896120
2012-03-12,14716794520
2012-03-13,14670421720
2012-03-14,14681628480
2012-03-15,14646076000
2012-03-16,14641052280
2012-03-19,14582699840
2012-03-20,14599703200
2012-03-21,14507730480
2012-03-22,14612455720
2012-03-23,14632937040
2012-03-26,14646076000
2012-03-27,14668489520
2012-03-28,14544055840
2012-03-29,14465994959
2012-03-30,14367839200
2012-04-02,14635255680
2012-04-03,14757757160
2012-04-04,14777465600
2012-04-05,14831567200
2012-04-09,14819974000
2012-04-10,14525120280
2012-04-11,14570720200
2012-04-12,14635642120
2012-04-13,14722204680
2012-04-16,14715635200
2012-04-17,14652645480
2012-04-18,14665398000
2012-04-19,14684720000
2012-04-20,14751574120
2012-04-23,14762008000
2012-04-24,14659987840
2012-04-25,14794082520
2012-04-26,15214915680
2012-04-27,15346691720
2012-04-30,15309207040
2012-05-01,15280224040
2012-05-02,15320027360
2012-05-03,15214142800
2012-05-04,15049132920
2012-05-07,14478559110
2012-05-08,14362179800
2012-05-09,14327752480
2012-05-10,14434402330
2012-05-11,14500637500
2012-05-14,14130918020
2012-05-15,14312784080
2012-05-16,14551904270
2012-05-17,13680369180
2012-05-18,13937451450
2012-05-21,13791509550
2012-05-22,13514219940
2012-05-23,13952045640
2012-05-24,13823317400
2012-05-25,14009299770
2012-05-29,14284344120
2012-05-30,14191914250
2012-05-31,14229709460
2012-06-01,13983479280
2012-06-04,14107717000
2012-06-05,14189294780
2012-06-06,14517851160
2012-06-07,14365173480
2012-06-08,14435524960
2012-06-11,14306422510
2012-06-12,14468829650
2012-06-13,14328875110
2012-06-14,14435150750
2012-06-15,14418311300
2012-06-18,14471823330
2012-06-19,14515980110
2012-06-20,14506250650
2012-06-21,14281350440
2012-06-22,14323261960
2012-06-25,14033997629
2012-06-26,14088632290
2012-06-27,13434139000
2012-06-28,13412809030
2012-06-29,13739868570
2012-07-02,13629476620
2012-07-03,13564738290
2012-07-05,13716667550
2012-07-06,13640702920
2012-07-09,13742113830
2012-07-10,13713673870
2012-07-11,13805729530
2012-07-12,14311661450
2012-07-13,14255155740
2012-07-16,14230083670
2012-07-17,14253284690
2012-07-18,14378645040
2012-07-19,14328500900
2012-07-20,14144389580
2012-07-23,14131292230
2012-07-24,14083019140
2012-07-25,14159732190
2012-07-26,13972252980
2012-07-27,14025016590
2012-07-30,14062437590
2012-07-31,14041481830
2012-08-01,13575216170
2012-08-02,13559125140
2012-08-03,13707312300
2012-08-06,13593178250
2012-08-07,13751094870
2012-08-08,13614508220
2012-08-09,13588313520
2012-08-10,13444991090
2012-08-13,13296055510
2012-08-14,13359297000
2012-08-15,13391479060
2012-08-16,13417299550
2012-08-17,13608146650
2012-08-20,13642199760
2012-08-21,13627979780
2012-08-22,13677375500
2012-08-23,13593552460
2012-08-24,13661658680
2012-08-27,13501850250
2012-08-28,13438108400
2012-08-29,13374735000
2012-08-30,13259410150
2012-08-31,13324625800
2012-09-04,13200826599
2012-09-05,13377314150
2012-09-06,13585488400
2012-09-07,13622333400
2012-09-10,13495586599
2012-09-11,13628965500
2012-09-12,13749080200
2012-09-13,13631176200
2012-09-14,12969071550
2012-09-17,13167666100
2012-09-18,13184614800
2012-09-19,13626754800
2012-09-20,13692707350
2012-09-21,13689759750
2012-09-24,13606858500
2012-09-25,13578856300
2012-09-26,13739132050
2012-09-27,13686812150
2012-09-28,13620491150
2012-10-01,13598384150
2012-10-02,13629333950
2012-10-03,13711498300
2012-10-04,13882827550
2012-10-05,14048630050
2012-10-08,14053419900
2012-10-09,13997047050
2012-10-10,13903460750
2012-10-11,13792925750
2012-10-12,13745027250
2012-10-15,13806558400
2012-10-16,13658073050
2012-10-17,13613122150
2012-10-18,13647019550
2012-10-19,13595805000
2012-10-22,13477901000
2012-10-23,13512535300
2012-10-24,13424844200
2012-10-25,13550854099
2012-10-26,13660283750
2012-10-31,13816875000
2012-11-01,14013627300
2012-11-02,14108318950
2012-11-05,14120109350
2012-11-06,14194904700
2012-11-07,14162112650
2012-11-08,13963149650
2012-11-09,13886512050
2012-11-12,13794031100
2012-11-13,13763449750
2012-11-14,13623438750
2012-11-15,13735079099
2012-11-16,14019522500
2012-11-19,13861433400
2012-11-20,13819011540
2012-11-21,13845842460
2012-11-23,13891164960
2012-11-26,13884275940
2012-11-27,13864334040
2012-11-28,13917995880
2012-11-29,13770063239
2012-11-30,13914732660
2012-12-03,13705886580
2012-12-04,13299434400
2012-12-05,13062669660
2012-12-06,13200450060
2012-12-07,13022423280
2012-12-10,12877028700
2012-12-11,12889719000
2012-12-12,12964410480
2012-12-13,13028224560
2012-12-14,12968761440
2012-12-17,13176157200
2012-12-18,13055418060
2012-12-19,13034025840
2012-12-20,12908573160
2012-12-21,12990516239
2012-12-24,12878841600
2012-12-26,12729821220
2012-12-27,12802699800
2012-12-28,12638451060
2012-12-31,12850922940
2013-01-02,12939755040
2013-01-03,12912924120
2013-01-04,13083699300
2013-01-07,12914011860
2013-01-08,12626848500
2013-01-09,12675796800
2013-01-10,12563397000
2013-01-11,12553607340
2013-01-14,12508647420
2013-01-15,12722932200
2013-01-16,12666007140
2013-01-17,12640626540
2013-01-18,12675796800
2013-01-22,12812489460
2013-01-23,12927064739
2013-01-24,12964773060
2013-01-25,13247222880
2013-01-28,13398056160
2013-01-29,13123583100
2013-01-30,13228731300
2013-01-31,13404582600
2013-02-01,13592399040
2013-02-04,13308498900
2013-02-05,13370862660
2013-02-06,13379202000
2013-02-07,13772601300
2013-02-08,13991599620
2013-02-11,13838232060
2013-02-12,13725436980
2013-02-13,13640661060
2013-02-14,13420818420
2013-02-15,13424051400
2013-02-19,13478293620
2013-02-20,13648923120
2013-02-21,13562710320
2013-02-22,13837154400
2013-02-25,13597913880
2013-02-26,13512060300
2013-02-27,13535050380
2013-02-28,13655748300
2013-03-01,13583545080
2013-03-04,13674068520
2013-03-05,13733699040
2013-03-06,13526429100
2013-03-07,13704961440
2013-03-08,13838950500
2013-03-11,13949590260
2013-03-12,13968988140
2013-03-13,14082860880
2013-03-14,13997007300
2013-03-15,14077472580
2013-03-18,14062385340
2013-03-19,14024308020
2013-03-20,14225112000
2013-03-21,14126685720
2013-03-22,14215053840
2013-03-25,14129200260
2013-03-26,14154704880
2013-03-27,14151112680
2013-03-28,14252771940
2013-04-01,14124171180
2013-04-02,14404362780
2013-04-03,14152549560
2013-04-04,14434537260
2013-04-05,14268218400
2013-04-08,14202121920
2013-04-09,13795125659
2013-04-10,14008861560
2013-04-11,14111239260
2013-04-12,14137821540
2013-04-15,13825300140
2013-04-16,13815241980
2013-04-17,13719689460
2013-04-18,13614797220
2013-04-19,13593962460
2013-04-22,13605816720
2013-04-23,13780397640
2013-04-24,13792251900
2013-04-25,14306295720
2013-04-26,14610555060
2013-04-29,14507818140
2013-04-30,14695330980
2013-05-01,14738078159
2013-05-02,14641088760
2013-05-03,14767893420
2013-05-06,14491584030
2013-05-07,14682940650
2013-05-08,14694155690
2013-05-09,14556070510
2013-05-10,14753034650
2013-05-13,14571140720
2013-05-14,14634225320
2013-05-15,14659459159
2013-05-16,14491934500
2013-05-17,14414480630
2013-05-20,14335975350
2013-05-21,14994508480
2013-05-22,14639832840
2013-05-23,14681188300
2013-05-24,14572893070
2013-05-28,14682940650
2013-05-29,14605837250
2013-05-30,14647543180
2013-05-31,14328265010
2013-06-03,14411676870
2013-06-04,14292166600
2013-06-05,14204899570
2013-06-06,14558173330
2013-06-07,14603383960
2013-06-10,14675931250
2013-06-11,14544505000
2013-06-12,14579552000
2013-06-13,14702216500
2013-06-14,14836796980
2013-06-17,14889017010
2013-06-18,14906540510
2013-06-19,14746025250
2013-06-20,14462144550
2013-06-21,14438663060
2013-06-24,14544154530
2013-06-25,14771609560
2013-06-26,14509107530
2013-06-27,14820324890
2013-06-28,14849063430
2013-07-01,14904437690
2013-07-02,14866937400
2013-07-03,14855722360
2013-07-05,15018340440
2013-07-08,15242290770
2013-07-09,15230024320
2013-07-10,15192173560
2013-07-11,15455727000
2013-07-12,15396147100
2013-07-15,15350586000
2013-07-16,15200234370
2013-07-17,15070210000
2013-07-18,15256660040
2013-07-19,15279440590
2013-07-22,15340772840
2013-07-23,15366357150
2013-07-24,15292758450
2013-07-25,15351286940
2013-07-26,15408764020
2013-07-29,15446264310
2013-07-30,15585050430
2013-07-31,15721383260
2013-08-01,15700705530
2013-08-02,15702457880
2013-08-05,15709817750
2013-08-06,15596265470
2013-08-07,15246846880
2013-08-08,15035863940
2013-08-09,15055840730
2013-08-12,14916003200
2013-08-13,15203388600
2013-08-14,15019391850
2013-08-15,14721842820
2013-08-16,14597776440
2013-08-19,14733758800
2013-08-20,14889017010
2013-08-21,14718338120
2013-08-22,14758642170
2013-08-23,14802100450
2013-08-26,14769506740
2013-08-27,14688898640
2013-08-28,14720440940
2013-08-29,14773011440
2013-08-30,14717637180
2013-09-03,14318433360
2013-09-04,14422471910
2013-09-05,14330031100
2013-09-06,14242365830
2013-09-09,14207231500
2013-09-10,14323891120
2013-09-11,14354932130
2013-09-12,14226333660
2013-09-13,14179942700
2013-09-16,14049979790
2013-09-17,14275794610
2013-09-18,14347768820
2013-09-19,14421789690
2013-09-20,14326620000
2013-09-23,14251916910
2013-09-24,14132528410
2013-09-25,14499562770
2013-09-26,14383926480
2013-09-27,14414285270
2013-09-30,14419743030
2013-10-01,14500927210
2013-10-02,14428953000
2013-10-03,14267266860
2013-10-04,14391089790
2013-10-07,14320821130
2013-10-08,14180283810
2013-10-09,14165274970
2013-10-10,14352885470
2013-10-11,14483871710
2013-10-14,14532650440
2013-10-15,14334465530
2013-10-16,14484553930
2013-10-17,14638053430
2013-10-18,14739704210
2013-10-21,14829075030
2013-10-22,14858751600
2013-10-23,14756077490
2013-10-24,14571536980
2013-10-25,14649651170
2013-10-28,14662272240
2013-10-29,14661931130
2013-10-30,14665683340
2013-10-31,14827710590
2013-11-01,14832486130
2013-11-04,14889792610
2013-11-05,15079108660
2013-11-06,15261943620
2013-11-07,15127887390
2013-11-08,15300489050
2013-11-11,15274564690
2013-11-12,15402822050
2013-11-13,15584633680
2013-11-14,15634435740
2013-11-15,15830232880
2013-11-18,15676051160
2013-11-19,15822046240
2013-11-20,15735404300
2013-11-21,16009656740
2013-11-22,15953373590
2013-11-25,15669407900
