,NBR
2009-04-13,3448815720
2009-04-14,3587561180
2009-04-15,3811252840
2009-04-16,4125553780
2009-04-17,4306772340
2009-04-20,3797095140
2009-04-21,4131216860
2009-04-22,4346413900
2009-04-23,4363403140
2009-04-24,4575768640
2009-04-27,4346413900
2009-04-28,4272793860
2009-04-29,4462507040
2009-04-30,4306772340
2009-05-01,4618241740
2009-05-04,4796628760
2009-05-05,4873080340
2009-05-06,5057130440
2009-05-07,4802291840
2009-05-08,5258169780
2009-05-11,4946700380
2009-05-12,4963689620
2009-05-13,4643725600
2009-05-14,4827775700
2009-05-15,4547453240
2009-05-18,4904227280
2009-05-19,4858922640
2009-05-20,4958026540
2009-05-21,4706019480
2009-05-22,4756987200
2009-05-26,4972184240
2009-05-27,4836270320
2009-05-28,5037309660
2009-05-29,5062793520
2009-06-01,5445051420
2009-06-02,5521503000
2009-06-03,5085445840
2009-06-04,5365768300
2009-06-05,5190212820
2009-06-08,5133582020
2009-06-09,5218528220
2009-06-10,5277990560
2009-06-11,5365768300
2009-06-12,5178886660
2009-06-15,4921216520
2009-06-16,4731503340
2009-06-17,4572937100
2009-06-18,4553116320
2009-06-19,4496485520
2009-06-22,4068922980
2009-06-23,4119890700
2009-06-24,4165195340
2009-06-25,4289783100
2009-06-26,4306772340
2009-06-29,4323761580
2009-06-30,4412209260
2009-07-01,4474512600
2009-07-02,4191315600
2009-07-06,4072372860
2009-07-07,3990245730
2009-07-08,4097860590
2009-07-09,4213971360
2009-07-10,4188483630
2009-07-13,4290434550
2009-07-14,4338578040
2009-07-15,4508496240
2009-07-16,4655758680
2009-07-17,4743549750
2009-07-20,4896476130
2009-07-21,4859660520
2009-07-22,4573631550
2009-07-23,4788861270
2009-07-24,4837004760
2009-07-27,4972939320
2009-07-28,4794525210
2009-07-29,4579295490
2009-07-30,4749213690
2009-07-31,4820012940
2009-08-03,5125865700
2009-08-04,5009754930
2009-08-05,4981435230
2009-08-06,4964443410
2009-08-07,5038074630
2009-08-10,5145689490
2009-08-11,4981435230
2009-08-12,5125865700
2009-08-13,5159849340
2009-08-14,5012586900
2009-08-17,4737885810
2009-08-18,4873820370
2009-08-19,4938955680
2009-08-20,4987099170
2009-08-21,5324103600
2009-08-24,5431718460
2009-08-25,5281624050
2009-08-26,5250472380
2009-08-27,5202328890
2009-08-28,5159849340
2009-08-31,5006922960
2009-09-01,4862492490
2009-09-02,4786029300
2009-09-03,4890812190
2009-09-04,5086218120
2009-09-08,5247640410
2009-09-09,5253304350
2009-09-10,5372247090
2009-09-11,5426054520
2009-09-14,5522341500
2009-09-15,5692259700
2009-09-16,6063247770
2009-09-17,5799874560
2009-09-18,5780050770
2009-09-21,5746067130
2009-09-22,5947137000
2009-09-23,5805538500
2009-09-24,5618628480
2009-09-25,5516677560
2009-09-28,5680931820
2009-09-29,5853681990
2009-09-30,5932548600
2009-10-01,5660048760
2009-10-02,5475543660
2009-10-05,5691272700
2009-10-06,5836038240
2009-10-07,5929710060
2009-10-08,6219241140
2009-10-09,6057444360
2009-10-12,6205048440
2009-10-13,6151116180
2009-10-14,6253303620
2009-10-15,6505933680
2009-10-16,6383876460
2009-10-19,6503095140
2009-10-20,6361168140
2009-10-21,6545673240
2009-10-22,6659214840
2009-10-23,6415100400
2009-10-26,6222079680
2009-10-27,6364006680
2009-10-28,5983642320
2009-10-29,6338459820
2009-10-30,5912678820
2009-11-02,5952418380
2009-11-03,6108538080
2009-11-04,6065959980
2009-11-05,6310074420
2009-11-06,6241949460
2009-11-09,6494579520
2009-11-10,6432131640
2009-11-11,6474709740
2009-11-12,6176663040
2009-11-13,6173824500
2009-11-16,6426454560
2009-11-17,6346975440
2009-11-18,6315751500
2009-11-19,5972288160
2009-11-20,5628824820
2009-11-23,5776428900
2009-11-24,5878616340
2009-11-25,6040413120
2009-11-27,5838876780
2009-11-30,5861585100
2009-12-01,5889970500
2009-12-02,5844553860
2009-12-03,5745204960
2009-12-04,5742366420
2009-12-07,5759397660
2009-12-08,5529475920
2009-12-09,5555022780
2009-12-10,5773590360
2009-12-11,5756559120
2009-12-14,5943902760
2009-12-15,5966611080
2009-12-16,6111376620
2009-12-17,6168147420
2009-12-18,6230595300
2009-12-21,6298720260
2009-12-22,6318590040
2009-12-23,6494579520
2009-12-24,6517287840
2009-12-28,6480386820
2009-12-29,6346975440
2009-12-30,6321428580
2009-12-31,6231470080
2010-01-04,6601543680
2010-01-05,7153807360
2010-01-06,7327457280
2010-01-07,7447019520
2010-01-08,7649136640
2010-01-11,7398625280
2010-01-12,7179427840
2010-01-13,7358771200
2010-01-14,7395778560
2010-01-15,7273369600
2010-01-19,7529574400
2010-01-20,7341690880
2010-01-21,7185121280
2010-01-22,6797967360
2010-01-25,6926069760
2010-01-26,6883368960
2010-01-27,6715412480
2010-01-28,6644244480
2010-01-29,6348185600
2010-02-01,6704025600
2010-02-02,6775193600
2010-02-03,6749573120
2010-02-04,6331105280
2010-02-05,6308331520
2010-02-08,6128988160
2010-02-09,6345338880
2010-02-10,6453514240
2010-02-11,6638551040
2010-02-12,6706872320
2010-02-16,6792273920
2010-02-17,6570229760
2010-02-18,6661324800
2010-02-19,6655631360
2010-02-22,6416506880
2010-02-23,6228623360
2010-02-24,6240010240
2010-02-25,6262784000
2010-02-26,6274170880
2010-03-01,6356725760
2010-03-02,6493368320
2010-03-03,6604390400
2010-03-04,6405120000
2010-03-05,6407966720
2010-03-08,6382346240
2010-03-09,6288404480
2010-03-10,6410813440
2010-03-11,6407966720
2010-03-12,6407966720
2010-03-15,6234316800
2010-03-16,6279864320
2010-03-17,6171688960
2010-03-18,5872783360
2010-03-19,5659279360
2010-03-22,5770301440
2010-03-23,5519790080
2010-03-24,5573877760
2010-03-25,5340446720
2010-03-26,5394534400
2010-03-29,5559644160
2010-03-30,5508403200
2010-03-31,5598103030
2010-04-01,5675101900
2010-04-05,5886135840
2010-04-06,5897543080
2010-04-07,5806285160
2010-04-08,5709323620
2010-04-09,5666546470
2010-04-12,5652287420
2010-04-13,5606658460
2010-04-14,5675101900
2010-04-15,5720730860
2010-04-16,5566733120
2010-04-19,5606658460
2010-04-20,5803433350
2010-04-21,5991652810
2010-04-22,6214093990
2010-04-23,6447942410
2010-04-26,6225501230
2010-04-27,5917505750
2010-04-28,6114280640
2010-04-29,6194131320
2010-04-30,6151354170
2010-05-03,6151354170
2010-05-04,5957431090
2010-05-05,5814840590
2010-05-06,5512548730
2010-05-07,5392772710
2010-05-10,5757804390
2010-05-11,5734989910
2010-05-12,5837655070
2010-05-13,5743545340
2010-05-14,5592399410
2010-05-17,5498289680
2010-05-18,5375661850
2010-05-19,5238774970
2010-05-20,4925075870
2010-05-21,5056259130
2010-05-24,4870891480
2010-05-25,4905113200
2010-05-26,4902261390
2010-05-27,5244478590
2010-05-28,5426994430
2010-06-01,5321477460
2010-06-02,5649435610
2010-06-03,5871876790
2010-06-04,5526807780
2010-06-07,5578140360
2010-06-08,5720730860
2010-06-09,5666546470
2010-06-10,6034429960
2010-06-11,6028726340
2010-06-14,5934616610
2010-06-15,6171316840
2010-06-16,6071503490
2010-06-17,6065799870
2010-06-18,6134243310
2010-06-21,6045837200
2010-06-22,5786322490
2010-06-23,5726434480
2010-06-24,5515400540
2010-06-25,5446957100
2010-06-28,5367106420
2010-06-29,5121850760
2010-06-30,5026668840
2010-07-01,5026668840
2010-07-02,4941084240
2010-07-06,5000993460
2010-07-07,5320509300
2010-07-08,5132223180
2010-07-09,5234924700
2010-07-12,5166457020
2010-07-13,5097989340
2010-07-14,5097989340
2010-07-15,5080872420
2010-07-16,4835529900
2010-07-19,4952495520
2010-07-20,5103694980
2010-07-21,5043785760
2010-07-22,5163604200
2010-07-23,5329067760
2010-07-26,5363301600
2010-07-27,5243483160
2010-07-28,5129370360
2010-07-29,5306245200
2010-07-30,5252041620
2010-08-02,5351890320
2010-08-03,5194985220
2010-08-04,5294833920
2010-08-05,5192132400
2010-08-06,5129370360
2010-08-09,5226366240
2010-08-10,4946789880
2010-08-11,4675771980
2010-08-12,4661507880
2010-08-13,4695741720
2010-08-16,4821265800
2010-08-17,4963906800
2010-08-18,4986729360
2010-08-19,4901144760
2010-08-20,4710005820
2010-08-23,4687183260
2010-08-24,4621568400
2010-08-25,4550247900
2010-08-26,4461810480
2010-08-27,4635832500
2010-08-30,4544542260
2010-08-31,4473221760
2010-09-01,4781326320
2010-09-02,4809854520
2010-09-03,4963906800
2010-09-07,4832677080
2010-09-08,4978170900
2010-09-09,4969612440
2010-09-10,4989582180
2010-09-13,5026668840
2010-09-14,4975318080
2010-09-15,4963906800
2010-09-16,4829824260
2010-09-17,4864058100
2010-09-20,5049491400
2010-09-21,5177868300
2010-09-22,5237777520
2010-09-23,5197838040
2010-09-24,5417505180
2010-09-27,5240630340
2010-09-28,5200690860
2010-09-29,5291981100
2010-09-30,5155136700
2010-10-01,5089484350
2010-10-04,5020977550
2010-10-05,5197953450
2010-10-06,5197953450
2010-10-07,5115174400
2010-10-08,5306422550
2010-10-11,5374929350
2010-10-12,5386347150
2010-10-13,5537633000
2010-10-14,5491961800
2010-10-15,5580449750
2010-10-18,5549050800
2010-10-19,5232206850
2010-10-20,5400619400
2010-10-21,5397764950
2010-10-22,5523360750
2010-10-25,5517651850
2010-10-26,5549050800
2010-10-27,5857331400
2010-10-28,5794533500
2010-10-29,5965800500
2010-11-01,5934401550
2010-11-02,5934401550
2010-11-03,5994345000
2010-11-04,6188447600
2010-11-05,6194156500
2010-11-08,6271226650
2010-11-09,6154194200
2010-11-10,6288353350
2010-11-11,6385404650
2010-11-12,6211283200
2010-11-15,6177029800
2010-11-16,6074269600
2010-11-17,6139921950
2010-11-18,6356860150
2010-11-19,6396822450
2010-11-22,6402531350
2010-11-23,6088541850
2010-11-24,6305480050
2010-11-26,6208428750
2010-11-29,6334024550
2010-11-30,6305480050
2010-12-01,6519563800
2010-12-02,6602342850
2010-12-03,6733647550
2010-12-06,6802154350
2010-12-07,6616615100
2010-12-08,6491019300
2010-12-09,6462474800
2010-12-10,6530981600
2010-12-13,6539544950
2010-12-14,6453911450
2010-12-15,6368277950
2010-12-16,6271226650
2010-12-17,6234118800
2010-12-20,6342587900
2010-12-21,6385404650
2010-12-22,6379695750
2010-12-23,6508146000
2010-12-27,6516709350
2010-12-28,6573798350
2010-12-29,6670849650
2010-12-30,6645159600
2010-12-31,6712234440
2011-01-03,6680761900
2011-01-04,6500510080
2011-01-05,6632122520
2011-01-06,6523399200
2011-01-07,6511954640
2011-01-10,6371758780
2011-01-11,6428981580
2011-01-12,6400370180
2011-01-13,6317397120
2011-01-14,6443287280
2011-01-18,6489065520
2011-01-19,6420398160
2011-01-20,6388925620
2011-01-21,6420398160
2011-01-24,6426120440
2011-01-25,6366036500
2011-01-26,6692206460
2011-01-27,6946847920
2011-01-28,6820957760
2011-01-31,6981181600
2011-02-01,7104210620
2011-02-02,7255851040
2011-02-03,7407491460
2011-02-04,7353129800
2011-02-07,7393185760
2011-02-08,7355990940
2011-02-09,7178600260
2011-02-10,7341685240
2011-02-11,7355990940
2011-02-14,7564854160
2011-02-15,7418936020
2011-02-16,7650688360
2011-02-17,7919635520
2011-02-18,8056970240
2011-02-22,7951108060
2011-02-23,8105609620
2011-02-24,7911052100
2011-02-25,8108470760
2011-02-28,8145665580
2011-03-01,7813773340
2011-03-02,8008330860
2011-03-03,8071275940
2011-03-04,8085581640
2011-03-07,7891024120
2011-03-08,7828079040
2011-03-09,7796606500
2011-03-10,7470436540
2011-03-11,7713633440
2011-03-14,7756550540
2011-03-15,7579159860
2011-03-16,7436102860
2011-03-17,7810912200
2011-03-18,7644966080
2011-03-21,7908190960
2011-03-22,7782300800
2011-03-23,8014053140
2011-03-24,8262972320
2011-03-25,8460390980
2011-03-28,8411751600
2011-03-29,8537641760
2011-03-30,8603447980
2011-03-31,8728508180
2011-04-01,8728508180
2011-04-04,8673919090
2011-04-05,8780224160
2011-04-06,8616456890
2011-04-07,8762985500
2011-04-08,9067535160
2011-04-11,8860671240
2011-04-12,8452689620
2011-04-13,8550375360
2011-04-14,8794589710
2011-04-15,9004326740
2011-04-18,8906641000
2011-04-19,8926752770
2011-04-20,9188205780
2011-04-21,9173840230
2011-04-25,9102012480
2011-04-26,9211190660
2011-04-27,8806082150
2011-04-28,8702650190
2011-04-29,8803209040
2011-05-02,8579106460
2011-05-03,8317653450
2011-05-04,8110789530
2011-05-05,7941276040
2011-05-06,7872321400
2011-05-09,8084931540
2011-05-10,8136647520
2011-05-11,7737285230
2011-05-12,7682696140
2011-05-13,7682696140
2011-05-16,7573517960
2011-05-17,7406877580
2011-05-18,7682696140
2011-05-19,7708554130
2011-05-20,7714300350
2011-05-23,7585010400
2011-05-24,7748777670
2011-05-25,7967134030
2011-05-26,7901052500
2011-05-27,7935529820
2011-05-31,8013103790
2011-06-01,7697061690
2011-06-02,7903925610
2011-06-03,7886686950
2011-06-06,7455720450
2011-06-07,7544786860
2011-06-08,7513182650
2011-06-09,7728665900
2011-06-10,7507436430
2011-06-13,7185648110
2011-06-14,7383892700
2011-06-15,7225871650
2011-06-16,7168409450
2011-06-17,6904083330
2011-06-20,6777666490
2011-06-21,6860986680
2011-06-22,6927068210
2011-06-23,6866732900
2011-06-24,6619645440
2011-06-27,6553563910
2011-06-28,6869606010
2011-06-29,6938560650
2011-06-30,7083679680
2011-07-01,7149801690
2011-07-05,7066430460
2011-07-06,7075055070
2011-07-07,7164176040
2011-07-08,7023307410
2011-07-11,6856564950
2011-07-12,6801942420
2011-07-13,6988808970
2011-07-14,7006058190
2011-07-15,7566657840
2011-07-18,7486161480
2011-07-19,7727650560
2011-07-20,7710401340
2011-07-21,7822521270
2011-07-22,7926016590
2011-07-25,7759274130
2011-07-26,7799522310
2011-07-27,7598281410
2011-07-28,7721900820
2011-07-29,7592531670
2011-08-01,7543658880
2011-08-02,7247547270
2011-08-03,7155551430
2011-08-04,6359212440
2011-08-05,5988354210
2011-08-08,5192015220
2011-08-09,5522625270
2011-08-10,5249512620
2011-08-11,5422004820
2011-08-12,5508250920
2011-08-15,5743990260
2011-08-16,5453628390
2011-08-17,5491001700
2011-08-18,4973525100
2011-08-19,4723411410
2011-08-22,4703287320
2011-08-23,4947651270
2011-08-24,4982149710
2011-08-25,4910277960
2011-08-26,5088519900
2011-08-29,5321384370
2011-08-30,5301260280
2011-08-31,5301260280
2011-09-01,5286885930
2011-09-02,5054021460
2011-09-06,4933276920
2011-09-07,5243762880
2011-09-08,5102894250
2011-09-09,4826906730
2011-09-12,4993649190
2011-09-13,5051146590
2011-09-14,5174766000
2011-09-15,5318509500
2011-09-16,5226513660
2011-09-19,5039647110
2011-09-20,4826906730
2011-09-21,4493421810
2011-09-22,4125438450
2011-09-23,4044942090
2011-09-26,4260557340
2011-09-27,4076565660
2011-09-28,3771829440
2011-09-29,3768954570
2011-09-30,3525497860
2011-10-03,3375966140
2011-10-04,3542751520
2011-10-05,3859068620
2011-10-06,4040232050
2011-10-07,3859068620
2011-10-10,4114997910
2011-10-11,4114997910
2011-10-12,4212768650
2011-10-13,4241524750
2011-10-14,4419812570
2011-10-17,4218519870
2011-10-18,4445693060
2011-10-19,4232897920
2011-10-20,4373802810
2011-10-21,4376678420
2011-10-24,4681493080
2011-10-25,4543463800
2011-10-26,4989183350
2011-10-27,5386017530
2011-10-28,5478037050
2011-10-31,5270993130
2011-11-01,4897163830
2011-11-02,5167471170
2011-11-03,5414773630
2011-11-04,5524046810
2011-11-07,5745468780
2011-11-08,5880622450
2011-11-09,5601688280
2011-11-10,5641946820
2011-11-11,5915129770
2011-11-14,5745468780
2011-11-15,5733966340
2011-11-16,5739717560
2011-11-17,5434902900
2011-11-18,5345758990
2011-11-21,5158844340
2011-11-22,5015063840
2011-11-23,4664239420
2011-11-25,4595224780
2011-11-28,4773512600
2011-11-29,4787890650
2011-11-30,5158844340
2011-12-01,5089829700
2011-12-02,5038068720
2011-12-05,5268117520
2011-12-06,5374515090
2011-12-07,5227858980
2011-12-08,5003561400
2011-12-09,5170346780
2011-12-12,4986307740
2011-12-13,4914417490
2011-12-14,4721751620
2011-12-15,4707373570
2011-12-16,4813771140
2011-12-19,4667115030
2011-12-20,5069700430
2011-12-21,5127212630
2011-12-22,5250863860
2011-12-23,5245112640
2011-12-27,5222107760
2011-12-28,5006437010
2011-12-29,5058197990
2011-12-30,4986307740
2012-01-03,5487992760
2012-01-04,5407202120
2012-01-05,5415858260
2012-01-06,5453368200
2012-01-09,5548585740
2012-01-10,5684198600
2012-01-11,5404316740
2012-01-12,5216767040
2012-01-13,5032102720
2012-01-17,4804157700
2012-01-18,4988822020
2012-01-19,4870521440
2012-01-20,4908031380
2012-01-23,4957082840
2012-01-24,5011905060
2012-01-25,5147517920
2012-01-26,5043644240
2012-01-27,5173486340
2012-01-30,5355265280
2012-01-31,5372577560
2012-02-01,5398545980
2012-02-02,5537044220
2012-02-03,5609178720
2012-02-06,5681313220
2012-02-07,5692854740
2012-02-08,5638032520
2012-02-09,5632261760
2012-02-10,5476451240
2012-02-13,5528388080
2012-02-14,5441826680
2012-02-15,5612064100
2012-02-16,5840009120
2012-02-17,6001590400
2012-02-21,5874633680
2012-02-22,6284357640
2012-02-23,6347836000
2012-02-24,6437282780
2012-02-27,6327638340
2012-02-28,6336294480
2012-02-29,6284357640
2012-03-01,6350721380
2012-03-02,6217993900
2012-03-05,5949653560
2012-03-06,5727479300
2012-03-07,5704396260
2012-03-08,5848665260
2012-03-09,5802499180
2012-03-12,5629376380
2012-03-13,5865977540
2012-03-14,5790957660
2012-03-15,5906372860
2012-03-16,6007361160
2012-03-19,6013131920
2012-03-20,5788072280
2012-03-21,5600522580
2012-03-22,5343723760
2012-03-23,5560127260
2012-03-26,5418743640
2012-03-27,5133091020
2012-03-28,5037873480
2012-03-29,4951312080
2012-03-30,5046529620
2012-04-02,5109473600
2012-04-03,4990446090
2012-04-04,4851096810
2012-04-05,4819162600
2012-04-09,4758197290
2012-04-10,4636266670
2012-04-11,4688522650
2012-04-12,4928029225
2012-04-13,4691425760
2012-04-16,4496917390
2012-04-17,4624654230
2012-04-18,4586913800
2012-04-19,4598526240
2012-04-20,4560785810
2012-04-23,4563688920
2012-04-24,4630460450
2012-04-25,4923674560
2012-04-26,4824968820
2012-04-27,4732069300
2012-04-30,4833678150
2012-05-01,5028186520
2012-05-02,4874321690
2012-05-03,4720456860
2012-05-04,4496917390
2012-05-07,4502723610
2012-05-08,4476595620
2012-05-09,4427242750
2012-05-10,4499820500
2012-05-11,4380792990
2012-05-14,4247249930
2012-05-15,4017904240
2012-05-16,3971454480
2012-05-17,3890167400
2012-05-18,3791461660
2012-05-21,4148544190
2012-05-22,4099191320
2012-05-23,4145641080
2012-05-24,4020807350
2012-05-25,4012098020
2012-05-29,4157253520
2012-05-30,3994679360
2012-05-31,3933714050
2012-06-01,3776946110
2012-06-04,3742108790
2012-06-05,3829202090
2012-06-06,3985970030
2012-06-07,3951132710
2012-06-08,3881458070
2012-06-11,3724690130
2012-06-12,3774043000
2012-06-13,3672434150
2012-06-14,3686949700
2012-06-15,3794364770
2012-06-18,3762430560
2012-06-19,3980163810
2012-06-20,4029516680
2012-06-21,3759527450
2012-06-22,3829202090
2012-06-25,3718883910
2012-06-26,3713077690
2012-06-27,3922101610
2012-06-28,4017904240
2012-06-29,4180478400
2012-07-02,4131922410
2012-07-03,4297431600
2012-07-05,4230647190
2012-07-06,4062234330
2012-07-09,3972220560
2012-07-10,3777674670
2012-07-11,3844459080
2012-07-12,3774771000
2012-07-13,3856073760
2012-07-16,3832844400
2012-07-17,4085463690
2012-07-18,4195803150
2012-07-19,4187092140
2012-07-20,4149344430
2012-07-23,4108693050
2012-07-24,4070945340
2012-07-25,3890917800
2012-07-26,4041908640
2012-07-27,4166766450
2012-07-30,4233550860
2012-07-31,4018679280
2012-08-01,3992546250
2012-08-02,3890917800
2012-08-03,4047715980
2012-08-06,4195803150
2012-08-07,4277105910
2012-08-08,4416482070
2012-08-09,4538436210
2012-08-10,4422289410
2012-08-13,4555858230
2012-08-14,4654583010
2012-08-15,4648775670
2012-08-16,4706849070
2012-08-17,4695234390
2012-08-20,4730078430
2012-08-21,4703945400
2012-08-22,4666197690
2012-08-23,4532628870
2012-08-24,4500688500
2012-08-27,4410674730
2012-08-28,4343890320
2012-08-29,4306142610
2012-08-30,4271298570
2012-08-31,4288720590
2012-09-04,4233550860
2012-09-05,4265491230
2012-09-06,4396156380
2012-09-07,4509399510
2012-09-10,4457133450
2012-09-11,4544243550
2012-09-12,4503592170
2012-09-13,4680716040
2012-09-14,4846225230
2012-09-17,4718463750
2012-09-18,4637160990
2012-09-19,4544243550
2012-09-20,4494881160
2012-09-21,4442615100
2012-09-24,4378734360
2012-09-25,4140633420
2012-09-26,4053523320
2012-09-27,4099982040
2012-09-28,4073849010
2012-10-01,4080035700
2012-10-02,4068419940
2012-10-03,3972589920
2012-10-04,4143922380
2012-10-05,4097459340
2012-10-08,4077131760
2012-10-09,4260079980
2012-10-10,4135210560
2012-10-11,4260079980
2012-10-12,4219424820
2012-10-15,4181673600
2012-10-16,4303639080
2012-10-17,4448836080
2012-10-18,4472067600
2012-10-19,4323966660
2012-10-22,4216520880
2012-10-23,4138114500
2012-10-24,4059708120
2012-10-25,4109075100
2012-10-26,3972589920
2012-10-31,3917415060
2012-11-01,4050996300
2012-11-02,3934838700
2012-11-05,4030668720
2012-11-06,4091651460
2012-11-07,3911607180
2012-11-08,3821585040
2012-11-09,3812873220
2012-11-12,3911607180
2012-11-13,3894183540
2012-11-14,3859336260
2012-11-15,3856432320
2012-11-16,3821585040
2012-11-19,3975493860
2012-11-20,3931934760
2012-11-21,3972589920
2012-11-23,4071323880
2012-11-26,4024860840
2012-11-27,4007437200
2012-11-28,4123594800
2012-11-29,4181673600
2012-11-30,4268791800
2012-12-03,4219424820
2012-12-04,4228136640
2012-12-05,4260079980
2012-12-06,4248464220
2012-12-07,4251368160
2012-12-10,4254272100
2012-12-11,4245560280
2012-12-12,4219424820
2012-12-13,4021956900
2012-12-14,3981301740
2012-12-17,3987109620
2012-12-18,4213616940
2012-12-19,4271695740
2012-12-20,4353006060
2012-12-21,4239752400
2012-12-24,4149730260
2012-12-26,4158442080
2012-12-27,4123594800
2012-12-28,4065516000
2012-12-31,4214877150
2013-01-02,4316967600
2013-01-03,4375305000
2013-01-04,4494896670
2013-01-07,4459894230
2013-01-08,4381138740
2013-01-09,4343219430
2013-01-10,4255713330
2013-01-11,4273214550
2013-01-14,4229461500
2013-01-15,4316967600
2013-01-16,4281965160
2013-01-17,4395723090
2013-01-18,4570735290
2013-01-22,4617405210
2013-01-23,4754498100
2013-01-24,4786583670
2013-01-25,4850754810
2013-01-28,4824502980
2013-01-29,4871172900
2013-01-30,4844921070
2013-01-31,4862422290
2013-02-01,4914925950
2013-02-04,4739913750
2013-02-05,4824502980
2013-02-06,4830336720
2013-02-07,4815752370
2013-02-08,4833253590
2013-02-11,4792417410
2013-02-12,4914925950
2013-02-13,5005348920
2013-02-14,5227031040
2013-02-15,5157026160
2013-02-19,5250366000
2013-02-20,4862422290
2013-02-21,4771999320
2013-02-22,4766165580
2013-02-25,4541566590
2013-02-26,4614488340
2013-02-27,4760331840
2013-02-28,4888674120
2013-03-01,4798251150
2013-03-04,4704911310
2013-03-05,4777833060
2013-03-06,4742830620
2013-03-07,4821586110
2013-03-08,4839087330
2013-03-11,4830336720
2013-03-12,4967429610
2013-03-13,4833253590
2013-03-14,4865339160
2013-03-15,5028683880
2013-03-18,4853671680
2013-03-19,4661158260
2013-03-20,4570735290
2013-03-21,4550317200
2013-03-22,4494896670
2013-03-25,4535732850
2013-03-26,4602820860
2013-03-27,4710745050
2013-03-28,4731163140
2013-04-01,4603948140
2013-04-02,4559736090
2013-04-03,4388782830
2013-04-04,4391730300
2013-04-05,4651107660
2013-04-08,4654055130
2013-04-09,4777848870
2013-04-10,4848588150
2013-04-11,4910485020
2013-04-12,4742479230
2013-04-15,4438889820
2013-04-16,4506681630
2013-04-17,4318043550
2013-04-18,4406467650
2013-04-19,4371098010
2013-04-22,4450679700
2013-04-23,4500786690
2013-04-24,4362255600
2013-04-25,4309201140
2013-04-26,4276778970
2013-04-29,4341623310
2013-04-30,4359308130
2013-05-01,4315096080
2013-05-02,4382887890
2013-05-03,4515524040
2013-05-06,4636370310
2013-05-07,4665845010
2013-05-08,4713004530
2013-05-09,4780796340
2013-05-10,4751321640
2013-05-13,4639317780
2013-05-14,4695319710
2013-05-15,4718899470
2013-05-16,4739531760
2013-05-17,4913432490
2013-05-20,5075543340
2013-05-21,5034278760
2013-05-22,4942907190
2013-05-23,4937012250
2013-05-24,4898695140
2013-05-28,4945854660
2013-05-29,4910485020
2013-05-30,4872167910
2013-05-31,4718899470
2013-06-03,4883957790
2013-06-04,4819113450
2013-06-05,4783743810
2013-06-06,4774901400
2013-06-07,4919327430
2013-06-10,4889852730
2013-06-11,4748374170
2013-06-12,4665845010
2013-06-13,4786691280
2013-06-14,4686477300
2013-06-17,4881010320
2013-06-18,4951749600
2013-06-19,4845640680
2013-06-20,4618685490
2013-06-21,4621632960
2013-06-24,4512576570
2013-06-25,4668792480
2013-06-26,4639317780
2013-06-27,4609843080
2013-06-28,4512576570
2013-07-01,4668102320
2013-07-02,4715314480
2013-07-03,4656299280
2013-07-05,4771378920
2013-07-08,4738920560
2013-07-09,4721216000
2013-07-10,4423189240
2013-07-11,4308109600
2013-07-12,4367124800
2013-07-15,4390730880
2013-07-16,4387780120
2013-07-17,4496958240
2013-07-18,4629742440
2013-07-19,4609087120
2013-07-22,4499909000
2013-07-23,4511712040
2013-07-24,4452696840
2013-07-25,4458598360
2013-07-26,4405484680
2013-07-29,4384829360
2013-07-30,4479253680
2013-07-31,4541219640
2013-08-01,4659250040
2013-08-02,4644496240
2013-08-05,4647447000
2013-08-06,4517613560
2013-08-07,4561874960
2013-08-08,4617939400
2013-08-09,4597284080
2013-08-12,4594333320
2013-08-13,4676954600
2013-08-14,4632693200
2013-08-15,4635643960
2013-08-16,4612037880
2013-08-19,4582530280
2013-08-20,4650397760
2013-08-21,4547121160
2013-08-22,4665151560
2013-08-23,4691708400
2013-08-26,4671053080
2013-08-27,4538268880
2013-08-28,4635643960
2013-08-29,4573678000
2013-08-30,4544170400
2013-09-03,4550071920
2013-09-04,4600234840
2013-09-05,4762526640
2013-09-06,4709412960
2013-09-09,4806788040
2013-09-10,4842197160
2013-09-11,4836295640
2013-09-12,4821541840
2013-09-13,4830394120
2013-09-16,4803837280
2013-09-17,4768428160
2013-09-18,4854000200
2013-09-19,4854000200
2013-09-20,4827443360
2013-09-23,4765477400
2013-09-24,4797935760
2013-09-25,4827443360
2013-09-26,4848098680
2013-09-27,4845147920
2013-09-30,4741201080
2013-10-01,4874049180
2013-10-02,4968518940
2013-10-03,5054132160
2013-10-04,5151554100
2013-10-07,5009849460
2013-10-08,4956710220
2013-10-09,4950805860
2013-10-10,5060036520
2013-10-11,5045275620
2013-10-14,5104319220
2013-10-15,5021658180
2013-10-16,5139745380
2013-10-17,5163362820
2013-10-18,5254880400
2013-10-21,5192884620
2013-10-22,5263736940
2013-10-23,4977375480
2013-10-24,4927188420
2013-10-25,4947853680
2013-10-28,5057084340
2013-10-29,5204693340
2013-10-30,5163362820
2013-10-31,5160410640
2013-11-01,5237167320
2013-11-04,5299163100
2013-11-05,5260784760
2013-11-06,5290306560
2013-11-07,5092510500
2013-11-08,5290306560
2013-11-11,5355254520
2013-11-12,5198788980
2013-11-13,5198788980
2013-11-14,5213549880
2013-11-15,5251928220
2013-11-18,5098414860
2013-11-19,5089558320
2013-11-20,5083653960
2013-11-21,5119080120
2013-11-22,5080701780
2013-11-25,4962614580
