,EC
2022-08-10,22203015138
2022-08-11,22593623737
2022-08-12,23066465726
2022-08-15,22161898443
2022-08-16,21812406538
2022-08-17,21462914633
2022-08-18,21771289843
2022-08-19,21380681244
2022-08-22,21606823064
2022-08-23,22881440600
2022-08-24,23045907379
2022-08-25,23025349032
2022-08-26,22552507042
2022-08-29,23251490852
2022-08-30,22059106706
2022-08-31,21195656117
2022-09-01,20270530487
2022-09-02,21277889507
2022-09-06,21360122896
2022-09-07,21339564549
2022-09-08,21051747686
2022-09-09,22141340095
2022-09-12,22675857127
2022-09-13,22223573485
2022-09-14,22655298779
2022-09-15,21421797938
2022-09-16,21072306033
2022-09-19,21380681244
2022-09-20,20661139086
2022-09-21,20291088834
2022-09-22,20702255781
2022-09-23,18893121214
2022-09-26,17762412110
2022-09-27,18194137404
2022-09-28,18831446172
2022-09-29,18872562867
2022-09-30,18358604183
2022-10-03,19797688498
2022-10-04,21051747686
2022-10-05,20948955949
2022-10-06,21133981075
2022-10-07,20969514297
2022-10-10,20085505360
2022-10-11,19530429982
2022-10-12,19242613119
2022-10-13,19962155276
2022-10-14,18831446172
2022-10-17,19324846509
2022-10-18,19324846509
2022-10-19,19715455108
2022-10-20,19304288161
2022-10-21,19674338413
2022-10-24,19160379730
2022-10-25,18954796256
2022-10-26,19263171466
2022-10-27,19777130150
2022-10-28,20291088834
2022-10-31,20270530487
2022-11-01,20948955949
2022-11-02,20414438918
2022-11-03,19982713624
2022-11-04,20496672307
2022-11-07,20990072644
2022-11-08,20990072644
2022-11-09,20208855445
2022-11-10,21257331159
2022-11-11,20455555613
2022-11-14,21339564549
2022-11-15,21298447854
2022-11-16,20414438918
2022-11-17,20722814128
2022-11-18,20332205529
2022-11-21,19838805192
2022-11-22,21072306033
2022-11-23,21072306033
2022-11-25,21442356286
2022-11-28,20476113960
2022-11-29,21298447854
2022-11-30,20291088834
2022-12-01,19838805192
2022-12-02,19859363540
2022-12-05,18872562867
2022-12-06,19057587993
2022-12-07,19078146340
2022-12-08,19078146340
2022-12-09,18687537741
2022-12-12,18769771130
2022-12-13,19324846509
2022-12-14,18852004519
2022-12-15,18605304351
2022-12-16,18379162530
2022-12-19,18872562867
2022-12-20,19365963203
2022-12-21,19797688498
2022-12-22,19674338413
2022-12-23,20620022392
2022-12-27,20969514297
2022-12-28,20455555613
2022-12-29,20599464044
2022-12-30,21524589675
2023-01-03,20352763876
2023-01-04,20188297097
2023-01-05,20990072644
2023-01-06,22531948695
2023-01-09,22860882253
2023-01-10,23066465726
2023-01-11,23374840936
2023-01-12,23744891189
2023-01-13,23888799620
2023-01-17,23642099452
2023-01-18,24587783430
2023-01-19,24505550041
2023-01-20,24855041946
2023-01-23,24772808556
2023-01-24,24341083262
2023-01-25,24217733178
2023-01-26,24587783430
2023-01-27,23189815810
2023-01-30,22860882253
2023-01-31,23415957631
2023-02-01,23025349032
2023-02-02,22244131832
2023-02-03,22038548359
2023-02-06,22244131832
2023-02-07,22552507042
2023-02-08,22346923569
2023-02-09,21586264717
2023-02-10,22511390348
2023-02-13,22346923569
2023-02-14,22079665053
2023-02-15,21689056454
2023-02-16,21935756622
2023-02-17,21236772812
2023-02-21,21380681244
2023-02-22,21257331159
2023-02-23,22017990011
2023-02-24,22161898443
2023-02-27,23210374158
2023-02-28,22799207211
2023-03-01,23415957631
2023-03-02,22943115642
2023-03-03,23498191021
2023-03-06,23950474662
2023-03-07,23148699116
2023-03-08,23272049200
2023-03-09,22634740432
2023-03-10,22346923569
2023-03-13,21339564549
2023-03-14,21606823064
2023-03-15,20578905697
2023-03-16,20722814128
2023-03-17,20332205529
2023-03-20,20229413792
2023-03-21,21010630991
2023-03-22,20620022392
2023-03-23,19879921887
2023-03-24,19756571803
2023-03-27,20537789002
2023-03-28,21113422728
2023-03-29,21257331159
2023-03-30,21360122896
2023-03-31,21709614801
2023-04-03,22901998947
2023-04-04,22696415474
2023-04-05,22901998947
2023-04-06,22429156958
2023-04-10,22778648863
2023-04-11,23642099452
2023-04-12,23765449536
2023-04-13,23971033010
2023-04-14,23929916315
2023-04-17,23765449536
2023-04-18,23415957631
2023-04-19,23087024074
2023-04-20,22860882253
2023-04-21,22819765558
2023-04-24,23868241273
2023-04-25,20188297097
2023-04-26,19489313287
2023-04-27,19160379730
2023-04-28,19982713624
2023-05-01,19633221719
2023-05-02,18091345668
2023-05-03,18009112278
2023-05-04,17803528805
2023-05-05,18913679562
2023-05-08,18646421046
2023-05-09,18728654435
2023-05-10,18728654435
2023-05-11,18769771130
2023-05-12,19139821382
2023-05-15,18975354604
2023-05-16,18831446172
2023-05-17,19427638245
2023-05-18,19160379730
2023-05-19,19304288161
2023-05-22,19365963203
2023-05-23,19530429982
2023-05-24,19592105024
2023-05-25,18975354604
2023-05-26,19201496424
2023-05-30,18913679562
2023-05-31,18666979393
2023-06-01,19386521551
2023-06-02,20064947013
2023-06-05,20023830318
2023-06-06,20722814128
2023-06-07,21195656117
2023-06-08,21401239591
2023-06-09,21380681244
2023-06-12,20907839254
2023-06-13,20990072644
2023-06-14,21092864381
2023-06-15,21442356286
2023-06-16,21483472980
2023-06-20,21216214465
2023-06-21,21750731496
2023-06-22,21545148022
2023-06-23,21092864381
2023-06-26,21483472980
2023-06-27,21072306033
2023-06-28,21236772812
2023-06-29,21175097770
2023-06-30,21072306033
2023-07-03,21483472980
2023-07-05,21339564549
2023-07-06,20743372476
2023-07-07,21277889507
2023-07-10,21380681244
2023-07-11,21771289843
2023-07-12,22141340095
2023-07-13,22490832000
2023-07-14,21894639927
2023-07-17,22100223401
2023-07-18,22429156958
2023-07-19,22552507042
2023-07-20,22655298779
2023-07-21,22778648863
2023-07-24,23128140768
2023-07-25,23251490852
2023-07-26,23230932505
2023-07-27,22799207211
2023-07-28,23210374158
2023-07-31,24094383094
2023-08-01,23539307715
2023-08-02,22984232337
2023-08-03,23128140768
2023-08-04,23477632673
2023-08-07,23600982757
2023-08-08,23806566231
2023-08-09,23148699116
2023-08-10,23539307715
2023-08-11,23765449536
2023-08-14,23128140768
2023-08-15,22819765558
2023-08-16,22860882253
2023-08-17,22984232337
2023-08-18,23148699116
2023-08-21,23087024074
2023-08-22,23128140768
2023-08-23,23313165894
2023-08-24,23107582421
2023-08-25,23045907379
2023-08-28,23477632673
2023-08-29,24053266399
2023-08-30,24587783430
2023-08-31,24012149704
2023-09-01,24238291525
2023-09-05,24361641609
2023-09-06,24526108388
2023-09-07,24443874999
2023-09-08,24731691862
2023-09-11,24670016820
2023-09-12,25327883935
2023-09-13,25101742114
2023-09-14,25800725924
2023-09-15,25780167576
2023-09-18,25677375840
2023-09-19,26047426092
2023-09-20,26520268081
2023-09-21,25800725924
2023-09-22,25841842618
2023-09-25,26047426092
2023-09-26,23374840936
2023-09-27,23744891189
2023-09-28,23868241273
2023-09-29,23806566231
2023-10-02,23025349032
2023-10-03,23087024074
2023-10-04,22305806874
2023-10-05,22017990011
2023-10-06,22429156958
2023-10-09,23642099452
2023-10-10,24176616483
2023-10-11,24382199957
2023-10-12,24464433346
2023-10-13,25101742114
2023-10-16,25389558977
2023-10-17,25636259145
2023-10-18,25533467408
2023-10-19,25307325587
2023-10-20,25183975503
2023-10-23,24711133514
2023-10-24,24772808556
2023-10-25,24998950377
2023-10-26,24772808556
2023-10-27,24567225083
2023-10-30,24361641609
2023-10-31,24279408220
2023-11-01,24855041946
2023-11-02,25615700798
2023-11-03,25410117324
2023-11-06,24978392030
2023-11-07,24053266399
2023-11-08,23518749368
2023-11-09,23929916315
2023-11-10,24094383094
2023-11-13,24443874999
2023-11-14,24752250209
2023-11-15,24505550041
2023-11-16,24258849873
2023-11-17,25225092198
2023-11-20,25636259145
2023-11-21,25656817492
2023-11-22,25492350714
2023-11-24,26211892871
2023-11-27,26232451218
2023-11-28,26458593039
2023-11-29,26129659481
2023-11-30,25924076008
2023-12-01,26335242955
2023-12-04,25985751050
2023-12-05,25841842618
2023-12-06,25245650545
2023-12-07,25430675671
2023-12-08,26150217829
2023-12-11,26026867745
2023-12-12,25389558977
2023-12-13,26047426092
2023-12-14,26623059818
2023-12-15,26314684608
2023-12-18,26540826428
2023-12-19,24649458472
2023-12-20,24135499788
2023-12-21,24546666735
2023-12-22,24546666735
2023-12-26,25122300461
2023-12-27,24916716988
2023-12-28,24608341777
2023-12-29,24505550041
2024-01-02,24587783430
2024-01-03,25327883935
2024-01-04,25122300461
2024-01-05,25800725924
2024-01-08,25183975503
2024-01-09,24813925251
2024-01-10,24464433346
2024-01-11,24731691862
2024-01-12,24957833682
2024-01-16,24197174830
2024-01-17,24012149704
2024-01-18,24094383094
2024-01-19,23991591357
2024-01-22,23847682926
2024-01-23,23971033010
2024-01-24,24114941441
2024-01-25,24649458472
2024-01-26,25266208893
2024-01-29,25142858809
2024-01-30,25183975503
2024-01-31,24731691862
2024-02-01,24875600293
2024-02-02,24238291525
2024-02-05,24094383094
2024-02-06,24464433346
2024-02-07,24628900125
2024-02-08,24484991693
2024-02-09,24402758304
2024-02-12,24464433346
2024-02-13,23950474662
2024-02-14,23971033010
2024-02-15,24320524915
2024-02-16,24382199957
2024-02-20,23888799620
2024-02-21,24484991693
2024-02-22,24546666735
2024-02-23,24258849873
2024-02-26,24423316651
2024-02-27,24628900125
2024-02-28,24156058136
2024-02-29,24053266399
2024-03-01,23354282589
2024-03-04,22141340095
2024-03-05,21791848191
2024-03-06,21812406538
2024-03-07,21853523233
2024-03-08,21627381412
2024-03-11,21647939759
2024-03-12,21771289843
2024-03-13,21894639927
2024-03-14,22141340095
2024-03-15,22675857127
2024-03-18,22203015138
2024-03-19,22326365222
2024-03-20,22655298779
2024-03-21,22408598611
2024-03-22,22223573485
2024-03-25,22675857127
2024-03-26,22573065390
2024-03-27,23292607547
2024-03-28,24341083262
2024-04-01,24896158640
2024-04-02,26109101134
2024-04-03,26499709734
2024-04-04,24937275335
2024-04-05,24978392030
2024-04-08,24752250209
2024-04-09,24875600293
2024-04-10,24341083262
2024-04-11,24813925251
2024-04-12,24053266399
2024-04-15,23703774494
2024-04-16,23642099452
2024-04-17,23539307715
2024-04-18,23313165894
2024-04-19,23662657799
2024-04-22,23786007883
2024-04-23,24114941441
2024-04-24,24032708052
2024-04-25,23929916315
2024-04-26,24361641609
2024-04-29,24793366904
2024-04-30,23868241273
2024-05-01,23621541105
2024-05-02,23724332841
2024-05-03,23724332841
2024-05-06,23868241273
2024-05-07,23971033010
2024-05-08,24135499788
2024-05-09,24156058136
2024-05-10,23929916315
2024-05-13,23971033010
2024-05-14,24855041946
2024-05-15,24711133514
2024-05-16,24731691862
2024-05-17,24937275335
2024-05-20,25286767240
2024-05-21,25266208893
2024-05-22,24423316651
2024-05-23,24402758304
2024-05-24,24505550041
2024-05-28,25554025756
2024-05-29,25286767240
2024-05-30,25245650545
2024-05-31,25286767240
2024-06-03,25040067072
2024-06-04,24834483598
2024-06-05,24670016820
2024-06-06,24731691862
2024-06-07,24649458472
2024-06-10,24916716988
2024-06-11,24526108388
2024-06-12,24299966567
2024-06-13,24114941441
2024-06-14,23929916315
2024-06-17,24299966567
2024-06-18,24772808556
2024-06-20,24896158640
2024-06-21,24670016820
2024-06-24,26047426092
2024-06-25,22963673989
2024-06-26,22963673989
2024-06-27,22943115642
2024-06-28,23004790684
2024-07-01,22819765558
2024-07-02,22901998947
2024-07-03,23169257463
2024-07-05,23087024074
2024-07-08,23087024074
2024-07-09,22881440600
2024-07-10,22901998947
2024-07-11,23025349032
2024-07-12,23004790684
2024-07-15,22963673989
2024-07-16,22634740432
2024-07-17,22531948695
2024-07-18,22346923569
2024-07-19,22223573485
2024-07-22,22223573485
2024-07-23,21874081580
2024-07-24,21791848191
2024-07-25,21956314969
2024-07-26,21997431664
2024-07-29,21689056454
2024-07-30,21504031328
2024-07-31,22038548359
2024-08-01,21421797938
2024-08-02,20537789002
2024-08-05,19982713624
2024-08-06,20661139086
2024-08-07,20784489170
2024-08-08,21257331159
2024-08-09,21524589675
