,ULTA
2021-11-12,21079129500
2021-11-15,21357171990
2021-11-16,22002039180
2021-11-17,21382690230
2021-11-18,21565570950
2021-11-19,21675086730
2021-11-22,21890928510
2021-11-23,21739945590
2021-11-24,21773438280
2021-11-26,21240213390
2021-11-29,21340691460
2021-11-30,20411933850
2021-12-01,19671373260
2021-12-02,20395453320
2021-12-03,20138676030
2021-12-06,20734633260
2021-12-07,21674555100
2021-12-08,21907940670
2021-12-09,21499648830
2021-12-10,21450738870
2021-12-13,20642661270
2021-12-14,20714962950
2021-12-15,20978651430
2021-12-16,20476792710
2021-12-17,20251913220
2021-12-20,19448088660
2021-12-21,20109968010
2021-12-22,20622459330
2021-12-23,20859566310
2021-12-27,21469345920
2021-12-28,21201936030
2021-12-29,21546963900
2021-12-30,21519850770
2021-12-31,21921231420
2022-01-03,21968546490
2022-01-04,22261474620
2022-01-05,21344412870
2022-01-06,21291249870
2022-01-07,21111027300
2022-01-10,20257229520
2022-01-11,20437983720
2022-01-12,20423098080
2022-01-13,20103588450
2022-01-14,19908480240
2022-01-18,19828204110
2022-01-19,19759623840
2022-01-20,19091364930
2022-01-21,18576215460
2022-01-24,19395988920
2022-01-25,18752716620
2022-01-26,18809601030
2022-01-27,18691047540
2022-01-28,19076479290
2022-01-31,19005415000
2022-02-01,19453720000
2022-02-02,19420802500
2022-02-03,19058710000
2022-02-04,19109392500
2022-02-07,19032585000
2022-02-08,19031017500
2022-02-09,19648090000
2022-02-10,19542022500
2022-02-11,18923382500
2022-02-14,18948462500
2022-02-15,19836712500
2022-02-16,19938600000
2022-02-17,19286520000
2022-02-18,19637117500
2022-02-22,19234792500
2022-02-23,18552407500
2022-02-24,19493952500
2022-02-25,19754157500
2022-02-28,19567625000
2022-03-01,19280772500
2022-03-02,19933375000
2022-03-03,19525302500
2022-03-04,19163210000
2022-03-07,18331390000
2022-03-08,18758795000
2022-03-09,19505447500
2022-03-10,19822082500
2022-03-11,19254647500
2022-03-14,18680420000
2022-03-15,19404605000
2022-03-16,20142897500
2022-03-17,20236947500
2022-03-18,20441767500
2022-03-21,20151257500
2022-03-22,20364437500
2022-03-23,20366527500
2022-03-24,20682640000
2022-03-25,20642407500
2022-03-28,20663830000
2022-03-29,21239625000
2022-03-30,20991437500
2022-03-31,20806995000
2022-04-01,20284495000
2022-04-04,20827895000
2022-04-05,20813787500
2022-04-06,20440722500
2022-04-07,20836255000
2022-04-08,20980987500
2022-04-11,21097505000
2022-04-12,21208275000
2022-04-13,21709875000
2022-04-14,21717712500
2022-04-18,21727640000
2022-04-19,22382332500
2022-04-20,22539605000
2022-04-21,22019717500
2022-04-22,21240147500
2022-04-25,21847815000
2022-04-26,21282992500
2022-04-27,21045255000
2022-04-28,21810195000
2022-04-29,20732800000
2022-05-02,20929218850
2022-05-03,20706276610
2022-05-04,21088684480
2022-05-05,20468884410
2022-05-06,20097314010
2022-05-09,19666911630
2022-05-10,19655558090
2022-05-11,19401651650
2022-05-12,19499704950
2022-05-13,20430695230
2022-05-16,20289808120
2022-05-17,20282067070
2022-05-18,18085673150
2022-05-19,18130055170
2022-05-20,17703781350
2022-05-23,17889566550
2022-05-24,17653722560
2022-05-25,18214690650
2022-05-26,19505381720
2022-05-27,21937103560
2022-05-31,21834921700
2022-06-01,21020563240
2022-06-02,21496379780
2022-06-03,20870386870
2022-06-06,21351364110
2022-06-07,21727579140
2022-06-08,21953101730
2022-06-09,21796216450
2022-06-10,21041206040
2022-06-13,20218074390
2022-06-14,20264520690
2022-06-15,20932315270
2022-06-16,20150985290
2022-06-17,20427598810
2022-06-21,20707824820
2022-06-22,20447725540
2022-06-23,20431727370
2022-06-24,21186737780
2022-06-27,20668087430
2022-06-28,19915141300
2022-06-29,20211365480
2022-06-30,19893466360
2022-07-01,19757739950
2022-07-05,19531701290
2022-07-06,19701488320
2022-07-07,19798509480
2022-07-08,19684974080
2022-07-11,19779414890
2022-07-12,19458935420
2022-07-13,19752063180
2022-07-14,19898627060
2022-07-15,20500364680
2022-07-18,20311999130
2022-07-19,20764592520
2022-07-20,21074234520
2022-07-21,21224410890
2022-07-22,20973084800
2022-07-25,20707824820
2022-07-26,19857857530
2022-07-27,20407472080
2022-07-28,20682021320
2022-07-29,20070478370
2022-08-01,20159930680
2022-08-02,20089369900
2022-08-03,19066749900
2022-08-04,19038627850
2022-08-05,19317291800
2022-08-08,19398590090
2022-08-09,19214007180
2022-08-10,19505453880
2022-08-11,19942623930
2022-08-12,20220776570
2022-08-15,20725439540
2022-08-16,20823611060
2022-08-17,20674819850
2022-08-18,20925361750
2022-08-19,20618575750
2022-08-22,20322015950
2022-08-23,20519381610
2022-08-24,21066994620
2022-08-25,21436671750
2022-08-26,21038872570
2022-08-29,21353328220
2022-08-30,21310889490
2022-08-31,21468372970
2022-09-01,21692326750
2022-09-02,21632503480
2022-09-06,21874864420
2022-09-07,22702675310
2022-09-08,22770679540
2022-09-09,22645919900
2022-09-12,22811584340
2022-09-13,21989397860
2022-09-14,21789475650
2022-09-15,21611539770
2022-09-16,21406504460
2022-09-19,21550182570
2022-09-20,21302197220
2022-09-21,21005637420
2022-09-22,20537788770
2022-09-23,20058691300
2022-09-26,19821443460
2022-09-27,20151238410
2022-09-28,20923316510
2022-09-29,20695783560
2022-09-30,20513245890
2022-10-03,20695272250
2022-10-04,20654367450
2022-10-05,20247364690
2022-10-06,20047442480
2022-10-07,19837805380
2022-10-10,19956429300
2022-10-11,20288780800
2022-10-12,20351160620
2022-10-13,20395644590
2022-10-14,20157885440
2022-10-17,20582272740
2022-10-18,20707032380
2022-10-19,19749860060
2022-10-20,19511078290
2022-10-21,19573458110
2022-10-24,19666516530
2022-10-25,20217197400
2022-10-26,20415074370
2022-10-27,20566933440
2022-10-28,21277654340
2022-10-31,21230186880
2022-11-01,21363328000
2022-11-02,20592324480
2022-11-03,21041359360
2022-11-04,21177031680
2022-11-07,21229174400
2022-11-08,21420026880
2022-11-09,20931505280
2022-11-10,21443313920
2022-11-11,21781988480
2022-11-14,21394714880
2022-11-15,22085732480
2022-11-16,22050801920
2022-11-17,22006252800
2022-11-18,22299872000
2022-11-21,22376314240
2022-11-22,22782824960
2022-11-23,22647658880
2022-11-25,22697270400
2022-11-28,23147317760
2022-11-29,22774725120
2022-11-30,23532060160
2022-12-01,23921358720
2022-12-02,23860609920
2022-12-05,23920852480
2022-12-06,23569521920
2022-12-07,24302051200
2022-12-08,24383049600
2022-12-09,23875797120
2022-12-12,23892503040
2022-12-13,23510291840
2022-12-14,23431318400
2022-12-15,23034932480
2022-12-16,22837498880
2022-12-19,22300378240
2022-12-20,22234060800
2022-12-21,22896728960
2022-12-22,23137699200
2022-12-23,23104793600
2022-12-27,23489536000
2022-12-28,23465236480
2022-12-29,23531553920
2022-12-30,23746199680
2023-01-03,23875797120
2023-01-04,24477716480
2023-01-05,24752098560
2023-01-06,24612882560
2023-01-09,24540490240
2023-01-10,24735898880
2023-01-11,24985475200
2023-01-12,24898401920
2023-01-13,24855877760
2023-01-17,25038124160
2023-01-18,25316049920
2023-01-19,24710586880
2023-01-20,24869040000
2023-01-23,25335793280
2023-01-24,25389454720
2023-01-25,25445141120
2023-01-26,25657255680
2023-01-27,25599038080
2023-01-30,25476219410
2023-01-31,25776635880
2023-02-01,26259609270
2023-02-02,26121186990
2023-02-03,26117676280
2023-02-06,25979254000
2023-02-07,26328318880
2023-02-08,26241052660
2023-02-09,26183878240
2023-02-10,25866409750
2023-02-13,26088587539
2023-02-14,26312771450
2023-02-15,26408563679
2023-02-16,26659328679
2023-02-17,26581090000
2023-02-21,26327315820
2023-02-22,26636759830
2023-02-23,26654814910
2023-02-24,26079058470
2023-02-27,26237541950
2023-02-28,26019376399
2023-03-01,25879951060
2023-03-02,26135731360
2023-03-03,26182875179
2023-03-06,26250080200
2023-03-07,26382484120
2023-03-08,26285187300
2023-03-09,26076049289
2023-03-10,26138740539
2023-03-13,25762593039
2023-03-14,26000318259
2023-03-15,26289199539
2023-03-16,25770617520
2023-03-17,25400488380
2023-03-20,25589565190
2023-03-21,25874434230
2023-03-22,25578030000
2023-03-23,25865908220
2023-03-24,25777638940
2023-03-27,26102128850
2023-03-28,26670863870
2023-03-29,26397028490
2023-03-30,26900564610
2023-03-31,27366987509
2023-04-03,27643832070
2023-04-04,27392064009
2023-04-05,26787720360
2023-04-06,26127205350
2023-04-10,26554007380
2023-04-11,26418092750
2023-04-12,26236538890
2023-04-13,26500845200
2023-04-14,26814802980
2023-04-17,26798252490
2023-04-18,27158852560
2023-04-19,27184430590
2023-04-20,27335892649
2023-04-21,27151329610
2023-04-24,27453752200
2023-04-25,27175904580
2023-04-26,27456259850
2023-04-27,27472308810
2023-04-28,27655868789
2023-05-01,26439906960
2023-05-02,26343649980
2023-05-03,25958125889
2023-05-04,25503138000
2023-05-05,25803320849
2023-05-08,25588975410
2023-05-09,25259518530
2023-05-10,25032272670
2023-05-11,25409361870
2023-05-12,25497183960
2023-05-15,25600883490
2023-05-16,24758386830
2023-05-17,25004487150
2023-05-18,25483787370
2023-05-19,24364427850
2023-05-22,23849899560
2023-05-23,23846426370
2023-05-24,23887112310
2023-05-25,24070199040
2023-05-26,20852536590
2023-05-30,20180722410
2023-05-31,20334535110
2023-06-01,20036833110
2023-06-02,20958220800
2023-06-05,20889253170
2023-06-06,20714601330
2023-06-07,20618344350
2023-06-08,20786545980
2023-06-09,21018753540
2023-06-12,21082759470
2023-06-13,22018039920
2023-06-14,22009108860
2023-06-15,22384213380
2023-06-16,22223950470
2023-06-20,22183264530
2023-06-21,22337077230
2023-06-22,22610963070
2023-06-23,22498828650
2023-06-26,23000952690
2023-06-27,22944389310
2023-06-28,22927023360
2023-06-29,23085797760
2023-06-30,23349512115
2023-07-03,23684674950
2023-07-05,23807725110
2023-07-06,23347279350
2023-07-07,23400865710
2023-07-10,23716926000
2023-07-11,23976919080
2023-07-12,24016612680
2023-07-13,23448498030
2023-07-14,23451475050
2023-07-17,23454948240
2023-07-18,23439566970
2023-07-19,23380026570
2023-07-20,22940419950
2023-07-21,22829277870
2023-07-24,22559361390
2023-07-25,22409021880
2023-07-26,22562834580
2023-07-27,22250743650
2023-07-28,22098915630
2023-07-31,21798313600
2023-08-01,21673345750
2023-08-02,21476827680
2023-08-03,21354310180
2023-08-04,21480748240
2023-08-07,21560629650
2023-08-08,21473397190
2023-08-09,21888976550
2023-08-10,21928672220
2023-08-11,21751756950
2023-08-14,22472649920
2023-08-15,22356993400
2023-08-16,22418742220
2023-08-17,21889956690
2023-08-18,22196740510
2023-08-21,21950725370
2023-08-22,21101434060
2023-08-23,21463105720
2023-08-24,20717219180
2023-08-25,19953200050
2023-08-28,20134035880
2023-08-29,20343295770
2023-08-30,20725060300
2023-08-31,20339375210
2023-09-01,20387402070
2023-09-05,20361918430
2023-09-06,20018869430
2023-09-07,20432978580
2023-09-08,20274685970
2023-09-11,20503548660
2023-09-12,20309971010
2023-09-13,20298699400
2023-09-14,20378580810
2023-09-15,20267824990
2023-09-18,19989465230
2023-09-19,20180102460
2023-09-20,20157069170
2023-09-21,19811079750
2023-09-22,19540561110
2023-09-25,19523898730
2023-09-26,19099008040
2023-09-27,19232307080
2023-09-28,19549382370
2023-09-29,19575846150
2023-10-02,19747370650
2023-10-03,19320274645
2023-10-04,19402361370
2023-10-05,19054901740
2023-10-06,19095087480
2023-10-09,19037259220
2023-10-10,19260731140
2023-10-11,19176439100
2023-10-12,18756449110
2023-10-13,18594726010
2023-10-16,18978450820
2023-10-17,18802025620
2023-10-18,18255107500
2023-10-19,18272750020
2023-10-20,18223252950
2023-10-23,18283531560
2023-10-24,18579043770
2023-10-25,18523665860
2023-10-26,18620699720
2023-10-27,18616289090
2023-10-30,18393140000
2023-10-31,18493535000
2023-11-01,18209810000
2023-11-02,18445520000
2023-11-03,18715180000
2023-11-06,18720030000
2023-11-07,19185630000
2023-11-08,19049830000
2023-11-09,18859225000
2023-11-10,18900935000
2023-11-13,18939250000
2023-11-14,19299605000
2023-11-15,20143505000
2023-11-16,19669175000
2023-11-17,19849595000
2023-11-20,19672085000
2023-11-21,19638620000
2023-11-22,19860265000
2023-11-24,20113920000
2023-11-27,20115375000
2023-11-28,20271060000
2023-11-29,20370485000
2023-11-30,20660515000
2023-12-01,22893455000
2023-12-04,23607860000
2023-12-05,23348870000
2023-12-06,23983735000
2023-12-07,23757725000
2023-12-08,23384760000
2023-12-11,23408040000
2023-12-12,23911955000
2023-12-13,23916320000
2023-12-14,23989555000
2023-12-15,23795555000
2023-12-18,23691280000
2023-12-19,23737355000
2023-12-20,23162145000
2023-12-21,23157295000
2023-12-22,22860960000
2023-12-26,23152930000
2023-12-27,23438110000
2023-12-28,23611740000
2023-12-29,23764515000
2024-01-02,23600585000
2024-01-03,22980270000
2024-01-04,22742620000
2024-01-05,22849320000
2024-01-08,23423560000
2024-01-09,23525410000
2024-01-10,23324135000
2024-01-11,23417255000
2024-01-12,23380880000
2024-01-16,23086485000
2024-01-17,22928860000
2024-01-18,23061750000
2024-01-19,22919645000
2024-01-22,23129650000
2024-01-23,23275150000
2024-01-24,23220345000
2024-01-25,23921170000
2024-01-26,23939115000
2024-01-29,24637515000
2024-01-30,24673890000
2024-01-31,24349425000
2024-02-01,24420720000
2024-02-02,24508505000
2024-02-05,24365430000
2024-02-06,24347000000
2024-02-07,24930940000
2024-02-08,25177320000
2024-02-09,25347555000
2024-02-12,25465409999
2024-02-13,25756409999
2024-02-14,25539615000
2024-02-15,25699180000
2024-02-16,25806365000
2024-02-20,26252565000
2024-02-21,26131315000
2024-02-22,26386909999
2024-02-23,26664330000
2024-02-26,26981520000
2024-02-27,27228385000
2024-02-28,27119260000
2024-02-29,26605159999
2024-03-01,26674030000
2024-03-04,26507190000
2024-03-05,26648810000
2024-03-06,26592549999
2024-03-07,26593520000
2024-03-08,26200670000
2024-03-11,26605159999
2024-03-12,26945145000
2024-03-13,27508229999
2024-03-14,27423840000
2024-03-15,25995030000
2024-03-18,25818005000
2024-03-19,25660380000
2024-03-20,25412060000
2024-03-21,25392174999
2024-03-22,25237945000
2024-03-25,24520145000
2024-03-26,24945490000
2024-03-27,24905720000
2024-03-28,25359680000
2024-04-01,25656985000
2024-04-02,25204479999
2024-04-03,21339030000
2024-04-04,21759040000
2024-04-05,21570375000
2024-04-08,21959830000
2024-04-09,22057800000
2024-04-10,21871075000
2024-04-11,21723635000
2024-04-12,21452520000
2024-04-15,21012140000
2024-04-16,20572245000
2024-04-17,20590675000
2024-04-18,20617835000
2024-04-19,20054750000
2024-04-22,20272030000
2024-04-23,20334595000
2024-04-24,19911675000
2024-04-25,19788485000
2024-04-26,19709915000
2024-04-29,19886940000
2024-04-30,19634740000
2024-05-01,19502335000
2024-05-02,19270505000
2024-05-03,19273415000
2024-05-06,19151680000
2024-05-07,19092995000
2024-05-08,18841280000
2024-05-09,19238495000
2024-05-10,19477115000
2024-05-13,19592060000
2024-05-14,19481480000
2024-05-15,19565385000
2024-05-16,19450440000
2024-05-17,19378660000
2024-05-20,18745250000
2024-05-21,18518755000
2024-05-22,18349005000
2024-05-23,18242790000
2024-05-24,18516330000
2024-05-28,18341881250
2024-05-29,18204725000
2024-05-30,18556037500
2024-05-31,19013706250
2024-06-03,18764418750
2024-06-04,18740356250
2024-06-05,18632075000
2024-06-06,18522350000
2024-06-07,18413106250
2024-06-10,18407812500
2024-06-11,18657581250
2024-06-12,18774525000
2024-06-13,19076268750
2024-06-14,18808212500
2024-06-17,18727843750
2024-06-18,18412143750
2024-06-20,18210500000
2024-06-21,18472781250
2024-06-24,18755275000
2024-06-25,18681643750
2024-06-26,18666725000
2024-06-27,18573843750
2024-06-28,18569993750
2024-07-01,18499731250
2024-07-02,18914087500
2024-07-03,18752868750
2024-07-05,18768750000
2024-07-08,19048837500
2024-07-09,19057981250
2024-07-10,19058943750
2024-07-11,19289462500
2024-07-12,19872737500
2024-07-15,19017075000
2024-07-16,19716812500
2024-07-17,19272618750
2024-07-18,18918900000
2024-07-19,18813025000
2024-07-22,18849118750
2024-07-23,18734581250
2024-07-24,17787481250
2024-07-25,17483812500
2024-07-26,17780262500
2024-07-29,17643106250
2024-07-30,17687381250
2024-07-31,17560331250
2024-08-01,16841343750
2024-08-02,16411106250
2024-08-05,15750349999
2024-08-06,15708962500
2024-08-07,15463043750
2024-08-08,15742168750
2024-08-09,15504431250
