,JBHT
2014-02-13,8610399009
2014-02-14,8534180034
2014-02-18,8479067852
2014-02-19,8374706486
2014-02-20,8401676277
2014-02-21,8442717264
2014-02-24,8401676277
2014-02-25,8422783070
2014-02-26,8338355897
2014-02-27,8340701097
2014-02-28,8427473468
2014-03-03,8344218895
2014-03-04,8477895252
2014-03-05,8525971837
2014-03-06,8658475594
2014-03-07,8722968573
2014-03-10,8698343981
2014-03-11,8569358022
2014-03-12,8530662235
2014-03-13,8430991267
2014-03-14,8378224284
2014-03-17,8384087283
2014-03-18,8323112102
2014-03-19,8324284702
2014-03-20,8231649332
2014-03-21,8221095935
2014-03-24,8204679541
2014-03-25,8184745347
2014-03-26,8178882349
2014-03-27,8204679541
2014-03-28,8204679541
2014-03-31,8382049811
2014-04-01,8511416820
2014-04-02,8645445703
2014-04-03,8601157899
2014-04-04,8548711814
2014-04-07,8396035434
2014-04-08,8426337616
2014-04-09,8486941981
2014-04-10,8386711685
2014-04-11,8334265601
2014-04-14,8658265857
2014-04-15,8672251480
2014-04-16,8834251609
2014-04-17,8835417077
2014-04-21,8903014253
2014-04-22,8949632995
2014-04-23,8875043008
2014-04-24,8862222854
2014-04-25,8796956615
2014-04-28,8794625678
2014-04-29,8798122083
2014-04-30,8869215665
2014-05-01,8985762520
2014-05-02,8967115023
2014-05-05,8923992687
2014-05-06,8919330813
2014-05-07,8921661750
2014-05-08,8834251609
2014-05-09,8829589734
2014-05-12,8963618618
2014-05-13,9027719388
2014-05-14,8982266114
2014-05-15,8970611429
2014-05-16,8961287680
2014-05-19,9051028759
2014-05-20,8971776897
2014-05-21,8926323624
2014-05-22,9030050325
2014-05-23,8999748143
2014-05-27,8974107835
2014-05-28,9042870479
2014-05-29,9072007193
2014-05-30,9051028759
2014-06-02,9044035948
2014-06-03,8951963932
2014-06-04,8960122212
2014-06-05,8960122212
2014-06-06,8962453149
2014-06-09,9021892045
2014-06-10,8974107835
2014-06-11,8897186910
2014-06-12,8781805524
2014-06-13,8810942238
2014-06-16,8808611300
2014-06-17,8838913483
2014-06-18,8897186910
2014-06-19,8911172533
2014-06-20,8974107835
2014-06-23,8870381134
2014-06-24,8757330684
2014-06-25,8793460209
2014-06-26,8568524779
2014-06-27,8563862905
2014-06-30,8643642114
2014-07-01,8595608863
2014-07-02,8641299028
2014-07-03,8694018450
2014-07-07,8697533079
2014-07-08,8655357541
2014-07-09,8685817651
2014-07-10,8607324290
2014-07-11,8656529084
2014-07-14,8703390792
2014-07-15,9013849610
2014-07-16,9186066389
2014-07-17,9088828344
2014-07-18,9154434735
2014-07-21,9147405479
2014-07-22,9252844323
2014-07-23,9249329695
2014-07-24,9339538484
2014-07-25,9282132891
2014-07-28,9264559750
2014-07-29,9168493248
2014-07-30,9196610273
2014-07-31,9051338977
2014-08-01,8931841621
2014-08-04,8921297736
2014-08-05,8908410766
2014-08-06,8840461289
2014-08-07,8787741867
2014-08-08,8915440023
2014-08-11,8940042420
2014-08-12,8938870877
2014-08-13,8937699334
2014-08-14,8856862887
2014-08-15,8853348259
2014-08-18,9025565037
2014-08-19,9011506525
2014-08-20,8922469279
2014-08-21,8918954651
2014-08-22,8883808369
2014-08-25,8955272475
2014-08-26,8858034430
2014-08-27,8791256495
2014-08-28,8865063686
2014-08-29,8851005174
2014-09-02,8906067681
2014-09-03,8906067681
2014-09-04,9013849610
2014-09-05,9012678068
2014-09-08,8990418756
2014-09-09,8909582309
2014-09-10,8788913410
2014-09-11,8817030435
2014-09-12,8828745862
2014-09-15,8753767129
2014-09-16,8743223244
2014-09-17,8682303023
2014-09-18,8663558340
2014-09-19,8718620847
2014-09-22,8626068973
2014-09-23,8544060984
2014-09-24,8522973215
2014-09-25,8534688642
2014-09-26,8694018450
2014-09-29,8669416054
2014-09-30,8630958471
2014-10-01,8545872722
2014-10-02,8692733055
2014-10-03,8823275574
2014-10-06,8705554195
2014-10-07,8517899325
2014-10-08,8661262984
2014-10-09,8514402651
2014-10-10,8401343505
2014-10-13,8310429966
2014-10-14,8563356095
2014-10-15,8584336143
2014-10-16,8709050870
2014-10-17,8731196476
2014-10-20,8725368685
2014-10-21,8967804790
2014-10-22,8949155859
2014-10-23,9037738282
2014-10-24,9014427118
2014-10-27,9123989589
2014-10-28,9191591965
2014-10-29,9227724269
2014-10-30,9147300753
2014-10-31,9297657761
2014-11-03,9330293391
2014-11-04,9558742798
2014-11-05,9422372488
2014-11-06,9453842560
2014-11-07,9319803367
2014-11-10,9455008118
2014-11-11,9353604555
2014-11-12,9475988166
2014-11-13,9386240184
2014-11-14,9366425695
2014-11-17,9296492203
2014-11-18,9316306692
2014-11-19,9338452298
2014-11-20,9442186978
2014-11-21,9496968213
2014-11-24,9538928308
2014-11-25,9494637097
2014-11-26,9536597192
2014-11-28,9619351824
2014-12-01,9406054674
2014-12-02,9473657049
2014-12-03,9458504793
2014-12-04,9472491491
2014-12-05,9488809306
2014-12-08,9395564650
2014-12-09,9374584602
2014-12-10,9318637809
2014-12-11,9385074626
2014-12-12,9576226171
2014-12-15,9675298618
2014-12-16,9593709544
2014-12-17,9685788642
2014-12-18,9834980091
2014-12-19,9770874390
2014-12-22,9846635673
2014-12-23,9899085792
2014-12-24,9896754676
2014-12-26,9897920234
2014-12-29,9907244700
2014-12-30,9869946837
2014-12-31,9819827835
2015-01-02,9699775340
2015-01-05,9540093867
2015-01-06,9375750160
2015-01-07,9360597904
2015-01-08,9471325933
2015-01-09,9418875814
2015-01-12,9309313343
2015-01-13,9333790065
2015-01-14,9139141846
2015-01-15,9123989589
2015-01-16,9303485552
2015-01-20,9496968213
2015-01-21,9562239472
2015-01-22,9817496718
2015-01-23,9676464176
2015-01-26,9643828546
2015-01-27,9519113819
2015-01-28,9382743510
2015-01-29,9341948973
2015-01-30,9279008830
2015-02-02,9466663700
2015-02-03,9557577240
2015-02-04,9557577240
2015-02-05,9695113107
2015-02-06,9561073914
2015-02-09,9460835909
2015-02-10,9453842560
2015-02-11,9441021420
2015-02-12,9533100517
2015-02-13,9660146361
2015-02-17,9702106456
2015-02-18,9690450874
2015-02-19,9662477478
2015-02-20,9924728073
2015-02-23,10001654914
2015-02-24,10058767266
2015-02-25,10027297194
2015-02-26,10026131636
2015-02-27,9965522610
2015-03-02,9973681517
2015-03-03,9883933536
2015-03-04,9776702181
2015-03-05,9838476766
2015-03-06,9857125697
2015-03-09,9852463464
2015-03-10,9763881041
2015-03-11,10117045176
2015-03-12,10071588406
2015-03-13,10112382943
2015-03-16,10408434726
2015-03-17,10343163466
2015-03-18,10403772493
2015-03-19,10321017861
2015-03-20,10491189358
2015-03-23,10357150165
2015-03-24,10228938763
2015-03-25,9984171541
2015-03-26,9952701469
2015-03-27,9882767977
2015-03-30,9945708120
2015-03-31,9927822760
2015-04-01,9909222624
2015-04-02,9784834212
2015-04-06,9854584724
2015-04-07,9845284655
2015-04-08,10016173408
2015-04-09,10049886155
2015-04-10,10191712194
2015-04-13,10198687245
2015-04-14,10674153230
2015-04-15,10660203128
2015-04-16,10616027804
2015-04-17,10483501833
2015-04-20,10636952958
2015-04-21,10695078384
2015-04-22,10669503196
2015-04-23,10633465432
2015-04-24,10570689972
2015-04-27,10376551049
2015-04-28,10361438438
2015-04-29,10206824805
2015-04-30,10137074294
2015-05-01,10245187586
2015-05-04,10263787723
2015-05-05,10126611717
2015-05-06,10138236802
2015-05-07,10149861888
2015-05-08,10163811990
2015-05-11,10160324464
2015-05-12,10038261070
2015-05-13,9976648118
2015-05-14,10201012263
2015-05-15,10303313012
2015-05-18,10342838302
2015-05-19,10294012944
2015-05-20,10087086428
2015-05-21,10053373680
2015-05-22,9909222624
2015-05-26,9849934689
2015-05-27,9918522692
2015-05-28,9833659570
2015-05-29,9767396585
2015-06-01,9724383769
2015-06-02,9841797130
2015-06-03,9941772863
2015-06-04,9933635303
2015-06-05,10005710831
2015-06-08,9858072249
2015-06-09,9863884792
2015-06-10,10018498425
2015-06-11,10105686564
2015-06-12,10027798493
2015-06-15,9932472794
2015-06-16,9918522692
2015-06-17,9905735098
2015-06-18,10034773544
2015-06-19,10120799175
2015-06-22,10185899652
2015-06-23,10182412126
2015-06-24,9877834894
2015-06-25,9755771499
2015-06-26,9744146414
2015-06-29,9654633258
2015-06-30,9407668985
2015-07-01,9497058458
2015-07-02,9409961023
2015-07-06,9399646853
2015-07-07,9564673572
2015-07-08,9426005288
2015-07-09,9628850629
2015-07-10,9697611762
2015-07-13,9827111896
2015-07-14,9759496782
2015-07-15,9695319724
2015-07-16,9717094083
2015-07-17,9705633894
2015-07-20,9581863855
2015-07-21,9662085177
2015-07-22,9555505421
2015-07-23,9361828230
2015-07-24,9422567231
2015-07-27,9396208797
2015-07-28,9515394760
2015-07-29,9643748875
2015-07-30,9678129441
2015-07-31,9640310818
2015-08-03,9673545366
2015-08-04,9687297592
2015-08-05,9654063045
2015-08-06,9414545099
2015-08-07,9209407719
2015-08-10,9230036059
2015-08-11,9220867908
2015-08-12,9216283832
2015-08-13,9177319191
2015-08-14,9208261700
2015-08-17,9185341323
2015-08-18,9162420945
2015-08-19,9107412039
2015-08-20,8946969396
2015-08-21,8730371827
2015-08-24,8564199090
2015-08-25,8290300577
2015-08-26,8351039578
2015-08-27,8424384786
2015-08-28,8424384786
2015-08-31,8340725408
2015-09-01,8196327029
2015-09-02,8486269806
2015-09-03,8635252260
2015-09-04,8557322976
2015-09-08,8783088696
2015-09-09,8661610695
2015-09-10,8675362921
2015-09-11,8773920545
2015-09-14,8693699223
2015-09-15,8942385320
2015-09-16,8995102189
2015-09-17,8938947264
2015-09-18,8861017980
2015-09-21,8899982622
2015-09-22,8670778846
2015-09-23,8637544298
2015-09-24,8427822843
2015-09-25,8454181277
2015-09-28,8230707596
2015-09-29,8224977501
2015-09-30,8135871492
2015-10-01,8179171648
2015-10-02,8272608827
2015-10-05,8345535407
2015-10-06,8392253997
2015-10-07,8478854309
2015-10-08,8585965222
2015-10-09,8671426058
2015-10-12,8628125901
2015-10-13,8286282561
2015-10-14,8556338800
2015-10-15,8536967677
2015-10-16,8584825745
2015-10-19,8671426058
2015-10-20,8764863237
2015-10-21,8792210704
2015-10-22,8771700104
2015-10-23,8942621774
2015-10-26,8876532062
2015-10-27,8625846946
2015-10-28,8648636502
2015-10-29,8770560626
2015-10-30,8702191958
2015-11-02,8728399948
2015-11-03,8649775979
2015-11-04,8595081045
2015-11-05,8535828199
2015-11-06,8726120992
2015-11-09,8535828199
2015-11-10,8613312690
2015-11-11,8515317599
2015-11-12,8442391020
2015-11-13,8449227887
2015-11-16,8556338800
2015-11-17,8647497024
2015-11-18,8835510861
2015-11-19,8842347728
2015-11-20,8827534516
2015-11-23,8803605482
2015-11-24,8813860783
2015-11-25,8895903184
2015-11-27,9001874620
2015-11-30,8915274307
2015-12-01,9028082609
2015-12-02,8889066317
2015-12-03,8775118537
2015-12-04,8845766161
2015-12-07,8625846946
2015-12-08,8397951386
2015-12-09,8456064753
2015-12-10,8408206686
2015-12-11,8337559062
2015-12-14,8381998696
2015-12-15,8313630028
2015-12-16,8430996242
2015-12-17,8270329872
2015-12-18,8046992223
2015-12-21,8098268724
2015-12-22,8223611282
2015-12-23,8280585172
2015-12-24,8314769506
2015-12-28,8304514206
2015-12-29,8376301307
2015-12-30,8321606373
2015-12-31,8264321795
2016-01-04,8034506958
2016-01-05,8117871163
2016-01-06,7989445225
2016-01-07,7764136561
2016-01-08,7681898899
2016-01-11,7587269260
2016-01-12,7627824819
2016-01-13,7404769242
2016-01-14,7385618005
2016-01-15,7343935903
2016-01-19,7352948249
2016-01-20,7403642699
2016-01-21,7546713700
2016-01-22,7685278529
2016-01-25,7753997671
2016-01-26,8042392761
2016-01-27,7882423610
2016-01-28,7913966823
2016-01-29,8189969936
2016-02-01,8257562535
2016-02-02,8072809431
2016-02-03,8144908203
2016-02-04,8451327986
2016-02-05,8422037860
2016-02-08,8471605766
2016-02-09,8462593419
2016-02-10,8256435992
2016-02-11,8220386606
2016-02-12,8384861930
2016-02-16,8511034782
2016-02-17,8684522453
2016-02-18,8714939123
2016-02-19,8647346524
2016-02-22,8711559493
2016-02-23,8577500838
2016-02-24,8539198365
2016-02-25,8691281713
2016-02-26,8792670612
2016-02-29,8594398988
2016-03-01,8752115053
2016-03-02,8710432950
2016-03-03,8845618148
2016-03-04,8943627417
2016-03-07,9006713843
2016-03-08,8819707652
2016-03-09,8985309520
2016-03-10,9121621262
2016-03-11,9278210783
2016-03-14,9252300287
2016-03-15,9207238554
2016-03-16,9284970043
2016-03-17,9514784880
2016-03-18,9768257127
2016-03-21,9729954654
2016-03-22,9656729339
2016-03-23,9691652181
2016-03-24,9689399095
2016-03-28,9479862037
2016-03-29,9513658337
2016-03-30,9478735494
2016-03-31,9492185018
2016-04-01,9520355082
2016-04-04,9498945833
2016-04-05,9345700681
2016-04-06,9373870746
2016-04-07,9319784221
2016-04-08,9349081089
2016-04-11,9373870746
2016-04-12,9492185018
2016-04-13,9733320772
2016-04-14,9647683775
2016-04-15,9626274526
2016-04-18,9831352597
2016-04-19,9967695711
2016-04-20,10022909038
2016-04-21,9681487853
2016-04-22,9691629076
2016-04-25,9573314804
2016-04-26,9638669354
2016-04-27,9720925943
2016-04-28,9542891134
2016-04-29,9338939865
2016-05-02,9397533600
2016-05-03,9423450060
2016-05-04,9273585315
2016-05-05,9260063684
2016-05-06,9368236733
2016-05-09,9456127335
2016-05-10,9613879697
2016-05-11,9391899587
2016-05-12,9327671840
2016-05-13,9118086558
2016-05-16,9136115399
2016-05-17,9166539069
2016-05-18,8993011470
2016-05-19,9023435140
2016-05-20,9158651451
2016-05-23,9129354584
2016-05-24,9097804111
2016-05-25,9159778254
2016-05-26,9166539069
2016-05-27,9255556474
2016-05-31,9320911024
2016-06-01,9261190487
2016-06-02,9228513212
2016-06-03,9240908040
2016-06-06,9304008985
2016-06-07,9349081089
2016-06-08,9374997548
2016-06-09,9209357568
2016-06-10,9122593768
2016-06-13,9060619626
2016-06-14,8927656920
2016-06-15,9026815548
2016-06-16,8938924946
2016-06-17,8994138273
2016-06-20,9116959755
2016-06-21,9029069153
2016-06-22,8970475418
2016-06-23,9098930914
2016-06-24,8817230266
2016-06-27,8667365522
2016-06-28,8818357069
2016-06-29,8991884668
2016-06-30,9079137876
2016-07-01,9134108562
2016-07-05,9049969758
2016-07-06,9164398531
2016-07-07,9248537335
2016-07-08,9535731120
2016-07-11,9534609269
2016-07-12,9571630343
2016-07-13,9596311058
2016-07-14,9570508492
2016-07-15,9566021089
2016-07-18,9117280801
2016-07-19,9064553817
2016-07-20,9148692621
2016-07-21,9137474114
2016-07-22,9350625751
2016-07-25,9290045812
2016-07-26,9451592316
2016-07-27,9333797990
2016-07-28,9330432438
2016-07-29,9325945035
2016-08-01,9256390290
2016-08-02,9140839666
2016-08-03,9170007785
2016-08-04,9120646353
2016-08-05,9202541456
2016-08-08,9184591844
2016-08-09,9213759963
2016-08-10,9201419605
2016-08-11,9219369216
2016-08-12,9255268440
2016-08-15,9233953276
2016-08-16,9242928082
2016-08-17,9245171783
2016-08-18,9241806231
2016-08-19,9370819064
2016-08-22,9240684380
2016-08-23,9216003664
2016-08-24,9199175904
2016-08-25,9129621159
2016-08-26,8996120923
2016-08-29,9039873101
2016-08-30,9044360504
2016-08-31,8906372866
2016-09-01,9045482355
2016-09-02,9000608326
2016-09-06,9016314236
2016-09-07,8992755371
2016-09-08,9015192385
2016-09-09,8733607855
2016-09-12,8998364625
2016-09-13,8906372866
2016-09-14,9020801639
2016-09-15,9147570770
2016-09-16,9125133756
2016-09-19,9111671547
2016-09-20,9039873101
2016-09-21,9027532743
2016-09-22,8925444328
2016-09-23,8841305524
2016-09-26,8826721464
2016-09-27,8819990360
2016-09-28,8886179553
2016-09-29,9019679788
2016-09-30,9031289403
2016-10-03,9062454809
2016-10-04,9042419906
2016-10-05,9079150562
2016-10-06,9059115659
2016-10-07,8987880445
2016-10-10,9045759056
2016-10-11,9104750717
2016-10-12,9044646006
2016-10-13,8896610328
2016-10-14,8906627780
2016-10-17,8731878897
2016-10-18,8791983608
2016-10-19,8655078432
2016-10-20,8637269629
2016-10-21,8716296194
2016-10-24,8765270403
2016-10-25,8775287855
2016-10-26,8937793186
2016-10-27,9019045851
2016-10-28,9009028399
2016-10-31,9083602763
2016-11-01,9129237822
2016-11-02,9081376663
2016-11-03,8946697587
2016-11-04,8935567085
2016-11-07,9196020835
2016-11-08,9429761379
2016-11-09,9585588408
2016-11-10,9802633199
2016-11-11,9982947333
2016-11-14,10135435212
2016-11-15,10166600618
2016-11-16,10163261467
2016-11-17,10178844170
2016-11-18,10181070270
2016-11-21,10203331275
2016-11-22,10153244015
2016-11-23,10342462551
2016-11-25,10455993672
2016-11-28,10364723555
2016-11-29,10409245563
2016-11-30,10615159852
2016-12-01,10802152288
2016-12-02,10722012672
2016-12-05,10871161401
2016-12-06,10919022560
2016-12-07,11126049899
2016-12-08,11206189514
2016-12-09,11051475535
2016-12-12,11034779781
2016-12-13,11020310129
2016-12-14,10975788120
2016-12-15,10909005108
2016-12-16,10796587037
2016-12-19,10892309355
2016-12-20,10907892058
2016-12-21,10797700087
2016-12-22,10814395840
2016-12-23,10848900396
2016-12-27,10909005108
2016-12-28,10805491438
2016-12-29,10834430744
2016-12-30,10804378388
2017-01-03,10643072909
2017-01-04,10758555254
2017-01-05,10689265847
2017-01-06,10744257440
2017-01-09,10654071227
2017-01-10,10747556935
2017-01-11,10857540121
2017-01-12,10893834573
2017-01-13,10919130706
2017-01-17,10776152564
2017-01-18,10781651723
2017-01-19,10378013430
2017-01-20,10395610740
2017-01-23,10393411077
2017-01-24,10611177785
2017-01-25,10837743148
2017-01-26,10861939449
2017-01-27,10874037599
2017-01-30,10880636590
2017-01-31,10897134068
2017-02-01,10813546847
2017-02-02,10694765006
2017-02-03,10960924316
2017-02-06,10945526670
2017-02-07,10834443652
2017-02-08,10799249033
2017-02-09,10868538440
2017-02-10,11039012378
2017-02-13,11037912546
2017-02-14,10943327007
2017-02-15,11072007334
2017-02-16,11076406662
2017-02-17,11112701113
2017-02-21,11088504812
2017-02-22,10815746511
2017-02-23,10702463829
2017-02-24,10978521626
2017-02-27,11011516582
2017-02-28,10797049369
2017-03-01,11013716246
2017-03-02,10761854750
2017-03-03,10761854750
2017-03-06,10838842980
2017-03-07,10624375767
2017-03-08,10643072909
2017-03-09,10578182829
2017-03-10,10629874926
2017-03-13,10475898466
2017-03-14,10386812085
2017-03-15,10458301156
2017-03-16,10389011749
2017-03-17,10332920324
2017-03-20,10218537811
2017-03-21,10075559669
2017-03-22,10085458156
2017-03-23,9987573120
2017-03-24,9928182200
2017-03-27,9958977492
2017-03-28,10155847395
2017-03-29,10026067235
2017-03-30,10107454793
2017-03-31,10039608458
2017-04-03,9890776242
2017-04-04,10063684257
2017-04-05,10107458439
2017-04-06,10095420539
2017-04-07,9967381059
2017-04-10,10201572928
2017-04-11,10025381849
2017-04-12,9866700442
2017-04-13,9755076280
2017-04-17,9751793216
2017-04-18,9733189189
2017-04-19,9731000480
2017-04-20,9824020615
2017-04-21,9953154450
2017-04-24,10107458439
2017-04-25,10082288284
2017-04-26,9932361714
2017-04-27,9964097995
2017-04-28,9811982715
2017-05-01,9697075490
2017-05-02,9810888361
2017-05-03,9769302889
2017-05-04,9690509363
2017-05-05,9710207744
2017-05-08,9617187609
2017-05-09,9587640037
2017-05-10,9486959420
2017-05-11,9419109439
2017-05-12,9397222349
2017-05-15,9400505412
2017-05-16,9409260248
2017-05-17,9140049034
2017-05-18,9195861115
2017-05-19,9207899015
2017-05-22,9219936915
2017-05-23,9309673986
2017-05-24,9252767551
2017-05-25,9300919150
2017-05-26,9251673196
2017-05-30,9404882830
2017-05-31,9343598977
2017-06-01,9413637667
2017-06-02,9409260248
2017-06-05,9466166684
2017-06-06,9437713466
2017-06-07,9621565027
2017-06-08,9652206954
2017-06-09,9680660172
2017-06-12,9825114970
2017-06-13,9911568978
2017-06-14,9834964161
2017-06-15,9880927051
2017-06-16,9803227879
2017-06-19,9815265779
2017-06-20,9585451328
2017-06-21,9476015875
2017-06-22,9461789266
2017-06-23,9496808611
2017-06-26,9573413428
2017-06-27,9597489228
2017-06-28,10000211695
2017-06-29,9946588323
2017-06-30,10029128165
2017-07-03,10231071651
2017-07-05,10234364208
2017-07-06,10124612313
2017-07-07,10278264966
2017-07-10,10177293223
2017-07-11,10039005835
2017-07-12,10091686745
2017-07-13,10015957937
2017-07-14,10080711555
2017-07-17,10265094739
2017-07-18,10098271858
2017-07-19,10064248771
2017-07-20,10045590949
2017-07-21,10048883506
2017-07-24,10046688468
2017-07-25,10246436917
2017-07-26,10272777372
2017-07-27,9970959660
2017-07-28,9918278751
2017-07-31,9955594395
2017-08-01,9823892121
2017-08-02,9838159867
2017-08-03,9799746704
2017-08-04,9935839054
2017-08-07,9950106800
2017-08-08,9977544774
2017-08-09,10115832162
2017-08-10,10108149529
2017-08-11,10393504456
2017-08-14,10570205007
2017-08-15,10687639535
2017-08-16,10678859383
2017-08-17,10633861106
2017-08-18,10605325613
2017-08-21,10684346978
2017-08-22,10744710520
2017-08-23,10655811485
2017-08-24,10597642981
2017-08-25,10718370065
2017-08-28,10878607832
2017-08-29,10981774613
2017-08-30,10951044083
2017-08-31,10853364896
2017-09-01,10903850768
2017-09-05,10822634365
2017-09-06,10875315275
2017-09-07,11056405902
2017-09-08,11177132986
2017-09-11,11139817342
2017-09-12,11149695013
2017-09-13,11039943118
2017-09-14,10956531677
2017-09-15,11147499975
2017-09-18,11278104730
2017-09-19,11268227059
2017-09-20,11442732572
2017-09-21,11487730849
2017-09-22,11606262896
2017-09-25,11516266342
2017-09-26,11752232916
2017-09-27,11949786327
2017-09-28,11951981365
2017-09-29,12191240496
2017-10-02,11961980341
2017-10-03,11970760582
2017-10-04,11925761849
2017-10-05,11729303964
2017-10-06,11713938543
2017-10-09,11623941077
2017-10-10,11652476859
2017-10-11,11598697885
2017-10-12,11891738416
2017-10-13,11415410362
2017-10-16,11155295733
2017-10-17,11242000609
2017-10-18,11463701685
2017-10-19,11501017708
2017-10-20,11697475592
2017-10-23,11788570589
2017-10-24,11667842280
2017-10-25,11659062039
2017-10-26,11949907511
2017-10-27,12030027206
2017-10-30,11552601622
2017-10-31,11676622521
2017-11-01,11653574389
2017-11-02,11785277999
2017-11-03,11767717517
2017-11-06,11835764382
2017-11-07,11705158303
2017-11-08,11453823914
2017-11-09,11194806816
2017-11-10,11178343864
2017-11-13,11258463560
2017-11-14,11246390729
2017-11-15,11144320432
2017-11-16,11302364763
2017-11-17,11133345131
2017-11-20,11164075973
2017-11-21,11328705485
2017-11-22,11415410362
2017-11-24,11431873313
2017-11-27,11374801749
2017-11-28,11637111438
2017-11-29,11923566789
2017-11-30,12197949309
2017-12-01,11964175402
2017-12-04,12094781481
2017-12-05,11993808714
2017-12-06,12117829613
2017-12-07,12248435692
2017-12-08,12348310930
2017-12-11,12215509790
2017-12-12,12208924609
2017-12-13,12278069004
2017-12-14,12225387561
2017-12-15,12332945508
2017-12-18,12383431892
2017-12-19,12373554121
2017-12-20,12374651652
2017-12-21,12371359061
2017-12-22,12570012006
2017-12-26,12612815679
2017-12-27,12673179833
2017-12-28,12647936641
2017-12-29,12619400859
2018-01-02,12741529693
2018-01-03,12827139075
2018-01-04,12829334188
2018-01-05,12761285704
2018-01-08,12954455592
2018-01-09,13204698401
2018-01-10,13182747277
2018-01-11,13272746884
2018-01-12,13287015115
2018-01-16,13240917755
2018-01-17,13242015311
2018-01-18,13329819806
2018-01-19,13566891940
2018-01-22,13762256941
2018-01-23,13784208064
2018-01-24,13790793401
2018-01-25,13608599075
2018-01-26,13722744918
2018-01-29,13363844047
2018-01-30,13249698204
2018-01-31,13261771322
2018-02-01,13257381098
2018-02-02,12969821379
2018-02-05,12581286491
2018-02-06,12723968794
2018-02-07,12945675143
2018-02-08,12601042502
2018-02-09,12633969187
2018-02-12,12718481013
2018-02-13,12987382277
2018-02-14,13170674160
2018-02-15,13250795761
2018-02-16,13234332418
2018-02-20,12973114047
2018-02-21,13060918542
2018-02-22,13138845030
2018-02-23,13292502895
2018-02-26,13519697025
2018-02-27,13238722643
2018-02-28,13013723626
2018-03-01,13010430957
2018-03-02,13206893513
2018-03-05,12886407109
2018-03-06,13013723626
2018-03-07,13049942980
2018-03-08,13027991856
2018-03-09,13368234272
2018-03-12,13260673766
2018-03-13,13389087839
2018-03-14,13149820592
2018-03-15,13145430367
2018-03-16,13203600845
2018-03-19,13191527727
2018-03-20,13255185985
2018-03-21,13235429974
2018-03-22,13041162530
2018-03-23,12951162924
2018-03-26,13190430171
2018-03-27,12617505845
2018-03-28,12613115620
2018-03-29,12857870648
2018-04-02,12613927300
2018-04-03,12811839995
2018-04-04,12616114181
2018-04-05,12443350614
2018-04-06,12020189217
2018-04-09,11941461516
2018-04-10,12184205262
2018-04-11,12365716352
2018-04-12,12484901345
2018-04-13,12330726263
2018-04-16,13093947592
2018-04-17,13030528055
2018-04-18,13267804600
2018-04-19,13260150518
2018-04-20,13076452547
2018-04-23,13156273689
2018-04-24,12947426592
2018-04-25,12878539853
2018-04-26,12820587517
2018-04-27,12959454435
2018-04-30,12840269442
2018-05-01,12675159957
2018-05-02,12727645092
2018-05-03,12748420457
2018-05-04,12839176002
2018-05-07,12913529943
2018-05-08,12991164204
2018-05-09,13198917861
2018-05-10,13438381287
2018-05-11,13630826779
2018-05-14,13532417152
2018-05-15,13476651697
2018-05-16,13681125033
2018-05-17,13743451130
2018-05-18,13871383645
2018-05-21,14006970243
2018-05-22,13629733339
2018-05-23,13625359578
2018-05-24,13899813093
2018-05-25,14038680011
2018-05-29,13929335981
2018-05-30,14150210922
2018-05-31,14006970243
2018-06-01,14175360049
2018-06-04,13941363825
2018-06-05,13867009884
2018-06-06,13861542683
2018-06-07,13916214698
2018-06-08,14070389780
2018-06-11,14243153347
2018-06-12,14304386004
2018-06-13,14148024041
2018-06-14,14176453489
2018-06-15,14240966467
2018-06-18,14137089638
2018-06-19,13919495019
2018-06-20,14048520974
2018-06-21,14017904645
2018-06-22,14010250563
2018-06-25,13564126921
2018-06-26,13448222249
2018-06-27,13285299645
2018-06-28,13256870197
2018-06-29,13290766846
2018-07-02,13363182180
2018-07-03,13320603413
2018-07-05,13261648197
2018-07-06,13323878703
2018-07-09,13590268936
2018-07-10,13560791328
2018-07-11,13293309332
2018-07-12,13193958876
2018-07-13,13300951674
2018-07-16,13224528247
2018-07-17,13271474067
2018-07-18,13257281144
2018-07-19,13273657593
2018-07-20,13238721169
2018-07-23,13310777544
2018-07-24,12782364131
2018-07-25,12978881516
2018-07-26,12971239173
2018-07-27,12975606226
2018-07-30,12862062848
2018-07-31,13090241367
2018-08-01,13041112021
2018-08-02,13364273943
2018-08-03,13189591823
2018-08-06,13248547038
2018-08-07,13394843314
2018-08-08,13309685780
2018-08-09,13287850515
2018-08-10,13222344720
2018-08-13,13116443685
2018-08-14,13272565830
2018-08-15,13244179985
2018-08-16,13281299936
2018-08-17,13356631600
2018-08-20,13475633794
2018-08-21,13526946667
2018-08-22,13531313720
2018-08-23,13482184374
2018-08-24,13516029035
2018-08-27,13514937271
2018-08-28,13285666989
2018-08-29,13238721169
2018-08-30,13080415498
2018-08-31,13183041243
2018-09-04,13098975473
2018-09-05,13436330317
2018-09-06,13437422081
2018-09-07,13426504448
2018-09-10,13913430858
2018-09-11,13808621586
2018-09-12,13677609996
2018-09-13,13523671377
2018-09-14,13599003042
2018-09-17,13368640996
2018-09-18,13471266741
2018-09-19,13329337519
2018-09-20,13036744968
2018-09-21,12991982675
2018-09-24,13144829530
2018-09-25,13082599024
2018-09-26,13220161194
2018-09-27,12931935696
2018-09-28,12985432095
