,DFS
2016-09-14,23094900000
2016-09-15,23191380000
2016-09-16,22950180000
2016-09-19,23014500000
2016-09-20,22897920000
2016-09-21,23090880000
2016-09-22,23235600000
2016-09-23,23070780000
2016-09-26,22805460000
2016-09-27,22942140000
2016-09-28,22934100000
2016-09-29,22520040000
2016-09-30,22167600000
2016-10-03,22191120000
2016-10-04,22151920000
2016-10-05,22383200000
2016-10-06,22214640000
2016-10-07,22108800000
2016-10-10,22132320000
2016-10-11,21752080000
2016-10-12,21759920000
2016-10-13,21367920000
2016-10-14,21489440000
2016-10-17,21352240000
2016-10-18,21485520000
2016-10-19,21701120000
2016-10-20,21779520000
2016-10-21,21697200000
2016-10-24,22112720000
2016-10-25,22006880000
2016-10-26,22300880000
2016-10-27,22234240000
2016-10-28,22175440000
2016-10-31,22081360000
2016-11-01,21975520000
2016-11-02,21842240000
2016-11-03,21959840000
2016-11-04,21979440000
2016-11-07,22634080000
2016-11-08,22445920000
2016-11-09,23633680000
2016-11-10,24931200000
2016-11-11,25311439999
2016-11-14,26146400000
2016-11-15,26001360000
2016-11-16,25578000000
2016-11-17,25875920000
2016-11-18,25966079999
2016-11-21,26118960000
2016-11-22,26326720000
2016-11-23,26765760000
2016-11-25,26816720000
2016-11-28,26558000000
2016-11-29,26507040000
2016-11-30,26565840000
2016-12-01,26679520000
2016-12-02,26365920000
2016-12-05,26440400000
2016-12-06,26804960000
2016-12-07,28075040000
2016-12-08,28243600000
2016-12-09,28545439999
2016-12-12,28098560000
2016-12-13,28161280000
2016-12-14,27922160000
2016-12-15,28408240000
2016-12-16,28102480000
2016-12-19,28294560000
2016-12-20,28686560000
2016-12-21,28572880000
2016-12-22,28388640000
2016-12-23,28474880000
2016-12-27,28545439999
2016-12-28,28188720000
2016-12-29,28165199999
2016-12-30,28259280000
2017-01-03,28073780000
2017-01-04,28540840000
2017-01-05,28139400000
2017-01-06,27815160000
2017-01-09,27645320000
2017-01-10,27834460000
2017-01-11,27656900000
2017-01-12,27525660000
2017-01-13,27660760000
2017-01-17,26981400000
2017-01-18,27158960000
2017-01-19,27020000000
2017-01-20,27097200000
2017-01-23,26742080000
2017-01-24,26973680000
2017-01-25,26715059999
2017-01-26,26769099999
2017-01-27,26657160000
2017-01-30,26877180000
2017-01-31,26742080000
2017-02-01,26545220000
2017-02-02,26271160000
2017-02-03,26772960000
2017-02-06,26745940000
2017-02-07,26444860000
2017-02-08,26309760000
2017-02-09,26614700000
2017-02-10,26564519999
2017-02-13,26857880000
2017-02-14,27348099999
2017-02-15,27375120000
2017-02-16,27344240000
2017-02-17,27521800000
2017-02-21,27517940000
2017-02-22,27471620000
2017-02-23,27583559999
2017-02-24,27490920000
2017-02-27,27649180000
2017-02-28,27460040000
2017-03-01,27946400000
2017-03-02,27429160000
2017-03-03,27560400000
2017-03-06,27336519999
2017-03-07,27398280000
2017-03-08,27544960000
2017-03-09,27517940000
2017-03-10,27606720000
2017-03-13,27529519999
2017-03-14,27714800000
2017-03-15,27263180000
2017-03-16,27406000000
2017-03-17,27139660000
2017-03-20,26973680000
2017-03-21,26093599999
2017-03-22,26116760000
2017-03-23,26024120000
2017-03-24,25943059999
2017-03-27,25780940000
2017-03-28,26205540000
2017-03-29,26116760000
2017-03-30,26502760000
2017-03-31,25919810000
2017-04-03,25753050000
2017-04-04,25411950000
2017-04-05,25059480000
2017-04-06,25214870000
2017-04-07,25006420000
2017-04-10,24797970000
2017-04-11,25025370000
2017-04-12,24813130000
2017-04-13,24547830000
2017-04-17,24892720000
2017-04-18,24650160000
2017-04-19,24623630000
2017-04-20,25275510000
2017-04-21,25101170000
2017-04-24,25358890000
2017-04-25,25499120000
2017-04-26,24722170000
2017-04-27,24377279999
2017-04-28,23721610000
2017-05-01,23486630000
2017-05-02,23471470000
2017-05-03,23172060000
2017-05-04,22948450000
2017-05-05,22853700000
2017-05-08,22902970000
2017-05-09,23005300000
2017-05-10,22857490000
2017-05-11,22830960000
2017-05-12,22842330000
2017-05-15,23046990000
2017-05-16,22804430000
2017-05-17,22300360000
2017-05-18,22467120000
2017-05-19,22781690000
2017-05-22,22630090000
2017-05-23,22641460000
2017-05-24,22436800000
2017-05-25,22376160000
2017-05-26,22664200000
2017-05-30,22307940000
2017-05-31,22247300000
2017-06-01,22387530000
2017-06-02,22326890000
2017-06-05,22368580000
2017-06-06,22243510000
2017-06-07,22501230000
2017-06-08,22637670000
2017-06-09,22956030000
2017-06-12,23016670000
2017-06-13,23255440000
2017-06-14,22978770000
2017-06-15,23012880000
2017-06-16,23156900000
2017-06-19,23172060000
2017-06-20,23035620000
2017-06-21,22876440000
2017-06-22,22830960000
2017-06-23,22755160000
2017-06-26,22971190000
2017-06-27,23145530000
2017-06-28,23452520000
2017-06-29,23312290000
2017-06-30,23072490000
2017-07-03,23102170000
2017-07-05,22820210000
2017-07-06,22705200000
2017-07-07,22768270000
2017-07-10,22668100000
2017-07-11,22541960000
2017-07-12,22682940000
2017-07-13,22786820000
2017-07-14,22727460000
2017-07-17,22656970000
2017-07-18,22645840000
2017-07-19,22682940000
2017-07-20,22768270000
2017-07-21,23198630000
2017-07-24,23198630000
2017-07-25,23666090000
2017-07-26,23421230000
2017-07-27,22423240000
2017-07-28,22356460000
2017-07-31,22608740000
2017-08-01,22486310000
2017-08-02,22549380000
2017-08-03,22430660000
2017-08-04,22645840000
2017-08-07,22775690000
2017-08-08,22987160000
2017-08-09,22727460000
2017-08-10,22297100000
2017-08-11,22126440000
2017-08-14,22445500000
2017-08-15,22953770000
2017-08-16,22894410000
2017-08-17,22222900000
2017-08-18,22048530000
2017-08-21,21989170000
2017-08-22,22074500000
2017-08-23,22004010000
2017-08-24,22063370000
2017-08-25,22144990000
2017-08-28,21926100000
2017-08-29,21684950000
2017-08-30,21877870000
2017-08-31,21870450000
2017-09-01,22107890000
2017-09-05,21681240000
2017-09-06,21837060000
2017-09-07,21551390000
2017-09-08,21391860000
2017-09-11,21588490000
2017-09-12,21514290000
2017-09-13,21996590000
2017-09-14,21759150000
2017-09-15,22048530000
2017-09-18,22352750000
2017-09-19,22441790000
2017-09-20,22386140000
2017-09-21,22445500000
2017-09-22,22783110000
2017-09-25,22968610000
2017-09-26,23257990000
2017-09-27,23766260000
2017-09-28,23877560000
2017-09-29,23922080000
2017-10-02,23587920000
2017-10-03,23797880000
2017-10-04,23707380000
2017-10-05,23881140000
2017-10-06,23801500000
2017-10-09,23667560000
2017-10-10,23653080000
2017-10-11,23472080000
2017-10-12,23099220000
2017-10-13,23124560000
2017-10-16,23656699999
2017-10-17,23406920000
2017-10-18,23671180000
2017-10-19,23768920000
2017-10-20,24098339999
2017-10-23,24196080000
2017-10-24,24395180000
2017-10-25,23584300000
2017-10-26,24141780000
2017-10-27,24174360000
2017-10-30,24076620000
2017-10-31,24083860000
2017-11-01,24217800000
2017-11-02,24228660000
2017-11-03,24413280000
2017-11-06,24261240000
2017-11-07,24051280000
2017-11-08,23924580000
2017-11-09,23700140000
2017-11-10,23443120000
2017-11-13,23530000000
2017-11-14,23244019999
2017-11-15,23627740000
2017-11-16,23464839999
2017-11-17,23551720000
2017-11-20,23826839999
2017-11-21,23761680000
2017-11-22,23711000000
2017-11-24,23674800000
2017-11-27,23653080000
2017-11-28,24482060000
2017-11-29,24981620000
2017-11-30,25557199999
2017-12-01,25745440000
2017-12-04,26585280000
2017-12-05,26491160000
2017-12-06,26404280000
2017-12-07,26588900000
2017-12-08,26715600000
2017-12-11,26914699999
2017-12-12,27182580000
2017-12-13,26722839999
2017-12-14,26668540000
2017-12-15,27001580000
2017-12-18,27497519999
2017-12-19,27493900000
2017-12-20,27417880000
2017-12-21,27526480000
2017-12-22,27921060000
2017-12-26,27968120000
2017-12-27,27859519999
2017-12-28,28055000000
2017-12-29,27845040000
2018-01-02,27303050000
2018-01-03,27505400000
2018-01-04,27778750000
2018-01-05,27746800000
2018-01-08,27537349999
2018-01-09,27775200000
2018-01-10,28211850000
2018-01-11,28527800000
2018-01-12,28581050000
2018-01-16,28023700000
2018-01-17,28020150000
2018-01-18,27768100000
2018-01-19,27803599999
2018-01-22,27998850000
2018-01-23,27945600000
2018-01-24,27952700000
2018-01-25,28506500000
2018-01-26,28747900000
2018-01-29,28865050000
2018-01-30,28300600000
2018-01-31,28329000000
2018-02-01,28620100000
2018-02-02,28034350000
2018-02-05,26582400000
2018-02-06,27029700000
2018-02-07,27203650000
2018-02-08,25702000000
2018-02-09,26309050000
2018-02-12,26962250000
2018-02-13,27157500000
2018-02-14,27551550000
2018-02-15,27892349999
2018-02-16,28233150000
2018-02-20,28268650000
2018-02-21,27899450000
2018-02-22,27601250000
2018-02-23,28194100000
2018-02-26,28552650000
2018-02-27,28243800000
2018-02-28,27984650000
2018-03-01,26699549999
2018-03-02,26923200000
2018-03-05,27359849999
2018-03-06,27267550000
2018-03-07,27203650000
2018-03-08,27370499999
2018-03-09,27839100000
2018-03-12,27743250000
2018-03-13,27452150000
2018-03-14,27143299999
2018-03-15,26756350000
2018-03-16,27171700000
2018-03-19,26994200000
2018-03-20,26752800000
2018-03-21,26575300000
2018-03-22,25520950000
2018-03-23,24874849999
2018-03-26,25485450000
2018-03-27,24931650000
2018-03-28,24949400000
2018-03-29,25535150000
2018-04-02,24213840000
2018-04-03,24568799999
2018-04-04,24948120000
2018-04-05,25101240000
2018-04-06,24478320000
2018-04-09,24593160000
2018-04-10,25021200000
2018-04-11,24673200000
2018-04-12,24920280000
2018-04-13,24547920000
2018-04-16,24902880000
2018-04-17,25028160000
2018-04-18,25087320000
2018-04-19,25504920000
2018-04-20,25515359999
2018-04-23,25511880000
2018-04-24,25369200000
2018-04-25,25007280000
2018-04-26,25184760000
2018-04-27,24784560000
2018-04-30,24795000000
2018-05-01,24540960000
2018-05-02,24534000000
2018-05-03,24220799999
2018-05-04,24662760000
2018-05-07,25000320000
2018-05-08,25358760000
2018-05-09,25793760000
2018-05-10,26058240000
2018-05-11,26228760000
2018-05-14,26256600000
2018-05-15,26555880000
2018-05-16,26945640000
2018-05-17,27084840000
2018-05-18,26876040000
2018-05-21,27084840000
2018-05-22,27220560000
2018-05-23,26837760000
2018-05-24,26768160000
2018-05-25,26448000000
2018-05-29,25337880000
2018-05-30,25745040000
2018-05-31,25703280000
2018-06-01,25755480000
2018-06-04,26086079999
2018-06-05,25919040000
2018-06-06,26249640000
2018-06-07,26287920000
2018-06-08,26232240000
2018-06-11,26193960000
2018-06-12,26207880000
2018-06-13,26044320000
2018-06-14,26169600000
2018-06-15,25950359999
2018-06-18,25957320000
2018-06-19,25731120000
2018-06-20,25532760000
2018-06-21,25414440000
2018-06-22,25550160000
2018-06-25,25156920000
2018-06-26,24843720000
2018-06-27,24394799999
2018-06-28,24415680000
2018-06-29,24502680000
2018-07-02,24262150000
2018-07-03,24054140000
2018-07-05,24067780000
2018-07-06,24020040000
2018-07-09,24558820000
2018-07-10,24408780000
2018-07-11,24292840000
2018-07-12,24204180000
2018-07-13,23832490000
2018-07-16,24060960000
2018-07-17,24245099999
2018-07-18,24582690000
2018-07-19,24384910000
2018-07-20,24572460000
2018-07-23,24937330000
2018-07-24,24930510000
2018-07-25,24804340000
2018-07-26,24531540000
2018-07-27,24947560000
2018-07-30,24517900000
2018-07-31,24350810000
2018-08-01,24384910000
2018-08-02,24500849999
2018-08-03,25008940000
2018-08-06,24940740000
2018-08-07,25506800000
2018-08-08,25745500000
2018-08-09,25803470000
2018-08-10,25411320000
2018-08-13,25346530000
2018-08-14,25817109999
2018-08-15,25711400000
2018-08-16,26359300000
2018-08-17,26570720000
2018-08-20,26775320000
2018-08-21,27020840000
2018-08-22,26898080000
2018-08-23,26567310000
2018-08-24,26690070000
2018-08-27,26959460000
2018-08-28,26768500000
2018-08-29,26775320000
2018-08-30,26546849999
2018-08-31,26638920000
2018-09-04,26795780000
2018-09-05,26778730000
2018-09-06,26505930000
2018-09-07,26413859999
2018-09-10,26642330000
2018-09-11,26898080000
2018-09-12,26451369999
2018-09-13,26291099999
2018-09-14,26543440000
2018-09-17,26447960000
2018-09-18,26696890000
2018-09-19,26857160000
2018-09-20,27058349999
2018-09-21,27276590000
2018-09-24,26877619999
2018-09-25,26802599999
2018-09-26,26407040000
2018-09-27,26291099999
2018-09-28,26069450000
2018-10-01,25704550000
2018-10-02,25905550000
2018-10-03,26133350000
2018-10-04,26042900000
2018-10-05,25734699999
2018-10-08,25795000000
2018-10-09,25657650000
2018-10-10,25299200000
2018-10-11,24850300000
2018-10-12,24970900000
2018-10-15,24793350000
2018-10-16,25326000000
2018-10-17,25423150000
2018-10-18,25104900000
2018-10-19,25470050000
2018-10-22,24897199999
2018-10-23,24793350000
2018-10-24,24237250000
2018-10-25,24528700000
2018-10-26,22585700000
2018-10-29,22753200000
2018-10-30,23175300000
2018-10-31,23339450000
2018-11-01,23486850000
2018-11-02,23027900000
2018-11-05,23175300000
2018-11-06,23305949999
2018-11-07,23697900000
2018-11-08,23855349999
2018-11-09,23637600000
2018-11-12,23228900000
2018-11-13,23429900000
2018-11-14,23178650000
2018-11-15,23691200000
2018-11-16,23691200000
2018-11-19,23443300000
2018-11-20,22860400000
2018-11-21,23051350000
2018-11-23,22950850000
2018-11-26,23667750000
2018-11-27,23748150000
2018-11-28,24136750000
2018-11-29,23858700000
2018-11-30,23885500000
2018-12-03,24016150000
2018-12-04,22237300000
2018-12-06,22274150000
2018-12-07,21721400000
2018-12-10,21687900000
2018-12-11,21329450000
2018-12-12,21490250000
2018-12-13,21192100000
2018-12-14,20709700000
2018-12-17,20066500000
2018-12-18,19939200000
2018-12-19,19564000000
2018-12-20,19426650000
2018-12-21,18894000000
2018-12-24,18455150000
2018-12-26,19473550000
2018-12-27,19721450000
2018-12-28,19533850000
2018-12-31,19345440000
2019-01-02,19486480000
2019-01-03,19158480000
2019-01-04,20103120000
2019-01-07,20135920000
2019-01-08,20172000000
2019-01-09,20378640000
2019-01-10,20496720000
2019-01-11,20513120000
2019-01-14,20726320000
2019-01-15,20644320000
2019-01-16,21110080000
2019-01-17,21169120000
2019-01-18,21769360000
2019-01-22,21687360000
2019-01-23,21700480000
2019-01-24,21707040000
2019-01-25,21887440000
2019-01-28,22094080000
2019-01-29,21903840000
2019-01-30,22212160000
2019-01-31,22136720000
2019-02-01,22435200000
2019-02-04,22671360000
2019-02-05,22691040000
2019-02-06,22638560000
2019-02-07,22605760000
2019-02-08,22307280000
2019-02-11,22264640000
2019-02-12,22868160000
2019-02-13,23019040000
2019-02-14,22858320000
2019-02-15,23383120000
2019-02-19,23481520000
2019-02-20,23491360000
2019-02-21,23356879999
2019-02-22,23438879999
2019-02-25,23297840000
2019-02-26,23212560000
2019-02-27,23370000000
2019-02-28,23488080000
2019-03-01,23563520000
2019-03-04,23432320000
2019-03-05,23297840000
2019-03-06,23386400000
2019-03-07,22930480000
2019-03-08,22920640000
2019-03-11,23245360000
2019-03-12,23402800000
2019-03-13,23655360000
2019-03-14,23727520000
2019-03-15,23996480000
2019-03-18,24160480000
2019-03-19,24150640000
2019-03-20,23452000000
2019-03-21,23753760000
2019-03-22,23074800000
2019-03-25,22881280000
2019-03-26,23150240000
2019-03-27,23117440000
2019-03-28,23196160000
2019-03-29,23340480000
2019-04-01,23667000000
2019-04-02,23757160000
2019-04-03,23821560000
2019-04-04,23902060000
2019-04-05,24133900000
2019-04-08,24088820000
2019-04-09,23882740000
2019-04-10,23998660000
2019-04-11,24108140000
2019-04-12,24539619999
2019-04-15,24410820000
2019-04-16,24777900000
2019-04-17,24748920000
2019-04-18,24842300000
2019-04-22,24758580000
2019-04-23,24858400000
2019-04-24,24800440000
2019-04-25,24964660000
2019-04-26,26143180000
2019-04-29,26223680000
2019-04-30,26239780000
2019-05-01,26114200000
2019-05-02,26127080000
2019-05-03,26490940000
2019-05-06,26413660000
2019-05-07,25911340000
2019-05-08,25457320000
2019-05-09,25438000000
2019-05-10,25586119999
2019-05-13,24671640000
2019-05-14,25000080000
2019-05-15,24868060000
2019-05-16,25154640000
2019-05-17,24887380000
2019-05-20,25058039999
2019-05-21,25328520000
2019-05-22,25260900000
2019-05-23,24649100000
2019-05-24,24761800000
2019-05-28,24536400000
2019-05-29,24639440000
2019-05-30,24449460000
2019-05-31,24005100000
2019-06-03,24056619999
2019-06-04,24868060000
2019-06-05,25025840000
2019-06-06,25148200000
2019-06-07,25161080000
2019-06-10,25177180000
2019-06-11,25360720000
2019-06-12,24935680000
2019-06-13,24938900000
2019-06-14,24938900000
2019-06-17,24755360000
2019-06-18,25058039999
2019-06-19,24797220000
2019-06-20,25241580000
2019-06-21,25238360000
2019-06-24,24983980000
2019-06-25,24929240000
2019-06-26,24983980000
2019-06-27,24983980000
2019-06-28,24983980000
2019-07-01,24909860000
2019-07-02,25001790000
2019-07-03,25480460000
2019-07-05,25423400000
2019-07-08,25448760000
2019-07-09,25524840000
2019-07-10,25391700000
2019-07-11,25547030000
2019-07-12,25768930000
2019-07-15,25686510000
2019-07-16,25657980000
2019-07-17,25366340000
2019-07-18,25876710000
2019-07-19,25911580000
2019-07-22,26098610000
2019-07-23,26780160000
2019-07-24,29164000000
2019-07-25,29087920000
2019-07-26,29452470000
2019-07-29,29091090000
2019-07-30,28862850000
2019-07-31,28447580000
2019-08-01,27775540000
2019-08-02,27477560000
2019-08-05,26374400000
2019-08-06,26726270000
2019-08-07,26555090000
2019-08-08,26827710000
2019-08-09,26624830000
2019-08-12,25854520000
2019-08-13,26295150000
2019-08-14,25176140000
2019-08-15,25052510000
2019-08-16,25470950000
2019-08-19,25638960000
2019-08-20,25280750000
2019-08-21,25287090000
2019-08-22,25258560000
2019-08-23,24332920000
2019-08-26,24745020000
2019-08-27,24564330000
2019-08-28,25030319999
2019-08-29,25360000000
2019-08-30,25350490000
2019-09-03,24871819999
2019-09-04,25147610000
2019-09-05,25936939999
2019-09-06,26073250000
2019-09-09,26776990000
2019-09-10,26729439999
2019-09-11,26751630000
2019-09-12,26786500000
2019-09-13,26875260000
2019-09-16,26498030000
2019-09-17,26596300000
2019-09-18,26726270000
2019-09-19,26545580000
2019-09-20,26291980000
2019-09-23,26409270000
2019-09-24,25994000000
2019-09-25,25914750000
2019-09-26,25787950000
2019-09-27,25838670000
2019-09-30,25300080000
2019-10-01,24629280000
2019-10-02,23964720000
2019-10-03,23871120000
2019-10-04,24301680000
2019-10-07,24242400000
2019-10-08,23453040000
2019-10-09,23755680000
2019-10-10,23868000000
2019-10-11,24136320000
2019-10-14,24258000000
2019-10-15,24632400000
2019-10-16,24510720000
2019-10-17,24719760000
2019-10-18,24629280000
2019-10-21,25097280000
2019-10-22,25318800000
2019-10-23,25122240000
2019-10-24,24878880000
2019-10-25,25003680000
2019-10-28,25406160000
2019-10-29,25340640000
2019-10-30,25318800000
2019-10-31,25041120000
2019-11-01,25496640000
2019-11-04,25789920000
2019-11-05,25927200000
2019-11-06,25952160000
2019-11-07,26317200000
2019-11-08,26429519999
2019-11-11,26245440000
2019-11-12,26348400000
2019-11-13,26304720000
2019-11-14,26460720000
2019-11-15,26370240000
2019-11-18,26254800000
2019-11-19,26179920000
2019-11-20,25852320000
2019-11-21,25871040000
2019-11-22,26167440000
2019-11-25,26576160000
2019-11-26,26435760000
2019-11-27,26557440000
2019-11-29,26479440000
2019-12-02,26226720000
2019-12-03,25883519999
2019-12-04,26092560000
2019-12-05,25936560000
2019-12-06,26304720000
2019-12-09,26273519999
2019-12-10,26476320000
2019-12-11,26279760000
2019-12-12,26950560000
2019-12-13,27044160000
2019-12-16,26872560000
2019-12-17,26991120000
2019-12-18,26991120000
2019-12-19,26931839999
2019-12-20,27050400000
2019-12-23,26626080000
2019-12-24,26607360000
2019-12-26,26672880000
2019-12-27,26504400000
2019-12-30,26373360000
2019-12-31,26124559999
2020-01-02,26272400000
2020-01-03,25835040000
2020-01-06,25379200000
2020-01-07,25098920000
2020-01-08,25369960000
2020-01-09,25696440000
2020-01-10,25465440000
2020-01-13,25527040000
2020-01-14,25576320000
2020-01-15,25662559999
2020-01-16,25761120000
2020-01-17,26007520000
2020-01-21,25773440000
2020-01-22,26284720000
2020-01-23,26441800000
2020-01-24,23497320000
2020-01-27,22764280000
2020-01-28,23170840000
2020-01-29,23346400000
2020-01-30,23521960000
2020-01-31,23140040000
2020-02-03,23127720000
2020-02-04,23346400000
2020-02-05,23833040000
2020-02-06,23515800000
2020-02-07,23189320000
2020-02-10,23355640000
2020-02-11,23331000000
2020-02-12,23420320000
2020-02-13,23469600000
2020-02-14,23537360000
2020-02-18,23207800000
2020-02-19,23272480000
2020-02-20,23343320000
2020-02-21,23198559999
2020-02-24,22530200000
2020-02-25,21402920000
2020-02-26,21252000000
2020-02-27,20383440000
2020-02-28,20198640000
2020-03-02,20907040000
2020-03-03,19807480000
2020-03-04,20540520000
2020-03-05,19887559999
2020-03-06,19274640000
2020-03-09,16866080000
2020-03-10,17768520000
2020-03-11,16385600000
2020-03-12,13823040000
2020-03-13,15942080000
2020-03-16,11663960000
2020-03-17,11355960000
2020-03-18,8316000000
2020-03-19,8725640000
2020-03-20,7777000000
2020-03-23,8208200000
2020-03-24,10404240000
2020-03-25,11534600000
2020-03-26,12846680000
2020-03-27,11830279999
2020-03-30,11577720000
2020-03-31,10864280566
2020-04-01,9603329583
2020-04-02,9438857716
2020-04-03,8689596987
2020-04-06,10191164220
2020-04-07,10660213620
2020-04-08,11336375741
2020-04-09,11942485029
2020-04-13,11019615107
2020-04-14,10821639711
2020-04-15,10044967005
2020-04-16,9652061989
2020-04-17,10672396721
2020-04-20,10727220677
2020-04-21,10447009347
2020-04-22,10705900249
2020-04-23,10605389664
2020-04-24,11034843984
2020-04-27,11403382798
2020-04-28,12201375931
2020-04-29,13983154494
2020-04-30,13087696550
2020-05-01,12600372498
2020-05-04,12600372498
2020-05-05,12518136565
2020-05-06,11921164602
2020-05-07,12329298495
2020-05-08,13011552167
2020-05-11,12323206944
2020-05-12,11939439254
2020-05-13,11083576389
2020-05-14,11948576580
2020-05-15,11573946216
2020-05-18,12505953463
2020-05-19,12106956897
2020-05-20,12490724587
2020-05-21,12411534429
2020-05-22,12326252720
2020-05-26,13425777610
2020-05-27,15107045587
2020-05-28,15067450508
2020-05-29,14470478545
2020-06-01,15180144194
2020-06-02,15956816901
2020-06-03,17403560178
2020-06-04,17744687014
2020-06-05,18463489989
2020-06-08,18667556936
2020-06-09,17924387758
2020-06-10,16739581158
2020-06-11,15049175856
2020-06-12,16139563420
2020-06-15,16614704370
2020-06-16,17031975589
2020-06-17,16776130462
2020-06-18,16395408547
2020-06-19,16364950794
2020-06-22,16453278278
2020-06-23,16709123405
2020-06-24,15475584400
2020-06-25,15856306315
2020-06-26,14823788482
2020-06-29,15021763878
2020-06-30,15327540000
2020-07-01,14755320000
2020-07-02,14948100000
2020-07-06,15486660000
2020-07-07,14733900000
2020-07-08,14896080000
2020-07-09,14213700000
2020-07-10,14804280000
2020-07-13,14743080000
2020-07-14,14541120000
2020-07-15,15407100000
2020-07-16,15388740000
2020-07-17,14990940000
2020-07-20,14531940000
2020-07-21,14997060000
2020-07-22,15514200000
2020-07-23,15798780000
2020-07-24,15550920000
2020-07-27,15838560000
2020-07-28,15333660000
2020-07-29,15859980000
2020-07-30,15425459999
2020-07-31,15125580000
2020-08-03,15147000000
2020-08-04,14908320000
2020-08-05,15437700000
2020-08-06,15333660000
2020-08-07,15725340000
2020-08-10,16453620000
2020-08-11,17062560000
2020-08-12,16673940000
2020-08-13,16349580000
2020-08-14,16615800000
2020-08-17,16092540000
2020-08-18,15587640000
2020-08-19,15547860000
2020-08-20,15281640000
2020-08-21,15168420000
2020-08-24,16031340000
2020-08-25,15979320000
2020-08-26,15768180000
2020-08-27,16435260000
2020-08-28,16600500000
2020-08-31,16242480000
2020-09-01,16208820000
2020-09-02,16426080000
2020-09-03,16958520000
2020-09-04,17478720000
2020-09-08,16863660000
2020-09-09,16842240000
2020-09-10,16545420000
2020-09-11,16750440000
2020-09-14,17744940000
2020-09-15,17457300000
2020-09-16,18121320000
2020-09-17,18219240000
2020-09-18,18063180000
2020-09-21,16836120000
2020-09-22,16683120000
2020-09-23,16288379999
2020-09-24,16260840000
2020-09-25,16563780000
2020-09-28,17276760000
2020-09-29,17025840000
2020-09-30,17738460000
2020-10-01,18085370000
2020-10-02,18702440000
2020-10-05,19393190000
2020-10-06,18757700000
2020-10-07,19562040000
2020-10-08,20080870000
2020-10-09,19921230000
2020-10-12,19841410000
2020-10-13,19687910000
2020-10-14,19749310000
2020-10-15,19829130000
2020-10-16,20102360000
2020-10-19,19512920000
2020-10-20,19341000000
2020-10-21,18604200000
2020-10-22,20311120000
2020-10-23,20876000000
2020-10-26,20225160000
2020-10-27,20034820000
2020-10-28,19196710000
2020-10-29,19651070000
2020-10-30,19958070000
2020-11-02,20633469999
2020-11-03,21293520000
2020-11-04,20836090000
2020-11-05,21029500000
2020-11-06,20848370000
2020-11-09,23390330000
2020-11-10,23436380000
2020-11-11,22794750000
2020-11-12,22530730000
2020-11-13,23519270000
2020-11-16,23875390000
2020-11-17,23669700000
2020-11-18,23356560000
2020-11-19,23565320000
2020-11-20,22963600000
2020-11-23,23982840000
2020-11-24,25051200000
2020-11-25,24342030000
2020-11-27,24213090000
2020-11-30,23384190000
2020-12-01,24606050000
2020-12-02,25078830000
2020-12-03,24817880000
2020-12-04,25388900000
2020-12-07,25312150000
2020-12-08,25158650000
2020-12-09,25539330000
2020-12-10,25837120000
2020-12-11,25622219999
2020-12-14,25367410000
2020-12-15,26205520000
2020-12-16,26509450000
2020-12-17,26856360000
2020-12-18,26398930000
2020-12-21,26718210000
2020-12-22,26659880000
2020-12-23,27129590000
2020-12-24,27105030000
2020-12-28,27105030000
2020-12-29,27022140000
2020-12-30,27415100000
2020-12-31,27792710000
2021-01-04,27510270000
2021-01-05,27854110000
2021-01-06,29306219999
2021-01-07,29947850000
2021-01-08,29812770000
2021-01-11,29235610000
2021-01-12,29266310000
2021-01-13,29775930000
2021-01-14,30218010000
2021-01-15,30012320000
2021-01-19,30414489999
2021-01-20,30666230000
2021-01-21,28931680000
2021-01-22,28326890000
2021-01-25,27341420000
2021-01-26,26653739999
2021-01-27,25229260000
2021-01-28,26355950000
2021-01-29,25646780000
2021-02-01,25232330000
2021-02-02,26196310000
2021-02-03,26801100000
2021-02-04,28090500000
2021-02-05,28501880000
2021-02-08,28962380000
2021-02-09,28446620000
2021-02-10,28664590000
2021-02-11,28480390000
2021-02-12,28772040000
2021-02-16,29441300000
2021-02-17,28151900000
2021-02-18,27709820000
2021-02-19,28833440000
2021-02-22,29284730000
2021-02-23,29257100000
2021-02-24,30073719999
2021-02-25,29165000000
2021-02-26,28879489999
2021-03-01,30046090000
2021-03-02,29637780000
2021-03-03,29705320000
2021-03-04,29287800000
2021-03-05,30092140000
2021-03-08,30061440000
2021-03-09,29941710000
2021-03-10,30580270000
2021-03-11,31396890000
2021-03-12,31396890000
2021-03-15,30921040000
2021-03-16,30276340000
2021-03-17,30417560000
2021-03-18,29373760000
2021-03-19,29097460000
2021-03-22,29066760000
2021-03-23,28237860000
2021-03-24,28529510000
2021-03-25,29456650000
2021-03-26,29766719999
2021-03-29,28882560000
2021-03-30,29244820000
2021-03-31,28876960000
2021-04-01,29548800000
2021-04-05,30065600000
2021-04-06,30071680000
2021-04-07,30035200000
2021-04-08,30254080000
2021-04-09,30454720000
2021-04-12,30536800000
2021-04-13,30336160000
2021-04-14,30801279999
2021-04-15,31008000000
2021-04-16,31090080000
2021-04-19,30585440000
2021-04-20,29427200000
2021-04-21,29913600000
2021-04-22,30248000000
2021-04-23,31263360000
2021-04-26,32281760000
2021-04-27,32759040000
2021-04-28,33902080000
2021-04-29,34768480000
2021-04-30,34656000000
2021-05-03,34850560000
