,DFS
2012-01-26,14818800000
2012-01-27,14384200000
2012-01-30,14463700000
2012-01-31,14405400000
2012-02-01,14691600000
2012-02-02,14707500000
2012-02-03,14956600000
2012-02-06,14988400000
2012-02-07,15338200000
2012-02-08,15253400000
2012-02-09,15311700000
2012-02-10,14935400000
2012-02-13,15200400000
2012-02-14,15094400000
2012-02-15,15375300000
2012-02-16,15677400000
2012-02-17,15656200000
2012-02-21,15735700000
2012-02-22,15751600000
2012-02-23,15921200000
2012-02-24,16000700000
2012-02-27,15815200000
2012-02-28,16096100000
2012-02-29,15845280000
2012-03-01,16193760000
2012-03-02,16119840000
2012-03-05,16098720000
2012-03-06,15803040000
2012-03-07,16045920000
2012-03-08,16040640000
2012-03-09,16162080000
2012-03-12,16251840000
2012-03-13,16906560000
2012-03-14,16917120000
2012-03-15,16906560000
2012-03-16,16922399999
2012-03-19,17149439999
2012-03-20,16822080000
2012-03-21,16705920000
2012-03-22,17154720000
2012-03-23,17862240000
2012-03-26,17862240000
2012-03-27,17851680000
2012-03-28,17508480000
2012-03-29,17397600000
2012-03-30,17603520000
2012-04-02,17793600000
2012-04-03,17693280000
2012-04-04,17424000000
2012-04-05,17466240000
2012-04-09,17239200000
2012-04-10,16991040000
2012-04-11,17255040000
2012-04-12,17566560000
2012-04-13,17365920000
2012-04-16,17170560000
2012-04-17,17334240000
2012-04-18,17239200000
2012-04-19,17302560000
2012-04-20,17387040000
2012-04-23,17302560000
2012-04-24,17307840000
2012-04-25,17709120000
2012-04-26,17888640000
2012-04-27,17999520000
2012-04-30,17899200000
2012-05-01,18157920000
2012-05-02,18120960000
2012-05-03,17825280000
2012-05-04,17698560000
2012-05-07,17688000000
2012-05-08,17624640000
2012-05-09,17624640000
2012-05-10,17688000000
2012-05-11,18015360000
2012-05-14,17740800000
2012-05-15,17635200000
2012-05-16,17471520000
2012-05-17,16626720000
2012-05-18,16642560000
2012-05-21,17165279999
2012-05-22,17075520000
2012-05-23,17080800000
2012-05-24,17223360000
2012-05-25,17281440000
2012-05-29,17614080000
2012-05-30,17566560000
2012-05-31,16985430000
2012-06-01,15759360000
2012-06-04,15800400000
2012-06-05,15928650000
2012-06-06,16210800000
2012-06-07,16549379999
2012-06-08,16836660000
2012-06-11,16621200000
2012-06-12,16887960000
2012-06-13,16477559999
2012-06-14,16605809999
2012-06-15,16923870000
2012-06-18,16841790000
2012-06-19,17221410000
2012-06-20,17513820000
2012-06-21,17159850000
2012-06-22,17241930000
2012-06-25,17236800000
2012-06-26,17190630000
2012-06-27,17272710000
2012-06-28,17113680000
2012-06-29,17739540000
2012-07-02,17898570000
2012-07-03,18185850000
2012-07-05,18139680000
2012-07-06,18114030000
2012-07-09,17960130000
2012-07-10,17565120000
2012-07-11,17775450000
2012-07-12,17719020000
2012-07-13,17934480000
2012-07-16,18031950000
2012-07-17,18308970000
2012-07-18,18042210000
2012-07-19,17919090000
2012-07-20,17908830000
2012-07-23,17698500000
2012-07-24,17565120000
2012-07-25,17534340000
2012-07-26,18226890000
2012-07-27,18678330000
2012-07-30,18714240000
2012-07-31,18447480000
2012-08-01,18314100000
2012-08-02,18093510000
2012-08-03,18719370000
2012-08-06,18780930000
2012-08-07,18919440000
2012-08-08,19022040000
2012-08-09,18739890000
2012-08-10,18898920000
2012-08-13,18873270000
2012-08-14,18832230000
2012-08-15,18904050000
2012-08-16,19396530000
2012-08-17,19376010000
2012-08-20,19068210000
2012-08-21,18981000000
2012-08-22,19714590000
2012-08-23,19545300000
2012-08-24,19801800000
2012-08-27,19965960000
2012-08-28,19776150000
2012-08-29,19750500000
2012-08-30,19683810000
2012-08-31,19365000000
2012-09-04,19375000000
2012-09-05,18955000000
2012-09-06,19115000000
2012-09-07,19235000000
2012-09-10,19110000000
2012-09-11,19170000000
2012-09-12,19130000000
2012-09-13,19630000000
2012-09-14,19655000000
2012-09-17,19365000000
2012-09-18,19255000000
2012-09-19,19255000000
2012-09-20,19080000000
2012-09-21,19310000000
2012-09-24,19315000000
2012-09-25,18820000000
2012-09-26,18510000000
2012-09-27,19855000000
2012-09-28,19865000000
2012-10-01,19960000000
2012-10-02,19745000000
2012-10-03,19850000000
2012-10-04,20205000000
2012-10-05,20195000000
2012-10-08,20145000000
2012-10-09,19885000000
2012-10-10,19720000000
2012-10-11,19795000000
2012-10-12,19395000000
2012-10-15,19695000000
2012-10-16,20025000000
2012-10-17,20400000000
2012-10-18,20215000000
2012-10-19,19810000000
2012-10-22,19975000000
2012-10-23,19800000000
2012-10-24,19915000000
2012-10-25,19925000000
2012-10-26,20125000000
2012-10-31,20500000000
2012-11-01,20660000000
2012-11-02,20490000000
2012-11-05,20130000000
2012-11-06,20710000000
2012-11-07,20300000000
2012-11-08,20380000000
2012-11-09,20540000000
2012-11-12,20580000000
2012-11-13,20590000000
2012-11-14,19990000000
2012-11-15,19170000000
2012-11-16,19730000000
2012-11-19,20405000000
2012-11-20,20645000000
2012-11-21,20565000000
2012-11-23,20730000000
2012-11-26,20670000000
2012-11-27,20295000000
2012-11-28,20625000000
2012-11-29,20770000000
2012-11-30,20638560000
2012-12-03,20450080000
2012-12-04,20336000000
2012-12-05,20271520000
2012-12-06,20117760000
2012-12-07,20410400000
2012-12-10,20226880000
2012-12-11,20023520000
2012-12-12,20336000000
2012-12-13,20028480000
2012-12-14,19611840000
2012-12-17,19929280000
2012-12-18,20102880000
2012-12-19,19725920000
2012-12-20,19051360000
2012-12-21,19096000000
2012-12-24,19100960000
2012-12-26,19016640000
2012-12-27,18828160000
2012-12-28,18843040000
2012-12-31,19120800000
2013-01-02,19606880000
2013-01-03,19542400000
2013-01-04,19859840000
2013-01-07,19552320000
2013-01-08,19884640000
2013-01-09,19765600000
2013-01-10,20078080000
2013-01-11,20033440000
2013-01-14,19706080000
2013-01-15,19512640000
2013-01-16,19408480000
2013-01-17,19487840000
2013-01-18,19120800000
2013-01-22,19289440000
2013-01-23,19249760000
2013-01-24,19413440000
2013-01-25,19388640000
2013-01-28,18877760000
2013-01-29,18902560000
2013-01-30,18887680000
2013-01-31,19041440000
2013-02-01,19244800000
2013-02-04,19135680000
2013-02-05,19482880000
2013-02-06,19507680000
2013-02-07,19517600000
2013-02-08,19780480000
2013-02-11,19854880000
2013-02-12,19582080000
2013-02-13,19453120000
2013-02-14,19601920000
2013-02-15,19418400000
2013-02-19,19606880000
2013-02-20,19309280000
2013-02-21,19011680000
2013-02-22,19289440000
2013-02-25,18818240000
2013-02-26,18748800000
2013-02-27,19046400000
2013-02-28,19110880000
2013-03-01,19383680000
2013-03-04,19720960000
2013-03-05,20127680000
2013-03-06,20479840000
2013-03-07,20618720000
2013-03-08,20519520000
2013-03-11,20752640000
2013-03-12,20896480000
2013-03-13,21357760000
2013-03-14,21253600000
2013-03-15,21893440000
2013-03-18,21943040000
2013-03-19,21943040000
2013-03-20,22300160000
2013-03-21,22052160000
2013-03-22,22320000000
2013-03-25,22255520000
2013-03-26,22329920000
2013-03-27,22310080000
2013-03-28,22240640000
2013-04-01,21530670000
2013-04-02,21848520000
2013-04-03,21232380000
2013-04-04,21144360000
2013-04-05,21061230000
2013-04-08,21374190000
2013-04-09,21173700000
2013-04-10,21012330000
2013-04-11,21007440000
2013-04-12,21178590000
2013-04-15,20660250000
2013-04-16,21031890000
2013-04-17,20782500000
2013-04-18,20806950000
2013-04-19,21193260000
2013-04-22,21325290000
2013-04-23,21677370000
2013-04-24,21589350000
2013-04-25,21652920000
2013-04-26,21476880000
2013-04-29,21506220000
2013-04-30,21388860000
2013-05-01,21442650000
2013-05-02,21965880000
2013-05-03,22459770000
2013-05-06,22645590000
2013-05-07,22479330000
2013-05-08,22523340000
2013-05-09,22269060000
2013-05-10,22293510000
2013-05-13,22107690000
2013-05-14,22777620000
2013-05-15,23105250000
2013-05-16,22728720000
2013-05-17,23325300000
2013-05-20,23564910000
2013-05-21,23892540000
2013-05-22,23427990000
2013-05-23,23295960000
2013-05-24,23315520000
2013-05-28,23310630000
2013-05-29,23222610000
2013-05-30,23540460000
2013-05-31,23183490000
2013-06-03,23628480000
2013-06-04,23623590000
2013-06-05,23256840000
2013-06-06,23799630000
2013-06-07,23794740000
2013-06-10,24029460000
2013-06-11,23599140000
2013-06-12,23212830000
2013-06-13,23520900000
2013-06-14,23149260000
2013-06-17,23178600000
2013-06-18,23418210000
2013-06-19,23339970000
2013-06-20,22865640000
2013-06-21,22684710000
2013-06-24,22166370000
2013-06-25,22601580000
2013-06-26,22929210000
2013-06-27,23207940000
2013-06-28,23295960000
2013-07-01,23415560000
2013-07-02,23150460000
2013-07-03,23299880000
2013-07-05,24095180000
2013-07-08,24167480000
2013-07-09,24234960000
2013-07-10,23974680000
2013-07-11,24268700000
2013-07-12,24528980000
2013-07-15,24234960000
2013-07-16,23926480000
2013-07-17,24196400000
2013-07-18,24379560000
2013-07-19,24398840000
2013-07-22,24524160000
2013-07-23,24442220000
2013-07-24,24307260000
2013-07-25,24273520000
2013-07-26,23834900000
2013-07-29,23912020000
2013-07-30,24167480000
2013-07-31,23863820000
2013-08-01,24596460000
2013-08-02,24644660000
2013-08-05,24548260000
2013-08-06,24490420000
2013-08-07,24278340000
2013-08-08,24524160000
2013-08-09,24186760000
2013-08-12,24239780000
2013-08-13,24413300000
2013-08-14,24259060000
2013-08-15,23897560000
2013-08-16,23993960000
2013-08-19,23468580000
2013-08-20,23820440000
2013-08-21,23478220000
2013-08-22,23622820000
2013-08-23,23878280000
2013-08-26,23709580000
2013-08-27,22755220000
2013-08-28,22827520000
2013-08-29,22938380000
2013-08-30,22774500000
2013-09-03,23020320000
2013-09-04,23295060000
2013-09-05,23434840000
2013-09-06,23420380000
2013-09-09,23699940000
2013-09-10,24167480000
2013-09-11,24384380000
2013-09-12,24509700000
2013-09-13,24572360000
2013-09-16,25006160000
2013-09-17,25348380000
2013-09-18,25459240000
2013-09-19,25386940000
2013-09-20,25121840000
2013-09-23,24586820000
2013-09-24,24485600000
2013-09-25,24500060000
2013-09-26,24808540000
2013-09-27,24721780000
2013-09-30,24006500000
2013-10-01,24334250000
2013-10-02,24082500000
2013-10-03,23873500000
2013-10-04,24020750000
2013-10-07,23598000000
2013-10-08,23151500000
2013-10-09,23241750000
2013-10-10,24315250000
2013-10-11,24595500000
2013-10-14,25094250000
2013-10-15,24628750000
2013-10-16,25084750000
2013-10-17,25517000000
2013-10-18,25626250000
2013-10-21,25526500000
2013-10-22,24605000000
2013-10-23,24362750000
2013-10-24,24434000000
2013-10-25,24225000000
2013-10-28,24557500000
2013-10-29,24956500000
2013-10-30,24918500000
2013-10-31,24643000000
2013-11-01,24700000000
2013-11-04,24899500000
2013-11-05,24662000000
2013-11-06,25004000000
2013-11-07,24719000000
2013-11-08,24823500000
2013-11-11,24757000000
2013-11-12,24187000000
2013-11-13,24187000000
2013-11-14,24567000000
2013-11-15,24885250000
2013-11-18,24666750000
2013-11-19,24552750000
2013-11-20,24462500000
2013-11-21,24799750000
2013-11-22,24890000000
2013-11-25,25279500000
2013-11-26,25194000000
2013-11-27,25303250000
2013-11-29,25317500000
2013-12-02,25122750000
2013-12-03,24609750000
2013-12-04,24752250000
2013-12-05,24662000000
2013-12-06,25065750000
2013-12-09,25398250000
2013-12-10,25274750000
2013-12-11,25023000000
2013-12-12,24980250000
2013-12-13,25184500000
2013-12-16,25517000000
2013-12-17,25341250000
2013-12-18,25863750000
2013-12-19,25602500000
2013-12-20,25650000000
2013-12-23,25659500000
2013-12-24,25821000000
2013-12-26,25935000000
2013-12-27,25887500000
2013-12-30,26158250000
2013-12-31,26352450000
2014-01-02,26074560000
2014-01-03,25937970000
2014-01-06,25603560000
2014-01-07,25777830000
2014-01-08,25791960000
2014-01-09,25961520000
2014-01-10,26098110000
2014-01-13,25273860000
2014-01-14,25801380000
2014-01-15,25834350000
2014-01-16,25561170000
2014-01-17,25156110000
2014-01-21,25099590000
2014-01-22,25273860000
2014-01-23,24680400000
2014-01-24,25377480000
2014-01-27,25109010000
2014-01-28,26041590000
2014-01-29,25424580000
2014-01-30,25801380000
2014-01-31,25269150000
2014-02-03,24590910000
2014-02-04,24605040000
2014-02-05,24835830000
2014-02-06,25419870000
2014-02-07,26022750000
2014-02-10,26201730000
2014-02-11,26225280000
2014-02-12,26272380000
2014-02-13,26456070000
2014-02-14,26809320000
2014-02-18,27110760000
2014-02-19,26776350000
2014-02-20,26879970000
2014-02-21,26710410000
2014-02-24,27054240000
2014-02-25,26828160000
2014-02-26,26743380000
2014-02-27,26602080000
2014-02-28,27025980000
2014-03-03,26870550000
2014-03-04,27383940000
2014-03-05,27478140000
2014-03-06,27680670000
2014-03-07,27920880000
2014-03-10,27982110000
2014-03-11,27600600000
2014-03-12,27600600000
2014-03-13,26978880000
2014-03-14,26927070000
2014-03-17,27167280000
2014-03-18,26931780000
2014-03-19,27162570000
2014-03-20,27657120000
2014-03-21,27204960000
2014-03-24,27242640000
2014-03-25,27049530000
2014-03-26,26710410000
2014-03-27,26884680000
2014-03-28,27087210000
2014-03-31,27116540000
2014-04-01,27531280000
2014-04-02,27577880000
2014-04-03,27703700000
2014-04-04,27209740000
2014-04-07,26422200000
2014-04-08,26305700000
2014-04-09,26664520000
2014-04-10,25960860000
2014-04-11,25699900000
2014-04-14,25760480000
2014-04-15,25863000000
2014-04-16,26338320000
2014-04-17,26496760000
2014-04-21,26454820000
2014-04-22,26408220000
2014-04-23,26226480000
2014-04-24,26212500000
2014-04-25,25876980000
2014-04-28,25904940000
2014-04-29,25974840000
2014-04-30,26049400000
2014-05-01,26105320000
2014-05-02,26324340000
2014-05-05,26282400000
2014-05-06,25918920000
2014-05-07,26436180000
2014-05-08,26818300000
2014-05-09,26813640000
2014-05-12,27158480000
2014-05-13,26804320000
2014-05-14,26510740000
2014-05-15,26366280000
2014-05-16,26291720000
2014-05-19,26487440000
2014-05-20,26268420000
2014-05-21,26478120000
2014-05-22,26585300000
2014-05-23,26692480000
2014-05-27,27065280000
2014-05-28,27363520000
2014-05-29,27344880000
2014-05-30,27554580000
2014-06-02,27759620000
2014-06-03,27736320000
2014-06-04,27871460000
2014-06-05,27955340000
2014-06-06,28770840000
2014-06-09,28780160000
2014-06-10,28812780000
2014-06-11,28626380000
2014-06-12,28551820000
2014-06-13,28435320000
2014-06-16,28495900000
2014-06-17,28710260000
2014-06-18,28892000000
2014-06-19,28868700000
2014-06-20,29097040000
2014-06-23,28971220000
2014-06-24,28686960000
2014-06-25,28780160000
2014-06-26,28784820000
2014-06-27,28882680000
2014-06-30,28510800000
2014-07-01,28929400000
2014-07-02,28901800000
2014-07-03,29095000000
2014-07-07,29016800000
2014-07-08,28616600000
2014-07-09,28989200000
2014-07-10,28823600000
2014-07-11,28777600000
2014-07-14,28832800000
2014-07-15,29177800000
2014-07-16,29449200000
2014-07-17,29403200000
2014-07-18,29352600000
2014-07-21,29118000000
2014-07-22,29467600000
2014-07-23,28929400000
2014-07-24,29099600000
2014-07-25,28800600000
2014-07-28,28883400000
2014-07-29,28676400000
2014-07-30,28773000000
2014-07-31,28087600000
2014-08-01,27655200000
2014-08-04,27811600000
2014-08-05,27411400000
2014-08-06,27517200000
2014-08-07,27209000000
2014-08-08,27623000000
2014-08-11,27733400000
2014-08-12,27862200000
2014-08-13,28101400000
2014-08-14,27972600000
2014-08-15,27770200000
2014-08-18,28087600000
2014-08-19,28170400000
2014-08-20,28575200000
2014-08-21,28722400000
2014-08-22,28533800000
2014-08-25,28823600000
2014-08-26,28796000000
2014-08-27,28855800000
2014-08-28,28708600000
2014-08-29,28690200000
2014-09-02,29196200000
2014-09-03,29256000000
2014-09-04,29168600000
2014-09-05,29329600000
2014-09-08,29228400000
2014-09-09,28952400000
2014-09-10,28975400000
2014-09-11,28860400000
2014-09-12,28717800000
2014-09-15,28878800000
2014-09-16,29173200000
2014-09-17,29743600000
2014-09-18,30171400000
2014-09-19,30038000000
2014-09-22,29978200000
2014-09-23,29614799999
2014-09-24,29840200000
2014-09-25,29279000000
2014-09-26,29886200000
2014-09-29,29647000000
2014-09-30,29104280000
2014-10-01,28715560000
2014-10-02,28783360000
2014-10-03,29303160000
2014-10-06,29348360000
2014-10-07,28692960000
2014-10-08,29303160000
2014-10-09,28706520000
2014-10-10,28394640000
2014-10-13,27987840000
2014-10-14,28326840000
2014-10-15,28055640000
2014-10-16,27942640000
2014-10-17,28227400000
2014-10-20,28340400000
2014-10-21,29099759999
2014-10-22,27576520000
2014-10-23,27974280000
2014-10-24,28177680000
2014-10-27,28132480000
2014-10-28,28530240000
2014-10-29,28457920000
2014-10-30,28403680000
2014-10-31,28828560000
2014-11-03,28815000000
2014-11-04,29018400000
2014-11-05,29303160000
2014-11-06,29691880000
2014-11-07,29845560000
2014-11-10,29985680000
2014-11-11,30003759999
2014-11-12,29836520000
2014-11-13,29488479999
2014-11-14,29370960000
2014-11-17,29488479999
2014-11-18,29370960000
2014-11-19,29108800000
2014-11-20,29009360000
2014-11-21,29068120000
2014-11-24,29452320000
2014-11-25,29533680000
2014-11-26,29366440000
2014-11-28,29628600000
2014-12-01,29493000000
2014-12-02,29565320000
2014-12-03,29461360000
2014-12-04,29361919999
2014-12-05,29312199999
2014-12-08,29352880000
2014-12-09,29226320000
2014-12-10,28539280000
2014-12-11,28575440000
2014-12-12,27938120000
2014-12-15,27675960000
2014-12-16,27309840000
2014-12-17,28213840000
2014-12-18,29384520000
2014-12-19,29420680000
2014-12-22,29678320000
2014-12-23,29908840000
2014-12-24,29809400000
2014-12-26,29954040000
2014-12-29,29917880000
2014-12-30,29976639999
2014-12-31,29339519999
2015-01-02,29281280000
2015-01-05,28627200000
2015-01-06,27955200000
2015-01-07,28371840000
2015-01-08,28828799999
2015-01-09,28367360000
2015-01-12,28232960000
2015-01-13,27973120000
2015-01-14,27381760000
2015-01-15,26924800000
2015-01-16,26956160000
2015-01-20,27269760000
2015-01-21,27256320000
2015-01-22,25679360000
2015-01-23,25347840000
2015-01-26,25401600000
2015-01-27,24971520000
2015-01-28,24657920000
2015-01-29,24568320000
2015-01-30,24362240000
2015-02-02,24778880000
2015-02-03,25253760000
2015-02-04,25428480000
2015-02-05,25760000000
2015-02-06,26230400000
2015-02-09,26297600000
2015-02-10,26324480000
2015-02-11,26208000000
2015-02-12,26624640000
2015-02-13,26830720000
2015-02-17,26391680000
2015-02-18,26548480000
2015-02-19,26723200000
2015-02-20,27121920000
2015-02-23,27162240000
2015-02-24,27220480000
2015-02-25,27386240000
2015-02-26,27444480000
2015-02-27,27319040000
2015-03-02,26996480000
2015-03-03,26857600000
2015-03-04,26570880000
2015-03-05,26476800000
2015-03-06,26387200000
2015-03-09,26432000000
2015-03-10,25876480000
2015-03-11,25916800000
2015-03-12,26826240000
2015-03-13,26584320000
2015-03-16,26656000000
2015-03-17,26391680000
2015-03-18,26409600000
2015-03-19,26248320000
2015-03-20,26615680000
2015-03-23,26382720000
2015-03-24,25880960000
2015-03-25,25598720000
2015-03-26,25446400000
2015-03-27,25343360000
2015-03-30,25441920000
2015-03-31,24850350000
2015-04-01,25414830000
2015-04-02,25666200000
2015-04-06,25489800000
2015-04-07,25216380000
2015-04-08,25348680000
2015-04-09,25331040000
2015-04-10,25560360000
2015-04-13,25525080000
2015-04-14,25767630000
2015-04-15,25996950000
2015-04-16,26204220000
2015-04-17,26054280000
2015-04-20,26235090000
2015-04-21,26133660000
2015-04-22,25529490000
2015-04-23,25873470000
2015-04-24,25749990000
2015-04-27,25864650000
2015-04-28,25983720000
2015-04-29,25714710000
2015-04-30,25564770000
2015-05-01,26155710000
2015-05-04,26160120000
2015-05-05,25847010000
2015-05-06,25732350000
2015-05-07,25538310000
2015-05-08,26023410000
2015-05-11,26204220000
2015-05-12,25970490000
2015-05-13,26336520000
2015-05-14,26609940000
2015-05-15,26239500000
2015-05-18,26371800000
2015-05-19,26512920000
2015-05-20,26446770000
2015-05-21,26283600000
2015-05-22,26257140000
2015-05-26,25886700000
2015-05-27,26186580000
2015-05-28,26036640000
2015-05-29,25697070000
2015-06-01,25719120000
2015-06-02,25749990000
2015-06-03,25917570000
2015-06-04,25648560000
2015-06-05,25710300000
2015-06-08,25423650000
2015-06-09,25432470000
2015-06-10,25904340000
2015-06-11,26111610000
2015-06-12,26168940000
2015-06-15,25675020000
2015-06-16,25604460000
2015-06-17,25639740000
2015-06-18,25913160000
2015-06-19,25908750000
2015-06-22,26076330000
2015-06-23,26239500000
2015-06-24,26160120000
2015-06-25,26036640000
2015-06-26,26071920000
2015-06-29,25282530000
2015-06-30,24949460000
2015-07-01,25295860000
2015-07-02,25308850000
2015-07-06,25139980000
2015-07-07,25261220000
2015-07-08,24503470000
2015-07-09,24572750000
2015-07-10,24845540000
2015-07-13,25308850000
2015-07-14,25447410000
2015-07-15,25460400000
2015-07-16,25681230000
2015-07-17,25611950000
2015-07-20,25832780000
2015-07-21,25733190000
2015-07-22,25763500000
2015-07-23,24784920000
2015-07-24,24165730000
2015-07-27,23918920000
2015-07-28,23862630000
2015-07-29,23988200000
2015-07-30,24369240000
2015-07-31,24165730000
2015-08-03,23879950000
2015-08-04,23750050000
2015-08-05,23585510000
2015-08-06,23204470000
2015-08-07,23715410000
2015-08-10,24196040000
2015-08-11,24040160000
2015-08-12,24031500000
2015-08-13,23853970000
2015-08-14,24235010000
2015-08-17,24048820000
2015-08-18,24083460000
2015-08-19,24196040000
2015-08-20,24027170000
2015-08-21,23485920000
2015-08-24,22667550000
2015-08-25,22195580000
2015-08-26,22940340000
2015-08-27,23572520000
2015-08-28,23360350000
2015-08-31,23265090000
2015-09-01,22234550000
2015-09-02,22416410000
2015-09-03,22602600000
2015-09-04,22256200000
2015-09-08,22879720000
2015-09-09,22710850000
2015-09-10,22732500000
2015-09-11,22780130000
2015-09-14,22684870000
2015-09-15,22905700000
2015-09-16,23117870000
2015-09-17,23031270000
2015-09-18,22628580000
2015-09-21,22918690000
2015-09-22,22494350000
2015-09-23,22446720000
2015-09-24,22277850000
2015-09-25,22559300000
2015-09-28,21909800000
2015-09-29,22126300000
2015-09-30,22147740000
2015-10-01,22045500000
2015-10-02,22224420000
2015-10-05,23238300000
2015-10-06,23242560000
2015-10-07,23536500000
2015-10-08,23736720000
2015-10-09,23753760000
2015-10-12,23660040000
2015-10-13,23485380000
2015-10-14,23268120000
2015-10-15,23583360000
2015-10-16,23728200000
2015-10-19,23425740000
2015-10-20,23310720000
2015-10-21,23425740000
2015-10-22,23804880000
2015-10-23,24324600000
2015-10-26,24171240000
2015-10-27,23945460000
2015-10-28,24473700000
2015-10-29,24256440000
2015-10-30,23949720000
2015-11-02,23975280000
2015-11-03,24005100000
2015-11-04,24013620000
2015-11-05,24243660000
2015-11-06,24541860000
2015-11-09,24333120000
2015-11-10,24303300000
2015-11-11,24247920000
2015-11-12,23860260000
2015-11-13,23732460000
2015-11-16,24081780000
2015-11-17,23834700000
2015-11-18,24294780000
2015-11-19,24558900000
2015-11-20,24290520000
2015-11-23,24243660000
2015-11-24,24201060000
2015-11-25,24226620000
2015-11-27,24218100000
2015-11-30,24179760000
2015-12-01,24345900000
2015-12-02,23860260000
2015-12-03,23562060000
2015-12-04,24026400000
2015-12-07,23975280000
2015-12-08,23425740000
2015-12-09,23038080000
2015-12-10,23119020000
2015-12-11,22471500000
2015-12-14,22386300000
2015-12-15,22948620000
2015-12-16,23391660000
2015-12-17,22952880000
2015-12-18,22339440000
2015-12-21,22722840000
2015-12-22,22999740000
2015-12-23,23344800000
2015-12-24,23332020000
2015-12-28,23153100000
2015-12-29,23336280000
2015-12-30,23110500000
2015-12-31,22359540000
2016-01-04,21980070000
2016-01-05,21930030000
2016-01-06,21500520000
2016-01-07,21100200000
2016-01-08,20837490000
2016-01-11,21054330000
2016-01-12,21267000000
2016-01-13,20599800000
2016-01-14,20916720000
2016-01-15,20499720000
2016-01-19,20395470000
2016-01-20,20328750000
2016-01-21,20191140000
2016-01-22,20262030000
2016-01-25,19845030000
2016-01-26,20178630000
2016-01-27,20316240000
2016-01-28,18694110000
2016-01-29,19094430000
2016-02-01,19202850000
2016-02-02,18777510000
2016-02-03,18931800000
2016-02-04,19311270000
2016-02-05,19286250000
2016-02-08,18810870000
2016-02-09,19127790000
2016-02-10,19086090000
2016-02-11,18035250000
2016-02-12,18564840000
2016-02-16,19044390000
2016-02-17,19365480000
2016-02-18,19344630000
2016-02-19,19244550000
2016-02-22,19740780000
2016-02-23,19373820000
2016-02-24,19478070000
2016-02-25,19665720000
2016-02-26,19661550000
2016-02-29,19357140000
2016-03-01,19836690000
2016-03-02,20053530000
2016-03-03,20332920000
2016-03-04,20237010000
2016-03-07,20299560000
2016-03-08,20116080000
2016-03-09,20016000000
2016-03-10,20145270000
2016-03-11,20508060000
2016-03-14,20287050000
2016-03-15,20312070000
2016-03-16,20366280000
2016-03-17,20649840000
2016-03-18,21096030000
2016-03-21,21020970000
2016-03-22,20920890000
2016-03-23,20791620000
2016-03-24,20716560000
2016-03-28,20549760000
2016-03-29,20966760000
2016-03-30,20958420000
2016-03-31,20877200000
2016-04-01,21069900000
2016-04-04,20811600000
2016-04-05,21000200000
2016-04-06,20992000000
2016-04-07,20606600000
2016-04-08,20725500000
2016-04-11,20733700000
2016-04-12,21110900000
2016-04-13,21570100000
2016-04-14,21451200000
2016-04-15,21266700000
2016-04-18,21299500000
2016-04-19,21545500000
2016-04-20,23304400000
2016-04-21,23107600000
2016-04-22,23169100000
2016-04-25,23320800000
2016-04-26,23398700000
2016-04-27,23439700000
2016-04-28,23238800000
2016-04-29,23070700000
2016-05-02,23124000000
2016-05-03,22775500000
2016-05-04,22611500000
2016-05-05,22480300000
2016-05-06,22644300000
2016-05-09,22615600000
2016-05-10,22943600000
2016-05-11,22701700000
2016-05-12,22673000000
2016-05-13,22312200000
2016-05-16,22320400000
2016-05-17,22033400000
2016-05-18,22373700000
2016-05-19,22320400000
2016-05-20,22521300000
2016-05-23,22427000000
2016-05-24,22849300000
2016-05-25,23197800000
2016-05-26,23037900000
2016-05-27,23279800000
2016-05-31,23292100000
2016-06-01,23353600000
2016-06-02,23431500000
2016-06-03,23148600000
2016-06-06,23497100000
2016-06-07,23513500000
2016-06-08,23529900000
2016-06-09,23288000000
2016-06-10,23083000000
2016-06-13,22763200000
2016-06-14,21840700000
2016-06-15,21779200000
2016-06-16,21561900000
2016-06-17,21648000000
2016-06-20,21803800000
2016-06-21,21844800000
2016-06-22,21840700000
2016-06-23,22254800000
2016-06-24,21233900000
2016-06-27,20791100000
2016-06-28,20971500000
2016-06-29,21529100000
2016-06-30,21543180000
2016-07-01,21583380000
2016-07-05,21036660000
2016-07-06,21257760000
2016-07-07,21394440000
2016-07-08,22101960000
2016-07-11,22367280000
2016-07-12,22789380000
2016-07-13,22797420000
2016-07-14,23090880000
2016-07-15,23082840000
2016-07-18,22950180000
2016-07-19,22905960000
2016-07-20,22632600000
2016-07-21,22552200000
2016-07-22,22749180000
2016-07-25,22765260000
2016-07-26,22725060000
2016-07-27,22777320000
2016-07-28,22865760000
2016-07-29,22849680000
2016-08-01,22648680000
2016-08-02,22323060000
2016-08-03,22644660000
2016-08-04,22717020000
2016-08-05,23231580000
2016-08-08,23299920000
2016-08-09,23279820000
2016-08-10,23090880000
2016-08-11,23336100000
2016-08-12,23384340000
2016-08-15,23400420000
2016-08-16,23316000000
2016-08-17,23348160000
2016-08-18,23364240000
2016-08-19,23263740000
2016-08-22,23207460000
2016-08-23,23344140000
2016-08-24,23239620000
2016-08-25,23320020000
2016-08-26,23500920000
2016-08-29,23778300000
2016-08-30,23979300000
2016-08-31,24120000000
2016-09-01,23959200000
2016-09-02,24128040000
2016-09-06,23987340000
2016-09-07,23935080000
2016-09-08,24007440000
2016-09-09,23613480000
2016-09-12,23947140000
2016-09-13,23328060000
