,F
2004-08-24,25441390000
2004-08-25,25532840000
2004-08-26,25551130000
2004-08-27,25825480000
2004-08-30,25532840000
2004-08-31,25807190000
2004-09-01,25423100000
2004-09-02,26264440000
2004-09-03,25990090000
2004-09-07,26630240000
2004-09-08,26063250000
2004-09-09,25916930000
2004-09-10,25532840000
2004-09-13,25788900000
2004-09-14,25569420000
2004-09-15,25258490000
2004-09-16,25514550000
2004-09-17,26008380000
2004-09-20,25843770000
2004-09-21,26026670000
2004-09-22,25606000000
2004-09-23,25240200000
2004-09-24,25240200000
2004-09-27,25404810000
2004-09-28,25459680000
2004-09-29,25349940000
2004-09-30,25697450000
2004-10-01,25953510000
2004-10-04,25880350000
2004-10-05,25898640000
2004-10-06,25935220000
2004-10-07,25349940000
2004-10-08,25514550000
2004-10-11,25514550000
2004-10-12,25276780000
2004-10-13,25039010000
2004-10-14,23996480000
2004-10-15,24234250000
2004-10-18,24490310000
2004-10-19,23648970000
2004-10-20,23594100000
2004-10-21,23886740000
2004-10-22,23722130000
2004-10-25,23228300000
2004-10-26,23502650000
2004-10-27,24033060000
2004-10-28,24069640000
2004-10-29,23831870000
2004-11-01,24197670000
2004-11-02,24215960000
2004-11-03,24234250000
2004-11-04,25203620000
2004-11-05,25258490000
2004-11-08,25185330000
2004-11-09,25752320000
2004-11-10,25441390000
2004-11-11,26063250000
2004-11-12,26026670000
2004-11-15,26246150000
2004-11-16,25990090000
2004-11-17,26172990000
2004-11-18,26227860000
2004-11-19,25880350000
2004-11-22,25770610000
2004-11-23,25770610000
2004-11-24,25752320000
2004-11-26,26063250000
2004-11-29,26026670000
2004-11-30,25935220000
2004-12-01,25862060000
2004-12-02,26026670000
2004-12-03,26172990000
2004-12-06,26099830000
2004-12-07,26026670000
2004-12-08,25990090000
2004-12-09,26044960000
2004-12-10,26008380000
2004-12-13,26026670000
2004-12-14,26191280000
2004-12-15,26136410000
2004-12-16,26008380000
2004-12-17,26227860000
2004-12-20,26813140000
2004-12-21,26904590000
2004-12-22,27124070000
2004-12-23,27069200000
2004-12-27,26959460000
2004-12-28,27215520000
2004-12-29,26959460000
2004-12-30,27069200000
2004-12-31,26884363631
2005-01-03,27012909085
2005-01-04,26921090903
2005-01-05,26498727267
2005-01-06,26535454540
2005-01-07,26902727267
2005-01-10,26719090903
2005-01-11,26498727267
2005-01-12,26296727267
2005-01-13,25855999994
2005-01-14,25819272722
2005-01-18,25855999994
2005-01-19,25580545449
2005-01-20,24717454540
2005-01-21,24074727267
2005-01-24,24001272722
2005-01-25,24295090904
2005-01-26,24515454540
2005-01-27,24221636358
2005-01-28,24129818177
2005-01-31,24184909086
2005-02-01,24019636358
2005-02-02,24368545449
2005-02-03,24074727267
2005-02-04,24276727267
2005-02-07,24643999995
2005-02-08,24166545449
2005-02-09,24093090904
2005-02-10,24056363631
2005-02-11,23982909086
2005-02-14,24056363631
2005-02-15,24166545449
2005-02-16,24331818177
2005-02-17,23872727268
2005-02-18,23799272722
2005-02-22,23431999995
2005-02-23,23523818177
2005-02-24,23505454540
2005-02-25,23872727268
2005-02-28,23229999995
2005-03-01,23266727268
2005-03-02,22899454540
2005-03-03,22954545450
2005-03-04,22770909086
2005-03-07,22991272722
2005-03-08,22862727268
2005-03-09,22660727268
2005-03-10,22715818177
2005-03-11,22752545450
2005-03-14,22752545450
2005-03-15,22458727268
2005-03-16,21871090904
2005-03-17,21430363632
2005-03-18,20916181814
2005-03-21,21136545450
2005-03-22,20512181814
2005-03-23,20181636359
2005-03-24,20732545450
2005-03-28,20603999995
2005-03-29,20695818177
2005-03-30,21007999995
2005-03-31,21016039218
2005-04-01,20737803923
2005-04-04,20570862747
2005-04-05,20589411767
2005-04-06,20607960786
2005-04-07,20960392159
2005-04-08,20459568629
2005-04-11,19365176472
2005-04-12,18660313727
2005-04-13,18641764708
2005-04-14,18085294119
2005-04-15,17621568629
2005-04-18,17324784315
2005-04-19,17213490198
2005-04-20,17324784315
2005-04-21,18215137257
2005-04-22,18344980394
2005-04-25,18159490198
2005-04-26,17751411766
2005-04-27,17510274511
2005-04-28,16953803923
2005-04-29,16898156864
2005-05-02,17102196080
2005-05-03,17565921570
2005-05-04,18845803923
2005-05-05,17992549021
2005-05-06,18103843139
2005-05-09,18456274511
2005-05-10,18140941178
2005-05-11,17881254904
2005-05-12,17343333335
2005-05-13,17250588237
2005-05-16,17454627453
2005-05-17,17269137256
2005-05-18,18400627453
2005-05-19,18567568629
2005-05-20,18549019610
2005-05-23,18864352943
2005-05-24,18511921570
2005-05-25,18474823531
2005-05-26,18604666668
2005-05-27,18678862747
2005-05-31,18511921570
2005-06-01,18400627453
2005-06-02,19049843139
2005-06-03,18363529413
2005-06-06,18474823531
2005-06-07,18660313727
2005-06-08,18715960786
2005-06-09,18586117649
2005-06-10,19161137257
2005-06-13,19513568629
2005-06-14,20070039218
2005-06-15,20700705884
2005-06-16,21090235296
2005-06-17,20923294120
2005-06-20,20607960786
2005-06-21,20719254904
2005-06-22,19810352943
2005-06-23,19290980394
2005-06-24,18938549021
2005-06-27,18771607845
2005-06-28,19290980394
2005-06-29,19309529414
2005-06-30,19026580643
2005-07-01,19156645159
2005-07-05,19323870966
2005-07-06,19230967740
2005-07-07,19082322579
2005-07-08,19361032256
2005-07-11,19899870966
2005-07-12,20029935482
2005-07-13,19862709676
2005-07-14,20234322579
2005-07-15,20438709676
2005-07-18,20308645159
2005-07-19,20141419353
2005-07-20,20308645159
2005-07-21,19769806450
2005-07-22,19918451611
2005-07-25,19714064514
2005-07-26,20178580643
2005-07-27,20215741934
2005-07-28,20252903224
2005-07-29,19955612901
2005-08-01,20159999998
2005-08-02,20215741934
2005-08-03,19974193547
2005-08-04,19769806450
2005-08-05,19249548385
2005-08-08,19268129030
2005-08-09,19398193547
2005-08-10,19323870966
2005-08-11,19249548385
2005-08-12,18840774192
2005-08-15,18859354837
2005-08-16,18692129030
2005-08-17,18450580643
2005-08-18,18134709676
2005-08-19,18134709676
2005-08-22,18134709676
2005-08-23,18209032256
2005-08-24,18431999998
2005-08-25,18246193547
2005-08-26,18153290321
2005-08-29,18153290321
2005-08-30,18116129031
2005-08-31,18524903224
2005-09-01,18078967740
2005-09-02,18320516127
2005-09-06,18506322579
2005-09-07,18822193547
2005-09-08,18431999998
2005-09-09,18394838708
2005-09-12,18431999998
2005-09-13,18246193547
2005-09-14,18506322579
2005-09-15,18320516127
2005-09-16,18450580643
2005-09-19,18041806450
2005-09-20,18134709676
2005-09-21,17948903224
2005-09-22,18060387095
2005-09-23,18190451611
2005-09-26,18506322579
2005-09-27,18301935482
2005-09-28,18487741934
2005-09-29,18320516127
2005-09-30,18191459514
2005-10-03,18246808782
2005-10-04,18043861465
2005-10-05,17379670246
2005-10-06,17195172685
2005-10-07,17029124880
2005-10-10,16475632197
2005-10-11,16069737563
2005-10-12,16032838050
2005-10-13,16586330733
2005-10-14,15885240002
2005-10-17,15977488782
2005-10-18,15626943416
2005-10-19,15626943416
2005-10-20,15534694636
2005-10-21,15221048782
2005-10-24,15866790246
2005-10-25,15922139514
2005-10-26,15719192197
2005-10-27,15018101465
2005-10-28,14796704392
2005-10-31,15350197075
2005-11-01,15165699514
2005-11-02,15257948294
2005-11-03,15460895611
2005-11-04,15294847806
2005-11-07,15387096587
2005-11-08,15239498538
2005-11-09,14815154148
2005-11-10,14427709270
2005-11-11,14704455611
2005-11-14,14630656587
2005-11-15,14464608782
2005-11-16,14114063416
2005-11-17,14390809758
2005-11-18,15497795124
2005-11-21,15350197075
2005-11-22,15387096587
2005-11-23,15553144392
2005-11-25,15350197075
2005-11-28,15423996099
2005-11-29,15737641953
2005-11-30,14999651709
2005-12-01,14944302441
2005-12-02,15036551221
2005-12-05,14870503416
2005-12-06,14962752197
2005-12-07,15128800001
2005-12-08,15073450733
2005-12-09,15091900489
2005-12-12,15110350245
2005-12-13,14999651709
2005-12-14,15055000977
2005-12-15,15073450733
2005-12-16,15313297563
2005-12-19,15184149270
2005-12-20,14852053660
2005-12-21,14796704392
2005-12-22,14667556099
2005-12-23,14575307319
2005-12-27,14556857562
2005-12-28,14464608782
2005-12-29,14409259514
2005-12-30,14243211709
2006-01-03,14660644736
2006-01-04,14997671052
2006-01-05,15634276315
2006-01-06,15952578946
2006-01-09,16139815789
2006-01-10,16420671052
2006-01-11,16720249999
2006-01-12,16027473683
2006-01-13,16008749999
2006-01-17,15559381578
2006-01-18,15372144736
2006-01-19,15390868420
2006-01-20,14791710525
2006-01-23,15578105262
2006-01-24,15727894736
2006-01-25,16139815789
2006-01-26,16233434210
2006-01-27,16195986841
2006-01-30,16252157894
2006-01-31,16064921052
2006-02-01,16214710525
2006-02-02,15671723683
2006-02-03,15465763157
2006-02-06,15184907894
2006-02-07,15147460525
2006-02-08,15409592104
2006-02-09,15652999999
2006-02-10,15484486841
2006-02-13,15353421052
2006-02-14,15540657894
2006-02-15,15690447367
2006-02-16,15709171052
2006-02-17,15821513157
2006-02-21,15709171052
2006-02-22,15540657894
2006-02-23,15297249999
2006-02-24,15166184210
2006-02-27,15128736841
2006-02-28,14922776315
2006-03-01,14885328946
2006-03-02,14342342104
2006-03-03,14173828946
2006-03-06,14398513157
2006-03-07,14323618420
2006-03-08,14136381578
2006-03-09,14510855262
2006-03-10,14679368420
2006-03-13,14716815789
2006-03-14,14473407894
2006-03-15,14698092104
2006-03-16,14847881578
2006-03-17,14623197368
2006-03-20,14847881578
2006-03-21,15072565789
2006-03-22,15259802631
2006-03-23,15128736841
2006-03-24,15147460525
2006-03-27,15091289473
2006-03-28,15222355262
2006-03-29,15465763157
2006-03-30,15278526315
2006-03-31,14843058820
2006-04-03,14488764703
2006-04-04,14320941173
2006-04-05,14115823526
2006-04-06,14264999997
2006-04-07,14171764703
2006-04-10,14022588232
2006-04-11,13369941173
2006-04-12,13575058820
2006-04-13,13705588232
2006-04-17,13668294115
2006-04-18,13929352938
2006-04-19,14171764703
2006-04-20,14824411761
2006-04-21,13649647056
2006-04-24,12978352938
2006-04-25,13015647056
2006-04-26,13519117644
2006-04-27,13425882350
2006-04-28,12959705879
2006-05-01,12885117644
2006-05-02,12885117644
2006-05-03,12642705879
2006-05-04,12735941174
2006-05-05,12922411762
2006-05-08,12996999997
2006-05-09,13369941173
2006-05-10,13164823526
2006-05-11,13276705879
2006-05-12,13258058821
2006-05-15,13295352938
2006-05-16,13090235291
2006-05-17,12885117644
2006-05-18,12866470585
2006-05-19,13108882350
2006-05-22,12866470585
2006-05-23,12773235291
2006-05-24,12922411762
2006-05-25,13332647056
2006-05-26,13630999997
2006-05-30,13015647056
2006-05-31,13351294115
2006-06-01,13481823526
2006-06-02,13239411762
2006-06-05,12959705879
2006-06-06,12866470585
2006-06-07,12661352938
2006-06-08,12418941174
2006-06-09,12605411762
2006-06-12,12624058821
2006-06-13,12456235291
2006-06-14,12325705880
2006-06-15,12642705879
2006-06-16,12474882350
2006-06-19,12568117644
2006-06-20,11934117644
2006-06-21,11990058821
2006-06-22,11990058821
2006-06-23,12157882350
2006-06-26,12213823527
2006-06-27,12195176468
2006-06-28,11859529409
2006-06-29,11934117644
2006-06-30,12979890000
2006-07-03,12567830000
2006-07-05,12380530000
2006-07-06,12343070000
2006-07-07,12605290000
2006-07-10,12923700000
2006-07-11,12736400000
2006-07-12,12886240000
2006-07-13,12286880000
2006-07-14,11949740000
2006-07-17,12005930000
2006-07-18,12062120000
2006-07-19,11856090000
2006-07-20,11593870000
2006-07-21,11762440000
2006-07-24,11912280000
2006-07-25,12343070000
2006-07-26,12642750000
2006-07-27,12792590000
2006-07-28,12904970000
2006-07-31,12492910000
2006-08-01,12324340000
2006-08-02,13036080000
2006-08-03,12848780000
2006-08-04,13354490000
2006-08-07,13429410000
2006-08-08,13804010000
2006-08-09,13729090000
2006-08-10,13841470000
2006-08-11,13804010000
2006-08-14,14665590000
2006-08-15,14834160000
2006-08-16,15470980000
2006-08-17,15302410000
2006-08-18,14984000000
2006-08-21,13991310000
2006-08-22,13897660000
2006-08-23,14534480000
2006-08-24,14534480000
2006-08-25,14984000000
2006-08-28,15077650000
2006-08-29,15470980000
2006-08-30,15489710000
2006-08-31,15677009999
2006-09-01,15489710000
2006-09-05,15714470000
2006-09-06,16014150000
2006-09-07,16070340000
2006-09-08,16426210000
2006-09-11,16313830000
2006-09-12,16969380000
2006-09-13,17212870000
2006-09-14,17025570000
2006-09-15,15021460000
2006-09-18,14646860000
2006-09-19,14347180000
2006-09-20,14515750000
2006-09-21,14534480000
2006-09-22,14984000000
2006-09-25,15264950000
2006-09-26,15751930000
2006-09-27,14984000000
2006-09-28,15283680000
2006-09-29,15152570000
2006-10-02,15292559137
2006-10-03,15480659496
2006-10-04,16101390679
2006-10-05,15668759854
2006-10-06,15631139783
2006-10-09,15405419352
2006-10-10,15405419352
2006-10-11,15555899639
2006-10-12,15480659496
2006-10-13,15367799281
2006-10-16,15198508958
2006-10-17,15104458779
2006-10-18,15142078851
2006-10-19,15104458779
2006-10-20,15066838707
2006-10-23,14859928313
2006-10-24,15612329747
2006-10-25,15969720428
2006-10-26,15950910392
2006-10-27,15593519711
2006-10-30,15518279568
2006-10-31,15574709675
2006-11-01,16026150535
2006-11-02,16101390679
2006-11-03,15762810033
2006-11-06,16289491037
2006-11-07,16421161288
2006-11-08,16233060929
2006-11-09,16101390679
2006-11-10,16139010750
2006-11-13,16684501790
2006-11-14,16552831539
2006-11-15,16929032256
2006-11-16,16985462363
2006-11-17,16722121861
2006-11-20,16308301073
2006-11-21,16101390679
2006-11-22,16195440858
2006-11-24,16026150535
2006-11-27,15348989245
2006-11-28,15330179209
2006-11-29,15367799281
2006-11-30,15292559137
2006-12-01,15123268815
2006-12-04,14841118277
2006-12-05,14446107525
2006-12-06,13844186378
2006-12-07,13467985661
2006-12-08,13599655912
2006-12-11,13618465948
2006-12-12,13336315410
2006-12-13,12941304657
2006-12-14,13373935482
2006-12-15,13317505374
2006-12-18,13223455195
2006-12-19,13505605733
2006-12-20,13787756270
2006-12-21,13750136199
2006-12-22,13957046593
2006-12-26,14088716844
2006-12-27,14258007166
2006-12-28,14107526880
2006-12-29,14126336915
2007-01-03,14118800000
2007-01-04,14476000000
2007-01-05,14325600000
2007-01-08,14532400000
2007-01-09,14645200000
2007-01-10,14532400000
2007-01-11,14607600000
2007-01-12,14833200000
2007-01-16,14927200000
2007-01-17,15115199999
2007-01-18,15378400000
2007-01-19,15604000000
2007-01-22,15810800000
2007-01-23,15604000000
2007-01-24,15415999999
2007-01-25,15453600000
2007-01-26,15829600000
2007-01-29,15735599999
2007-01-30,15415999999
2007-01-31,15284400000
2007-02-01,15585199999
2007-02-02,15472400000
2007-02-05,15660400000
2007-02-06,16055199999
2007-02-07,16092800000
2007-02-08,16074000000
2007-02-09,16412400000
2007-02-12,16262000000
2007-02-13,15885999999
2007-02-14,15998800000
2007-02-15,16168000000
2007-02-16,16036399999
2007-02-20,16262000000
2007-02-21,15923600000
2007-02-22,15698000000
2007-02-23,15604000000
2007-02-26,15528800000
2007-02-27,14626400000
2007-02-28,14870800000
2007-03-01,14607600000
2007-03-02,14269200000
2007-03-05,14250400000
2007-03-06,14363200000
2007-03-07,14325600000
2007-03-08,14908400000
2007-03-09,14908400000
2007-03-12,14701600000
2007-03-13,14363200000
2007-03-14,14118800000
2007-03-15,14269200000
2007-03-16,14194000000
2007-03-19,14701600000
2007-03-20,14814400000
2007-03-21,15058800000
2007-03-22,15190400000
2007-03-23,14833200000
2007-03-26,14795600000
2007-03-27,14758000000
2007-03-28,15002400000
2007-03-29,14946000000
2007-03-30,14833200000
2007-04-02,15168750000
2007-04-03,15150000000
2007-04-04,15074999999
2007-04-05,15018750000
2007-04-09,15150000000
2007-04-10,15356250000
2007-04-11,15243750000
2007-04-12,15168750000
2007-04-13,15037500000
2007-04-16,15056249999
2007-04-17,14718750000
2007-04-18,14662500000
2007-04-19,14512500000
2007-04-20,14531250000
2007-04-23,14681250000
2007-04-24,14662500000
2007-04-25,14775000000
2007-04-26,15374999999
2007-04-27,15093750000
2007-04-30,15074999999
2007-05-01,15093750000
2007-05-02,15318750000
2007-05-03,15356250000
2007-05-04,15412500000
2007-05-07,15300000000
2007-05-08,15693749999
2007-05-09,15656250000
2007-05-10,15450000000
2007-05-11,15693749999
2007-05-14,16331250000
2007-05-15,16706250000
2007-05-16,16425000000
2007-05-17,16425000000
2007-05-18,16293750000
2007-05-21,16462499999
2007-05-22,16275000000
2007-05-23,16425000000
2007-05-24,15918750000
2007-05-25,15843749999
2007-05-29,15750000000
2007-05-30,15937500000
2007-05-31,15637500000
2007-06-01,15656250000
2007-06-04,15506250000
2007-06-05,15581250000
2007-06-06,15487500000
2007-06-07,15112500000
2007-06-08,15450000000
2007-06-11,15750000000
2007-06-12,15600000000
2007-06-13,16050000000
2007-06-14,16237500000
2007-06-15,16725000000
2007-06-18,16593750000
2007-06-19,16218750000
2007-06-20,16612499999
2007-06-21,16706250000
2007-06-22,17118750000
2007-06-25,16931249999
2007-06-26,16800000000
2007-06-27,17400000000
2007-06-28,17793750000
2007-06-29,17662500000
2007-07-02,19308920000
2007-07-03,18868260000
2007-07-05,18327450000
2007-07-06,18247330000
2007-07-09,18187240000
2007-07-10,18207270000
2007-07-11,17826700000
2007-07-12,17946880000
2007-07-13,17966910000
2007-07-16,17746580000
2007-07-17,17486190000
2007-07-18,17285890000
2007-07-19,17285890000
2007-07-20,16825200000
2007-07-23,16945380000
2007-07-24,16544780000
2007-07-25,15963910000
2007-07-26,16204270000
2007-07-27,16484690000
2007-07-30,17506220000
2007-07-31,17045530000
2007-08-01,16885290000
2007-08-02,16825200000
2007-08-03,16144180000
2007-08-06,16404569999
2007-08-07,16624900000
2007-08-08,17766610000
2007-08-09,16785140000
2007-08-10,16484690000
2007-08-13,16765109999
2007-08-14,16164210000
2007-08-15,16024000000
2007-08-16,15423100000
2007-08-17,15683490000
2007-08-20,16024000000
2007-08-21,15863760000
2007-08-22,15723550000
2007-08-23,15523250000
2007-08-24,15823700000
2007-08-27,15623400000
2007-08-28,15042530000
2007-08-29,15463160000
2007-08-30,15363010000
2007-08-31,15643430000
2007-09-04,16003970000
2007-09-05,15563310000
2007-09-06,15583340000
2007-09-07,15062560000
2007-09-10,15062560000
2007-09-11,15182740000
2007-09-12,15022500000
2007-09-13,15863760000
2007-09-14,16084089999
2007-09-17,16584839999
2007-09-18,16865260000
2007-09-19,16825200000
2007-09-20,16524750000
2007-09-21,16484690000
2007-09-24,16985440000
2007-09-25,16705020000
2007-09-26,17786640000
2007-09-27,17285890000
2007-09-28,17005470000
2007-10-01,15488860000
2007-10-02,16128740000
2007-10-03,15865260000
2007-10-04,15545320000
2007-10-05,15752339999
2007-10-08,15413580000
2007-10-09,15658240000
2007-10-10,15488860000
2007-10-11,16486320000
2007-10-12,17314400000
2007-10-15,16919180000
2007-10-16,16523959999
2007-10-17,16354580000
2007-10-18,16486320000
2007-10-19,15752339999
2007-10-22,15695880000
2007-10-23,16279300000
2007-10-24,16166380000
2007-10-25,16185200000
2007-10-26,16316940000
2007-10-29,16505140000
2007-10-30,16561600000
2007-10-31,16693339999
2007-11-01,15997000000
2007-11-02,16843899999
2007-11-05,16316940000
2007-11-06,16241660000
2007-11-07,15507680000
2007-11-08,15959360000
2007-11-09,15432399999
2007-11-12,14811340000
2007-11-13,15056000000
2007-11-14,15018360000
2007-11-15,14641960000
2007-11-16,14491400000
2007-11-19,13813880000
2007-11-20,13625680000
2007-11-21,13079900000
2007-11-23,13531580000
2007-11-26,13230460000
2007-11-27,13305740000
2007-11-28,13851520000
2007-11-29,13719780000
2007-11-30,14133820000
2007-12-03,13644500000
2007-12-04,13117540000
2007-12-05,13136360000
2007-12-06,13286920000
2007-12-07,13286920000
2007-12-10,13437480000
2007-12-11,13117540000
2007-12-12,13286920000
2007-12-13,13155180000
2007-12-14,12966980000
2007-12-17,12797600000
2007-12-18,12816420000
2007-12-19,12722320000
2007-12-20,12778780000
2007-12-21,12778780000
2007-12-24,12703500000
2007-12-26,12966980000
2007-12-27,12872880000
2007-12-28,12609400000
2007-12-31,14725240000
2008-01-02,14440800000
2008-01-03,14112600000
2008-01-04,13412440000
2008-01-07,13478080000
2008-01-08,13346800000
2008-01-09,13281160000
2008-01-10,13675000000
2008-01-11,13259280000
2008-01-14,13521840000
2008-01-15,13062360000
2008-01-16,12821680000
2008-01-17,12602880000
2008-01-18,12952960000
2008-01-22,12974840000
2008-01-23,13784400000
2008-01-24,13696880000
2008-01-25,14397040000
2008-01-28,14593960000
2008-01-29,14637720000
2008-01-30,14769000000
2008-01-31,14528320000
2008-02-01,14987800000
2008-02-04,14615840000
2008-02-05,14068840000
2008-02-06,13806280000
2008-02-07,13499960000
2008-02-08,13303040000
2008-02-11,13981320000
2008-02-12,14134480000
2008-02-13,14397040000
2008-02-14,14134480000
2008-02-15,14112600000
2008-02-19,14178240000
2008-02-20,14025080000
2008-02-21,13631240000
2008-02-22,13675000000
2008-02-25,14134480000
2008-02-26,14265760000
2008-02-27,14440800000
2008-02-28,14484560000
2008-02-29,14287640000
2008-03-03,13521840000
2008-03-04,13412440000
2008-03-05,13390560000
2008-03-06,12996720000
2008-03-07,12646640000
2008-03-10,12252800000
2008-03-11,12909200000
2008-03-12,12471600000
2008-03-13,11793320000
2008-03-14,11574520000
2008-03-17,11180680000
2008-03-18,11574520000
2008-03-19,11924600000
2008-03-20,12296560000
2008-03-24,13040480000
2008-03-25,13128000000
2008-03-26,12843560000
2008-03-27,12756040000
2008-03-28,12230920000
2008-03-31,12795640000
2008-04-01,13354890000
2008-04-02,13712810000
2008-04-03,14451020000
2008-04-04,14518130000
2008-04-07,15055010000
2008-04-08,15457670000
2008-04-09,15032640000
2008-04-10,15077380000
2008-04-11,14965530000
2008-04-14,15166860000
2008-04-15,15390560000
2008-04-16,16084030000
2008-04-17,16240620000
2008-04-18,16665650000
2008-04-21,17292010000
2008-04-22,17113050000
2008-04-23,16822239999
2008-04-24,18790800000
2008-04-25,16777500000
2008-04-28,18365770000
2008-04-29,18164440000
2008-04-30,18477620000
2008-05-01,18969760000
2008-05-02,18499990000
2008-05-05,18634210000
2008-05-06,18499990000
2008-05-07,17806520000
2008-05-08,18343400000
2008-05-09,18119700000
2008-05-12,18231550000
2008-05-13,18410510000
2008-05-14,18209180000
2008-05-15,18276290000
2008-05-16,18142070000
2008-05-19,17940740000
2008-05-20,17896000000
2008-05-21,17448600000
2008-05-22,16016920000
2008-05-23,15368190000
2008-05-27,15211600000
2008-05-28,15166860000
2008-05-29,15010270000
2008-05-30,15211600000
2008-06-02,14853680000
2008-06-03,14943160000
2008-06-04,14451020000
2008-06-05,14316800000
2008-06-06,13511480000
2008-06-09,14227320000
2008-06-10,13690440000
2008-06-11,13354890000
2008-06-12,13422000000
2008-06-13,14025989999
2008-06-16,14540500000
2008-06-17,14764200000
2008-06-18,13914140000
2008-06-19,14137840000
2008-06-20,12996970000
2008-06-23,11811360000
2008-06-24,11900840000
2008-06-25,11721880000
2008-06-26,11341590000
2008-06-27,11140260000
2008-06-30,10961990000
2008-07-01,10734090000
2008-07-02,9936440000
2008-07-03,10073180000
2008-07-07,10187130000
2008-07-08,11167100000
2008-07-09,11281050000
2008-07-10,10437820000
2008-07-11,11075940000
2008-07-14,10620140000
2008-07-15,10597350000
2008-07-16,12511710000
2008-07-17,12511710000
2008-07-18,12397760000
2008-07-21,12488920000
2008-07-22,13309360000
2008-07-23,13742370000
2008-07-24,11645690000
2008-07-25,11508950000
2008-07-28,10825250000
2008-07-29,11440579999
2008-07-30,11030360000
2008-07-31,10939200000
2008-08-01,10597350000
2008-08-04,10961990000
2008-08-05,11600110000
2008-08-06,11258260000
2008-08-07,11075940000
2008-08-08,11987540000
2008-08-11,11759640000
2008-08-12,11828010000
2008-08-13,11121520000
2008-08-14,11622900000
2008-08-15,11645690000
2008-08-18,11144310000
2008-08-19,10756880000
2008-08-20,10506190000
2008-08-21,10073180000
2008-08-22,10187130000
2008-08-25,10050390000
2008-08-26,9913650000
2008-08-27,9708540000
2008-08-28,10095970000
2008-08-29,10164340000
2008-09-02,10278290000
2008-09-03,10415030000
2008-09-04,10004810000
2008-09-05,10050390000
2008-09-08,10369450000
2008-09-09,10027600000
2008-09-10,10187130000
2008-09-11,10665720000
2008-09-12,11189890000
2008-09-15,10802460000
2008-09-16,11554530000
2008-09-17,11258260000
2008-09-18,12033120000
2008-09-19,12055910000
2008-09-22,11281050000
2008-09-23,11075940000
2008-09-24,11463370000
2008-09-25,11349420000
2008-09-26,10961990000
2008-09-29,9503430000
2008-09-30,11850800000
2008-10-01,10369450000
2008-10-02,9913650000
2008-10-03,9229950000
2008-10-06,8409510000
2008-10-07,6654680000
2008-10-08,6062140000
2008-10-09,4740320000
2008-10-10,4535210000
2008-10-13,5446810000
2008-10-14,5583550000
2008-10-15,5241700000
2008-10-16,5173330000
2008-10-17,5537970000
2008-10-20,5310070000
2008-10-21,4945430000
2008-10-22,4785900000
2008-10-23,4558000000
2008-10-24,4580789999
2008-10-27,4626370000
2008-10-28,4899850000
2008-10-29,4922640000
2008-10-30,5196120000
2008-10-31,4991010000
2008-11-03,4854270000
2008-11-04,4922640000
2008-11-05,4763110000
2008-11-06,4512420000
2008-11-07,4603580000
2008-11-10,4398470000
2008-11-11,4102200000
2008-11-12,4193360000
2008-11-13,4330100000
2008-11-14,4102200000
2008-11-17,3919880000
2008-11-18,3828720000
2008-11-19,2871540000
2008-11-20,3167810000
2008-11-21,3258970000
2008-11-24,3555240000
2008-11-25,3783140000
2008-11-26,4899850000
2008-11-28,6130510000
2008-12-01,5811450000
2008-12-02,6153300000
2008-12-03,6495150000
2008-12-04,6062140000
2008-12-05,6198880000
2008-12-08,7703020000
2008-12-09,7361170000
2008-12-10,7406750000
2008-12-11,6609100000
2008-12-12,6928160000
2008-12-15,7247220000
2008-12-16,7133270000
2008-12-17,7156060000
2008-12-18,6472360000
2008-12-19,6723050000
2008-12-22,5902610000
2008-12-23,4991010000
2008-12-24,4808690000
2008-12-26,5218910000
2008-12-29,5059380000
2008-12-30,5218910000
2008-12-31,5489130000
2009-01-02,5896620000
2009-01-05,6184260000
2009-01-06,6615719999
2009-01-07,6447930000
2009-01-08,6447930000
2009-01-09,6304110000
2009-01-12,6328080000
2009-01-13,5944560000
2009-01-14,5417219999
2009-01-15,5345310000
2009-01-16,5249430000
2009-01-20,5105610000
2009-01-21,5009730000
2009-01-22,4650180000
2009-01-23,4314600000
2009-01-26,4650180000
2009-01-27,4722090000
2009-01-28,4865910000
2009-01-29,4674150000
2009-01-30,4482390000
2009-02-02,4506360000
2009-02-03,4698120000
2009-02-04,4674150000
2009-02-05,4626210000
2009-02-06,4650180000
2009-02-09,4554300000
2009-02-10,4362540000
2009-02-11,4434450000
2009-02-12,4290630000
2009-02-13,4218720000
2009-02-17,4050930000
2009-02-18,4002990000
2009-02-19,3907109999
2009-02-20,3787260000
2009-02-23,4146810000
2009-02-24,4794000000
2009-02-25,4817969999
2009-02-26,4746060000
2009-02-27,4794000000
2009-03-02,4506360000
2009-03-03,4338570000
2009-03-04,4482390000
2009-03-05,4338570000
2009-03-06,4074900000
2009-03-09,4170780000
2009-03-10,4434450000
2009-03-11,4698120000
2009-03-12,5033700000
2009-03-13,5249430000
2009-03-16,5033700000
2009-03-17,5465160000
2009-03-18,5920590000
2009-03-19,6016469999
2009-03-20,6591750000
2009-03-23,6951300000
2009-03-24,6855420000
2009-03-25,6639690000
2009-03-26,7047180000
2009-03-27,6807480000
2009-03-30,6615719999
2009-03-31,7895260000
2009-04-01,8225480000
2009-04-02,8735820000
2009-04-03,9756500000
2009-04-06,11317540000
2009-04-07,10476980000
2009-04-08,11857900000
2009-04-09,12728480000
