,F
2013-11-26,66484670000
2013-11-27,67115230000
2013-11-29,67312279999
2013-12-02,67233459999
2013-12-03,65262959999
2013-12-04,65499420000
2013-12-05,65972339999
2013-12-06,65814700000
2013-12-09,65262959999
2013-12-10,65144730000
2013-12-11,64671810000
2013-12-12,64592990000
2013-12-13,65381190000
2013-12-16,66445260000
2013-12-17,65814700000
2013-12-18,61676650000
2013-12-19,60297300000
2013-12-20,60770220000
2013-12-23,59706150000
2013-12-24,59863790000
2013-12-26,60415530000
2013-12-27,60297300000
2013-12-30,60218480000
2013-12-31,60886780000
2014-01-02,60926240000
2014-01-03,61202460000
2014-01-06,61478680000
2014-01-07,60689480000
2014-01-08,61320840000
2014-01-09,62504640000
2014-01-10,63412220000
2014-01-13,63570060000
2014-01-14,64714399999
2014-01-15,65898200000
2014-01-16,66016580000
2014-01-17,65187920000
2014-01-21,64753860000
2014-01-22,65306300000
2014-01-23,64832780000
2014-01-24,62465180000
2014-01-27,61991660000
2014-01-28,62031120000
2014-01-29,60215960000
2014-01-30,60176500000
2014-01-31,59032160000
2014-02-03,57414300000
2014-02-04,58677020000
2014-02-05,58124580000
2014-02-06,58598100000
2014-02-07,59071620000
2014-02-10,58558640000
2014-02-11,59032160000
2014-02-12,59190000000
2014-02-13,59505680000
2014-02-14,60137040000
2014-02-18,60728940000
2014-02-19,60176500000
2014-02-20,60255420000
2014-02-21,59821360000
2014-02-24,59900280000
2014-02-25,59781900000
2014-02-26,60215960000
2014-02-27,60728940000
2014-02-28,60728940000
2014-03-03,59979200000
2014-03-04,60650020000
2014-03-05,61675980000
2014-03-06,61833820000
2014-03-07,61636520000
2014-03-10,61202460000
2014-03-11,60373800000
2014-03-12,60768400000
2014-03-13,59900280000
2014-03-14,59505680000
2014-03-17,60294880000
2014-03-18,61123540000
2014-03-19,61084080000
2014-03-20,61360300000
2014-03-21,61044620000
2014-03-24,60728940000
2014-03-25,60492180000
2014-03-26,60176500000
2014-03-27,60176500000
2014-03-28,60965700000
2014-03-31,61464000000
2014-04-01,64300800000
2014-04-02,64852400000
2014-04-03,64576600000
2014-04-04,63552199999
2014-04-07,62803600000
2014-04-08,63434000000
2014-04-09,62409600000
2014-04-10,61582200000
2014-04-11,61582200000
2014-04-14,61858000000
2014-04-15,62409600000
2014-04-16,63315800000
2014-04-17,63040000000
2014-04-21,62961200000
2014-04-22,63434000000
2014-04-23,63946200000
2014-04-24,64300800000
2014-04-25,62173200000
2014-04-28,62921800000
2014-04-29,63512800000
2014-04-30,63630999999
2014-05-01,62685400000
2014-05-02,62646000000
2014-05-05,62015600000
2014-05-06,61306400000
2014-05-07,60912400000
2014-05-08,62291400000
2014-05-09,62133800000
2014-05-12,62409600000
2014-05-13,62488400000
2014-05-14,62055000000
2014-05-15,61818600000
2014-05-16,62094400000
2014-05-19,62724800000
2014-05-20,62133800000
2014-05-21,62685400000
2014-05-22,62685400000
2014-05-23,63118800000
2014-05-27,63670400000
2014-05-28,64261399999
2014-05-29,65167600000
2014-05-30,64773600000
2014-06-02,64773600000
2014-06-03,65207000000
2014-06-04,66152600000
2014-06-05,65719200000
2014-06-06,67295199999
2014-06-09,66980000000
2014-06-10,67019400000
2014-06-11,66585999999
2014-06-12,65088800000
2014-06-13,65246399999
2014-06-16,65522199999
2014-06-17,66152600000
2014-06-18,66310199999
2014-06-19,66113200000
2014-06-20,65679800000
2014-06-23,66507199999
2014-06-24,66861799999
2014-06-25,67768000000
2014-06-26,67768000000
2014-06-27,68083200000
2014-06-30,66563639999
2014-07-01,66447810000
2014-07-02,66486419999
2014-07-03,66872520000
2014-07-07,66872520000
2014-07-08,66061710000
2014-07-09,67297230000
2014-07-10,66795300000
2014-07-11,67451669999
2014-07-14,67760550000
2014-07-15,67721940000
2014-07-16,68725800000
2014-07-17,68494139999
2014-07-18,68416919999
2014-07-21,68339700000
2014-07-22,68803020000
2014-07-23,68648580000
2014-07-24,68880240000
2014-07-25,68030820000
2014-07-28,68108040000
2014-07-29,67837770000
2014-07-30,67413060000
2014-07-31,65714220000
2014-08-01,64903409999
2014-08-04,65714220000
2014-08-05,65135070000
2014-08-06,65559780000
2014-08-07,64942020000
2014-08-08,65984490000
2014-08-11,66293370000
2014-08-12,66447810000
2014-08-13,67258620000
2014-08-14,67297230000
2014-08-15,66833909999
2014-08-18,67297230000
2014-08-19,67026960000
2014-08-20,67220010000
2014-08-21,67181399999
2014-08-22,66293370000
2014-08-25,66525030000
2014-08-26,66370590000
2014-08-27,67026960000
2014-08-28,67258620000
2014-08-29,67220010000
2014-09-02,67953600000
2014-09-03,67451669999
2014-09-04,66679470000
2014-09-05,66177540000
2014-09-08,64864800000
2014-09-09,64208429999
2014-09-10,64208429999
2014-09-11,64324260000
2014-09-12,64053990000
2014-09-15,63590669999
2014-09-16,63783720000
2014-09-17,63822330000
2014-09-18,64015379999
2014-09-19,64285649999
2014-09-22,63165960000
2014-09-23,62432370000
2014-09-24,63359010000
2014-09-25,62548200000
2014-09-26,63050129999
2014-09-29,58339710000
2014-09-30,57102047017
2014-10-01,56329875996
2014-10-02,56214050343
2014-10-03,56329875996
2014-10-06,56059616139
2014-10-07,54438056994
2014-10-08,54862751056
2014-10-09,53434234667
2014-10-10,53241191911
2014-10-13,52275978135
2014-10-14,53202583360
2014-10-15,52584846543
2014-10-16,53974754381
2014-10-17,54129188586
2014-10-20,54708316852
2014-10-21,55055793811
2014-10-22,54553882647
2014-10-23,55596313526
2014-10-24,53202583360
2014-10-27,53357017564
2014-10-28,54669708300
2014-10-29,53704494524
2014-10-30,53858928728
2014-10-31,54399448443
2014-11-03,54013362932
2014-11-04,53858928728
2014-11-05,53820320177
2014-11-06,54785533954
2014-11-07,54708316852
2014-11-10,54051971484
2014-11-11,55480487873
2014-11-12,56291267445
2014-11-13,57642566732
2014-11-14,58453346304
2014-11-17,59997688347
2014-11-18,59843254143
2014-11-19,59611602836
2014-11-20,59688819938
2014-11-21,59572994285
2014-11-24,60499599511
2014-11-25,60538208062
2014-11-26,60267948204
2014-11-28,60731250817
2014-12-01,60885685021
2014-12-02,61387596185
2014-12-03,61812290247
2014-12-04,61040119225
2014-12-05,60615425164
2014-12-08,59572994285
2014-12-09,59572994285
2014-12-10,58530563406
2014-12-11,58993866019
2014-12-12,57874218038
2014-12-15,55133010913
2014-12-16,54399448443
2014-12-17,55789356281
2014-12-18,57179264119
2014-12-19,58028652243
2014-12-22,58762214713
2014-12-23,59186908774
2014-12-24,59071083121
2014-12-26,59650211387
2014-12-29,59920471245
2014-12-30,59843254143
2014-12-31,61426500000
2015-01-02,60871680000
2015-01-05,58493880000
2015-01-06,57939060000
2015-01-07,59603520000
2015-01-08,61109460000
2015-01-09,60277230000
2015-01-12,60316860000
2015-01-13,60277230000
2015-01-14,59880930000
2015-01-15,58890180000
2015-01-16,59524260000
2015-01-20,59484630000
2015-01-21,59326110000
2015-01-22,59563890000
2015-01-23,59088330000
2015-01-26,59762040000
2015-01-27,58850550000
2015-01-28,57304980000
2015-01-29,58850550000
2015-01-30,58295730000
2015-02-02,60515010000
2015-02-03,62020950000
2015-02-04,62892810000
2015-02-05,62813550000
2015-02-06,62853180000
2015-02-09,63090960000
2015-02-10,63764670000
2015-02-11,64398750000
2015-02-12,64834680000
2015-02-13,64596900000
2015-02-17,63843930000
2015-02-18,64240230000
2015-02-19,65112090000
2015-02-20,64993199999
2015-02-23,64913939999
2015-02-24,64834680000
2015-02-25,65429130000
2015-02-26,64913939999
2015-02-27,64755420000
2015-03-02,65666910000
2015-03-03,64081710000
2015-03-04,63526890000
2015-03-05,63843930000
2015-03-06,63130590000
2015-03-09,63526890000
2015-03-10,62298360000
2015-03-11,62417250000
2015-03-12,64081710000
2015-03-13,64200600000
2015-03-16,65349869999
2015-03-17,64953570000
2015-03-18,65230980000
2015-03-19,64755420000
2015-03-20,65310240000
2015-03-23,65666910000
2015-03-24,65627279999
2015-03-25,64121340000
2015-03-26,63447630000
2015-03-27,63328740000
2015-03-30,64042080000
2015-03-31,64140360000
2015-04-01,63226340000
2015-04-02,63703220000
2015-04-06,63584000000
2015-04-07,63186600000
2015-04-08,63504520000
2015-04-09,63385300000
2015-04-10,63703220000
2015-04-13,63067380000
2015-04-14,63464780000
2015-04-15,63862180000
2015-04-16,63345560000
2015-04-17,62630240000
2015-04-20,63226340000
2015-04-21,62868680000
2015-04-22,63226340000
2015-04-23,62630240000
2015-04-24,62669980000
2015-04-27,63186600000
2015-04-28,63822439999
2015-04-29,63663480000
2015-04-30,62789200000
2015-05-01,62828940000
2015-05-04,62709720000
2015-05-05,61716220000
2015-05-06,61517520000
2015-05-07,61636740000
2015-05-08,62272580000
2015-05-11,62193100000
2015-05-12,61835440000
2015-05-13,61239340000
2015-05-14,60682980000
2015-05-15,61517520000
2015-05-18,61914920000
2015-05-19,61597000000
2015-05-20,60802200000
2015-05-21,61636740000
2015-05-22,60682980000
2015-05-26,60365060000
2015-05-27,60881680000
2015-05-28,60762460000
2015-05-29,60285580000
2015-06-01,61040640000
2015-06-02,60643240000
2015-06-03,60404800000
2015-06-04,59808700000
2015-06-05,58735720000
2015-06-08,59212600000
2015-06-09,59133120000
2015-06-10,59729220000
2015-06-11,60722720000
2015-06-12,60524020000
2015-06-15,59808700000
2015-06-16,59610000000
2015-06-17,59689480000
2015-06-18,60166360000
2015-06-19,60047140000
2015-06-22,60126620000
2015-06-23,60762460000
2015-06-24,61597000000
2015-06-25,61358560000
2015-06-26,61199600000
2015-06-29,59689480000
2015-06-30,59574690000
2015-07-01,59495310000
2015-07-02,59019030000
2015-07-06,58701510000
2015-07-07,58939650000
2015-07-08,57034530000
2015-07-09,56875770000
2015-07-10,57471120000
2015-07-13,58106160000
2015-07-14,58780890000
2015-07-15,58542750000
2015-07-16,57828330000
2015-07-17,58304610000
2015-07-20,57828330000
2015-07-21,57590190000
2015-07-22,57232980000
2015-07-23,57987090000
2015-07-24,57113910000
2015-07-27,57748950000
2015-07-28,58860270000
2015-07-29,60368490000
2015-07-30,59931900000
2015-07-31,58860270000
2015-08-03,59296860000
2015-08-04,59177790000
2015-08-05,58741200000
2015-08-06,58860270000
2015-08-07,58741200000
2015-08-10,59495310000
2015-08-11,58344300000
2015-08-12,58264920000
2015-08-13,58383990000
2015-08-14,58661820000
2015-08-17,58264920000
2015-08-18,58860270000
2015-08-19,58622130000
2015-08-20,57272670000
2015-08-21,55010340000
2015-08-24,52351110000
2015-08-25,51200100000
2015-08-26,52430490000
2015-08-27,53819640000
2015-08-28,54534060000
2015-08-31,55050030000
2015-09-01,54454680000
2015-09-02,55050030000
2015-09-03,54930960000
2015-09-04,53819640000
2015-09-08,54256230000
2015-09-09,53700570000
2015-09-10,54494370000
2015-09-11,54414990000
2015-09-14,54692820000
2015-09-15,56796390000
2015-09-16,58106160000
2015-09-17,57947400000
2015-09-18,56677320000
2015-09-21,56836080000
2015-09-22,55248480000
2015-09-23,54295920000
2015-09-24,54176850000
2015-09-25,53700570000
2015-09-28,52073280000
2015-09-29,52192350000
2015-09-30,53859330000
2015-10-01,54256230000
2015-10-02,55526310000
2015-10-05,56320110000
2015-10-06,56796390000
2015-10-07,58542750000
2015-10-08,59495310000
2015-10-09,59415930000
2015-10-12,59455620000
2015-10-13,59296860000
2015-10-14,59574690000
2015-10-15,60408180000
2015-10-16,60646320000
2015-10-19,60963840000
2015-10-20,61043220000
2015-10-21,61162290000
2015-10-22,61837020000
2015-10-23,62194230000
2015-10-26,62233920000
2015-10-27,59098410000
2015-10-28,59415930000
2015-10-29,58463370000
2015-10-30,58780890000
2015-11-02,58542750000
2015-11-03,58780890000
2015-11-04,58145850000
2015-11-05,57828330000
2015-11-06,57629880000
2015-11-09,56875770000
2015-11-10,56677320000
2015-11-11,56796390000
2015-11-12,55724760000
2015-11-13,55248480000
2015-11-16,55724760000
2015-11-17,56161350000
2015-11-18,57391740000
2015-11-19,57828330000
2015-11-20,57947400000
2015-11-23,57748950000
2015-11-24,57748950000
2015-11-25,57748950000
2015-11-27,57669570000
2015-11-30,56875770000
2015-12-01,57788640000
2015-12-02,56597940000
2015-12-03,55486620000
2015-12-04,56359800000
2015-12-07,56042280000
2015-12-08,55446930000
2015-12-09,55129410000
2015-12-10,55407240000
2015-12-11,54137160000
2015-12-14,54057780000
2015-12-15,55050030000
2015-12-16,56994840000
2015-12-17,55486620000
2015-12-18,54772200000
2015-12-21,54494370000
2015-12-22,56359800000
2015-12-23,56994840000
2015-12-24,56796390000
2015-12-28,56280420000
2015-12-29,56478870000
2015-12-30,56240730000
2015-12-31,55937300000
2016-01-04,55460900000
2016-01-05,54468400000
2016-01-06,52046700000
2016-01-07,50419000000
2016-01-08,49783800000
2016-01-11,50696900000
2016-01-12,51014500000
2016-01-13,48434000000
2016-01-14,48394300000
2016-01-15,47520900000
2016-01-19,47441500000
2016-01-20,47243000000
2016-01-21,47679700000
2016-01-22,48195800000
2016-01-25,47560600000
2016-01-26,48672200000
2016-01-27,47044500000
2016-01-28,46488700000
2016-01-29,47401800000
2016-02-01,47917900000
2016-02-02,45694700000
2016-02-03,45496200000
2016-02-04,45774100000
2016-02-05,45456500000
2016-02-08,46012300000
2016-02-09,45059500000
2016-02-10,45019800000
2016-02-11,44344900000
2016-02-12,45853500000
2016-02-16,47123900000
2016-02-17,48711900000
2016-02-18,48672200000
2016-02-19,48037000000
2016-02-22,49863200000
2016-02-23,49307400000
2016-02-24,47957600000
2016-02-25,49188300000
2016-02-26,49505900000
2016-02-29,49664700000
2016-03-01,51967300000
2016-03-02,52483400000
2016-03-03,53753800000
2016-03-04,53952300000
2016-03-07,54071400000
2016-03-08,52523100000
2016-03-09,52364300000
2016-03-10,52205500000
2016-03-11,52761300000
2016-03-14,52681900000
2016-03-15,52523100000
2016-03-16,53595000000
2016-03-17,53475900000
2016-03-18,54150800000
2016-03-21,54230200000
2016-03-22,53952300000
2016-03-23,52642200000
2016-03-24,51848200000
2016-03-28,51967300000
2016-03-29,52404000000
2016-03-30,52999500000
2016-03-31,53635500000
2016-04-01,52046300000
2016-04-04,50854400000
2016-04-05,50735210000
2016-04-06,50933860000
2016-04-07,49741960000
2016-04-08,49861150000
2016-04-11,50298180000
2016-04-12,50894130000
2016-04-13,51887380000
2016-04-14,52006570000
2016-04-15,51410620000
2016-04-18,52642250000
2016-04-19,53397120000
2016-04-20,54191720000
2016-04-21,54231450000
2016-04-22,54072530000
2016-04-25,53953340000
2016-04-26,54628750000
2016-04-27,54271180000
2016-04-28,55979570000
2016-04-29,53873880000
2016-05-02,54112260000
2016-05-03,53357390000
2016-05-04,52880630000
2016-05-05,52920360000
2016-05-06,53397120000
2016-05-09,52920360000
2016-05-10,53595770000
2016-05-11,52920360000
2016-05-12,53039550000
2016-05-13,52523060000
2016-05-16,52920360000
2016-05-17,52205220000
2016-05-18,52284680000
2016-05-19,52006570000
2016-05-20,52403870000
2016-05-23,52165490000
2016-05-24,52801170000
2016-05-25,53714960000
2016-05-26,53476580000
2016-05-27,53436850000
2016-05-31,53595770000
2016-06-01,52086030000
2016-06-02,52483330000
2016-06-03,51807920000
2016-06-06,52364140000
2016-06-07,53158740000
2016-06-08,53079280000
2016-06-09,52681980000
2016-06-10,52046300000
2016-06-13,51569540000
2016-06-14,51013320000
2016-06-15,51688730000
2016-06-16,52125760000
2016-06-17,52681980000
2016-06-20,53317660000
2016-06-21,52523060000
2016-06-22,52364140000
2016-06-23,53238200000
2016-06-24,49741960000
2016-06-27,48311680000
2016-06-28,49225470000
2016-06-29,49861150000
2016-06-30,49953180000
2016-07-01,50549280000
2016-07-05,49277600000
2016-07-06,49953180000
2016-07-07,50668500000
2016-07-08,52019660000
2016-07-11,52734980000
2016-07-12,53450300000
2016-07-13,53569520000
2016-07-14,54006660000
2016-07-15,53927180000
2016-07-18,54245100000
2016-07-19,54245100000
2016-07-20,54602760000
2016-07-21,55318080000
2016-07-22,55000160000
2016-07-25,54960420000
2016-07-26,55079640000
2016-07-27,55000160000
2016-07-28,50509540000
2016-07-29,50310840000
2016-08-01,49595520000
2016-08-02,47449560000
2016-08-03,48204620000
2016-08-04,48005920000
2016-08-05,48443060000
2016-08-08,48403320000
2016-08-09,48919940000
2016-08-10,48681500000
2016-08-11,48919940000
2016-08-12,48999420000
2016-08-15,49396820000
2016-08-16,49039160000
2016-08-17,49237860000
2016-08-18,48999420000
2016-08-19,49237860000
2016-08-22,49118640000
2016-08-23,49357080000
2016-08-24,48880200000
2016-08-25,49555780000
2016-08-26,49198120000
2016-08-29,49555780000
2016-08-30,49873700000
2016-08-31,50072400000
2016-09-01,49436560000
2016-09-02,49675000000
2016-09-06,50350580000
2016-09-07,50469800000
2016-09-08,50589020000
2016-09-09,49198120000
2016-09-12,50469800000
2016-09-13,49198120000
2016-09-14,48244360000
2016-09-15,48125140000
2016-09-16,48125140000
2016-09-19,48125140000
2016-09-20,47688000000
2016-09-21,48045660000
2016-09-22,48403320000
2016-09-23,48363580000
2016-09-26,47727740000
2016-09-27,47608520000
2016-09-28,48045660000
2016-09-29,47568780000
2016-09-30,47425969129
2016-10-03,47543846434
2016-10-04,47936770785
2016-10-05,49036958967
2016-10-06,48683327051
2016-10-07,48290402701
2016-10-10,47622431304
2016-10-11,47111629648
2016-10-12,46993752343
2016-10-13,46797290168
2016-10-14,46797290168
2016-10-17,46679412863
2016-10-18,46718705298
2016-10-19,47190214519
2016-10-20,47033044778
2016-10-21,47229506954
2016-10-24,47897478350
2016-10-25,46561535557
2016-10-26,46679412863
2016-10-27,46129318772
2016-10-28,46050733902
2016-10-31,46129318772
2016-11-01,45618517116
2016-11-02,44793375979
2016-11-03,44596913804
2016-11-04,44557621369
2016-11-07,45500639811
2016-11-08,45107715460
2016-11-09,45500639811
2016-11-10,46915167473
2016-11-11,48251110265
2016-11-14,47386676694
2016-11-15,47308091824
2016-11-16,47150922084
2016-11-17,46640120428
2016-11-18,46207903642
2016-11-21,46325780947
2016-11-22,46718705298
2016-11-23,46757997733
2016-11-25,47308091824
2016-11-28,46836582603
2016-11-29,46836582603
2016-11-30,46993752343
2016-12-01,48840496792
2016-12-02,48093940525
2016-12-05,48879789227
2016-12-06,49351298447
2016-12-07,51315920201
2016-12-08,51198042896
2016-12-09,51748136987
2016-12-12,50372901759
2016-12-13,50176439584
2016-12-14,49233421142
2016-12-15,49429883318
2016-12-16,49626345493
2016-12-19,49744222798
2016-12-20,50215732019
2016-12-21,49665637928
2016-12-22,48722619486
2016-12-23,48958374097
2016-12-27,48683327051
2016-12-28,48133232960
2016-12-29,48054648090
2016-12-30,47661723739
2017-01-03,50057840000
2017-01-04,52363920000
2017-01-05,50773520000
2017-01-06,50733760000
2017-01-09,50216880000
2017-01-10,51091600000
2017-01-11,50375920000
2017-01-12,50057840000
2017-01-13,50216880000
2017-01-17,50137360000
2017-01-18,49342160000
2017-01-19,49421680000
2017-01-20,49143360000
2017-01-23,48944560000
2017-01-24,50137360000
2017-01-25,50853040000
2017-01-26,49183120000
2017-01-27,49660240000
2017-01-30,49183120000
2017-01-31,49143360000
2017-02-01,48984320000
2017-02-02,48825280000
2017-02-03,49938560000
2017-02-06,49779520000
2017-02-07,49063840000
2017-02-08,49222880000
2017-02-09,49222880000
2017-02-10,49739760000
2017-02-13,49938560000
2017-02-14,50296400000
2017-02-15,50216880000
2017-02-16,49859040000
2017-02-17,50018080000
2017-02-21,50455440000
2017-02-22,50375920000
2017-02-23,49938560000
2017-02-24,49580720000
2017-02-27,50336160000
2017-02-28,49819280000
2017-03-01,50455440000
2017-03-02,50336160000
2017-03-03,50296400000
2017-03-06,49779520000
2017-03-07,49540960000
2017-03-08,49819280000
2017-03-09,49700000000
2017-03-10,49819280000
2017-03-13,49859040000
2017-03-14,49898800000
2017-03-15,50296400000
2017-03-16,50495200000
2017-03-17,49620480000
2017-03-20,48825280000
2017-03-21,46598720000
2017-03-22,46797520000
2017-03-23,46399920000
2017-03-24,46201120000
2017-03-27,45564960000
2017-03-28,46320400000
2017-03-29,46439680000
2017-03-30,46439680000
2017-03-31,46292280000
2017-04-03,45496880000
2017-04-04,45218490000
2017-04-05,44781020000
2017-04-06,44820790000
2017-04-07,44661710000
2017-04-10,44741250000
2017-04-11,44860560000
2017-04-12,44661710000
2017-04-13,44184470000
2017-04-17,44860560000
2017-04-18,44303780000
2017-04-19,44502630000
2017-04-20,45616190000
2017-04-21,45099180000
2017-04-24,45457110000
2017-04-25,45655960000
2017-04-26,46133200000
2017-04-27,45616190000
2017-04-28,45616190000
2017-05-01,45417340000
2017-05-02,43428840000
2017-05-03,44025390000
2017-05-04,43747000000
2017-05-05,44303780000
2017-05-08,44264010000
2017-05-09,44383320000
2017-05-10,43906080000
2017-05-11,43786770000
2017-05-12,43428840000
2017-05-15,43508380000
2017-05-16,43508380000
2017-05-17,42792520000
2017-05-18,42911830000
2017-05-19,43229990000
2017-05-22,44144700000
2017-05-23,43945850000
2017-05-24,43587920000
2017-05-25,43190220000
2017-05-26,43468610000
2017-05-30,44065160000
2017-05-31,44224240000
2017-06-01,45377570000
2017-06-02,45138950000
2017-06-05,44741250000
2017-06-06,44224240000
2017-06-07,44025390000
2017-06-08,44144700000
2017-06-09,44264010000
2017-06-12,44860560000
2017-06-13,44820790000
2017-06-14,44621940000
2017-06-15,44701480000
2017-06-16,44621940000
2017-06-19,44701480000
2017-06-20,44224240000
2017-06-21,43906080000
2017-06-22,44264010000
2017-06-23,43906080000
2017-06-26,44462860000
2017-06-27,44065160000
2017-06-28,44104930000
2017-06-29,44423090000
2017-06-30,44446680000
2017-07-03,45916320000
2017-07-05,44883600000
2017-07-06,44406960000
2017-07-07,44724720000
2017-07-10,45042480000
2017-07-11,45201360000
2017-07-12,45558840000
2017-07-13,46075200000
2017-07-14,46392960000
2017-07-17,46631280000
2017-07-18,46671000000
2017-07-19,46988760000
2017-07-20,46472400000
2017-07-21,45797160000
2017-07-24,44843880000
2017-07-25,44764440000
2017-07-26,43930320000
2017-07-27,44406960000
2017-07-28,44367240000
2017-07-31,44565840000
2017-08-01,43493400000
2017-08-02,43692000000
2017-08-03,43413960000
2017-08-04,43493400000
2017-08-07,43374240000
2017-08-08,43255080000
2017-08-09,43374240000
2017-08-10,42778440000
2017-08-11,42778440000
2017-08-14,43334520000
2017-08-15,43056480000
2017-08-16,42897600000
2017-08-17,42262080000
2017-08-18,41944320000
2017-08-21,41984040000
2017-08-22,42301800000
2017-08-23,42540120000
2017-08-24,42540120000
2017-08-25,42977040000
2017-08-28,42857880000
2017-08-29,43056480000
2017-08-30,43453680000
2017-08-31,43811160000
2017-09-01,45082200000
2017-09-05,45121920000
2017-09-06,45678000000
2017-09-07,45280800000
2017-09-08,45121920000
2017-09-11,45320520000
2017-09-12,46035480000
2017-09-13,46154640000
2017-09-14,45916320000
2017-09-15,46154640000
2017-09-18,46194360000
2017-09-19,46551840000
2017-09-20,46512120000
2017-09-21,46551840000
2017-09-22,47028480000
2017-09-25,47425680000
2017-09-26,47385960000
2017-09-27,47465400000
2017-09-28,47505120000
2017-09-29,47544840000
2017-10-02,48021480000
2017-10-03,49014480000
2017-10-04,48855600000
2017-10-05,48657000000
2017-10-06,48895320000
2017-10-09,49014480000
2017-10-10,49213080000
2017-10-11,49173360000
2017-10-12,48140640000
2017-10-13,47862600000
2017-10-16,48140640000
2017-10-17,48736440000
2017-10-18,48418680000
2017-10-19,48577560000
2017-10-20,48061200000
2017-10-23,47822880000
2017-10-24,48418680000
2017-10-25,47822880000
2017-10-26,48736440000
2017-10-27,47902320000
2017-10-30,48061200000
2017-10-31,48736440000
2017-11-01,49054200000
2017-11-02,49332240000
2017-11-03,49093920000
2017-11-06,48974760000
2017-11-07,48299520000
2017-11-08,47902320000
2017-11-09,47822880000
2017-11-10,47703720000
2017-11-13,48299520000
2017-11-14,47743440000
2017-11-15,47664000000
2017-11-16,47822880000
2017-11-17,47703720000
2017-11-20,48180360000
2017-11-21,48140640000
2017-11-22,47942040000
2017-11-24,48061200000
2017-11-27,48100920000
2017-11-28,48498120000
2017-11-29,49888320000
2017-11-30,49729440000
2017-12-01,49967760000
2017-12-04,50166360000
2017-12-05,49371960000
2017-12-06,49173360000
2017-12-07,49769160000
2017-12-08,50086920000
2017-12-11,49967760000
2017-12-12,50047200000
2017-12-13,50166360000
2017-12-14,49491120000
2017-12-15,49967760000
2017-12-18,50285520000
2017-12-19,50404680000
2017-12-20,50523840000
2017-12-21,50166360000
2017-12-22,49967760000
2017-12-26,50047200000
2017-12-27,49650000000
2017-12-28,49967760000
2017-12-29,49610280000
2018-01-02,50310840000
2018-01-03,50708240000
2018-01-04,51582520000
2018-01-05,52456800000
2018-01-08,52258100000
2018-01-09,51979920000
2018-01-10,51781220000
2018-01-11,52297840000
2018-01-12,52576020000
2018-01-16,52059400000
2018-01-17,48403320000
2018-01-18,47966180000
2018-01-19,47688000000
2018-01-22,47767480000
2018-01-23,47529040000
2018-01-24,47886700000
2018-01-25,45979180000
2018-01-26,46297100000
2018-01-29,44190880000
2018-01-30,43952440000
2018-01-31,43594780000
2018-02-01,43396080000
2018-02-02,42561540000
2018-02-05,40693760000
2018-02-06,42760240000
2018-02-07,42760240000
2018-02-08,41448820000
2018-02-09,41846220000
2018-02-12,42521800000
2018-02-13,42084660000
2018-02-14,42680760000
2018-02-15,42760240000
2018-02-16,42164140000
2018-02-20,42243620000
2018-02-21,42124400000
2018-02-22,42243620000
2018-02-23,42521800000
2018-02-26,43276860000
2018-02-27,42164140000
2018-02-28,42164140000
2018-03-01,40892460000
2018-03-02,41329600000
2018-03-05,42044920000
2018-03-06,42243620000
2018-03-07,42243620000
2018-03-08,42164140000
2018-03-09,42641020000
2018-03-12,42958940000
2018-03-13,42839720000
2018-03-14,43793480000
2018-03-15,43992180000
2018-03-16,44310100000
2018-03-19,43753740000
2018-03-20,43674260000
2018-03-21,44111400000
2018-03-22,42720500000
2018-03-23,41965440000
2018-03-26,43038420000
2018-03-27,43038420000
2018-03-28,43157640000
2018-03-29,44031920000
2018-04-02,43190220000
2018-04-03,44343550000
2018-04-04,45059410000
2018-04-05,45138950000
2018-04-06,44462860000
2018-04-09,44741250000
2018-04-10,45536650000
2018-04-11,45457110000
2018-04-12,44979870000
2018-04-13,44860560000
2018-04-16,45258260000
2018-04-17,45258260000
2018-04-18,45059410000
2018-04-19,43587920000
2018-04-20,43031140000
2018-04-23,43906080000
2018-04-24,43587920000
2018-04-25,44184470000
2018-04-26,45457110000
2018-04-27,45695730000
2018-04-30,44701480000
2018-05-01,44781020000
2018-05-02,44582170000
2018-05-03,44542400000
2018-05-04,45178720000
2018-05-07,45099180000
2018-05-08,44820790000
2018-05-09,43985620000
2018-05-10,44582170000
2018-05-11,44502630000
2018-05-14,44462860000
2018-05-15,44621940000
2018-05-16,45337800000
2018-05-17,45576420000
2018-05-18,45059410000
2018-05-21,45775270000
2018-05-22,45815040000
2018-05-23,45496880000
2018-05-24,46212740000
2018-05-25,45775270000
2018-05-29,45496880000
2018-05-30,45934350000
2018-05-31,45934350000
2018-06-01,46570670000
2018-06-04,46689980000
2018-06-05,47047910000
2018-06-06,47604690000
2018-06-07,47843310000
2018-06-08,48121700000
2018-06-11,47843310000
2018-06-12,48161470000
2018-06-13,47803540000
2018-06-14,47286530000
2018-06-15,47246760000
2018-06-18,47684230000
2018-06-19,47286530000
2018-06-20,47206990000
2018-06-21,46570670000
2018-06-22,46332050000
2018-06-25,45735500000
2018-06-26,45815040000
2018-06-27,45417340000
2018-06-28,44860560000
2018-06-29,44025390000
2018-07-02,44133600000
2018-07-03,43696240000
2018-07-05,43934800000
2018-07-06,43974560000
2018-07-09,44531200000
2018-07-10,44730000000
2018-07-11,44014320000
2018-07-12,43934800000
2018-07-13,43656480000
2018-07-16,43139600000
