,MU
2013-11-27,22143820000
2013-11-29,22366000000
2013-12-02,22546200000
2013-12-03,23139800000
2013-12-04,23065600000
2013-12-05,22949000000
2013-12-06,23648600000
2013-12-09,24507200000
2013-12-10,24528400000
2013-12-11,23850000000
2013-12-12,23892400000
2013-12-13,24464800000
2013-12-16,24136200000
2013-12-17,24295200000
2013-12-18,23118600000
2013-12-19,22917200000
2013-12-20,23500200000
2013-12-23,22779400000
2013-12-24,23129200000
2013-12-26,23044400000
2013-12-27,22811200000
2013-12-30,22578000000
2013-12-31,23055000000
2014-01-02,22959600000
2014-01-03,22228200000
2014-01-06,21910200000
2014-01-07,23033800000
2014-01-08,25302200000
2014-01-09,24634400000
2014-01-10,25132600000
2014-01-13,24729800000
2014-01-14,25090200000
2014-01-15,24729800000
2014-01-16,24517800000
2014-01-17,23722800000
2014-01-21,24507200000
2014-01-22,25069000000
2014-01-23,25058400000
2014-01-24,24295200000
2014-01-27,24274000000
2014-01-28,24433000000
2014-01-29,24072600000
2014-01-30,24857000000
2014-01-31,24422400000
2014-02-03,24178600000
2014-02-04,24380000000
2014-02-05,24708600000
2014-02-06,25556600000
2014-02-07,25980600000
2014-02-10,26362200000
2014-02-11,26192600000
2014-02-12,26383400000
2014-02-13,26404600000
2014-02-14,26584800000
2014-02-18,26945200000
2014-02-19,26945200000
2014-02-20,27019400000
2014-02-21,26584800000
2014-02-24,26235000000
2014-02-25,25715600000
2014-02-26,25673200000
2014-02-27,25810730000
2014-02-28,25810730000
2014-03-03,26120160000
2014-03-04,26792370000
2014-03-05,26493610000
2014-03-06,26429590000
2014-03-07,26056140000
2014-03-10,26514950000
2014-03-11,26322890000
2014-03-12,26504280000
2014-03-13,25725370000
2014-03-14,25565320000
2014-03-17,25533310000
2014-03-18,26130830000
2014-03-19,25586660000
2014-03-20,25618670000
2014-03-21,25245220000
2014-03-24,25053160000
2014-03-25,25106510000
2014-03-26,24359610000
2014-03-27,23730080000
2014-03-28,23377970000
2014-03-31,25245220000
2014-04-01,26077480000
2014-04-02,25981450000
2014-04-03,25608000000
2014-04-04,24092860000
2014-04-07,23164570000
2014-04-08,23698070000
2014-04-09,24114200000
2014-04-10,23132560000
2014-04-11,22545710000
2014-04-14,23367300000
2014-04-15,23655390000
2014-04-16,23986160000
2014-04-17,25511970000
2014-04-21,27016440000
2014-04-22,27934060000
2014-04-23,28008750000
2014-04-24,27912720000
2014-04-25,26952420000
2014-04-28,26226860000
2014-04-29,26781700000
2014-04-30,27870040000
2014-05-01,28008750000
2014-05-02,28072770000
2014-05-05,28531580000
2014-05-06,28467560000
2014-05-07,28190140000
2014-05-08,28734310000
2014-05-09,28638280000
2014-05-12,29353170000
2014-05-13,29481210000
2014-05-14,28659620000
2014-05-15,27592620000
2014-05-16,27774010000
2014-05-19,28744980000
2014-05-20,28328850000
2014-05-21,28798330000
2014-05-22,28990390000
2014-05-23,29161110000
2014-05-27,29940020000
2014-05-28,30526870000
2014-05-29,30523440000
2014-05-30,30534120000
2014-06-02,30608880000
2014-06-03,30619560000
2014-06-04,30939960000
2014-06-05,31014720000
2014-06-06,31548720000
2014-06-09,30972000000
2014-06-10,31516680000
2014-06-11,33097320000
2014-06-12,32958480000
2014-06-13,33289560000
2014-06-16,34079880000
2014-06-17,34443000000
2014-06-18,34240080000
2014-06-19,33973080000
2014-06-20,34015800000
2014-06-23,33385680000
2014-06-24,34710000000
2014-06-25,34539120000
2014-06-26,34176000000
2014-06-27,33652680000
2014-06-30,35190600000
2014-07-01,36290640000
2014-07-02,36055680000
2014-07-03,36023640000
2014-07-07,35094480000
2014-07-08,35382840000
2014-07-09,35126520000
2014-07-10,34998360000
2014-07-11,35030400000
2014-07-14,35874120000
2014-07-15,36333360000
2014-07-16,36995520000
2014-07-17,35297400000
2014-07-18,35404200000
2014-07-21,35318760000
2014-07-22,35916840000
2014-07-23,35970240000
2014-07-24,36183840000
2014-07-25,35692560000
2014-07-28,34154640000
2014-07-29,34314840000
2014-07-30,34742040000
2014-07-31,32627400000
2014-08-01,33204120000
2014-08-04,33844920000
2014-08-05,33204120000
2014-08-06,32766240000
2014-08-07,31698240000
2014-08-08,32082720000
2014-08-11,32830320000
2014-08-12,32787600000
2014-08-13,33513840000
2014-08-14,33150720000
2014-08-15,33631320000
2014-08-18,34218720000
2014-08-19,34603200000
2014-08-20,35564400000
2014-08-21,35446920000
2014-08-22,35553720000
2014-08-25,35468280000
2014-08-26,35115840000
2014-08-27,35233320000
2014-08-28,35106700000
2014-08-29,34882000000
2014-09-02,33715700000
2014-09-03,33897600000
2014-09-04,34368400000
2014-09-05,35245800000
2014-09-08,35459800000
2014-09-09,34218600000
2014-09-10,34336300000
2014-09-11,34282800000
2014-09-12,33737100000
2014-09-15,32121400000
2014-09-16,33651500000
2014-09-17,34218600000
2014-09-18,34753600000
2014-09-19,33844100000
2014-09-22,32742000000
2014-09-23,33384000000
2014-09-24,34475400000
2014-09-25,33919000000
2014-09-26,36198100000
2014-09-29,36915000000
2014-09-30,36658200000
2014-10-01,35845000000
2014-10-02,36176700000
2014-10-03,36315800000
2014-10-06,34849900000
2014-10-07,34100900000
2014-10-08,34582400000
2014-10-09,32784800000
2014-10-10,29735300000
2014-10-13,28922100000
2014-10-14,29307300000
2014-10-15,29467800000
2014-10-16,30281000000
2014-10-17,30783900000
2014-10-20,31768300000
2014-10-21,33373300000
2014-10-22,32709900000
2014-10-23,33052300000
2014-10-24,33234200000
2014-10-27,34561000000
2014-10-28,34892700000
2014-10-29,34539600000
2014-10-30,34047400000
2014-10-31,35406300000
2014-11-03,35855700000
2014-11-04,35705900000
2014-11-05,36069700000
2014-11-06,35684500000
2014-11-07,35320700000
2014-11-10,35406300000
2014-11-11,35524000000
2014-11-12,35213700000
2014-11-13,35245800000
2014-11-14,34903400000
2014-11-17,34550300000
2014-11-18,35170900000
2014-11-19,35267200000
2014-11-20,35534700000
2014-11-21,36701000000
2014-11-24,37161100000
2014-11-25,37236000000
2014-11-26,38113400000
2014-11-28,38466500000
2014-12-01,37439300000
2014-12-02,38092000000
2014-12-03,38627000000
2014-12-04,38739180000
2014-12-05,39190260000
2014-12-08,38685480000
2014-12-09,38298840000
2014-12-10,37439640000
2014-12-11,37794060000
2014-12-12,36516000000
2014-12-15,35817900000
2014-12-16,35356080000
2014-12-17,36333420000
2014-12-18,36999300000
2014-12-19,37042260000
2014-12-22,37203360000
2014-12-23,37557780000
2014-12-24,37493340000
2014-12-26,37590000000
2014-12-29,38159220000
2014-12-30,38019600000
2014-12-31,37600740000
2015-01-02,37321500000
2015-01-05,36279720000
2015-01-06,35302380000
2015-01-07,34475400000
2015-01-08,36161580000
2015-01-09,36011220000
2015-01-12,34002840000
2015-01-13,33122160000
2015-01-14,32273700000
2015-01-15,31468200000
2015-01-16,31135260000
2015-01-20,31865580000
2015-01-21,32746260000
2015-01-22,33175860000
2015-01-23,33240300000
2015-01-26,33315480000
2015-01-27,31844100000
2015-01-28,31253400000
2015-01-29,31908540000
2015-01-30,31435980000
2015-02-02,30544560000
2015-02-03,31092300000
2015-02-04,31178220000
2015-02-05,31672260000
2015-02-06,31049340000
2015-02-09,30447900000
2015-02-10,33390660000
2015-02-11,33315480000
2015-02-12,34303560000
2015-02-13,34206900000
2015-02-17,34722420000
2015-02-18,34550580000
2015-02-19,34163940000
2015-02-20,34400220000
2015-02-23,33723600000
2015-02-24,33046980000
2015-02-25,32735520000
2015-02-26,32885880000
2015-02-27,32939580000
2015-03-02,33551760000
2015-03-03,31854840000
2015-03-04,31435980000
2015-03-05,31417440000
2015-03-06,30580500000
2015-03-09,30752180000
2015-03-10,29625530000
2015-03-11,29915240000
2015-03-12,30065460000
2015-03-13,30816560000
2015-03-16,30591230000
2015-03-17,29679180000
2015-03-18,30215680000
2015-03-19,30097650000
2015-03-20,30773640000
2015-03-23,30065460000
2015-03-24,30001080000
2015-03-25,28509610000
2015-03-26,28606180000
2015-03-27,28627640000
2015-03-30,28627640000
2015-03-31,29110490000
2015-04-01,29110490000
2015-04-02,28681290000
2015-04-06,29432390000
2015-04-07,28831510000
2015-04-08,29110490000
2015-04-09,29850860000
2015-04-10,30065460000
2015-04-13,29915240000
2015-04-14,29743560000
2015-04-15,30226410000
2015-04-16,30054730000
2015-04-17,30065460000
2015-04-20,30322980000
2015-04-21,30634150000
2015-04-22,31653500000
2015-04-23,31674960000
2015-04-24,31331600000
2015-04-27,31406710000
2015-04-28,31106270000
2015-04-29,30977510000
2015-04-30,30183490000
2015-05-01,31106270000
2015-05-04,30762910000
2015-05-05,30086920000
2015-05-06,30033270000
2015-05-07,29260710000
2015-05-08,29164140000
2015-05-11,29775750000
2015-05-12,28831510000
2015-05-13,29174870000
2015-05-14,28638370000
2015-05-15,28252090000
2015-05-18,28713480000
2015-05-19,28230630000
2015-05-20,28531070000
2015-05-21,28863700000
2015-05-22,29325090000
2015-05-26,29314360000
2015-05-27,30183490000
2015-05-28,30344440000
2015-05-29,29968890000
2015-06-01,30494660000
2015-06-02,29818670000
2015-06-03,29056840000
2015-06-04,28609400000
2015-06-05,28185400000
2015-06-08,27475200000
2015-06-09,26701400000
2015-06-10,26701400000
2015-06-11,26521200000
2015-06-12,26637800000
2015-06-15,25694400000
2015-06-16,25694400000
2015-06-17,25948800000
2015-06-18,25938200000
2015-06-19,25938200000
2015-06-22,26107800000
2015-06-23,25959400000
2015-06-24,25503600000
2015-06-25,25461200000
2015-06-26,20839600000
2015-06-29,19853800000
2015-06-30,19970400000
2015-07-01,19906800000
2015-07-02,20214200000
2015-07-06,19419200000
2015-07-07,19292000000
2015-07-08,18687800000
2015-07-09,18179000000
2015-07-10,18624200000
2015-07-13,18666600000
2015-07-14,20786600000
2015-07-15,20023400000
2015-07-16,20786600000
2015-07-17,21327200000
2015-07-20,20023400000
2015-07-21,20012800000
2015-07-22,19080000000
2015-07-23,19822000000
2015-07-24,19440400000
2015-07-27,19207200000
2015-07-28,20935000000
2015-07-29,21062200000
2015-07-30,21094000000
2015-07-31,19620600000
2015-08-03,20140000000
2015-08-04,20150600000
2015-08-05,20044600000
2015-08-06,19843200000
2015-08-07,19546400000
2015-08-10,19949200000
2015-08-11,18952800000
2015-08-12,19281400000
2015-08-13,18762000000
2015-08-14,17967000000
2015-08-17,18253200000
2015-08-18,17362800000
2015-08-19,16854000000
2015-08-20,15624400000
2015-08-21,15401800000
2015-08-24,15306400000
2015-08-25,15126200000
2015-08-26,15285200000
2015-08-27,16610200000
2015-08-28,16917600000
2015-08-31,17394600000
2015-09-01,16769200000
2015-09-02,17267400000
2015-09-03,17170650000
2015-09-04,17408700000
2015-09-08,18143550000
2015-09-09,17553600000
2015-09-10,17802000000
2015-09-11,17388000000
2015-09-14,17284500000
2015-09-15,17098200000
2015-09-16,17263800000
2015-09-17,16984350000
2015-09-18,16042500000
2015-09-21,16301250000
2015-09-22,15949350000
2015-09-23,15328350000
2015-09-24,15876900000
2015-09-25,15431850000
2015-09-28,14552100000
2015-09-29,14883300000
2015-09-30,15504300000
2015-10-01,15286950000
2015-10-02,16466850000
2015-10-05,18184950000
2015-10-06,18857700000
2015-10-07,19271700000
2015-10-08,19375200000
2015-10-09,18795600000
2015-10-12,18661050000
2015-10-13,18816300000
2015-10-14,19478700000
2015-10-15,19313100000
2015-10-16,19147500000
2015-10-19,19830600000
2015-10-20,17688150000
2015-10-21,17005050000
2015-10-22,17305200000
2015-10-23,17843400000
2015-10-26,17160299999
2015-10-27,17263800000
2015-10-28,17512200000
2015-10-29,16777350000
2015-10-30,17139599999
2015-11-02,17688150000
2015-11-03,18464400000
2015-11-04,18050400000
2015-11-05,17087850000
2015-11-06,17025750000
2015-11-09,16394400000
2015-11-10,16094250000
2015-11-11,16042500000
2015-11-12,15887250000
2015-11-13,15525000000
2015-11-16,15411150000
2015-11-17,15814800000
2015-11-18,16156350000
2015-11-19,16425450000
2015-11-20,15970050000
2015-11-23,15856200000
2015-11-24,16177050000
2015-11-25,16125300000
2015-11-27,16104600000
2015-11-30,16487550000
2015-12-01,17129250000
2015-12-02,16373700000
2015-12-03,16171960000
2015-12-04,16058000000
2015-12-07,15384600000
2015-12-08,15125600000
2015-12-09,14835520000
2015-12-10,15187760000
2015-12-11,14545440000
2015-12-14,14151760000
2015-12-15,14690480000
2015-12-16,14576520000
2015-12-17,14835520000
2015-12-18,14876960000
2015-12-21,15301720000
2015-12-22,15135960000
2015-12-23,14814800000
2015-12-24,15001280000
2015-12-28,14700840000
2015-12-29,14856240000
2015-12-30,14669760000
2015-12-31,14669760000
2016-01-04,14845880000
2016-01-05,15353520000
2016-01-06,14731920000
2016-01-07,14151760000
2016-01-08,13809880000
2016-01-11,12981080000
2016-01-12,13177920000
2016-01-13,12494160000
2016-01-14,12452720000
2016-01-15,11478880000
2016-01-19,11188800000
2016-01-20,10411800000
2016-01-21,11240600000
2016-01-22,11468520000
2016-01-25,10857280000
2016-01-26,10929800000
2016-01-27,10764040000
2016-01-28,10246040000
2016-01-29,11427080000
2016-02-01,11354560000
2016-02-02,10971240000
2016-02-03,11147360000
2016-02-04,11634280000
2016-02-05,11396000000
2016-02-08,10536120000
2016-02-09,10339280000
2016-02-10,10256400000
2016-02-11,10038840000
2016-02-12,10380720000
2016-02-16,11199160000
2016-02-17,11841480000
2016-02-18,11903640000
2016-02-19,11561760000
2016-02-22,11447800000
2016-02-23,10867640000
2016-02-24,11023040000
2016-02-25,11105920000
2016-02-26,11085200000
2016-02-29,11012680000
2016-03-01,11468520000
2016-03-02,12100480000
2016-03-03,12070714276
2016-03-04,12162857133
2016-03-07,11855714276
2016-03-08,10913809515
2016-03-09,11067380943
2016-03-10,11139047610
2016-03-11,11661190466
2016-03-14,11415476181
2016-03-15,11108333324
2016-03-16,10975238086
2016-03-17,11128809515
2016-03-18,11405238086
2016-03-21,11804523800
2016-03-22,11712380943
2016-03-23,10903571419
2016-03-24,10749999991
2016-03-28,10627142848
2016-03-29,10698809515
2016-03-30,10729523801
2016-03-31,10719285705
2016-04-01,11292619038
2016-04-04,11057142848
2016-04-05,10647619039
2016-04-06,10719285705
2016-04-07,10760238086
2016-04-08,10975238086
2016-04-11,10698809515
2016-04-12,10412142848
2016-04-13,11139047610
2016-04-14,10647619039
2016-04-15,10944523800
2016-04-18,11149285705
2016-04-19,10975238086
2016-04-20,11005952372
2016-04-21,10903571419
2016-04-22,10913809515
2016-04-25,10801190467
2016-04-26,11784047609
2016-04-27,11835238085
2016-04-28,11896666657
2016-04-29,11005952372
2016-05-02,10872857134
2016-05-03,10606666658
2016-05-04,10238095230
2016-05-05,10299523801
2016-05-06,10227857134
2016-05-09,10104999992
2016-05-10,10330238087
2016-05-11,10340476182
2016-05-12,9859285706
2016-05-13,9787619039
2016-05-16,9910476182
2016-05-17,9900238087
2016-05-18,10289285706
2016-05-19,10309761896
2016-05-20,11057142848
2016-05-23,11405238086
2016-05-24,11763571419
2016-05-25,11876190466
2016-05-26,12234523799
2016-05-27,12603095228
2016-05-31,13022857132
2016-06-01,13401666656
2016-06-02,13115246097
2016-06-03,12865146057
2016-06-06,12775110043
2016-06-07,13005202080
2016-06-08,12585034012
2016-06-09,12515006001
2016-06-10,12144857942
2016-06-13,12054821928
2016-06-14,11924769907
2016-06-15,12024809923
2016-06-16,11954781912
2016-06-17,12204881952
2016-06-20,12324929971
2016-06-21,12755102040
2016-06-22,12725090035
2016-06-23,14055622248
2016-06-24,13215286113
2016-06-27,12234893956
2016-06-28,12995198078
2016-06-29,13195278110
2016-06-30,13765506201
2016-07-01,12505002000
2016-07-05,11914765905
2016-07-06,11734693876
2016-07-07,12204881952
2016-07-08,12625050019
2016-07-11,12645058022
2016-07-12,13235294116
2016-07-13,13295318126
2016-07-14,13295318126
2016-07-15,13135254100
2016-07-18,13345338134
2016-07-19,13225290115
2016-07-20,13595438174
2016-07-21,13185274108
2016-07-22,13135254100
2016-07-25,13925570227
2016-07-26,14675870347
2016-07-27,14195678270
2016-07-28,13815526209
2016-07-29,13745498198
2016-08-01,13565426169
2016-08-02,13405362144
2016-08-03,13515406161
2016-08-04,14035614244
2016-08-05,14525810323
2016-08-08,14425770307
2016-08-09,14485794316
2016-08-10,14205682272
2016-08-11,14435774308
2016-08-12,14935974388
2016-08-15,15536214484
2016-08-16,15496198478
2016-08-17,15526210483
2016-08-18,15776310523
2016-08-19,16256502600
2016-08-22,16196478590
2016-08-23,16186474588
2016-08-24,15516206481
2016-08-25,16206482592
2016-08-26,16516606641
2016-08-29,16916766705
2016-08-30,16746698678
2016-08-31,16496598638
2016-09-01,17305600000
2016-09-02,17368000000
2016-09-06,17690400000
2016-09-07,17846400000
2016-09-08,18148000000
2016-09-09,17482400000
2016-09-12,17836000000
2016-09-13,17420000000
2016-09-14,17607200000
2016-09-15,18148000000
2016-09-16,18179200000
2016-09-19,17628000000
2016-09-20,17596800000
2016-09-21,18366400000
2016-09-22,18293600000
2016-09-23,18179200000
2016-09-26,18054400000
2016-09-27,18720000000
2016-09-28,18137600000
2016-09-29,18241600000
2016-09-30,18491200000
2016-10-03,18439200000
2016-10-04,18512000000
2016-10-05,18408000000
2016-10-06,18439200000
2016-10-07,18314400000
2016-10-10,18200000000
2016-10-11,17534400000
2016-10-12,17451200000
2016-10-13,17524000000
2016-10-14,17815200000
2016-10-17,17669600000
2016-10-18,18106400000
2016-10-19,17908800000
2016-10-20,17888000000
2016-10-21,17617600000
2016-10-24,17742400000
2016-10-25,18241600000
2016-10-26,18345600000
2016-10-27,18231200000
2016-10-28,17888000000
2016-10-31,17846400000
2016-11-01,17659200000
2016-11-02,17347200000
2016-11-03,17284800000
2016-11-04,17347200000
2016-11-07,18075200000
2016-11-08,18106400000
2016-11-09,17888000000
2016-11-10,17669600000
2016-11-11,18376800000
2016-11-14,18418400000
2016-11-15,18824000000
2016-11-16,18969600000
2016-11-17,19947200000
2016-11-18,19978400000
2016-11-21,20269600000
2016-11-22,20529600000
2016-11-23,20706400000
2016-11-25,20935200000
2016-11-28,20789600000
2016-11-29,20196800000
2016-11-30,20311200000
2016-12-01,20309520000
2016-12-02,20650210000
2016-12-05,20452390000
2016-12-06,20946940000
2016-12-07,22463560000
2016-12-08,22705340000
2016-12-09,22529500000
2016-12-12,22001980000
2016-12-13,22122870000
2016-12-14,22001980000
2016-12-15,22298710000
2016-12-16,22276730000
2016-12-19,22364650000
2016-12-20,22694350000
2016-12-21,22617420000
2016-12-22,25485810000
2016-12-23,25562740000
2016-12-27,25606700000
2016-12-28,25035220000
2016-12-29,24474730000
2016-12-30,24090080000
2017-01-03,24782450000
2017-01-04,24573640000
2017-01-05,24298890000
2017-01-06,24221960000
2017-01-09,24551660000
2017-01-10,24705520000
2017-01-11,25046210000
2017-01-12,24518690000
2017-01-13,24375820000
2017-01-17,23892260000
2017-01-18,24529680000
2017-01-19,23859290000
2017-01-20,24134040000
2017-01-23,24057110000
2017-01-24,25112150000
2017-01-25,25892440000
2017-01-26,25848480000
2017-01-27,26343030000
2017-01-30,26573820000
2017-01-31,26496890000
2017-02-01,27200250000
2017-02-02,27244210000
2017-02-03,27035400000
2017-02-06,26749660000
2017-02-07,27035400000
2017-02-08,26606790000
2017-02-09,26870550000
2017-02-10,26430950000
2017-02-13,26266100000
2017-02-14,25408880000
2017-02-15,25298980000
2017-02-16,25255020000
2017-02-17,25661650000
2017-02-21,26123230000
2017-02-22,26101250000
2017-02-23,25804520000
2017-02-24,25540760000
2017-02-27,26112240000
2017-02-28,25760560000
2017-03-01,26980450000
2017-03-02,27318200000
2017-03-03,28280420000
2017-03-06,28435260000
2017-03-07,28357840000
2017-03-08,28070280000
2017-03-09,27815900000
2017-03-10,27849080000
2017-03-13,28424200000
2017-03-14,28291480000
2017-03-15,28888720000
2017-03-16,28800240000
2017-03-17,28534800000
2017-03-20,28988260000
2017-03-21,28225120000
2017-03-22,28822360000
2017-03-23,29275820000
2017-03-24,31443580000
2017-03-27,31808560000
2017-03-28,31731140000
2017-03-29,31521000000
2017-03-30,32040820000
2017-03-31,31963400000
2017-04-03,31675840000
2017-04-04,31620540000
2017-04-05,31255560000
2017-04-06,31653720000
2017-04-07,31543120000
2017-04-10,30569840000
2017-04-11,30061080000
2017-04-12,29519140000
2017-04-13,29574440000
2017-04-17,30005780000
2017-04-18,30016840000
2017-04-19,30149560000
2017-04-20,30923760000
2017-04-21,30215920000
2017-04-24,29386420000
2017-04-25,29850940000
2017-04-26,29629740000
2017-04-27,30558780000
2017-04-28,30603020000
2017-05-01,31288740000
2017-05-02,30713620000
2017-05-03,30968000000
2017-05-04,30735740000
2017-05-05,31189200000
2017-05-08,31034360000
2017-05-09,31863860000
2017-05-10,32427920000
2017-05-11,32107180000
2017-05-12,31996580000
2017-05-15,31885980000
2017-05-16,32096120000
2017-05-17,29862000000
2017-05-18,30392880000
2017-05-19,30768920000
2017-05-22,31034360000
2017-05-23,31288740000
2017-05-24,32062940000
2017-05-25,32549580000
2017-05-26,32914560000
2017-05-30,33954200000
2017-05-31,34031620000
2017-06-01,34112840000
2017-06-02,34611890000
2017-06-05,34611890000
2017-06-06,35011130000
2017-06-07,36042500000
2017-06-08,35987050000
2017-06-09,33935400000
2017-06-12,34600800000
2017-06-13,34977860000
2017-06-14,34445540000
2017-06-15,33891040000
2017-06-16,33114740000
2017-06-19,34600800000
2017-06-20,34190470000
2017-06-21,35499090000
2017-06-22,35366010000
2017-06-23,35188570000
2017-06-26,36042500000
2017-06-27,35110940000
2017-06-28,35754160000
2017-06-29,34900230000
2017-06-30,33114740000
2017-07-03,32316260000
2017-07-05,33835590000
2017-07-06,33380900000
2017-07-07,33491800000
2017-07-10,33824500000
2017-07-11,34789330000
2017-07-12,34878050000
2017-07-13,34523170000
2017-07-14,35255110000
2017-07-17,35177480000
2017-07-18,35377100000
2017-07-19,35288380000
2017-07-20,35488000000
2017-07-21,35499090000
2017-07-24,35122030000
2017-07-25,33159100000
2017-07-26,33059290000
2017-07-27,33536160000
2017-07-28,32471520000
2017-07-31,31185080000
2017-08-01,31429060000
2017-08-02,31750670000
2017-08-03,30863470000
2017-08-04,30963280000
2017-08-07,31706310000
2017-08-08,31983560000
2017-08-09,31695220000
2017-08-10,30486410000
2017-08-11,31063090000
2017-08-14,32427160000
2017-08-15,32915120000
2017-08-16,34035210000
2017-08-17,32848580000
2017-08-18,33691420000
2017-08-21,32782040000
2017-08-22,33769050000
2017-08-23,33769050000
2017-08-24,33513980000
2017-08-25,33591610000
2017-08-28,34467720000
2017-08-29,34911320000
2017-08-30,35055490000
2017-08-31,36253980000
2017-09-01,36968400000
2017-09-05,36367380000
2017-09-06,36571500000
2017-09-07,37183860000
2017-09-08,36798300000
2017-09-11,37920960000
2017-09-12,38884860000
2017-09-13,39225060000
2017-09-14,39213720000
2017-09-15,39293100000
2017-09-18,40177620000
2017-09-19,40767300000
2017-09-20,40789980000
2017-09-21,40721939999
2017-09-22,40903380000
2017-09-25,39542580000
2017-09-26,38760120000
2017-09-27,42060060000
2017-09-28,43046640000
2017-09-29,44600220000
2017-10-02,45371340000
2017-10-03,45779580000
2017-10-04,44861040000
2017-10-05,44645580000
2017-10-06,44985780000
2017-10-09,46448640000
2017-10-10,47605320000
2017-10-11,47185740000
2017-10-12,46017720000
2017-10-13,45813600000
2017-10-16,47049660000
2017-10-17,45802260000
2017-10-18,47231100000
2017-10-19,46845540000
2017-10-20,47061000000
2017-10-23,47129040000
2017-10-24,47174400000
2017-10-25,46562040000
2017-10-26,46040400000
2017-10-27,46323900000
2017-10-30,47231100000
2017-10-31,50247540000
2017-11-01,50326920000
2017-11-02,50281560000
2017-11-03,49567140000
2017-11-06,49045500000
2017-11-07,49839300000
2017-11-08,49998060000
2017-11-09,49329000000
2017-11-10,50780520000
2017-11-13,51710400000
2017-11-14,51937200000
2017-11-15,51438240000
2017-11-16,52368120000
2017-11-17,52345439999
2017-11-20,54023760000
2017-11-21,56019600000
2017-11-22,55724760000
2017-11-24,56337120000
2017-11-27,54488700000
2017-11-28,54352620000
2017-11-29,49601160000
2017-11-30,49002840000
2017-12-01,48540440000
2017-12-04,46124400000
2017-12-05,47638760000
2017-12-06,48066480000
2017-12-07,49939200000
2017-12-08,49950760000
2017-12-11,49719560000
2017-12-12,48390160000
2017-12-13,48609800000
2017-12-14,48829440000
2017-12-15,49014400000
2017-12-18,50528760000
2017-12-19,50840880000
2017-12-20,52887000000
2017-12-21,51349520000
2017-12-22,51002720000
2017-12-26,48841000000
2017-12-27,49106880000
2017-12-28,48332360000
2017-12-29,47534720000
2018-01-02,50482520000
2018-01-03,51996880000
2018-01-04,54193280000
2018-01-05,52944800000
2018-01-08,52655800000
2018-01-09,49673320000
2018-01-10,50066360000
2018-01-11,49499920000
2018-01-12,49488360000
2018-01-16,49615520000
2018-01-17,51164560000
2018-01-18,50852440000
2018-01-19,49419000000
2018-01-22,49569280000
2018-01-23,50806200000
2018-01-24,49800480000
2018-01-25,49719560000
2018-01-26,50482520000
2018-01-29,50043240000
2018-01-30,48170520000
2018-01-31,50540320000
2018-02-01,49118440000
2018-02-02,47187920000
2018-02-05,45546400000
2018-02-06,50725280000
2018-02-07,48563560000
2018-02-08,46240000000
2018-02-09,46713959999
2018-02-12,48771640000
2018-02-13,49280280000
2018-02-14,50228200000
2018-02-15,50286000000
2018-02-16,51106760000
2018-02-20,51904400000
2018-02-21,51488240000
2018-02-22,51153000000
2018-02-23,53788680000
2018-02-26,55464880000
2018-02-27,56158480000
2018-02-28,56424360000
2018-03-01,55191580000
2018-03-02,56918490000
2018-03-05,60302770000
2018-03-06,62284660000
2018-03-07,62551230000
2018-03-08,63999980000
2018-03-09,63269810000
2018-03-12,68809830000
2018-03-13,68879370000
2018-03-14,69285020000
2018-03-15,68195560000
2018-03-16,70212220000
2018-03-19,69702260000
2018-03-20,70872850000
2018-03-21,70780130000
2018-03-22,68288280000
2018-03-23,62829390000
2018-03-26,64394040000
2018-03-27,60731600000
2018-03-28,59676910000
2018-03-29,60430260000
2018-04-02,58019540000
2018-04-03,59746450000
2018-04-04,61879010000
2018-04-05,57764560000
2018-04-06,56165140000
2018-04-09,55585640000
2018-04-10,58506320000
2018-04-11,58506320000
2018-04-12,60951810000
2018-04-13,60534570000
2018-04-16,59862350000
2018-04-17,60569340000
2018-04-18,62597590000
2018-04-19,59595780000
2018-04-20,58668580000
2018-04-23,56814180000
2018-04-24,54600490000
2018-04-25,55168400000
2018-04-26,58112260000
2018-04-27,55075680000
2018-04-30,53290820000
2018-05-01,54229610000
2018-05-02,53186510000
2018-05-03,54032580000
2018-05-04,55145220000
2018-05-07,56188320000
2018-05-08,56292630000
2018-05-09,59120590000
2018-05-10,61032939999
2018-05-11,60059380000
2018-05-14,61427000000
2018-05-15,62597590000
2018-05-16,65483500000
2018-05-17,63397300000
2018-05-18,61879010000
2018-05-21,64301320000
2018-05-22,68415770000
2018-05-23,69505230000
2018-05-24,71266910000
2018-05-25,71104650000
2018-05-29,72576580000
2018-05-30,72518630000
2018-05-31,66746810000
2018-06-01,68079660000
2018-06-04,68496900000
2018-06-05,68856190000
2018-06-06,68867780000
2018-06-07,69111170000
2018-06-08,71151010000
2018-06-11,71151010000
2018-06-12,70177450000
2018-06-13,69597950000
2018-06-14,68589620000
2018-06-15,67488570000
2018-06-18,67743550000
2018-06-19,68670750000
2018-06-20,68323050000
2018-06-21,68890960000
2018-06-22,66178900000
2018-06-25,61612439999
2018-06-26,63269810000
2018-06-27,60569340000
2018-06-28,61589260000
2018-06-29,60777960000
2018-07-02,63142320000
2018-07-03,59665320000
2018-07-05,61241560000
2018-07-06,61693570000
2018-07-09,62945290000
2018-07-10,64602660000
2018-07-11,62794620000
2018-07-12,64266550000
2018-07-13,65309650000
2018-07-16,65077850000
2018-07-17,66016640000
