,IEX
2014-02-05,5568442050
2014-02-06,5646553240
2014-02-07,5689232550
2014-02-10,5678764040
2014-02-11,5753654150
2014-02-12,5829349530
2014-02-13,5856728710
2014-02-14,5870418300
2014-02-18,5929203010
2014-02-19,5874444650
2014-02-20,5900213290
2014-02-21,5917123960
2014-02-24,5923566120
2014-02-25,5943697870
2014-02-26,6004093120
2014-02-27,6026640680
2014-02-28,6045161889
2014-03-03,5970271780
2014-03-04,6064488370
2014-03-05,6067709450
2014-03-06,6064488370
2014-03-07,6082204310
2014-03-10,6024224870
2014-03-11,5977519210
2014-03-12,5951750570
2014-03-13,5862365600
2014-03-14,5881692080
2014-03-17,5953361110
2014-03-18,5943697870
2014-03-19,5896992210
2014-03-20,5914708150
2014-03-21,5921150310
2014-03-24,5814854669
2014-03-25,5842233850
2014-03-26,5736743480
2014-03-27,5735938210
2014-03-28,5755264690
2014-03-31,5838926340
2014-04-01,5899005840
2014-04-02,5925440820
2014-04-03,5907817500
2014-04-04,5842130580
2014-04-07,5677112220
2014-04-08,5693133419
2014-04-09,5745202320
2014-04-10,5649876180
2014-04-11,5580183960
2014-04-14,5566565940
2014-04-15,5626645440
2014-04-16,5785255320
2014-04-17,5860554960
2014-04-21,5864560259
2014-04-22,5863759200
2014-04-23,5961488520
2014-04-24,5919032340
2014-04-25,5838125280
2014-04-28,5859753900
2014-04-29,5927042940
2014-04-30,5973504419
2014-05-01,5976708660
2014-05-02,5978310780
2014-05-05,5969499120
2014-05-06,5972703360
2014-05-07,6004745759
2014-05-08,5990326680
2014-05-09,6016761660
2014-05-12,6102475080
2014-05-13,6059217840
2014-05-14,5991928800
2014-05-15,5926241880
2014-05-16,5973504419
2014-05-19,6013557419
2014-05-20,5886188880
2014-05-21,5954278980
2014-05-22,5951875800
2014-05-23,6041594520
2014-05-27,6110485680
2014-05-28,6112888860
2014-05-29,6151339740
2014-05-30,6142528080
2014-06-02,6195398040
2014-06-03,6173769419
2014-06-04,6197801220
2014-06-05,6286718880
2014-06-06,6343594140
2014-06-09,6431710740
2014-06-10,6393259860
2014-06-11,6356411100
2014-06-12,6313153860
2014-06-13,6339588840
2014-06-16,6337185660
2014-06-17,6362018520
2014-06-18,6384448200
2014-06-19,6406877880
2014-06-20,6412485300
2014-06-23,6403673640
2014-06-24,6381243960
2014-06-25,6410883180
2014-06-26,6396464100
2014-06-27,6446129820
2014-06-30,6423512920
2014-07-01,6462496340
2014-07-02,6422717340
2014-07-03,6490341640
2014-07-07,6403623420
2014-07-08,6357479780
2014-07-09,6352706300
2014-07-10,6294628960
2014-07-11,6288264320
2014-07-14,6300198020
2014-07-15,6265988080
2014-07-16,6263601340
2014-07-17,6215866540
2014-07-18,6273148300
2014-07-21,6262805760
2014-07-22,6313722880
2014-07-23,6373391380
2014-07-24,6302584760
2014-07-25,6288264320
2014-07-28,6258032280
2014-07-29,6188816820
2014-07-30,6176087540
2014-07-31,6032087559
2014-08-01,6001059940
2014-08-04,6053568220
2014-08-05,6012993640
2014-08-06,5964463260
2014-08-07,5954120720
2014-08-08,6046408000
2014-08-11,6051181480
2014-08-12,6017767120
2014-08-13,6083004679
2014-08-14,6098120700
2014-08-15,6071070980
2014-08-18,6150628980
2014-08-19,6162562679
2014-08-20,6181656600
2014-08-21,6166540580
2014-08-22,6137899700
2014-08-25,6198363780
2014-08-26,6180861020
2014-08-27,6149833400
2014-08-28,6133921800
2014-08-29,6121192520
2014-09-02,6173700800
2014-09-03,6144264340
2014-09-04,6120396940
2014-09-05,6150628980
2014-09-08,6158584780
2014-09-09,6119601360
2014-09-10,6140286440
2014-09-11,6156198040
2014-09-12,6079822360
2014-09-15,6055159380
2014-09-16,6037656620
2014-09-17,5987535080
2014-09-18,6063115179
2014-09-19,6008220160
2014-09-22,5916728460
2014-09-23,5892861059
2014-09-24,5919115200
2014-09-25,5805347260
2014-09-26,5841148360
2014-09-29,5843535100
2014-09-30,5644570520
2014-10-01,5539275920
2014-10-02,5551755280
2014-10-03,5605572520
2014-10-06,5608692360
2014-10-07,5467519600
2014-10-08,5536936040
2014-10-09,5359105159
2014-10-10,5286568880
2014-10-13,5181274280
2014-10-14,5307627800
2014-10-15,5263950040
2014-10-16,5375484320
2014-10-17,5444900760
2014-10-20,5487798560
2014-10-21,5704627440
2014-10-22,5592313200
2014-10-23,5714766920
2014-10-24,5686688360
2014-10-27,5684348480
2014-10-28,5802122440
2014-10-29,5781843480
2014-10-30,5761564520
2014-10-31,5842680360
2014-11-03,5838000600
2014-11-04,5770144080
2014-11-05,5797442680
2014-11-06,5830201000
2014-11-07,5848920040
2014-11-10,5891037880
2014-11-11,5919116440
2014-11-12,5964354120
2014-11-13,5912876760
2014-11-14,5945635080
2014-11-17,5974493600
2014-11-18,6011931680
2014-11-19,5960454320
2014-11-20,5972933680
2014-11-21,6022071159
2014-11-24,6059509240
2014-11-25,6074328480
2014-11-26,6049369760
2014-11-28,5990872760
2014-12-01,5905857120
2014-12-02,5933155719
2014-12-03,6017391400
2014-12-04,5990092800
2014-12-05,6001792200
2014-12-08,5978393400
2014-12-09,6004132080
2014-12-10,5865299200
2014-12-11,5893377760
2014-12-12,5815381760
2014-12-15,5713207000
2014-12-16,5742065520
2014-12-17,5806802200
2014-12-18,5945635080
2014-12-19,6006471960
2014-12-22,6043910040
2014-12-23,6101627080
2014-12-24,6091487600
2014-12-26,6115666360
2014-12-29,6140625080
2014-12-30,6109426680
2014-12-31,6071208640
2015-01-02,6074328480
2015-01-05,5919116440
2015-01-06,5795882760
2015-01-07,5834880760
2015-01-08,5929255920
2015-01-09,5855939680
2015-01-12,5756884760
2015-01-13,5698387760
2015-01-14,5658609800
2015-01-15,5572814200
2015-01-16,5628191360
2015-01-20,5626631440
2015-01-21,5682788560
2015-01-22,5741285560
2015-01-23,5703847480
2015-01-26,5759224640
2015-01-27,5656269920
2015-01-28,5626631440
2015-01-29,5650810200
2015-01-30,5643010600
2015-02-02,5733485960
2015-02-03,5828641080
2015-02-04,5770144080
2015-02-05,5840340480
2015-02-06,5838000600
2015-02-09,5869978960
2015-02-10,5888698000
2015-02-11,5874658719
2015-02-12,5956554520
2015-02-13,6016611440
2015-02-17,5977613440
2015-02-18,6049369760
2015-02-19,6043910040
2015-02-20,6117226280
2015-02-23,6061069159
2015-02-24,6095387400
2015-02-25,6115666360
2015-02-26,6084467960
2015-02-27,6025970960
2015-03-02,6098507240
2015-03-03,6058729280
2015-03-04,5972153719
2015-03-05,5969813840
2015-03-06,5877778560
2015-03-09,5906637080
2015-03-10,5815381760
2015-03-11,5859839480
2015-03-12,5931595800
2015-03-13,5827861120
2015-03-16,5869199000
2015-03-17,5859059520
2015-03-18,6007251920
2015-03-19,5958114440
2015-03-20,5954994600
2015-03-23,5908976960
2015-03-24,5884798200
2015-03-25,5817721640
2015-03-26,5816161719
2015-03-27,5851259920
2015-03-30,5948754920
2015-03-31,5874246780
2015-04-01,5829316500
2015-04-02,5867274840
2015-04-06,5978051220
2015-04-07,5920726380
2015-04-08,5913754440
2015-04-09,5882768040
2015-04-10,5895162600
2015-04-13,5893613280
2015-04-14,5926149000
2015-04-15,5993544420
2015-04-16,5947839480
2015-04-17,5842485720
2015-04-20,5933120940
2015-04-21,5881218720
2015-04-22,5892063960
2015-04-23,5916078420
2015-04-24,5878894740
2015-04-27,5891289300
2015-04-28,5888190660
2015-04-29,5879669400
2015-04-30,5810724660
2015-05-01,5825443200
2015-05-04,5851006980
2015-05-05,5828541840
2015-05-06,5890514640
2015-05-07,5869598820
2015-05-08,5925374340
2015-05-11,5931571619
2015-05-12,5930022300
2015-05-13,6002065680
2015-05-14,6091151580
2015-05-15,6053967900
2015-05-18,6073334400
2015-05-19,6057066540
2015-05-20,6091151580
2015-05-21,6134532540
2015-05-22,6114391380
2015-05-26,6005164320
2015-05-27,6060939840
2015-05-28,6026854800
2015-05-29,5985023160
2015-06-01,5982699180
2015-06-02,5991995100
2015-06-03,6055517220
2015-06-04,6003615000
2015-06-05,6063263820
2015-06-08,6033826740
2015-06-09,6025305480
2015-06-10,6105870119
2015-06-11,6196505340
2015-06-12,6177913500
2015-06-15,6110518080
2015-06-16,6129109920
2015-06-17,6146152440
2015-06-18,6194181359
2015-06-19,6167842920
2015-06-22,6188758740
2015-06-23,6197280000
2015-06-24,6153124380
2015-06-25,6125236619
2015-06-26,6163969619
2015-06-29,6050869260
2015-06-30,6037379980
2015-07-01,6073490550
2015-07-02,6078868720
2015-07-06,6018940540
2015-07-07,6053514490
2015-07-08,5949792640
2015-07-09,5968232080
2015-07-10,5931353200
2015-07-13,6009720820
2015-07-14,6021245470
2015-07-15,5962853910
2015-07-16,5949024330
2015-07-17,5917523620
2015-07-20,5932121509
2015-07-21,5856058820
2015-07-22,5829167970
2015-07-23,5862205300
2015-07-24,5720067950
2015-07-27,5654761600
2015-07-28,5750032040
2015-07-29,5869888400
2015-07-30,5860668680
2015-07-31,5841460930
2015-08-03,5753873590
2015-08-04,5740044009
2015-08-05,5800740500
2015-08-06,5742348940
2015-08-07,5701628509
2015-08-10,5831472900
2015-08-11,5748495419
2015-08-12,5752336970
2015-08-13,5748495419
2015-08-14,5776154580
2015-08-17,5813033460
2015-08-18,5795362330
2015-08-19,5740044009
2015-08-20,5574857360
2015-08-21,5442708040
2015-08-24,5341291120
2015-08-25,5339754500
2015-08-26,5367413660
2015-08-27,5478818610
2015-08-28,5503404530
2015-08-31,5518770730
2015-09-01,5290582660
2015-09-02,5365108730
2015-09-03,5403524230
2015-09-04,5324388300
2015-09-08,5454232690
2015-09-09,5428878460
2015-09-10,5402755919
2015-09-11,5424268600
2015-09-14,5389694650
2015-09-15,5486501710
2015-09-16,5596370040
2015-09-17,5527990450
2015-09-18,5474977060
2015-09-21,5498026360
2015-09-22,5402755919
2015-09-23,5299802380
2015-09-24,5316705200
2015-09-25,5342827740
2015-09-28,5310558720
2015-09-29,5400450990
2015-09-30,5400903700
2015-10-01,5323639720
2015-10-02,5467562820
2015-10-05,5662995240
2015-10-06,5663752730
2015-10-07,5787981090
2015-10-08,6000078290
2015-10-09,5890999730
2015-10-12,5783436150
2015-10-13,5759196470
2015-10-14,5666025200
2015-10-15,5671327630
2015-10-16,5679660020
2015-10-19,5674357590
2015-10-20,5672842610
2015-10-21,5665267710
2015-10-22,5772831290
2015-10-23,5806160850
2015-10-26,5816765710
2015-10-27,5783436150
2015-10-28,5818280690
2015-10-29,5801615910
2015-10-30,5814493240
2015-11-02,5851610250
2015-11-03,5862972600
2015-11-04,5846307820
2015-11-05,5875849929
2015-11-06,5853125230
2015-11-09,5822825630
2015-11-10,5858427660
2015-11-11,5825098100
2015-11-12,5703899700
2015-11-13,5706172170
2015-11-16,5761468940
2015-11-17,5756166510
2015-11-18,5869032520
2015-11-19,5908422000
2015-11-20,5934176660
2015-11-23,5910694470
2015-11-24,5966748730
2015-11-25,5969778690
2015-11-27,5983413510
2015-11-30,5969021200
2015-12-01,5978868570
2015-12-02,5934934150
2015-12-03,5905392040
2015-12-04,5964476260
2015-12-07,5875092440
2015-12-08,5785708620
2015-12-09,5794041010
2015-12-10,5794798500
2015-12-11,5736471770
2015-12-14,5762226429
2015-12-15,5773588780
2015-12-16,5825855590
2015-12-17,5771316310
2015-12-18,5687234920
2015-12-21,5708444640
2015-12-22,5773588780
2015-12-23,5866760050
2015-12-24,5877364910
2015-12-28,5849337780
2015-12-29,5886454790
2015-12-30,5841762880
2015-12-31,5803130890
2016-01-04,5737229260
2016-01-05,5681175000
2016-01-06,5618303330
2016-01-07,5500134890
2016-01-08,5426658360
2016-01-11,5407721110
2016-01-12,5434990750
2016-01-13,5301672510
2016-01-14,5401661190
2016-01-15,5299400040
2016-01-19,5272887890
2016-01-20,5245618250
2016-01-21,5178959130
2016-01-22,5303944980
2016-01-25,5175929170
2016-01-26,5321367250
2016-01-27,5374391550
2016-01-28,5264555500
2016-01-29,5492559990
2016-02-01,5412266050
2016-02-02,5339547010
2016-02-03,5441808160
2016-02-04,5536494410
2016-02-05,5511497240
2016-02-08,5456957960
2016-02-09,5413781030
2016-02-10,5397116250
2016-02-11,5368331630
2016-02-12,5435748240
2016-02-16,5544826800
2016-02-17,5597093610
2016-02-18,5654662850
2016-02-19,5661480260
2016-02-22,5741016710
2016-02-23,5667540179
2016-02-24,5678145040
2016-02-25,5680417510
2016-02-26,5735714280
2016-02-29,5693294840
2016-03-01,5817523200
2016-03-02,5833430490
2016-03-03,5891757220
2016-03-04,5920541840
2016-03-07,5940236580
2016-03-08,5853125230
2016-03-09,5861457620
2016-03-10,5847822800
2016-03-11,5918269370
2016-03-14,5905392040
2016-03-15,5918269370
2016-03-16,6008410679
2016-03-17,6125821630
2016-03-18,6174300990
2016-03-21,6246262540
2016-03-22,6281107080
2016-03-23,6201570630
2016-03-24,6224295330
2016-03-28,6238687640
2016-03-29,6334888870
2016-03-30,6318224090
2016-03-31,6273187200
2016-04-01,6358716900
2016-04-04,6206580000
2016-04-05,6133917600
2016-04-06,6144514200
2016-04-07,6116508900
2016-04-08,6161166000
2016-04-11,6174033299
2016-04-12,6226259400
2016-04-13,6349634100
2016-04-14,6313302900
2016-04-15,6317844300
2016-04-18,6376882500
2016-04-19,6367042800
2016-04-20,6329197800
2016-04-21,6304220100
2016-04-22,6318601200
2016-04-25,6257292300
2016-04-26,6367799700
2016-04-27,6342822000
2016-04-28,6235342200
2016-04-29,6199011000
2016-05-02,6242154300
2016-05-03,6169491900
2016-05-04,6114995100
2016-05-05,6155110799
2016-05-06,6221718000
2016-05-09,6168735000
2016-05-10,6227016300
2016-05-11,6192198900
2016-05-12,6231557700
2016-05-13,6147541800
2016-05-16,6230800799
2016-05-17,6189171300
2016-05-18,6180845400
2016-05-19,6166464300
2016-05-20,6208093800
2016-05-23,6226259400
2016-05-24,6331468500
2016-05-25,6351147900
2016-05-26,6319358100
2016-05-27,6323142600
2016-05-31,6308004600
2016-06-01,6352661700
2016-06-02,6407158500
2016-06-03,6391263600
2016-06-06,6496472700
2016-06-07,6519936600
2016-06-08,6580488600
2016-06-09,6571405799
2016-06-10,6504798600
2016-06-13,6476036400
2016-06-14,6444246600
2016-06-15,6454843200
2016-06-16,6452572500
2016-06-17,6470738100
2016-06-20,6552483299
2016-06-21,6466196700
2016-06-22,6479064000
2016-06-23,6547941900
2016-06-24,6168735000
2016-06-27,6001460100
2016-06-28,6048387900
2016-06-29,6095315700
2016-06-30,6224739900
2016-07-01,6230805420
2016-07-05,6118593300
2016-07-06,6176973930
2016-07-07,6216399810
2016-07-08,6357423150
2016-07-11,6415045590
2016-07-12,6482524500
2016-07-13,6446889570
2016-07-14,6465844320
2016-07-15,6461295180
2016-07-18,6402914550
2016-07-19,6606867660
2016-07-20,6693301320
2016-07-21,6608384040
2016-07-22,6618240510
2016-07-25,6584121960
2016-07-26,6689510370
2016-07-27,6727419870
2016-07-28,6750923760
2016-07-29,6807788010
2016-08-01,6823710000
2016-08-02,6800964300
2016-08-03,6823710000
2016-08-04,6846455700
2016-08-05,6907110900
2016-08-08,6941229450
2016-08-09,6966249720
2016-08-10,6982929900
2016-08-11,7029179490
2016-08-12,6999610079
2016-08-15,7047376050
2016-08-16,7010224740
2016-08-17,7041310530
2016-08-18,7042826910
2016-08-19,7117129530
2016-08-22,7096658400
2016-08-23,7137600660
2016-08-24,7083769170
2016-08-25,7126227810
2016-08-26,7145940750
2016-08-29,7207354140
2016-08-30,7190673960
2016-08-31,7084527360
2016-09-01,7086043740
2016-09-02,7129260570
2016-09-06,7092867450
2016-09-07,7098174780
2016-09-08,7072396320
2016-09-09,6881332440
2016-09-12,6944262210
2016-09-13,6863135880
2016-09-14,6857828550
2016-09-15,6923791079
2016-09-16,6838873800
2016-09-19,6897254430
2016-09-20,6897254430
2016-09-21,6974589810
2016-09-22,7121678670
2016-09-23,6988995420
2016-09-26,6957909630
2016-09-27,6983688090
2016-09-28,7043585100
2016-09-29,7042826910
2016-09-30,7106922209
2016-10-03,7027931090
2016-10-04,6960332920
2016-10-05,7032488270
2016-10-06,7043121690
2016-10-07,6866151200
2016-10-10,6840327180
2016-10-11,6638292200
2016-10-12,6639051730
2016-10-13,6566136850
2016-10-14,6563098730
2016-10-17,6606391940
2016-10-18,6591960870
2016-10-19,6626899250
2016-10-20,6591201340
2016-10-21,6556262959
2016-10-24,6598796640
2016-10-25,6535755650
2016-10-26,6547148600
2016-10-27,6532717530
2016-10-28,6547908130
2016-10-31,6565377320
2016-11-01,6478790900
2016-11-02,6453726410
2016-11-03,6470436070
2016-11-04,6463600300
2016-11-07,6649685150
2016-11-08,6677787760
2016-11-09,6879822740
2016-11-10,7032488270
2016-11-11,7025652500
2016-11-14,7049197930
2016-11-15,7036285920
2016-11-16,7012740490
2016-11-17,6989954590
2016-11-18,6985397410
2016-11-21,7027171560
2016-11-22,7101605500
2016-11-23,7103124560
2016-11-25,7118315160
2016-11-28,7104643620
2016-11-29,7099326910
2016-11-30,7109960330
2016-12-01,7264144920
2016-12-02,7212496880
2016-12-05,7233763720
2016-12-06,7236042310
2016-12-07,7200344400
2016-12-08,7160848840
2016-12-09,7119074690
2016-12-12,7102365030
2016-12-13,7102365030
2016-12-14,6993752240
2016-12-15,6974004459
2016-12-16,6923115950
2016-12-19,6974004459
2016-12-20,6954256680
2016-12-21,6904127700
2016-12-22,6901089580
2016-12-23,6895772870
2016-12-27,6919318300
2016-12-28,6808426920
2016-12-29,6829693760
2016-12-30,6840327180
2017-01-03,6943210300
2017-01-04,6975178600
2017-01-05,6912764299
2017-01-06,6896019000
2017-01-09,6814575950
2017-01-10,6912003150
2017-01-11,6956149850
2017-01-12,6893735549
2017-01-13,6981267800
2017-01-17,6886124050
2017-01-18,6897541300
2017-01-19,6907436250
2017-01-20,6937121100
2017-01-23,6876990250
2017-01-24,7013236100
2017-01-25,7076411550
2017-01-26,7052054750
2017-01-27,7040637500
2017-01-30,7004102300
2017-01-31,6862528400
2017-02-01,6810009050
2017-02-02,6800114100
2017-02-03,6928748450
2017-02-06,6859483800
2017-02-07,6860244950
2017-02-08,6852633450
2017-02-09,6861006100
2017-02-10,6921136950
2017-02-13,6999535400
2017-02-14,6959955600
2017-02-15,7033026000
2017-02-16,7019325300
2017-02-17,7031503700
2017-02-21,7125886300
2017-02-22,7099246050
2017-02-23,7039876350
2017-02-24,7035309450
2017-02-27,7128169750
2017-02-28,7017041850
2017-03-01,7317696100
2017-03-02,7207329350
2017-03-03,7169271850
2017-03-06,7154810000
2017-03-07,7119035950
2017-03-08,7034548300
2017-03-09,6992685050
2017-03-10,7020847600
2017-03-13,7061188550
2017-03-14,6985834700
2017-03-15,7109902150
2017-03-16,7057382800
2017-03-17,7050532450
2017-03-20,7007908049
2017-03-21,6915047750
2017-03-22,6936359950
2017-03-23,6973656300
2017-03-24,6962239050
2017-03-27,6952344100
2017-03-28,7020847600
2017-03-29,7009430350
2017-03-30,7071844650
2017-03-31,7127332200
2017-04-03,7078551400
2017-04-04,7095319800
2017-04-05,7029008400
2017-04-06,7121996800
2017-04-07,7113612600
2017-04-10,7132667600
2017-04-11,7188308200
2017-04-12,7037392600
2017-04-13,6990898400
2017-04-17,7108277200
2017-04-18,7128856600
2017-04-19,7164680000
2017-04-20,7634195200
2017-04-21,7743189800
2017-04-24,7781299800
2017-04-25,7886483400
2017-04-26,7942886200
2017-04-27,8032825800
2017-04-28,7984807200
2017-05-01,7962703400
2017-05-02,7976423000
2017-05-03,7954319200
2017-05-04,7924593400
2017-05-05,8032063600
2017-05-08,8001575600
2017-05-09,7942886200
2017-05-10,7969563200
2017-05-11,7946697200
2017-05-12,7889532200
2017-05-15,7941361800
2017-05-16,8077795600
2017-05-17,8009959800
2017-05-18,8046545399
2017-05-19,8132674000
2017-05-22,8144107000
2017-05-23,8281303000
2017-05-24,8261485800
2017-05-25,8221089200
2017-05-26,8210418400
2017-05-30,8224900200
2017-05-31,8267583400
2017-06-01,8299595800
2017-06-02,8391822000
2017-06-05,8370480399
2017-06-06,8350663200
2017-06-07,8353712000
2017-06-08,8407066000
2017-06-09,8459657800
2017-06-12,8462706600
2017-06-13,8522158200
2017-06-14,8535115600
2017-06-15,8614384400
2017-06-16,8628104000
2017-06-19,8751580400
2017-06-20,8585420800
2017-06-21,8468042000
2017-06-22,8501578800
2017-06-23,8589994000
2017-06-26,8581609800
2017-06-27,8497005600
2017-06-28,8580085399
2017-06-29,8503865399
2017-06-30,8623680090
2017-07-03,8661834590
2017-07-05,8659545320
2017-07-06,8597735030
2017-07-07,8709146170
2017-07-10,8694647460
2017-07-11,8679385660
2017-07-12,8719066340
2017-07-13,8637415710
2017-07-14,8694647460
2017-07-17,8713724710
2017-07-18,8651151330
2017-07-19,8731275780
2017-07-20,8721355610
2017-07-21,8696936730
2017-07-24,8690068920
2017-07-25,8633600260
2017-07-26,8931205360
2017-07-27,8816741860
2017-07-28,8898392490
2017-07-31,8893050860
2017-08-01,8820557310
2017-08-02,8810637140
2017-08-03,8829714390
2017-08-04,8868631980
2017-08-07,8934257720
2017-08-08,8923574460
2017-08-09,8833529840
2017-08-10,8625969360
2017-08-11,8632074080
2017-08-14,8756457750
2017-08-15,8789270620
2017-08-16,8873973610
2017-08-17,8667939310
2017-08-18,8619864640
2017-08-21,8654203690
2017-08-22,8747300670
2017-08-23,8689305830
2017-08-24,8674807120
2017-08-25,8737380500
2017-08-28,8777061180
2017-08-29,8790796800
2017-08-30,8845739280
2017-08-31,8972412220
2017-09-01,8987674020
2017-09-05,8946467160
2017-09-06,8946467160
2017-09-07,9012092900
2017-09-08,9199049950
2017-09-11,9210496300
2017-09-12,9286042210
2017-09-13,9173104890
2017-09-14,9219653380
2017-09-15,9278411310
2017-09-18,9424161500
2017-09-19,9412715150
2017-09-20,9392874810
2017-09-21,9397453350
2017-09-22,9395164080
2017-09-25,9430266220
2017-09-26,9394400990
2017-09-27,9385243910
2017-09-28,9333353790
2017-09-29,9269254230
2017-10-02,9368315230
2017-10-03,9397302770
2017-10-04,9484265390
2017-10-05,9440021250
2017-10-06,9449938040
2017-10-09,9392725790
2017-10-10,9387385980
2017-10-11,9400354090
2017-10-12,9499521990
2017-10-13,9498759160
2017-10-16,9539951980
2017-10-17,9474348600
2017-10-18,9499521990
2017-10-19,9507913120
2017-10-20,9594112910
2017-10-23,9515541420
2017-10-24,9678787040
2017-10-25,9690992320
2017-10-26,9856526430
2017-10-27,9795500030
2017-10-30,9761172680
2017-10-31,9780243430
2017-11-01,9766512490
2017-11-02,9800839840
2017-11-03,9749730230
2017-11-06,9754307210
2017-11-07,9724556840
2017-11-08,9766512490
2017-11-09,9710063070
2017-11-10,9765749660
2017-11-13,9761172680
2017-11-14,9736762120
2017-11-15,9645985350
2017-11-16,9772615130
2017-11-17,9772615130
2017-11-20,9844321150
2017-11-21,9925943960
2017-11-22,9940437730
2017-11-24,9969425270
2017-11-27,9980104890
2017-11-28,10115125800
2017-11-29,10107497500
2017-11-30,10341686310
2017-12-01,10221159170
2017-12-04,10190645970
2017-12-05,10134196550
2017-12-06,10068593170
2017-12-07,10092240900
2017-12-08,10118177119
2017-12-11,10093003730
2017-12-12,10018246390
2017-12-13,9948828859
2017-12-14,9858814920
2017-12-15,10008329600
2017-12-18,10064779020
2017-12-19,10079272790
2017-12-20,10107497500
2017-12-21,10143350510
2017-12-22,10074695810
2017-12-26,10070881660
2017-12-27,10086138260
2017-12-28,10107497500
2017-12-29,10067067510
2018-01-02,10062853920
2018-01-03,10153792530
2018-01-04,10316565000
2018-01-05,10296696060
2018-01-08,10314272430
2018-01-09,10374643440
2018-01-10,10311979860
2018-01-11,10449534060
2018-01-12,10454883390
2018-01-16,10456411770
2018-01-17,10432721880
2018-01-18,10446477300
2018-01-19,10572568650
2018-01-22,10523660490
2018-01-23,10522132110
2018-01-24,10561105800
2018-01-25,10761323580
2018-01-26,10884358170
2018-01-29,10749096540
2018-01-30,11038724550
2018-01-31,10964598120
2018-02-01,11046366450
2018-02-02,10861432470
2018-02-05,10344840030
2018-02-06,10356302880
2018-02-07,10444184729
2018-02-08,10142329680
2018-02-09,10003247100
2018-02-12,10135451970
2018-02-13,10163727000
2018-02-14,10319621760
2018-02-15,10466346240
2018-02-16,10496149650
2018-02-20,10456411770
2018-02-21,10477809090
2018-02-22,10554992280
2018-02-23,10717000560
2018-02-26,10836214200
2018-02-27,10663507260
2018-02-28,10454119200
2018-03-01,10388398860
2018-03-02,10503791550
2018-03-05,10614599100
2018-03-06,10777371570
2018-03-07,10855318950
2018-03-08,10914925770
2018-03-09,11267981550
2018-03-12,11210667300
2018-03-13,11180099700
2018-03-14,11225186909
2018-03-15,11225951100
2018-03-16,11288614680
2018-03-19,11253461940
2018-03-20,11491125030
2018-03-21,11436103350
2018-03-22,11058593490
2018-03-23,10911104820
2018-03-26,11103680700
2018-03-27,10814052690
2018-03-28,10738397880
2018-03-29,10890471690
2018-04-02,10669536600
2018-04-03,10807306800
2018-04-04,10919053740
2018-04-05,10916757570
2018-04-06,10621317030
2018-04-09,10657290360
2018-04-10,10821849209
2018-04-11,10796591340
2018-04-12,10883845800
2018-04-13,10863945660
2018-04-16,10906042110
2018-04-17,11061416280
2018-04-18,11146374570
2018-04-19,11111932020
2018-04-20,11070600959
2018-04-23,10922115300
2018-04-24,10590701430
2018-04-25,10550135760
2018-04-26,10498089240
2018-04-27,10446808110
2018-04-30,10230202740
2018-05-01,10205710260
2018-05-02,10169736930
2018-05-03,10147540620
2018-05-04,10447573500
2018-05-07,10429969530
2018-05-08,10437623430
2018-05-09,10455227400
2018-05-10,10550901150
2018-05-11,10622847810
2018-05-14,10540951080
2018-05-15,10495027680
2018-05-16,10517223990
2018-05-17,10563912780
2018-05-18,10680252060
2018-05-21,10870068780
2018-05-22,10740717870
2018-05-23,10696325250
2018-05-24,10786641270
2018-05-25,10659586530
2018-05-29,10554728100
2018-05-30,10760618010
2018-05-31,10614428520
2018-06-01,10674894330
2018-06-04,10657290360
2018-06-05,10811899140
2018-06-06,10906042110
2018-06-07,10968804090
2018-06-08,11031566070
2018-06-11,10974927209
2018-06-12,10962680970
2018-06-13,10882315020
2018-06-14,10996358129
2018-06-15,10964211750
2018-06-18,11020850610
2018-06-19,10837922400
2018-06-20,10808072190
2018-06-21,10619786250
2018-06-22,10612897740
2018-06-25,10495027680
2018-06-26,10414661730
2018-06-27,10377923010
2018-06-28,10372565280
2018-06-29,10446042720
2018-07-02,10396353980
2018-07-03,10369557280
2018-07-05,10533399960
2018-07-06,10518853179
2018-07-09,10594649560
2018-07-10,10623743120
2018-07-11,10469087880
2018-07-12,10577040300
2018-07-13,10615321300
2018-07-16,10521150039
2018-07-17,10613790060
2018-07-18,10648242960
2018-07-19,10769976539
2018-07-20,10721742480
2018-07-23,10523446900
2018-07-24,10688055200
2018-07-25,11410800480
2018-07-26,11512627940
2018-07-27,11480471900
2018-07-30,11328879140
2018-07-31,11758391960
2018-08-01,11687189300
2018-08-02,11697907980
2018-08-03,11619049120
2018-08-06,11711689140
2018-08-07,11734657740
2018-08-08,11677236240
2018-08-09,11610627300
2018-08-10,11563924480
2018-08-13,11567752580
2018-08-14,11645845820
2018-08-15,11605267960
2018-08-16,11639720860
2018-08-17,11646611440
2018-08-20,11719345340
2018-08-21,11772173120
2018-08-22,11700204840
2018-08-23,11557033900
2018-08-24,11599143000
2018-08-27,11753032620
2018-08-28,11765282539
2018-08-29,11894672320
2018-08-30,11783657420
2018-08-31,11730064020
2018-09-04,11697907980
2018-09-05,11690251780
2018-09-06,11681064340
2018-09-07,11664220700
2018-09-10,11677236240
2018-09-11,11642783340
2018-09-12,11570815060
2018-09-13,11741548320
2018-09-14,11888547360
2018-09-17,11782891800
2018-09-18,11940609520
2018-09-19,11874766200
2018-09-20,12002624740
