,IEX
2004-10-29,1862133900
2004-11-01,1871974445
2004-11-02,1846237635
2004-11-03,1879544094
2004-11-04,1934045575
2004-11-05,1949184875
2004-11-08,1949184875
2004-11-09,1961296315
2004-11-10,1968865965
2004-11-11,1978706510
2004-11-12,2000658495
2004-11-15,1950698805
2004-11-16,1917392344
2004-11-17,1931774680
2004-11-18,1993088844
2004-11-19,1996116705
2004-11-22,2029423165
2004-11-23,2018825655
2004-11-24,2043048535
2004-11-26,2032451025
2004-11-29,2044562465
2004-11-30,2018825655
2004-12-01,2024881375
2004-12-02,2053646045
2004-12-03,2053646045
2004-12-06,2021096550
2004-12-07,2011256005
2004-12-08,2021853515
2004-12-09,2036235850
2004-12-10,2022610480
2004-12-13,2032451025
2004-12-14,2025638340
2004-12-15,2046076395
2004-12-16,2015797795
2004-12-17,2041534605
2004-12-20,2046076395
2004-12-21,2049104255
2004-12-22,2043048535
2004-12-23,2043048535
2004-12-27,2023367445
2004-12-28,2046076395
2004-12-29,2038506745
2004-12-30,2030937094
2004-12-31,2052499500
2005-01-03,1995485625
2005-01-04,1957476375
2005-01-05,1915666200
2005-01-06,1920987495
2005-01-07,1890580095
2005-01-10,1892860650
2005-01-11,1889059725
2005-01-12,1876896765
2005-01-13,1901982870
2005-01-14,1933910640
2005-01-18,1926308790
2005-01-19,1926308790
2005-01-20,1946073600
2005-01-21,1900462500
2005-01-24,1903503240
2005-01-25,1910344905
2005-01-26,1936951380
2005-01-27,1924028235
2005-01-28,1904263425
2005-01-31,1953675450
2005-02-01,1953675450
2005-02-02,1973440260
2005-02-03,2010689325
2005-02-04,2010689325
2005-02-07,2001567104
2005-02-08,2036535615
2005-02-09,1976481000
2005-02-10,2006128215
2005-02-11,2004607845
2005-02-14,1989404145
2005-02-15,1991684700
2005-02-16,1984843035
2005-02-17,1963557854
2005-02-18,1942272675
2005-02-22,1972680075
2005-02-23,1952915265
2005-02-24,1963557854
2005-02-25,1984843035
2005-02-28,2001567104
2005-03-01,2035015245
2005-03-02,2076825420
2005-03-03,2073024495
2005-03-04,2129278185
2005-03-07,2100391155
2005-03-08,2100391155
2005-03-09,2068463385
2005-03-10,2058580979
2005-03-11,2060101350
2005-03-14,2081386530
2005-03-15,2069983755
2005-03-16,2047938390
2005-03-17,2038055985
2005-03-18,2065422645
2005-03-21,2044137465
2005-03-22,2079866160
2005-03-23,2037295800
2005-03-24,2028933765
2005-03-28,2047938390
2005-03-29,2012209695
2005-03-30,2052499500
2005-03-31,2056357050
2005-04-01,2017370355
2005-04-04,2047948155
2005-04-05,2054063715
2005-04-06,2043361485
2005-04-07,2044890375
2005-04-08,2080819290
2005-04-11,2066294835
2005-04-12,2099930415
2005-04-13,2048712600
2005-04-14,1980676995
2005-04-15,1950863640
2005-04-18,1951628085
2005-04-19,1983734775
2005-04-20,1942454745
2005-04-21,2025779250
2005-04-22,1943983635
2005-04-25,2008197015
2005-04-26,1936339184
2005-04-27,1950863640
2005-04-28,1923343620
2005-04-29,1898116934
2005-05-02,1979912550
2005-05-03,1951628085
2005-05-04,1954685865
2005-05-05,1973796990
2005-05-06,1954685865
2005-05-09,1970739210
2005-05-10,1953156975
2005-05-11,1962330315
2005-05-12,1943983635
2005-05-13,1895823600
2005-05-16,1888179150
2005-05-17,1901174715
2005-05-18,1951628085
2005-05-19,1953156975
2005-05-20,1928694735
2005-05-23,1963859205
2005-05-24,1957743645
2005-05-25,1947041415
2005-05-26,1954685865
2005-05-27,1952392530
2005-05-31,1957743645
2005-06-01,1943219190
2005-06-02,1926401400
2005-06-03,1893530265
2005-06-06,1885885815
2005-06-07,1901939160
2005-06-08,1884356925
2005-06-09,1890472485
2005-06-10,1892001375
2005-06-13,1914170280
2005-06-14,1932516960
2005-06-15,1945512525
2005-06-16,1991379225
2005-06-17,2015841465
2005-06-20,2004374790
2005-06-21,1990614780
2005-06-22,1979912550
2005-06-23,1917228059
2005-06-24,1932516960
2005-06-27,1907290275
2005-06-28,1927165845
2005-06-29,1929459179
2005-06-30,1992970979
2005-07-01,2012327729
2005-07-05,2027813130
2005-07-06,2043298530
2005-07-07,2041749990
2005-07-08,2057235390
2005-07-11,2062655280
2005-07-12,2047944150
2005-07-13,2047169880
2005-07-14,2038652909
2005-07-15,2055686850
2005-07-18,2041749990
2005-07-19,2080463490
2005-07-20,2119176990
2005-07-21,2171827350
2005-07-22,2174924430
2005-07-25,2179570050
2005-07-26,2193506910
2005-07-27,2211315120
2005-07-28,2235317490
2005-07-29,2254674240
2005-08-01,2256222780
2005-08-02,2266288290
2005-08-03,2238414570
2005-08-04,2222154900
2005-08-05,2190409830
2005-08-08,2196603990
2005-08-09,2184215670
2005-08-10,2232220410
2005-08-11,2250802890
2005-08-12,2239963110
2005-08-15,2255448510
2005-08-16,2230671870
2005-08-17,2229123330
2005-08-18,2214412200
2005-08-19,2205895230
2005-08-22,2228349060
2005-08-23,2236091760
2005-08-24,2219832090
2005-08-25,2219832090
2005-08-26,2200475340
2005-08-29,2215186470
2005-08-30,2194281180
2005-08-31,2245383000
2005-09-01,2245383000
2005-09-02,2233768950
2005-09-06,2247705810
2005-09-07,2263191210
2005-09-08,2237640300
2005-09-09,2293387740
2005-09-12,2332875510
2005-09-13,2318164380
2005-09-14,2314293030
2005-09-15,2303453250
2005-09-16,2314293030
2005-09-19,2302678980
2005-09-20,2256997050
2005-09-21,2190409830
2005-09-22,2224477710
2005-09-23,2221380630
2005-09-26,2191958370
2005-09-27,2190409830
2005-09-28,2168730270
2005-09-29,2185764210
2005-09-30,2225924385
2005-10-03,2255739375
2005-10-04,2258877795
2005-10-05,2203170840
2005-10-06,2167079010
2005-10-07,2174140455
2005-10-10,2156879145
2005-10-11,2150602305
2005-10-12,2150602305
2005-10-13,2153740725
2005-10-14,2171786640
2005-10-17,2194540185
2005-10-18,2196109395
2005-10-19,2165509800
2005-10-20,2118433500
2005-10-21,2165509800
2005-10-24,2149817700
2005-10-25,2144325464
2005-10-26,2106664425
2005-10-27,2050172865
2005-10-28,2087833905
2005-10-31,2093326140
2005-11-01,2101172190
2005-11-02,2116079685
2005-11-03,2142756255
2005-11-04,2150602305
2005-11-07,2161586775
2005-11-08,2161586775
2005-11-09,2155309935
2005-11-10,2172571245
2005-11-11,2192970975
2005-11-14,2180417295
2005-11-15,2201601630
2005-11-16,2207093865
2005-11-17,2230632015
2005-11-18,2254170165
2005-11-21,2269862265
2005-11-22,2291831205
2005-11-23,2299677255
2005-11-25,2314584750
2005-11-28,2273000685
2005-11-29,2289477390
2005-11-30,2309092515
2005-12-01,2323215405
2005-12-02,2325569220
2005-12-05,2320076985
2005-12-06,2222785965
2005-12-07,2218862940
2005-12-08,2208663075
2005-12-09,2220432150
2005-12-12,2210232285
2005-12-13,2203955445
2005-12-14,2224355175
2005-12-15,2223570570
2005-12-16,2214155310
2005-12-19,2167863615
2005-12-20,2163940590
2005-12-21,2193755580
2005-12-22,2184340320
2005-12-23,2194540185
2005-12-27,2156879145
2005-12-28,2171002035
2005-12-29,2165509800
2005-12-30,2150602305
2006-01-03,2179961355
2006-01-04,2202068895
2006-01-05,2219439105
2006-01-06,2232071985
2006-01-09,2284182615
2006-01-10,2276287065
2006-01-11,2240757090
2006-01-12,2216280885
2006-01-13,2194962900
2006-01-17,2191804680
2006-01-18,2216280885
2006-01-19,2239967535
2006-01-20,2223386880
2006-01-23,2219439105
2006-01-24,2317343925
2006-01-25,2289709500
2006-01-26,2346557460
2006-01-27,2394720315
2006-01-30,2419986075
2006-01-31,2421565185
2006-02-01,2421565185
2006-02-02,2409721860
2006-02-03,2401036755
2006-02-06,2393930760
2006-02-07,2355242565
2006-02-08,2352873900
2006-02-09,2353663455
2006-02-10,2416827855
2006-02-13,2350505235
2006-02-14,2390772540
2006-02-15,2456305605
2006-02-16,2472886260
2006-02-17,2500520685
2006-02-21,2431039845
2006-02-22,2434198065
2006-02-23,2513153565
2006-02-24,2503678905
2006-02-27,2519470005
2006-02-28,2487098250
2006-03-01,2487887805
2006-03-02,2481571365
2006-03-03,2494993800
2006-03-06,2483150475
2006-03-07,2486308695
2006-03-08,2477623590
2006-03-09,2473675815
2006-03-10,2475254925
2006-03-13,2487098250
2006-03-14,2527365555
2006-03-15,2538419325
2006-03-16,2558158200
2006-03-17,2554210425
2006-03-20,2570791080
2006-03-21,2535261105
2006-03-22,2690013885
2006-03-23,2755546950
2006-03-24,2677381004
2006-03-27,2644219695
2006-03-28,2734228965
2006-03-29,2768969385
2006-03-30,2737387185
2006-03-31,2765740380
2006-04-03,2718027780
2006-04-04,2756993070
2006-04-05,2753812230
2006-04-06,2695761900
2006-04-07,2666339130
2006-04-10,2642482829
2006-04-11,2610674430
2006-04-12,2634530730
2006-04-13,2635325940
2006-04-17,2637711570
2006-04-18,2718822990
2006-04-19,2729955930
2006-04-20,2764945170
2006-04-21,2768126010
2006-04-24,2718027780
2006-04-25,2726775090
2006-04-26,2728365510
2006-04-27,2693376270
2006-04-28,2693376270
2006-05-01,2756993070
2006-05-02,2753812230
2006-05-03,2772897270
2006-05-04,2801524829
2006-05-05,2815043400
2006-05-08,2815838609
2006-05-09,2817429030
2006-05-10,2790391890
2006-05-11,2730751140
2006-05-12,2702918790
2006-05-15,2689400220
2006-05-16,2689400220
2006-05-17,2648049300
2006-05-18,2621012160
2006-05-19,2634530730
2006-05-22,2639301990
2006-05-23,2621807370
2006-05-24,2617036109
2006-05-25,2605903170
2006-05-26,2620216950
2006-05-30,2554214520
2006-05-31,2562961829
2006-06-01,2597951070
2006-06-02,2621012160
2006-06-05,2561371410
2006-06-06,2476283940
2006-06-07,2442885120
2006-06-08,2445270750
2006-06-09,2438909070
2006-06-12,2418233610
2006-06-13,2399148570
2006-06-14,2385630000
2006-06-15,2395967730
2006-06-16,2386425210
2006-06-19,2360183280
2006-06-20,2321217990
2006-06-21,2367340170
2006-06-22,2371316220
2006-06-23,2376882690
2006-06-26,2392786890
2006-06-27,2359388070
2006-06-28,2380063530
2006-06-29,2474693520
2006-06-30,2507812830
2006-07-03,2517375510
2006-07-05,2477531010
2006-07-06,2499843930
2006-07-07,2452030530
2006-07-10,2432905170
2006-07-11,2422545600
2006-07-12,2427326940
2006-07-13,2367560190
2006-07-14,2287074300
2006-07-17,2271136500
2006-07-18,2276714730
2006-07-19,2360388180
2006-07-20,2179494150
2006-07-21,2179494150
2006-07-24,2222526210
2006-07-25,2270339610
2006-07-26,2273527170
2006-07-27,2269542720
2006-07-28,2301418320
2006-07-31,2308590330
2006-08-01,2306199660
2006-08-02,2342059710
2006-08-03,2360388180
2006-08-04,2334090810
2006-08-07,2316559230
2006-08-08,2289464970
2006-08-09,2244839130
2006-08-10,2241651570
2006-08-11,2230495110
2006-08-14,2231292000
2006-08-15,2268745830
2006-08-16,2305402770
2006-08-17,2328512580
2006-08-18,2295043200
2006-08-21,2275120950
2006-08-22,2260776930
2006-08-23,2240854680
2006-08-24,2235276450
2006-08-25,2225713770
2006-08-28,2246432910
2006-08-29,2226510660
2006-08-30,2217744870
2006-08-31,2230495110
2006-09-01,2233682670
2006-09-05,2241651570
2006-09-06,2214557310
2006-09-07,2201807070
2006-09-08,2187463050
2006-09-11,2164353240
2006-09-12,2197822620
2006-09-13,2240057790
2006-09-14,2261573820
2006-09-15,2251214250
2006-09-18,2229698220
2006-09-19,2259980040
2006-09-20,2253604920
2006-09-21,2209775970
2006-09-22,2225713770
2006-09-25,2247229800
2006-09-26,2275120950
2006-09-27,2299027650
2006-09-28,2303808990
2006-09-29,2287074300
2006-10-02,2315091360
2006-10-03,2315091360
2006-10-04,2347867170
2006-10-05,2405424690
2006-10-06,2417415840
2006-10-09,2446994010
2006-10-10,2470176900
2006-10-11,2477371590
2006-10-12,2526135600
2006-10-13,2559710820
2006-10-16,2579696070
2006-10-17,2558112000
2006-10-18,2554114950
2006-10-19,2550917310
2006-10-20,2522138550
2006-10-23,2522138550
2006-10-24,2510946810
2006-10-25,2513345040
2006-10-26,2517342090
2006-10-27,2494958610
2006-10-30,2508548580
2006-10-31,2499755070
2006-11-01,2496557430
2006-11-02,2462182800
2006-11-03,2449392240
2006-11-06,2456586930
2006-11-07,2475772770
2006-11-08,2495758020
2006-11-09,2480569230
2006-11-10,2493359790
2006-11-13,2515743270
2006-11-14,2528533830
2006-11-15,2546920260
2006-11-16,2534929110
2006-11-17,2538126750
2006-11-20,2550917310
2006-11-21,2547719670
2006-11-22,2593286040
2006-11-24,2583693120
2006-11-27,2485365690
2006-11-28,2580495480
2006-11-29,2557312590
2006-11-30,2555713770
2006-12-01,2531731470
2006-12-04,2534929110
2006-12-05,2547719670
2006-12-06,2550917310
2006-12-07,2570902559
2006-12-08,2550917310
2006-12-11,2507749170
2006-12-12,2488563330
2006-12-13,2496557430
2006-12-14,2501353890
2006-12-15,2506949760
2006-12-18,2506949760
2006-12-19,2507749170
2006-12-20,2507749170
2006-12-21,2491760970
2006-12-22,2475772770
2006-12-26,2502952710
2006-12-27,2536527930
2006-12-28,2549318490
2006-12-29,2526935010
2007-01-03,2533934480
2007-01-04,2513868480
2007-01-05,2467315360
2007-01-08,2472131200
2007-01-09,2491394560
2007-01-10,2482565520
2007-01-11,2509052640
2007-01-12,2534737120
2007-01-16,2556408400
2007-01-17,2570855920
2007-01-18,2553197840
2007-01-19,2582895520
2007-01-22,2570855920
2007-01-23,2612593200
2007-01-24,2614198480
2007-01-25,2590119280
2007-01-26,2570855920
2007-01-29,2574066480
2007-01-30,2726568080
2007-01-31,2777134400
2007-02-01,2792384560
2007-02-02,2781147600
2007-02-05,2757068400
2007-02-06,2765897440
2007-02-07,2773121200
2007-02-08,2765897440
2007-02-09,2728173360
2007-02-12,2743423520
2007-02-13,2750647280
2007-02-14,2771515920
2007-02-15,2777937040
2007-02-16,2787568719
2007-02-20,2806832080
2007-02-21,2799608320
2007-02-22,2800410960
2007-02-23,2808437360
2007-02-26,2816463760
2007-02-27,2782752880
2007-02-28,2782752880
2007-03-01,2744226160
2007-03-02,2684830800
2007-03-05,2630251280
2007-03-06,2630251280
2007-03-07,2630251280
2007-03-08,2651922560
2007-03-09,2680014960
2007-03-12,2700883600
2007-03-13,2643896160
2007-03-14,2628646000
2007-03-15,2615001120
2007-03-16,2610987920
2007-03-19,2649514640
2007-03-20,2668778000
2007-03-21,2704896800
2007-03-22,2716936400
2007-03-23,2734594480
2007-03-26,2716936400
2007-03-27,2688844000
2007-03-28,2683225520
2007-03-29,2702488880
2007-03-30,2722554880
2007-04-02,2731364550
2007-04-03,2742647850
2007-04-04,2761990650
2007-04-05,2786169150
2007-04-09,2782945350
2007-04-10,2736200250
2007-04-11,2712021750
2007-04-12,2708797950
2007-04-13,2714439600
2007-04-16,2757960900
2007-04-17,2767632300
2007-04-18,2758766849
2007-04-19,2781333450
2007-04-20,2820019050
2007-04-23,2807123850
2007-04-24,2803094100
2007-04-25,2824854750
2007-04-26,2822436900
2007-04-27,2840973750
2007-04-30,2819213099
2007-05-01,2815183350
2007-05-02,2865958200
2007-05-03,2875629600
2007-05-04,2874017699
2007-05-07,2894166449
2007-05-08,2893360500
2007-05-09,2919956849
2007-05-10,2899002150
2007-05-11,2913509250
2007-05-14,2905449750
2007-05-15,2892554550
2007-05-16,2907867600
2007-05-17,2915121150
2007-05-18,2932852050
2007-05-21,2927210400
2007-05-22,2946553200
2007-05-23,2912703300
2007-05-24,2871599850
2007-05-25,2890942650
2007-05-29,3005387550
2007-05-30,3006999450
2007-05-31,3038431500
2007-06-01,3056968350
2007-06-04,3055356449
2007-06-05,3041655300
2007-06-06,2987656650
2007-06-07,2937687750
2007-06-08,2986044750
2007-06-11,3016670850
2007-06-12,2968313850
2007-06-13,2999745900
2007-06-14,3028760100
2007-06-15,3031177950
2007-06-18,3038431500
2007-06-19,3020700599
2007-06-20,3003775650
2007-06-21,2982820950
2007-06-22,2980403099
2007-06-25,2937687750
2007-06-26,2968313850
2007-06-27,3018282750
2007-06-28,3036013650
2007-06-29,3106131300
2007-07-02,3140323200
2007-07-03,3159722880
2007-07-05,3153256320
2007-07-06,3158914560
2007-07-09,3191247359
2007-07-10,3115265280
2007-07-11,3153256320
2007-07-12,3201755520
2007-07-13,3204988800
2007-07-16,3196905600
2007-07-17,3204988800
2007-07-18,3179930880
2007-07-19,3211455359
2007-07-20,3173464320
2007-07-23,3175889280
2007-07-24,3046558080
2007-07-25,3060299520
2007-07-26,2985125760
2007-07-27,2998867200
2007-07-30,2950368000
2007-07-31,2926926720
2007-08-01,3006142080
2007-08-02,3070807680
2007-08-03,3074040960
2007-08-06,3103140480
2007-08-07,3057874560
2007-08-08,3295520640
2007-08-09,3354528000
2007-08-10,3109607040
2007-08-13,3055449600
2007-08-14,3019883520
2007-08-15,2942284800
2007-08-16,2912376960
2007-08-17,2889744000
2007-08-20,2966534400
2007-08-21,2891360640
2007-08-22,2926118400
2007-08-23,2933393280
2007-08-24,2967342720
2007-08-27,2960067840
2007-08-28,2912376960
2007-08-29,3013416960
2007-08-30,3044133119
2007-08-31,3109607040
2007-09-04,3171039359
2007-09-05,3105565440
2007-09-06,3114456960
2007-09-07,3049791359
2007-09-10,3022308480
2007-09-11,2957642880
2007-09-12,2981084160
2007-09-13,2977850880
2007-09-14,2984317440
2007-09-17,2977850880
2007-09-18,3108798720
2007-09-19,3123348480
2007-09-20,3058682880
2007-09-21,3086165760
2007-09-24,3056257920
2007-09-25,3103948800
2007-09-26,3147598080
2007-09-27,3100715520
2007-09-28,2941476480
2007-10-01,3110249749
2007-10-02,3066523250
2007-10-03,3071381750
2007-10-04,3068142750
2007-10-05,3082718250
2007-10-08,3085957250
2007-10-09,3103771750
2007-10-10,3095674249
2007-10-11,3094054750
2007-10-12,3101342500
2007-10-15,3078669500
2007-10-16,3055186749
2007-10-17,3061664750
2007-10-18,2871373500
2007-10-19,2834125000
2007-10-22,2855988250
2007-10-23,2843842000
2007-10-24,2839793250
2007-10-25,2853559000
2007-10-26,2867324749
2007-10-29,2888378250
2007-10-30,2860846750
2007-10-31,2868134500
2007-11-01,2834125000
2007-11-02,2863276000
2007-11-05,2854368750
2007-11-06,2928055999
2007-11-07,2885949000
2007-11-08,2887568499
2007-11-09,2822788500
2007-11-12,2810642250
2007-11-13,2859227250
2007-11-14,2932914500
2007-11-15,2928865750
2007-11-16,2994455499
2007-11-19,2761247500
2007-11-20,2738574500
2007-11-21,2700516250
2007-11-23,2714282000
2007-11-26,2706994250
2007-11-27,2711852750
2007-11-28,2818739750
2007-11-29,2857607750
2007-11-30,2890807500
2007-12-03,2837364000
2007-12-04,2855178500
2007-12-05,2907002500
2007-12-06,3021987000
2007-12-07,3042230750
2007-12-10,3060045250
2007-12-11,2936963250
2007-12-12,2941012000
2007-12-13,2987977500
2007-12-14,2896475750
2007-12-17,2817120250
2007-12-18,2851939500
2007-12-19,2889997750
2007-12-20,2932914500
2007-12-21,2979880000
2007-12-24,3014699249
2007-12-26,2955587500
2007-12-27,2927246250
2007-12-28,3002553000
2007-12-31,2928950710
2008-01-02,2884363860
2008-01-03,2892470560
2008-01-04,2788704800
2008-01-07,2751413980
2008-01-08,2654133580
2008-01-09,2604682710
2008-01-10,2617653430
2008-01-11,2470922160
2008-01-14,2529290400
2008-01-15,2507402310
2008-01-16,2504159630
2008-01-17,2337161610
2008-01-18,2376884440
2008-01-22,2363913720
2008-01-23,2414175260
2008-01-24,2423903300
2008-01-25,2460383450
2008-01-28,2453898090
2008-01-29,2431199330
2008-01-30,2434442010
2008-01-31,2531722410
2008-02-01,2634677500
2008-02-04,2594954670
2008-02-05,2339593620
2008-02-06,2376073770
2008-02-07,2367967070
2008-02-08,2394719180
2008-02-11,2423092630
2008-02-12,2449844740
2008-02-13,2507402310
2008-02-14,2502538290
2008-02-15,2517941020
2008-02-19,2477407520
2008-02-20,2500916950
2008-02-21,2507402310
2008-02-22,2537397100
2008-02-25,2544693130
2008-02-26,2599818690
2008-02-27,2594954670
2008-02-28,2508212980
2008-02-29,2444980720
2008-03-03,2442548710
2008-03-04,2430388660
2008-03-05,2429577990
2008-03-06,2432010000
2008-03-07,2436063350
2008-03-10,2367156400
2008-03-11,2448223400
2008-03-12,2449844740
2008-03-13,2474164840
2008-03-14,2389855160
2008-03-17,2333108260
2008-03-18,2418228610
2008-03-19,2348510990
2008-03-20,2363913720
2008-03-24,2445791390
2008-03-25,2510644990
2008-03-26,2460383450
2008-03-27,2449844740
2008-03-28,2448223400
2008-03-31,2495772180
2008-04-01,2577907400
2008-04-02,2617755180
2008-04-03,2614502300
2008-04-04,2657602960
2008-04-07,2684439220
2008-04-08,2679559900
2008-04-09,2637272460
2008-04-10,2700703620
2008-04-11,2621008059
2008-04-14,2657602960
2008-04-15,2650283980
2008-04-16,2724287000
2008-04-17,2725100220
2008-04-18,2740551400
2008-04-21,2738111740
2008-04-22,2760881900
2008-04-23,2838137800
2008-04-24,2913767260
2008-04-25,2943856400
2008-04-28,2971505880
2008-04-29,2973945540
2008-04-30,2983704180
2008-05-01,3076411260
2008-05-02,3029244500
2008-05-05,2995902480
2008-05-06,2998342140
2008-05-07,2972319100
2008-05-08,2984517400
2008-05-09,2971505880
2008-05-12,3058520420
2008-05-13,3056080760
2008-05-14,3073971600
2008-05-15,3082917019
2008-05-16,3060146860
2008-05-19,3065026180
2008-05-20,3056893980
2008-05-21,2984517400
2008-05-22,3000781800
2008-05-23,2982077740
2008-05-27,3015419760
2008-05-28,3089422780
2008-05-29,3108126840
2008-05-30,3158546480
2008-06-02,3110566500
2008-06-03,3108940059
2008-06-04,3139029200
2008-06-05,3196767820
2008-06-06,3113819380
2008-06-09,3092675660
2008-06-10,3068279059
2008-06-11,3055267540
2008-06-12,3091049220
2008-06-13,3181316640
2008-06-16,3228483400
2008-06-17,3228483400
2008-06-18,3234989160
2008-06-19,3310618620
2008-06-20,3143095300
2008-06-23,3130083780
2008-06-24,3052014660
2008-06-25,3073158380
2008-06-26,2950362160
2008-06-27,2899942519
2008-06-30,3005112480
2008-07-01,2979825160
2008-07-02,2830548400
2008-07-03,2806076800
2008-07-07,2768553680
2008-07-08,2806892519
2008-07-09,2771000840
2008-07-10,2761212200
2008-07-11,2691060280
2008-07-14,2733477720
2008-07-15,2662510080
2008-07-16,2729399120
2008-07-17,2850941400
2008-07-18,2863992920
2008-07-21,2966773640
2008-07-22,3038557000
2008-07-23,3134811960
2008-07-24,3088315920
2008-07-25,3115234680
2008-07-28,3074448680
2008-07-29,3120944720
2008-07-30,3170703640
2008-07-31,3085868760
2008-08-01,3113603240
2008-08-04,3067922920
2008-08-05,3206595320
2008-08-06,3205779600
2008-08-07,3163362160
2008-08-08,3216383960
2008-08-11,3271037200
2008-08-12,3226172600
2008-08-13,3232698360
2008-08-14,3263695720
2008-08-15,3257169960
2008-08-18,3222909720
2008-08-19,3170703640
2008-08-20,3136443400
2008-08-21,3111971800
2008-08-22,3102998880
2008-08-25,3040188440
2008-08-26,3023058320
2008-08-27,3035294120
2008-08-28,3045082760
2008-08-29,3023874040
2008-09-02,3002665320
2008-09-03,3007559640
2008-09-04,2852572840
2008-09-05,2832179840
2008-09-08,2859914320
2008-09-09,2745713519
2008-09-10,2757949320
2008-09-11,2722873360
2008-09-12,2659247200
2008-09-15,2558913640
2008-09-16,2537704920
2008-09-17,2447160000
2008-09-18,2589911000
2008-09-19,2740819200
2008-09-22,2696770320
2008-09-23,2635591320
2008-09-24,2596436760
2008-09-25,2660878640
2008-09-26,2662510080
2008-09-29,2519759080
2008-09-30,2466493260
2008-10-01,2436278320
2008-10-02,2344043240
2008-10-03,2293154920
2008-10-06,2118226320
2008-10-07,1989415260
2008-10-08,1967151619
2008-10-09,1850267510
2008-10-10,1928190250
2008-10-13,2065747740
2008-10-14,2025991240
2008-10-15,1810511010
2008-10-16,1865374980
2008-10-17,1845496730
2008-10-20,1844701600
2008-10-21,1828003869
2008-10-22,1722251580
2008-10-23,1633992150
2008-10-24,1591055130
2008-10-27,1525059340
2008-10-28,1668182740
2008-10-29,1661026570
2008-10-30,1810511010
2008-10-31,1843111340
2008-11-03,1841521080
2008-11-04,1862194460
2008-11-05,1811306140
2008-11-06,1715095410
2008-11-07,1789837630
2008-11-10,1773139900
2008-11-11,1756442170
2008-11-12,1649099619
2008-11-13,1777910680
2008-11-14,1683290210
2008-11-17,1678519430
2008-11-18,1684085340
2008-11-19,1587079480
2008-11-20,1455087900
2008-11-21,1536986289
2008-11-24,1641148320
2008-11-25,1699987940
2008-11-26,1790632760
2008-11-28,1828799000
2008-12-01,1641943450
2008-12-02,1700783070
2008-12-03,1730998010
2008-12-04,1670568130
2008-12-05,1738154180
2008-12-08,1840725950
2008-12-09,1785861980
2008-12-10,1824823350
2008-12-11,1719071060
2008-12-12,1758032430
2008-12-15,1737359050
2008-12-16,1825618480
2008-12-17,1855038289
2008-12-18,1808125619
2008-12-19,1804149970
2008-12-22,1753261650
2008-12-23,1742129830
2008-12-24,1753261650
2008-12-26,1773935030
2008-12-29,1804149970
2008-12-30,2047459750
2008-12-31,1920238950
2009-01-02,2066542869
2009-01-05,1998956820
2009-01-06,2042688970
2009-01-07,1959995450
2009-01-08,1962380840
2009-01-09,1900360700
2009-01-12,1859013940
2009-01-13,1820847700
2009-01-14,1777115550
2009-01-15,1794608410
2009-01-16,1819257440
2009-01-20,1724636970
2009-01-21,1798584060
2009-01-22,1820847700
2009-01-23,1804149970
2009-01-26,1808125619
2009-01-27,1851062640
2009-01-28,1951249020
2009-01-29,1874121410
2009-01-30,1797788930
2009-02-02,1822437960
2009-02-03,1823233090
2009-02-04,1834364910
2009-02-05,1710324630
2009-02-06,1798584060
2009-02-09,1770754510
2009-02-10,1700783070
2009-02-11,1696012289
2009-02-12,1746900610
2009-02-13,1769164250
2009-02-17,1704758720
2009-02-18,1657846050
2009-02-19,1630016500
2009-02-20,1633197020
2009-02-23,1529830119
2009-02-24,1588669740
2009-02-25,1552093760
2009-02-26,1517108039
2009-02-27,1536191160
2009-03-02,1412946010
2009-03-03,1416921660
2009-03-04,1476556410
2009-03-05,1372394380
2009-03-06,1393862890
2009-03-09,1331047619
2009-03-10,1430438869
2009-03-11,1488483360
2009-03-12,1515517780
2009-03-13,1531420380
2009-03-16,1543347330
2009-03-17,1587079480
2009-03-18,1665002220
2009-03-19,1680109690
2009-03-20,1651485010
2009-03-23,1785861980
2009-03-24,1750081130
2009-03-25,1765983730
2009-03-26,1869350630
2009-03-27,1800174320
2009-03-30,1714300280
2009-03-31,1742492250
2009-04-01,1789500500
2009-04-02,1901045500
2009-04-03,1936102500
2009-04-06,1824557500
2009-04-07,1779939500
2009-04-08,1778346000
2009-04-09,1905826000
2009-04-13,1852443750
2009-04-14,1810216000
2009-04-15,1810216000
2009-04-16,1859614500
2009-04-17,1854037250
2009-04-20,1754443500
2009-04-21,1747272750
2009-04-22,1878736499
2009-04-23,1885907250
2009-04-24,1951240749
2009-04-27,1922557750
2009-04-28,1909013000
2009-04-29,1952037500
2009-04-30,2011793750
2009-05-01,1974346500
2009-05-04,2046850750
2009-05-05,2024541750
2009-05-06,2032509250
2009-05-07,1983907500
2009-05-08,2061989000
2009-05-11,2031712500
2009-05-12,1991875000
2009-05-13,1887500750
2009-05-14,1885907250
2009-05-15,1893874750
2009-05-18,1933712250
2009-05-19,1938492749
2009-05-20,1894671500
2009-05-21,1846069750
2009-05-22,1840492500
2009-05-26,1885907250
2009-05-27,1872362500
2009-05-28,1856427500
2009-05-29,1860411250
2009-06-01,1929728500
2009-06-02,1938492749
2009-06-03,1943273250
2009-06-04,1969566000
2009-06-05,2026135250
2009-06-08,2022151500
2009-06-09,2016574250
2009-06-10,2026135250
2009-06-11,2014980750
2009-06-12,2010996999
2009-06-15,1958411499
2009-06-16,1967175750
2009-06-17,1952037500
