,KHC
2020-02-20,33507240000
2020-02-21,33311720000
2020-02-24,32541860000
2020-02-25,31857540000
2020-02-26,31332080000
2020-02-27,30513340000
2020-02-28,30268940000
2020-03-02,31857540000
2020-03-03,31161000000
2020-03-04,32321900000
2020-03-05,32566300000
2020-03-06,31808660000
2020-03-09,29279120000
2020-03-10,29939000000
2020-03-11,28912520000
2020-03-12,24513320000
2020-03-13,29291340000
2020-03-16,26908440000
2020-03-17,29120259999
2020-03-18,28949180000
2020-03-19,27226160000
2020-03-20,27226160000
2020-03-23,25380940000
2020-03-24,28093779999
2020-03-25,28057120000
2020-03-26,30268940000
2020-03-27,29621279999
2020-03-30,30781977753
2020-03-31,30256103679
2020-04-01,28959762940
2020-04-02,30133807383
2020-04-03,30965422197
2020-04-06,31686970345
2020-04-07,32543044418
2020-04-08,33411348121
2020-04-09,34377488861
2020-04-13,34157355528
2020-04-14,34793296268
2020-04-15,34304111084
2020-04-16,35747207379
2020-04-17,35869503675
2020-04-20,35673829601
2020-04-21,34817755528
2020-04-22,35172414787
2020-04-23,34891133305
2020-04-24,35747207379
2020-04-27,36921251822
2020-04-28,37214762933
2020-04-29,37337059229
2020-04-30,37092466637
2020-05-01,35930651823
2020-05-04,35380318490
2020-05-05,35392548120
2020-05-06,35955111082
2020-05-07,35258022194
2020-05-08,36150785156
2020-05-11,35869503675
2020-05-12,35930651823
2020-05-13,35172414787
2020-05-14,35221333305
2020-05-15,35710518490
2020-05-18,37752866636
2020-05-19,36578822193
2020-05-20,36982399970
2020-05-21,36334229601
2020-05-22,36627740711
2020-05-26,36957940711
2020-05-27,37948540710
2020-05-28,37165844415
2020-05-29,37263681452
2020-06-01,37214762933
2020-06-02,38437725895
2020-06-03,38290970340
2020-06-04,38511103673
2020-06-05,39893051820
2020-06-08,41544051819
2020-06-09,40480074042
2020-06-10,39746296265
2020-06-11,38131985155
2020-06-12,38890222191
2020-06-15,39281570339
2020-06-16,40027577746
2020-06-17,40113185153
2020-06-18,40577911079
2020-06-19,40944799967
2020-06-22,40541222190
2020-06-23,39623999968
2020-06-24,39293799969
2020-06-25,38988059228
2020-06-26,37789555525
2020-06-29,38695720000
2020-06-30,39001470000
2020-07-01,38732410000
2020-07-02,38903630000
2020-07-06,39136000000
2020-07-07,39197150000
2020-07-08,38964780000
2020-07-09,38365510000
2020-07-10,39478440000
2020-07-13,39759730000
2020-07-14,40738130000
2020-07-15,40542450000
2020-07-16,42071200000
2020-07-17,42817230000
2020-07-20,41728760000
2020-07-21,42230190000
2020-07-22,42682700000
2020-07-23,42633780000
2020-07-24,42413640000
2020-07-27,42609320000
2020-07-28,43110750000
2020-07-29,43502110000
2020-07-30,42058970000
2020-07-31,42046740000
2020-08-03,42548170000
2020-08-04,42902840000
2020-08-05,42535940000
2020-08-06,43147440000
2020-08-07,43306429999
2020-08-10,42548170000
2020-08-11,42352490000
2020-08-12,43208590000
2020-08-13,43502110000
2020-08-14,43526570000
2020-08-17,43942390000
2020-08-18,43612179999
2020-08-19,43330890000
2020-08-20,42621550000
2020-08-21,42266880000
2020-08-24,42915070000
2020-08-25,43257510000
2020-08-26,43184130000
2020-08-27,42511480000
2020-08-28,42658240000
2020-08-31,42853920000
2020-09-01,41753220000
2020-09-02,42450330000
2020-09-03,41031650000
2020-09-04,40933810000
2020-09-08,38842480000
2020-09-09,38707950000
2020-09-10,38536730000
2020-09-11,38781330000
2020-09-14,38977010000
2020-09-15,39099310000
2020-09-16,38353280000
2020-09-17,37472720000
2020-09-18,36372020000
2020-09-21,36261950000
2020-09-22,35748290000
2020-09-23,35185710000
2020-09-24,35271320000
2020-09-25,35625990000
2020-09-28,36482090000
2020-09-29,36188570000
2020-09-30,36628850000
2020-10-01,37142510000
2020-10-02,37264810000
2020-10-05,37913000000
2020-10-06,37509410000
2020-10-07,37717320000
2020-10-08,38182060000
2020-10-09,38047530000
2020-10-12,38707950000
2020-10-13,39637429999
2020-10-14,39319450000
2020-10-15,39502900000
2020-10-16,39331679999
2020-10-19,38830250000
2020-10-20,39123770000
2020-10-21,38451120000
2020-10-22,38194290000
2020-10-23,38365510000
2020-10-26,37399340000
2020-10-27,37521640000
2020-10-28,35736060000
2020-10-29,36738920000
2020-10-30,37411570000
2020-11-02,38732410000
2020-11-03,38866940000
2020-11-04,38915860000
2020-11-05,38769100000
2020-11-06,38573420000
2020-11-09,37448260000
2020-11-10,37277040000
2020-11-11,38341050000
2020-11-12,38035300000
2020-11-13,38659030000
2020-11-16,39319450000
2020-11-17,38634570000
2020-11-18,38683490000
2020-11-19,38989240000
2020-11-20,39453980000
2020-11-23,39869800000
2020-11-24,41374090000
2020-11-25,39796420000
2020-11-27,40163320000
2020-11-30,40285620000
2020-12-01,40530220000
2020-12-02,40089940000
2020-12-03,40909350000
2020-12-04,41728760000
2020-12-07,41092800000
2020-12-08,41997820000
2020-12-09,41851060000
2020-12-10,41704300000
2020-12-11,41667610000
2020-12-14,42095660000
2020-12-15,41985590000
2020-12-16,42107890000
2020-12-17,42340260000
2020-12-18,42523710000
2020-12-21,42279110000
2020-12-22,42058970000
2020-12-23,42560400000
2020-12-24,42780539999
2020-12-28,43061830000
2020-12-29,42682700000
2020-12-30,42401410000
2020-12-31,42389179999
2021-01-04,41863289999
2021-01-05,41056110000
2021-01-06,41508620000
2021-01-07,41215100000
2021-01-08,41117260000
2021-01-11,40175550000
2021-01-12,39356140000
2021-01-13,39148230000
2021-01-14,39233840000
2021-01-15,39123770000
2021-01-19,39576280000
2021-01-20,40187780000
2021-01-21,40089940000
2021-01-22,40248929999
2021-01-25,41276250000
2021-01-26,42058970000
2021-01-27,42487020000
2021-01-28,41533080000
2021-01-29,40982730000
2021-02-01,40664750000
2021-02-02,40554679999
2021-02-03,40371230000
2021-02-04,40261160000
2021-02-05,41337400000
2021-02-08,41471929999
2021-02-09,41227330000
2021-02-10,41447470000
2021-02-11,43465420000
2021-02-12,43281970000
2021-02-16,43245280000
2021-02-17,45275460000
2021-02-18,47648080000
2021-02-19,45838039999
2021-02-22,45532289999
2021-02-23,45397760000
2021-02-24,45984800000
2021-02-25,45581210000
2021-02-26,44492740000
2021-03-01,45361070000
2021-03-02,45642360000
2021-03-03,46449539999
2021-03-04,45507830000
2021-03-05,46290550000
2021-03-08,47293410000
2021-03-09,47855990000
2021-03-10,48320730000
2021-03-11,47048810000
2021-03-12,46608530000
2021-03-15,47122190000
2021-03-16,47379020000
2021-03-17,47794840000
2021-03-18,47623620000
2021-03-19,47868220000
2021-03-22,48369650000
2021-03-23,47599160000
2021-03-24,46755289999
2021-03-25,47941600000
2021-03-26,48956690000
2021-03-29,49914720000
2021-03-30,49302720000
2021-03-31,48960000000
2021-04-01,48996720000
2021-04-05,49339440000
2021-04-06,49816800000
2021-04-07,49743360000
2021-04-08,49951440000
2021-04-09,49131360000
2021-04-12,49816800000
2021-04-13,50086080000
2021-04-14,49290480000
2021-04-15,50245200000
2021-04-16,50184000000
2021-04-19,50122800000
2021-04-20,50220720000
2021-04-21,50893920000
2021-04-22,50147280000
2021-04-23,49461839999
2021-04-26,49119120000
2021-04-27,49082400000
2021-04-28,49106880000
2021-04-29,51028560000
2021-04-30,50538960000
2021-05-03,51395760000
2021-05-04,51848640000
2021-05-05,51983280000
2021-05-06,52778880000
2021-05-07,53219519999
2021-05-10,53390880000
2021-05-11,52950240000
2021-05-12,52534080000
2021-05-13,53635680000
2021-05-14,53525519999
2021-05-17,53611200000
2021-05-18,53476560000
2021-05-19,53329680000
2021-05-20,53696880000
2021-05-21,54015120000
2021-05-24,54492480000
2021-05-25,54039600000
2021-05-26,54076320000
2021-05-27,53158320000
2021-05-28,53354160000
2021-06-01,53672400000
2021-06-02,53966160000
2021-06-03,53843760000
2021-06-04,53807040000
2021-06-07,53709120000
2021-06-08,53586720000
2021-06-09,52680960000
2021-06-10,52570800000
2021-06-11,53146080000
2021-06-14,52411680000
2021-06-15,52338240000
2021-06-16,51297839999
2021-06-17,50587920000
2021-06-18,49572000000
2021-06-21,49975920000
2021-06-22,49633200000
2021-06-23,49131360000
2021-06-24,49412880000
2021-06-25,49804560000
2021-06-28,50078000000
2021-06-29,49710500000
2021-06-30,49955500000
2021-07-01,49600250000
2021-07-02,49465500000
2021-07-06,48571250000
2021-07-07,48816250000
2021-07-08,48510000000
2021-07-09,48938750000
2021-07-12,48742750000
2021-07-13,47970999999
2021-07-14,47762750000
2021-07-15,48301750000
2021-07-16,48142500000
2021-07-19,48191500000
2021-07-20,48265000000
2021-07-21,48228250000
2021-07-22,47530000000
2021-07-23,48044500000
2021-07-26,48412000000
2021-07-27,48105750000
2021-07-28,47677000000
2021-07-29,47750499999
2021-07-30,47125750000
2021-08-02,47260500000
2021-08-03,47701500000
2021-08-04,45251500000
2021-08-05,45251500000
2021-08-06,45570000000
2021-08-09,45704750000
2021-08-10,45900750000
2021-08-11,46268250000
2021-08-12,45766000000
2021-08-13,46390750000
2021-08-16,46562250000
2021-08-17,46439749999
2021-08-18,45263750000
2021-08-19,45116750000
2021-08-20,44835000000
2021-08-23,44884000000
2021-08-24,44773750000
2021-08-25,45018750000
2021-08-26,44185750000
2021-08-27,44565500000
2021-08-30,44247000000
2021-08-31,44087750000
2021-09-01,44222500000
2021-09-02,44185750000
2021-09-03,43891750000
2021-09-07,43683499999
2021-09-08,45398500000
2021-09-09,44786000000
2021-09-10,44504250000
2021-09-13,44884000000
2021-09-14,44357250000
2021-09-15,44369500000
2021-09-16,44761500000
2021-09-17,44773750000
2021-09-20,44357250000
2021-09-21,44026500000
2021-09-22,44259250000
2021-09-23,44479750000
2021-09-24,44577750000
2021-09-27,44862114056
2021-09-28,44594207838
2021-09-29,45702365378
2021-09-30,44837758945
2021-10-01,44667273170
2021-10-04,44923001833
2021-10-05,45142197830
2021-10-06,45483169381
2021-10-07,45154375386
2021-10-08,44789048724
2021-10-11,44789048724
2021-10-12,44789048724
2021-10-13,44813403835
2021-10-14,45373571383
2021-10-15,45032599832
2021-10-18,44910824278
2021-10-19,44825581390
2021-10-20,44959534499
2021-10-21,44301946508
2021-10-22,44301946508
2021-10-25,44107105622
2021-10-26,44375011841
2021-10-27,44326301619
2021-10-28,44423722062
2021-10-29,43705246294
2021-11-01,44728160947
2021-11-02,45154375386
2021-11-03,45568412269
2021-11-04,45288328495
2021-11-05,46079869595
2021-11-08,45300506050
2021-11-09,45483169381
2021-11-10,45653655157
2021-11-11,45397926493
2021-11-12,45324861161
2021-11-15,45811963377
2021-11-16,45105665164
2021-11-17,44521142505
2021-11-18,43072013414
2021-11-19,43035480748
2021-11-22,43193788968
2021-11-23,43620003406
2021-11-24,42852817417
2021-11-26,42414425423
2021-11-29,42353537646
2021-11-30,40928763665
2021-12-01,40039802122
2021-12-02,40490371671
2021-12-03,40965296331
2021-12-06,41732482321
2021-12-07,42024743650
2021-12-08,40368596117
2021-12-09,40758277890
2021-12-10,41586351656
2021-12-13,41988210984
2021-12-14,42353537646
2021-12-15,42475313200
2021-12-16,43839199404
2021-12-17,43242499189
2021-12-20,42950237860
2021-12-21,42621443865
2021-12-22,42755396974
2021-12-23,42925882749
2021-12-27,43401750000
2021-12-28,43928500000
2021-12-29,43867250000
2021-12-30,43683499999
2021-12-31,43977500000
2022-01-03,44271500000
2022-01-04,45214749999
2022-01-05,45031000000
2022-01-06,45116750000
2022-01-07,45753750000
2022-01-10,45766000000
2022-01-11,46047750000
2022-01-12,45692500000
2022-01-13,46121250000
2022-01-14,46574500000
2022-01-18,45851750000
2022-01-19,45594500000
2022-01-20,45398500000
2022-01-21,45325000000
2022-01-24,44577750000
2022-01-25,44357250000
2022-01-26,44149000000
2022-01-27,44210250000
2022-01-28,44161250000
2022-01-31,43855000000
2022-02-01,44259250000
2022-02-02,44565500000
2022-02-03,43904000000
2022-02-04,42568750000
2022-02-07,42532000000
2022-02-08,42801500000
2022-02-09,42813750000
2022-02-10,42005250000
2022-02-11,42544249999
2022-02-14,42372750000
2022-02-15,42483000000
2022-02-16,44859500000
2022-02-17,46292750000
2022-02-18,47113500000
2022-02-22,49490000000
2022-02-23,49122500000
2022-02-24,47750499999
2022-02-25,48669249999
2022-02-28,48044500000
2022-03-01,47383000000
2022-03-02,47860750000
2022-03-03,48938750000
2022-03-04,48804000000
2022-03-07,49183750000
2022-03-08,47358499999
2022-03-09,46770500000
2022-03-10,45986500000
2022-03-11,45766000000
2022-03-14,46170250000
2022-03-15,46329500000
2022-03-16,46158000000
2022-03-17,46243750000
2022-03-18,46084500000
2022-03-21,46084500000
2022-03-22,46488750000
2022-03-23,46893000000
2022-03-24,47321750000
2022-03-25,48130250000
2022-03-28,48252750000
2022-03-29,48228250000
2022-03-30,48265000000
2022-03-31,48252750000
2022-04-01,48914250000
2022-04-04,48865250000
2022-04-05,48497750000
2022-04-06,49049000000
2022-04-07,49379750000
2022-04-08,50151500000
2022-04-11,50531250000
2022-04-12,50372000000
2022-04-13,51450000000
2022-04-14,51805250000
2022-04-18,51645999999
2022-04-19,52197250000
2022-04-20,53103750000
2022-04-21,53900000000
2022-04-22,52895500000
2022-04-25,52724000000
2022-04-26,51829750000
2022-04-27,52528000000
2022-04-28,53422250000
2022-04-29,52221750000
2022-05-02,51425499999
2022-05-03,51915500000
2022-05-04,53067000000
2022-05-05,52846500000
2022-05-06,53397750000
2022-05-09,54132750000
2022-05-10,53238500000
2022-05-11,53287500000
2022-05-12,52736250000
2022-05-13,54255250000
2022-05-16,53998000000
2022-05-17,52870999999
2022-05-18,47824000000
2022-05-19,47236000000
2022-05-20,47003250000
2022-05-23,47762750000
2022-05-24,48522250000
2022-05-25,48853000000
2022-05-26,45410750000
2022-05-27,46341750000
2022-05-31,46341750000
2022-06-01,45631250000
2022-06-02,44577750000
2022-06-03,44467500000
2022-06-06,44945250000
2022-06-07,45423000000
2022-06-08,45815000000
2022-06-09,45655750000
2022-06-10,45876250000
2022-06-13,44149000000
2022-06-14,44271500000
2022-06-15,44320500000
2022-06-16,44136750000
2022-06-17,43585500000
2022-06-21,44847250000
2022-06-22,45386250000
2022-06-23,46366250000
2022-06-24,47040000000
2022-06-27,47435819999
2022-06-28,46294709999
2022-06-29,46601459999
2022-06-30,46797780000
2022-07-01,47411280000
2022-07-05,46773240000
2022-07-06,46871400000
2022-07-07,46724160000
2022-07-08,47079990000
2022-07-11,47374470000
2022-07-12,47607600000
2022-07-13,48073860000
2022-07-14,47558520000
2022-07-15,46638270000
2022-07-18,47153610000
2022-07-19,47533980000
2022-07-20,46945020000
2022-07-21,46564650000
2022-07-22,47018640000
2022-07-25,47092260000
2022-07-26,47411280000
2022-07-27,44589180000
2022-07-28,45632130000
2022-07-29,45190410000
2022-08-01,45926610000
2022-08-02,45509430000
2022-08-03,45816180000
2022-08-04,45435810000
2022-08-05,46098390000
2022-08-08,46368330000
2022-08-09,47116800000
2022-08-10,47399010000
2022-08-11,47521709999
2022-08-12,47448090000
2022-08-15,47313120000
2022-08-16,47644410000
2022-08-17,46871400000
2022-08-18,46945020000
2022-08-19,47276310000
2022-08-22,47129069999
2022-08-23,47509440000
2022-08-24,47742569999
2022-08-25,47374470000
2022-08-26,46760970000
2022-08-29,46736430000
2022-08-30,45902069999
2022-08-31,45889800000
2022-09-01,46257900000
2022-09-02,45779370000
2022-09-06,45926610000
2022-09-07,45791640000
2022-09-08,44245620000
2022-09-09,44736420000
2022-09-12,45067709999
2022-09-13,43018620000
2022-09-14,42895920000
2022-09-15,42466470000
2022-09-16,42589170000
2022-09-19,42466470000
2022-09-20,41644380000
2022-09-21,42257880000
2022-09-22,42037020000
2022-09-23,41619840000
2022-09-26,41757560000
2022-09-27,40396700000
2022-09-28,41218120000
2022-09-29,41144560000
2022-09-30,40887100000
2022-10-03,41634960000
2022-10-04,42088580000
2022-10-05,41549140000
2022-10-06,40972920000
2022-10-07,40494780000
2022-10-10,41769820000
2022-10-11,42836440000
2022-10-12,43277800000
2022-10-13,43866280000
2022-10-14,43804979999
2022-10-17,43510740000
2022-10-18,44221820000
2022-10-19,44491540000
2022-10-20,43326840000
2022-10-21,43167460000
2022-10-24,44773520000
2022-10-25,45435560000
2022-10-26,45251659999
2022-10-27,46612520000
2022-10-28,47740440000
2022-10-31,47164220000
2022-11-01,46857720000
2022-11-02,46735120000
2022-11-03,46575740000
2022-11-04,46612520000
2022-11-07,46796420000
2022-11-08,46710600000
2022-11-09,46256979999
2022-11-10,46428620000
2022-11-11,45349740000
2022-11-14,45141320000
2022-11-15,45411040000
2022-11-16,46207940000
2022-11-17,46281500000
2022-11-18,46710600000
2022-11-21,47127440000
2022-11-22,47764960000
2022-11-23,47691400000
2022-11-25,47691400000
2022-11-28,47654620000
2022-11-29,47863040000
2022-11-30,48243100000
2022-12-01,48414740000
2022-12-02,48831580000
2022-12-05,48574120000
2022-12-06,48328920000
2022-12-07,48905140000
2022-12-08,49211640000
2022-12-09,48966440000
2022-12-12,49383280000
2022-12-13,49003220000
2022-12-14,49236159999
2022-12-15,48831580000
2022-12-16,48941920000
2022-12-19,49174860000
2022-12-20,48782540000
2022-12-21,49260680000
2022-12-22,49481360000
2022-12-23,49677520000
2022-12-27,50216960000
2022-12-28,49579440000
2022-12-29,49873680000
2022-12-30,49910460000
2023-01-03,49996280000
2023-01-04,50560240000
2023-01-05,50670580000
2023-01-06,52215340000
2023-01-09,51737200000
2023-01-10,51896580000
2023-01-11,52178560000
2023-01-12,52019180000
2023-01-13,52006920000
2023-01-17,51896580000
2023-01-18,48623159999
2023-01-19,49089040000
2023-01-20,48892880000
2023-01-23,49358760000
2023-01-24,48819320000
2023-01-25,48978700000
2023-01-26,48623159999
2023-01-27,48659940000
2023-01-30,49493620000
2023-01-31,49689780000
2023-02-01,49702040000
2023-02-02,49027740000
2023-02-03,48279880000
2023-02-06,48954180000
2023-02-07,48476040000
2023-02-08,47899820000
2023-02-09,47679140000
2023-02-10,48586380000
2023-02-13,49444580000
2023-02-14,48892880000
2023-02-15,49199380000
2023-02-16,48770280000
2023-02-17,49040000000
2023-02-21,48880620000
2023-02-22,48525080000
2023-02-23,48733500000
2023-02-24,48561860000
2023-02-27,48623159999
2023-02-28,47740440000
2023-03-01,47078400000
2023-03-02,47397159999
2023-03-03,47863040000
2023-03-06,47801740000
2023-03-07,47372640000
2023-03-08,46980320000
2023-03-09,46330540000
2023-03-10,46514440000
2023-03-13,46735120000
2023-03-14,46759640000
2023-03-15,46722860000
2023-03-16,46808680000
2023-03-17,46134380000
2023-03-20,46514440000
2023-03-21,46637040000
2023-03-22,46060820000
2023-03-23,45876920000
2023-03-24,46808680000
2023-03-27,47323600000
2023-03-28,47066140000
2023-03-29,47409420000
2023-03-30,47617840000
2023-03-31,47409420000
2023-04-03,47707800000
2023-04-04,47413080000
2023-04-05,47916560000
2023-04-06,48063920000
2023-04-10,48014800000
2023-04-11,48199000000
2023-04-12,48235840000
2023-04-13,48100760000
2023-04-14,48014800000
2023-04-17,48555120000
2023-04-18,48456880000
2023-04-19,48469160000
2023-04-20,48395479999
2023-04-21,48162160000
2023-04-24,48113040000
2023-04-25,48432320000
2023-04-26,48334080000
2023-04-27,48727040000
2023-04-28,48223560000
2023-05-01,48825280000
2023-05-02,48444600000
2023-05-03,49427000000
2023-05-04,50151520000
2023-05-05,50740960000
2023-05-08,50446240000
2023-05-09,50200640000
2023-05-10,49955040000
2023-05-11,49918200000
2023-05-12,49930479999
2023-05-15,49328760000
2023-05-16,47892000000
2023-05-17,47781479999
2023-05-18,47781479999
2023-05-19,47977960000
2023-05-22,47572720000
2023-05-23,47511320000
2023-05-24,47548160000
2023-05-25,46983280000
2023-05-26,47081520000
2023-05-30,46479800000
2023-05-31,46934160000
2023-06-01,46897320000
2023-06-02,47290280000
2023-06-05,46737680000
2023-06-06,46406120000
2023-06-07,45374600000
2023-06-08,45669320000
2023-06-09,45288640000
2023-06-12,44920240000
2023-06-13,45190400000
2023-06-14,45030760000
2023-06-15,45276360000
2023-06-16,45423720000
2023-06-20,44969360000
2023-06-21,44293960000
2023-06-22,44293960000
2023-06-23,44097479999
2023-06-26,43655400000
2023-06-27,43692240000
2023-06-28,43004560000
2023-06-29,43004560000
2023-06-30,43594000000
2023-07-03,44010490000
2023-07-05,44059650000
2023-07-06,43826139999
2023-07-07,43580340000
2023-07-10,43506600000
2023-07-11,43789270000
2023-07-12,43949040000
2023-07-13,43801560000
2023-07-14,44059650000
2023-07-17,43641790000
2023-07-18,43641790000
2023-07-19,44416060000
2023-07-20,44735600000
2023-07-21,44637280000
2023-07-24,44674150000
2023-07-25,44919950000
2023-07-26,44686440000
2023-07-27,44489800000
2023-07-28,44440639999
2023-07-31,44465220000
2023-08-01,44096520000
2023-08-02,44637280000
2023-08-03,43715530000
2023-08-04,43359120000
2023-08-07,43015000000
2023-08-08,42351340000
2023-08-09,42425080000
2023-08-10,42265310000
2023-08-11,42461950000
2023-08-14,42080960000
2023-08-15,41491040000
2023-08-16,41245240000
2023-08-17,41159210000
2023-08-18,41368139999
2023-08-21,41146919999
2023-08-22,40925700000
2023-08-23,41159210000
2023-08-24,41196080000
2023-08-25,41601650000
2023-08-28,41589360000
2023-08-29,41491040000
2023-08-30,41380430000
2023-08-31,40667610000
2023-09-01,40040820000
2023-09-05,40003950000
2023-09-06,40028530000
2023-09-07,40163720000
2023-09-08,40507840000
2023-09-11,41331270000
2023-09-12,41245240000
2023-09-13,40790510000
2023-09-14,41503330000
2023-09-15,41110050000
2023-09-18,41073180000
2023-09-19,41712260000
2023-09-20,41810580000
2023-09-21,42388210000
2023-09-22,41982639999
2023-09-25,42179280000
2023-09-26,42400500000
2023-09-27,41822870000
2023-09-28,41478750000
2023-09-29,41343560000
2023-10-02,40535250000
2023-10-03,40559750000
2023-10-04,40768000000
2023-10-05,39592000000
2023-10-06,39236750000
2023-10-09,39800250000
2023-10-10,39775750000
2023-10-11,39739000000
2023-10-12,37742250000
2023-10-13,38501750000
2023-10-16,38685500000
2023-10-17,38599750000
2023-10-18,38869250000
2023-10-19,38526250000
2023-10-20,38354750000
2023-10-23,38122000000
2023-10-24,38844750000
2023-10-25,39298000000
2023-10-26,39028500000
2023-10-27,38514000000
2023-10-30,38734500000
2023-10-31,38538500000
2023-11-01,39445000000
2023-11-02,41049750000
2023-11-03,40755750000
2023-11-06,40780250000
2023-11-07,40535250000
2023-11-08,40633250000
2023-11-09,40363750000
2023-11-10,40290250000
2023-11-13,40719000000
2023-11-14,41135500000
2023-11-15,41111000000
2023-11-16,41417250000
2023-11-17,41233499999
2023-11-20,41392750000
2023-11-21,41833750000
2023-11-22,42483000000
2023-11-24,42801500000
2023-11-27,42740250000
2023-11-28,43022000000
2023-11-29,42973000000
2023-11-30,43009750000
2023-12-01,43512000000
2023-12-04,43879500000
2023-12-05,43904000000
2023-12-06,44345000000
2023-12-07,44712500000
2023-12-08,44381749999
2023-12-11,45055500000
2023-12-12,45643500000
2023-12-13,46133499999
2023-12-14,45325000000
2023-12-15,44822750000
2023-12-18,44969750000
2023-12-19,44700250000
2023-12-20,43793750000
2023-12-21,44051000000
2023-12-22,44541000000
2023-12-26,44712500000
2023-12-27,44737000000
2023-12-28,45006500000
2023-12-29,45300499999
2024-01-02,46277680000
2024-01-03,46229120000
2024-01-04,45864920000
2024-01-05,46059160000
2024-01-08,46435500000
2024-01-09,46799700000
2024-01-10,45998460000
2024-01-11,45622120000
2024-01-12,45743520000
2024-01-16,45658540000
2024-01-17,45877060000
2024-01-18,44930140000
2024-01-19,45015120000
2024-01-22,44626640000
2024-01-23,45100100000
2024-01-24,44699480000
2024-01-25,45233640000
2024-01-26,45172940000
2024-01-29,45294340000
2024-01-30,45342900000
2024-01-31,45075820000
2024-02-01,45840640000
2024-02-02,45707100000
2024-02-05,45185080000
2024-02-06,45172940000
2024-02-07,44189600000
2024-02-08,44274580000
2024-02-09,43667580000
2024-02-12,44141040000
2024-02-13,43861820000
2024-02-14,41470239999
2024-02-15,42453580000
2024-02-16,42259340000
2024-02-20,43242680000
2024-02-21,44177460000
2024-02-22,44201739999
2024-02-23,43764700000
2024-02-26,43655440000
2024-02-27,43461200000
2024-02-28,43145560000
2024-02-29,42829920000
2024-03-01,42647820000
2024-03-04,42538560000
2024-03-05,42647820000
2024-03-06,42914900000
2024-03-07,41883000000
2024-03-08,42295760000
2024-03-11,42465720000
2024-03-12,42004400000
2024-03-13,41919420000
2024-03-14,41664480000
2024-03-15,41725180000
2024-03-18,42392880000
2024-03-19,42817780000
2024-03-20,42914900000
2024-03-21,43218400000
2024-03-22,43521900000
2024-03-25,43922520000
2024-03-26,44153180000
2024-03-27,44347420000
2024-03-28,44796600000
2024-04-01,44990840000
2024-04-02,45391460000
2024-04-03,45367180000
2024-04-04,45221500000
2024-04-05,44990840000
2024-04-08,44978700000
2024-04-09,45112239999
2024-04-10,44699480000
2024-04-11,44408120000
2024-04-12,43631160000
2024-04-15,44080340000
2024-04-16,44420260000
2024-04-17,44796600000
2024-04-18,45051540000
2024-04-19,45864920000
2024-04-22,46314100000
2024-04-23,46216980000
2024-04-24,46823980000
2024-04-25,46581180000
2024-04-26,46326239999
2024-04-29,46921100000
2024-04-30,46872540000
2024-05-01,44043920000
2024-05-02,44578080000
2024-05-03,44128900000
2024-05-06,43388360000
2024-05-07,43473340000
2024-05-08,43570460000
2024-05-09,43351940000
2024-05-10,43995360000
2024-05-13,44298860000
2024-05-14,43934660000
2024-05-15,43521900000
2024-05-16,43788980000
2024-05-17,43704000000
2024-05-20,43436920000
2024-05-21,43606880000
2024-05-22,44165320000
2024-05-23,43461200000
2024-05-24,43521900000
2024-05-28,42550700000
2024-05-29,42077239999
2024-05-30,42065100000
2024-05-31,42939180000
2024-06-03,42611400000
2024-06-04,43254820000
2024-06-05,42089380000
2024-06-06,41967980000
2024-06-07,41749460000
2024-06-10,40729700000
2024-06-11,40851100000
2024-06-12,39964880000
2024-06-13,39503560000
2024-06-14,39309320000
2024-06-17,39964880000
2024-06-18,39661380000
2024-06-20,39624960000
2024-06-21,40001300000
2024-06-24,40316940000
2024-06-25,39819200000
2024-06-26,39236480000
2024-06-27,39175780000
2024-06-28,39115080000
2024-07-01,38678040000
2024-07-02,38848000000
2024-07-03,38957260000
2024-07-05,38957260000
2024-07-08,38969400000
2024-07-09,38763020000
2024-07-10,38750880000
2024-07-11,39066520000
2024-07-12,38932980000
2024-07-15,39200060000
2024-07-16,39867760000
2024-07-17,41154600000
2024-07-18,40996780000
2024-07-19,40207680000
2024-07-22,39843480000
2024-07-23,39819200000
2024-07-24,40122700000
2024-07-25,40414060000
2024-07-26,40499040000
2024-07-29,40505040000
2024-07-30,41014080000
2024-07-31,42674520000
2024-08-01,42904800000
2024-08-02,43704720000
2024-08-05,42662400000
2024-08-06,42201840000
2024-08-07,42020040000
2024-08-08,42674520000
2024-08-09,42747240000
