,ALL
2009-04-13,13068558000
2009-04-14,12372216000
2009-04-15,13160324000
2009-04-16,12955200000
2009-04-17,12642116000
2009-04-20,11449158000
2009-04-21,12550350000
2009-04-22,11692068000
2009-04-23,12042938000
2009-04-24,12042938000
2009-04-27,11999754000
2009-04-28,12005152000
2009-04-29,12372216000
2009-04-30,12593534000
2009-05-01,12469380000
2009-05-04,12636718000
2009-05-05,12561146000
2009-05-06,13926840000
2009-05-07,14898480000
2009-05-08,14099576000
2009-05-11,13327662000
2009-05-12,13629950000
2009-05-13,13079354000
2009-05-14,13629950000
2009-05-15,13117140000
2009-05-18,13953830000
2009-05-19,14304700000
2009-05-20,13916044000
2009-05-21,14175148000
2009-05-22,14180546000
2009-05-26,14239924000
2009-05-27,13419428000
2009-05-28,13813482000
2009-05-29,13889054000
2009-06-01,14110372000
2009-06-02,14229128000
2009-06-03,13878258000
2009-06-04,13926840000
2009-06-05,13521990000
2009-06-08,13700124000
2009-06-09,13743308000
2009-06-10,13468010000
2009-06-11,13424826000
2009-06-12,13414030000
2009-06-15,13144130000
2009-06-16,12766270000
2009-06-17,12555748000
2009-06-18,12868832000
2009-06-19,12992986000
2009-06-22,12485574000
2009-06-23,12674504000
2009-06-24,12858036000
2009-06-25,13095548000
2009-06-26,13041568000
2009-06-29,13279080000
2009-06-30,13173560000
2009-07-01,13535293000
2009-07-02,12984595000
2009-07-06,13335530000
2009-07-07,12876615000
2009-07-08,12644458000
2009-07-09,12612064000
2009-07-10,12460892000
2009-07-13,13313934000
2009-07-14,12952201000
2009-07-15,13421914000
2009-07-16,13227550000
2009-07-17,13087176000
2009-07-20,13087176000
2009-07-21,13324732000
2009-07-22,13535293000
2009-07-23,14010405000
2009-07-24,14253360000
2009-07-27,14480118000
2009-07-28,14204769000
2009-07-29,14080592000
2009-07-30,14242562000
2009-07-31,14528709000
2009-08-03,14771664000
2009-08-04,15208983000
2009-08-05,15241377000
2009-08-06,14723073000
2009-08-07,15003821000
2009-08-10,14717674000
2009-08-11,14436926000
2009-08-12,15343958000
2009-08-13,15619307000
2009-08-14,15414145000
2009-08-17,14831053000
2009-08-18,14847250000
2009-08-19,14858048000
2009-08-20,14949831000
2009-08-21,15457337000
2009-08-24,15484332000
2009-08-25,15635504000
2009-08-26,15716489000
2009-08-27,15754282000
2009-08-28,15797474000
2009-08-31,15867661000
2009-09-01,15214382000
2009-09-02,15149594000
2009-09-03,15376352000
2009-09-04,15576115000
2009-09-08,15565317000
2009-09-09,15538322000
2009-09-10,15781277000
2009-09-11,15613908000
2009-09-14,15651701000
2009-09-15,15592312000
2009-09-16,16110616000
2009-09-17,16375167000
2009-09-18,16542536000
2009-09-21,16353571000
2009-09-22,16315778000
2009-09-23,16067424000
2009-09-24,15738085000
2009-09-25,15727287000
2009-09-28,16693708000
2009-09-29,16704506000
2009-09-30,16550110000
2009-10-01,16431200000
2009-10-02,16625780000
2009-10-05,16825765000
2009-10-06,16858195000
2009-10-07,16960890000
2009-10-08,17014940000
2009-10-09,17252760000
2009-10-12,17112230000
2009-10-13,16766310000
2009-10-14,17214925000
2009-10-15,17377075000
2009-10-16,17117635000
2009-10-19,17306810000
2009-10-20,17074395000
2009-10-21,16706855000
2009-10-22,17409505000
2009-10-23,17025750000
2009-10-26,16398770000
2009-10-27,16144735000
2009-10-28,15831245000
2009-10-29,16620375000
2009-10-30,15982585000
2009-11-02,16020420000
2009-11-03,16074470000
2009-11-04,16009610000
2009-11-05,15701525000
2009-11-06,15636665000
2009-11-09,15950155000
2009-11-10,15825840000
2009-11-11,15869080000
2009-11-12,15598830000
2009-11-13,15625855000
2009-11-16,15874485000
2009-11-17,15782600000
2009-11-18,15788005000
2009-11-19,15604235000
2009-11-20,15739360000
2009-11-23,15874485000
2009-11-24,15669095000
2009-11-25,15728550000
2009-11-27,15279935000
2009-11-30,15355605000
2009-12-01,15415060000
2009-12-02,15393440000
2009-12-03,15225885000
2009-12-04,15458300000
2009-12-07,15285340000
2009-12-08,14988065000
2009-12-09,14993470000
2009-12-10,15079950000
2009-12-11,15474515000
2009-12-14,15474515000
2009-12-15,15355605000
2009-12-16,15523160000
2009-12-17,15301555000
2009-12-18,15577210000
2009-12-21,15874485000
2009-12-22,16004205000
2009-12-23,16274455000
2009-12-24,16339315000
2009-12-28,16404175000
2009-12-29,16393365000
2009-12-30,16501465000
2009-12-31,16236620000
2010-01-04,16436605000
2010-01-05,16706855000
2010-01-06,16712260000
2010-01-07,16798740000
2010-01-08,16869005000
2010-01-11,16869005000
2010-01-12,16852790000
2010-01-13,17004130000
2010-01-14,17101420000
2010-01-15,16706855000
2010-01-19,16966295000
2010-01-20,16874410000
2010-01-21,16663615000
2010-01-22,16204190000
2010-01-25,16404175000
2010-01-26,16366340000
2010-01-27,16366340000
2010-01-28,16187975000
2010-01-29,16177165000
2010-02-01,16187975000
2010-02-02,16496060000
2010-02-03,16123115000
2010-02-04,15506945000
2010-02-05,15625855000
2010-02-08,15328580000
2010-02-09,15528565000
2010-02-10,15458300000
2010-02-11,15896105000
2010-02-12,15960965000
2010-02-16,16496060000
2010-02-17,16587945000
2010-02-18,16890625000
2010-02-19,16874410000
2010-02-22,16977105000
2010-02-23,16852790000
2010-02-24,16906840000
2010-02-25,16917650000
2010-02-26,16890625000
2010-03-01,17063585000
2010-03-02,17306810000
2010-03-03,17290595000
2010-03-04,17263570000
2010-03-05,17371670000
2010-03-08,17290595000
2010-03-09,17225735000
2010-03-10,17079800000
2010-03-11,17177090000
2010-03-12,17009535000
2010-03-15,16717665000
2010-03-16,16766310000
2010-03-17,16901435000
2010-03-18,16960890000
2010-03-19,16896030000
2010-03-22,16798740000
2010-03-23,16993320000
2010-03-24,16933865000
2010-03-25,17058180000
2010-03-26,17404100000
2010-03-29,17436530000
2010-03-30,17328430000
2010-03-31,17470017000
2010-04-01,17567343000
2010-04-05,17643041000
2010-04-06,17637634000
2010-04-07,17718739000
2010-04-08,17897170000
2010-04-09,17826879000
2010-04-12,17864728000
2010-04-13,17875542000
2010-04-14,18562231000
2010-04-15,18546010000
2010-04-16,18302695000
2010-04-19,18486533000
2010-04-20,19157001000
2010-04-21,18865023000
2010-04-22,19016419000
2010-04-23,19027233000
2010-04-26,18816360000
2010-04-27,17989089000
2010-04-28,18259439000
2010-04-29,17989089000
2010-04-30,17664669000
2010-05-03,17864728000
2010-05-04,17345656000
2010-05-05,17675483000
2010-05-06,17334842000
2010-05-07,17194260000
2010-05-10,18016124000
2010-05-11,17707925000
2010-05-12,17902577000
2010-05-13,17605192000
2010-05-14,17232109000
2010-05-17,17296993000
2010-05-18,16967166000
2010-05-19,16967166000
2010-05-20,16258849000
2010-05-21,16512978000
2010-05-24,16134488000
2010-05-25,16242628000
2010-05-26,15966871000
2010-05-27,16637339000
2010-05-28,16561641000
2010-06-01,16037162000
2010-06-02,16339954000
2010-06-03,16312919000
2010-06-04,15647858000
2010-06-07,15501869000
2010-06-08,15815475000
2010-06-09,15599195000
2010-06-10,16112860000
2010-06-11,16210186000
2010-06-14,16193965000
2010-06-15,16583269000
2010-06-16,16339954000
2010-06-17,16253442000
2010-06-18,16512978000
2010-06-21,16366989000
2010-06-22,16518385000
2010-06-23,16464315000
2010-06-24,15988499000
2010-06-25,16669781000
2010-06-28,16221000000
2010-06-29,15685707000
2010-06-30,15540057000
2010-07-01,15356151000
2010-07-02,15296652000
2010-07-06,15107337000
2010-07-07,15583329000
2010-07-08,15799689000
2010-07-09,15924096000
2010-07-12,15745599000
2010-07-13,15859188000
2010-07-14,15686100000
2010-07-15,15621192000
2010-07-16,15053247000
2010-07-19,15091110000
2010-07-20,15291243000
2010-07-21,14836887000
2010-07-22,15177654000
2010-07-23,15296652000
2010-07-26,15323697000
2010-07-27,15475149000
2010-07-28,15280425000
2010-07-29,15280425000
2010-07-30,15275016000
2010-08-02,15594147000
2010-08-03,15442695000
2010-08-04,15475149000
2010-08-05,15907869000
2010-08-06,15675282000
2010-08-09,16026867000
2010-08-10,15913278000
2010-08-11,15264198000
2010-08-12,15264198000
2010-08-13,15199290000
2010-08-16,15112746000
2010-08-17,15275016000
2010-08-18,15339924000
2010-08-19,15166836000
2010-08-20,15009975000
2010-08-23,15096519000
2010-08-24,14885568000
2010-08-25,15047838000
2010-08-26,14826069000
2010-08-27,15139791000
2010-08-30,14744934000
2010-08-31,14928840000
2010-09-01,15507603000
2010-09-02,15480558000
2010-09-03,15913278000
2010-09-07,15523830000
2010-09-08,15740190000
2010-09-09,15929505000
2010-09-10,16156683000
2010-09-13,16383861000
2010-09-14,16373043000
2010-09-15,16492041000
2010-09-16,16686765000
2010-09-17,16762491000
2010-09-20,17043759000
2010-09-21,16946397000
2010-09-22,16746264000
2010-09-23,16470405000
2010-09-24,17092440000
2010-09-27,16984260000
2010-09-28,17395344000
2010-09-29,17065395000
2010-09-30,16753050000
2010-10-01,16763670000
2010-10-04,16832700000
2010-10-05,17193780000
2010-10-06,17055719999
2010-10-07,17098200000
2010-10-08,17215020000
2010-10-11,17220330000
2010-10-12,17268120000
2010-10-13,17491140000
2010-10-14,17347770000
2010-10-15,17220330000
2010-10-18,17289360000
2010-10-19,17098200000
2010-10-20,17310600000
2010-10-21,17289360000
2010-10-22,17411490000
2010-10-25,17581410000
2010-10-26,17347770000
2010-10-27,17246880000
2010-10-28,16158330000
2010-10-29,16190190000
2010-11-01,16025580000
2010-11-02,16094610000
2010-11-03,15914070000
2010-11-04,16556580000
2010-11-05,16604370000
2010-11-08,16476930000
2010-11-09,16078680000
2010-11-10,16492860000
2010-11-11,16264530000
2010-11-12,16025580000
2010-11-15,16179570000
2010-11-16,15845040000
2010-11-17,15850350000
2010-11-18,16046820000
2010-11-19,16105230000
2010-11-22,15930000000
2010-11-23,15685740000
2010-11-24,15823800000
2010-11-26,15574230000
2010-11-29,15590160000
2010-11-30,15457410000
2010-12-01,15903450000
2010-12-02,16094610000
2010-12-03,16094610000
2010-12-06,16020270000
2010-12-07,16168950000
2010-12-08,16184880000
2010-12-09,16206120000
2010-12-10,16429140000
2010-12-13,16482240000
2010-12-14,16434450000
2010-12-15,16333560000
2010-12-16,16583130000
2010-12-17,16625610000
2010-12-20,16641540000
2010-12-21,16922970000
2010-12-22,16976070000
2010-12-23,16960140000
2010-12-27,17039790000
2010-12-28,16992000000
2010-12-29,16944210000
2010-12-30,16885800000
2010-12-31,16928280000
2011-01-03,17114129999
2011-01-04,16944210000
2011-01-05,16917660000
2011-01-06,16726500000
2011-01-07,16614990000
2011-01-10,16455690000
2011-01-11,16530030000
2011-01-12,16360110000
2011-01-13,16291080000
2011-01-14,16307010000
2011-01-18,16423830000
2011-01-19,16237980000
2011-01-20,16620300000
2011-01-21,16646850000
2011-01-24,16609680000
2011-01-25,16880490000
2011-01-26,16822080000
2011-01-27,16933590000
2011-01-28,16540650000
2011-01-31,16535340000
2011-02-01,16779600000
2011-02-02,16530030000
2011-02-03,16577820000
2011-02-04,16646850000
2011-02-07,16928280000
2011-02-08,17289360000
2011-02-09,17183160000
2011-02-10,16567200000
2011-02-11,16668090000
2011-02-14,16439760000
2011-02-15,16216740000
2011-02-16,16407900000
2011-02-17,16784910000
2011-02-18,17050410000
2011-02-22,16853940000
2011-02-23,16726500000
2011-02-24,16503480000
2011-02-25,16715880000
2011-02-28,16875180000
2011-03-01,16694640000
2011-03-02,16620300000
2011-03-03,16928280000
2011-03-04,16838010000
2011-03-07,16689330000
2011-03-08,16992000000
2011-03-09,17029170000
2011-03-10,16848630000
2011-03-11,16986690000
2011-03-14,16848630000
2011-03-15,16630920000
2011-03-16,16317630000
2011-03-17,16508790000
2011-03-18,16540650000
2011-03-21,16614990000
2011-03-22,16715880000
2011-03-23,16652160000
2011-03-24,16753050000
2011-03-25,16705260000
2011-03-28,16806150000
2011-03-29,16795530000
2011-03-30,16912350000
2011-03-31,16624118000
2011-04-01,16451495000
2011-04-04,16665966000
2011-04-05,16535191000
2011-04-06,16556115000
2011-04-07,16634580000
2011-04-08,16425340000
2011-04-11,16608425000
2011-04-12,16535191000
2011-04-13,16655504000
2011-04-14,16425340000
2011-04-15,16430571000
2011-04-18,16357337000
2011-04-19,16242255000
2011-04-20,16310258000
2011-04-21,16556115000
2011-04-25,16697352000
2011-04-26,16603194000
2011-04-27,16707814000
2011-04-28,17659856000
2011-04-29,17701704000
2011-05-02,17722628000
2011-05-03,17947561000
2011-05-04,17774938000
2011-05-05,17482002000
2011-05-06,17487233000
2011-05-09,17330303000
2011-05-10,17523850000
2011-05-11,17288455000
2011-05-12,17262300000
2011-05-13,16937978000
2011-05-16,17011212000
2011-05-17,16958902000
2011-05-18,16974595000
2011-05-19,16974595000
2011-05-20,16744430999
2011-05-23,16435802000
2011-05-24,16325951000
2011-05-25,16346875000
2011-05-26,16294565000
2011-05-27,16341644000
2011-05-31,16414878000
2011-06-01,15923164000
2011-06-02,16169021000
2011-06-03,16043477000
2011-06-06,15776696000
2011-06-07,15781927000
2011-06-08,15604073000
2011-06-09,15797620000
2011-06-10,15509915000
2011-06-13,15635459000
2011-06-14,15808082000
2011-06-15,15420988000
2011-06-16,15457605000
2011-06-17,15509915000
2011-06-20,15630228000
2011-06-21,15755772000
2011-06-22,15672076000
2011-06-23,15515146000
2011-06-24,15394833000
2011-06-27,15494222000
2011-06-28,15530839000
2011-06-29,15928395000
2011-06-30,15631360000
2011-07-01,15820800000
2011-07-05,15759360000
2011-07-06,15677440000
2011-07-07,15831040000
2011-07-08,15636480000
2011-07-11,15370240000
2011-07-12,15349760000
2011-07-13,15293440000
2011-07-14,15206400000
2011-07-15,15088640000
2011-07-18,14341120000
2011-07-19,14489600000
2011-07-20,14540800000
2011-07-21,14704640000
2011-07-22,14689280000
2011-07-25,14530560000
2011-07-26,14453760000
2011-07-27,14146560000
2011-07-28,14177280000
2011-07-29,14192640000
2011-08-01,14510080000
2011-08-02,14151680000
2011-08-03,14115840000
2011-08-04,13470720000
2011-08-05,13460480000
2011-08-08,12579840000
2011-08-09,13184000000
2011-08-10,12451840000
2011-08-11,13143040000
2011-08-12,12861440000
2011-08-15,13327360000
2011-08-16,13143040000
2011-08-17,13045760000
2011-08-18,12456960000
2011-08-19,12472320000
2011-08-22,12523520000
2011-08-23,12774400000
2011-08-24,12897280000
2011-08-25,12508160000
2011-08-26,12518400000
2011-08-29,13465600000
2011-08-30,13332480000
2011-08-31,13429760000
2011-09-01,13265920000
2011-09-02,12779520000
2011-09-06,12574720000
2011-09-07,13235200000
2011-09-08,12958720000
2011-09-09,12702720000
2011-09-12,12938240000
2011-09-13,12840960000
2011-09-14,12748800000
2011-09-15,12856320000
2011-09-16,12769280000
2011-09-19,12523520000
2011-09-20,12451840000
2011-09-21,11822080000
2011-09-22,11612160000
2011-09-23,11658240000
2011-09-26,12047360000
2011-09-27,12185600000
2011-09-28,12042240000
2011-09-29,12574720000
2011-09-30,11814203000
2011-10-03,11325477000
2011-10-04,11784281000
2011-10-05,12038618000
2011-10-06,12243085000
2011-10-07,11829164000
2011-10-10,12347812000
2011-10-11,12213163000
2011-10-12,12537318000
2011-10-13,12287968000
2011-10-14,12447552000
2011-10-17,12043605000
2011-10-18,12686928000
2011-10-19,12706876000
2011-10-20,13185628000
2011-10-21,13415030000
2011-10-24,13499809000
2011-10-25,13215550000
2011-10-26,13390095000
2011-10-27,13823964000
2011-10-28,13544692000
2011-10-31,13135758000
2011-11-01,13011083000
2011-11-02,12966200000
2011-11-03,12956226000
2011-11-04,12916330000
2011-11-07,13160693000
2011-11-08,13210563000
2011-11-09,12891395000
2011-11-10,13065940000
2011-11-11,13285368000
2011-11-14,13210563000
2011-11-15,13280381000
2011-11-16,12981161000
2011-11-17,12771707000
2011-11-18,12956226000
2011-11-21,12661993000
2011-11-22,12577214000
2011-11-23,12218150000
2011-11-25,12317890000
2011-11-28,12617110000
2011-11-29,12731811000
2011-11-30,13360173000
2011-12-01,13245472000
2011-12-02,13305316000
2011-12-05,13469887000
2011-12-06,13524744000
2011-12-07,13599549000
2011-12-08,13255446000
2011-12-09,13429991000
2011-12-12,13130771000
2011-12-13,12966200000
2011-12-14,13090875000
2011-12-15,13135758000
2011-12-16,13185628000
2011-12-19,13016070000
2011-12-20,13449939000
2011-12-21,13539705000
2011-12-22,13669367000
2011-12-23,13774094000
2011-12-27,13714250000
2011-12-28,13554666000
2011-12-29,13749159000
2011-12-30,13669367000
2012-01-03,13838925000
2012-01-04,13744172000
2012-01-05,13833938000
2012-01-06,13973574000
2012-01-09,14033418000
2012-01-10,14307703000
2012-01-11,14482248000
2012-01-12,14497209000
2012-01-13,14452326000
2012-01-17,14487235000
2012-01-18,14696689000
2012-01-19,14706663000
2012-01-20,14876221000
2012-01-23,14861260000
2012-01-24,14641832000
2012-01-25,14552066000
2012-01-26,14537105000
2012-01-27,14507183000
2012-01-30,14482248000
2012-01-31,14387495000
2012-02-01,14616897000
2012-02-02,15105623000
2012-02-03,15305103000
2012-02-06,15275181000
2012-02-07,15379908000
2012-02-08,15459700000
2012-02-09,15414817000
2012-02-10,15444739000
2012-02-13,15539492000
2012-02-14,15534505000
2012-02-15,15414817000
2012-02-16,15524531000
2012-02-17,15654193000
2012-02-21,15738972000
2012-02-22,15694089000
2012-02-23,15753933000
2012-02-24,15639232000
2012-02-27,15644219000
2012-02-28,15714037000
2012-02-29,15674141000
2012-03-01,15599336000
2012-03-02,15579388000
2012-03-05,15733985000
2012-03-06,15459700000
2012-03-07,15444739000
2012-03-08,15579388000
2012-03-09,15788842000
2012-03-12,15873621000
2012-03-13,16237672000
2012-03-14,16207750000
2012-03-15,16252633000
2012-03-16,16297516000
2012-03-19,16342399000
2012-03-20,16352373000
2012-03-21,16242659000
2012-03-22,16127958000
2012-03-23,16212736999
2012-03-26,16496996000
2012-03-27,16467074000
2012-03-28,16586761999
2012-03-29,16407230000
2012-03-30,16417204000
2012-04-02,16366416000
2012-04-03,16140740000
2012-04-04,16003371999
2012-04-05,16067150000
2012-04-09,15890534000
2012-04-10,15684482000
2012-04-11,15816944000
2012-04-12,16126021999
2012-04-13,15846379999
2012-04-16,15929782000
2012-04-17,16130928000
2012-04-18,16179987999
2012-04-19,16096586000
2012-04-20,16018090000
2012-04-23,15924876000
2012-04-24,16096586000
2012-04-25,16332074000
2012-04-26,16641152000
2012-04-27,16459629999
2012-04-30,16351698000
2012-05-01,16381134000
2012-05-02,16145645999
2012-05-03,16793237999
2012-05-04,16778520000
2012-05-07,16807955999
2012-05-08,17018913999
2012-05-09,16832486000
2012-05-10,16974760000
2012-05-11,17087598000
2012-05-14,16876640000
2012-05-15,16670587999
2012-05-16,16400758000
2012-05-17,16170176000
2012-05-18,16067150000
2012-05-21,16287920000
2012-05-22,16111304000
2012-05-23,16233954000
2012-05-24,16400758000
2012-05-25,16469442000
2012-05-29,16803050000
2012-05-30,16523408000
2012-05-31,16650963999
2012-06-01,16224142000
2012-06-04,16194705999
2012-06-05,16258484000
2012-06-06,16724554000
2012-06-07,16714742000
2012-06-08,16832486000
2012-06-11,16631340000
2012-06-12,16876640000
2012-06-13,16709836000
2012-06-14,16896263999
2012-06-15,16753990000
2012-06-18,16670587999
2012-06-19,16901170000
2012-06-20,17014008000
2012-06-21,16680400000
2012-06-22,16719648000
2012-06-25,16405663999
2012-06-26,16513595999
2012-06-27,16783426000
2012-06-28,16749084000
2012-06-29,17215154000
2012-07-02,17113398000
2012-07-03,17161988000
2012-07-05,16957910000
2012-07-06,16904461000
2012-07-09,16729537000
2012-07-10,16637216000
2012-07-11,16564331000
2012-07-12,16350535000
2012-07-13,16457432999
2012-07-16,16340817000
2012-07-17,16525458999
2012-07-18,16632356999
2012-07-19,16865589000
2012-07-20,16719818999
2012-07-23,16593485000
2012-07-24,16384548000
2012-07-25,16355393999
2012-07-26,16593485000
2012-07-27,16875306999
2012-07-30,16889883999
2012-07-31,16666369999
2012-08-01,17686760000
2012-08-02,17749927000
2012-08-03,17997736000
2012-08-06,17997736000
2012-08-07,18517649000
2012-08-08,18580816000
2012-08-09,18488495000
2012-08-10,18454482000
2012-08-13,18435046000
2012-08-14,18226109000
2012-08-15,18410751000
2012-08-16,18337866000
2012-08-17,18396174000
2012-08-20,18522508000
2012-08-21,18585675000
2012-08-22,18629406000
2012-08-23,18323289000
2012-08-24,18347584000
2012-08-27,18289276000
2012-08-28,18221250000
2012-08-29,18138647000
2012-08-30,18065762000
2012-08-31,18114352000
2012-09-04,18172660000
2012-09-05,18362161000
2012-09-06,18687714000
2012-09-07,18697432000
2012-09-10,18585675000
2012-09-11,18707150000
2012-09-12,18862638000
2012-09-13,19159037000
2012-09-14,19367974000
2012-09-17,19333961000
2012-09-18,19367974000
2012-09-19,19197909000
2012-09-20,19372833000
2012-09-21,19644937000
2012-09-24,19552616000
2012-09-25,19406846000
2012-09-26,19173614000
2012-09-27,19324243000
2012-09-28,19246499000
2012-10-01,19263890000
2012-10-02,19326576000
2012-10-03,19471236000
2012-10-04,19683404000
2012-10-05,19760556000
2012-10-08,19871462000
2012-10-09,19712336000
2012-10-10,19562854000
2012-10-11,19683404000
2012-10-12,19582142000
2012-10-15,19828064000
2012-10-16,19972724000
2012-10-17,20189714000
2012-10-18,20551364000
2012-10-19,20257222000
2012-10-22,20377772000
2012-10-23,19910038000
2012-10-24,19852174000
2012-10-25,19533922000
2012-10-26,19360330000
2012-10-31,19278356000
2012-11-01,18829910000
2012-11-02,18593632000
2012-11-05,18651496000
2012-11-06,18926350000
2012-11-07,18646674000
2012-11-08,18651496000
2012-11-09,18675606000
2012-11-12,18588810000
2012-11-13,18366998000
2012-11-14,18487548000
2012-11-15,18458616000
2012-11-16,18767224000
2012-11-19,19133696000
2012-11-20,19326576000
2012-11-21,19268712000
2012-11-23,19644828000
2012-11-26,19504990000
2012-11-27,19490524000
2012-11-28,19591786000
2012-11-29,19596608000
2012-11-30,19519456000
2012-12-03,19524278000
2012-12-04,19567676000
2012-12-05,19914860000
2012-12-06,19861818000
2012-12-07,20001656000
2012-12-10,19963080000
2012-12-11,19813598000
2012-12-12,19847352000
2012-12-13,19697870000
2012-12-14,19374796000
2012-12-17,19668938000
2012-12-18,19938970000
2012-12-19,19678582000
2012-12-20,19828064000
2012-12-21,19437482000
2012-12-24,19447126000
2012-12-26,19418194000
2012-12-27,19350686000
2012-12-28,19220492000
2012-12-31,19096818000
2013-01-02,19567464000
2013-01-03,19767132000
2013-01-04,20061880000
2013-01-07,19843196000
2013-01-08,19885982000
2013-01-09,20076142000
2013-01-10,20242532000
2013-01-11,20423184000
2013-01-14,20408922000
2013-01-15,20399414000
2013-01-16,20337612000
2013-01-17,20484986000
2013-01-18,20542034000
2013-01-22,21012680000
2013-01-23,20836782000
2013-01-24,20713178000
2013-01-25,20874814000
2013-01-28,20694162000
2013-01-29,20832028000
2013-01-30,21017434000
2013-01-31,20870060000
2013-02-01,21316936000
2013-02-04,20884322000
2013-02-05,21064974000
2013-02-06,21064974000
2013-02-07,21421524000
2013-02-08,21459556000
2013-02-11,21511850000
2013-02-12,21682994000
2013-02-13,21811352000
2013-02-14,21811352000
2013-02-15,21797090000
2013-02-19,22220196000
2013-02-20,22063314000
2013-02-21,22091838000
2013-02-22,22220196000
2013-02-25,21564144000
2013-02-26,21659224000
2013-02-27,21892170000
2013-02-28,21877908000
2013-03-01,22034790000
2013-03-04,22125116000
2013-03-05,22443634000
2013-03-06,22500682000
2013-03-07,22481666000
2013-03-08,22543468000
2013-03-11,22700350000
2013-03-12,22681334000
2013-03-13,22785922000
2013-03-14,22914280000
2013-03-15,22809692000
2013-03-18,22752644000
2013-03-19,22648056000
2013-03-20,22785922000
2013-03-21,22724120000
2013-03-22,22923788000
2013-03-25,23047392000
2013-03-26,23128210000
2013-03-27,23137718000
2013-03-28,23327878000
2013-04-01,23077824000
2013-04-02,23326023000
2013-04-03,23124654000
2013-04-04,23185533000
2013-04-05,23096556000
2013-04-08,23466513000
2013-04-09,23288559000
2013-04-10,23288559000
2013-04-11,23546124000
2013-04-12,23578905000
2013-04-15,22988847000
2013-04-16,23180850000
2013-04-17,22979481000
2013-04-18,22684452000
2013-04-19,22932651000
2013-04-22,22951383000
2013-04-23,23321340000
2013-04-24,23274510000
2013-04-25,23194899000
2013-04-26,22988847000
2013-04-29,23063775000
2013-04-30,23068458000
2013-05-01,22665720000
2013-05-02,22595475000
2013-05-03,22801527000
2013-05-06,22993530000
2013-05-07,23091873000
2013-05-08,23269827000
2013-05-09,23148069000
2013-05-10,23129337000
2013-05-13,23134020000
2013-05-14,23583588000
2013-05-15,23724078000
2013-05-16,23489928000
2013-05-17,23415000000
2013-05-20,23321340000
2013-05-21,22984164000
2013-05-22,22848357000
2013-05-23,22834308000
2013-05-24,22820259000
2013-05-28,22862406000
2013-05-29,22735965000
2013-05-30,22867089000
2013-05-31,22590792000
2013-06-03,22230201000
2013-06-04,21860244000
2013-06-05,21476238000
2013-06-06,21771267000
2013-06-07,22225518000
2013-06-10,22150590000
2013-06-11,22127175000
2013-06-12,22019466000
2013-06-13,22202103000
2013-06-14,21949221000
2013-06-17,22206786000
2013-06-18,22323861000
2013-06-19,22033515000
2013-06-20,21808731000
2013-06-21,22117809000
2013-06-24,21822780000
2013-06-25,21953904000
2013-06-26,22366008000
2013-06-27,22618890000
2013-06-28,22534596000
2013-07-01,22450959000
2013-07-02,22372572000
2013-07-03,22349517000
2013-07-05,22653843000
2013-07-08,23087277000
2013-07-09,23308605000
2013-07-10,23193330000
2013-07-11,23230218000
2013-07-12,23566821000
2013-07-15,23608320000
2013-07-16,23516100000
2013-07-17,23529933000
2013-07-18,24014088000
2013-07-19,24023310000
2013-07-22,24166251000
2013-07-23,24014088000
2013-07-24,23511489000
2013-07-25,23617542000
2013-07-26,23755872000
2013-07-29,23677485000
2013-07-30,23474601000
2013-07-31,23506878000
2013-08-01,24078642000
2013-08-02,24046365000
2013-08-05,23649819000
2013-08-06,23377770000
2013-08-07,23133387000
2013-08-08,23234829000
2013-08-09,23359326000
2013-08-12,23174886000
2013-08-13,23276328000
2013-08-14,23156442000
2013-08-15,22759896000
2013-08-16,22773729000
2013-08-19,22566234000
2013-08-20,22612344000
2013-08-21,22510902000
2013-08-22,22778340000
2013-08-23,22718397000
2013-08-26,22478625000
2013-08-27,22049802000
2013-08-28,22017525000
2013-08-29,22165077000
2013-08-30,22095912000
2013-09-03,22344906000
2013-09-04,22243464000
2013-09-05,22354128000
2013-09-06,22317240000
2013-09-09,22676898000
2013-09-10,22796784000
2013-09-11,23105721000
2013-09-12,23110332000
2013-09-13,23082666000
2013-09-16,23290161000
2013-09-17,23603709000
2013-09-18,23894202000
2013-09-19,24263082000
2013-09-20,23977200000
2013-09-23,24050976000
2013-09-24,23861925000
2013-09-25,23797371000
2013-09-26,23677485000
2013-09-27,23548377000
2013-09-30,22565520000
2013-10-01,22645872000
2013-10-02,22851216000
2013-10-03,22717296000
2013-10-04,23369040000
2013-10-07,22989600000
2013-10-08,22538736000
2013-10-09,22739616000
2013-10-10,23203872000
2013-10-11,23444928000
2013-10-14,23578848000
2013-10-15,23395824000
2013-10-16,23944896000
2013-10-17,24083280000
2013-10-18,24047568000
2013-10-21,24025248000
2013-10-22,24002928000
2013-10-23,23694912000
2013-10-24,23904720000
2013-10-25,23815440000
2013-10-28,23730624000
2013-10-29,23819904000
2013-10-30,23641344000
2013-10-31,23685984000
2013-11-01,23784192000
2013-11-04,23739552000
2013-11-05,23654736000
2013-11-06,23935968000
2013-11-07,23632416000
2013-11-08,24159168000
2013-11-11,24177024000
2013-11-12,23828832000
2013-11-13,24083280000
2013-11-14,24315408000
2013-11-15,24418080000
2013-11-18,24212736000
2013-11-19,24118992000
2013-11-20,23958288000
2013-11-21,24248448000
2013-11-22,24422544000
2013-11-25,24351120000
