,EFU
2012-02-02,2667127.92
2012-02-03,2582362.44
2012-02-06,2609821.68
2012-02-07,2581168.56
2012-02-08,2559081.78
2012-02-09,2546546.04
2012-02-10,2644444.2
2012-02-13,2581168.56
2012-02-14,2620566.6
2012-02-15,2615791.08
2012-02-16,2546546.04
2012-02-17,2519086.8
2012-02-21,2516699.04
2012-02-22,2536995.0
2012-02-23,2492821.44
2012-02-24,2460586.68
2012-02-27,2488045.92
2012-02-28,2439096.84
2012-02-29,2498790.84
2012-03-01,2446260.12
2012-03-02,2489239.8
2012-03-05,2514311.28
2012-03-06,2676678.96
2012-03-07,2612209.44
2012-03-08,2498790.84
2012-03-09,2516699.04
2012-03-12,2527443.96
2012-03-13,2446260.12
2012-03-14,2486852.04
2012-03-15,2441484.6
2012-03-16,2410443.72
2012-03-19,2384178.36
2012-03-20,2442380.01
2012-03-21,2470137.72
2012-03-22,2505954.12
2012-03-23,2473719.36
2012-03-26,2406862.08
2012-03-27,2435515.2
2012-03-28,2470137.72
2012-03-29,2498790.84
2012-03-30,2457005.04
2012-04-02,2400892.68
2012-04-03,2482076.52
2012-04-04,2596689.0
2012-04-05,2625342.12
2012-04-09,2650413.6
2012-04-10,2761444.44
2012-04-11,2685036.12
2012-04-12,2589525.72
2012-04-13,2686230.0
2012-04-16,2645638.08
2012-04-17,2559678.72
2012-04-18,2588331.84
2012-04-19,2615791.08
2012-04-20,2570423.64
2012-04-23,2670709.56
2012-04-24,2625342.12
2012-04-25,2556097.08
2012-04-26,2525056.2
2012-04-27,2507148.0
2012-04-30,2534607.24
2012-05-01,2512818.93
2012-05-02,2551321.56
2012-05-03,2596689.0
2012-05-04,2674291.2
2012-05-07,2636087.04
2012-05-08,2717270.88
2012-05-09,2779949.58
2012-05-10,2754878.1
2012-05-11,2790097.56
2012-05-14,2892771.24
2012-05-15,2966791.8
2012-05-16,3027679.68
2012-05-17,3099312.48
2012-05-18,3144679.92
2012-05-21,3000220.44
2012-05-22,3024098.04
2012-05-23,3079016.52
2012-05-24,3116026.8
2012-05-25,3125577.84
2012-05-29,3062302.2
2012-05-30,3206761.68
2012-05-31,3180496.32
2012-06-01,3336894.6
2012-06-04,3277200.6
2012-06-05,3236608.68
2012-06-06,3053945.04
2012-06-07,3047975.64
2012-06-08,3068271.6
2012-06-11,3125577.84
2012-06-12,3019322.52
2012-06-13,3065883.84
2012-06-14,3019322.52
2012-06-15,2936944.8
2012-06-18,2953659.12
2012-06-19,2853373.2
2012-06-20,2822332.32
2012-06-21,2972761.2
2012-06-22,2910679.44
2012-06-25,3046781.76
2012-06-26,2995444.92
2012-06-27,2950077.48
2012-06-28,2936944.8
2012-06-29,2722046.4
2012-07-02,2685036.12
2012-07-03,2637280.92
2012-07-05,2723240.28
2012-07-06,2778457.23
2012-07-09,2793380.73
2012-07-10,2823526.2
2012-07-11,2804424.12
2012-07-12,2861730.36
2012-07-13,2781740.4
2012-07-16,2784128.16
2012-07-17,2768607.72
2012-07-18,2728015.8
2012-07-19,2677872.84
2012-07-20,2796066.96
2012-07-23,2915454.96
2012-07-24,2975148.96
2012-07-25,2947689.72
2012-07-26,2767413.84
2012-07-27,2648025.84
2012-07-30,2653995.24
2012-07-31,2686230.0
2012-08-01,2687423.88
2012-08-02,2761444.44
2012-08-03,2574005.28
2012-08-06,2539382.76
2012-08-07,2495209.2
2012-08-08,2496403.08
2012-08-09,2498790.84
2012-08-10,2489239.8
2012-08-13,2519086.8
2012-08-14,2499984.72
2012-08-15,2513117.4
2012-08-16,2451035.64
2012-08-17,2442678.48
2012-08-20,2445066.24
2012-08-21,2423576.4
2012-08-22,2428053.45
2012-08-23,2455811.16
2012-08-24,2453423.4
2012-08-27,2461780.56
2012-08-28,2463272.91
2012-08-29,2476107.12
2012-08-30,2550127.68
2012-08-31,2503566.36
2012-09-04,2528637.84
2012-09-05,2542964.4
2012-09-06,2417607.0
2012-09-07,2349555.84
2012-09-10,2388953.88
2012-09-11,2324484.36
2012-09-12,2298219.0
2012-09-13,2226586.2
2012-09-14,2177637.12
2012-09-17,2207484.12
2012-09-18,2221810.68
2012-09-19,2200022.37
2012-09-20,2233749.48
2012-09-21,2212259.64
2012-09-24,2244494.4
2012-09-25,2276729.16
2012-09-26,2319708.84
2012-09-27,2265984.24
2012-09-28,2356719.12
2012-10-01,2320902.72
2012-10-02,2306576.16
2012-10-03,2314933.32
2012-10-04,2263596.48
2012-10-05,2257627.08
2012-10-08,2285086.32
2012-10-09,2349555.84
2012-10-10,2365076.28
2012-10-11,2332841.52
2012-10-12,2335229.28
2012-10-15,2291055.72
2012-10-16,2215841.28
2012-10-17,2175249.36
2012-10-18,2191963.68
2012-10-19,2250463.8
2012-10-22,2217035.16
2012-10-23,2310157.8
2012-10-24,2306576.16
2012-10-25,2285086.32
2012-10-26,2291055.72
2012-10-31,2287474.08
2012-11-01,2239718.88
2012-11-02,2279116.92
2012-11-05,2291055.72
2012-11-06,2246882.16
2012-11-07,2313739.44
2012-11-08,2355525.24
2012-11-09,2357316.06
2012-11-12,2357913.0
2012-11-13,2379402.84
2012-11-14,2435515.2
2012-11-15,2414025.36
2012-11-16,2416413.12
2012-11-19,2314933.32
2012-11-20,2322693.54
2012-11-21,2298219.0
2012-11-23,2199126.96
2012-11-26,2220318.33
2012-11-27,2225392.32
2012-11-28,2197933.08
2012-11-29,2156147.28
2012-11-30,2154953.4
2012-12-03,2148984.0
2012-12-04,2137045.2
2012-12-05,2131075.8
2012-12-06,2122718.64
2012-12-07,2121524.76
2012-12-10,2116450.77
2012-12-11,2092871.64
2012-12-12,2077351.2
2012-12-13,2094065.52
2012-12-14,2080037.43
2012-12-17,2059443.0
2012-12-18,2012881.68
2012-12-19,1999749.0
2012-12-20,1977065.28
2012-12-21,2006912.28
2012-12-24,2011687.8
2012-12-26,2006315.34
2012-12-27,1996167.36
2012-12-28,2030789.88
2012-12-31,1966320.36
2013-01-02,1907820.24
2013-01-03,1947218.28
2013-01-04,1925728.44
2013-01-07,1943636.64
2013-01-08,1967514.24
2013-01-09,1946024.4
2013-01-10,1895881.44
2013-01-11,1885136.52
2013-01-14,1885136.52
2013-01-15,1889613.57
2013-01-16,1914983.52
2013-01-17,1875585.48
2013-01-18,1876779.36
2013-01-22,1881256.41
2013-01-23,1880957.94
2013-01-24,1861258.92
2013-01-25,1825442.52
2013-01-28,1844544.6
2013-01-29,1815891.48
2013-01-30,1803654.21
2013-01-31,1823054.76
2013-02-01,1795595.52
2013-02-04,1862452.8
2013-02-05,1839470.61
2013-02-06,1844544.6
2013-02-07,1874391.6
2013-02-08,1851707.88
2013-02-11,1855289.52
2013-02-12,1834993.56
2013-02-13,1825442.52
2013-02-14,1845738.48
2013-02-15,1863049.74
2013-02-19,1811115.96
2013-02-20,1844544.6
2013-02-21,1909014.12
2013-02-22,1851707.88
2013-02-25,1936473.36
2013-02-26,1904238.6
2013-02-27,1855289.52
2013-02-28,1855289.52
2013-03-01,1866034.44
2013-03-04,1852901.76
2013-03-05,1815891.48
2013-03-06,1805146.56
2013-03-07,1793207.76
2013-03-08,1786044.48
2013-03-11,1776493.44
2013-03-12,1789626.12
2013-03-13,1800371.04
2013-03-14,1760973.0
2013-03-15,1757391.36
2013-03-18,1797983.28
2013-03-19,1808728.2
2013-03-20,1786641.42
2013-03-21,1813503.72
2013-03-22,1788432.24
2013-03-25,1830814.98
2013-03-26,1807832.79
2013-03-27,1829024.16
2013-03-28,1815891.48
2013-04-01,1857677.28
2013-04-02,1815891.48
2013-04-03,1825442.52
2013-04-04,1801564.92
2013-04-05,1817085.36
2013-04-08,1807534.32
2013-04-09,1789626.12
2013-04-10,1733513.76
2013-04-11,1707248.4
2013-04-12,1737095.4
2013-04-15,1778881.2
2013-04-16,1734707.64
2013-04-17,1809922.08
2013-04-18,1819473.12
2013-04-19,1788432.24
2013-04-22,1771717.92
2013-04-23,1720381.08
2013-04-24,1684564.68
2013-04-25,1679789.16
2013-04-26,1672625.88
2013-04-29,1632033.96
2013-04-30,1626064.56
2013-05-01,1647554.4
2013-05-02,1632033.96
2013-05-03,1592635.92
2013-05-06,1597411.44
2013-05-07,1586666.52
2013-05-08,1558013.4
2013-05-09,1584875.7
2013-05-10,1596217.56
2013-05-13,1583084.88
2013-05-14,1578309.36
2013-05-15,1572638.43
2013-05-16,1577115.48
2013-05-17,1563982.8
2013-05-20,1549656.24
2013-05-21,1537717.44
2013-05-22,1565475.15
2013-05-23,1615319.64
2013-05-24,1651136.04
2013-05-28,1634720.19
2013-05-29,1669044.24
2013-05-30,1646360.52
2013-05-31,1713217.8
2013-06-03,1700085.12
2013-06-04,1697697.36
2013-06-05,1766942.4
2013-06-06,1752317.37
2013-06-07,1700085.12
2013-06-10,1699786.65
2013-06-11,1749833.28
2013-06-12,1754933.96
2013-06-13,1697626.32
2013-06-14,1733931.16
2013-06-17,1685924.76
2013-06-18,1670919.4
2013-06-19,1727622.08
2013-06-20,1855504.72
2013-06-21,1844646.76
2013-06-24,1902555.88
2013-06-25,1864921.69
2013-06-26,1849155.81
2013-06-27,1808831.54
2013-06-28,1817927.24
2013-07-01,1788517.81
2013-07-02,1818502.92
2013-07-03,1813322.0
2013-07-05,1801131.6
2013-07-08,1774922.24
2013-07-09,1763235.48
2013-07-10,1756496.22
2013-07-11,1659389.61
2013-07-12,1677156.75
2013-07-15,1660921.26
2013-07-16,1675283.9
2013-07-17,1659888.9
2013-07-18,1638643.8
2013-07-19,1640491.2
2013-07-22,1625404.1
2013-07-23,1619508.84
2013-07-24,1630650.12
2013-07-25,1622294.16
2013-07-26,1642719.84
2013-07-29,1673358.36
2013-07-30,1689001.5
2013-07-31,1673760.05
2013-08-01,1626791.5
2013-08-02,1605951.15
2013-08-05,1606884.3
2013-08-06,1622810.42
2013-08-07,1632501.64
2013-08-08,1606241.56
2013-08-09,1600927.02
2013-08-12,1610930.86
2013-08-13,1596713.58
2013-08-14,1595456.82
2013-08-15,1618078.5
2013-08-16,1614936.6
2013-08-19,1638500.85
2013-08-20,1652740.18
2013-08-21,1689685.27
2013-08-22,1656845.19
2013-08-23,1628110.12
2013-08-26,1650214.02
2013-08-27,1716174.72
2013-08-28,1719982.8
2013-08-29,1722521.52
2013-08-30,1764093.06
2013-09-03,1708719.78
2013-09-04,1676190.96
2013-09-05,1680655.7
2013-09-06,1658013.09
2013-09-09,1615598.06
2013-09-10,1587016.96
2013-09-11,1578684.48
2013-09-12,1593426.56
2013-09-13,1579004.96
2013-09-16,1549520.8
2013-09-17,1561024.82
2013-09-18,1481476.0
2013-09-19,1488883.38
2013-09-20,1511749.64
2013-09-23,1512715.82
2013-09-24,1523973.67
2013-09-25,1521061.0
2013-09-26,1508439.43
2013-09-27,1517501.07
2013-09-30,1543391.47
2013-10-01,1533643.2
2013-10-02,1530716.4
2013-10-03,1545025.2
2013-10-04,1541773.2
2013-10-07,1575919.2
2013-10-08,1607381.63
2013-10-09,1596271.45
2013-10-10,1535819.0
2013-10-11,1522748.2
2013-10-14,1511964.79
2013-10-15,1531424.4
2013-10-16,1513693.5
2013-10-17,1468381.2
2013-10-18,1452948.75
2013-10-21,1448023.5
2013-10-22,1422615.04
2013-10-23,1452637.76
2013-10-24,1452637.76
2013-10-25,1443400.0
2013-10-28,1444719.68
2013-10-29,1447948.32
2013-10-30,1468500.7
2013-10-31,1468832.19
2013-11-01,1486401.16
2013-11-04,1476787.95
2013-11-05,1511093.22
2013-11-06,1478453.34
2013-11-07,1518753.6
2013-11-08,1510427.1
2013-11-11,1502100.6
2013-11-12,1519934.88
2013-11-13,1507218.56
2013-11-14,1491490.48
2013-11-15,1471412.08
2013-11-18,1453006.88
2013-11-19,1484367.15
2013-11-20,1506220.8
2013-11-21,1506220.8
2013-11-22,1475961.9
2013-11-25,1486384.41
2013-11-26,1495689.84
2013-11-27,1484880.88
2013-11-29,1473734.14
2013-12-02,1493663.16
2013-12-03,1529111.1
2013-12-04,1545399.9
2013-12-05,1561010.0
2013-12-06,1525717.6
2013-12-09,1525038.9
2013-12-10,1536571.51
2013-12-11,1565550.56
2013-12-12,1588733.8
2013-12-13,1590438.45
2013-12-16,1568618.93
2013-12-17,1594680.0
2013-12-18,1539537.5
2013-12-19,1539880.0
2013-12-20,1522412.5
2013-12-23,1491930.0
2013-12-24,1494296.01
2013-12-26,1473995.88
2013-12-27,1464017.85
2013-12-30,1445094.0
2013-12-31,1442701.36
2014-01-02,1493856.08
2014-01-03,1494201.72
2014-01-06,1492819.16
2014-01-07,1484365.5
2014-01-08,1488184.92
2014-01-09,1494782.1
2014-01-10,1461101.76
2014-01-13,1483323.84
2014-01-14,1477823.23
2014-01-15,1460732.52
2014-01-16,1457593.41
2014-01-17,1468057.11
2014-01-21,1458198.32
2014-01-22,1456796.88
2014-01-23,1482373.16
2014-01-24,1558050.92
2014-01-27,1567160.28
2014-01-28,1548843.93
2014-01-29,1586852.37
2014-01-30,1573830.96
2014-01-31,1623453.09
2014-02-03,1689615.93
2014-02-04,1658315.41
2014-02-05,1650891.7
2014-02-06,1591502.02
2014-02-07,1550141.35
2014-02-10,1562160.69
2014-02-11,1517256.84
2014-02-12,1512995.88
2014-02-13,1503053.64
2014-02-14,1492756.32
2014-02-18,1472964.5
2014-02-19,1492223.6
2014-02-20,1480454.15
2014-02-21,1475104.4
2014-02-24,1448355.65
2014-02-25,1463727.78
2014-02-26,1474474.68
2014-02-27,1463727.78
2014-02-28,1457637.87
2014-03-03,1519611.66
2014-03-04,1465465.4
2014-03-05,1469063.4
2014-03-06,1435961.8
2014-03-07,1452512.6
2014-03-10,1470862.4
2014-03-11,1497878.65
2014-03-12,1511972.08
2014-03-13,1566177.58
2014-03-14,1573043.61
2014-03-17,1532931.54
2014-03-18,1520718.6
2014-03-19,1559190.24
2014-03-20,1568989.62
2014-03-21,1572256.08
2014-03-24,1567174.92
2014-03-25,1540461.52
2014-03-26,1539367.96
2014-03-27,1525151.68
2014-03-28,1502915.96
2014-03-31,1503280.48
2014-04-01,1473512.25
2014-04-02,1469119.17
2014-04-03,1475342.7
2014-04-04,1487057.58
2014-04-07,1503165.54
2014-04-08,1506670.68
2014-04-09,1485714.06
2014-04-10,1519538.78
2014-04-11,1531671.56
2014-04-14,1520641.76
2014-04-15,1540796.79
2014-04-16,1502396.87
2014-04-17,1487258.44
2014-04-21,1483935.37
2014-04-22,1477307.04
2014-04-23,1481385.95
2014-04-24,1486206.48
2014-04-25,1497701.59
2014-04-28,1486206.48
2014-04-29,1476114.32
2014-04-30,1461963.88
2014-05-01,1457122.94
2014-05-02,1460474.36
2014-05-05,1462336.26
2014-05-06,1472241.15
2014-05-07,1469997.45
2014-05-08,1469997.45
2014-05-09,1471867.2
2014-05-12,1453543.65
2014-05-13,1456266.56
2014-05-14,1460772.8
2014-05-15,1474667.04
2014-05-16,1470160.8
2014-05-19,1473540.48
2014-05-20,1479740.4
2014-05-21,1478232.0
2014-05-22,1469935.8
2014-05-23,1464279.3
2014-05-27,1455228.81
2014-05-28,1454471.47
2014-05-29,1444247.38
2014-05-30,1437431.32
2014-06-02,1432129.94
2014-06-03,1444531.76
2014-06-04,1445292.24
2014-06-05,1431223.36
2014-06-06,1416774.24
2014-06-09,1412211.36
2014-06-10,1429878.45
2014-06-11,1429878.45
2014-06-12,1431023.88
2014-06-13,1431023.88
2014-06-16,1435223.79
2014-06-17,1442696.57
2014-06-18,1418543.0
2014-06-19,1405124.35
2014-06-20,1411258.59
2014-06-23,1416242.66
2014-06-24,1437825.6
2014-06-25,1438210.56
2014-06-26,1439750.4
2014-06-27,1436285.76
2014-06-30,1436670.72
2014-07-01,1413540.21
2014-07-02,1410834.5
2014-07-03,1401171.25
2014-07-07,1427068.76
2014-07-08,1459256.0
2014-07-09,1451105.9
2014-07-10,1482542.0
2014-07-11,1486034.9
2014-07-14,1459256.0
2014-07-15,1474159.44
2014-07-16,1452727.04
2014-07-17,1490136.32
2014-07-18,1467534.88
2014-07-21,1486629.2
2014-07-22,1469926.25
2014-07-23,1463666.25
2014-07-24,1457797.5
2014-07-25,1471100.0
2014-07-28,1478925.0
2014-07-29,1474646.28
2014-07-30,1482109.86
2014-07-31,1521391.86
2014-08-01,1554388.74
2014-08-04,1535926.2
2014-08-05,1588208.53
2014-08-06,1592941.21
2014-08-07,1618970.95
2014-08-08,1600829.01
2014-08-11,1586236.58
2014-08-12,1598530.89
2014-08-13,1575960.6
2014-08-14,1560517.77
2014-08-15,1566853.29
2014-08-18,1547450.76
2014-08-19,1544442.9
2014-08-20,1552791.24
2014-08-21,1540865.04
2014-08-22,1553188.78
2014-08-25,1532516.7
2014-08-26,1537770.83
2014-08-27,1532582.4
2014-08-28,1546551.25
2014-08-29,1548546.8
2014-09-02,1548227.52
2014-09-03,1527792.84
2014-09-04,1542217.32
2014-09-05,1539813.24
2014-09-08,1571466.96
2014-09-09,1586513.44
2014-09-10,1570020.78
2014-09-11,1589329.26
2014-09-12,1591340.56
2014-09-15,1596972.2
2014-09-16,1588263.39
2014-09-17,1606435.74
2014-09-18,1587051.9
2014-09-19,1598762.97
2014-09-22,1610877.87
2014-09-23,1645518.6
2014-09-24,1629708.0
2014-09-25,1673085.8
2014-09-26,1662140.0
2014-09-29,1692950.4
2014-09-30,1703983.39
2014-10-01,1740203.72
2014-10-02,1780900.72
2014-10-03,1779679.81
2014-10-06,1760552.22
2014-10-07,1819273.15
2014-10-08,1761259.05
2014-10-09,1859719.6
2014-10-10,1916508.05
2014-10-13,1922227.75
2014-10-14,1918951.48
2014-10-15,1945609.28
2014-10-16,1972267.08
2014-10-17,1901316.32
2014-10-20,1876299.0
2014-10-21,1840254.3
2014-10-22,1866190.77
2014-10-23,1829550.36
2014-10-24,1812259.38
2014-10-27,1823375.01
2014-10-28,1782803.64
2014-10-29,1804706.42
2014-10-30,1787349.5
2014-10-31,1717508.56
2014-11-03,1746436.76
2014-11-04,1773026.16
2014-11-05,1767633.24
2014-11-06,1784641.68
2014-11-07,1787545.56
2014-11-10,1769292.6
2014-11-11,1753502.51
2014-11-12,1781818.39
2014-11-13,1768076.86
2014-11-14,1761414.3
2014-11-17,1774739.42
2014-11-18,1740468.72
2014-11-19,1751336.2
2014-11-20,1770981.26
2014-11-21,1740050.74
2014-11-24,1711628.1
2014-11-25,1721035.12
2014-11-26,1706770.08
2014-11-28,1736139.28
2014-12-01,1737397.96
2014-12-02,1734634.47
2014-12-03,1739266.9
2014-12-04,1749795.15
2014-12-05,1742214.81
2014-12-08,1770851.65
2014-12-09,1797320.4
2014-12-10,1842549.3
2014-12-11,1849312.5
2014-12-12,1919480.7
2014-12-15,1984153.8
2014-12-16,1960975.94
2014-12-17,1914306.24
2014-12-18,1842180.34
2014-12-19,1832422.13
2014-12-22,1823512.46
2014-12-23,1840949.55
2014-12-24,1829025.75
2014-12-26,1814121.0
2014-12-29,1833710.1
2014-12-30,1878083.48
2014-12-31,1906293.2
2015-01-02,1918260.96
2015-01-05,2013575.62
2015-01-06,2064728.87
2015-01-07,2016253.0
2015-01-08,1961342.28
2015-01-09,1981075.82
2015-01-12,1991371.58
2015-01-13,1978423.2
2015-01-14,1989187.2
2015-01-15,1963353.6
2015-01-16,1912547.52
2015-01-20,1904008.84
2015-01-21,1877216.16
2015-01-22,1854744.88
2015-01-23,1875487.6
2015-01-26,1831409.32
2015-01-27,1833725.88
2015-01-28,1887072.21
2015-01-29,1834159.59
2015-01-30,1890541.89
2015-02-02,1848472.02
2015-02-03,1794224.16
2015-02-04,1824693.76
2015-02-05,1775071.84
2015-02-06,1821211.52
2015-02-09,1833834.64
2015-02-10,1806811.6
2015-02-11,1828217.25
2015-02-12,1770989.9
2015-02-13,1747400.0
2015-02-17,1746705.12
2015-02-18,1723906.76
2015-02-19,1720837.75
2015-02-20,1685763.35
2015-02-23,1699354.68
2015-02-24,1684760.0
2015-02-25,1686960.0
2015-02-26,1691360.0
2015-02-27,1691800.0
2015-03-02,1690040.0
2015-03-03,1711966.89
2015-03-04,1725213.99
2015-03-05,1716824.16
2015-03-06,1763630.58
2015-03-09,1759214.88
2015-03-10,1826623.08
2015-03-11,1831497.62
2015-03-12,1788956.18
2015-03-13,1818203.42
2015-03-16,1764583.48
2015-03-17,1792666.32
2015-03-18,1706390.64
2015-03-19,1742412.96
2015-03-20,1667700.0
2015-03-23,1649021.76
2015-03-24,1661983.96
2015-03-25,1677604.11
2015-03-26,1707951.83
2015-03-27,1705274.09
2015-03-30,1694563.13
2015-03-31,1762776.96
2015-04-01,1731426.76
2015-04-02,1699180.84
2015-04-06,1666934.92
2015-04-07,1674126.75
2015-04-08,1662441.57
2015-04-09,1657048.41
2015-04-10,1650306.96
2015-04-13,1650306.96
2015-04-14,1653853.67
2015-04-15,1635813.27
2015-04-16,1630401.15
2015-04-17,1668285.99
2015-04-20,1668285.99
2015-04-21,1641507.66
2015-04-22,1635624.12
2015-04-23,1619783.82
2015-04-24,1619783.82
2015-04-27,1587198.06
2015-04-28,1591341.6
2015-04-29,1613140.8
2015-04-30,1650835.25
2015-05-01,1609961.75
2015-05-04,1614049.1
2015-05-05,1671580.96
2015-05-06,1672948.12
2015-05-07,1672948.12
2015-05-08,1593197.12
2015-05-11,1620084.6
2015-05-12,1627530.7
2015-05-13,1606037.6
2015-05-14,1570825.5
2015-05-15,1570825.5
2015-05-18,1577685.0
2015-05-19,1592278.9
2015-05-20,1592278.9
2015-05-21,1592278.9
2015-05-22,1592278.9
2015-05-26,1643310.36
2015-05-27,1623051.0
2015-05-28,1644231.24
2015-05-29,1654821.36
2015-06-01,1672318.08
2015-06-02,1678020.32
2015-06-03,1631357.31
2015-06-04,1673862.23
2015-06-05,1720525.24
2015-06-08,1717291.17
2015-06-09,1742171.22
2015-06-10,1666142.46
2015-06-11,1658725.02
2015-06-12,1679586.57
2015-06-15,1679586.57
2015-06-16,1709928.16
2015-06-17,1709928.16
2015-06-18,1687135.32
2015-06-19,1687135.32
2015-06-22,1629920.64
2015-06-23,1635421.92
2015-06-24,1646156.71
2015-06-25,1656424.77
2015-06-26,1664359.18
2015-06-29,1762372.48
2015-06-30,1760808.0
2015-07-01,1754251.8
2015-07-02,1757998.2
2015-07-06,1824028.5
2015-07-07,1826423.56
2015-07-08,1910062.2
2015-07-09,1849917.56
2015-07-10,1725869.24
2015-07-13,1710363.2
2015-07-14,1690619.7
2015-07-15,1703348.85
2015-07-16,1674118.95
2015-07-17,1679776.35
2015-07-20,1669404.45
2015-07-21,1687735.36
2015-07-22,1711386.36
2015-07-23,1722265.82
2015-07-24,1757269.3
2015-07-27,1789907.68
2015-07-28,1745104.2
2015-07-29,1732290.0
2015-07-30,1743680.4
2015-07-31,1714255.2
2015-08-03,1727544.0
2015-08-04,1728973.27
2015-08-05,1706593.28
2015-08-06,1718021.36
2015-08-07,1731830.29
2015-08-10,1687070.31
2015-08-11,1745661.96
2015-08-12,1788180.82
2015-08-13,1775281.84
2015-08-14,1765249.3
2015-08-17,1777670.54
2015-08-18,1809395.25
2015-08-19,1836236.61
2015-08-20,1917240.0
2015-08-21,2014539.93
2015-08-24,2159291.55
2015-08-25,2115916.0
2015-08-26,2015409.99
2015-08-27,1973091.67
2015-08-28,1974053.45
2015-08-31,1998097.95
2015-09-01,2150806.68
2015-09-02,2087604.42
2015-09-03,2077472.76
2015-09-04,2152254.06
2015-09-08,2043090.63
2015-09-09,2053739.29
2015-09-10,2033410.03
2015-09-11,2059547.65
2015-09-14,2068260.19
2015-09-15,2053602.4
2015-09-16,2001643.2
2015-09-17,1976877.6
2015-09-18,2072540.8
2015-09-21,2084195.2
2015-09-22,2183540.76
2015-09-23,2206438.22
2015-09-24,2214720.28
2015-09-25,2182079.22
2015-09-28,2258079.3
2015-09-29,2276597.5
2015-09-30,2187645.0
2015-10-01,2178358.75
2015-10-02,2108956.25
2015-10-05,2022447.5
2015-10-06,2021589.36
2015-10-07,1984815.36
2015-10-08,1939215.6
2015-10-09,1930389.84
2015-10-12,1938234.96
2015-10-13,1992154.5
2015-10-14,1983792.37
2015-10-15,1918862.89
2015-10-16,1920830.45
2015-10-19,1933127.7
2015-10-20,1957595.49
2015-10-21,1957102.02
2015-10-22,1904794.2
2015-10-23,1874199.06
2015-10-26,1886535.81
2015-10-27,1927685.76
2015-10-28,1903923.84
2015-10-29,1930656.0
2015-10-30,1932141.12
2015-11-02,1901448.64
2015-11-03,1909962.06
2015-11-04,1928833.24
2015-11-05,1932309.51
2015-11-06,1954160.35
2015-11-09,1994385.76
2015-11-10,2003679.96
2015-11-11,1982756.4
2015-11-12,2025599.88
2015-11-13,2068443.36
2015-11-16,2017629.0
2015-11-17,2010534.48
2015-11-18,1972052.96
2015-11-19,1953062.08
2015-11-20,1965056.32
2015-11-23,1965056.32
2015-11-24,1992786.75
2015-11-25,1982760.15
2015-11-27,1984765.47
2015-11-30,1984264.14
2015-12-01,1953263.6
2015-12-02,1991986.9
2015-12-03,1995507.2
2015-12-04,1976899.9
2015-12-07,2002547.8
2015-12-08,2068327.0
2015-12-09,2077911.93
2015-12-10,2086487.92
2015-12-11,2165689.71
2015-12-14,2162158.42
2015-12-15,2143627.8
2015-12-16,2056081.15
2015-12-17,2107698.25
2015-12-18,2147676.2
2015-12-21,2133506.8
2015-12-22,2107130.62
2015-12-23,2034540.96
2015-12-24,2038094.3
2015-12-28,2053322.9
2015-12-29,2016392.4
2015-12-30,2041851.9
2015-12-31,2093280.09
2016-01-04,2163039.12
2016-01-05,2171240.76
2016-01-06,2245300.96
2016-01-07,2335705.48
2016-01-08,2393421.36
2016-01-11,2364818.8
2016-01-12,2356251.66
2016-01-13,2430028.62
2016-01-14,2369060.16
2016-01-15,2541718.74
2016-01-19,2499658.24
2016-01-20,2612718.44
2016-01-21,2573147.37
2016-01-22,2424113.47
2016-01-25,2489380.04
2016-01-26,2416570.24
2016-01-27,2443375.2
2016-01-28,2425333.4
2016-01-29,2360898.4
2016-02-01,2357805.52
2016-02-02,2457538.65
2016-02-03,2420828.1
2016-02-04,2413072.35
2016-02-05,2487010.5
2016-02-08,2581113.6
2016-02-09,2647606.15
2016-02-10,2652273.82
2016-02-11,2736810.51
2016-02-12,2635677.66
2016-02-16,2531293.2
2016-02-17,2445980.4
2016-02-18,2468349.0
2016-02-19,2485515.6
2016-02-22,2422051.2
2016-02-23,2509713.7
2016-02-24,2523801.49
2016-02-25,2465363.25
2016-02-26,2478929.27
2016-02-29,2507626.62
2016-03-01,2391663.8
2016-03-02,2348749.92
2016-03-03,2311069.44
2016-03-04,2268155.56
2016-03-07,2315779.5
2016-03-08,2324870.68
2016-03-09,2324870.68
2016-03-10,2341143.2
2016-03-11,2195740.36
2016-03-14,2202039.4
2016-03-15,2256536.14
2016-03-16,2222314.29
2016-03-17,2176509.66
2016-03-18,2185459.99
2016-03-21,2187565.95
2016-03-22,2215739.76
2016-03-23,2240030.52
2016-03-24,2296004.88
2016-03-28,2259568.74
2016-03-29,2213323.77
2016-03-30,2182075.6
2016-03-31,2211205.25
2016-04-01,2265757.14
2016-04-04,2279527.52
2016-04-05,2376633.54
2016-04-06,2331480.69
2016-04-07,2365478.13
2016-04-08,2278890.9
2016-04-11,2241706.2
2016-04-12,2215832.02
2016-04-13,2140177.26
2016-04-14,2125259.42
2016-04-15,2132185.56
2016-04-18,2106612.12
2016-04-19,2031064.35
2016-04-20,2015033.85
2016-04-21,2051904.0
2016-04-22,2053507.05
2016-04-25,2077018.45
2016-04-26,2067617.94
2016-04-27,2067617.94
2016-04-28,2115315.71
2016-04-29,2137288.84
2016-05-02,2099237.81
2016-05-03,2162362.5
2016-05-04,2226325.0
2016-05-05,2223100.0
2016-05-06,2232775.0
2016-05-09,2225250.0
2016-05-10,2231749.8
2016-05-11,2198327.46
2016-05-12,2210187.0
