,KBH
2014-03-07,1667029980
2014-03-10,1598092650
2014-03-11,1581082140
2014-03-12,1580186849
2014-03-13,1552432860
2014-03-14,1567652790
2014-03-17,1546165830
2014-03-18,1582872720
2014-03-19,1675982880
2014-03-20,1630323090
2014-03-21,1592720910
2014-03-24,1520202420
2014-03-25,1500506040
2014-03-26,1483495530
2014-03-27,1488867270
2014-03-28,1523783580
2014-03-31,1521097709
2014-04-01,1573024530
2014-04-02,1598092650
2014-04-03,1575710400
2014-04-04,1573919819
2014-04-07,1504982490
2014-04-08,1521097709
2014-04-09,1534527060
2014-04-10,1503191910
2014-04-11,1479914370
2014-04-14,1484390819
2014-04-15,1481704950
2014-04-16,1490657849
2014-04-17,1465589730
2014-04-21,1490657849
2014-04-22,1480809660
2014-04-23,1462903860
2014-04-24,1478123790
2014-04-25,1445893349
2014-04-28,1456636830
2014-04-29,1470066180
2014-04-30,1478123790
2014-05-01,1494239010
2014-05-02,1496029590
2014-05-05,1472752050
2014-05-06,1436940450
2014-05-07,1422615810
2014-05-08,1418139360
2014-05-09,1419034650
2014-05-12,1443207480
2014-05-13,1456636830
2014-05-14,1419034650
2014-05-15,1419034650
2014-05-16,1426196970
2014-05-19,1420825230
2014-05-20,1404710010
2014-05-21,1424406390
2014-05-22,1452160380
2014-05-23,1487971980
2014-05-27,1484390819
2014-05-28,1488867270
2014-05-29,1487971980
2014-05-30,1475437920
2014-06-02,1513666569
2014-06-03,1509994850
2014-06-04,1509076920
2014-06-05,1538450680
2014-06-06,1569660300
2014-06-09,1587100970
2014-06-10,1588018900
2014-06-11,1568742370
2014-06-12,1541204470
2014-06-13,1546712050
2014-06-16,1568742370
2014-06-17,1579757530
2014-06-18,1588018900
2014-06-19,1597198199
2014-06-20,1582511319
2014-06-23,1602705780
2014-06-24,1619228520
2014-06-25,1646766420
2014-06-26,1641258840
2014-06-27,1715611170
2014-06-30,1714693240
2014-07-01,1732133910
2014-07-02,1715611170
2014-07-03,1706431870
2014-07-07,1661453300
2014-07-08,1673386390
2014-07-09,1678893970
2014-07-10,1635751260
2014-07-11,1613720939
2014-07-14,1613720939
2014-07-15,1617392660
2014-07-16,1653191930
2014-07-17,1604541640
2014-07-18,1633915400
2014-07-21,1627489890
2014-07-22,1659617439
2014-07-23,1682565689
2014-07-24,1626571960
2014-07-25,1592608550
2014-07-28,1565070650
2014-07-29,1552219630
2014-07-30,1531107240
2014-07-31,1496225900
2014-08-01,1489800390
2014-08-04,1507241060
2014-08-05,1497143830
2014-08-06,1483374880
2014-08-07,1482456949
2014-08-08,1510912780
2014-08-11,1517338290
2014-08-12,1497143830
2014-08-13,1504487270
2014-08-14,1543040330
2014-08-15,1533861030
2014-08-18,1578839600
2014-08-19,1621064380
2014-08-20,1633915400
2014-08-21,1628407819
2014-08-22,1624736100
2014-08-25,1605459569
2014-08-26,1620146449
2014-08-27,1620146449
2014-08-28,1614638870
2014-08-29,1629325750
2014-09-02,1623908340
2014-09-03,1570605180
2014-09-04,1564172040
2014-09-05,1558657920
2014-09-08,1572443220
2014-09-09,1565091060
2014-09-10,1577038320
2014-09-11,1588985580
2014-09-12,1554062820
2014-09-15,1545791640
2014-09-16,1538439479
2014-09-17,1603689900
2014-09-18,1593580680
2014-09-19,1590823620
2014-09-22,1545791640
2014-09-23,1559576940
2014-09-24,1476865140
2014-09-25,1430914140
2014-09-26,1429995120
2014-09-29,1395991380
2014-09-30,1373015880
2014-10-01,1360149600
2014-10-02,1358311560
2014-10-03,1378530000
2014-10-06,1384044120
2014-10-07,1384044120
2014-10-08,1393234320
2014-10-09,1343607240
2014-10-10,1293980160
2014-10-13,1266409560
2014-10-14,1293061140
2014-10-15,1343607240
2014-10-16,1338093120
2014-10-17,1425400020
2014-10-20,1460322780
2014-10-21,1471351020
2014-10-22,1466755920
2014-10-23,1495245540
2014-10-24,1509949860
2014-10-27,1513625940
2014-10-28,1520978100
2014-10-29,1486974360
2014-10-30,1479622200
2014-10-31,1446537480
2014-11-03,1469512980
2014-11-04,1441942380
2014-11-05,1449294540
2014-11-06,1468593960
2014-11-07,1501678680
2014-11-10,1512706920
2014-11-11,1569686159
2014-11-12,1550386740
2014-11-13,1544872620
2014-11-14,1565091060
2014-11-17,1577038320
2014-11-18,1568767140
2014-11-19,1568767140
2014-11-20,1604608920
2014-11-21,1623908340
2014-11-24,1639531680
2014-11-25,1636774620
2014-11-26,1641369720
2014-11-28,1614718140
2014-12-01,1561378920
2014-12-02,1542068580
2014-12-03,1537470880
2014-12-04,1498850200
2014-12-05,1489654800
2014-12-08,1482298480
2014-12-09,1511723760
2014-12-10,1430804240
2014-12-11,1428045620
2014-12-12,1437241020
2014-12-15,1417011140
2014-12-16,1402298500
2014-12-17,1462988140
2014-12-18,1497930660
2014-12-19,1480459400
2014-12-22,1490574340
2014-12-23,1477700780
2014-12-24,1476781240
2014-12-26,1478620319
2014-12-29,1470344460
2014-12-30,1485057099
2014-12-31,1521838700
2015-01-02,1505286980
2015-01-05,1479539860
2015-01-06,1430804240
2015-01-07,1506206520
2015-01-08,1544827200
2015-01-09,1523677780
2015-01-12,1523677780
2015-01-13,1275401980
2015-01-14,1245057160
2015-01-15,1139310060
2015-01-16,1150344540
2015-01-20,1094252600
2015-01-21,1097930760
2015-01-22,1091493980
2015-01-23,1121838800
2015-01-26,1142068680
2015-01-27,1120919260
2015-01-28,1097011220
2015-01-29,1177930740
2015-01-30,1145746840
2015-02-02,1138390520
2015-02-03,1177011200
2015-02-04,1189884760
2015-02-05,1205516940
2015-02-06,1243218080
2015-02-09,1247815780
2015-02-10,1251493940
2015-02-11,1274482440
2015-02-12,1299310020
2015-02-13,1323218060
2015-02-17,1334252540
2015-02-18,1308505420
2015-02-19,1299310020
2015-02-20,1293792780
2015-02-23,1267126120
2015-02-24,1316781280
2015-02-25,1301149100
2015-02-26,1281838760
2015-02-27,1282758300
2015-03-02,1271370900
2015-03-03,1243772400
2015-03-04,1279650450
2015-03-05,1272290850
2015-03-06,1237332750
2015-03-09,1246532250
2015-03-10,1218013800
2015-03-11,1243772400
2015-03-12,1254811800
2015-03-13,1247452200
2015-03-16,1241932500
2015-03-17,1246532250
2015-03-18,1287930000
2015-03-19,1295289600
2015-03-20,1403843700
2015-03-23,1379005050
2015-03-24,1393724250
2015-03-25,1403843700
2015-03-26,1390044450
2015-03-27,1405683600
2015-03-30,1440641700
2015-03-31,1436961900
2015-04-01,1438801800
2015-04-02,1459960650
2015-04-06,1469160150
2015-04-07,1442481600
2015-04-08,1460880600
2015-04-09,1464560400
2015-04-10,1471920000
2015-04-13,1476519750
2015-04-14,1482039450
2015-04-15,1484799300
2015-04-16,1446161400
2015-04-17,1437881850
2015-04-20,1446161400
2015-04-21,1439721750
2015-04-22,1420402800
2015-04-23,1358766150
2015-04-24,1368885600
2015-04-27,1357846200
2015-04-28,1378085100
2015-04-29,1356926250
2015-04-30,1333007550
2015-05-01,1358766150
2015-05-04,1361526000
2015-05-05,1332087600
2015-05-06,1338527250
2015-05-07,1344046950
2015-05-08,1342207050
2015-05-11,1332087600
2015-05-12,1312768650
2015-05-13,1311848700
2015-05-14,1324728000
2015-05-15,1359686100
2015-05-18,1356006300
2015-05-19,1389124500
2015-05-20,1387284600
2015-05-21,1388204550
2015-05-22,1375325250
2015-05-26,1363365900
2015-05-27,1366125750
2015-05-28,1375325250
2015-05-29,1359686100
2015-06-01,1362562000
2015-06-02,1344149000
2015-06-03,1351514200
2015-06-04,1349672900
2015-06-05,1345069650
2015-06-08,1332180550
2015-06-09,1322053400
2015-06-10,1346910950
2015-06-11,1360720700
2015-06-12,1372689150
2015-06-15,1379133700
2015-06-16,1369927200
2015-06-17,1368085900
2015-06-18,1377292400
2015-06-19,1507104050
2015-06-22,1534723550
2015-06-23,1535644200
2015-06-24,1579835400
2015-06-25,1589962550
2015-06-26,1594565800
2015-06-29,1543009400
2015-06-30,1528279000
2015-07-01,1545771350
2015-07-02,1526437699
2015-07-06,1523675750
2015-07-07,1554057200
2015-07-08,1533802900
2015-07-09,1535644200
2015-07-10,1548533300
2015-07-13,1554977850
2015-07-14,1567866950
2015-07-15,1509865999
2015-07-16,1506183400
2015-07-17,1487770400
2015-07-20,1453706350
2015-07-21,1459230250
2015-07-22,1484087800
2015-07-23,1457388950
2015-07-24,1408594500
2015-07-27,1401229300
2015-07-28,1413197750
2015-07-29,1449103100
2015-07-30,1469357400
2015-07-31,1471198700
2015-08-03,1427928150
2015-08-04,1388340200
2015-08-05,1376371750
2015-08-06,1395705400
2015-08-07,1387419550
2015-08-10,1409515150
2015-08-11,1414118400
2015-08-12,1404911900
2015-08-13,1429769450
2015-08-14,1441737900
2015-08-17,1486849749
2015-08-18,1510786650
2015-08-19,1488691050
2015-08-20,1415959700
2015-08-21,1383736950
2015-08-24,1289830650
2015-08-25,1253925300
2015-08-26,1283386100
2015-08-27,1322053400
2015-08-28,1328497950
2015-08-31,1350730000
2015-09-01,1288034000
2015-09-02,1329524000
2015-09-03,1356262000
2015-09-04,1316616000
2015-09-08,1383922000
2015-09-09,1345198000
2015-09-10,1346120000
2015-09-11,1357184000
2015-09-14,1342432000
2015-09-15,1368248000
2015-09-16,1369170000
2015-09-17,1399596000
2015-09-18,1356262000
2015-09-21,1331368000
2015-09-22,1312928000
2015-09-23,1332290000
2015-09-24,1346120000
2015-09-25,1338744000
2015-09-28,1231792000
2015-09-29,1236402000
2015-09-30,1249310000
2015-10-01,1262218000
2015-10-02,1279736000
2015-10-05,1327680000
2015-10-06,1309240000
2015-10-07,1349808000
2015-10-08,1375624000
2015-10-09,1355340000
2015-10-12,1362716000
2015-10-13,1344276000
2015-10-14,1270516000
2015-10-15,1312928000
2015-10-16,1302786000
2015-10-19,1307396000
2015-10-20,1342432000
2015-10-21,1316616000
2015-10-22,1279736000
2015-10-23,1288034000
2015-10-26,1275126000
2015-10-27,1241934000
2015-10-28,1262218000
2015-10-29,1186614000
2015-10-30,1207820000
2015-11-02,1229026000
2015-11-03,1229948000
2015-11-04,1220728000
2015-11-05,1208742000
2015-11-06,1223494000
2015-11-09,1177394000
2015-11-10,1230870000
2015-11-11,1246544000
2015-11-12,1205054000
2015-11-13,1194912000
2015-11-16,1219806000
2015-11-17,1212430000
2015-11-18,1240090000
2015-11-19,1249310000
2015-11-20,1258530000
2015-11-23,1254842000
2015-11-24,1270516000
2015-11-25,1293566000
2015-11-27,1291722000
2015-11-30,1257377510
2015-12-01,1286826380
2015-12-02,1247561220
2015-12-03,1215435180
2015-12-04,1229713420
2015-12-07,1215435180
2015-12-08,1173492850
2015-12-09,1146721150
2015-12-10,1159214610
2015-12-11,1142259200
2015-12-14,1105671210
2015-12-15,1108348380
2015-12-16,1145828760
2015-12-17,1102101650
2015-12-18,1083361460
2015-12-21,1093177750
2015-12-22,1106563600
2015-12-23,1127980960
2015-12-24,1136904860
2015-12-28,1121734230
2015-12-29,1128873350
2015-12-30,1114595110
2015-12-31,1100316870
2016-01-04,1074437560
2016-01-05,1092285360
2016-01-06,1052127809
2016-01-07,896851950
2016-01-08,899529120
2016-01-11,930762770
2016-01-12,937009500
2016-01-13,909345410
2016-01-14,933439940
2016-01-15,923623650
2016-01-19,880788929
2016-01-20,876326980
2016-01-21,883466100
2016-01-22,928977990
2016-01-25,892390000
2016-01-26,928977990
2016-01-27,936117110
2016-01-28,937901890
2016-01-29,969135540
2016-02-01,951287740
2016-02-02,937009500
2016-02-03,937009500
2016-02-04,961104030
2016-02-05,933439940
2016-02-08,894174780
2016-02-09,870972640
2016-02-10,893282390
2016-02-11,854909620
2016-02-12,911130190
2016-02-16,958426860
2016-02-17,974489880
2016-02-18,975382270
2016-02-19,960211640
2016-02-22,996799630
2016-02-23,999476799
2016-02-24,1038741960
2016-02-25,1059266929
2016-02-26,1075329950
2016-02-29,1027191199
2016-03-01,1061711560
2016-03-02,1100441720
2016-03-03,1124016600
2016-03-04,1114755040
2016-03-07,1134962080
2016-03-08,1094548000
2016-03-09,1118122880
2016-03-10,1106335440
2016-03-11,1133278160
2016-03-14,1118964840
2016-03-15,1107177400
2016-03-16,1129068360
2016-03-17,1140013840
2016-03-18,1155169120
2016-03-21,1144223640
2016-03-22,1146749520
2016-03-23,1102967600
2016-03-24,1172850280
2016-03-28,1161904800
2016-03-29,1163588720
2016-03-30,1147591480
2016-03-31,1202318880
2016-04-01,1187163600
2016-04-04,1162746760
2016-04-05,1176218120
2016-04-06,1196425160
2016-04-07,1216632200
2016-04-08,1220000040
2016-04-11,1209054560
2016-04-12,1206528680
2016-04-13,1241049040
2016-04-14,1233471400
2016-04-15,1238523160
2016-04-18,1232629440
2016-04-19,1227577680
2016-04-20,1243574920
2016-04-21,1230103560
2016-04-22,1212422400
2016-04-25,1190531440
2016-04-26,1200634960
2016-04-27,1221683960
2016-04-28,1148433440
2016-04-29,1142539720
2016-05-02,1161904800
2016-05-03,1127384440
2016-05-04,1106335440
2016-05-05,1092864080
2016-05-06,1089496240
2016-05-09,1100441720
2016-05-10,1105493480
2016-05-11,1082760560
2016-05-12,1079392720
2016-05-13,1061711560
2016-05-16,1069289199
2016-05-17,1074340960
2016-05-18,1065079400
2016-05-19,1065921360
2016-05-20,1087812320
2016-05-23,1071815080
2016-05-24,1151801280
2016-05-25,1140855800
2016-05-26,1148433440
2016-05-27,1161062840
2016-05-31,1177330580
2016-06-01,1184931710
2016-06-02,1189999130
2016-06-03,1189999130
2016-06-06,1196755690
2016-06-07,1226315640
2016-06-08,1238984190
2016-06-09,1229693920
2016-06-10,1196755690
2016-06-13,1170574020
2016-06-14,1166351170
2016-06-15,1183242570
2016-06-16,1189999130
2016-06-17,1205201390
2016-06-20,1223781930
2016-06-21,1228004780
2016-06-22,1255031020
2016-06-23,1273611560
2016-06-24,1251652740
2016-06-27,1191688270
2016-06-28,1233072200
2016-06-29,1271922420
2016-06-30,1284590970
2016-07-01,1305705220
2016-07-05,1282901830
2016-07-06,1303171510
2016-07-07,1307394360
2016-07-08,1360602270
2016-07-11,1362291410
2016-07-12,1380027380
2016-07-13,1386783940
2016-07-14,1379182809
2016-07-15,1387628510
2016-07-18,1381716520
2016-07-19,1375804530
2016-07-20,1394385070
2016-07-21,1386783940
2016-07-22,1381716520
2016-07-25,1380871950
2016-07-26,1396918780
2016-07-27,1390162220
2016-07-28,1403675340
2016-07-29,1325974900
2016-08-01,1327664040
2016-08-02,1301482370
2016-08-03,1314995490
2016-08-04,1316684630
2016-08-05,1328508610
2016-08-08,1320907480
2016-08-09,1328508610
2016-08-10,1309928070
2016-08-11,1320062910
2016-08-12,1293881240
2016-08-15,1319218340
2016-08-16,1313306350
2016-08-17,1289658390
2016-08-18,1288813820
2016-08-19,1291347530
2016-08-22,1298948660
2016-08-23,1362291410
2016-08-24,1341177160
2016-08-25,1344555440
2016-08-26,1319218340
2016-08-29,1326819470
2016-08-30,1339488020
2016-08-31,1333887700
2016-09-01,1307549790
2016-09-02,1305000960
2016-09-06,1297354470
2016-09-07,1335586920
2016-09-08,1328790040
2016-09-09,1262520460
2016-09-12,1296504860
2016-09-13,1280362270
2016-09-14,1282061490
2016-09-15,1290557590
2016-09-16,1264219680
2016-09-19,1299903300
2016-09-20,1268467730
2016-09-21,1293956030
2016-09-22,1329639650
2016-09-23,1333887700
2016-09-26,1365323270
2016-09-27,1394210010
2016-09-28,1397608450
2016-09-29,1367022490
2016-09-30,1369571320
2016-10-03,1353428730
2016-10-04,1333887700
2016-10-05,1355977560
2016-10-06,1377217810
2016-10-07,1350030290
2016-10-10,1350030290
2016-10-11,1353428730
2016-10-12,1344083020
2016-10-13,1327090820
2016-10-14,1333887700
2016-10-17,1354278340
2016-10-18,1353428730
2016-10-19,1327090820
2016-10-20,1283760710
2016-10-21,1252325140
2016-10-24,1270166950
2016-10-25,1245528260
2016-10-26,1243829040
2016-10-27,1207295810
2016-10-28,1221739180
2016-10-31,1235332940
2016-11-01,1220889570
2016-11-02,1203047760
2016-11-03,1207295810
2016-11-04,1226836840
2016-11-07,1244678650
2016-11-08,1248077090
2016-11-09,1244678650
2016-11-10,1283760710
2016-11-11,1304151350
2016-11-14,1336436530
2016-11-15,1327090820
2016-11-16,1277813440
2016-11-17,1289707980
2016-11-18,1296504860
2016-11-21,1310098620
2016-11-22,1319444330
2016-11-23,1338135750
2016-11-25,1351729510
2016-11-28,1362774440
2016-11-29,1377217810
2016-11-30,1348332480
2016-12-01,1283639760
2016-12-02,1282788540
2016-12-05,1313432460
2016-12-06,1368761759
2016-12-07,1408769100
2016-12-08,1469205720
2016-12-09,1464949620
2016-12-12,1458991080
2016-12-13,1452181320
2016-12-14,1389191040
2016-12-15,1383232500
2016-12-16,1407917880
2016-12-19,1398554460
2016-12-20,1398554460
2016-12-21,1411322759
2016-12-22,1383232500
2016-12-23,1374720299
2016-12-27,1384083720
2016-12-28,1362803220
2016-12-29,1365356880
2016-12-30,1345778820
2017-01-03,1381530060
2017-01-04,1443669120
2017-01-05,1453883759
2017-01-06,1379827620
2017-01-09,1375571520
2017-01-10,1383232500
2017-01-11,1413025200
2017-01-12,1417281299
2017-01-13,1383232500
2017-01-17,1417281299
2017-01-18,1405364220
2017-01-19,1379827620
2017-01-20,1391744700
2017-01-23,1385786160
2017-01-24,1425793500
2017-01-25,1437710580
2017-01-26,1460693520
2017-01-27,1413876420
2017-01-30,1395149580
2017-01-31,1394298360
2017-02-01,1393447140
2017-02-02,1384083720
2017-02-03,1396000799
2017-02-06,1404513000
2017-02-07,1389191040
2017-02-08,1383232500
2017-02-09,1389191040
2017-02-10,1408769100
2017-02-13,1392595920
2017-02-14,1371315420
2017-02-15,1418983740
2017-02-16,1424942279
2017-02-17,1425793500
2017-02-21,1453032540
2017-02-22,1437710580
2017-02-23,1441115460
2017-02-24,1467503279
2017-02-27,1515171600
2017-02-28,1516648750
2017-03-01,1538864450
2017-03-02,1520921000
2017-03-03,1544845599
2017-03-06,1542282250
2017-03-07,1554244550
2017-03-08,1601239299
2017-03-09,1575605800
2017-03-10,1592694800
2017-03-13,1587568099
2017-03-14,1582441400
2017-03-15,1615764950
2017-03-16,1675576450
2017-03-17,1663614150
2017-03-20,1655924100
2017-03-21,1633708400
2017-03-22,1632853950
2017-03-23,1650797400
2017-03-24,1675576450
2017-03-27,1654215200
2017-03-28,1693519900
2017-03-29,1700355499
2017-03-30,1708045549
2017-03-31,1698646600
2017-04-03,1689247650
2017-04-04,1667886400
2017-04-05,1661050800
2017-04-06,1698646600
2017-04-07,1686684299
2017-04-10,1713172250
2017-04-11,1712317800
2017-04-12,1712317800
2017-04-13,1716590050
2017-04-17,1755894750
2017-04-18,1767002600
2017-04-19,1768711500
2017-04-20,1749059150
2017-04-21,1745641350
2017-04-24,1746495800
2017-04-25,1746495800
2017-04-26,1808870650
2017-04-27,1805452850
2017-04-28,1760167000
2017-05-01,1762730350
2017-05-02,1733679050
2017-05-03,1717444500
2017-05-04,1726843450
2017-05-05,1738805750
2017-05-08,1746495800
2017-05-09,1778964900
2017-05-10,1788363850
2017-05-11,1790927200
2017-05-12,1786654950
2017-05-15,1819124050
2017-05-16,1838776400
2017-05-17,1778964900
2017-05-18,1793490549
2017-05-19,1831940800
2017-05-22,1833649700
2017-05-23,1809725100
2017-05-24,1818269600
2017-05-25,1819978500
2017-05-26,1821687400
2017-05-30,1815706250
2017-05-31,1803734520
2017-06-01,1830386460
2017-06-02,1874233200
2017-06-05,1838983860
2017-06-06,1842422820
2017-06-07,1838124120
2017-06-08,1836404640
2017-06-09,1843282560
2017-06-12,1854459180
2017-06-13,1884550080
2017-06-14,1888848780
2017-06-15,1864776060
2017-06-16,1859617620
2017-06-19,1901744880
2017-06-20,1918079940
2017-06-21,1919799419
2017-06-22,1911202020
2017-06-23,1926677340
2017-06-26,1958487720
2017-06-27,1961926680
2017-06-28,2068534440
2017-06-29,2043601980
2017-06-30,2060796780
2017-07-03,2048760419
2017-07-05,2050479900
2017-07-06,2013511080
2017-07-07,2068534440
2017-07-10,2078851320
2017-07-11,2054778599
2017-07-12,2042742240
2017-07-13,2039303280
2017-07-14,2034144840
2017-07-17,2032425360
2017-07-18,2005773419
2017-07-19,2014370820
2017-07-20,2008352640
2017-07-21,2003194200
2017-07-24,2011791599
2017-07-25,2030705880
2017-07-26,1992877320
2017-07-27,1989438360
2017-07-28,1980840960
2017-07-31,1970524080
2017-08-01,2010931860
2017-08-02,1983420180
2017-08-03,1986859140
2017-08-04,2014370820
2017-08-07,2022108480
2017-08-08,2005773419
2017-08-09,1994596800
2017-08-10,1934415000
2017-08-11,1951609800
2017-08-14,1985999400
2017-08-15,1990298099
2017-08-16,2028126660
2017-08-17,1947311099
2017-08-18,1909482540
2017-08-21,1920659160
2017-08-22,1918939680
2017-08-23,1898305919
2017-08-24,1875952680
2017-08-25,1887129300
2017-08-28,1837264380
2017-08-29,1809752700
2017-08-30,1819209840
2017-08-31,1857969399
2017-09-01,1874465390
2017-09-05,1844946250
2017-09-06,1851023720
2017-09-07,1843209830
2017-09-08,1858837610
2017-09-11,1877938230
2017-09-12,1896170640
2017-09-13,1849287300
2017-09-14,1857101190
2017-09-15,1839736990
2017-09-18,1849287300
2017-09-19,1847550880
2017-09-20,1798062910
2017-09-21,1804140380
2017-09-22,1812822480
2017-09-25,1833659520
2017-09-26,1859705820
2017-09-27,1876201810
2017-09-28,1929162620
2017-09-29,2094122520
2017-10-02,2144478700
2017-10-03,2140137649
2017-10-04,2202648770
2017-10-05,2226090440
2017-10-06,2251268530
2017-10-09,2285128720
2017-10-10,2321593540
2017-10-11,2359794780
2017-10-12,2379763610
2017-10-13,2334616690
2017-10-16,2358058360
2017-10-17,2358926570
2017-10-18,2346771630
2017-10-19,2346771630
2017-10-20,2348508050
2017-10-23,2338089530
2017-10-24,2395391390
2017-10-25,2338089530
2017-10-26,2335484900
2017-10-27,2348508050
2017-10-30,2343298790
2017-10-31,2381500030
2017-11-01,2391050340
2017-11-02,2319857120
2017-11-03,2354585520
2017-11-06,2429251580
2017-11-07,2464848190
2017-11-08,2460507140
2017-11-09,2475266710
2017-11-10,2440538310
2017-11-13,2469189240
2017-11-14,2487421650
2017-11-15,2487421650
2017-11-16,2463979980
2017-11-17,2509995110
2017-11-20,2490894490
2017-11-21,2521281840
2017-11-22,2509126900
2017-11-24,2526491100
2017-11-27,2503049430
2017-11-28,2604630000
2017-11-29,2651513340
2017-11-30,2725069253
2017-12-01,2674669375
2017-12-04,2645993583
2017-12-05,2617317790
2017-12-06,2614710900
2017-12-07,2659896998
2017-12-08,2707689985
2017-12-11,2686834863
2017-12-12,2682490046
2017-12-13,2665979741
2017-12-14,2674669375
2017-12-15,2700738278
2017-12-18,2752007119
2017-12-19,2666848705
2017-12-20,2685965900
2017-12-21,2751138156
2017-12-22,2739841631
2017-12-26,2752876082
2017-12-27,2765041570
2017-12-28,2802406997
2017-12-29,2776338094
2018-01-02,2798062180
2018-01-03,2923192911
2018-01-04,2879744740
2018-01-05,2902337789
2018-01-08,2939703216
2018-01-09,2971854862
2018-01-10,2984889313
2018-01-11,3352460835
2018-01-12,3213426690
2018-01-16,3071785654
2018-01-17,3116971751
2018-01-18,3042240898
2018-01-19,3040502971
2018-01-22,3043109861
2018-01-23,3037896081
2018-01-24,3002268581
2018-01-25,2934489435
2018-01-26,2881482667
2018-01-29,2838034497
2018-01-30,2821524192
2018-01-31,2738972668
2018-02-01,2748531265
2018-02-02,2667717668
2018-02-05,2613841937
2018-02-06,2710296875
2018-02-07,2653814254
2018-02-08,2533028340
2018-02-09,2556490352
2018-02-12,2626876388
2018-02-13,2645993583
2018-02-14,2718117546
2018-02-15,2712903766
2018-02-16,2749400229
2018-02-20,2671193522
2018-02-21,2657290107
2018-02-22,2623400534
2018-02-23,2592117852
2018-02-26,2569524803
2018-02-27,2489580169
2018-02-28,2430372750
2018-03-01,2440882470
2018-03-02,2461026100
2018-03-05,2496934310
2018-03-06,2542476430
2018-03-07,2532842520
2018-03-08,2513574700
2018-03-09,2559116820
2018-03-12,2595025030
2018-03-13,2621299330
2018-03-14,2533718330
2018-03-15,2468032580
2018-03-16,2509195650
2018-03-19,2510947270
2018-03-20,2552986150
2018-03-21,2604658940
2018-03-22,2525836040
2018-03-23,2585391120
2018-03-26,2487300400
2018-03-27,2463653530
2018-03-28,2428621130
2018-03-29,2491679450
2018-04-02,2436503420
2018-04-03,2447888950
2018-04-04,2564371680
2018-04-05,2619547710
2018-04-06,2546855480
2018-04-09,2504816600
2018-04-10,2486424590
2018-04-11,2480293920
2018-04-12,2498685930
2018-04-13,2491679450
2018-04-16,2538973190
2018-04-17,2558241010
2018-04-18,2544228050
2018-04-19,2351549850
2018-04-20,2304256110
2018-04-23,2294622200
2018-04-24,2249955890
2018-04-25,2283236670
2018-04-26,2334033650
2018-04-27,2371693480
2018-04-30,2325275550
2018-05-01,2372569290
2018-05-02,2359432140
2018-05-03,2416359790
2018-05-04,2415483980
2018-05-07,2414608170
2018-05-08,2412856550
2018-05-09,2290243150
2018-05-10,2291118960
2018-05-11,2295498010
2018-05-14,2303380300
2018-05-15,2207041200
2018-05-16,2219302540
2018-05-17,2261341420
2018-05-18,2324399740
2018-05-21,2324399740
2018-05-22,2267472090
2018-05-23,2300752870
2018-05-24,2289367340
2018-05-25,2322648120
2018-05-29,2360307950
2018-05-30,2348922420
2018-05-31,2316629340
2018-06-01,2321906400
2018-06-04,2346532680
2018-06-05,2325424440
2018-06-06,2369399940
2018-06-07,2347412190
2018-06-08,2425688580
2018-06-11,2433604170
2018-06-12,2491651830
2018-06-13,2309593260
2018-06-14,2305195710
2018-06-15,2293762080
2018-06-18,2257702170
2018-06-19,2277051390
2018-06-20,2317508850
2018-06-21,2294641590
2018-06-22,2264738250
2018-06-25,2186461860
2018-06-26,2237473440
2018-06-27,2195256960
2018-06-28,2232196380
2018-06-29,2395785240
2018-07-02,2282328450
2018-07-03,2327183460
2018-07-05,2328942480
2018-07-06,2348291700
2018-07-09,2416893480
2018-07-10,2423050050
2018-07-11,2399303280
2018-07-12,2372917980
2018-07-13,2373797490
2018-07-16,2375556510
2018-07-17,2416893480
2018-07-18,2364122880
2018-07-19,2373797490
2018-07-20,2291123550
2018-07-23,2267376780
2018-07-24,2189100390
2018-07-25,2094113310
2018-07-26,2130173220
2018-07-27,2073884579
2018-07-30,2056294380
2018-07-31,2088836250
2018-08-01,2108185470
2018-08-02,2051896829
2018-08-03,2060691930
2018-08-06,2078282130
2018-08-07,2134570770
2018-08-08,2124016649
2018-08-09,2131052730
2018-08-10,2113462530
2018-08-13,2044860750
2018-08-14,2060691930
2018-08-15,2039583690
2018-08-16,2087077230
2018-08-17,2072125560
2018-08-20,2113462530
2018-08-21,2226919320
2018-08-22,2202293040
2018-08-23,2186461860
2018-08-24,2206690590
2018-08-27,2240991480
2018-08-28,2231316870
2018-08-29,2215485690
2018-08-30,2177666760
2018-08-31,2196690300
2018-09-04,2191386420
2018-09-05,2223209700
2018-09-06,2217905820
2018-09-07,2175474780
2018-09-10,2186082540
2018-09-11,2213485920
2018-09-12,2247077160
2018-09-13,2227629600
2018-09-14,2281552380
2018-09-17,2225861640
2018-09-18,2280668400
2018-09-19,2276248500
2018-09-20,2225861640
2018-09-21,2242657260
2018-09-24,2256800940
2018-09-25,2235585420
2018-09-26,2166634980
2018-09-27,2107408320
2018-09-28,2113596180
2018-10-01,2095032600
2018-10-02,2136579660
2018-10-03,2067629220
2018-10-04,2037573900
2018-10-05,2005750620
2018-10-08,2057905440
2018-10-09,1976579280
2018-10-10,1911164760
2018-10-11,1849286160
2018-10-12,1828954620
2018-10-15,1831606560
2018-10-16,1901440980
2018-10-17,1847518199
2018-10-18,1813042980
2018-10-19,1738788660
2018-10-22,1662766380
2018-10-23,1695473640
