,FTV
2021-02-17,22889359999
2021-02-18,22581234000
2021-02-19,22750534000
2021-02-22,22716674000
2021-02-23,22835184000
2021-02-24,22902904000
2021-02-25,22452566000
2021-02-26,22286651999
2021-03-01,23018028000
2021-03-02,23055274000
2021-03-03,22933378000
2021-03-04,22499970000
2021-03-05,22726832000
2021-03-08,23309224000
2021-03-09,23431120000
2021-03-10,23519155999
2021-03-11,23085748000
2021-03-12,22885974000
2021-03-15,23275364000
2021-03-16,22648954000
2021-03-17,22848728000
2021-03-18,23072204000
2021-03-19,22916448000
2021-03-22,23095905999
2021-03-23,22923220000
2021-03-24,23451436000
2021-03-25,23779878000
2021-03-26,24128636000
2021-03-29,23844212000
2021-03-30,24179426000
2021-03-31,23918704000
2021-04-01,24006740000
2021-04-05,24416436000
2021-04-06,24165280000
2021-04-07,24233160000
2021-04-08,23842850000
2021-04-09,24083823999
2021-04-12,24966264000
2021-04-13,24766018000
2021-04-14,24562378000
2021-04-15,24508073999
2021-04-16,24565772000
2021-04-19,24555589999
2021-04-20,24626864000
2021-04-21,25085054000
2021-04-22,24952688000
2021-04-23,25102023999
2021-04-26,25006992000
2021-04-27,25183480000
2021-04-28,25193662000
2021-04-29,25407484000
2021-04-30,24036307999
2021-05-03,24182250000
2021-05-04,24382496000
2021-05-05,24331586000
2021-05-06,24589530000
2021-05-07,24715107999
2021-05-10,24311222000
2021-05-11,23808910000
2021-05-12,23208172000
2021-05-13,23578118000
2021-05-14,23965034000
2021-05-17,23954852000
2021-05-18,23500056000
2021-05-19,23459328000
2021-05-20,23927700000
2021-05-21,24290857999
2021-05-24,24423223999
2021-05-25,24311222000
2021-05-26,24419830000
2021-05-27,24528438000
2021-05-28,24613288000
2021-06-01,24501286000
2021-06-02,24925536000
2021-06-03,24962870000
2021-06-04,24932323999
2021-06-07,24687956000
2021-06-08,24446982000
2021-06-09,24121157999
2021-06-10,23917518000
2021-06-11,24246736000
2021-06-14,24134734000
2021-06-15,24273888000
2021-06-16,23819092000
2021-06-17,23588300000
2021-06-18,23401630000
2021-06-21,23595088000
2021-06-22,23618846000
2021-06-23,23442357999
2021-06-24,23581512000
2021-06-25,23734242000
2021-06-28,23829273999
2021-06-29,23815698000
2021-06-30,23669756000
2021-07-01,23958246000
2021-07-02,25381408000
2021-07-06,25029686000
2021-07-07,25374230000
2021-07-08,24968672999
2021-07-09,25367052000
2021-07-12,25284505000
2021-07-13,25331162000
2021-07-14,25399353000
2021-07-15,25266560000
2021-07-16,25090699000
2021-07-19,24537993000
2021-07-20,25051220000
2021-07-21,24965084000
2021-07-22,24821524000
2021-07-23,24875359000
2021-07-26,24753333000
2021-07-27,24681553000
2021-07-28,24706676000
2021-07-29,24778456000
2021-07-30,26077674000
2021-08-02,26379150000
2021-08-03,26763172999
2021-08-04,26415039999
2021-08-05,26382739000
2021-08-06,26734461000
2021-08-09,26612435000
2021-08-10,26741639000
2021-08-11,26910322000
2021-08-12,27136429000
2021-08-13,27262043999
2021-08-16,27154374000
2021-08-17,26831364000
2021-08-18,26529888000
2021-08-19,26364793999
2021-08-20,26354027000
2021-08-23,26239179000
2021-08-24,26450930000
2021-08-25,26687804000
2021-08-26,26364793999
2021-08-27,26583722999
2021-08-30,26601668000
2021-08-31,26511943000
2021-09-01,26526299000
2021-09-02,26899555000
2021-09-03,27096950000
2021-09-07,26476053000
2021-09-08,26616024000
2021-09-09,27197442000
2021-09-10,27028759000
2021-09-13,26870843000
2021-09-14,26910322000
2021-09-15,26809830000
2021-09-16,26633968999
2021-09-17,26106386000
2021-09-20,25743897000
2021-09-21,25923347000
2021-09-22,26271480000
2021-09-23,26418629000
2021-09-24,26293014000
2021-09-27,26303781000
2021-09-28,26020250000
2021-09-29,25959237000
2021-09-30,25327572999
2021-10-01,25517486000
2021-10-04,25542637000
2021-10-05,25488742000
2021-10-06,25301906000
2021-10-07,25664799000
2021-10-08,25424068000
2021-10-11,25319871000
2021-10-12,25133035000
2021-10-13,25535450999
2021-10-14,25980983000
2021-10-15,26106738000
2021-10-18,26092366000
2021-10-19,26534304999
2021-10-20,26739106000
2021-10-21,26893604999
2021-10-22,26731920000
2021-10-25,26724734000
2021-10-26,26760664000
2021-10-27,26613350999
2021-10-28,26933127999
2021-10-29,27202602999
2021-11-01,27522379999
2021-11-02,27662507000
2021-11-03,27569089000
2021-11-04,28046958000
2021-11-05,28280502999
2021-11-08,28064923000
2021-11-09,28251759000
2021-11-10,28237387000
2021-11-11,27888866000
2021-11-12,28115225000
2021-11-15,28036179000
2021-11-16,28226608000
2021-11-17,28409850999
2021-11-18,28302061000
2021-11-19,28431409000
2021-11-22,28262538000
2021-11-23,28158341000
2021-11-24,28036179000
2021-11-26,27206196000
2021-11-29,27389439000
2021-11-30,26541491000
2021-12-01,26422922000
2021-12-02,26678025000
2021-12-03,26778629000
2021-12-06,26775036000
2021-12-07,26983429999
2021-12-08,27181045000
2021-12-09,26997802000
2021-12-10,27004988000
2021-12-13,26918756000
2021-12-14,26591793000
2021-12-15,27051697000
2021-12-16,27069662000
2021-12-17,26189377000
2021-12-20,25689950000
2021-12-21,26081587000
2021-12-22,26103145000
2021-12-23,26767850000
2021-12-27,27080441000
2021-12-28,27173859000
2021-12-29,27238533000
2021-12-30,27317579000
2021-12-31,27410997000
2022-01-03,26433700999
2022-01-04,26541491000
2022-01-05,25980983000
2022-01-06,26031285000
2022-01-07,25851635000
2022-01-10,25901937000
2022-01-11,26379806000
2022-01-12,26498375000
2022-01-13,26419329000
2022-01-14,26049250000
2022-01-18,26142668000
2022-01-19,25955832000
2022-01-20,25621683000
2022-01-21,25783368000
2022-01-24,25855227999
2022-01-25,25107884000
2022-01-26,25018059000
2022-01-27,24669538000
2022-01-28,25046802999
2022-01-31,25345022000
2022-02-01,25377359000
2022-02-02,25733066000
2022-02-03,23731765000
2022-02-04,23135327000
2022-02-07,22952084000
2022-02-08,23559300999
2022-02-09,23886264000
2022-02-10,23627568000
2022-02-11,23447918000
2022-02-14,23372465000
2022-02-15,23602417000
2022-02-16,23483848000
2022-02-17,22768841000
2022-02-18,22905375000
2022-02-22,22887410000
2022-02-23,22477808000
2022-02-24,23128141000
2022-02-25,23530557000
2022-02-28,23264675000
2022-03-01,22765248000
2022-03-02,23067060000
2022-03-03,22592784000
2022-03-04,21773580000
2022-03-07,20760354000
2022-03-08,20224997000
2022-03-09,21015457000
2022-03-10,20293264000
2022-03-11,20207032000
2022-03-14,20465728000
2022-03-15,20476507000
2022-03-16,21407094000
2022-03-17,21917300000
2022-03-18,22240670000
2022-03-21,22053834000
2022-03-22,22068206000
2022-03-23,21669383000
2022-03-24,22032276000
2022-03-25,22114915000
2022-03-28,22305344000
2022-03-29,22736504000
2022-03-30,22323309000
2022-03-31,21892149000
2022-04-01,21852062459
2022-04-04,21952979126
2022-04-05,21570937460
2022-04-06,21365499960
2022-04-07,21534895793
2022-04-08,21430374960
2022-04-11,21210520794
2022-04-12,21124020794
2022-04-13,21318645793
2022-04-14,20969041627
2022-04-18,20853708294
2022-04-19,21293416627
2022-04-20,21610583293
2022-04-21,21516874960
2022-04-22,20832083294
2022-04-25,20850104128
2022-04-26,20511312462
2022-04-27,20806854128
2022-04-28,21134833294
2022-04-29,20723958295
2022-05-02,21181687460
2022-05-03,21477229126
2022-05-04,22601729124
2022-05-05,22014249959
2022-05-06,21906124959
2022-05-09,21347479127
2022-05-10,21051937461
2022-05-11,20752791628
2022-05-12,20734770794
2022-05-13,21084374961
2022-05-16,20947416627
2022-05-17,21480833293
2022-05-18,20828479128
2022-05-19,21113208294
2022-05-20,21001479127
2022-05-23,21145645794
2022-05-24,21253770794
2022-05-25,21315041627
2022-05-26,21841249959
2022-05-27,22345833292
2022-05-31,22262937458
2022-06-01,22118770792
2022-06-02,22756708291
2022-06-03,22554874958
2022-06-06,22706249958
2022-06-07,22947729124
2022-06-08,22695437458
2022-06-09,22032270792
2022-06-10,21322249960
2022-06-13,20572583295
2022-06-14,20208562462
2022-06-15,20413999962
2022-06-16,19372395797
2022-06-17,19303916630
2022-06-21,19487729130
2022-06-22,19657124963
2022-06-23,19740020796
2022-06-24,20284249962
2022-06-27,20075208296
2022-06-28,19797687463
2022-06-29,19653520796
2022-06-30,19599458297
2022-07-01,19489824000
2022-07-05,19507584000
2022-07-06,19564416000
2022-07-07,19862784000
2022-07-08,19894752000
2022-07-11,19710048000
2022-07-12,19450752000
2022-07-13,19280256000
2022-07-14,19060032000
2022-07-15,19500480000
2022-07-18,19276704000
2022-07-19,20104320000
2022-07-20,20313888000
2022-07-21,20882208000
2022-07-22,20750784000
2022-07-25,20711712000
2022-07-26,20679744000
2022-07-27,21134400000
2022-07-28,22189344000
2022-07-29,22892640000
2022-08-01,22885536000
2022-08-02,22793184000
2022-08-03,23187456000
2022-08-04,23297568000
2022-08-05,23183904000
2022-08-08,23251391999
2022-08-09,23066688000
2022-08-10,23674080000
2022-08-11,23897856000
2022-08-12,24334752000
2022-08-15,24327648000
2022-08-16,24388032000
2022-08-17,24167808000
2022-08-18,24270816000
2022-08-19,23997312000
2022-08-22,23325984000
2022-08-23,23368608000
2022-08-24,23421888000
2022-08-25,23791296000
2022-08-26,22995648000
2022-08-29,22807391999
2022-08-30,22597824000
2022-08-31,22494816000
2022-09-01,22473504000
2022-09-02,22224864000
2022-09-06,22402464000
2022-09-07,23031168000
2022-09-08,23183904000
2022-09-09,23450304000
2022-09-12,23769984000
2022-09-13,22796736000
2022-09-14,22761216000
2022-09-15,22832256000
2022-09-16,22278144000
2022-09-19,22700832000
2022-09-20,22473504000
2022-09-21,22100544000
2022-09-22,21628128000
2022-09-23,21265824000
2022-09-26,21031392000
2022-09-27,20821824000
2022-09-28,21450528000
2022-09-29,21031392000
2022-09-30,20626540000
2022-10-03,21450894000
2022-10-04,22031126000
2022-10-05,21900220000
2022-10-06,21737472000
2022-10-07,21249228000
2022-10-10,21079404000
2022-10-11,20909580000
2022-10-12,20877738000
2022-10-13,21334140000
2022-10-14,20828206000
2022-10-17,21422590000
2022-10-18,21815308000
2022-10-19,21465046000
2022-10-20,21079404000
2022-10-21,21741010000
2022-10-24,22204488000
2022-10-25,22611358000
2022-10-26,22162032000
2022-10-27,22137266000
2022-10-28,22717497999
2022-10-31,22607820000
2022-11-01,22621972000
2022-11-02,22024050000
2022-11-03,22087734000
2022-11-04,22851942000
2022-11-07,22834252000
2022-11-08,22855479999
2022-11-09,22763492000
2022-11-10,24023020000
2022-11-11,24224686000
2022-11-14,23672758000
2022-11-15,23612612000
2022-11-16,23722290000
2022-11-17,23492320000
2022-11-18,23566618000
2022-11-21,23778897999
2022-11-22,23973488000
2022-11-23,24019482000
2022-11-25,24083165999
2022-11-28,23226970000
2022-11-29,23209279999
2022-11-30,23899190000
2022-12-01,24019482000
2022-12-02,24143312000
2022-12-05,23782436000
2022-12-06,23538314000
2022-12-07,23495858000
2022-12-08,23548928000
2022-12-09,23251736000
2022-12-12,23715214000
2022-12-13,23973488000
2022-12-14,23655068000
2022-12-15,22774106000
2022-12-16,22586592000
2022-12-19,22505218000
2022-12-20,22579516000
2022-12-21,23021765999
2022-12-22,22621972000
2022-12-23,22696270000
2022-12-27,22756415999
2022-12-28,22448610000
2022-12-29,22908550000
2022-12-30,22731650000
2023-01-03,22725872000
2023-01-04,23061792000
2023-01-05,22605648000
2023-01-06,23174944000
2023-01-09,23270416000
2023-01-10,23380032000
2023-01-11,23694736000
2023-01-12,23719488000
2023-01-13,23843248000
2023-01-17,23807888000
2023-01-18,23457824000
2023-01-19,23026432000
2023-01-20,23143120000
2023-01-23,23645232000
2023-01-24,23776064000
2023-01-25,23606336000
2023-01-26,23662912000
2023-01-27,23694736000
2023-01-30,23418928000
2023-01-31,24055408000
2023-02-01,23291632000
2023-02-02,23977616000
2023-02-03,24426688000
2023-02-06,24377184000
2023-02-07,24515088000
2023-02-08,24433759999
2023-02-09,24122592000
2023-02-10,24090768000
2023-02-13,24462048000
2023-02-14,24405472000
2023-02-15,24589344000
2023-02-16,24292320000
2023-02-17,24525696000
2023-02-21,23677055999
2023-02-22,23383568000
2023-02-23,23726559999
2023-02-24,23694736000
2023-02-27,23556832000
2023-02-28,23570976000
2023-03-01,23613408000
2023-03-02,23935184000
2023-03-03,24097840000
2023-03-06,24005904000
2023-03-07,23751312000
2023-03-08,23744240000
2023-03-09,23390640000
2023-03-10,22778912000
2023-03-13,22616256000
2023-03-14,23415392000
2023-03-15,22764768000
2023-03-16,23167872000
2023-03-17,22605648000
2023-03-20,23136048000
2023-03-21,23316384000
2023-03-22,23012288000
2023-03-23,22817808000
2023-03-24,23075936000
2023-03-27,23319920000
2023-03-28,23433072000
2023-03-29,23786672000
2023-03-30,23811424000
2023-03-31,24064010000
2023-04-03,23933400000
2023-04-04,23128560000
2023-04-05,22842629999
2023-04-06,22719080000
2023-04-10,22937940000
2023-04-11,22962650000
2023-04-12,23590990000
2023-04-13,23732190000
2023-04-14,23711010000
2023-04-17,23767490000
2023-04-18,23714540000
2023-04-19,23485090000
2023-04-20,23407430000
2023-04-21,23576870000
2023-04-24,23605110000
2023-04-25,23057959999
2023-04-26,22260180000
2023-04-27,22450800000
2023-04-28,22270770000
2023-05-01,22549640000
2023-05-02,22542580000
2023-05-03,22592000000
2023-05-04,22500220000
2023-05-05,22846160000
2023-05-08,22874400000
2023-05-09,22779090000
2023-05-10,22786150000
2023-05-11,22641420000
2023-05-12,22772030000
2023-05-15,23181510000
2023-05-16,22772030000
2023-05-17,22983830000
2023-05-18,23259170000
2023-05-19,23192100000
2023-05-22,23446260000
2023-05-23,22955590000
2023-05-24,22521400000
2023-05-25,22987360000
2023-05-26,23940459999
2023-05-30,23735720000
2023-05-31,22983830000
2023-06-01,23110910000
2023-06-02,23746310000
2023-06-05,23612170000
2023-06-06,23732190000
2023-06-07,24293459999
2023-06-08,24145200000
2023-06-09,24056950000
2023-06-12,24162850000
2023-06-13,24618220000
2023-06-14,24533500000
2023-06-15,25405410000
2023-06-16,25352459999
2023-06-20,25239500000
2023-06-21,25140660000
2023-06-22,25041820000
2023-06-23,25073590000
2023-06-26,25426590000
2023-06-27,25790180000
2023-06-28,25733700000
2023-06-29,25959620000
2023-06-30,26326517000
2023-07-03,26027232000
2023-07-05,25717384000
2023-07-06,25428662000
2023-07-07,25474434999
2023-07-10,26062442000
2023-07-11,26270181000
2023-07-12,26425105000
2023-07-13,26358206000
2023-07-14,26115257000
2023-07-17,26315954000
2023-07-18,26252576000
2023-07-19,26182156000
2023-07-20,26175114000
2023-07-21,26150467000
2023-07-24,26065963000
2023-07-25,26111736000
2023-07-26,27020154000
2023-07-27,26882834999
2023-07-28,27111700000
2023-07-31,27587034999
2023-08-01,27572951000
2023-08-02,27562388000
2023-08-03,27520136000
2023-08-04,27245498000
2023-08-07,27618724000
2023-08-08,27720833000
2023-08-09,27784211000
2023-08-10,27942656000
2023-08-11,27960261000
2023-08-14,28094059000
2023-08-15,27854631000
2023-08-16,27717312000
2023-08-17,27245498000
2023-08-18,26787768000
2023-08-21,26928608000
2023-08-22,26942692000
2023-08-23,27389859000
2023-08-24,26777205000
2023-08-25,27118742000
2023-08-28,27291271000
2023-08-29,27671539000
2023-08-30,27882799000
2023-08-31,27763084999
2023-09-01,27822942000
2023-09-05,27252540000
2023-09-06,27351128000
2023-09-07,27692665000
2023-09-08,27308876000
2023-09-11,27643371000
2023-09-12,26925087000
2023-09-13,26696221999
2023-09-14,26837062000
2023-09-15,26756079000
2023-09-18,26921565999
2023-09-19,26643407000
2023-09-20,26425105000
2023-09-21,26027232000
2023-09-22,26153988000
2023-09-25,26344121999
2023-09-26,25794846000
2023-09-27,25911039000
2023-09-28,26185677000
2023-09-29,26052408000
2023-10-02,25890810000
2023-10-03,25771368000
2023-10-04,25975122000
2023-10-05,26206979999
2023-10-06,26509097999
2023-10-09,26505585000
2023-10-10,26863911000
2023-10-11,27106308000
2023-10-12,26695287000
2023-10-13,26038356000
2023-10-16,26228058000
2023-10-17,26396682000
2023-10-18,25321704000
2023-10-19,24977429999
2023-10-20,24675312000
2023-10-23,24594513000
2023-10-24,24678825000
2023-10-25,22693979999
2023-10-26,22869629999
2023-10-27,22845039000
2023-10-30,22848552000
2023-10-31,22932864000
2023-11-01,22901247000
2023-11-02,22975020000
2023-11-03,23168235000
2023-11-06,23041767000
2023-11-07,22820447999
2023-11-08,22975020000
2023-11-09,22953942000
2023-11-10,23126079000
2023-11-13,22946915999
2023-11-14,23516022000
2023-11-15,23691672000
2023-11-16,23758419000
2023-11-17,23923529999
2023-11-20,23775984000
2023-11-21,23681133000
2023-11-22,23828679000
2023-11-24,23730315000
2023-11-27,23691672000
2023-11-28,23712750000
2023-11-29,23786522999
2023-11-30,24232674000
2023-12-01,24345090000
2023-12-04,24425889000
2023-12-05,23993790000
2023-12-06,24127284000
2023-12-07,24260778000
2023-12-08,24201057000
2023-12-11,24826371000
2023-12-12,24952839000
2023-12-13,25009047000
2023-12-14,25669490999
2023-12-15,25321704000
2023-12-18,25356834000
2023-12-19,25571127000
2023-12-20,25153079999
2023-12-21,25497354000
2023-12-22,25606257000
2023-12-26,25799472000
2023-12-27,25887297000
2023-12-28,25848654000
2023-12-29,25866219000
2024-01-02,25417359000
2024-01-03,24984768000
2024-01-04,25153584000
2024-01-05,25125448000
2024-01-08,25364604000
2024-01-09,25276679000
2024-01-10,25259093999
2024-01-11,25230958000
2024-01-12,25280196000
2024-01-16,25100829000
2024-01-17,24935530000
2024-01-18,25174686000
2024-01-19,25417359000
2024-01-22,25923806999
2024-01-23,26138343999
2024-01-24,25934358000
2024-01-25,26127793000
2024-01-26,26015249000
2024-01-29,26268473000
2024-01-30,26271990000
2024-01-31,27495906000
2024-02-01,28920291000
2024-02-02,29198134000
2024-02-05,28937876000
2024-02-06,28681135000
2024-02-07,28955461000
2024-02-08,28923808000
2024-02-09,29085590000
2024-02-12,29240338000
2024-02-13,29022284000
2024-02-14,29395086000
2024-02-15,29757337000
2024-02-16,29655343999
2024-02-20,29451358000
2024-02-21,29686997000
2024-02-22,30137173000
2024-02-23,30284887000
2024-02-26,30253234000
2024-02-27,30288404000
2024-02-28,30348193000
2024-02-29,29940221000
2024-03-01,30119588000
2024-03-04,29820643000
2024-03-05,29592038000
2024-03-06,29623691000
2024-03-07,29898017000
2024-03-08,29912085000
2024-03-11,29848779000
2024-03-12,30316540000
2024-03-13,30056281999
2024-03-14,30168826000
2024-03-15,30017594999
2024-03-18,29971874000
2024-03-19,30021112000
2024-03-20,30203996000
2024-03-21,30316540000
2024-03-22,30126622000
2024-03-25,29694031000
2024-03-26,29855813000
2024-03-27,30253234000
2024-03-28,30253234000
2024-04-01,29727006000
2024-04-02,29797265999
2024-04-03,29769162000
2024-04-04,29428401000
2024-04-05,29604051000
2024-04-08,29586486000
2024-04-09,29575947000
2024-04-10,29238699000
2024-04-11,29330037000
2024-04-12,28950633000
2024-04-15,28666079999
2024-04-16,28469352000
2024-04-17,28174260000
2024-04-18,28167234000
2024-04-19,27924837000
2024-04-22,28230468000
2024-04-23,28349910000
2024-04-24,26716365000
2024-04-25,26772572999
2024-04-26,26688261000
2024-04-29,27050100000
2024-04-30,26442351000
2024-05-01,26502072000
2024-05-02,26733929999
2024-05-03,26726904000
2024-05-06,27043074000
2024-05-07,27064152000
2024-05-08,26884989000
2024-05-09,27218724000
2024-05-10,27007944000
2024-05-13,26990379000
2024-05-14,27215211000
2024-05-15,27327627000
2024-05-16,27166029000
2024-05-17,27106308000
2024-05-20,27099282000
2024-05-21,27085229999
2024-05-22,27074690999
2024-05-23,26551254000
2024-05-24,26660157000
2024-05-28,26192928000
2024-05-29,25662465000
2024-05-30,25848654000
2024-05-31,26150772000
2024-06-03,25627335000
2024-06-04,25567614000
2024-06-05,25873245000
2024-06-06,25732725000
2024-06-07,25557075000
2024-06-10,25697595000
2024-06-11,25588692000
2024-06-12,25943504999
2024-06-13,25634361000
2024-06-14,25550049000
2024-06-17,25718672999
2024-06-18,25753803000
2024-06-20,25634361000
2024-06-21,25855679999
2024-06-24,26080512000
2024-06-25,25630847999
2024-06-26,25669490999
2024-06-27,25845140999
2024-06-28,26031329999
2024-07-01,25335756000
2024-07-02,25398990000
2024-07-03,25391964000
2024-07-05,25437633000
2024-07-08,25834602000
2024-07-09,25518432000
2024-07-10,25876758000
2024-07-11,26329935000
2024-07-12,26554767000
2024-07-15,26779599000
2024-07-16,27724596000
2024-07-17,27359244000
2024-07-18,27081717000
2024-07-19,26554767000
2024-07-22,26916606000
2024-07-23,26937684000
2024-07-24,24731520000
2024-07-25,24587487000
2024-07-26,24938787000
2024-07-29,25047690000
2024-07-30,25012560000
2024-07-31,25240904999
2024-08-01,24752597999
2024-08-02,24042972000
2024-08-05,23761932000
2024-08-06,23793549000
2024-08-07,23540613000
2024-08-08,24201057000
2024-08-09,24197544000
