,SO
2009-04-14,23603827800
2009-04-15,23761977400
2009-04-16,23611735280
2009-04-17,23437770720
2009-04-20,23603827800
2009-04-21,23754069920
2009-04-22,23311251040
2009-04-23,23334973480
2009-04-24,23295436080
2009-04-27,23524753000
2009-04-28,23746162440
2009-04-29,23746162440
2009-04-30,22836802240
2009-05-01,22789357360
2009-05-04,22931692000
2009-05-05,22860524680
2009-05-06,23066119160
2009-05-07,23145193960
2009-05-08,22741912480
2009-05-11,22923784520
2009-05-12,22828894760
2009-05-13,22647022720
2009-05-14,22520503040
2009-05-15,22235833760
2009-05-18,22235833760
2009-05-19,22125129040
2009-05-20,21706032600
2009-05-21,21634865280
2009-05-22,21903719600
2009-05-26,22386075880
2009-05-27,22212111320
2009-05-28,22370260920
2009-05-29,22465150680
2009-06-01,22876339640
2009-06-02,22955414440
2009-06-03,22718190040
2009-06-04,22718190040
2009-06-05,22860524680
2009-06-08,22789357360
2009-06-09,22639115240
2009-06-10,22971229400
2009-06-11,23651272680
2009-06-12,24157351400
2009-06-15,23833144720
2009-06-16,23817329760
2009-06-17,24015016760
2009-06-18,24584355320
2009-06-19,24204796280
2009-06-22,24568540360
2009-06-23,24592262800
2009-06-24,24750412400
2009-06-25,25129971440
2009-06-26,25224861200
2009-06-29,25193231280
2009-06-30,24865680000
2009-07-01,25152960000
2009-07-02,24745980000
2009-07-06,25272660000
2009-07-07,24801840000
2009-07-08,24674160000
2009-07-09,24554460000
2009-07-10,24498600000
2009-07-13,24514560000
2009-07-14,24610320000
2009-07-15,25160940000
2009-07-16,25376400000
2009-07-17,25121040000
2009-07-20,25368420000
2009-07-21,25480140000
2009-07-22,25360440000
2009-07-23,25775399999
2009-07-24,26038740000
2009-07-27,26030759999
2009-07-28,25536000000
2009-07-29,25384380000
2009-07-30,25416300000
2009-07-31,25057200000
2009-08-03,24945480000
2009-08-04,25017300000
2009-08-05,24929520000
2009-08-06,24985380000
2009-08-07,25144980000
2009-08-10,25009320000
2009-08-11,24921540000
2009-08-12,25065180000
2009-08-13,25033260000
2009-08-14,25113060000
2009-08-17,24801840000
2009-08-18,24650220000
2009-08-19,24817800000
2009-08-20,25017300000
2009-08-21,25144980000
2009-08-24,25200840000
2009-08-25,25160940000
2009-08-26,25240740000
2009-08-27,25184880000
2009-08-28,25200840000
2009-08-31,24897600000
2009-09-01,24833760000
2009-09-02,24793860000
2009-09-03,24841740000
2009-09-04,25073160000
2009-09-08,25089120000
2009-09-09,24857700000
2009-09-10,24905580000
2009-09-11,24761940000
2009-09-14,25152960000
2009-09-15,25504080000
2009-09-16,25663679999
2009-09-17,25591860000
2009-09-18,25559940000
2009-09-21,25567920000
2009-09-22,25368420000
2009-09-23,25384380000
2009-09-24,25480140000
2009-09-25,25456200000
2009-09-28,25512060000
2009-09-29,25512060000
2009-09-30,25683578250
2009-10-01,25683578250
2009-10-02,25732236750
2009-10-05,25732236750
2009-10-06,25861992750
2009-10-07,25813334250
2009-10-08,25805224500
2009-10-09,25821444000
2009-10-12,25886322000
2009-10-13,25748456250
2009-10-14,25829553750
2009-10-15,26040407250
2009-10-16,26356687500
2009-10-19,26981138250
2009-10-20,26932479750
2009-10-21,27151442999
2009-10-22,26989248000
2009-10-23,26494553250
2009-10-26,26421565500
2009-10-27,26478333750
2009-10-28,26381016750
2009-10-29,25716017250
2009-10-30,25294310250
2009-11-02,25172664000
2009-11-03,25132115250
2009-11-04,25294310250
2009-11-05,25545712500
2009-11-06,25618700250
2009-11-09,26024187750
2009-11-10,26113395000
2009-11-11,25926870750
2009-11-12,25618700250
2009-11-13,25610590500
2009-11-16,25870102500
2009-11-17,25764675750
2009-11-18,25724127000
2009-11-19,25537602750
2009-11-20,25464615000
2009-11-23,25829553750
2009-11-24,25934980500
2009-11-25,25975529250
2009-11-27,25634919750
2009-11-30,26024187750
2009-12-01,26283699749
2009-12-02,26470224000
2009-12-03,26867601750
2009-12-04,26624309250
2009-12-07,26770284750
2009-12-08,26900040750
2009-12-09,27232540500
2009-12-10,27394735500
2009-12-11,27751564500
2009-12-14,27711015750
2009-12-15,27654247500
2009-12-16,27475833000
2009-12-17,27167662500
2009-12-18,27402845250
2009-12-21,27362296500
2009-12-22,27086565000
2009-12-23,26997357750
2009-12-24,27127113750
2009-12-28,27119004000
2009-12-29,27183882000
2009-12-30,27313638000
2009-12-31,27422360000
2010-01-04,27364750000
2010-01-05,26813340000
2010-01-06,27191920000
2010-01-07,27076700000
2010-01-08,27019090000
2010-01-11,27372980000
2010-01-12,27200149999
2010-01-13,27586960000
2010-01-14,27521120000
2010-01-15,27438820000
2010-01-19,27693950000
2010-01-20,27512890000
2010-01-21,27282450000
2010-01-22,26780420000
2010-01-25,26994399999
2010-01-26,27134310000
2010-01-27,27084929999
2010-01-28,26294850000
2010-01-29,26336000000
2010-02-01,26336000000
2010-02-02,26459450000
2010-02-03,26336000000
2010-02-04,25990340000
2010-02-05,26089100000
2010-02-08,25619990000
2010-02-09,25751670000
2010-02-10,25743440000
2010-02-11,25776360000
2010-02-12,25652910000
2010-02-16,26237240000
2010-02-17,26039720000
2010-02-18,26179630000
2010-02-19,26574670000
2010-02-22,26615820000
2010-02-23,26352460000
2010-02-24,26442990000
2010-02-25,26344230000
2010-02-26,26146710000
2010-03-01,26385380000
2010-03-02,26525289999
2010-03-03,26484140000
2010-03-04,26574670000
2010-03-05,26517060000
2010-03-08,26624050000
2010-03-09,26591130000
2010-03-10,26632280000
2010-03-11,26747500000
2010-03-12,26731039999
2010-03-15,27043780000
2010-03-16,27331830000
2010-03-17,27529350000
2010-03-18,27471740000
2010-03-19,27307140000
2010-03-22,27249530000
2010-03-23,27447050000
2010-03-24,27183690000
2010-03-25,27167230000
2010-03-26,27241300000
2010-03-29,27438820000
2010-03-30,27331830000
2010-03-31,27456479999
2010-04-01,27671760000
2010-04-05,27729720000
2010-04-06,28052640000
2010-04-07,27787680000
2010-04-08,27746280000
2010-04-09,28094040000
2010-04-12,28110600000
2010-04-13,28077479999
2010-04-14,28143720000
2010-04-15,28110600000
2010-04-16,28044359999
2010-04-19,28226520000
2010-04-20,28483200000
2010-04-21,28524600000
2010-04-22,28607399999
2010-04-23,28756439999
2010-04-26,28872359999
2010-04-27,28566000000
2010-04-28,29195280000
2010-04-29,28681920000
2010-04-30,28615680000
2010-05-03,28657080000
2010-05-04,28416960000
2010-05-05,28168560000
2010-05-06,27721439999
2010-05-07,28085760000
2010-05-10,28872359999
2010-05-11,28880640000
2010-05-12,29029680000
2010-05-13,28673640000
2010-05-14,28541160000
2010-05-17,28673640000
2010-05-18,28375560000
2010-05-19,28094040000
2010-05-20,27663479999
2010-05-21,27837359999
2010-05-24,27415080000
2010-05-25,27315720000
2010-05-26,27050760000
2010-05-27,27257760000
2010-05-28,27075600000
2010-06-01,26719560000
2010-06-02,27067320000
2010-06-03,27183240000
2010-06-04,26603640000
2010-06-07,26727840000
2010-06-08,27191520000
2010-06-09,26967960000
2010-06-10,27340560000
2010-06-11,27348840000
2010-06-14,27464760000
2010-06-15,27911880000
2010-06-16,28036080000
2010-06-17,28168560000
2010-06-18,28243080000
2010-06-21,28085760000
2010-06-22,27771120000
2010-06-23,27605520000
2010-06-24,27572399999
2010-06-25,27555840000
2010-06-28,27994680000
2010-06-29,27853920000
2010-06-30,27822080000
2010-07-01,27897319999
2010-07-02,27905680000
2010-07-06,28006000000
2010-07-07,28867080000
2010-07-08,28858720000
2010-07-09,29017560000
2010-07-12,29076080000
2010-07-13,29168040000
2010-07-14,29184759999
2010-07-15,29276720000
2010-07-16,29076080000
2010-07-19,29611120000
2010-07-20,29962240000
2010-07-21,29569319999
2010-07-22,29803400000
2010-07-23,30004040000
2010-07-26,30162880000
2010-07-27,30706279999
2010-07-28,30589240000
2010-07-29,29669640000
2010-07-30,29535880000
2010-08-02,29962240000
2010-08-03,29769960000
2010-08-04,29903720000
2010-08-05,30029120000
2010-08-06,29995680000
2010-08-09,30221400000
2010-08-10,30396960000
2010-08-11,29978960000
2010-08-12,29912080000
2010-08-13,29962240000
2010-08-16,29987319999
2010-08-17,30146160000
2010-08-18,30054200000
2010-08-19,29669640000
2010-08-20,29912080000
2010-08-23,29995680000
2010-08-24,30447120000
2010-08-25,30330080000
2010-08-26,30213040000
2010-08-27,30906920000
2010-08-30,30530720000
2010-08-31,30672840000
2010-09-01,30848400000
2010-09-02,30798240000
2010-09-03,30923640000
2010-09-07,30848400000
2010-09-08,30898560000
2010-09-09,31040680000
2010-09-10,31023960000
2010-09-13,31141000000
2010-09-14,31115920000
2010-09-15,31065759999
2010-09-16,30940360000
2010-09-17,30982160000
2010-09-20,31324920000
2010-09-21,31090840000
2010-09-22,31324920000
2010-09-23,30932000000
2010-09-24,31341640000
2010-09-27,31366720000
2010-09-28,31366720000
2010-09-29,31283120000
2010-09-30,31318840000
2010-10-01,31234740000
2010-10-04,31461809999
2010-10-05,31781390000
2010-10-06,31739340000
2010-10-07,31781390000
2010-10-08,31714110000
2010-10-11,31571140000
2010-10-12,31529090000
2010-10-13,31545910000
2010-10-14,31579549999
2010-10-15,31688880000
2010-10-18,31915950000
2010-10-19,31848669999
2010-10-20,31966410000
2010-10-21,32067330000
2010-10-22,32227120000
2010-10-25,32109380000
2010-10-26,32193480000
2010-10-27,32210299999
2010-10-28,31798210000
2010-10-29,31848669999
2010-11-01,31604780000
2010-11-02,31941179999
2010-11-03,31882309999
2010-11-04,32336450000
2010-11-05,32353270000
2010-11-08,32227120000
2010-11-09,32168250000
2010-11-10,31932770000
2010-11-11,32176660000
2010-11-12,32033690000
2010-11-15,32235530000
2010-11-16,32067330000
2010-11-17,31882309999
2010-11-18,31983230000
2010-11-19,32016870000
2010-11-22,32151429999
2010-11-23,31924360000
2010-11-24,31966410000
2010-11-26,31815030000
2010-11-29,31579549999
2010-11-30,31722520000
2010-12-01,32151429999
2010-12-02,32025280000
2010-12-03,32058919999
2010-12-06,32025280000
2010-12-07,31865490000
2010-12-08,31604780000
2010-12-09,31899130000
2010-12-10,31806620000
2010-12-13,31873900000
2010-12-14,31840260000
2010-12-15,31705700000
2010-12-16,31781390000
2010-12-17,31873900000
2010-12-20,32193480000
2010-12-21,32243940000
2010-12-22,32159840000
2010-12-23,32176660000
2010-12-27,32193480000
2010-12-28,32311220000
2010-12-29,32311220000
2010-12-30,32210299999
2010-12-31,32419039999
2011-01-03,32580160000
2011-01-04,32648000000
2011-01-05,32308800000
2011-01-06,32130720000
2011-01-07,32291840000
2011-01-10,32020480000
2011-01-11,32088320000
2011-01-12,32291840000
2011-01-13,32461440000
2011-01-14,32648000000
2011-01-18,32563200000
2011-01-19,32605600000
2011-01-20,32563200000
2011-01-21,32436000000
2011-01-24,32563200000
2011-01-25,32614080000
2011-01-26,32359679999
2011-01-27,32359679999
2011-01-28,32028960000
2011-01-31,31901759999
2011-02-01,32173119999
2011-02-02,31901759999
2011-02-03,31876320000
2011-02-04,31664320000
2011-02-07,31774560000
2011-02-08,31681280000
2011-02-09,31876320000
2011-02-10,31689759999
2011-02-11,32249440000
2011-02-14,32198560000
2011-02-15,32342720000
2011-02-16,32122240000
2011-02-17,32071360000
2011-02-18,32113759999
2011-02-22,32130720000
2011-02-23,32054399999
2011-02-24,32012000000
2011-02-25,32274880000
2011-02-28,32317280000
2011-03-01,31978080000
2011-03-02,32079840000
2011-03-03,32402080000
2011-03-04,32198560000
2011-03-07,32283360000
2011-03-08,32554720000
2011-03-09,32656480000
2011-03-10,32571679999
2011-03-11,32461440000
2011-03-14,31927200000
2011-03-15,31384480000
2011-03-16,31206399999
2011-03-17,31265759999
2011-03-18,31376000000
2011-03-21,31732160000
2011-03-22,31706720000
2011-03-23,31791520000
2011-03-24,31833920000
2011-03-25,31867840000
2011-03-28,31842399999
2011-03-29,31969600000
2011-03-30,32325759999
2011-03-31,32685143634
2011-04-01,32856674170
2011-04-04,32856674170
2011-04-05,32813791536
2011-04-06,33165429135
2011-04-07,33199735242
2011-04-08,32933862912
2011-04-11,32402118250
2011-04-12,32144822446
2011-04-13,32230587714
2011-04-14,32453577411
2011-04-15,32873827224
2011-04-18,32830944590
2011-04-19,32753755849
2011-04-20,33011051653
2011-04-21,33071087340
2011-04-25,33045357760
2011-04-26,33122546501
2011-04-27,33371265778
2011-04-28,33319806618
2011-04-29,33482760627
2011-05-02,33491337153
2011-05-03,33697173797
2011-05-04,33894433913
2011-05-05,33697173797
2011-05-06,33877280860
2011-05-09,34065964449
2011-05-10,34228918458
2011-05-11,34297530673
2011-05-12,34666321325
2011-05-13,34726357013
2011-05-16,34529096896
2011-05-17,34820698808
2011-05-18,34726357013
2011-05-19,35009382397
2011-05-20,34709203959
2011-05-23,34409025521
2011-05-24,34400448994
2011-05-25,34254648039
2011-05-26,34211765405
2011-05-27,34134576663
2011-05-31,34374719414
2011-06-01,34031658342
2011-06-02,34023081815
2011-06-03,33765786011
2011-06-06,33740056431
2011-06-07,33740056431
2011-06-08,33945893074
2011-06-09,33903010440
2011-06-10,33731479904
2011-06-13,34005928762
2011-06-14,34014505288
2011-06-15,33731479904
2011-06-16,34014505288
2011-06-17,34143153190
2011-06-20,34306107200
2011-06-21,34186035824
2011-06-22,33928740020
2011-06-23,33740056431
2011-06-24,33817245172
2011-06-27,34126000137
2011-06-28,34486214262
2011-06-29,34511943843
2011-06-30,34804656799
2011-07-01,35097712354
2011-07-05,34985661700
2011-07-06,35028758105
2011-07-07,34890849609
2011-07-08,34744321831
2011-07-11,34597794054
2011-07-12,34752941112
2011-07-13,34752941112
2011-07-14,34563316930
2011-07-15,34666748302
2011-07-18,34468504838
2011-07-19,34701225426
2011-07-20,34752941112
2011-07-21,35166666602
2011-07-22,34977042419
2011-07-25,34744321831
2011-07-26,34701225426
2011-07-27,34649509740
2011-07-28,34270261375
2011-07-29,34080637192
2011-08-01,34184068564
2011-08-02,34020302225
2011-08-03,34106495035
2011-08-04,33856535885
2011-08-05,34365073466
2011-08-08,33037704187
2011-08-09,33020465625
2011-08-10,32779125757
2011-08-11,33968586539
2011-08-12,33796200918
2011-08-15,34830514642
2011-08-16,34692606145
2011-08-17,35002900262
2011-08-18,34658129021
2011-08-19,34451266276
2011-08-22,34494362682
2011-08-23,35011519543
2011-08-24,35537295686
2011-08-25,35244240131
2011-08-26,35192524445
2011-08-29,35425245033
2011-08-30,35494199281
2011-08-31,35649346340
2011-09-01,35442483595
2011-09-02,35476960719
2011-09-06,35545914967
2011-09-07,35614869215
2011-09-08,35649346340
2011-09-09,35114950916
2011-09-12,35657965621
2011-09-13,35813112679
2011-09-14,35976879019
2011-09-15,36261315293
2011-09-16,36709517906
2011-09-19,36511274443
2011-09-20,36899142089
2011-09-21,36649182939
2011-09-22,36295792417
2011-09-23,36562990129
2011-09-26,36562990129
2011-09-27,36459558756
2011-09-28,36433700913
2011-09-29,36950857775
2011-09-30,36692420000
2011-10-03,36380660000
2011-10-04,36207460000
2011-10-05,35791780000
2011-10-06,36415300000
2011-10-07,36692420000
2011-10-10,37194700000
2011-10-11,36960880000
2011-10-12,36986860000
2011-10-13,36796340000
2011-10-14,36952220000
2011-10-17,37160060000
2011-10-18,37142740000
2011-10-19,37220680000
2011-10-20,37471820000
2011-10-21,38052040000
2011-10-24,37567080000
2011-10-25,37341920000
2011-10-26,37341920000
2011-10-27,37792240000
2011-10-28,37506460000
2011-10-31,37411200000
2011-11-01,36952220000
2011-11-02,37437180000
2011-11-03,37515120000
2011-11-04,37411200000
2011-11-07,37800900000
2011-11-08,38069360000
2011-11-09,37402540000
2011-11-10,37757600000
2011-11-11,38052040000
2011-11-14,37714300000
2011-11-15,37627700000
2011-11-16,37350580000
2011-11-17,37272640000
2011-11-18,37411200000
2011-11-21,37246660000
2011-11-22,36908920000
2011-11-23,36545200000
2011-11-25,36779020000
2011-11-28,36995520000
2011-11-29,37463160000
2011-11-30,38026060000
2011-12-01,38155960000
2011-12-02,37896160000
2011-12-05,38346480000
2011-12-06,38727520000
2011-12-07,38433080000
2011-12-08,38104000000
2011-12-09,38588960000
2011-12-12,38285860000
2011-12-13,38381120000
2011-12-14,38225240000
2011-12-15,38727520000
2011-12-16,38580300000
2011-12-19,38588960000
2011-12-20,39333720000
2011-12-21,39714760000
2011-12-22,39619500000
2011-12-23,39749400000
2011-12-27,40303640000
2011-12-28,40139100000
2011-12-29,40346940000
2011-12-30,40087140000
2012-01-03,39117116373
2012-01-04,39091055670
2012-01-05,39038934262
2012-01-06,38639336804
2012-01-09,39047621163
2012-01-10,38908630743
2012-01-11,39143177077
2012-01-12,39186611583
2012-01-13,39325602004
2012-01-17,39256106793
2012-01-18,39481966226
2012-01-19,39073681867
2012-01-20,39351662707
2012-01-23,39412471016
2012-01-24,39004186657
2012-01-25,39195298485
2012-01-26,39369036510
2012-01-27,39108429472
2012-01-30,39125803275
2012-01-31,39577522140
2012-02-01,39421157917
2012-02-02,38465598779
2012-02-03,38482972581
2012-02-06,38396103569
2012-02-07,38648023705
2012-02-08,38752266520
2012-02-09,38813074829
2012-02-10,38752266520
2012-02-13,38587215396
2012-02-14,38691458212
2012-02-15,38396103569
2012-02-16,38587215396
2012-02-17,38552467791
2012-02-21,38274486951
2012-02-22,38378729766
2012-02-23,38430851174
2012-02-24,38691458212
2012-02-27,38595902298
2012-02-28,38517720186
2012-02-29,38387416667
2012-03-01,38543780890
2012-03-02,38456911878
2012-03-05,38396103569
2012-03-06,38787014125
2012-03-07,38769640323
2012-03-08,38891256941
2012-03-09,39186611583
2012-03-12,39429844819
2012-03-13,39447218621
2012-03-14,38960752151
2012-03-15,38978125953
2012-03-16,38517720186
2012-03-19,38248426247
2012-03-20,38239739346
2012-03-21,38187617938
2012-03-22,38283173852
2012-03-23,38326608359
2012-03-26,38665397508
2012-03-27,38882570039
2012-03-28,38769640323
2012-03-29,38952065249
2012-03-30,39030247361
2012-04-02,39418347547
2012-04-03,39575810986
2012-04-04,39505827236
2012-04-05,39339615828
2012-04-09,39120916607
2012-04-10,38805989729
2012-04-11,38928461293
2012-04-12,39155908483
2012-04-13,39138412545
2012-04-16,39523323173
2012-04-17,39707030519
2012-04-18,39846998020
2012-04-19,39803258176
2012-04-20,40091941147
2012-04-23,39873241927
2012-04-24,40126933023
2012-04-25,39785762238
2012-04-26,40144428960
2012-04-27,40231908649
2012-04-30,40188168805
2012-05-01,40363128181
2012-05-02,40153176929
2012-05-03,39532071142
2012-05-04,39680786612
2012-05-07,39750770363
2012-05-08,39978217553
2012-05-09,39689534581
2012-05-10,39934477708
2012-05-11,39838250051
2012-05-14,39759518332
2012-05-15,39715778488
2012-05-16,39698282550
2012-05-17,39540819111
2012-05-18,39785762238
2012-05-21,39812006145
2012-05-22,39846998020
2012-05-23,39689534581
2012-05-24,39890737864
2012-05-25,39969469584
2012-05-29,40126933023
2012-05-30,40109437085
2012-05-31,40161924898
2012-06-01,40196916773
2012-06-04,40293144430
2012-06-05,40345632243
2012-06-06,41141697407
2012-06-07,41377892565
2012-06-08,41447876316
2012-06-11,41404136472
2012-06-12,41386640534
2012-06-13,41509112098
2012-06-14,41657827568
2012-06-15,41990250384
2012-06-18,42243941480
2012-06-19,41727811319
2012-06-20,40905502249
2012-06-21,40643063184
2012-06-22,40721794903
2012-06-25,40459355838
2012-06-26,40538087558
2012-06-27,40765534747
2012-06-28,40818022560
2012-06-29,40503095682
2012-07-02,40829468652
2012-07-03,40637165438
2012-07-05,40602201218
2012-07-06,40680870714
2012-07-09,40934361314
2012-07-10,41030512921
2012-07-11,41249039300
2012-07-12,41257780355
2012-07-13,41616163616
2012-07-16,41589940451
2012-07-17,41694833113
2012-07-18,41790984719
2012-07-19,41694833113
2012-07-20,41756020499
2012-07-23,41633645727
2012-07-24,41179110858
2012-07-25,41432601458
2012-07-26,42026993209
2012-07-27,42324189084
2012-07-30,42245519588
2012-07-31,42088180595
2012-08-01,41860913161
2012-08-02,41161628748
2012-08-03,41388896182
2012-08-06,41423860403
2012-08-07,41205334024
2012-08-08,41021771865
2012-08-09,40916879203
2012-08-10,41013030810
2012-08-13,40890656038
2012-08-14,40733317045
2012-08-15,40549754887
2012-08-16,40270041122
2012-08-17,40278782177
2012-08-20,40182630570
2012-08-21,40051514743
2012-08-22,40287523232
2012-08-23,39841729419
2012-08-24,40103961074
2012-08-27,40235076901
2012-08-28,40007809467
2012-08-29,39789283088
2012-08-30,39666908316
2012-08-31,39623203040
2012-09-04,39745577812
2012-09-05,39658167260
2012-09-06,40270041122
2012-09-07,40130184239
2012-09-10,39937881026
2012-09-11,39701872536
2012-09-12,39614461985
2012-09-13,40138925294
2012-09-14,39378453495
2012-09-17,39273560833
2012-09-18,39299783999
2012-09-19,39483346157
2012-09-20,39544533543
2012-09-21,39562015654
2012-09-24,40051514743
2012-09-25,39981586301
2012-09-26,40305005342
2012-09-27,40138925294
2012-09-28,40287523232
2012-10-01,39641560000
2012-10-02,39554760000
2012-10-03,39797800000
2012-10-04,39901960000
2012-10-05,39901960000
2012-10-08,39988760000
2012-10-09,39884600000
2012-10-10,39893280000
2012-10-11,39684960000
2012-10-12,39589480000
2012-10-15,39624200000
2012-10-16,39832520000
2012-10-17,40396720000
2012-10-18,40622400000
2012-10-19,40483520000
2012-10-22,40405400000
2012-10-23,40101600000
2012-10-24,39962720000
2012-10-25,40127640000
2012-10-26,40214440000
2012-10-31,40657120000
2012-11-01,39945360000
2012-11-02,39728360000
2012-11-05,38730160000
2012-11-06,38313520000
2012-11-07,37150400000
2012-11-08,37549680000
2012-11-09,37350040000
2012-11-12,36959440000
2012-11-13,37280600000
2012-11-14,37219840000
2012-11-15,36924720000
2012-11-16,37054920000
2012-11-19,37124360000
2012-11-20,36829240000
2012-11-21,36699040000
2012-11-23,36482040000
2012-11-26,37002840000
2012-11-27,37141720000
2012-11-28,37115680000
2012-11-29,37575720000
2012-11-30,37801400000
2012-12-03,37471560000
2012-12-04,37237200000
2012-12-05,37723280000
2012-12-06,37957640000
2012-12-07,37957640000
2012-12-10,37914240000
2012-12-11,37844800000
2012-12-12,37653840000
2012-12-13,37454200000
2012-12-14,37280600000
2012-12-17,37966320000
2012-12-18,38087840000
2012-12-19,37601760000
2012-12-20,37766680000
2012-12-21,37601760000
2012-12-24,37419480000
2012-12-26,37167760000
2012-12-27,37046240000
2012-12-28,36742440000
2012-12-31,37261418888
2013-01-02,38105697709
2013-01-03,38096993804
2013-01-04,38436446113
2013-01-07,37766245400
2013-01-08,37661798535
2013-01-09,37479016523
2013-01-10,37618279009
2013-01-11,37566055576
2013-01-14,37470312617
2013-01-15,37418089185
2013-01-16,37348457942
2013-01-17,37426793091
2013-01-18,37853284454
2013-01-22,38166625047
2013-01-23,38184032858
2013-01-24,38479965640
2013-01-25,38688859369
2013-01-28,38601820315
2013-01-29,38836825760
2013-01-30,38758490612
2013-01-31,38497373451
2013-02-01,38305887533
2013-02-04,38131809425
2013-02-05,37975139129
2013-02-06,38149217236
2013-02-07,38149217236
2013-02-08,38166625047
2013-02-11,38349407060
2013-02-12,38436446113
2013-02-13,38445150019
2013-02-14,38218848479
2013-02-15,38392926587
2013-02-19,38714971085
2013-02-20,38775898423
2013-02-21,38671451558
2013-02-22,38941272625
2013-02-25,38767194517
2013-02-26,38915160909
2013-02-27,39228501502
2013-02-28,39176278070
2013-03-01,39019607773
2013-03-04,39193685881
2013-03-05,39480914758
2013-03-06,39585361622
2013-03-07,39507026474
2013-03-08,39446099136
2013-03-11,39437395231
2013-03-12,39341652272
2013-03-13,39419987420
2013-03-14,39489618663
2013-03-15,39620177244
2013-03-18,39437395231
2013-03-19,39576657717
2013-03-20,39855182689
2013-03-21,39541842095
2013-03-22,39742031919
2013-03-25,39715920203
2013-03-26,40159819377
2013-03-27,40351305295
2013-03-28,40838723996
2013-04-01,40846230099
2013-04-02,40916142346
2013-04-03,40802534945
2013-04-04,41274442610
2013-04-05,41239486486
2013-04-08,41501657411
2013-04-09,41344354856
2013-04-10,41466701288
2013-04-11,41615264812
2013-04-12,41842479614
2013-04-15,41388050010
2013-04-16,42060955384
2013-04-17,41912391860
2013-04-18,41833740583
2013-04-19,42393038556
2013-04-22,42358082433
2013-04-23,42515384987
2013-04-24,41973565076
2013-04-25,42025999261
2013-04-26,41903652829
2013-04-29,42069694415
2013-04-30,42148345693
2013-05-01,41807523490
2013-05-02,41274442610
2013-05-03,41300659702
2013-05-06,40863708161
2013-05-07,41309398733
2013-05-08,41012271685
2013-05-09,40391800496
2013-05-10,40286932126
2013-05-13,40059717324
2013-05-14,40426756619
2013-05-15,40776317852
2013-05-16,40461712742
2013-05-17,40723883667
2013-05-20,40549103051
2013-05-21,40584059174
2013-05-22,39989805078
2013-05-23,39780068338
2013-05-24,39500419351
2013-05-28,39229509395
2013-05-29,38678950453
2013-05-30,38565343052
2013-05-31,38364345343
2013-06-03,38530386929
2013-06-04,38408040497
2013-06-05,38180825696
2013-06-06,38827513977
2013-06-07,38836253008
2013-06-10,38801296885
2013-06-11,38678950453
2013-06-12,38381823405
2013-06-13,39019772655
2013-06-14,38879948162
2013-06-17,38906165255
2013-06-18,39107162964
2013-06-19,38075957326
2013-06-20,37123402965
2013-06-21,37665222877
2013-06-24,37525398384
2013-06-25,38067218295
2013-06-26,38477952744
2013-06-27,38451735652
2013-06-28,38565343052
2013-07-01,38480536062
2013-07-02,38304865959
2013-07-03,38120412351
2013-07-05,37892041217
2013-07-08,38515670082
2013-07-09,38752824721
2013-07-10,38849443278
2013-07-11,39490639154
2013-07-12,39516989669
2013-07-15,40008865958
2013-07-16,39745360803
2013-07-17,39754144308
2013-07-18,40070350494
2013-07-19,40017649463
2013-07-22,39973731937
2013-07-23,40070350494
2013-07-24,39560907195
2013-07-25,39648742247
2013-07-26,39824412350
2013-07-29,39877113381
2013-07-30,39894680391
2013-07-31,39385237092
2013-08-01,38954845340
2013-08-02,38946061835
2013-08-05,38708907196
2013-08-06,38445402041
2013-08-07,38770391732
2013-08-08,38682556680
2013-08-09,38533237093
2013-08-12,38260948433
2013-08-13,38454185546
2013-08-14,38304865959
2013-08-15,37681237093
2013-08-16,37233278330
2013-08-19,36934639155
2013-08-20,37110309258
2013-08-21,36600865960
2013-08-22,36829237093
2013-08-23,37092742248
2013-08-26,36802886578
2013-08-27,36609649465
2013-08-28,36574515444
2013-08-29,36398845341
2013-08-30,36556948434
2013-09-03,36091422661
2013-09-04,35915752558
2013-09-05,35792783486
2013-09-06,36117773176
2013-09-09,36214391733
2013-09-10,36372494826
2013-09-11,36029938125
2013-09-12,35801566991
2013-09-13,35977237094
2013-09-16,35959670084
2013-09-17,36144123692
2013-09-18,37444082454
2013-09-19,37154226784
2013-09-20,36697484516
2013-09-23,37040041217
2013-09-24,36960989671
2013-09-25,36644783485
2013-09-26,36477896887
2013-09-27,36214391733
2013-09-30,36444347521
2013-10-01,36532847637
2013-10-02,36577097694
2013-10-03,35895646806
2013-10-04,35984146921
2013-10-07,35833696725
2013-10-08,36293897325
2013-10-09,36523997625
2013-10-10,36789497971
2013-10-11,36895698110
2013-10-14,36594797717
2013-10-15,36152297140
2013-10-16,36532847637
2013-10-17,37090398364
2013-10-18,37116948398
2013-10-21,36957648191
2013-10-22,37417848791
2013-10-23,37426698802
2013-10-24,37178898479
2013-10-25,37577148998
2013-10-28,37559448975
2013-10-29,37515198918
2013-10-30,37081548352
2013-10-31,36205397210
2013-11-01,36302747337
2013-11-04,36718697879
2013-11-05,36373547429
2013-11-06,36966498202
2013-11-07,36745247914
2013-11-08,36470897556
2013-11-11,36727547891
2013-11-12,36630197764
2013-11-13,36939948167
2013-11-14,37488648883
2013-11-15,37541748952
2013-11-18,37462098848
2013-11-19,37231998548
2013-11-20,36639047775
2013-11-21,36612497740
2013-11-22,36488597579
2013-11-25,36285047314
2013-11-26,36046097002
