,TT
2009-04-14,3961880000
2009-04-15,4029248000
2009-04-16,4215312000
2009-04-17,4317968000
2009-04-20,3997168000
2009-04-21,4163984000
2009-04-22,4815208000
2009-04-23,4991648000
2009-04-24,5440768000
2009-04-27,5286784000
2009-04-28,5110344000
2009-04-29,5466432000
2009-04-30,5418312000
2009-05-01,5450391999
2009-05-04,5771191999
2009-05-05,5780816000
2009-05-06,5861016000
2009-05-07,5399063999
2009-05-08,5787232000
2009-05-11,5565880000
2009-05-12,5318863999
2009-05-13,5004480000
2009-05-14,5078264000
2009-05-15,5113552000
2009-05-18,5421520000
2009-05-19,5492096000
2009-05-20,5440768000
2009-05-21,5245080000
2009-05-22,5264328000
2009-05-26,5289991999
2009-05-27,5087888000
2009-05-28,5039768000
2009-05-29,5033352000
2009-06-01,5392648000
2009-06-02,5354152000
2009-06-03,5254704000
2009-06-04,5476056000
2009-06-05,5668536000
2009-06-08,5665328000
2009-06-09,5681368000
2009-06-10,5578712000
2009-06-11,5690991999
2009-06-12,5739112000
2009-06-15,5556256000
2009-06-16,5427936000
2009-06-17,5347736000
2009-06-18,5306032000
2009-06-19,5399063999
2009-06-22,5110344000
2009-06-23,5126384000
2009-06-24,5216208000
2009-06-25,5450391999
2009-06-26,5312448000
2009-06-29,5277160000
2009-06-30,5203410000
2009-07-01,5328600000
2009-07-02,5180940000
2009-07-06,5062170000
2009-07-07,5020440000
2009-07-08,4943400000
2009-07-09,4920930000
2009-07-10,4949820000
2009-07-13,5078220000
2009-07-14,5087850000
2009-07-15,5309340000
2009-07-16,5405640000
2009-07-17,5402429999
2009-07-20,5668860000
2009-07-21,5803679999
2009-07-22,5806890000
2009-07-23,5996280000
2009-07-24,6843720000
2009-07-27,6801990000
2009-07-28,6959280000
2009-07-29,6911130000
2009-07-30,7145460000
2009-07-31,7190400000
2009-08-03,7228920000
2009-08-04,7225710000
2009-08-05,7219289999
2009-08-06,7222500000
2009-08-07,7174350000
2009-08-10,7126200000
2009-08-11,6981750000
2009-08-12,7228920000
2009-08-13,7395840000
2009-08-14,7200030000
2009-08-17,7045950000
2009-08-18,7212870000
2009-08-19,7225710000
2009-08-20,7492140000
2009-08-21,7723260000
2009-08-24,7704000000
2009-08-25,7720050000
2009-08-26,7665480000
2009-08-27,7732890000
2009-08-28,7736100000
2009-08-31,7691160000
2009-09-01,7585230000
2009-09-02,7540289999
2009-09-03,7691160000
2009-09-04,7781039999
2009-09-08,7870920000
2009-09-09,7912650000
2009-09-10,7957590000
2009-09-11,7989690000
2009-09-14,8034630000
2009-09-15,8098830000
2009-09-16,8153400000
2009-09-17,8060310000
2009-09-18,7989690000
2009-09-21,7835610000
2009-09-22,7931910000
2009-09-23,7768200000
2009-09-24,7643010000
2009-09-25,7671900000
2009-09-28,7758570000
2009-09-29,7739310000
2009-09-30,7677033000
2009-10-01,7515683000
2009-10-02,7435008000
2009-10-05,7618947000
2009-10-06,7728665000
2009-10-07,7773843000
2009-10-08,7922285000
2009-10-09,8099770000
2009-10-12,8235304000
2009-10-13,8328887000
2009-10-14,8732262000
2009-10-15,8580593000
2009-10-16,8435378000
2009-10-19,8499918000
2009-10-20,8632225000
2009-10-21,8677403000
2009-10-22,8848434000
2009-10-23,8712900000
2009-10-26,8477329000
2009-10-27,8144947999
2009-10-28,7919058000
2009-10-29,8106224000
2009-10-30,7909377000
2009-11-02,7977144000
2009-11-03,8244985000
2009-11-04,8183672000
2009-11-05,8428924000
2009-11-06,8470875000
2009-11-09,8819391000
2009-11-10,8816164000
2009-11-11,8925882000
2009-11-12,9025919000
2009-11-13,9229220000
2009-11-16,9319576000
2009-11-17,9161453000
2009-11-18,9187269000
2009-11-19,9106594000
2009-11-20,9013011000
2009-11-23,9058189000
2009-11-24,8903293000
2009-11-25,8967833000
2009-11-27,8822618000
2009-11-30,8854888000
2009-12-01,8990422000
2009-12-02,8990422000
2009-12-03,8896839000
2009-12-04,8958152000
2009-12-07,8922655000
2009-12-08,8754851000
2009-12-09,8745170000
2009-12-10,8848434000
2009-12-11,8919428000
2009-12-14,9138864000
2009-12-15,9116275000
2009-12-16,9080778000
2009-12-17,9003330000
2009-12-18,8916201000
2009-12-21,9035600000
2009-12-22,8996876000
2009-12-23,9071097000
2009-12-24,9109821000
2009-12-28,9084005000
2009-12-29,9071097000
2009-12-30,9045281000
2009-12-31,8948471000
2010-01-04,9074324000
2010-01-05,8983968000
2010-01-06,8919428000
2010-01-07,9009784000
2010-01-08,9164680000
2010-01-11,9390570000
2010-01-12,9193723000
2010-01-13,9184042000
2010-01-14,9261490000
2010-01-15,9277625000
2010-01-19,9384116000
2010-01-20,9322803000
2010-01-21,9180815000
2010-01-22,8822618000
2010-01-25,8764532000
2010-01-26,8703219000
2010-01-27,8480556000
2010-01-28,8335340999
2010-01-29,8125586000
2010-02-01,8267574000
2010-02-02,8635452000
2010-02-03,8648360000
2010-02-04,8277255000
2010-02-05,8238531000
2010-02-08,8232077000
2010-02-09,8403108000
2010-02-10,8357930000
2010-02-11,8506372000
2010-02-12,7825475000
2010-02-16,7980371000
2010-02-17,8144947999
2010-02-18,8322433000
2010-02-19,8351476000
2010-02-22,8328887000
2010-02-23,8138494000
2010-02-24,8112678000
2010-02-25,8009414000
2010-02-26,7990052000
2010-03-01,8183672000
2010-03-02,8219169000
2010-03-03,8422470000
2010-03-04,8306297999
2010-03-05,8496690999
2010-03-08,8519280000
2010-03-09,8470875000
2010-03-10,8483783000
2010-03-11,8690311000
2010-03-12,8712900000
2010-03-15,8748397000
2010-03-16,8938790000
2010-03-17,8809710000
2010-03-18,8845207000
2010-03-19,8729035000
2010-03-22,8916201000
2010-03-23,9048508000
2010-03-24,8735489000
2010-03-25,8641906000
2010-03-26,8670949000
2010-03-29,8674176000
2010-03-30,8732262000
2010-03-31,8758790000
2010-04-01,8930404000
2010-04-05,9118208000
2010-04-06,9153826000
2010-04-07,9208872000
2010-04-08,9247728000
2010-04-09,9377248000
2010-04-12,9406390000
2010-04-13,9293060000
2010-04-14,9383724000
2010-04-15,9500292000
2010-04-16,9335154000
2010-04-19,9361058000
2010-04-20,9558576000
2010-04-21,9607146000
2010-04-22,9798188000
2010-04-23,9318964000
2010-04-26,9506768000
2010-04-27,9215348000
2010-04-28,9179730000
2010-04-29,9361058000
2010-04-30,9289822000
2010-05-03,9558576000
2010-05-04,9195920000
2010-05-05,9383724000
2010-05-06,9092304000
2010-05-07,8852692000
2010-05-10,9448484000
2010-05-11,9571528000
2010-05-12,9950374000
2010-05-13,10050752000
2010-05-14,9733428000
2010-05-17,9730190000
2010-05-18,9548862000
2010-05-19,9306012000
2010-05-20,8917452000
2010-05-21,9011354000
2010-05-24,8969260000
2010-05-25,8956308000
2010-05-26,9076114000
2010-05-27,9464674000
2010-05-28,9370772000
2010-06-01,9416104000
2010-06-02,9675144000
2010-06-03,9840282000
2010-06-04,9351344000
2010-06-07,9118208000
2010-06-08,9160302000
2010-06-09,9095542000
2010-06-10,9370772000
2010-06-11,9471150000
2010-06-14,9565052000
2010-06-15,9956850000
2010-06-16,9937422000
2010-06-17,9859710000
2010-06-18,9901804000
2010-06-21,10044276000
2010-06-22,9804664000
2010-06-23,9694572000
2010-06-24,9607146000
2010-06-25,9545624000
2010-06-28,9296298000
2010-06-29,8862406000
2010-06-30,8688972000
2010-07-01,8484411000
2010-07-02,8393495000
2010-07-06,8432459000
2010-07-07,8578574000
2010-07-08,8627279000
2010-07-09,8575327000
2010-07-12,8539610000
2010-07-13,8835087000
2010-07-14,8809111000
2010-07-15,8799370000
2010-07-16,8656502000
2010-07-19,8812358000
2010-07-20,8997437000
2010-07-21,9081859000
2010-07-22,9270185000
2010-07-23,9393571000
2010-07-26,9598132000
2010-07-27,9581897000
2010-07-28,9507216000
2010-07-29,9432535000
2010-07-30,9435782000
2010-08-02,9572156000
2010-08-03,9445523000
2010-08-04,9565662000
2010-08-05,9611120000
2010-08-06,9468252000
2010-08-09,9465005000
2010-08-10,9305902000
2010-08-11,8913015000
2010-08-12,8880545000
2010-08-13,8890286000
2010-08-16,8841581000
2010-08-17,9088353000
2010-08-18,9101341000
2010-08-19,8955226000
2010-08-20,8870804000
2010-08-23,8744171000
2010-08-24,8458435000
2010-08-25,8425965000
2010-08-26,8396742000
2010-08-27,8526622000
2010-08-30,8348037000
2010-08-31,8195427999
2010-09-01,8487658000
2010-09-02,8643514000
2010-09-03,8734430000
2010-09-07,8598056000
2010-09-08,8662996000
2010-09-09,8617538000
2010-09-10,8711701000
2010-09-13,8783135000
2010-09-14,8708454000
2010-09-15,8526622000
2010-09-16,8688972000
2010-09-17,8789629000
2010-09-20,8990943000
2010-09-21,9055883000
2010-09-22,8977955000
2010-09-23,8783135000
2010-09-24,8890286000
2010-09-27,8786382000
2010-09-28,8958473000
2010-09-29,8997437000
2010-09-30,9170955694
2010-10-01,9223928723
2010-10-04,9260347681
2010-10-05,9545077713
2010-10-06,9803321231
2010-10-07,9856294260
2010-10-08,9925821361
2010-10-11,9915888918
2010-10-12,9915888918
2010-10-13,10035078234
2010-10-14,9965551133
2010-10-15,9948997061
2010-10-18,9975483576
2010-10-19,9756969830
2010-10-20,9869537517
2010-10-21,10005280905
2010-10-22,10107916149
2010-10-25,10240348722
2010-10-26,10190686507
2010-10-27,10107916149
2010-10-28,10041699862
2010-10-29,10097983706
2010-11-01,10187375693
2010-11-02,10147645921
2010-11-03,10177443250
2010-11-04,10429065139
2010-11-05,10538322012
2010-11-08,10544943641
2010-11-09,10445619211
2010-11-10,10568119341
2010-11-11,11025011718
2010-11-12,10789943901
2010-11-15,10836295302
2010-11-16,10637646442
2010-11-17,10501903054
2010-11-18,10584673413
2010-11-19,10508524683
2010-11-22,10568119341
2010-11-23,10316497452
2010-11-24,10564808527
2010-11-26,10485348983
2010-11-29,10551565269
2010-11-30,10531700383
2010-12-01,10813119601
2010-12-02,10965417060
2010-12-03,11021700904
2010-12-06,11048187419
2010-12-07,11220349764
2010-12-08,11210417321
2010-12-09,11322985008
2010-12-10,11405755366
2010-12-13,11505079796
2010-12-14,11760012500
2010-12-15,11816296343
2010-12-16,11935485659
2010-12-17,12071229047
2010-12-20,12101026376
2010-12-21,12107648004
2010-12-22,12094404747
2010-12-23,12041431718
2010-12-27,12110958819
2010-12-28,12137445333
2010-12-29,12157310219
2010-12-30,12163931848
2010-12-31,12094404747
2011-01-03,12240080578
2011-01-04,12067918232
2011-01-05,12140756148
2011-01-06,12054674975
2011-01-07,11968593802
2011-01-10,11955350545
2011-01-11,12018256017
2011-01-12,12120891262
2011-01-13,12044742532
2011-01-14,12024877646
2011-01-18,12018256017
2011-01-19,11865958558
2011-01-20,11726904356
2011-01-21,11716971913
2011-01-24,11849404487
2011-01-25,11875891001
2011-01-26,12018256017
2011-01-27,12071229047
2011-01-28,11846093672
2011-01-31,12124202076
2011-02-01,12243391392
2011-02-02,12269877906
2011-02-03,12114269633
2011-02-04,12302986050
2011-02-07,12478459209
2011-02-08,12594337711
2011-02-09,11879201816
2011-02-10,11975215431
2011-02-11,12197039991
2011-02-14,12097715561
2011-02-15,12163931848
2011-02-16,12140756148
2011-02-17,12018256017
2011-02-18,12097715561
2011-02-22,11842782858
2011-02-23,11518323054
2011-02-24,11491836539
2011-02-25,11604404226
2011-02-28,11634201555
2011-03-01,11425620252
2011-03-02,11432241881
2011-03-03,11644133998
2011-03-04,11524944682
2011-03-07,11591160969
2011-03-08,11816296343
2011-03-09,11849404487
2011-03-10,11753390871
2011-03-11,11952039731
2011-03-14,11776566571
2011-03-15,11839472044
2011-03-16,11680552956
2011-03-17,11875891001
2011-03-18,11971904617
2011-03-21,12375823965
2011-03-22,12193729177
2011-03-23,12193729177
2011-03-24,12329472564
2011-03-25,12375823965
2011-03-28,12306296864
2011-03-29,12369202336
2011-03-30,12534743053
2011-03-31,12405014849
2011-04-01,12408324618
2011-04-04,12312341312
2011-04-05,12299102235
2011-04-06,12279243620
2011-04-07,12431493002
2011-04-08,12318960850
2011-04-11,12358678080
2011-04-12,12087277008
2011-04-13,12153472392
2011-04-14,11994603472
2011-04-15,12011152317
2011-04-18,11858902936
2011-04-19,12037630471
2011-04-20,12537405615
2011-04-21,12888241147
2011-04-25,12884931378
2011-04-26,13014012376
2011-04-27,13040490529
2011-04-28,13017322145
2011-04-29,12967675608
2011-05-02,12954436531
2011-05-03,12974295146
2011-05-04,12812116457
2011-05-05,12646627998
2011-05-06,12858453225
2011-05-09,13060349144
2011-05-10,13371467446
2011-05-11,12931268147
2011-05-12,13040490529
2011-05-13,12868382532
2011-05-16,12769089457
2011-05-17,12441422310
2011-05-18,12636698691
2011-05-19,12855143456
2011-05-20,12626769383
2011-05-23,12365297619
2011-05-24,12398395310
2011-05-25,12573813076
2011-05-26,12596981461
2011-05-27,12716133151
2011-05-31,12812116457
2011-06-01,12189879853
2011-06-02,12256075236
2011-06-03,12031010932
2011-06-06,11858902936
2011-06-07,11766229399
2011-06-08,11508067404
2011-06-09,11537855326
2011-06-10,11319410561
2011-06-13,10991743413
2011-06-14,11283003100
2011-06-15,11041389951
2011-06-16,11203568640
2011-06-17,11206878409
2011-06-20,11226737024
2011-06-21,11471659943
2011-06-22,11395535252
2011-06-23,11435252482
2011-06-24,11074487642
2011-06-27,11177090487
2011-06-28,11193639332
2011-06-29,11276383562
2011-06-30,10997983449
2011-07-01,11397569564
2011-07-05,11101001745
2011-07-06,11147828242
2011-07-07,11325768934
2011-07-08,11144706476
2011-07-11,10907452220
2011-07-12,10948035185
2011-07-13,11119732344
2011-07-14,10954278718
2011-07-15,10838773357
2011-07-18,10545327304
2011-07-19,10776338027
2011-07-20,10841895123
2011-07-21,9936582833
2011-07-22,9780494507
2011-07-25,9627527947
2011-07-26,9590066749
2011-07-27,9109314705
2011-07-28,9053122908
2011-07-29,9062488207
2011-08-01,9025027009
2011-08-02,8528666132
2011-08-03,8435013137
2011-08-04,7938652260
2011-08-05,7717006837
2011-08-08,7145723564
2011-08-09,7286203057
2011-08-10,6830425145
2011-08-11,7048948802
2011-08-12,7361125454
2011-08-15,7604623242
2011-08-16,7482874348
2011-08-17,7270594225
2011-08-18,6733650383
2011-08-19,6674336819
2011-08-22,6627510321
2011-08-23,7048948802
2011-08-24,7289324824
2011-08-25,7192550062
2011-08-26,7642084440
2011-08-29,7885582229
2011-08-30,7972991692
2011-08-31,8116592952
2011-09-01,7879338696
2011-09-02,7841877498
2011-09-06,7954261092
2011-09-07,8344481907
2011-09-08,8076009987
2011-09-09,7813781599
2011-09-12,7913678128
2011-09-13,8044792322
2011-09-14,8147810617
2011-09-15,8450621969
2011-09-16,8647293260
2011-09-19,8147810617
2011-09-20,8041670555
2011-09-21,7698276238
2011-09-22,7320542489
2011-09-23,7507848480
2011-09-26,7898069295
2011-09-27,7923043427
2011-09-28,7629597374
2011-09-29,7738859203
2011-09-30,6508442026
2011-10-03,6135080276
2011-10-04,6391953160
2011-10-05,6451691040
2011-10-06,6505455132
2011-10-07,6427795888
2011-10-10,6580127482
2011-10-11,6672721196
2011-10-12,6938554762
2011-10-13,6783236274
2011-10-14,7072964992
2011-10-17,6723498394
2011-10-18,7022187794
2011-10-19,6887777564
2011-10-20,6344162856
2011-10-21,6475586192
2011-10-24,6837000366
2011-10-25,6863882412
2011-10-26,7034135370
2011-10-27,7299968936
2011-10-28,7494117046
2011-10-31,7213349010
2011-11-01,7114781508
2011-11-02,7497103940
2011-11-03,7634501064
2011-11-04,7520999092
2011-11-07,7476195682
2011-11-08,7476195682
2011-11-09,6974397490
2011-11-10,6947515444
2011-11-11,7279060678
2011-11-14,7228283480
2011-11-15,7362693710
2011-11-16,7299968936
2011-11-17,6983358172
2011-11-18,7228283480
2011-11-21,7198414540
2011-11-22,7129715978
2011-11-23,6795183850
2011-11-25,6759341122
2011-11-28,7141663554
2011-11-29,7165558706
2011-11-30,7673330686
2011-12-01,7745016142
2011-12-02,7700212732
2011-12-05,7921242888
2011-12-06,7801767128
2011-12-07,7780858870
2011-12-08,7482169470
2011-12-09,7688265156
2011-12-12,7440352954
2011-12-13,7165558706
2011-12-14,7037122264
2011-12-15,7177506282
2011-12-16,7102833932
2011-12-19,6908685822
2011-12-20,7285034466
2011-12-21,7165558706
2011-12-22,7216335904
2011-12-23,7240231056
2011-12-27,7228283480
2011-12-28,7016214006
2011-12-29,7099847038
2011-12-30,7061017416
2012-01-03,7437366060
2012-01-04,7383601968
2012-01-05,7467235000
2012-01-06,7419444696
2012-01-09,7518012198
2012-01-10,7676317580
2012-01-11,7721120990
2012-01-12,8121364786
2012-01-13,7864491901
2012-01-17,7834622962
2012-01-18,8025784178
2012-01-19,7948124934
2012-01-20,7879426372
2012-01-23,8031757966
2012-01-24,8139286150
2012-01-25,8273696380
2012-01-26,8109417210
2012-01-27,8148246832
2012-01-30,8315512896
2012-01-31,8097469634
2012-02-01,8151233726
2012-02-02,8402132822
2012-02-03,8694848434
2012-02-06,8656018812
2012-02-07,8703809116
2012-02-08,8802376618
2012-02-09,8790429042
2012-02-10,8799389724
2012-02-13,9020419880
2012-02-14,9014446092
2012-02-15,9095092230
2012-02-16,9471440874
2012-02-17,9480401556
2012-02-21,9498322920
2012-02-22,9459493298
2012-02-23,9426637464
2012-02-24,9378847160
2012-02-27,9345991326
2012-02-28,9289240340
2012-02-29,9241450036
2012-03-01,9298201022
2012-03-02,9199633520
2012-03-05,8972629576
2012-03-06,8727704268
2012-03-07,8888996544
2012-03-08,9095092230
2012-03-09,9092105336
2012-03-12,9271318976
2012-03-13,9408716100
2012-03-14,9348978220
2012-03-15,9462480192
2012-03-16,9519231178
2012-03-19,9471440874
2012-03-20,9393781630
2012-03-21,9426637464
2012-03-22,9375860266
2012-03-23,9366899584
2012-03-26,9647667620
2012-03-27,9614811786
2012-03-28,9453519510
2012-03-29,9540139436
2012-03-30,9581955952
2012-04-02,9965795889
2012-04-03,9885650298
2012-04-04,9854825071
2012-04-05,9790092095
2012-04-09,9555820370
2012-04-10,9241403054
2012-04-11,9327713690
2012-04-12,9620553346
2012-04-13,9488004870
2012-04-16,9454097120
2012-04-17,9580480551
2012-04-18,9682203800
2012-04-19,9595893165
2012-04-20,9709946505
2012-04-23,9623635869
2012-04-24,9913393003
2012-04-25,10036693911
2012-04-26,9931888139
2012-04-27,10190820046
2012-04-30,10169242387
2012-05-01,10329533567
2012-05-02,10150747251
2012-05-03,10049024002
2012-05-04,10036693911
2012-05-07,10203150137
2012-05-08,10107591933
2012-05-09,10650115928
2012-05-10,10431256816
2012-05-11,10335698613
2012-05-14,10351111226
2012-05-15,10233975364
2012-05-16,10076766706
2012-05-17,9725359118
2012-05-18,9602058210
2012-05-21,9925723094
2012-05-22,9993538593
2012-05-23,10190820046
2012-05-24,10200067614
2012-05-25,10082931751
2012-05-29,10264800591
2012-05-30,9984291025
2012-05-31,9879485253
2012-06-01,9540407756
2012-06-04,9352373871
2012-06-05,9466427211
2012-06-06,9679121278
2012-06-07,9719194073
2012-06-08,9753101822
2012-06-11,9423271893
2012-06-12,9688368846
2012-06-13,9484922347
2012-06-14,9377034053
2012-06-15,9349291349
2012-06-18,9642131005
2012-06-19,9676038755
2012-06-20,9524995143
2012-06-21,9336961258
2012-06-22,9611305778
2012-06-25,9333878735
2012-06-26,9423271893
2012-06-27,9605140733
2012-06-28,9836329935
2012-06-29,10086014274
2012-07-02,9902961358
2012-07-03,10044432235
2012-07-05,10020352085
2012-07-06,9936071563
2012-07-09,9930051526
2012-07-10,9481558747
2012-07-11,9391258188
2012-07-12,9255807348
2012-07-13,9565839269
2012-07-16,9252797330
2012-07-17,9493598822
2012-07-18,9665169885
2012-07-19,9683229997
2012-07-20,9400288243
2012-07-23,9421358374
2012-07-24,9319017740
2012-07-25,9231727199
2012-07-26,9340087870
2012-07-27,9905971377
2012-07-30,9866841134
2012-07-31,9902961358
2012-08-01,9779550593
2012-08-02,9797610705
2012-08-03,9948111638
2012-08-06,9978211824
2012-08-07,10197943186
2012-08-08,10324363969
2012-08-09,10444764715
2012-08-10,10526035219
2012-08-13,10513995144
2012-08-14,10438744678
2012-08-15,10580215554
2012-08-16,10811986990
2012-08-17,10836067140
2012-08-20,10899277531
2012-08-21,10914327624
2012-08-22,10766836711
2012-08-23,10836067140
2012-08-24,10956467886
2012-08-27,10805966953
2012-08-28,10802956934
2012-08-29,10814997009
2012-08-30,10760816673
2012-08-31,10920347662
2012-09-04,10706636338
2012-09-05,10637405909
2012-09-06,10802956934
2012-09-07,10772856748
2012-09-10,10715666394
2012-09-11,10736736524
2012-09-12,10730716487
2012-09-13,10718676412
2012-09-14,10784896822
2012-09-17,10679546170
2012-09-18,10625365834
2012-09-19,10712656375
2012-09-20,10836067140
2012-09-21,10953457867
2012-09-24,10824027065
2012-09-25,10535065275
2012-09-26,10432724640
2012-09-27,10544095330
2012-09-28,10465834846
2012-10-01,10200575334
2012-10-02,10256736137
2012-10-03,10292206118
2012-10-04,10466600191
2012-10-05,10339499426
2012-10-08,10372013575
2012-10-09,10159193690
2012-10-10,10236045315
2012-10-11,10176928680
2012-10-12,10159193690
2012-10-15,10200575334
2012-10-16,10445909369
2012-10-17,10478423518
2012-10-18,10469556023
2012-10-19,10629170937
2012-10-22,10673508413
2012-10-23,10457732696
2012-10-24,10575965965
2012-10-25,10638038432
2012-10-26,10635082600
2012-10-31,10782874187
2012-11-01,10821300000
2012-11-02,10782874187
2012-11-05,10909974952
2012-11-06,10992738241
2012-11-07,10741492543
2012-11-08,10673508413
2012-11-09,10516849330
2012-11-12,10531628489
2012-11-13,10570054302
2012-11-14,10383836902
2012-11-15,10392704397
2012-11-16,10383836902
2012-11-19,10649861759
2012-11-20,10836079158
2012-11-21,10915886615
2012-11-23,11060722371
2012-11-26,10986826577
2012-11-27,10951356596
2012-11-28,11054810707
2012-11-29,11161220650
2012-11-30,11184867304
2012-12-03,10998649904
2012-12-04,10972047418
2012-12-05,11108015678
2012-12-06,11051854875
2012-12-07,11164176481
2012-12-10,10957268260
2012-12-11,10924754111
2012-12-12,10936577438
2012-12-13,10907019120
2012-12-14,10915886615
2012-12-17,10856769981
2012-12-18,11060722371
2012-12-19,11116883174
2012-12-20,11205558126
2012-12-21,10803565009
2012-12-24,10776962524
2012-12-26,10729669216
2012-12-27,10794697514
2012-12-28,10750360038
2012-12-31,11148116000
2013-01-02,11498648000
2013-01-03,11378808000
2013-01-04,11567556000
2013-01-07,11387796000
2013-01-08,11441724000
2013-01-09,11438728000
2013-01-10,11531604000
2013-01-11,11528608000
2013-01-14,11561564000
2013-01-15,11573548000
2013-01-16,11498648000
2013-01-17,11843188000
2013-01-18,11768288000
2013-01-22,11780272000
2013-01-23,11816224000
2013-01-24,11873148000
2013-01-25,11963028000
2013-01-28,11888128000
2013-01-29,11963028000
2013-01-30,11998980000
2013-01-31,11945052000
2013-02-01,12169752000
2013-02-04,12040924000
2013-02-05,12352508000
2013-02-06,12265624000
2013-02-07,12088860000
2013-02-08,12418420000
2013-02-11,12307568000
2013-02-12,12328540000
2013-02-13,12361496000
2013-02-14,12325544000
2013-02-15,12325544000
2013-02-19,12466356000
2013-02-20,12289592000
2013-02-21,12142788000
2013-02-22,12226676000
2013-02-25,11837196000
2013-02-26,11924080000
2013-02-27,12169752000
2013-02-28,12235664000
2013-03-01,12070884000
2013-03-04,12106835999
2013-03-05,12373480000
2013-03-06,12421416000
2013-03-07,12484332000
2013-03-08,12622148000
2013-03-11,12744984000
2013-03-12,12789924000
2013-03-13,12816888000
2013-03-14,12966688000
2013-03-15,12873812000
2013-03-18,12792920000
2013-03-19,12810896000
2013-03-20,13125476000
2013-03-21,12921748000
2013-03-22,12900776000
2013-03-25,12801908000
2013-03-26,12870816000
2013-03-27,12634132000
2013-03-28,12786928000
2013-04-01,12318180000
2013-04-02,12286071000
2013-04-03,12210177000
2013-04-04,12338613000
2013-04-05,12230610000
2013-04-08,12432021000
2013-04-09,12592566000
2013-04-10,12715164000
2013-04-11,12834843000
2013-04-12,12718083000
2013-04-15,12175149000
2013-04-16,12446616000
2013-04-17,12204339000
2013-04-18,12125526000
2013-04-19,12204339000
2013-04-22,12227691000
2013-04-23,12105093000
2013-04-24,12268557000
2013-04-25,12405750000
2013-04-26,12224772000
2013-04-29,12283152000
2013-04-30,12183906000
2013-05-01,11827788000
2013-05-02,11883249000
2013-05-03,12253962000
2013-05-06,12353208000
2013-05-07,12534186000
2013-05-08,12572133000
2013-05-09,12650946000
2013-05-10,12770625000
2013-05-13,12688893000
2013-05-14,12960360000
2013-05-15,12884466000
2013-05-16,12872790000
2013-05-17,13144257000
2013-05-20,13132581000
2013-05-21,13164690000
2013-05-22,12942846000
2013-05-23,12945765000
2013-05-24,12942846000
2013-05-28,13068363000
2013-05-29,12960360000
2013-05-30,13094634000
2013-05-31,13027497000
2013-06-03,13252260000
2013-06-04,12922413000
2013-06-05,12642189000
2013-06-06,12826086000
2013-06-07,13144257000
2013-06-10,13062525000
2013-06-11,12829005000
2013-06-12,12659703000
2013-06-13,12738516000
2013-06-14,12779382000
2013-06-17,12817328999
2013-06-18,13045011000
2013-06-19,12811491000
2013-06-20,12469968000
2013-06-21,12464130000
2013-06-24,12105093000
2013-06-25,12253962000
2013-06-26,12370722000
2013-06-27,12566295000
2013-06-28,12572133000
2013-07-01,12593094000
2013-07-02,12471840000
2013-07-03,12535354000
2013-07-05,12933760000
2013-07-08,12818280000
2013-07-09,12997274000
2013-07-10,12988613000
2013-07-11,13219573000
2013-07-12,13234008000
2013-07-15,13288861000
2013-07-16,13029031000
2013-07-17,13158946000
2013-07-18,13418776000
2013-07-19,14100108000
2013-07-22,13817182000
2013-07-23,13667058000
2013-07-24,13560239000
2013-07-25,13698815000
2013-07-26,13695928000
2013-07-29,13658397000
2013-07-30,13684380000
2013-07-31,13672832000
2013-08-01,13909566000
2013-08-02,13999063000
2013-08-05,13932662000
2013-08-06,13635301000
2013-08-07,13730572000
2013-08-08,13791199000
2013-08-09,13664171000
2013-08-12,13745007000
2013-08-13,13889357000
2013-08-14,13877809000
2013-08-15,13490951000
2013-08-16,13646849000
2013-08-19,13490951000
2013-08-20,13473629000
2013-08-21,13490951000
2013-08-22,13733459000
2013-08-23,13768103000
2013-08-26,13727685000
2013-08-27,13280200000
2013-08-28,13262878000
2013-08-29,13346601000
2013-08-30,13245556000
2013-09-03,13557352000
2013-09-04,13788312000
2013-09-05,13805634000
2013-09-06,13834504000
2013-09-09,13967306000
2013-09-10,14515836000
2013-09-11,14305085000
2013-09-12,14157848000
2013-09-13,14235797000
2013-09-16,14452322000
2013-09-17,14498514000
2013-09-18,14585124000
2013-09-19,14648638000
2013-09-20,14668847000
2013-09-23,14510062000
2013-09-24,14738135000
2013-09-25,14758344000
2013-09-26,14697716999
2013-09-27,14651525000
2013-09-30,14242428065
2013-10-01,14293314072
2013-10-02,14296141073
2013-10-03,14245255065
2013-10-04,14494031102
2013-10-07,14092597043
2013-10-08,13775972997
2013-10-09,13764664996
2013-10-10,14174580055
2013-10-11,14417702091
2013-10-14,14403567088
2013-10-15,14171753055
2013-10-16,13894707015
2013-10-17,13931458020
2013-10-18,14660824126
2013-10-21,14864368155
2013-10-22,14977448172
2013-10-23,14799347146
2013-10-24,14836098151
2013-10-25,14881330158
2013-10-28,14762596141
2013-10-29,14920908163
2013-10-30,14714537134
2013-10-31,14810655147
2013-11-01,14855887154
2013-11-04,14847406153
2013-11-05,14807828147
2013-11-06,14853060154
2013-11-07,14604284118
2013-11-08,14847406153
2013-11-11,14796520145
2013-11-12,14861541155
2013-11-13,14813482148
2013-11-14,14912427162
2013-11-15,15028334179
2013-11-18,14821963149
2013-11-19,14830444150
2013-11-20,14853060154
2013-11-21,14906773161
2013-11-22,15096182189
2013-11-25,15350612226
2013-11-26,15424114236
