,CTRA
2009-07-16,3482539200
2009-07-17,3511560360
2009-07-20,3602769720
2009-07-21,3631790880
2009-07-22,3656666160
2009-07-23,3847376639
2009-07-24,3756167280
2009-07-27,3689833200
2009-07-28,3660812040
2009-07-29,3553019160
2009-07-30,3640082639
2009-07-31,3640082639
2009-08-03,3814209599
2009-08-04,3764459040
2009-08-05,3648374400
2009-08-06,3631790880
2009-08-07,3673249680
2009-08-10,3702270840
2009-08-11,3652520280
2009-08-12,3710562599
2009-08-13,3752021400
2009-08-14,3640082639
2009-08-17,3511560360
2009-08-18,3598623840
2009-08-19,3677395559
2009-08-20,3735437880
2009-08-21,3901273080
2009-08-24,3909564840
2009-08-25,3805917840
2009-08-26,3801771960
2009-08-27,3772750800
2009-08-28,3756167280
2009-08-31,3652520280
2009-09-01,3598623840
2009-09-02,3590332080
2009-09-03,3565456800
2009-09-04,3623499120
2009-09-08,3747875519
2009-09-09,3785188440
2009-09-10,3905418960
2009-09-11,3859814280
2009-09-14,3863960160
2009-09-15,3959315400
2009-09-16,4067108280
2009-09-17,3975898920
2009-09-18,3913710720
2009-09-21,3863960160
2009-09-22,3984190680
2009-09-23,3822501360
2009-09-24,3739583760
2009-09-25,3490830960
2009-09-28,3689833200
2009-09-29,3706416720
2009-09-30,3706416720
2009-10-01,3540581519
2009-10-02,3548873280
2009-10-05,3623499120
2009-10-06,3743729639
2009-10-07,3710562599
2009-10-08,3851522519
2009-10-09,3814209599
2009-10-12,3913710720
2009-10-13,3946877760
2009-10-14,4054670639
2009-10-15,4133442360
2009-10-16,4100275320
2009-10-19,4125150599
2009-10-20,4108567080
2009-10-21,4187338800
2009-10-22,4121004720
2009-10-23,4029795360
2009-10-26,3971753040
2009-10-27,4357319880
2009-10-28,4129296480
2009-10-29,4261964639
2009-10-30,3988336559
2009-11-02,4038087120
2009-11-03,4108567080
2009-11-04,4129296480
2009-11-05,4208068200
2009-11-06,4154171760
2009-11-09,4286839920
2009-11-10,4253672880
2009-11-11,4228797599
2009-11-12,4096129440
2009-11-13,4133442360
2009-11-16,4232943480
2009-11-17,4191484680
2009-11-18,4145880000
2009-11-19,4021503599
2009-11-20,3963461280
2009-11-23,3963461280
2009-11-24,3951023639
2009-11-25,4104421200
2009-11-27,3955169519
2009-11-30,3967607160
2009-12-01,4067108280
2009-12-02,4009065960
2009-12-03,3905418960
2009-12-04,3942731880
2009-12-07,3992482440
2009-12-08,3847376639
2009-12-09,3793480200
2009-12-10,3872251920
2009-12-11,3975898920
2009-12-14,4253672880
2009-12-15,4299277560
2009-12-16,4365611640
2009-12-17,4431945720
2009-12-18,4506571560
2009-12-21,4597780920
2009-12-22,4659969120
2009-12-23,4705573800
2009-12-24,4738740840
2009-12-28,4726303200
2009-12-29,4618510320
2009-12-30,4593635040
2009-12-31,4525418400
2010-01-04,4799434560
2010-01-05,4791131040
2010-01-06,4770372240
2010-01-07,4728854640
2010-01-08,4720551120
2010-01-11,4595998320
2010-01-12,4479749040
2010-01-13,4554480720
2010-01-14,4546177200
2010-01-15,4463142000
2010-01-19,4550328960
2010-01-20,4488052560
2010-01-21,4463142000
2010-01-22,4355196240
2010-01-25,4392562080
2010-01-26,4288768080
2010-01-27,4126849440
2010-01-28,4047966000
2010-01-29,3973234320
2010-02-01,4147608240
2010-02-02,4255554000
2010-02-03,4197429360
2010-02-04,3989841360
2010-02-05,3989841360
2010-02-08,3906806160
2010-02-09,3985689600
2010-02-10,3977386080
2010-02-11,4052117760
2010-02-12,4101938880
2010-02-16,4238946960
2010-02-17,4193277600
2010-02-18,4251402240
2010-02-19,4288768080
2010-02-22,4268009279
2010-02-23,4122697680
2010-02-24,4168367039
2010-02-25,4197429360
2010-02-26,4168367039
2010-03-01,4230643440
2010-03-02,4230643440
2010-03-03,4243098720
2010-03-04,4176670560
2010-03-05,4292919840
2010-03-08,4297071600
2010-03-09,4247250480
2010-03-10,4330285680
2010-03-11,4280464560
2010-03-12,4346892720
2010-03-15,4238946960
2010-03-16,4272161039
2010-03-17,4321982160
2010-03-18,4101938880
2010-03-19,3960779039
2010-03-22,3898502640
2010-03-23,3969082560
2010-03-24,3960779039
2010-03-25,3836226240
2010-03-26,3778101600
2010-03-29,3852833279
2010-03-30,3803012160
2010-03-31,3824071999
2010-04-01,3923830400
2010-04-05,4036058600
2010-04-06,4052685000
2010-04-07,3965396399
2010-04-08,3990336000
2010-04-09,4152443400
2010-04-12,4119190600
2010-04-13,4202322600
2010-04-14,4210635800
2010-04-15,4198166000
2010-04-16,4048528400
2010-04-19,4011119000
2010-04-20,4052685000
2010-04-21,4048528400
2010-04-22,4102564199
2010-04-23,4144130200
2010-04-26,4098407600
2010-04-27,3903047400
2010-04-28,3969553000
2010-04-29,3716000400
2010-04-30,3753409799
2010-05-03,3869794600
2010-05-04,3786662600
2010-05-05,3616241999
2010-05-06,3408411999
2010-05-07,3312810200
2010-05-10,3499857200
2010-05-11,3441664799
2010-05-12,3562206200
2010-05-13,3553893000
2010-05-14,3516483600
2010-05-17,3429195000
2010-05-18,3416725200
2010-05-19,3416725200
2010-05-20,3196425400
2010-05-21,3258774400
2010-05-24,3150702800
2010-05-25,3275400800
2010-05-26,3366846000
2010-05-27,3616241999
2010-05-28,3603772200
2010-06-01,3420881800
2010-06-02,3670277800
2010-06-03,3861481399
2010-06-04,3632868400
2010-06-07,3587145800
2010-06-08,3582989199
2010-06-09,3549736399
2010-06-10,3778349400
2010-06-11,3844855000
2010-06-14,3844855000
2010-06-15,3990336000
2010-06-16,3973709600
2010-06-17,3886421000
2010-06-18,3786662600
2010-06-21,3732626800
2010-06-22,3445821399
2010-06-23,3420881800
2010-06-24,3375159199
2010-06-25,3420881800
2010-06-28,3466604400
2010-06-29,3283714000
2010-06-30,3255870600
2010-07-01,3251712400
2010-07-02,3214288600
2010-07-06,3243396000
2010-07-07,3363983800
2010-07-08,3492888000
2010-07-09,3480413399
2010-07-12,3447147799
2010-07-13,3484571600
2010-07-14,3484571600
2010-07-15,3463780600
2010-07-16,3314085400
2010-07-19,3318243600
2010-07-20,3455464200
2010-07-21,3405565800
2010-07-22,3405565800
2010-07-23,3309927200
2010-07-26,3297452600
2010-07-27,3164390200
2010-07-28,3118650000
2010-07-29,3172706600
2010-07-30,3168548400
2010-08-02,3251712400
2010-08-03,3355667400
2010-08-04,3405565800
2010-08-05,3380616600
2010-08-06,3309927200
2010-08-09,3359825600
2010-08-10,3351509200
2010-08-11,3218446800
2010-08-12,3197655800
2010-08-13,3189339400
2010-08-16,3135282800
2010-08-17,3151915600
2010-08-18,3135282800
2010-08-19,3077068000
2010-08-20,3043802400
2010-08-23,3068751600
2010-08-24,2981429400
2010-08-25,2906581800
2010-08-26,2902423600
2010-08-27,2981429400
2010-08-30,2927372800
2010-08-31,2894107200
2010-09-01,2993904000
2010-09-02,3002220400
2010-09-03,3043802400
2010-09-07,2973113000
2010-09-08,2973113000
2010-09-09,2956480200
2010-09-10,3027169600
2010-09-13,3047960600
2010-09-14,3047960600
2010-09-15,2998062200
2010-09-16,2894107200
2010-09-17,2806785000
2010-09-20,2877474400
2010-09-21,2914898200
2010-09-22,2852525200
2010-09-23,2910740000
2010-09-24,2981429400
2010-09-27,2952322000
2010-09-28,2985587600
2010-09-29,3139441000
2010-09-30,3131124600
2010-10-01,3176864800
2010-10-04,3093700800
2010-10-05,3193497600
2010-10-06,3276661600
2010-10-07,3260028800
2010-10-08,3330718200
2010-10-11,3276661600
2010-10-12,3189339400
2010-10-13,3239237800
2010-10-14,3193497600
2010-10-15,3172706600
2010-10-18,3226763200
2010-10-19,3106175400
2010-10-20,3168548400
2010-10-21,3164390200
2010-10-22,3210130400
2010-10-25,3214288600
2010-10-26,2981429400
2010-10-27,2981429400
2010-10-28,2939847400
2010-10-29,3014695000
2010-11-01,3135282800
2010-11-02,3172706600
2010-11-03,3226763200
2010-11-04,3314085400
2010-11-05,3347351000
2010-11-08,3380616600
2010-11-09,3517837200
2010-11-10,3609317600
2010-11-11,3663374200
2010-11-12,3571893800
2010-11-15,3559419200
2010-11-16,3480413399
2010-11-17,3467938800
2010-11-18,3580210200
2010-11-19,3725747200
2010-11-22,3729905400
2010-11-23,3617633999
2010-11-24,3663374200
2010-11-26,3638425000
2010-11-29,3625950400
2010-11-30,3634266800
2010-12-01,3742380000
2010-12-02,3842176800
2010-12-03,3917024400
2010-12-06,3883758800
2010-12-07,3871284200
2010-12-08,3754854599
2010-12-09,3729905400
2010-12-10,3675848800
2010-12-13,3842176800
2010-12-14,3767329200
2010-12-15,3759012799
2010-12-16,3742380000
2010-12-17,3808911200
2010-12-20,3829702200
2010-12-21,3842176800
2010-12-22,3821385800
2010-12-23,3838018600
2010-12-27,3804753000
2010-12-28,3829702200
2010-12-29,3883758800
2010-12-30,3917024400
2010-12-31,3940808960
2011-01-03,4007461119
2011-01-04,3907482880
2011-01-05,3907482880
2011-01-06,3899151360
2011-01-07,3903317119
2011-01-10,3915814400
2011-01-11,3994963840
2011-01-12,3986632320
2011-01-13,3953306240
2011-01-14,4019958400
2011-01-18,4086610560
2011-01-19,3999129600
2011-01-20,3990798080
2011-01-21,4069947520
2011-01-24,4169925760
2011-01-25,4115770880
2011-01-26,4236577920
2011-01-27,4219914880
2011-01-28,4140765440
2011-01-31,4336556160
2011-02-01,4349053440
2011-02-02,4399042560
2011-02-03,4344887680
2011-02-04,4311561600
2011-02-07,4278235520
2011-02-08,4261572480
2011-02-09,4211583360
2011-02-10,4253240960
2011-02-11,4207417600
2011-02-14,4236577920
2011-02-15,4182423039
2011-02-16,4278235520
2011-02-17,4249075199
2011-02-18,4257406720
2011-02-22,4149096960
2011-02-23,4665651200
2011-02-24,4665651200
2011-02-25,4769795200
2011-02-28,4757297920
2011-03-01,4632325120
2011-03-02,4678148480
2011-03-03,4769795200
2011-03-04,4823950080
2011-03-07,4719806080
2011-03-08,4636490880
2011-03-09,4619827840
2011-03-10,4482357760
2011-03-11,4586501760
2011-03-14,4815618560
2011-03-15,4861441920
2011-03-16,4890602240
2011-03-17,5015575040
2011-03-18,5048901120
2011-03-21,5148879360
2011-03-22,5132216320
2011-03-23,5157210880
2011-03-24,5215531520
2011-03-25,5353001600
2011-03-28,5207200000
2011-03-29,5282183680
2011-03-30,5561289600
2011-03-31,5521821440
2011-04-01,5634426560
2011-04-04,5617744320
2011-04-05,5609403200
2011-04-06,5551015360
2011-04-07,5563527040
2011-04-08,5538503680
2011-04-11,5459263040
2011-04-12,5313293440
2011-04-13,5409216320
2011-04-14,5480115840
2011-04-15,5580209280
2011-04-18,5446751360
2011-04-19,5400875200
2011-04-20,5551015360
2011-04-21,5701155520
2011-04-25,5692814400
2011-04-26,5792907840
2011-04-27,5805419520
2011-04-28,5805419520
2011-04-29,5867977920
2011-05-02,5859636800
2011-05-03,5671961600
2011-05-04,5488456960
2011-05-05,5425898560
2011-05-06,5450921920
2011-05-09,5751202240
2011-05-10,5851295680
2011-05-11,5517650880
2011-05-12,5551015360
2011-05-13,5521821440
2011-05-16,5505139200
2011-05-17,5576038720
2011-05-18,5759543360
2011-05-19,5638597120
2011-05-20,5701155520
2011-05-23,5530162560
2011-05-24,5576038720
2011-05-25,5968071360
2011-05-26,6055653120
2011-05-27,6059823680
2011-05-31,6126552640
2011-06-01,5851295680
2011-06-02,5863807360
2011-06-03,5897171840
2011-06-06,5738690560
2011-06-07,5830442880
2011-06-08,6080676480
2011-06-09,6184940480
2011-06-10,6030629760
2011-06-13,5822101760
2011-06-14,6147405440
2011-06-15,6072335360
2011-06-16,6301716160
2011-06-17,6293375040
2011-06-20,6305886720
2011-06-21,6451856320
2011-06-22,6497732480
2011-06-23,6410150720
2011-06-24,6405980160
2011-06-27,6526926400
2011-06-28,6856400640
2011-06-29,6873082880
2011-06-30,6916181199
2011-07-01,7007952000
2011-07-05,7003780600
2011-07-06,6932866800
2011-07-07,6945380999
2011-07-08,6932866800
2011-07-11,6611669000
2011-07-12,6603326200
2011-07-13,6720125400
2011-07-14,6528241000
2011-07-15,7137265400
2011-07-18,7153950999
2011-07-19,7412577800
2011-07-20,7329149800
2011-07-21,7441777600
2011-07-22,7500177200
2011-07-25,7541891199
2011-07-26,7616976400
2011-07-27,7400063599
2011-07-28,7908974400
2011-07-29,7725432800
2011-08-01,7846403399
2011-08-02,7662861800
2011-08-03,7629490600
2011-08-04,7041323200
2011-08-05,6974580800
2011-08-08,6186186200
2011-08-09,6845267400
2011-08-10,6957895200
2011-08-11,7425092000
2011-08-12,7533548399
2011-08-15,7717090000
2011-08-16,7496005800
2011-08-17,7521034200
2011-08-18,7087208599
2011-08-19,6945380999
2011-08-22,6895324200
2011-08-23,7320807000
2011-08-24,7324978399
2011-08-25,7249893200
2011-08-26,7504348599
2011-08-29,7717090000
2011-08-30,7996573800
2011-08-31,7913145800
2011-09-01,7854746199
2011-09-02,7742118399
2011-09-06,7833889200
2011-09-07,8042459200
2011-09-08,7750461199
2011-09-09,7320807000
2011-09-12,7270750200
2011-09-13,7279093000
2011-09-14,7312464200
2011-09-15,7249893200
2011-09-16,7358349600
2011-09-19,7587776600
2011-09-20,7445949000
2011-09-21,7304121400
2011-09-22,6749325200
2011-09-23,6373899200
2011-09-26,6766010800
2011-09-27,6912009800
2011-09-28,6636697400
2011-09-29,6686754200
2011-09-30,6458286960
2011-10-03,6112009300
2011-10-04,6379018580
2011-10-05,6708608159
2011-10-06,6833768760
2011-10-07,6637683820
2011-10-10,7004821580
2011-10-11,6862972900
2011-10-12,6716952200
2011-10-13,6775360479
2011-10-14,7125810159
2011-10-17,7188390460
2011-10-18,7259314799
2011-10-19,7117466119
2011-10-20,7184218440
2011-10-21,7330239140
2011-10-24,7367787320
2011-10-25,6896349060
2011-10-26,6971445420
2011-10-27,8077030720
2011-10-28,8364900100
2011-10-31,8106234860
2011-11-01,8097890820
2011-11-02,8389932220
2011-11-03,8560985040
2011-11-04,8723693820
2011-11-07,8727865840
2011-11-08,8656941500
2011-11-09,8381588180
2011-11-10,9028251280
2011-11-11,9186788040
2011-11-14,9003219160
2011-11-15,8948982900
2011-11-16,8886402600
2011-11-17,8435824440
2011-11-18,8569329080
2011-11-21,8369072119
2011-11-22,8352384040
2011-11-23,7851741640
2011-11-25,7997762340
2011-11-28,8348212020
2011-11-29,8665285540
2011-11-30,9241024300
2011-12-01,8948982900
2011-12-02,9011563200
2011-12-05,8957326940
2011-12-06,8948982900
2011-12-07,8498404740
2011-12-08,8410792320
2011-12-09,8465028580
2011-12-12,8097890820
2011-12-13,7939354060
2011-12-14,7643140640
2011-12-15,7522152060
2011-12-16,7734925080
2011-12-19,7513808020
2011-12-20,8043654560
2011-12-21,8068686680
2011-12-22,8122922940
2011-12-23,8135439000
2011-12-27,8127094960
2011-12-28,7947698100
2011-12-29,8026966479
2011-12-30,7914321940
2012-01-03,8030515200
2012-01-04,8607708480
2012-01-05,8649534080
2012-01-06,8432040960
2012-01-09,8331659520
2012-01-10,8193635040
2012-01-11,7281836960
2012-01-12,7022518240
2012-01-13,7018335680
2012-01-17,6938867040
2012-01-18,7051796160
2012-01-19,6595897120
2012-01-20,6390951680
2012-01-23,6805025120
2012-01-24,6696278560
2012-01-25,6968144960
2012-01-26,6784112320
2012-01-27,6876128640
2012-01-30,6788294880
2012-01-31,6671183200
2012-02-01,6813390240
2012-02-02,6729739040
2012-02-03,6788294880
2012-02-06,7014153120
2012-02-07,7118717120
2012-02-08,6909589120
2012-02-09,6805025120
2012-02-10,7022518240
2012-02-13,7118717120
2012-02-14,7319480000
2012-02-15,7252559040
2012-02-16,7419861439
2012-02-17,7662449920
2012-02-21,7528608000
2012-02-22,7327845120
2012-02-23,7407313760
2012-02-24,7465869600
2012-02-27,7424044000
2012-02-28,7411496320
2012-02-29,7294384640
2012-03-01,7524425439
2012-03-02,7206550880
2012-03-05,7185638080
2012-03-06,7076891520
2012-03-07,7214916000
2012-03-08,7327845120
2012-03-09,7298567200
2012-03-12,7055978720
2012-03-13,7093621760
2012-03-14,6980692640
2012-03-15,6909589120
2012-03-16,6989057760
2012-03-19,7110352000
2012-03-20,6934684479
2012-03-21,7018335680
2012-03-22,6591714560
2012-03-23,6800842560
2012-03-26,6825937920
2012-03-27,6700461120
2012-03-28,6646087840
2012-03-29,6328213280
2012-03-30,6520611040
2012-04-02,6712764480
2012-04-03,6599628000
2012-04-04,6549345120
2012-04-05,6691813280
2012-04-09,6574486560
2012-04-10,6419447680
2012-04-11,6247647840
2012-04-12,6427828160
2012-04-13,6411067200
2012-04-16,6188984480
2012-04-17,6406876960
2012-04-18,6394306240
2012-04-19,6490681760
2012-04-20,6314691680
2012-04-23,6276979520
2012-04-24,6201555200
2012-04-25,6448779360
2012-04-26,6913896000
2012-04-27,7077315360
2012-04-30,7362251680
2012-05-01,7525671040
2012-05-02,7282637120
2012-05-03,7244924960
2012-05-04,7198832320
2012-05-07,7094076320
2012-05-08,7148549439
2012-05-09,7538241759
2012-05-10,7580144160
2012-05-11,7437676000
2012-05-14,7379012640
2012-05-15,7123408000
2012-05-16,7270066400
2012-05-17,7060554400
2012-05-18,7182071360
2012-05-21,7454436960
2012-05-22,7508910080
2012-05-23,7613666080
2012-05-24,7349680960
2012-05-25,7286827360
2012-05-29,7257495680
2012-05-30,6876183840
2012-05-31,6817520480
2012-06-01,6524203680
2012-06-04,6524203680
2012-06-05,6704384000
2012-06-06,6989320320
2012-06-07,6871993599
2012-06-08,6913896000
2012-06-11,6712764480
2012-06-12,7039603200
2012-06-13,6758857120
2012-06-14,7341300480
2012-06-15,7584334400
2012-06-18,7714231840
2012-06-19,7601095360
2012-06-20,7626236800
2012-06-21,7299398080
2012-06-22,7626236800
2012-06-25,7730992800
2012-06-26,7932124320
2012-06-27,8640274880
2012-06-28,8447523840
2012-06-29,8254772800
2012-07-02,8327536320
2012-07-03,8415591840
2012-07-05,8356888160
2012-07-06,8281412000
2012-07-09,8444943680
2012-07-10,8193356480
2012-07-11,8264639520
2012-07-12,8172390879
2012-07-13,8512033600
2012-07-16,8449136799
2012-07-17,8394626240
2012-07-18,8365274400
2012-07-19,8256253280
2012-07-20,8428171200
2012-07-23,8394626240
2012-07-24,8281412000
2012-07-25,8239480799
2012-07-26,8759427680
2012-07-27,8813938240
2012-07-30,9015208000
2012-07-31,8847483200
2012-08-01,8805552000
2012-08-02,8520419840
2012-08-03,8633634080
2012-08-06,8549771680
2012-08-07,8990049280
2012-08-08,8885221280
2012-08-09,9115842880
2012-08-10,8990049280
2012-08-13,8813938240
2012-08-14,8918766240
2012-08-15,8843290080
2012-08-16,9078104800
2012-08-17,9015208000
2012-08-20,8822324480
2012-08-21,8755234560
2012-08-22,8805552000
2012-08-23,8520419840
2012-08-24,8776200160
2012-08-27,8855869440
2012-08-28,8738462080
2012-08-29,8621054720
2012-08-30,8499454240
2012-08-31,8683951520
2012-09-04,8700724000
2012-09-05,8507840480
2012-09-06,8717496480
2012-09-07,8843290080
2012-09-10,8830710720
2012-09-11,9329692000
2012-09-12,9547734240
2012-09-13,9593858560
2012-09-14,9614824160
2012-09-17,9451292480
2012-09-18,9426133760
2012-09-19,9359043840
2012-09-20,9266795200
2012-09-21,9447099360
2012-09-24,9208091520
2012-09-25,9149387840
2012-09-26,9224864000
2012-09-27,9438713120
2012-09-28,9413554400
2012-10-01,9590145000
2012-10-02,9443250000
2012-10-03,9195627000
2012-10-04,9287961000
2012-10-05,9292158000
2012-10-08,9212415000
2012-10-09,9262779000
2012-10-10,9229203000
2012-10-11,9308946000
2012-10-12,9204021000
2012-10-15,9292158000
2012-10-16,9569160000
2012-10-17,9602736000
2012-10-18,9455841000
2012-10-19,9334128000
2012-10-22,9199824000
2012-10-23,9178839000
2012-10-24,9010959000
2012-10-25,9052929000
2012-10-26,9959481000
2012-10-31,9858753000
2012-11-01,10072800000
2012-11-02,9980466000
2012-11-05,10085391000
2012-11-06,10236483000
2012-11-07,10102179000
2012-11-08,9988860000
2012-11-09,9980466000
2012-11-12,10035027000
2012-11-13,10148346000
2012-11-14,10072800000
2012-11-15,9997254000
2012-11-16,10068603000
2012-11-19,10303635000
2012-11-20,10337211000
2012-11-21,10379181000
2012-11-23,10467318000
2012-11-26,10093785000
2012-11-27,10030830000
2012-11-28,10051815000
2012-11-29,10022436000
2012-11-30,9883935000
2012-12-03,10093785000
2012-12-04,9984663000
2012-12-05,9997254000
2012-12-06,10236483000
2012-12-07,10249074000
2012-12-10,10081194000
2012-12-11,10089588000
2012-12-12,10198710000
2012-12-13,9867147000
2012-12-14,9816783000
2012-12-17,10022436000
2012-12-18,10223892000
2012-12-19,10412757000
2012-12-20,10719138000
2012-12-21,10668774000
2012-12-24,10484106000
2012-12-26,10374984000
2012-12-27,10442136000
2012-12-28,10249074000
2012-12-31,10452861000
2013-01-02,10347786000
2013-01-03,10486485000
2013-01-04,10532718000
2013-01-07,10448658000
2013-01-08,10288944000
2013-01-09,9990531000
2013-01-10,10036764000
2013-01-11,10108215000
2013-01-14,10221696000
2013-01-15,10389816000
2013-01-16,10423440000
2013-01-17,10541124000
2013-01-18,10797507000
2013-01-22,11049687000
2013-01-23,10910988000
2013-01-24,11062296000
2013-01-25,11108529000
2013-01-28,10885770000
2013-01-29,11087514000
2013-01-30,11032875000
2013-01-31,11091717000
2013-02-01,11175777000
2013-02-04,11045484000
2013-02-05,11238822000
2013-02-06,11432160000
2013-02-07,11406942000
2013-02-08,11537235000
2013-02-11,11486799000
2013-02-12,11495205000
2013-02-13,11654919000
2013-02-14,11549844000
2013-02-15,11415348000
2013-02-19,11667528000
2013-02-20,11285055000
2013-02-21,11318679000
2013-02-22,12571173000
2013-02-25,12293775000
2013-02-26,12768714000
2013-02-27,13151187000
2013-02-28,13025097000
2013-03-01,13323510000
2013-03-04,13264668000
2013-03-05,13260465000
2013-03-06,13075533000
2013-03-07,13592502000
2013-03-08,13575689999
2013-03-11,13865697000
2013-03-12,13701780000
2013-03-13,13819464000
2013-03-14,14344839000
2013-03-15,14092659000
2013-03-18,14256576000
2013-03-19,14307012000
2013-03-20,14260779000
2013-03-21,14206139999
2013-03-22,14222952000
2013-03-25,14168313000
2013-03-26,14239764000
2013-03-27,14290200000
2013-03-28,14210343000
2013-04-01,14047106220
2013-04-02,14017657360
2013-04-03,13622201240
2013-04-04,13596959360
2013-04-05,14295318039
2013-04-08,14438355360
2013-04-09,14795948660
2013-04-10,14631876440
2013-04-11,14682360200
2013-04-12,14240627300
2013-04-15,13365575460
2013-04-16,13626408220
2013-04-17,13453922040
2013-04-18,13824136280
2013-04-19,13588545399
2013-04-22,13840964200
2013-04-23,13861999100
2013-04-24,14076555080
2013-04-25,14345801800
2013-04-26,14164901660
2013-04-29,14341594820
2013-04-30,14316352940
2013-05-01,13925103800
2013-05-02,13920896820
2013-05-03,14160694679
2013-05-06,14320559920
2013-05-07,14265869179
2013-05-08,14328973880
2013-05-09,14232213340
2013-05-10,14059727160
2013-05-13,14021864340
2013-05-14,14408906500
2013-05-15,14417320460
2013-05-16,14249041259
2013-05-17,14783327720
2013-05-20,15204025720
2013-05-21,14960020880
2013-05-22,14846432420
2013-05-23,15208232700
2013-05-24,14926365039
2013-05-28,15250302500
2013-05-29,15187197800
2013-05-30,15182990820
2013-05-31,14800155640
2013-06-03,14922158060
2013-06-04,14812776580
2013-06-05,14774913759
2013-06-06,14846432420
2013-06-07,15212439679
2013-06-10,15069402360
2013-06-11,14833811480
2013-06-12,14610841539
2013-06-13,14846432420
2013-06-14,14627669460
2013-06-17,15002090679
2013-06-18,15182990820
2013-06-19,15035746520
2013-06-20,14501460060
2013-06-21,14303732000
2013-06-24,14530908920
2013-06-25,14800155640
2013-06-26,15098851220
2013-06-27,14892709200
2013-06-28,14938985980
2013-07-01,14865015660
2013-07-02,14974472020
2013-07-03,15092348100
2013-07-05,15041829779
2013-07-08,15062879080
2013-07-09,15109187540
2013-07-10,14991311460
2013-07-11,14932373420
2013-07-12,14911324120
2013-07-15,14780818460
2013-07-16,14646102940
2013-07-17,14671362100
2013-07-18,15290211520
2013-07-19,15509124240
2013-07-22,15319680540
2013-07-23,15214434040
2013-07-24,15096557960
2013-07-25,16115344080
2013-07-26,16241639880
2013-07-29,16111134220
2013-07-30,16149022960
2013-07-31,15959579259
2013-08-01,16304787779
2013-08-02,16245849740
2013-08-05,16258479319
2013-08-06,16330046940
2013-08-07,15934320100
2013-08-08,15934320100
2013-08-09,15997468000
2013-08-12,15892221500
2013-08-13,15837493319
2013-08-14,15740666540
2013-08-15,15883801779
2013-08-16,15631210180
2013-08-19,15458605920
2013-08-20,15812234160
2013-08-21,15753296120
2013-08-22,16367935680
2013-08-23,16355306100
2013-08-26,16351096240
2013-08-27,16313207500
2013-08-28,16612107560
2013-08-29,16586848400
2013-08-30,16473182180
2013-09-03,16809970980
2013-09-04,16599477980
2013-09-05,16186911700
2013-09-06,16308997640
2013-09-09,16418454000
2013-09-10,16258479319
2013-09-11,16367935680
2013-09-12,16014307440
2013-09-13,15795394720
2013-09-16,15829073600
2013-09-17,16085875060
2013-09-18,16157442680
2013-09-19,16026937020
2013-09-20,15875382060
2013-09-23,15681728500
2013-09-24,15462815779
2013-09-25,14974472020
2013-09-26,15627000319
2013-09-27,15622790460
2013-09-30,15628645680
2013-10-01,15536515400
2013-10-02,15151243320
2013-10-03,14946044060
2013-10-04,15209871680
2013-10-07,15000484680
2013-10-08,14694779660
2013-10-09,14837162820
2013-10-10,15167994280
2013-10-11,15389944500
2013-10-14,15402507720
2013-10-15,15230810379
2013-10-16,15691461780
2013-10-17,15218247160
2013-10-18,15126116879
2013-10-21,15100990440
2013-10-22,15021423379
2013-10-23,14569147460
2013-10-24,14590086160
2013-10-25,15486262519
2013-10-28,15444385120
2013-10-29,15331316140
2013-10-30,14837162820
2013-10-31,14791097680
2013-11-01,14673840960
2013-11-04,14703155140
2013-11-05,14623588080
2013-11-06,14192250860
2013-11-07,13664595620
2013-11-08,14070806400
2013-11-11,14037304480
2013-11-12,14033116740
2013-11-13,14188063120
2013-11-14,13886545839
2013-11-15,13957737420
2013-11-18,13765101379
2013-11-19,13857231660
2013-11-20,14271817920
2013-11-21,14548208760
2013-11-22,14715718360
2013-11-25,14573335199
2013-11-26,14410013339
2013-11-27,14439327519
2013-11-29,14426764300
2013-12-02,14523082320
2013-12-03,14464453960
2013-12-04,14414201080
2013-12-05,15021423379
2013-12-06,14740844800
2013-12-09,15419258680
2013-12-10,15226622640
2013-12-11,14962795019
2013-12-12,15314565180
2013-12-13,15126116879
2013-12-16,15000484680
2013-12-17,15000484680
2013-12-18,15247561339
2013-12-19,16043231940
2013-12-20,16093484820
2013-12-23,16152113180
2013-12-24,16302871820
2013-12-26,16147925440
2013-12-27,16219117019
2013-12-30,16214929280
2013-12-31,16159044000
2014-01-02,15913073000
2014-01-03,15821355000
2014-01-06,15925580000
2014-01-07,16204902999
2014-01-08,16154875000
2014-01-09,15608736000
2014-01-10,15633750000
2014-01-13,15191836000
2014-01-14,15575384000
2014-01-15,15683777999
2014-01-16,15908903999
2014-01-17,15625411999
2014-01-21,16296621000
2014-01-22,16638478999
2014-01-23,16596789000
2014-01-24,16488394999
2014-01-27,16288283000
2014-01-28,16838591000
2014-01-29,16880281000
2014-01-30,16559268000
2014-01-31,16667661999
2014-02-03,16450874000
2014-02-04,17347209000
2014-02-05,16851098000
2014-02-06,16784394000
2014-02-07,16392508000
2014-02-10,16138199000
2014-02-11,16363325000
2014-02-12,16096509000
2014-02-13,16188227000
2014-02-14,16200734000
2014-02-18,16534253999
2014-02-19,16705183000
2014-02-20,16375832000
2014-02-21,15037583000
2014-02-24,14862485000
2014-02-25,14812457000
2014-02-26,14745752999
2014-02-27,14749922000
2014-02-28,14591500000
2014-03-03,14483106000
2014-03-04,14512289000
