,CPT
2009-04-13,1669082860
2009-04-14,1471671070
2009-04-15,1608813840
2009-04-16,1666622900
2009-04-17,1639563340
2009-04-20,1451376400
2009-04-21,1609428830
2009-04-22,1590979130
2009-04-23,1624803580
2009-04-24,1752106510
2009-04-27,1570069470
2009-04-28,1602663940
2009-04-29,1688147550
2009-04-30,1668467870
2009-05-01,1660473000
2009-05-04,1847429960
2009-05-05,1819755410
2009-05-06,1873874530
2009-05-07,1781626030
2009-05-08,1905854010
2009-05-11,1902779060
2009-05-12,1797000780
2009-05-13,1634643420
2009-05-14,1704752280
2009-05-15,1658013040
2009-05-18,1774861140
2009-05-19,1758871400
2009-05-20,1729966870
2009-05-21,1748416570
2009-05-22,1721357010
2009-05-26,1841895050
2009-05-27,1755796450
2009-05-28,1803150680
2009-05-29,1846199980
2009-06-01,1891709240
2009-06-02,1832670200
2009-06-03,1814220500
2009-06-04,1843740020
2009-06-05,1840050080
2009-06-08,1818525430
2009-06-09,1836360140
2009-06-10,1803150680
2009-06-11,1771171200
2009-06-12,1854194850
2009-06-15,1749646550
2009-06-16,1725661940
2009-06-17,1693067470
2009-06-18,1731811840
2009-06-19,1745956610
2009-06-22,1677077730
2009-06-23,1673387790
2009-06-24,1698602380
2009-06-25,1710902180
2009-06-26,1704752280
2009-06-29,1703522300
2009-06-30,1824194400
2009-07-01,1841378840
2009-07-02,1771319200
2009-07-06,1844022600
2009-07-07,1738272200
2009-07-08,1724392460
2009-07-09,1672178200
2009-07-10,1658959400
2009-07-13,1745542540
2009-07-14,1763387920
2009-07-15,1814280300
2009-07-16,1845344480
2009-07-17,1784538000
2009-07-20,1861207040
2009-07-21,1825516280
2009-07-22,1833447560
2009-07-23,1892271220
2009-07-24,1880374300
2009-07-27,1894254040
2009-07-28,1929283860
2009-07-29,1884339940
2009-07-30,1930605740
2009-07-31,1950433940
2009-08-03,1978854360
2009-08-04,2142106539
2009-08-05,2300732140
2009-08-06,2273633600
2009-08-07,2418379460
2009-08-10,2343032300
2009-08-11,2288835220
2009-08-12,2313290000
2009-08-13,2308002480
2009-08-14,2299410260
2009-08-17,2169205080
2009-08-18,2204234900
2009-08-19,2187711400
2009-08-20,2259092920
2009-08-21,2339727600
2009-08-24,2321882220
2009-08-25,2314611880
2009-08-26,2343693240
2009-08-27,2390619980
2009-08-28,2441512360
2009-08-31,2425649800
2009-09-01,2290818040
2009-09-02,2241908480
2009-09-03,2306680600
2009-09-04,2311968120
2009-09-08,2407804420
2009-09-09,2440851420
2009-09-10,2480507820
2009-09-11,2481168760
2009-09-14,2576344120
2009-09-15,2619966160
2009-09-16,2728360320
2009-09-17,2719107160
2009-09-18,2728360320
2009-09-21,2709854000
2009-09-22,2824196620
2009-09-23,2767355780
2009-09-24,2703244600
2009-09-25,2699939900
2009-09-28,2696635200
2009-09-29,2643760000
2009-09-30,2666852500
2009-10-01,2525899750
2009-10-02,2510679500
2009-10-05,2560310750
2009-10-06,2591413000
2009-10-07,2578839750
2009-10-08,2628471000
2009-10-09,2586119000
2009-10-12,2564943000
2009-10-13,2533840750
2009-10-14,2614574250
2009-10-15,2590089500
2009-10-16,2533840750
2009-10-19,2605309750
2009-10-20,2512003000
2009-10-21,2449136750
2009-10-22,2501415000
2009-10-23,2483547750
2009-10-26,2429284250
2009-10-27,2387594000
2009-10-28,2332007000
2009-10-29,2405461250
2009-10-30,2398843750
2009-11-02,2425313750
2009-11-03,2482224250
2009-11-04,2409431750
2009-11-05,2458401250
2009-11-06,2406123000
2009-11-09,2531193750
2009-11-10,2536487750
2009-11-11,2592736500
2009-11-12,2550384500
2009-11-13,2602001000
2009-11-16,2653617500
2009-11-17,2603986250
2009-11-18,2631118000
2009-11-19,2527223250
2009-11-20,2540458250
2009-11-23,2568913500
2009-11-24,2529870250
2009-11-25,2549722750
2009-11-27,2468327500
2009-11-30,2564281250
2009-12-01,2592074750
2009-12-02,2643691250
2009-12-03,2631779750
2009-12-04,2727733500
2009-12-07,2656926250
2009-12-08,2597368750
2009-12-09,2529870250
2009-12-10,2476930250
2009-12-11,2502076750
2009-12-14,2612589000
2009-12-15,2605309750
2009-12-16,2631779750
2009-12-17,2611927250
2009-12-18,2636412000
2009-12-21,2696631250
2009-12-22,2734351000
2009-12-23,2791923250
2009-12-24,2844201500
2009-12-28,2912361750
2009-12-29,2870009750
2009-12-30,2865377500
2009-12-31,2816545750
2010-01-04,2758047750
2010-01-05,2752065000
2010-01-06,2718827500
2010-01-07,2713509500
2010-01-08,2672295000
2010-01-11,2680272000
2010-01-12,2643710750
2010-01-13,2719492250
2010-01-14,2708856250
2010-01-15,2686919500
2010-01-19,2750735500
2010-01-20,2749406000
2010-01-21,2675618750
2010-01-22,2595848750
2010-01-25,2614461750
2010-01-26,2587207000
2010-01-27,2606484750
2010-01-28,2597843000
2010-01-29,2577235750
2010-02-01,2603825750
2010-02-02,2657670500
2010-02-03,2565935000
2010-02-04,2499460000
2010-02-05,2545327750
2010-02-08,2514084500
2010-02-09,2444285750
2010-02-10,2448939000
2010-02-11,2455586500
2010-02-12,2487494500
2010-02-16,2565270250
2010-02-17,2562611250
2010-02-18,2607814250
2010-02-19,2612467500
2010-02-22,2624433000
2010-02-23,2627092000
2010-02-24,2655676250
2010-02-25,2655676250
2010-02-26,2662323750
2010-03-01,2692237500
2010-03-02,2684260500
2010-03-03,2638392750
2010-03-04,2655676250
2010-03-05,2720157000
2010-03-08,2748741250
2010-03-09,2746082250
2010-03-10,2736111000
2010-03-11,2734781500
2010-03-12,2737440500
2010-03-15,2703538250
2010-03-16,2783308250
2010-03-17,2809233500
2010-03-18,2828511250
2010-03-19,2916258250
2010-03-22,2920911500
2010-03-23,2865072500
2010-03-24,2839812000
2010-03-25,2863743000
2010-03-26,2834494000
2010-03-29,2811892500
2010-03-30,2815216250
2010-03-31,2834586700
2010-04-01,2852971000
2010-04-05,2952382400
2010-04-06,3059283700
2010-04-07,2991874600
2010-04-08,2994598200
2010-04-09,3067454500
2010-04-12,3076987100
2010-04-13,3159376000
2010-04-14,3109670300
2010-04-15,3019791500
2010-04-16,2976894800
2010-04-19,2990512800
2010-04-20,3005492600
2010-04-21,3096052300
2010-04-22,3151205200
2010-04-23,3226785100
2010-04-26,3274448100
2010-04-27,3158014200
2010-04-28,3180483900
2010-04-29,3404500000
2010-04-30,3297598700
2010-05-03,3472590000
2010-05-04,3364326900
2010-05-05,3313940300
2010-05-06,3160737800
2010-05-07,3121245600
2010-05-10,3386115700
2010-05-11,3422884300
2010-05-12,3506635000
2010-05-13,3458291100
2010-05-14,3330962800
2010-05-17,3276490800
2010-05-18,3186612000
2010-05-19,3141672600
2010-05-20,2965319500
2010-05-21,3047027500
2010-05-24,2993236400
2010-05-25,3038856700
2010-05-26,3004811700
2010-05-27,3121926500
2010-05-28,3107627600
2010-06-01,3062007300
2010-06-02,3115798400
2010-06-03,3108308500
2010-06-04,2911528400
2010-06-07,2931274500
2010-06-08,3006173500
2010-06-09,3028643200
2010-06-10,3198187300
2010-06-11,3236317700
2010-06-14,3270362700
2010-06-15,3301684100
2010-06-16,3257425600
2010-06-17,3239722200
2010-06-18,3205677200
2010-06-21,3149162500
2010-06-22,2999364500
2010-06-23,3000726300
2010-06-24,2936040800
2010-06-25,3000045400
2010-06-28,2946935200
2010-06-29,2812797900
2010-06-30,2822735000
2010-07-01,2822044000
2010-07-02,2770910000
2010-07-06,2705265000
2010-07-07,2837937000
2010-07-08,2916020000
2010-07-09,2998249000
2010-07-12,2974755000
2010-07-13,3068040000
2010-07-14,3056984000
2010-07-15,3059748000
2010-07-16,2939514000
2010-07-19,2987193000
2010-07-20,3055602000
2010-07-21,2979592000
2010-07-22,3131612000
2010-07-23,3153724000
2010-07-26,3206240000
2010-07-27,3198639000
2010-07-28,3206240000
2010-07-29,3138522000
2010-07-30,3145432000
2010-08-02,3276722000
2010-08-03,3276031000
2010-08-04,3251846000
2010-08-05,3226279000
2010-08-06,3200021000
2010-08-09,3258756000
2010-08-10,3226970000
2010-08-11,3166162000
2010-08-12,3113646000
2010-08-13,3121938000
2010-08-16,3095680000
2010-08-17,3140595000
2010-08-18,3139904000
2010-08-19,3045928000
2010-08-20,3047310000
2010-08-23,3024507000
2010-08-24,3032108000
2010-08-25,3087388000
2010-08-26,3086006000
2010-08-27,3152342000
2010-08-30,3101208000
2010-08-31,3162016000
2010-09-01,3279486000
2010-09-02,3269812000
2010-09-03,3318873000
2010-09-07,3264284000
2010-09-08,3237335000
2010-09-09,3216605000
2010-09-10,3219369000
2010-09-13,3252537000
2010-09-14,3267048000
2010-09-15,3268430000
2010-09-16,3273267000
2010-09-17,3332693000
2010-09-20,3448090000
2010-09-21,3403866000
2010-09-22,3357569000
2010-09-23,3266357000
2010-09-24,3372080000
2010-09-27,3309199000
2010-09-28,3299525000
2010-09-29,3271194000
2010-09-30,3393301860
2010-10-01,3408156840
2010-10-04,3425133960
2010-10-05,3426548720
2010-10-06,3421597060
2010-10-07,3456966060
2010-10-08,3445647980
2010-10-11,3449184880
2010-10-12,3456966060
2010-10-13,3505067900
2010-10-14,3497994100
2010-10-15,3507897420
2010-10-18,3546095940
2010-10-19,3505775280
2010-10-20,3589953500
2010-10-21,3598442060
2010-10-22,3640884860
2010-10-25,3647251280
2010-10-26,3594905160
2010-10-27,3563780440
2010-10-28,3514971220
2010-10-29,3507897420
2010-11-01,3530533579
2010-11-02,3540436900
2010-11-03,3549632840
2010-11-04,3682620280
2010-11-05,3725770460
2010-11-08,3701012160
2010-11-09,3555291880
2010-11-10,3665643160
2010-11-11,3637347960
2010-11-12,3625322500
2010-11-15,3589246120
2010-11-16,3464747240
2010-11-17,3510019560
2010-11-18,3552462360
2010-11-19,3606930620
2010-11-22,3609052760
2010-11-23,3581464940
2010-11-24,3695353120
2010-11-26,3664228400
2010-11-29,3657154600
2010-11-30,3612589660
2010-12-01,3612589660
2010-12-02,3708085960
2010-12-03,3696767880
2010-12-06,3699597400
2010-12-07,3747699240
2010-12-08,3696060500
2010-12-09,3633811060
2010-12-10,3703134300
2010-12-13,3729307360
2010-12-14,3667765300
2010-12-15,3621785600
2010-12-16,3603393720
2010-12-17,3610467520
2010-12-20,3657861980
2010-12-21,3679083380
2010-12-22,3730014740
2010-12-23,3751236140
2010-12-27,3805704400
2010-12-28,3809241300
2010-12-29,3829047940
2010-12-30,3826925800
2010-12-31,3881485880
2011-01-03,3927505720
2011-01-04,3861352200
2011-01-05,3883643060
2011-01-06,3876452459
2011-01-07,3877171520
2011-01-10,3879328700
2011-01-11,3851285360
2011-01-12,3846251940
2011-01-13,3854161600
2011-01-14,3890833660
2011-01-18,3900900500
2011-01-19,3844813820
2011-01-20,3881485880
2011-01-21,3931820080
2011-01-24,3946920340
2011-01-25,3981435220
2011-01-26,3972806500
2011-01-27,4006602320
2011-01-28,3929662900
2011-01-31,3985749580
2011-02-01,4007321380
2011-02-02,4003726080
2011-02-03,4035364720
2011-02-04,3999411720
2011-02-07,4021702580
2011-02-08,3985749580
2011-02-09,3979278040
2011-02-10,3982154280
2011-02-11,3994378300
2011-02-14,4036083780
2011-02-15,4008759500
2011-02-16,4024578820
2011-02-17,4028174120
2011-02-18,4069160540
2011-02-22,4046869680
2011-02-23,4076351140
2011-02-24,4101518240
2011-02-25,4180614840
2011-02-28,4254678020
2011-03-01,4094327640
2011-03-02,4041117200
2011-03-03,4073474900
2011-03-04,4028174120
2011-03-07,3975682740
2011-03-08,4038240959
2011-03-09,4037521900
2011-03-10,3990783000
2011-03-11,4036802840
2011-03-14,4016669160
2011-03-15,4013073860
2011-03-16,3970649320
2011-03-17,4027455060
2011-03-18,4031769420
2011-03-21,4067722420
2011-03-22,3987906760
2011-03-23,3954830000
2011-03-24,3967773080
2011-03-25,4015231040
2011-03-28,3991502060
2011-03-29,4001568900
2011-03-30,4041117200
2011-03-31,4110529260
2011-04-01,4127891580
2011-04-04,4132232160
2011-04-05,4132955590
2011-04-06,4154658490
2011-04-07,4089549790
2011-04-08,4080145200
2011-04-11,4085209210
2011-04-12,4115593270
2011-04-13,4134402450
2011-04-14,4164786510
2011-04-15,4221214050
2011-04-18,4166956800
2011-04-19,4227724920
2011-04-20,4268237000
2011-04-21,4286322750
2011-04-25,4340580000
2011-04-26,4416540150
2011-04-27,4446200780
2011-04-28,4507692330
2011-04-29,4539523250
2011-05-02,4550374700
2011-05-03,4515650060
2011-05-04,4546034120
2011-05-05,4555438710
2011-05-06,4459222520
2011-05-09,4450541360
2011-05-10,4523607790
2011-05-11,4485989430
2011-05-12,4476584840
2011-05-13,4459945950
2011-05-16,4469350540
2011-05-17,4467180250
2011-05-18,4506245470
2011-05-19,4546034120
2011-05-20,4451264790
2011-05-23,4439689910
2011-05-24,4479478560
2011-05-25,4505522040
2011-05-26,4564119870
2011-05-27,4574247890
2011-05-31,4650208040
2011-06-01,4540970110
2011-06-02,4553991850
2011-06-03,4627058280
2011-06-06,4614036540
2011-06-07,4663229780
2011-06-08,4699401280
2011-06-09,4703741860
2011-06-10,4585099340
2011-06-13,4636462870
2011-06-14,4684932680
2011-06-15,4625611420
2011-06-16,4603908520
2011-06-17,4635739440
2011-06-20,4686379540
2011-06-21,4721104180
2011-06-22,4658165770
2011-06-23,4551821560
2011-06-24,4612589680
2011-06-27,4608972530
2011-06-28,4573524460
2011-06-29,4601014800
2011-06-30,4659656040
2011-07-01,4751940960
2011-07-05,4828845060
2011-07-06,4875719939
2011-07-07,4950426780
2011-07-08,4926989340
2011-07-11,4849352820
2011-07-12,4892565600
2011-07-13,4808337300
2011-07-14,4780505340
2011-07-15,4901354640
2011-07-18,4881579300
2011-07-19,4962145500
2011-07-20,4998766500
2011-07-21,5055895260
2011-07-22,5077135439
2011-07-25,5061754620
2011-07-26,5051500740
2011-07-27,4932848700
2011-07-28,4922594820
2011-07-29,4912340939
2011-08-01,4924792080
2011-08-02,4789294380
2011-08-03,4781237760
2011-08-04,4562244180
2011-08-05,4407703560
2011-08-08,4090565700
2011-08-09,4532214960
2011-08-10,4425281640
2011-08-11,4724841420
2011-08-12,4692614939
2011-08-15,4910876100
2011-08-16,4885241400
2011-08-17,4874987520
2011-08-18,4642810380
2011-08-19,4524890760
2011-08-22,4546863360
2011-08-23,4705066080
2011-08-24,4772448720
2011-08-25,4632556500
2011-08-26,4704333660
2011-08-29,4842028620
2011-08-30,4863268800
2011-08-31,4894030439
2011-09-01,4836169260
2011-09-02,4757800320
2011-09-06,4763659680
2011-09-07,4962877920
2011-09-08,4937975640
2011-09-09,4746081600
2011-09-12,4799548260
2011-09-13,4823718120
2011-09-14,4765856939
2011-09-15,4710925439
2011-09-16,4631824080
2011-09-19,4520496240
2011-09-20,4406971140
2011-09-21,4114735560
2011-09-22,4065663420
2011-09-23,4108143780
2011-09-26,4137440580
2011-09-27,4152088980
2011-09-28,4061268900
2011-09-29,4174794000
2011-09-30,4414445100
2011-10-03,4241094650
2011-10-04,4459979550
2011-10-05,4361721000
2011-10-06,4499922050
2011-10-07,4320180800
2011-10-10,4588594400
2011-10-11,4418439350
2011-10-12,4449594500
2011-10-13,4432019800
2011-10-14,4539065700
2011-10-17,4393675000
2011-10-18,4523088700
2011-10-19,4465571500
2011-10-20,4535870300
2011-10-21,4654100100
2011-10-24,4771531050
2011-10-25,4674071350
2011-10-26,4693243750
2011-10-27,4916921750
2011-10-28,4834640200
2011-10-31,4844226400
2011-11-01,4654898950
2011-11-02,4784312650
2011-11-03,4794697700
2011-11-04,4829048250
2011-11-07,4861002250
2011-11-08,4912128650
2011-11-09,4698036850
2011-11-10,4726795450
2011-11-11,4854611450
2011-11-14,4793100000
2011-11-15,4853013750
2011-11-16,4762743700
2011-11-17,4622146100
2011-11-18,4634927700
2011-11-21,4504715150
2011-11-22,4494330100
2011-11-23,4349738250
2011-11-25,4370508350
2011-11-28,4398468100
2011-11-29,4396071550
2011-11-30,4611761050
2011-12-01,4556640400
2011-12-02,4594186350
2011-12-05,4623743800
2011-12-06,4598979450
2011-12-07,4668479400
2011-12-08,4543858800
2011-12-09,4621347250
2011-12-12,4530278350
2011-12-13,4503117450
2011-12-14,4538266850
2011-12-15,4634927700
2011-12-16,4729192000
2011-12-19,4715611550
2011-12-20,4865795350
2011-12-21,4854611450
2011-12-22,4937691850
2011-12-23,4914525200
2011-12-27,4964053900
2011-12-28,4903341300
2011-12-29,4980829750
2011-12-30,4972042400
2012-01-03,4939289550
2012-01-04,4868990750
2012-01-05,4946479200
2012-01-06,4899347050
2012-01-09,4877778100
2012-01-10,4908134400
2012-01-11,4888962000
2012-01-12,4761944850
2012-01-13,4765939100
2012-01-17,4793898850
2012-01-18,4861801100
2012-01-19,4863398800
2012-01-20,4881772350
2012-01-23,4896151650
2012-01-24,4967249300
2012-01-25,5059915900
2012-01-26,5127019300
2012-01-27,5159772150
2012-01-30,5095065300
2012-01-31,5152582500
2012-02-01,5178944550
2012-02-02,5166961800
2012-02-03,5203708900
2012-02-06,5186933050
2012-02-07,5125421600
2012-02-08,5083881400
2012-02-09,5065507850
2012-02-10,5021571100
2012-02-13,5099858400
2012-02-14,5020772250
2012-02-15,4988818250
2012-02-16,5044737750
2012-02-17,5036749250
2012-02-21,4948875750
2012-02-22,4908134400
2012-02-23,4954467700
2012-02-24,5025565350
2012-02-27,4972042400
2012-02-28,4920117150
2012-02-29,4952870000
2012-03-01,4995209050
2012-03-02,4952071150
2012-03-05,5073496350
2012-03-06,5028760750
2012-03-07,5000801000
2012-03-08,4993611350
2012-03-09,5063910150
2012-03-12,5103852650
2012-03-13,5162967550
2012-03-14,5122226200
2012-03-15,5078289450
2012-03-16,5098260700
2012-03-19,5135806650
2012-03-20,5138203199
2012-03-21,5070300950
2012-03-22,4998404450
2012-03-23,5055122800
2012-03-26,5124622750
2012-03-27,5135806650
2012-03-28,5101456100
2012-03-29,5164565250
2012-03-30,5252438750
2012-04-02,5480234550
2012-04-03,5481066780
2012-04-04,5437790820
2012-04-05,5428636290
2012-04-09,5374541340
2012-04-10,5250539070
2012-04-11,5287989420
2012-04-12,5378702490
2012-04-13,5398676010
2012-04-16,5495214690
2012-04-17,5518517130
2012-04-18,5483563470
2012-04-19,5476905630
2012-04-20,5593417829
2012-04-23,5570115390
2012-04-24,5666654070
2012-04-25,5722413480
2012-04-26,5674976370
2012-04-27,5676640829
2012-04-30,5631700410
2012-05-01,5664989609
2012-05-02,5678305290
2012-05-03,5671647450
2012-05-04,5655002850
2012-05-07,5729071320
2012-05-08,5710762260
2012-05-09,5703272190
2012-05-10,5689124280
2012-05-11,5705768880
2012-05-14,5615888040
2012-05-15,5587592220
2012-05-16,5538490650
2012-05-17,5368715730
2012-05-18,5299640640
2012-05-21,5383695870
2012-05-22,5397011550
2012-05-23,5446945350
2012-05-24,5463589950
2012-05-25,5433629670
2012-05-29,5526839430
2012-05-30,5393682630
2012-05-31,5418649530
2012-06-01,5312956320
2012-06-04,5278002660
2012-06-05,5401172700
2012-06-06,5503536990
2012-06-07,5463589950
2012-06-08,5548477410
2012-06-11,5411991690
2012-06-12,5477737859
2012-06-13,5446945350
2012-06-14,5531832810
2012-06-15,5577605460
2012-06-18,5624210340
2012-06-19,5584263300
2012-06-20,5582598840
2012-06-21,5513523750
2012-06-22,5494382460
2012-06-25,5486060160
2012-06-26,5511027060
2012-06-27,5448609810
2012-06-28,5520181590
2012-06-29,5631700410
2012-07-02,5862298259
2012-07-03,5881993390
2012-07-05,5881137080
2012-07-06,5881137080
2012-07-09,5899975900
2012-07-10,5859729330
2012-07-11,5869148740
2012-07-12,5955636050
2012-07-13,6044692290
2012-07-16,6062674800
2012-07-17,6130323290
2012-07-18,6104633990
2012-07-19,6086651480
2012-07-20,6060962180
2012-07-23,6071237900
2012-07-24,6050686460
2012-07-25,6066956349
2012-07-26,6049830150
2012-07-27,6074663140
2012-07-30,6078088380
2012-07-31,6106346610
2012-08-01,6040410740
2012-08-02,6056680630
2012-08-03,6012152509
2012-08-06,5968480700
2012-08-07,5823764310
2012-08-08,5713300320
2012-08-09,5694461500
2012-08-10,5732139140
2012-08-13,5712444009
2012-08-14,5705593530
2012-08-15,5786942980
2012-08-16,5849453610
2012-08-17,5901688520
2012-08-20,5899975900
2012-08-21,5896550660
2012-08-22,5907682690
2012-08-23,5951354500
2012-08-24,5978756419
2012-08-27,5979612730
2012-08-28,5991601070
2012-08-29,5994170000
2012-08-30,5965911770
2012-08-31,5945360330
2012-09-04,5976187490
2012-09-05,5947072950
2012-09-06,5965055460
2012-09-07,5947072950
2012-09-10,5866579810
2012-09-11,5857160400
2012-09-12,5816057520
2012-09-13,5870861360
2012-09-14,5870005050
2012-09-17,5835752650
2012-09-18,5792080840
2012-09-19,5782661430
2012-09-20,5671341130
2012-09-21,5668772200
2012-09-24,5632807180
2012-09-25,5552314040
2012-09-26,5526624740
2012-09-27,5544607250
2012-09-28,5522343190
2012-10-01,5531701799
2012-10-02,5575713780
2012-10-03,5527386900
2012-10-04,5480785980
2012-10-05,5475608100
2012-10-08,5446266780
2012-10-09,5437636980
2012-10-10,5457485520
2012-10-11,5429007180
2012-10-12,5410884600
2012-10-15,5468704260
2012-10-16,5520483060
2012-10-17,5545509480
2012-10-18,5643889200
2012-10-19,5642163240
2012-10-22,5624903640
2012-10-23,5594699340
2012-10-24,5592110400
2012-10-25,5581754640
2012-10-26,5555865240
2012-10-31,5663737740
2012-11-01,5699119920
2012-11-02,5798362620
2012-11-05,5796636660
2012-11-06,5800088579
2012-11-07,5750035740
2012-11-08,5667189660
2012-11-09,5652519000
2012-11-12,5662874760
2012-11-13,5614547880
2012-11-14,5475608100
2012-11-15,5482511940
2012-11-16,5524797960
2012-11-19,5592973380
2012-11-20,5613684900
2012-11-21,5587795500
2012-11-23,5624903640
2012-11-26,5620588740
2012-11-27,5627492579
2012-11-28,5597288280
2012-11-29,5700845880
2012-11-30,5669778600
2012-12-03,5683586280
2012-12-04,5693942040
2012-12-05,5688764160
2012-12-06,5743994880
2012-12-07,5763843420
2012-12-10,5761254480
2012-12-11,5801814540
2012-12-12,5807855400
2012-12-13,5736228060
2012-12-14,5750035740
2012-12-17,5753487660
2012-12-18,5760391500
2012-12-19,5737091040
2012-12-20,5807855400
2012-12-21,5825977980
2012-12-24,5868264000
2012-12-26,5845826520
2012-12-27,5877756780
2012-12-28,5851004400
2012-12-31,5914011629
2013-01-02,5946091740
2013-01-03,5940022530
2013-01-04,5972969670
2013-01-07,6003315720
2013-01-08,5978171850
2013-01-09,5980772940
2013-01-10,5970368580
2013-01-11,5983374030
2013-01-14,5998113540
2013-01-15,6055337520
2013-01-16,6040598010
2013-01-17,6059672670
2013-01-18,6069210000
2013-01-22,6107359320
2013-01-23,6127301010
2013-01-24,6103891200
2013-01-25,6107359320
2013-01-28,6101290110
2013-01-29,6128168040
2013-01-30,6102157140
2013-01-31,6016321170
2013-02-01,5991177299
2013-02-04,5928751140
2013-02-05,5907942420
2013-02-06,5922681930
2013-02-07,5911410540
2013-02-08,5995512450
2013-02-11,5942623620
2013-02-12,6024991470
2013-02-13,6027592560
2013-02-14,6018922260
2013-02-15,6063140790
2013-02-19,6128168040
2013-02-20,6196663410
2013-02-21,6116896650
2013-02-22,6149843790
2013-02-25,6060539700
2013-02-26,6090018720
2013-02-27,6095220900
2013-02-28,5994645420
2013-03-01,6019789290
2013-03-04,6014587110
2013-03-05,6040598010
2013-03-06,6038863950
2013-03-07,6031927709
2013-03-08,5996379480
2013-03-11,5956496100
2013-03-12,5944357680
2013-03-13,5970368580
2013-03-14,6049268310
2013-03-15,6099556049
2013-03-18,6091752780
2013-03-19,6047534250
2013-03-20,6029326620
2013-03-21,5999847600
2013-03-22,6060539700
2013-03-25,6040598010
2013-03-26,6029326620
2013-03-27,5996379480
2013-03-28,5954762040
2013-04-01,6061518320
2013-04-02,6083316070
2013-04-03,6050183490
2013-04-04,6179226170
2013-04-05,6282111550
2013-04-08,6345760980
2013-04-09,6314372220
2013-04-10,6283855369
2013-04-11,6269032900
2013-04-12,6309140760
2013-04-15,6208871109
2013-04-16,6307396940
2013-04-17,6216718300
2013-04-18,6187073359
2013-04-19,6248978970
2013-04-22,6235900320
2013-04-23,6240259869
2013-04-24,6269904810
2013-04-25,6211486840
2013-04-26,6190561000
2013-04-29,6229796950
2013-04-30,6307396940
2013-05-01,6273392450
2013-05-02,6303909300
2013-05-03,6219334030
2013-05-06,6232412680
2013-05-07,6338785700
2013-05-08,6348376710
2013-05-09,6368430640
2013-05-10,6410282320
2013-05-13,6462596920
2013-05-14,6480907030
2013-05-15,6508808150
2013-05-16,6509680060
2013-05-17,6514911520
2013-05-20,6537581180
2013-05-21,6579432859
2013-05-22,6381509290
2013-05-23,6269904810
2013-05-24,6287343010
2013-05-28,6180969990
2013-05-29,6092035170
2013-05-30,6048439670
2013-05-31,6037976750
2013-06-03,6088547530
2013-06-04,6026641920
2013-06-05,5943810470
2013-06-06,5980430690
2013-06-07,5901958790
2013-06-10,5846156550
2013-06-11,5731064430
2013-06-12,5656080170
2013-06-13,5806048690
2013-06-14,5776403750
2013-06-17,5745014990
2013-06-18,5784250940
2013-06-19,5598534109
2013-06-20,5491289180
2013-06-21,5694444210
2013-06-24,5753734090
2013-06-25,5874929580
2013-06-26,5917653170
2013-06-27,6054543040
2013-06-28,6028385740
2013-07-01,6054094270
2013-07-02,6158158580
2013-07-03,6117057550
2013-07-05,6082077950
2013-07-08,6112685100
2013-07-09,6192263690
2013-07-10,6239486149
2013-07-11,6416133130
2013-07-12,6381153530
2013-07-15,6369785160
2013-07-16,6382028020
2013-07-17,6405639250
2013-07-18,6434497420
2013-07-19,6403890270
2013-07-22,6430124970
2013-07-23,6448489260
2013-07-24,6301574940
2013-07-25,6311194330
2013-07-26,6294579020
2013-07-29,6291081060
2013-07-30,6263971870
2013-07-31,6168652460
2013-08-01,6228117780
2013-08-02,6142417760
2013-08-05,6098693260
2013-08-06,6069835090
2013-08-07,6000750380
2013-08-08,5957025880
2013-08-09,6047972840
2013-08-12,5950029960
2013-08-13,5868702390
2013-08-14,5839844220
2013-08-15,5671942140
2013-08-16,5506663530
2013-08-19,5510161490
2013-08-20,5570501300
2013-08-21,5563505380
2013-08-22,5570501300
2013-08-23,5583618650
2013-08-26,5553011500
2013-08-27,5546015580
2013-08-28,5472558420
2013-08-29,5470809440
2013-08-30,5403473710
2013-09-03,5303781850
2013-09-04,5330016550
2013-09-05,5326518590
2013-09-06,5415716570
2013-09-09,5537270680
2013-09-10,5592363550
2013-09-11,5659699280
2013-09-12,5643958460
2013-09-13,5696427860
2013-09-16,5753269710
2013-09-17,5674565610
2013-09-18,5836346260
2013-09-19,5857334020
2013-09-20,5692055410
2013-09-23,5622970700
2013-09-24,5540768640
2013-09-25,5524153330
2013-09-26,5542517620
2013-09-27,5506663530
2013-09-30,5373480960
2013-10-01,5511666180
2013-10-02,5558019450
2013-10-03,5492425200
2013-10-04,5443448160
2013-10-07,5453943240
2013-10-08,5452194060
2013-10-09,5480180940
2013-10-10,5623613700
2013-10-11,5676963690
2013-10-14,5670841560
2013-10-15,5636732550
2013-10-16,5725940730
2013-10-17,5816898090
2013-10-18,5767046460
2013-10-21,5720693190
2013-10-22,5749554660
2013-10-23,5785412850
2013-10-24,5627986649
2013-10-25,5690957129
2013-10-28,5684835000
2013-10-29,5664719430
2013-10-30,5673465330
2013-10-31,5614867800
2013-11-01,5380477680
2013-11-04,5456567010
2013-11-05,5332375230
2013-11-06,5390972760
2013-11-07,5327127690
2013-11-08,5245790820
2013-11-11,5282523600
2013-11-12,5282523600
2013-11-13,5300889990
2013-11-14,5264157210
2013-11-15,5235295740
2013-11-18,5210807220
2013-11-19,5189817060
2013-11-20,5104981830
2013-11-21,5167952310
2013-11-22,5129470350
2013-11-25,5063001510
