,AMAT
2009-04-13,15328200790
2009-04-14,15661133040
2009-04-15,15221662470
2009-04-16,15754354070
2009-04-17,15874209680
2009-04-20,14822143770
2009-04-21,14981951250
2009-04-22,15461373690
2009-04-23,15248297050
2009-04-24,15581229300
2009-04-27,15452692020
2009-04-28,15212701980
2009-04-29,15452692020
2009-04-30,16279324380
2009-05-01,16239326040
2009-05-04,17012627280
2009-05-05,16519314420
2009-05-06,16905965040
2009-05-07,15799344300
2009-05-08,15852675420
2009-05-11,15706014840
2009-05-12,15306031440
2009-05-13,14652725220
2009-05-14,14746054680
2009-05-15,14279407380
2009-05-18,14826051359
2009-05-19,14839384140
2009-05-20,14626059660
2009-05-21,14186077920
2009-05-22,14226076260
2009-05-26,14572728540
2009-05-27,14772720240
2009-05-28,15066041400
2009-05-29,15012710280
2009-06-01,16079332680
2009-06-02,15479357580
2009-06-03,15172703640
2009-06-04,15386028119
2009-06-05,14639392440
2009-06-08,14479399080
2009-06-09,14706056340
2009-06-10,14559395760
2009-06-11,14866049700
2009-06-12,14972711940
2009-06-15,14799385800
2009-06-16,14532730200
2009-06-17,14586061320
2009-06-18,14452733520
2009-06-19,14639392440
2009-06-22,13999419000
2009-06-23,14146079580
2009-06-24,14399402400
2009-06-25,14626059660
2009-06-26,14546062980
2009-06-29,14732721900
2009-06-30,14679390780
2009-07-01,14839384140
2009-07-02,14839384140
2009-07-06,14999377500
2009-07-07,14572728540
2009-07-08,14292740160
2009-07-09,14599394100
2009-07-10,14666058000
2009-07-13,15226034760
2009-07-14,15519355920
2009-07-15,16412652180
2009-07-16,16985961720
2009-07-17,16892632260
2009-07-20,17052625619
2009-07-21,17105956740
2009-07-22,17665933500
2009-07-23,17985920220
2009-07-24,17585936820
2009-07-27,17743441210
2009-07-28,17836757580
2009-07-29,18143368510
2009-07-30,18170030330
2009-07-31,18396655800
2009-08-03,18676604910
2009-08-04,18583288540
2009-08-05,18303339430
2009-08-06,17876750310
2009-08-07,18023390320
2009-08-10,18036721230
2009-08-11,17623463020
2009-08-12,18210023060
2009-08-13,18623281270
2009-08-14,18063383050
2009-08-17,17490153920
2009-08-18,17823426670
2009-08-19,17730110300
2009-08-20,17943404860
2009-08-21,18316670340
2009-08-24,17970066680
2009-08-25,17663455750
2009-08-26,17756772120
2009-08-27,17716779390
2009-08-28,17690117570
2009-08-31,17570139380
2009-09-01,17236866630
2009-09-02,17290190270
2009-09-03,17530146650
2009-09-04,17930073950
2009-09-08,18236684880
2009-09-09,18529964900
2009-09-10,18183361240
2009-09-11,18010059410
2009-09-14,17730110300
2009-09-15,17796764850
2009-09-16,17850088490
2009-09-17,17370175730
2009-09-18,17370175730
2009-09-21,16876932060
2009-09-22,17690117570
2009-09-23,17650124840
2009-09-24,17356844820
2009-09-25,17463492100
2009-09-28,17996728500
2009-09-29,17703448480
2009-09-30,17836757580
2009-10-01,17183542990
2009-10-02,16903593880
2009-10-05,17010241160
2009-10-06,17530146650
2009-10-07,17343513910
2009-10-08,17436830280
2009-10-09,17623463020
2009-10-12,18156699420
2009-10-13,17916743040
2009-10-14,18276677610
2009-10-15,18116706690
2009-10-16,17836757580
2009-10-19,18050052140
2009-10-20,17956735770
2009-10-21,17490153920
2009-10-22,17636793930
2009-10-23,17263528450
2009-10-26,17351297130
2009-10-27,16935295419
2009-10-28,16599810169
2009-10-29,17109747750
2009-10-30,16371680200
2009-11-02,16505874300
2009-11-03,15955678490
2009-11-04,16022775540
2009-11-05,16640068400
2009-11-06,16640068400
2009-11-09,17418394180
2009-11-10,17445233000
2009-11-11,17780718250
2009-11-12,17203683620
2009-11-13,17069489520
2009-11-16,17512330050
2009-11-17,17364716540
2009-11-18,17257361260
2009-11-19,16747423680
2009-11-20,16479035480
2009-11-23,16640068400
2009-11-24,16572971350
2009-11-25,16680326630
2009-11-27,16492454889
2009-11-30,16519293710
2009-12-01,17297619490
2009-12-02,17445233000
2009-12-03,17539168870
2009-12-04,17874654120
2009-12-07,17780718250
2009-12-08,17874654120
2009-12-09,18102784090
2009-12-10,17861234710
2009-12-11,17955170580
2009-12-14,18196719960
2009-12-15,18156461730
2009-12-16,18236978190
2009-12-17,17914912350
2009-12-18,18277236420
2009-12-21,18572463440
2009-12-22,18706657540
2009-12-23,18720076950
2009-12-24,18787174000
2009-12-28,18599302260
2009-12-29,18438269340
2009-12-30,18867690460
2009-12-31,18706657540
2010-01-04,19189756300
2010-01-05,19042142790
2010-01-06,19001884560
2010-01-07,18800593410
2010-01-08,19525241550
2010-01-11,19954662670
2010-01-12,19055562200
2010-01-13,19149498070
2010-01-14,19256853350
2010-01-15,18424849930
2010-01-19,18746915770
2010-01-20,18518785800
2010-01-21,18223558780
2010-01-22,16948714830
2010-01-25,16962134240
2010-01-26,16975553650
2010-01-27,17498910640
2010-01-28,16921876010
2010-01-29,16344841380
2010-02-01,16834604840
2010-02-02,16821158670
2010-02-03,16511896760
2010-02-04,15866480600
2010-02-05,16444665910
2010-02-08,16229527190
2010-02-09,16337096550
2010-02-10,16444665910
2010-02-11,16767373990
2010-02-12,16767373990
2010-02-16,17412790150
2010-02-17,17466574830
2010-02-18,17049743560
2010-02-19,16807712500
2010-02-22,16740481649
2010-02-23,16148850170
2010-02-24,16498450590
2010-02-25,16431219740
2010-02-26,16458112080
2010-03-01,16807712500
2010-03-02,16700143140
2010-03-03,16659804630
2010-03-04,16485004420
2010-03-05,16525342929
2010-03-08,16619466120
2010-03-09,16525342929
2010-03-10,16848051010
2010-03-11,16686696970
2010-03-12,16619466120
2010-03-15,16444665910
2010-03-16,16740481649
2010-03-17,17022851220
2010-03-18,16982512710
2010-03-19,16794266330
2010-03-22,17184205260
2010-03-23,17802729080
2010-03-24,17480021000
2010-03-25,17695159720
2010-03-26,17762390570
2010-03-29,17896852270
2010-03-30,18085098650
2010-03-31,18111990990
2010-04-01,17950636950
2010-04-05,18179221840
2010-04-06,18125437160
2010-04-07,18259898860
2010-04-08,17937190780
2010-04-09,18111990990
2010-04-12,18327129710
2010-04-13,18555714600
2010-04-14,19375930970
2010-04-15,19281807780
2010-04-16,19308700120
2010-04-19,19228023100
2010-04-20,19443161820
2010-04-21,19402823310
2010-04-22,19322146290
2010-04-23,19456607990
2010-04-26,19308700120
2010-04-27,18730514810
2010-04-28,18891868850
2010-04-29,19174238420
2010-04-30,18528822260
2010-05-03,18755240000
2010-05-04,17938047400
2010-05-05,17710305200
2010-05-06,17027078600
2010-05-07,16745750000
2010-05-10,17670115400
2010-05-11,17897857600
2010-05-12,18447118200
2010-05-13,17723701800
2010-05-14,17348597000
2010-05-17,17656718800
2010-05-18,17335200400
2010-05-19,17442373200
2010-05-20,17000285400
2010-05-21,17040475200
2010-05-24,16732353400
2010-05-25,16973492200
2010-05-26,16772543200
2010-05-27,17509356200
2010-05-28,17308407200
2010-06-01,16866319400
2010-06-02,17214631000
2010-06-03,17455769800
2010-06-04,16839526200
2010-06-07,16317058800
2010-06-08,16531404400
2010-06-09,16330455400
2010-06-10,16785939800
2010-06-11,17000285400
2010-06-14,17000285400
2010-06-15,17763891600
2010-06-16,17938047400
2010-06-17,17951444000
2010-06-18,17871064400
2010-06-21,17763891600
2010-06-22,17495959600
2010-06-23,17576339200
2010-06-24,17094061600
2010-06-25,17348597000
2010-06-28,17187837800
2010-06-29,16504611200
2010-06-30,16102713200
2010-07-01,16075920000
2010-07-02,16075920000
2010-07-06,15781194800
2010-07-07,16330455400
2010-07-08,16223282600
2010-07-09,16477818000
2010-07-12,16491214600
2010-07-13,16772543200
2010-07-14,16785939800
2010-07-15,16692163600
2010-07-16,16330455400
2010-07-19,16584990800
2010-07-20,16531404400
2010-07-21,16343852000
2010-07-22,16678767000
2010-07-23,16759146600
2010-07-26,16826129600
2010-07-27,16893112600
2010-07-28,16544801000
2010-07-29,15995540400
2010-07-30,15807988000
2010-08-02,16092787490
2010-08-03,15838197180
2010-08-04,15905194629
2010-08-05,15824797690
2010-08-06,15864996160
2010-08-09,15905194629
2010-08-10,15449611970
2010-08-11,15020828290
2010-08-12,14953830840
2010-08-13,14967230330
2010-08-16,15020828290
2010-08-17,15262019110
2010-08-18,15248619620
2010-08-19,15221820640
2010-08-20,14860034410
2010-08-23,14726039510
2010-08-24,14190059910
2010-08-25,14350853790
2010-08-26,14109662970
2010-08-27,14324054810
2010-08-30,14029266030
2010-08-31,13895271129
2010-09-01,14350853790
2010-09-02,14458049709
2010-09-03,14712640020
2010-09-07,14498248180
2010-09-08,14176660420
2010-09-09,14444650220
2010-09-10,14310655320
2010-09-13,14444650220
2010-09-14,14886833390
2010-09-15,14793036959
2010-09-16,14846634920
2010-09-17,14766237980
2010-09-20,14953830840
2010-09-21,15074426250
2010-09-22,14953830840
2010-09-23,15128024209
2010-09-24,15583606870
2010-09-27,15463011459
2010-09-28,15717601770
2010-09-29,15650604320
2010-09-30,15650604320
2010-10-01,15690802790
2010-10-04,15396014010
2010-10-05,15891795140
2010-10-06,15717601770
2010-10-07,15717601770
2010-10-08,15838197180
2010-10-11,15838197180
2010-10-12,16025790040
2010-10-13,16039189530
2010-10-14,15958792590
2010-10-15,16106186980
2010-10-18,16012390550
2010-10-19,15784599220
2010-10-20,15998991060
2010-10-21,15945393100
2010-10-22,16253581370
2010-10-25,16280380350
2010-10-26,16199983410
2010-10-27,16400975760
2010-10-28,16414375250
2010-10-29,16548370150
2010-11-01,16377879999
2010-11-02,16523520000
2010-11-03,16602959999
2010-11-04,17066360000
2010-11-05,17185520000
2010-11-08,16947200000
2010-11-09,16973680000
2010-11-10,17013400000
2010-11-11,16722120000
2010-11-12,16669160000
2010-11-15,16695640000
2010-11-16,16497040000
2010-11-17,16391120000
2010-11-18,16748600000
2010-11-19,16589720000
2010-11-22,16589720000
2010-11-23,16430840000
2010-11-24,16669160000
2010-11-26,16589720000
2010-11-29,16576480000
2010-11-30,16457320000
2010-12-01,16907480000
2010-12-02,17092840000
2010-12-03,17291440000
2010-12-06,17238480000
2010-12-07,17198760000
2010-12-08,17264960000
2010-12-09,17582720000
2010-12-10,17688640000
2010-12-13,17503280000
2010-12-14,17609200000
2010-12-15,17476800000
2010-12-16,17715120000
2010-12-17,18019640000
2010-12-20,18006400000
2010-12-21,18416840000
2010-12-22,18536000000
2010-12-23,18536000000
2010-12-27,18641920000
2010-12-28,18668400000
2010-12-29,18694880000
2010-12-30,18708120000
2010-12-31,18602200000
2011-01-03,18615440000
2011-01-04,18496280000
2011-01-05,18218240000
2011-01-06,18390360000
2011-01-07,18483040000
2011-01-10,18231480000
2011-01-11,18641920000
2011-01-12,18880240000
2011-01-13,18853760000
2011-01-14,20283680000
2011-01-18,20124800000
2011-01-19,20164520000
2011-01-20,19939440000
2011-01-21,19873240000
2011-01-24,20349880000
2011-01-25,20349880000
2011-01-26,20469040000
2011-01-27,21316400000
2011-01-28,20879480000
2011-01-31,20710800000
2011-02-01,21410400000
2011-02-02,21582000000
2011-02-03,21304800000
2011-02-04,21766799999
2011-02-07,21634800000
2011-02-08,21331200000
2011-02-09,20948400000
2011-02-10,21278400000
2011-02-11,21133200000
2011-02-14,21384000000
2011-02-15,21278400000
2011-02-16,21582000000
2011-02-17,21674400000
2011-02-18,21740400000
2011-02-22,20671200000
2011-02-23,20644800000
2011-02-24,20895600000
2011-02-25,21278400000
2011-02-28,21687600000
2011-03-01,21384000000
2011-03-02,21674400000
2011-03-03,22242000000
2011-03-04,22083600000
2011-03-07,21067200000
2011-03-08,20842800000
2011-03-09,20196000000
2011-03-10,19747200000
2011-03-11,19800000000
2011-03-14,19747200000
2011-03-15,19641600000
2011-03-16,19087200000
2011-03-17,19575600000
2011-03-18,19588800000
2011-03-21,20077200000
2011-03-22,19945200000
2011-03-23,20011200000
2011-03-24,20380800000
2011-03-25,20367600000
2011-03-28,20420400000
2011-03-29,20724000000
2011-03-30,20763600000
2011-03-31,20618400000
2011-04-01,20499600000
2011-04-04,20328000000
2011-04-05,20499600000
2011-04-06,20790000000
2011-04-07,20460000000
2011-04-08,20209200000
2011-04-11,20235600000
2011-04-12,19839600000
2011-04-13,19641600000
2011-04-14,19509600000
2011-04-15,19430400000
2011-04-18,19113600000
2011-04-19,19285200000
2011-04-20,20169600000
2011-04-21,20130000000
2011-04-25,20196000000
2011-04-26,20605200000
2011-04-27,21014400000
2011-04-28,20710800000
2011-04-29,20710800000
2011-05-02,19967700000
2011-05-03,20086320000
2011-05-04,19888620000
2011-05-05,19717280000
2011-05-06,20073140000
2011-05-09,19822720000
2011-05-10,19849080000
2011-05-11,19664560000
2011-05-12,19888620000
2011-05-13,19506400000
2011-05-16,19137360000
2011-05-17,18860580000
2011-05-18,19111000000
2011-05-19,18886940000
2011-05-20,18570620000
2011-05-23,18175220000
2011-05-24,18069780000
2011-05-25,18267480000
2011-05-26,17977520000
2011-05-27,17700740000
2011-05-31,18162040000
2011-06-01,17239440000
2011-06-02,17331700000
2011-06-03,17081280000
2011-06-06,16989020000
2011-06-07,17173540000
2011-06-08,16778140000
2011-06-09,16844040000
2011-06-10,16580440000
2011-06-13,16448640000
2011-06-14,16738600000
2011-06-15,16567260000
2011-06-16,16435460000
2011-06-17,16356380000
2011-06-20,16369560000
2011-06-21,16712240000
2011-06-22,16580440000
2011-06-23,16817680000
2011-06-24,16343200000
2011-06-27,16685880000
2011-06-28,16751780000
2011-06-29,16699060000
2011-06-30,17147180000
2011-07-01,17516220000
2011-07-05,17252620000
2011-07-06,17186720000
2011-07-07,17713920000
2011-07-08,17265800000
2011-07-11,17107640000
2011-07-12,16659520000
2011-07-13,16395920000
2011-07-14,16171860000
2011-07-15,16409100000
2011-07-18,16211400000
2011-07-19,16685880000
2011-07-20,16725420000
2011-07-21,17041740000
2011-07-22,17331700000
2011-07-25,17265800000
2011-07-26,17265800000
2011-07-27,16659520000
2011-07-28,16448640000
2011-07-29,16237760000
2011-08-01,16263270000
2011-08-02,15933520000
2011-08-03,16104990000
2011-08-04,15142120000
2011-08-05,15089360000
2011-08-08,14627710000
2011-08-09,15089360000
2011-08-10,14838750000
2011-08-11,15458680000
2011-08-12,15300400000
2011-08-15,15656529999
2011-08-16,15405920000
2011-08-17,15326779999
2011-08-18,14495810000
2011-08-19,14271580000
2011-08-22,14324340000
2011-08-23,15089360000
2011-08-24,14983840000
2011-08-25,14258390000
2011-08-26,14588140000
2011-08-29,15023410000
2011-08-30,15062980000
2011-08-31,14931080000
2011-09-01,14588140000
2011-09-02,14297960000
2011-09-06,14073730000
2011-09-07,14627710000
2011-09-08,14311150000
2011-09-09,14152870000
2011-09-12,14324340000
2011-09-13,14535380000
2011-09-14,14838750000
2011-09-15,15392730000
2011-09-16,15260830000
2011-09-19,14812370000
2011-09-20,14680470000
2011-09-21,14311150000
2011-09-22,13664840000
2011-09-23,13968210000
2011-09-26,13691220000
2011-09-27,14232009999
2011-09-28,13994590000
2011-09-29,14007779999
2011-09-30,13664840000
2011-10-03,12992150000
2011-10-04,13546130000
2011-10-05,13968210000
2011-10-06,14179250000
2011-10-07,14126490000
2011-10-10,14522190000
2011-10-11,14482620000
2011-10-12,14904700000
2011-10-13,15274020000
2011-10-14,15300400000
2011-10-17,15023410000
2011-10-18,15379540000
2011-10-19,15142120000
2011-10-20,14944270000
2011-10-21,15419110000
2011-10-24,15735670000
2011-10-25,15511440000
2011-10-26,15616960000
2011-10-27,16540259999
2011-10-28,16645779999
2011-10-31,16003680000
2011-11-01,15484080000
2011-11-02,15639959999
2011-11-03,16055640000
2011-11-04,16133580000
2011-11-07,16120590000
2011-11-08,16419360000
2011-11-09,15769860000
2011-11-10,15912750000
2011-11-11,16536270000
2011-11-14,16289459999
2011-11-15,16419360000
2011-11-16,16198530000
2011-11-17,14977470000
2011-11-18,14587770000
2011-11-21,14146110000
2011-11-22,13730430000
2011-11-23,13262790000
2011-11-25,13197840000
2011-11-28,13509600000
2011-11-29,13314750000
2011-11-30,14003220000
2011-12-01,13990230000
2011-12-02,14068170000
2011-12-05,14276010000
2011-12-06,14405910000
2011-12-07,14613750000
2011-12-08,14172090000
2011-12-09,14548800000
2011-12-12,13665480000
2011-12-13,13639500000
2011-12-14,13418670000
2011-12-15,13236810000
2011-12-16,13418670000
2011-12-19,13158870000
2011-12-20,13535580000
2011-12-21,13249800000
2011-12-22,13678470000
2011-12-23,14055180000
2011-12-27,14068170000
2011-12-28,13795379999
2011-12-29,13873320000
2011-12-30,13912290000
2012-01-03,13899300000
2012-01-04,13977240000
2012-01-05,14068170000
2012-01-06,14301990000
2012-01-09,14730660000
2012-01-10,15068400000
2012-01-11,15211290000
2012-01-12,15328200000
2012-01-13,14938500000
2012-01-17,15302220000
2012-01-18,15743879999
2012-01-19,15990690000
2012-01-20,16198530000
2012-01-23,15873780000
2012-01-24,15990690000
2012-01-25,16055640000
2012-01-26,16107600000
2012-01-27,15886770000
2012-01-30,15545340000
2012-01-31,15828920000
2012-02-01,16202730000
2012-02-02,16292960000
2012-02-03,16486309999
2012-02-06,16254290000
2012-02-07,16421860000
2012-02-08,16757000000
2012-02-09,16898790000
2012-02-10,16692550000
2012-02-13,16666770000
2012-02-14,16589429999
2012-02-15,16628100000
2012-02-16,17027690000
2012-02-17,16744110000
2012-02-21,16383190000
2012-02-22,16628100000
2012-02-23,16421860000
2012-02-24,16280070000
2012-02-27,16151170000
2012-02-28,16189840000
2012-02-29,15790250000
2012-03-01,15777360000
2012-03-02,15751580000
2012-03-05,15506670000
2012-03-06,15480890000
2012-03-07,15596900000
2012-03-08,15712910000
2012-03-09,15944929999
2012-03-12,15957820000
2012-03-13,16112500000
2012-03-14,16164059999
2012-03-15,16486309999
2012-03-16,16524980000
2012-03-19,16537870000
2012-03-20,16383190000
2012-03-21,16396080000
2012-03-22,16305850000
2012-03-23,16357410000
2012-03-26,16705440000
2012-03-27,16524980000
2012-03-28,16060940000
2012-03-29,16086720000
2012-03-30,16048050000
2012-04-02,16112500000
2012-04-03,15777360000
2012-04-04,15545340000
2012-04-05,15506670000
2012-04-09,15287540000
2012-04-10,15145750000
2012-04-11,15364880000
2012-04-12,15558230000
2012-04-13,15210200000
2012-04-16,15287540000
2012-04-17,15506670000
2012-04-18,15274650000
2012-04-19,15300429999
2012-04-20,15171530000
2012-04-23,14926620000
2012-04-24,14810610000
2012-04-25,15003960000
2012-04-26,15390660000
2012-04-27,15506670000
2012-04-30,15071430000
2012-05-01,14908020000
2012-05-02,14845170000
2012-05-03,14493210000
2012-05-04,14178960000
2012-05-07,14065830000
2012-05-08,14028120000
2012-05-09,13927560000
2012-05-10,13902420000
2012-05-11,13801860000
2012-05-14,13764150000
2012-05-15,13588170000
2012-05-16,13399620000
2012-05-17,13173360000
2012-05-18,13022520000
2012-05-21,13399620000
2012-05-22,13248779999
2012-05-23,13412190000
2012-05-24,13047660000
2012-05-25,13248779999
2012-05-29,13462470000
2012-05-30,13148220000
2012-05-31,12984810000
2012-06-01,12582570000
2012-06-04,12695700000
2012-06-05,12934529999
2012-06-06,13387050000
2012-06-07,13336770000
2012-06-08,13525320000
2012-06-11,13311630000
2012-06-12,13613310000
2012-06-13,13525320000
2012-06-14,13550460000
2012-06-15,13814430000
2012-06-18,13827000000
2012-06-19,14053260000
2012-06-20,14518350000
2012-06-21,14040690000
2012-06-22,14128680000
2012-06-25,13751580000
2012-06-26,13814430000
2012-06-27,13990410000
2012-06-28,13940130000
2012-06-29,14392650000
2012-07-02,14178960000
2012-07-03,14417790000
2012-07-05,14229240000
2012-07-06,13877279999
2012-07-09,13839570000
2012-07-10,13462470000
2012-07-11,13286490000
2012-07-12,13035089999
2012-07-13,13173360000
2012-07-16,13047660000
2012-07-17,13060230000
2012-07-18,13424760000
2012-07-19,13449900000
2012-07-20,13211070000
2012-07-23,13185930000
2012-07-24,13047660000
2012-07-25,13160790000
2012-07-26,13374480000
2012-07-27,13701300000
2012-07-30,13200400000
2012-07-31,13285800000
2012-08-01,13322400000
2012-08-02,13322400000
2012-08-03,13688400000
2012-08-06,13761600000
2012-08-07,14481400000
2012-08-08,14542400000
2012-08-09,14505800000
2012-08-10,14579000000
2012-08-13,14408200000
2012-08-14,14286200000
2012-08-15,14396000000
2012-08-16,14615600000
2012-08-17,14640000000
2012-08-20,14603400000
2012-08-21,14371600000
2012-08-22,14371600000
2012-08-23,14396000000
2012-08-24,14359400000
2012-08-27,14176400000
2012-08-28,14188600000
2012-08-29,14274000000
2012-08-30,13993400000
2012-08-31,14261800000
2012-09-04,14322800000
2012-09-05,14298400000
2012-09-06,14530200000
2012-09-07,14469200000
2012-09-10,14261800000
2012-09-11,14213000000
2012-09-12,14152000000
2012-09-13,14457000000
2012-09-14,14701000000
2012-09-17,14566800000
2012-09-18,14286200000
2012-09-19,14030000000
2012-09-20,13956800000
2012-09-21,13969000000
2012-09-24,13859200000
2012-09-25,13603000000
2012-09-26,13590800000
2012-09-27,13773799999
2012-09-28,13627400000
2012-10-01,13578600000
2012-10-02,13627400000
2012-10-03,13615200000
2012-10-04,13542000000
2012-10-05,13578600000
2012-10-08,13432200000
2012-10-09,13298000000
2012-10-10,13298000000
2012-10-11,13359000000
2012-10-12,13298000000
2012-10-15,13371200000
2012-10-16,13664000000
2012-10-17,13615200000
2012-10-18,13651800000
2012-10-19,13224800000
2012-10-22,13249200000
2012-10-23,13176000000
2012-10-24,13041800000
2012-10-25,13029600000
2012-10-26,12993000000
2012-10-31,12698800000
2012-11-01,13118100000
2012-11-02,12950380000
2012-11-05,13285820000
2012-11-06,13729080000
2012-11-07,13118100000
2012-11-08,12579000000
2012-11-09,12782660000
2012-11-12,12734740000
2012-11-13,12555040000
2012-11-14,12411280000
2012-11-15,12339400000
2012-11-16,12159700000
2012-11-19,12411280000
2012-11-20,12447220000
2012-11-21,12495140000
2012-11-23,12459200000
2012-11-26,12543060000
2012-11-27,12411280000
2012-11-28,12698800000
2012-11-29,12866520000
2012-11-30,12854540000
2012-12-03,12770680000
2012-12-04,13034240000
2012-12-05,12938400000
2012-12-06,13046220000
2012-12-07,13142060000
2012-12-10,13237900000
2012-12-11,13273840000
2012-12-12,13285820000
2012-12-13,13309780000
2012-12-14,13273840000
2012-12-17,13309780000
2012-12-18,13393640000
2012-12-19,13585320000
2012-12-20,13633240000
2012-12-21,13777000000
2012-12-24,13621260000
2012-12-26,13645220000
2012-12-27,13597300000
2012-12-28,13489480000
2012-12-31,13705120000
2013-01-02,14184320000
2013-01-03,14148380000
2013-01-04,14148380000
2013-01-07,13980660000
2013-01-08,13788980000
2013-01-09,13992640000
2013-01-10,13944720000
2013-01-11,14028580000
2013-01-14,14076500000
2013-01-15,14100460000
2013-01-16,14292140000
2013-01-17,14855200000
2013-01-18,15154700000
2013-01-22,15226580000
2013-01-23,15214600000
2013-01-24,15094800000
2013-01-25,15370340000
2013-01-28,15198545445
2013-01-29,15010909081
2013-01-30,15081272717
2013-01-31,15139909081
2013-02-01,15444818172
2013-02-04,15245454536
2013-02-05,15737999990
2013-02-06,15714545444
2013-02-07,15597272717
2013-02-08,15960818171
2013-02-11,16019454535
2013-02-12,16019454535
2013-02-13,16148454535
2013-02-14,16289181808
2013-02-15,16113272717
2013-02-19,16289181808
2013-02-20,15937363626
2013-02-21,15538636354
2013-02-22,15913909081
2013-02-25,15515181808
2013-02-26,15984272717
2013-02-27,16113272717
2013-02-28,16078090899
2013-03-01,15937363626
2013-03-04,15913909081
2013-03-05,16113272717
2013-03-06,16031181808
2013-03-07,15890454535
2013-03-08,15878727262
2013-03-11,15855272717
2013-03-12,15714545444
2013-03-13,15984272717
2013-03-14,16042909080
2013-03-15,15608999990
2013-03-18,15304090899
2013-03-19,15198545445
2013-03-20,15456545444
2013-03-21,15198545445
2013-03-22,15550363626
2013-03-25,15620727263
2013-03-26,15714545444
2013-03-27,15726272717
2013-03-28,15808363626
2013-04-01,15667636353
2013-04-02,15526909081
2013-04-03,15421363626
2013-04-04,15503454535
2013-04-05,15479999990
2013-04-08,15691090899
2013-04-09,15597272717
2013-04-10,16195363626
2013-04-11,16183636353
2013-04-12,15984272717
2013-04-15,15608999990
2013-04-16,15784909081
2013-04-17,15304090899
2013-04-18,15151636354
2013-04-19,15163363626
2013-04-22,15339272717
2013-04-23,15749727262
2013-04-24,15984272717
2013-04-25,16594090898
2013-04-26,16582363626
2013-04-29,17323200000
2013-04-30,17455530000
2013-05-01,17407410000
2013-05-02,17792370000
2013-05-03,17840490000
2013-05-06,17816430000
2013-05-07,17708160000
2013-05-08,17864550000
2013-05-09,17948760000
2013-05-10,18008910000
2013-05-13,17672070000
2013-05-14,17792370000
2013-05-15,17804400000
2013-05-16,17635980000
2013-05-17,17996880000
2013-05-20,17936730000
2013-05-21,17648010000
2013-05-22,17491620000
2013-05-23,17563800000
2013-05-24,17443500000
2013-05-28,17888610000
2013-05-29,17804400000
2013-05-30,18345750000
2013-05-31,18285600000
2013-06-03,18562290000
2013-06-04,18694620000
2013-06-05,18225450000
2013-06-06,17984850000
2013-06-07,18634470000
2013-06-10,18598380000
2013-06-11,18273570000
2013-06-12,18345750000
2013-06-13,18766800000
2013-06-14,18538230000
2013-06-17,18983340000
2013-06-18,19211910000
2013-06-19,18887100000
2013-06-20,18129210000
2013-06-21,18141240000
2013-06-24,18020940000
2013-06-25,18369810000
2013-06-26,18008910000
2013-06-27,17936730000
2013-06-28,17948760000
2013-07-01,17828460000
2013-07-02,17828460000
2013-07-03,18045000000
2013-07-05,18309660000
2013-07-08,18213420000
2013-07-09,18838980000
2013-07-10,19608900000
2013-07-11,19837470000
2013-07-12,20041980000
2013-07-15,19813410000
2013-07-16,19945739999
2013-07-17,20078070000
2013-07-18,19921680000
2013-07-19,19921680000
2013-07-22,19669050000
2013-07-23,19560780000
2013-07-24,19368300000
2013-07-25,19404390000
2013-07-26,19404390000
2013-07-29,19288080000
2013-07-30,19589080000
2013-07-31,19649280000
2013-08-01,19853960000
2013-08-02,19649280000
2013-08-05,19384400000
2013-08-06,19456640000
2013-08-07,19131560000
2013-08-08,18842600000
2013-08-09,18866680000
2013-08-12,18842600000
2013-08-13,18938920000
2013-08-14,18938920000
2013-08-15,18445280000
2013-08-16,18806480000
2013-08-19,18722200000
2013-08-20,18734240000
2013-08-21,18722200000
2013-08-22,18854640000
2013-08-23,18806480000
2013-08-26,18601800000
2013-08-27,18144280000
2013-08-28,18011840000
2013-08-29,18228560000
2013-08-30,18072040000
2013-09-03,18192440000
2013-09-04,18806480000
2013-09-05,18878720000
2013-09-06,18674040000
2013-09-09,18770360000
2013-09-10,19239920000
2013-09-11,19179720000
2013-09-12,19179720000
2013-09-13,19155640000
2013-09-16,19203800000
2013-09-17,19143600000
2013-09-18,19516840000
2013-09-19,19372360000
2013-09-20,19179720000
2013-09-23,19251960000
2013-09-24,21009800000
2013-09-25,21479360000
2013-09-26,21395080000
2013-09-27,21190400000
2013-09-30,21106120000
2013-10-01,21033880000
2013-10-02,21082040000
2013-10-03,20865319999
2013-10-04,21154280000
2013-10-07,21395080000
2013-10-08,21082040000
2013-10-09,20877360000
2013-10-10,21539560000
2013-10-11,21672000000
2013-10-14,21792400000
2013-10-15,21455280000
2013-10-16,21623840000
2013-10-17,21780360000
2013-10-18,21732200000
2013-10-21,21515480000
2013-10-22,21756280000
2013-10-23,20949600000
2013-10-24,21455280000
2013-10-25,21310800000
2013-10-28,21382380000
2013-10-29,21720060000
2013-10-30,21563280000
2013-10-31,21539160000
2013-11-01,21346200000
2013-11-04,21406500000
2013-11-05,21430620000
2013-11-06,21611520000
2013-11-07,20936160000
2013-11-08,21406500000
2013-11-11,21466800000
2013-11-12,21273840000
2013-11-13,21310020000
2013-11-14,21177360000
2013-11-15,21129120000
2013-11-18,20429640000
2013-11-19,20284920000
2013-11-20,20296979999
2013-11-21,20827620000
2013-11-22,20803500000
2013-11-25,20827620000
