,BIIB
2009-04-13,15158059800
2009-04-14,14860786350
2009-04-15,14771315700
2009-04-16,14860786350
2009-04-17,14456725350
2009-04-20,13954535250
2009-04-21,13723643250
2009-04-22,13579335750
2009-04-23,13270517700
2009-04-24,13299379200
2009-04-27,13313809950
2009-04-28,13660147950
2009-04-29,13686123300
2009-04-30,13951649100
2009-05-01,13351329900
2009-05-04,13452345150
2009-05-05,13400394450
2009-05-06,13481206650
2009-05-07,13622628000
2009-05-08,14026689000
2009-05-11,14182541100
2009-05-12,14199858000
2009-05-13,14003599800
2009-05-14,14142135000
2009-05-15,14162338050
2009-05-18,14632780500
2009-05-19,14670300450
2009-05-20,14904078600
2009-05-21,14641438950
2009-05-22,14543309850
2009-05-26,14788632600
2009-05-27,14713592700
2009-05-28,14748226500
2009-05-29,14947370850
2009-06-01,14690503500
2009-06-02,15100336800
2009-06-03,15420699450
2009-06-04,15339887250
2009-06-05,15042613800
2009-06-08,14958915450
2009-06-09,15117653700
2009-06-10,14898306300
2009-06-11,14852127900
2009-06-12,14829038700
2009-06-15,14485586850
2009-06-16,14687617350
2009-06-17,14956029300
2009-06-18,15005093850
2009-06-19,14912737050
2009-06-22,14170996500
2009-06-23,14064208950
2009-06-24,14208516450
2009-06-25,14427863850
2009-06-26,14450953050
2009-06-29,13657261800
2009-06-30,13044602550
2009-07-01,13512648090
2009-07-02,13001265000
2009-07-06,13064826740
2009-07-07,12853917330
2009-07-08,12960816620
2009-07-09,13125499310
2009-07-10,12929035750
2009-07-13,13336408719
2009-07-14,13272846980
2009-07-15,13483756390
2009-07-16,13607990700
2009-07-17,13310406190
2009-07-20,13555985640
2009-07-21,13798675920
2009-07-22,13538650620
2009-07-23,14038477030
2009-07-24,14151154660
2009-07-27,14217605570
2009-07-28,14162711340
2009-07-29,13902686040
2009-07-30,13683109120
2009-07-31,13738003350
2009-08-03,13972026120
2009-08-04,14044255370
2009-08-05,13758227540
2009-08-06,13477978050
2009-08-07,13659995760
2009-08-10,13847791810
2009-08-11,13813121770
2009-08-12,14156933000
2009-08-13,14133819640
2009-08-14,14093371260
2009-08-17,13940245250
2009-08-18,13969136950
2009-08-19,14165600510
2009-08-20,14321615690
2009-08-21,14437182490
2009-08-24,14310059010
2009-08-25,14362064070
2009-08-26,14422736640
2009-08-27,14460295850
2009-08-28,14425625810
2009-08-31,14503633400
2009-09-01,14226273080
2009-09-02,14211827230
2009-09-03,14419847469
2009-09-04,14737656170
2009-09-08,14786772060
2009-09-09,14746323680
2009-09-10,14541192610
2009-09-11,14688540280
2009-09-14,14685651110
2009-09-15,14853222969
2009-09-16,14893671350
2009-09-17,14575862650
2009-09-18,14445850000
2009-09-21,14702986130
2009-09-22,14598976010
2009-09-23,14512300910
2009-09-24,14512300910
2009-09-25,14477630870
2009-09-28,14610532690
2009-09-29,14853222969
2009-09-30,13636459440
2009-10-01,13317951480
2009-10-02,13196486580
2009-10-05,13102013880
2009-10-06,13231576440
2009-10-07,13272064740
2009-10-08,13118209200
2009-10-09,13228877220
2009-10-12,13142502180
2009-10-13,13174892820
2009-10-14,13506896880
2009-10-15,13439416380
2009-10-16,13280162400
2009-10-19,13331447580
2009-10-20,12972451320
2009-10-21,12532478460
2009-10-22,12748416060
2009-10-23,11825282820
2009-10-26,11911657860
2009-10-27,12025025100
2009-10-28,11749704660
2009-10-29,11628239760
2009-10-30,11371813860
2009-11-02,11495977980
2009-11-03,11674126500
2009-11-04,11552661600
2009-11-05,11981837580
2009-11-06,12351630720
2009-11-09,12257158020
2009-11-10,12284150220
2009-11-11,12532478460
2009-11-12,12551373000
2009-11-13,12610755840
2009-11-16,12559470660
2009-11-17,12429368256
2009-11-18,12459599520
2009-11-19,12375923700
2009-11-20,12518982360
2009-11-23,12629650380
2009-11-24,12788904360
2009-11-25,12807798900
2009-11-27,12664740240
2009-11-30,12670138680
2009-12-01,12913068480
2009-12-02,12886076280
2009-12-03,12788904360
2009-12-04,13004841960
2009-12-07,13037232600
2009-12-08,12972451320
2009-12-09,13002142740
2009-12-10,13026435720
2009-12-11,13131705300
2009-12-14,13191088140
2009-12-15,13342244460
2009-12-16,13563580500
2009-12-17,13347642900
2009-12-18,13514994540
2009-12-21,13790314980
2009-12-22,14122319040
2009-12-23,14079131520
2009-12-24,14100725280
2009-12-28,14378744940
2009-12-29,14413834800
2009-12-30,14494811400
2009-12-31,14440827000
2010-01-04,14478616080
2010-01-05,14408436360
2010-01-06,14421932460
2010-01-07,14303166780
2010-01-08,14597381760
2010-01-11,14548795800
2010-01-12,14373346500
2010-01-13,14597381760
2010-01-14,14672959920
2010-01-15,14624373960
2010-01-19,14907792060
2010-01-20,14770131840
2010-01-21,14362549620
2010-01-22,14322061320
2010-01-25,14216791740
2010-01-26,14305866000
2010-01-27,14462420760
2010-01-28,14378744940
2010-01-29,14505608280
2010-02-01,14551495020
2010-02-02,14829514680
2010-02-03,14737741200
2010-02-04,14332858200
2010-02-05,14448924660
2010-02-08,14262678480
2010-02-09,14600080980
2010-02-10,14681057580
2010-02-11,15031956180
2010-02-12,14902393620
2010-02-16,14878100640
2010-02-17,15177714060
2010-02-18,15110233560
2010-02-19,15280284420
2010-02-22,15026557740
2010-02-23,14913190500
2010-02-24,14923987380
2010-02-25,14816018580
2010-02-26,14848409220
2010-03-01,15326171160
2010-03-02,15469229820
2010-03-03,15328870380
2010-03-04,15293780520
2010-03-05,15442237620
2010-03-08,15566401740
2010-03-09,15612288480
2010-03-10,15847120620
2010-03-11,15866015160
2010-03-12,15860616720
2010-03-15,15898405800
2010-03-16,16122441060
2010-03-17,16022569920
2010-03-18,15979382400
2010-03-19,16095448860
2010-03-22,16146734040
2010-03-23,16152132480
2010-03-24,15884909700
2010-03-25,15728354940
2010-03-26,15695964300
2010-03-29,15768843240
2010-03-30,15577198620
2010-03-31,14917841820
2010-04-01,14951633760
2010-04-05,14954233140
2010-04-06,14946435000
2010-04-07,14886649260
2010-04-08,14668301340
2010-04-09,14691695760
2010-04-12,14556528000
2010-04-13,14314785660
2010-04-14,14286192480
2010-04-15,14143746456
2010-04-16,13943074320
2010-04-19,14242003020
2010-04-20,14013257580
2010-04-21,13703931360
2010-04-22,13524574140
2010-04-23,13670139420
2010-04-26,13581760500
2010-04-27,13542769800
2010-04-28,13547968560
2010-04-29,13857294780
2010-04-30,13852096020
2010-05-03,13932676800
2010-05-04,13594757400
2010-05-05,13698732600
2010-05-06,13178856600
2010-05-07,13098275820
2010-05-10,13290629940
2010-05-11,13355614440
2010-05-12,13527173520
2010-05-13,13360813200
2010-05-14,13030691940
2010-05-17,13145064660
2010-05-18,13178856600
2010-05-19,13116471480
2010-05-20,12801946500
2010-05-21,12731763240
2010-05-24,12547207260
2010-05-25,12568002300
2010-05-26,12310663680
2010-05-27,12549806640
2010-05-28,12328859340
2010-06-01,12274272360
2010-06-02,12568002300
2010-06-03,12801946500
2010-06-04,12435433920
2010-06-07,12383446320
2010-06-08,12178095300
2010-06-09,12237881040
2010-06-10,12513415320
2010-06-11,12014334360
2010-06-14,12162499020
2010-06-15,12508216560
2010-06-16,12568002300
2010-06-17,12739561380
2010-06-18,12960508680
2010-06-21,12864331620
2010-06-22,12877328520
2010-06-23,12916319220
2010-06-24,12835738440
2010-06-25,12885126660
2010-06-28,12885126660
2010-06-29,12658980600
2010-06-30,11381546800
2010-07-01,11208844720
2010-07-02,11854078880
2010-07-06,11604620320
2010-07-07,11954821760
2010-07-08,12197084400
2010-07-09,12403367440
2010-07-12,12391374240
2010-07-13,12636035520
2010-07-14,12705596080
2010-07-15,12815933520
2010-07-16,12439347040
2010-07-19,12755967520
2010-07-20,12957453280
2010-07-21,13185324080
2010-07-22,13473160880
2010-07-23,12825528080
2010-07-26,13885726960
2010-07-27,13852146000
2010-07-28,13413194880
2010-07-29,13559511920
2010-07-30,13403600320
2010-08-02,13717822160
2010-08-03,13753801760
2010-08-04,13765794960
2010-08-05,13710626240
2010-08-06,13830558240
2010-08-09,13811369120
2010-08-10,13878531040
2010-08-11,13384411200
2010-08-12,13578701040
2010-08-13,13417992160
2010-08-16,13396404400
2010-08-17,13650660240
2010-08-18,13557113280
2010-08-19,13206911840
2010-08-20,13283668320
2010-08-23,13170932240
2010-08-24,12914277760
2010-08-25,13281269680
2010-08-26,12931068240
2010-08-27,13096574400
2010-08-30,12933466880
2010-08-31,12904683200
2010-09-01,13266877840
2010-09-02,13252486000
2010-09-03,13489951360
2010-09-07,13465964960
2010-09-08,13708227600
2010-09-09,13674646640
2010-09-10,13835355520
2010-09-13,13866537840
2010-09-14,13890524240
2010-09-15,14012854880
2010-09-16,13832956880
2010-09-17,13892922880
2010-09-20,13864139200
2010-09-21,13967280720
2010-09-22,13158939040
2010-09-23,13250087360
2010-09-24,13533126880
2010-09-27,13142148560
2010-09-28,13293262880
2010-09-29,13278871040
2010-09-30,13555000320
2010-10-01,13654030080
2010-10-04,13685429760
2010-10-05,13895566080
2010-10-06,13678183680
2010-10-07,13825520640
2010-10-08,13910058240
2010-10-11,13782044160
2010-10-12,13750644480
2010-10-13,13813443840
2010-10-14,13762721280
2010-10-15,13926965760
2010-10-18,14137102080
2010-10-19,14074302720
2010-10-20,14168501760
2010-10-21,14083964160
2010-10-22,14190240000
2010-10-25,14468006400
2010-10-26,14489744640
2010-10-27,15091169280
2010-10-28,15422073600
2010-10-29,15146722560
2010-11-01,15108076800
2010-11-02,15216768000
2010-11-03,15216768000
2010-11-04,15096000000
2010-11-05,15163630080
2010-11-08,15224014080
2010-11-09,15310967040
2010-11-10,15687763200
2010-11-11,15634625280
2010-11-12,15579072000
2010-11-15,15810946559
2010-11-16,15538010880
2010-11-17,15583902719
2010-11-18,15646702080
2010-11-19,15678101760
2010-11-22,15666024960
2010-11-23,15414827520
2010-11-24,15779546880
2010-11-26,15779546880
2010-11-29,15632209920
2010-11-30,15451057920
2010-12-01,15789208320
2010-12-02,16202234880
2010-12-03,16182912000
2010-12-06,16112866559
2010-12-07,16209480960
2010-12-08,16269864960
2010-12-09,16030744320
2010-12-10,16013836800
2010-12-13,15914807040
2010-12-14,15878576639
2010-12-15,15955868160
2010-12-16,16405125120
2010-12-17,16458263040
2010-12-20,16419617280
2010-12-21,16477585920
2010-12-22,16351987200
2010-12-23,16236049920
2010-12-27,16163589120
2010-12-28,16095959040
2010-12-29,16095959040
2010-12-30,16134604800
2010-12-31,16194988800
2011-01-03,16231219200
2011-01-04,16037990400
2011-01-05,16105620480
2011-01-06,16245711360
2011-01-07,16274695679
2011-01-10,16158758400
2011-01-11,16496908800
2011-01-12,16279526400
2011-01-13,16308510719
2011-01-14,16079051519
2011-01-18,16185327360
2011-01-19,15999344639
2011-01-20,16612846080
2011-01-21,16127358719
2011-01-24,16216727040
2011-01-25,16144266240
2011-01-26,16303680000
2011-01-27,16204650240
2011-01-28,15719162880
2011-01-31,15813361920
2011-02-01,15818192639
2011-02-02,15977606400
2011-02-03,15839930880
2011-02-04,15924468480
2011-02-07,15760224000
2011-02-08,15977606400
2011-02-09,15940168320
2011-02-10,15994513920
2011-02-11,15900314880
2011-02-14,16248126719
2011-02-15,16204650240
2011-02-16,16269864960
2011-02-17,16339910400
2011-02-18,16337495040
2011-02-22,16204650240
2011-02-23,16124943360
2011-02-24,16245711360
2011-02-25,16371310080
2011-02-28,16521062400
2011-03-01,16950996480
2011-03-02,16907520000
2011-03-03,17250501120
2011-03-04,17185286400
2011-03-07,17207024640
2011-03-08,17293977600
2011-03-09,17327792640
2011-03-10,17052441599
2011-03-11,17149056000
2011-03-14,17064518400
2011-03-15,16801244160
2011-03-16,16593523200
2011-03-17,16726368000
2011-03-18,16793998080
2011-03-21,16813320960
2011-03-22,16849551360
2011-03-23,16924427519
2011-03-24,17214270720
2011-03-25,17197363200
2011-03-28,17037949440
2011-03-29,17173209599
2011-03-30,17366438400
2011-03-31,17807291250
2011-04-01,17683680000
2011-04-04,17758816250
2011-04-05,17753968750
2011-04-06,17838800000
2011-04-07,17700646250
2011-04-08,17763663750
2011-04-11,19038556250
2011-04-12,18951301250
2011-04-13,19622680000
2011-04-14,19920801250
2011-04-15,20107430000
2011-04-18,20022598750
2011-04-19,20357076250
2011-04-20,20982403750
2011-04-21,24164787500
2011-04-25,24305365000
2011-04-26,24673775000
2011-04-27,24113888750
2011-04-28,23987853750
2011-04-29,23667918750
2011-05-02,23915141250
2011-05-03,23750326250
2011-05-04,23384340000
2011-05-05,23139541250
2011-05-06,23297085000
2011-05-09,23776987500
2011-05-10,23592782500
2011-05-11,23411001250
2011-05-12,23810920000
2011-05-13,23415848750
2011-05-16,23301932500
2011-05-17,23648528750
2011-05-18,23694580000
2011-05-19,23442510000
2011-05-20,23537036250
2011-05-23,23100761250
2011-05-24,22989268750
2011-05-25,22703266250
2011-05-26,22608740000
2011-05-27,22591773750
2011-05-31,22960183750
2011-06-01,22584502500
2011-06-02,23066828750
2011-06-03,22880200000
2011-06-06,22579655000
2011-06-07,22613587500
2011-06-08,22492400000
2011-06-09,22715385000
2011-06-10,22107023750
2011-06-13,22245177500
2011-06-14,22996540000
2011-06-15,22725080000
2011-06-16,22669333750
2011-06-17,22966243125
2011-06-20,23896963125
2011-06-21,23910293750
2011-06-22,24109041250
2011-06-23,24399891250
2011-06-24,25066422500
2011-06-27,25364543750
2011-06-28,26271026250
2011-06-29,26414027500
2011-06-30,25969050360
2011-07-01,26352805500
2011-07-05,26209504530
2011-07-06,26204646870
2011-07-07,25871897160
2011-07-08,26083205370
2011-07-11,25607154690
2011-07-12,25271976150
2011-07-13,25578008730
2011-07-14,25063096770
2011-07-15,25259832000
2011-07-18,25199111250
2011-07-19,26039486430
2011-07-20,25349698710
2011-07-21,25653302460
2011-07-22,25638729480
2011-07-25,25257403170
2011-07-26,25502715000
2011-07-27,24727918230
2011-07-28,24810498450
2011-07-29,24742491210
2011-08-01,24992660700
2011-08-02,24208148610
2011-08-03,23991982740
2011-08-04,22478821650
2011-08-05,22631837940
2011-08-08,21373704000
2011-08-09,21721026690
2011-08-10,20652341490
2011-08-11,21473286030
2011-08-12,22097495340
2011-08-15,22265084610
2011-08-16,22126641300
2011-08-17,21866756490
2011-08-18,21485430180
2011-08-19,21871614150
2011-08-22,21716169030
2011-08-23,22160644920
2011-08-24,22357380150
2011-08-25,22022201610
2011-08-26,22415672070
2011-08-29,22804284870
2011-08-30,22733848800
2011-08-31,22879578600
2011-09-01,22736277630
2011-09-02,22243225140
2011-09-06,22323376530
2011-09-07,22588119000
2011-09-08,22235938650
2011-09-09,21917761920
2011-09-12,22342807170
2011-09-13,22957301160
2011-09-14,23763672720
2011-09-15,24142570200
2011-09-16,24504465870
2011-09-19,24162000840
2011-09-20,24351449580
2011-09-21,23549935680
2011-09-22,22962158820
2011-09-23,22806713700
2011-09-26,23251189590
2011-09-27,23479499610
2011-09-28,23083600320
2011-09-29,22942728180
2011-09-30,22631630850
2011-10-03,21613632640
2011-10-04,22269621940
2011-10-05,23982482890
2011-10-06,24152554190
2011-10-07,24298329590
2011-10-10,24461112120
2011-10-11,24033504280
2011-10-12,23994630840
2011-10-13,24616605880
2011-10-14,25044213720
2011-10-17,24643331370
2011-10-18,24937311760
2011-10-19,24801254720
2011-10-20,24701641530
2011-10-21,26443657560
2011-10-24,26608869680
2011-10-25,25965028330
2011-10-26,28406766280
2011-10-27,28605992660
2011-10-28,28844092480
2011-10-31,28270709240
2011-11-01,27687607640
2011-11-02,27558839370
2011-11-03,27709473950
2011-11-04,27573416910
2011-11-07,27699755590
2011-11-08,27677889280
2011-11-09,27026759160
2011-11-10,27230844720
2011-11-11,27546691420
2011-11-14,27682748460
2011-11-15,27471374130
2011-11-16,26795948110
2011-11-17,26635595170
2011-11-18,26154536350
2011-11-21,26212846510
2011-11-22,27575846500
2011-11-23,26708482870
2011-11-25,26531122800
2011-11-28,26980596950
2011-11-29,26825103190
2011-11-30,27928137050
2011-12-01,28299864320
2011-12-02,27512677160
2011-12-05,27160386610
2011-12-06,27245422260
2011-12-07,27153097840
2011-12-08,26655031890
2011-12-09,27442219050
2011-12-12,26820244010
2011-12-13,26747356310
2011-12-14,26635595170
2011-12-15,26659891070
2011-12-16,26795948110
2011-12-19,26723060410
2011-12-20,26902850070
2011-12-21,27087498910
2011-12-22,26893131710
2011-12-23,26917427610
2011-12-27,27046195880
2011-12-28,26774081800
2011-12-29,26880983760
2011-12-30,26737637950
2012-01-03,27212079000
2012-01-04,27264824880
2012-01-05,27634046040
2012-01-06,27691587000
2012-01-09,27540541980
2012-01-10,27542939520
2012-01-11,27741935340
2012-01-12,27883390200
2012-01-13,27818656620
2012-01-17,28027242600
2012-01-18,28087181100
2012-01-19,27998472120
2012-01-20,28324537560
2012-01-23,27885787740
2012-01-24,28058410620
2012-01-25,28374885900
2012-01-26,28255008900
2012-01-27,28425234240
2012-01-30,27950521320
2012-01-31,28278984300
2012-02-01,29072570040
2012-02-02,29072570040
2012-02-03,29221217520
2012-02-06,29271565860
2012-02-07,29144496240
2012-02-08,28674578400
2012-02-09,28238226120
2012-02-10,28324537560
2012-02-13,28770480000
2012-02-14,28698553800
2012-02-15,28408451460
2012-02-16,28571484180
2012-02-17,27919353300
2012-02-21,27732345180
2012-02-22,27933738540
2012-02-23,27979291800
2012-02-24,27904968060
2012-02-27,27907365600
2012-02-28,27974496720
2012-02-29,27924148380
2012-03-01,28461197340
2012-03-02,28504353060
2012-03-05,28391668680
2012-03-06,28058410620
2012-03-07,28051218000
2012-03-08,28871176680
2012-03-09,28916729940
2012-03-12,28897549620
2012-03-13,29293143720
2012-03-14,28945500420
2012-03-15,29022221700
2012-03-16,28780070160
2012-03-19,28763287380
2012-03-20,28597857120
2012-03-21,28756094760
2012-03-22,28940705340
2012-03-23,29000643840
2012-03-26,30161053200
2012-03-27,30264147420
2012-03-28,30134680260
2012-03-29,30324085920
2012-03-30,30209004000
2012-04-02,30502038440
2012-04-03,30781654400
2012-04-04,30547446160
2012-04-05,30738636560
2012-04-09,30258270680
2012-04-10,29878279760
2012-04-11,29880669640
2012-04-12,29992994000
2012-04-13,29954755920
2012-04-16,30059910640
2012-04-17,30690838959
2012-04-18,30241541520
2012-04-19,30100538600
2012-04-20,30406443240
2012-04-23,30076639800
2012-04-24,30528327120
2012-04-25,30898758520
2012-04-26,31259630400
2012-04-27,31823642080
2012-04-30,32026781879
2012-05-01,31505788040
2012-05-02,32301618080
2012-05-03,32086528879
2012-05-04,31300258360
2012-05-07,31668299879
2012-05-08,31768674840
2012-05-09,31668299879
2012-05-10,32098478280
2012-05-11,32672049480
2012-05-14,32710287560
2012-05-15,32750915520
2012-05-16,32693558400
2012-05-17,31756725440
2012-05-18,31446041040
2012-05-21,31608552879
2012-05-22,31625282040
2012-05-23,31426922000
2012-05-24,31462770200
2012-05-25,31441261280
2012-05-29,31436481520
2012-05-30,31269189920
2012-05-31,31247681000
2012-06-01,30286949240
2012-06-04,31257240520
2012-06-05,31649180840
2012-06-06,32050680680
2012-06-07,31866659920
2012-06-08,31909677760
2012-06-11,31608552879
2012-06-12,32060240200
2012-06-13,32076969360
2012-06-14,33138076080
2012-06-15,33460709879
2012-06-18,33926736480
2012-06-19,34196792920
2012-06-20,34139435800
2012-06-21,33267129599
2012-06-22,33874159120
2012-06-25,33943465640
2012-06-26,33929126360
2012-06-27,34213522080
2012-06-28,33484608680
2012-06-29,34505087440
2012-07-02,34432979140
2012-07-03,34437708620
2012-07-05,34080632880
2012-07-06,33688086040
2012-07-09,33853617840
2012-07-10,33993137500
2012-07-11,33579308000
2012-07-12,33728286620
2012-07-13,34196505140
2012-07-16,34340754280
2012-07-17,34503921340
2012-07-18,34279271040
2012-07-19,33990772760
2012-07-20,33628967540
2012-07-23,32924275019
2012-07-24,32983393519
2012-07-25,33922195299
2012-07-26,34939033500
2012-07-27,35345768780
2012-07-30,34827890720
2012-07-31,34485003420
2012-08-01,34118468720
2012-08-02,34004961200
2012-08-03,34302918440
2012-08-06,34397508040
2012-08-07,34567769320
2012-08-08,34300553700
2012-08-09,33837064660
2012-08-10,34408149370
2012-08-13,34179951960
2012-08-14,34406967000
2012-08-15,34730936380
2012-08-16,34723842160
2012-08-17,34310012660
2012-08-20,34215423060
2012-08-21,34045161780
2012-08-22,34269812079
2012-08-23,34324201100
2012-08-24,34768772220
2012-08-27,34853902860
2012-08-28,34626887820
2012-08-29,34499191860
2012-08-30,34513380300
2012-08-31,34664723660
2012-09-04,34778231180
2012-09-05,34683641580
2012-09-06,35988978060
2012-09-07,36062285000
2012-09-10,35849458400
2012-09-11,35932224300
2012-09-12,36005531240
2012-09-13,36062285000
2012-09-14,36473749760
2012-09-17,36513950340
2012-09-18,36842649200
2012-09-19,36662928960
2012-09-20,36904132440
2012-09-21,36552968550
2012-09-24,36511585600
2012-09-25,36140321420
2012-09-26,35853005510
2012-09-27,35638996540
2012-09-28,35284285540
2012-10-01,35477603280
2012-10-02,35474054100
2012-10-03,36187439280
2012-10-04,36099892840
2012-10-05,36090428360
2012-10-08,35780466640
2012-10-09,35345100560
2012-10-10,34850581480
2012-10-11,34805625200
2012-10-12,34829286400
2012-10-15,35352175258
2012-10-16,36260789000
2012-10-17,36386193360
2012-10-18,35387690720
2012-10-19,34462537800
2012-10-22,34379723600
2012-10-23,33613100720
2012-10-24,33613100720
2012-10-25,34173871160
2012-10-26,33818953160
2012-10-31,32702665066
2012-11-01,32896166360
2012-11-02,32749466920
2012-11-05,33031035200
2012-11-06,33196663600
2012-11-07,32735270200
2012-11-08,32086953320
2012-11-09,32664286600
2012-11-12,33002641759
2012-11-13,32657188240
2012-11-14,32250215600
2012-11-15,32635893160
2012-11-16,33418108770
2012-11-19,33960920360
2012-11-20,35054067800
2012-11-21,34867144320
2012-11-23,35461040440
2012-11-26,35281215320
2012-11-27,34990182560
2012-11-28,35364029520
2012-11-29,35562783600
2012-11-30,35276483080
2012-12-03,35621936600
2012-12-04,35931898320
2012-12-05,35621936600
2012-12-06,35901138760
2012-12-07,35795846420
2012-12-10,36234761680
2012-12-11,36490302640
2012-12-12,36047838200
2012-12-13,35860914720
2012-12-14,35787565000
2012-12-17,36118821800
2012-12-18,36301013040
2012-12-19,35801761720
2012-12-20,35778100520
2012-12-21,35470504920
2012-12-24,35271750840
2012-12-26,35120319160
2012-12-27,34961789120
2012-12-28,34557182600
2012-12-31,34665831690
2013-01-02,35525550000
2013-01-03,35018718820
2013-01-04,34561623410
2013-01-07,34677673540
2013-01-08,34196894429
2013-01-09,34123474960
2013-01-10,34083212670
2013-01-11,34054792230
2013-01-14,34076107560
2013-01-15,33870059369
2013-01-16,33825060340
2013-01-17,34038213640
2013-01-18,34170842360
2013-01-22,34308207820
2013-01-23,33997951350
2013-01-24,34675305170
2013-01-25,34625569400
2013-01-28,35523181630
2013-01-29,36453951040
2013-01-30,36728681960
2013-01-31,36965518960
2013-02-01,37254460100
2013-02-04,36882626010
2013-02-05,37268670320
2013-02-06,38126020260
2013-02-07,37964971100
2013-02-08,38945476280
2013-02-11,38831794520
2013-02-12,39184681650
2013-02-13,39293626670
2013-02-14,38981001830
2013-02-15,39963875380
2013-02-19,39506779970
2013-02-20,39023632490
2013-02-21,38509696200
2013-02-22,38936002800
2013-02-25,38216018320
2013-02-26,38365225630
2013-02-27,39329152220
2013-02-28,39395466580
2013-03-01,39954401900
2013-03-04,40252816520
2013-03-05,40572546470
2013-03-06,40842540650
2013-03-07,40610440390
2013-03-08,40825962060
2013-03-11,41242795180
2013-03-12,41695153850
2013-03-13,41718837550
2013-03-14,41868044860
2013-03-15,41868044860
2013-03-18,41569630240
2013-03-19,41590945570
2013-03-20,42180669700
2013-03-21,41813572350
2013-03-22,42156986000
2013-03-25,41735416140
2013-03-26,41941464330
2013-03-27,43265383160
2013-03-28,45619069266
2013-04-01,45779790680
2013-04-02,47066953960
2013-04-03,46485118160
2013-04-04,46470869120
2013-04-05,45908032040
2013-04-08,46102768920
2013-04-09,45874784280
2013-04-10,47102576560
2013-04-11,47558545840
2013-04-12,49161562840
2013-04-15,47199945000
2013-04-16,48001453500
2013-04-17,48465734720
2013-04-18,47178571440
2013-04-19,48273372680
2013-04-22,51106556800
2013-04-23,50527095840
2013-04-24,48964451120
2013-04-25,51296544000
2013-04-26,50724207560
2013-04-29,53103797240
2013-04-30,51992372120
2013-05-01,50899945720
2013-05-02,51605273200
2013-05-03,51973373400
2013-05-06,51232423320
2013-05-07,50477224200
2013-05-08,50040253640
2013-05-09,49700651520
2013-05-10,50636338480
2013-05-13,52897186160
2013-05-14,54583322560
2013-05-15,53939740920
2013-05-16,54143977160
2013-05-17,53873245400
2013-05-20,53476647120
2013-05-21,54937173720
2013-05-22,55350395880
2013-05-23,55243528080
2013-05-24,55865736160
2013-05-28,57200396240
2013-05-29,56756301160
2013-05-30,56732552760
2013-05-31,56400075160
2013-06-03,54001486760
2013-06-04,52184734160
2013-06-05,50845324400
2013-06-06,52529085960
2013-06-07,53438649680
2013-06-10,52766569960
2013-06-11,52966056520
2013-06-12,49052320200
2013-06-13,49771896720
2013-06-14,50344233160
2013-06-17,49337301000
2013-06-18,50061627200
2013-06-19,48399239200
2013-06-20,47397056720
2013-06-21,47276889816
2013-06-24,47606042640
2013-06-25,47294938600
2013-06-26,49498790120
2013-06-27,49589034040
2013-06-28,51106556800
2013-07-01,51651626250
2013-07-02,51361215500
2013-07-03,51562725000
2013-07-05,52546565500
2013-07-08,51697854900
2013-07-09,51979494060
2013-07-10,52084279000
2013-07-11,52937731000
2013-07-12,53658423800
2013-07-15,53181913100
2013-07-16,52831049500
2013-07-17,53364457000
2013-07-18,52895058400
2013-07-19,54590108900
2013-07-22,54922006900
2013-07-23,52784820850
2013-07-24,53722432700
2013-07-25,53928683600
2013-07-26,52921136100
2013-07-29,51197637200
2013-07-30,51427595100
2013-07-31,51712079100
2013-08-01,52202576930
2013-08-02,53995063200
2013-08-05,53950019900
2013-08-06,52586867400
2013-08-07,51624363200
2013-08-08,51418112300
2013-08-09,50341814500
2013-08-12,49047412300
2013-08-13,50081037500
2013-08-14,50145046400
2013-08-15,48962067100
2013-08-16,49047412300
2013-08-19,49042670900
2013-08-20,48966808500
2013-08-21,49329525600
2013-08-22,50135563600
2013-08-23,50111856600
2013-08-26,50339443800
2013-08-27,49227585500
2013-08-28,49715949700
2013-08-29,50763799100
2013-08-30,50500651400
2013-09-03,52579755300
2013-09-04,54664785950
2013-09-05,53980839000
2013-09-06,53383422600
2013-09-09,54255366060
2013-09-10,54216486580
2013-09-11,56012528900
2013-09-12,55500457700
2013-09-13,55642699700
2013-09-16,56794859900
2013-09-17,56908653500
2013-09-18,58401246220
2013-09-19,58788618600
2013-09-20,58824179100
2013-09-23,57530725180
2013-09-24,57736027800
2013-09-25,57255249840
2013-09-26,57619863500
2013-09-27,58039477400
2013-09-30,56887495080
2013-10-01,57870432360
2013-10-02,58179963090
2013-10-03,55252416720
2013-10-04,56778804900
2013-10-07,55902194970
2013-10-08,53281580217
2013-10-09,52891949550
2013-10-10,55330390110
2013-10-11,55479248400
2013-10-14,56433831720
2013-10-15,55873841010
2013-10-16,56986733940
2013-10-17,58385765583
2013-10-18,57866651832
2013-10-21,57433308810
2013-10-22,59212519800
2013-10-23,59335386960
2013-10-24,58886449260
2013-10-25,59604749580
2013-10-28,60117483690
2013-10-29,60108032370
2013-10-30,58822652850
2013-10-31,57697945770
2013-11-01,57440397300
2013-11-04,56724459810
2013-11-05,57667228980
2013-11-06,56348297274
2013-11-07,54626266770
2013-11-08,55925823270
2013-11-11,55476885570
2013-11-12,55673000460
2013-11-13,55786416300
2013-11-14,56136115140
2013-11-15,57910600470
2013-11-18,57007999410
2013-11-19,57998025180
2013-11-20,58153971960
2013-11-21,59644917690
2013-11-22,67486205328
2013-11-25,69911414040
