,IPGP
2021-02-24,12372254280
2021-02-25,11777413770
2021-02-26,12172546350
2021-03-01,12248574570
2021-03-02,11810609190
2021-03-03,11454026130
2021-03-04,11065853880
2021-03-05,11056216500
2021-03-08,10574882910
2021-03-09,11218981140
2021-03-10,11038012560
2021-03-11,11478654990
2021-03-12,11286978210
2021-03-15,11653198650
2021-03-16,11601799290
2021-03-17,11606617980
2021-03-18,11285371980
2021-03-19,11330881830
2021-03-22,11345337900
2021-03-23,10951276140
2021-03-24,10859721030
2021-03-25,10890774810
2021-03-26,11076026670
2021-03-29,10814746590
2021-03-30,10954488600
2021-03-31,11279383680
2021-04-01,11646201600
2021-04-05,11921047680
2021-04-06,12049380480
2021-04-07,11760631680
2021-04-08,12361122240
2021-04-09,12764301120
2021-04-12,12057401280
2021-04-13,12001255680
2021-04-14,11883082560
2021-04-15,12272358720
2021-04-16,11972380800
2021-04-19,11877200640
2021-04-20,11725340160
2021-04-21,11960082240
2021-04-22,11859554880
2021-04-23,12191081280
2021-04-26,12486246720
2021-04-27,12295886400
2021-04-28,12291608640
2021-04-29,12387858240
2021-04-30,11609305920
2021-05-03,11313071040
2021-05-04,10132409280
2021-05-05,10140964800
2021-05-06,10551629760
2021-05-07,10550025600
2021-05-10,10026000000
2021-05-11,10199784000
2021-05-12,10026000000
2021-05-13,10169839680
2021-05-14,10470352320
2021-05-17,10501366080
2021-05-18,10414741440
2021-05-19,10647879360
2021-05-20,10841982720
2021-05-21,10902406080
2021-05-24,11097578880
2021-05-25,11128057920
2021-05-26,11075655360
2021-05-27,11034481920
2021-05-28,11189550720
2021-06-01,11029669440
2021-06-02,11081537280
2021-06-03,10746802560
2021-06-04,11179391040
2021-06-07,11003468160
2021-06-08,10992239040
2021-06-09,10865510400
2021-06-10,10972989120
2021-06-11,10886899200
2021-06-14,11060683200
2021-06-15,11072447040
2021-06-16,11000259840
2021-06-17,11180460480
2021-06-18,10878343680
2021-06-21,10930211520
2021-06-22,10876739520
2021-06-23,11039829120
2021-06-24,11269224000
2021-06-25,11281522560
2021-06-28,11374563840
2021-06-29,11430709440
2021-06-30,11252377990
2021-07-01,11211270000
2021-07-02,11274800530
2021-07-06,11219278050
2021-07-07,11089013770
2021-07-08,10746803100
2021-07-09,11072997670
2021-07-12,11227819970
2021-07-13,11102360520
2021-07-14,11152010430
2021-07-15,11085810550
2021-07-16,10991315560
2021-07-19,10776699820
2021-07-20,11111970180
2021-07-21,11436029270
2021-07-22,11322848830
2021-07-23,11502763020
2021-07-26,11362355210
2021-07-27,10747870840
2021-07-28,11194720030
2021-07-29,11441901840
2021-07-30,11646907920
2021-08-02,11611672500
2021-08-03,9486336030
2021-08-04,9602719690
2021-08-05,9802920940
2021-08-06,9692409850
2021-08-09,9491140860
2021-08-10,9442558690
2021-08-11,9241289700
2021-08-12,9064044860
2021-08-13,9028809440
2021-08-16,9001048200
2021-08-17,8909756430
2021-08-18,8827540450
2021-08-19,8978091790
2021-08-20,8935382190
2021-08-23,9000514330
2021-08-24,9096077060
2021-08-25,9190572050
2021-08-26,9046427150
2021-08-27,9205520410
2021-08-30,9182564000
2021-08-31,9112093160
2021-09-01,9067248080
2021-09-02,9255170320
2021-09-03,9301083140
2021-09-07,9374223330
2021-09-08,9302150880
2021-09-09,9302150880
2021-09-10,9208723630
2021-09-13,9265847720
2021-09-14,9245560660
2021-09-15,9198046230
2021-09-16,9167615640
2021-09-17,8892672590
2021-09-20,8609721490
2021-09-21,8577155420
2021-09-22,8520031330
2021-09-23,8682327810
2021-09-24,8769882490
2021-09-27,8766145400
2021-09-28,8594773130
2021-09-29,8493871700
2021-09-30,8430364800
2021-10-01,8575128640
2021-10-04,8153078180
2021-10-05,8190865800
2021-10-06,8220137899
2021-10-07,8421849280
2021-10-08,8490505660
2021-10-11,8409076000
2021-10-12,8369159500
2021-10-13,8370756160
2021-10-14,8656558300
2021-10-15,8785887760
2021-10-18,8686894840
2021-10-19,8735859080
2021-10-20,8726811340
2021-10-21,8733730200
2021-10-22,8623028440
2021-10-25,8496360079
2021-10-26,8435687000
2021-10-27,8356386219
2021-10-28,8462298000
2021-10-29,8462830219
2021-11-01,8689023720
2021-11-02,9438389480
2021-11-03,9348976520
2021-11-04,8992921340
2021-11-05,9120121920
2021-11-08,9070093240
2021-11-09,8968971440
2021-11-10,8871575180
2021-11-11,8928522720
2021-11-12,9051997760
2021-11-15,9059981060
2021-11-16,9197826040
2021-11-17,9095639800
2021-11-18,8771517820
2021-11-19,8723085800
2021-11-22,8739052400
2021-11-23,8750229020
2021-11-24,8747035700
2021-11-26,8396834940
2021-11-29,8684765960
2021-11-30,8738520180
2021-12-01,8643252800
2021-12-02,8646978340
2021-12-03,8757147880
2021-12-06,9040288920
2021-12-07,9000904640
2021-12-08,9096704240
2021-12-09,9080737640
2021-12-10,8884348460
2021-12-13,8872107400
2021-12-14,8968971440
2021-12-15,9078076540
2021-12-16,8791209960
2021-12-17,8822610940
2021-12-20,8656558300
2021-12-21,8908830580
2021-12-22,8909895020
2021-12-23,8989195800
2021-12-27,9149394020
2021-12-28,9094043140
2021-12-29,9181859440
2021-12-30,9168553940
2021-12-31,9090713400
2022-01-03,9178906100
2022-01-04,9218513600
2022-01-05,8950238800
2022-01-06,8831944400
2022-01-07,8587434100
2022-01-10,8678795400
2022-01-11,8856237000
2022-01-12,8752729400
2022-01-13,8515612500
2022-01-14,8515612500
2022-01-18,8435869400
2022-01-19,8110559800
2022-01-20,7926252900
2022-01-21,7770991500
2022-01-24,8121649900
2022-01-25,7786834499
2022-01-26,7605168099
2022-01-27,7529649800
2022-01-28,7622595400
2022-01-31,8157560700
2022-02-01,8009692699
2022-02-02,7868690000
2022-02-03,7783137800
2022-02-04,7918859499
2022-02-07,7855487500
2022-02-08,7968500899
2022-02-09,8401542900
2022-02-10,8215123600
2022-02-11,7810070899
2022-02-14,7746170800
2022-02-15,7264015500
2022-02-16,7427726500
2022-02-17,7292004800
2022-02-18,7224936100
2022-02-22,7171069900
2022-02-23,7122484700
2022-02-24,7056472200
2022-02-25,7290948600
2022-02-28,6883783500
2022-03-01,6417471200
2022-03-02,6621317800
2022-03-03,6020340000
2022-03-04,5555612000
2022-03-07,5600500500
2022-03-08,5922113400
2022-03-09,6028261500
2022-03-10,5941125000
2022-03-11,5851348000
2022-03-14,5616871600
2022-03-15,5940596900
2022-03-16,6157646000
2022-03-17,6159230300
2022-03-18,6284390000
2022-03-21,6164511300
2022-03-22,6253760200
2022-03-23,5967001900
2022-03-24,6092689700
2022-03-25,5962249000
2022-03-28,6026677200
2022-03-29,6321357000
2022-03-30,5985485400
2022-03-31,5673165120
2022-04-01,5679367560
2022-04-04,5763617370
2022-04-05,5435921790
2022-04-06,5280860790
2022-04-07,5222454480
2022-04-08,5214184560
2022-04-11,5169216870
2022-04-12,5130968490
2022-04-13,5187824190
2022-04-14,5028628230
2022-04-18,5048269290
2022-04-19,5181104880
2022-04-20,5178003660
2022-04-21,5107709340
2022-04-22,4939726590
2022-04-25,5005885950
2022-04-26,4786733070
2022-04-27,4724191800
2022-04-28,4917501180
2022-04-29,4883387760
2022-05-02,5124766050
2022-05-03,5521205340
2022-05-04,5673681990
2022-05-05,5387852880
2022-05-06,5220387000
2022-05-09,5209015860
2022-05-10,5066876610
2022-05-11,4876151580
2022-05-12,5001234120
2022-05-13,5086000800
2022-05-16,4999166640
2022-05-17,5288613840
2022-05-18,5167666260
2022-05-19,5083416450
2022-05-20,5173351830
2022-05-23,5121664830
2022-05-24,4911298740
2022-05-25,5025010140
2022-05-26,5169216870
2022-05-27,5297917500
2022-05-31,5452461630
2022-06-01,5286029490
2022-06-02,5427135000
2022-06-03,5256567900
2022-06-06,5364593730
2022-06-07,5376998610
2022-06-08,5318075430
2022-06-09,5210049600
2022-06-10,5028111360
2022-06-13,4783631850
2022-06-14,4750035300
2022-06-15,4773294450
2022-06-16,4341191130
2022-06-17,4577400720
2022-06-21,4817745270
2022-06-22,4933007280
2022-06-23,4973323140
2022-06-24,5115979260
2022-06-27,5053437990
2022-06-28,4843588770
2022-06-29,4882870890
2022-06-30,4859837770
2022-07-01,4695141260
2022-07-05,4744188810
2022-07-06,4697722710
2022-07-07,4854674870
2022-07-08,4820599730
2022-07-11,4756063480
2022-07-12,4808208770
2022-07-13,4782394270
2022-07-14,4758128640
2022-07-15,4868098410
2022-07-18,4917662250
2022-07-19,5093200850
2022-07-20,5247571560
2022-07-21,5290423630
2022-07-22,5176323540
2022-07-25,5165997740
2022-07-26,5137085500
2022-07-27,5280097830
2022-07-28,5452538690
2022-07-29,5502618820
2022-08-01,5558378140
2022-08-02,5299200560
2022-08-03,5339471180
2022-08-04,5344117790
2022-08-05,5257897360
2022-08-08,5274418640
2022-08-09,5106624390
2022-08-10,5307461200
2022-08-11,5319852160
2022-08-12,5430338220
2022-08-15,5368383420
2022-08-16,5296102820
2022-08-17,5176323540
2022-08-18,5246538980
2022-08-19,5131922600
2022-08-22,4955867710
2022-08-23,4947090780
2022-08-24,4964128350
2022-08-25,5061190870
2022-08-26,4853642290
2022-08-29,4748319130
2022-08-30,4715276570
2022-08-31,4677071110
2022-09-01,4670875630
2022-09-02,4618214050
2022-09-06,4567617630
2022-09-07,4614083730
2022-09-08,4635251620
2022-09-09,4759161220
2022-09-12,4798915550
2022-09-13,4584655200
2022-09-14,4522184110
2022-09-15,4505146540
2022-09-16,4545933450
2022-09-19,4599111320
2022-09-20,4550063770
2022-09-21,4577427140
2022-09-22,4496885900
2022-09-23,4386916130
2022-09-26,4345612930
2022-09-27,4404986280
2022-09-28,4493271870
2022-09-29,4435963680
2022-09-30,4109531999
2022-10-03,4292719200
2022-10-04,4449597600
2022-10-05,4395031200
2022-10-06,4395031200
2022-10-07,4220126400
2022-10-10,4221100800
2022-10-11,4130481600
2022-10-12,4044734400
2022-10-13,4192356000
2022-10-14,4107583200
2022-10-17,4220613600
2022-10-18,4266410399
2022-10-19,4155816000
2022-10-20,4148508000
2022-10-21,4186509600
2022-10-24,4198689600
2022-10-25,4268846400
2022-10-26,4218664800
2022-10-27,4130968800
2022-10-28,4256179200
2022-10-31,4173355200
2022-11-01,4164585600
2022-11-02,4282488000
2022-11-03,4230357600
2022-11-04,4279077600
2022-11-07,4241563200
2022-11-08,4126096800
2022-11-09,4095403200
2022-11-10,4359952800
2022-11-11,4610373600
2022-11-14,4570910400
2022-11-15,4666888800
2022-11-16,4458854400
2022-11-17,4456905600
2022-11-18,4444238400
2022-11-21,4340464800
2022-11-22,4425724800
2022-11-23,4501240800
2022-11-25,4442776800
2022-11-28,4343875200
2022-11-29,4304899200
2022-11-30,4434981600
2022-12-01,4520241600
2022-12-02,4487599200
2022-12-05,4389184800
2022-12-06,4353619200
2022-12-07,4347285600
2022-12-08,4508548800
2022-12-09,4542652800
2022-12-12,4696608000
2022-12-13,4751174400
2022-12-14,4642528800
2022-12-15,4490035200
2022-12-16,4456418400
2022-12-19,4433520000
2022-12-20,4521703200
2022-12-21,4539242400
2022-12-22,4501240800
2022-12-23,4528036800
2022-12-27,4522677600
2022-12-28,4398441600
2022-12-29,4601604000
2022-12-30,4612322400
2023-01-03,4587334430
2023-01-04,4770846824
2023-01-05,4753731679
2023-01-06,4940572018
2023-01-09,4937719494
2023-01-10,5017114752
2023-01-11,5075591499
2023-01-12,5131691143
2023-01-13,5058951775
2023-01-17,5176380690
2023-01-18,5116477681
2023-01-19,5049918781
2023-01-20,5115526839
2023-01-23,5280022405
2023-01-24,5276219039
2023-01-25,5245792114
2023-01-26,5270989411
2023-01-27,5298563812
2023-01-30,5223447340
2023-01-31,5329466159
2023-02-01,5457829750
2023-02-02,5531995381
2023-02-03,5478272841
2023-02-06,5383664120
2023-02-07,5418369831
2023-02-08,5343253359
2023-02-09,5301891757
2023-02-10,5303793440
2023-02-13,5350384670
2023-02-14,5968907014
2023-02-15,6232765508
2023-02-16,6347341899
2023-02-17,6236093453
2023-02-21,5995055153
2023-02-22,5976038324
2023-02-23,5983645056
2023-02-24,5895216804
2023-02-27,5869544085
2023-02-28,5859084830
2023-03-01,5925643729
2023-03-02,6037843017
2023-03-03,6043548065
2023-03-06,5818198648
2023-03-07,5757820218
2023-03-08,5826756221
2023-03-09,5742606756
2023-03-10,5616144847
2023-03-13,5551012209
2023-03-14,5608062695
2023-03-15,5525339491
2023-03-16,5699343471
2023-03-17,5530569119
2023-03-20,5558143520
2023-03-21,5595701756
2023-03-22,5517732760
2023-03-23,5559569782
2023-03-24,5553864734
2023-03-27,5468764427
2023-03-28,5550061368
2023-03-29,5750213487
2023-03-30,5765426950
2023-03-31,5834578132
2023-04-03,5754140350
2023-04-04,5606040200
2023-04-05,5515192823
2023-04-06,5463144847
2023-04-10,5536958340
2023-04-11,5519924457
2023-04-12,5489641998
2023-04-13,5485383528
2023-04-14,5492954142
2023-04-17,5505256391
2023-04-18,5431916061
2023-04-19,5461725357
2023-04-20,5458413213
2023-04-21,5466930154
2023-04-24,5434755042
2023-04-25,5241231203
2023-04-26,5240758039
2023-04-27,5242650693
2023-04-28,5440433003
2023-05-01,5580016212
2023-05-02,5663292973
2023-05-03,5616922958
2023-05-04,5516612313
2023-05-05,5591372134
2023-05-08,5507622208
2023-05-09,5333498070
2023-05-10,5332078579
2023-05-11,5236972732
2023-05-12,5229875281
2023-05-15,5313625206
2023-05-16,5261577230
2023-05-17,5335390723
2023-05-18,5363307365
2023-05-19,5314098370
2023-05-22,5382233902
2023-05-23,5405418910
2023-05-24,5195807515
2023-05-25,5278611113
2023-05-26,5422925956
2023-05-30,5371824307
2023-05-31,5227036300
2023-06-01,5224670483
2023-06-02,5328293272
2023-06-05,5144232702
2023-06-06,5218519359
2023-06-07,5351478280
2023-06-08,5329239599
2023-06-09,5265835701
2023-06-12,5407784727
2023-06-13,5538850994
2023-06-14,6285029707
2023-06-15,6356477384
2023-06-16,6375877084
2023-06-20,6294492976
2023-06-21,6154909767
2023-06-22,6167685179
2023-06-23,6311526859
2023-06-26,6129358942
2023-06-27,6332346049
2023-06-28,6349379932
2023-06-29,6357423711
2023-06-30,6415715893
2023-07-03,6380760587
2023-07-05,6346750018
2023-07-06,6311322342
2023-07-07,6250386740
2023-07-10,6342971066
2023-07-11,6444058034
2023-07-12,6599467438
2023-07-13,6572542405
2023-07-14,6424690905
2023-07-17,6444058034
2023-07-18,6333051317
2023-07-19,6361865826
2023-07-20,6205039315
2023-07-21,6261723596
2023-07-24,6054825970
2023-07-25,6046795697
2023-07-26,6115289203
2023-07-27,6145048451
2023-07-28,6170084008
2023-07-31,6209290636
2023-08-01,5118590592
2023-08-02,5269748675
2023-08-03,5191807788
2023-08-04,5143153780
2023-08-07,5255577605
2023-08-08,5202199907
2023-08-09,5073243167
2023-08-10,4998608863
2023-08-11,4915471918
2023-08-14,4846978411
2023-08-15,4879571873
2023-08-16,4719911147
2023-08-17,4676453199
2023-08-18,4685900579
2023-08-21,4681649258
2023-08-22,4794073082
2023-08-23,4890436360
2023-08-24,4807771783
2023-08-25,4821942854
2023-08-28,4990578590
2023-08-29,5066157632
2023-08-30,5098751093
2023-08-31,5118590592
2023-09-01,5106781367
2023-09-05,5028368111
2023-09-06,4979241734
2023-09-07,4881933718
2023-09-08,4796907296
2023-09-11,4757700668
2023-09-12,4698654542
2023-09-13,4705740077
2023-09-14,4717076933
2023-09-15,4726524314
2023-09-18,4736916432
2023-09-19,4698654542
2023-09-20,4686372948
2023-09-21,4637718940
2023-09-22,4730775635
2023-09-25,4720855885
2023-09-26,4599457050
2023-09-27,4679759782
2023-09-28,4810133628
2023-09-29,4796434927
2023-10-02,4688199750
2023-10-03,4668190560
2023-10-04,4621657560
2023-10-05,4437852210
2023-10-06,4477870590
2023-10-09,4445297490
2023-10-10,4476474600
2023-10-11,4449020130
2023-10-12,4346647530
2023-10-13,4293134580
2023-10-16,4415516370
2023-10-17,4473682620
2023-10-18,4359211440
2023-10-19,4274521380
2023-10-20,4311282450
2023-10-23,4235898990
2023-10-24,4286619960
2023-10-25,4167495480
2023-10-26,4095834660
2023-10-27,4101883950
2023-10-30,3895277429
2023-10-31,3997184700
2023-11-01,4049301660
2023-11-02,4102349280
2023-11-03,4277778690
2023-11-06,4301510520
2023-11-07,4272194730
2023-11-08,4274521380
2023-11-09,4154000910
2023-11-10,4224731070
2023-11-13,4248462900
2023-11-14,4432733580
2023-11-15,4500206430
2023-11-16,4408536420
2023-11-17,4426684290
2023-11-20,4467168000
2023-11-21,4419239010
2023-11-22,4449485460
2023-11-24,4435060230
2023-11-27,4456000080
2023-11-28,4440178860
2023-11-29,4460653380
2023-11-30,4456000080
2023-12-01,4526264910
2023-12-04,4584896490
2023-12-05,4482058560
2023-12-06,4562095320
2023-12-07,4653300000
2023-12-08,4626310860
2023-12-11,4671447870
2023-12-12,4681685130
2023-12-13,4772889810
2023-12-14,4955764500
2023-12-15,5034870600
2023-12-18,4977169680
2023-12-19,5072097000
2023-12-20,4980426990
2023-12-21,5017188060
2023-12-22,5096759490
2023-12-26,5144688480
2023-12-27,5134451220
2023-12-28,5123283300
2023-12-29,5050691820
2024-01-02,4898416800
2024-01-03,4749966000
2024-01-04,4656207600
2024-01-05,4679647200
2024-01-08,4732041600
2024-01-09,4692056400
2024-01-10,4633687200
2024-01-11,4627252800
2024-01-12,4573020000
2024-01-16,4582212000
2024-01-17,4466392800
2024-01-18,4564287600
2024-01-19,4533034800
2024-01-22,4565666400
2024-01-23,4545903600
2024-01-24,4513272000
2024-01-25,4628172000
2024-01-26,4559232000
2024-01-29,4592323200
2024-01-30,4573020000
2024-01-31,4499024400
2024-02-01,4556934000
2024-02-02,4540848000
2024-02-05,4487534400
2024-02-06,4585888800
2024-02-07,4597378800
2024-02-08,4642419600
2024-02-09,4725607200
2024-02-12,4762834800
2024-02-13,3998060400
2024-02-14,4038045600
2024-02-15,4089980400
2024-02-16,3974620800
2024-02-20,3965428800
2024-02-21,3973242000
2024-02-22,3977378400
2024-02-23,3933256800
2024-02-26,3915332400
2024-02-27,3970024800
2024-02-28,3936933600
2024-02-29,3968645999
2024-03-01,4029313200
2024-03-04,4036666800
2024-03-05,4044020400
2024-03-06,4095495600
2024-03-07,4110662400
2024-03-08,4147430400
2024-03-11,4149268800
2024-03-12,4158920400
2024-03-13,4104228000
2024-03-14,4000358400
2024-03-15,4009550400
2024-03-18,3992545200
2024-03-19,4034368800
2024-03-20,4097334000
2024-03-21,4183279200
2024-03-22,4136400000
2024-03-25,4134561599
2024-03-26,4101470400
2024-03-27,4162597199
2024-03-28,4168112400
2024-04-01,4143753600
2024-04-02,4055050800
2024-04-03,4042641599
2024-04-04,4010010000
2024-04-05,3964969200
2024-04-08,4016444400
2024-04-09,4165354800
2024-04-10,4029313200
2024-04-11,4129965600
2024-04-12,3941070000
2024-04-15,3879024000
2024-04-16,3899246400
2024-04-17,3877645200
2024-04-18,3887756400
2024-04-19,3873049200
2024-04-22,3911195999
2024-04-23,3923605200
2024-04-24,4046778000
2024-04-25,4055510400
2024-04-26,4062864000
2024-04-29,4071136800
2024-04-30,3859720800
2024-05-01,3839958000
2024-05-02,3984732000
2024-05-03,3987489600
2024-05-06,4061485200
2024-05-07,4112960400
2024-05-08,4098253200
2024-05-09,4129965600
2024-05-10,4056429600
2024-05-13,4103768400
2024-05-14,4125369600
2024-05-15,4144213200
2024-05-16,4072055999
2024-05-17,4072515600
2024-05-20,4069758000
2024-05-21,4020121200
2024-05-22,4036207199
2024-05-23,3953938800
2024-05-24,3935554800
2024-05-28,3848690400
2024-05-29,3839958000
2024-05-30,3911195999
2024-05-31,3986110800
2024-06-03,4003115999
2024-06-04,3872589600
2024-06-05,3990706800
2024-06-06,3974161200
2024-06-07,3945665999
2024-06-10,3962671200
2024-06-11,3917630400
2024-06-12,4027474800
2024-06-13,3991166400
2024-06-14,3900165600
2024-06-17,3964050000
2024-06-18,3801351599
2024-06-20,3749416800
2024-06-21,3830765999
2024-06-24,3750795600
2024-06-25,3754012800
2024-06-26,3797215200
2024-06-27,3837660000
2024-06-28,3878564400
2024-07-01,3829846800
2024-07-02,3902463600
2024-07-03,3887296800
2024-07-05,3877185600
2024-07-08,3927741599
2024-07-09,3881322000
2024-07-10,3955777199
2024-07-11,4046778000
2024-07-12,4119394800
2024-07-15,4107904800
2024-07-16,4166274000
2024-07-17,4157082000
2024-07-18,4093657199
2024-07-19,4045858800
2024-07-22,4138238400
2024-07-23,4093197600
2024-07-24,4040343600
2024-07-25,3929120400
2024-07-26,3889449620
2024-07-29,3935239346
2024-07-30,3647316915
2024-07-31,3611382758
2024-08-01,3462256007
2024-08-02,3206225140
2024-08-05,3028800241
2024-08-06,3044970611
2024-08-07,2965017112
2024-08-08,3023859294
2024-08-09,2994662792
