,DXC
2009-04-13,2892512785
2009-04-14,2839812219
2009-04-15,2803674713
2009-04-16,2827766232
2009-04-17,2859386663
2009-04-20,2772806977
2009-04-21,2797651796
2009-04-22,2774312820
2009-04-23,2773559822
2009-04-24,2790875881
2009-04-27,2781088735
2009-04-28,2803674713
2009-04-29,2899288700
2009-04-30,2782594275
2009-05-01,2793134418
2009-05-04,2851104905
2009-05-05,2845082290
2009-05-06,2876702721
2009-05-07,2830024769
2009-05-08,2821743314
2009-05-11,2824754849
2009-05-12,2815720397
2009-05-13,2721611950
2009-05-14,2745703772
2009-05-15,2732152245
2009-05-18,2801415873
2009-05-19,2794640261
2009-05-20,2796898798
2009-05-21,3007701519
2009-05-22,2993396692
2009-05-26,3171073442
2009-05-27,3150746000
2009-05-28,3146228926
2009-05-29,3196670804
2009-06-01,3323905221
2009-06-02,3300566397
2009-06-03,3262170354
2009-06-04,3291531944
2009-06-05,3307342311
2009-06-08,3299813702
2009-06-09,3289273407
2009-06-10,3314117923
2009-06-11,3360795724
2009-06-12,3387145931
2009-06-15,3332186827
2009-06-16,3287014870
2009-06-17,3344985357
2009-06-18,3364559801
2009-06-19,3304330474
2009-06-22,3213233865
2009-06-23,3205705256
2009-06-24,3241842913
2009-06-25,3260664359
2009-06-26,3284756333
2009-06-29,3320140841
2009-06-30,3335198210
2009-07-01,3371886239
2009-07-02,3303995951
2009-07-06,3295698320
2009-07-07,3221773199
2009-07-08,3181793374
2009-07-09,3218001770
2009-07-10,3218755934
2009-07-13,3277594122
2009-07-14,3298715586
2009-07-15,3362834140
2009-07-16,3426198529
2009-07-17,3423935580
2009-07-20,3467687291
2009-07-21,3520490797
2009-07-22,3502386599
2009-07-23,3549910043
2009-07-24,3532560161
2009-07-27,3532560161
2009-07-28,3599696132
2009-07-29,3617045862
2009-07-30,3657025840
2009-07-31,3633641276
2009-08-03,3666831951
2009-08-04,3678146999
2009-08-05,3660797573
2009-08-06,3669849368
2009-08-07,3730196341
2009-08-10,3750563488
2009-08-11,3693988248
2009-08-12,3767913370
2009-08-13,3789034529
2009-08-14,3746037286
2009-08-17,3660043105
2009-08-18,3654762739
2009-08-19,3700777095
2009-08-20,3686444782
2009-08-21,3747546223
2009-08-24,3746791755
2009-08-25,3767158901
2009-08-26,3779228417
2009-08-27,3753580905
2009-08-28,3746791755
2009-08-31,3684936149
2009-09-01,3610256712
2009-09-02,3573294151
2009-09-03,3616291394
2009-09-04,3661551737
2009-09-08,3674375570
2009-09-09,3723407191
2009-09-10,3771684799
2009-09-11,3838820922
2009-09-14,3912746043
2009-09-15,3908974310
2009-09-16,3992705846
2009-09-17,3941410517
2009-09-18,3952725869
2009-09-21,3932358722
2009-09-22,3922552307
2009-09-23,3900676527
2009-09-24,3861451018
2009-09-25,3831277759
2009-09-28,4013072689
2009-09-29,4016844423
2009-09-30,3976110129
2009-10-01,3882078233
2009-10-02,3832976080
2009-10-05,3870747014
2009-10-06,3910028583
2009-10-07,3894920088
2009-10-08,3962907403
2009-10-09,3966684679
2009-10-12,3982548264
2009-10-13,3982548264
2009-10-14,4108702616
2009-10-15,4040714997
2009-10-16,4008987826
2009-10-19,4053557156
2009-10-20,4008232280
2009-10-21,3981792718
2009-10-22,4012009556
2009-10-23,3911539220
2009-10-26,3884344416
2009-10-27,3858660248
2009-10-28,3792939116
2009-10-29,3872257650
2009-10-30,3830709745
2009-11-02,3840530176
2009-11-03,3866969738
2009-11-04,3886610599
2009-11-05,3981037476
2009-11-06,3973483228
2009-11-09,4090572543
2009-11-10,4064133285
2009-11-11,4124566201
2009-11-12,4072442471
2009-11-13,4076219747
2009-11-16,4155538281
2009-11-17,4166869500
2009-11-18,4154027492
2009-11-19,4113990528
2009-11-20,4104169945
2009-11-23,4179711356
2009-11-24,4167624894
2009-11-25,4185754967
2009-11-27,4098882185
2009-11-30,4178200719
2009-12-01,4197086186
2009-12-02,4209928194
2009-12-03,4164603317
2009-12-04,4207662011
2009-12-07,4203129645
2009-12-08,4158559858
2009-12-09,4183488479
2009-12-10,4209172647
2009-12-11,4213705317
2009-12-14,4264318106
2009-12-15,4234856815
2009-12-16,4261296377
2009-12-17,4220503866
2009-12-18,4207662011
2009-12-21,4240900122
2009-12-22,4293779398
2009-12-23,4352701676
2009-12-24,4376874751
2009-12-28,4391228004
2009-12-29,4377630298
2009-12-30,4389717063
2009-12-31,4345902823
2010-01-04,4345817285
2010-01-05,4344311870
2010-01-06,4360117750
2010-01-07,4316463723
2010-01-08,4305173939
2010-01-11,4278831057
2010-01-12,4232166653
2010-01-13,4276573160
2010-01-14,4290873474
2010-01-15,4211844979
2010-01-19,4290873474
2010-01-20,4251735542
2010-01-21,4138837693
2010-01-22,4006370954
2010-01-25,4004112755
2010-01-26,3969490617
2010-01-27,3946158566
2010-01-28,3924331780
2010-01-29,3861108863
2010-02-01,3952179926
2010-02-02,3993575602
2010-02-03,3979275289
2010-02-04,3860356080
2010-02-05,3865624656
2010-02-08,3889709642
2010-02-09,3951427143
2010-02-10,3923578996
2010-02-11,3931105469
2010-02-12,3858850967
2010-02-16,3928094789
2010-02-17,3917557788
2010-02-18,3936374046
2010-02-19,3947663831
2010-02-22,3936374046
2010-02-23,3927342460
2010-02-24,3906268003
2010-02-25,3868635336
2010-02-26,3897988898
2010-03-01,3947663831
2010-03-02,3955943238
2010-03-03,3937126678
2010-03-04,3913041995
2010-03-05,3986049281
2010-03-08,4000349594
2010-03-09,4010886747
2010-03-10,4031208421
2010-03-11,4034218949
2010-03-12,4022929164
2010-03-15,4032713533
2010-03-16,4038734742
2010-03-17,4092925922
2010-03-18,4097441714
2010-03-19,4106473603
2010-03-22,4141848373
2010-03-23,4171954416
2010-03-24,4130558588
2010-03-25,4125289709
2010-03-26,4107979019
2010-03-29,4137332581
2010-03-30,4138837693
2010-03-31,4101205027
2010-04-01,4156424424
2010-04-05,4140334864
2010-04-06,4128842454
2010-04-07,4119648464
2010-04-08,4111220615
2010-04-09,4176344221
2010-04-12,4200095644
2010-04-13,4206990905
2010-04-14,4255258967
2010-04-15,4267517671
2010-04-16,4229209432
2010-04-19,4202394065
2010-04-20,4230742020
2010-04-21,4235338861
2010-04-22,4239936010
2010-04-23,4260622102
2010-04-26,4246065285
2010-04-27,4146464140
2010-04-28,4098195770
2010-04-29,4116583750
2010-04-30,4013918352
2010-05-03,3977908533
2010-05-04,3907421945
2010-05-05,3904357230
2010-05-06,3851492020
2010-05-07,3798627118
2010-05-10,3919680495
2010-05-11,3898994095
2010-05-12,3971013271
2010-05-13,3928108345
2010-05-14,3819313210
2010-05-17,3820845644
2010-05-18,3780239138
2010-05-19,3762617453
2010-05-20,3668379596
2010-05-21,3810885514
2010-05-24,3740398773
2010-05-25,3694429132
2010-05-26,3718946232
2010-05-27,3818547224
2010-05-28,3830039634
2010-06-01,3672976437
2010-06-02,3796328698
2010-06-03,3850725726
2010-06-04,3660718195
2010-06-07,3627773091
2010-06-08,3676807446
2010-06-09,3672210605
2010-06-10,3787900694
2010-06-11,3772577274
2010-06-14,3761851467
2010-06-15,3845362745
2010-06-16,3862218136
2010-06-17,3907421945
2010-06-18,3871412126
2010-06-21,3851492020
2010-06-22,3785602273
2010-06-23,3758786444
2010-06-24,3666847162
2010-06-25,3670678017
2010-06-28,3639265501
2010-06-29,3490630154
2010-06-30,3466879347
2010-07-01,3422556850
2010-07-02,3382670500
2010-07-06,3351988751
2010-07-07,3470880933
2010-07-08,3478551332
2010-07-09,3503096885
2010-07-12,3518437528
2010-07-13,3605880783
2010-07-14,3582102408
2010-07-15,3582869432
2010-07-16,3474715901
2010-07-19,3535312529
2010-07-20,3542216057
2010-07-21,3460909152
2010-07-22,3559091058
2010-07-23,3588238758
2010-07-26,3590539831
2010-07-27,3558324188
2010-07-28,3551420659
2010-07-29,3464744429
2010-07-30,3477016974
2010-08-02,3557556700
2010-08-03,3530710382
2010-08-04,3552187529
2010-08-05,3556789984
2010-08-06,3532244276
2010-08-09,3572897806
2010-08-10,3562159155
2010-08-11,3365795499
2010-08-12,3259176325
2010-08-13,3224659145
2010-08-16,3240767121
2010-08-17,3253039821
2010-08-18,3250738748
2010-08-19,3222358072
2010-08-20,3223124942
2010-08-23,3156391964
2010-08-24,3101164971
2010-08-25,3075852547
2010-08-26,3076619417
2010-08-27,3127244573
2010-08-30,3081988588
2010-08-31,3053608067
2010-09-01,3195511445
2010-09-02,3219289974
2010-09-03,3260710528
2010-09-07,3198579697
2010-09-08,3211619267
2010-09-09,3200880770
2010-09-10,3288324025
2010-09-13,3290625098
2010-09-14,3285255773
2010-09-15,3315937522
2010-09-16,3311335375
2010-09-17,3345852401
2010-09-20,3414886452
2010-09-21,3425624948
2010-09-22,3397244427
2010-09-23,3407216053
2010-09-24,3480852405
2010-09-27,3464744429
2010-09-28,3516903634
2010-09-29,3519204707
2010-09-30,3528409309
2010-10-01,3510720697
2010-10-04,3481547888
2010-10-05,3562156994
2010-10-06,3533751870
2010-10-07,3523771499
2010-10-08,3559853938
2010-10-11,3577510852
2010-10-12,3608987025
2010-10-13,3652746316
2010-10-14,3606683970
2010-10-15,3791700886
2010-10-18,3839298911
2010-10-19,3757921966
2010-10-20,3787094775
2010-10-21,3790933510
2010-10-22,3822409374
2010-10-25,3800913417
2010-10-26,3803984621
2010-10-27,3767134497
2010-10-28,3787094775
2010-10-29,3765599281
2010-11-01,3754851071
2010-11-02,3810893788
2010-11-03,3775579188
2010-11-04,3812429003
2010-11-05,3818570794
2010-11-08,3759457491
2010-11-09,3745638539
2010-11-10,3713395144
2010-11-11,3638159989
2010-11-12,3597471439
2010-11-15,3574440266
2010-11-16,3519165388
2010-11-17,3506114586
2010-11-18,3547570512
2010-11-19,3531448815
2010-11-22,3532984030
2010-11-23,3478476993
2010-11-24,3526074555
2010-11-26,3499972796
2010-11-29,3462355295
2010-11-30,3426272856
2010-12-01,3566763414
2010-12-02,3589794587
2010-12-03,3615896192
2010-12-06,3612825760
2010-12-07,3614360976
2010-12-08,3631250513
2010-12-09,3608219340
2010-12-10,3616664032
2010-12-13,3601310174
2010-12-14,3754851071
2010-12-15,3734890793
2010-12-16,3711859619
2010-12-17,3715698200
2010-12-20,3680383600
2010-12-21,3704950453
2010-12-22,3751780330
2010-12-23,3762528386
2010-12-27,3798610361
2010-12-28,3800146041
2010-12-29,3797074836
2010-12-30,3807822892
2010-12-31,3807822892
2011-01-03,3899280295
2011-01-04,3900047400
2011-01-05,3915386552
2011-01-06,3959871036
2011-01-07,3992083858
2011-01-10,3981346405
2011-01-11,4002054670
2011-01-12,4029665484
2011-01-13,4038869192
2011-01-14,4077217459
2011-01-18,4117866884
2011-01-19,4064179156
2011-01-20,4061878306
2011-01-21,4067246956
2011-01-24,4103294836
2011-01-25,4126303951
2011-01-26,4118633989
2011-01-27,4153914765
2011-01-28,4022762626
2011-01-31,4087188271
2011-02-01,4166186272
2011-02-02,4187661333
2011-02-03,4265892384
2011-02-04,4276629991
2011-02-07,4311143663
2011-02-08,4336453937
2011-02-09,3714440274
2011-02-10,3689130310
2011-02-11,3675324594
2011-02-14,3655383742
2011-02-15,3633908373
2011-02-16,3692965214
2011-02-17,3716741124
2011-02-18,3753555645
2011-02-22,3639277177
2011-02-23,3631607523
2011-02-24,3641578026
2011-02-25,3726711936
2011-02-28,3691431159
2011-03-01,3628539569
2011-03-02,3669955945
2011-03-03,3718275332
2011-03-04,3661519187
2011-03-07,3623937561
2011-03-08,3680693706
2011-03-09,3687596564
2011-03-10,3618568912
2011-03-11,3658451233
2011-03-14,3587123039
2011-03-15,3571783887
2011-03-16,3511959942
2011-03-17,3555677321
2011-03-18,3627005515
2011-03-21,3726711936
2011-03-22,3685295406
2011-03-23,3707537416
2011-03-24,3752021900
2011-03-25,3771196111
2011-03-28,3719041973
2011-03-29,3749721050
2011-03-30,3756623908
2011-03-31,3737449389
2011-04-01,3798734895
2011-04-04,3800273580
2011-04-05,3814120659
2011-04-06,3826429054
2011-04-07,3832583329
2011-04-08,3811812864
2011-04-11,3784118395
2011-04-12,3747961857
2011-04-13,3762578201
2011-04-14,3817966829
2011-04-15,3850276888
2011-04-18,3801811955
2011-04-19,3822582729
2011-04-20,3794888260
2011-04-21,3779502806
2011-04-25,3801042690
2011-04-26,3820274624
2011-04-27,3887971957
2011-04-28,3907204356
2011-04-29,3921820545
2011-05-02,3888741376
2011-05-03,3387166666
2011-05-04,3381781811
2011-05-05,3344086742
2011-05-06,3347163957
2011-05-09,3361780302
2011-05-10,3461018118
2011-05-11,3405629645
2011-05-12,3464864598
2011-05-13,3435631599
2011-05-16,3388705505
2011-05-17,3417168929
2011-05-18,3424092314
2011-05-19,3412553030
2011-05-20,3429477324
2011-05-23,3353318232
2011-05-24,3346394537
2011-05-25,3391782256
2011-05-26,2952520022
2011-05-27,3080221572
2011-05-31,3068682288
2011-06-01,3019447935
2011-06-02,3014832035
2011-06-03,2959443717
2011-06-06,2914055998
2011-06-07,2923287178
2011-06-08,2898670079
2011-06-09,2952520022
2011-06-10,2899439499
2011-06-13,2915594374
2011-06-14,2960213137
2011-06-15,2938672943
2011-06-16,2957905032
2011-06-17,2961751512
2011-06-20,2965597992
2011-06-21,3007908650
2011-06-22,2944057952
2011-06-23,2900208609
2011-06-24,2853282361
2011-06-27,2860205746
2011-06-28,2861744121
2011-06-29,2879437835
2011-06-30,2920210273
2011-07-01,2954812259
2011-07-05,2934014523
2011-07-06,2932473686
2011-07-07,2947879577
2011-07-08,2913216787
2011-07-11,2859296942
2011-07-12,2850823888
2011-07-13,2835417996
2011-07-14,2828485314
2011-07-15,2823093469
2011-07-18,2793822524
2011-07-19,2846972260
2011-07-20,2863148105
2011-07-21,2917838678
2011-07-22,2921689841
2011-07-25,2840809996
2011-07-26,2826174524
2011-07-27,2735280788
2011-07-28,2722186152
2011-07-29,2717564261
2011-08-01,2652860571
2011-08-02,2618968199
2011-08-03,2598940417
2011-08-04,2534236727
2011-08-05,2579683362
2011-08-08,2375558092
2011-08-09,2462600200
2011-08-10,2175283985
2011-08-11,2261555830
2011-08-12,2252312512
2011-08-15,2316246093
2011-08-16,2304691829
2011-08-17,2286975302
2011-08-18,2178365195
2011-08-19,2073606405
2011-08-22,2135229195
2011-08-23,2235366248
2011-08-24,2260015303
2011-08-25,2182216512
2011-08-26,2220730776
2011-08-29,2340895147
2011-08-30,2375558092
2011-08-31,2361692883
2011-09-01,2304691829
2011-09-02,2202243985
2011-09-06,2129837195
2011-09-07,2250001566
2011-09-08,2189919458
2011-09-09,2128296668
2011-09-12,2149094249
2011-09-13,2170662249
2011-09-14,2179905722
2011-09-15,2221501039
2011-09-16,2255393566
2011-09-19,2203784512
2011-09-20,2167581195
2011-09-21,2076687614
2011-09-22,2005051087
2011-09-23,2005821351
2011-09-26,2096714932
2011-09-27,2146783458
2011-09-28,2082849877
2011-09-29,2128296668
2011-09-30,2068214405
2011-10-03,2049168794
2011-10-04,2108486760
2011-10-05,2163953010
2011-10-06,2227893188
2011-10-07,2202471248
2011-10-10,2291833522
2011-10-11,2297226078
2011-10-12,2341907216
2011-10-13,2315714777
2011-10-14,2357314387
2011-10-17,2279507568
2011-10-18,2319566647
2011-10-19,2261789213
2011-10-20,2254855970
2011-10-21,2313403593
2011-10-24,2380425299
2011-10-25,2325729547
2011-10-26,2358855228
2011-10-27,2527564852
2011-10-28,2499061384
2011-10-31,2423565750
2011-11-01,2304929664
2011-11-02,2337285002
2011-11-03,2495980012
2011-11-04,2495980012
2011-11-07,2486735585
2011-11-08,2539890806
2011-11-09,2149316027
2011-11-10,1944399194
2011-11-11,2039924368
2011-11-14,1961347206
2011-11-15,2027598569
2011-11-16,1989080331
2011-11-17,1937465951
2011-11-18,1942088164
2011-11-21,1913584696
2011-11-22,1886621914
2011-11-23,1771837699
2011-11-25,1766445143
2011-11-28,1798029983
2011-11-29,1794948611
2011-11-30,1881999701
2011-12-01,1904340270
2011-12-02,1900488399
2011-12-05,1974443348
2011-12-06,1952102934
2011-12-07,1967510105
2011-12-08,1927451181
2011-12-09,1999095101
2011-12-12,1944399194
2011-12-13,1920517939
2011-12-14,1920517939
2011-12-15,1961347206
2011-12-16,1997554415
2011-12-19,1925910495
2011-12-20,2040694711
2011-12-21,1977524875
2011-12-22,2017583799
2011-12-23,2039924368
2011-12-27,1856577760
2011-12-28,1830385321
2011-12-29,1824222422
2011-12-30,1825763108
2012-01-03,1888932944
2012-01-04,1886621914
2012-01-05,1872755274
2012-01-06,1812666966
2012-01-09,1800341167
2012-01-10,1880459015
2012-01-11,1893555157
2012-01-12,1916666069
2012-01-13,1860429475
2012-01-17,1902029241
2012-01-18,1965969419
2012-01-19,2009880213
2012-01-20,2010650556
2012-01-23,2025287385
2012-01-24,2009880213
2012-01-25,2027598569
2012-01-26,2005258000
2012-01-27,2016813456
2012-01-30,1997554415
2012-01-31,1989850674
2012-02-01,2094620275
2012-02-02,2100012831
2012-02-03,2162412324
2012-02-06,2114649659
2012-02-07,2039924368
2012-02-08,2418173193
2012-02-09,2537579777
2012-02-10,2501372413
2012-02-13,2493668983
2012-02-14,2511387338
2012-02-15,2539890806
2012-02-16,2562231220
2012-02-17,2548364735
2012-02-21,2462854331
2012-02-22,2456691431
2012-02-23,2486735585
2012-02-24,2472098757
2012-02-27,2492127987
2012-02-28,2482883560
2012-02-29,2446676661
2012-03-01,2453609904
2012-03-02,2412780637
2012-03-05,2459772803
2012-03-06,2388899382
2012-03-07,2382736483
2012-03-08,2410469608
2012-03-09,2424336093
2012-03-12,2399684495
2012-03-13,2422795407
2012-03-14,2393521596
2012-03-15,2472869100
2012-03-16,2434350862
2012-03-19,2427417620
2012-03-20,2347299617
2012-03-21,2377343926
2012-03-22,2342677559
2012-03-23,2364247629
2012-03-26,2394291939
2012-03-27,2396602968
2012-03-28,2351151487
2012-03-29,2332662789
2012-03-30,2306470350
2012-04-02,2323592186
2012-04-03,2288117539
2012-04-04,2236447749
2012-04-05,2263439395
2012-04-09,2207142598
2012-04-10,2173210287
2012-04-11,2112286328
2012-04-12,2135422136
2012-04-13,2083752346
2012-04-16,2109972825
2012-04-17,2135422136
2012-04-18,2147761131
2012-04-19,2125396645
2012-04-20,2102260992
2012-04-23,2066786190
2012-04-24,2090693166
2012-04-25,2141591633
2012-04-26,2159328957
2012-04-27,2196345940
2012-04-30,2163956119
2012-05-01,2188634107
2012-05-02,2174752777
2012-05-03,2159328957
2012-05-04,2098404998
2012-05-07,2101489825
2012-05-08,2082210010
2012-05-09,2096091495
2012-05-10,2082210010
2012-05-11,2090693166
2012-05-14,2050591357
2012-05-15,2033625201
2012-05-16,2037481040
2012-05-17,1987353740
2012-05-18,1985811404
2012-05-21,2047506531
2012-05-22,2035167537
2012-05-23,2056760854
2012-05-24,2039794698
2012-05-25,2052904860
2012-05-29,2105345663
2012-05-30,2075269345
2012-05-31,2054447196
2012-06-01,1989667398
2012-06-04,1966531745
2012-06-05,2005091219
2012-06-06,2032853878
2012-06-07,2015116554
2012-06-08,2016659045
2012-06-11,1931828266
2012-06-12,1911777284
2012-06-13,1866277146
2012-06-14,1874760146
2012-06-15,1905607787
2012-06-18,1898667122
2012-06-19,1903294283
2012-06-20,1905607787
2012-06-21,1839285499
2012-06-22,1843141493
2012-06-25,1799183690
2012-06-26,1796099019
2012-06-27,1824633001
2012-06-28,1832344834
2012-06-29,1914090787
2012-07-02,1914958970
2012-07-03,1936570789
2012-07-05,1929624177
2012-07-06,1870191675
2012-07-09,1852439154
2012-07-10,1809215672
2012-07-11,1789147510
2012-07-12,1779885257
2012-07-13,1831599319
2012-07-16,1800725248
2012-07-17,1809987500
2012-07-18,1841633245
2012-07-19,1821565238
2012-07-20,1802268905
2012-07-23,1760589079
2012-07-24,1736661775
2012-07-25,1754414296
2012-07-26,1820793410
2012-07-27,1870191675
2012-07-30,1874822802
2012-07-31,1900293918
2012-08-01,1891031666
2012-08-02,1864016892
2012-08-03,1916502782
2012-08-06,1939658258
2012-08-07,1969760346
2012-08-08,2279272111
2012-08-09,2354913322
2012-08-10,2417433138
2012-08-13,2424379749
2012-08-14,2418976795
2012-08-15,2418976795
2012-08-16,2475321827
2012-08-17,2522404763
2012-08-20,2545560239
2012-08-21,2550191209
2012-08-22,2542472925
2012-08-23,2533210672
2012-08-24,2546331912
2012-08-27,2545560239
2012-08-28,2517773481
2012-08-29,2507739711
2012-08-30,2485355908
2012-08-31,2486127737
2012-09-04,2466831559
2012-09-05,2497705475
2012-09-06,2527807717
2012-09-07,2550191209
2012-09-10,2554050663
2012-09-11,2539385455
2012-09-12,2551735177
2012-09-13,2589555549
2012-09-14,2676774809
2012-09-17,2638182297
2012-09-18,2600361614
2012-09-19,2588783876
2012-09-20,2551735177
2012-09-21,2553278679
2012-09-24,2535526158
2012-09-25,2469147044
2012-09-26,2464515918
2012-09-27,2486899720
2012-09-28,2486127737
2012-10-01,2444789060
2012-10-02,2449410618
2012-10-03,2447869995
2012-10-04,2449410618
2012-10-05,2455572643
2012-10-08,2459423812
2012-10-09,2409357377
2012-10-10,2413208546
2012-10-11,2430154154
2012-10-12,2420140805
2012-10-15,2445559294
2012-10-16,2483301988
2012-10-17,2497166196
2012-10-18,2472518251
2012-10-19,2423221895
2012-10-22,2442478204
2012-10-23,2400884496
2012-10-24,2370844605
2012-10-25,2367763514
2012-10-26,2356209698
2012-10-31,2345426116
2012-11-01,2397803406
2012-11-02,2397033172
2012-11-05,2423221895
2012-11-06,2834538036
2012-11-07,2757512646
2012-11-08,2721310419
2012-11-09,2712837693
2012-11-12,2714378315
2012-11-13,2712837693
2012-11-14,2680487255
2012-11-15,2651987521
2012-11-16,2655068611
2012-11-19,2765985372
2012-11-20,2843010763
2012-11-21,2839159594
2012-11-23,2919266075
2012-11-26,2910793348
2012-11-27,2895388053
2012-11-28,2943144096
2012-11-29,2959319315
2012-11-30,2931590280
2012-12-03,3024790889
2012-12-04,2964710951
2012-12-05,2973183833
2012-12-06,2986278272
2012-12-07,2993980764
2012-12-10,3012466994
2012-12-11,3025561123
2012-12-12,3068695454
2012-12-13,3067154986
2012-12-14,3050209378
2012-12-17,3125694457
2012-12-18,3098735500
2012-12-19,3084870983
2012-12-20,3074087090
2012-12-21,3007845282
2012-12-24,3022480188
2012-12-26,3021710109
2012-12-27,3022480188
2012-12-28,3007074893
2012-12-31,3084870983
2013-01-02,3149013101
2013-01-03,3154324697
2013-01-04,3161154000
2013-01-07,3127767025
2013-01-08,3064027878
2013-01-09,3117902458
2013-01-10,3162671403
2013-01-11,3183159007
2013-01-14,3186953200
2013-01-15,3187711978
2013-01-16,3159636598
2013-01-17,3168741928
2013-01-18,3177088634
2013-01-22,3206681875
2013-01-23,3190746935
2013-01-24,3218822774
2013-01-25,3220340176
2013-01-28,3232481075
2013-01-29,3231722145
2013-01-30,3204405542
2013-01-31,3171777038
2013-02-01,3240069003
2013-02-04,3180123897
2013-02-05,3471502416
2013-02-06,3471502416
2013-02-07,3485919647
2013-02-08,3467708681
2013-02-11,3494266353
2013-02-12,3531447827
2013-02-13,3551935127
2013-02-14,3612639010
2013-02-15,3647543541
2013-02-19,3702935982
2013-02-20,3634644170
2013-02-21,3573940134
2013-02-22,3616433203
2013-02-25,3526135926
2013-02-26,3607327567
2013-02-27,3655890552
2013-02-28,3644508583
2013-03-01,3662719703
2013-03-04,3664237411
2013-03-05,3763639865
2013-03-06,3744670121
2013-03-07,3782609762
2013-03-08,3775780764
2013-03-11,3831931677
2013-03-12,3793233106
2013-03-13,3747704926
2013-03-14,3777298167
2013-03-15,3686242417
2013-03-18,3666513743
2013-03-19,3652855442
2013-03-20,3725700224
2013-03-21,3679413114
2013-03-22,3677136782
2013-03-25,3682448683
2013-03-26,3725700224
2013-03-27,3713559020
2013-03-28,3735564485
2013-04-01,3610801212
2013-04-02,3594422320
2013-04-03,3560175436
2013-04-04,3562409010
2013-04-05,3518483805
2013-04-08,3549752641
2013-04-09,3545285493
2013-04-10,3618990583
2013-04-11,3611545837
2013-04-12,3476047850
2013-04-15,3368095876
2013-04-16,3454457335
2013-04-17,3347994460
2013-04-18,3310025053
2013-04-19,3292901986
2013-04-22,3298857633
2013-04-23,3365862152
2013-04-24,3380007920
2013-04-25,3400109335
2013-04-26,3394897563
2013-04-29,3452223911
2013-04-30,3487959595
2013-05-01,3416488228
2013-05-02,3481259322
2013-05-03,3519972905
2013-05-06,3560920060
2013-05-07,3573576579
2013-05-08,3625691155
2013-05-09,3635369775
2013-05-10,3669616360
2013-05-13,3632391427
2013-05-14,3684506303
2013-05-15,3328637669
2013-05-16,3170804543
2013-05-17,3320448148
2013-05-20,3324170821
2013-05-21,3298113308
2013-05-22,3235575638
2013-05-23,3250465730
2013-05-24,3220685994
2013-05-28,3216218847
2013-05-29,3242276209
2013-05-30,3299602258
2013-05-31,3321192473
2013-06-03,3327893044
2013-06-04,3336827040
2013-06-05,3327893044
2013-06-06,3381496719
2013-06-07,3479770073
2013-06-10,3429889072
2013-06-11,3359161880
2013-06-12,3286945888
2013-06-13,3321192473
2013-06-14,3339805089
2013-06-17,3365117827
2013-06-18,3401598135
2013-06-19,3394153238
2013-06-20,3302580156
2013-06-21,3301835981
2013-06-24,3205051427
2013-06-25,3255677053
2013-06-26,3278756517
2013-06-27,3326404245
2013-06-28,3258655102
2013-07-01,3280408844
2013-07-02,3273789071
2013-07-03,3352489672
2013-07-05,3417215376
2013-07-08,3461346410
2013-07-09,3477527651
2013-07-10,3485618419
2013-07-11,3508419138
2013-07-12,3515038911
2013-07-15,3504006153
2013-07-16,3440751740
2013-07-17,3434132262
2013-07-18,3448842360
2013-07-19,3485618419
2013-07-22,3497386379
2013-07-23,3491502251
2013-07-24,3495915532
2013-07-25,3524600527
2013-07-26,3512832419
2013-07-29,3480469493
2013-07-30,3493709040
2013-07-31,3505477444
2013-08-01,3621688861
2013-08-02,3632721620
2013-08-05,3691563196
2013-08-06,3674646161
2013-08-07,3986505835
2013-08-08,3835724703
2013-08-09,3830576072
2013-08-12,3834253708
2013-08-13,3844550969
2013-08-14,3840137984
2013-08-15,3773205787
2013-08-16,3791593668
2013-08-19,3752611117
2013-08-20,3832046919
2013-08-21,3730545600
2013-08-22,3794535658
2013-08-23,3790122673
2013-08-26,3775412279
2013-08-27,3687150211
2013-08-28,3678323945
2013-08-29,3703331452
2013-08-30,3688621058
2013-09-03,3711422221
2013-09-04,3737901019
2013-09-05,3726132615
2013-09-06,3713628713
2013-09-09,3737165373
2013-09-10,3740107511
2013-09-11,3846757461
2013-09-12,3783502900
2013-09-13,3796742151
2013-09-16,3872500614
2013-09-17,3898979116
2013-09-18,3921780278
2013-09-19,3879120091
2013-09-20,3825427442
2013-09-23,3809246201
2013-09-24,3817336821
2013-09-25,3806304062
2013-09-26,3810717047
2013-09-27,3826163087
2013-09-30,3805568417
2013-10-01,3790068498
2013-10-02,3801732316
2013-10-03,3757992374
2013-10-04,3784965201
2013-10-07,3708420302
2013-10-08,3642810388
2013-10-09,3626043419
2013-10-10,3749244326
2013-10-11,3801732316
2013-10-14,3801003484
2013-10-15,3781320451
2013-10-16,3817041472
2013-10-17,3863697333
2013-10-18,3830892376
2013-10-21,3860781415
2013-10-22,3870258148
2013-10-23,3803919548
2013-10-24,3774030216
2013-10-25,3777675407
2013-10-28,3771114298
2013-10-29,3790068498
2013-10-30,3761637418
2013-10-31,3591051524
2013-11-01,3673428406
2013-11-04,3674886218
2013-11-05,3699672254
2013-11-06,3731748379
2013-11-07,3668325403
2013-11-08,3720084414
2013-11-11,3731748379
2013-11-12,3779133512
2013-11-13,3854949286
2013-11-14,3884109199
2013-11-15,3906708296
2013-11-18,3908166108
2013-11-19,3903792231
2013-11-20,3873903339
2013-11-21,3925662203
2013-11-22,3882651386
2013-11-25,3852762347
