,PG
2009-04-14,137861325000
2009-04-15,142237875000
2009-04-16,147139611000
2009-04-17,150728382000
2009-04-20,148014921000
2009-04-21,149882249000
2009-04-22,144717920000
2009-04-23,143900964000
2009-04-24,144455327000
2009-04-27,145797469000
2009-04-28,144980513000
2009-04-29,147110434000
2009-04-30,144251088000
2009-05-01,144426150000
2009-05-04,148773523000
2009-05-05,145272283000
2009-05-06,148335868000
2009-05-07,149794718000
2009-05-08,150465789000
2009-05-11,146964549000
2009-05-12,148627638000
2009-05-13,148685992000
2009-05-14,148219160000
2009-05-15,147839859000
2009-05-18,153237604000
2009-05-19,154492215000
2009-05-20,157614154000
2009-05-21,154696454000
2009-05-22,154725631000
2009-05-26,156913906000
2009-05-27,151078506000
2009-05-28,153441843000
2009-05-29,151545338000
2009-06-01,155688472000
2009-06-02,156709667000
2009-06-03,157001437000
2009-06-04,155659295000
2009-06-05,155163286000
2009-06-08,155046578000
2009-06-09,152916657000
2009-06-10,151953816000
2009-06-11,151749577000
2009-06-12,153325135000
2009-06-15,149765541000
2009-06-16,146176770000
2009-06-17,145914177000
2009-06-18,149298709000
2009-06-19,147752328000
2009-06-22,147518912000
2009-06-23,147489735000
2009-06-24,147489735000
2009-06-25,150786736000
2009-06-26,150990975000
2009-06-29,152391471000
2009-06-30,149268210000
2009-07-01,151897200000
2009-07-02,149297421000
2009-07-06,152393787000
2009-07-07,151634301000
2009-07-08,153766704000
2009-07-09,153094851000
2009-07-10,152539842000
2009-07-13,154759878000
2009-07-14,156395694000
2009-07-15,159638115000
2009-07-16,161273931000
2009-07-17,163347912000
2009-07-20,162296316000
2009-07-21,162091839000
2009-07-22,160280757000
2009-07-23,161127876000
2009-07-24,163114224000
2009-07-27,162938958000
2009-07-28,162734481000
2009-07-29,163932132000
2009-07-30,164253453000
2009-07-31,162150261000
2009-08-03,162442371000
2009-08-04,162004206000
2009-08-05,157476501000
2009-08-06,150319806000
2009-08-07,151984833000
2009-08-10,152393787000
2009-08-11,151692723000
2009-08-12,152130888000
2009-08-13,152773530000
2009-08-14,152978007000
2009-08-17,152510631000
2009-08-18,153211695000
2009-08-19,154234080000
2009-08-20,154876722000
2009-08-21,156512538000
2009-08-24,155811474000
2009-08-25,155986740000
2009-08-26,155869896000
2009-08-27,154993566000
2009-08-28,155373309000
2009-08-31,158060721000
2009-09-01,154876722000
2009-09-02,154234080000
2009-09-03,154438557000
2009-09-04,154409346000
2009-09-08,158323620000
2009-09-09,157038336000
2009-09-10,163698444000
2009-09-11,162530004000
2009-09-14,161536830000
2009-09-15,160748133000
2009-09-16,161566041000
2009-09-17,162208683000
2009-09-18,167437452000
2009-09-21,166794810000
2009-09-22,167203764000
2009-09-23,167232975000
2009-09-24,168956424000
2009-09-25,169453011000
2009-09-28,169891176000
2009-09-29,169160901000
2009-09-30,170790683531
2009-10-01,166957329101
2009-10-02,167340664544
2009-10-05,167134253152
2009-10-06,168166310114
2009-10-07,167930411380
2009-10-08,169994525304
2009-10-09,169729139228
2009-10-12,169552215177
2009-10-13,168844518975
2009-10-14,168991955683
2009-10-15,168785544291
2009-10-16,169375291126
2009-10-19,170407348088
2009-10-20,171409917709
2009-10-21,169522727835
2009-10-22,171409917709
2009-10-23,169965037962
2009-10-26,167782974671
2009-10-27,168608620240
2009-10-28,168756056949
2009-10-29,175567632898
2009-10-30,171026582266
2009-11-02,173827879734
2009-11-03,172736848088
2009-11-04,174063778468
2009-11-05,178309955683
2009-11-06,179990734164
2009-11-09,182379208847
2009-11-10,182408696189
2009-11-11,183499727834
2009-11-12,180757405050
2009-11-13,181671512644
2009-11-16,183617677201
2009-11-17,183735626568
2009-11-18,184030499986
2009-11-19,183263829100
2009-11-20,182231772138
2009-11-23,184974094923
2009-11-24,185180506315
2009-11-25,185386917707
2009-11-27,184236911378
2009-11-30,183853575935
2009-12-01,185504867075
2009-12-02,186330512644
2009-12-03,184472810113
2009-12-04,184590759480
2009-12-07,184207424037
2009-12-08,182438183530
2009-12-09,183529215176
2009-12-10,183529215176
2009-12-11,183824088594
2009-12-14,185799740492
2009-12-15,183175367075
2009-12-16,183293316442
2009-12-17,181612537961
2009-12-18,181494588594
2009-12-21,180757405050
2009-12-22,180757405050
2009-12-23,180786892391
2009-12-24,180698430366
2009-12-28,180609968341
2009-12-29,181583050619
2009-12-30,180963816442
2009-12-31,178100625000
2010-01-04,179540000000
2010-01-05,179598750000
2010-01-06,178746875000
2010-01-07,177777500000
2010-01-08,177542500000
2010-01-11,176837500000
2010-01-12,178864375000
2010-01-13,180715000000
2010-01-14,180891250000
2010-01-15,178658750000
2010-01-19,181302500000
2010-01-20,177571875000
2010-01-21,175780000000
2010-01-22,177160625000
2010-01-25,178100625000
2010-01-26,178276875000
2010-01-27,178629375000
2010-01-28,181185000000
2010-01-29,180803125000
2010-02-01,182095625000
2010-02-02,184768750000
2010-02-03,184034375000
2010-02-04,180362500000
2010-02-05,180068750000
2010-02-08,179216875000
2010-02-09,181420000000
2010-02-10,181155625000
2010-02-11,182007500000
2010-02-12,181420000000
2010-02-16,184563125000
2010-02-17,184621875000
2010-02-18,186208125000
2010-02-19,186384375000
2010-02-22,186296250000
2010-02-23,185679375000
2010-02-24,187676875000
2010-02-25,187118750000
2010-02-26,185885000000
2010-03-01,186560625000
2010-03-02,187148125000
2010-03-03,186678125000
2010-03-04,187030625000
2010-03-05,187089375000
2010-03-08,185620625000
2010-03-09,185943750000
2010-03-10,185091875000
2010-03-11,185561875000
2010-03-12,186002500000
2010-03-15,187118750000
2010-03-16,186619375000
2010-03-17,188029375000
2010-03-18,187206875000
2010-03-19,187530000000
2010-03-22,187647500000
2010-03-23,189556875000
2010-03-24,186854375000
2010-03-25,186883750000
2010-03-26,187089375000
2010-03-29,187206875000
2010-03-30,187001250000
2010-03-31,181388763000
2010-04-01,181646784000
2010-04-05,182793544000
2010-04-06,180930059000
2010-04-07,179181250000
2010-04-08,179353264000
2010-04-09,179840637000
2010-04-12,179754630000
2010-04-13,180614700000
2010-04-14,181159411000
2010-04-15,180614700000
2010-04-16,180184665000
2010-04-19,181245418000
2010-04-20,181159411000
2010-04-21,182420847000
2010-04-22,182306171000
2010-04-23,182162826000
2010-04-26,183309586000
2010-04-27,180930059000
2010-04-28,181102073000
2010-04-29,178321180000
2010-04-30,178206504000
2010-05-03,179697292000
2010-05-04,176916399000
2010-05-05,178206504000
2010-05-06,174164175000
2010-05-07,172902739000
2010-05-10,178951898000
2010-05-11,178808553000
2010-05-12,180672038000
2010-05-13,179897975000
2010-05-14,179295926000
2010-05-17,181704122000
2010-05-18,181216749000
2010-05-19,181245418000
2010-05-20,176629709000
2010-05-21,177317765000
2010-05-24,176027660000
2010-05-25,175024245000
2010-05-26,173275436000
2010-05-27,174737555000
2010-05-28,175138921000
2010-06-01,175339604000
2010-06-02,177002406000
2010-06-03,177174420000
2010-06-04,174307520000
2010-06-07,173791478000
2010-06-08,178149166000
2010-06-09,176228343000
2010-06-10,177489779000
2010-06-11,174909569000
2010-06-14,175597625000
2010-06-15,177489779000
2010-06-16,175425611000
2010-06-17,177059744000
2010-06-18,175740970000
2010-06-21,175167590000
2010-06-22,174078168000
2010-06-23,175970322000
2010-06-24,174508203000
2010-06-25,171411951000
2010-06-28,173791478000
2010-06-29,172931408000
2010-06-30,172708766334
2010-07-01,171441813064
2010-07-02,170981102783
2010-07-06,170865925213
2010-07-07,175127495306
2010-07-08,178381261661
2010-07-09,177805373811
2010-07-12,178784383156
2010-07-13,179648214932
2010-07-14,180425663530
2010-07-15,180627224277
2010-07-16,178496439231
2010-07-19,178122112128
2010-07-20,178726794371
2010-07-21,175962532689
2010-07-22,176711186895
2010-07-23,178266084091
2010-07-26,180022542035
2010-07-27,181635028016
2010-07-28,180540841100
2010-07-29,177575018670
2010-07-30,176106504652
2010-08-02,178697999979
2010-08-03,172593588764
2010-08-04,171470607456
2010-08-05,172363233624
2010-08-06,172823943905
2010-08-09,173860542035
2010-08-10,175012317736
2010-08-11,173543803718
2010-08-12,172737560727
2010-08-13,172248056054
2010-08-16,172104084092
2010-08-17,173601392503
2010-08-18,174925934559
2010-08-19,173313448577
2010-08-20,172708766334
2010-08-23,172852738297
2010-08-24,171787345774
2010-08-25,171816140166
2010-08-26,171441813064
2010-08-27,172190467269
2010-08-30,170952308391
2010-08-31,171816140166
2010-09-01,172190467269
2010-09-02,172967915867
2010-09-03,173601392503
2010-09-07,173169476615
2010-09-08,173831747643
2010-09-09,173601392503
2010-09-10,173918130820
2010-09-13,174148485960
2010-09-14,174609196241
2010-09-15,175962532689
2010-09-16,175962532689
2010-09-17,175559411194
2010-09-20,176883953250
2010-09-21,177143102783
2010-09-22,177920551381
2010-09-23,176279271007
2010-09-24,177488635493
2010-09-27,175760971942
2010-09-28,174551607456
2010-09-29,173486214933
2010-09-30,170837615401
2010-10-01,171378871811
2010-10-04,170809128222
2010-10-05,173259025658
2010-10-06,173401461555
2010-10-07,173202051299
2010-10-08,176221692325
2010-10-11,177019333350
2010-10-12,176677487196
2010-10-13,178415205145
2010-10-14,178899487197
2010-10-15,178785538479
2010-10-18,180466282069
2010-10-19,179982000017
2010-10-20,180523256428
2010-10-21,180922076940
2010-10-22,180608717966
2010-10-25,181007538479
2010-10-26,179070410274
2010-10-27,179697128222
2010-10-28,180010487197
2010-10-29,181093000017
2010-11-01,181235435915
2010-11-02,182374923094
2010-11-03,183201051300
2010-11-04,185166666685
2010-11-05,185166666685
2010-11-08,184454487197
2010-11-09,184625410274
2010-11-10,183941717966
2010-11-11,183343487197
2010-11-12,183258025659
2010-11-15,183144076941
2010-11-16,180751153864
2010-11-17,180238384633
2010-11-18,182374923094
2010-11-19,182460384633
2010-11-22,181064512838
2010-11-23,178358230786
2010-11-24,178329743607
2010-11-26,176990846171
2010-11-29,176990846171
2010-11-30,173971205145
2010-12-01,177047820530
2010-12-02,177646051299
2010-12-03,177560589761
2010-12-06,176791435914
2010-12-07,177047820530
2010-12-08,178415205145
2010-12-09,179098897453
2010-12-10,180038974376
2010-12-13,180010487197
2010-12-14,181036025658
2010-12-15,181292410274
2010-12-16,183742307710
2010-12-17,184625410274
2010-12-20,185081205146
2010-12-21,184796333351
2010-12-22,185024230787
2010-12-23,185850358992
2010-12-27,184226589761
2010-12-28,184482974377
2010-12-29,183457435915
2010-12-30,183115589761
2010-12-31,182990188090
2011-01-03,184241792050
2011-01-04,184753811852
2011-01-05,184327128684
2011-01-06,184014227693
2011-01-07,183473762347
2011-01-10,183075524723
2011-01-11,182165267298
2011-01-12,184810702941
2011-01-13,186261425713
2011-01-14,186403653436
2011-01-18,186318316802
2011-01-19,185891633634
2011-01-20,187171683139
2011-01-21,187484584129
2011-01-24,189390435613
2011-01-25,189731782148
2011-01-26,188053495020
2011-01-27,182563504921
2011-01-28,182620396011
2011-01-31,179576722744
2011-02-01,178979366308
2011-02-02,178609574229
2011-02-03,178922475219
2011-02-04,180942108882
2011-02-07,183615990070
2011-02-08,183871999971
2011-02-09,183160861357
2011-02-10,183701326703
2011-02-11,184128009872
2011-02-14,183587544525
2011-02-15,181823920763
2011-02-16,181368792050
2011-02-17,182051485120
2011-02-18,182904851456
2011-02-22,182250603931
2011-02-23,182478168288
2011-02-24,179349158387
2011-02-25,178751801952
2011-02-28,179349158387
2011-03-01,178467346506
2011-03-02,177528643536
2011-03-03,177926881160
2011-03-04,176447712843
2011-03-07,175537455418
2011-03-08,176504603932
2011-03-09,176362376210
2011-03-10,174911653437
2011-03-11,174911653437
2011-03-14,174513415814
2011-03-15,172550673240
2011-03-16,169905237597
2011-03-17,171896425715
2011-03-18,172379999973
2011-03-21,174371188091
2011-03-22,173318702943
2011-03-23,173261811854
2011-03-24,173916059378
2011-03-25,173176475220
2011-03-28,172550673240
2011-03-29,174314297002
2011-03-30,176277039576
2011-03-31,169763440000
2011-04-01,171086272000
2011-04-04,171582334000
2011-04-05,169956353000
2011-04-06,170204384000
2011-04-07,171224067000
2011-04-08,170590210000
2011-04-11,171389421000
2011-04-12,173318551000
2011-04-13,173594141000
2011-04-14,174448470000
2011-04-15,176873662000
2011-04-18,176377600000
2011-04-19,175991774000
2011-04-20,175605948000
2011-04-21,174365793000
2011-04-25,174641383000
2011-04-26,175909097000
2011-04-27,176432718000
2011-04-28,177755550000
2011-04-29,178857910000
2011-05-02,179629562000
2011-05-03,181090188999
2011-05-04,183184673000
2011-05-05,181558692000
2011-05-06,179877593000
2011-05-09,179519326000
2011-05-10,181145307000
2011-05-11,181668928000
2011-05-12,184204356000
2011-05-13,184259474000
2011-05-16,184479946000
2011-05-17,185802778000
2011-05-18,185692542000
2011-05-19,185913013999
2011-05-20,185637424000
2011-05-23,184783095000
2011-05-24,184672859000
2011-05-25,182936642000
2011-05-26,182413021000
2011-05-27,182440580000
2011-05-31,184645300000
2011-06-01,182991760000
2011-06-02,181916959000
2011-06-03,180318537000
2011-06-06,180511450000
2011-06-07,179298854000
2011-06-08,178720114999
2011-06-09,179161059000
2011-06-10,178306730000
2011-06-13,178499643000
2011-06-14,178472084000
2011-06-15,175716184000
2011-06-16,177094134000
2011-06-17,178279171000
2011-06-20,179381531000
2011-06-21,176983898000
2011-06-22,176542954000
2011-06-23,174889414000
2011-06-24,172491781000
2011-06-27,173125638000
2011-06-28,172850048000
2011-06-29,172381545000
2011-06-30,175192563000
2011-07-01,177121693000
2011-07-05,177094134000
2011-07-06,178306730000
2011-07-07,178995705000
2011-07-08,178940587000
2011-07-11,178361848000
2011-07-12,177838227000
2011-07-13,178141376000
2011-07-14,178031139999
2011-07-15,178664997000
2011-07-18,177893345000
2011-07-19,178058699000
2011-07-20,176928780000
2011-07-21,177727991000
2011-07-22,177066575000
2011-07-25,174476029000
2011-07-26,173869731000
2011-07-27,171416980000
2011-07-28,170645328000
2011-07-29,169460291000
2011-08-01,169294937000
2011-08-02,167751633000
2011-08-03,167365807000
2011-08-04,164196522000
2011-08-05,166979981000
2011-08-08,163397311000
2011-08-09,165960298000
2011-08-10,161247709000
2011-08-11,166594155000
2011-08-12,168495726000
2011-08-15,170535092000
2011-08-16,169818558000
2011-08-17,169956353000
2011-08-18,167724074000
2011-08-19,167999664000
2011-08-22,170066589000
2011-08-23,173676818000
2011-08-24,174476029000
2011-08-25,172326427000
2011-08-26,172436663000
2011-08-29,173869731000
2011-08-30,174999650000
2011-08-31,175495712000
2011-09-01,174338234000
2011-09-02,172381545000
2011-09-06,171913042000
2011-09-07,172850048000
2011-09-08,173373669000
2011-09-09,170424856000
2011-09-12,170397297000
2011-09-13,170700446000
2011-09-14,171802806000
2011-09-15,173015402000
2011-09-16,177287047000
2011-09-19,175853979000
2011-09-20,176598072000
2011-09-21,173676818000
2011-09-22,168578403000
2011-09-23,168798875000
2011-09-26,172353986000
2011-09-27,174338234000
2011-09-28,172877607000
2011-09-29,175550830000
2011-09-30,174161988000
2011-10-03,173224744000
2011-10-04,174685742000
2011-10-05,174603044000
2011-10-06,175347326000
2011-10-07,176174306000
2011-10-10,178627680000
2011-10-11,177993661999
2011-10-12,178875774000
2011-10-13,178214190000
2011-10-14,178875774000
2011-10-17,177139116000
2011-10-18,178958472000
2011-10-19,178489850000
2011-10-20,179427094000
2011-10-21,182652316000
2011-10-24,180198942000
2011-10-25,177828266000
2011-10-26,179041170000
2011-10-27,179895716000
2011-10-28,178434718000
2011-10-31,176394834000
2011-11-01,172866386000
2011-11-02,173279876000
2011-11-03,174244686000
2011-11-04,173748498000
2011-11-07,174933836000
2011-11-08,177001285999
2011-11-09,172893952000
2011-11-10,174327384000
2011-11-11,176119174000
2011-11-14,173803630000
2011-11-15,175209496000
2011-11-16,174437648000
2011-11-17,173500404000
2011-11-18,174327384000
2011-11-21,169971956000
2011-11-22,170054654000
2011-11-23,168317996000
2011-11-25,168152600000
2011-11-28,171570784000
2011-11-29,172370198000
2011-11-30,177993661999
2011-12-01,176642928000
2011-12-02,178241756000
2011-12-05,178737944000
2011-12-06,178737944000
2011-12-07,179813018000
2011-12-08,177718002000
2011-12-09,179096302000
2011-12-12,177276946000
2011-12-13,178434718000
2011-12-14,177662870000
2011-12-15,179151434000
2011-12-16,179564924000
2011-12-19,179041170000
2011-12-20,181356714000
2011-12-21,181935600000
2011-12-22,182459354000
2011-12-23,183782522000
2011-12-27,184113314000
2011-12-28,183424164000
2011-12-29,184609502000
2011-12-30,183892785999
2012-01-03,183501814000
2012-01-04,183419440000
2012-01-05,182650616000
2012-01-06,182211288000
2012-01-09,182980112000
2012-01-10,182128914000
2012-01-11,180344144000
2012-01-12,180701098000
2012-01-13,180701098000
2012-01-17,181936708000
2012-01-18,181305174000
2012-01-19,181442464000
2012-01-20,181854334000
2012-01-23,178477000000
2012-01-24,177104100000
2012-01-25,178422084000
2012-01-26,177927840000
2012-01-27,176554940000
2012-01-30,173562018000
2012-01-31,173095232000
2012-02-01,173562018000
2012-02-02,173864056000
2012-02-03,172353866000
2012-02-06,174385758000
2012-02-07,174907460000
2012-02-08,174742712000
2012-02-09,175841032000
2012-02-10,175401704000
2012-02-13,176362734000
2012-02-14,177049184000
2012-02-15,177241390000
2012-02-16,179026160000
2012-02-17,178229878000
2012-02-21,176884436000
2012-02-22,176939352000
2012-02-23,182376036000
2012-02-24,183172317999
2012-02-27,183144860000
2012-02-28,185039462000
2012-02-29,185670996000
2012-03-01,183035028000
2012-03-02,183062486000
2012-03-05,183831310000
2012-03-06,183529272000
2012-03-07,182815364000
2012-03-08,183694020000
2012-03-09,183776394000
2012-03-12,185918117999
2012-03-13,186439820000
2012-03-14,186302529999
2012-03-15,185835744000
2012-03-16,184655050000
2012-03-19,184545217999
2012-03-20,184545217999
2012-03-21,184517760000
2012-03-22,185396416000
2012-03-23,185149294000
2012-03-26,185231667999
2012-03-27,184380470000
2012-03-28,184490302000
2012-03-29,183996058000
2012-03-30,184545217999
2012-04-02,190163069755
2012-04-03,188840147275
2012-04-04,189318651151
2012-04-05,189459387585
2012-04-09,188052023244
2012-04-10,186757248050
2012-04-11,187010573632
2012-04-12,186025418593
2012-04-13,185237294562
2012-04-16,187967581383
2012-04-17,188643116267
2012-04-18,187883139523
2012-04-19,187376488360
2012-04-20,190022333321
2012-04-23,187601666655
2012-04-24,188586821694
2012-04-25,188277201538
2012-04-26,188220906965
2012-04-27,181381116268
2012-04-30,179129333322
2012-05-01,178932302314
2012-05-02,180086341074
2012-05-03,181578147275
2012-05-04,180930759678
2012-05-07,180846317818
2012-05-08,180592992237
2012-05-09,179213775182
2012-05-10,180536697663
2012-05-11,179241922469
2012-05-14,178960449601
2012-05-15,179354511617
2012-05-16,180958906965
2012-05-17,180030046500
2012-05-18,178791565880
2012-05-21,178425651151
2012-05-22,177750116268
2012-05-23,175610922469
2012-05-24,176117573632
2012-05-25,175892395338
2012-05-29,177187170531
2012-05-30,175413891462
2012-05-31,175329449601
2012-06-01,173246550377
2012-06-04,172824341074
2012-06-05,172148806191
2012-06-06,173950232547
2012-06-07,176652372082
2012-06-08,176624224795
2012-06-11,176033131772
2012-06-12,176652372082
2012-06-13,176117573632
2012-06-14,177834558128
2012-06-15,176990139524
2012-06-18,175329449601
2012-06-19,175104271307
2012-06-20,169981465105
2012-06-21,168180038749
2012-06-22,168405217044
2012-06-25,166941558129
2012-06-26,166828968982
2012-06-27,168827426346
2012-06-28,169699992237
2012-06-29,172402131772
2012-07-02,168186834000
2012-07-03,168654096000
2012-07-05,168626610000
2012-07-06,168434208000
2012-07-09,169176330000
2012-07-10,169671078000
2012-07-11,168764040000
2012-07-12,175085820000
2012-07-13,178906374000
2012-07-16,178136766000
2012-07-17,179621009999
2012-07-18,178164251999
2012-07-19,178439112000
2012-07-20,177916878000
2012-07-23,176982354000
2012-07-24,175965372000
2012-07-25,175965372000
2012-07-26,177449616000
2012-07-27,178906374000
2012-07-30,178933859999
2012-07-31,177394644000
2012-08-01,175937886000
2012-08-02,174563586000
2012-08-03,180033300000
2012-08-06,180885366000
2012-08-07,182012292000
2012-08-08,183386592000
2012-08-09,183414078000
2012-08-10,183524022000
2012-08-13,182726928000
2012-08-14,183414078000
2012-08-15,183166704000
2012-08-16,184156200000
2012-08-17,184156200000
2012-08-20,183469050000
2012-08-21,183524022000
2012-08-22,183743909999
2012-08-23,183276648000
2012-08-24,184211172000
2012-08-27,184458546000
2012-08-28,184128714000
2012-08-29,183798882000
2012-08-30,183826368000
2012-08-31,184678434000
2012-09-04,185255640000
2012-09-05,184953294000
2012-09-06,187564464000
2012-09-07,188334072000
2012-09-10,188306586000
2012-09-11,187619436000
2012-09-12,187179659999
2012-09-13,189406026000
2012-09-14,190093176000
2012-09-17,190340550000
2012-09-18,190258092000
2012-09-19,190368036000
2012-09-20,191192616000
2012-09-21,190807812000
2012-09-24,191742336000
2012-09-25,191275074000
2012-09-26,190477980000
2012-09-27,190477980000
2012-09-28,190642896000
2012-10-01,189959640000
2012-10-02,188154408000
2012-10-03,189193784000
2012-10-04,189768176000
2012-10-05,190451976000
2012-10-08,189002319999
2012-10-09,187908240000
2012-10-10,186376528000
2012-10-11,185993600000
2012-10-12,185829488000
2012-10-15,187935591999
2012-10-16,188728800000
2012-10-17,190014344000
2012-10-18,190014344000
2012-10-19,187552663999
2012-10-22,187361200000
2012-10-23,184461888000
2012-10-24,186212416000
2012-10-25,191655463999
2012-10-26,189932288000
2012-10-31,189385248000
2012-11-01,189412600000
2012-11-02,189248488000
2012-11-05,187826184000
2012-11-06,188537336000
2012-11-07,186157712000
2012-11-08,183012232000
2012-11-09,183285752000
2012-11-12,183477216000
2012-11-13,182848119999
2012-11-14,181972856000
2012-11-15,181398463999
2012-11-16,182766063999
2012-11-19,185774784000
2012-11-20,186814160000
2012-11-21,187279144000
2012-11-23,190342568000
2012-11-26,190041696000
2012-11-27,188701448000
2012-11-28,189932288000
2012-11-29,190096400000
2012-11-30,190999016000
2012-12-03,190315216000
2012-12-04,189576712000
2012-12-05,189850232000
2012-12-06,191327240000
2012-12-07,192257208000
2012-12-10,192065744000
2012-12-11,193269232000
2012-12-12,193542752000
2012-12-13,191819576000
2012-12-14,191272536000
2012-12-17,191272536000
2012-12-18,191381944000
2012-12-19,189658768000
2012-12-20,190971663999
2012-12-21,187962944000
2012-12-24,187415904000
2012-12-26,185993600000
2012-12-27,185911544000
2012-12-28,183668680000
2012-12-31,186120435000
2013-01-02,190232685000
2013-01-03,189026425000
2013-01-04,189410235000
2013-01-07,188121730000
2013-01-08,187820165000
2013-01-09,188834520000
2013-01-10,189903705000
2013-01-11,189766630000
2013-01-14,190890645000
2013-01-15,191576020000
2013-01-16,190095610000
2013-01-17,191000305000
2013-01-18,191740510000
2013-01-22,191767925000
2013-01-23,193796635000
2013-01-24,193056430000
2013-01-25,200814875000
2013-01-28,202240455000
2013-01-29,205612500000
2013-01-30,205831820000
2013-01-31,206051140000
2013-02-01,208134680000
2013-02-04,206297875000
2013-02-05,207531550000
2013-02-06,208765225000
2013-02-07,208765225000
2013-02-08,207668625000
2013-02-11,207833115000
2013-02-12,208299170000
2013-02-13,209889240000
2013-02-14,210492370000
2013-02-15,209834410000
2013-02-19,212137270000
2013-02-20,211314820000
2013-02-21,211205160000
2013-02-22,211068085000
2013-02-25,208134680000
2013-02-26,208573320000
2013-02-27,210410125000
2013-02-28,208847470000
2013-03-01,209697335000
2013-03-04,210218220000
2013-03-05,211232575000
2013-03-06,211643800000
2013-03-07,210821350000
2013-03-08,211588970000
2013-03-11,212055024999
2013-03-12,211561555000
2013-03-13,210547200000
2013-03-14,212164685000
2013-03-15,209286110000
2013-03-18,208792640000
2013-03-19,211397065000
2013-03-20,212685570000
2013-03-21,211671214999
2013-03-22,211835705000
2013-03-25,210218220000
2013-03-26,212192100000
2013-03-27,211259990000
2013-03-28,211259990000
2013-04-01,220738636370
2013-04-02,224318181825
2013-04-03,221931818188
2013-04-04,223125000007
2013-04-05,222244318188
2013-04-08,223835227279
2013-04-09,222329545461
2013-04-10,225113636370
2013-04-11,226335227279
2013-04-12,227500000007
2013-04-15,226278409098
2013-04-16,227556818189
2013-04-17,224602272734
2013-04-18,226903409098
2013-04-19,231335227280
2013-04-22,231250000007
2013-04-23,234488636371
2013-04-24,219090909097
2013-04-25,217556818188
2013-04-26,219034090916
2013-04-29,220681818188
2013-04-30,218096590916
2013-05-01,218721590916
2013-05-02,220909090916
2013-05-03,222130681825
2013-05-06,220880681825
2013-05-07,221420454552
2013-05-08,222840909098
2013-05-09,222187500007
2013-05-10,223750000007
2013-05-13,223267045461
2013-05-14,225767045461
2013-05-15,229204545461
2013-05-16,227840909098
2013-05-17,227329545461
2013-05-20,224687500007
2013-05-21,223863636370
2013-05-22,223920454552
2013-05-23,223579545461
2013-05-24,232613636371
2013-05-28,229715909098
2013-05-29,224147727279
2013-05-30,224687500007
2013-05-31,218068181825
2013-06-03,220625000007
2013-06-04,219801136370
2013-06-05,217784090916
2013-06-06,218238636370
2013-06-07,220880681825
2013-06-10,221789772734
2013-06-11,221931818188
2013-06-12,220454545461
2013-06-13,222812500007
2013-06-14,221676136370
2013-06-17,224318181825
2013-06-18,224545454552
2013-06-19,220482954552
2013-06-20,213778409097
2013-06-21,219971590916
2013-06-24,217556818188
2013-06-25,217869318188
2013-06-26,219886363643
2013-06-27,220653409097
2013-06-28,218721590916
2013-07-01,213400304000
2013-07-02,214549088000
2013-07-03,214904663999
2013-07-05,214275568000
2013-07-08,215424352000
2013-07-09,217639863999
2013-07-10,218268960000
2013-07-11,220922104000
2013-07-12,223055560000
2013-07-15,222946152000
2013-07-16,221469144000
2013-07-17,219062168000
2013-07-18,219636560000
2013-07-19,222563224000
2013-07-22,222152944000
2013-07-23,221414440000
2013-07-24,219554504000
2013-07-25,219937432000
2013-07-26,219882728000
2013-07-29,219062168000
2013-07-30,220019488000
2013-07-31,219636560000
2013-08-01,223301728000
2013-08-02,222344408000
2013-08-05,222645280000
2013-08-06,223575248000
2013-08-07,224176991999
2013-08-08,224751384000
2013-08-09,223301728000
2013-08-12,223247024000
2013-08-13,223356432000
2013-08-14,222235000000
2013-08-15,220128896000
2013-08-16,218542480000
2013-08-19,217694568000
2013-08-20,217530456000
2013-08-21,217120176000
2013-08-22,218186904000
2013-08-23,218843352000
2013-08-26,214822608000
2013-08-27,213263544000
2013-08-28,210200119999
2013-08-29,211458312000
2013-08-30,213044728000
2013-09-03,212661800000
2013-09-04,211950648000
2013-09-05,210993328000
2013-09-06,211020680000
2013-09-09,213783232000
2013-09-10,213208840000
2013-09-11,214084104000
2013-09-12,214056752000
2013-09-13,216217560000
2013-09-16,219253632000
2013-09-17,218351016000
2013-09-18,219636560000
2013-09-19,219144224000
2013-09-20,217147528000
2013-09-23,216846656000
2013-09-24,215041424000
2013-09-25,212579744000
2013-09-26,213482360000
2013-09-27,211184791999
2013-09-30,205544328000
2013-10-01,207094272000
2013-10-02,206468856000
2013-10-03,206224128000
2013-10-04,206713584000
2013-10-07,205707480000
2013-10-08,207556536000
2013-10-09,209242440000
2013-10-10,211798488000
2013-10-11,213402816000
2013-10-14,214109808000
2013-10-15,211009919999
2013-10-16,213022128000
2013-10-17,215958864000
2013-10-18,215931672000
2013-10-21,214735224000
2013-10-22,218569296000
2013-10-23,220010472000
2013-10-24,219194712000
2013-10-25,217536000000
2013-10-28,221070960000
2013-10-29,224225231999
2013-10-30,221669184000
2013-10-31,219575400000
2013-11-01,220663080000
2013-11-04,221152536000
2013-11-05,221424456000
2013-11-06,225176952000
2013-11-07,223844543999
2013-11-08,224361192000
2013-11-11,223681392000
2013-11-12,225149760000
2013-11-13,227053200000
2013-11-14,229282943999
2013-11-15,230696928000
2013-11-18,229962743999
2013-11-19,229337328000
2013-11-20,230289048000
2013-11-21,230234664000
2013-11-22,230996040000
2013-11-25,232246872000
2013-11-26,230153088000
